Mes y año	Mes (código)	Sexo	UE28-UE27-UE25	UE28	UE27	UE25	Comarca código	Comarca nombre	Número de contratos
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	01	La Jacetania	189
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	01	La Jacetania	2
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	01	La Jacetania	3
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	01	La Jacetania	1
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	01	La Jacetania	23
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	02	Alto Gállego	136
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	02	Alto Gállego	8
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	02	Alto Gállego	2
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	02	Alto Gállego	14
Septiembre 2021	202109	Hombres	No consta	No consta	No consta	No consta	02	Alto Gállego	1
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	03	Sobrarbe	121
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	03	Sobrarbe	8
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	03	Sobrarbe	6
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	03	Sobrarbe	12
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	04	La Ribagorza	90
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	04	La Ribagorza	8
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	04	La Ribagorza	3
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	04	La Ribagorza	2
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	04	La Ribagorza	19
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	05	Cinco Villas	266
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	05	Cinco Villas	89
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	05	Cinco Villas	3
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	05	Cinco Villas	163
Septiembre 2021	202109	Hombres	No consta	No consta	No consta	No consta	05	Cinco Villas	2
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	06	Hoya de Huesca / Plana de Uesca	1004
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	06	Hoya de Huesca / Plana de Uesca	60
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	06	Hoya de Huesca / Plana de Uesca	15
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	06	Hoya de Huesca / Plana de Uesca	1
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	06	Hoya de Huesca / Plana de Uesca	174
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	07	Somontano de Barbastro	261
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	07	Somontano de Barbastro	17
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	07	Somontano de Barbastro	5
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	07	Somontano de Barbastro	52
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	08	Cinca Medio	299
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	08	Cinca Medio	45
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	08	Cinca Medio	5
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	08	Cinca Medio	1
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	08	Cinca Medio	205
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	09	La Litera / La Llitera	235
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	09	La Litera / La Llitera	27
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	09	La Litera / La Llitera	3
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	09	La Litera / La Llitera	1
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	09	La Litera / La Llitera	264
Septiembre 2021	202109	Hombres	No consta	No consta	No consta	No consta	09	La Litera / La Llitera	1
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	10	Los Monegros	104
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	10	Los Monegros	20
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	10	Los Monegros	3
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	10	Los Monegros	163
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	11	Bajo Cinca / Baix Cinca	343
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	11	Bajo Cinca / Baix Cinca	68
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	11	Bajo Cinca / Baix Cinca	14
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	11	Bajo Cinca / Baix Cinca	324
Septiembre 2021	202109	Hombres	No consta	No consta	No consta	No consta	11	Bajo Cinca / Baix Cinca	1
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	12	Tarazona y el Moncayo	310
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	12	Tarazona y el Moncayo	18
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	12	Tarazona y el Moncayo	1
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	12	Tarazona y el Moncayo	54
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	13	Campo de Borja	156
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	13	Campo de Borja	45
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	13	Campo de Borja	1
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	13	Campo de Borja	53
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	14	Aranda	32
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	14	Aranda	2
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	14	Aranda	4
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	15	Ribera Alta del Ebro	1101
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	15	Ribera Alta del Ebro	126
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	15	Ribera Alta del Ebro	15
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	15	Ribera Alta del Ebro	329
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	16	Valdejalón	679
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	16	Valdejalón	407
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	16	Valdejalón	16
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	16	Valdejalón	840
Septiembre 2021	202109	Hombres	No consta	No consta	No consta	No consta	16	Valdejalón	3
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	17	Central	12947
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	17	Central	806
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	17	Central	158
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	17	Central	31
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	17	Central	3466
Septiembre 2021	202109	Hombres	No consta	No consta	No consta	No consta	17	Central	29
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	18	Ribera Baja del Ebro	159
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	18	Ribera Baja del Ebro	10
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	18	Ribera Baja del Ebro	1
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	18	Ribera Baja del Ebro	54
Septiembre 2021	202109	Hombres	No consta	No consta	No consta	No consta	18	Ribera Baja del Ebro	2
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	19	Bajo Aragón-Caspe / Baix Aragó-Casp	84
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	19	Bajo Aragón-Caspe / Baix Aragó-Casp	5
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	19	Bajo Aragón-Caspe / Baix Aragó-Casp	178
Septiembre 2021	202109	Hombres	No consta	No consta	No consta	No consta	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	20	Comunidad de Calatayud	430
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	20	Comunidad de Calatayud	346
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	20	Comunidad de Calatayud	8
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	20	Comunidad de Calatayud	165
Septiembre 2021	202109	Hombres	No consta	No consta	No consta	No consta	20	Comunidad de Calatayud	4
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	21	Campo de Cariñena	254
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	21	Campo de Cariñena	238
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	21	Campo de Cariñena	3
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	21	Campo de Cariñena	358
Septiembre 2021	202109	Hombres	No consta	No consta	No consta	No consta	21	Campo de Cariñena	1
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	22	Campo de Belchite	25
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	22	Campo de Belchite	5
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	22	Campo de Belchite	2
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	22	Campo de Belchite	7
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	23	Bajo Martín	64
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	23	Bajo Martín	10
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	23	Bajo Martín	5
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	23	Bajo Martín	37
Septiembre 2021	202109	Hombres	No consta	No consta	No consta	No consta	23	Bajo Martín	1
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	24	Campo de Daroca	43
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	24	Campo de Daroca	15
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	24	Campo de Daroca	8
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	25	Jiloca	72
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	25	Jiloca	20
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	25	Jiloca	3
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	25	Jiloca	24
Septiembre 2021	202109	Hombres	No consta	No consta	No consta	No consta	25	Jiloca	1
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	26	Cuencas Mineras	51
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	26	Cuencas Mineras	4
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	26	Cuencas Mineras	1
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	26	Cuencas Mineras	18
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	27	Andorra-Sierra de Arcos	111
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	27	Andorra-Sierra de Arcos	4
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	27	Andorra-Sierra de Arcos	1
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	27	Andorra-Sierra de Arcos	9
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	28	Bajo Aragón	586
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	28	Bajo Aragón	64
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	28	Bajo Aragón	5
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	28	Bajo Aragón	1
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	28	Bajo Aragón	100
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	29	Comunidad de Teruel	765
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	29	Comunidad de Teruel	43
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	29	Comunidad de Teruel	9
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	29	Comunidad de Teruel	159
Septiembre 2021	202109	Hombres	No consta	No consta	No consta	No consta	29	Comunidad de Teruel	1
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	30	Maestrazgo	26
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	30	Maestrazgo	4
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	30	Maestrazgo	6
Septiembre 2021	202109	Hombres	No consta	No consta	No consta	No consta	30	Maestrazgo	1
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	31	Sierra de Albarracín	39
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	31	Sierra de Albarracín	8
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	32	Gúdar-Javalambre	94
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	32	Gúdar-Javalambre	8
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	32	Gúdar-Javalambre	2
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	32	Gúdar-Javalambre	10
Septiembre 2021	202109	Hombres	Españoles	Españoles	Españoles	ESPAÑA	33	Matarraña / Matarranya	46
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	33	Matarraña / Matarranya	7
Septiembre 2021	202109	Hombres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	33	Matarraña / Matarranya	2
Septiembre 2021	202109	Hombres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	33	Matarraña / Matarranya	27
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	01	La Jacetania	206
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	01	La Jacetania	6
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	01	La Jacetania	5
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros no comunitarios	UNION EUROPEA	01	La Jacetania	1
Septiembre 2021	202109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	01	La Jacetania	25
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	02	Alto Gállego	132
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	02	Alto Gállego	10
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	02	Alto Gállego	3
Septiembre 2021	202109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	02	Alto Gállego	11
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	03	Sobrarbe	114
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	03	Sobrarbe	14
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	03	Sobrarbe	5
Septiembre 2021	202109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	03	Sobrarbe	7
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	04	La Ribagorza	120
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	04	La Ribagorza	7
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	04	La Ribagorza	5
Septiembre 2021	202109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	04	La Ribagorza	18
Septiembre 2021	202109	Mujeres	No consta	No consta	No consta	No consta	04	La Ribagorza	1
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	05	Cinco Villas	243
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	05	Cinco Villas	134
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	05	Cinco Villas	5
Septiembre 2021	202109	Mujeres	Extranjeros no comunitarios	Extranjeros no comunitarios	Extranjeros no comunitarios	RESTO DEL MUNDO	05	Cinco Villas	61
Septiembre 2021	202109	Mujeres	Españoles	Españoles	Españoles	ESPAÑA	06	Hoya de Huesca / Plana de Uesca	1042
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	06	Hoya de Huesca / Plana de Uesca	71
Septiembre 2021	202109	Mujeres	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-28)	Extranjeros comunitarios (UE-27)	UNION EUROPEA	06	Hoya de Huesca / Plana de Uesca	16
