Año	Residencia continente código	Residencia continente nombre	Residencia área código	Residencia área nombre	Residencia país código	Residencia país nombre	Inscripción provincia nombre	Inscripción provincia código	Sexo	Personas
2010	3	América	06	Resto de América	341	Bolivia	Teruel	44	Hombre	6,0
2010	3	América	06	Resto de América	341	Bolivia	Teruel	44	Mujer	4,0
2010	3	América	06	Resto de América	341	Bolivia	Zaragoza	50	Hombre	54,0
2010	3	América	06	Resto de América	341	Bolivia	Zaragoza	50	Mujer	48,0
2010	3	América	06	Resto de América	342	Brasil	Huesca	22	Hombre	65,0
2010	3	América	06	Resto de América	342	Brasil	Huesca	22	Mujer	59,0
2010	3	América	06	Resto de América	342	Brasil	Teruel	44	Hombre	103,0
2010	3	América	06	Resto de América	342	Brasil	Teruel	44	Mujer	99,0
2010	3	América	06	Resto de América	342	Brasil	Zaragoza	50	Hombre	516,0
2010	3	América	06	Resto de América	342	Brasil	Zaragoza	50	Mujer	531,0
2010	3	América	06	Resto de América	343	Colombia	Huesca	22	Hombre	21,0
2010	3	América	06	Resto de América	343	Colombia	Huesca	22	Mujer	27,0
2010	3	América	06	Resto de América	343	Colombia	Teruel	44	Hombre	11,0
2010	3	América	06	Resto de América	343	Colombia	Teruel	44	Mujer	7,0
2010	3	América	06	Resto de América	343	Colombia	Zaragoza	50	Hombre	72,0
2010	3	América	06	Resto de América	343	Colombia	Zaragoza	50	Mujer	95,0
2010	3	América	06	Resto de América	344	Chile	Huesca	22	Hombre	131,0
2010	3	América	06	Resto de América	344	Chile	Huesca	22	Mujer	152,0
2010	3	América	06	Resto de América	344	Chile	Teruel	44	Hombre	54,0
2010	3	América	06	Resto de América	344	Chile	Teruel	44	Mujer	62,0
2010	3	América	06	Resto de América	344	Chile	Zaragoza	50	Hombre	249,0
2010	3	América	06	Resto de América	344	Chile	Zaragoza	50	Mujer	228,0
2010	3	América	06	Resto de América	345	Ecuador	Huesca	22	Hombre	29,0
2010	3	América	06	Resto de América	345	Ecuador	Huesca	22	Mujer	28,0
2010	3	América	06	Resto de América	345	Ecuador	Teruel	44	Hombre	20,0
2010	3	América	06	Resto de América	345	Ecuador	Teruel	44	Mujer	9,0
2010	3	América	06	Resto de América	345	Ecuador	Zaragoza	50	Hombre	78,0
2010	3	América	06	Resto de América	345	Ecuador	Zaragoza	50	Mujer	57,0
2010	3	América	06	Resto de América	347	Paraguay	Huesca	22	Hombre	11,0
2010	3	América	06	Resto de América	347	Paraguay	Huesca	22	Mujer	17,0
2010	3	América	06	Resto de América	347	Paraguay	Teruel	44	Hombre	4,0
2010	3	América	06	Resto de América	347	Paraguay	Teruel	44	Mujer	2,0
2010	3	América	06	Resto de América	347	Paraguay	Zaragoza	50	Hombre	46,0
2010	3	América	06	Resto de América	347	Paraguay	Zaragoza	50	Mujer	30,0
2010	3	América	06	Resto de América	348	Perú	Huesca	22	Hombre	11,0
2010	3	América	06	Resto de América	348	Perú	Huesca	22	Mujer	12,0
2010	3	América	06	Resto de América	348	Perú	Teruel	44	Hombre	9,0
2010	3	América	06	Resto de América	348	Perú	Teruel	44	Mujer	11,0
2010	3	América	06	Resto de América	348	Perú	Zaragoza	50	Hombre	110,0
2010	3	América	06	Resto de América	348	Perú	Zaragoza	50	Mujer	123,0
2010	3	América	06	Resto de América	350	Uruguay	Huesca	22	Hombre	29,0
2010	3	América	06	Resto de América	350	Uruguay	Huesca	22	Mujer	27,0
2010	3	América	06	Resto de América	350	Uruguay	Teruel	44	Hombre	11,0
2010	3	América	06	Resto de América	350	Uruguay	Teruel	44	Mujer	21,0
2010	3	América	06	Resto de América	350	Uruguay	Zaragoza	50	Hombre	110,0
2010	3	América	06	Resto de América	350	Uruguay	Zaragoza	50	Mujer	133,0
2010	3	América	06	Resto de América	351	Venezuela	Huesca	22	Hombre	132,0
2010	3	América	06	Resto de América	351	Venezuela	Huesca	22	Mujer	144,0
2010	3	América	06	Resto de América	351	Venezuela	Teruel	44	Hombre	136,0
2010	3	América	06	Resto de América	351	Venezuela	Teruel	44	Mujer	129,0
2010	3	América	06	Resto de América	351	Venezuela	Zaragoza	50	Hombre	727,0
2010	3	América	06	Resto de América	351	Venezuela	Zaragoza	50	Mujer	694,0
2010	4	Asia	07	Asia	402	Arabia Saudí	Zaragoza	50	Hombre	11,0
2010	4	Asia	07	Asia	402	Arabia Saudí	Zaragoza	50	Mujer	11,0
2010	4	Asia	07	Asia	407	China	Huesca	22	Hombre	1,0
2010	4	Asia	07	Asia	407	China	Huesca	22	Mujer	3,0
2010	4	Asia	07	Asia	407	China	Teruel	44	Hombre	2,0
2010	4	Asia	07	Asia	407	China	Zaragoza	50	Hombre	33,0
2010	4	Asia	07	Asia	407	China	Zaragoza	50	Mujer	13,0
2010	4	Asia	07	Asia	408	Emiratos Arabes Unidos	Huesca	22	Hombre	1,0
2010	4	Asia	07	Asia	408	Emiratos Arabes Unidos	Huesca	22	Mujer	2,0
2010	4	Asia	07	Asia	408	Emiratos Arabes Unidos	Zaragoza	50	Hombre	7,0
2010	4	Asia	07	Asia	408	Emiratos Arabes Unidos	Zaragoza	50	Mujer	5,0
2010	4	Asia	07	Asia	409	Filipinas	Huesca	22	Hombre	1,0
2010	4	Asia	07	Asia	409	Filipinas	Zaragoza	50	Hombre	26,0
2010	4	Asia	07	Asia	409	Filipinas	Zaragoza	50	Mujer	26,0
2010	4	Asia	07	Asia	410	India	Huesca	22	Hombre	1,0
2010	4	Asia	07	Asia	410	India	Teruel	44	Hombre	1,0
2010	4	Asia	07	Asia	410	India	Teruel	44	Mujer	2,0
2010	4	Asia	07	Asia	410	India	Zaragoza	50	Hombre	4,0
2010	4	Asia	07	Asia	410	India	Zaragoza	50	Mujer	9,0
2010	4	Asia	07	Asia	411	Indonesia	Huesca	22	Hombre	2,0
2010	4	Asia	07	Asia	411	Indonesia	Zaragoza	50	Hombre	3,0
2010	4	Asia	07	Asia	411	Indonesia	Zaragoza	50	Mujer	1,0
2010	4	Asia	07	Asia	413	Irán	Zaragoza	50	Mujer	1,0
2010	4	Asia	07	Asia	414	Israel	Huesca	22	Hombre	2,0
2010	4	Asia	07	Asia	414	Israel	Huesca	22	Mujer	1,0
2010	4	Asia	07	Asia	414	Israel	Teruel	44	Mujer	2,0
2010	4	Asia	07	Asia	414	Israel	Zaragoza	50	Hombre	9,0
2010	4	Asia	07	Asia	414	Israel	Zaragoza	50	Mujer	16,0
2010	4	Asia	07	Asia	415	Japón	Teruel	44	Hombre	1,0
2010	4	Asia	07	Asia	415	Japón	Zaragoza	50	Hombre	22,0
2010	4	Asia	07	Asia	415	Japón	Zaragoza	50	Mujer	9,0
2010	4	Asia	07	Asia	416	Jordania	Zaragoza	50	Hombre	27,0
2010	4	Asia	07	Asia	416	Jordania	Zaragoza	50	Mujer	42,0
2010	4	Asia	07	Asia	420	Líbano	Huesca	22	Mujer	1,0
2010	4	Asia	07	Asia	420	Líbano	Teruel	44	Hombre	2,0
2010	4	Asia	07	Asia	420	Líbano	Zaragoza	50	Hombre	9,0
2010	4	Asia	07	Asia	420	Líbano	Zaragoza	50	Mujer	13,0
2010	4	Asia	07	Asia	421	Malasia	Zaragoza	50	Hombre	1,0
2010	4	Asia	07	Asia	421	Malasia	Zaragoza	50	Mujer	3,0
2010	4	Asia	07	Asia	425	Omán	Teruel	44	Hombre	1,0
2010	4	Asia	07	Asia	426	Pakistán	Teruel	44	Hombre	3,0
2010	4	Asia	07	Asia	426	Pakistán	Teruel	44	Mujer	4,0
2010	4	Asia	07	Asia	427	Qatar	Teruel	44	Hombre	1,0
2010	4	Asia	07	Asia	427	Qatar	Zaragoza	50	Hombre	1,0
2010	4	Asia	07	Asia	427	Qatar	Zaragoza	50	Mujer	1,0
2010	4	Asia	07	Asia	430	República de Corea	Huesca	22	Hombre	1,0
2010	4	Asia	07	Asia	430	República de Corea	Zaragoza	50	Hombre	1,0
2010	4	Asia	07	Asia	430	República de Corea	Zaragoza	50	Mujer	1,0
2010	4	Asia	07	Asia	432	Singapur	Huesca	22	Hombre	1,0
2010	4	Asia	07	Asia	432	Singapur	Zaragoza	50	Hombre	3,0
2010	4	Asia	07	Asia	432	Singapur	Zaragoza	50	Mujer	3,0
2010	4	Asia	07	Asia	433	Siria	Huesca	22	Hombre	1,0
2010	4	Asia	07	Asia	433	Siria	Zaragoza	50	Hombre	32,0
2010	4	Asia	07	Asia	433	Siria	Zaragoza	50	Mujer	18,0
2010	4	Asia	07	Asia	435	Tailandia	Huesca	22	Hombre	2,0
2010	4	Asia	07	Asia	435	Tailandia	Huesca	22	Mujer	3,0
2010	4	Asia	07	Asia	435	Tailandia	Zaragoza	50	Hombre	2,0
2010	4	Asia	07	Asia	438	Taiwan	Zaragoza	50	Hombre	3,0
2010	4	Asia	07	Asia	438	Taiwan	Zaragoza	50	Mujer	3,0
2010	4	Asia	07	Asia	442	Azerbaiyan	Zaragoza	50	Hombre	1,0
2010	4	Asia	07	Asia	443	Kazajstan	Huesca	22	Hombre	1,0
2010	4	Asia	07	Asia	443	Kazajstan	Zaragoza	50	Hombre	1,0
2010	5	Oceanía	08	Oceanía	501	Australia	Huesca	22	Hombre	12,0
2010	5	Oceanía	08	Oceanía	501	Australia	Huesca	22	Mujer	13,0
2010	5	Oceanía	08	Oceanía	501	Australia	Teruel	44	Hombre	21,0
2010	5	Oceanía	08	Oceanía	501	Australia	Teruel	44	Mujer	13,0
2010	5	Oceanía	08	Oceanía	501	Australia	Zaragoza	50	Hombre	54,0
2010	5	Oceanía	08	Oceanía	501	Australia	Zaragoza	50	Mujer	69,0
2010	5	Oceanía	08	Oceanía	504	Nueva Zelanda	Teruel	44	Mujer	1,0
2010	5	Oceanía	08	Oceanía	504	Nueva Zelanda	Zaragoza	50	Hombre	2,0
2010	5	Oceanía	08	Oceanía	504	Nueva Zelanda	Zaragoza	50	Mujer	5,0
2010	5	Oceanía	08	Oceanía	505	Papua Nueva Guinea	Teruel	44	Hombre	1,0
2011	1	Europa	01	UE-27	125	Reino Unido	Huesca	22	Hombre	63,0
2011	1	Europa	01	UE-27	125	Reino Unido	Huesca	22	Mujer	113,0
2011	1	Europa	01	UE-27	125	Reino Unido	Teruel	44	Hombre	63,0
2011	1	Europa	01	UE-27	125	Reino Unido	Teruel	44	Mujer	53,0
2011	1	Europa	01	UE-27	125	Reino Unido	Zaragoza	50	Hombre	417,0
2011	1	Europa	01	UE-27	125	Reino Unido	Zaragoza	50	Mujer	506,0
2011	1	Europa	01	UE-27_2007	102	Austria	Huesca	22	Hombre	1,0
2011	1	Europa	01	UE-27_2007	102	Austria	Huesca	22	Mujer	5,0
2011	1	Europa	01	UE-27_2007	102	Austria	Teruel	44	Hombre	4,0
2011	1	Europa	01	UE-27_2007	102	Austria	Teruel	44	Mujer	2,0
2011	1	Europa	01	UE-27_2007	102	Austria	Zaragoza	50	Hombre	31,0
2011	1	Europa	01	UE-27_2007	102	Austria	Zaragoza	50	Mujer	43,0
2011	1	Europa	01	UE-27_2007	103	Bélgica	Huesca	22	Hombre	51,0
2011	1	Europa	01	UE-27_2007	103	Bélgica	Huesca	22	Mujer	38,0
2011	1	Europa	01	UE-27_2007	103	Bélgica	Teruel	44	Hombre	55,0
2011	1	Europa	01	UE-27_2007	103	Bélgica	Teruel	44	Mujer	46,0
2011	1	Europa	01	UE-27_2007	103	Bélgica	Zaragoza	50	Hombre	210,0
2011	1	Europa	01	UE-27_2007	103	Bélgica	Zaragoza	50	Mujer	232,0
2011	1	Europa	01	UE-27_2007	104	Bulgaria	Huesca	22	Hombre	1,0
2011	1	Europa	01	UE-27_2007	104	Bulgaria	Teruel	44	Hombre	2,0
2011	1	Europa	01	UE-27_2007	104	Bulgaria	Zaragoza	50	Hombre	1,0
2011	1	Europa	01	UE-27_2007	104	Bulgaria	Zaragoza	50	Mujer	4,0
2011	1	Europa	01	UE-27_2007	106	Chipre	Huesca	22	Mujer	1,0
2011	1	Europa	01	UE-27_2007	106	Chipre	Zaragoza	50	Hombre	2,0
2011	1	Europa	01	UE-27_2007	106	Chipre	Zaragoza	50	Mujer	2,0
2011	1	Europa	01	UE-27_2007	107	Dinamarca	Huesca	22	Hombre	3,0
2011	1	Europa	01	UE-27_2007	107	Dinamarca	Huesca	22	Mujer	3,0
2011	1	Europa	01	UE-27_2007	107	Dinamarca	Teruel	44	Hombre	1,0
2011	1	Europa	01	UE-27_2007	107	Dinamarca	Teruel	44	Mujer	1,0
2011	1	Europa	01	UE-27_2007	107	Dinamarca	Zaragoza	50	Hombre	24,0
2011	1	Europa	01	UE-27_2007	107	Dinamarca	Zaragoza	50	Mujer	27,0
2011	1	Europa	01	UE-27_2007	109	Finlandia	Huesca	22	Hombre	2,0
2011	1	Europa	01	UE-27_2007	109	Finlandia	Huesca	22	Mujer	2,0
2011	1	Europa	01	UE-27_2007	109	Finlandia	Teruel	44	Hombre	5,0
2011	1	Europa	01	UE-27_2007	109	Finlandia	Teruel	44	Mujer	5,0
2011	1	Europa	01	UE-27_2007	109	Finlandia	Zaragoza	50	Hombre	17,0
2011	1	Europa	01	UE-27_2007	109	Finlandia	Zaragoza	50	Mujer	12,0
2011	1	Europa	01	UE-27_2007	110	Francia	Huesca	22	Hombre	986,0
2011	1	Europa	01	UE-27_2007	110	Francia	Huesca	22	Mujer	924,0
2011	1	Europa	01	UE-27_2007	110	Francia	Teruel	44	Hombre	641,0
2011	1	Europa	01	UE-27_2007	110	Francia	Teruel	44	Mujer	610,0
2011	1	Europa	01	UE-27_2007	110	Francia	Zaragoza	50	Hombre	1597,0
2011	1	Europa	01	UE-27_2007	110	Francia	Zaragoza	50	Mujer	1701,0
2011	1	Europa	01	UE-27_2007	111	Grecia	Huesca	22	Hombre	4,0
2011	1	Europa	01	UE-27_2007	111	Grecia	Huesca	22	Mujer	4,0
2011	1	Europa	01	UE-27_2007	111	Grecia	Teruel	44	Hombre	2,0
2011	1	Europa	01	UE-27_2007	111	Grecia	Zaragoza	50	Hombre	16,0
2011	1	Europa	01	UE-27_2007	111	Grecia	Zaragoza	50	Mujer	30,0
2011	1	Europa	01	UE-27_2007	112	Hungría	Teruel	44	Hombre	1,0
2011	1	Europa	01	UE-27_2007	112	Hungría	Teruel	44	Mujer	2,0
2011	1	Europa	01	UE-27_2007	112	Hungría	Zaragoza	50	Hombre	8,0
2011	1	Europa	01	UE-27_2007	112	Hungría	Zaragoza	50	Mujer	3,0
2011	1	Europa	01	UE-27_2007	113	Irlanda	Huesca	22	Hombre	12,0
2011	1	Europa	01	UE-27_2007	113	Irlanda	Huesca	22	Mujer	19,0
2011	1	Europa	01	UE-27_2007	113	Irlanda	Zaragoza	50	Hombre	35,0
2011	1	Europa	01	UE-27_2007	113	Irlanda	Zaragoza	50	Mujer	39,0
2011	1	Europa	01	UE-27_2007	115	Italia	Huesca	22	Hombre	24,0
2011	1	Europa	01	UE-27_2007	115	Italia	Huesca	22	Mujer	34,0
2011	1	Europa	01	UE-27_2007	115	Italia	Teruel	44	Hombre	6,0
2011	1	Europa	01	UE-27_2007	115	Italia	Teruel	44	Mujer	17,0
2011	1	Europa	01	UE-27_2007	115	Italia	Zaragoza	50	Hombre	122,0
2011	1	Europa	01	UE-27_2007	115	Italia	Zaragoza	50	Mujer	265,0
2011	1	Europa	01	UE-27_2007	117	Luxemburgo	Huesca	22	Hombre	3,0
2011	1	Europa	01	UE-27_2007	117	Luxemburgo	Huesca	22	Mujer	2,0
2011	1	Europa	01	UE-27_2007	117	Luxemburgo	Teruel	44	Hombre	2,0
2011	1	Europa	01	UE-27_2007	117	Luxemburgo	Teruel	44	Mujer	5,0
2011	1	Europa	01	UE-27_2007	117	Luxemburgo	Zaragoza	50	Hombre	22,0
2011	1	Europa	01	UE-27_2007	117	Luxemburgo	Zaragoza	50	Mujer	34,0
2011	1	Europa	01	UE-27_2007	118	Malta	Teruel	44	Hombre	1,0
2011	1	Europa	01	UE-27_2007	121	Países Bajos	Huesca	22	Hombre	17,0
2011	1	Europa	01	UE-27_2007	121	Países Bajos	Huesca	22	Mujer	35,0
2011	1	Europa	01	UE-27_2007	121	Países Bajos	Teruel	44	Hombre	11,0
2011	1	Europa	01	UE-27_2007	121	Países Bajos	Teruel	44	Mujer	5,0
2011	1	Europa	01	UE-27_2007	121	Países Bajos	Zaragoza	50	Hombre	106,0
2011	1	Europa	01	UE-27_2007	121	Países Bajos	Zaragoza	50	Mujer	150,0
2011	1	Europa	01	UE-27_2007	122	Polonia	Huesca	22	Hombre	6,0
2011	1	Europa	01	UE-27_2007	122	Polonia	Huesca	22	Mujer	5,0
2011	1	Europa	01	UE-27_2007	122	Polonia	Teruel	44	Hombre	3,0
2011	1	Europa	01	UE-27_2007	122	Polonia	Teruel	44	Mujer	1,0
2011	1	Europa	01	UE-27_2007	122	Polonia	Zaragoza	50	Hombre	9,0
2011	1	Europa	01	UE-27_2007	122	Polonia	Zaragoza	50	Mujer	6,0
2011	1	Europa	01	UE-27_2007	123	Portugal	Huesca	22	Hombre	7,0
2011	1	Europa	01	UE-27_2007	123	Portugal	Huesca	22	Mujer	12,0
2011	1	Europa	01	UE-27_2007	123	Portugal	Teruel	44	Hombre	2,0
2011	1	Europa	01	UE-27_2007	123	Portugal	Teruel	44	Mujer	7,0
2011	1	Europa	01	UE-27_2007	123	Portugal	Zaragoza	50	Hombre	60,0
2011	1	Europa	01	UE-27_2007	123	Portugal	Zaragoza	50	Mujer	63,0
2011	1	Europa	01	UE-27_2007	126	Alemania	Huesca	22	Hombre	88,0
2011	1	Europa	01	UE-27_2007	126	Alemania	Huesca	22	Mujer	102,0
2011	1	Europa	01	UE-27_2007	126	Alemania	Teruel	44	Hombre	48,0
2011	1	Europa	01	UE-27_2007	126	Alemania	Teruel	44	Mujer	67,0
2011	1	Europa	01	UE-27_2007	126	Alemania	Zaragoza	50	Hombre	735,0
2011	1	Europa	01	UE-27_2007	126	Alemania	Zaragoza	50	Mujer	792,0
2011	1	Europa	01	UE-27_2007	128	Rumanía	Huesca	22	Hombre	3,0
2011	1	Europa	01	UE-27_2007	128	Rumanía	Zaragoza	50	Hombre	6,0
2011	1	Europa	01	UE-27_2007	128	Rumanía	Zaragoza	50	Mujer	2,0
2011	1	Europa	01	UE-27_2007	131	Suecia	Huesca	22	Hombre	6,0
2011	1	Europa	01	UE-27_2007	131	Suecia	Huesca	22	Mujer	6,0
2011	1	Europa	01	UE-27_2007	131	Suecia	Teruel	44	Hombre	12,0
2011	1	Europa	01	UE-27_2007	131	Suecia	Teruel	44	Mujer	7,0
2011	1	Europa	01	UE-27_2007	131	Suecia	Zaragoza	50	Hombre	36,0
2011	1	Europa	01	UE-27_2007	131	Suecia	Zaragoza	50	Mujer	33,0
2011	1	Europa	01	UE-27_2007	136	Letonia	Teruel	44	Mujer	1,0
2011	1	Europa	01	UE-27_2007	141	Estonia	Zaragoza	50	Mujer	1,0
2011	1	Europa	01	UE-27_2007	142	Lituania	Huesca	22	Hombre	1,0
2011	1	Europa	01	UE-27_2007	142	Lituania	Zaragoza	50	Hombre	2,0
2011	1	Europa	01	UE-27_2007	143	República Checa	Teruel	44	Hombre	1,0
2011	1	Europa	01	UE-27_2007	143	República Checa	Teruel	44	Mujer	5,0
2011	1	Europa	01	UE-27_2007	143	República Checa	Zaragoza	50	Hombre	9,0
2011	1	Europa	01	UE-27_2007	143	República Checa	Zaragoza	50	Mujer	5,0
2011	1	Europa	01	UE-27_2007	144	Eslovaquia	Zaragoza	50	Hombre	3,0
2011	1	Europa	01	UE-27_2007	144	Eslovaquia	Zaragoza	50	Mujer	1,0
2011	1	Europa	01	UE-27_2007	147	Eslovenia	Huesca	22	Hombre	1,0
2011	1	Europa	01	UE-27_2007	147	Eslovenia	Huesca	22	Mujer	2,0
2011	1	Europa	01	UE-27_2007	147	Eslovenia	Teruel	44	Hombre	1,0
2011	1	Europa	01	UE-27_2007	147	Eslovenia	Zaragoza	50	Hombre	1,0
2011	1	Europa	02	Resto de Europa	114	Islandia	Huesca	22	Mujer	1,0
2011	1	Europa	02	Resto de Europa	114	Islandia	Zaragoza	50	Hombre	1,0
2011	1	Europa	02	Resto de Europa	120	Noruega	Huesca	22	Mujer	1,0
2011	1	Europa	02	Resto de Europa	120	Noruega	Teruel	44	Hombre	3,0
2011	1	Europa	02	Resto de Europa	120	Noruega	Teruel	44	Mujer	2,0
2011	1	Europa	02	Resto de Europa	120	Noruega	Zaragoza	50	Hombre	8,0
2011	1	Europa	02	Resto de Europa	120	Noruega	Zaragoza	50	Mujer	10,0
2011	1	Europa	02	Resto de Europa	124	Andorra	Huesca	22	Hombre	138,0
2011	1	Europa	02	Resto de Europa	124	Andorra	Huesca	22	Mujer	136,0
2011	1	Europa	02	Resto de Europa	124	Andorra	Teruel	44	Hombre	29,0
2011	1	Europa	02	Resto de Europa	124	Andorra	Teruel	44	Mujer	40,0
2011	1	Europa	02	Resto de Europa	124	Andorra	Zaragoza	50	Hombre	182,0
2011	1	Europa	02	Resto de Europa	124	Andorra	Zaragoza	50	Mujer	173,0
2011	1	Europa	02	Resto de Europa	132	Suiza	Huesca	22	Hombre	45,0
2011	1	Europa	02	Resto de Europa	132	Suiza	Huesca	22	Mujer	60,0
2011	1	Europa	02	Resto de Europa	132	Suiza	Teruel	44	Hombre	44,0
2011	1	Europa	02	Resto de Europa	132	Suiza	Teruel	44	Mujer	65,0
2011	1	Europa	02	Resto de Europa	132	Suiza	Zaragoza	50	Hombre	281,0
2011	1	Europa	02	Resto de Europa	132	Suiza	Zaragoza	50	Mujer	374,0
2011	1	Europa	02	Resto de Europa	135	Ucrania	Zaragoza	50	Hombre	3,0
2011	1	Europa	02	Resto de Europa	145	Bosnia-Herzegovina	Zaragoza	50	Hombre	4,0
2011	1	Europa	02	Resto de Europa	145	Bosnia-Herzegovina	Zaragoza	50	Mujer	2,0
2011	1	Europa	02	Resto de Europa	146	Croacia	Teruel	44	Hombre	1,0
2011	1	Europa	02	Resto de Europa	146	Croacia	Zaragoza	50	Mujer	3,0
2011	1	Europa	02	Resto de Europa	154	Rusia	Huesca	22	Hombre	6,0
2011	1	Europa	02	Resto de Europa	154	Rusia	Huesca	22	Mujer	5,0
2011	1	Europa	02	Resto de Europa	154	Rusia	Zaragoza	50	Hombre	9,0
2011	1	Europa	02	Resto de Europa	154	Rusia	Zaragoza	50	Mujer	10,0
2011	1	Europa	02	Resto de Europa	156	Macedonia	Zaragoza	50	Mujer	1,0
2011	1	Europa	02	Resto de Europa	157	Serbia	Huesca	22	Mujer	2,0
2011	1	Europa	02	Resto de Europa	157	Serbia	Zaragoza	50	Hombre	4,0
2011	1	Europa	02	Resto de Europa	436	Turquía	Zaragoza	50	Hombre	2,0
2011	1	Europa	02	Resto de Europa	436	Turquía	Zaragoza	50	Mujer	1,0
2011	2	África	03	Magreb	203	Argelia	Huesca	22	Hombre	2,0
2011	2	África	03	Magreb	203	Argelia	Teruel	44	Mujer	1,0
2011	2	África	03	Magreb	203	Argelia	Zaragoza	50	Hombre	8,0
2011	2	África	03	Magreb	203	Argelia	Zaragoza	50	Mujer	2,0
2011	2	África	03	Magreb	224	Libia	Huesca	22	Hombre	1,0
2011	2	África	03	Magreb	224	Libia	Zaragoza	50	Hombre	1,0
2011	2	África	03	Magreb	224	Libia	Zaragoza	50	Mujer	1,0
2011	2	África	03	Magreb	228	Marruecos	Huesca	22	Hombre	7,0
2011	2	África	03	Magreb	228	Marruecos	Huesca	22	Mujer	7,0
2011	2	África	03	Magreb	228	Marruecos	Teruel	44	Hombre	5,0
2011	2	África	03	Magreb	228	Marruecos	Teruel	44	Mujer	4,0
2011	2	África	03	Magreb	228	Marruecos	Zaragoza	50	Hombre	32,0
2011	2	África	03	Magreb	228	Marruecos	Zaragoza	50	Mujer	29,0
2011	2	África	03	Magreb	230	Mauritania	Huesca	22	Hombre	1,0
2011	2	África	03	Magreb	230	Mauritania	Zaragoza	50	Hombre	1,0
2011	2	África	03	Magreb	230	Mauritania	Zaragoza	50	Mujer	1,0
2011	2	África	03	Magreb	248	Túnez	Zaragoza	50	Hombre	18,0
2011	2	África	03	Magreb	248	Túnez	Zaragoza	50	Mujer	15,0
2011	2	África	04	Resto de África	202	Angola	Huesca	22	Hombre	1,0
2011	2	África	04	Resto de África	202	Angola	Zaragoza	50	Hombre	5,0
2011	2	África	04	Resto de África	202	Angola	Zaragoza	50	Mujer	3,0
2011	2	África	04	Resto de África	204	Benin	Zaragoza	50	Hombre	2,0
2011	2	África	04	Resto de África	204	Benin	Zaragoza	50	Mujer	1,0
2011	2	África	04	Resto de África	207	Cabo Verde	Zaragoza	50	Hombre	2,0
2011	2	África	04	Resto de África	207	Cabo Verde	Zaragoza	50	Mujer	1,0
2011	2	África	04	Resto de África	208	Camerún	Huesca	22	Mujer	1,0
2011	2	África	04	Resto de África	208	Camerún	Zaragoza	50	Hombre	4,0
2011	2	África	04	Resto de África	208	Camerún	Zaragoza	50	Mujer	2,0
2011	2	África	04	Resto de África	211	Costa de Marfil	Huesca	22	Mujer	4,0
2011	2	África	04	Resto de África	211	Costa de Marfil	Zaragoza	50	Hombre	1,0
2011	2	África	04	Resto de África	211	Costa de Marfil	Zaragoza	50	Mujer	3,0
2011	2	África	04	Resto de África	213	Egipto	Zaragoza	50	Hombre	7,0
2011	2	África	04	Resto de África	213	Egipto	Zaragoza	50	Mujer	4,0
2011	2	África	04	Resto de África	214	Etiopía	Huesca	22	Hombre	1,0
2011	2	África	04	Resto de África	214	Etiopía	Huesca	22	Mujer	1,0
2011	2	África	04	Resto de África	214	Etiopía	Zaragoza	50	Hombre	2,0
2011	2	África	04	Resto de África	214	Etiopía	Zaragoza	50	Mujer	1,0
2011	2	África	04	Resto de África	215	Gabón	Zaragoza	50	Hombre	2,0
2011	2	África	04	Resto de África	215	Gabón	Zaragoza	50	Mujer	8,0
2011	2	África	04	Resto de África	216	Gambia	Huesca	22	Hombre	3,0
2011	2	África	04	Resto de África	216	Gambia	Huesca	22	Mujer	2,0
2011	2	África	04	Resto de África	216	Gambia	Zaragoza	50	Hombre	2,0
2011	2	África	04	Resto de África	216	Gambia	Zaragoza	50	Mujer	2,0
2011	2	África	04	Resto de África	217	Ghana	Zaragoza	50	Hombre	1,0
2011	2	África	04	Resto de África	217	Ghana	Zaragoza	50	Mujer	1,0
2011	2	África	04	Resto de África	219	Guinea Bissau	Zaragoza	50	Hombre	2,0
2011	2	África	04	Resto de África	220	Guinea Ecuatorial	Huesca	22	Hombre	6,0
2011	2	África	04	Resto de África	220	Guinea Ecuatorial	Huesca	22	Mujer	1,0
2011	2	África	04	Resto de África	220	Guinea Ecuatorial	Teruel	44	Hombre	2,0
2011	2	África	04	Resto de África	220	Guinea Ecuatorial	Teruel	44	Mujer	2,0
2011	2	África	04	Resto de África	220	Guinea Ecuatorial	Zaragoza	50	Hombre	13,0
2011	2	África	04	Resto de África	220	Guinea Ecuatorial	Zaragoza	50	Mujer	20,0
2011	2	África	04	Resto de África	221	Kenia	Zaragoza	50	Mujer	3,0
2011	2	África	04	Resto de África	225	Madagascar	Teruel	44	Mujer	1,0
2011	2	África	04	Resto de África	226	Malawi	Zaragoza	50	Hombre	1,0
2011	2	África	04	Resto de África	231	Mozambique	Huesca	22	Mujer	1,0
2011	2	África	04	Resto de África	231	Mozambique	Teruel	44	Mujer	1,0
2011	2	África	04	Resto de África	231	Mozambique	Zaragoza	50	Hombre	4,0
2011	2	África	04	Resto de África	231	Mozambique	Zaragoza	50	Mujer	1,0
2011	2	África	04	Resto de África	232	Namibia	Huesca	22	Hombre	3,0
2011	2	África	04	Resto de África	232	Namibia	Zaragoza	50	Mujer	2,0
2011	2	África	04	Resto de África	233	Níger	Zaragoza	50	Mujer	1,0
2011	2	África	04	Resto de África	234	Nigeria	Huesca	22	Hombre	1,0
