Año	Comarca código	Comarca nombre	División (2 dígitos) código	División (2 dígitos) descripción	Número de actividades
2018	28	Bajo Aragón	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	115
2018	28	Bajo Aragón	72	Investigación y desarrollo	20
2018	28	Bajo Aragón	73	Publicidad y estudios de mercado	33
2018	28	Bajo Aragón	74	Otras actividades profesionales, científicas y técnicas	63
2018	28	Bajo Aragón	75	Actividades veterinarias	12
2018	28	Bajo Aragón	77	Actividades de alquiler	71
2018	28	Bajo Aragón	78	Actividades relacionadas con el empleo	4
2018	28	Bajo Aragón	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	11
2018	28	Bajo Aragón	80	Actividades de seguridad e investigación	3
2018	28	Bajo Aragón	81	Servicios a edificios y actividades de jardinería	44
2018	28	Bajo Aragón	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	88
2018	28	Bajo Aragón	85	Educación	163
2018	28	Bajo Aragón	86	Actividades sanitarias	91
2018	28	Bajo Aragón	87	Asistencia en establecimientos residenciales	6
2018	28	Bajo Aragón	88	Actividades de servicios sociales sin alojamiento	8
2018	28	Bajo Aragón	90	Actividades de creación, artísticas y espectáculos	73
2018	28	Bajo Aragón	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	4
2018	28	Bajo Aragón	92	Actividades de juegos de azar y apuestas	22
2018	28	Bajo Aragón	93	Actividades deportivas, recreativas y de entretenimiento	52
2018	28	Bajo Aragón	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	51
2018	28	Bajo Aragón	96	Otros servicios personales	168
2018	29	Comunidad de Teruel	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	224
2018	29	Comunidad de Teruel	02	Silvicultura y explotación forestal	19
2018	29	Comunidad de Teruel	05	Extracción de antracita, hulla y lignito	1
2018	29	Comunidad de Teruel	08	Otras industrias extractivas	10
2018	29	Comunidad de Teruel	10	Industria de la alimentación	77
2018	29	Comunidad de Teruel	11	Fabricación de bebidas	2
2018	29	Comunidad de Teruel	13	Industria textil	10
2018	29	Comunidad de Teruel	14	Confección de prendas de vestir	9
2018	29	Comunidad de Teruel	15	Industria del cuero y del calzado	1
2018	29	Comunidad de Teruel	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	37
2018	29	Comunidad de Teruel	17	Industria del papel	2
2018	29	Comunidad de Teruel	18	Artes gráficas y reproducción de soportes grabados	33
2018	29	Comunidad de Teruel	20	Industria química	9
2018	29	Comunidad de Teruel	22	Fabricación de productos de caucho y plásticos	3
2018	29	Comunidad de Teruel	23	Fabricación de otros productos minerales no metálicos	28
2018	29	Comunidad de Teruel	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	3
2018	29	Comunidad de Teruel	25	Fabricación de productos metálicos, excepto maquinaria y equipo	74
2018	29	Comunidad de Teruel	27	Fabricación de material y equipo eléctrico	2
2018	29	Comunidad de Teruel	28	Fabricación de maquinaria y equipo n.c.o.p.	7
2018	29	Comunidad de Teruel	29	Fabricación de vehículos de motor, remolques y semirremolques	4
2018	29	Comunidad de Teruel	30	Fabricación de otro material de transporte	5
2018	29	Comunidad de Teruel	31	Fabricación de muebles	31
2018	29	Comunidad de Teruel	32	Otras industrias manufactureras	9
2018	29	Comunidad de Teruel	33	Reparación e instalación de maquinaria y equipo	11
2018	29	Comunidad de Teruel	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	91
2018	29	Comunidad de Teruel	36	Captación, depuración y distribución de agua	8
2018	29	Comunidad de Teruel	37	Recogida y tratamiento de aguas residuales	14
2018	29	Comunidad de Teruel	38	Recogida, tratamiento y eliminación de residuos; valorización	20
2018	29	Comunidad de Teruel	39	Actividades de descontaminación y otros servicios de gestión de residuos	9
2018	29	Comunidad de Teruel	41	Construcción de edificios	405
2018	29	Comunidad de Teruel	42	Ingeniería civil	59
2018	29	Comunidad de Teruel	43	Actividades de construcción especializada	544
2018	29	Comunidad de Teruel	45	Venta y reparación de vehículos de motor y motocicletas	216
2018	29	Comunidad de Teruel	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	321
2018	29	Comunidad de Teruel	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	1310
2018	29	Comunidad de Teruel	49	Transporte terrestre y por tubería	327
2018	29	Comunidad de Teruel	52	Almacenamiento y actividades anexas al transporte	34
2018	29	Comunidad de Teruel	53	Actividades postales y de correos	18
2018	29	Comunidad de Teruel	55	Servicios de alojamiento	105
2018	29	Comunidad de Teruel	56	Servicios de comidas y bebidas	522
2018	29	Comunidad de Teruel	58	Edición	14
2018	29	Comunidad de Teruel	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	12
2018	29	Comunidad de Teruel	60	Actividades de programación y emisión de radio y televisión	10
2018	29	Comunidad de Teruel	61	Telecomunicaciones	8
2018	29	Comunidad de Teruel	62	Programación, consultoría y otras actividades relacionadas con la informática	51
2018	29	Comunidad de Teruel	63	Servicios de información	9
2018	29	Comunidad de Teruel	64	Servicios financieros, excepto seguros y fondos de pensiones	41
2018	29	Comunidad de Teruel	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	13
2018	29	Comunidad de Teruel	66	Actividades auxiliares a los servicios financieros y a los seguros	163
2018	29	Comunidad de Teruel	68	Actividades inmobiliarias	599
2018	29	Comunidad de Teruel	69	Actividades jurídicas y de contabilidad	220
2018	29	Comunidad de Teruel	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	267
2018	29	Comunidad de Teruel	72	Investigación y desarrollo	49
2018	29	Comunidad de Teruel	73	Publicidad y estudios de mercado	51
2018	29	Comunidad de Teruel	74	Otras actividades profesionales, científicas y técnicas	77
2018	29	Comunidad de Teruel	75	Actividades veterinarias	39
2018	29	Comunidad de Teruel	77	Actividades de alquiler	69
2018	29	Comunidad de Teruel	78	Actividades relacionadas con el empleo	19
2018	29	Comunidad de Teruel	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	14
2018	29	Comunidad de Teruel	80	Actividades de seguridad e investigación	19
2018	29	Comunidad de Teruel	81	Servicios a edificios y actividades de jardinería	59
2018	29	Comunidad de Teruel	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	146
2018	29	Comunidad de Teruel	85	Educación	393
2018	29	Comunidad de Teruel	86	Actividades sanitarias	244
2018	29	Comunidad de Teruel	87	Asistencia en establecimientos residenciales	14
2018	29	Comunidad de Teruel	88	Actividades de servicios sociales sin alojamiento	19
2018	29	Comunidad de Teruel	90	Actividades de creación, artísticas y espectáculos	97
2018	29	Comunidad de Teruel	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	21
2018	29	Comunidad de Teruel	92	Actividades de juegos de azar y apuestas	18
2018	29	Comunidad de Teruel	93	Actividades deportivas, recreativas y de entretenimiento	70
2018	29	Comunidad de Teruel	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	67
2018	29	Comunidad de Teruel	96	Otros servicios personales	240
2018	30	Maestrazgo	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	137
2018	30	Maestrazgo	02	Silvicultura y explotación forestal	5
2018	30	Maestrazgo	08	Otras industrias extractivas	17
2018	30	Maestrazgo	10	Industria de la alimentación	20
2018	30	Maestrazgo	11	Fabricación de bebidas	1
2018	30	Maestrazgo	15	Industria del cuero y del calzado	1
2018	30	Maestrazgo	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	7
2018	30	Maestrazgo	18	Artes gráficas y reproducción de soportes grabados	1
2018	30	Maestrazgo	23	Fabricación de otros productos minerales no metálicos	1
2018	30	Maestrazgo	25	Fabricación de productos metálicos, excepto maquinaria y equipo	4
2018	30	Maestrazgo	31	Fabricación de muebles	2
2018	30	Maestrazgo	33	Reparación e instalación de maquinaria y equipo	1
2018	30	Maestrazgo	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	18
2018	30	Maestrazgo	38	Recogida, tratamiento y eliminación de residuos; valorización	1
2018	30	Maestrazgo	41	Construcción de edificios	40
2018	30	Maestrazgo	42	Ingeniería civil	5
2018	30	Maestrazgo	43	Actividades de construcción especializada	60
2018	30	Maestrazgo	45	Venta y reparación de vehículos de motor y motocicletas	4
2018	30	Maestrazgo	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	41
2018	30	Maestrazgo	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	123
2018	30	Maestrazgo	49	Transporte terrestre y por tubería	10
2018	30	Maestrazgo	52	Almacenamiento y actividades anexas al transporte	1
2018	30	Maestrazgo	55	Servicios de alojamiento	54
2018	30	Maestrazgo	56	Servicios de comidas y bebidas	75
2018	30	Maestrazgo	62	Programación, consultoría y otras actividades relacionadas con la informática	1
2018	30	Maestrazgo	63	Servicios de información	1
2018	30	Maestrazgo	64	Servicios financieros, excepto seguros y fondos de pensiones	7
2018	30	Maestrazgo	66	Actividades auxiliares a los servicios financieros y a los seguros	2
2018	30	Maestrazgo	68	Actividades inmobiliarias	64
2018	30	Maestrazgo	69	Actividades jurídicas y de contabilidad	4
2018	30	Maestrazgo	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	10
2018	30	Maestrazgo	74	Otras actividades profesionales, científicas y técnicas	5
2018	30	Maestrazgo	75	Actividades veterinarias	8
2018	30	Maestrazgo	77	Actividades de alquiler	5
2018	30	Maestrazgo	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	2
2018	30	Maestrazgo	80	Actividades de seguridad e investigación	2
2018	30	Maestrazgo	81	Servicios a edificios y actividades de jardinería	3
2018	30	Maestrazgo	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	10
2018	30	Maestrazgo	85	Educación	8
2018	30	Maestrazgo	86	Actividades sanitarias	4
2018	30	Maestrazgo	87	Asistencia en establecimientos residenciales	1
2018	30	Maestrazgo	88	Actividades de servicios sociales sin alojamiento	1
2018	30	Maestrazgo	90	Actividades de creación, artísticas y espectáculos	15
2018	30	Maestrazgo	92	Actividades de juegos de azar y apuestas	1
2018	30	Maestrazgo	93	Actividades deportivas, recreativas y de entretenimiento	3
2018	30	Maestrazgo	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	1
2018	30	Maestrazgo	96	Otros servicios personales	17
2018	31	Sierra de Albarracín	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	25
2018	31	Sierra de Albarracín	02	Silvicultura y explotación forestal	6
2018	31	Sierra de Albarracín	08	Otras industrias extractivas	6
2018	31	Sierra de Albarracín	10	Industria de la alimentación	21
2018	31	Sierra de Albarracín	11	Fabricación de bebidas	1
2018	31	Sierra de Albarracín	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	16
2018	31	Sierra de Albarracín	20	Industria química	3
2018	31	Sierra de Albarracín	23	Fabricación de otros productos minerales no metálicos	4
2018	31	Sierra de Albarracín	25	Fabricación de productos metálicos, excepto maquinaria y equipo	8
2018	31	Sierra de Albarracín	31	Fabricación de muebles	1
2018	31	Sierra de Albarracín	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	4
2018	31	Sierra de Albarracín	36	Captación, depuración y distribución de agua	4
2018	31	Sierra de Albarracín	37	Recogida y tratamiento de aguas residuales	4
2018	31	Sierra de Albarracín	39	Actividades de descontaminación y otros servicios de gestión de residuos	3
2018	31	Sierra de Albarracín	41	Construcción de edificios	61
2018	31	Sierra de Albarracín	42	Ingeniería civil	1
2018	31	Sierra de Albarracín	43	Actividades de construcción especializada	81
2018	31	Sierra de Albarracín	45	Venta y reparación de vehículos de motor y motocicletas	8
2018	31	Sierra de Albarracín	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	15
2018	31	Sierra de Albarracín	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	102
2018	31	Sierra de Albarracín	49	Transporte terrestre y por tubería	16
2018	31	Sierra de Albarracín	52	Almacenamiento y actividades anexas al transporte	1
2018	31	Sierra de Albarracín	55	Servicios de alojamiento	86
2018	31	Sierra de Albarracín	56	Servicios de comidas y bebidas	127
2018	31	Sierra de Albarracín	62	Programación, consultoría y otras actividades relacionadas con la informática	1
2018	31	Sierra de Albarracín	64	Servicios financieros, excepto seguros y fondos de pensiones	6
2018	31	Sierra de Albarracín	66	Actividades auxiliares a los servicios financieros y a los seguros	2
2018	31	Sierra de Albarracín	68	Actividades inmobiliarias	28
2018	31	Sierra de Albarracín	69	Actividades jurídicas y de contabilidad	7
2018	31	Sierra de Albarracín	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	5
2018	31	Sierra de Albarracín	72	Investigación y desarrollo	2
2018	31	Sierra de Albarracín	73	Publicidad y estudios de mercado	1
2018	31	Sierra de Albarracín	74	Otras actividades profesionales, científicas y técnicas	1
2018	31	Sierra de Albarracín	75	Actividades veterinarias	4
2018	31	Sierra de Albarracín	77	Actividades de alquiler	3
2018	31	Sierra de Albarracín	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	2
2018	31	Sierra de Albarracín	81	Servicios a edificios y actividades de jardinería	7
2018	31	Sierra de Albarracín	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	8
2018	31	Sierra de Albarracín	85	Educación	15
2018	31	Sierra de Albarracín	86	Actividades sanitarias	3
2018	31	Sierra de Albarracín	87	Asistencia en establecimientos residenciales	1
2018	31	Sierra de Albarracín	88	Actividades de servicios sociales sin alojamiento	3
2018	31	Sierra de Albarracín	90	Actividades de creación, artísticas y espectáculos	3
2018	31	Sierra de Albarracín	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	6
2018	31	Sierra de Albarracín	92	Actividades de juegos de azar y apuestas	1
2018	31	Sierra de Albarracín	93	Actividades deportivas, recreativas y de entretenimiento	10
2018	31	Sierra de Albarracín	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	3
2018	31	Sierra de Albarracín	96	Otros servicios personales	14
2018	32	Gúdar-Javalambre	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	77
2018	32	Gúdar-Javalambre	02	Silvicultura y explotación forestal	17
2018	32	Gúdar-Javalambre	08	Otras industrias extractivas	25
2018	32	Gúdar-Javalambre	10	Industria de la alimentación	44
2018	32	Gúdar-Javalambre	11	Fabricación de bebidas	3
2018	32	Gúdar-Javalambre	13	Industria textil	4
2018	32	Gúdar-Javalambre	14	Confección de prendas de vestir	3
2018	32	Gúdar-Javalambre	15	Industria del cuero y del calzado	2
2018	32	Gúdar-Javalambre	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	14
2018	32	Gúdar-Javalambre	18	Artes gráficas y reproducción de soportes grabados	2
2018	32	Gúdar-Javalambre	20	Industria química	5
2018	32	Gúdar-Javalambre	23	Fabricación de otros productos minerales no metálicos	8
2018	32	Gúdar-Javalambre	25	Fabricación de productos metálicos, excepto maquinaria y equipo	14
2018	32	Gúdar-Javalambre	26	Fabricación de productos informáticos, electrónicos y ópticos	1
2018	32	Gúdar-Javalambre	28	Fabricación de maquinaria y equipo n.c.o.p.	6
2018	32	Gúdar-Javalambre	29	Fabricación de vehículos de motor, remolques y semirremolques	1
2018	32	Gúdar-Javalambre	31	Fabricación de muebles	3
2018	32	Gúdar-Javalambre	32	Otras industrias manufactureras	2
2018	32	Gúdar-Javalambre	33	Reparación e instalación de maquinaria y equipo	3
2018	32	Gúdar-Javalambre	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	22
2018	32	Gúdar-Javalambre	36	Captación, depuración y distribución de agua	4
2018	32	Gúdar-Javalambre	37	Recogida y tratamiento de aguas residuales	4
2018	32	Gúdar-Javalambre	38	Recogida, tratamiento y eliminación de residuos; valorización	1
2018	32	Gúdar-Javalambre	41	Construcción de edificios	194
2018	32	Gúdar-Javalambre	42	Ingeniería civil	7
2018	32	Gúdar-Javalambre	43	Actividades de construcción especializada	144
2018	32	Gúdar-Javalambre	45	Venta y reparación de vehículos de motor y motocicletas	24
2018	32	Gúdar-Javalambre	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	79
2018	32	Gúdar-Javalambre	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	329
2018	32	Gúdar-Javalambre	49	Transporte terrestre y por tubería	55
2018	32	Gúdar-Javalambre	52	Almacenamiento y actividades anexas al transporte	2
2018	32	Gúdar-Javalambre	55	Servicios de alojamiento	107
2018	32	Gúdar-Javalambre	56	Servicios de comidas y bebidas	221
2018	32	Gúdar-Javalambre	58	Edición	4
2018	32	Gúdar-Javalambre	61	Telecomunicaciones	1
2018	32	Gúdar-Javalambre	62	Programación, consultoría y otras actividades relacionadas con la informática	3
2018	32	Gúdar-Javalambre	64	Servicios financieros, excepto seguros y fondos de pensiones	12
2018	32	Gúdar-Javalambre	66	Actividades auxiliares a los servicios financieros y a los seguros	19
2018	32	Gúdar-Javalambre	68	Actividades inmobiliarias	96
2018	32	Gúdar-Javalambre	69	Actividades jurídicas y de contabilidad	12
2018	32	Gúdar-Javalambre	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	17
2018	32	Gúdar-Javalambre	72	Investigación y desarrollo	2
2018	32	Gúdar-Javalambre	73	Publicidad y estudios de mercado	4
2018	32	Gúdar-Javalambre	74	Otras actividades profesionales, científicas y técnicas	8
2018	32	Gúdar-Javalambre	75	Actividades veterinarias	10
2018	32	Gúdar-Javalambre	77	Actividades de alquiler	26
2018	32	Gúdar-Javalambre	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	5
2018	32	Gúdar-Javalambre	80	Actividades de seguridad e investigación	1
2018	32	Gúdar-Javalambre	81	Servicios a edificios y actividades de jardinería	11
2018	32	Gúdar-Javalambre	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	21
2018	32	Gúdar-Javalambre	85	Educación	31
2018	32	Gúdar-Javalambre	86	Actividades sanitarias	6
2018	32	Gúdar-Javalambre	87	Asistencia en establecimientos residenciales	3
2018	32	Gúdar-Javalambre	88	Actividades de servicios sociales sin alojamiento	2
2018	32	Gúdar-Javalambre	90	Actividades de creación, artísticas y espectáculos	19
2018	32	Gúdar-Javalambre	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	2
2018	32	Gúdar-Javalambre	92	Actividades de juegos de azar y apuestas	4
2018	32	Gúdar-Javalambre	93	Actividades deportivas, recreativas y de entretenimiento	13
2018	32	Gúdar-Javalambre	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	2
2018	32	Gúdar-Javalambre	96	Otros servicios personales	44
2018	33	Matarraña / Matarranya	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	275
2018	33	Matarraña / Matarranya	02	Silvicultura y explotación forestal	9
2018	33	Matarraña / Matarranya	08	Otras industrias extractivas	2
2018	33	Matarraña / Matarranya	10	Industria de la alimentación	65
2018	33	Matarraña / Matarranya	11	Fabricación de bebidas	20
2018	33	Matarraña / Matarranya	13	Industria textil	3
2018	33	Matarraña / Matarranya	14	Confección de prendas de vestir	6
2018	33	Matarraña / Matarranya	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	18
2018	33	Matarraña / Matarranya	17	Industria del papel	1
2018	33	Matarraña / Matarranya	18	Artes gráficas y reproducción de soportes grabados	6
2018	33	Matarraña / Matarranya	20	Industria química	2
2018	33	Matarraña / Matarranya	23	Fabricación de otros productos minerales no metálicos	7
2018	33	Matarraña / Matarranya	25	Fabricación de productos metálicos, excepto maquinaria y equipo	21
2018	33	Matarraña / Matarranya	26	Fabricación de productos informáticos, electrónicos y ópticos	1
2018	33	Matarraña / Matarranya	28	Fabricación de maquinaria y equipo n.c.o.p.	12
2018	33	Matarraña / Matarranya	29	Fabricación de vehículos de motor, remolques y semirremolques	3
2018	33	Matarraña / Matarranya	31	Fabricación de muebles	4
2018	33	Matarraña / Matarranya	32	Otras industrias manufactureras	1
2018	33	Matarraña / Matarranya	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	16
2018	33	Matarraña / Matarranya	36	Captación, depuración y distribución de agua	2
2018	33	Matarraña / Matarranya	37	Recogida y tratamiento de aguas residuales	7
2018	33	Matarraña / Matarranya	38	Recogida, tratamiento y eliminación de residuos; valorización	1
2018	33	Matarraña / Matarranya	39	Actividades de descontaminación y otros servicios de gestión de residuos	1
2018	33	Matarraña / Matarranya	41	Construcción de edificios	86
2018	33	Matarraña / Matarranya	42	Ingeniería civil	7
2018	33	Matarraña / Matarranya	43	Actividades de construcción especializada	151
2018	33	Matarraña / Matarranya	45	Venta y reparación de vehículos de motor y motocicletas	39
2018	33	Matarraña / Matarranya	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	72
2018	33	Matarraña / Matarranya	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	263
2018	33	Matarraña / Matarranya	49	Transporte terrestre y por tubería	39
2018	33	Matarraña / Matarranya	55	Servicios de alojamiento	120
2018	33	Matarraña / Matarranya	56	Servicios de comidas y bebidas	135
2018	33	Matarraña / Matarranya	58	Edición	4
2018	33	Matarraña / Matarranya	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	6
2018	33	Matarraña / Matarranya	60	Actividades de programación y emisión de radio y televisión	6
2018	33	Matarraña / Matarranya	61	Telecomunicaciones	5
2018	33	Matarraña / Matarranya	62	Programación, consultoría y otras actividades relacionadas con la informática	10
2018	33	Matarraña / Matarranya	63	Servicios de información	1
2018	33	Matarraña / Matarranya	64	Servicios financieros, excepto seguros y fondos de pensiones	23
2018	33	Matarraña / Matarranya	66	Actividades auxiliares a los servicios financieros y a los seguros	19
2018	33	Matarraña / Matarranya	68	Actividades inmobiliarias	197
2018	33	Matarraña / Matarranya	69	Actividades jurídicas y de contabilidad	22
2018	33	Matarraña / Matarranya	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	26
2018	33	Matarraña / Matarranya	72	Investigación y desarrollo	5
2018	33	Matarraña / Matarranya	73	Publicidad y estudios de mercado	6
2018	33	Matarraña / Matarranya	74	Otras actividades profesionales, científicas y técnicas	13
2018	33	Matarraña / Matarranya	75	Actividades veterinarias	3
2018	33	Matarraña / Matarranya	77	Actividades de alquiler	19
2018	33	Matarraña / Matarranya	78	Actividades relacionadas con el empleo	2
2018	33	Matarraña / Matarranya	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	6
2018	33	Matarraña / Matarranya	80	Actividades de seguridad e investigación	2
2018	33	Matarraña / Matarranya	81	Servicios a edificios y actividades de jardinería	10
2018	33	Matarraña / Matarranya	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	24
2018	33	Matarraña / Matarranya	85	Educación	26
2018	33	Matarraña / Matarranya	86	Actividades sanitarias	18
2018	33	Matarraña / Matarranya	87	Asistencia en establecimientos residenciales	1
2018	33	Matarraña / Matarranya	88	Actividades de servicios sociales sin alojamiento	1
2018	33	Matarraña / Matarranya	90	Actividades de creación, artísticas y espectáculos	16
2018	33	Matarraña / Matarranya	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	8
2018	33	Matarraña / Matarranya	92	Actividades de juegos de azar y apuestas	2
2018	33	Matarraña / Matarranya	93	Actividades deportivas, recreativas y de entretenimiento	3
2018	33	Matarraña / Matarranya	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	8
2018	33	Matarraña / Matarranya	96	Otros servicios personales	45
