Año	Comarca código	Comarca nombre	División (2 dígitos) código	División (2 dígitos) descripción	Número de actividades
2018	22	Campo de Belchite	38	Recogida, tratamiento y eliminación de residuos; valorización	1
2018	22	Campo de Belchite	39	Actividades de descontaminación y otros servicios de gestión de residuos	1
2018	22	Campo de Belchite	41	Construcción de edificios	25
2018	22	Campo de Belchite	42	Ingeniería civil	3
2018	22	Campo de Belchite	43	Actividades de construcción especializada	56
2018	22	Campo de Belchite	45	Venta y reparación de vehículos de motor y motocicletas	12
2018	22	Campo de Belchite	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	36
2018	22	Campo de Belchite	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	205
2018	22	Campo de Belchite	49	Transporte terrestre y por tubería	31
2018	22	Campo de Belchite	52	Almacenamiento y actividades anexas al transporte	2
2018	22	Campo de Belchite	55	Servicios de alojamiento	27
2018	22	Campo de Belchite	56	Servicios de comidas y bebidas	61
2018	22	Campo de Belchite	62	Programación, consultoría y otras actividades relacionadas con la informática	1
2018	22	Campo de Belchite	64	Servicios financieros, excepto seguros y fondos de pensiones	13
2018	22	Campo de Belchite	66	Actividades auxiliares a los servicios financieros y a los seguros	5
2018	22	Campo de Belchite	68	Actividades inmobiliarias	90
2018	22	Campo de Belchite	69	Actividades jurídicas y de contabilidad	5
2018	22	Campo de Belchite	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	3
2018	22	Campo de Belchite	73	Publicidad y estudios de mercado	3
2018	22	Campo de Belchite	74	Otras actividades profesionales, científicas y técnicas	2
2018	22	Campo de Belchite	75	Actividades veterinarias	2
2018	22	Campo de Belchite	77	Actividades de alquiler	6
2018	22	Campo de Belchite	80	Actividades de seguridad e investigación	1
2018	22	Campo de Belchite	81	Servicios a edificios y actividades de jardinería	4
2018	22	Campo de Belchite	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	5
2018	22	Campo de Belchite	85	Educación	7
2018	22	Campo de Belchite	86	Actividades sanitarias	3
2018	22	Campo de Belchite	87	Asistencia en establecimientos residenciales	4
2018	22	Campo de Belchite	88	Actividades de servicios sociales sin alojamiento	1
2018	22	Campo de Belchite	90	Actividades de creación, artísticas y espectáculos	4
2018	22	Campo de Belchite	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	4
2018	22	Campo de Belchite	92	Actividades de juegos de azar y apuestas	2
2018	22	Campo de Belchite	93	Actividades deportivas, recreativas y de entretenimiento	6
2018	22	Campo de Belchite	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	1
2018	22	Campo de Belchite	96	Otros servicios personales	16
2018	23	Bajo Martín	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	169
2018	23	Bajo Martín	02	Silvicultura y explotación forestal	1
2018	23	Bajo Martín	08	Otras industrias extractivas	9
2018	23	Bajo Martín	10	Industria de la alimentación	30
2018	23	Bajo Martín	11	Fabricación de bebidas	3
2018	23	Bajo Martín	14	Confección de prendas de vestir	5
2018	23	Bajo Martín	15	Industria del cuero y del calzado	1
2018	23	Bajo Martín	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	7
2018	23	Bajo Martín	17	Industria del papel	1
2018	23	Bajo Martín	20	Industria química	6
2018	23	Bajo Martín	23	Fabricación de otros productos minerales no metálicos	21
2018	23	Bajo Martín	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	3
2018	23	Bajo Martín	25	Fabricación de productos metálicos, excepto maquinaria y equipo	11
2018	23	Bajo Martín	27	Fabricación de material y equipo eléctrico	3
2018	23	Bajo Martín	28	Fabricación de maquinaria y equipo n.c.o.p.	2
2018	23	Bajo Martín	29	Fabricación de vehículos de motor, remolques y semirremolques	1
2018	23	Bajo Martín	32	Otras industrias manufactureras	6
2018	23	Bajo Martín	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	28
2018	23	Bajo Martín	37	Recogida y tratamiento de aguas residuales	7
2018	23	Bajo Martín	38	Recogida, tratamiento y eliminación de residuos; valorización	2
2018	23	Bajo Martín	39	Actividades de descontaminación y otros servicios de gestión de residuos	1
2018	23	Bajo Martín	41	Construcción de edificios	57
2018	23	Bajo Martín	42	Ingeniería civil	10
2018	23	Bajo Martín	43	Actividades de construcción especializada	78
2018	23	Bajo Martín	45	Venta y reparación de vehículos de motor y motocicletas	22
2018	23	Bajo Martín	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	50
2018	23	Bajo Martín	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	190
2018	23	Bajo Martín	49	Transporte terrestre y por tubería	30
2018	23	Bajo Martín	52	Almacenamiento y actividades anexas al transporte	3
2018	23	Bajo Martín	53	Actividades postales y de correos	3
2018	23	Bajo Martín	55	Servicios de alojamiento	13
2018	23	Bajo Martín	56	Servicios de comidas y bebidas	52
2018	23	Bajo Martín	58	Edición	2
2018	23	Bajo Martín	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	1
2018	23	Bajo Martín	62	Programación, consultoría y otras actividades relacionadas con la informática	3
2018	23	Bajo Martín	63	Servicios de información	2
2018	23	Bajo Martín	64	Servicios financieros, excepto seguros y fondos de pensiones	13
2018	23	Bajo Martín	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	2
2018	23	Bajo Martín	66	Actividades auxiliares a los servicios financieros y a los seguros	8
2018	23	Bajo Martín	68	Actividades inmobiliarias	98
2018	23	Bajo Martín	69	Actividades jurídicas y de contabilidad	10
2018	23	Bajo Martín	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	12
2018	23	Bajo Martín	72	Investigación y desarrollo	1
2018	23	Bajo Martín	73	Publicidad y estudios de mercado	2
2018	23	Bajo Martín	74	Otras actividades profesionales, científicas y técnicas	3
2018	23	Bajo Martín	75	Actividades veterinarias	1
2018	23	Bajo Martín	77	Actividades de alquiler	14
2018	23	Bajo Martín	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	1
2018	23	Bajo Martín	81	Servicios a edificios y actividades de jardinería	10
2018	23	Bajo Martín	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	5
2018	23	Bajo Martín	85	Educación	21
2018	23	Bajo Martín	86	Actividades sanitarias	5
2018	23	Bajo Martín	87	Asistencia en establecimientos residenciales	3
2018	23	Bajo Martín	90	Actividades de creación, artísticas y espectáculos	14
2018	23	Bajo Martín	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	2
2018	23	Bajo Martín	92	Actividades de juegos de azar y apuestas	3
2018	23	Bajo Martín	93	Actividades deportivas, recreativas y de entretenimiento	3
2018	23	Bajo Martín	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	4
2018	23	Bajo Martín	96	Otros servicios personales	33
2018	24	Campo de Daroca	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	100
2018	24	Campo de Daroca	08	Otras industrias extractivas	2
2018	24	Campo de Daroca	10	Industria de la alimentación	19
2018	24	Campo de Daroca	11	Fabricación de bebidas	8
2018	24	Campo de Daroca	14	Confección de prendas de vestir	1
2018	24	Campo de Daroca	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	3
2018	24	Campo de Daroca	23	Fabricación de otros productos minerales no metálicos	1
2018	24	Campo de Daroca	25	Fabricación de productos metálicos, excepto maquinaria y equipo	10
2018	24	Campo de Daroca	28	Fabricación de maquinaria y equipo n.c.o.p.	2
2018	24	Campo de Daroca	31	Fabricación de muebles	1
2018	24	Campo de Daroca	33	Reparación e instalación de maquinaria y equipo	3
2018	24	Campo de Daroca	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	32
2018	24	Campo de Daroca	37	Recogida y tratamiento de aguas residuales	1
2018	24	Campo de Daroca	38	Recogida, tratamiento y eliminación de residuos; valorización	2
2018	24	Campo de Daroca	41	Construcción de edificios	41
2018	24	Campo de Daroca	42	Ingeniería civil	6
2018	24	Campo de Daroca	43	Actividades de construcción especializada	70
2018	24	Campo de Daroca	45	Venta y reparación de vehículos de motor y motocicletas	15
2018	24	Campo de Daroca	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	43
2018	24	Campo de Daroca	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	324
2018	24	Campo de Daroca	49	Transporte terrestre y por tubería	38
2018	24	Campo de Daroca	52	Almacenamiento y actividades anexas al transporte	2
2018	24	Campo de Daroca	55	Servicios de alojamiento	16
2018	24	Campo de Daroca	56	Servicios de comidas y bebidas	82
2018	24	Campo de Daroca	60	Actividades de programación y emisión de radio y televisión	1
2018	24	Campo de Daroca	64	Servicios financieros, excepto seguros y fondos de pensiones	12
2018	24	Campo de Daroca	66	Actividades auxiliares a los servicios financieros y a los seguros	9
2018	24	Campo de Daroca	68	Actividades inmobiliarias	76
2018	24	Campo de Daroca	69	Actividades jurídicas y de contabilidad	15
2018	24	Campo de Daroca	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	11
2018	24	Campo de Daroca	72	Investigación y desarrollo	2
2018	24	Campo de Daroca	73	Publicidad y estudios de mercado	1
2018	24	Campo de Daroca	74	Otras actividades profesionales, científicas y técnicas	2
2018	24	Campo de Daroca	75	Actividades veterinarias	2
2018	24	Campo de Daroca	77	Actividades de alquiler	14
2018	24	Campo de Daroca	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	1
2018	24	Campo de Daroca	81	Servicios a edificios y actividades de jardinería	2
2018	24	Campo de Daroca	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	7
2018	24	Campo de Daroca	85	Educación	8
2018	24	Campo de Daroca	86	Actividades sanitarias	5
2018	24	Campo de Daroca	87	Asistencia en establecimientos residenciales	2
2018	24	Campo de Daroca	88	Actividades de servicios sociales sin alojamiento	1
2018	24	Campo de Daroca	90	Actividades de creación, artísticas y espectáculos	3
2018	24	Campo de Daroca	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	1
2018	24	Campo de Daroca	92	Actividades de juegos de azar y apuestas	2
2018	24	Campo de Daroca	93	Actividades deportivas, recreativas y de entretenimiento	2
2018	24	Campo de Daroca	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	1
2018	24	Campo de Daroca	96	Otros servicios personales	17
2018	25	Jiloca	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	269
2018	25	Jiloca	02	Silvicultura y explotación forestal	2
2018	25	Jiloca	08	Otras industrias extractivas	7
2018	25	Jiloca	10	Industria de la alimentación	50
2018	25	Jiloca	11	Fabricación de bebidas	1
2018	25	Jiloca	14	Confección de prendas de vestir	2
2018	25	Jiloca	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	12
2018	25	Jiloca	17	Industria del papel	1
2018	25	Jiloca	18	Artes gráficas y reproducción de soportes grabados	4
2018	25	Jiloca	22	Fabricación de productos de caucho y plásticos	2
2018	25	Jiloca	23	Fabricación de otros productos minerales no metálicos	18
2018	25	Jiloca	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	1
2018	25	Jiloca	25	Fabricación de productos metálicos, excepto maquinaria y equipo	27
2018	25	Jiloca	28	Fabricación de maquinaria y equipo n.c.o.p.	6
2018	25	Jiloca	29	Fabricación de vehículos de motor, remolques y semirremolques	3
2018	25	Jiloca	31	Fabricación de muebles	3
2018	25	Jiloca	32	Otras industrias manufactureras	2
2018	25	Jiloca	33	Reparación e instalación de maquinaria y equipo	2
2018	25	Jiloca	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	48
2018	25	Jiloca	36	Captación, depuración y distribución de agua	2
2018	25	Jiloca	37	Recogida y tratamiento de aguas residuales	2
2018	25	Jiloca	38	Recogida, tratamiento y eliminación de residuos; valorización	4
2018	25	Jiloca	41	Construcción de edificios	125
2018	25	Jiloca	42	Ingeniería civil	10
2018	25	Jiloca	43	Actividades de construcción especializada	203
2018	25	Jiloca	45	Venta y reparación de vehículos de motor y motocicletas	77
2018	25	Jiloca	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	98
2018	25	Jiloca	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	370
2018	25	Jiloca	49	Transporte terrestre y por tubería	67
2018	25	Jiloca	52	Almacenamiento y actividades anexas al transporte	4
2018	25	Jiloca	53	Actividades postales y de correos	1
2018	25	Jiloca	55	Servicios de alojamiento	37
2018	25	Jiloca	56	Servicios de comidas y bebidas	169
2018	25	Jiloca	58	Edición	7
2018	25	Jiloca	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	6
2018	25	Jiloca	60	Actividades de programación y emisión de radio y televisión	3
2018	25	Jiloca	61	Telecomunicaciones	2
2018	25	Jiloca	62	Programación, consultoría y otras actividades relacionadas con la informática	1
2018	25	Jiloca	63	Servicios de información	1
2018	25	Jiloca	64	Servicios financieros, excepto seguros y fondos de pensiones	23
2018	25	Jiloca	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1
2018	25	Jiloca	66	Actividades auxiliares a los servicios financieros y a los seguros	23
2018	25	Jiloca	68	Actividades inmobiliarias	122
2018	25	Jiloca	69	Actividades jurídicas y de contabilidad	22
2018	25	Jiloca	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	39
2018	25	Jiloca	72	Investigación y desarrollo	5
2018	25	Jiloca	73	Publicidad y estudios de mercado	9
2018	25	Jiloca	74	Otras actividades profesionales, científicas y técnicas	15
2018	25	Jiloca	75	Actividades veterinarias	5
2018	25	Jiloca	77	Actividades de alquiler	25
2018	25	Jiloca	78	Actividades relacionadas con el empleo	2
2018	25	Jiloca	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	1
2018	25	Jiloca	81	Servicios a edificios y actividades de jardinería	19
2018	25	Jiloca	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	22
2018	25	Jiloca	85	Educación	31
2018	25	Jiloca	86	Actividades sanitarias	18
2018	25	Jiloca	87	Asistencia en establecimientos residenciales	4
2018	25	Jiloca	88	Actividades de servicios sociales sin alojamiento	2
2018	25	Jiloca	90	Actividades de creación, artísticas y espectáculos	23
2018	25	Jiloca	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	6
2018	25	Jiloca	92	Actividades de juegos de azar y apuestas	10
2018	25	Jiloca	93	Actividades deportivas, recreativas y de entretenimiento	17
2018	25	Jiloca	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	8
2018	25	Jiloca	96	Otros servicios personales	54
2018	26	Cuencas Mineras	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	50
2018	26	Cuencas Mineras	05	Extracción de antracita, hulla y lignito	2
2018	26	Cuencas Mineras	08	Otras industrias extractivas	9
2018	26	Cuencas Mineras	10	Industria de la alimentación	10
2018	26	Cuencas Mineras	11	Fabricación de bebidas	4
2018	26	Cuencas Mineras	14	Confección de prendas de vestir	1
2018	26	Cuencas Mineras	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	6
2018	26	Cuencas Mineras	18	Artes gráficas y reproducción de soportes grabados	5
2018	26	Cuencas Mineras	20	Industria química	9
2018	26	Cuencas Mineras	22	Fabricación de productos de caucho y plásticos	2
2018	26	Cuencas Mineras	23	Fabricación de otros productos minerales no metálicos	5
2018	26	Cuencas Mineras	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2
2018	26	Cuencas Mineras	25	Fabricación de productos metálicos, excepto maquinaria y equipo	17
2018	26	Cuencas Mineras	26	Fabricación de productos informáticos, electrónicos y ópticos	1
2018	26	Cuencas Mineras	28	Fabricación de maquinaria y equipo n.c.o.p.	3
2018	26	Cuencas Mineras	29	Fabricación de vehículos de motor, remolques y semirremolques	2
2018	26	Cuencas Mineras	31	Fabricación de muebles	6
2018	26	Cuencas Mineras	32	Otras industrias manufactureras	2
2018	26	Cuencas Mineras	33	Reparación e instalación de maquinaria y equipo	6
2018	26	Cuencas Mineras	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	32
2018	26	Cuencas Mineras	36	Captación, depuración y distribución de agua	2
2018	26	Cuencas Mineras	37	Recogida y tratamiento de aguas residuales	14
2018	26	Cuencas Mineras	38	Recogida, tratamiento y eliminación de residuos; valorización	5
2018	26	Cuencas Mineras	39	Actividades de descontaminación y otros servicios de gestión de residuos	3
2018	26	Cuencas Mineras	41	Construcción de edificios	58
2018	26	Cuencas Mineras	42	Ingeniería civil	9
2018	26	Cuencas Mineras	43	Actividades de construcción especializada	90
2018	26	Cuencas Mineras	45	Venta y reparación de vehículos de motor y motocicletas	19
2018	26	Cuencas Mineras	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	22
2018	26	Cuencas Mineras	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	233
2018	26	Cuencas Mineras	49	Transporte terrestre y por tubería	26
2018	26	Cuencas Mineras	55	Servicios de alojamiento	28
2018	26	Cuencas Mineras	56	Servicios de comidas y bebidas	113
2018	26	Cuencas Mineras	58	Edición	2
2018	26	Cuencas Mineras	63	Servicios de información	1
2018	26	Cuencas Mineras	64	Servicios financieros, excepto seguros y fondos de pensiones	13
2018	26	Cuencas Mineras	66	Actividades auxiliares a los servicios financieros y a los seguros	7
2018	26	Cuencas Mineras	68	Actividades inmobiliarias	68
2018	26	Cuencas Mineras	69	Actividades jurídicas y de contabilidad	5
2018	26	Cuencas Mineras	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	13
2018	26	Cuencas Mineras	72	Investigación y desarrollo	2
2018	26	Cuencas Mineras	73	Publicidad y estudios de mercado	4
2018	26	Cuencas Mineras	74	Otras actividades profesionales, científicas y técnicas	8
2018	26	Cuencas Mineras	75	Actividades veterinarias	4
2018	26	Cuencas Mineras	77	Actividades de alquiler	10
2018	26	Cuencas Mineras	78	Actividades relacionadas con el empleo	2
2018	26	Cuencas Mineras	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	3
2018	26	Cuencas Mineras	81	Servicios a edificios y actividades de jardinería	9
2018	26	Cuencas Mineras	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	18
2018	26	Cuencas Mineras	85	Educación	16
2018	26	Cuencas Mineras	86	Actividades sanitarias	11
2018	26	Cuencas Mineras	87	Asistencia en establecimientos residenciales	2
2018	26	Cuencas Mineras	88	Actividades de servicios sociales sin alojamiento	3
2018	26	Cuencas Mineras	90	Actividades de creación, artísticas y espectáculos	9
2018	26	Cuencas Mineras	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	2
2018	26	Cuencas Mineras	92	Actividades de juegos de azar y apuestas	16
2018	26	Cuencas Mineras	93	Actividades deportivas, recreativas y de entretenimiento	11
2018	26	Cuencas Mineras	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	5
2018	26	Cuencas Mineras	96	Otros servicios personales	40
2018	27	Andorra-Sierra de Arcos	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	45
2018	27	Andorra-Sierra de Arcos	02	Silvicultura y explotación forestal	4
2018	27	Andorra-Sierra de Arcos	05	Extracción de antracita, hulla y lignito	6
2018	27	Andorra-Sierra de Arcos	08	Otras industrias extractivas	14
2018	27	Andorra-Sierra de Arcos	10	Industria de la alimentación	25
2018	27	Andorra-Sierra de Arcos	11	Fabricación de bebidas	1
2018	27	Andorra-Sierra de Arcos	13	Industria textil	3
2018	27	Andorra-Sierra de Arcos	14	Confección de prendas de vestir	1
2018	27	Andorra-Sierra de Arcos	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	4
2018	27	Andorra-Sierra de Arcos	17	Industria del papel	2
2018	27	Andorra-Sierra de Arcos	18	Artes gráficas y reproducción de soportes grabados	2
2018	27	Andorra-Sierra de Arcos	20	Industria química	4
2018	27	Andorra-Sierra de Arcos	21	Fabricación de productos farmacéuticos	1
2018	27	Andorra-Sierra de Arcos	22	Fabricación de productos de caucho y plásticos	2
2018	27	Andorra-Sierra de Arcos	23	Fabricación de otros productos minerales no metálicos	13
2018	27	Andorra-Sierra de Arcos	25	Fabricación de productos metálicos, excepto maquinaria y equipo	14
2018	27	Andorra-Sierra de Arcos	28	Fabricación de maquinaria y equipo n.c.o.p.	2
2018	27	Andorra-Sierra de Arcos	31	Fabricación de muebles	1
2018	27	Andorra-Sierra de Arcos	32	Otras industrias manufactureras	1
2018	27	Andorra-Sierra de Arcos	33	Reparación e instalación de maquinaria y equipo	5
2018	27	Andorra-Sierra de Arcos	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	11
2018	27	Andorra-Sierra de Arcos	37	Recogida y tratamiento de aguas residuales	7
2018	27	Andorra-Sierra de Arcos	38	Recogida, tratamiento y eliminación de residuos; valorización	1
2018	27	Andorra-Sierra de Arcos	41	Construcción de edificios	52
2018	27	Andorra-Sierra de Arcos	42	Ingeniería civil	9
2018	27	Andorra-Sierra de Arcos	43	Actividades de construcción especializada	138
2018	27	Andorra-Sierra de Arcos	45	Venta y reparación de vehículos de motor y motocicletas	39
2018	27	Andorra-Sierra de Arcos	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	39
2018	27	Andorra-Sierra de Arcos	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	307
2018	27	Andorra-Sierra de Arcos	49	Transporte terrestre y por tubería	57
2018	27	Andorra-Sierra de Arcos	52	Almacenamiento y actividades anexas al transporte	6
2018	27	Andorra-Sierra de Arcos	53	Actividades postales y de correos	2
2018	27	Andorra-Sierra de Arcos	55	Servicios de alojamiento	16
2018	27	Andorra-Sierra de Arcos	56	Servicios de comidas y bebidas	111
2018	27	Andorra-Sierra de Arcos	58	Edición	2
2018	27	Andorra-Sierra de Arcos	61	Telecomunicaciones	1
2018	27	Andorra-Sierra de Arcos	62	Programación, consultoría y otras actividades relacionadas con la informática	3
2018	27	Andorra-Sierra de Arcos	63	Servicios de información	2
2018	27	Andorra-Sierra de Arcos	64	Servicios financieros, excepto seguros y fondos de pensiones	13
2018	27	Andorra-Sierra de Arcos	66	Actividades auxiliares a los servicios financieros y a los seguros	21
2018	27	Andorra-Sierra de Arcos	68	Actividades inmobiliarias	117
2018	27	Andorra-Sierra de Arcos	69	Actividades jurídicas y de contabilidad	15
2018	27	Andorra-Sierra de Arcos	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	20
2018	27	Andorra-Sierra de Arcos	72	Investigación y desarrollo	2
2018	27	Andorra-Sierra de Arcos	73	Publicidad y estudios de mercado	5
2018	27	Andorra-Sierra de Arcos	74	Otras actividades profesionales, científicas y técnicas	7
2018	27	Andorra-Sierra de Arcos	75	Actividades veterinarias	3
2018	27	Andorra-Sierra de Arcos	77	Actividades de alquiler	16
2018	27	Andorra-Sierra de Arcos	78	Actividades relacionadas con el empleo	2
2018	27	Andorra-Sierra de Arcos	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	5
2018	27	Andorra-Sierra de Arcos	80	Actividades de seguridad e investigación	1
2018	27	Andorra-Sierra de Arcos	81	Servicios a edificios y actividades de jardinería	12
2018	27	Andorra-Sierra de Arcos	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	20
2018	27	Andorra-Sierra de Arcos	85	Educación	50
2018	27	Andorra-Sierra de Arcos	86	Actividades sanitarias	27
2018	27	Andorra-Sierra de Arcos	87	Asistencia en establecimientos residenciales	3
2018	27	Andorra-Sierra de Arcos	88	Actividades de servicios sociales sin alojamiento	3
2018	27	Andorra-Sierra de Arcos	90	Actividades de creación, artísticas y espectáculos	8
2018	27	Andorra-Sierra de Arcos	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	5
2018	27	Andorra-Sierra de Arcos	92	Actividades de juegos de azar y apuestas	5
2018	27	Andorra-Sierra de Arcos	93	Actividades deportivas, recreativas y de entretenimiento	11
2018	27	Andorra-Sierra de Arcos	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	9
2018	27	Andorra-Sierra de Arcos	96	Otros servicios personales	54
2018	28	Bajo Aragón	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	311
2018	28	Bajo Aragón	02	Silvicultura y explotación forestal	8
2018	28	Bajo Aragón	05	Extracción de antracita, hulla y lignito	2
2018	28	Bajo Aragón	08	Otras industrias extractivas	23
2018	28	Bajo Aragón	10	Industria de la alimentación	79
2018	28	Bajo Aragón	11	Fabricación de bebidas	6
2018	28	Bajo Aragón	13	Industria textil	10
2018	28	Bajo Aragón	14	Confección de prendas de vestir	12
2018	28	Bajo Aragón	15	Industria del cuero y del calzado	4
2018	28	Bajo Aragón	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	32
2018	28	Bajo Aragón	17	Industria del papel	2
2018	28	Bajo Aragón	18	Artes gráficas y reproducción de soportes grabados	14
2018	28	Bajo Aragón	20	Industria química	6
2018	28	Bajo Aragón	21	Fabricación de productos farmacéuticos	2
2018	28	Bajo Aragón	22	Fabricación de productos de caucho y plásticos	5
2018	28	Bajo Aragón	23	Fabricación de otros productos minerales no metálicos	35
2018	28	Bajo Aragón	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	3
2018	28	Bajo Aragón	25	Fabricación de productos metálicos, excepto maquinaria y equipo	51
2018	28	Bajo Aragón	26	Fabricación de productos informáticos, electrónicos y ópticos	2
2018	28	Bajo Aragón	27	Fabricación de material y equipo eléctrico	2
2018	28	Bajo Aragón	28	Fabricación de maquinaria y equipo n.c.o.p.	2
2018	28	Bajo Aragón	29	Fabricación de vehículos de motor, remolques y semirremolques	5
2018	28	Bajo Aragón	30	Fabricación de otro material de transporte	1
2018	28	Bajo Aragón	31	Fabricación de muebles	19
2018	28	Bajo Aragón	32	Otras industrias manufactureras	9
2018	28	Bajo Aragón	33	Reparación e instalación de maquinaria y equipo	17
2018	28	Bajo Aragón	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	85
2018	28	Bajo Aragón	37	Recogida y tratamiento de aguas residuales	2
2018	28	Bajo Aragón	38	Recogida, tratamiento y eliminación de residuos; valorización	6
2018	28	Bajo Aragón	39	Actividades de descontaminación y otros servicios de gestión de residuos	3
2018	28	Bajo Aragón	41	Construcción de edificios	263
2018	28	Bajo Aragón	42	Ingeniería civil	27
2018	28	Bajo Aragón	43	Actividades de construcción especializada	480
2018	28	Bajo Aragón	45	Venta y reparación de vehículos de motor y motocicletas	181
2018	28	Bajo Aragón	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	229
2018	28	Bajo Aragón	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	1065
2018	28	Bajo Aragón	49	Transporte terrestre y por tubería	143
2018	28	Bajo Aragón	52	Almacenamiento y actividades anexas al transporte	23
2018	28	Bajo Aragón	53	Actividades postales y de correos	10
2018	28	Bajo Aragón	55	Servicios de alojamiento	82
2018	28	Bajo Aragón	56	Servicios de comidas y bebidas	303
2018	28	Bajo Aragón	58	Edición	12
2018	28	Bajo Aragón	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	6
2018	28	Bajo Aragón	60	Actividades de programación y emisión de radio y televisión	7
2018	28	Bajo Aragón	61	Telecomunicaciones	10
2018	28	Bajo Aragón	62	Programación, consultoría y otras actividades relacionadas con la informática	29
2018	28	Bajo Aragón	63	Servicios de información	2
2018	28	Bajo Aragón	64	Servicios financieros, excepto seguros y fondos de pensiones	30
2018	28	Bajo Aragón	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	4
2018	28	Bajo Aragón	66	Actividades auxiliares a los servicios financieros y a los seguros	120
2018	28	Bajo Aragón	68	Actividades inmobiliarias	695
2018	28	Bajo Aragón	69	Actividades jurídicas y de contabilidad	128
