Año	Nº Accidentes	Código	Municipio	Grupo Grado Código	Grupo Grado Código	Régimen Código (2 dígitos)	Régimen (2 dígitos)
2019,0	174	22048	Barbastro	1	Leves	01	General
2019,0	11	22048	Barbastro	1	Leves	05	Trabajadores Autónomos
2019,0	1	22048	Barbastro	3	Mortales	01	General
2019,0	286	22061	Binéfar	1	Leves	01	General
2019,0	8	22061	Binéfar	1	Leves	05	Trabajadores Autónomos
2019,0	1	22061	Binéfar	2	Graves o muy graves	01	General
2019,0	1	22061	Binéfar	3	Mortales	01	General
2019,0	276	22112	Fraga	1	Leves	01	General
2019,0	17	22112	Fraga	1	Leves	05	Trabajadores Autónomos
2019,0	1	22112	Fraga	2	Graves o muy graves	01	General
2019,0	1	22112	Fraga	2	Graves o muy graves	05	Trabajadores Autónomos
2019,0	1	22112	Fraga	3	Mortales	01	General
2019,0	742	22125	Huesca	1	Leves	01	General
2019,0	35	22125	Huesca	1	Leves	05	Trabajadores Autónomos
2019,0	7	22125	Huesca	2	Graves o muy graves	01	General
2019,0	1	22125	Huesca	3	Mortales	01	General
2019,0	123	22130	Jaca	1	Leves	01	General
2019,0	17	22130	Jaca	1	Leves	05	Trabajadores Autónomos
2019,0	1	22130	Jaca	2	Graves o muy graves	05	Trabajadores Autónomos
2019,0	324	22158	Monzón	1	Leves	01	General
2019,0	16	22158	Monzón	1	Leves	05	Trabajadores Autónomos
2019,0	6	22158	Monzón	2	Graves o muy graves	01	General
2019,0	1	22158	Monzón	3	Mortales	01	General
2019,0	84	22199	Sabiñánigo	1	Leves	01	General
2019,0	13	22199	Sabiñánigo	1	Leves	05	Trabajadores Autónomos
2019,0	151	44013	Alcañiz	1	Leves	01	General
2019,0	21	44013	Alcañiz	1	Leves	05	Trabajadores Autónomos
2019,0	2	44013	Alcañiz	2	Graves o muy graves	01	General
2019,0	32	44025	Andorra	1	Leves	01	General
2019,0	4	44025	Andorra	1	Leves	05	Trabajadores Autónomos
2019,0	533	44216	Teruel	1	Leves	01	General
2019,0	21	44216	Teruel	1	Leves	05	Trabajadores Autónomos
2019,0	3	44216	Teruel	2	Graves o muy graves	01	General
2019,0	103	50008	Alagón	1	Leves	01	General
2019,0	4	50008	Alagón	1	Leves	05	Trabajadores Autónomos
2019,0	143	50025	Almunia de Doña Godina (La)	1	Leves	01	General
2019,0	4	50025	Almunia de Doña Godina (La)	1	Leves	05	Trabajadores Autónomos
2019,0	182	50067	Calatayud	1	Leves	01	General
2019,0	9	50067	Calatayud	1	Leves	05	Trabajadores Autónomos
2019,0	87	50074	Caspe	1	Leves	01	General
2019,0	10	50074	Caspe	1	Leves	05	Trabajadores Autónomos
2019,0	1	50074	Caspe	3	Mortales	05	Trabajadores Autónomos
2019,0	216	50089	Cuarte de Huerva	1	Leves	01	General
2019,0	11	50089	Cuarte de Huerva	1	Leves	05	Trabajadores Autónomos
2019,0	3	50089	Cuarte de Huerva	2	Graves o muy graves	01	General
2019,0	1	50089	Cuarte de Huerva	2	Graves o muy graves	05	Trabajadores Autónomos
2019,0	1	50089	Cuarte de Huerva	3	Mortales	01	General
2019,0	266	50095	Ejea de los Caballeros	1	Leves	01	General
2019,0	35	50095	Ejea de los Caballeros	1	Leves	05	Trabajadores Autónomos
2019,0	3	50095	Ejea de los Caballeros	2	Graves o muy graves	01	General
2019,0	1	50095	Ejea de los Caballeros	3	Mortales	01	General
2019,0	35	50163	María de Huerva	1	Leves	01	General
2019,0	1	50163	María de Huerva	1	Leves	05	Trabajadores Autónomos
2019,0	237	50182	Muela (La)	1	Leves	01	General
2019,0	3	50182	Muela (La)	1	Leves	05	Trabajadores Autónomos
2019,0	2	50182	Muela (La)	2	Graves o muy graves	01	General
2019,0	223	50219	Puebla de Alfindén (La)	1	Leves	01	General
2019,0	11	50219	Puebla de Alfindén (La)	1	Leves	05	Trabajadores Autónomos
2019,0	133	50251	Tarazona	1	Leves	01	General
2019,0	13	50251	Tarazona	1	Leves	05	Trabajadores Autónomos
2019,0	123	50252	Tauste	1	Leves	01	General
2019,0	13	50252	Tauste	1	Leves	05	Trabajadores Autónomos
2019,0	2	50252	Tauste	2	Graves o muy graves	01	General
2019,0	265	50272	Utebo	1	Leves	01	General
2019,0	10	50272	Utebo	1	Leves	05	Trabajadores Autónomos
2019,0	2	50272	Utebo	2	Graves o muy graves	01	General
2019,0	6190	50297	Zaragoza	1	Leves	01	General
2019,0	277	50297	Zaragoza	1	Leves	05	Trabajadores Autónomos
2019,0	29	50297	Zaragoza	2	Graves o muy graves	01	General
2019,0	2	50297	Zaragoza	2	Graves o muy graves	05	Trabajadores Autónomos
2019,0	7	50297	Zaragoza	3	Mortales	01	General
2019,0	279	50298	Zuera	1	Leves	01	General
2019,0	22	50298	Zuera	1	Leves	05	Trabajadores Autónomos
2019,0	2	50298	Zuera	2	Graves o muy graves	01	General
2019,0	1	50298	Zuera	2	Graves o muy graves	05	Trabajadores Autónomos
2015,0	161	22048	Barbastro	1	Leves	01	General
2015,0	6	22048	Barbastro	1	Leves	05	Trabajadores Autónomos
2015,0	1	22048	Barbastro	1	Leves	08	Especial Trabajadores del Mar
2015,0	2	22048	Barbastro	2	Graves o muy graves	01	General
2015,0	134	22061	Binéfar	1	Leves	01	General
2015,0	2	22061	Binéfar	1	Leves	05	Trabajadores Autónomos
2015,0	209	22112	Fraga	1	Leves	01	General
2015,0	6	22112	Fraga	1	Leves	05	Trabajadores Autónomos
2015,0	1	22112	Fraga	2	Graves o muy graves	01	General
2015,0	1	22112	Fraga	3	Mortales	05	Trabajadores Autónomos
2015,0	529	22125	Huesca	1	Leves	01	General
2015,0	8	22125	Huesca	1	Leves	05	Trabajadores Autónomos
2015,0	2	22125	Huesca	2	Graves o muy graves	01	General
2015,0	73	22130	Jaca	1	Leves	01	General
2015,0	2	22130	Jaca	1	Leves	05	Trabajadores Autónomos
2015,0	2	22130	Jaca	2	Graves o muy graves	01	General
2015,0	216	22158	Monzón	1	Leves	01	General
2015,0	5	22158	Monzón	1	Leves	05	Trabajadores Autónomos
2015,0	1	22158	Monzón	2	Graves o muy graves	01	General
2015,0	1	22158	Monzón	3	Mortales	01	General
2015,0	39	22199	Sabiñánigo	1	Leves	01	General
2015,0	1	22199	Sabiñánigo	1	Leves	05	Trabajadores Autónomos
2015,0	89	44013	Alcañiz	1	Leves	01	General
2015,0	2	44013	Alcañiz	1	Leves	05	Trabajadores Autónomos
2015,0	45	44025	Andorra	1	Leves	01	General
2015,0	298	44216	Teruel	1	Leves	01	General
2015,0	12	44216	Teruel	1	Leves	05	Trabajadores Autónomos
2015,0	3	44216	Teruel	2	Graves o muy graves	01	General
2015,0	49	50008	Alagón	1	Leves	01	General
2015,0	102	50025	Almunia de Doña Godina (La)	1	Leves	01	General
2015,0	2	50025	Almunia de Doña Godina (La)	1	Leves	05	Trabajadores Autónomos
2015,0	141	50067	Calatayud	1	Leves	01	General
2015,0	6	50067	Calatayud	1	Leves	05	Trabajadores Autónomos
2015,0	2	50067	Calatayud	2	Graves o muy graves	01	General
2015,0	83	50074	Caspe	1	Leves	01	General
2015,0	1	50074	Caspe	3	Mortales	01	General
2015,0	170	50089	Cuarte de Huerva	1	Leves	01	General
2015,0	5	50089	Cuarte de Huerva	1	Leves	05	Trabajadores Autónomos
2015,0	1	50089	Cuarte de Huerva	2	Graves o muy graves	01	General
2015,0	1	50089	Cuarte de Huerva	3	Mortales	01	General
2015,0	200	50095	Ejea de los Caballeros	1	Leves	01	General
2015,0	2	50095	Ejea de los Caballeros	1	Leves	05	Trabajadores Autónomos
2015,0	1	50095	Ejea de los Caballeros	2	Graves o muy graves	01	General
2015,0	1	50095	Ejea de los Caballeros	3	Mortales	01	General
2015,0	31	50163	María de Huerva	1	Leves	01	General
2015,0	5	50163	María de Huerva	1	Leves	05	Trabajadores Autónomos
2015,0	164	50182	Muela (La)	1	Leves	01	General
2015,0	4	50182	Muela (La)	1	Leves	05	Trabajadores Autónomos
2015,0	3	50182	Muela (La)	2	Graves o muy graves	01	General
2015,0	184	50219	Puebla de Alfindén (La)	1	Leves	01	General
2015,0	2	50219	Puebla de Alfindén (La)	1	Leves	05	Trabajadores Autónomos
2015,0	1	50219	Puebla de Alfindén (La)	2	Graves o muy graves	01	General
2015,0	104	50251	Tarazona	1	Leves	01	General
2015,0	2	50251	Tarazona	1	Leves	05	Trabajadores Autónomos
2015,0	1	50251	Tarazona	2	Graves o muy graves	01	General
2015,0	108	50252	Tauste	1	Leves	01	General
2015,0	2	50252	Tauste	2	Graves o muy graves	01	General
2015,0	145	50272	Utebo	1	Leves	01	General
2015,0	1	50272	Utebo	2	Graves o muy graves	01	General
2015,0	5453	50297	Zaragoza	1	Leves	01	General
2015,0	64	50297	Zaragoza	1	Leves	05	Trabajadores Autónomos
2015,0	25	50297	Zaragoza	2	Graves o muy graves	01	General
2015,0	1	50297	Zaragoza	2	Graves o muy graves	05	Trabajadores Autónomos
2015,0	13	50297	Zaragoza	3	Mortales	01	General
2015,0	118	50298	Zuera	1	Leves	01	General
2014,0	150	22048	Barbastro	1	Leves	01	General
2014,0	4	22048	Barbastro	1	Leves	05	Trabajadores Autónomos
2014,0	3	22048	Barbastro	2	Graves o muy graves	01	General
2014,0	117	22061	Binéfar	1	Leves	01	General
2014,0	3	22061	Binéfar	1	Leves	05	Trabajadores Autónomos
2014,0	1	22061	Binéfar	2	Graves o muy graves	01	General
2014,0	201	22112	Fraga	1	Leves	01	General
2014,0	6	22112	Fraga	1	Leves	05	Trabajadores Autónomos
2014,0	1	22112	Fraga	2	Graves o muy graves	01	General
2014,0	511	22125	Huesca	1	Leves	01	General
2014,0	9	22125	Huesca	1	Leves	05	Trabajadores Autónomos
2014,0	5	22125	Huesca	2	Graves o muy graves	01	General
2014,0	91	22130	Jaca	1	Leves	01	General
2014,0	3	22130	Jaca	1	Leves	05	Trabajadores Autónomos
2014,0	1	22130	Jaca	2	Graves o muy graves	01	General
2014,0	185	22158	Monzón	1	Leves	01	General
2014,0	5	22158	Monzón	1	Leves	05	Trabajadores Autónomos
2014,0	1	22158	Monzón	2	Graves o muy graves	01	General
2014,0	49	22199	Sabiñánigo	1	Leves	01	General
2014,0	2	22199	Sabiñánigo	1	Leves	05	Trabajadores Autónomos
2014,0	1	22199	Sabiñánigo	2	Graves o muy graves	01	General
2014,0	127	44013	Alcañiz	1	Leves	01	General
2014,0	5	44013	Alcañiz	1	Leves	05	Trabajadores Autónomos
2014,0	3	44013	Alcañiz	2	Graves o muy graves	01	General
2014,0	49	44025	Andorra	1	Leves	01	General
2014,0	1	44025	Andorra	3	Mortales	01	General
2014,0	333	44216	Teruel	1	Leves	01	General
2014,0	16	44216	Teruel	1	Leves	05	Trabajadores Autónomos
2014,0	1	44216	Teruel	2	Graves o muy graves	01	General
2014,0	59	50008	Alagón	1	Leves	01	General
2014,0	2	50008	Alagón	1	Leves	05	Trabajadores Autónomos
2014,0	109	50025	Almunia de Doña Godina (La)	1	Leves	01	General
2014,0	1	50025	Almunia de Doña Godina (La)	3	Mortales	01	General
2014,0	139	50067	Calatayud	1	Leves	01	General
2014,0	1	50067	Calatayud	1	Leves	05	Trabajadores Autónomos
2014,0	1	50067	Calatayud	3	Mortales	01	General
2014,0	60	50074	Caspe	1	Leves	01	General
2014,0	1	50074	Caspe	2	Graves o muy graves	05	Trabajadores Autónomos
2014,0	172	50089	Cuarte de Huerva	1	Leves	01	General
2014,0	4	50089	Cuarte de Huerva	1	Leves	05	Trabajadores Autónomos
2014,0	2	50089	Cuarte de Huerva	2	Graves o muy graves	01	General
2014,0	1	50089	Cuarte de Huerva	2	Graves o muy graves	05	Trabajadores Autónomos
2014,0	152	50095	Ejea de los Caballeros	1	Leves	01	General
2014,0	7	50095	Ejea de los Caballeros	1	Leves	05	Trabajadores Autónomos
2014,0	1	50095	Ejea de los Caballeros	3	Mortales	01	General
2014,0	20	50163	María de Huerva	1	Leves	01	General
2014,0	2	50163	María de Huerva	1	Leves	05	Trabajadores Autónomos
2014,0	1	50163	María de Huerva	2	Graves o muy graves	01	General
2014,0	160	50182	Muela (La)	1	Leves	01	General
2014,0	150	50219	Puebla de Alfindén (La)	1	Leves	01	General
2014,0	1	50219	Puebla de Alfindén (La)	1	Leves	05	Trabajadores Autónomos
2014,0	54	50251	Tarazona	1	Leves	01	General
2014,0	88	50252	Tauste	1	Leves	01	General
2014,0	136	50272	Utebo	1	Leves	01	General
2014,0	2	50272	Utebo	1	Leves	05	Trabajadores Autónomos
2014,0	4830	50297	Zaragoza	1	Leves	01	General
2014,0	77	50297	Zaragoza	1	Leves	05	Trabajadores Autónomos
2014,0	25	50297	Zaragoza	2	Graves o muy graves	01	General
2014,0	1	50297	Zaragoza	2	Graves o muy graves	05	Trabajadores Autónomos
2014,0	6	50297	Zaragoza	3	Mortales	01	General
2014,0	98	50298	Zuera	1	Leves	01	General
2014,0	3	50298	Zuera	1	Leves	05	Trabajadores Autónomos
2014,0	1	50298	Zuera	2	Graves o muy graves	01	General
2014,0	1	50298	Zuera	3	Mortales	01	General
2013,0	126	22048	Barbastro	1	Leves	01	General
2013,0	5	22048	Barbastro	1	Leves	05	Trabajadores Autónomos
2013,0	109	22061	Binéfar	1	Leves	01	General
2013,0	3	22061	Binéfar	1	Leves	05	Trabajadores Autónomos
2013,0	2	22061	Binéfar	2	Graves o muy graves	01	General
2013,0	175	22112	Fraga	1	Leves	01	General
2013,0	3	22112	Fraga	1	Leves	05	Trabajadores Autónomos
2013,0	473	22125	Huesca	1	Leves	01	General
2013,0	6	22125	Huesca	1	Leves	05	Trabajadores Autónomos
2013,0	1	22125	Huesca	2	Graves o muy graves	01	General
2013,0	109	22130	Jaca	1	Leves	01	General
2013,0	3	22130	Jaca	1	Leves	05	Trabajadores Autónomos
2013,0	5	22130	Jaca	2	Graves o muy graves	01	General
2013,0	197	22158	Monzón	1	Leves	01	General
2013,0	2	22158	Monzón	1	Leves	05	Trabajadores Autónomos
2013,0	41	22199	Sabiñánigo	1	Leves	01	General
2013,0	131	44013	Alcañiz	1	Leves	01	General
2013,0	7	44013	Alcañiz	1	Leves	05	Trabajadores Autónomos
2013,0	1	44013	Alcañiz	2	Graves o muy graves	01	General
2013,0	33	44025	Andorra	1	Leves	01	General
2013,0	2	44025	Andorra	1	Leves	05	Trabajadores Autónomos
2013,0	1	44025	Andorra	2	Graves o muy graves	01	General
2013,0	365	44216	Teruel	1	Leves	01	General
2013,0	11	44216	Teruel	1	Leves	05	Trabajadores Autónomos
2013,0	2	44216	Teruel	2	Graves o muy graves	01	General
2013,0	52	50008	Alagón	1	Leves	01	General
2013,0	1	50008	Alagón	1	Leves	05	Trabajadores Autónomos
2013,0	1	50008	Alagón	3	Mortales	01	General
2013,0	76	50025	Almunia de Doña Godina (La)	1	Leves	01	General
2013,0	1	50025	Almunia de Doña Godina (La)	1	Leves	05	Trabajadores Autónomos
2013,0	1	50025	Almunia de Doña Godina (La)	2	Graves o muy graves	05	Trabajadores Autónomos
2013,0	142	50067	Calatayud	1	Leves	01	General
2013,0	2	50067	Calatayud	1	Leves	05	Trabajadores Autónomos
2013,0	75	50074	Caspe	1	Leves	01	General
2013,0	155	50089	Cuarte de Huerva	1	Leves	01	General
2013,0	7	50089	Cuarte de Huerva	1	Leves	05	Trabajadores Autónomos
2013,0	1	50089	Cuarte de Huerva	3	Mortales	01	General
2013,0	144	50095	Ejea de los Caballeros	1	Leves	01	General
2013,0	3	50095	Ejea de los Caballeros	1	Leves	05	Trabajadores Autónomos
2013,0	1	50095	Ejea de los Caballeros	3	Mortales	01	General
2013,0	9	50163	María de Huerva	1	Leves	01	General
2013,0	1	50163	María de Huerva	1	Leves	05	Trabajadores Autónomos
2013,0	115	50182	Muela (La)	1	Leves	01	General
2013,0	1	50182	Muela (La)	1	Leves	05	Trabajadores Autónomos
2013,0	1	50182	Muela (La)	2	Graves o muy graves	01	General
2013,0	1	50182	Muela (La)	2	Graves o muy graves	05	Trabajadores Autónomos
2013,0	138	50219	Puebla de Alfindén (La)	1	Leves	01	General
2013,0	1	50219	Puebla de Alfindén (La)	1	Leves	05	Trabajadores Autónomos
2013,0	66	50251	Tarazona	1	Leves	01	General
2013,0	4	50251	Tarazona	1	Leves	05	Trabajadores Autónomos
2013,0	75	50252	Tauste	1	Leves	01	General
2013,0	1	50252	Tauste	1	Leves	05	Trabajadores Autónomos
2013,0	154	50272	Utebo	1	Leves	01	General
2013,0	5	50272	Utebo	1	Leves	05	Trabajadores Autónomos
2013,0	4818	50297	Zaragoza	1	Leves	01	General
2013,0	92	50297	Zaragoza	1	Leves	05	Trabajadores Autónomos
2013,0	22	50297	Zaragoza	2	Graves o muy graves	01	General
2013,0	7	50297	Zaragoza	3	Mortales	01	General
2013,0	130	50298	Zuera	1	Leves	01	General
2013,0	1	50298	Zuera	1	Leves	05	Trabajadores Autónomos
2012,0	112	22048	Barbastro	1	Leves	01	General
2012,0	5	22048	Barbastro	1	Leves	05	Trabajadores Autónomos
2012,0	1	22048	Barbastro	1	Leves	07	Especial Agrario Cuenta Propia
2012,0	1	22048	Barbastro	2	Graves o muy graves	01	General
2012,0	108	22061	Binéfar	1	Leves	01	General
2012,0	4	22061	Binéfar	1	Leves	05	Trabajadores Autónomos
2012,0	1	22061	Binéfar	2	Graves o muy graves	01	General
2012,0	175	22112	Fraga	1	Leves	01	General
2012,0	2	22112	Fraga	1	Leves	05	Trabajadores Autónomos
2012,0	6	22112	Fraga	1	Leves	06	Especial Agrario Cuenta Ajena
2012,0	1	22112	Fraga	1	Leves	07	Especial Agrario Cuenta Propia
2012,0	4	22112	Fraga	2	Graves o muy graves	01	General
2012,0	444	22125	Huesca	1	Leves	01	General
2012,0	7	22125	Huesca	1	Leves	05	Trabajadores Autónomos
2012,0	2	22125	Huesca	2	Graves o muy graves	01	General
2012,0	78	22130	Jaca	1	Leves	01	General
2012,0	2	22130	Jaca	1	Leves	05	Trabajadores Autónomos
2012,0	2	22130	Jaca	2	Graves o muy graves	01	General
2012,0	1	22130	Jaca	3	Mortales	05	Trabajadores Autónomos
2012,0	231	22158	Monzón	1	Leves	01	General
2012,0	8	22158	Monzón	1	Leves	05	Trabajadores Autónomos
2012,0	4	22158	Monzón	2	Graves o muy graves	01	General
2012,0	35	22199	Sabiñánigo	1	Leves	01	General
2012,0	5	22199	Sabiñánigo	1	Leves	05	Trabajadores Autónomos
2012,0	1	22199	Sabiñánigo	1	Leves	06	Especial Agrario Cuenta Ajena
2012,0	1	22199	Sabiñánigo	2	Graves o muy graves	01	General
2012,0	121	44013	Alcañiz	1	Leves	01	General
2012,0	1	44013	Alcañiz	1	Leves	05	Trabajadores Autónomos
2012,0	1	44013	Alcañiz	1	Leves	07	Especial Agrario Cuenta Propia
2012,0	62	44025	Andorra	1	Leves	01	General
2012,0	3	44025	Andorra	1	Leves	05	Trabajadores Autónomos
2012,0	1	44025	Andorra	1	Leves	06	Especial Agrario Cuenta Ajena
2012,0	1	44025	Andorra	2	Graves o muy graves	01	General
2012,0	2	44025	Andorra	3	Mortales	01	General
2012,0	295	44216	Teruel	1	Leves	01	General
2012,0	10	44216	Teruel	1	Leves	05	Trabajadores Autónomos
2012,0	1	44216	Teruel	1	Leves	06	Especial Agrario Cuenta Ajena
2012,0	1	44216	Teruel	1	Leves	07	Especial Agrario Cuenta Propia
2012,0	3	44216	Teruel	2	Graves o muy graves	01	General
2012,0	2	44216	Teruel	3	Mortales	01	General
2012,0	59	50008	Alagón	1	Leves	01	General
2012,0	2	50008	Alagón	1	Leves	05	Trabajadores Autónomos
2012,0	78	50025	Almunia de Doña Godina (La)	1	Leves	01	General
2012,0	5	50025	Almunia de Doña Godina (La)	1	Leves	06	Especial Agrario Cuenta Ajena
2012,0	1	50025	Almunia de Doña Godina (La)	2	Graves o muy graves	06	Especial Agrario Cuenta Ajena
2012,0	129	50067	Calatayud	1	Leves	01	General
2012,0	2	50067	Calatayud	1	Leves	05	Trabajadores Autónomos
2012,0	1	50067	Calatayud	1	Leves	06	Especial Agrario Cuenta Ajena
2012,0	64	50074	Caspe	1	Leves	01	General
2012,0	5	50074	Caspe	1	Leves	06	Especial Agrario Cuenta Ajena
2012,0	1	50074	Caspe	2	Graves o muy graves	01	General
2012,0	157	50089	Cuarte de Huerva	1	Leves	01	General
2012,0	3	50089	Cuarte de Huerva	1	Leves	05	Trabajadores Autónomos
2012,0	2	50089	Cuarte de Huerva	2	Graves o muy graves	01	General
2012,0	1	50089	Cuarte de Huerva	3	Mortales	01	General
2012,0	154	50095	Ejea de los Caballeros	1	Leves	01	General
2012,0	3	50095	Ejea de los Caballeros	1	Leves	05	Trabajadores Autónomos
2012,0	4	50095	Ejea de los Caballeros	1	Leves	06	Especial Agrario Cuenta Ajena
2012,0	1	50095	Ejea de los Caballeros	2	Graves o muy graves	01	General
2012,0	23	50163	María de Huerva	1	Leves	01	General
2012,0	2	50163	María de Huerva	1	Leves	05	Trabajadores Autónomos
2012,0	131	50182	Muela (La)	1	Leves	01	General
2012,0	185	50219	Puebla de Alfindén (La)	1	Leves	01	General
2012,0	2	50219	Puebla de Alfindén (La)	1	Leves	05	Trabajadores Autónomos
2012,0	88	50251	Tarazona	1	Leves	01	General
2012,0	2	50251	Tarazona	1	Leves	05	Trabajadores Autónomos
2012,0	1	50251	Tarazona	2	Graves o muy graves	01	General
2012,0	55	50252	Tauste	1	Leves	01	General
2012,0	2	50252	Tauste	1	Leves	05	Trabajadores Autónomos
2012,0	5	50252	Tauste	1	Leves	06	Especial Agrario Cuenta Ajena
2012,0	169	50272	Utebo	1	Leves	01	General
2012,0	4861	50297	Zaragoza	1	Leves	01	General
2012,0	81	50297	Zaragoza	1	Leves	05	Trabajadores Autónomos
2012,0	8	50297	Zaragoza	1	Leves	06	Especial Agrario Cuenta Ajena
2012,0	29	50297	Zaragoza	2	Graves o muy graves	01	General
2012,0	3	50297	Zaragoza	3	Mortales	01	General
2012,0	119	50298	Zuera	1	Leves	01	General
2012,0	1	50298	Zuera	1	Leves	05	Trabajadores Autónomos
2011,0	134	22048	Barbastro	1	Leves	01	General
2011,0	5	22048	Barbastro	1	Leves	05	Trabajadores Autónomos
2011,0	2	22048	Barbastro	1	Leves	06	Especial Agrario Cuenta Ajena
2011,0	1	22048	Barbastro	1	Leves	07	Especial Agrario Cuenta Propia
2011,0	3	22048	Barbastro	2	Graves o muy graves	01	General
2011,0	145	22061	Binéfar	1	Leves	01	General
2011,0	2	22061	Binéfar	1	Leves	06	Especial Agrario Cuenta Ajena
2011,0	1	22061	Binéfar	2	Graves o muy graves	01	General
2011,0	162	22112	Fraga	1	Leves	01	General
2011,0	5	22112	Fraga	1	Leves	05	Trabajadores Autónomos
2011,0	19	22112	Fraga	1	Leves	06	Especial Agrario Cuenta Ajena
2011,0	2	22112	Fraga	1	Leves	07	Especial Agrario Cuenta Propia
2011,0	1	22112	Fraga	3	Mortales	01	General
2011,0	508	22125	Huesca	1	Leves	01	General
2011,0	9	22125	Huesca	1	Leves	05	Trabajadores Autónomos
2011,0	3	22125	Huesca	1	Leves	06	Especial Agrario Cuenta Ajena
2011,0	6	22125	Huesca	2	Graves o muy graves	01	General
2011,0	1	22125	Huesca	2	Graves o muy graves	05	Trabajadores Autónomos
2011,0	108	22130	Jaca	1	Leves	01	General
2011,0	5	22130	Jaca	1	Leves	05	Trabajadores Autónomos
2011,0	1	22130	Jaca	3	Mortales	01	General
2011,0	258	22158	Monzón	1	Leves	01	General
2011,0	4	22158	Monzón	1	Leves	05	Trabajadores Autónomos
2011,0	2	22158	Monzón	1	Leves	06	Especial Agrario Cuenta Ajena
2011,0	2	22158	Monzón	2	Graves o muy graves	01	General
2011,0	64	22199	Sabiñánigo	1	Leves	01	General
2011,0	1	22199	Sabiñánigo	1	Leves	05	Trabajadores Autónomos
2011,0	3	22199	Sabiñánigo	1	Leves	06	Especial Agrario Cuenta Ajena
2011,0	1	22199	Sabiñánigo	2	Graves o muy graves	06	Especial Agrario Cuenta Ajena
2011,0	166	44013	Alcañiz	1	Leves	01	General
2011,0	1	44013	Alcañiz	1	Leves	05	Trabajadores Autónomos
2011,0	7	44013	Alcañiz	1	Leves	06	Especial Agrario Cuenta Ajena
2011,0	2	44013	Alcañiz	1	Leves	07	Especial Agrario Cuenta Propia
2011,0	83	44025	Andorra	1	Leves	01	General
2011,0	3	44025	Andorra	1	Leves	05	Trabajadores Autónomos
2011,0	1	44025	Andorra	1	Leves	06	Especial Agrario Cuenta Ajena
2011,0	1	44025	Andorra	1	Leves	07	Especial Agrario Cuenta Propia
2011,0	2	44025	Andorra	1	Leves	09	Especial Minería del Carbón
2011,0	376	44216	Teruel	1	Leves	01	General
2011,0	10	44216	Teruel	1	Leves	05	Trabajadores Autónomos
2011,0	6	44216	Teruel	1	Leves	06	Especial Agrario Cuenta Ajena
2011,0	1	44216	Teruel	2	Graves o muy graves	01	General
2011,0	2	44216	Teruel	3	Mortales	01	General
2011,0	121	50008	Alagón	1	Leves	01	General
2011,0	1	50008	Alagón	1	Leves	05	Trabajadores Autónomos
2011,0	8	50008	Alagón	1	Leves	06	Especial Agrario Cuenta Ajena
2011,0	87	50025	Almunia de Doña Godina (La)	1	Leves	01	General
2011,0	1	50025	Almunia de Doña Godina (La)	1	Leves	05	Trabajadores Autónomos
2011,0	15	50025	Almunia de Doña Godina (La)	1	Leves	06	Especial Agrario Cuenta Ajena
2011,0	1	50025	Almunia de Doña Godina (La)	1	Leves	07	Especial Agrario Cuenta Propia
2011,0	1	50025	Almunia de Doña Godina (La)	2	Graves o muy graves	01	General
2011,0	1	50025	Almunia de Doña Godina (La)	2	Graves o muy graves	05	Trabajadores Autónomos
2011,0	138	50067	Calatayud	1	Leves	01	General
2011,0	1	50067	Calatayud	1	Leves	05	Trabajadores Autónomos
2011,0	2	50067	Calatayud	1	Leves	06	Especial Agrario Cuenta Ajena
2011,0	1	50067	Calatayud	2	Graves o muy graves	01	General
2011,0	1	50067	Calatayud	3	Mortales	01	General
2011,0	51	50074	Caspe	1	Leves	01	General
2011,0	3	50074	Caspe	1	Leves	05	Trabajadores Autónomos
2011,0	16	50074	Caspe	1	Leves	06	Especial Agrario Cuenta Ajena
2011,0	1	50074	Caspe	3	Mortales	06	Especial Agrario Cuenta Ajena
2011,0	211	50089	Cuarte de Huerva	1	Leves	01	General
2011,0	3	50089	Cuarte de Huerva	1	Leves	05	Trabajadores Autónomos
2011,0	1	50089	Cuarte de Huerva	1	Leves	06	Especial Agrario Cuenta Ajena
2011,0	184	50095	Ejea de los Caballeros	1	Leves	01	General
2011,0	4	50095	Ejea de los Caballeros	1	Leves	05	Trabajadores Autónomos
2011,0	9	50095	Ejea de los Caballeros	1	Leves	06	Especial Agrario Cuenta Ajena
2011,0	1	50095	Ejea de los Caballeros	1	Leves	07	Especial Agrario Cuenta Propia
2011,0	2	50095	Ejea de los Caballeros	2	Graves o muy graves	01	General
2011,0	1	50095	Ejea de los Caballeros	2	Graves o muy graves	05	Trabajadores Autónomos
2011,0	1	50095	Ejea de los Caballeros	3	Mortales	01	General
2011,0	27	50163	María de Huerva	1	Leves	01	General
2011,0	3	50163	María de Huerva	1	Leves	05	Trabajadores Autónomos
2011,0	1	50163	María de Huerva	2	Graves o muy graves	01	General
2011,0	173	50182	Muela (La)	1	Leves	01	General
2011,0	3	50182	Muela (La)	1	Leves	05	Trabajadores Autónomos
2011,0	1	50182	Muela (La)	1	Leves	06	Especial Agrario Cuenta Ajena
2011,0	231	50219	Puebla de Alfindén (La)	1	Leves	01	General
2011,0	1	50219	Puebla de Alfindén (La)	1	Leves	05	Trabajadores Autónomos
2011,0	1	50219	Puebla de Alfindén (La)	2	Graves o muy graves	01	General
