Año	Nº Accidentes	Código	Municipio	Grupo Grado Código	Grupo Grado Código	Régimen Código (2 dígitos)	Régimen (2 dígitos)
2005,0	255	50067	Calatayud	1	Leves	01	General
2005,0	1	50067	Calatayud	1	Leves	05	Trabajadores Autónomos
2005,0	2	50067	Calatayud	1	Leves	06	Especial Agrario Cuenta Ajena
2005,0	3	50067	Calatayud	1	Leves	07	Especial Agrario Cuenta Propia
2005,0	154	50074	Caspe	1	Leves	01	General
2005,0	22	50074	Caspe	1	Leves	06	Especial Agrario Cuenta Ajena
2005,0	3	50074	Caspe	1	Leves	07	Especial Agrario Cuenta Propia
2005,0	1	50074	Caspe	2	Graves o muy graves	01	General
2005,0	1	50074	Caspe	2	Graves o muy graves	07	Especial Agrario Cuenta Propia
2005,0	462	50089	Cuarte de Huerva	1	Leves	01	General
2005,0	1	50089	Cuarte de Huerva	2	Graves o muy graves	01	General
2005,0	3	50089	Cuarte de Huerva	3	Mortales	01	General
2005,0	403	50095	Ejea de los Caballeros	1	Leves	01	General
2005,0	17	50095	Ejea de los Caballeros	1	Leves	06	Especial Agrario Cuenta Ajena
2005,0	1	50095	Ejea de los Caballeros	1	Leves	07	Especial Agrario Cuenta Propia
2005,0	3	50095	Ejea de los Caballeros	2	Graves o muy graves	01	General
2005,0	75	50163	María de Huerva	1	Leves	01	General
2005,0	1	50163	María de Huerva	1	Leves	06	Especial Agrario Cuenta Ajena
2005,0	2	50163	María de Huerva	2	Graves o muy graves	01	General
2005,0	257	50182	Muela (La)	1	Leves	01	General
2005,0	1	50182	Muela (La)	2	Graves o muy graves	01	General
2005,0	440	50219	Puebla de Alfindén (La)	1	Leves	01	General
2005,0	3	50219	Puebla de Alfindén (La)	1	Leves	05	Trabajadores Autónomos
2005,0	2	50219	Puebla de Alfindén (La)	1	Leves	07	Especial Agrario Cuenta Propia
2005,0	3	50219	Puebla de Alfindén (La)	2	Graves o muy graves	01	General
2005,0	161	50251	Tarazona	1	Leves	01	General
2005,0	1	50251	Tarazona	1	Leves	05	Trabajadores Autónomos
2005,0	1	50251	Tarazona	1	Leves	06	Especial Agrario Cuenta Ajena
2005,0	2	50251	Tarazona	2	Graves o muy graves	01	General
2005,0	1	50251	Tarazona	3	Mortales	01	General
2005,0	171	50252	Tauste	1	Leves	01	General
2005,0	3	50252	Tauste	1	Leves	05	Trabajadores Autónomos
2005,0	12	50252	Tauste	1	Leves	06	Especial Agrario Cuenta Ajena
2005,0	1	50252	Tauste	2	Graves o muy graves	01	General
2005,0	1	50252	Tauste	2	Graves o muy graves	06	Especial Agrario Cuenta Ajena
2005,0	376	50272	Utebo	1	Leves	01	General
2005,0	3	50272	Utebo	1	Leves	05	Trabajadores Autónomos
2005,0	8	50272	Utebo	1	Leves	06	Especial Agrario Cuenta Ajena
2005,0	3	50272	Utebo	2	Graves o muy graves	01	General
2005,0	9621	50297	Zaragoza	1	Leves	01	General
2005,0	29	50297	Zaragoza	1	Leves	05	Trabajadores Autónomos
2005,0	26	50297	Zaragoza	1	Leves	06	Especial Agrario Cuenta Ajena
2005,0	1	50297	Zaragoza	1	Leves	09	Especial Minería del Carbón
2005,0	56	50297	Zaragoza	2	Graves o muy graves	01	General
2005,0	2	50297	Zaragoza	2	Graves o muy graves	05	Trabajadores Autónomos
2005,0	2	50297	Zaragoza	2	Graves o muy graves	07	Especial Agrario Cuenta Propia
2005,0	13	50297	Zaragoza	3	Mortales	01	General
2005,0	174	50298	Zuera	1	Leves	01	General
2005,0	1	50298	Zuera	1	Leves	05	Trabajadores Autónomos
2005,0	1	50298	Zuera	1	Leves	06	Especial Agrario Cuenta Ajena
2005,0	1	50298	Zuera	2	Graves o muy graves	01	General
2005,0	1	50298	Zuera	3	Mortales	01	General
2004,0	240	22048	Barbastro	1	Leves	01	General
2004,0	11	22048	Barbastro	1	Leves	06	Especial Agrario Cuenta Ajena
2004,0	2	22048	Barbastro	2	Graves o muy graves	01	General
2004,0	1	22048	Barbastro	3	Mortales	01	General
2004,0	205	22061	Binéfar	1	Leves	01	General
2004,0	1	22061	Binéfar	1	Leves	05	Trabajadores Autónomos
2004,0	1	22061	Binéfar	2	Graves o muy graves	01	General
2004,0	1	22061	Binéfar	3	Mortales	01	General
2004,0	205	22112	Fraga	1	Leves	01	General
2004,0	7	22112	Fraga	1	Leves	06	Especial Agrario Cuenta Ajena
2004,0	2	22112	Fraga	2	Graves o muy graves	01	General
2004,0	1	22112	Fraga	3	Mortales	01	General
2004,0	841	22125	Huesca	1	Leves	01	General
2004,0	3	22125	Huesca	1	Leves	05	Trabajadores Autónomos
2004,0	4	22125	Huesca	1	Leves	06	Especial Agrario Cuenta Ajena
2004,0	9	22125	Huesca	2	Graves o muy graves	01	General
2004,0	2	22125	Huesca	3	Mortales	01	General
2004,0	177	22130	Jaca	1	Leves	01	General
2004,0	1	22130	Jaca	1	Leves	05	Trabajadores Autónomos
2004,0	4	22130	Jaca	2	Graves o muy graves	01	General
2004,0	3	22130	Jaca	3	Mortales	01	General
2004,0	267	22158	Monzón	1	Leves	01	General
2004,0	1	22158	Monzón	1	Leves	05	Trabajadores Autónomos
2004,0	4	22158	Monzón	1	Leves	06	Especial Agrario Cuenta Ajena
2004,0	6	22158	Monzón	2	Graves o muy graves	01	General
2004,0	2	22158	Monzón	3	Mortales	01	General
2004,0	113	22199	Sabiñánigo	1	Leves	01	General
2004,0	2	22199	Sabiñánigo	2	Graves o muy graves	01	General
2004,0	200	44013	Alcañiz	1	Leves	01	General
2004,0	3	44013	Alcañiz	1	Leves	06	Especial Agrario Cuenta Ajena
2004,0	3	44013	Alcañiz	1	Leves	07	Especial Agrario Cuenta Propia
2004,0	5	44013	Alcañiz	2	Graves o muy graves	01	General
2004,0	1	44013	Alcañiz	2	Graves o muy graves	06	Especial Agrario Cuenta Ajena
2004,0	1	44013	Alcañiz	2	Graves o muy graves	07	Especial Agrario Cuenta Propia
2004,0	2	44013	Alcañiz	3	Mortales	01	General
2004,0	85	44025	Andorra	1	Leves	01	General
2004,0	2	44025	Andorra	1	Leves	05	Trabajadores Autónomos
2004,0	1	44025	Andorra	1	Leves	07	Especial Agrario Cuenta Propia
2004,0	16	44025	Andorra	1	Leves	09	Especial Minería del Carbón
2004,0	1	44025	Andorra	2	Graves o muy graves	01	General
2004,0	411	44216	Teruel	1	Leves	01	General
2004,0	4	44216	Teruel	1	Leves	05	Trabajadores Autónomos
2004,0	4	44216	Teruel	1	Leves	06	Especial Agrario Cuenta Ajena
2004,0	1	44216	Teruel	1	Leves	07	Especial Agrario Cuenta Propia
2004,0	7	44216	Teruel	2	Graves o muy graves	01	General
2004,0	1	44216	Teruel	3	Mortales	01	General
2004,0	177	50008	Alagón	1	Leves	01	General
2004,0	1	50008	Alagón	1	Leves	05	Trabajadores Autónomos
2004,0	8	50008	Alagón	1	Leves	06	Especial Agrario Cuenta Ajena
2004,0	1	50008	Alagón	1	Leves	07	Especial Agrario Cuenta Propia
2004,0	1	50008	Alagón	2	Graves o muy graves	01	General
2004,0	113	50025	Almunia de Doña Godina (La)	1	Leves	01	General
2004,0	9	50025	Almunia de Doña Godina (La)	1	Leves	06	Especial Agrario Cuenta Ajena
2004,0	2	50025	Almunia de Doña Godina (La)	1	Leves	07	Especial Agrario Cuenta Propia
2004,0	303	50067	Calatayud	1	Leves	01	General
2004,0	1	50067	Calatayud	1	Leves	05	Trabajadores Autónomos
2004,0	2	50067	Calatayud	1	Leves	06	Especial Agrario Cuenta Ajena
2004,0	3	50067	Calatayud	2	Graves o muy graves	01	General
2004,0	2	50067	Calatayud	3	Mortales	01	General
2004,0	156	50074	Caspe	1	Leves	01	General
2004,0	17	50074	Caspe	1	Leves	06	Especial Agrario Cuenta Ajena
2004,0	1	50074	Caspe	1	Leves	07	Especial Agrario Cuenta Propia
2004,0	415	50089	Cuarte de Huerva	1	Leves	01	General
2004,0	4	50089	Cuarte de Huerva	2	Graves o muy graves	01	General
2004,0	1	50089	Cuarte de Huerva	3	Mortales	01	General
2004,0	328	50095	Ejea de los Caballeros	1	Leves	01	General
2004,0	1	50095	Ejea de los Caballeros	1	Leves	05	Trabajadores Autónomos
2004,0	9	50095	Ejea de los Caballeros	1	Leves	06	Especial Agrario Cuenta Ajena
2004,0	1	50095	Ejea de los Caballeros	1	Leves	07	Especial Agrario Cuenta Propia
2004,0	3	50095	Ejea de los Caballeros	2	Graves o muy graves	01	General
2004,0	1	50095	Ejea de los Caballeros	2	Graves o muy graves	07	Especial Agrario Cuenta Propia
2004,0	100	50163	María de Huerva	1	Leves	01	General
2004,0	2	50163	María de Huerva	2	Graves o muy graves	01	General
2004,0	192	50182	Muela (La)	1	Leves	01	General
2004,0	432	50219	Puebla de Alfindén (La)	1	Leves	01	General
2004,0	2	50219	Puebla de Alfindén (La)	2	Graves o muy graves	01	General
2004,0	240	50251	Tarazona	1	Leves	01	General
2004,0	2	50251	Tarazona	2	Graves o muy graves	01	General
2004,0	168	50252	Tauste	1	Leves	01	General
2004,0	6	50252	Tauste	1	Leves	06	Especial Agrario Cuenta Ajena
2004,0	2	50252	Tauste	2	Graves o muy graves	01	General
2004,0	1	50252	Tauste	3	Mortales	01	General
2004,0	414	50272	Utebo	1	Leves	01	General
2004,0	1	50272	Utebo	1	Leves	05	Trabajadores Autónomos
2004,0	3	50272	Utebo	1	Leves	06	Especial Agrario Cuenta Ajena
2004,0	4	50272	Utebo	2	Graves o muy graves	01	General
2004,0	9129	50297	Zaragoza	1	Leves	01	General
2004,0	31	50297	Zaragoza	1	Leves	05	Trabajadores Autónomos
2004,0	30	50297	Zaragoza	1	Leves	06	Especial Agrario Cuenta Ajena
2004,0	1	50297	Zaragoza	1	Leves	07	Especial Agrario Cuenta Propia
2004,0	2	50297	Zaragoza	1	Leves	09	Especial Minería del Carbón
2004,0	84	50297	Zaragoza	2	Graves o muy graves	01	General
2004,0	2	50297	Zaragoza	2	Graves o muy graves	06	Especial Agrario Cuenta Ajena
2004,0	1	50297	Zaragoza	2	Graves o muy graves	07	Especial Agrario Cuenta Propia
2004,0	16	50297	Zaragoza	3	Mortales	01	General
2004,0	169	50298	Zuera	1	Leves	01	General
2004,0	1	50298	Zuera	1	Leves	05	Trabajadores Autónomos
2004,0	2	50298	Zuera	1	Leves	06	Especial Agrario Cuenta Ajena
2004,0	1	50298	Zuera	2	Graves o muy graves	01	General
2003,0	260	22048	Barbastro	1	Leves	01	General
2003,0	5	22048	Barbastro	1	Leves	06	Especial Agrario Cuenta Ajena
2003,0	1	22048	Barbastro	1	Leves	07	Especial Agrario Cuenta Propia
2003,0	4	22048	Barbastro	2	Graves o muy graves	01	General
2003,0	1	22048	Barbastro	3	Mortales	01	General
2003,0	201	22061	Binéfar	1	Leves	01	General
2003,0	2	22061	Binéfar	1	Leves	06	Especial Agrario Cuenta Ajena
2003,0	2	22061	Binéfar	2	Graves o muy graves	01	General
2003,0	1	22061	Binéfar	3	Mortales	01	General
2003,0	235	22112	Fraga	1	Leves	01	General
2003,0	31	22112	Fraga	1	Leves	06	Especial Agrario Cuenta Ajena
2003,0	2	22112	Fraga	2	Graves o muy graves	01	General
2003,0	1	22112	Fraga	3	Mortales	01	General
2003,0	908	22125	Huesca	1	Leves	01	General
2003,0	4	22125	Huesca	1	Leves	06	Especial Agrario Cuenta Ajena
2003,0	1	22125	Huesca	1	Leves	07	Especial Agrario Cuenta Propia
2003,0	11	22125	Huesca	2	Graves o muy graves	01	General
2003,0	1	22125	Huesca	3	Mortales	01	General
2003,0	177	22130	Jaca	1	Leves	01	General
2003,0	1	22130	Jaca	1	Leves	06	Especial Agrario Cuenta Ajena
2003,0	5	22130	Jaca	2	Graves o muy graves	01	General
2003,0	1	22130	Jaca	3	Mortales	01	General
2003,0	275	22158	Monzón	1	Leves	01	General
2003,0	1	22158	Monzón	1	Leves	06	Especial Agrario Cuenta Ajena
2003,0	2	22158	Monzón	2	Graves o muy graves	01	General
2003,0	86	22199	Sabiñánigo	1	Leves	01	General
2003,0	1	22199	Sabiñánigo	2	Graves o muy graves	01	General
2003,0	262	44013	Alcañiz	1	Leves	01	General
2003,0	2	44013	Alcañiz	1	Leves	06	Especial Agrario Cuenta Ajena
2003,0	1	44013	Alcañiz	1	Leves	07	Especial Agrario Cuenta Propia
2003,0	4	44013	Alcañiz	2	Graves o muy graves	01	General
2003,0	2	44013	Alcañiz	3	Mortales	01	General
2003,0	127	44025	Andorra	1	Leves	01	General
2003,0	1	44025	Andorra	1	Leves	06	Especial Agrario Cuenta Ajena
2003,0	27	44025	Andorra	1	Leves	09	Especial Minería del Carbón
2003,0	1	44025	Andorra	2	Graves o muy graves	01	General
2003,0	515	44216	Teruel	1	Leves	01	General
2003,0	3	44216	Teruel	1	Leves	06	Especial Agrario Cuenta Ajena
2003,0	1	44216	Teruel	1	Leves	09	Especial Minería del Carbón
2003,0	12	44216	Teruel	2	Graves o muy graves	01	General
2003,0	2	44216	Teruel	3	Mortales	01	General
2003,0	157	50008	Alagón	1	Leves	01	General
2003,0	3	50008	Alagón	1	Leves	06	Especial Agrario Cuenta Ajena
2003,0	2	50008	Alagón	2	Graves o muy graves	01	General
2003,0	113	50025	Almunia de Doña Godina (La)	1	Leves	01	General
2003,0	6	50025	Almunia de Doña Godina (La)	1	Leves	06	Especial Agrario Cuenta Ajena
2003,0	2	50025	Almunia de Doña Godina (La)	1	Leves	07	Especial Agrario Cuenta Propia
2003,0	1	50025	Almunia de Doña Godina (La)	2	Graves o muy graves	06	Especial Agrario Cuenta Ajena
2003,0	282	50067	Calatayud	1	Leves	01	General
2003,0	4	50067	Calatayud	1	Leves	06	Especial Agrario Cuenta Ajena
2003,0	2	50067	Calatayud	1	Leves	07	Especial Agrario Cuenta Propia
2003,0	3	50067	Calatayud	2	Graves o muy graves	01	General
2003,0	1	50067	Calatayud	3	Mortales	01	General
2003,0	105	50074	Caspe	1	Leves	01	General
2003,0	14	50074	Caspe	1	Leves	06	Especial Agrario Cuenta Ajena
2003,0	370	50089	Cuarte de Huerva	1	Leves	01	General
2003,0	6	50089	Cuarte de Huerva	2	Graves o muy graves	01	General
2003,0	328	50095	Ejea de los Caballeros	1	Leves	01	General
2003,0	6	50095	Ejea de los Caballeros	1	Leves	06	Especial Agrario Cuenta Ajena
2003,0	3	50095	Ejea de los Caballeros	1	Leves	07	Especial Agrario Cuenta Propia
2003,0	2	50095	Ejea de los Caballeros	2	Graves o muy graves	01	General
2003,0	2	50095	Ejea de los Caballeros	2	Graves o muy graves	07	Especial Agrario Cuenta Propia
2003,0	1	50095	Ejea de los Caballeros	3	Mortales	01	General
2003,0	94	50163	María de Huerva	1	Leves	01	General
2003,0	123	50182	Muela (La)	1	Leves	01	General
2003,0	2	50182	Muela (La)	2	Graves o muy graves	01	General
2003,0	408	50219	Puebla de Alfindén (La)	1	Leves	01	General
2003,0	5	50219	Puebla de Alfindén (La)	2	Graves o muy graves	01	General
2003,0	297	50251	Tarazona	1	Leves	01	General
2003,0	2	50251	Tarazona	1	Leves	06	Especial Agrario Cuenta Ajena
2003,0	1	50251	Tarazona	2	Graves o muy graves	01	General
2003,0	1	50251	Tarazona	2	Graves o muy graves	07	Especial Agrario Cuenta Propia
2003,0	159	50252	Tauste	1	Leves	01	General
2003,0	1	50252	Tauste	1	Leves	06	Especial Agrario Cuenta Ajena
2003,0	3	50252	Tauste	2	Graves o muy graves	01	General
2003,0	413	50272	Utebo	1	Leves	01	General
2003,0	1	50272	Utebo	1	Leves	06	Especial Agrario Cuenta Ajena
2003,0	4	50272	Utebo	2	Graves o muy graves	01	General
2003,0	9212	50297	Zaragoza	1	Leves	01	General
2003,0	23	50297	Zaragoza	1	Leves	06	Especial Agrario Cuenta Ajena
2003,0	1	50297	Zaragoza	1	Leves	07	Especial Agrario Cuenta Propia
2003,0	77	50297	Zaragoza	2	Graves o muy graves	01	General
2003,0	5	50297	Zaragoza	3	Mortales	01	General
2003,0	156	50298	Zuera	1	Leves	01	General
2003,0	2	50298	Zuera	1	Leves	06	Especial Agrario Cuenta Ajena
2003,0	1	50298	Zuera	1	Leves	07	Especial Agrario Cuenta Propia
2003,0	1	50298	Zuera	2	Graves o muy graves	01	General
