Municipio código	Municipio nombre	Año	Votos	Siglas
44053	Camañas	2008	118,0	PP
44096	Ejulve	2019	118,0	¡TERUEL EXISTE!
44168	Odón	2008	118,0	PSOE
44175	Orrios	2015	118,0	PP-PAR
44229	Torres de Albarracín	2008	118,0	PSOE
44251	Villafranca del Campo	2011	118,0	PSOE
50003	Agón	2008	118,0	PP
50040	Badules	2011	118,0	PP-PAR
50109	Frago (El)	2011	118,0	PP-PAR
50117	Gallocanta	2015	118,0	PP-PAR
50162	Mara	2015	118,0	PP-PAR
50162	Mara	2016	118,0	PP-PAR
50174	Montón	2008	118,0	PP
50185	Murillo de Gállego	2008	118,0	PSOE
50233	Samper del Salz	2019	118,0	PP
50291	Villar de los Navarros	2019	118,0	PP
22015	Alcalá del Obispo	2015	117,0	PODEMOS-Ahora Alto Aragón en Común
22015	Alcalá del Obispo	2016	117,0	PODEMOS-IU-EQUO
22023	Almuniente	2008	117,0	PAR
22047	Banastás	2019	117,0	PSOE
22050	Barbuñales	2008	117,0	PSOE
22182	Plan	2015	117,0	PSOE
22253	Yésero	2008	117,0	PSOE
44040	Berge	2019	117,0	PSOE
44050	Calamocha	2008	117,0	UPyD
44070	Castellar (El)	2008	117,0	PP
44123	Hinojosa de Jarque	2008	117,0	PP
44176	Palomar de Arroyos	2019	117,0	PSOE
44198	Royuela	2019	117,0	PSOE
50025	Almunia de Doña Godina (La)	2015	117,0	EB
50028	Anento	2011	117,0	PSOE
50029	Aniñón	2016	117,0	PODEMOS-IU-EQUO
50083	Cinco Olivas	2008	117,0	PSOE
50098	Encinacorba	2019	117,0	PP
50113	Fuendejalón	2008	117,0	PAR
50133	Lagata	2011	117,0	PSOE
50134	Langa del Castillo	2016	117,0	PP-PAR
50154	Mainar	2008	117,0	PP
50180	Mozota	2016	117,0	PP-PAR
50190	Novallas	2015	117,0	C's
50230	Sádaba	2008	117,0	PAR
50244	Sierra de Luna	2019	117,0	PSOE
50251	Tarazona	2015	117,0	UPYD
22024	Alquézar	2016	116,0	PODEMOS-IU-EQUO
22066	Boltaña	2008	116,0	IU
22069	Broto	2015	116,0	C's
22074	Campo	2015	116,0	PSOE
22094	Chalamera	2008	116,0	PSOE
22136	Lalueza	2015	116,0	C's
44013	Alcañiz	2019	116,0	PACMA
44034	Bañón	2008	116,0	PSOE
44068	Castelserás	2016	116,0	C's
44210	Sarrión	2011	116,0	CHA-IU
50012	Alborge	2011	116,0	PP-PAR
50018	Alfamén	2016	116,0	PODEMOS-IU-EQUO
50084	Clarés de Ribota	2011	116,0	PP-PAR
50098	Encinacorba	2015	116,0	PSOE
50117	Gallocanta	2019	116,0	PP
50152	Maella	2019	116,0	VOX
50228	Rueda de Jalón	2016	116,0	PSOE
50233	Samper del Salz	2008	116,0	PP
50236	Santa Cruz de Grío	2019	116,0	PP
50256	Torralba de los Frailes	2011	116,0	PP-PAR
50267	Uncastillo	2011	116,0	CHA-IU
50279	Velilla de Jiloca	2015	116,0	PSOE
50291	Villar de los Navarros	2015	116,0	PP-PAR
22003	Adahuesca	2019	115,0	PP
22042	Azlor	2016	115,0	PP-PAR
22050	Barbuñales	2011	115,0	PP-PAR
22050	Barbuñales	2015	115,0	PP-PAR
22063	Biscarrués	2011	115,0	CHA-IU
22069	Broto	2015	115,0	PODEMOS-Ahora Alto Aragón en Común
22085	Castelflorite	2019	115,0	PSOE
22115	Grado (El)	2015	115,0	PODEMOS-Ahora Alto Aragón en Común
22124	Huerto	2019	115,0	PSOE
22137	Lanaja	2008	115,0	CHA
22165	Ontiñena	2015	115,0	C's
22202	Salas Bajas	2015	115,0	PP-PAR
22220	Sesa	2019	115,0	PSOE
44118	Ginebrosa (La)	2016	115,0	PSOE
44148	Mezquita de Jarque	2011	115,0	PP-PAR
44165	Nogueruelas	2019	115,0	PP
44173	Olmos (Los)	2015	115,0	PP-PAR
44229	Torres de Albarracín	2016	115,0	PP-PAR
50035	Artieda	2016	115,0	PODEMOS-IU-EQUO
50059	Bujaraloz	2016	115,0	C's
50085	Codo	2019	115,0	PSOE
50106	Fayos (Los)	2016	115,0	PSOE
50113	Fuendejalón	2008	115,0	CHA
50150	Lumpiaque	2016	115,0	PODEMOS-IU-EQUO
50155	Malanquilla	2015	115,0	PP-PAR
50181	Muel	2019	115,0	Cs
50196	Orera	2019	115,0	PSOE
50197	Orés	2011	115,0	PP-PAR
50256	Torralba de los Frailes	2008	115,0	PP
50902	Marracos	2008	115,0	PP
22029	Antillón	2011	114,0	PSOE
22039	Ayerbe	2019	114,0	Cs
22053	Benabarre	2015	114,0	C's
22088	Castillazuelo	2016	114,0	PP-PAR
22110	Fonz	2019	114,0	PODEMOS-IU
22133	Labuerda	2011	114,0	PSOE
22170	Panticosa	2015	114,0	C's
22202	Salas Bajas	2015	114,0	PSOE
22203	Salillas	2008	114,0	PSOE
22212	Santaliestra y San Quílez	2008	114,0	CHA
22223	Sopeira	2008	114,0	PSOE
22228	Tierz	2019	114,0	PODEMOS-IU
22906	Santa María de Dulcis	2016	114,0	PP-PAR
44047	Burbáguena	2011	114,0	PSOE
44055	Camarillas	2008	114,0	PP
44118	Ginebrosa (La)	2015	114,0	PSOE
44135	Libros	2008	114,0	PSOE
44179	Peñarroya de Tastavins	2008	114,0	PAR
44201	Rubielos de Mora	2015	114,0	C's
44207	San Martín del Río	2016	114,0	PP-PAR
44227	Torre los Negros	2016	114,0	PP-PAR
44230	Torrevelilla	2016	114,0	PP-PAR
44235	Tramacastilla	2015	114,0	PP-PAR
44264	Villel	2008	114,0	PAR
44265	Vinaceite	2011	114,0	PSOE
50038	Ateca	2019	114,0	VOX
50074	Caspe	2015	114,0	PACMA
50101	Escatrón	2015	114,0	C's
50101	Escatrón	2019	114,0	Cs
50104	Farlete	2008	114,0	PAR
50111	Fréscano	2015	114,0	PODEMOS
50111	Fréscano	2019	114,0	PP
50152	Maella	2008	114,0	PAR
50191	Novillas	2008	114,0	PAR
50216	Pozuelo de Aragón	2008	114,0	PAR
50254	Tierga	2008	114,0	PP
50263	Torrijo de la Cañada	2016	114,0	PP-PAR
50277	Valtorres	2008	114,0	PP
50290	Villanueva de Huerva	2016	114,0	PODEMOS-IU-EQUO
22003	Adahuesca	2016	113,0	PSOE
22012	Albero Bajo	2016	113,0	PP-PAR
22024	Alquézar	2011	113,0	PSOE
22054	Benasque	2008	113,0	CHA
22094	Chalamera	2011	113,0	PP-PAR
22112	Fraga	2019	113,0	EB
22114	Gistaín	2015	113,0	PP-PAR
22124	Huerto	2019	113,0	PP
22162	Novales	2008	113,0	PSOE
22172	Peñalba	2016	113,0	C's
22187	Puebla de Castro (La)	2015	113,0	PSOE
22201	Salas Altas	2015	113,0	PP-PAR
22202	Salas Bajas	2019	113,0	PP
22226	Tardienta	2016	113,0	C's
22232	Torralba de Aragón	2008	113,0	PP
22903	San Miguel del Cinca	2016	113,0	C's
44021	Allepuz	2008	113,0	PSOE
44047	Burbáguena	2019	113,0	PSOE
44089	Cubla	2011	113,0	PP-PAR
44143	Manzanera	2016	113,0	C's
44163	Noguera de Albarracín	2016	113,0	PP-PAR
44195	Rillo	2008	113,0	PP
44196	Riodeva	2016	113,0	PSOE
44206	San Agustín	2008	113,0	PSOE
44257	Villar del Cobo	2016	113,0	PSOE
50018	Alfamén	2015	113,0	PODEMOS
50081	Cetina	2015	113,0	PODEMOS
50107	Figueruelas	2019	113,0	PODEMOS-IU
50155	Malanquilla	2016	113,0	PP-PAR
50182	Muela (La)	2008	113,0	UPyD
50227	Romanos	2016	113,0	PP-PAR
50235	San Mateo de Gállego	2008	113,0	IU
50279	Velilla de Jiloca	2019	113,0	PSOE
50284	Villafeliche	2008	113,0	PP
22003	Adahuesca	2008	112,0	PSOE
22008	Albalatillo	2011	112,0	PSOE
22042	Azlor	2015	112,0	PP-PAR
22048	Barbastro	2011	112,0	PACMA
22078	Canfranc	2016	112,0	C's
22088	Castillazuelo	2011	112,0	PP-PAR
22089	Castillonroy	2008	112,0	PAR
22096	Chimillas	2015	112,0	PSOE
22126	Ibieca	2016	112,0	PP-PAR
22150	Loporzano	2019	112,0	PODEMOS-IU
22160	Naval	2016	112,0	PSOE
22217	Sena	2016	112,0	C's
22249	Villanova	2011	112,0	PSOE
44028	Argente	2019	112,0	¡TERUEL EXISTE!
44045	Bronchales	2008	112,0	CHA
44100	Estercuel	2019	112,0	¡TERUEL EXISTE!
44108	Fresneda (La)	2015	112,0	PODEMOS
44138	Loscos	2008	112,0	PSOE
44149	Mirambel	2011	112,0	PP-PAR
44181	Peralejos	2008	112,0	PP
44209	Santa Eulalia	2008	112,0	PAR
44225	Torre del Compte	2008	112,0	PP
44227	Torre los Negros	2008	112,0	PP
50002	Acered	2011	112,0	PSOE
50014	Alcalá de Moncayo	2008	112,0	PAR
50029	Aniñón	2015	112,0	PODEMOS
50030	Añón de Moncayo	2019	112,0	PP
50040	Badules	2008	112,0	PP
50066	Cadrete	2019	112,0	PACMA
50093	Chodes	2008	112,0	PP
50098	Encinacorba	2016	112,0	PSOE
50098	Encinacorba	2019	112,0	PSOE
50161	Manchones	2015	112,0	PP-PAR
50163	María de Huerva	2015	112,0	PACMA
50194	Olvés	2016	112,0	PP-PAR
50209	Pinseque	2011	112,0	UPyD
50230	Sádaba	2011	112,0	CHA-IU
50266	Trasobares	2015	112,0	PP-PAR
50271	Used	2019	112,0	PSOE
50285	Villafranca de Ebro	2019	112,0	Cs
22002	Abizanda	2016	111,0	PP-PAR
22019	Alerre	2015	111,0	PSOE
22029	Antillón	2019	111,0	PP
22040	Azanuy-Alins	2019	111,0	PSOE
22044	Bailo	2019	111,0	PP
22046	Ballobar	2016	111,0	C's
22062	Bisaurri	2019	111,0	PP
22086	Castiello de Jaca	2016	111,0	PODEMOS-IU-EQUO
22110	Fonz	2008	111,0	PAR
22126	Ibieca	2019	111,0	PP
22203	Salillas	2008	111,0	PP
22222	Siétamo	2019	111,0	PODEMOS-IU
22226	Tardienta	2011	111,0	CHA-IU
22233	Torre la Ribera	2011	111,0	PSOE
22903	San Miguel del Cinca	2015	111,0	C's
44059	Cantavieja	2016	111,0	C's
44061	Cañada de Verich (La)	2008	111,0	PSOE
44066	Castel de Cabra	2011	111,0	PP-PAR
44066	Castel de Cabra	2015	111,0	PSOE
44080	Codoñera (La)	2019	111,0	¡TERUEL EXISTE!
44118	Ginebrosa (La)	2008	111,0	PP
44132	Lagueruela	2011	111,0	PP-PAR
44144	Martín del Río	2019	111,0	PP
44149	Mirambel	2008	111,0	PSOE
44152	Monforte de Moyuela	2011	111,0	PP-PAR
44160	Mosqueruela	2015	111,0	PODEMOS
44165	Nogueruelas	2015	111,0	PSOE
44194	Ráfales	2016	111,0	PP-PAR
44227	Torre los Negros	2011	111,0	PP-PAR
44228	Torremocha de Jiloca	2008	111,0	PSOE
44258	Villar del Salz	2008	111,0	PP
44263	Villastar	2015	111,0	PODEMOS
44263	Villastar	2016	111,0	PODEMOS-IU-EQUO
50008	Alagón	2011	111,0	UPyD
50008	Alagón	2015	111,0	PACMA
50107	Figueruelas	2015	111,0	IU-CHA-UPeC
50140	Litago	2008	111,0	PSOE
50150	Lumpiaque	2015	111,0	PODEMOS
50161	Manchones	2016	111,0	PP-PAR
50175	Morata de Jalón	2008	111,0	IU
50184	Murero	2008	111,0	PP
50206	Perdiguera	2008	111,0	PAR
50247	Sobradiel	2011	111,0	CHA-IU
50261	Torrellas	2016	111,0	PODEMOS-IU-EQUO
50264	Tosos	2008	111,0	PP
50282	Vilueña (La)	2011	111,0	PP-PAR
50284	Villafeliche	2015	111,0	PP-PAR
22050	Barbuñales	2008	110,0	PP
22087	Castigaleu	2011	110,0	PP-PAR
22129	Isábena	2011	110,0	PSOE
22173	Peñas de Riglos (Las)	2016	110,0	PSOE
22209	Santa Cruz de la Serós	2016	110,0	PSOE
22225	Tamarite de Litera	2019	110,0	CHA
22228	Tierz	2019	110,0	Cs
22246	Beranuy	2008	110,0	PSOE
22909	Vencillón	2015	110,0	PODEMOS-Ahora Alto Aragón en Común
44054	Camarena de la Sierra	2019	110,0	PP
44070	Castellar (El)	2011	110,0	PP-PAR
44175	Orrios	2016	110,0	PP-PAR
44221	Torrecilla de Alcañiz	2019	110,0	¡TERUEL EXISTE!
44225	Torre del Compte	2011	110,0	PSOE
44226	Torrelacárcel	2016	110,0	PSOE
44262	Villarroya de los Pinares	2008	110,0	PSOE
50005	Aguilón	2015	110,0	PSOE
50106	Fayos (Los)	2011	110,0	PSOE
50106	Fayos (Los)	2015	110,0	PSOE
50136	Lécera	2016	110,0	C's
50143	Longares	2015	110,0	PODEMOS
50147	Luceni	2008	110,0	PAR
50150	Lumpiaque	2015	110,0	C's
50180	Mozota	2015	110,0	PP-PAR
50209	Pinseque	2015	110,0	PACMA
50209	Pinseque	2019	110,0	M PAÍS-CHA-EQUO
50235	San Mateo de Gállego	2019	110,0	M PAÍS-CHA-EQUO
50240	Sástago	2015	110,0	IU-CHA-UPeC
50253	Terrer	2008	110,0	PAR
50275	Valmadrid	2016	110,0	PP-PAR
50280	Vera de Moncayo	2016	110,0	PODEMOS-IU-EQUO
50298	Zuera	2019	110,0	PACMA
22019	Alerre	2015	109,0	PP-PAR
22060	Binaced	2015	109,0	IU-CHA-UPeC
22066	Boltaña	2016	109,0	C's
22069	Broto	2019	109,0	PODEMOS-IU
22072	Caldearenas	2008	109,0	PP
22075	Camporrells	2016	109,0	PSOE
22107	Fanlo	2008	109,0	PSOE
22201	Salas Altas	2015	109,0	PODEMOS-Ahora Alto Aragón en Común
22208	Santa Cilia	2016	109,0	PSOE
44006	Alacón	2019	109,0	¡TERUEL EXISTE!
44038	Belmonte de San José	2016	109,0	PP-PAR
44114	Fuentespalda	2015	109,0	PSOE
44146	Mata de los Olmos (La)	2019	109,0	PP
44160	Mosqueruela	2016	109,0	PODEMOS-IU-EQUO
44176	Palomar de Arroyos	2019	109,0	PP
44182	Perales del Alfambra	2019	109,0	PP
44205	Samper de Calanda	2015	109,0	C's
44213	Singra	2008	109,0	PP
44251	Villafranca del Campo	2015	109,0	PSOE
50020	Alhama de Aragón	2019	109,0	PODEMOS-IU
50036	Asín	2016	109,0	PP-PAR
50090	Cubel	2008	109,0	PSOE
50131	Jaulín	2015	109,0	PSOE
50134	Langa del Castillo	2019	109,0	PP
50162	Mara	2011	109,0	PSOE
50172	Monreal de Ariza	2011	109,0	PSOE
50189	Nonaspe	2019	109,0	Cs
50203	Pastriz	2015	109,0	IU-CHA-UPeC
50207	Piedratajada	2016	109,0	PP-PAR
50267	Uncastillo	2015	109,0	PODEMOS
22016	Alcampell	2019	108,0	PODEMOS-IU
22022	Almunia de San Juan	2019	108,0	Cs
22040	Azanuy-Alins	2011	108,0	PSOE
22043	Baells	2015	108,0	PP-PAR
22049	Barbués	2008	108,0	PSOE
22051	Bárcabo	2016	108,0	PP-PAR
22058	Bierge	2016	108,0	PODEMOS-IU-EQUO
22066	Boltaña	2015	108,0	IU-CHA-UPeC
22088	Castillazuelo	2016	108,0	PSOE
22170	Panticosa	2011	108,0	CHA-IU
22199	Sabiñánigo	2016	108,0	EB
22205	San Esteban de Litera	2016	108,0	PODEMOS-IU-EQUO
22207	San Juan de Plan	2008	108,0	PSOE
22209	Santa Cruz de la Serós	2016	108,0	PODEMOS-IU-EQUO
22227	Tella-Sin	2019	108,0	PP
44010	Albentosa	2016	108,0	PSOE
44021	Allepuz	2008	108,0	PP
44042	Blancas	2008	108,0	PSOE
44068	Castelserás	2015	108,0	C's
44100	Estercuel	2015	108,0	PP-PAR
44125	Huesa del Común	2008	108,0	PP
44154	Monroyo	2011	108,0	PSOE
44194	Ráfales	2015	108,0	PP-PAR
44216	Teruel	2015	108,0	RECORTES CERO-GRUPO VERDE
44226	Torrelacárcel	2015	108,0	PSOE
50003	Agón	2011	108,0	PSOE
50003	Agón	2019	108,0	PSOE
50005	Aguilón	2008	108,0	PAR
50023	Almonacid de la Cuba	2015	108,0	PSOE
50035	Artieda	2008	108,0	CHA
50037	Atea	2019	108,0	PP
50046	Belmonte de Gracián	2008	108,0	PSOE
50094	Daroca	2019	108,0	VOX
50116	Fuentes de Jiloca	2015	108,0	PSOE
50129	Jaraba	2019	108,0	PSOE
50134	Langa del Castillo	2015	108,0	PP-PAR
50161	Manchones	2008	108,0	PP
50164	Mediana de Aragón	2016	108,0	PODEMOS-IU-EQUO
50185	Murillo de Gállego	2016	108,0	PP-PAR
50207	Piedratajada	2008	108,0	PSOE
50236	Santa Cruz de Grío	2011	108,0	PSOE
50248	Sos del Rey Católico	2015	108,0	C's
50277	Valtorres	2011	108,0	PP-PAR
50282	Vilueña (La)	2008	108,0	PP
50283	Villadoz	2011	108,0	PP-PAR
50901	Biel	2015	108,0	PP-PAR
22017	Alcolea de Cinca	2019	107,0	PODEMOS-IU
22019	Alerre	2016	107,0	PSOE
22024	Alquézar	2015	107,0	PODEMOS-Ahora Alto Aragón en Común
22035	Arén	2015	107,0	PP-PAR
22057	Bielsa	2019	107,0	PP
22064	Blecua y Torres	2015	107,0	PP-PAR
22072	Caldearenas	2015	107,0	PSOE
22085	Castelflorite	2011	107,0	PSOE
22124	Huerto	2016	107,0	PP-PAR
22130	Jaca	2008	107,0	LV
22173	Peñas de Riglos (Las)	2019	107,0	PP
22184	Poleñino	2016	107,0	PSOE
22189	Puértolas	2019	107,0	PP
22202	Salas Bajas	2008	107,0	PP
22208	Santa Cilia	2016	107,0	PP-PAR
44033	Báguena	2019	107,0	¡TERUEL EXISTE!
44053	Camañas	2015	107,0	PP-PAR
44099	Escucha	2016	107,0	C's
44114	Fuentespalda	2019	107,0	PSOE
44151	Molinos	2016	107,0	PSOE
44151	Molinos	2019	107,0	PP
44152	Monforte de Moyuela	2016	107,0	PP-PAR
44163	Noguera de Albarracín	2015	107,0	PP-PAR
44210	Sarrión	2016	107,0	C's
44263	Villastar	2015	107,0	C's
50051	Biota	2015	107,0	C's
50101	Escatrón	2016	107,0	C's
50155	Malanquilla	2008	107,0	PSOE
50167	Mezalocha	2015	107,0	PSOE
50169	Miedes de Aragón	2016	107,0	PODEMOS-IU-EQUO
50201	Paracuellos de Jiloca	2019	107,0	Cs
50219	Puebla de Alfindén (La)	2011	107,0	Eb
50239	Santed	2016	107,0	PP-PAR
50251	Tarazona	2008	107,0	UPyD
50285	Villafranca de Ebro	2011	107,0	CHA-IU
50296	Zaida (La)	2016	107,0	C's
50298	Zuera	2015	107,0	PACMA
22003	Adahuesca	2015	106,0	PP-PAR
22041	Azara	2016	106,0	PSOE
22057	Bielsa	2015	106,0	PODEMOS-Ahora Alto Aragón en Común
22060	Binaced	2011	106,0	CHA-IU
22072	Caldearenas	2016	106,0	PP-PAR
22096	Chimillas	2016	106,0	C's
22131	Jasa	2011	106,0	PP-PAR
22139	Laperdiguera	2011	106,0	PP-PAR
22151	Loscorrales	2015	106,0	PP-PAR
22170	Panticosa	2016	106,0	C's
22174	Peralta de Alcofea	2016	106,0	PODEMOS-IU-EQUO
22251	Villanueva de Sigena	2019	106,0	Cs
22907	Aínsa-Sobrarbe	2019	106,0	VOX
44029	Ariño	2015	106,0	PODEMOS
44064	Cascante del Río	2011	106,0	PP-PAR
44096	Ejulve	2015	106,0	PSOE
44100	Estercuel	2016	106,0	PODEMOS-IU-EQUO
44106	Fortanete	2008	106,0	PP
44108	Fresneda (La)	2008	106,0	PAR
44116	Gargallo	2016	106,0	PP-PAR
44151	Molinos	2015	106,0	PSOE
44181	Peralejos	2016	106,0	PP-PAR
44206	San Agustín	2008	106,0	PP
44213	Singra	2011	106,0	PP-PAR
44238	Utrillas	2008	106,0	CHA
44238	Utrillas	2019	106,0	VOX
44251	Villafranca del Campo	2019	106,0	PSOE
50031	Aranda de Moncayo	2015	106,0	PP-PAR
50064	Cabañas de Ebro	2016	106,0	PODEMOS-IU-EQUO
50113	Fuendejalón	2015	106,0	PODEMOS
50134	Langa del Castillo	2008	106,0	PSOE
50151	Luna	2016	106,0	C's
50156	Maleján	2019	106,0	PP
50172	Monreal de Ariza	2008	106,0	PAR
50201	Paracuellos de Jiloca	2015	106,0	C's
50230	Sádaba	2019	106,0	VOX
50251	Tarazona	2011	106,0	EQUO
50276	Valpalmas	2019	106,0	PSOE
50281	Vierlas	2008	106,0	PP
50286	Villalba de Perejil	2011	106,0	PP-PAR
22009	Albelda	2016	105,0	C's
22020	Alfántega	2015	105,0	PP-PAR
22046	Ballobar	2015	105,0	PODEMOS-Ahora Alto Aragón en Común
22067	Bonansa	2008	105,0	PSOE
22075	Camporrells	2015	105,0	PSOE
22076	Canal de Berdún	2015	105,0	PODEMOS-Ahora Alto Aragón en Común
22103	Estadilla	2019	105,0	PODEMOS-IU
22111	Foradada del Toscar	2011	105,0	PSOE
22119	Gurrea de Gállego	2015	105,0	IU-CHA-UPeC
22133	Labuerda	2019	105,0	PSOE
22136	Lalueza	2019	105,0	Cs
22151	Loscorrales	2016	105,0	PP-PAR
22167	Osso de Cinca	2015	105,0	PODEMOS-Ahora Alto Aragón en Común
22187	Puebla de Castro (La)	2019	105,0	PODEMOS-IU
22217	Sena	2008	105,0	PAR
22229	Tolva	2011	105,0	PP-PAR
22252	Yebra de Basa	2019	105,0	PSOE
22908	Hoz y Costeán	2016	105,0	PODEMOS-IU-EQUO
44006	Alacón	2008	105,0	PAR
44013	Alcañiz	2011	105,0	PACMA
44021	Allepuz	2015	105,0	PP-PAR
44043	Blesa	2016	105,0	PP-PAR
44050	Calamocha	2015	105,0	EB
44123	Hinojosa de Jarque	2016	105,0	PP-PAR
44124	Hoz de la Vieja (La)	2008	105,0	PSOE
44152	Monforte de Moyuela	2015	105,0	PP-PAR
44160	Mosqueruela	2016	105,0	C's
44163	Noguera de Albarracín	2011	105,0	PP-PAR
44196	Riodeva	2015	105,0	PSOE
44198	Royuela	2016	105,0	PSOE
44205	Samper de Calanda	2016	105,0	C's
44207	San Martín del Río	2015	105,0	PP-PAR
44215	Terriente	2016	105,0	PP-PAR
44222	Torrecilla del Rebollar	2008	105,0	PSOE
44226	Torrelacárcel	2008	105,0	PP
44251	Villafranca del Campo	2016	105,0	PSOE
50015	Alconchel de Ariza	2019	105,0	PSOE
50040	Badules	2016	105,0	PP-PAR
50082	Cimballa	2008	105,0	PSOE
50147	Luceni	2011	105,0	CHA-IU
50156	Maleján	2008	105,0	PAR
50171	Moneva	2015	105,0	PP-PAR
50190	Novallas	2019	105,0	Cs
50201	Paracuellos de Jiloca	2016	105,0	PODEMOS-IU-EQUO
50259	Torrehermosa	2015	105,0	PP-PAR
50284	Villafeliche	2016	105,0	PSOE
50286	Villalba de Perejil	2008	105,0	PP
50289	Villanueva de Jiloca	2011	105,0	PP-PAR
50901	Biel	2019	105,0	PSOE
22014	Alcalá de Gurrea	2008	104,0	PAR
22024	Alquézar	2008	104,0	PAR
22049	Barbués	2016	104,0	PP-PAR
22112	Fraga	2015	104,0	UPYD
22133	Labuerda	2016	104,0	PSOE
22157	Montanuy	2016	104,0	PP-PAR
22163	Nueno	2019	104,0	PODEMOS-IU
22215	Seira	2016	104,0	PSOE
22234	Torrente de Cinca	2019	104,0	PODEMOS-IU
22235	Torres de Alcanadre	2016	104,0	PP-PAR
22905	Lupiñén-Ortilla	2015	104,0	C's
44010	Albentosa	2019	104,0	PP
44021	Allepuz	2011	104,0	PP-PAR
44053	Camañas	2016	104,0	PP-PAR
44067	Castelnou	2011	104,0	PP-PAR
44094	Cuevas Labradas	2008	104,0	PSOE
44228	Torremocha de Jiloca	2015	104,0	PP-PAR
44245	Valdeltormo	2008	104,0	PAR
44252	Villahermosa del Campo	2008	104,0	PP
50003	Agón	2016	104,0	PP-PAR
50010	Alberite de San Juan	2015	104,0	PP-PAR
50011	Albeta	2011	104,0	PP-PAR
50012	Alborge	2016	104,0	PSOE
50018	Alfamén	2015	104,0	C's
50024	Almonacid de la Sierra	2015	104,0	C's
50036	Asín	2011	104,0	PP-PAR
50106	Fayos (Los)	2015	104,0	PP-PAR
50107	Figueruelas	2019	104,0	VOX
50123	Grisén	2015	104,0	PODEMOS
50147	Luceni	2019	104,0	Cs
50157	Malón	2015	104,0	PODEMOS
50193	Nuez de Ebro	2019	104,0	Cs
50223	Remolinos	2008	104,0	PAR
50228	Rueda de Jalón	2015	104,0	PSOE
50233	Samper del Salz	2015	104,0	PP-PAR
50235	San Mateo de Gállego	2011	104,0	UPyD
50238	Santa Eulalia de Gállego	2008	104,0	PSOE
50278	Velilla de Ebro	2016	104,0	PSOE
50902	Marracos	2019	104,0	PP
22007	Albalate de Cinca	2019	103,0	PODEMOS-IU
22018	Alcubierre	2016	103,0	PODEMOS-IU-EQUO
22022	Almunia de San Juan	2019	103,0	PODEMOS-IU
22036	Argavieso	2019	103,0	PP
22046	Ballobar	2019	103,0	Cs
22052	Belver de Cinca	2008	103,0	PAR
22054	Benasque	2011	103,0	UPyD
22064	Blecua y Torres	2015	103,0	PSOE
22080	Capella	2015	103,0	PSOE
22117	Graus	2019	103,0	CHA
22124	Huerto	2015	103,0	PSOE
22142	Lascuarre	2019	103,0	PP
22160	Naval	2016	103,0	PODEMOS-IU-EQUO
22177	Perarrúa	2008	103,0	PSOE
22209	Santa Cruz de la Serós	2015	103,0	PODEMOS-Ahora Alto Aragón en Común
22220	Sesa	2016	103,0	PSOE
22232	Torralba de Aragón	2015	103,0	PP-PAR
22235	Torres de Alcanadre	2008	103,0	PSOE
22248	Vicién	2011	103,0	PP-PAR
22904	Sotonera (La)	2016	103,0	C's
44007	Alba	2011	103,0	PSOE
44040	Berge	2019	103,0	¡TERUEL EXISTE!
44052	Calomarde	2011	103,0	PP-PAR
44054	Camarena de la Sierra	2008	103,0	PSOE
44055	Camarillas	2011	103,0	PP-PAR
44087	Crivillén	2008	103,0	PSOE
44090	Cucalón	2015	103,0	PP-PAR
44107	Foz-Calanda	2019	103,0	PP
44137	Linares de Mora	2008	103,0	PAR
44165	Nogueruelas	2019	103,0	PSOE
44177	Pancrudo	2008	103,0	PSOE
44178	Parras de Castellote (Las)	2011	103,0	PP-PAR
44182	Perales del Alfambra	2019	103,0	PSOE
44187	Portellada (La)	2011	103,0	PSOE
44193	Puertomingalvo	2008	103,0	PP
44195	Rillo	2011	103,0	PP-PAR
44240	Valbona	2019	103,0	PSOE
50005	Aguilón	2019	103,0	PSOE
50017	Alfajarín	2008	103,0	IU
50060	Bulbuente	2019	103,0	PP
50111	Fréscano	2019	103,0	PSOE
50161	Manchones	2019	103,0	PP
50184	Murero	2019	103,0	PP
50190	Novallas	2016	103,0	C's
50205	Pedrosas (Las)	2011	103,0	PSOE
50238	Santa Eulalia de Gállego	2016	103,0	PP-PAR
50244	Sierra de Luna	2015	103,0	PSOE
50267	Uncastillo	2008	103,0	PAR
50267	Uncastillo	2008	103,0	CHA
50288	Villanueva de Gállego	2016	103,0	PACMA
50290	Villanueva de Huerva	2008	103,0	PAR
50293	Villarroya de la Sierra	2015	103,0	PODEMOS
22002	Abizanda	2019	102,0	PP
22020	Alfántega	2016	102,0	PP-PAR
22042	Azlor	2011	102,0	PSOE
22063	Biscarrués	2016	102,0	PODEMOS-IU-EQUO
22072	Caldearenas	2016	102,0	PSOE
22072	Caldearenas	2016	102,0	PODEMOS-IU-EQUO
22078	Canfranc	2011	102,0	CHA-IU
22078	Canfranc	2015	102,0	IU-CHA-UPeC
22079	Capdesaso	2016	102,0	PSOE
22085	Castelflorite	2011	102,0	PP-PAR
22086	Castiello de Jaca	2015	102,0	PODEMOS-Ahora Alto Aragón en Común
22086	Castiello de Jaca	2019	102,0	PSOE
22107	Fanlo	2008	102,0	PAR
22112	Fraga	2008	102,0	LV
22125	Huesca	2016	102,0	MAS
22126	Ibieca	2015	102,0	PP-PAR
22184	Poleñino	2019	102,0	PSOE
