Municipio código	Municipio nombre	Año	Votos	Siglas
50297	Zaragoza	2008	484530,0	PSOE
50297	Zaragoza	2011	444264,0	PP-PAR
50297	Zaragoza	2008	388676,0	PP
50297	Zaragoza	2016	352742,0	PP-PAR
50297	Zaragoza	2019	323876,0	PSOE
50297	Zaragoza	2015	310540,0	PP-PAR
50297	Zaragoza	2019	307957,0	PP
50297	Zaragoza	2011	274650,0	PSOE
50297	Zaragoza	2016	235448,0	PSOE
50297	Zaragoza	2015	208002,0	PSOE
50297	Zaragoza	2016	207553,0	PODEMOS-IU-EQUO
50297	Zaragoza	2015	196248,0	PODEMOS
50297	Zaragoza	2015	154422,0	C's
50297	Zaragoza	2016	147508,0	C's
50297	Zaragoza	2019	116580,0	PODEMOS-IU
50297	Zaragoza	2011	111751,0	CHA-IU
50297	Zaragoza	2019	103309,0	Cs
50297	Zaragoza	2015	75070,0	IU-CHA-UPeC
50297	Zaragoza	2008	61149,0	CHA
50297	Zaragoza	2019	57921,0	VOX
50297	Zaragoza	2008	48436,0	PAR
50297	Zaragoza	2019	39459,0	M PAÍS-CHA-EQUO
22125	Huesca	2008	35293,0	PSOE
50297	Zaragoza	2008	34567,0	IU
22125	Huesca	2011	32684,0	PP-PAR
22125	Huesca	2008	29596,0	PP
44216	Teruel	2011	26743,0	PP-PAR
22125	Huesca	2019	26376,0	PSOE
50297	Zaragoza	2011	26030,0	UPyD
44216	Teruel	2008	25578,0	PP
22125	Huesca	2016	25564,0	PP-PAR
44216	Teruel	2019	24030,0	¡TERUEL EXISTE!
22125	Huesca	2019	23447,0	PP
44216	Teruel	2016	22746,0	PP-PAR
22125	Huesca	2015	22356,0	PP-PAR
22125	Huesca	2011	21778,0	PSOE
44216	Teruel	2008	21108,0	PSOE
50297	Zaragoza	2015	20949,0	EB
44216	Teruel	2015	19652,0	PP-PAR
22125	Huesca	2016	19040,0	PSOE
22125	Huesca	2015	17638,0	PSOE
50297	Zaragoza	2016	16312,0	PACMA
50297	Zaragoza	2008	15552,0	UPyD
50095	Ejea de los Caballeros	2008	15511,0	PSOE
50297	Zaragoza	2016	14703,0	EB
44216	Teruel	2019	14211,0	PP
50067	Calatayud	2011	14172,0	PP-PAR
22125	Huesca	2016	14085,0	PODEMOS-IU-EQUO
50297	Zaragoza	2015	13711,0	PACMA
50067	Calatayud	2008	13105,0	PSOE
50067	Calatayud	2008	12928,0	PP
22125	Huesca	2015	12440,0	PODEMOS-Ahora Alto Aragón en Común
22048	Barbastro	2008	12421,0	PSOE
44216	Teruel	2011	12417,0	PSOE
22048	Barbastro	2011	12182,0	PP-PAR
22158	Monzón	2008	12155,0	PSOE
50297	Zaragoza	2019	12041,0	PACMA
22125	Huesca	2015	11821,0	C's
44216	Teruel	2016	11813,0	PSOE
50297	Zaragoza	2015	11599,0	UPYD
50067	Calatayud	2016	11438,0	PP-PAR
50095	Ejea de los Caballeros	2011	11293,0	PSOE
50272	Utebo	2008	11121,0	PSOE
22158	Monzón	2011	10828,0	PP-PAR
44216	Teruel	2015	10727,0	PSOE
22125	Huesca	2016	10618,0	C's
50067	Calatayud	2019	10515,0	PP
22048	Barbastro	2008	10507,0	PP
50297	Zaragoza	2011	10457,0	Eb
44013	Alcañiz	2008	10402,0	PSOE
50272	Utebo	2011	10231,0	PP-PAR
44013	Alcañiz	2011	10184,0	PP-PAR
50095	Ejea de los Caballeros	2019	10108,0	PSOE
22112	Fraga	2011	10085,0	PP-PAR
22048	Barbastro	2016	9852,0	PP-PAR
50067	Calatayud	2015	9763,0	PP-PAR
44216	Teruel	2019	9599,0	PSOE
50297	Zaragoza	2011	9520,0	EQUO
50095	Ejea de los Caballeros	2011	9513,0	PP-PAR
22130	Jaca	2008	9358,0	PSOE
50095	Ejea de los Caballeros	2016	9323,0	PSOE
50095	Ejea de los Caballeros	2015	9226,0	PSOE
22112	Fraga	2008	9171,0	PP
22158	Monzón	2008	9032,0	PP
22112	Fraga	2008	9015,0	PSOE
44013	Alcañiz	2016	8746,0	PP-PAR
22048	Barbastro	2019	8727,0	PP
22048	Barbastro	2015	8682,0	PP-PAR
50067	Calatayud	2019	8639,0	PSOE
44216	Teruel	2015	8588,0	C's
50067	Calatayud	2011	8554,0	PSOE
50251	Tarazona	2011	8545,0	PP-PAR
22125	Huesca	2019	8484,0	PODEMOS-IU
22158	Monzón	2019	8141,0	PSOE
22158	Monzón	2016	8066,0	PP-PAR
50251	Tarazona	2008	8048,0	PSOE
50297	Zaragoza	2019	8037,0	EB
22158	Monzón	2011	7982,0	PSOE
22199	Sabiñánigo	2008	7957,0	PSOE
22048	Barbastro	2011	7955,0	PSOE
22130	Jaca	2011	7952,0	PP-PAR
22048	Barbastro	2019	7929,0	PSOE
44013	Alcañiz	2015	7881,0	PP-PAR
50272	Utebo	2008	7850,0	PP
50297	Zaragoza	2011	7797,0	PACMA
50272	Utebo	2019	7784,0	PSOE
44013	Alcañiz	2008	7728,0	PP
50095	Ejea de los Caballeros	2016	7629,0	PP-PAR
44216	Teruel	2016	7583,0	PODEMOS-IU-EQUO
50089	Cuarte de Huerva	2011	7500,0	PP-PAR
44025	Andorra	2008	7485,0	PSOE
50095	Ejea de los Caballeros	2008	7430,0	PP
44216	Teruel	2016	7407,0	C's
44216	Teruel	2015	7374,0	PODEMOS
50067	Calatayud	2016	7346,0	PSOE
22112	Fraga	2016	7263,0	PP-PAR
22158	Monzón	2019	7081,0	PP
22158	Monzón	2015	7013,0	PP-PAR
50251	Tarazona	2008	6953,0	PP
50095	Ejea de los Caballeros	2015	6891,0	PP-PAR
50272	Utebo	2016	6868,0	PP-PAR
22125	Huesca	2011	6822,0	CHA-IU
22130	Jaca	2008	6795,0	PP
22061	Binéfar	2011	6780,0	PP-PAR
50074	Caspe	2008	6747,0	PSOE
50251	Tarazona	2016	6708,0	PP-PAR
50272	Utebo	2011	6640,0	PSOE
22112	Fraga	2015	6620,0	PP-PAR
22125	Huesca	2019	6440,0	Cs
22061	Binéfar	2008	6410,0	PSOE
22048	Barbastro	2016	6354,0	PSOE
44013	Alcañiz	2019	6345,0	PP
50089	Cuarte de Huerva	2016	6331,0	PP-PAR
22158	Monzón	2016	6313,0	PSOE
22048	Barbastro	2015	6267,0	PSOE
50067	Calatayud	2015	6237,0	PSOE
22130	Jaca	2016	6182,0	PP-PAR
50272	Utebo	2019	6166,0	PP
22158	Monzón	2015	6140,0	PSOE
22130	Jaca	2019	6121,0	PSOE
50272	Utebo	2015	6102,0	PP-PAR
50251	Tarazona	2015	6013,0	PP-PAR
44013	Alcañiz	2019	6005,0	PSOE
22112	Fraga	2019	5891,0	PP
50095	Ejea de los Caballeros	2019	5814,0	PP
50252	Tauste	2011	5756,0	PP-PAR
50297	Zaragoza	2008	5706,0	LV
44013	Alcañiz	2011	5705,0	PSOE
50272	Utebo	2016	5696,0	PSOE
50251	Tarazona	2019	5688,0	PSOE
22130	Jaca	2011	5685,0	PSOE
50089	Cuarte de Huerva	2019	5675,0	PP
50298	Zuera	2011	5571,0	PP-PAR
22112	Fraga	2011	5563,0	PSOE
50272	Utebo	2015	5553,0	PSOE
22199	Sabiñánigo	2011	5547,0	PP-PAR
22125	Huesca	2015	5513,0	IU-CHA-UPeC
50251	Tarazona	2019	5432,0	PP
50008	Alagón	2008	5417,0	PSOE
22061	Binéfar	2008	5409,0	PP
22130	Jaca	2015	5398,0	PP-PAR
50298	Zuera	2008	5276,0	PSOE
50252	Tauste	2008	5252,0	PSOE
22130	Jaca	2019	5185,0	PP
44013	Alcañiz	2016	5185,0	PSOE
50089	Cuarte de Huerva	2015	5142,0	PP-PAR
22061	Binéfar	2016	5140,0	PP-PAR
50251	Tarazona	2011	5110,0	PSOE
50074	Caspe	2011	5106,0	PP-PAR
22112	Fraga	2015	5016,0	PSOE
50025	Almunia de Doña Godina (La)	2011	5005,0	PP-PAR
22199	Sabiñánigo	2019	4977,0	PSOE
50298	Zuera	2008	4967,0	PP
44013	Alcañiz	2015	4961,0	PSOE
50252	Tauste	2016	4939,0	PP-PAR
22112	Fraga	2019	4897,0	PSOE
22199	Sabiñánigo	2011	4856,0	PSOE
22130	Jaca	2016	4851,0	PSOE
50272	Utebo	2016	4842,0	PODEMOS-IU-EQUO
50272	Utebo	2015	4820,0	PODEMOS
50252	Tauste	2008	4698,0	PP
22112	Fraga	2016	4689,0	PSOE
50297	Zaragoza	2016	4652,0	UPyD
44025	Andorra	2011	4627,0	PP-PAR
22061	Binéfar	2015	4608,0	PP-PAR
50272	Utebo	2015	4529,0	C's
22130	Jaca	2015	4477,0	PSOE
50252	Tauste	2015	4409,0	PP-PAR
22199	Sabiñánigo	2008	4335,0	PP
50298	Zuera	2016	4305,0	PP-PAR
22061	Binéfar	2011	4304,0	PSOE
44025	Andorra	2011	4277,0	PSOE
50025	Almunia de Doña Godina (La)	2008	4277,0	PSOE
50074	Caspe	2011	4259,0	PSOE
22199	Sabiñánigo	2016	4226,0	PSOE
50089	Cuarte de Huerva	2015	4200,0	C's
50251	Tarazona	2016	4143,0	PSOE
50089	Cuarte de Huerva	2008	4095,0	PP
44013	Alcañiz	2019	4078,0	¡TERUEL EXISTE!
22199	Sabiñánigo	2016	4077,0	PP-PAR
22158	Monzón	2016	4067,0	PODEMOS-IU-EQUO
22061	Binéfar	2019	4035,0	PP
50074	Caspe	2019	4003,0	PSOE
22061	Binéfar	2019	3977,0	PSOE
50272	Utebo	2016	3943,0	C's
50025	Almunia de Doña Godina (La)	2008	3905,0	PP
50095	Ejea de los Caballeros	2016	3897,0	PODEMOS-IU-EQUO
50252	Tauste	2019	3896,0	PP
44025	Andorra	2016	3891,0	PSOE
22130	Jaca	2016	3854,0	PODEMOS-IU-EQUO
50025	Almunia de Doña Godina (La)	2016	3852,0	PP-PAR
50297	Zaragoza	2016	3844,0	RECORTES CERO-GRUPO VERDE
44025	Andorra	2008	3840,0	PP
50074	Caspe	2016	3840,0	PSOE
22125	Huesca	2008	3809,0	PAR
22125	Huesca	2019	3805,0	VOX
44013	Alcañiz	2016	3789,0	PODEMOS-IU-EQUO
50298	Zuera	2019	3786,0	PSOE
50182	Muela (La)	2011	3772,0	PP-PAR
22199	Sabiñánigo	2015	3771,0	PSOE
44025	Andorra	2015	3769,0	PSOE
50089	Cuarte de Huerva	2019	3754,0	PSOE
22158	Monzón	2015	3746,0	PODEMOS-Ahora Alto Aragón en Común
50298	Zuera	2019	3741,0	PP
44216	Teruel	2011	3734,0	CHA-IU
50160	Mallén	2008	3726,0	PSOE
50074	Caspe	2016	3719,0	PP-PAR
50008	Alagón	2011	3681,0	PP-PAR
50074	Caspe	2015	3659,0	PSOE
50298	Zuera	2015	3643,0	PP-PAR
50089	Cuarte de Huerva	2016	3642,0	C's
50251	Tarazona	2015	3634,0	PSOE
50298	Zuera	2011	3629,0	PSOE
44025	Andorra	2019	3628,0	PSOE
44013	Alcañiz	2015	3622,0	PODEMOS
50099	Épila	2008	3613,0	PSOE
22199	Sabiñánigo	2015	3611,0	PP-PAR
50288	Villanueva de Gállego	2011	3605,0	PP-PAR
50067	Calatayud	2016	3587,0	C's
44050	Calamocha	2011	3586,0	PP-PAR
22048	Barbastro	2015	3576,0	C's
50182	Muela (La)	2008	3575,0	PP
50067	Calatayud	2016	3548,0	PODEMOS-IU-EQUO
50074	Caspe	2008	3534,0	PP
50095	Ejea de los Caballeros	2015	3497,0	PODEMOS
50025	Almunia de Doña Godina (La)	2015	3488,0	PP-PAR
50055	Borja	2011	3485,0	PP-PAR
50252	Tauste	2011	3480,0	PSOE
50067	Calatayud	2015	3474,0	PODEMOS
50297	Zaragoza	2015	3471,0	RECORTES CERO-GRUPO VERDE
50008	Alagón	2011	3461,0	PSOE
22048	Barbastro	2016	3432,0	PODEMOS-IU-EQUO
50204	Pedrola	2008	3418,0	PSOE
44238	Utrillas	2008	3415,0	PSOE
50055	Borja	2008	3381,0	PSOE
50067	Calatayud	2015	3353,0	C's
50099	Épila	2011	3349,0	PP-PAR
22130	Jaca	2015	3348,0	PODEMOS-Ahora Alto Aragón en Común
50074	Caspe	2015	3298,0	PP-PAR
50115	Fuentes de Ebro	2008	3298,0	PSOE
22213	Sariñena	2011	3297,0	PP-PAR
50089	Cuarte de Huerva	2008	3290,0	PSOE
50008	Alagón	2019	3285,0	PSOE
50163	María de Huerva	2011	3280,0	PP-PAR
22125	Huesca	2008	3274,0	CHA
22213	Sariñena	2008	3242,0	PSOE
50219	Puebla de Alfindén (La)	2011	3225,0	PP-PAR
44013	Alcañiz	2015	3221,0	C's
44051	Calanda	2008	3217,0	PSOE
50115	Fuentes de Ebro	2011	3216,0	PP-PAR
44025	Andorra	2016	3203,0	PP-PAR
44216	Teruel	2008	3200,0	PAR
22199	Sabiñánigo	2019	3189,0	PP
50252	Tauste	2019	3178,0	PSOE
50298	Zuera	2016	3178,0	PSOE
22048	Barbastro	2016	3176,0	C's
50298	Zuera	2015	3171,0	PSOE
44051	Calanda	2011	3169,0	PP-PAR
22061	Binéfar	2016	3154,0	PSOE
22061	Binéfar	2015	3139,0	PSOE
22125	Huesca	2008	3120,0	IU
50297	Zaragoza	2015	3105,0	VOX
50272	Utebo	2019	3085,0	PODEMOS-IU
50089	Cuarte de Huerva	2015	3075,0	PODEMOS
50089	Cuarte de Huerva	2016	3055,0	PODEMOS-IU-EQUO
22158	Monzón	2015	3054,0	C's
50272	Utebo	2011	3044,0	CHA-IU
44076	Cella	2008	3014,0	PSOE
50160	Mallén	2011	3012,0	PSOE
44025	Andorra	2019	3011,0	¡TERUEL EXISTE!
50219	Puebla de Alfindén (La)	2008	3008,0	PSOE
50126	Illueca	2011	2998,0	PP-PAR
50025	Almunia de Doña Godina (La)	2019	2996,0	PP
50297	Zaragoza	2019	2974,0	RECORTES CERO-GV
44216	Teruel	2015	2954,0	IU-CHA-UPeC
44025	Andorra	2015	2921,0	PP-PAR
50251	Tarazona	2016	2892,0	PODEMOS-IU-EQUO
22048	Barbastro	2015	2887,0	PODEMOS-Ahora Alto Aragón en Común
22225	Tamarite de Litera	2011	2885,0	PP-PAR
44013	Alcañiz	2008	2870,0	PAR
22112	Fraga	2015	2839,0	PODEMOS-Ahora Alto Aragón en Común
44050	Calamocha	2008	2797,0	PP
50288	Villanueva de Gállego	2008	2791,0	PP
50252	Tauste	2016	2781,0	PSOE
50008	Alagón	2016	2777,0	PP-PAR
50204	Pedrola	2011	2777,0	PSOE
22158	Monzón	2016	2763,0	C's
50288	Villanueva de Gállego	2016	2762,0	PP-PAR
44238	Utrillas	2011	2755,0	PSOE
50074	Caspe	2019	2745,0	PP
50025	Almunia de Doña Godina (La)	2019	2733,0	PSOE
22117	Graus	2011	2727,0	PP-PAR
50163	María de Huerva	2016	2718,0	PP-PAR
44050	Calamocha	2016	2716,0	PP-PAR
50272	Utebo	2019	2697,0	Cs
50008	Alagón	2016	2695,0	PSOE
22130	Jaca	2015	2693,0	C's
44014	Alcorisa	2008	2685,0	PSOE
50008	Alagón	2015	2660,0	PSOE
50055	Borja	2016	2653,0	PP-PAR
22130	Jaca	2016	2650,0	C's
22199	Sabiñánigo	2015	2638,0	PODEMOS-Ahora Alto Aragón en Común
50066	Cadrete	2011	2633,0	PP-PAR
50025	Almunia de Doña Godina (La)	2015	2628,0	PSOE
50182	Muela (La)	2016	2620,0	PP-PAR
50252	Tauste	2015	2617,0	PSOE
22112	Fraga	2015	2613,0	C's
50204	Pedrola	2019	2613,0	PSOE
22112	Fraga	2016	2606,0	PODEMOS-IU-EQUO
22225	Tamarite de Litera	2008	2604,0	PSOE
44050	Calamocha	2008	2586,0	PSOE
22199	Sabiñánigo	2016	2583,0	PODEMOS-IU-EQUO
50235	San Mateo de Gállego	2011	2571,0	PP-PAR
44013	Alcañiz	2016	2569,0	C's
50025	Almunia de Doña Godina (La)	2011	2568,0	PSOE
50089	Cuarte de Huerva	2016	2562,0	PSOE
50297	Zaragoza	2016	2559,0	VOX
50073	Cariñena	2011	2552,0	PP-PAR
50288	Villanueva de Gállego	2008	2522,0	PSOE
22213	Sariñena	2016	2497,0	PP-PAR
50251	Tarazona	2015	2486,0	PODEMOS
50099	Épila	2008	2478,0	PP
50115	Fuentes de Ebro	2015	2473,0	PP-PAR
50099	Épila	2011	2464,0	PSOE
50025	Almunia de Doña Godina (La)	2016	2460,0	PSOE
22021	Almudévar	2008	2454,0	PSOE
50089	Cuarte de Huerva	2011	2450,0	PSOE
50089	Cuarte de Huerva	2019	2439,0	Cs
22048	Barbastro	2019	2428,0	Cs
50055	Borja	2015	2427,0	PP-PAR
50204	Pedrola	2016	2427,0	PSOE
50163	María de Huerva	2019	2424,0	PP
44051	Calanda	2016	2423,0	PP-PAR
50099	Épila	2019	2419,0	PSOE
22117	Graus	2008	2417,0	PSOE
44216	Teruel	2019	2416,0	VOX
22225	Tamarite de Litera	2008	2413,0	PP
50008	Alagón	2016	2408,0	PODEMOS-IU-EQUO
44051	Calanda	2008	2405,0	PP
50115	Fuentes de Ebro	2016	2405,0	PP-PAR
50209	Pinseque	2011	2403,0	PP-PAR
50099	Épila	2016	2379,0	PSOE
44014	Alcorisa	2011	2375,0	PP-PAR
44076	Cella	2011	2356,0	PP-PAR
50055	Borja	2008	2356,0	PP
50095	Ejea de los Caballeros	2019	2355,0	PODEMOS-IU
50219	Puebla de Alfindén (La)	2016	2353,0	PP-PAR
50099	Épila	2016	2351,0	PP-PAR
50099	Épila	2015	2342,0	PSOE
22117	Graus	2008	2339,0	PP
50204	Pedrola	2015	2339,0	PSOE
50219	Puebla de Alfindén (La)	2008	2339,0	PP
50288	Villanueva de Gállego	2015	2333,0	PP-PAR
50126	Illueca	2008	2331,0	PSOE
22213	Sariñena	2015	2329,0	PP-PAR
44076	Cella	2008	2326,0	PP
44216	Teruel	2019	2326,0	Cs
50163	María de Huerva	2008	2321,0	PSOE
50115	Fuentes de Ebro	2008	2320,0	PP
50089	Cuarte de Huerva	2015	2316,0	PSOE
50118	Gallur	2008	2314,0	PSOE
22213	Sariñena	2008	2303,0	PP
44238	Utrillas	2015	2303,0	PSOE
50008	Alagón	2015	2301,0	PP-PAR
44025	Andorra	2016	2289,0	PODEMOS-IU-EQUO
50165	Mequinenza	2008	2289,0	PSOE
50068	Calatorao	2008	2279,0	PSOE
50126	Illueca	2008	2278,0	PP
50068	Calatorao	2011	2272,0	PP-PAR
44076	Cella	2011	2270,0	PSOE
50297	Zaragoza	2008	2266,0	C's
50067	Calatayud	2019	2265,0	Cs
44216	Teruel	2008	2258,0	CHA
50115	Fuentes de Ebro	2011	2257,0	PSOE
50126	Illueca	2016	2257,0	PP-PAR
44051	Calanda	2015	2254,0	PP-PAR
50099	Épila	2015	2253,0	PP-PAR
44025	Andorra	2015	2240,0	PODEMOS
22130	Jaca	2019	2234,0	PODEMOS-IU
50208	Pina de Ebro	2008	2225,0	PSOE
44050	Calamocha	2015	2223,0	PP-PAR
50272	Utebo	2015	2216,0	IU-CHA-UPeC
22158	Monzón	2019	2204,0	PODEMOS-IU
22112	Fraga	2016	2202,0	C's
50297	Zaragoza	2011	2200,0	PUM+J
50903	Villamayor de Gállego	2008	2194,0	PSOE
50073	Cariñena	2008	2190,0	PSOE
22213	Sariñena	2019	2188,0	PSOE
50163	María de Huerva	2015	2185,0	PP-PAR
50182	Muela (La)	2008	2185,0	PSOE
44238	Utrillas	2016	2184,0	PSOE
22225	Tamarite de Litera	2016	2176,0	PP-PAR
50288	Villanueva de Gállego	2019	2174,0	PP
50067	Calatayud	2008	2170,0	PAR
50066	Cadrete	2016	2167,0	PP-PAR
50073	Cariñena	2008	2154,0	PP
44051	Calanda	2019	2153,0	PP
50163	María de Huerva	2008	2148,0	PP
50008	Alagón	2008	2145,0	PP
50115	Fuentes de Ebro	2015	2136,0	PSOE
44216	Teruel	2019	2125,0	PODEMOS-IU
50095	Ejea de los Caballeros	2011	2119,0	CHA-IU
50126	Illueca	2015	2117,0	PP-PAR
22225	Tamarite de Litera	2015	2109,0	PP-PAR
22061	Binéfar	2015	2100,0	PODEMOS-Ahora Alto Aragón en Común
22125	Huesca	2008	2093,0	UPyD
44238	Utrillas	2019	2089,0	PSOE
50118	Gallur	2011	2086,0	PP-PAR
22117	Graus	2016	2085,0	PP-PAR
44008	Albalate del Arzobispo	2008	2073,0	PSOE
22061	Binéfar	2016	2067,0	PODEMOS-IU-EQUO
44025	Andorra	2019	2063,0	PP
44051	Calanda	2011	2060,0	PSOE
50235	San Mateo de Gállego	2008	2059,0	PSOE
50115	Fuentes de Ebro	2019	2053,0	PSOE
50073	Cariñena	2016	2044,0	PP-PAR
50182	Muela (La)	2019	2043,0	PP
50903	Villamayor de Gállego	2011	2043,0	PP-PAR
50182	Muela (La)	2015	2042,0	PP-PAR
50008	Alagón	2015	2037,0	PODEMOS
50219	Puebla de Alfindén (La)	2015	2030,0	PP-PAR
50219	Puebla de Alfindén (La)	2019	2028,0	PSOE
44014	Alcorisa	2008	2023,0	PP
22048	Barbastro	2019	2013,0	PODEMOS-IU
50055	Borja	2019	2010,0	PSOE
50118	Gallur	2011	2007,0	PSOE
50219	Puebla de Alfindén (La)	2019	2006,0	PP
22117	Graus	2015	1997,0	PP-PAR
50272	Utebo	2019	1995,0	VOX
22158	Monzón	2011	1991,0	CHA-IU
50209	Pinseque	2008	1991,0	PSOE
50160	Mallén	2011	1990,0	PP-PAR
50055	Borja	2011	1987,0	PSOE
44076	Cella	2016	1985,0	PP-PAR
50074	Caspe	2015	1983,0	PODEMOS
50251	Tarazona	2015	1975,0	C's
50062	Burgo de Ebro (El)	2008	1974,0	PSOE
50160	Mallén	2015	1971,0	PSOE
22061	Binéfar	2015	1969,0	C's
22112	Fraga	2019	1957,0	PODEMOS-IU
50209	Pinseque	2008	1955,0	PP
50066	Cadrete	2008	1954,0	PP
50115	Fuentes de Ebro	2016	1953,0	PSOE
22213	Sariñena	2011	1952,0	PSOE
50038	Ateca	2008	1946,0	PSOE
50008	Alagón	2019	1913,0	PP
50095	Ejea de los Caballeros	2016	1910,0	C's
50251	Tarazona	2016	1905,0	C's
50094	Daroca	2011	1899,0	PP-PAR
44153	Monreal del Campo	2008	1898,0	PSOE
22213	Sariñena	2016	1885,0	PSOE
50068	Calatorao	2008	1884,0	PP
50115	Fuentes de Ebro	2019	1883,0	PP
22125	Huesca	2011	1876,0	UPyD
50095	Ejea de los Caballeros	2015	1876,0	C's
50160	Mallén	2019	1876,0	PSOE
44076	Cella	2015	1870,0	PP-PAR
50066	Cadrete	2015	1866,0	PP-PAR
50074	Caspe	2008	1866,0	PAR
50099	Épila	2019	1862,0	PP
22125	Huesca	2019	1861,0	CHA
50152	Maella	2011	1859,0	PP-PAR
22158	Monzón	2019	1852,0	Cs
50235	San Mateo de Gállego	2008	1852,0	PP
50055	Borja	2019	1850,0	PP
50073	Cariñena	2015	1843,0	PP-PAR
50118	Gallur	2019	1841,0	PSOE
50017	Alfajarín	2011	1839,0	PP-PAR
44050	Calamocha	2019	1838,0	¡TERUEL EXISTE!
50219	Puebla de Alfindén (La)	2015	1832,0	PODEMOS
22213	Sariñena	2015	1830,0	PSOE
50251	Tarazona	2019	1829,0	PODEMOS-IU
50219	Puebla de Alfindén (La)	2011	1825,0	PSOE
50288	Villanueva de Gállego	2019	1822,0	PSOE
22125	Huesca	2011	1819,0	EQUO
50209	Pinseque	2016	1807,0	PP-PAR
50118	Gallur	2016	1806,0	PSOE
50066	Cadrete	2019	1801,0	PP
22021	Almudévar	2011	1800,0	PSOE
50160	Mallén	2016	1800,0	PSOE
50297	Zaragoza	2015	1795,0	Independientes-FIA
22112	Fraga	2019	1784,0	Cs
50225	Ricla	2011	1777,0	PP-PAR
44014	Alcorisa	2016	1775,0	PP-PAR
44014	Alcorisa	2011	1765,0	PSOE
22116	Grañén	2008	1755,0	PSOE
22130	Jaca	2019	1754,0	Cs
50219	Puebla de Alfindén (La)	2016	1753,0	PODEMOS-IU-EQUO
22021	Almudévar	2011	1749,0	PP-PAR
50089	Cuarte de Huerva	2019	1749,0	VOX
50074	Caspe	2016	1748,0	PODEMOS-IU-EQUO
50297	Zaragoza	2016	1746,0	INDEPENDIENTES-FIA
44076	Cella	2016	1740,0	PSOE
22061	Binéfar	2016	1738,0	C's
50094	Daroca	2008	1735,0	PSOE
50272	Utebo	2008	1735,0	CHA
22125	Huesca	2015	1731,0	EB
50089	Cuarte de Huerva	2019	1727,0	PODEMOS-IU
44051	Calanda	2015	1726,0	PSOE
50163	María de Huerva	2019	1722,0	PSOE
44050	Calamocha	2019	1721,0	PP
44051	Calanda	2016	1718,0	PSOE
50152	Maella	2008	1717,0	PSOE
22225	Tamarite de Litera	2019	1714,0	PP
22213	Sariñena	2019	1713,0	PP
44076	Cella	2015	1709,0	PSOE
50067	Calatayud	2019	1704,0	PODEMOS-IU
50055	Borja	2016	1703,0	PSOE
22021	Almudévar	2019	1696,0	PSOE
50118	Gallur	2015	1691,0	PSOE
44008	Albalate del Arzobispo	2011	1688,0	PSOE
50073	Cariñena	2011	1684,0	PSOE
50235	San Mateo de Gállego	2016	1680,0	PP-PAR
44025	Andorra	2011	1676,0	CHA-IU
50165	Mequinenza	2011	1676,0	PP-PAR
50126	Illueca	2019	1670,0	PP
22117	Graus	2019	1668,0	PP
44153	Monreal del Campo	2011	1664,0	PP-PAR
50160	Mallén	2008	1661,0	PP
50057	Brea de Aragón	2011	1654,0	PP-PAR
50152	Maella	2008	1652,0	PP
50204	Pedrola	2011	1636,0	PP-PAR
44122	Híjar	2008	1630,0	PSOE
22158	Monzón	2015	1628,0	IU-CHA-UPeC
50055	Borja	2015	1625,0	PSOE
50045	Belchite	2011	1621,0	PP-PAR
44051	Calanda	2019	1620,0	PSOE
44014	Alcorisa	2015	1617,0	PP-PAR
22137	Lanaja	2008	1616,0	PSOE
50903	Villamayor de Gállego	2016	1613,0	PP-PAR
50073	Cariñena	2019	1612,0	PP
22130	Jaca	2011	1608,0	CHA-IU
50095	Ejea de los Caballeros	2019	1606,0	Cs
50062	Burgo de Ebro (El)	2011	1597,0	PP-PAR
50222	Quinto	2008	1590,0	PSOE
50251	Tarazona	2011	1590,0	CHA-IU
44014	Alcorisa	2016	1583,0	PSOE
50163	María de Huerva	2016	1579,0	PODEMOS-IU-EQUO
50067	Calatayud	2019	1576,0	VOX
22199	Sabiñánigo	2019	1574,0	PODEMOS-IU
44076	Cella	2019	1572,0	PSOE
50067	Calatayud	2011	1569,0	CHA-IU
44008	Albalate del Arzobispo	2011	1568,0	PP-PAR
22116	Grañén	2011	1566,0	PP-PAR
50068	Calatorao	2011	1565,0	PSOE
22199	Sabiñánigo	2015	1564,0	C's
50163	María de Huerva	2016	1564,0	C's
50209	Pinseque	2015	1563,0	PP-PAR
50219	Puebla de Alfindén (La)	2016	1562,0	PSOE
50222	Quinto	2011	1558,0	PP-PAR
44246	Valderrobres	2011	1553,0	PP-PAR
50298	Zuera	2016	1551,0	PODEMOS-IU-EQUO
22254	Zaidín	2008	1546,0	PSOE
44050	Calamocha	2019	1546,0	PSOE
50068	Calatorao	2019	1546,0	PSOE
44014	Alcorisa	2015	1545,0	PSOE
50288	Villanueva de Gállego	2011	1545,0	PSOE
50068	Calatorao	2016	1544,0	PP-PAR
50223	Remolinos	2008	1537,0	PSOE
50038	Ateca	2011	1529,0	PP-PAR
50298	Zuera	2015	1529,0	C's
50045	Belchite	2008	1528,0	PSOE
50235	San Mateo de Gállego	2015	1520,0	PP-PAR
44014	Alcorisa	2019	1518,0	¡TERUEL EXISTE!
50008	Alagón	2019	1517,0	PODEMOS-IU
50209	Pinseque	2019	1517,0	PP
22119	Gurrea de Gállego	2008	1514,0	PSOE
44013	Alcañiz	2011	1514,0	CHA-IU
22117	Graus	2011	1500,0	PSOE
