Mes y año	Mes (código)	Mes nombre	Año	Comarca código	Comarca nombre	Sexo	Temporalidad	Modalidad	orden_modalidad	Grupo de tipo de contrato	Grupo de tipo de contrato	Días duración contrato	Número de contratos	Duración contrato	Duración contrato * 1.00 / Número de contratos
Abril 2020	202004	Abril	2020	27	Andorra-Sierra de Arcos	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	10	86	8,6
Abril 2020	202004	Abril	2020	27	Andorra-Sierra de Arcos	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	1	54	54
Abril 2020	202004	Abril	2020	27	Andorra-Sierra de Arcos	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	3	0	0
Abril 2020	202004	Abril	2020	27	Andorra-Sierra de Arcos	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	1	41	41
Abril 2020	202004	Abril	2020	28	Bajo Aragón	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	63	0	0
Abril 2020	202004	Abril	2020	28	Bajo Aragón	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	2	6	3
Abril 2020	202004	Abril	2020	28	Bajo Aragón	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	42	0	0
Abril 2020	202004	Abril	2020	28	Bajo Aragón	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	2	287	143,5
Abril 2020	202004	Abril	2020	28	Bajo Aragón	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	27	1427	52,85185185185185185185185185185185185185
Abril 2020	202004	Abril	2020	28	Bajo Aragón	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	12	465	38,75
Abril 2020	202004	Abril	2020	28	Bajo Aragón	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	5	0	0
Abril 2020	202004	Abril	2020	28	Bajo Aragón	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	1	360	360
Abril 2020	202004	Abril	2020	28	Bajo Aragón	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	6	0	0
Abril 2020	202004	Abril	2020	28	Bajo Aragón	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	4	288	72
Abril 2020	202004	Abril	2020	29	Comunidad de Teruel	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	65	0	0
Abril 2020	202004	Abril	2020	29	Comunidad de Teruel	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	2	274	137
Abril 2020	202004	Abril	2020	29	Comunidad de Teruel	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	59	0	0
Abril 2020	202004	Abril	2020	29	Comunidad de Teruel	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	7	1057	151
Abril 2020	202004	Abril	2020	29	Comunidad de Teruel	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	82	3457	42,15853658536585365853658536585365853659
Abril 2020	202004	Abril	2020	29	Comunidad de Teruel	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	112	5083	45,38392857142857142857142857142857142857
Abril 2020	202004	Abril	2020	29	Comunidad de Teruel	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	12	0	0
Abril 2020	202004	Abril	2020	29	Comunidad de Teruel	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	7	106	15,14285714285714285714285714285714285714
Abril 2020	202004	Abril	2020	29	Comunidad de Teruel	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	26	0	0
Abril 2020	202004	Abril	2020	29	Comunidad de Teruel	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	15	275	18,33333333333333333333333333333333333333
Abril 2020	202004	Abril	2020	29	Comunidad de Teruel	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	1	0	0
Abril 2020	202004	Abril	2020	29	Comunidad de Teruel	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	1	931	931
Abril 2020	202004	Abril	2020	29	Comunidad de Teruel	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	1	1140	1140
Abril 2020	202004	Abril	2020	29	Comunidad de Teruel	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	2	1200	600
Abril 2020	202004	Abril	2020	29	Comunidad de Teruel	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	3	3418	1139,333333333333333333333333333333333333
Abril 2020	202004	Abril	2020	29	Comunidad de Teruel	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	1	180	180
Abril 2020	202004	Abril	2020	29	Comunidad de Teruel	Hombres	Temporal	Otros	8	Otros	Otros	1	1	360	360
Abril 2020	202004	Abril	2020	29	Comunidad de Teruel	Hombres	Temporal	Otros	8	Temp. Inserción	Temp. Inserción	1	1	180	180
Abril 2020	202004	Abril	2020	30	Maestrazgo	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	4	0	0
Abril 2020	202004	Abril	2020	30	Maestrazgo	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	3	0	0
Abril 2020	202004	Abril	2020	30	Maestrazgo	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	3	300	100
Abril 2020	202004	Abril	2020	30	Maestrazgo	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	1	90	90
Abril 2020	202004	Abril	2020	30	Maestrazgo	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	2	0	0
Abril 2020	202004	Abril	2020	30	Maestrazgo	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	1	111	111
Abril 2020	202004	Abril	2020	31	Sierra de Albarracín	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	14	0	0
Abril 2020	202004	Abril	2020	31	Sierra de Albarracín	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	4	121	30,25
Abril 2020	202004	Abril	2020	31	Sierra de Albarracín	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	33	0	0
Abril 2020	202004	Abril	2020	31	Sierra de Albarracín	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	11	392	35,63636363636363636363636363636363636364
Abril 2020	202004	Abril	2020	31	Sierra de Albarracín	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	8	354	44,25
Abril 2020	202004	Abril	2020	31	Sierra de Albarracín	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	3	163	54,33333333333333333333333333333333333333
Abril 2020	202004	Abril	2020	31	Sierra de Albarracín	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	3	0	0
Abril 2020	202004	Abril	2020	31	Sierra de Albarracín	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	1	180	180
Abril 2020	202004	Abril	2020	32	Gúdar-Javalambre	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	13	0	0
Abril 2020	202004	Abril	2020	32	Gúdar-Javalambre	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	2	284	142
Abril 2020	202004	Abril	2020	32	Gúdar-Javalambre	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	6	0	0
Abril 2020	202004	Abril	2020	32	Gúdar-Javalambre	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	12	1303	108,583333333333333333333333333333333333
Abril 2020	202004	Abril	2020	32	Gúdar-Javalambre	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	3	74	24,66666666666666666666666666666666666667
Abril 2020	202004	Abril	2020	32	Gúdar-Javalambre	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	2	0	0
Abril 2020	202004	Abril	2020	32	Gúdar-Javalambre	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	1	0	0
Abril 2020	202004	Abril	2020	33	Matarraña / Matarranya	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	28	0	0
Abril 2020	202004	Abril	2020	33	Matarraña / Matarranya	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	24	0	0
Abril 2020	202004	Abril	2020	33	Matarraña / Matarranya	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	6	324	54
Abril 2020	202004	Abril	2020	33	Matarraña / Matarranya	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	5	111	22,2
Abril 2020	202004	Abril	2020	33	Matarraña / Matarranya	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	3	0	0
Abril 2020	202004	Abril	2020	33	Matarraña / Matarranya	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	1	77	77
Abril 2020	202004	Abril	2020	33	Matarraña / Matarranya	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	1	0	0
Marzo 2020	202003	Marzo	2020	01	La Jacetania	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	41	0	0
Marzo 2020	202003	Marzo	2020	01	La Jacetania	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	7	318	45,42857142857142857142857142857142857143
Marzo 2020	202003	Marzo	2020	01	La Jacetania	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	41	0	0
Marzo 2020	202003	Marzo	2020	01	La Jacetania	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	9	799	88,77777777777777777777777777777777777778
Marzo 2020	202003	Marzo	2020	01	La Jacetania	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	3	0	0
Marzo 2020	202003	Marzo	2020	01	La Jacetania	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	170	3048	17,92941176470588235294117647058823529412
Marzo 2020	202003	Marzo	2020	01	La Jacetania	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	121	3552	29,35537190082644628099173553719008264463
Marzo 2020	202003	Marzo	2020	01	La Jacetania	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	1	0	0
Marzo 2020	202003	Marzo	2020	01	La Jacetania	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	2	84	42
Marzo 2020	202003	Marzo	2020	01	La Jacetania	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	12	0	0
Marzo 2020	202003	Marzo	2020	01	La Jacetania	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	15	188	12,53333333333333333333333333333333333333
Marzo 2020	202003	Marzo	2020	02	Alto Gállego	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	36	0	0
Marzo 2020	202003	Marzo	2020	02	Alto Gállego	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	24	436	18,16666666666666666666666666666666666667
Marzo 2020	202003	Marzo	2020	02	Alto Gállego	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	24	0	0
Marzo 2020	202003	Marzo	2020	02	Alto Gállego	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	4	7	1,75
Marzo 2020	202003	Marzo	2020	02	Alto Gállego	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	176	4443	25,24431818181818181818181818181818181818
Marzo 2020	202003	Marzo	2020	02	Alto Gállego	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	148	2923	19,75
Marzo 2020	202003	Marzo	2020	02	Alto Gállego	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	9	0	0
Marzo 2020	202003	Marzo	2020	02	Alto Gállego	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	9	0	0
Marzo 2020	202003	Marzo	2020	02	Alto Gállego	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	2	471	235,5
Marzo 2020	202003	Marzo	2020	02	Alto Gállego	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	1	360	360
Marzo 2020	202003	Marzo	2020	02	Alto Gállego	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	1	1324	1324
Marzo 2020	202003	Marzo	2020	03	Sobrarbe	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	16	0	0
Marzo 2020	202003	Marzo	2020	03	Sobrarbe	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	14	0	0
Marzo 2020	202003	Marzo	2020	03	Sobrarbe	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	1	62	62
Marzo 2020	202003	Marzo	2020	03	Sobrarbe	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	41	2646	64,53658536585365853658536585365853658537
Marzo 2020	202003	Marzo	2020	03	Sobrarbe	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	36	1938	53,83333333333333333333333333333333333333
Marzo 2020	202003	Marzo	2020	03	Sobrarbe	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	2	0	0
Marzo 2020	202003	Marzo	2020	03	Sobrarbe	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	3	0	0
Marzo 2020	202003	Marzo	2020	04	La Ribagorza	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	28	0	0
Marzo 2020	202003	Marzo	2020	04	La Ribagorza	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	1	4	4
Marzo 2020	202003	Marzo	2020	04	La Ribagorza	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	37	0	0
Marzo 2020	202003	Marzo	2020	04	La Ribagorza	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	3	368	122,666666666666666666666666666666666667
Marzo 2020	202003	Marzo	2020	04	La Ribagorza	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	44	2186	49,68181818181818181818181818181818181818
Marzo 2020	202003	Marzo	2020	04	La Ribagorza	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	35	1952	55,77142857142857142857142857142857142857
Marzo 2020	202003	Marzo	2020	04	La Ribagorza	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	2	0	0
Marzo 2020	202003	Marzo	2020	04	La Ribagorza	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	1	1	1
Marzo 2020	202003	Marzo	2020	04	La Ribagorza	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	6	0	0
Marzo 2020	202003	Marzo	2020	04	La Ribagorza	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	1	110	110
Marzo 2020	202003	Marzo	2020	04	La Ribagorza	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	1	360	360
Marzo 2020	202003	Marzo	2020	04	La Ribagorza	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	1	360	360
Marzo 2020	202003	Marzo	2020	05	Cinco Villas	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	162	0	0
Marzo 2020	202003	Marzo	2020	05	Cinco Villas	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	4	383	95,75
Marzo 2020	202003	Marzo	2020	05	Cinco Villas	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	71	0	0
Marzo 2020	202003	Marzo	2020	05	Cinco Villas	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	4	173	43,25
Marzo 2020	202003	Marzo	2020	05	Cinco Villas	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	94	7986	84,95744680851063829787234042553191489362
Marzo 2020	202003	Marzo	2020	05	Cinco Villas	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	49	4399	89,77551020408163265306122448979591836735
Marzo 2020	202003	Marzo	2020	05	Cinco Villas	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	10	0	0
Marzo 2020	202003	Marzo	2020	05	Cinco Villas	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	1	73	73
Marzo 2020	202003	Marzo	2020	05	Cinco Villas	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	35	0	0
Marzo 2020	202003	Marzo	2020	05	Cinco Villas	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	5	143	28,6
Marzo 2020	202003	Marzo	2020	05	Cinco Villas	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	2	540	270
Marzo 2020	202003	Marzo	2020	05	Cinco Villas	Hombres	Temporal	Otros	8	Otros	Otros	0	1	0	0
Marzo 2020	202003	Marzo	2020	06	Hoya de Huesca / Plana de Uesca	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	184	0	0
Marzo 2020	202003	Marzo	2020	06	Hoya de Huesca / Plana de Uesca	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	23	954	41,47826086956521739130434782608695652174
Marzo 2020	202003	Marzo	2020	06	Hoya de Huesca / Plana de Uesca	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	136	0	0
Marzo 2020	202003	Marzo	2020	06	Hoya de Huesca / Plana de Uesca	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	29	1630	56,20689655172413793103448275862068965517
Marzo 2020	202003	Marzo	2020	06	Hoya de Huesca / Plana de Uesca	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	1	0	0
Marzo 2020	202003	Marzo	2020	06	Hoya de Huesca / Plana de Uesca	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	307	16947	55,20195439739413680781758957654723127036
Marzo 2020	202003	Marzo	2020	06	Hoya de Huesca / Plana de Uesca	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	344	15381	44,7122093023255813953488372093023255814
Marzo 2020	202003	Marzo	2020	06	Hoya de Huesca / Plana de Uesca	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	42	0	0
Marzo 2020	202003	Marzo	2020	06	Hoya de Huesca / Plana de Uesca	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	10	500	50
Marzo 2020	202003	Marzo	2020	06	Hoya de Huesca / Plana de Uesca	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	98	0	0
Marzo 2020	202003	Marzo	2020	06	Hoya de Huesca / Plana de Uesca	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	42	2191	52,16666666666666666666666666666666666667
Marzo 2020	202003	Marzo	2020	06	Hoya de Huesca / Plana de Uesca	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	3	1080	360
Marzo 2020	202003	Marzo	2020	06	Hoya de Huesca / Plana de Uesca	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	1	360	360
Marzo 2020	202003	Marzo	2020	06	Hoya de Huesca / Plana de Uesca	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	1	1	1
Marzo 2020	202003	Marzo	2020	06	Hoya de Huesca / Plana de Uesca	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	1	1021	1021
Marzo 2020	202003	Marzo	2020	06	Hoya de Huesca / Plana de Uesca	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	1	1021	1021
Marzo 2020	202003	Marzo	2020	06	Hoya de Huesca / Plana de Uesca	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	1	180	180
Marzo 2020	202003	Marzo	2020	06	Hoya de Huesca / Plana de Uesca	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	1	360	360
Marzo 2020	202003	Marzo	2020	06	Hoya de Huesca / Plana de Uesca	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	1	180	180
Marzo 2020	202003	Marzo	2020	06	Hoya de Huesca / Plana de Uesca	Mujeres	Temporal	Otros	8	Temp. Inserción	Temp. Inserción	1	1	180	180
Marzo 2020	202003	Marzo	2020	07	Somontano de Barbastro	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	72	0	0
Marzo 2020	202003	Marzo	2020	07	Somontano de Barbastro	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	3	13	4,33333333333333333333333333333333333333
Marzo 2020	202003	Marzo	2020	07	Somontano de Barbastro	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	33	0	0
Marzo 2020	202003	Marzo	2020	07	Somontano de Barbastro	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	5	186	37,2
Marzo 2020	202003	Marzo	2020	07	Somontano de Barbastro	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	90	5448	60,53333333333333333333333333333333333333
Marzo 2020	202003	Marzo	2020	07	Somontano de Barbastro	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	107	5215	48,73831775700934579439252336448598130841
Marzo 2020	202003	Marzo	2020	07	Somontano de Barbastro	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	7	0	0
Marzo 2020	202003	Marzo	2020	07	Somontano de Barbastro	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	2	104	52
Marzo 2020	202003	Marzo	2020	07	Somontano de Barbastro	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	14	0	0
Marzo 2020	202003	Marzo	2020	07	Somontano de Barbastro	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	9	135	15
Marzo 2020	202003	Marzo	2020	07	Somontano de Barbastro	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	4	1440	360
Marzo 2020	202003	Marzo	2020	07	Somontano de Barbastro	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	2	2435	1217,5
Marzo 2020	202003	Marzo	2020	07	Somontano de Barbastro	Hombres	Temporal	Otros	8	Temp. Inserción	Temp. Inserción	1	1	180	180
Marzo 2020	202003	Marzo	2020	08	Cinca Medio	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	86	0	0
Marzo 2020	202003	Marzo	2020	08	Cinca Medio	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	2	11	5,5
Marzo 2020	202003	Marzo	2020	08	Cinca Medio	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	32	0	0
Marzo 2020	202003	Marzo	2020	08	Cinca Medio	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	95	6283	66,13684210526315789473684210526315789474
Marzo 2020	202003	Marzo	2020	08	Cinca Medio	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	112	4677	41,75892857142857142857142857142857142857
Marzo 2020	202003	Marzo	2020	08	Cinca Medio	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	3	0	0
Marzo 2020	202003	Marzo	2020	08	Cinca Medio	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	2	159	79,5
Marzo 2020	202003	Marzo	2020	08	Cinca Medio	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	23	0	0
Marzo 2020	202003	Marzo	2020	08	Cinca Medio	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	8	384	48
Marzo 2020	202003	Marzo	2020	08	Cinca Medio	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	2	720	360
Marzo 2020	202003	Marzo	2020	08	Cinca Medio	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	1	0	0
Marzo 2020	202003	Marzo	2020	08	Cinca Medio	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	2	2529	1264,5
Marzo 2020	202003	Marzo	2020	08	Cinca Medio	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	2	2529	1264,5
Marzo 2020	202003	Marzo	2020	08	Cinca Medio	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	1	180	180
Marzo 2020	202003	Marzo	2020	09	La Litera / La Llitera	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	62	0	0
Marzo 2020	202003	Marzo	2020	09	La Litera / La Llitera	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	8	5661	707,625
Marzo 2020	202003	Marzo	2020	09	La Litera / La Llitera	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	14	0	0
Marzo 2020	202003	Marzo	2020	09	La Litera / La Llitera	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	4	3518	879,5
Marzo 2020	202003	Marzo	2020	09	La Litera / La Llitera	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	198	24994	126,232323232323232323232323232323232323
Marzo 2020	202003	Marzo	2020	09	La Litera / La Llitera	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	95	10226	107,642105263157894736842105263157894737
Marzo 2020	202003	Marzo	2020	09	La Litera / La Llitera	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	1	0	0
Marzo 2020	202003	Marzo	2020	09	La Litera / La Llitera	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	2	25	12,5
Marzo 2020	202003	Marzo	2020	09	La Litera / La Llitera	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	14	0	0
Marzo 2020	202003	Marzo	2020	09	La Litera / La Llitera	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	14	378	27
Marzo 2020	202003	Marzo	2020	09	La Litera / La Llitera	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	1	360	360
Marzo 2020	202003	Marzo	2020	09	La Litera / La Llitera	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	2	360	180
Marzo 2020	202003	Marzo	2020	09	La Litera / La Llitera	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	1	180	180
Marzo 2020	202003	Marzo	2020	10	Los Monegros	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	84	0	0
Marzo 2020	202003	Marzo	2020	10	Los Monegros	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	7	18	2,57142857142857142857142857142857142857
Marzo 2020	202003	Marzo	2020	10	Los Monegros	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	8	0	0
Marzo 2020	202003	Marzo	2020	10	Los Monegros	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	1	3	3
Marzo 2020	202003	Marzo	2020	10	Los Monegros	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	59	5693	96,49152542372881355932203389830508474576
