Año	Comarca código	Comarca nombre	Número de actividades	Sector código	Sector	Rama código	Rama de actividad
2018	02	Alto Gállego	174	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)
2018	02	Alto Gállego	216	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)
2018	02	Alto Gállego	110	4	Servicios	23	Educación (cnae 85)
2018	02	Alto Gállego	47	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)
2018	02	Alto Gállego	130	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)
2018	02	Alto Gállego	132	4	Servicios	26	Otros servicios (cnae 94, 95, 96)
2018	03	Sobrarbe	205	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)
2018	03	Sobrarbe	3	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)
2018	03	Sobrarbe	26	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)
2018	03	Sobrarbe	2	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)
2018	03	Sobrarbe	20	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)
2018	03	Sobrarbe	10	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)
2018	03	Sobrarbe	5	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)
2018	03	Sobrarbe	1	2	Industria y energía	10	Fabricación de material de transporte (cnae 29, 30)
2018	03	Sobrarbe	6	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)
2018	03	Sobrarbe	22	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)
2018	03	Sobrarbe	8	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)
2018	03	Sobrarbe	340	3	Construcción	14	Construcción (cnae 41, 42, 43)
2018	03	Sobrarbe	435	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)
2018	03	Sobrarbe	67	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)
2018	03	Sobrarbe	529	4	Servicios	17	Hostelería (cnae 55, 56)
2018	03	Sobrarbe	18	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)
2018	03	Sobrarbe	35	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)
2018	03	Sobrarbe	232	4	Servicios	20	Actividades inmobiliarias (cnae 68)
2018	03	Sobrarbe	142	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)
2018	03	Sobrarbe	119	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)
2018	03	Sobrarbe	71	4	Servicios	23	Educación (cnae 85)
2018	03	Sobrarbe	33	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)
2018	03	Sobrarbe	79	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)
2018	03	Sobrarbe	62	4	Servicios	26	Otros servicios (cnae 94, 95, 96)
2018	04	La Ribagorza	413	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)
2018	04	La Ribagorza	4	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)
2018	04	La Ribagorza	58	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)
2018	04	La Ribagorza	8	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)
2018	04	La Ribagorza	21	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)
2018	04	La Ribagorza	3	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)
2018	04	La Ribagorza	10	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)
2018	04	La Ribagorza	26	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)
2018	04	La Ribagorza	2	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)
2018	04	La Ribagorza	10	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)
2018	04	La Ribagorza	52	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)
2018	04	La Ribagorza	17	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)
2018	04	La Ribagorza	516	3	Construcción	14	Construcción (cnae 41, 42, 43)
2018	04	La Ribagorza	640	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)
2018	04	La Ribagorza	110	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)
2018	04	La Ribagorza	505	4	Servicios	17	Hostelería (cnae 55, 56)
2018	04	La Ribagorza	34	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)
2018	04	La Ribagorza	57	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)
2018	04	La Ribagorza	337	4	Servicios	20	Actividades inmobiliarias (cnae 68)
2018	04	La Ribagorza	187	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)
2018	04	La Ribagorza	157	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)
2018	04	La Ribagorza	172	4	Servicios	23	Educación (cnae 85)
2018	04	La Ribagorza	43	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)
2018	04	La Ribagorza	115	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)
2018	04	La Ribagorza	99	4	Servicios	26	Otros servicios (cnae 94, 95, 96)
2018	05	Cinco Villas	684	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)
2018	05	Cinco Villas	8	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)
2018	05	Cinco Villas	73	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)
2018	05	Cinco Villas	16	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)
2018	05	Cinco Villas	33	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)
2018	05	Cinco Villas	9	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)
2018	05	Cinco Villas	26	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)
2018	05	Cinco Villas	90	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)
2018	05	Cinco Villas	58	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)
2018	05	Cinco Villas	12	2	Industria y energía	10	Fabricación de material de transporte (cnae 29, 30)
2018	05	Cinco Villas	30	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)
2018	05	Cinco Villas	274	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)
2018	05	Cinco Villas	17	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)
2018	05	Cinco Villas	694	3	Construcción	14	Construcción (cnae 41, 42, 43)
2018	05	Cinco Villas	1263	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)
2018	05	Cinco Villas	202	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)
2018	05	Cinco Villas	397	4	Servicios	17	Hostelería (cnae 55, 56)
2018	05	Cinco Villas	32	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)
2018	05	Cinco Villas	108	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)
2018	05	Cinco Villas	489	4	Servicios	20	Actividades inmobiliarias (cnae 68)
2018	05	Cinco Villas	271	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)
2018	05	Cinco Villas	187	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)
2018	05	Cinco Villas	119	4	Servicios	23	Educación (cnae 85)
2018	05	Cinco Villas	85	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)
2018	05	Cinco Villas	99	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)
2018	05	Cinco Villas	162	4	Servicios	26	Otros servicios (cnae 94, 95, 96)
2018	06	Hoya de Huesca / Plana de Uesca	649	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)
2018	06	Hoya de Huesca / Plana de Uesca	15	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)
2018	06	Hoya de Huesca / Plana de Uesca	87	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)
2018	06	Hoya de Huesca / Plana de Uesca	38	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)
2018	06	Hoya de Huesca / Plana de Uesca	87	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)
2018	06	Hoya de Huesca / Plana de Uesca	15	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)
2018	06	Hoya de Huesca / Plana de Uesca	32	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)
2018	06	Hoya de Huesca / Plana de Uesca	121	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)
2018	06	Hoya de Huesca / Plana de Uesca	43	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)
2018	06	Hoya de Huesca / Plana de Uesca	16	2	Industria y energía	10	Fabricación de material de transporte (cnae 29, 30)
2018	06	Hoya de Huesca / Plana de Uesca	91	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)
2018	06	Hoya de Huesca / Plana de Uesca	90	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)
2018	06	Hoya de Huesca / Plana de Uesca	45	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)
2018	06	Hoya de Huesca / Plana de Uesca	1485	3	Construcción	14	Construcción (cnae 41, 42, 43)
2018	06	Hoya de Huesca / Plana de Uesca	2800	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)
2018	06	Hoya de Huesca / Plana de Uesca	409	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)
2018	06	Hoya de Huesca / Plana de Uesca	857	4	Servicios	17	Hostelería (cnae 55, 56)
2018	06	Hoya de Huesca / Plana de Uesca	238	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)
2018	06	Hoya de Huesca / Plana de Uesca	269	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)
2018	06	Hoya de Huesca / Plana de Uesca	1283	4	Servicios	20	Actividades inmobiliarias (cnae 68)
2018	06	Hoya de Huesca / Plana de Uesca	1270	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)
2018	06	Hoya de Huesca / Plana de Uesca	646	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)
2018	06	Hoya de Huesca / Plana de Uesca	664	4	Servicios	23	Educación (cnae 85)
2018	06	Hoya de Huesca / Plana de Uesca	458	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)
2018	06	Hoya de Huesca / Plana de Uesca	569	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)
2018	06	Hoya de Huesca / Plana de Uesca	550	4	Servicios	26	Otros servicios (cnae 94, 95, 96)
2018	07	Somontano de Barbastro	407	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)
2018	07	Somontano de Barbastro	6	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)
2018	07	Somontano de Barbastro	95	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)
2018	07	Somontano de Barbastro	13	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)
2018	07	Somontano de Barbastro	36	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)
2018	07	Somontano de Barbastro	21	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)
2018	07	Somontano de Barbastro	23	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)
2018	07	Somontano de Barbastro	53	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)
2018	07	Somontano de Barbastro	20	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)
2018	07	Somontano de Barbastro	1	2	Industria y energía	10	Fabricación de material de transporte (cnae 29, 30)
2018	07	Somontano de Barbastro	39	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)
2018	07	Somontano de Barbastro	40	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)
2018	07	Somontano de Barbastro	15	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)
2018	07	Somontano de Barbastro	462	3	Construcción	14	Construcción (cnae 41, 42, 43)
2018	07	Somontano de Barbastro	1035	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)
2018	07	Somontano de Barbastro	121	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)
2018	07	Somontano de Barbastro	434	4	Servicios	17	Hostelería (cnae 55, 56)
2018	07	Somontano de Barbastro	64	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)
2018	07	Somontano de Barbastro	77	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)
2018	07	Somontano de Barbastro	515	4	Servicios	20	Actividades inmobiliarias (cnae 68)
2018	07	Somontano de Barbastro	323	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)
2018	07	Somontano de Barbastro	206	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)
2018	07	Somontano de Barbastro	197	4	Servicios	23	Educación (cnae 85)
2018	07	Somontano de Barbastro	101	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)
2018	07	Somontano de Barbastro	122	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)
2018	07	Somontano de Barbastro	148	4	Servicios	26	Otros servicios (cnae 94, 95, 96)
2018	08	Cinca Medio	476	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)
2018	08	Cinca Medio	8	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)
2018	08	Cinca Medio	62	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)
2018	08	Cinca Medio	16	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)
2018	08	Cinca Medio	29	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)
2018	08	Cinca Medio	25	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)
2018	08	Cinca Medio	18	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)
2018	08	Cinca Medio	78	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)
2018	08	Cinca Medio	26	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)
2018	08	Cinca Medio	3	2	Industria y energía	10	Fabricación de material de transporte (cnae 29, 30)
2018	08	Cinca Medio	36	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)
2018	08	Cinca Medio	20	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)
2018	08	Cinca Medio	22	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)
2018	08	Cinca Medio	514	3	Construcción	14	Construcción (cnae 41, 42, 43)
2018	08	Cinca Medio	1008	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)
2018	08	Cinca Medio	162	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)
2018	08	Cinca Medio	248	4	Servicios	17	Hostelería (cnae 55, 56)
2018	08	Cinca Medio	47	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)
2018	08	Cinca Medio	126	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)
2018	08	Cinca Medio	418	4	Servicios	20	Actividades inmobiliarias (cnae 68)
2018	08	Cinca Medio	311	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)
2018	08	Cinca Medio	169	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)
2018	08	Cinca Medio	125	4	Servicios	23	Educación (cnae 85)
2018	08	Cinca Medio	82	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)
2018	08	Cinca Medio	137	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)
2018	08	Cinca Medio	165	4	Servicios	26	Otros servicios (cnae 94, 95, 96)
2018	09	La Litera / La Llitera	931	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)
2018	09	La Litera / La Llitera	3	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)
2018	09	La Litera / La Llitera	61	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)
2018	09	La Litera / La Llitera	15	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)
2018	09	La Litera / La Llitera	24	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)
2018	09	La Litera / La Llitera	9	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)
2018	09	La Litera / La Llitera	15	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)
2018	09	La Litera / La Llitera	68	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)
2018	09	La Litera / La Llitera	24	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)
2018	09	La Litera / La Llitera	9	2	Industria y energía	10	Fabricación de material de transporte (cnae 29, 30)
2018	09	La Litera / La Llitera	35	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)
2018	09	La Litera / La Llitera	16	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)
2018	09	La Litera / La Llitera	15	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)
2018	09	La Litera / La Llitera	488	3	Construcción	14	Construcción (cnae 41, 42, 43)
2018	09	La Litera / La Llitera	986	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)
2018	09	La Litera / La Llitera	139	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)
2018	09	La Litera / La Llitera	183	4	Servicios	17	Hostelería (cnae 55, 56)
2018	09	La Litera / La Llitera	34	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)
2018	09	La Litera / La Llitera	79	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)
2018	09	La Litera / La Llitera	420	4	Servicios	20	Actividades inmobiliarias (cnae 68)
2018	09	La Litera / La Llitera	270	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)
2018	09	La Litera / La Llitera	162	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)
2018	09	La Litera / La Llitera	83	4	Servicios	23	Educación (cnae 85)
