Mes y año	Municipio código	Municipio nombre	Temporalidad	Sexo	Afiliaciones en alta
Septiembre 2020	44151	Molinos	Indefinido	Hombres	16
Septiembre 2020	44151	Molinos	Indefinido	Mujeres	6
Septiembre 2020	44153	Monreal del Campo	Indefinido	Hombres	386
Septiembre 2020	44153	Monreal del Campo	Indefinido	Mujeres	163
Septiembre 2020	44154	Monroyo	Indefinido	Hombres	13
Septiembre 2020	44154	Monroyo	Indefinido	Mujeres	16
Septiembre 2020	44155	Montalbán	Indefinido	Hombres	93
Septiembre 2020	44155	Montalbán	Indefinido	Mujeres	48
Septiembre 2020	44156	Monteagudo del Castillo	Indefinido	Hombres	4
Septiembre 2020	44156	Monteagudo del Castillo	Indefinido	Mujeres	2
Septiembre 2020	44157	Monterde de Albarracín	Indefinido	Mujeres	1
Septiembre 2020	44158	Mora de Rubielos	Indefinido	Hombres	232
Septiembre 2020	44158	Mora de Rubielos	Indefinido	Mujeres	152
Septiembre 2020	44159	Moscardón	Indefinido	Hombres	2
Septiembre 2020	44160	Mosqueruela	Indefinido	Hombres	33
Septiembre 2020	44160	Mosqueruela	Indefinido	Mujeres	21
Septiembre 2020	44161	Muniesa	Indefinido	Hombres	56
Septiembre 2020	44161	Muniesa	Indefinido	Mujeres	36
Septiembre 2020	44163	Noguera de Albarracín	Indefinido	Hombres	2
Septiembre 2020	44165	Nogueruelas	Indefinido	Hombres	1
Septiembre 2020	44165	Nogueruelas	Indefinido	Mujeres	11
Septiembre 2020	44168	Odón	Indefinido	Hombres	2
Septiembre 2020	44168	Odón	Indefinido	Mujeres	1
Septiembre 2020	44169	Ojos Negros	Indefinido	Hombres	4
Septiembre 2020	44169	Ojos Negros	Indefinido	Mujeres	4
Septiembre 2020	44171	Olba	Indefinido	Hombres	4
Septiembre 2020	44171	Olba	Indefinido	Mujeres	4
Septiembre 2020	44172	Oliete	Indefinido	Hombres	10
Septiembre 2020	44172	Oliete	Indefinido	Mujeres	1
Septiembre 2020	44174	Orihuela del Tremedal	Indefinido	Hombres	15
Septiembre 2020	44174	Orihuela del Tremedal	Indefinido	Mujeres	11
Septiembre 2020	44175	Orrios	Indefinido	Hombres	3
Septiembre 2020	44175	Orrios	Indefinido	Mujeres	1
Septiembre 2020	44176	Palomar de Arroyos	Indefinido	Hombres	2
Septiembre 2020	44176	Palomar de Arroyos	Indefinido	Mujeres	2
Septiembre 2020	44177	Pancrudo	Indefinido	Hombres	4
Septiembre 2020	44177	Pancrudo	Indefinido	Mujeres	6
Septiembre 2020	44178	Parras de Castellote (Las)	Indefinido	Hombres	1
Septiembre 2020	44179	Peñarroya de Tastavins	Indefinido	Hombres	45
Septiembre 2020	44179	Peñarroya de Tastavins	Indefinido	Mujeres	19
Septiembre 2020	44181	Peralejos	Indefinido	Hombres	1
Septiembre 2020	44181	Peralejos	Indefinido	Mujeres	2
Septiembre 2020	44182	Perales del Alfambra	Indefinido	Hombres	13
Septiembre 2020	44182	Perales del Alfambra	Indefinido	Mujeres	6
Septiembre 2020	44183	Pitarque	Indefinido	Hombres	1
Septiembre 2020	44183	Pitarque	Indefinido	Mujeres	1
Septiembre 2020	44185	Pobo (El)	Indefinido	Hombres	12
Septiembre 2020	44185	Pobo (El)	Indefinido	Mujeres	2
Septiembre 2020	44187	Portellada (La)	Indefinido	Hombres	6
Septiembre 2020	44187	Portellada (La)	Indefinido	Mujeres	2
Septiembre 2020	44189	Pozondón	Indefinido	Hombres	1
Septiembre 2020	44189	Pozondón	Indefinido	Mujeres	2
Septiembre 2020	44190	Pozuel del Campo	Indefinido	Mujeres	1
Septiembre 2020	44191	Puebla de Híjar (La)	Indefinido	Hombres	395
Septiembre 2020	44191	Puebla de Híjar (La)	Indefinido	Mujeres	101
Septiembre 2020	44192	Puebla de Valverde (La)	Indefinido	Hombres	70
Septiembre 2020	44192	Puebla de Valverde (La)	Indefinido	Mujeres	57
Septiembre 2020	44193	Puertomingalvo	Indefinido	Hombres	3
Septiembre 2020	44193	Puertomingalvo	Indefinido	Mujeres	8
Septiembre 2020	44194	Ráfales	Indefinido	Hombres	1
Septiembre 2020	44194	Ráfales	Indefinido	Mujeres	4
Septiembre 2020	44195	Rillo	Indefinido	Hombres	1
Septiembre 2020	44196	Riodeva	Indefinido	Hombres	3
Septiembre 2020	44196	Riodeva	Indefinido	Mujeres	1
Septiembre 2020	44197	Ródenas	Indefinido	Hombres	2
Septiembre 2020	44197	Ródenas	Indefinido	Mujeres	1
Septiembre 2020	44198	Royuela	Indefinido	Hombres	24
Septiembre 2020	44198	Royuela	Indefinido	Mujeres	6
Septiembre 2020	44199	Rubiales	Indefinido	Hombres	1
Septiembre 2020	44199	Rubiales	Indefinido	Mujeres	1
Septiembre 2020	44200	Rubielos de la Cérida	Indefinido	Hombres	2
Septiembre 2020	44201	Rubielos de Mora	Indefinido	Hombres	89
Septiembre 2020	44201	Rubielos de Mora	Indefinido	Mujeres	42
Septiembre 2020	44204	Saldón	Indefinido	Mujeres	1
Septiembre 2020	44205	Samper de Calanda	Indefinido	Hombres	15
Septiembre 2020	44205	Samper de Calanda	Indefinido	Mujeres	10
Septiembre 2020	44206	San Agustín	Indefinido	Hombres	2
Septiembre 2020	44206	San Agustín	Indefinido	Mujeres	1
Septiembre 2020	44207	San Martín del Río	Indefinido	Hombres	5
Septiembre 2020	44207	San Martín del Río	Indefinido	Mujeres	2
Septiembre 2020	44208	Santa Cruz de Nogueras	Indefinido	Mujeres	1
Septiembre 2020	44209	Santa Eulalia	Indefinido	Hombres	132
Septiembre 2020	44209	Santa Eulalia	Indefinido	Mujeres	49
Septiembre 2020	44210	Sarrión	Indefinido	Hombres	191
Septiembre 2020	44210	Sarrión	Indefinido	Mujeres	99
Septiembre 2020	44211	Segura de los Baños	Indefinido	Hombres	9
Septiembre 2020	44211	Segura de los Baños	Indefinido	Mujeres	6
Septiembre 2020	44212	Seno	Indefinido	Hombres	2
Septiembre 2020	44213	Singra	Indefinido	Hombres	1
Septiembre 2020	44215	Terriente	Indefinido	Hombres	9
Septiembre 2020	44215	Terriente	Indefinido	Mujeres	15
Septiembre 2020	44216	Teruel	Indefinido	Hombres	5500
Septiembre 2020	44216	Teruel	Indefinido	Mujeres	4314
Septiembre 2020	44217	Toril y Masegoso	Indefinido	Hombres	1
Septiembre 2020	44219	Tornos	Indefinido	Hombres	4
Septiembre 2020	44219	Tornos	Indefinido	Mujeres	1
Septiembre 2020	44220	Torralba de los Sisones	Indefinido	Hombres	13
Septiembre 2020	44220	Torralba de los Sisones	Indefinido	Mujeres	3
Septiembre 2020	44221	Torrecilla de Alcañiz	Indefinido	Hombres	5
Septiembre 2020	44221	Torrecilla de Alcañiz	Indefinido	Mujeres	10
Septiembre 2020	44223	Torre de Arcas	Indefinido	Hombres	3
Septiembre 2020	44223	Torre de Arcas	Indefinido	Mujeres	1
Septiembre 2020	44224	Torre de las Arcas	Indefinido	Hombres	2
Septiembre 2020	44224	Torre de las Arcas	Indefinido	Mujeres	2
Septiembre 2020	44225	Torre del Compte	Indefinido	Hombres	2
Septiembre 2020	44225	Torre del Compte	Indefinido	Mujeres	3
Septiembre 2020	44226	Torrelacárcel	Indefinido	Hombres	5
Septiembre 2020	44226	Torrelacárcel	Indefinido	Mujeres	2
Septiembre 2020	44227	Torre los Negros	Indefinido	Hombres	3
Septiembre 2020	44228	Torremocha de Jiloca	Indefinido	Hombres	3
Septiembre 2020	44229	Torres de Albarracín	Indefinido	Hombres	11
Septiembre 2020	44229	Torres de Albarracín	Indefinido	Mujeres	9
Septiembre 2020	44230	Torrevelilla	Indefinido	Hombres	8
Septiembre 2020	44230	Torrevelilla	Indefinido	Mujeres	8
Septiembre 2020	44231	Torrijas	Indefinido	Mujeres	2
Septiembre 2020	44232	Torrijo del Campo	Indefinido	Hombres	11
Septiembre 2020	44232	Torrijo del Campo	Indefinido	Mujeres	13
Septiembre 2020	44234	Tramacastiel	Indefinido	Hombres	1
Septiembre 2020	44235	Tramacastilla	Indefinido	Hombres	7
Septiembre 2020	44235	Tramacastilla	Indefinido	Mujeres	9
Septiembre 2020	44236	Tronchón	Indefinido	Hombres	3
Septiembre 2020	44236	Tronchón	Indefinido	Mujeres	1
Septiembre 2020	44237	Urrea de Gaén	Indefinido	Hombres	397
Septiembre 2020	44237	Urrea de Gaén	Indefinido	Mujeres	19
Septiembre 2020	44238	Utrillas	Indefinido	Hombres	347
Septiembre 2020	44238	Utrillas	Indefinido	Mujeres	239
Septiembre 2020	44240	Valbona	Indefinido	Hombres	18
Septiembre 2020	44240	Valbona	Indefinido	Mujeres	2
Septiembre 2020	44241	Valdealgorfa	Indefinido	Hombres	17
Septiembre 2020	44241	Valdealgorfa	Indefinido	Mujeres	11
Septiembre 2020	44243	Valdecuenca	Indefinido	Hombres	4
Septiembre 2020	44243	Valdecuenca	Indefinido	Mujeres	2
Septiembre 2020	44244	Valdelinares	Indefinido	Hombres	1
Septiembre 2020	44244	Valdelinares	Indefinido	Mujeres	5
Septiembre 2020	44245	Valdeltormo	Indefinido	Hombres	14
Septiembre 2020	44245	Valdeltormo	Indefinido	Mujeres	5
Septiembre 2020	44246	Valderrobres	Indefinido	Hombres	398
Septiembre 2020	44246	Valderrobres	Indefinido	Mujeres	286
Septiembre 2020	44247	Valjunquera	Indefinido	Hombres	6
Septiembre 2020	44247	Valjunquera	Indefinido	Mujeres	5
Septiembre 2020	44249	Vallecillo (El)	Indefinido	Hombres	2
Septiembre 2020	44251	Villafranca del Campo	Indefinido	Hombres	19
Septiembre 2020	44251	Villafranca del Campo	Indefinido	Mujeres	14
Septiembre 2020	44252	Villahermosa del Campo	Indefinido	Hombres	1
Septiembre 2020	44256	Villanueva del Rebollar de la Sierra	Indefinido	Hombres	3
Septiembre 2020	44257	Villar del Cobo	Indefinido	Hombres	4
Septiembre 2020	44260	Villarluengo	Indefinido	Hombres	14
Septiembre 2020	44260	Villarluengo	Indefinido	Mujeres	2
Septiembre 2020	44261	Villarquemado	Indefinido	Hombres	37
Septiembre 2020	44261	Villarquemado	Indefinido	Mujeres	17
Septiembre 2020	44262	Villarroya de los Pinares	Indefinido	Hombres	4
Septiembre 2020	44262	Villarroya de los Pinares	Indefinido	Mujeres	3
Septiembre 2020	44263	Villastar	Indefinido	Hombres	11
Septiembre 2020	44263	Villastar	Indefinido	Mujeres	10
Septiembre 2020	44264	Villel	Indefinido	Hombres	5
Septiembre 2020	44264	Villel	Indefinido	Mujeres	6
Septiembre 2020	44265	Vinaceite	Indefinido	Hombres	26
Septiembre 2020	44265	Vinaceite	Indefinido	Mujeres	3
Septiembre 2020	44266	Visiedo	Indefinido	Mujeres	2
Septiembre 2020	44267	Vivel del Río Martín	Indefinido	Hombres	2
Septiembre 2020	50001	Abanto	Indefinido	Hombres	1
Septiembre 2020	50002	Acered	Indefinido	Hombres	2
Septiembre 2020	50002	Acered	Indefinido	Mujeres	2
Septiembre 2020	50003	Agón	Indefinido	Hombres	5
Septiembre 2020	50003	Agón	Indefinido	Mujeres	4
Septiembre 2020	50004	Aguarón	Indefinido	Hombres	29
Septiembre 2020	50004	Aguarón	Indefinido	Mujeres	18
Septiembre 2020	50005	Aguilón	Indefinido	Hombres	2
Septiembre 2020	50005	Aguilón	Indefinido	Mujeres	2
Septiembre 2020	50006	Ainzón	Indefinido	Hombres	24
Septiembre 2020	50006	Ainzón	Indefinido	Mujeres	34
Septiembre 2020	50008	Alagón	Indefinido	Hombres	1167
Septiembre 2020	50008	Alagón	Indefinido	Mujeres	775
Septiembre 2020	50009	Alarba	Indefinido	Hombres	1
Septiembre 2020	50010	Alberite de San Juan	Indefinido	Mujeres	2
Septiembre 2020	50011	Albeta	Indefinido	Hombres	13
Septiembre 2020	50011	Albeta	Indefinido	Mujeres	3
Septiembre 2020	50012	Alborge	Indefinido	Hombres	4
Septiembre 2020	50012	Alborge	Indefinido	Mujeres	2
Septiembre 2020	50013	Alcalá de Ebro	Indefinido	Hombres	4
Septiembre 2020	50013	Alcalá de Ebro	Indefinido	Mujeres	2
Septiembre 2020	50017	Alfajarín	Indefinido	Hombres	453
Septiembre 2020	50017	Alfajarín	Indefinido	Mujeres	244
Septiembre 2020	50018	Alfamén	Indefinido	Hombres	101
Septiembre 2020	50018	Alfamén	Indefinido	Mujeres	62
Septiembre 2020	50020	Alhama de Aragón	Indefinido	Hombres	49
Septiembre 2020	50020	Alhama de Aragón	Indefinido	Mujeres	43
Septiembre 2020	50021	Almochuel	Indefinido	Hombres	2
Septiembre 2020	50021	Almochuel	Indefinido	Mujeres	1
Septiembre 2020	50022	Almolda (La)	Indefinido	Hombres	13
Septiembre 2020	50022	Almolda (La)	Indefinido	Mujeres	8
Septiembre 2020	50023	Almonacid de la Cuba	Indefinido	Hombres	5
Septiembre 2020	50023	Almonacid de la Cuba	Indefinido	Mujeres	1
Septiembre 2020	50024	Almonacid de la Sierra	Indefinido	Hombres	58
Septiembre 2020	50024	Almonacid de la Sierra	Indefinido	Mujeres	33
Septiembre 2020	50025	Almunia de Doña Godina (La)	Indefinido	Hombres	910
Septiembre 2020	50025	Almunia de Doña Godina (La)	Indefinido	Mujeres	779
Septiembre 2020	50026	Alpartir	Indefinido	Hombres	15
Septiembre 2020	50026	Alpartir	Indefinido	Mujeres	18
Septiembre 2020	50027	Ambel	Indefinido	Hombres	4
Septiembre 2020	50027	Ambel	Indefinido	Mujeres	1
Septiembre 2020	50028	Anento	Indefinido	Hombres	3
Septiembre 2020	50028	Anento	Indefinido	Mujeres	1
Septiembre 2020	50029	Aniñón	Indefinido	Hombres	29
Septiembre 2020	50029	Aniñón	Indefinido	Mujeres	17
Septiembre 2020	50030	Añón de Moncayo	Indefinido	Mujeres	11
Septiembre 2020	50031	Aranda de Moncayo	Indefinido	Hombres	4
Septiembre 2020	50031	Aranda de Moncayo	Indefinido	Mujeres	1
Septiembre 2020	50032	Arándiga	Indefinido	Hombres	10
Septiembre 2020	50032	Arándiga	Indefinido	Mujeres	3
Septiembre 2020	50034	Ariza	Indefinido	Hombres	50
Septiembre 2020	50034	Ariza	Indefinido	Mujeres	54
Septiembre 2020	50035	Artieda	Indefinido	Hombres	5
Septiembre 2020	50035	Artieda	Indefinido	Mujeres	2
Septiembre 2020	50036	Asín	Indefinido	Hombres	2
Septiembre 2020	50036	Asín	Indefinido	Mujeres	8
Septiembre 2020	50037	Atea	Indefinido	Mujeres	1
Septiembre 2020	50038	Ateca	Indefinido	Hombres	161
Septiembre 2020	50038	Ateca	Indefinido	Mujeres	171
Septiembre 2020	50039	Azuara	Indefinido	Hombres	30
Septiembre 2020	50039	Azuara	Indefinido	Mujeres	5
Septiembre 2020	50040	Badules	Indefinido	Hombres	1
Septiembre 2020	50043	Bárboles	Indefinido	Hombres	76
Septiembre 2020	50043	Bárboles	Indefinido	Mujeres	7
Septiembre 2020	50044	Bardallur	Indefinido	Mujeres	4
Septiembre 2020	50045	Belchite	Indefinido	Hombres	142
Septiembre 2020	50045	Belchite	Indefinido	Mujeres	123
Septiembre 2020	50046	Belmonte de Gracián	Indefinido	Hombres	1
Septiembre 2020	50046	Belmonte de Gracián	Indefinido	Mujeres	2
Septiembre 2020	50051	Biota	Indefinido	Hombres	27
Septiembre 2020	50051	Biota	Indefinido	Mujeres	10
Septiembre 2020	50052	Bisimbre	Indefinido	Hombres	20
Septiembre 2020	50052	Bisimbre	Indefinido	Mujeres	26
Septiembre 2020	50053	Boquiñeni	Indefinido	Hombres	28
Septiembre 2020	50053	Boquiñeni	Indefinido	Mujeres	6
Septiembre 2020	50054	Bordalba	Indefinido	Hombres	1
Septiembre 2020	50055	Borja	Indefinido	Hombres	527
Septiembre 2020	50055	Borja	Indefinido	Mujeres	512
Septiembre 2020	50056	Botorrita	Indefinido	Hombres	18
Septiembre 2020	50056	Botorrita	Indefinido	Mujeres	4
Septiembre 2020	50057	Brea de Aragón	Indefinido	Hombres	123
Septiembre 2020	50057	Brea de Aragón	Indefinido	Mujeres	65
Septiembre 2020	50058	Bubierca	Indefinido	Hombres	2
Septiembre 2020	50059	Bujaraloz	Indefinido	Hombres	87
Septiembre 2020	50059	Bujaraloz	Indefinido	Mujeres	85
Septiembre 2020	50060	Bulbuente	Indefinido	Hombres	11
Septiembre 2020	50060	Bulbuente	Indefinido	Mujeres	19
Septiembre 2020	50061	Bureta	Indefinido	Hombres	1
Septiembre 2020	50061	Bureta	Indefinido	Mujeres	5
Septiembre 2020	50062	Burgo de Ebro (El)	Indefinido	Hombres	944
Septiembre 2020	50062	Burgo de Ebro (El)	Indefinido	Mujeres	372
Septiembre 2020	50063	Buste (El)	Indefinido	Mujeres	1
Septiembre 2020	50064	Cabañas de Ebro	Indefinido	Hombres	77
Septiembre 2020	50064	Cabañas de Ebro	Indefinido	Mujeres	34
Septiembre 2020	50066	Cadrete	Indefinido	Hombres	784
Septiembre 2020	50066	Cadrete	Indefinido	Mujeres	356
Septiembre 2020	50067	Calatayud	Indefinido	Hombres	1406
Septiembre 2020	50067	Calatayud	Indefinido	Mujeres	1316
Septiembre 2020	50068	Calatorao	Indefinido	Hombres	285
Septiembre 2020	50068	Calatorao	Indefinido	Mujeres	131
Septiembre 2020	50069	Calcena	Indefinido	Hombres	3
Septiembre 2020	50069	Calcena	Indefinido	Mujeres	2
Septiembre 2020	50071	Campillo de Aragón	Indefinido	Hombres	3
Septiembre 2020	50072	Carenas	Indefinido	Hombres	8
Septiembre 2020	50072	Carenas	Indefinido	Mujeres	1
Septiembre 2020	50073	Cariñena	Indefinido	Hombres	965
Septiembre 2020	50073	Cariñena	Indefinido	Mujeres	407
Septiembre 2020	50074	Caspe	Indefinido	Hombres	764
Septiembre 2020	50074	Caspe	Indefinido	Mujeres	853
Septiembre 2020	50075	Castejón de Alarba	Indefinido	Hombres	2
Septiembre 2020	50076	Castejón de las Armas	Indefinido	Hombres	3
Septiembre 2020	50076	Castejón de las Armas	Indefinido	Mujeres	1
Septiembre 2020	50077	Castejón de Valdejasa	Indefinido	Hombres	10
Septiembre 2020	50077	Castejón de Valdejasa	Indefinido	Mujeres	8
Septiembre 2020	50078	Castiliscar	Indefinido	Hombres	18
Septiembre 2020	50078	Castiliscar	Indefinido	Mujeres	7
Septiembre 2020	50079	Cervera de la Cañada	Indefinido	Hombres	8
Septiembre 2020	50079	Cervera de la Cañada	Indefinido	Mujeres	3
Septiembre 2020	50080	Cerveruela	Indefinido	Mujeres	4
Septiembre 2020	50081	Cetina	Indefinido	Hombres	31
Septiembre 2020	50081	Cetina	Indefinido	Mujeres	26
Septiembre 2020	50082	Cimballa	Indefinido	Hombres	6
Septiembre 2020	50082	Cimballa	Indefinido	Mujeres	3
Septiembre 2020	50085	Codo	Indefinido	Mujeres	2
Septiembre 2020	50086	Codos	Indefinido	Hombres	18
Septiembre 2020	50086	Codos	Indefinido	Mujeres	21
Septiembre 2020	50087	Contamina	Indefinido	Hombres	1
Septiembre 2020	50088	Cosuenda	Indefinido	Hombres	7
Septiembre 2020	50088	Cosuenda	Indefinido	Mujeres	6
Septiembre 2020	50089	Cuarte de Huerva	Indefinido	Hombres	2531
Septiembre 2020	50089	Cuarte de Huerva	Indefinido	Mujeres	1599
Septiembre 2020	50090	Cubel	Indefinido	Hombres	1
Septiembre 2020	50091	Cuerlas (Las)	Indefinido	Hombres	7
Septiembre 2020	50091	Cuerlas (Las)	Indefinido	Mujeres	1
Septiembre 2020	50092	Chiprana	Indefinido	Hombres	69
Septiembre 2020	50092	Chiprana	Indefinido	Mujeres	30
Septiembre 2020	50093	Chodes	Indefinido	Hombres	2
Septiembre 2020	50094	Daroca	Indefinido	Hombres	154
Septiembre 2020	50094	Daroca	Indefinido	Mujeres	199
Septiembre 2020	50095	Ejea de los Caballeros	Indefinido	Hombres	2583
Septiembre 2020	50095	Ejea de los Caballeros	Indefinido	Mujeres	1798
Septiembre 2020	50096	Embid de Ariza	Indefinido	Hombres	1
Septiembre 2020	50098	Encinacorba	Indefinido	Hombres	10
Septiembre 2020	50098	Encinacorba	Indefinido	Mujeres	3
Septiembre 2020	50099	Épila	Indefinido	Hombres	1235
Septiembre 2020	50099	Épila	Indefinido	Mujeres	721
Septiembre 2020	50100	Erla	Indefinido	Hombres	32
Septiembre 2020	50100	Erla	Indefinido	Mujeres	7
Septiembre 2020	50101	Escatrón	Indefinido	Hombres	93
Septiembre 2020	50101	Escatrón	Indefinido	Mujeres	39
Septiembre 2020	50102	Fabara	Indefinido	Hombres	52
Septiembre 2020	50102	Fabara	Indefinido	Mujeres	38
Septiembre 2020	50104	Farlete	Indefinido	Hombres	8
Septiembre 2020	50104	Farlete	Indefinido	Mujeres	4
Septiembre 2020	50105	Fayón	Indefinido	Hombres	29
Septiembre 2020	50105	Fayón	Indefinido	Mujeres	14
Septiembre 2020	50107	Figueruelas	Indefinido	Hombres	4291
Septiembre 2020	50107	Figueruelas	Indefinido	Mujeres	1026
Septiembre 2020	50109	Frago (El)	Indefinido	Hombres	1
Septiembre 2020	50109	Frago (El)	Indefinido	Mujeres	2
Septiembre 2020	50110	Frasno (El)	Indefinido	Hombres	21
Septiembre 2020	50110	Frasno (El)	Indefinido	Mujeres	4
Septiembre 2020	50111	Fréscano	Indefinido	Hombres	1
Septiembre 2020	50111	Fréscano	Indefinido	Mujeres	2
Septiembre 2020	50113	Fuendejalón	Indefinido	Hombres	52
Septiembre 2020	50113	Fuendejalón	Indefinido	Mujeres	55
Septiembre 2020	50114	Fuendetodos	Indefinido	Hombres	8
Septiembre 2020	50114	Fuendetodos	Indefinido	Mujeres	6
Septiembre 2020	50115	Fuentes de Ebro	Indefinido	Hombres	394
Septiembre 2020	50115	Fuentes de Ebro	Indefinido	Mujeres	267
Septiembre 2020	50116	Fuentes de Jiloca	Indefinido	Hombres	7
Septiembre 2020	50116	Fuentes de Jiloca	Indefinido	Mujeres	1
Septiembre 2020	50117	Gallocanta	Indefinido	Hombres	3
Septiembre 2020	50118	Gallur	Indefinido	Hombres	206
Septiembre 2020	50118	Gallur	Indefinido	Mujeres	161
Septiembre 2020	50119	Gelsa	Indefinido	Hombres	101
Septiembre 2020	50119	Gelsa	Indefinido	Mujeres	33
Septiembre 2020	50120	Godojos	Indefinido	Hombres	4
Septiembre 2020	50120	Godojos	Indefinido	Mujeres	1
Septiembre 2020	50121	Gotor	Indefinido	Hombres	2
Septiembre 2020	50121	Gotor	Indefinido	Mujeres	2
Septiembre 2020	50123	Grisén	Indefinido	Hombres	10
Septiembre 2020	50123	Grisén	Indefinido	Mujeres	18
Septiembre 2020	50124	Herrera de los Navarros	Indefinido	Hombres	20
Septiembre 2020	50124	Herrera de los Navarros	Indefinido	Mujeres	9
Septiembre 2020	50125	Ibdes	Indefinido	Hombres	8
Septiembre 2020	50125	Ibdes	Indefinido	Mujeres	4
Septiembre 2020	50126	Illueca	Indefinido	Hombres	179
Septiembre 2020	50126	Illueca	Indefinido	Mujeres	170
Septiembre 2020	50129	Jaraba	Indefinido	Hombres	37
Septiembre 2020	50129	Jaraba	Indefinido	Mujeres	49
Septiembre 2020	50130	Jarque de Moncayo	Indefinido	Hombres	4
Septiembre 2020	50130	Jarque de Moncayo	Indefinido	Mujeres	6
Septiembre 2020	50131	Jaulín	Indefinido	Hombres	12
Septiembre 2020	50131	Jaulín	Indefinido	Mujeres	12
Septiembre 2020	50132	Joyosa (La)	Indefinido	Hombres	27
Septiembre 2020	50132	Joyosa (La)	Indefinido	Mujeres	47
Septiembre 2020	50133	Lagata	Indefinido	Hombres	2
Septiembre 2020	50133	Lagata	Indefinido	Mujeres	1
Septiembre 2020	50134	Langa del Castillo	Indefinido	Hombres	1
Septiembre 2020	50134	Langa del Castillo	Indefinido	Mujeres	1
Septiembre 2020	50135	Layana	Indefinido	Hombres	3
Septiembre 2020	50136	Lécera	Indefinido	Hombres	28
Septiembre 2020	50136	Lécera	Indefinido	Mujeres	26
Septiembre 2020	50137	Leciñena	Indefinido	Hombres	46
Septiembre 2020	50137	Leciñena	Indefinido	Mujeres	28
Septiembre 2020	50138	Lechón	Indefinido	Hombres	1
Septiembre 2020	50139	Letux	Indefinido	Hombres	10
Septiembre 2020	50139	Letux	Indefinido	Mujeres	13
Septiembre 2020	50141	Lituénigo	Indefinido	Mujeres	1
Septiembre 2020	50143	Longares	Indefinido	Hombres	19
Septiembre 2020	50143	Longares	Indefinido	Mujeres	26
Septiembre 2020	50146	Lucena de Jalón	Indefinido	Hombres	3
Septiembre 2020	50146	Lucena de Jalón	Indefinido	Mujeres	6
Septiembre 2020	50147	Luceni	Indefinido	Hombres	49
Septiembre 2020	50147	Luceni	Indefinido	Mujeres	17
Septiembre 2020	50148	Luesia	Indefinido	Hombres	2
Septiembre 2020	50148	Luesia	Indefinido	Mujeres	11
Septiembre 2020	50149	Luesma	Indefinido	Hombres	1
Septiembre 2020	50150	Lumpiaque	Indefinido	Hombres	15
Septiembre 2020	50150	Lumpiaque	Indefinido	Mujeres	16
Septiembre 2020	50151	Luna	Indefinido	Hombres	22
Septiembre 2020	50151	Luna	Indefinido	Mujeres	10
Septiembre 2020	50152	Maella	Indefinido	Hombres	188
Septiembre 2020	50152	Maella	Indefinido	Mujeres	68
Septiembre 2020	50153	Magallón	Indefinido	Hombres	55
Septiembre 2020	50153	Magallón	Indefinido	Mujeres	61
Septiembre 2020	50154	Mainar	Indefinido	Hombres	3
Septiembre 2020	50154	Mainar	Indefinido	Mujeres	1
Septiembre 2020	50155	Malanquilla	Indefinido	Mujeres	2
Septiembre 2020	50156	Maleján	Indefinido	Mujeres	1
Septiembre 2020	50157	Malón	Indefinido	Hombres	7
Septiembre 2020	50157	Malón	Indefinido	Mujeres	16
Septiembre 2020	50159	Maluenda	Indefinido	Hombres	20
Septiembre 2020	50159	Maluenda	Indefinido	Mujeres	36
Septiembre 2020	50160	Mallén	Indefinido	Hombres	228
Septiembre 2020	50160	Mallén	Indefinido	Mujeres	176
Septiembre 2020	50162	Mara	Indefinido	Hombres	4
Septiembre 2020	50162	Mara	Indefinido	Mujeres	1
Septiembre 2020	50163	María de Huerva	Indefinido	Hombres	354
Septiembre 2020	50163	María de Huerva	Indefinido	Mujeres	158
Septiembre 2020	50164	Mediana de Aragón	Indefinido	Hombres	6
Septiembre 2020	50164	Mediana de Aragón	Indefinido	Mujeres	5
Septiembre 2020	50165	Mequinenza	Indefinido	Hombres	256
Septiembre 2020	50165	Mequinenza	Indefinido	Mujeres	200
Septiembre 2020	50166	Mesones de Isuela	Indefinido	Hombres	10
Septiembre 2020	50166	Mesones de Isuela	Indefinido	Mujeres	3
Septiembre 2020	50167	Mezalocha	Indefinido	Hombres	15
Septiembre 2020	50167	Mezalocha	Indefinido	Mujeres	11
Septiembre 2020	50168	Mianos	Indefinido	Mujeres	1
Septiembre 2020	50169	Miedes de Aragón	Indefinido	Hombres	11
Septiembre 2020	50169	Miedes de Aragón	Indefinido	Mujeres	16
Septiembre 2020	50170	Monegrillo	Indefinido	Hombres	24
Septiembre 2020	50170	Monegrillo	Indefinido	Mujeres	11
Septiembre 2020	50171	Moneva	Indefinido	Hombres	2
Septiembre 2020	50171	Moneva	Indefinido	Mujeres	1
Septiembre 2020	50172	Monreal de Ariza	Indefinido	Hombres	13
Septiembre 2020	50172	Monreal de Ariza	Indefinido	Mujeres	3
Septiembre 2020	50173	Monterde	Indefinido	Hombres	16
Septiembre 2020	50173	Monterde	Indefinido	Mujeres	3
Septiembre 2020	50174	Montón	Indefinido	Mujeres	2
Septiembre 2020	50175	Morata de Jalón	Indefinido	Hombres	152
Septiembre 2020	50175	Morata de Jalón	Indefinido	Mujeres	25
Septiembre 2020	50176	Morata de Jiloca	Indefinido	Hombres	49
Septiembre 2020	50176	Morata de Jiloca	Indefinido	Mujeres	27
