Comarca código	Comarca nombre	Año	Sistema de cultivo	Total (A+B+C+D)	(A) TIERRAS DE CULTIVO. Total	Tierras ocupadas por cultivos herbáceos	Barbechos y otras tierras agrícolas no ocupadas	Tierras ocupadas por cultivos leñosos	(B) PRADERAS Y PASTIZALES. Total	Prados naturales	Pastizales	Eriales	(C) TERRENOS FORESTALES. Total	Monte maderable	Monte abierto	Monte leñoso	(D) OTRAS SUPERFICIES. Total	Espartizal	Terrenos improductivos	Superficies no agrícolas	Ríos y Lagos
32	Gúdar-Javalambre	2014	Secano	232026,0	17156,0	9603,0	7174,0	379,0	96341,0	2219,0	40310,0	53812,0	108418,0	46154,0	15884,0	46380,0	10111,0	0,0	689,0	7275,0	2147,0
33	Matarraña / Matarranya	2014	Regadío	1332,0	1296,0	143,0	640,0	513,0	19,0	19,0	0,0	0,0	17,0	17,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
33	Matarraña / Matarranya	2014	Secano	91867,0	26303,0	3399,0	3973,0	18931,0	15799,0	254,0	6232,0	9313,0	46731,0	30537,0	2517,0	13677,0	3034,0	0,0	520,0	1546,0	968,0
01	La Jacetania	2013	Regadío	1331,0	1329,0	1073,0	256,0	0,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
01	La Jacetania	2013	Secano	183170,0	21349,0	17810,0	3456,0	83,0	38852,0	1359,0	13905,0	23588,0	114107,0	74760,0	18210,0	21137,0	8862,0	0,0	1119,0	3070,0	4673,0
02	Alto Gállego	2013	Regadío	625,0	622,0	568,0	30,0	24,0	0,0	0,0	0,0	0,0	3,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
02	Alto Gállego	2013	Secano	134183,0	6555,0	5197,0	1357,0	1,0	34938,0	923,0	7871,0	26144,0	87636,0	57532,0	12192,0	17912,0	5054,0	0,0	236,0	2412,0	2406,0
03	Sobrarbe	2013	Regadío	1212,0	1199,0	1026,0	172,0	1,0	8,0	8,0	0,0	0,0	5,0	4,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
03	Sobrarbe	2013	Secano	219034,0	10461,0	8567,0	1538,0	356,0	56555,0	1976,0	13142,0	41437,0	143702,0	93073,0	22925,0	27704,0	8316,0	0,0	267,0	1973,0	6076,0
04	La Ribagorza	2013	Regadío	1112,0	1103,0	828,0	268,0	7,0	0,0	0,0	0,0	0,0	9,0	5,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0
04	La Ribagorza	2013	Secano	245022,0	27452,0	22640,0	3776,0	1036,0	71051,0	2903,0	27239,0	40909,0	137537,0	76915,0	26190,0	34432,0	8982,0	0,0	268,0	3164,0	5550,0
05	Cinco Villas	2013	Regadío	72558,0	72409,0	66534,0	4788,0	1087,0	1,0	1,0	0,0	0,0	148,0	132,0	0,0	16,0	0,0	0,0	0,0	0,0	0,0
05	Cinco Villas	2013	Secano	235776,0	76773,0	55445,0	19993,0	1335,0	60185,0	1685,0	10829,0	47671,0	81172,0	57687,0	7473,0	16012,0	17646,0	0,0	2642,0	8099,0	6905,0
06	Hoya de Huesca / Plana de Uesca	2013	Regadío	24021,0	24001,0	20816,0	2144,0	1041,0	0,0	0,0	0,0	0,0	20,0	19,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
06	Hoya de Huesca / Plana de Uesca	2013	Secano	229970,0	100589,0	81992,0	12781,0	5816,0	37071,0	951,0	7650,0	28470,0	77679,0	44393,0	15227,0	18059,0	14631,0	0,0	2532,0	6431,0	5668,0
07	Somontano de Barbastro	2013	Regadío	16548,0	16509,0	13227,0	1664,0	1618,0	0,0	0,0	0,0	0,0	39,0	35,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0
07	Somontano de Barbastro	2013	Secano	100263,0	36878,0	22516,0	6330,0	8032,0	21020,0	505,0	6213,0	14302,0	35968,0	16586,0	8154,0	11228,0	6397,0	0,0	484,0	3282,0	2631,0
08	Cinca Medio	2013	Regadío	34670,0	34557,0	28121,0	3821,0	2615,0	0,0	0,0	0,0	0,0	113,0	109,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0
08	Cinca Medio	2013	Secano	22916,0	5935,0	3451,0	2088,0	396,0	5626,0	125,0	567,0	4934,0	6005,0	1296,0	1782,0	2927,0	5350,0	0,0	169,0	2771,0	2410,0
09	La Litera / La Llitera	2013	Regadío	27094,0	27083,0	22930,0	2447,0	1706,0	0,0	0,0	0,0	0,0	11,0	11,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
09	La Litera / La Llitera	2013	Secano	46229,0	16573,0	12579,0	2359,0	1635,0	10690,0	181,0	4149,0	6360,0	15504,0	7601,0	3538,0	4365,0	3462,0	0,0	376,0	1975,0	1111,0
10	Los Monegros	2013	Regadío	77047,0	76775,0	68904,0	7022,0	849,0	0,0	0,0	0,0	0,0	272,0	246,0	0,0	26,0	0,0	0,0	0,0	0,0	0,0
10	Los Monegros	2013	Secano	198748,0	105907,0	63631,0	40946,0	1330,0	36207,0	1261,0	3588,0	31358,0	42111,0	14061,0	11299,0	16751,0	14523,0	0,0	2063,0	8137,0	4323,0
11	Bajo Cinca / Baix Cinca	2013	Regadío	31991,0	31941,0	14352,0	4305,0	13284,0	0,0	0,0	0,0	0,0	50,0	43,0	0,0	7,0	0,0	0,0	0,0	0,0	0,0
11	Bajo Cinca / Baix Cinca	2013	Secano	109828,0	40523,0	16221,0	21322,0	2980,0	26200,0	404,0	8674,0	17122,0	34247,0	13807,0	12453,0	7987,0	8858,0	0,0	464,0	3731,0	4663,0
12	Tarazona y el Moncayo	2013	Regadío	4875,0	4786,0	3023,0	928,0	835,0	0,0	0,0	0,0	0,0	89,0	89,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
12	Tarazona y el Moncayo	2013	Secano	40303,0	9439,0	4136,0	4523,0	780,0	13246,0	238,0	858,0	12150,0	15391,0	8170,0	1076,0	6145,0	2227,0	0,0	524,0	1309,0	394,0
13	Campo de Borja	2013	Regadío	10835,0	10818,0	5118,0	1525,0	4175,0	0,0	0,0	0,0	0,0	17,0	17,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
13	Campo de Borja	2013	Secano	58243,0	25700,0	9116,0	8048,0	8536,0	16221,0	434,0	2577,0	13210,0	12562,0	5608,0	2152,0	4802,0	3760,0	0,0	666,0	1858,0	1236,0
14	Aranda	2013	Regadío	344,0	338,0	84,0	43,0	211,0	0,0	0,0	0,0	0,0	6,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14	Aranda	2013	Secano	55756,0	8428,0	2447,0	3284,0	2697,0	27124,0	787,0	3944,0	22393,0	18498,0	8249,0	3365,0	6884,0	1706,0	0,0	185,0	944,0	577,0
15	Ribera Alta del Ebro	2013	Regadío	15779,0	15385,0	14350,0	376,0	659,0	0,0	0,0	0,0	0,0	394,0	380,0	0,0	14,0	0,0	0,0	0,0	0,0	0,0
15	Ribera Alta del Ebro	2013	Secano	25779,0	10211,0	6373,0	3776,0	62,0	5724,0	147,0	297,0	5280,0	3813,0	2111,0	121,0	1581,0	6031,0	0,0	1712,0	2348,0	1971,0
16	Valdejalón	2013	Regadío	15424,0	15300,0	5505,0	562,0	9233,0	0,0	0,0	0,0	0,0	124,0	113,0	0,0	11,0	0,0	0,0	0,0	0,0	0,0
16	Valdejalón	2013	Secano	77897,0	36336,0	18206,0	12565,0	5565,0	22860,0	823,0	1457,0	20580,0	12517,0	4386,0	1431,0	6700,0	6184,0	0,0	1669,0	3706,0	809,0
17	D.C. Zaragoza	2013	Regadío	28750,0	28636,0	26114,0	924,0	1598,0	0,0	0,0	0,0	0,0	114,0	98,0	0,0	16,0	0,0	0,0	0,0	0,0	0,0
17	D.C. Zaragoza	2013	Secano	200110,0	75715,0	37236,0	37799,0	680,0	61159,0	1101,0	2687,0	57371,0	35686,0	16374,0	1397,0	17915,0	27550,0	0,0	9145,0	16177,0	2228,0
18	Ribera Baja del Ebro	2013	Regadío	14516,0	14510,0	12003,0	558,0	1949,0	0,0	0,0	0,0	0,0	6,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
18	Ribera Baja del Ebro	2013	Secano	84473,0	41859,0	25182,0	16546,0	131,0	25827,0	1238,0	2082,0	22507,0	10778,0	1897,0	2062,0	6819,0	6009,0	0,0	1039,0	2815,0	2155,0
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2013	Regadío	12072,0	12072,0	4727,0	805,0	6540,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2013	Secano	86636,0	25085,0	8572,0	7226,0	9287,0	31870,0	944,0	5452,0	25474,0	21090,0	8473,0	5208,0	7409,0	8591,0	0,0	478,0	2456,0	5657,0
20	Comunidad de Calatayud	2013	Regadío	8079,0	7963,0	3308,0	821,0	3834,0	0,0	0,0	0,0	0,0	116,0	93,0	0,0	23,0	0,0	0,0	0,0	0,0	0,0
20	Comunidad de Calatayud	2013	Secano	243029,0	72085,0	31926,0	25480,0	14679,0	91598,0	2031,0	12163,0	77404,0	67638,0	33542,0	11139,0	22957,0	11708,0	0,0	1347,0	6209,0	4152,0
21	Campo de Cariñena	2013	Regadío	7800,0	7792,0	2229,0	266,0	5297,0	0,0	0,0	0,0	0,0	8,0	5,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0
21	Campo de Cariñena	2013	Secano	69395,0	37576,0	15541,0	10954,0	11081,0	13846,0	307,0	737,0	12802,0	14075,0	9444,0	426,0	4205,0	3898,0	0,0	718,0	2334,0	846,0
22	Campo de Belchite	2013	Regadío	4114,0	4094,0	1369,0	794,0	1931,0	0,0	0,0	0,0	0,0	20,0	11,0	0,0	9,0	0,0	0,0	0,0	0,0	0,0
22	Campo de Belchite	2013	Secano	100258,0	63097,0	37582,0	23814,0	1701,0	22787,0	780,0	723,0	21284,0	11081,0	4465,0	326,0	6290,0	3293,0	0,0	416,0	2061,0	816,0
23	Bajo Martín	2013	Regadío	4904,0	4855,0	2278,0	1737,0	840,0	42,0	42,0	0,0	0,0	7,0	7,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
23	Bajo Martín	2013	Secano	74752,0	47306,0	24772,0	19034,0	3500,0	12959,0	188,0	475,0	12296,0	11777,0	4225,0	2937,0	4615,0	2710,0	0,0	608,0	1659,0	443,0
24	Campo de Daroca	2013	Regadío	1688,0	1639,0	1429,0	146,0	64,0	0,0	0,0	0,0	0,0	49,0	44,0	0,0	5,0	0,0	0,0	0,0	0,0	0,0
24	Campo de Daroca	2013	Secano	108730,0	56089,0	42034,0	11096,0	2959,0	20693,0	408,0	4130,0	16155,0	26683,0	18012,0	3200,0	5471,0	5265,0	0,0	334,0	2839,0	2092,0
25	Jiloca	2013	Regadío	6969,0	6921,0	4873,0	2014,0	34,0	0,0	0,0	0,0	0,0	48,0	34,0	0,0	14,0	0,0	0,0	0,0	0,0	0,0
25	Jiloca	2013	Secano	186093,0	94026,0	57879,0	34924,0	1223,0	46471,0	1013,0	11890,0	33568,0	37516,0	12761,0	8809,0	15946,0	8080,0	0,0	1444,0	5454,0	1182,0
26	Cuencas Mineras	2013	Regadío	1670,0	1668,0	531,0	1131,0	6,0	0,0	0,0	0,0	0,0	2,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
26	Cuencas Mineras	2013	Secano	139589,0	34007,0	16742,0	16406,0	859,0	58054,0	1057,0	7190,0	49807,0	43264,0	14968,0	10639,0	17657,0	4264,0	0,0	981,0	2302,0	981,0
27	Andorra-Sierra de Arcos	2013	Regadío	770,0	724,0	187,0	442,0	95,0	41,0	41,0	0,0	0,0	5,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
27	Andorra-Sierra de Arcos	2013	Secano	66938,0	16844,0	7153,0	6710,0	2981,0	20361,0	333,0	3489,0	16539,0	25364,0	9449,0	3793,0	12122,0	4369,0	0,0	2076,0	1895,0	398,0
28	Bajo Aragón	2013	Regadío	9530,0	9453,0	4917,0	1020,0	3516,0	3,0	3,0	0,0	0,0	74,0	59,0	0,0	15,0	0,0	0,0	0,0	0,0	0,0
28	Bajo Aragón	2013	Secano	121004,0	50113,0	14240,0	18836,0	17037,0	37461,0	985,0	5711,0	30765,0	27382,0	10080,0	6483,0	10819,0	6048,0	0,0	1605,0	3042,0	1401,0
29	Comunidad de Teruel	2013	Regadío	9226,0	9111,0	6073,0	3017,0	21,0	1,0	1,0	0,0	0,0	114,0	96,0	0,0	18,0	0,0	0,0	0,0	0,0	0,0
29	Comunidad de Teruel	2013	Secano	269454,0	96354,0	54219,0	41599,0	536,0	99926,0	1829,0	22690,0	75407,0	60709,0	14658,0	18037,0	28014,0	12465,0	0,0	1952,0	7290,0	3223,0
30	Maestrazgo	2013	Regadío	884,0	864,0	294,0	419,0	151,0	19,0	19,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
30	Maestrazgo	2013	Secano	119567,0	10002,0	5597,0	3559,0	846,0	58566,0	1891,0	10973,0	45702,0	46986,0	19361,0	9767,0	17858,0	4013,0	0,0	408,0	2473,0	1132,0
31	Sierra de Albarracín	2013	Regadío	589,0	505,0	304,0	201,0	0,0	72,0	72,0	0,0	0,0	12,0	12,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
31	Sierra de Albarracín	2013	Secano	141101,0	16098,0	9021,0	7075,0	2,0	62370,0	1426,0	25939,0	35005,0	60090,0	24391,0	10074,0	25625,0	2543,0	0,0	192,0	1865,0	486,0
32	Gúdar-Javalambre	2013	Regadío	2027,0	1870,0	531,0	1326,0	13,0	136,0	136,0	0,0	0,0	21,0	8,0	0,0	13,0	0,0	0,0	0,0	0,0	0,0
32	Gúdar-Javalambre	2013	Secano	232072,0	19429,0	9661,0	9387,0	381,0	97049,0	3134,0	39891,0	54024,0	105512,0	46120,0	15821,0	43571,0	10082,0	0,0	687,0	7247,0	2148,0
33	Matarraña / Matarranya	2013	Regadío	1316,0	1279,0	130,0	638,0	511,0	24,0	24,0	0,0	0,0	13,0	13,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
33	Matarraña / Matarranya	2013	Secano	91883,0	27383,0	3311,0	5062,0	19010,0	15009,0	377,0	6287,0	8345,0	46465,0	32757,0	2536,0	11172,0	3026,0	0,0	513,0	1547,0	966,0
01	La Jacetania	2012	Regadío	1304,0	1302,0	1110,0	192,0	0,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
01	La Jacetania	2012	Secano	183197,0	21397,0	18441,0	2873,0	83,0	38940,0	1327,0	13905,0	23708,0	113981,0	74062,0	18954,0	20965,0	8879,0	0,0	1131,0	3078,0	4670,0
02	Alto Gállego	2012	Regadío	572,0	572,0	530,0	42,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
02	Alto Gállego	2012	Secano	134236,0	6594,0	5094,0	1499,0	1,0	34891,0	917,0	7828,0	26146,0	87761,0	57602,0	12259,0	17900,0	4990,0	0,0	235,0	2412,0	2343,0
03	Sobrarbe	2012	Regadío	1219,0	1204,0	1028,0	175,0	1,0	8,0	8,0	0,0	0,0	7,0	6,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
03	Sobrarbe	2012	Secano	219027,0	10491,0	8448,0	1676,0	367,0	58659,0	1983,0	13906,0	42770,0	141447,0	91921,0	22380,0	27146,0	8430,0	0,0	264,0	2087,0	6079,0
04	La Ribagorza	2012	Regadío	1131,0	1123,0	816,0	300,0	7,0	0,0	0,0	0,0	0,0	8,0	4,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0
04	La Ribagorza	2012	Secano	245003,0	27540,0	22667,0	3812,0	1061,0	72004,0	2864,0	27448,0	41692,0	136447,0	75209,0	27098,0	34140,0	9012,0	0,0	334,0	3144,0	5534,0
05	Cinco Villas	2012	Regadío	71314,0	71160,0	64613,0	5533,0	1014,0	1,0	1,0	0,0	0,0	153,0	137,0	0,0	16,0	0,0	0,0	0,0	0,0	0,0
05	Cinco Villas	2012	Secano	237020,0	76874,0	56327,0	19215,0	1332,0	61050,0	1781,0	10756,0	48513,0	81491,0	57463,0	7794,0	16234,0	17605,0	0,0	2657,0	8078,0	6870,0
06	Hoya de Huesca / Plana de Uesca	2012	Regadío	24006,0	23986,0	20669,0	2384,0	933,0	0,0	0,0	0,0	0,0	20,0	19,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
06	Hoya de Huesca / Plana de Uesca	2012	Secano	229985,0	100621,0	82611,0	12221,0	5789,0	37626,0	948,0	7541,0	29137,0	77081,0	44042,0	14791,0	18248,0	14657,0	0,0	2556,0	6439,0	5662,0
07	Somontano de Barbastro	2012	Regadío	16507,0	16466,0	12606,0	2171,0	1689,0	0,0	0,0	0,0	0,0	41,0	37,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0
07	Somontano de Barbastro	2012	Secano	100304,0	36888,0	22074,0	6509,0	8305,0	23426,0	594,0	7986,0	14846,0	33596,0	14848,0	8686,0	10062,0	6394,0	0,0	483,0	3287,0	2624,0
08	Cinca Medio	2012	Regadío	34671,0	34572,0	26176,0	5740,0	2656,0	0,0	0,0	0,0	0,0	99,0	96,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0
08	Cinca Medio	2012	Secano	22915,0	6091,0	3348,0	2337,0	406,0	5551,0	133,0	581,0	4837,0	5919,0	1305,0	1673,0	2941,0	5354,0	0,0	169,0	2770,0	2415,0
09	La Litera / La Llitera	2012	Regadío	27077,0	27066,0	23150,0	1821,0	2095,0	0,0	0,0	0,0	0,0	11,0	11,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
09	La Litera / La Llitera	2012	Secano	46246,0	16558,0	12293,0	2597,0	1668,0	10617,0	178,0	3996,0	6443,0	15599,0	7181,0	4035,0	4383,0	3472,0	0,0	377,0	1983,0	1112,0
10	Los Monegros	2012	Regadío	75844,0	75759,0	64182,0	10749,0	828,0	0,0	0,0	0,0	0,0	85,0	59,0	0,0	26,0	0,0	0,0	0,0	0,0	0,0
10	Los Monegros	2012	Secano	199951,0	105912,0	64589,0	39962,0	1361,0	39017,0	1407,0	4769,0	32841,0	40476,0	13871,0	9856,0	16749,0	14546,0	0,0	2114,0	8107,0	4325,0
11	Bajo Cinca / Baix Cinca	2012	Regadío	31329,0	31286,0	13570,0	4152,0	13564,0	0,0	0,0	0,0	0,0	43,0	36,0	0,0	7,0	0,0	0,0	0,0	0,0	0,0
11	Bajo Cinca / Baix Cinca	2012	Secano	110490,0	41014,0	15605,0	22085,0	3324,0	26111,0	389,0	8660,0	17062,0	34651,0	13816,0	12829,0	8006,0	8714,0	0,0	438,0	3638,0	4638,0
12	Tarazona y el Moncayo	2012	Regadío	4835,0	4744,0	3133,0	764,0	847,0	0,0	0,0	0,0	0,0	91,0	91,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
12	Tarazona y el Moncayo	2012	Secano	40343,0	9482,0	4132,0	4561,0	789,0	13245,0	265,0	887,0	12093,0	15398,0	8128,0	1176,0	6094,0	2218,0	0,0	522,0	1301,0	395,0
13	Campo de Borja	2012	Regadío	10729,0	10711,0	5391,0	1292,0	4028,0	0,0	0,0	0,0	0,0	18,0	18,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
13	Campo de Borja	2012	Secano	58349,0	25714,0	8638,0	8538,0	8538,0	16444,0	503,0	2587,0	13354,0	12457,0	5584,0	2049,0	4824,0	3734,0	0,0	654,0	1845,0	1235,0
14	Aranda	2012	Regadío	337,0	332,0	81,0	32,0	219,0	0,0	0,0	0,0	0,0	5,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14	Aranda	2012	Secano	55763,0	8426,0	2401,0	3307,0	2718,0	27150,0	780,0	3946,0	22424,0	18489,0	8184,0	3326,0	6979,0	1698,0	0,0	182,0	939,0	577,0
15	Ribera Alta del Ebro	2012	Regadío	15386,0	14985,0	14012,0	358,0	615,0	0,0	0,0	0,0	0,0	401,0	387,0	0,0	14,0	0,0	0,0	0,0	0,0	0,0
15	Ribera Alta del Ebro	2012	Secano	26172,0	10379,0	6145,0	4171,0	63,0	5965,0	153,0	301,0	5511,0	3812,0	2111,0	122,0	1579,0	6016,0	0,0	1736,0	2314,0	1966,0
16	Valdejalón	2012	Regadío	15147,0	15039,0	5215,0	1021,0	8803,0	0,0	0,0	0,0	0,0	108,0	97,0	0,0	11,0	0,0	0,0	0,0	0,0	0,0
16	Valdejalón	2012	Secano	78174,0	36483,0	17733,0	13105,0	5645,0	22853,0	840,0	1680,0	20333,0	12761,0	4402,0	1647,0	6712,0	6077,0	0,0	1677,0	3623,0	777,0
17	D.C. Zaragoza	2012	Regadío	28341,0	28232,0	25468,0	1210,0	1554,0	0,0	0,0	0,0	0,0	109,0	93,0	0,0	16,0	0,0	0,0	0,0	0,0	0,0
17	D.C. Zaragoza	2012	Secano	200519,0	75699,0	34388,0	40608,0	703,0	61736,0	1153,0	2694,0	57889,0	35625,0	16258,0	1548,0	17819,0	27459,0	0,0	9133,0	16086,0	2240,0
18	Ribera Baja del Ebro	2012	Regadío	14081,0	14074,0	11802,0	481,0	1791,0	0,0	0,0	0,0	0,0	7,0	7,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
18	Ribera Baja del Ebro	2012	Secano	84908,0	42178,0	25525,0	16500,0	153,0	25849,0	1215,0	2101,0	22533,0	10864,0	1896,0	2156,0	6812,0	6017,0	0,0	1045,0	2814,0	2158,0
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2012	Regadío	11135,0	11132,0	4020,0	961,0	6151,0	0,0	0,0	0,0	0,0	3,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2012	Secano	87573,0	25443,0	7664,0	8145,0	9634,0	32534,0	1029,0	5531,0	25974,0	21036,0	8276,0	5291,0	7469,0	8560,0	0,0	510,0	2410,0	5640,0
20	Comunidad de Calatayud	2012	Regadío	7809,0	7679,0	3055,0	1062,0	3562,0	0,0	0,0	0,0	0,0	130,0	107,0	0,0	23,0	0,0	0,0	0,0	0,0	0,0
20	Comunidad de Calatayud	2012	Secano	243299,0	72164,0	30879,0	26466,0	14819,0	91938,0	1994,0	12241,0	77703,0	67570,0	33301,0	11173,0	23096,0	11627,0	0,0	1332,0	6146,0	4149,0
21	Campo de Cariñena	2012	Regadío	7274,0	7268,0	1885,0	220,0	5163,0	0,0	0,0	0,0	0,0	6,0	4,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0
21	Campo de Cariñena	2012	Secano	69921,0	37647,0	14607,0	12095,0	10945,0	14404,0	282,0	738,0	13384,0	14056,0	9418,0	394,0	4244,0	3814,0	0,0	739,0	2232,0	843,0
22	Campo de Belchite	2012	Regadío	4087,0	4067,0	1245,0	896,0	1926,0	0,0	0,0	0,0	0,0	20,0	11,0	0,0	9,0	0,0	0,0	0,0	0,0	0,0
22	Campo de Belchite	2012	Secano	100285,0	62955,0	38380,0	22852,0	1723,0	23034,0	797,0	709,0	21528,0	11021,0	4346,0	322,0	6353,0	3275,0	0,0	408,0	2054,0	813,0
23	Bajo Martín	2012	Regadío	4892,0	4874,0	2036,0	1932,0	906,0	0,0	0,0	0,0	0,0	18,0	18,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
23	Bajo Martín	2012	Secano	74764,0	45302,0	23260,0	18544,0	3498,0	14577,0	0,0	0,0	14577,0	12309,0	5581,0	1281,0	5447,0	2576,0	0,0	488,0	1645,0	443,0
24	Campo de Daroca	2012	Regadío	1493,0	1447,0	1271,0	114,0	62,0	0,0	0,0	0,0	0,0	46,0	41,0	0,0	5,0	0,0	0,0	0,0	0,0	0,0
24	Campo de Daroca	2012	Secano	108925,0	56143,0	42478,0	10722,0	2943,0	20931,0	425,0	3971,0	16535,0	26596,0	17715,0	3235,0	5646,0	5255,0	0,0	332,0	2829,0	2094,0
25	Jiloca	2012	Regadío	7107,0	6913,0	4807,0	2057,0	49,0	0,0	0,0	0,0	0,0	194,0	187,0	0,0	7,0	0,0	0,0	0,0	0,0	0,0
25	Jiloca	2012	Secano	185594,0	93992,0	57630,0	35076,0	1286,0	47222,0	72,0	10787,0	36363,0	36460,0	9806,0	3901,0	22753,0	7920,0	0,0	1364,0	5373,0	1183,0
26	Cuencas Mineras	2012	Regadío	1733,0	1709,0	532,0	1171,0	6,0	0,0	0,0	0,0	0,0	24,0	24,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
26	Cuencas Mineras	2012	Secano	139526,0	34041,0	16966,0	16202,0	873,0	59260,0	184,0	6629,0	52447,0	42068,0	18338,0	3143,0	20587,0	4157,0	0,0	915,0	2302,0	940,0
27	Andorra-Sierra de Arcos	2012	Regadío	891,0	743,0	172,0	468,0	103,0	41,0	41,0	0,0	0,0	107,0	107,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
27	Andorra-Sierra de Arcos	2012	Secano	66817,0	16836,0	7205,0	6621,0	3010,0	19423,0	0,0	2254,0	17169,0	26323,0	10988,0	4682,0	10653,0	4235,0	0,0	1971,0	1870,0	394,0
28	Bajo Aragón	2012	Regadío	9158,0	8940,0	4385,0	1080,0	3475,0	71,0	71,0	0,0	0,0	147,0	138,0	0,0	9,0	0,0	0,0	0,0	0,0	0,0
28	Bajo Aragón	2012	Secano	121376,0	48604,0	14355,0	17073,0	17176,0	31004,0	35,0	1294,0	29675,0	35796,0	11887,0	7646,0	16263,0	5972,0	0,0	1582,0	2990,0	1400,0
29	Comunidad de Teruel	2012	Regadío	10554,0	9156,0	5994,0	3139,0	23,0	276,0	276,0	0,0	0,0	1122,0	1106,0	0,0	16,0	0,0	0,0	0,0	0,0	0,0
29	Comunidad de Teruel	2012	Secano	268192,0	96138,0	53193,0	42382,0	563,0	97648,0	585,0	21729,0	75334,0	62080,0	13996,0	15351,0	32733,0	12326,0	0,0	1885,0	7219,0	3222,0
30	Maestrazgo	2012	Regadío	981,0	863,0	302,0	405,0	156,0	32,0	32,0	0,0	0,0	86,0	86,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
30	Maestrazgo	2012	Secano	119470,0	9844,0	5801,0	3164,0	879,0	65090,0	4433,0	17508,0	43149,0	40576,0	19128,0	8008,0	13440,0	3960,0	0,0	381,0	2494,0	1085,0
31	Sierra de Albarracín	2012	Regadío	655,0	506,0	268,0	238,0	0,0	4,0	4,0	0,0	0,0	145,0	145,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
31	Sierra de Albarracín	2012	Secano	141035,0	16109,0	8703,0	7404,0	2,0	63527,0	4842,0	28232,0	30453,0	58883,0	26659,0	14876,0	17348,0	2516,0	0,0	185,0	1848,0	483,0
32	Gúdar-Javalambre	2012	Regadío	2484,0	1989,0	592,0	1384,0	13,0	389,0	389,0	0,0	0,0	106,0	93,0	0,0	13,0	0,0	0,0	0,0	0,0	0,0
32	Gúdar-Javalambre	2012	Secano	231615,0	17801,0	9472,0	7929,0	400,0	97522,0	3306,0	42369,0	51847,0	106264,0	46952,0	24762,0	34550,0	10028,0	0,0	647,0	7239,0	2142,0
33	Matarraña / Matarranya	2012	Regadío	1471,0	1372,0	139,0	721,0	512,0	24,0	24,0	0,0	0,0	75,0	75,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
33	Matarraña / Matarranya	2012	Secano	91728,0	27375,0	3104,0	5213,0	19058,0	14543,0	160,0	4373,0	10010,0	46876,0	25375,0	4829,0	16672,0	2934,0	0,0	459,0	1514,0	961,0
