Comarca código	Comarca nombre	Año	Sistema de cultivo	Total (A+B+C+D)	(A) TIERRAS DE CULTIVO. Total	Tierras ocupadas por cultivos herbáceos	Barbechos y otras tierras agrícolas no ocupadas	Tierras ocupadas por cultivos leñosos	(B) PRADERAS Y PASTIZALES. Total	Prados naturales	Pastizales	Eriales	(C) TERRENOS FORESTALES. Total	Monte maderable	Monte abierto	Monte leñoso	(D) OTRAS SUPERFICIES. Total	Espartizal	Terrenos improductivos	Superficies no agrícolas	Ríos y Lagos
30	Maestrazgo	2016	Secano	120013,0	8008,0	4469,0	2769,0	770,0	70033,0	1738,0	44963,0	23332,0	37559,0	26887,0	10672,0	0,0	4413,0	0,0	503,0	2517,0	1393,0
31	Sierra de Albarracín	2016	Regadío	319,0	304,0	274,0	30,0	0,0	10,0	10,0	0,0	0,0	5,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
31	Sierra de Albarracín	2016	Secano	141081,0	14692,0	7791,0	6898,0	3,0	46030,0	687,0	29042,0	16301,0	77660,0	40586,0	37074,0	0,0	2699,0	0,0	326,0	1877,0	496,0
32	Gúdar-Javalambre	2016	Regadío	991,0	828,0	486,0	325,0	17,0	137,0	137,0	0,0	0,0	26,0	26,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
32	Gúdar-Javalambre	2016	Secano	235419,0	14560,0	7384,0	6826,0	350,0	79682,0	1561,0	48917,0	29204,0	130777,0	72166,0	58111,0	500,0	10400,0	0,0	878,0	7381,0	2141,0
33	Matarraña / Matarranya	2016	Regadío	728,0	720,0	119,0	106,0	495,0	0,0	0,0	0,0	0,0	8,0	8,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
33	Matarraña / Matarranya	2016	Secano	92572,0	23819,0	3149,0	2060,0	18610,0	14772,0	0,0	898,0	13874,0	50806,0	41287,0	8562,0	957,0	3175,0	0,0	590,0	1605,0	980,0
01	La Jacetania	2015	Regadío	1454,0	1454,0	1363,0	90,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
01	La Jacetania	2015	Secano	184311,0	21801,0	18921,0	2805,0	75,0	6711,0	1568,0	2150,0	2993,0	139325,0	83100,0	14358,0	41867,0	16474,0	0,0	8609,0	3171,0	4694,0
02	Alto Gállego	2015	Regadío	959,0	957,0	901,0	29,0	27,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
02	Alto Gállego	2015	Secano	135022,0	7323,0	6103,0	1216,0	4,0	1996,0	1996,0	0,0	0,0	111492,0	67983,0	6299,0	37210,0	14211,0	0,0	9398,0	2408,0	2405,0
03	Sobrarbe	2015	Regadío	1635,0	1614,0	1554,0	58,0	2,0	20,0	20,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
03	Sobrarbe	2015	Secano	218585,0	12231,0	10759,0	1134,0	338,0	5579,0	3473,0	27,0	2079,0	176161,0	99484,0	16916,0	59761,0	24614,0	0,0	16458,0	2078,0	6078,0
04	La Ribagorza	2015	Regadío	1273,0	1267,0	1075,0	185,0	7,0	2,0	2,0	0,0	0,0	4,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
04	La Ribagorza	2015	Secano	244764,0	30048,0	26047,0	3003,0	998,0	6597,0	6433,0	130,0	34,0	185918,0	87596,0	36569,0	61753,0	22201,0	0,0	13203,0	3406,0	5592,0
05	Cinco Villas	2015	Regadío	72724,0	72617,0	68018,0	3321,0	1278,0	0,0	0,0	0,0	0,0	107,0	107,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
05	Cinco Villas	2015	Secano	236609,0	73251,0	53380,0	18564,0	1307,0	50858,0	0,0	9247,0	41611,0	94547,0	66221,0	7937,0	20389,0	17953,0	0,0	2942,0	8124,0	6887,0
06	Hoya de Huesca / Plana de Uesca	2015	Regadío	24243,0	24227,0	21368,0	1767,0	1092,0	0,0	0,0	0,0	0,0	16,0	16,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
06	Hoya de Huesca / Plana de Uesca	2015	Secano	228313,0	100385,0	84487,0	10222,0	5676,0	41879,0	0,0	890,0	40989,0	71944,0	50287,0	10115,0	11542,0	14105,0	0,0	3496,0	6608,0	4001,0
07	Somontano de Barbastro	2015	Regadío	16509,0	16484,0	13311,0	1659,0	1514,0	0,0	0,0	0,0	0,0	25,0	25,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
07	Somontano de Barbastro	2015	Secano	100164,0	36226,0	23081,0	5569,0	7576,0	21510,0	0,0	445,0	21065,0	35476,0	18184,0	10306,0	6986,0	6952,0	0,0	998,0	3323,0	2631,0
08	Cinca Medio	2015	Regadío	33928,0	33866,0	27752,0	3408,0	2706,0	0,0	0,0	0,0	0,0	62,0	62,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
08	Cinca Medio	2015	Secano	23735,0	5708,0	3262,0	2091,0	355,0	6590,0	0,0	933,0	5657,0	5938,0	1259,0	582,0	4097,0	5499,0	0,0	840,0	2244,0	2415,0
09	La Litera / La Llitera	2015	Regadío	26747,0	26745,0	22564,0	2452,0	1729,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
09	La Litera / La Llitera	2015	Secano	46639,0	16556,0	12274,0	2700,0	1582,0	8444,0	0,0	117,0	8327,0	17190,0	7400,0	7018,0	2772,0	4449,0	0,0	1388,0	1967,0	1094,0
10	Los Monegros	2015	Regadío	76938,0	76687,0	70120,0	5661,0	906,0	0,0	0,0	0,0	0,0	251,0	251,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
10	Los Monegros	2015	Secano	199594,0	104942,0	60764,0	42899,0	1279,0	52996,0	0,0	21829,0	31167,0	26403,0	20232,0	3627,0	2544,0	15253,0	0,0	2475,0	8308,0	4470,0
11	Bajo Cinca / Baix Cinca	2015	Regadío	33612,0	33589,0	15391,0	4104,0	14094,0	0,0	0,0	0,0	0,0	23,0	23,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
11	Bajo Cinca / Baix Cinca	2015	Secano	108621,0	38543,0	16132,0	19609,0	2802,0	29896,0	0,0	10575,0	19321,0	29718,0	13996,0	15722,0	0,0	10464,0	0,0	1564,0	4196,0	4704,0
12	Tarazona y el Moncayo	2015	Regadío	4512,0	4461,0	2868,0	799,0	794,0	0,0	0,0	0,0	0,0	51,0	51,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
12	Tarazona y el Moncayo	2015	Secano	40706,0	8437,0	3897,0	3776,0	764,0	17086,0	0,0	6911,0	10175,0	12841,0	8612,0	1079,0	3150,0	2342,0	0,0	565,0	1349,0	428,0
13	Campo de Borja	2015	Regadío	10485,0	10472,0	5130,0	1063,0	4279,0	0,0	0,0	0,0	0,0	13,0	13,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
13	Campo de Borja	2015	Secano	58593,0	23972,0	7570,0	8070,0	8332,0	20532,0	0,0	9072,0	11460,0	10212,0	6027,0	4185,0	0,0	3877,0	0,0	757,0	1887,0	1233,0
14	Aranda	2015	Regadío	342,0	338,0	91,0	25,0	222,0	0,0	0,0	0,0	0,0	4,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14	Aranda	2015	Secano	55758,0	6456,0	2312,0	1526,0	2618,0	23831,0	0,0	10469,0	13362,0	23759,0	10044,0	4793,0	8922,0	1712,0	0,0	190,0	945,0	577,0
15	Ribera Alta del Ebro	2015	Regadío	15364,0	15153,0	13639,0	846,0	668,0	0,0	0,0	0,0	0,0	211,0	211,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
15	Ribera Alta del Ebro	2015	Secano	26208,0	10285,0	5686,0	4541,0	58,0	7508,0	0,0	3082,0	4426,0	2374,0	2138,0	236,0	0,0	6041,0	0,0	1758,0	2298,0	1985,0
16	Valdejalón	2015	Regadío	15485,0	15426,0	5659,0	978,0	8789,0	0,0	0,0	0,0	0,0	59,0	59,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
16	Valdejalón	2015	Secano	77846,0	35116,0	15196,0	14358,0	5562,0	29665,0	0,0	9369,0	20296,0	6321,0	5089,0	1232,0	0,0	6744,0	0,0	1826,0	3904,0	1014,0
17	D.C. Zaragoza	2015	Regadío	27503,0	27414,0	24531,0	1216,0	1667,0	0,0	0,0	0,0	0,0	89,0	89,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
17	D.C. Zaragoza	2015	Secano	198242,0	56368,0	30890,0	25020,0	458,0	96505,0	0,0	39420,0	57085,0	18422,0	15527,0	2895,0	0,0	26947,0	0,0	9306,0	15438,0	2203,0
18	Ribera Baja del Ebro	2015	Regadío	14464,0	14460,0	11799,0	612,0	2049,0	0,0	0,0	0,0	0,0	4,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
18	Ribera Baja del Ebro	2015	Secano	84526,0	40927,0	20273,0	20527,0	127,0	32199,0	0,0	11216,0	20983,0	5158,0	2291,0	2867,0	0,0	6242,0	0,0	1089,0	2986,0	2167,0
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2015	Regadío	12166,0	12164,0	4477,0	833,0	6854,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2015	Secano	87554,0	22697,0	7141,0	6774,0	8782,0	33591,0	0,0	8979,0	24612,0	22530,0	12848,0	9682,0	0,0	8736,0	0,0	521,0	2644,0	5571,0
20	Comunidad de Calatayud	2015	Regadío	8007,0	7936,0	3317,0	630,0	3989,0	0,0	0,0	0,0	0,0	71,0	71,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
20	Comunidad de Calatayud	2015	Secano	243901,0	61476,0	29671,0	17435,0	14370,0	103517,0	0,0	47269,0	56248,0	67171,0	36999,0	14446,0	15726,0	11737,0	0,0	1350,0	6210,0	4177,0
21	Campo de Cariñena	2015	Regadío	7753,0	7742,0	1953,0	425,0	5364,0	0,0	0,0	0,0	0,0	11,0	11,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
21	Campo de Cariñena	2015	Secano	69442,0	36645,0	13548,0	12281,0	10816,0	17436,0	0,0	9688,0	7748,0	11307,0	10639,0	668,0	0,0	4054,0	0,0	726,0	2480,0	848,0
22	Campo de Belchite	2015	Regadío	4123,0	4112,0	1418,0	712,0	1982,0	0,0	0,0	0,0	0,0	11,0	11,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
22	Campo de Belchite	2015	Secano	100249,0	61682,0	31720,0	28105,0	1857,0	29666,0	0,0	9591,0	20075,0	5544,0	4805,0	739,0	0,0	3357,0	0,0	452,0	2090,0	815,0
23	Bajo Martín	2015	Regadío	4637,0	4631,0	2400,0	1376,0	855,0	0,0	0,0	0,0	0,0	6,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
23	Bajo Martín	2015	Secano	74883,0	45499,0	21355,0	20866,0	3278,0	19742,0	0,0	5424,0	14318,0	6886,0	6541,0	345,0	0,0	2756,0	0,0	634,0	1674,0	448,0
24	Campo de Daroca	2015	Regadío	1650,0	1621,0	1439,0	117,0	65,0	0,0	0,0	0,0	0,0	29,0	29,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
24	Campo de Daroca	2015	Secano	110171,0	56342,0	42694,0	10829,0	2819,0	9738,0	0,0	2412,0	7326,0	38696,0	18754,0	6989,0	12953,0	5395,0	0,0	413,0	2883,0	2099,0
25	Jiloca	2015	Regadío	6330,0	6299,0	5111,0	1164,0	24,0	0,0	0,0	0,0	0,0	31,0	31,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
25	Jiloca	2015	Secano	185670,0	94028,0	60996,0	31954,0	1078,0	19778,0	0,0	6996,0	12782,0	63777,0	19151,0	16071,0	28555,0	8087,0	0,0	1491,0	5418,0	1178,0
26	Cuencas Mineras	2015	Regadío	1085,0	1083,0	486,0	586,0	11,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
26	Cuencas Mineras	2015	Secano	139682,0	33965,0	15957,0	17136,0	872,0	61206,0	0,0	48222,0	12984,0	40545,0	22707,0	7431,0	10407,0	3966,0	0,0	678,0	2310,0	978,0
27	Andorra-Sierra de Arcos	2015	Regadío	493,0	458,0	200,0	172,0	86,0	0,0	0,0	0,0	0,0	35,0	35,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
27	Andorra-Sierra de Arcos	2015	Secano	67017,0	16879,0	6542,0	7686,0	2651,0	27824,0	0,0	16414,0	11410,0	17953,0	13358,0	4595,0	0,0	4361,0	0,0	2075,0	1890,0	396,0
28	Bajo Aragón	2015	Regadío	9570,0	9521,0	5188,0	734,0	3599,0	0,0	0,0	0,0	0,0	49,0	49,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
28	Bajo Aragón	2015	Secano	120850,0	49396,0	13238,0	19271,0	16887,0	40940,0	0,0	20092,0	20848,0	24364,0	15454,0	8892,0	18,0	6150,0	0,0	1690,0	3063,0	1397,0
29	Comunidad de Teruel	2015	Regadío	8606,0	8518,0	6141,0	2339,0	38,0	0,0	0,0	0,0	0,0	88,0	88,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
29	Comunidad de Teruel	2015	Secano	270594,0	96535,0	55378,0	40671,0	486,0	91720,0	106,0	39630,0	51984,0	69784,0	23232,0	29772,0	16780,0	12555,0	0,0	1977,0	7371,0	3207,0
30	Maestrazgo	2015	Regadío	604,0	603,0	267,0	222,0	114,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
30	Maestrazgo	2015	Secano	119826,0	9534,0	4834,0	3914,0	786,0	69329,0	1738,0	44253,0	23338,0	36600,0	25392,0	11208,0	0,0	4363,0	0,0	472,0	2500,0	1391,0
31	Sierra de Albarracín	2015	Regadío	417,0	405,0	286,0	119,0	0,0	10,0	10,0	0,0	0,0	2,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
31	Sierra de Albarracín	2015	Secano	140983,0	15813,0	8716,0	7095,0	2,0	46107,0	667,0	28698,0	16742,0	76548,0	38329,0	38219,0	0,0	2515,0	0,0	194,0	1837,0	484,0
32	Gúdar-Javalambre	2015	Regadío	1452,0	1289,0	551,0	724,0	14,0	137,0	137,0	0,0	0,0	26,0	26,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
32	Gúdar-Javalambre	2015	Secano	234958,0	17167,0	8682,0	8144,0	341,0	77671,0	1461,0	48785,0	27425,0	130017,0	71001,0	58440,0	576,0	10103,0	0,0	696,0	7270,0	2137,0
33	Matarraña / Matarranya	2015	Regadío	1106,0	1098,0	113,0	479,0	506,0	0,0	0,0	0,0	0,0	8,0	8,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
33	Matarraña / Matarranya	2015	Secano	92194,0	26303,0	3042,0	4541,0	18720,0	12777,0	0,0	928,0	11849,0	50084,0	39751,0	8947,0	1386,0	3030,0	0,0	526,0	1536,0	968,0
01	La Jacetania	2014	Regadío	1315,0	1313,0	1086,0	227,0	0,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
01	La Jacetania	2014	Secano	184450,0	21143,0	18372,0	2690,0	81,0	39050,0	1472,0	12823,0	24755,0	115234,0	79219,0	16059,0	19956,0	9023,0	0,0	1146,0	3131,0	4746,0
02	Alto Gállego	2014	Regadío	640,0	638,0	581,0	31,0	26,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
02	Alto Gállego	2014	Secano	135341,0	6538,0	5214,0	1322,0	2,0	31335,0	660,0	5954,0	24721,0	92496,0	65668,0	11162,0	15666,0	4972,0	0,0	232,0	2323,0	2417,0
03	Sobrarbe	2014	Regadío	1205,0	1199,0	1020,0	178,0	1,0	1,0	1,0	0,0	0,0	5,0	4,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
03	Sobrarbe	2014	Secano	219015,0	10432,0	8491,0	1595,0	346,0	53575,0	1679,0	12805,0	39091,0	146762,0	101592,0	19112,0	26058,0	8246,0	0,0	238,0	1949,0	6059,0
04	La Ribagorza	2014	Regadío	1118,0	1109,0	842,0	260,0	7,0	0,0	0,0	0,0	0,0	9,0	5,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0
04	La Ribagorza	2014	Secano	244919,0	27396,0	22598,0	3805,0	993,0	70185,0	2721,0	26003,0	41461,0	138257,0	79451,0	25127,0	33679,0	9081,0	0,0	290,0	3237,0	5554,0
05	Cinco Villas	2014	Regadío	72847,0	72715,0	68247,0	3282,0	1186,0	1,0	1,0	0,0	0,0	131,0	115,0	0,0	16,0	0,0	0,0	0,0	0,0	0,0
05	Cinco Villas	2014	Secano	236486,0	78342,0	59755,0	17186,0	1401,0	56521,0	1777,0	8651,0	46093,0	84279,0	64738,0	5469,0	14072,0	17344,0	0,0	2962,0	7408,0	6974,0
06	Hoya de Huesca / Plana de Uesca	2014	Regadío	24066,0	24039,0	21246,0	2013,0	780,0	0,0	0,0	0,0	0,0	27,0	26,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
06	Hoya de Huesca / Plana de Uesca	2014	Secano	228490,0	100572,0	84872,0	9965,0	5735,0	35755,0	854,0	6587,0	28314,0	79971,0	48894,0	13013,0	18064,0	12192,0	0,0	922,0	6269,0	5001,0
07	Somontano de Barbastro	2014	Regadío	16556,0	16517,0	13365,0	1554,0	1598,0	0,0	0,0	0,0	0,0	39,0	35,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0
07	Somontano de Barbastro	2014	Secano	100117,0	36641,0	23098,0	5717,0	7826,0	20861,0	502,0	6172,0	14187,0	36113,0	16607,0	7955,0	11551,0	6502,0	0,0	594,0	3276,0	2632,0
08	Cinca Medio	2014	Regadío	34633,0	34534,0	27625,0	4261,0	2648,0	0,0	0,0	0,0	0,0	99,0	94,0	0,0	5,0	0,0	0,0	0,0	0,0	0,0
08	Cinca Medio	2014	Secano	23030,0	6044,0	3476,0	2207,0	361,0	5392,0	139,0	527,0	4726,0	6185,0	1206,0	1824,0	3155,0	5409,0	0,0	166,0	2839,0	2404,0
09	La Litera / La Llitera	2014	Regadío	27028,0	27026,0	22473,0	2818,0	1735,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
09	La Litera / La Llitera	2014	Secano	46358,0	16569,0	12570,0	2430,0	1569,0	10515,0	172,0	4254,0	6089,0	15501,0	7098,0	3763,0	4640,0	3773,0	0,0	366,0	2292,0	1115,0
10	Los Monegros	2014	Regadío	76728,0	76430,0	69850,0	5695,0	885,0	0,0	0,0	0,0	0,0	298,0	264,0	0,0	34,0	0,0	0,0	0,0	0,0	0,0
10	Los Monegros	2014	Secano	199714,0	105582,0	67435,0	36813,0	1334,0	33956,0	1240,0	2970,0	29746,0	44934,0	19047,0	9652,0	16235,0	15242,0	0,0	2146,0	8250,0	4846,0
11	Bajo Cinca / Baix Cinca	2014	Regadío	32461,0	32413,0	14786,0	4074,0	13553,0	0,0	0,0	0,0	0,0	48,0	41,0	0,0	7,0	0,0	0,0	0,0	0,0	0,0
11	Bajo Cinca / Baix Cinca	2014	Secano	109502,0	40131,0	17252,0	20031,0	2848,0	26441,0	396,0	8848,0	17197,0	33728,0	14025,0	11397,0	8306,0	9202,0	0,0	558,0	3939,0	4705,0
12	Tarazona y el Moncayo	2014	Regadío	4667,0	4577,0	3075,0	696,0	806,0	0,0	0,0	0,0	0,0	90,0	90,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
12	Tarazona y el Moncayo	2014	Secano	40551,0	8596,0	4202,0	3627,0	767,0	17084,0	338,0	899,0	15847,0	12515,0	8548,0	545,0	3422,0	2356,0	0,0	571,0	1368,0	417,0
13	Campo de Borja	2014	Regadío	10537,0	10516,0	5266,0	1085,0	4165,0	0,0	0,0	0,0	0,0	21,0	21,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
13	Campo de Borja	2014	Secano	58541,0	24918,0	9252,0	7281,0	8385,0	17302,0	546,0	2388,0	14368,0	11982,0	6536,0	1864,0	3582,0	4339,0	0,0	901,0	1901,0	1537,0
14	Aranda	2014	Regadío	333,0	327,0	93,0	30,0	204,0	0,0	0,0	0,0	0,0	6,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14	Aranda	2014	Secano	55767,0	6548,0	2374,0	1521,0	2653,0	28822,0	1130,0	3670,0	24022,0	18671,0	10042,0	2396,0	6233,0	1726,0	0,0	195,0	954,0	577,0
15	Ribera Alta del Ebro	2014	Regadío	15486,0	15102,0	13942,0	543,0	617,0	0,0	0,0	0,0	0,0	384,0	369,0	0,0	15,0	0,0	0,0	0,0	0,0	0,0
15	Ribera Alta del Ebro	2014	Secano	26085,0	9981,0	6347,0	3578,0	56,0	6321,0	160,0	279,0	5882,0	3797,0	2194,0	121,0	1482,0	5986,0	0,0	1837,0	2162,0	1987,0
16	Valdejalón	2014	Regadío	15575,0	15467,0	5851,0	794,0	8822,0	0,0	0,0	0,0	0,0	108,0	102,0	0,0	6,0	0,0	0,0	0,0	0,0	0,0
16	Valdejalón	2014	Secano	77756,0	35205,0	18189,0	11461,0	5555,0	23525,0	997,0	1458,0	21070,0	11479,0	5240,0	607,0	5632,0	7547,0	0,0	2420,0	4115,0	1012,0
17	D.C. Zaragoza	2014	Regadío	27551,0	27434,0	25021,0	857,0	1556,0	0,0	0,0	0,0	0,0	117,0	101,0	0,0	16,0	0,0	0,0	0,0	0,0	0,0
17	D.C. Zaragoza	2014	Secano	198194,0	56824,0	34529,0	21769,0	526,0	80281,0	1198,0	2879,0	76204,0	33949,0	15450,0	1385,0	17114,0	27140,0	0,0	9412,0	15445,0	2283,0
18	Ribera Baja del Ebro	2014	Regadío	14612,0	14606,0	12364,0	281,0	1961,0	0,0	0,0	0,0	0,0	6,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
18	Ribera Baja del Ebro	2014	Secano	84378,0	41246,0	25602,0	15516,0	128,0	26343,0	1262,0	1692,0	23389,0	10673,0	2286,0	1491,0	6896,0	6116,0	0,0	1118,0	2824,0	2174,0
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2014	Regadío	11917,0	11917,0	4622,0	625,0	6670,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2014	Secano	87803,0	24412,0	8181,0	7241,0	8990,0	30681,0	871,0	4960,0	24850,0	23997,0	13010,0	4728,0	6259,0	8713,0	0,0	529,0	2617,0	5567,0
20	Comunidad de Calatayud	2014	Regadío	8130,0	8020,0	3367,0	706,0	3947,0	0,0	0,0	0,0	0,0	110,0	87,0	0,0	23,0	0,0	0,0	0,0	0,0	0,0
20	Comunidad de Calatayud	2014	Secano	243778,0	62832,0	31580,0	16537,0	14715,0	102508,0	2387,0	11005,0	89116,0	65059,0	36337,0	6923,0	21799,0	13379,0	0,0	2565,0	6356,0	4458,0
21	Campo de Cariñena	2014	Regadío	7591,0	7571,0	2084,0	226,0	5261,0	0,0	0,0	0,0	0,0	20,0	17,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0
21	Campo de Cariñena	2014	Secano	69604,0	36525,0	14896,0	10657,0	10972,0	14536,0	321,0	815,0	13400,0	14477,0	10636,0	334,0	3507,0	4066,0	0,0	727,0	2490,0	849,0
22	Campo de Belchite	2014	Regadío	4115,0	4095,0	1312,0	821,0	1962,0	0,0	0,0	0,0	0,0	20,0	11,0	0,0	9,0	0,0	0,0	0,0	0,0	0,0
22	Campo de Belchite	2014	Secano	100257,0	61777,0	38270,0	21811,0	1696,0	23286,0	836,0	765,0	21685,0	11151,0	4671,0	364,0	6116,0	4043,0	0,0	454,0	2773,0	816,0
23	Bajo Martín	2014	Regadío	4858,0	4852,0	2303,0	1661,0	888,0	0,0	0,0	0,0	0,0	6,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
23	Bajo Martín	2014	Secano	74798,0	45532,0	24065,0	17986,0	3481,0	14210,0	120,0	241,0	13849,0	12319,0	4845,0	2880,0	4594,0	2737,0	0,0	627,0	1667,0	443,0
24	Campo de Daroca	2014	Regadío	1728,0	1680,0	1482,0	120,0	78,0	0,0	0,0	0,0	0,0	48,0	43,0	0,0	5,0	0,0	0,0	0,0	0,0	0,0
24	Campo de Daroca	2014	Secano	110093,0	54697,0	41670,0	10081,0	2946,0	22686,0	465,0	4019,0	18202,0	27352,0	19204,0	3256,0	4892,0	5358,0	0,0	396,0	2856,0	2106,0
25	Jiloca	2014	Regadío	6873,0	6816,0	4813,0	1972,0	31,0	0,0	0,0	0,0	0,0	57,0	41,0	0,0	16,0	0,0	0,0	0,0	0,0	0,0
25	Jiloca	2014	Secano	186189,0	93814,0	57883,0	34714,0	1217,0	46175,0	697,0	10816,0	34662,0	38101,0	12721,0	8936,0	16444,0	8099,0	0,0	1482,0	5435,0	1182,0
26	Cuencas Mineras	2014	Regadío	1650,0	1649,0	490,0	1152,0	7,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
26	Cuencas Mineras	2014	Secano	139609,0	34032,0	16833,0	16354,0	845,0	56642,0	944,0	7325,0	48373,0	44963,0	15242,0	11079,0	18642,0	3972,0	0,0	681,0	2312,0	979,0
27	Andorra-Sierra de Arcos	2014	Regadío	732,0	694,0	191,0	411,0	92,0	0,0	0,0	0,0	0,0	38,0	38,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
27	Andorra-Sierra de Arcos	2014	Secano	66976,0	16875,0	7288,0	6621,0	2966,0	20493,0	317,0	3485,0	16691,0	25238,0	9320,0	3787,0	12131,0	4370,0	0,0	2076,0	1896,0	398,0
28	Bajo Aragón	2014	Regadío	9968,0	9889,0	5186,0	1094,0	3609,0	3,0	3,0	0,0	0,0	76,0	61,0	0,0	15,0	0,0	0,0	0,0	0,0	0,0
28	Bajo Aragón	2014	Secano	120566,0	49407,0	14490,0	17996,0	16921,0	38051,0	847,0	5127,0	32077,0	26929,0	10273,0	6438,0	10218,0	6179,0	0,0	1680,0	3100,0	1399,0
29	Comunidad de Teruel	2014	Regadío	9440,0	9101,0	6114,0	2966,0	21,0	104,0	104,0	0,0	0,0	235,0	216,0	0,0	19,0	0,0	0,0	0,0	0,0	0,0
29	Comunidad de Teruel	2014	Secano	269240,0	96189,0	55788,0	39869,0	532,0	99679,0	1197,0	20917,0	77565,0	60808,0	14990,0	18186,0	27632,0	12564,0	0,0	1978,0	7368,0	3218,0
30	Maestrazgo	2014	Regadío	885,0	865,0	295,0	421,0	149,0	19,0	19,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
30	Maestrazgo	2014	Secano	119566,0	9962,0	5535,0	3583,0	844,0	56496,0	2990,0	9929,0	43577,0	48992,0	20840,0	9718,0	18434,0	4116,0	0,0	464,0	2520,0	1132,0
31	Sierra de Albarracín	2014	Regadío	629,0	510,0	280,0	229,0	1,0	82,0	82,0	0,0	0,0	37,0	37,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
31	Sierra de Albarracín	2014	Secano	141061,0	15865,0	8765,0	7098,0	2,0	61789,0	1610,0	29390,0	30789,0	60881,0	24209,0	10196,0	26476,0	2526,0	0,0	198,0	1842,0	486,0
32	Gúdar-Javalambre	2014	Regadío	2073,0	1869,0	512,0	1343,0	14,0	137,0	137,0	0,0	0,0	67,0	14,0	0,0	53,0	0,0	0,0	0,0	0,0	0,0
