Año	Residencia provincia código	Residencia municipio código	Residencia municipio nombre	Tipo de nacionalidad	Nacionalidad área código	Nacionalidad área nombre	Nacionalidad continente nombre	Sexo	Personas
2003	22	22217	Sena	Extranjeros	01	UE-15	Europa	Hombres	1
2003	22	22217	Sena	Extranjeros	02	Resto de Europa	Europa	Hombres	26
2003	22	22217	Sena	Extranjeros	03	Magreb	África	Hombres	12
2003	22	22217	Sena	Extranjeros	04	Resto de África	África	Hombres	15
2003	22	22218	Senés de Alcubierre	Españoles	01	UE-15	Europa	Hombres	28
2003	22	22220	Sesa	Españoles	01	UE-15	Europa	Hombres	123
2003	22	22220	Sesa	Extranjeros	01	UE-15	Europa	Hombres	1
2003	22	22220	Sesa	Extranjeros	06	Resto de América	América	Hombres	1
2003	22	22221	Sesué	Españoles	01	UE-15	Europa	Hombres	72
2003	22	22222	Siétamo	Españoles	01	UE-15	Europa	Hombres	239
2003	22	22222	Siétamo	Extranjeros	01	UE-15	Europa	Hombres	1
2003	22	22222	Siétamo	Extranjeros	02	Resto de Europa	Europa	Hombres	10
2003	22	22222	Siétamo	Extranjeros	05	América del Norte	América	Hombres	1
2003	22	22222	Siétamo	Extranjeros	06	Resto de América	América	Hombres	3
2003	22	22223	Sopeira	Españoles	01	UE-15	Europa	Hombres	50
2003	22	22225	Tamarite de Litera	Españoles	01	UE-15	Europa	Hombres	1759
2003	22	22225	Tamarite de Litera	Extranjeros	01	UE-15	Europa	Hombres	1
2003	22	22225	Tamarite de Litera	Extranjeros	02	Resto de Europa	Europa	Hombres	24
2003	22	22225	Tamarite de Litera	Extranjeros	03	Magreb	África	Hombres	40
2003	22	22225	Tamarite de Litera	Extranjeros	04	Resto de África	África	Hombres	32
2003	22	22225	Tamarite de Litera	Extranjeros	06	Resto de América	América	Hombres	5
2003	22	22226	Tardienta	Españoles	01	UE-15	Europa	Hombres	525
2003	22	22226	Tardienta	Extranjeros	03	Magreb	África	Hombres	43
2003	22	22226	Tardienta	Extranjeros	04	Resto de África	África	Hombres	2
2003	22	22226	Tardienta	Extranjeros	06	Resto de América	América	Hombres	1
2003	22	22227	Tella-Sin	Españoles	01	UE-15	Europa	Hombres	136
2003	22	22227	Tella-Sin	Extranjeros	01	UE-15	Europa	Hombres	1
2003	22	22228	Tierz	Españoles	01	UE-15	Europa	Hombres	84
2003	22	22229	Tolva	Españoles	01	UE-15	Europa	Hombres	92
2003	22	22229	Tolva	Extranjeros	01	UE-15	Europa	Hombres	1
2003	22	22229	Tolva	Extranjeros	03	Magreb	África	Hombres	1
2003	22	22229	Tolva	Extranjeros	07	Asia	Asia	Hombres	1
2003	22	22230	Torla-Ordesa	Españoles	01	UE-15	Europa	Hombres	168
2003	22	22232	Torralba de Aragón	Españoles	01	UE-15	Europa	Hombres	58
2003	22	22232	Torralba de Aragón	Extranjeros	01	UE-15	Europa	Hombres	1
2003	22	22233	Torre la Ribera	Españoles	01	UE-15	Europa	Hombres	63
2003	22	22233	Torre la Ribera	Extranjeros	06	Resto de América	América	Hombres	1
2003	22	22234	Torrente de Cinca	Españoles	01	UE-15	Europa	Hombres	492
2003	22	22234	Torrente de Cinca	Extranjeros	04	Resto de África	África	Hombres	9
2003	22	22234	Torrente de Cinca	Extranjeros	06	Resto de América	América	Hombres	1
2003	22	22235	Torres de Alcanadre	Españoles	01	UE-15	Europa	Hombres	75
2003	22	22236	Torres de Barbués	Españoles	01	UE-15	Europa	Hombres	160
2003	22	22236	Torres de Barbués	Extranjeros	02	Resto de Europa	Europa	Hombres	3
2003	22	22239	Tramaced	Españoles	01	UE-15	Europa	Hombres	56
2003	22	22239	Tramaced	Extranjeros	02	Resto de Europa	Europa	Hombres	1
2003	22	22242	Valfarta	Españoles	01	UE-15	Europa	Hombres	52
2003	22	22242	Valfarta	Extranjeros	06	Resto de América	América	Hombres	4
2003	22	22243	Valle de Bardají	Españoles	01	UE-15	Europa	Hombres	29
2003	22	22244	Valle de Lierp	Españoles	01	UE-15	Europa	Hombres	27
2003	22	22245	Velilla de Cinca	Españoles	01	UE-15	Europa	Hombres	218
2003	22	22245	Velilla de Cinca	Extranjeros	02	Resto de Europa	Europa	Hombres	1
2003	22	22245	Velilla de Cinca	Extranjeros	03	Magreb	África	Hombres	2
2003	22	22245	Velilla de Cinca	Extranjeros	06	Resto de América	América	Hombres	2
2003	22	22246	Beranuy	Españoles	01	UE-15	Europa	Hombres	57
2003	22	22246	Beranuy	Extranjeros	06	Resto de América	América	Hombres	1
2003	22	22247	Viacamp y Litera	Españoles	01	UE-15	Europa	Hombres	18
2003	22	22248	Vicién	Españoles	01	UE-15	Europa	Hombres	64
2003	22	22248	Vicién	Extranjeros	03	Magreb	África	Hombres	1
2003	22	22249	Villanova	Españoles	01	UE-15	Europa	Hombres	64
2003	22	22249	Villanova	Extranjeros	02	Resto de Europa	Europa	Hombres	1
2003	22	22249	Villanova	Extranjeros	06	Resto de América	América	Hombres	1
2003	22	22250	Villanúa	Españoles	01	UE-15	Europa	Hombres	178
2003	22	22250	Villanúa	Extranjeros	01	UE-15	Europa	Hombres	2
2003	22	22250	Villanúa	Extranjeros	02	Resto de Europa	Europa	Hombres	4
2003	22	22250	Villanúa	Extranjeros	03	Magreb	África	Hombres	1
2003	22	22250	Villanúa	Extranjeros	06	Resto de América	América	Hombres	1
2003	22	22251	Villanueva de Sigena	Españoles	01	UE-15	Europa	Hombres	245
2003	22	22251	Villanueva de Sigena	Extranjeros	01	UE-15	Europa	Hombres	4
2003	22	22251	Villanueva de Sigena	Extranjeros	02	Resto de Europa	Europa	Hombres	6
2003	22	22251	Villanueva de Sigena	Extranjeros	03	Magreb	África	Hombres	3
2003	22	22251	Villanueva de Sigena	Extranjeros	05	América del Norte	América	Hombres	1
2003	22	22251	Villanueva de Sigena	Extranjeros	06	Resto de América	América	Hombres	2
2003	22	22252	Yebra de Basa	Españoles	01	UE-15	Europa	Hombres	96
2003	22	22252	Yebra de Basa	Extranjeros	01	UE-15	Europa	Hombres	2
2003	22	22253	Yésero	Españoles	01	UE-15	Europa	Hombres	49
2003	22	22254	Zaidín	Españoles	01	UE-15	Europa	Hombres	780
2003	22	22254	Zaidín	Extranjeros	01	UE-15	Europa	Hombres	1
2003	22	22254	Zaidín	Extranjeros	02	Resto de Europa	Europa	Hombres	45
2003	22	22254	Zaidín	Extranjeros	03	Magreb	África	Hombres	52
2003	22	22254	Zaidín	Extranjeros	04	Resto de África	África	Hombres	3
2003	22	22254	Zaidín	Extranjeros	06	Resto de América	América	Hombres	2
2003	22	22901	Valle de Hecho	Españoles	01	UE-15	Europa	Hombres	510
2003	22	22901	Valle de Hecho	Extranjeros	01	UE-15	Europa	Hombres	1
2003	22	22901	Valle de Hecho	Extranjeros	02	Resto de Europa	Europa	Hombres	2
2003	22	22902	Puente la Reina de Jaca	Españoles	01	UE-15	Europa	Hombres	125
2003	22	22902	Puente la Reina de Jaca	Extranjeros	01	UE-15	Europa	Hombres	2
2003	22	22902	Puente la Reina de Jaca	Extranjeros	02	Resto de Europa	Europa	Hombres	2
2003	22	22902	Puente la Reina de Jaca	Extranjeros	06	Resto de América	América	Hombres	1
2003	22	22903	San Miguel del Cinca	Españoles	01	UE-15	Europa	Hombres	453
2003	22	22903	San Miguel del Cinca	Extranjeros	01	UE-15	Europa	Hombres	2
2003	22	22903	San Miguel del Cinca	Extranjeros	02	Resto de Europa	Europa	Hombres	9
2003	22	22903	San Miguel del Cinca	Extranjeros	03	Magreb	África	Hombres	1
2003	22	22903	San Miguel del Cinca	Extranjeros	06	Resto de América	América	Hombres	1
2003	22	22904	Sotonera (La)	Españoles	01	UE-15	Europa	Hombres	549
2003	22	22904	Sotonera (La)	Extranjeros	01	UE-15	Europa	Hombres	2
2003	22	22904	Sotonera (La)	Extranjeros	02	Resto de Europa	Europa	Hombres	2
2003	22	22904	Sotonera (La)	Extranjeros	03	Magreb	África	Hombres	2
2003	22	22904	Sotonera (La)	Extranjeros	06	Resto de América	América	Hombres	8
2003	22	22904	Sotonera (La)	Extranjeros	07	Asia	Asia	Hombres	1
2003	22	22905	Lupiñén-Ortilla	Españoles	01	UE-15	Europa	Hombres	188
2003	22	22906	Santa María de Dulcis	Españoles	01	UE-15	Europa	Hombres	106
2003	22	22906	Santa María de Dulcis	Extranjeros	02	Resto de Europa	Europa	Hombres	1
2003	22	22906	Santa María de Dulcis	Extranjeros	03	Magreb	África	Hombres	1
2003	22	22906	Santa María de Dulcis	Extranjeros	06	Resto de América	América	Hombres	1
2003	22	22907	Aínsa-Sobrarbe	Españoles	01	UE-15	Europa	Hombres	858
2003	22	22907	Aínsa-Sobrarbe	Extranjeros	01	UE-15	Europa	Hombres	17
2003	22	22907	Aínsa-Sobrarbe	Extranjeros	02	Resto de Europa	Europa	Hombres	12
2003	22	22907	Aínsa-Sobrarbe	Extranjeros	03	Magreb	África	Hombres	4
2003	22	22907	Aínsa-Sobrarbe	Extranjeros	06	Resto de América	América	Hombres	21
2003	22	22908	Hoz y Costeán	Españoles	01	UE-15	Europa	Hombres	120
2003	22	22908	Hoz y Costeán	Extranjeros	02	Resto de Europa	Europa	Hombres	3
2003	22	22908	Hoz y Costeán	Extranjeros	06	Resto de América	América	Hombres	2
2003	22	22909	Vencillón	Españoles	01	UE-15	Europa	Hombres	236
2003	22	22909	Vencillón	Extranjeros	01	UE-15	Europa	Hombres	1
2003	22	22909	Vencillón	Extranjeros	02	Resto de Europa	Europa	Hombres	9
2003	22	22909	Vencillón	Extranjeros	03	Magreb	África	Hombres	1
2003	44	44001	Ababuj	Españoles	01	UE-15	Europa	Hombres	49
2003	44	44002	Abejuela	Españoles	01	UE-15	Europa	Hombres	32
2003	44	44003	Aguatón	Españoles	01	UE-15	Europa	Hombres	11
2003	44	44004	Aguaviva	Españoles	01	UE-15	Europa	Hombres	276
2003	44	44004	Aguaviva	Extranjeros	01	UE-15	Europa	Hombres	8
2003	44	44004	Aguaviva	Extranjeros	02	Resto de Europa	Europa	Hombres	24
2003	44	44004	Aguaviva	Extranjeros	06	Resto de América	América	Hombres	30
2003	44	44005	Aguilar del Alfambra	Españoles	01	UE-15	Europa	Hombres	41
2003	44	44005	Aguilar del Alfambra	Extranjeros	03	Magreb	África	Hombres	2
2003	44	44006	Alacón	Españoles	01	UE-15	Europa	Hombres	189
2003	44	44006	Alacón	Extranjeros	03	Magreb	África	Hombres	23
2003	44	44007	Alba	Españoles	01	UE-15	Europa	Hombres	127
2003	44	44008	Albalate del Arzobispo	Españoles	01	UE-15	Europa	Hombres	1072
2003	44	44008	Albalate del Arzobispo	Extranjeros	01	UE-15	Europa	Hombres	2
2003	44	44008	Albalate del Arzobispo	Extranjeros	02	Resto de Europa	Europa	Hombres	12
2003	44	44008	Albalate del Arzobispo	Extranjeros	03	Magreb	África	Hombres	16
2003	44	44008	Albalate del Arzobispo	Extranjeros	06	Resto de América	América	Hombres	5
2003	44	44009	Albarracín	Españoles	01	UE-15	Europa	Hombres	503
2003	44	44009	Albarracín	Extranjeros	01	UE-15	Europa	Hombres	3
2003	44	44009	Albarracín	Extranjeros	03	Magreb	África	Hombres	4
2003	44	44009	Albarracín	Extranjeros	06	Resto de América	América	Hombres	23
2003	44	44010	Albentosa	Españoles	01	UE-15	Europa	Hombres	133
2003	44	44010	Albentosa	Extranjeros	02	Resto de Europa	Europa	Hombres	1
2003	44	44010	Albentosa	Extranjeros	03	Magreb	África	Hombres	30
2003	44	44010	Albentosa	Extranjeros	06	Resto de América	América	Hombres	3
2003	44	44011	Alcaine	Españoles	01	UE-15	Europa	Hombres	41
2003	44	44012	Alcalá de la Selva	Españoles	01	UE-15	Europa	Hombres	245
2003	44	44012	Alcalá de la Selva	Extranjeros	01	UE-15	Europa	Hombres	1
2003	44	44012	Alcalá de la Selva	Extranjeros	02	Resto de Europa	Europa	Hombres	1
2003	44	44012	Alcalá de la Selva	Extranjeros	06	Resto de América	América	Hombres	34
2003	44	44013	Alcañiz	Españoles	01	UE-15	Europa	Hombres	6564
2003	44	44013	Alcañiz	Extranjeros	01	UE-15	Europa	Hombres	21
2003	44	44013	Alcañiz	Extranjeros	02	Resto de Europa	Europa	Hombres	303
2003	44	44013	Alcañiz	Extranjeros	03	Magreb	África	Hombres	210
2003	44	44013	Alcañiz	Extranjeros	04	Resto de África	África	Hombres	60
2003	44	44013	Alcañiz	Extranjeros	05	América del Norte	América	Hombres	1
2003	44	44013	Alcañiz	Extranjeros	06	Resto de América	América	Hombres	41
2003	44	44013	Alcañiz	Extranjeros	07	Asia	Asia	Hombres	12
2003	44	44014	Alcorisa	Españoles	01	UE-15	Europa	Hombres	1618
2003	44	44014	Alcorisa	Extranjeros	01	UE-15	Europa	Hombres	3
2003	44	44014	Alcorisa	Extranjeros	02	Resto de Europa	Europa	Hombres	29
2003	44	44014	Alcorisa	Extranjeros	03	Magreb	África	Hombres	43
2003	44	44014	Alcorisa	Extranjeros	04	Resto de África	África	Hombres	1
2003	44	44014	Alcorisa	Extranjeros	06	Resto de América	América	Hombres	29
2003	44	44014	Alcorisa	Extranjeros	07	Asia	Asia	Hombres	2
2003	44	44016	Alfambra	Españoles	01	UE-15	Europa	Hombres	309
2003	44	44016	Alfambra	Extranjeros	01	UE-15	Europa	Hombres	1
2003	44	44016	Alfambra	Extranjeros	02	Resto de Europa	Europa	Hombres	3
2003	44	44016	Alfambra	Extranjeros	03	Magreb	África	Hombres	4
2003	44	44016	Alfambra	Extranjeros	06	Resto de América	América	Hombres	7
2003	44	44017	Aliaga	Españoles	01	UE-15	Europa	Hombres	214
2003	44	44017	Aliaga	Extranjeros	01	UE-15	Europa	Hombres	1
2003	44	44018	Almohaja	Españoles	01	UE-15	Europa	Hombres	18
2003	44	44019	Alobras	Españoles	01	UE-15	Europa	Hombres	46
2003	44	44020	Alpeñés	Españoles	01	UE-15	Europa	Hombres	18
2003	44	44021	Allepuz	Españoles	01	UE-15	Europa	Hombres	66
2003	44	44021	Allepuz	Extranjeros	01	UE-15	Europa	Hombres	1
2003	44	44022	Alloza	Españoles	01	UE-15	Europa	Hombres	338
2003	44	44022	Alloza	Extranjeros	02	Resto de Europa	Europa	Hombres	5
2003	44	44022	Alloza	Extranjeros	03	Magreb	África	Hombres	4
2003	44	44022	Alloza	Extranjeros	06	Resto de América	América	Hombres	2
2003	44	44023	Allueva	Españoles	01	UE-15	Europa	Hombres	8
2003	44	44023	Allueva	Extranjeros	07	Asia	Asia	Hombres	2
2003	44	44024	Anadón	Españoles	01	UE-15	Europa	Hombres	10
2003	44	44024	Anadón	Extranjeros	03	Magreb	África	Hombres	2
2003	44	44025	Andorra	Españoles	01	UE-15	Europa	Hombres	3953
2003	44	44025	Andorra	Extranjeros	01	UE-15	Europa	Hombres	4
2003	44	44025	Andorra	Extranjeros	02	Resto de Europa	Europa	Hombres	52
2003	44	44025	Andorra	Extranjeros	03	Magreb	África	Hombres	10
2003	44	44025	Andorra	Extranjeros	06	Resto de América	América	Hombres	14
2003	44	44025	Andorra	Extranjeros	07	Asia	Asia	Hombres	55
2003	44	44026	Arcos de las Salinas	Españoles	01	UE-15	Europa	Hombres	66
2003	44	44027	Arens de Lledó	Españoles	01	UE-15	Europa	Hombres	106
2003	44	44028	Argente	Españoles	01	UE-15	Europa	Hombres	136
2003	44	44029	Ariño	Españoles	01	UE-15	Europa	Hombres	417
2003	44	44029	Ariño	Extranjeros	02	Resto de Europa	Europa	Hombres	44
2003	44	44029	Ariño	Extranjeros	03	Magreb	África	Hombres	2
2003	44	44029	Ariño	Extranjeros	07	Asia	Asia	Hombres	2
2003	44	44031	Azaila	Españoles	01	UE-15	Europa	Hombres	96
2003	44	44031	Azaila	Extranjeros	01	UE-15	Europa	Hombres	1
2003	44	44031	Azaila	Extranjeros	02	Resto de Europa	Europa	Hombres	1
2003	44	44032	Bádenas	Españoles	01	UE-15	Europa	Hombres	11
2003	44	44033	Báguena	Españoles	01	UE-15	Europa	Hombres	226
2003	44	44034	Bañón	Españoles	01	UE-15	Europa	Hombres	92
2003	44	44035	Barrachina	Españoles	01	UE-15	Europa	Hombres	80
2003	44	44035	Barrachina	Extranjeros	02	Resto de Europa	Europa	Hombres	2
2003	44	44035	Barrachina	Extranjeros	06	Resto de América	América	Hombres	1
2003	44	44036	Bea	Españoles	01	UE-15	Europa	Hombres	20
2003	44	44037	Beceite	Españoles	01	UE-15	Europa	Hombres	308
2003	44	44037	Beceite	Extranjeros	01	UE-15	Europa	Hombres	4
2003	44	44037	Beceite	Extranjeros	05	América del Norte	América	Hombres	1
2003	44	44037	Beceite	Extranjeros	06	Resto de América	América	Hombres	1
2003	44	44038	Belmonte de San José	Españoles	01	UE-15	Europa	Hombres	77
2003	44	44038	Belmonte de San José	Extranjeros	03	Magreb	África	Hombres	2
2003	44	44039	Bello	Españoles	01	UE-15	Europa	Hombres	163
2003	44	44039	Bello	Extranjeros	06	Resto de América	América	Hombres	3
2003	44	44040	Berge	Españoles	01	UE-15	Europa	Hombres	118
2003	44	44040	Berge	Extranjeros	01	UE-15	Europa	Hombres	2
2003	44	44040	Berge	Extranjeros	06	Resto de América	América	Hombres	3
2003	44	44041	Bezas	Españoles	01	UE-15	Europa	Hombres	39
2003	44	44041	Bezas	Extranjeros	06	Resto de América	América	Hombres	4
2003	44	44042	Blancas	Españoles	01	UE-15	Europa	Hombres	100
2003	44	44042	Blancas	Extranjeros	02	Resto de Europa	Europa	Hombres	3
2003	44	44043	Blesa	Españoles	01	UE-15	Europa	Hombres	85
2003	44	44044	Bordón	Españoles	01	UE-15	Europa	Hombres	68
2003	44	44044	Bordón	Extranjeros	01	UE-15	Europa	Hombres	1
2003	44	44044	Bordón	Extranjeros	02	Resto de Europa	Europa	Hombres	3
2003	44	44045	Bronchales	Españoles	01	UE-15	Europa	Hombres	241
2003	44	44045	Bronchales	Extranjeros	02	Resto de Europa	Europa	Hombres	3
2003	44	44045	Bronchales	Extranjeros	03	Magreb	África	Hombres	3
2003	44	44045	Bronchales	Extranjeros	06	Resto de América	América	Hombres	6
2003	44	44046	Bueña	Españoles	01	UE-15	Europa	Hombres	46
2003	44	44047	Burbáguena	Españoles	01	UE-15	Europa	Hombres	139
2003	44	44048	Cabra de Mora	Españoles	01	UE-15	Europa	Hombres	62
2003	44	44048	Cabra de Mora	Extranjeros	01	UE-15	Europa	Hombres	1
2003	44	44049	Calaceite	Españoles	01	UE-15	Europa	Hombres	579
2003	44	44049	Calaceite	Extranjeros	02	Resto de Europa	Europa	Hombres	5
2003	44	44049	Calaceite	Extranjeros	03	Magreb	África	Hombres	16
2003	44	44049	Calaceite	Extranjeros	06	Resto de América	América	Hombres	1
2003	44	44050	Calamocha	Españoles	01	UE-15	Europa	Hombres	2004
2003	44	44050	Calamocha	Extranjeros	01	UE-15	Europa	Hombres	8
2003	44	44050	Calamocha	Extranjeros	02	Resto de Europa	Europa	Hombres	46
2003	44	44050	Calamocha	Extranjeros	03	Magreb	África	Hombres	25
2003	44	44050	Calamocha	Extranjeros	04	Resto de África	África	Hombres	2
2003	44	44050	Calamocha	Extranjeros	06	Resto de América	América	Hombres	22
2003	44	44051	Calanda	Españoles	01	UE-15	Europa	Hombres	1694
2003	44	44051	Calanda	Extranjeros	01	UE-15	Europa	Hombres	2
2003	44	44051	Calanda	Extranjeros	02	Resto de Europa	Europa	Hombres	67
2003	44	44051	Calanda	Extranjeros	03	Magreb	África	Hombres	40
2003	44	44051	Calanda	Extranjeros	06	Resto de América	América	Hombres	32
2003	44	44052	Calomarde	Españoles	01	UE-15	Europa	Hombres	41
2003	44	44052	Calomarde	Extranjeros	01	UE-15	Europa	Hombres	1
2003	44	44053	Camañas	Españoles	01	UE-15	Europa	Hombres	82
2003	44	44053	Camañas	Extranjeros	06	Resto de América	América	Hombres	12
2003	44	44054	Camarena de la Sierra	Españoles	01	UE-15	Europa	Hombres	86
2003	44	44054	Camarena de la Sierra	Extranjeros	01	UE-15	Europa	Hombres	1
2003	44	44054	Camarena de la Sierra	Extranjeros	06	Resto de América	América	Hombres	2
2003	44	44055	Camarillas	Españoles	01	UE-15	Europa	Hombres	53
2003	44	44055	Camarillas	Extranjeros	03	Magreb	África	Hombres	4
2003	44	44055	Camarillas	Extranjeros	06	Resto de América	América	Hombres	2
2003	44	44056	Caminreal	Españoles	01	UE-15	Europa	Hombres	378
2003	44	44056	Caminreal	Extranjeros	01	UE-15	Europa	Hombres	1
2003	44	44056	Caminreal	Extranjeros	02	Resto de Europa	Europa	Hombres	2
2003	44	44056	Caminreal	Extranjeros	03	Magreb	África	Hombres	4
2003	44	44056	Caminreal	Extranjeros	06	Resto de América	América	Hombres	2
2003	44	44059	Cantavieja	Españoles	01	UE-15	Europa	Hombres	350
2003	44	44059	Cantavieja	Extranjeros	02	Resto de Europa	Europa	Hombres	4
2003	44	44059	Cantavieja	Extranjeros	03	Magreb	África	Hombres	7
2003	44	44059	Cantavieja	Extranjeros	06	Resto de América	América	Hombres	5
2003	44	44059	Cantavieja	Extranjeros	07	Asia	Asia	Hombres	19
2003	44	44060	Cañada de Benatanduz	Españoles	01	UE-15	Europa	Hombres	34
2003	44	44060	Cañada de Benatanduz	Extranjeros	03	Magreb	África	Hombres	1
2003	44	44060	Cañada de Benatanduz	Extranjeros	06	Resto de América	América	Hombres	1
2003	44	44061	Cañada de Verich (La)	Españoles	01	UE-15	Europa	Hombres	59
2003	44	44062	Cañada Vellida	Españoles	01	UE-15	Europa	Hombres	36
2003	44	44063	Cañizar del Olivar	Españoles	01	UE-15	Europa	Hombres	53
2003	44	44063	Cañizar del Olivar	Extranjeros	02	Resto de Europa	Europa	Hombres	3
2003	44	44063	Cañizar del Olivar	Extranjeros	03	Magreb	África	Hombres	3
2003	44	44064	Cascante del Río	Españoles	01	UE-15	Europa	Hombres	59
2003	44	44064	Cascante del Río	Extranjeros	02	Resto de Europa	Europa	Hombres	6
2003	44	44065	Castejón de Tornos	Españoles	01	UE-15	Europa	Hombres	50
2003	44	44065	Castejón de Tornos	Extranjeros	02	Resto de Europa	Europa	Hombres	3
2003	44	44065	Castejón de Tornos	Extranjeros	03	Magreb	África	Hombres	1
2003	44	44066	Castel de Cabra	Españoles	01	UE-15	Europa	Hombres	79
2003	44	44066	Castel de Cabra	Extranjeros	02	Resto de Europa	Europa	Hombres	1
2003	44	44066	Castel de Cabra	Extranjeros	06	Resto de América	América	Hombres	1
2003	44	44067	Castelnou	Españoles	01	UE-15	Europa	Hombres	53
2003	44	44067	Castelnou	Extranjeros	02	Resto de Europa	Europa	Hombres	1
2003	44	44067	Castelnou	Extranjeros	03	Magreb	África	Hombres	2
2003	44	44067	Castelnou	Extranjeros	06	Resto de América	América	Hombres	1
2003	44	44068	Castelserás	Españoles	01	UE-15	Europa	Hombres	436
2003	44	44068	Castelserás	Extranjeros	01	UE-15	Europa	Hombres	4
2003	44	44068	Castelserás	Extranjeros	03	Magreb	África	Hombres	3
2003	44	44070	Castellar (El)	Españoles	01	UE-15	Europa	Hombres	49
2003	44	44070	Castellar (El)	Extranjeros	06	Resto de América	América	Hombres	1
2003	44	44071	Castellote	Españoles	01	UE-15	Europa	Hombres	403
2003	44	44071	Castellote	Extranjeros	01	UE-15	Europa	Hombres	4
2003	44	44071	Castellote	Extranjeros	02	Resto de Europa	Europa	Hombres	4
2003	44	44071	Castellote	Extranjeros	03	Magreb	África	Hombres	8
2003	44	44071	Castellote	Extranjeros	06	Resto de América	América	Hombres	5
2003	44	44074	Cedrillas	Españoles	01	UE-15	Europa	Hombres	258
2003	44	44074	Cedrillas	Extranjeros	01	UE-15	Europa	Hombres	1
2003	44	44074	Cedrillas	Extranjeros	05	América del Norte	América	Hombres	1
2003	44	44074	Cedrillas	Extranjeros	06	Resto de América	América	Hombres	1
2003	44	44075	Celadas	Españoles	01	UE-15	Europa	Hombres	225
2003	44	44075	Celadas	Extranjeros	02	Resto de Europa	Europa	Hombres	1
2003	44	44075	Celadas	Extranjeros	03	Magreb	África	Hombres	3
2003	44	44075	Celadas	Extranjeros	06	Resto de América	América	Hombres	1
2003	44	44076	Cella	Españoles	01	UE-15	Europa	Hombres	1417
2003	44	44076	Cella	Extranjeros	01	UE-15	Europa	Hombres	5
2003	44	44076	Cella	Extranjeros	02	Resto de Europa	Europa	Hombres	7
2003	44	44076	Cella	Extranjeros	03	Magreb	África	Hombres	23
2003	44	44076	Cella	Extranjeros	06	Resto de América	América	Hombres	5
2003	44	44077	Cerollera (La)	Españoles	01	UE-15	Europa	Hombres	60
2003	44	44077	Cerollera (La)	Extranjeros	03	Magreb	África	Hombres	4
2003	44	44077	Cerollera (La)	Extranjeros	06	Resto de América	América	Hombres	1
2003	44	44080	Codoñera (La)	Españoles	01	UE-15	Europa	Hombres	169
2003	44	44080	Codoñera (La)	Extranjeros	02	Resto de Europa	Europa	Hombres	5
2003	44	44080	Codoñera (La)	Extranjeros	03	Magreb	África	Hombres	4
2003	44	44082	Corbalán	Españoles	01	UE-15	Europa	Hombres	50
2003	44	44082	Corbalán	Extranjeros	03	Magreb	África	Hombres	1
2003	44	44084	Cortes de Aragón	Españoles	01	UE-15	Europa	Hombres	58
2003	44	44084	Cortes de Aragón	Extranjeros	03	Magreb	África	Hombres	1
2003	44	44085	Cosa	Españoles	01	UE-15	Europa	Hombres	51
2003	44	44086	Cretas	Españoles	01	UE-15	Europa	Hombres	310
2003	44	44086	Cretas	Extranjeros	02	Resto de Europa	Europa	Hombres	7
2003	44	44087	Crivillén	Españoles	01	UE-15	Europa	Hombres	61
2003	44	44088	Cuba (La)	Españoles	01	UE-15	Europa	Hombres	25
2003	44	44088	Cuba (La)	Extranjeros	01	UE-15	Europa	Hombres	1
2003	44	44088	Cuba (La)	Extranjeros	02	Resto de Europa	Europa	Hombres	2
2003	44	44089	Cubla	Españoles	01	UE-15	Europa	Hombres	27
2003	44	44090	Cucalón	Españoles	01	UE-15	Europa	Hombres	49
2003	44	44092	Cuervo (El)	Españoles	01	UE-15	Europa	Hombres	59
2003	44	44092	Cuervo (El)	Extranjeros	01	UE-15	Europa	Hombres	1
2003	44	44093	Cuevas de Almudén	Españoles	01	UE-15	Europa	Hombres	54
2003	44	44093	Cuevas de Almudén	Extranjeros	02	Resto de Europa	Europa	Hombres	1
2003	44	44093	Cuevas de Almudén	Extranjeros	03	Magreb	África	Hombres	2
2003	44	44094	Cuevas Labradas	Españoles	01	UE-15	Europa	Hombres	78
2003	44	44096	Ejulve	Españoles	01	UE-15	Europa	Hombres	113
2003	44	44096	Ejulve	Extranjeros	03	Magreb	África	Hombres	1
2003	44	44097	Escorihuela	Españoles	01	UE-15	Europa	Hombres	102
2003	44	44099	Escucha	Españoles	01	UE-15	Europa	Hombres	549
2003	44	44099	Escucha	Extranjeros	01	UE-15	Europa	Hombres	1
2003	44	44099	Escucha	Extranjeros	02	Resto de Europa	Europa	Hombres	1
2003	44	44099	Escucha	Extranjeros	03	Magreb	África	Hombres	9
2003	44	44099	Escucha	Extranjeros	06	Resto de América	América	Hombres	4
2003	44	44099	Escucha	Extranjeros	07	Asia	Asia	Hombres	45
2003	44	44100	Estercuel	Españoles	01	UE-15	Europa	Hombres	152
2003	44	44100	Estercuel	Extranjeros	03	Magreb	África	Hombres	6
2003	44	44100	Estercuel	Extranjeros	06	Resto de América	América	Hombres	6
2003	44	44101	Ferreruela de Huerva	Españoles	01	UE-15	Europa	Hombres	43
2003	44	44102	Fonfría	Españoles	01	UE-15	Europa	Hombres	17
2003	44	44103	Formiche Alto	Españoles	01	UE-15	Europa	Hombres	90
2003	44	44103	Formiche Alto	Extranjeros	02	Resto de Europa	Europa	Hombres	7
2003	44	44103	Formiche Alto	Extranjeros	03	Magreb	África	Hombres	4
2003	44	44103	Formiche Alto	Extranjeros	06	Resto de América	América	Hombres	1
