Municipio código	Municipio nombre	Salario Percepciones	Salario Retribución	Salario medio por percepción	Pensión Percepciones	Pensión Retribución	Pensión media por percepción	Desempleo Perceptores	Desempleo Retribución	Desempleo prestación media anual	Año
22230	Torla-Ordesa	132,0	1109211,67	8403,11871212121	85,0	586560,43	6900,71094117647	31,0	68580,19	2212,26419354839	2005
22230	Torla-Ordesa	137,0	1189418,37	8681,88591240876	87,0	661220,02	7600,23011494253	30,0	77310,26	2577,00866666667	2006
22230	Torla-Ordesa	159,0	1457102,13	9164,16433962264	81,0	660676,25	8156,49691358025	33,0	86380,03	2617,57666666667	2007
22230	Torla-Ordesa	157,0	1696382,58	10804,9845859873	94,0	837050,23	8904,78968085106	39,0	83861,65	2150,29871794872	2008
22230	Torla-Ordesa	148,0	1679743,84	11349,6205405405	92,0	862207,82	9371,82413043478	35,0	95354,47	2724,41342857143	2009
22230	Torla-Ordesa	135,0	1670983,54	12377,6558518519	97,0	931816,36	9606,35422680412	40,0	88421,8	2210,545	2010
22232	Torralba de Aragón	34,0	220342,28	6480,65529411765	43,0	245884,85	5718,2523255814				1999
22232	Torralba de Aragón	38,0	264103,23	6950,085	42,0	225842,08	5377,19238095238				2000
22232	Torralba de Aragón	37,0	290899,48	7862,14810810811	46,0	243921,04	5302,63130434783				2001
22232	Torralba de Aragón	45,0	339938,24	7554,18311111111	40,0	239562,07	5989,05175				2002
22232	Torralba de Aragón	40,0	376657,41	9416,43525	38,0	244996,01	6447,26342105263				2003
22232	Torralba de Aragón	44,0	349618,81	7945,88204545455	40,0	256775,29	6419,38225				2004
22232	Torralba de Aragón	39,0	368104,73	9438,58282051282	47,0	292558,2	6224,64255319149				2005
22232	Torralba de Aragón	35,0	348898,87	9968,53914285714	40,0	290563,36	7264,084				2006
22232	Torralba de Aragón	36,0	393666,09	10935,1691666667	42,0	297406,12	7081,0980952381				2007
22232	Torralba de Aragón	42,0	513925,32	12236,3171428571	41,0	347260,69	8469,77292682927				2008
22232	Torralba de Aragón	35,0	421814,34	12051,8382857143	45,0	335910,57	7464,67933333333				2009
22232	Torralba de Aragón	33,0	404398,46	12254,4987878788	41,0	340757,85	8311,16707317073	8,0	29307,15	3663,39375	2010
22233	Torre la Ribera	22,0	166834,87	7583,40318181818	32,0	163181,91	5099,4346875				1999
22233	Torre la Ribera	23,0	178470,47	7759,58565217391	29,0	157789,61	5441,02103448276				2000
22233	Torre la Ribera	22,0	225275,29	10239,7859090909	27,0	156143,8	5783,1037037037				2001
22233	Torre la Ribera	26,0	270329,57	10397,2911538462	24,0	163873,43	6828,05958333333				2002
22233	Torre la Ribera	42,0	366201,24	8719,07714285714	25,0	172538,71	6901,5484				2003
22233	Torre la Ribera	40,0	410327,47	10258,18675	21,0	154491,11	7356,71952380952				2004
22233	Torre la Ribera	41,0	405705,11	9895,24658536585	22,0	165262,21	7511,91863636364				2005
22233	Torre la Ribera	41,0	490289,09	11958,2704878049	21,0	161407,58	7686,07523809524	7,0	15499,93	2214,27571428571	2006
22233	Torre la Ribera	49,0	550020,78	11224,913877551	24,0	169587,49	7066,14541666667	7,0	5925,02	846,431428571429	2007
22233	Torre la Ribera	43,0	528834,37	12298,4737209302	28,0	193073,7	6895,48928571429				2008
22233	Torre la Ribera	35,0	411856,79	11767,3368571429	24,0	193725,29	8071,88708333333	7,0	13022,22	1860,31714285714	2009
22233	Torre la Ribera	33,0	416969,47	12635,4384848485	23,0	202768,56	8816,02434782609	10,0	18389,83	1838,983	2010
22234	Torrente de Cinca	434,0	3345888,51	7709,42052995392	309,0	1590179,28	5146,21126213592	33,0	60695,95	1839,27121212121	1999
22234	Torrente de Cinca	456,0	3610360,66	7917,4575877193	305,0	1661014,26	5445,94839344262	30,0	54550,76	1818,35866666667	2000
22234	Torrente de Cinca	510,0	3846783,99	7542,71370588235	310,0	1818501,44	5866,13367741935	36,0	78949,6	2193,04444444444	2001
22234	Torrente de Cinca	525,0	4137732,98	7881,39615238095	303,0	1846715,61	6094,77099009901	34,0	59135,31	1739,27382352941	2002
22234	Torrente de Cinca	579,0	4608017,95	7958,58022452504	308,0	1951275,74	6335,31084415584	33,0	87921,98	2664,30242424242	2003
22234	Torrente de Cinca	556,0	4880824,37	8778,4610971223	301,0	2045777,26	6796,60219269103	28,0	57980,23	2070,7225	2004
22234	Torrente de Cinca	716,0	5220690,05	7291,46655027933	311,0	2175959,94	6996,65575562701	41,0	89312,1	2178,34390243902	2005
22234	Torrente de Cinca	813,0	6139351,4	7551,47773677737	310,0	2383914,44	7690,04658064516	39,0	75684,17	1940,61974358974	2006
22234	Torrente de Cinca	922,0	6691970,79	7258,10280911063	313,0	2513333,64	8029,81993610224	48,0	115009,67	2396,03479166667	2007
22234	Torrente de Cinca	753,0	6827163,25	9066,61786188579	331,0	2818647,25	8515,55060422961	86,0	223063,54	2593,76209302326	2008
22234	Torrente de Cinca	657,0	6422562,91	9775,59042617961	314,0	2804576,87	8931,77347133758	117,0	362606,74	3099,20290598291	2009
22234	Torrente de Cinca	662,0	6434969,11	9720,49714501511	306,0	2868747,63	9374,99225490196	123,0	322742,0	2623,91869918699	2010
22235	Torres de Alcanadre	18,0	130015,88	7223,10444444444	45,0	244027,27	5422,82822222222				1999
22235	Torres de Alcanadre	22,0	149892,7	6813,30454545455	48,0	246339,51	5132,073125				2000
22235	Torres de Alcanadre	26,0	188655,84	7255,99384615385	52,0	296125,31	5694,7175				2001
22235	Torres de Alcanadre	27,0	223798,69	8288,84037037037	53,0	304626,94	5747,67811320755				2002
22235	Torres de Alcanadre	33,0	206334,26	6252,55333333333	51,0	302402,36	5929,45803921569				2003
22235	Torres de Alcanadre	29,0	189601,97	6537,99896551724	49,0	306476,95	6254,63163265306				2004
22235	Torres de Alcanadre	31,0	178135,0	5746,29032258065	48,0	315210,7	6566,88958333333				2005
22235	Torres de Alcanadre	29,0	181966,85	6274,71896551724	47,0	328863,3	6997,0914893617				2006
22235	Torres de Alcanadre	30,0	239275,95	7975,865	47,0	349644,24	7439,23914893617				2007
22235	Torres de Alcanadre	25,0	215177,2	8607,088	56,0	403151,08	7199,12642857143				2008
22235	Torres de Alcanadre	21,0	212325,87	10110,7557142857	55,0	411181,08	7476,01963636364				2009
22235	Torres de Alcanadre	25,0	256827,41	10273,0964	56,0	413906,96	7391,19571428571				2010
22236	Torres de Barbués	103,0	713477,36	6926,96466019417	106,0	514968,84	4858,19660377358	9,0	11471,31	1274,59	1999
22236	Torres de Barbués	120,0	785484,07	6545,70058333333	92,0	517362,41	5623,50445652174	7,0	11005,55	1572,22142857143	2000
22236	Torres de Barbués	114,0	912152,58	8001,33842105263	99,0	548310,05	5538,48535353535				2001
22236	Torres de Barbués	115,0	1005998,8	8747,81565217391	97,0	570663,71	5883,13103092784	8,0	18581,2	2322,65	2002
22236	Torres de Barbués	112,0	1091356,05	9744,25044642857	93,0	572285,64	6153,60903225806	9,0	16774,99	1863,88777777778	2003
22236	Torres de Barbués	124,0	1198678,65	9666,76330645161	93,0	578992,48	6225,72559139785	8,0	10070,5	1258,8125	2004
22236	Torres de Barbués	128,0	1248163,42	9751,27671875	90,0	574547,31	6383,859	13,0	33337,25	2564,40384615385	2005
22236	Torres de Barbués	140,0	1365564,29	9754,03064285714	91,0	628948,68	6911,52395604396	7,0	20070,59	2867,22714285714	2006
22236	Torres de Barbués	135,0	1429944,26	10592,1797037037	92,0	708772,88	7704,05304347826	18,0	49010,81	2722,82277777778	2007
22236	Torres de Barbués	115,0	1333745,23	11597,7846086957	102,0	815188,41	7992,04323529412	24,0	78427,67	3267,81958333333	2008
22236	Torres de Barbués	94,0	1209785,88	12870,0625531915	94,0	762617,24	8112,94936170213	16,0	89269,43	5579,339375	2009
22236	Torres de Barbués	97,0	1276518,69	13159,9864948454	96,0	829269,71	8638,22614583333	22,0	88762,26	4034,64818181818	2010
22239	Tramaced	25,0	217556,11	8702,2444	40,0	152083,59	3802,08975	0,0	0,0		1999
22239	Tramaced	28,0	234753,96	8384,07	37,0	170343,99	4603,89162162162				2000
22239	Tramaced	29,0	283138,18	9763,38551724138	38,0	182188,9	4794,44473684211				2001
22239	Tramaced	29,0	252031,51	8690,74172413793	40,0	243526,51	6088,16275				2002
22239	Tramaced	44,0	320754,81	7289,88204545455	38,0	204660,05	5385,79078947368				2003
22239	Tramaced	38,0	344612,13	9068,74026315789	34,0	201653,24	5930,97764705882				2004
22239	Tramaced	34,0	359457,36	10572,2752941176	35,0	210226,78	6006,47942857143				2005
22239	Tramaced	31,0	324445,95	10465,9983870968	36,0	262808,33	7300,23138888889				2006
22239	Tramaced	25,0	219412,49	8776,4996	40,0	276389,93	6909,74825				2007
22239	Tramaced	23,0	233100,54	10134,8060869565	43,0	312437,74	7265,99395348837				2008
22239	Tramaced	21,0	184206,0	8771,71428571429	39,0	331650,33	8503,85461538462				2009
22239	Tramaced	18,0	182413,01	10134,0561111111	37,0	329453,86	8904,15837837838				2010
22242	Valfarta	17,0	120152,2	7067,77647058824	32,0	149424,97	4669,5303125	0,0	0,0		1999
22242	Valfarta	14,0	100101,29	7150,09214285714	30,0	167417,44	5580,58133333333	0,0	0,0		2000
22242	Valfarta	15,0	118416,84	7894,456	33,0	173715,42	5264,10363636364				2001
22242	Valfarta	11,0	107705,26	9791,38727272727	29,0	173935,26	5997,7675862069	0,0	0,0		2002
22242	Valfarta	11,0	134467,31	12224,3009090909	28,0	179299,87	6403,56678571429	0,0	0,0		2003
22242	Valfarta	14,0	148976,05	10641,1464285714	26,0	178922,4	6881,63076923077	0,0	0,0		2004
22242	Valfarta	15,0	152221,8	10148,12	23,0	160795,95	6991,12826086957				2005
22242	Valfarta	17,0	168727,54	9925,14941176471	23,0	162123,3	7048,83913043478				2006
22242	Valfarta	21,0	172848,2	8230,86666666667	25,0	186157,38	7446,2952				2007
22242	Valfarta	17,0	138633,37	8154,90411764706	24,0	191008,37	7958,68208333333				2008
22242	Valfarta	15,0	115097,75	7673,18333333333	23,0	192773,95	8381,47608695652				2009
22242	Valfarta	13,0	133979,32	10306,1015384615	22,0	185816,95	8446,225				2010
22243	Valle de Bardají	10,0	41307,05	4130,705	17,0	64316,5	3783,32352941176	0,0	0,0		1999
22243	Valle de Bardají	9,0	53135,17	5903,90777777778	14,0	63732,76	4552,34	0,0	0,0		2000
22243	Valle de Bardají	7,0	60888,09	8698,29857142857	16,0	67583,55	4223,971875				2001
22243	Valle de Bardají	7,0	68012,66	9716,09428571429	14,0	75031,33	5359,38071428572				2002
22243	Valle de Bardají	9,0	72129,44	8014,38222222222	12,0	67112,0	5592,66666666667				2003
22243	Valle de Bardají	10,0	71301,03	7130,103	10,0	59176,68	5917,668				2004
22243	Valle de Bardají	12,0	67096,26	5591,355	9,0	56951,94	6327,99333333333	0,0	0,0		2005
22243	Valle de Bardají	20,0	193136,82	9656,841	9,0	53847,19	5983,02111111111	0,0	0,0		2006
22243	Valle de Bardají	14,0	116238,66	8302,76142857143	11,0	79098,6	7190,78181818182				2007
22243	Valle de Bardají	7,0	69248,32	9892,61714285714							2008
22243	Valle de Bardají	13,0	114747,67	8826,74384615385	9,0	83389,54	9265,50444444444				2009
22243	Valle de Bardají	9,0	107960,94	11995,66	10,0	84030,76	8403,076				2010
22244	Valle de Lierp	12,0	121943,91	10161,9925	17,0	80682,4	4746,02352941177				1999
22244	Valle de Lierp	13,0	156336,37	12025,8746153846	18,0	83836,41	4657,57833333333	0,0	0,0		2000
22244	Valle de Lierp	9,0	134059,46	14895,4955555556	17,0	86376,51	5080,97117647059				2001
22244	Valle de Lierp	8,0	124867,39	15608,42375	13,0	83781,41	6444,72384615385				2002
22244	Valle de Lierp	9,0	122581,37	13620,1522222222	14,0	90132,86	6438,06142857143				2003
22244	Valle de Lierp	9,0	120787,52	13420,8355555556	14,0	93612,3	6686,59285714286				2004
22244	Valle de Lierp	10,0	137004,21	13700,421	13,0	97992,09	7537,85307692308				2005
22244	Valle de Lierp	8,0	123456,47	15432,05875	12,0	86469,61	7205,80083333333				2006
22244	Valle de Lierp	17,0	173483,61	10204,9182352941	11,0	76713,5	6973,95454545455				2007
22244	Valle de Lierp	19,0	204659,61	10771,5584210526	11,0	88287,99	8026,18090909091				2008
22244	Valle de Lierp	19,0	241924,34	12732,86	12,0	96477,43	8039,78583333333				2009
22244	Valle de Lierp	18,0	303468,97	16859,3872222222	18,0	134496,09	7472,005				2010
22245	Velilla de Cinca	159,0	1182213,58	7435,30553459119	152,0	721576,12	4747,21131578947	15,0	36370,2	2424,68	1999
22245	Velilla de Cinca	159,0	1256375,17	7901,73062893082	156,0	750531,07	4811,0966025641	12,0	18141,56	1511,79666666667	2000
22245	Velilla de Cinca	172,0	1296627,4	7538,53139534884	157,0	816581,36	5201,15515923567	13,0	29832,8	2294,83076923077	2001
22245	Velilla de Cinca	194,0	1488305,22	7671,67639175258	145,0	805684,67	5556,446	15,0	30700,68	2046,712	2002
22245	Velilla de Cinca	226,0	1711636,17	7573,61137168142	139,0	848968,54	6107,6873381295	14,0	21820,23	1558,58785714286	2003
22245	Velilla de Cinca	254,0	1749352,91	6887,21618110236	139,0	834469,09	6003,37474820144	18,0	45062,34	2503,46333333333	2004
22245	Velilla de Cinca	278,0	1979869,76	7121,83366906475	131,0	857290,75	6544,20419847328	12,0	40815,01	3401,25083333333	2005
22245	Velilla de Cinca	335,0	2476714,48	7393,17755223881	128,0	866983,64	6773,3096875	17,0	48038,18	2825,77529411765	2006
22245	Velilla de Cinca	338,0	2687374,65	7950,8125739645	127,0	876355,5	6900,43700787402	35,0	98678,21	2819,37742857143	2007
22245	Velilla de Cinca	285,0	2667281,1	9358,88105263158	146,0	1145959,76	7849,03945205479	36,0	106079,61	2946,65583333333	2008
22245	Velilla de Cinca	266,0	2306997,14	8672,92157894737	131,0	1147145,89	8756,83885496183	49,0	182644,56	3727,44	2009
22245	Velilla de Cinca	256,0	2370887,71	9261,2801171875	132,0	1192906,24	9037,16848484848	58,0	164054,0	2828,51724137931	2010
22246	Beranuy	17,0	120795,78	7105,63411764706	46,0	227417,84	4943,86608695652	0,0	0,0		1999
22246	Beranuy	15,0	133784,89	8918,99266666667	48,0	228247,91	4755,16479166667	0,0	0,0		2000
22246	Beranuy	15,0	171809,09	11453,9393333333	45,0	239872,41	5330,498				2001
22246	Beranuy	15,0	163599,71	10906,6473333333	46,0	254616,66	5535,1447826087	0,0	0,0		2002
22246	Beranuy	16,0	182133,95	11383,371875	50,0	281194,64	5623,8928				2003
22246	Beranuy	23,0	165076,1	7177,22173913043	44,0	264294,03	6006,6825				2004
22246	Beranuy	29,0	239696,8	8265,40689655173	43,0	276203,05	6423,32674418605				2005
22246	Beranuy	26,0	230038,46	8847,63307692308	40,0	279234,05	6980,85125				2006
22246	Beranuy	28,0	174636,29	6237,01035714286	40,0	276294,51	6907,36275				2007
22246	Beranuy	25,0	165406,03	6616,2412	37,0	253584,24	6853,62810810811				2008
22246	Beranuy	27,0	244681,72	9062,28592592593	33,0	239392,05	7254,30454545455				2009
22246	Beranuy	28,0	317120,67	11325,7382142857	31,0	243467,13	7853,77838709677				2010
22247	Viacamp y Litera	13,0	56874,63	4374,97153846154	9,0	46284,21	5142,69	0,0	0,0		1999
22247	Viacamp y Litera	16,0	60523,24	3782,7025	8,0	47122,29	5890,28625	0,0	0,0		2000
22247	Viacamp y Litera	17,0	89122,94	5242,52588235294	8,0	45147,97	5643,49625	0,0	0,0		2001
22247	Viacamp y Litera	11,0	94172,53	8561,13909090909	7,0	48882,05	6983,15	0,0	0,0		2002
22247	Viacamp y Litera	20,0	128734,34	6436,717	8,0	57065,12	7133,14				2003
22247	Viacamp y Litera	17,0	148675,69	8745,62882352941	8,0	59911,84	7488,98				2004
22247	Viacamp y Litera	14,0	125087,06	8934,79	8,0	63129,64	7891,205				2005
22247	Viacamp y Litera	21,0	199163,74	9483,98761904762	11,0	81383,45	7398,49545454546				2006
22247	Viacamp y Litera	27,0	232454,36	8609,42074074074	9,0	66734,59	7414,95444444445				2007
22247	Viacamp y Litera	27,0	255452,98	9461,22148148148							2008
22247	Viacamp y Litera	23,0	206252,57	8967,50304347826	8,0	35899,72	4487,465				2009
22247	Viacamp y Litera	22,0	209147,71	9506,71409090909							2010
22248	Vicién	26,0	221590,58	8522,71461538462	22,0	112961,67	5134,62136363636				1999
22248	Vicién	31,0	231666,19	7473,10290322581	24,0	117183,34	4882,63916666667				2000
22248	Vicién	32,0	290589,96	9080,93625	21,0	96894,99	4614,04714285714				2001
22248	Vicién	30,0	336519,73	11217,3243333333	18,0	100238,17	5568,78722222222	0,0	0,0		2002
22248	Vicién	33,0	391868,49	11874,8027272727	17,0	106784,14	6281,42				2003
22248	Vicién	38,0	482112,91	12687,1818421053	18,0	107577,75	5976,54166666667				2004
22248	Vicién	45,0	586386,21	13030,8046666667	21,0	130711,92	6224,37714285714				2005
22248	Vicién	41,0	575454,31	14035,4709756098	19,0	137537,0	7238,78947368421				2006
22248	Vicién	39,0	594937,76	15254,8143589744	18,0	139058,41	7725,46722222222				2007
22248	Vicién	38,0	623329,42	16403,4057894737	22,0	184570,56	8389,57090909091				2008
22248	Vicién	47,0	659599,13	14034,0240425532	23,0	203927,02	8866,39217391304	9,0	28813,11	3201,45666666667	2009
22248	Vicién	42,0	601084,73	14311,5411904762	24,0	216563,53	9023,48041666667	10,0	26597,22	2659,722	2010
22249	Villanova	60,0	538557,24	8975,954	33,0	150017,32	4545,97939393939	13,0	30522,71	2347,90076923077	1999
22249	Villanova	65,0	610543,17	9392,97184615385	36,0	153917,44	4275,48444444444	10,0	21374,69	2137,469	2000
22249	Villanova	66,0	641042,2	9712,76060606061	30,0	160814,18	5360,47266666667	14,0	24323,47	1737,39071428571	2001
22249	Villanova	60,0	633542,89	10559,0481666667	28,0	149854,3	5351,93928571429	10,0	19474,82	1947,482	2002
22249	Villanova	63,0	634967,19	10078,8442857143	28,0	156393,39	5585,47821428572	8,0	24833,61	3104,20125	2003
22249	Villanova	67,0	855678,42	12771,3197014925	27,0	156097,63	5781,3937037037	12,0	30056,88	2504,74	2004
22249	Villanova	73,0	992157,76	13591,2021917808	23,0	151518,06	6587,74173913043	13,0	31974,95	2459,61153846154	2005
22249	Villanova	94,0	1183138,83	12586,5832978723	32,0	217206,96	6787,7175	17,0	40046,91	2355,70058823529	2006
22249	Villanova	114,0	1176542,42	10320,5475438596	26,0	194976,23	7499,08576923077	14,0	38370,99	2740,785	2007
22249	Villanova	109,0	1325682,22	12162,2222018349	35,0	267687,9	7648,22571428571	17,0	38386,52	2258,03058823529	2008
22249	Villanova	99,0	1342239,3	13557,9727272727	34,0	237888,42	6996,71823529412	22,0	67959,04	3089,04727272727	2009
22249	Villanova	99,0	1320316,49	13336,5302020202	23,0	204308,8	8882,99130434783	21,0	80819,92	3848,56761904762	2010
22250	Villanúa	119,0	805818,3	6771,58235294118	75,0	473390,15	6311,86866666667	15,0	25536,25	1702,41666666667	1999
22250	Villanúa	130,0	1037009,32	7976,99476923077	74,0	448440,04	6060,00054054054	19,0	46117,13	2427,21736842105	2000
22250	Villanúa	121,0	1114693,33	9212,34157024793	90,0	519330,15	5770,335	14,0	23867,48	1704,82	2001
22250	Villanúa	144,0	1389267,22	9647,68902777778	81,0	476035,05	5876,97592592593	17,0	49663,49	2921,38176470588	2002
22250	Villanúa	173,0	1615584,87	9338,64086705202	73,0	440838,93	6038,88945205479	17,0	35087,48	2063,96941176471	2003
22250	Villanúa	215,0	1892716,82	8803,33404651163	69,0	505373,93	7324,25985507246	20,0	46629,04	2331,452	2004
22250	Villanúa	211,0	2138566,79	10135,3876303318	69,0	525079,81	7609,85231884058	23,0	64750,47	2815,23782608696	2005
22250	Villanúa	235,0	2501583,48	10645,0360851064	72,0	639419,97	8880,83291666667	27,0	82076,07	3039,85444444444	2006
22250	Villanúa	264,0	3209004,96	12155,3218181818	73,0	709018,34	9712,58	25,0	57245,46	2289,8184	2007
22250	Villanúa	263,0	3758901,95	14292,402851711	81,0	814885,58	10060,3158024691	31,0	97048,47	3130,59580645161	2008
22250	Villanúa	249,0	4244841,91	17047,5578714859	88,0	929320,98	10560,4656818182	45,0	192550,51	4278,90022222222	2009
22250	Villanúa	274,0	4246580,15	15498,4677007299	93,0	1001647,32	10770,4012903226	55,0	195171,73	3548,57690909091	2010
22251	Villanueva de Sigena	119,0	954815,48	8023,65949579832	113,0	536560,88	4748,32637168142	13,0	27375,19	2105,78384615385	1999
22251	Villanueva de Sigena	114,0	1094498,86	9600,86719298246	116,0	539252,88	4648,73172413793	9,0	17566,54	1951,83777777778	2000
22251	Villanueva de Sigena	126,0	1186413,4	9415,97936507937	110,0	579184,28	5265,31163636364	7,0	14166,23	2023,74714285714	2001
22251	Villanueva de Sigena	127,0	1178177,52	9276,98834645669	108,0	572635,53	5302,18083333333	9,0	30247,09	3360,78777777778	2002
22251	Villanueva de Sigena	137,0	1276312,21	9316,14751824818	107,0	597642,37	5585,44271028037	8,0	26418,64	3302,33	2003
22251	Villanueva de Sigena	145,0	1521185,07	10490,9315172414	104,0	606527,78	5831,99788461538	9,0	21673,52	2408,16888888889	2004
22251	Villanueva de Sigena	170,0	1641255,34	9654,44317647059	108,0	695761,92	6442,24	11,0	29552,64	2686,60363636364	2005
22251	Villanueva de Sigena	172,0	1754702,87	10201,760872093	105,0	711486,75	6776,06428571429	11,0	28349,76	2577,25090909091	2006
22251	Villanueva de Sigena	185,0	1837299,7	9931,34972972973	99,0	717038,38	7242,81191919192	9,0	24827,7	2758,63333333333	2007
22251	Villanueva de Sigena	199,0	2165279,58	10880,8019095477	109,0	795127,96	7294,7519266055	15,0	37876,98	2525,132	2008
22251	Villanueva de Sigena	166,0	1895890,03	11421,0242771084	100,0	768453,96	7684,5396	25,0	131106,38	5244,2552	2009
22251	Villanueva de Sigena	163,0	1741697,74	10685,262208589	101,0	789637,03	7818,18841584158	25,0	107911,85	4316,474	2010
22252	Yebra de Basa	442,0	744790,48	1685,04633484163	37,0	172542,01	4663,29756756757				1999
22252	Yebra de Basa	124,0	554697,26	4473,365	34,0	170882,52	5025,95647058824	0,0	0,0		2000
22252	Yebra de Basa	105,0	614055,92	5848,15161904762	28,0	165366,76	5905,95571428572				2001
22252	Yebra de Basa	84,0	685131,25	8156,32440476191	28,0	207765,23	7420,18678571429				2002
22252	Yebra de Basa	88,0	693407,8	7879,63409090909	26,0	199646,01	7678,69269230769				2003
22252	Yebra de Basa	79,0	767594,02	9716,38	26,0	204833,14	7878,19769230769	7,0	11107,24	1586,74857142857	2004
22252	Yebra de Basa	55,0	660152,78	12002,7778181818	26,0	207146,5	7967,17307692308				2005
22252	Yebra de Basa	67,0	747563,43	11157,6631343284	29,0	219568,31	7571,32103448276				2006
22252	Yebra de Basa	57,0	816308,74	14321,2059649123	23,0	195199,63	8486,94043478261				2007
22252	Yebra de Basa	56,0	824700,2	14726,7892857143	30,0	253543,32	8451,444				2008
22252	Yebra de Basa	43,0	713634,51	16596,1513953488	24,0	244681,78	10195,0741666667				2009
22252	Yebra de Basa	52,0	640578,33	12318,8140384615	26,0	264930,6	10189,6384615385	8,0	38226,14	4778,2675	2010
22253	Yésero	19,0	144168,74	7587,82842105263	23,0	102533,82	4457,99217391304				1999
22253	Yésero	20,0	162267,18	8113,359	27,0	109703,23	4063,08259259259				2000
22253	Yésero	13,0	158041,72	12157,0553846154	25,0	110374,97	4414,9988				2001
22253	Yésero	15,0	154787,84	10319,1893333333	22,0	116739,24	5306,32909090909				2002
22253	Yésero	14,0	145936,1	10424,0071428571	26,0	129324,66	4974,02538461539				2003
22253	Yésero	15,0	91344,32	6089,62133333333	24,0	145204,34	6050,18083333333				2004
22253	Yésero	12,0	84923,54	7076,96166666667	22,0	147775,67	6717,07590909091				2005
22253	Yésero	8,0	81212,21	10151,52625	19,0	111769,72	5882,61684210526	0,0	0,0		2006
22253	Yésero	29,0	268501,03	9258,65620689655	13,0	121433,68	9341,05230769231				2007
22253	Yésero	28,0	273849,88	9780,35285714286	19,0	195226,66	10275,0873684211				2008
22253	Yésero	25,0	215440,01	8617,6004	16,0	155401,9	9712,61875				2009
22253	Yésero	21,0	230750,08	10988,099047619	14,0	152955,97	10925,4264285714				2010
22254	Zaidín	528,0	3375389,11	6392,78240530303	473,0	2029907,16	4291,55847780127	38,0	79610,92	2095,02421052632	1999
22254	Zaidín	565,0	3622182,72	6410,94286725664	469,0	2204184,78	4699,75432835821	31,0	51128,02	1649,29096774194	2000
22254	Zaidín	646,0	4282695,6	6629,55975232198	459,0	2283188,86	4974,26766884532	44,0	82328,28	1871,09727272727	2001
22254	Zaidín	641,0	4496267,45	7014,45780031201	436,0	2278871,98	5226,77059633028	35,0	69166,37	1976,182	2002
22254	Zaidín	738,0	4860319,08	6585,79821138211	424,0	2344166,93	5528,69558962264	51,0	120139,82	2355,68274509804	2003
22254	Zaidín	818,0	5141709,29	6285,70817848411	429,0	2484730,82	5791,91333333333	57,0	126022,63	2210,92333333333	2004
22254	Zaidín	932,0	5695758,29	6111,32863733906	435,0	2630720,62	6047,6336091954	65,0	157714,17	2426,37184615385	2005
22254	Zaidín	1143,0	6845146,04	5988,75419072616	424,0	2740429,12	6463,27622641509	61,0	149847,14	2456,51049180328	2006
22254	Zaidín	1200,0	7772300,51	6476,91709166667	430,0	2882574,84	6703,66241860465	72,0	200585,3	2785,90694444444	2007
22254	Zaidín	1254,0	8966357,71	7150,20551036683	485,0	3449347,1	7112,05587628866	138,0	344902,77	2499,29543478261	2008
22254	Zaidín	1219,0	7880207,59	6464,48530762921	491,0	3581697,98	7294,70057026477	235,0	688355,01	2929,17025531915	2009
22254	Zaidín	1289,0	7790173,11	6043,57882854926	461,0	3697718,58	8021,08151843818	260,0	825173,94	3173,74592307692	2010
22901	Valle de Hecho	386,0	2869325,56	7433,48590673575	269,0	1364135,73	5071,13654275093	29,0	45619,18	1573,07517241379	1999
22901	Valle de Hecho	355,0	3004283,03	8462,76909859155	268,0	1413871,25	5275,63899253731	28,0	35250,13	1258,93321428571	2000
22901	Valle de Hecho	359,0	3229743,08	8996,49883008357	264,0	1477370,4	5596,1	18,0	30073,05	1670,725	2001
22901	Valle de Hecho	350,0	3313057,79	9465,8794	257,0	1589452,35	6184,63949416342	31,0	55248,86	1782,22129032258	2002
22901	Valle de Hecho	375,0	3381168,42	9016,44912	261,0	1694291,06	6491,53662835249	35,0	109409,09	3125,974	2003
22901	Valle de Hecho	390,0	3780450,59	9693,46305128205	257,0	1830149,22	7121,20319066148	24,0	34578,07	1440,75291666667	2004
22901	Valle de Hecho	374,0	3944249,68	10546,1221390374	238,0	1786753,61	7507,3681092437	29,0	69065,17	2381,5575862069	2005
22901	Valle de Hecho	379,0	4289860,56	11318,893298153	263,0	1970242,07	7491,4147148289	24,0	49435,85	2059,82708333333	2006
22901	Valle de Hecho	381,0	4765477,74	12507,8155905512	266,0	2139904,28	8044,75293233083	28,0	58091,84	2074,70857142857	2007
22901	Valle de Hecho	358,0	4684497,57	13085,1887430168	320,0	2657134,02	8303,5438125	31,0	91001,85	2935,5435483871	2008
22901	Valle de Hecho	394,0	4683665,23	11887,4752030457	290,0	2708881,78	9340,97165517241	43,0	130553,63	3036,13093023256	2009
22901	Valle de Hecho	349,0	4497719,89	12887,4495415473	274,0	2763622,96	10086,2151824818	59,0	246023,07	4169,88254237288	2010
22902	Puente la Reina de Jaca	78,0	712855,19	9139,1691025641	83,0	431834,15	5202,82108433735				1999
22902	Puente la Reina de Jaca	73,0	776436,05	10636,1102739726	85,0	422781,01	4973,89423529412				2000
22902	Puente la Reina de Jaca	78,0	829633,57	10636,3278205128	84,0	480071,27	5715,13416666667				2001
