Municipio código	Municipio nombre	Salario Percepciones	Salario Retribución	Salario medio por percepción	Pensión Percepciones	Pensión Retribución	Pensión media por percepción	Desempleo Perceptores	Desempleo Retribución	Desempleo prestación media anual	Año
44066	Castel de Cabra	55,0	611761,83	11122,9423636364	71,0	969874,65	13660,2063380282	10,0	24003,48	2400,348	2008
44066	Castel de Cabra	36,0	446521,44	12403,3733333333	66,0	960169,08	14548,0163636364	9,0	32263,62	3584,84666666667	2009
44066	Castel de Cabra	42,0	415924,34	9902,96047619048	60,0	938918,89	15648,6481666667	7,0	31422,55	4488,93571428571	2010
44067	Castelnou	26,0	133767,62	5144,90846153846	42,0	211545,73	5036,8030952381	0,0	0,0		1999
44067	Castelnou	22,0	118782,99	5399,22681818182	43,0	239937,02	5579,93069767442				2000
44067	Castelnou	23,0	140187,58	6095,11217391304	45,0	238921,08	5309,35733333333				2001
44067	Castelnou	30,0	155504,17	5183,47233333333	41,0	230876,07	5631,12365853659				2002
44067	Castelnou	38,0	268210,47	7058,1702631579	40,0	238739,65	5968,49125				2003
44067	Castelnou	38,0	301078,22	7923,11105263158	39,0	230287,64	5904,81128205128				2004
44067	Castelnou	37,0	247974,1	6702,0027027027	34,0	253379,74	7452,34529411765				2005
44067	Castelnou	33,0	316422,57	9588,56272727273	31,0	246349,48	7946,75741935484				2006
44067	Castelnou	40,0	338485,35	8462,13375	29,0	246794,57	8510,1575862069				2007
44067	Castelnou	42,0	323248,73	7696,39833333333	31,0	303115,06	9777,90516129032	9,0	33275,98	3697,33111111111	2008
44067	Castelnou	27,0	227052,88	8409,36592592593	36,0	347355,6	9648,76666666667				2009
44067	Castelnou	26,0	291948,96	11228,8061538462	36,0	358434,77	9956,52138888889				2010
44068	Castelserás	246,0	2052662,06	8344,15471544716	303,0	1363582,02	4500,27069306931	29,0	69838,06	2408,20896551724	1999
44068	Castelserás	286,0	2329561,9	8145,32132867133	306,0	1457075,81	4761,68565359477	26,0	60490,27	2326,54884615385	2000
44068	Castelserás	309,0	2645266,24	8560,73216828479	299,0	1538825,42	5146,57331103679	24,0	52571,4	2190,475	2001
44068	Castelserás	292,0	2844643,82	9741,93089041096	259,0	1567878,08	6053,58332046332	23,0	51396,7	2234,63913043478	2002
44068	Castelserás	326,0	3252957,01	9978,39573619632	241,0	1625898,64	6746,46738589212	21,0	45048,69	2145,17571428571	2003
44068	Castelserás	328,0	3436048,9	10475,7588414634	249,0	1660525,72	6668,77799196787	28,0	53489,58	1910,34214285714	2004
44068	Castelserás	364,0	3659288,49	10052,9903571429	255,0	1793437,36	7033,08768627451	31,0	73318,36	2365,10838709677	2005
44068	Castelserás	348,0	3963383,74	11389,0337356322	266,0	2051914,48	7713,96421052632	32,0	81544,13	2548,2540625	2006
44068	Castelserás	391,0	4182820,06	10697,7495140665	251,0	2033550,01	8101,7928685259	41,0	151107,27	3685,54317073171	2007
44068	Castelserás	377,0	4614246,86	12239,3815915119	269,0	2325904,18	8646,48394052045	51,0	177748,0	3485,25490196078	2008
44068	Castelserás	329,0	4319449,76	13129,0266261398	274,0	2478460,04	9045,47459854015	62,0	288865,32	4659,11806451613	2009
44068	Castelserás	338,0	4377904,02	12952,3787573964	278,0	2568843,83	9240,44543165468	81,0	322381,63	3980,02012345679	2010
44070	Castellar (El)	25,0	164668,61	6586,7444	46,0	197138,15	4285,61195652174				1999
44070	Castellar (El)	26,0	154479,46	5941,51769230769	54,0	208001,95	3851,88796296296				2000
44070	Castellar (El)	20,0	162713,1	8135,655	47,0	230439,23	4902,96234042553				2001
44070	Castellar (El)	18,0	167232,01	9290,66722222222	36,0	236262,64	6562,85111111111				2002
44070	Castellar (El)	20,0	116134,56	5806,728	38,0	254935,63	6708,83236842105				2003
44070	Castellar (El)	18,0	126198,2	7011,01111111111	35,0	248542,31	7101,20885714286				2004
44070	Castellar (El)	22,0	154769,31	7034,96863636364	32,0	253166,96	7911,4675				2005
44070	Castellar (El)	18,0	198906,24	11050,3466666667	32,0	243393,98	7606,061875				2006
44070	Castellar (El)	20,0	187954,74	9397,737	30,0	235771,32	7859,044				2007
44070	Castellar (El)	22,0	194896,51	8858,93227272727	33,0	281051,75	8516,7196969697				2008
44070	Castellar (El)	16,0	142769,66	8923,10375	33,0	282421,21	8558,21848484848				2009
44070	Castellar (El)	13,0	133053,66	10234,8969230769	32,0	286629,14	8957,160625				2010
44071	Castellote	226,0	1410684,95	6241,96880530973	344,0	2216624,43	6443,67566860465	25,0	92619,63	3704,7852	1999
44071	Castellote	217,0	1577862,44	7271,25548387097	343,0	2319438,68	6762,21189504373	19,0	77214,76	4063,93473684211	2000
44071	Castellote	231,0	1783966,87	7722,8003030303	338,0	2450820,94	7250,94952662722	27,0	73970,95	2739,66481481481	2001
44071	Castellote	245,0	1896971,41	7742,74044897959	291,0	2523354,0	8671,31958762887	22,0	78319,65	3559,98409090909	2002
44071	Castellote	246,0	2059647,29	8372,54995934959	294,0	2618584,47	8906,74989795918	22,0	68935,56	3133,43454545455	2003
44071	Castellote	253,0	2338156,53	9241,72541501976	276,0	2605275,15	9439,4027173913	22,0	48223,12	2191,96	2004
44071	Castellote	269,0	2510751,77	9333,64970260223	278,0	2743189,58	9867,58841726619	20,0	42949,12	2147,456	2005
44071	Castellote	360,0	3005826,16	8349,51711111111	273,0	2798547,16	10251,0884981685	19,0	45982,88	2420,15157894737	2006
44071	Castellote	392,0	3344847,94	8532,77535714286	275,0	2788839,46	10141,2344	31,0	95944,57	3094,98612903226	2007
44071	Castellote	348,0	3464001,29	9954,0266954023	295,0	3291695,19	11158,288779661	49,0	157119,51	3206,5206122449	2008
44071	Castellote	306,0	3196056,38	10444,6286928105	296,0	3333574,97	11262,0776013514	64,0	247760,82	3871,2628125	2009
44071	Castellote	301,0	3025783,36	10052,4364119601	277,0	3313108,13	11960,6791696751	77,0	307307,93	3991,01207792208	2010
44074	Cedrillas	220,0	1672522,1	7602,37318181818	193,0	831818,37	4309,93974093264	14,0	32678,39	2334,17071428571	1999
44074	Cedrillas	230,0	1809211,86	7866,13852173913	205,0	869090,57	4239,46619512195	10,0	14812,36	1481,236	2000
44074	Cedrillas	241,0	2144005,19	8896,28709543568	202,0	941801,12	4662,38178217822	24,0	35904,04	1496,00166666667	2001
44074	Cedrillas	228,0	2323074,0	10188,9210526316	158,0	936830,39	5929,30626582278	17,0	29834,23	1754,95470588235	2002
44074	Cedrillas	253,0	2520937,82	9964,18110671937	164,0	1027776,6	6266,93048780488	13,0	25275,63	1944,27923076923	2003
44074	Cedrillas	275,0	2880850,32	10475,8193454545	152,0	984899,55	6479,60230263158	7,0	13632,81	1947,54428571429	2004
44074	Cedrillas	291,0	3258897,98	11198,9621305842	145,0	994763,34	6860,43682758621	7,0	15194,7	2170,67142857143	2005
44074	Cedrillas	327,0	3553829,38	10867,9797553517	155,0	1122018,54	7238,82929032258	9,0	18561,1	2062,34444444444	2006
44074	Cedrillas	352,0	3959332,47	11248,1036079545	165,0	1135011,35	6878,85666666667	34,0	80849,69	2377,93205882353	2007
44074	Cedrillas	326,0	4325775,56	13269,2501840491	178,0	1312083,68	7371,25662921348	44,0	111325,76	2530,13090909091	2008
44074	Cedrillas	289,0	4447596,9	15389,608650519	173,0	1342726,24	7761,42335260116	52,0	184086,24	3540,12	2009
44074	Cedrillas	279,0	4320317,05	15485,0073476703	161,0	1283521,05	7972,18043478261	39,0	168913,59	4331,11769230769	2010
44075	Celadas	117,0	841418,59	7191,61188034188	129,0	602761,45	4672,56937984496	19,0	33949,29	1786,80473684211	1999
44075	Celadas	100,0	964936,89	9649,3689	137,0	596316,5	4352,67518248175	12,0	15877,45	1323,12083333333	2000
44075	Celadas	98,0	940722,76	9599,21183673469	127,0	638107,92	5024,47181102362	10,0	23893,37	2389,337	2001
44075	Celadas	98,0	926881,01	9457,96948979592	115,0	645031,85	5608,97260869565	7,0	15479,48	2211,35428571429	2002
44075	Celadas	111,0	1100754,14	9916,70396396396	110,0	680669,05	6187,90045454545				2003
44075	Celadas	108,0	1148729,99	10636,3887962963	115,0	735547,98	6396,06939130435				2004
44075	Celadas	116,0	1328360,15	11451,3806034483	117,0	749116,39	6402,70418803419				2005
44075	Celadas	101,0	1274300,54	12616,837029703	113,0	758843,87	6715,43247787611				2006
44075	Celadas	155,0	1425867,05	9199,14225806452	111,0	812628,83	7320,98045045045				2007
44075	Celadas	148,0	1535241,48	10373,2532432432	122,0	946773,74	7760,44049180328	14,0	34919,24	2494,23142857143	2008
44075	Celadas	117,0	1432488,91	12243,494957265	123,0	977430,04	7946,58569105691	25,0	65734,82	2629,3928	2009
44075	Celadas	128,0	1438289,46	11236,63640625	131,0	1072172,4	8184,52213740458	25,0	86049,18	3441,9672	2010
44076	Cella	1175,0	10344398,36	8803,74328510638	816,0	3743082,13	4587,11045343137	148,0	289169,01	1953,84466216216	1999
44076	Cella	1203,0	11206140,26	9315,16231088944	817,0	3968656,43	4857,59660954712	113,0	191355,03	1693,40734513274	2000
44076	Cella	1241,0	11657471,25	9393,6109991942	816,0	4246858,06	5204,48291666667	137,0	280731,92	2049,13810218978	2001
44076	Cella	1217,0	12272913,32	10084,5631224322	752,0	4263174,88	5669,11553191489	124,0	291981,93	2354,69298387097	2002
44076	Cella	1303,0	13445137,01	10318,6009286262	761,0	4537746,43	5962,87310118266	99,0	215164,14	2173,37515151515	2003
44076	Cella	1347,0	14366502,64	10665,5550408315	727,0	4574880,2	6292,82008253095	91,0	236764,59	2601,80868131868	2004
44076	Cella	1339,0	15887162,78	11864,946064227	759,0	5005526,02	6594,89594202899	95,0	224610,48	2364,32084210526	2005
44076	Cella	1442,0	16916052,02	11730,9653398058	757,0	5285394,06	6982,0264993395	103,0	296999,6	2883,49126213592	2006
44076	Cella	1624,0	18780991,48	11564,6499261084	777,0	5679491,06	7309,5123037323	108,0	313865,37	2906,16083333333	2007
44076	Cella	1615,0	20314604,91	12578,7027306502	856,0	7024041,57	8205,65603971963	153,0	396042,69	2588,51431372549	2008
44076	Cella	1400,0	18664638,57	13331,8846928571	874,0	7431078,3	8502,37791762014	287,0	975303,59	3398,27034843206	2009
44076	Cella	1361,0	18392760,88	13514,152005878	876,0	7826832,78	8934,74061643836	330,0	1002049,62	3036,514	2010
44077	Cerollera (La)	28,0	191310,62	6832,52214285714	42,0	220094,23	5240,33880952381				1999
44077	Cerollera (La)	33,0	217717,12	6597,48848484848	42,0	222861,57	5306,22785714286				2000
44077	Cerollera (La)	33,0	241782,48	7326,74181818182	44,0	231101,66	5252,31045454545				2001
44077	Cerollera (La)	34,0	227375,92	6687,52705882353	39,0	246903,49	6330,85871794872				2002
44077	Cerollera (La)	28,0	215341,42	7690,765	41,0	263807,77	6434,33585365854				2003
44077	Cerollera (La)	35,0	217934,29	6226,694	40,0	271646,17	6791,15425				2004
44077	Cerollera (La)	45,0	269464,0	5988,08888888889	41,0	275486,21	6719,17585365854				2005
44077	Cerollera (La)	63,0	287867,34	4569,32285714286	41,0	287269,75	7006,57926829268	11,0	27594,27	2508,57	2006
44077	Cerollera (La)	54,0	384243,19	7115,61462962963	38,0	292356,99	7693,605	10,0	17440,11	1744,011	2007
44077	Cerollera (La)	56,0	428917,55	7659,24196428571	40,0	356678,28	8916,957	12,0	17897,94	1491,495	2008
44077	Cerollera (La)	46,0	325068,43	7066,705	40,0	359759,48	8993,987	12,0	55256,68	4604,72333333333	2009
44077	Cerollera (La)	32,0	296582,34	9268,198125	34,0	332811,85	9788,58382352941	12,0	35050,68	2920,89	2010
44080	Codoñera (La)	74,0	577429,35	7803,09932432433	167,0	640935,46	3837,93688622754				1999
44080	Codoñera (La)	80,0	711915,85	8898,948125	154,0	668939,66	4343,76402597403				2000
44080	Codoñera (La)	85,0	752162,62	8848,972	157,0	776864,52	4948,18165605096				2001
44080	Codoñera (La)	82,0	805474,98	9822,8656097561	124,0	927728,57	7481,68201612903				2002
44080	Codoñera (La)	91,0	896603,88	9852,78989010989	124,0	822159,38	6630,31758064516				2003
44080	Codoñera (La)	94,0	914295,37	9726,5464893617	125,0	849736,4	6797,8912				2004
44080	Codoñera (La)	105,0	1019946,9	9713,78	120,0	878071,83	7317,26525				2005
44080	Codoñera (La)	122,0	1096495,48	8987,66786885246	128,0	948929,6	7413,5125	9,0	24336,83	2704,09222222222	2006
44080	Codoñera (La)	134,0	1170043,43	8731,6673880597	129,0	993974,74	7705,23054263566	9,0	23257,64	2584,18222222222	2007
44080	Codoñera (La)	128,0	1280746,96	10005,835625	140,0	1113229,15	7951,63678571429	14,0	31595,52	2256,82285714286	2008
44080	Codoñera (La)	129,0	1275997,63	9891,45449612403	133,0	1086885,2	8172,06917293233	24,0	94695,3	3945,6375	2009
44080	Codoñera (La)	135,0	1280189,85	9482,88777777778	132,0	1142265,42	8653,52590909091	22,0	78632,98	3574,22636363636	2010
44082	Corbalán	19,0	92837,63	4886,19105263158	39,0	175708,03	4505,3341025641				1999
44082	Corbalán	20,0	90961,87	4548,0935	37,0	172659,71	4666,47864864865				2000
44082	Corbalán	17,0	80921,89	4760,11117647059	39,0	195452,35	5011,59871794872	0,0	0,0		2001
44082	Corbalán	19,0	151059,25	7950,48684210526	32,0	195283,65	6102,6140625	0,0	0,0		2002
44082	Corbalán	27,0	237938,61	8812,54111111111	28,0	186797,04	6671,32285714286	0,0	0,0		2003
44082	Corbalán	30,0	193264,21	6442,14033333333	26,0	177145,88	6813,30307692308	0,0	0,0		2004
44082	Corbalán	30,0	222412,53	7413,751	25,0	173789,92	6951,5968				2005
44082	Corbalán	24,0	212626,98	8859,4575	25,0	176878,48	7075,1392				2006
44082	Corbalán	28,0	218936,32	7819,15428571429	26,0	190400,73	7323,105				2007
44082	Corbalán	35,0	270110,59	7717,44542857143	25,0	190185,2	7607,408				2008
44082	Corbalán	30,0	307066,61	10235,5536666667	22,0	182983,93	8317,45136363636				2009
44082	Corbalán	38,0	291036,2	7658,84736842105	24,0	205306,13	8554,42208333333	9,0	37304,9	4144,98888888889	2010
44084	Cortes de Aragón	30,0	229822,82	7660,76066666667	42,0	224833,68	5353,18285714286	0,0	0,0		1999
44084	Cortes de Aragón	23,0	200149,35	8702,14565217391	38,0	226177,75	5952,04605263158	0,0	0,0		2000
44084	Cortes de Aragón	17,0	212163,8	12480,2235294118	38,0	244578,44	6436,27473684211	0,0	0,0		2001
44084	Cortes de Aragón	23,0	241852,81	10515,3395652174	42,0	257458,61	6129,9669047619	0,0	0,0		2002
44084	Cortes de Aragón	27,0	280835,37	10401,31	35,0	238554,2	6815,83428571429	0,0	0,0		2003
44084	Cortes de Aragón	27,0	278839,1	10327,3740740741	34,0	226240,22	6654,12411764706				2004
44084	Cortes de Aragón	27,0	306677,02	11358,4081481481	31,0	222704,41	7184,01322580645				2005
44084	Cortes de Aragón	24,0	304870,42	12702,9341666667	28,0	221466,32	7909,51142857143				2006
44084	Cortes de Aragón	28,0	338140,9	12076,4607142857	27,0	219964,98	8146,85111111111				2007
44084	Cortes de Aragón	25,0	324033,38	12961,3352	27,0	247451,64	9164,87555555555				2008
44084	Cortes de Aragón	28,0	351947,57	12569,5560714286	23,0	220333,63	9579,72304347826				2009
44084	Cortes de Aragón	23,0	345759,97	15033,042173913	23,0	220374,55	9581,50217391304				2010
44085	Cosa	20,0	64391,31	3219,5655	43,0	180531,36	4198,40372093023				1999
44085	Cosa	11,0	61848,02	5622,54727272727	46,0	177677,13	3862,54630434783				2000
44085	Cosa	9,0	73882,12	8209,12444444444	39,0	178995,72	4589,63384615385	0,0	0,0		2001
44085	Cosa	9,0	65255,63	7250,62555555556	34,0	182443,04	5365,97176470588	0,0	0,0		2002
44085	Cosa	12,0	81256,83	6771,4025	36,0	193255,28	5368,20222222222	0,0	0,0		2003
44085	Cosa	16,0	79428,02	4964,25125	36,0	206477,36	5735,48222222222				2004
44085	Cosa	12,0	114349,15	9529,09583333334	34,0	207390,52	6099,72117647059	0,0	0,0		2005
44085	Cosa	20,0	200116,26	10005,813	40,0	248216,85	6205,42125				2006
44085	Cosa	22,0	226195,53	10281,615	41,0	239012,54	5829,57414634146				2007
44085	Cosa	10,0	137950,91	13795,091	45,0	253918,32	5642,62933333333				2008
44085	Cosa	8,0	156532,61	19566,57625	37,0	264997,73	7162,10081081081	0,0	0,0		2009
44085	Cosa	8,0	162230,08	20278,76	39,0	263917,88	6767,12512820513	0,0	0,0		2010
44086	Cretas	117,0	817008,0	6982,97435897436	284,0	1158265,22	4078,39866197183				1999
44086	Cretas	128,0	912297,33	7127,322890625	276,0	1191989,1	4318,80108695652	8,0	14481,18	1810,1475	2000
44086	Cretas	137,0	1086074,1	7927,54817518248	276,0	1301996,18	4717,37746376812				2001
44086	Cretas	133,0	1103933,45	8300,2515037594	240,0	1355247,46	5646,86441666667	12,0	22617,78	1884,815	2002
44086	Cretas	150,0	1187821,56	7918,8104	222,0	1356169,96	6108,87369369369	8,0	24715,17	3089,39625	2003
44086	Cretas	168,0	1424133,23	8476,98351190476	215,0	1330303,46	6187,45795348837	15,0	28590,18	1906,012	2004
44086	Cretas	187,0	1562472,01	8355,46529411765	225,0	1445328,79	6423,68351111111	12,0	32353,54	2696,12833333333	2005
44086	Cretas	207,0	1833772,56	8858,80463768116	223,0	1509023,65	6766,92219730942	11,0	30164,1	2742,19090909091	2006
44086	Cretas	213,0	2608903,8	12248,3746478873	219,0	1515437,58	6919,80630136986	8,0	29215,16	3651,895	2007
44086	Cretas	233,0	3013438,19	12933,2111158798	227,0	1684516,44	7420,77726872247	11,0	18798,92	1708,99272727273	2008
44086	Cretas	225,0	2985809,4	13270,264	229,0	1790884,74	7820,45737991266	29,0	108507,72	3741,64551724138	2009
44086	Cretas	231,0	2476812,98	10722,1341125541	220,0	1808864,46	8222,11118181818	35,0	122624,0	3503,54285714286	2010
44087	Crivillén	51,0	221128,43	4335,85156862745	60,0	524652,34	8744,20566666667				1999
44087	Crivillén	52,0	299675,16	5762,98384615385	63,0	493249,72	7829,36063492063				2000
44087	Crivillén	50,0	409299,96	8185,9992	54,0	493464,39	9138,22944444444				2001
44087	Crivillén	41,0	349246,65	8518,21097560976	52,0	657917,99	12652,2690384615				2002
44087	Crivillén	50,0	351303,06	7026,0612	46,0	527074,03	11458,1310869565				2003
44087	Crivillén	44,0	376303,8	8552,35909090909	43,0	527989,61	12278,8281395349				2004
44087	Crivillén	41,0	401351,76	9789,06731707317	40,0	537269,16	13431,729				2005
44087	Crivillén	43,0	431139,61	10026,5025581395	47,0	609392,14	12965,790212766				2006
44087	Crivillén	61,0	528585,71	8665,33950819672	41,0	577958,27	14096,5431707317				2007
44087	Crivillén	61,0	640314,89	10496,9654098361	39,0	616869,84	15817,1753846154				2008
44087	Crivillén	48,0	558219,36	11629,57	36,0	610523,76	16958,9933333333	11,0	51206,26	4655,11454545455	2009
44087	Crivillén	46,0	547106,01	11893,6089130435	39,0	625207,35	16030,9576923077	11,0	55736,31	5066,93727272727	2010
44088	Cuba (La)	14,0	72325,18	5166,08428571429	37,0	168121,85	4543,83378378378				1999
44088	Cuba (La)	12,0	66078,28	5506,52333333333	33,0	141625,77	4291,69	0,0	0,0		2000
44088	Cuba (La)	15,0	84547,08	5636,472	37,0	145512,0	3932,75675675676	0,0	0,0		2001
44088	Cuba (La)	11,0	73835,31	6712,30090909091	24,0	143039,56	5959,98166666667	0,0	0,0		2002
44088	Cuba (La)	13,0	87844,33	6757,25615384615	25,0	153336,74	6133,4696	0,0	0,0		2003
44088	Cuba (La)	17,0	100271,53	5898,32529411765	22,0	159882,94	7267,40636363636	0,0	0,0		2004
44088	Cuba (La)	22,0	121514,63	5523,39227272727	21,0	137986,2	6570,77142857143	0,0	0,0		2005
44088	Cuba (La)	16,0	112023,14	7001,44625	19,0	130768,52	6882,55368421053	0,0	0,0		2006
44088	Cuba (La)	33,0	139740,1	4234,54848484849	21,0	141949,22	6759,48666666667				2007
44088	Cuba (La)	31,0	198393,8	6399,8	24,0	182582,56	7607,60666666667				2008
44088	Cuba (La)	19,0	135597,39	7136,70473684211	23,0	159160,05	6920,00217391304				2009
44088	Cuba (La)	13,0	111540,85	8580,06538461538	20,0	164376,52	8218,826				2010
44089	Cubla				50,0	221597,33	4431,9466	0,0	0,0		1999
44089	Cubla				48,0	215492,38	4489,42458333333	0,0	0,0		2000
44089	Cubla				45,0	233006,88	5177,93066666667	0,0	0,0		2001
44089	Cubla				36,0	211293,48	5869,26333333333	0,0	0,0		2002
44089	Cubla	7,0	53952,36	7707,48	31,0	210804,41	6800,14225806452	0,0	0,0		2003
44089	Cubla				29,0	204003,33	7034,5975862069	0,0	0,0		2004
44089	Cubla				30,0	230711,45	7690,38166666667	0,0	0,0		2005
44089	Cubla				32,0	243605,72	7612,67875				2006
44089	Cubla	11,0	90841,72	8258,33818181818	28,0	237699,15	8489,25535714286				2007
44089	Cubla	11,0	90081,78	8189,25272727273	27,0	232988,22	8629,19333333334				2008
44089	Cubla	10,0	93785,57	9378,557	28,0	246765,3	8813,04642857143				2009
44089	Cubla	10,0	76465,92	7646,592	26,0	250396,98	9630,65307692308				2010
44090	Cucalón	14,0	89708,64	6407,76	29,0	136288,74	4699,61172413793	0,0	0,0		1999
44090	Cucalón	15,0	123061,53	8204,102	26,0	132184,85	5084,03269230769				2000
44090	Cucalón	18,0	129655,44	7203,08	28,0	157979,4	5642,12142857143	0,0	0,0		2001
44090	Cucalón	15,0	186261,28	12417,4186666667	28,0	165701,06	5917,895	0,0	0,0		2002
44090	Cucalón	14,0	197994,82	14142,4871428571	28,0	182696,61	6524,87892857143				2003
44090	Cucalón	23,0	242568,58	10546,46	27,0	183207,97	6785,48037037037	0,0	0,0		2004
44090	Cucalón	25,0	187480,79	7499,2316	32,0	240898,14	7528,066875				2005
44090	Cucalón	35,0	198117,6	5660,50285714286	33,0	252414,4	7648,92121212121				2006
44090	Cucalón	32,0	358272,81	11196,0253125	29,0	239952,31	8274,2175862069				2007
44090	Cucalón	29,0	280578,17	9675,10931034483	34,0	293690,48	8637,95529411765				2008
44090	Cucalón	19,0	189111,39	9953,23105263158	33,0	317765,41	9629,25484848485				2009
44090	Cucalón	13,0	149096,68	11468,9753846154	36,0	346904,0	9636,22222222222				2010
44092	Cuervo (El)	37,0	153974,08	4161,46162162162	82,0	344270,27	4198,41792682927				1999
44092	Cuervo (El)	35,0	142582,8	4073,79428571429	83,0	329751,84	3972,91373493976				2000
44092	Cuervo (El)	29,0	148989,27	5137,56103448276	75,0	344060,9	4587,47866666667				2001
44092	Cuervo (El)	30,0	189440,8	6314,69333333333	58,0	331818,67	5721,01155172414				2002
44092	Cuervo (El)	24,0	192510,93	8021,28875	56,0	325377,66	5810,31535714286				2003
44092	Cuervo (El)	27,0	220187,49	8155,09222222222	50,0	322882,24	6457,6448				2004
44092	Cuervo (El)	34,0	239479,01	7043,50029411765	44,0	328231,81	7459,81386363636				2005
44092	Cuervo (El)	23,0	181853,23	7906,66217391304	49,0	381700,92	7789,81469387755				2006
44092	Cuervo (El)	18,0	166300,81	9238,93388888889	48,0	392157,03	8169,938125				2007
44092	Cuervo (El)	18,0	178071,15	9892,84166666667	58,0	517267,05	8918,3974137931				2008
44092	Cuervo (El)	19,0	164920,26	8680,01368421053	59,0	542361,04	9192,56				2009
44092	Cuervo (El)	18,0	178448,14	9913,78555555555	56,0	541786,63	9674,76125				2010
44093	Cuevas de Almudén	38,0	255336,3	6719,37631578947	38,0	218085,16	5739,08315789474				1999
44093	Cuevas de Almudén	37,0	302542,79	8176,83216216216	40,0	236934,44	5923,361	8,0	35246,02	4405,7525	2000
44093	Cuevas de Almudén	28,0	349939,01	12497,8217857143	56,0	269392,26	4810,57607142857	10,0	44502,05	4450,205	2001
44093	Cuevas de Almudén	34,0	343369,95	10099,1161764706	45,0	285081,55	6335,14555555556	9,0	49545,25	5505,02777777778	2002
44093	Cuevas de Almudén	43,0	448493,32	10430,0772093023	48,0	331275,97	6901,58270833333				2003
44093	Cuevas de Almudén	51,0	536089,54	10511,5596078431	45,0	308856,67	6863,48155555556				2004
44093	Cuevas de Almudén	64,0	587817,64	9184,650625	40,0	308525,66	7713,1415				2005
44093	Cuevas de Almudén	59,0	638290,9	10818,4898305085	51,0	317104,76	6217,74039215686				2006
44093	Cuevas de Almudén	76,0	760932,29	10012,2669736842	43,0	320227,18	7447,14372093023				2007
44093	Cuevas de Almudén	77,0	861878,52	11193,2275324675	44,0	344557,65	7830,85568181818	10,0	38051,71	3805,171	2008
44093	Cuevas de Almudén	60,0	774013,47	12900,2245	43,0	335071,44	7792,35906976744	17,0	73173,36	4304,31529411765	2009
44093	Cuevas de Almudén	72,0	857984,59	11916,4526388889	39,0	335661,08	8606,69435897436	15,0	52623,48	3508,232	2010
44094	Cuevas Labradas	57,0	372039,28	6527,0049122807	65,0	285949,41	4399,22169230769	8,0	11465,66	1433,2075	1999
44094	Cuevas Labradas	58,0	385827,83	6652,20396551724	67,0	284608,55	4247,88880597015				2000
44094	Cuevas Labradas	48,0	399040,57	8313,34520833333	61,0	317624,75	5206,9631147541				2001
44094	Cuevas Labradas	41,0	335789,25	8189,98170731707	54,0	327492,27	6064,67166666667	0,0	0,0		2002
44094	Cuevas Labradas	48,0	373836,75	7788,265625	57,0	358515,15	6289,73947368421				2003
44094	Cuevas Labradas	51,0	387162,5	7591,42156862745	58,0	361964,29	6240,76362068966				2004
44094	Cuevas Labradas	52,0	340705,58	6552,03038461539	64,0	405648,99	6338,26546875				2005
44094	Cuevas Labradas	46,0	435289,88	9462,82347826087	61,0	440320,15	7218,3631147541	8,0	16859,07	2107,38375	2006
44094	Cuevas Labradas	56,0	487185,28	8699,73714285714	60,0	431266,56	7187,776	7,0	17577,3	2511,04285714286	2007
44094	Cuevas Labradas	53,0	572441,98	10800,7920754717	65,0	479694,93	7379,922				2008
44094	Cuevas Labradas	47,0	588624,76	12523,9310638298	61,0	496065,35	8132,21885245902	10,0	44578,53	4457,853	2009
44094	Cuevas Labradas	44,0	486570,17	11058,4129545455	60,0	509234,34	8487,239	9,0	34729,48	3858,83111111111	2010
44096	Ejulve	77,0	585742,96	7607,05142857143	115,0	735311,71	6394,01486956522	10,0	77634,92	7763,492	1999
44096	Ejulve	79,0	736067,21	9317,3064556962	131,0	704751,42	5379,78183206107	11,0	46013,96	4183,08727272727	2000
44096	Ejulve	67,0	857571,79	12799,5789552239	104,0	709394,61	6821,10201923077	13,0	38754,4	2981,10769230769	2001
44096	Ejulve	73,0	856602,29	11734,2779452055	81,0	743596,67	9180,20580246913	12,0	37018,17	3084,8475	2002
44096	Ejulve	73,0	955056,54	13082,9663013699	78,0	762045,42	9769,81307692308				2003
44096	Ejulve	66,0	877703,87	13298,5434848485	74,0	787614,17	10643,4347297297				2004
44096	Ejulve	72,0	927824,4	12886,45	72,0	781081,71	10848,3570833333				2005
44096	Ejulve	68,0	846853,25	12453,7242647059	75,0	816269,25	10883,59				2006
44096	Ejulve	82,0	749057,91	9134,85256097561	77,0	1056748,31	13724,004025974	7,0	22308,27	3186,89571428571	2007
44096	Ejulve	67,0	685720,05	10234,6276119403	74,0	1003124,67	13555,7387837838	12,0	30709,7	2559,14166666667	2008
44096	Ejulve	66,0	572017,05	8666,925	74,0	969535,97	13101,8374324324	11,0	42278,17	3843,47	2009
44096	Ejulve	60,0	595656,29	9927,60483333334	66,0	963830,93	14603,4989393939	15,0	53973,73	3598,24866666667	2010
44097	Escorihuela	50,0	301788,82	6035,7764	78,0	385510,28	4942,43948717949				1999
44097	Escorihuela	49,0	326964,44	6672,74367346939	77,0	386044,03	5013,55883116883				2000
44097	Escorihuela	51,0	402698,27	7896,04450980392	87,0	432136,22	4967,08298850575				2001
44097	Escorihuela	41,0	342283,55	8348,37926829268	81,0	443897,48	5480,21580246914				2002
