Año	Municipio código	Municipio nombre	Tipo de presupuesto	Estado de la información	Área gastos, total	Área gastos, deuda pública	Área gastos, servicios públicos básicos	Área gastos, actuaciones protección y promoción social	Área gastos, producción bienes públicos carácter preferente	Área gastos, actuaciones carácter económico	Área gastos, actuaciones carácter general
2011	44119	Griegos	Presupuestos	Consolidada	330105,0	0,0	145149,0	9500,0	81436,0	35997,0	58023,0
2011	44120	Guadalaviar	Presupuestos	Consolidada	323913,0	2850,0	104813,0	20000,0	105250,0	3000,0	88000,0
2011	44121	Gúdar	Presupuestos	Sin información							
2011	44122	Híjar	Presupuestos	Sin información							
2011	44123	Hinojosa de Jarque	Presupuestos	Consolidada	290000,0	1020,0	168668,0	450,0	26946,0	10000,0	82916,0
2011	44124	Hoz de la Vieja (La)	Presupuestos	Sin información							
2011	44125	Huesa del Común	Presupuestos	Sin información							
2011	44126	Iglesuela del Cid (La)	Presupuestos	Sin información							
2011	44127	Jabaloyas	Presupuestos	Consolidada	215765,0	3220,0	109000,0	0,0	12000,0	27395,0	64150,0
2011	44128	Jarque de la Val	Presupuestos	Consolidada	223000,0	0,0	53310,76	100,0	118489,24	9700,0	41400,0
2011	44129	Jatiel	Presupuestos	Sin información							
2011	44130	Jorcas	Presupuestos	Consolidada	175864,5	200,0	125079,0	0,0	10250,0	0,0	40335,5
2011	44131	Josa	Presupuestos	Sin información							
2011	44132	Lagueruela	Presupuestos	Consolidada	135600,0	0,0	92100,0	2200,0	900,0	0,0	40400,0
2011	44133	Lanzuela	Presupuestos	Consolidada	89742,19	11751,55	44501,75	1000,0	0,0	0,0	32488,89
2011	44135	Libros	Presupuestos	Sin información							
2011	44136	Lidón	Presupuestos	Consolidada	261363,13	150,0	191601,32	8000,0	2711,61	0,0	58900,2
2011	44137	Linares de Mora	Presupuestos	Sin información							
2011	44138	Loscos	Presupuestos	Consolidada	341790,0	44300,0	62128,0	0,0	16938,0	218424,0	0,0
2011	44141	Lledó	Presupuestos	Consolidada	204000,0	200,0	0,0	8800,0	48230,0	53770,0	93000,0
2011	44142	Maicas	Presupuestos	Sin información							
2011	44143	Manzanera	Presupuestos	Sin información							
2011	44144	Martín del Río	Presupuestos	Sin información							
2011	44145	Mas de las Matas	Presupuestos	Consolidada	1724900,0	90200,0	178950,0	673800,0	378961,78	170000,0	232988,22
2011	44146	Mata de los Olmos (La)	Presupuestos	Sin información							
2011	44147	Mazaleón	Presupuestos	Consolidada	775138,16	19625,0	42000,0	19000,0	0,0	484000,0	210513,16
2011	44148	Mezquita de Jarque	Presupuestos	Consolidada	770000,0	45000,0	65900,0	2850,0	128850,0	463300,0	64100,0
2011	44149	Mirambel	Presupuestos	Consolidada	374600,0	3000,0	140000,0	0,0	102000,0	0,0	129600,0
2011	44150	Miravete de la Sierra	Presupuestos	Consolidada	129000,0	300,0	33500,0	1000,0	72500,0	1000,0	20700,0
2011	44151	Molinos	Presupuestos	Sin información							
2011	44152	Monforte de Moyuela	Presupuestos	Consolidada	230200,0	3650,0	82000,0	3200,0	116250,0	5500,0	19600,0
2011	44153	Monreal del Campo	Presupuestos	Consolidada	1699220,0	228000,0	256500,0	5000,0	302320,0	0,0	907400,0
2011	44154	Monroyo	Presupuestos	Sin información							
2011	44155	Montalbán	Presupuestos	Sin información							
2011	44156	Monteagudo del Castillo	Presupuestos	Sin información							
2011	44157	Monterde de Albarracín	Presupuestos	Sin información							
2011	44158	Mora de Rubielos	Presupuestos	Consolidada	1717454,58	84765,4	428806,43	152700,0	439600,0	320600,0	290982,75
2011	44159	Moscardón	Presupuestos	Consolidada	330000,0	6920,86	196000,0	0,0	0,0	0,0	127079,14
2011	44160	Mosqueruela	Presupuestos	Sin información							
2011	44161	Muniesa	Presupuestos	Consolidada	898000,0	31000,0	246000,0	12000,0	233000,0	96000,0	280000,0
2011	44163	Noguera de Albarracín	Presupuestos	Sin información							
2011	44164	Nogueras	Presupuestos	Consolidada	184500,0	11550,0	124850,0	3200,0	3000,0	0,0	41900,0
2011	44165	Nogueruelas	Presupuestos	Sin información							
2011	44167	Obón	Presupuestos	Sin información							
2011	44168	Odón	Presupuestos	Consolidada	434000,0	13500,0	171000,0	10000,0	97100,0	72000,0	70400,0
2011	44169	Ojos Negros	Presupuestos	Sin información							
2011	44171	Olba	Presupuestos	Consolidada	464185,07	12000,0	309794,73	0,0	59490,34	0,0	82900,0
2011	44172	Oliete	Presupuestos	Consolidada	691000,0	7000,0	0,0	22000,0	501800,0	70100,0	90100,0
2011	44173	Olmos (Los)	Presupuestos	Sin información							
2011	44174	Orihuela del Tremedal	Presupuestos	Consolidada	1436582,1	21000,0	1128400,0	0,0	0,0	0,0	287182,1
2011	44175	Orrios	Presupuestos	Consolidada	327254,69	250,0	86145,0	170000,0	4000,0	0,0	66859,69
2011	44176	Palomar de Arroyos	Presupuestos	Consolidada	412000,0	16000,0	307500,0	9000,0	0,0	0,0	79500,0
2011	44177	Pancrudo	Presupuestos	Consolidada	649500,0	0,0	419000,0	9000,0	0,0	0,0	221500,0
2011	44178	Parras de Castellote (Las)	Presupuestos	Consolidada	154783,33	2350,0	88200,0	0,0	0,0	0,0	64233,33
2011	44179	Peñarroya de Tastavins	Presupuestos	Sin información							
2011	44180	Peracense	Presupuestos	Consolidada	302050,0	0,0	155200,0	0,0	48750,0	0,0	98100,0
2011	44181	Peralejos	Presupuestos	Consolidada	162271,0	200,0	92000,0	0,0	5200,0	9500,0	55371,0
2011	44182	Perales del Alfambra	Presupuestos	Consolidada	496099,4	15324,34	156775,76	0,0	24427,32	293271,98	6300,0
2011	44183	Pitarque	Presupuestos	Sin información							
2011	44184	Plou	Presupuestos	Consolidada	147210,0	10,0	0,0	4600,0	22600,0	102300,0	17700,0
2011	44185	Pobo (El)	Presupuestos	Sin información							
2011	44187	Portellada (La)	Presupuestos	Consolidada	704600,0	8000,0	10000,0	12000,0	32600,0	0,0	642000,0
2011	44189	Pozondón	Presupuestos	Consolidada	332200,0	0,0	259600,0	0,0	5000,0	0,0	67600,0
2011	44190	Pozuel del Campo	Presupuestos	Consolidada	153353,0	2250,0	106120,0	225,0	18317,0	1777,0	24664,0
2011	44191	Puebla de Híjar (La)	Presupuestos	Consolidada	1133469,29	0,0	121354,52	76600,0	124200,0	106484,38	704830,39
2011	44192	Puebla de Valverde (La)	Presupuestos	Consolidada	966500,0	1000,0	208777,76	220720,82	234217,55	58613,26	243170,61
2011	44193	Puertomingalvo	Presupuestos	Sin información							
2011	44194	Ráfales	Presupuestos	Consolidada	710210,0	40000,0	18000,0	8000,0	9200,0	0,0	635010,0
2011	44195	Rillo	Presupuestos	Consolidada	293300,0	12000,0	6800,0	7500,0	0,0	172000,0	95000,0
2011	44196	Riodeva	Presupuestos	Sin información							
2011	44197	Ródenas	Presupuestos	Consolidada	169310,0	3250,0	119600,0	0,0	0,0	0,0	46460,0
2011	44198	Royuela	Presupuestos	Consolidada	254000,0	8000,0	85000,0	0,0	0,0	0,0	161000,0
2011	44199	Rubiales	Presupuestos	Consolidada	169431,99	0,0	23000,0	0,0	98031,99	2000,0	46400,0
2011	44200	Rubielos de la Cérida	Presupuestos	Sin información							
2011	44201	Rubielos de Mora	Presupuestos	Consolidada	1282318,0	113801,0	253500,0	143200,0	186951,0	148648,0	436218,0
2011	44203	Salcedillo	Presupuestos	Sin información							
2011	44204	Saldón	Presupuestos	Consolidada	176595,96	0,0	94000,0	0,0	17500,0	2500,0	62595,96
2011	44205	Samper de Calanda	Presupuestos	Sin información							
2011	44206	San Agustín	Presupuestos	Consolidada	300970,52	11000,0	98017,92	0,0	121152,6	0,0	70800,0
2011	44207	San Martín del Río	Presupuestos	Consolidada	333650,0	450,0	10500,0	8500,0	170500,0	19195,0	124505,0
2011	44208	Santa Cruz de Nogueras	Presupuestos	Consolidada	83300,0	0,0	51750,0	2200,0	1200,0	0,0	28150,0
2011	44209	Santa Eulalia	Presupuestos	Consolidada	1522666,0	27000,0	0,0	0,0	497600,0	100000,0	898066,0
2011	44210	Sarrión	Presupuestos	Clasificación Económica de la Administración General							
2011	44211	Segura de los Baños	Presupuestos	Sin información							
2011	44212	Seno	Presupuestos	Sin información							
2011	44213	Singra	Presupuestos	Consolidada	203750,0	0,0	106300,0	0,0	42600,0	0,0	54850,0
2011	44215	Terriente	Presupuestos	Consolidada	337500,0	2700,0	95000,0	0,0	63000,0	24000,0	152800,0
2011	44216	Teruel	Presupuestos	Consolidada	39625446,15	4812360,0	21634947,18	2138721,8	4205357,55	1419406,56	5414653,06
2011	44217	Toril y Masegoso	Presupuestos	Sin información							
2011	44218	Tormón	Presupuestos	Consolidada	266961,12	2790,0	215400,0	0,0	0,0	0,0	48771,12
2011	44219	Tornos	Presupuestos	Consolidada	297675,83	4006,4	229837,83	0,0	0,0	0,0	63831,6
2011	44220	Torralba de los Sisones	Presupuestos	Consolidada	661985,0	22550,0	50800,0	16200,0	54600,0	434510,0	83325,0
2011	44221	Torrecilla de Alcañiz	Presupuestos	Consolidada	999201,78	20100,0	380227,11	31009,62	371138,36	62841,73	133884,96
2011	44222	Torrecilla del Rebollar	Presupuestos	Consolidada	246714,0	4259,0	127255,0	0,0	56500,0	9800,0	48900,0
2011	44223	Torre de Arcas	Presupuestos	Sin información							
2011	44224	Torre de las Arcas	Presupuestos	Consolidada	356900,0	26000,0	232400,0	3000,0	3000,0	0,0	92500,0
2011	44225	Torre del Compte	Presupuestos	Consolidada	373126,11	19307,69	0,0	12200,0	2600,0	147797,02	191221,4
2011	44226	Torrelacárcel	Presupuestos	Consolidada	392900,0	11650,0	254700,0	0,0	10000,0	0,0	116550,0
2011	44227	Torre los Negros	Presupuestos	Consolidada	170845,0	4733,0	37000,0	11700,0	74862,0	550,0	42000,0
2011	44228	Torremocha de Jiloca	Presupuestos	Consolidada	280000,0	8455,0	178750,0	0,0	10200,0	0,0	82595,0
2011	44229	Torres de Albarracín	Presupuestos	Consolidada	885000,0	34000,0	0,0	0,0	696000,0	0,0	155000,0
2011	44230	Torrevelilla	Presupuestos	Sin información							
2011	44231	Torrijas	Presupuestos	Sin información							
2011	44232	Torrijo del Campo	Presupuestos	Consolidada	1041138,0	4350,0	115200,0	227900,0	46400,0	420788,0	226500,0
2011	44234	Tramacastiel	Presupuestos	Sin información							
2011	44235	Tramacastilla	Presupuestos	Consolidada	294519,0	2000,0	200383,0	8000,0	48486,0	450,0	35200,0
2011	44236	Tronchón	Presupuestos	Consolidada	384150,0	30500,0	142500,0	0,0	75000,0	0,0	136150,0
2011	44237	Urrea de Gaén	Presupuestos	Consolidada	463263,0	21595,0	97988,0	0,0	247059,0	0,0	96621,0
2011	44238	Utrillas	Presupuestos	Consolidada	2286000,0	24349,12	460795,55	418661,24	610684,8	61944,93	709564,36
2011	44239	Valacloche	Presupuestos	Consolidada	178993,0	0,0	77000,0	12700,0	71897,0	0,0	17396,0
2011	44240	Valbona	Presupuestos	Consolidada	747300,0	0,0	613900,0	0,0	0,0	0,0	133400,0
2011	44241	Valdealgorfa	Presupuestos	Sin información							
2011	44243	Valdecuenca	Presupuestos	Consolidada	151539,05	0,0	66438,18	0,0	20000,0	0,0	65100,87
2011	44244	Valdelinares	Presupuestos	Sin información							
2011	44245	Valdeltormo	Presupuestos	Consolidada	577577,17	19615,38	0,0	20670,69	5547,67	287888,11	243855,32
2011	44246	Valderrobres	Presupuestos	Consolidada	3276000,0	798900,0	142000,0	172500,0	527650,0	572700,0	1062250,0
2011	44247	Valjunquera	Presupuestos	Consolidada	783000,0	6000,0	566600,0	0,0	16200,0	0,0	194200,0
2011	44249	Vallecillo (El)	Presupuestos	Consolidada	332350,0	2250,0	238900,0	0,0	36050,0	16700,0	38450,0
2011	44250	Veguillas de la Sierra	Presupuestos	Consolidada	224159,32	0,0	181490,0	0,0	0,0	0,0	42669,32
2011	44251	Villafranca del Campo	Presupuestos	Sin información							
2011	44252	Villahermosa del Campo	Presupuestos	Consolidada	162000,0	5900,0	109800,0	4600,0	4000,0	0,0	37700,0
2011	44256	Villanueva del Rebollar de la Sierra	Presupuestos	Sin información							
2011	44257	Villar del Cobo	Presupuestos	Sin información							
2011	44258	Villar del Salz	Presupuestos	Sin información							
2011	44260	Villarluengo	Presupuestos	Sin información							
2011	44261	Villarquemado	Presupuestos	Consolidada	1013270,0	3000,0	153000,0	156000,0	518800,0	64500,0	117970,0
2011	44262	Villarroya de los Pinares	Presupuestos	Consolidada	259600,0	12900,0	58300,0	0,0	24500,0	127800,0	36100,0
2011	44263	Villastar	Presupuestos	Consolidada	286072,96	38109,69	15877,06	0,0	102186,56	0,0	129899,65
2011	44264	Villel	Presupuestos	Sin información							
2011	44265	Vinaceite	Presupuestos	Consolidada	348451,08	1000,0	61304,86	157220,01	31671,0	25500,0	71755,21
2011	44266	Visiedo	Presupuestos	Consolidada	422345,12	750,0	343295,0	0,0	6000,0	0,0	72300,12
2011	44267	Vivel del Río Martín	Presupuestos	Sin información							
2011	44268	Zoma (La)	Presupuestos	Consolidada	263025,0	150,0	0,0	672,21	159327,2	97303,59	5572,0
2011	50001	Abanto	Presupuestos	Consolidada	272500,0	1800,0	127705,0	0,0	7500,0	0,0	135495,0
2011	50002	Acered	Presupuestos	Consolidada	220735,67	12834,81	112620,2	0,0	6040,3	22540,0	66700,36
2011	50003	Agón	Presupuestos	Consolidada	372416,38	47,48	110000,0	0,0	52324,38	130687,0	79357,52
2011	50004	Aguarón	Presupuestos	Consolidada	1708379,0	173865,0	706290,0	0,0	348680,0	0,0	479544,0
2011	50005	Aguilón	Presupuestos	Consolidada	887387,52	57700,0	477887,52	0,0	104500,0	0,0	247300,0
2011	50006	Ainzón	Presupuestos	Consolidada	1194074,02	100500,0	0,0	113950,0	375378,0	0,0	604246,02
2011	50007	Aladrén	Presupuestos	Consolidada	137508,0	0,0	94318,0	0,0	3300,0	0,0	39890,0
2011	50008	Alagón	Presupuestos	Consolidada	5904374,69	242541,56	2067877,23	203500,0	2185299,35	30000,0	1175156,55
2011	50009	Alarba	Presupuestos	Consolidada	287700,0	12400,0	183500,0	11000,0	0,0	0,0	80800,0
2011	50010	Alberite de San Juan	Presupuestos	Consolidada	452986,73	1435,23	96610,0	0,0	249191,5	0,0	105750,0
2011	50011	Albeta	Presupuestos	Consolidada	590061,06	11000,0	209012,45	0,0	189018,24	30000,0	151030,37
2011	50012	Alborge	Presupuestos	Consolidada	219994,12	1925,08	88528,36	23443,39	20103,49	33203,56	52790,24
2011	50013	Alcalá de Ebro	Presupuestos	Consolidada	362600,0	8700,0	131000,0	28500,0	78500,0	14000,0	101900,0
2011	50014	Alcalá de Moncayo	Presupuestos	Sin información							
2011	50015	Alconchel de Ariza	Presupuestos	Sin información							
2011	50016	Aldehuela de Liestos	Presupuestos	Consolidada	170325,0	300,0	110750,0	0,0	11000,0	0,0	48275,0
2011	50017	Alfajarín	Presupuestos	Consolidada	3603189,9	0,0	1269000,0	736000,0	992900,9	230000,0	375289,0
2011	50018	Alfamén	Presupuestos	Consolidada	1399435,0	45265,0	303500,0	191400,0	436270,0	20000,0	403000,0
2011	50019	Alforque	Presupuestos	Consolidada	217165,82	900,0	30438,25	7977,7	128896,22	11100,0	37853,65
2011	50020	Alhama de Aragón	Presupuestos	Consolidada	1411000,0	26000,0	653000,0	85000,0	154000,0	4000,0	489000,0
2011	50021	Almochuel	Presupuestos	Consolidada	63375,55	0,0	56176,63	0,0	0,0	300,0	6898,92
2011	50022	Almolda (La)	Presupuestos	Consolidada	687360,27	0,0	0,0	53500,0	287230,27	63100,0	283530,0
2011	50023	Almonacid de la Cuba	Presupuestos	Consolidada	298322,0	3989,68	0,0	21000,0	149126,13	8800,0	115406,19
2011	50024	Almonacid de la Sierra	Presupuestos	Consolidada	1420320,0	21000,0	211500,0	102020,0	346200,0	6500,0	733100,0
2011	50025	Almunia de Doña Godina (La)	Presupuestos	Consolidada	14771707,84	1500751,0	4824281,84	352875,0	6518580,0	110400,0	1464820,0
2011	50026	Alpartir	Presupuestos	Consolidada	737161,0	38300,0	272264,0	41200,0	223725,0	16865,0	144807,0
2011	50027	Ambel	Presupuestos	Consolidada	323596,69	0,0	0,0	20000,0	97976,08	0,0	205620,61
2011	50028	Anento	Presupuestos	Consolidada	737853,0	10000,0	81301,0	37233,0	2653,0	384361,0	222305,0
2011	50029	Aniñón	Presupuestos	Consolidada	858449,72	76142,17	4500,0	1000,0	594722,97	0,0	182084,58
2011	50030	Añón de Moncayo	Presupuestos	Sin información							
2011	50031	Aranda de Moncayo	Presupuestos	Consolidada	241829,73	0,0	60000,0	74375,0	0,0	75150,0	32304,73
2011	50032	Arándiga	Presupuestos	Consolidada	443500,0	14000,0	274500,0	25000,0	30000,0	0,0	100000,0
2011	50033	Ardisa	Presupuestos	Consolidada	299998,0	2480,0	126768,0	0,0	87250,0	0,0	83500,0
2011	50034	Ariza	Presupuestos	Consolidada	1254600,0	82000,0	384000,0	0,0	126120,0	29000,0	633480,0
2011	50035	Artieda	Presupuestos	Consolidada	370600,0	18400,0	0,0	0,0	148500,0	0,0	203700,0
2011	50036	Asín	Presupuestos	Consolidada	294600,0	1578,99	108362,82	0,0	58958,19	0,0	125700,0
2011	50037	Atea	Presupuestos	Consolidada	236350,0	0,0	101300,0	11550,0	11250,0	0,0	112250,0
2011	50038	Ateca	Presupuestos	Consolidada	2775461,0	21500,0	162600,0	163699,57	563800,0	1036786,0	827075,43
2011	50039	Azuara	Presupuestos	Consolidada	1058912,0	1406,0	205800,0	0,0	411500,0	261106,0	179100,0
2011	50040	Badules	Presupuestos	Consolidada	224205,0	315,0	0,0	1980,0	178286,0	0,0	43624,0
2011	50041	Bagüés	Presupuestos	Consolidada	148400,0	100,0	5500,0	4500,0	89800,0	23200,0	25300,0
2011	50042	Balconchán	Presupuestos	Sin información							
2011	50043	Bárboles	Presupuestos	Consolidada	471868,7	110,0	0,0	24300,0	68450,0	182200,0	196808,7
2011	50044	Bardallur	Presupuestos	Consolidada	367278,19	7225,18	1884,59	21757,82	127209,29	84133,16	125068,15
2011	50045	Belchite	Presupuestos	Consolidada	1401212,42	44204,44	32201,0	250,0	898109,38	0,0	426447,6
2011	50046	Belmonte de Gracián	Presupuestos	Consolidada	367096,58	6211,12	60000,0	16270,89	0,0	155000,0	129614,57
2011	50047	Berdejo	Presupuestos	Consolidada	230000,0	0,0	100500,0	6500,0	0,0	123000,0	0,0
2011	50048	Berrueco	Presupuestos	Consolidada	230750,0	5800,0	158800,0	4000,0	0,0	0,0	62150,0
2011	50050	Bijuesca	Presupuestos	Consolidada	193400,0	600,0	0,0	0,0	108000,0	0,0	84800,0
2011	50051	Biota	Presupuestos	Consolidada	1388464,62	0,0	323566,07	81532,24	440130,34	59000,0	484235,97
2011	50052	Bisimbre	Presupuestos	Consolidada	143528,51	6140,0	0,0	0,0	94321,23	0,0	43067,28
2011	50053	Boquiñeni	Presupuestos	Consolidada	714849,93	40000,0	125088,39	30897,02	140988,74	63894,3	313981,48
2011	50054	Bordalba	Presupuestos	Sin información							
2011	50055	Borja	Presupuestos	Consolidada	6176652,84	265151,46	998299,99	778039,99	2628052,65	110033,93	1397074,82
2011	50056	Botorrita	Presupuestos	Consolidada	384380,08	26971,0	85043,08	0,0	84718,0	32919,0	154729,0
2011	50057	Brea de Aragón	Presupuestos	Consolidada	1605404,0	178450,0	3200,0	105000,0	1122500,0	15000,0	181254,0
2011	50058	Bubierca	Presupuestos	Sin información							
2011	50059	Bujaraloz	Presupuestos	Consolidada	1166887,26	53616,97	270123,0	41990,0	466404,36	34600,0	300152,93
2011	50060	Bulbuente	Presupuestos	Consolidada	305138,12	0,0	0,0	13000,0	98500,0	0,0	193638,12
2011	50061	Bureta	Presupuestos	Consolidada	358193,71	19760,61	104000,0	0,0	74840,1	33643,0	125950,0
2011	50062	Burgo de Ebro (El)	Presupuestos	Consolidada	2372948,0	61410,0	610485,0	322755,33	960806,03	115994,39	301497,25
2011	50063	Buste (El)	Presupuestos	Consolidada	146572,72	6000,0	50850,0	1300,0	14287,43	8460,0	65675,29
2011	50064	Cabañas de Ebro	Presupuestos	Consolidada	610728,0	45391,85	0,0	41886,72	391276,13	0,0	132173,3
2011	50065	Cabolafuente	Presupuestos	Sin información							
2011	50066	Cadrete	Presupuestos	Consolidada	4427333,62	285901,31	1665557,19	42500,0	1225599,94	99600,0	1108175,18
2011	50067	Calatayud	Presupuestos	Consolidada	18611290,0	1090779,93	7359558,2	2643909,17	3047377,6	1476970,27	2992694,83
2011	50068	Calatorao	Presupuestos	Consolidada	2934351,36	129372,31	591495,95	198620,0	1225319,24	25522,6	764021,26
2011	50069	Calcena	Presupuestos	Consolidada	408587,16	500,0	293332,16	3500,0	54400,0	0,0	56855,0
2011	50070	Calmarza	Presupuestos	Consolidada	142160,0	650,0	52000,0	0,0	57000,0	0,0	32510,0
2011	50071	Campillo de Aragón	Presupuestos	Consolidada	299486,0	2400,0	123579,0	0,0	103307,0	0,0	70200,0
2011	50072	Carenas	Presupuestos	Consolidada	367033,72	40335,46	44350,0	2000,0	6711,79	105700,0	167936,47
2011	50073	Cariñena	Presupuestos	Consolidada	2896834,78	187608,57	779399,04	120918,85	956213,1	61100,0	791595,22
2011	50074	Caspe	Presupuestos	Consolidada	9514763,32	665279,0	2884865,55	578949,91	3299087,81	382160,0	1704421,05
2011	50075	Castejón de Alarba	Presupuestos	Consolidada	159900,0	700,0	105000,0	2500,0	0,0	0,0	51700,0
2011	50076	Castejón de las Armas	Presupuestos	Consolidada	291450,0	7000,0	41000,0	10250,0	900,0	175000,0	57300,0
2011	50077	Castejón de Valdejasa	Presupuestos	Consolidada	500327,24	13094,92	26323,45	27000,0	182484,9	39340,8	212083,17
2011	50078	Castiliscar	Presupuestos	Consolidada	489113,5	42890,0	81000,0	0,0	217874,94	0,0	147348,56
2011	50079	Cervera de la Cañada	Presupuestos	Consolidada	385659,01	4800,0	115409,88	21500,0	92685,55	46313,95	104949,63
2011	50080	Cerveruela	Presupuestos	Consolidada	276000,0	0,0	25000,0	6000,0	3000,0	187000,0	55000,0
2011	50081	Cetina	Presupuestos	Consolidada	817600,0	3000,0	193800,0	1900,0	197600,0	228000,0	193300,0
2011	50082	Cimballa	Presupuestos	Consolidada	292500,0	600,0	199060,0	0,0	12000,0	0,0	80840,0
2011	50083	Cinco Olivas	Presupuestos	Consolidada	287040,74	200,0	35943,75	12412,43	217651,98	2110,0	18722,58
2011	50084	Clarés de Ribota	Presupuestos	Consolidada	120000,0	0,0	120000,0	0,0	0,0	0,0	0,0
2011	50085	Codo	Presupuestos	Consolidada	358000,0	6622,82	201052,43	16387,72	16525,0	0,0	117412,03
2011	50086	Codos	Presupuestos	Consolidada	447070,0	0,0	205500,0	22800,0	4500,0	0,0	214270,0
2011	50087	Contamina	Presupuestos	Consolidada	279547,39	562,0	175094,59	0,0	6200,0	0,0	97690,8
2011	50088	Cosuenda	Presupuestos	Consolidada	1828288,7	126778,06	807930,34	38250,58	653863,01	6500,0	194966,71
2011	50089	Cuarte de Huerva	Presupuestos	Consolidada	9038476,8	168076,75	4024834,98	910283,62	2238683,92	195000,0	1501597,53
2011	50090	Cubel	Presupuestos	Consolidada	385079,7	0,0	247329,7	9450,0	0,0	0,0	128300,0
2011	50091	Cuerlas (Las)	Presupuestos	Consolidada	252300,0	13100,0	146650,0	2500,0	0,0	0,0	90050,0
2011	50092	Chiprana	Presupuestos	Consolidada	713608,02	2180,0	232523,8	64350,0	234246,56	29086,1	151221,56
2011	50093	Chodes	Presupuestos	Consolidada	596589,0	17505,0	84590,0	4000,0	35000,0	377194,0	78300,0
2011	50094	Daroca	Presupuestos	Consolidada	3802030,89	178235,8	533370,24	685596,47	821347,89	95541,6	1487938,89
2011	50095	Ejea de los Caballeros	Presupuestos	Consolidada	24914326,49	1096587,0	6721061,69	3154418,23	6105541,73	3609816,93	4226900,91
2011	50096	Embid de Ariza	Presupuestos	Consolidada	184020,0	300,0	10700,0	8200,0	128500,0	200,0	36120,0
2011	50098	Encinacorba	Presupuestos	Sin información							
2011	50099	Épila	Presupuestos	Consolidada	3882838,36	304155,63	1029709,21	205557,64	992151,66	156838,13	1194426,09
2011	50100	Erla	Presupuestos	Consolidada	527186,52	4520,0	94800,0	65900,0	77917,23	144827,29	139222,0
2011	50101	Escatrón	Presupuestos	Consolidada	2700000,0	69000,0	1100408,0	165000,0	486568,0	85000,0	794024,0
2011	50102	Fabara	Presupuestos	Consolidada	1685072,0	62272,0	385000,0	106200,0	270500,0	312000,0	549100,0
2011	50104	Farlete	Presupuestos	Consolidada	488745,16	0,0	170330,0	34971,88	99179,0	100,0	184164,28
2011	50105	Fayón	Presupuestos	Consolidada	1095350,0	0,0	420660,0	73800,0	95710,0	210780,0	294400,0
2011	50106	Fayos (Los)	Presupuestos	Consolidada	441065,04	2200,0	72910,16	0,0	16000,0	349954,88	0,0
2011	50107	Figueruelas	Presupuestos	Consolidada	3374502,75	2000,0	957587,29	362860,42	819582,0	6000,0	1226473,04
2011	50108	Fombuena	Presupuestos	Consolidada	147300,0	0,0	112000,0	2200,0	0,0	0,0	33100,0
2011	50109	Frago (El)	Presupuestos	Consolidada	316003,17	0,0	16000,0	0,0	11248,65	189452,33	99302,19
2011	50110	Frasno (El)	Presupuestos	Consolidada	864926,16	35500,0	170700,0	0,0	61000,0	425100,0	172626,16
2011	50111	Fréscano	Presupuestos	Consolidada	535129,53	5384,77	172745,51	4000,0	220333,5	0,0	132665,75
2011	50113	Fuendejalón	Presupuestos	Consolidada	1112772,0	83000,0	124593,0	70000,0	293597,0	0,0	541582,0
2011	50114	Fuendetodos	Presupuestos	Consolidada	1627100,0	88800,0	268800,0	0,0	869600,0	178300,0	221600,0
2011	50115	Fuentes de Ebro	Presupuestos	Consolidada	3420953,81	0,0	651676,13	391100,0	531515,08	22970,0	1823692,6
2011	50116	Fuentes de Jiloca	Presupuestos	Consolidada	432800,0	14800,0	276500,0	8400,0	12500,0	0,0	120600,0
2011	50117	Gallocanta	Presupuestos	Consolidada	404800,0	26200,0	120800,0	9000,0	76950,0	0,0	171850,0
2011	50118	Gallur	Presupuestos	Consolidada	1947451,85	163459,99	346873,6	176007,64	448668,97	226233,08	586208,57
2011	50119	Gelsa	Presupuestos	Consolidada	1840671,51	41983,24	853310,58	77173,44	339367,12	58554,03	470283,1
2011	50120	Godojos	Presupuestos	Consolidada	148634,33	15368,77	0,0	1650,0	0,0	65000,0	66615,56
2011	50121	Gotor	Presupuestos	Consolidada	502500,0	16100,0	270000,0	28000,0	61000,0	0,0	127400,0
2011	50122	Grisel	Presupuestos	Consolidada	468500,0	500,0	251000,0	0,0	139000,0	4000,0	74000,0
2011	50123	Grisén	Presupuestos	Consolidada	655817,56	0,0	0,0	34000,0	519000,0	0,0	102817,56
2011	50124	Herrera de los Navarros	Presupuestos	Consolidada	632799,83	55000,0	217897,83	6200,0	64800,0	17000,0	271902,0
2011	50125	Ibdes	Presupuestos	Consolidada	902000,0	14500,0	699300,0	30000,0	40000,0	0,0	118200,0
2011	50126	Illueca	Presupuestos	Consolidada	2430417,0	378080,0	601933,0	639626,0	169300,0	89150,0	552328,0
2011	50128	Isuerre	Presupuestos	Consolidada	206463,83	18943,58	4802,34	1149,73	152006,47	6403,11	23158,6
2011	50129	Jaraba	Presupuestos	Consolidada	617804,0	4500,0	86601,0	0,0	200000,0	135802,0	190901,0
2011	50130	Jarque	Presupuestos	Sin información							
2011	50131	Jaulín	Presupuestos	Consolidada	327162,8	23840,56	68832,24	0,0	41618,0	50796,0	142076,0
2011	50132	Joyosa (La)	Presupuestos	Consolidada	997127,49	0,0	241761,04	159752,25	353731,2	11000,0	230883,0
2011	50133	Lagata	Presupuestos	Consolidada	85150,0	1800,0	0,0	5500,0	0,0	0,0	77850,0
