Comarca código	Comarca nombre	Año	Orden	Votos	Siglas
01	La Jacetania	2008	1	5218,0	PSOE
01	La Jacetania	2008	2	3558,0	PP
01	La Jacetania	2008	3	489,0	PAR
01	La Jacetania	2008	4	452,0	CHA
01	La Jacetania	2008	5	332,0	IU
01	La Jacetania	2008	6	124,0	UPyD
01	La Jacetania	2008	7	39,0	LV
01	La Jacetania	2008	8	15,0	PACMA
01	La Jacetania	2008	9	11,0	C's
01	La Jacetania	2008	10	14,0	Cenb
01	La Jacetania	2008	11	9,0	PUM+J
01	La Jacetania	2008	12	2,0	pCUA
01	La Jacetania	2008	13	3,0	DN
01	La Jacetania	2008	14	4,0	PSD-FIA
01	La Jacetania	2008	15	7,0	FE de las JONS
01	La Jacetania	2008	16	1,0	PFyV
01	La Jacetania	2008	17	8,0	PCPE
01	La Jacetania	2008	18	70,0	AuN
01	La Jacetania	2008	19	1,0	FA
01	La Jacetania	2008	20	4,0	PH
01	La Jacetania	2008	21	6,0	AES
01	La Jacetania	2008	22	0,0	FRENTE
01	La Jacetania	2008	23	0,0	E-2000
01	La Jacetania	2008	24	0,0	PCTR
02	Alto Gállego	2008	1	3900,0	PSOE
02	Alto Gállego	2008	2	2542,0	PP
02	Alto Gállego	2008	3	594,0	PAR
02	Alto Gállego	2008	4	362,0	CHA
02	Alto Gállego	2008	5	309,0	IU
02	Alto Gállego	2008	6	107,0	UPyD
02	Alto Gállego	2008	7	30,0	LV
02	Alto Gállego	2008	8	15,0	PACMA
02	Alto Gállego	2008	9	9,0	C's
02	Alto Gállego	2008	10	8,0	Cenb
02	Alto Gállego	2008	11	6,0	PUM+J
02	Alto Gállego	2008	12	5,0	pCUA
02	Alto Gállego	2008	13	5,0	DN
02	Alto Gállego	2008	14	7,0	PSD-FIA
02	Alto Gállego	2008	15	1,0	FE de las JONS
02	Alto Gállego	2008	16	3,0	PFyV
02	Alto Gállego	2008	17	5,0	PCPE
02	Alto Gállego	2008	18	0,0	AuN
02	Alto Gállego	2008	19	1,0	FA
02	Alto Gállego	2008	20	2,0	PH
02	Alto Gállego	2008	21	0,0	AES
02	Alto Gállego	2008	22	0,0	FRENTE
02	Alto Gállego	2008	23	0,0	E-2000
02	Alto Gállego	2008	24	0,0	PCTR
03	Sobrarbe	2008	1	2228,0	PSOE
03	Sobrarbe	2008	2	1573,0	PP
03	Sobrarbe	2008	3	240,0	PAR
03	Sobrarbe	2008	4	187,0	CHA
03	Sobrarbe	2008	5	180,0	IU
03	Sobrarbe	2008	6	33,0	UPyD
03	Sobrarbe	2008	7	12,0	LV
03	Sobrarbe	2008	8	5,0	PACMA
03	Sobrarbe	2008	9	2,0	C's
03	Sobrarbe	2008	10	4,0	Cenb
03	Sobrarbe	2008	11	2,0	PUM+J
03	Sobrarbe	2008	12	2,0	pCUA
03	Sobrarbe	2008	13	2,0	DN
03	Sobrarbe	2008	14	1,0	PSD-FIA
03	Sobrarbe	2008	15	1,0	FE de las JONS
03	Sobrarbe	2008	16	0,0	PFyV
03	Sobrarbe	2008	17	0,0	PCPE
03	Sobrarbe	2008	18	1,0	AuN
03	Sobrarbe	2008	19	1,0	FA
03	Sobrarbe	2008	20	0,0	PH
03	Sobrarbe	2008	21	1,0	AES
03	Sobrarbe	2008	22	0,0	FRENTE
03	Sobrarbe	2008	23	0,0	E-2000
03	Sobrarbe	2008	24	0,0	PCTR
