Año	Municipio código	Municipio nombre	Edificios nueva planta, total	Edificios nueva planta, residencial	Edificios nueva planta, no residencial	Superficie nueva planta, total	Superficie nueva planta, residencial	Superficie nueva planta, no residencial	Viviendas nueva planta	Edificios rehabilitación	Viviendas rehabilitación	Edificios demolición	Viviendas demolición	Estado de la información
2015	44011	Alcaine												SIN INFORMACIÓN
2015	44012	Alcalá de la Selva												SIN INFORMACIÓN
2015	44013	Alcañiz	23,0	12,0	11,0	12264,0	5782,0	6482,0	32,0	23,0	2,0	7,0	14,0	INCOMPLETA
2015	44014	Alcorisa	3,0	1,0	2,0	1323,0	423,0	900,0	1,0	3,0	0,0	1,0	0,0	COMPLETA
2015	44016	Alfambra	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2015	44017	Aliaga												SIN INFORMACIÓN
2015	44018	Almohaja												SIN INFORMACIÓN
2015	44019	Alobras												SIN INFORMACIÓN
2015	44020	Alpeñés												SIN INFORMACIÓN
2015	44021	Allepuz												SIN INFORMACIÓN
2015	44022	Alloza	4,0	1,0	3,0	699,0	285,0	414,0	1,0	0,0	0,0	0,0	0,0	COMPLETA
2015	44023	Allueva												SIN INFORMACIÓN
2015	44024	Anadón												SIN INFORMACIÓN
2015	44025	Andorra	4,0	0,0	4,0	460,0	0,0	460,0	0,0	2,0	0,0	2,0	2,0	COMPLETA
2015	44026	Arcos de las Salinas	3,0	0,0	3,0	34,0	0,0	34,0	0,0	0,0	0,0	0,0	0,0	COMPLETA
2015	44027	Arens de Lledó	5,0		5,0	1011,0		1011,0						INCOMPLETA
2015	44028	Argente												SIN INFORMACIÓN
2015	44029	Ariño	1,0	0,0	1,0	142,0	0,0	142,0	0,0	1,0	0,0	1,0	0,0	COMPLETA
2015	44031	Azaila												SIN INFORMACIÓN
2015	44032	Bádenas												SIN INFORMACIÓN
2015	44033	Báguena												SIN INFORMACIÓN
2015	44034	Bañón												SIN INFORMACIÓN
2015	44035	Barrachina												SIN INFORMACIÓN
2015	44036	Bea												SIN INFORMACIÓN
2015	44037	Beceite												SIN INFORMACIÓN
2015	44038	Belmonte de San José												SIN INFORMACIÓN
2015	44039	Bello	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	2,0	2,0	COMPLETA
2015	44040	Berge	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2015	44041	Bezas												SIN INFORMACIÓN
2015	44042	Blancas												SIN INFORMACIÓN
2015	44043	Blesa												SIN INFORMACIÓN
2015	44044	Bordón	1,0	0,0	1,0	245,0	0,0	245,0	0,0	1,0	0,0	1,0	1,0	COMPLETA
2015	44045	Bronchales												SIN INFORMACIÓN
2015	44046	Bueña												SIN INFORMACIÓN
2015	44047	Burbáguena												SIN INFORMACIÓN
2015	44048	Cabra de Mora												SIN INFORMACIÓN
2015	44049	Calaceite	2,0	0,0	2,0	556,0	0,0	556,0	0,0	3,0	1,0	0,0	0,0	COMPLETA
2015	44050	Calamocha	8,0	1,0	7,0	2852,0	257,0	2595,0	1,0	9,0		2,0	2,0	INCOMPLETA
2015	44051	Calanda	3,0	1,0	2,0	1030,0	433,0	597,0	1,0	2,0	0,0	1,0	1,0	COMPLETA
2015	44052	Calomarde												SIN INFORMACIÓN
2015	44053	Camañas												SIN INFORMACIÓN
2015	44054	Camarena de la Sierra	1,0	0,0	1,0	57,0	0,0	57,0	0,0	0,0	0,0	0,0	0,0	COMPLETA
2015	44055	Camarillas												SIN INFORMACIÓN
2015	44056	Caminreal	1,0	0,0	1,0	124,0	0,0	124,0	0,0	0,0	0,0	0,0	0,0	COMPLETA
2015	44059	Cantavieja	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	1,0	0,0	0,0	COMPLETA
2015	44060	Cañada de Benatanduz												SIN INFORMACIÓN
2015	44061	Cañada de Verich (La)												SIN INFORMACIÓN
2015	44062	Cañada Vellida												SIN INFORMACIÓN
2015	44063	Cañizar del Olivar	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	COMPLETA
2015	44064	Cascante del Río												SIN INFORMACIÓN
2015	44065	Castejón de Tornos												SIN INFORMACIÓN
2015	44066	Castel de Cabra												SIN INFORMACIÓN
2015	44067	Castelnou												SIN INFORMACIÓN
2015	44068	Castelserás	1,0	1,0	0,0	290,0	290,0	0,0	0,0	3,0	0,0	2,0	2,0	COMPLETA
2015	44070	Castellar (El)												SIN INFORMACIÓN
2015	44071	Castellote	2,0	1,0	1,0	516,0	314,0	202,0	1,0	0,0	0,0	0,0	0,0	COMPLETA
2015	44074	Cedrillas												SIN INFORMACIÓN
2015	44075	Celadas												SIN INFORMACIÓN
2015	44076	Cella	8,0	3,0	5,0	6109,0	667,0	5442,0	3,0	4,0	0,0	5,0	4,0	COMPLETA
2015	44077	Cerollera (La)												SIN INFORMACIÓN
2015	44080	Codoñera (La)	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2015	44082	Corbalán												SIN INFORMACIÓN
2015	44084	Cortes de Aragón												SIN INFORMACIÓN
2015	44085	Cosa												SIN INFORMACIÓN
2015	44086	Cretas	3,0	2,0	1,0	840,0	615,0	225,0	2,0	4,0	0,0	1,0	0,0	COMPLETA
2015	44087	Crivillén												SIN INFORMACIÓN
2015	44088	Cuba (La)												SIN INFORMACIÓN
2015	44089	Cubla												SIN INFORMACIÓN
2015	44090	Cucalón												SIN INFORMACIÓN
2015	44092	Cuervo (El)												SIN INFORMACIÓN
2015	44093	Cuevas de Almudén												SIN INFORMACIÓN
2015	44094	Cuevas Labradas												SIN INFORMACIÓN
2015	44096	Ejulve	2,0	0,0	2,0	1758,0	0,0	1758,0	0,0	0,0	0,0	0,0	0,0	COMPLETA
2015	44097	Escorihuela	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	COMPLETA
2015	44099	Escucha												SIN INFORMACIÓN
2015	44100	Estercuel												SIN INFORMACIÓN
2015	44101	Ferreruela de Huerva	5,0	0,0	5,0	10482,0	0,0	10482,0	0,0	0,0	0,0	0,0	0,0	COMPLETA
2015	44102	Fonfría												SIN INFORMACIÓN
2015	44103	Formiche Alto												SIN INFORMACIÓN
2015	44105	Fórnoles												SIN INFORMACIÓN
2015	44106	Fortanete	1,0	0,0	1,0	258,0	0,0	258,0	0,0	2,0	4,0	0,0	1,0	COMPLETA
2015	44107	Foz-Calanda												SIN INFORMACIÓN
2015	44108	Fresneda (La)												SIN INFORMACIÓN
2015	44109	Frías de Albarracín												SIN INFORMACIÓN
2015	44110	Fuenferrada												SIN INFORMACIÓN
2015	44111	Fuentes Calientes												SIN INFORMACIÓN
2015	44112	Fuentes Claras	3,0	1,0	2,0	420,0	237,0	183,0	1,0	0,0	0,0	1,0	0,0	COMPLETA
2015	44113	Fuentes de Rubielos	1,0	1,0	0,0	111,0	111,0	0,0	1,0	0,0	0,0	0,0	0,0	COMPLETA
2015	44114	Fuentespalda	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,0	1,0	0,0	0,0	COMPLETA
2015	44115	Galve												SIN INFORMACIÓN
2015	44116	Gargallo	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	COMPLETA
2015	44117	Gea de Albarracín												SIN INFORMACIÓN
2015	44118	Ginebrosa (La)	1,0	1,0	0,0	182,0	182,0	0,0	1,0	0,0	0,0	0,0	0,0	COMPLETA
2015	44119	Griegos	2,0	2,0	0,0	707,0	707,0	0,0	3,0	0,0	0,0	0,0	0,0	COMPLETA
2015	44120	Guadalaviar	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2015	44121	Gúdar	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	COMPLETA
2015	44122	Híjar	4,0	1,0	3,0	1376,0	168,0	1208,0	1,0	4,0	1,0	0,0	0,0	COMPLETA
2015	44123	Hinojosa de Jarque												SIN INFORMACIÓN
2015	44124	Hoz de la Vieja (La)												SIN INFORMACIÓN
2015	44125	Huesa del Común												SIN INFORMACIÓN
2015	44126	Iglesuela del Cid (La)												SIN INFORMACIÓN
2015	44127	Jabaloyas												SIN INFORMACIÓN
2015	44128	Jarque de la Val												SIN INFORMACIÓN
2015	44129	Jatiel												SIN INFORMACIÓN
2015	44130	Jorcas												SIN INFORMACIÓN
2015	44131	Josa												SIN INFORMACIÓN
2015	44132	Lagueruela												SIN INFORMACIÓN
2015	44133	Lanzuela												SIN INFORMACIÓN
2015	44135	Libros												SIN INFORMACIÓN
2015	44136	Lidón												SIN INFORMACIÓN
2015	44137	Linares de Mora	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2015	44138	Loscos								2,0				INCOMPLETA
2015	44141	Lledó												SIN INFORMACIÓN
2015	44142	Maicas												SIN INFORMACIÓN
2015	44143	Manzanera	1,0	1,0	0,0	123,0	123,0	0,0	1,0	4,0	0,0	0,0	0,0	COMPLETA
2015	44144	Martín del Río	1,0	0,0	1,0	104,0	0,0	104,0	0,0	2,0	0,0	0,0	0,0	COMPLETA
2015	44145	Mas de las Matas	2,0	1,0	1,0	271,0	117,0	154,0	1,0	4,0	1,0	1,0	0,0	COMPLETA
2015	44146	Mata de los Olmos (La)	1,0	1,0	0,0	301,0	301,0	0,0	2,0	0,0	0,0	0,0	0,0	COMPLETA
2015	44147	Mazaleón	1,0	0,0	1,0	270,0	0,0	270,0	0,0	2,0	0,0	0,0	0,0	COMPLETA
2015	44148	Mezquita de Jarque												SIN INFORMACIÓN
2015	44149	Mirambel	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2015	44150	Miravete de la Sierra												SIN INFORMACIÓN
2015	44151	Molinos												SIN INFORMACIÓN
2015	44152	Monforte de Moyuela												SIN INFORMACIÓN
2015	44153	Monreal del Campo	8,0	3,0	5,0	4655,0	568,0	4087,0	3,0	3,0	0,0	5,0	5,0	COMPLETA
2015	44154	Monroyo												SIN INFORMACIÓN
2015	44155	Montalbán	3,0	1,0	2,0	532,0	359,0	173,0	1,0	2,0	3,0	0,0	0,0	COMPLETA
2015	44156	Monteagudo del Castillo												SIN INFORMACIÓN
2015	44157	Monterde de Albarracín												SIN INFORMACIÓN
2015	44158	Mora de Rubielos	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,0	0,0	1,0	0,0	COMPLETA
2015	44159	Moscardón												SIN INFORMACIÓN
2015	44160	Mosqueruela	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0	COMPLETA
2015	44161	Muniesa	3,0	2,0	1,0	1290,0	435,0	855,0	2,0	1,0	0,0	2,0	0,0	COMPLETA
2015	44163	Noguera de Albarracín	1,0	1,0	0,0	311,0	311,0	0,0	2,0	1,0	0,0	0,0	0,0	COMPLETA
2015	44164	Nogueras												SIN INFORMACIÓN
2015	44165	Nogueruelas												SIN INFORMACIÓN
2015	44167	Obón												SIN INFORMACIÓN
2015	44168	Odón												SIN INFORMACIÓN
2015	44169	Ojos Negros	6,0	1,0	5,0	6236,0	169,0	6067,0	1,0	1,0	0,0	0,0	0,0	COMPLETA
2015	44171	Olba												SIN INFORMACIÓN
2015	44172	Oliete	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	1,0	COMPLETA
2015	44173	Olmos (Los)	2,0	0,0	2,0	784,0	0,0	784,0	0,0	2,0	0,0	0,0	0,0	COMPLETA
2015	44174	Orihuela del Tremedal	2,0	1,0	1,0	380,0	192,0	188,0	1,0	2,0	1,0	2,0	1,0	COMPLETA
2015	44175	Orrios												SIN INFORMACIÓN
2015	44176	Palomar de Arroyos												SIN INFORMACIÓN
2015	44177	Pancrudo												SIN INFORMACIÓN
2015	44178	Parras de Castellote (Las)												SIN INFORMACIÓN
2015	44179	Peñarroya de Tastavins	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2015	44180	Peracense	1,0	1,0	0,0	187,0	187,0	0,0	1,0	0,0	0,0	1,0	1,0	COMPLETA
2015	44181	Peralejos												SIN INFORMACIÓN
2015	44182	Perales del Alfambra												SIN INFORMACIÓN
2015	44183	Pitarque												SIN INFORMACIÓN
2015	44184	Plou												SIN INFORMACIÓN
2015	44185	Pobo (El)												SIN INFORMACIÓN
2015	44187	Portellada (La)	1,0	0,0	1,0	165,0	0,0	165,0	0,0	0,0	0,0	0,0	0,0	COMPLETA
2015	44189	Pozondón	1,0	0,0	1,0	46,0	0,0	46,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2015	44190	Pozuel del Campo	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	COMPLETA
2015	44191	Puebla de Híjar (La)	4,0	0,0	4,0	1085,0	0,0	1085,0	0,0	0,0	0,0	3,0	3,0	COMPLETA
2015	44192	Puebla de Valverde (La)	3,0	1,0	2,0	406,0	106,0	300,0	1,0	3,0	0,0	1,0	2,0	COMPLETA
2015	44193	Puertomingalvo	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	COMPLETA
2015	44194	Ráfales												SIN INFORMACIÓN
2015	44195	Rillo												SIN INFORMACIÓN
2015	44196	Riodeva												SIN INFORMACIÓN
2015	44197	Ródenas												SIN INFORMACIÓN
2015	44198	Royuela												SIN INFORMACIÓN
2015	44199	Rubiales												SIN INFORMACIÓN
2015	44200	Rubielos de la Cérida												SIN INFORMACIÓN
2015	44201	Rubielos de Mora	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,0	0,0	0,0	0,0	COMPLETA
2015	44203	Salcedillo												SIN INFORMACIÓN
2015	44204	Saldón												SIN INFORMACIÓN
2015	44205	Samper de Calanda	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	COMPLETA
2015	44206	San Agustín												SIN INFORMACIÓN
2015	44207	San Martín del Río												SIN INFORMACIÓN
2015	44208	Santa Cruz de Nogueras												SIN INFORMACIÓN
2015	44209	Santa Eulalia	3,0	0,0	3,0	1385,0	0,0	1385,0	0,0	0,0	0,0	0,0	0,0	COMPLETA
2015	44210	Sarrión	7,0	4,0	3,0	3218,0	1549,0	1669,0	4,0	4,0	1,0	1,0	2,0	COMPLETA
2015	44211	Segura de los Baños												SIN INFORMACIÓN
2015	44212	Seno												SIN INFORMACIÓN
2015	44213	Singra												SIN INFORMACIÓN
2015	44215	Terriente												SIN INFORMACIÓN
2015	44216	Teruel	16,0	12,0	4,0	10528,0	7163,0	3365,0	36,0	9,0	0,0	4,0	1,0	COMPLETA
2015	44217	Toril y Masegoso												SIN INFORMACIÓN
2015	44218	Tormón												SIN INFORMACIÓN
2015	44219	Tornos												SIN INFORMACIÓN
2015	44220	Torralba de los Sisones												SIN INFORMACIÓN
2015	44221	Torrecilla de Alcañiz								3,0				INCOMPLETA
2015	44222	Torrecilla del Rebollar												SIN INFORMACIÓN
2015	44223	Torre de Arcas												SIN INFORMACIÓN
2015	44224	Torre de las Arcas												SIN INFORMACIÓN
2015	44225	Torre del Compte	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	1,0	0,0	0,0	COMPLETA
2015	44226	Torrelacárcel												SIN INFORMACIÓN
2015	44227	Torre los Negros												SIN INFORMACIÓN
2015	44228	Torremocha de Jiloca												SIN INFORMACIÓN
2015	44229	Torres de Albarracín												SIN INFORMACIÓN
2015	44230	Torrevelilla												SIN INFORMACIÓN
2015	44231	Torrijas	1,0	1,0	0,0	246,0	246,0	0,0	1,0	1,0	0,0	1,0	1,0	COMPLETA
2015	44232	Torrijo del Campo	2,0	0,0	2,0	1554,0	0,0	1554,0	0,0	0,0	0,0	2,0	1,0	COMPLETA
2015	44234	Tramacastiel	1,0	0,0	1,0	149,0	0,0	149,0	0,0	0,0	0,0	0,0	0,0	COMPLETA
2015	44235	Tramacastilla												SIN INFORMACIÓN
2015	44236	Tronchón	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2015	44237	Urrea de Gaén	1,0	1,0	0,0	93,0	93,0	0,0	1,0	3,0	0,0	0,0	0,0	COMPLETA
2015	44238	Utrillas	1,0	1,0	0,0	204,0	204,0	0,0	1,0	0,0	0,0	1,0	1,0	COMPLETA
2015	44239	Valacloche												SIN INFORMACIÓN
2015	44240	Valbona	1,0	1,0	0,0	147,0	147,0	0,0	1,0	0,0	0,0	0,0	0,0	COMPLETA
2015	44241	Valdealgorfa	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	COMPLETA
2015	44243	Valdecuenca												SIN INFORMACIÓN
2015	44244	Valdelinares												SIN INFORMACIÓN
2015	44245	Valdeltormo	1,0	0,0	1,0	108,0	0,0	108,0	0,0	3,0	0,0	0,0	0,0	COMPLETA
2015	44246	Valderrobres	11,0	2,0	9,0	6179,0	492,0	5687,0	2,0	4,0	0,0	0,0	0,0	COMPLETA
2015	44247	Valjunquera	1,0	1,0	0,0	428,0	428,0	0,0	2,0	0,0	0,0	1,0	1,0	COMPLETA
2015	44249	Vallecillo (El)												SIN INFORMACIÓN
2015	44250	Veguillas de la Sierra												SIN INFORMACIÓN
2015	44251	Villafranca del Campo	7,0	0,0	7,0	6867,0	0,0	6867,0	0,0	0,0	0,0	0,0	0,0	COMPLETA
2015	44252	Villahermosa del Campo												SIN INFORMACIÓN
2015	44256	Villanueva del Rebollar de la Sierra												SIN INFORMACIÓN
2015	44257	Villar del Cobo	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2015	44258	Villar del Salz												SIN INFORMACIÓN
2015	44260	Villarluengo												SIN INFORMACIÓN
2015	44261	Villarquemado	2,0	2,0	0,0	385,0	385,0	0,0	2,0	0,0	0,0	0,0	0,0	COMPLETA
2015	44262	Villarroya de los Pinares												SIN INFORMACIÓN
2015	44263	Villastar	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2015	44264	Villel												SIN INFORMACIÓN
2015	44265	Vinaceite	1,0	0,0	1,0	144,0	0,0	144,0	0,0	0,0	0,0	0,0	0,0	COMPLETA
2015	44266	Visiedo												SIN INFORMACIÓN
2015	44267	Vivel del Río Martín												SIN INFORMACIÓN
2015	44268	Zoma (La)												SIN INFORMACIÓN
2015	50001	Abanto												SIN INFORMACIÓN
2015	50002	Acered												SIN INFORMACIÓN
2015	50003	Agón												SIN INFORMACIÓN
2015	50004	Aguarón												SIN INFORMACIÓN
2015	50005	Aguilón												SIN INFORMACIÓN
2015	50006	Ainzón	5,0	1,0	4,0	4661,0	195,0	4466,0	1,0	1,0	0,0	0,0	0,0	COMPLETA
2015	50007	Aladrén												SIN INFORMACIÓN
2015	50008	Alagón	2,0	1,0	1,0	3126,0	401,0	2725,0	1,0	5,0	0,0	2,0	2,0	COMPLETA
2015	50009	Alarba												SIN INFORMACIÓN
2015	50010	Alberite de San Juan												SIN INFORMACIÓN
2015	50011	Albeta												SIN INFORMACIÓN
2015	50012	Alborge												SIN INFORMACIÓN
2015	50013	Alcalá de Ebro												SIN INFORMACIÓN
2015	50014	Alcalá de Moncayo												SIN INFORMACIÓN
2015	50015	Alconchel de Ariza												SIN INFORMACIÓN
2015	50016	Aldehuela de Liestos												SIN INFORMACIÓN
2015	50017	Alfajarín	1,0	1,0	0,0	240,0	240,0	0,0	1,0	0,0	0,0	0,0	0,0	COMPLETA
2015	50018	Alfamén	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	COMPLETA
2015	50019	Alforque												SIN INFORMACIÓN
2015	50020	Alhama de Aragón	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2015	50021	Almochuel												SIN INFORMACIÓN
2015	50022	Almolda (La)	1,0	0,0	1,0	88,0	0,0	88,0	0,0	4,0	0,0	4,0	0,0	COMPLETA
2015	50023	Almonacid de la Cuba	1,0	1,0	0,0	221,0	221,0	0,0	1,0	0,0	0,0	0,0	0,0	COMPLETA
2015	50024	Almonacid de la Sierra												SIN INFORMACIÓN
2015	50025	Almunia de Doña Godina (La)	6,0	4,0	2,0	1064,0	867,0	197,0	4,0	5,0	4,0	8,0	6,0	COMPLETA
2015	50026	Alpartir	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	3,0	3,0	COMPLETA
2015	50027	Ambel	2,0	2,0	0,0	420,0	420,0	0,0	2,0	0,0	0,0	0,0	0,0	COMPLETA
2015	50028	Anento												SIN INFORMACIÓN
2015	50029	Aniñón	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,0	0,0	0,0	0,0	COMPLETA
2015	50030	Añón de Moncayo												SIN INFORMACIÓN
2015	50031	Aranda de Moncayo												SIN INFORMACIÓN
2015	50032	Arándiga												SIN INFORMACIÓN
2015	50033	Ardisa												SIN INFORMACIÓN
2015	50034	Ariza	1,0	1,0	0,0	105,0	105,0	0,0	1,0	0,0	0,0	2,0	2,0	COMPLETA
2015	50035	Artieda	2,0		2,0	798,0		798,0						INCOMPLETA
2015	50036	Asín												SIN INFORMACIÓN
2015	50037	Atea												SIN INFORMACIÓN
2015	50038	Ateca	1,0	0,0	1,0	136,0	0,0	136,0	0,0	1,0	1,0	0,0	0,0	COMPLETA
2015	50039	Azuara	1,0	1,0	0,0	403,0	403,0	0,0	1,0	2,0	0,0	0,0	0,0	COMPLETA
2015	50040	Badules												SIN INFORMACIÓN
2015	50041	Bagüés												SIN INFORMACIÓN
2015	50042	Balconchán												SIN INFORMACIÓN
2015	50043	Bárboles	1,0	1,0	0,0	127,0	127,0	0,0	1,0	1,0	0,0	1,0	1,0	COMPLETA
2015	50044	Bardallur												SIN INFORMACIÓN
2015	50045	Belchite	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2015	50046	Belmonte de Gracián												SIN INFORMACIÓN
2015	50047	Berdejo												SIN INFORMACIÓN
2015	50048	Berrueco												SIN INFORMACIÓN
2015	50050	Bijuesca												SIN INFORMACIÓN
2015	50051	Biota	1,0	0,0	1,0	1662,0	0,0	1662,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2015	50052	Bisimbre												SIN INFORMACIÓN
2015	50053	Boquiñeni	1,0	1,0	0,0	272,0	272,0	0,0	1,0	0,0	0,0	2,0	1,0	COMPLETA
2015	50054	Bordalba												SIN INFORMACIÓN
2015	50055	Borja	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	2,0	0,0	0,0	COMPLETA
2015	50056	Botorrita	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2015	50057	Brea de Aragón	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	COMPLETA
2015	50058	Bubierca												SIN INFORMACIÓN
2015	50059	Bujaraloz	4,0	1,0	3,0	4147,0	401,0	3746,0	1,0	0,0	0,0	0,0	0,0	COMPLETA
2015	50060	Bulbuente	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2015	50061	Bureta												SIN INFORMACIÓN
2015	50062	Burgo de Ebro (El)												SIN INFORMACIÓN
2015	50063	Buste (El)	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	2,0	2,0	COMPLETA
2015	50064	Cabañas de Ebro	1,0	1,0	0,0	422,0	422,0	0,0	1,0	0,0	0,0	0,0	0,0	COMPLETA
2015	50065	Cabolafuente												SIN INFORMACIÓN
2015	50066	Cadrete	4,0	4,0	0,0	923,0	923,0	0,0	4,0	4,0	1,0	1,0	2,0	COMPLETA
2015	50067	Calatayud	3,0	1,0	2,0	2002,0	151,0	1851,0	1,0	1,0	0,0	2,0	2,0	COMPLETA
2015	50068	Calatorao	1,0	1,0	0,0	183,0	183,0	0,0	1,0	0,0	0,0	0,0	0,0	COMPLETA
2015	50069	Calcena												SIN INFORMACIÓN
2015	50070	Calmarza												SIN INFORMACIÓN
2015	50071	Campillo de Aragón												SIN INFORMACIÓN
2015	50072	Carenas												SIN INFORMACIÓN
2015	50073	Cariñena	2,0	2,0	0,0	381,0	381,0	0,0	2,0	1,0	1,0	0,0	0,0	COMPLETA
2015	50074	Caspe	12,0	5,0	7,0	2975,0	1798,0	1177,0	4,0	8,0	0,0	6,0	5,0	COMPLETA
2015	50075	Castejón de Alarba												SIN INFORMACIÓN
2015	50076	Castejón de las Armas	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2015	50077	Castejón de Valdejasa	1,0		1,0	275,0		275,0						INCOMPLETA
2015	50078	Castiliscar												SIN INFORMACIÓN
2015	50079	Cervera de la Cañada	1,0	0,0	1,0	145,0	0,0	145,0	0,0	0,0	0,0	0,0	0,0	COMPLETA
2015	50080	Cerveruela												SIN INFORMACIÓN
2015	50081	Cetina	1,0	1,0	0,0	279,0	279,0	0,0	1,0	0,0	0,0	0,0	0,0	COMPLETA
2015	50082	Cimballa												SIN INFORMACIÓN
2015	50083	Cinco Olivas												SIN INFORMACIÓN
2015	50084	Clarés de Ribota												SIN INFORMACIÓN
2015	50085	Codo												SIN INFORMACIÓN
2015	50086	Codos												SIN INFORMACIÓN
2015	50087	Contamina												SIN INFORMACIÓN
2015	50088	Cosuenda												SIN INFORMACIÓN
2015	50089	Cuarte de Huerva	6,0	1,0	5,0	11643,0	135,0	11508,0	1,0	9,0	0,0	0,0	0,0	COMPLETA
2015	50090	Cubel												SIN INFORMACIÓN
2015	50091	Cuerlas (Las)												SIN INFORMACIÓN
2015	50092	Chiprana	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2015	50093	Chodes												SIN INFORMACIÓN
2015	50094	Daroca												SIN INFORMACIÓN
2015	50095	Ejea de los Caballeros	8,0	2,0	6,0	2560,0	513,0	2047,0	2,0	16,0	1,0	1,0	3,0	COMPLETA
2015	50096	Embid de Ariza												SIN INFORMACIÓN
2015	50098	Encinacorba												SIN INFORMACIÓN
2015	50099	Épila	1,0	0,0	1,0	30,0	0,0	30,0	0,0	3,0	0,0	0,0	0,0	COMPLETA
2015	50100	Erla												SIN INFORMACIÓN
2015	50101	Escatrón	1,0	0,0	1,0	70,0	0,0	70,0	0,0	1,0	0,0	2,0	1,0	COMPLETA
2015	50102	Fabara	0,0	0,0	0,0	0,0	0,0	0,0	0,0	6,0	1,0	1,0	0,0	COMPLETA
2015	50104	Farlete												SIN INFORMACIÓN
2015	50105	Fayón	2,0	1,0	1,0	244,0	108,0	136,0	1,0	0,0	0,0	1,0	0,0	COMPLETA
2015	50106	Fayos (Los)												SIN INFORMACIÓN
2015	50107	Figueruelas	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	1,0	1,0	COMPLETA
2015	50108	Fombuena												SIN INFORMACIÓN
2015	50109	Frago (El)	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	1,0	0,0	0,0	COMPLETA
2015	50110	Frasno (El)												SIN INFORMACIÓN
2015	50111	Fréscano	2,0	0,0	2,0	3752,0	0,0	3752,0	0,0	0,0	0,0	0,0	0,0	COMPLETA
2015	50113	Fuendejalón												SIN INFORMACIÓN
2015	50114	Fuendetodos												SIN INFORMACIÓN
2015	50115	Fuentes de Ebro	1,0	1,0	0,0	337,0	337,0	0,0	1,0	0,0	0,0	0,0	0,0	COMPLETA
2015	50116	Fuentes de Jiloca												SIN INFORMACIÓN
2015	50117	Gallocanta												SIN INFORMACIÓN
