Año	Municipio código	Municipio nombre	Edificios nueva planta, total	Edificios nueva planta, residencial	Edificios nueva planta, no residencial	Superficie nueva planta, total	Superficie nueva planta, residencial	Superficie nueva planta, no residencial	Viviendas nueva planta	Edificios rehabilitación	Viviendas rehabilitación	Edificios demolición	Viviendas demolición	Estado de la información
2010	50099	Épila	5,0	5,0	0,0	1794,0	1794,0	0,0	12,0	2,0	0,0	4,0	3,0	COMPLETA
2010	50100	Erla												SIN INFORMACIÓN
2010	50101	Escatrón	4,0	0,0	4,0	1531,0	0,0	1531,0	0,0	4,0	0,0	2,0	2,0	COMPLETA
2010	50102	Fabara												SIN INFORMACIÓN
2010	50104	Farlete												SIN INFORMACIÓN
2010	50105	Fayón	2,0	2,0	0,0	769,0	769,0	0,0	2,0	0,0	0,0	0,0	0,0	COMPLETA
2010	50106	Fayos (Los)												SIN INFORMACIÓN
2010	50107	Figueruelas	4,0	4,0	0,0	704,0	704,0	0,0	4,0	2,0	0,0	0,0	0,0	COMPLETA
2010	50108	Fombuena												SIN INFORMACIÓN
2010	50109	Frago (El)	1,0	0,0	1,0	177,0	0,0	177,0	0,0	2,0	1,0	0,0	0,0	COMPLETA
2010	50110	Frasno (El)												SIN INFORMACIÓN
2010	50111	Fréscano	3,0	3,0	0,0	586,0	586,0	0,0	3,0	0,0	0,0	1,0	1,0	COMPLETA
2010	50113	Fuendejalón	3,0	2,0	1,0	1036,0	784,0	252,0	2,0	2,0	0,0	0,0	0,0	COMPLETA
2010	50114	Fuendetodos												SIN INFORMACIÓN
2010	50115	Fuentes de Ebro	13,0	13,0	0,0	4517,0	4517,0	0,0	14,0	2,0	1,0	2,0	1,0	COMPLETA
2010	50116	Fuentes de Jiloca												SIN INFORMACIÓN
2010	50117	Gallocanta	1,0	1,0	0,0	90,0	90,0	0,0	1,0	0,0	0,0	0,0	0,0	COMPLETA
2010	50118	Gallur	1,0	1,0	0,0	388,0	388,0	0,0	1,0	0,0	0,0	1,0	0,0	COMPLETA
2010	50119	Gelsa	3,0	2,0	1,0	751,0	397,0	354,0	2,0	0,0	0,0	1,0	1,0	COMPLETA
2010	50120	Godojos												SIN INFORMACIÓN
2010	50121	Gotor												SIN INFORMACIÓN
2010	50122	Grisel												SIN INFORMACIÓN
2010	50123	Grisén												SIN INFORMACIÓN
2010	50124	Herrera de los Navarros	6,0	3,0	3,0	1425,0	646,0	779,0	3,0	2,0	0,0	1,0	0,0	COMPLETA
2010	50125	Ibdes	1,0	0,0	1,0	886,0	0,0	886,0	0,0	0,0	0,0	0,0	0,0	COMPLETA
2010	50126	Illueca												SIN INFORMACIÓN
2010	50128	Isuerre												SIN INFORMACIÓN
2010	50129	Jaraba	1,0	1,0	0,0	225,0	225,0	0,0	1,0	0,0	0,0	0,0	0,0	COMPLETA
2010	50130	Jarque												SIN INFORMACIÓN
2010	50131	Jaulín	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2010	50132	Joyosa (La)	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2010	50133	Lagata												SIN INFORMACIÓN
2010	50134	Langa del Castillo												SIN INFORMACIÓN
2010	50135	Layana								1,0				INCOMPLETA
2010	50136	Lécera	2,0	0,0	2,0	293,0	0,0	293,0	0,0	3,0	0,0	5,0	0,0	COMPLETA
2010	50137	Leciñena	1,0	1,0	0,0	274,0	274,0	0,0	1,0	0,0	0,0	0,0	0,0	COMPLETA
2010	50138	Lechón												SIN INFORMACIÓN
2010	50139	Letux												SIN INFORMACIÓN
2010	50140	Litago	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2010	50141	Lituénigo												SIN INFORMACIÓN
2010	50142	Lobera de Onsella												SIN INFORMACIÓN
2010	50143	Longares	2,0	2,0	0,0	523,0	523,0	0,0	2,0	0,0	0,0	0,0	0,0	COMPLETA
2010	50144	Longás												SIN INFORMACIÓN
2010	50146	Lucena de Jalón												SIN INFORMACIÓN
2010	50147	Luceni	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	COMPLETA
2010	50148	Luesia												SIN INFORMACIÓN
2010	50149	Luesma												SIN INFORMACIÓN
2010	50150	Lumpiaque	2,0	2,0	0,0	356,0	356,0	0,0	2,0	1,0	0,0	0,0	0,0	COMPLETA
2010	50151	Luna	1,0	1,0	0,0	207,0	207,0	0,0	1,0	0,0	0,0	0,0	0,0	COMPLETA
2010	50152	Maella	1,0	0,0	1,0	360,0	0,0	360,0	0,0	1,0	1,0	0,0	0,0	COMPLETA
2010	50153	Magallón	5,0	3,0	2,0	1232,0	826,0	406,0	3,0	0,0	0,0	0,0	0,0	COMPLETA
2010	50154	Mainar												SIN INFORMACIÓN
2010	50155	Malanquilla												SIN INFORMACIÓN
2010	50156	Maleján	1,0	1,0	0,0	110,0	110,0	0,0	1,0	0,0	0,0	0,0	0,0	COMPLETA
2010	50157	Malón	1,0	1,0		328,0	328,0		1,0					INCOMPLETA
2010	50159	Maluenda	1,0	1,0	0,0	219,0	219,0	0,0	1,0	0,0	0,0	0,0	0,0	COMPLETA
2010	50160	Mallén	7,0	5,0	2,0	4228,0	1255,0	2973,0	5,0	2,0	0,0	1,0	1,0	COMPLETA
2010	50161	Manchones												SIN INFORMACIÓN
2010	50162	Mara												SIN INFORMACIÓN
2010	50163	María de Huerva	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	COMPLETA
2010	50164	Mediana de Aragón												SIN INFORMACIÓN
2010	50165	Mequinenza	20,0	18,0	2,0	4345,0	2581,0	1764,0	18,0	2,0	1,0	0,0	0,0	COMPLETA
2010	50166	Mesones de Isuela												SIN INFORMACIÓN
2010	50167	Mezalocha	1,0	1,0	0,0	97,0	97,0	0,0	1,0	0,0	0,0	0,0	0,0	COMPLETA
2010	50168	Mianos												SIN INFORMACIÓN
2010	50169	Miedes de Aragón	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	COMPLETA
2010	50170	Monegrillo	1,0	0,0	1,0	266,0	0,0	266,0	0,0	0,0	0,0	0,0	0,0	COMPLETA
2010	50171	Moneva												SIN INFORMACIÓN
2010	50172	Monreal de Ariza												SIN INFORMACIÓN
2010	50173	Monterde												SIN INFORMACIÓN
2010	50174	Montón	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2010	50175	Morata de Jalón	2,0	1,0	1,0	574,0	328,0	246,0	1,0	2,0	0,0	1,0	0,0	COMPLETA
2010	50176	Morata de Jiloca												SIN INFORMACIÓN
2010	50177	Morés								1,0				INCOMPLETA
2010	50178	Moros												SIN INFORMACIÓN
2010	50179	Moyuela												SIN INFORMACIÓN
2010	50180	Mozota	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2010	50181	Muel	5,0	5,0		810,0	810,0		5,0					INCOMPLETA
2010	50182	Muela (La)	5,0	3,0	2,0	5929,0	659,0	5270,0	3,0	11,0	1,0	3,0	3,0	COMPLETA
2010	50183	Munébrega												SIN INFORMACIÓN
2010	50184	Murero	1,0	1,0	0,0	179,0	179,0	0,0	1,0	0,0	0,0	0,0	0,0	COMPLETA
2010	50185	Murillo de Gállego												SIN INFORMACIÓN
2010	50186	Navardún												SIN INFORMACIÓN
2010	50187	Nigüella												SIN INFORMACIÓN
2010	50188	Nombrevilla												SIN INFORMACIÓN
2010	50189	Nonaspe	5,0	1,0	4,0	1700,0	335,0	1365,0	1,0	8,0	2,0	2,0	0,0	COMPLETA
2010	50190	Novallas	3,0	1,0	2,0	400,0	157,0	243,0	1,0	0,0	0,0	0,0	0,0	COMPLETA
2010	50191	Novillas	3,0	1,0	2,0	500,0	168,0	332,0	1,0	1,0	0,0	0,0	0,0	COMPLETA
2010	50192	Nuévalos												SIN INFORMACIÓN
2010	50193	Nuez de Ebro	1,0	1,0	0,0	176,0	176,0	0,0	1,0	0,0	0,0	0,0	0,0	COMPLETA
2010	50194	Olvés												SIN INFORMACIÓN
2010	50195	Orcajo												SIN INFORMACIÓN
2010	50196	Orera												SIN INFORMACIÓN
2010	50197	Orés												SIN INFORMACIÓN
2010	50198	Oseja												SIN INFORMACIÓN
2010	50199	Osera de Ebro												SIN INFORMACIÓN
2010	50200	Paniza	1,0	1,0	0,0	231,0	231,0	0,0	1,0	0,0	0,0	0,0	0,0	COMPLETA
2010	50201	Paracuellos de Jiloca	1,0	1,0	0,0	120,0	120,0	0,0	1,0	1,0	1,0	0,0	0,0	COMPLETA
2010	50202	Paracuellos de la Ribera												SIN INFORMACIÓN
2010	50203	Pastriz	3,0	3,0	0,0	504,0	504,0	0,0	3,0	0,0	0,0	0,0	0,0	COMPLETA
2010	50204	Pedrola	6,0	5,0	1,0	1709,0	1637,0	72,0	5,0	1,0	0,0	4,0	5,0	COMPLETA
2010	50205	Pedrosas (Las)												SIN INFORMACIÓN
2010	50206	Perdiguera	3,0	1,0	2,0	718,0	164,0	554,0	1,0	1,0	0,0	0,0	0,0	COMPLETA
2010	50207	Piedratajada												SIN INFORMACIÓN
2010	50208	Pina de Ebro	3,0	2,0	1,0	1891,0	410,0	1481,0	2,0	5,0	0,0	2,0	1,0	COMPLETA
2010	50209	Pinseque	4,0	3,0	1,0	754,0	645,0	109,0	3,0	5,0	0,0	0,0	0,0	COMPLETA
2010	50210	Pintanos (Los)												SIN INFORMACIÓN
2010	50211	Plasencia de Jalón												SIN INFORMACIÓN
2010	50212	Pleitas												SIN INFORMACIÓN
2010	50213	Plenas												SIN INFORMACIÓN
2010	50214	Pomer												SIN INFORMACIÓN
2010	50215	Pozuel de Ariza												SIN INFORMACIÓN
2010	50216	Pozuelo de Aragón	1,0	1,0	0,0	277,0	277,0	0,0	1,0	3,0	0,0	0,0	0,0	COMPLETA
2010	50217	Pradilla de Ebro	1,0	1,0	0,0	429,0	429,0	0,0	1,0	1,0	0,0	0,0	0,0	COMPLETA
2010	50218	Puebla de Albortón	1,0		1,0	1250,0		1250,0						INCOMPLETA
2010	50219	Puebla de Alfindén (La)	2,0	2,0	0,0	11143,0	11143,0	0,0	74,0	2,0	0,0	0,0	0,0	COMPLETA
2010	50220	Puendeluna												SIN INFORMACIÓN
2010	50221	Purujosa												SIN INFORMACIÓN
2010	50222	Quinto	7,0	6,0	1,0	1990,0	1929,0	61,0	7,0	6,0	0,0	1,0	1,0	COMPLETA
2010	50223	Remolinos	9,0	7,0	2,0	4513,0	3976,0	537,0	20,0	1,0	0,0	4,0	1,0	COMPLETA
2010	50224	Retascón												SIN INFORMACIÓN
2010	50225	Ricla	3,0		3,0	1691,0		1691,0						INCOMPLETA
2010	50227	Romanos	1,0	1,0	0,0	99,0	99,0	0,0	1,0	1,0	0,0	0,0	0,0	COMPLETA
2010	50228	Rueda de Jalón												SIN INFORMACIÓN
2010	50229	Ruesca												SIN INFORMACIÓN
2010	50230	Sádaba	2,0	2,0	0,0	188,0	188,0	0,0	2,0	3,0	0,0	0,0	0,0	COMPLETA
2010	50231	Salillas de Jalón												SIN INFORMACIÓN
2010	50232	Salvatierra de Esca	1,0	1,0	0,0	308,0	308,0	0,0	1,0	0,0	0,0	0,0	0,0	COMPLETA
2010	50233	Samper del Salz												SIN INFORMACIÓN
2010	50234	San Martín de la Virgen de Moncayo	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	1,0	COMPLETA
2010	50235	San Mateo de Gállego	35,0	18,0	17,0	3597,0	2720,0	877,0	18,0	4,0	0,0	0,0	0,0	COMPLETA
2010	50236	Santa Cruz de Grío												SIN INFORMACIÓN
2010	50237	Santa Cruz de Moncayo	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2010	50238	Santa Eulalia de Gállego												SIN INFORMACIÓN
2010	50239	Santed												SIN INFORMACIÓN
2010	50240	Sástago	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	3,0	3,0	COMPLETA
2010	50241	Saviñán	1,0		1,0	3000,0		3000,0		1,0	1,0			INCOMPLETA
2010	50242	Sediles												SIN INFORMACIÓN
2010	50243	Sestrica												SIN INFORMACIÓN
2010	50244	Sierra de Luna												SIN INFORMACIÓN
2010	50245	Sigüés	2,0	2,0	0,0	578,0	578,0	0,0	3,0	2,0	0,0	0,0	0,0	COMPLETA
2010	50246	Sisamón												SIN INFORMACIÓN
2010	50247	Sobradiel	1,0	1,0	0,0	157,0	157,0	0,0	1,0	1,0	0,0	2,0	1,0	COMPLETA
2010	50248	Sos del Rey Católico	3,0	1,0	2,0	2306,0	290,0	2016,0	0,0	0,0	0,0	0,0	0,0	COMPLETA
2010	50249	Tabuenca	1,0		1,0	70,0		70,0		1,0				INCOMPLETA
2010	50250	Talamantes												SIN INFORMACIÓN
2010	50251	Tarazona	1,0	1,0	0,0	1870,0	1870,0	0,0	16,0	11,0	5,0	1,0	5,0	COMPLETA
2010	50252	Tauste	9,0	4,0	5,0	2428,0	1334,0	1094,0	4,0	4,0	0,0	7,0	6,0	COMPLETA
2010	50253	Terrer												SIN INFORMACIÓN
2010	50254	Tierga	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2010	50255	Tobed												SIN INFORMACIÓN
2010	50256	Torralba de los Frailes												SIN INFORMACIÓN
2010	50257	Torralba de Ribota												SIN INFORMACIÓN
2010	50258	Torralbilla												SIN INFORMACIÓN
2010	50259	Torrehermosa												SIN INFORMACIÓN
2010	50260	Torrelapaja												SIN INFORMACIÓN
2010	50261	Torrellas												SIN INFORMACIÓN
2010	50262	Torres de Berrellén	9,0	7,0	2,0	3083,0	995,0	2088,0	7,0	1,0	0,0	1,0	0,0	COMPLETA
2010	50263	Torrijo de la Cañada	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2010	50264	Tosos	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	COMPLETA
2010	50265	Trasmoz												SIN INFORMACIÓN
2010	50266	Trasobares												SIN INFORMACIÓN
2010	50267	Uncastillo	2,0	2,0	0,0	485,0	485,0	0,0	2,0	1,0	0,0	0,0	0,0	COMPLETA
2010	50268	Undués de Lerda												SIN INFORMACIÓN
2010	50269	Urrea de Jalón												SIN INFORMACIÓN
2010	50270	Urriés												SIN INFORMACIÓN
2010	50271	Used												SIN INFORMACIÓN
2010	50272	Utebo	1,0	1,0	0,0	170,0	170,0	0,0	1,0	4,0	1,0	0,0	2,0	COMPLETA
2010	50273	Valdehorna												SIN INFORMACIÓN
2010	50274	Val de San Martín												SIN INFORMACIÓN
2010	50275	Valmadrid	1,0	1,0	0,0	1027,0	1027,0	0,0	0,0	0,0	0,0	0,0	0,0	COMPLETA
2010	50276	Valpalmas	1,0	1,0	0,0	157,0	157,0	0,0	1,0	0,0	0,0	0,0	0,0	COMPLETA
2010	50277	Valtorres												SIN INFORMACIÓN
2010	50278	Velilla de Ebro	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	3,0	3,0	COMPLETA
2010	50279	Velilla de Jiloca												SIN INFORMACIÓN
2010	50280	Vera de Moncayo	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	COMPLETA
2010	50281	Vierlas												SIN INFORMACIÓN
2010	50282	Vilueña (La)												SIN INFORMACIÓN
2010	50283	Villadoz												SIN INFORMACIÓN
2010	50284	Villafeliche												SIN INFORMACIÓN
2010	50285	Villafranca de Ebro	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2010	50286	Villalba de Perejil												SIN INFORMACIÓN
2010	50287	Villalengua	2,0	0,0	2,0	224,0	0,0	224,0	0,0	0,0	0,0	0,0	0,0	COMPLETA
2010	50288	Villanueva de Gállego	3,0	1,0	2,0	2779,0	446,0	2333,0	1,0	0,0	0,0	6,0	0,0	COMPLETA
2010	50289	Villanueva de Jiloca												SIN INFORMACIÓN
2010	50290	Villanueva de Huerva	6,0	6,0	0,0	554,0	554,0	0,0	6,0	0,0	0,0	1,0	1,0	COMPLETA
2010	50291	Villar de los Navarros												SIN INFORMACIÓN
2010	50292	Villarreal de Huerva	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	COMPLETA
2010	50293	Villarroya de la Sierra												SIN INFORMACIÓN
2010	50294	Villarroya del Campo												SIN INFORMACIÓN
2010	50295	Vistabella												SIN INFORMACIÓN
2010	50296	Zaida (La)												SIN INFORMACIÓN
2010	50297	Zaragoza	203,0	140,0	63,0	612064,0	331611,0	280453,0	1889,0	608,0	20,0	86,0	56,0	COMPLETA
2010	50298	Zuera	8,0	7,0	1,0	2447,0	2283,0	164,0	7,0	0,0	0,0	1,0	0,0	COMPLETA
2010	50901	Biel												SIN INFORMACIÓN
2010	50902	Marracos												SIN INFORMACIÓN
2010	50903	Villamayor de Gállego	4,0	2,0	2,0	9600,0	7760,0	1840,0	46,0	6,0	0,0	0,0	0,0	COMPLETA
2009	22001	Abiego												SIN INFORMACIÓN
2009	22002	Abizanda	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2009	22003	Adahuesca	1,0	1,0	0,0	356,0	356,0	0,0	3,0	0,0	0,0	0,0	0,0	COMPLETA
2009	22004	Agüero	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2009	22006	Aísa	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2009	22007	Albalate de Cinca	3,0	1,0	2,0	643,0	393,0	250,0	1,0	0,0	0,0	0,0	0,0	COMPLETA
2009	22008	Albalatillo												SIN INFORMACIÓN
2009	22009	Albelda	2,0	0,0	2,0	1750,0	0,0	1750,0	0,0	0,0	0,0	0,0	0,0	COMPLETA
2009	22011	Albero Alto												SIN INFORMACIÓN
2009	22012	Albero Bajo												SIN INFORMACIÓN
2009	22013	Alberuela de Tubo	3,0	0,0	3,0	2644,0	0,0	2644,0	0,0	0,0	0,0	0,0	0,0	COMPLETA
2009	22014	Alcalá de Gurrea	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	9,0	0,0	6,0	COMPLETA
2009	22015	Alcalá del Obispo	1,0	0,0	1,0	246,0	0,0	246,0	0,0	0,0	0,0	0,0	0,0	COMPLETA
2009	22016	Alcampell	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	COMPLETA
2009	22017	Alcolea de Cinca	4,0	1,0	3,0	2931,0	329,0	2602,0	1,0	2,0	2,0	0,0	0,0	COMPLETA
2009	22018	Alcubierre												SIN INFORMACIÓN
2009	22019	Alerre												SIN INFORMACIÓN
2009	22020	Alfántega												SIN INFORMACIÓN
2009	22021	Almudévar	8,0	4,0	4,0	1509,0	1188,0	321,0	4,0	2,0	0,0	1,0	0,0	COMPLETA
2009	22022	Almunia de San Juan	2,0	2,0		692,0	692,0		2,0					INCOMPLETA
2009	22023	Almuniente	2,0	0,0	2,0	1764,0	0,0	1764,0	0,0	0,0	0,0	0,0	0,0	COMPLETA
2009	22024	Alquézar												SIN INFORMACIÓN
2009	22025	Altorricón	4,0	3,0	1,0	1896,0	1829,0	67,0	2,0	2,0	0,0	0,0	0,0	COMPLETA
2009	22027	Angüés	1,0	1,0	0,0	265,0	265,0	0,0	1,0	1,0	0,0	0,0	0,0	COMPLETA
2009	22028	Ansó	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,0	3,0	0,0	0,0	COMPLETA
2009	22029	Antillón												SIN INFORMACIÓN
2009	22032	Aragüés del Puerto												SIN INFORMACIÓN
2009	22035	Arén	1,0	1,0	0,0	271,0	271,0	0,0	1,0	0,0	0,0	0,0	0,0	COMPLETA
2009	22036	Argavieso												SIN INFORMACIÓN
2009	22037	Arguis												SIN INFORMACIÓN
2009	22039	Ayerbe	1,0	0,0	1,0	919,0	0,0	919,0	0,0	1,0	0,0	1,0	1,0	COMPLETA
2009	22040	Azanuy-Alins												SIN INFORMACIÓN
2009	22041	Azara												SIN INFORMACIÓN
2009	22042	Azlor	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	COMPLETA
2009	22043	Baells												SIN INFORMACIÓN
2009	22044	Bailo	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2009	22045	Baldellou												SIN INFORMACIÓN
2009	22046	Ballobar												SIN INFORMACIÓN
2009	22047	Banastás												SIN INFORMACIÓN
2009	22048	Barbastro	26,0	15,0	11,0	9310,0	4189,0	5121,0	25,0	6,0	10,0	0,0	5,0	COMPLETA
2009	22049	Barbués	2,0	0,0	2,0	1411,0	0,0	1411,0	0,0	0,0	0,0	0,0	0,0	COMPLETA
2009	22050	Barbuñales	1,0	1,0		214,0	214,0		1,0					INCOMPLETA
2009	22051	Bárcabo	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2009	22052	Belver de Cinca	4,0	3,0	1,0	1063,0	919,0	144,0	3,0	0,0	0,0	0,0	0,0	COMPLETA
2009	22053	Benabarre	3,0	0,0	3,0	2928,0	0,0	2928,0	0,0	11,0	0,0	0,0	0,0	COMPLETA
2009	22054	Benasque	11,0	11,0	0,0	24622,0	24622,0	0,0	184,0	1,0	2,0	2,0	3,0	COMPLETA
2009	22055	Berbegal	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2009	22057	Bielsa	3,0	0,0	3,0	540,0	0,0	540,0	0,0	1,0	0,0	1,0	1,0	COMPLETA
2009	22058	Bierge	1,0	1,0	0,0	136,0	136,0	0,0	1,0	0,0	0,0	0,0	0,0	COMPLETA
2009	22059	Biescas	6,0	1,0	5,0	796,0	222,0	574,0	1,0	6,0	3,0	0,0	1,0	COMPLETA
2009	22060	Binaced	8,0	3,0	5,0	8034,0	3114,0	4920,0	18,0	2,0	0,0	0,0	0,0	COMPLETA
2009	22061	Binéfar	29,0	9,0	20,0	19785,0	8264,0	11521,0	40,0	13,0	0,0	2,0	2,0	COMPLETA
2009	22062	Bisaurri												SIN INFORMACIÓN
2009	22063	Biscarrués	3,0	0,0	3,0	2482,0	0,0	2482,0	0,0	2,0	1,0	0,0	0,0	COMPLETA
2009	22064	Blecua y Torres	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2009	22066	Boltaña	4,0	4,0	0,0	6030,0	6030,0	0,0	34,0	6,0	0,0	0,0	0,0	COMPLETA
2009	22067	Bonansa	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	COMPLETA
2009	22068	Borau												SIN INFORMACIÓN
2009	22069	Broto												SIN INFORMACIÓN
2009	22072	Caldearenas	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,0	1,0	1,0	0,0	COMPLETA
2009	22074	Campo												SIN INFORMACIÓN
2009	22075	Camporrells	1,0	0,0	1,0	1952,0	0,0	1952,0	0,0	0,0	0,0	0,0	0,0	COMPLETA
2009	22076	Canal de Berdún	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	COMPLETA
2009	22077	Candasnos	1,0	0,0	1,0	1980,0	0,0	1980,0	0,0	2,0	0,0	2,0	1,0	COMPLETA
2009	22078	Canfranc	1,0	0,0	1,0	2665,0	0,0	2665,0	0,0	0,0	0,0	0,0	0,0	COMPLETA
2009	22079	Capdesaso												SIN INFORMACIÓN
2009	22080	Capella	1,0	1,0	0,0	370,0	370,0	0,0	1,0	0,0	0,0	0,0	0,0	COMPLETA
2009	22081	Casbas de Huesca	1,0	0,0	1,0	290,0	0,0	290,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2009	22082	Castejón del Puente												SIN INFORMACIÓN
2009	22083	Castejón de Monegros	1,0	1,0	0,0	75,0	75,0	0,0	1,0	0,0	0,0	0,0	0,0	COMPLETA
2009	22084	Castejón de Sos	7,0	7,0	0,0	1568,0	1568,0	0,0	8,0	5,0	2,0	3,0	1,0	COMPLETA
2009	22085	Castelflorite												SIN INFORMACIÓN
2009	22086	Castiello de Jaca												SIN INFORMACIÓN
2009	22087	Castigaleu												SIN INFORMACIÓN
2009	22088	Castillazuelo	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2009	22089	Castillonroy												SIN INFORMACIÓN
2009	22090	Colungo												SIN INFORMACIÓN
2009	22094	Chalamera												SIN INFORMACIÓN
2009	22095	Chía	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	COMPLETA
2009	22096	Chimillas												SIN INFORMACIÓN
2009	22099	Esplús	3,0	2,0	1,0	1627,0	475,0	1152,0	2,0	0,0	0,0	0,0	0,0	COMPLETA
2009	22102	Estada	3,0	1,0	2,0	840,0	360,0	480,0	1,0	0,0	0,0	0,0	0,0	COMPLETA
2009	22103	Estadilla	1,0	1,0	0,0	299,0	299,0	0,0	1,0	1,0	1,0	0,0	0,0	COMPLETA
2009	22105	Estopiñán del Castillo	1,0	0,0	1,0	60,0	0,0	60,0	0,0	6,0	1,0	0,0	0,0	COMPLETA
2009	22106	Fago	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2009	22107	Fanlo	1,0	1,0	0,0	326,0	326,0	0,0	4,0	2,0	1,0	0,0	0,0	COMPLETA
2009	22109	Fiscal	3,0	2,0	1,0	691,0	391,0	300,0	2,0	3,0	10,0		1,0	INCOMPLETA
2009	22110	Fonz	3,0	2,0	1,0	774,0	342,0	432,0	2,0	1,0	0,0	0,0	0,0	COMPLETA
2009	22111	Foradada del Toscar	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
2009	22112	Fraga	7,0	4,0	3,0	3338,0	1460,0	1878,0	5,0	7,0	7,0	0,0	2,0	COMPLETA
2009	22113	Fueva (La)								2,0				INCOMPLETA
2009	22114	Gistaín	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	COMPLETA
2009	22115	Grado (El)												SIN INFORMACIÓN
2009	22116	Grañén	7,0	0,0	7,0	10790,0	0,0	10790,0	0,0	0,0	0,0	0,0	0,0	COMPLETA
2009	22117	Graus	11,0	8,0	3,0	3023,0	2292,0	731,0	8,0	29,0	2,0	1,0	0,0	COMPLETA
2009	22119	Gurrea de Gállego	1,0	0,0	1,0	480,0	0,0	480,0	0,0	4,0	0,0	0,0	0,0	COMPLETA
2009	22122	Hoz de Jaca	2,0	1,0	1,0	139,0	113,0	26,0	1,0	0,0	0,0	0,0	0,0	COMPLETA
2009	22124	Huerto												SIN INFORMACIÓN
2009	22125	Huesca	10,0	6,0	4,0	32271,0	27242,0	5029,0	176,0	12,0	1,0	2,0	8,0	COMPLETA
2009	22126	Ibieca												SIN INFORMACIÓN
2009	22127	Igriés												SIN INFORMACIÓN
2009	22128	Ilche												SIN INFORMACIÓN
2009	22129	Isábena	1,0	0,0	1,0	122,0	0,0	122,0	0,0	2,0	3,0	0,0	0,0	COMPLETA
2009	22130	Jaca	19,0	16,0	3,0	15536,0	7972,0	7564,0	45,0	17,0	13,0	0,0	0,0	COMPLETA
2009	22131	Jasa	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	COMPLETA
2009	22133	Labuerda	1,0	0,0	1,0	360,0	0,0	360,0	0,0	1,0	0,0	0,0	0,0	COMPLETA
