Año	Residencia área código	Residencia continente nombre	Residencia país código	Residencia país nombre	Residencia área nombre	Inscripción provincia código	Inscripción provincia nombre	Inscripción municipio código	Inscripción municipio nombre	Inscripcion municipio estrato	Sexo	Personas
2009	01	Europa	122	Polonia	UE-27_2007	50	Zaragoza	50297	Zaragoza	7	Mujer	4,0
2009	01	Europa	123	Portugal	UE-27_2007	22	Huesca	22112	Fraga	6	Hombre	2,0
2009	01	Europa	123	Portugal	UE-27_2007	22	Huesca	22112	Fraga	6	Mujer	1,0
2009	01	Europa	123	Portugal	UE-27_2007	22	Huesca	22125	Huesca	7	Hombre	1,0
2009	01	Europa	123	Portugal	UE-27_2007	44	Teruel	44013	Alcañiz	6	Hombre	1,0
2009	01	Europa	123	Portugal	UE-27_2007	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	4,0
2009	01	Europa	123	Portugal	UE-27_2007	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	1,0
2009	01	Europa	123	Portugal	UE-27_2007	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	1,0
2009	01	Europa	123	Portugal	UE-27_2007	50	Zaragoza	50272	Utebo	6	Hombre	1,0
2009	01	Europa	123	Portugal	UE-27_2007	50	Zaragoza	50272	Utebo	6	Mujer	1,0
2009	01	Europa	123	Portugal	UE-27_2007	50	Zaragoza	50297	Zaragoza	7	Hombre	51,0
2009	01	Europa	123	Portugal	UE-27_2007	50	Zaragoza	50297	Zaragoza	7	Mujer	53,0
2009	01	Europa	125	Reino Unido	UE-27	22	Huesca	22048	Barbastro	6	Hombre	3,0
2009	01	Europa	125	Reino Unido	UE-27	22	Huesca	22048	Barbastro	6	Mujer	6,0
2009	01	Europa	125	Reino Unido	UE-27	22	Huesca	22112	Fraga	6	Mujer	5,0
2009	01	Europa	125	Reino Unido	UE-27	22	Huesca	22125	Huesca	7	Hombre	30,0
2009	01	Europa	125	Reino Unido	UE-27	22	Huesca	22125	Huesca	7	Mujer	35,0
2009	01	Europa	125	Reino Unido	UE-27	22	Huesca	22130	Jaca	6	Hombre	4,0
2009	01	Europa	125	Reino Unido	UE-27	22	Huesca	22130	Jaca	6	Mujer	8,0
2009	01	Europa	125	Reino Unido	UE-27	22	Huesca	22158	Monzón	6	Mujer	3,0
2009	01	Europa	125	Reino Unido	UE-27	44	Teruel	44013	Alcañiz	6	Hombre	2,0
2009	01	Europa	125	Reino Unido	UE-27	44	Teruel	44013	Alcañiz	6	Mujer	5,0
2009	01	Europa	125	Reino Unido	UE-27	44	Teruel	44216	Teruel	7	Hombre	25,0
2009	01	Europa	125	Reino Unido	UE-27	44	Teruel	44216	Teruel	7	Mujer	15,0
2009	01	Europa	125	Reino Unido	UE-27	50	Zaragoza	50067	Calatayud	6	Hombre	3,0
2009	01	Europa	125	Reino Unido	UE-27	50	Zaragoza	50067	Calatayud	6	Mujer	9,0
2009	01	Europa	125	Reino Unido	UE-27	50	Zaragoza	50089	Cuarte de Huerva	6	Hombre	1,0
2009	01	Europa	125	Reino Unido	UE-27	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	1,0
2009	01	Europa	125	Reino Unido	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	5,0
2009	01	Europa	125	Reino Unido	UE-27	50	Zaragoza	50251	Tarazona	6	Hombre	2,0
2009	01	Europa	125	Reino Unido	UE-27	50	Zaragoza	50272	Utebo	6	Hombre	3,0
2009	01	Europa	125	Reino Unido	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	307,0
2009	01	Europa	125	Reino Unido	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	356,0
2009	01	Europa	126	Alemania	UE-27_2007	22	Huesca	22048	Barbastro	6	Hombre	2,0
2009	01	Europa	126	Alemania	UE-27_2007	22	Huesca	22048	Barbastro	6	Mujer	2,0
2009	01	Europa	126	Alemania	UE-27_2007	22	Huesca	22112	Fraga	6	Hombre	4,0
2009	01	Europa	126	Alemania	UE-27_2007	22	Huesca	22112	Fraga	6	Mujer	3,0
2009	01	Europa	126	Alemania	UE-27_2007	22	Huesca	22125	Huesca	7	Hombre	19,0
2009	01	Europa	126	Alemania	UE-27_2007	22	Huesca	22125	Huesca	7	Mujer	24,0
2009	01	Europa	126	Alemania	UE-27_2007	22	Huesca	22130	Jaca	6	Hombre	8,0
2009	01	Europa	126	Alemania	UE-27_2007	22	Huesca	22130	Jaca	6	Mujer	7,0
2009	01	Europa	126	Alemania	UE-27_2007	22	Huesca	22158	Monzón	6	Hombre	12,0
2009	01	Europa	126	Alemania	UE-27_2007	22	Huesca	22158	Monzón	6	Mujer	12,0
2009	01	Europa	126	Alemania	UE-27_2007	44	Teruel	44013	Alcañiz	6	Hombre	7,0
2009	01	Europa	126	Alemania	UE-27_2007	44	Teruel	44216	Teruel	7	Hombre	11,0
2009	01	Europa	126	Alemania	UE-27_2007	44	Teruel	44216	Teruel	7	Mujer	18,0
2009	01	Europa	126	Alemania	UE-27_2007	50	Zaragoza	50067	Calatayud	6	Hombre	11,0
2009	01	Europa	126	Alemania	UE-27_2007	50	Zaragoza	50067	Calatayud	6	Mujer	7,0
2009	01	Europa	126	Alemania	UE-27_2007	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	7,0
2009	01	Europa	126	Alemania	UE-27_2007	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	10,0
2009	01	Europa	126	Alemania	UE-27_2007	50	Zaragoza	50251	Tarazona	6	Hombre	8,0
2009	01	Europa	126	Alemania	UE-27_2007	50	Zaragoza	50251	Tarazona	6	Mujer	12,0
2009	01	Europa	126	Alemania	UE-27_2007	50	Zaragoza	50272	Utebo	6	Hombre	1,0
2009	01	Europa	126	Alemania	UE-27_2007	50	Zaragoza	50272	Utebo	6	Mujer	7,0
2009	01	Europa	126	Alemania	UE-27_2007	50	Zaragoza	50297	Zaragoza	7	Hombre	552,0
2009	01	Europa	126	Alemania	UE-27_2007	50	Zaragoza	50297	Zaragoza	7	Mujer	612,0
2009	01	Europa	128	Rumanía	UE-27_2007	22	Huesca	22125	Huesca	7	Mujer	1,0
2009	01	Europa	128	Rumanía	UE-27_2007	22	Huesca	22158	Monzón	6	Hombre	1,0
2009	01	Europa	128	Rumanía	UE-27_2007	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	2,0
2009	01	Europa	128	Rumanía	UE-27_2007	50	Zaragoza	50297	Zaragoza	7	Hombre	4,0
2009	01	Europa	128	Rumanía	UE-27_2007	50	Zaragoza	50297	Zaragoza	7	Mujer	1,0
2009	01	Europa	131	Suecia	UE-27_2007	22	Huesca	22048	Barbastro	6	Hombre	1,0
2009	01	Europa	131	Suecia	UE-27_2007	22	Huesca	22048	Barbastro	6	Mujer	1,0
2009	01	Europa	131	Suecia	UE-27_2007	22	Huesca	22112	Fraga	6	Hombre	1,0
2009	01	Europa	131	Suecia	UE-27_2007	22	Huesca	22125	Huesca	7	Hombre	1,0
2009	01	Europa	131	Suecia	UE-27_2007	22	Huesca	22125	Huesca	7	Mujer	2,0
2009	01	Europa	131	Suecia	UE-27_2007	22	Huesca	22130	Jaca	6	Mujer	1,0
2009	01	Europa	131	Suecia	UE-27_2007	44	Teruel	44013	Alcañiz	6	Hombre	1,0
2009	01	Europa	131	Suecia	UE-27_2007	44	Teruel	44216	Teruel	7	Hombre	2,0
2009	01	Europa	131	Suecia	UE-27_2007	44	Teruel	44216	Teruel	7	Mujer	1,0
2009	01	Europa	131	Suecia	UE-27_2007	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	1,0
2009	01	Europa	131	Suecia	UE-27_2007	50	Zaragoza	50251	Tarazona	6	Mujer	1,0
2009	01	Europa	131	Suecia	UE-27_2007	50	Zaragoza	50272	Utebo	6	Mujer	1,0
2009	01	Europa	131	Suecia	UE-27_2007	50	Zaragoza	50297	Zaragoza	7	Hombre	23,0
2009	01	Europa	131	Suecia	UE-27_2007	50	Zaragoza	50297	Zaragoza	7	Mujer	25,0
2009	01	Europa	141	Estonia	UE-27_2007	50	Zaragoza	50297	Zaragoza	7	Mujer	1,0
2009	01	Europa	142	Lituania	UE-27_2007	22	Huesca	22125	Huesca	7	Hombre	1,0
2009	01	Europa	142	Lituania	UE-27_2007	50	Zaragoza	50297	Zaragoza	7	Hombre	2,0
2009	01	Europa	143	República Checa	UE-27_2007	44	Teruel	44216	Teruel	7	Mujer	1,0
2009	01	Europa	143	República Checa	UE-27_2007	50	Zaragoza	50067	Calatayud	6	Hombre	1,0
2009	01	Europa	143	República Checa	UE-27_2007	50	Zaragoza	50297	Zaragoza	7	Hombre	6,0
2009	01	Europa	143	República Checa	UE-27_2007	50	Zaragoza	50297	Zaragoza	7	Mujer	2,0
2009	01	Europa	144	Eslovaquia	UE-27_2007	50	Zaragoza	50297	Zaragoza	7	Hombre	2,0
2009	01	Europa	144	Eslovaquia	UE-27_2007	50	Zaragoza	50297	Zaragoza	7	Mujer	1,0
2009	02	Europa	120	Noruega	Resto de Europa	22	Huesca	22125	Huesca	7	Mujer	1,0
2009	02	Europa	120	Noruega	Resto de Europa	44	Teruel	44216	Teruel	7	Hombre	2,0
2009	02	Europa	120	Noruega	Resto de Europa	44	Teruel	44216	Teruel	7	Mujer	1,0
2009	02	Europa	120	Noruega	Resto de Europa	50	Zaragoza	50297	Zaragoza	7	Hombre	5,0
2009	02	Europa	120	Noruega	Resto de Europa	50	Zaragoza	50297	Zaragoza	7	Mujer	11,0
2009	02	Europa	124	Andorra	Resto de Europa	22	Huesca	22048	Barbastro	6	Hombre	12,0
2009	02	Europa	124	Andorra	Resto de Europa	22	Huesca	22048	Barbastro	6	Mujer	10,0
2009	02	Europa	124	Andorra	Resto de Europa	22	Huesca	22112	Fraga	6	Hombre	15,0
2009	02	Europa	124	Andorra	Resto de Europa	22	Huesca	22112	Fraga	6	Mujer	13,0
2009	02	Europa	124	Andorra	Resto de Europa	22	Huesca	22125	Huesca	7	Hombre	12,0
2009	02	Europa	124	Andorra	Resto de Europa	22	Huesca	22125	Huesca	7	Mujer	12,0
2009	02	Europa	124	Andorra	Resto de Europa	22	Huesca	22130	Jaca	6	Hombre	4,0
2009	02	Europa	124	Andorra	Resto de Europa	22	Huesca	22130	Jaca	6	Mujer	5,0
2009	02	Europa	124	Andorra	Resto de Europa	22	Huesca	22158	Monzón	6	Hombre	9,0
2009	02	Europa	124	Andorra	Resto de Europa	22	Huesca	22158	Monzón	6	Mujer	9,0
2009	02	Europa	124	Andorra	Resto de Europa	44	Teruel	44013	Alcañiz	6	Hombre	6,0
2009	02	Europa	124	Andorra	Resto de Europa	44	Teruel	44013	Alcañiz	6	Mujer	5,0
2009	02	Europa	124	Andorra	Resto de Europa	44	Teruel	44216	Teruel	7	Hombre	6,0
2009	02	Europa	124	Andorra	Resto de Europa	44	Teruel	44216	Teruel	7	Mujer	6,0
2009	02	Europa	124	Andorra	Resto de Europa	50	Zaragoza	50067	Calatayud	6	Hombre	5,0
2009	02	Europa	124	Andorra	Resto de Europa	50	Zaragoza	50067	Calatayud	6	Mujer	6,0
2009	02	Europa	124	Andorra	Resto de Europa	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	1,0
2009	02	Europa	124	Andorra	Resto de Europa	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	1,0
2009	02	Europa	124	Andorra	Resto de Europa	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	1,0
2009	02	Europa	124	Andorra	Resto de Europa	50	Zaragoza	50251	Tarazona	6	Hombre	3,0
2009	02	Europa	124	Andorra	Resto de Europa	50	Zaragoza	50251	Tarazona	6	Mujer	3,0
2009	02	Europa	124	Andorra	Resto de Europa	50	Zaragoza	50272	Utebo	6	Hombre	2,0
2009	02	Europa	124	Andorra	Resto de Europa	50	Zaragoza	50297	Zaragoza	7	Hombre	121,0
2009	02	Europa	124	Andorra	Resto de Europa	50	Zaragoza	50297	Zaragoza	7	Mujer	110,0
2009	02	Europa	132	Suiza	Resto de Europa	22	Huesca	22048	Barbastro	6	Hombre	4,0
2009	02	Europa	132	Suiza	Resto de Europa	22	Huesca	22048	Barbastro	6	Mujer	1,0
2009	02	Europa	132	Suiza	Resto de Europa	22	Huesca	22112	Fraga	6	Hombre	1,0
2009	02	Europa	132	Suiza	Resto de Europa	22	Huesca	22112	Fraga	6	Mujer	1,0
2009	02	Europa	132	Suiza	Resto de Europa	22	Huesca	22125	Huesca	7	Hombre	8,0
2009	02	Europa	132	Suiza	Resto de Europa	22	Huesca	22125	Huesca	7	Mujer	10,0
2009	02	Europa	132	Suiza	Resto de Europa	22	Huesca	22130	Jaca	6	Hombre	1,0
2009	02	Europa	132	Suiza	Resto de Europa	22	Huesca	22130	Jaca	6	Mujer	3,0
2009	02	Europa	132	Suiza	Resto de Europa	22	Huesca	22158	Monzón	6	Hombre	4,0
2009	02	Europa	132	Suiza	Resto de Europa	22	Huesca	22158	Monzón	6	Mujer	4,0
2009	02	Europa	132	Suiza	Resto de Europa	44	Teruel	44013	Alcañiz	6	Hombre	1,0
2009	02	Europa	132	Suiza	Resto de Europa	44	Teruel	44013	Alcañiz	6	Mujer	5,0
2009	02	Europa	132	Suiza	Resto de Europa	44	Teruel	44216	Teruel	7	Hombre	7,0
2009	02	Europa	132	Suiza	Resto de Europa	44	Teruel	44216	Teruel	7	Mujer	13,0
2009	02	Europa	132	Suiza	Resto de Europa	50	Zaragoza	50067	Calatayud	6	Hombre	7,0
