Año	Residencia área código	Residencia continente nombre	Residencia país código	Residencia país nombre	Residencia área nombre	Inscripción provincia código	Inscripción provincia nombre	Inscripción municipio código	Inscripción municipio nombre	Inscripcion municipio estrato	Sexo	Personas
2010	05	América	302	Estados Unidos de América	América del Norte	22	Huesca	22125	Huesca	7	Mujer	28,0
2010	05	América	302	Estados Unidos de América	América del Norte	22	Huesca	22130	Jaca	6	Hombre	6,0
2010	05	América	302	Estados Unidos de América	América del Norte	22	Huesca	22130	Jaca	6	Mujer	12,0
2010	05	América	302	Estados Unidos de América	América del Norte	22	Huesca	22158	Monzón	6	Hombre	3,0
2010	05	América	302	Estados Unidos de América	América del Norte	22	Huesca	22158	Monzón	6	Mujer	10,0
2010	05	América	302	Estados Unidos de América	América del Norte	44	Teruel	44013	Alcañiz	6	Hombre	5,0
2010	05	América	302	Estados Unidos de América	América del Norte	44	Teruel	44013	Alcañiz	6	Mujer	4,0
2010	05	América	302	Estados Unidos de América	América del Norte	44	Teruel	44216	Teruel	7	Hombre	10,0
2010	05	América	302	Estados Unidos de América	América del Norte	44	Teruel	44216	Teruel	7	Mujer	13,0
2010	05	América	302	Estados Unidos de América	América del Norte	50	Zaragoza	50067	Calatayud	6	Hombre	3,0
2010	05	América	302	Estados Unidos de América	América del Norte	50	Zaragoza	50067	Calatayud	6	Mujer	12,0
2010	05	América	302	Estados Unidos de América	América del Norte	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	3,0
2010	05	América	302	Estados Unidos de América	América del Norte	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	5,0
2010	05	América	302	Estados Unidos de América	América del Norte	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	6,0
2010	05	América	302	Estados Unidos de América	América del Norte	50	Zaragoza	50251	Tarazona	6	Hombre	1,0
2010	05	América	302	Estados Unidos de América	América del Norte	50	Zaragoza	50251	Tarazona	6	Mujer	8,0
2010	05	América	302	Estados Unidos de América	América del Norte	50	Zaragoza	50272	Utebo	6	Hombre	2,0
2010	05	América	302	Estados Unidos de América	América del Norte	50	Zaragoza	50272	Utebo	6	Mujer	7,0
2010	05	América	302	Estados Unidos de América	América del Norte	50	Zaragoza	50297	Zaragoza	7	Hombre	462,0
2010	05	América	302	Estados Unidos de América	América del Norte	50	Zaragoza	50297	Zaragoza	7	Mujer	720,0
2010	06	América	303	México	Resto de América	22	Huesca	22048	Barbastro	6	Hombre	8,0
2010	06	América	303	México	Resto de América	22	Huesca	22048	Barbastro	6	Mujer	8,0
2010	06	América	303	México	Resto de América	22	Huesca	22112	Fraga	6	Hombre	1,0
2010	06	América	303	México	Resto de América	22	Huesca	22112	Fraga	6	Mujer	2,0
2010	06	América	303	México	Resto de América	22	Huesca	22125	Huesca	7	Hombre	32,0
2010	06	América	303	México	Resto de América	22	Huesca	22125	Huesca	7	Mujer	36,0
2010	06	América	303	México	Resto de América	22	Huesca	22130	Jaca	6	Hombre	1,0
2010	06	América	303	México	Resto de América	22	Huesca	22130	Jaca	6	Mujer	9,0
2010	06	América	303	México	Resto de América	22	Huesca	22158	Monzón	6	Hombre	12,0
2010	06	América	303	México	Resto de América	22	Huesca	22158	Monzón	6	Mujer	18,0
2010	06	América	303	México	Resto de América	44	Teruel	44013	Alcañiz	6	Hombre	7,0
2010	06	América	303	México	Resto de América	44	Teruel	44013	Alcañiz	6	Mujer	8,0
2010	06	América	303	México	Resto de América	44	Teruel	44216	Teruel	7	Hombre	24,0
2010	06	América	303	México	Resto de América	44	Teruel	44216	Teruel	7	Mujer	16,0
2010	06	América	303	México	Resto de América	50	Zaragoza	50067	Calatayud	6	Hombre	7,0
2010	06	América	303	México	Resto de América	50	Zaragoza	50067	Calatayud	6	Mujer	3,0
2010	06	América	303	México	Resto de América	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	2,0
2010	06	América	303	México	Resto de América	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	13,0
2010	06	América	303	México	Resto de América	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	9,0
2010	06	América	303	México	Resto de América	50	Zaragoza	50251	Tarazona	6	Hombre	1,0
2010	06	América	303	México	Resto de América	50	Zaragoza	50251	Tarazona	6	Mujer	1,0
2010	06	América	303	México	Resto de América	50	Zaragoza	50272	Utebo	6	Hombre	1,0
2010	06	América	303	México	Resto de América	50	Zaragoza	50272	Utebo	6	Mujer	1,0
2010	06	América	303	México	Resto de América	50	Zaragoza	50297	Zaragoza	7	Hombre	333,0
2010	06	América	303	México	Resto de América	50	Zaragoza	50297	Zaragoza	7	Mujer	312,0
2010	06	América	314	Costa Rica	Resto de América	22	Huesca	22125	Huesca	7	Hombre	3,0
2010	06	América	314	Costa Rica	Resto de América	22	Huesca	22125	Huesca	7	Mujer	6,0
2010	06	América	314	Costa Rica	Resto de América	22	Huesca	22158	Monzón	6	Hombre	1,0
2010	06	América	314	Costa Rica	Resto de América	50	Zaragoza	50297	Zaragoza	7	Hombre	26,0
2010	06	América	314	Costa Rica	Resto de América	50	Zaragoza	50297	Zaragoza	7	Mujer	22,0
2010	06	América	315	Cuba	Resto de América	22	Huesca	22048	Barbastro	6	Hombre	2,0
2010	06	América	315	Cuba	Resto de América	22	Huesca	22048	Barbastro	6	Mujer	2,0
2010	06	América	315	Cuba	Resto de América	22	Huesca	22125	Huesca	7	Hombre	5,0
2010	06	América	315	Cuba	Resto de América	22	Huesca	22125	Huesca	7	Mujer	3,0
2010	06	América	315	Cuba	Resto de América	44	Teruel	44013	Alcañiz	6	Mujer	1,0
2010	06	América	315	Cuba	Resto de América	44	Teruel	44216	Teruel	7	Hombre	4,0
2010	06	América	315	Cuba	Resto de América	44	Teruel	44216	Teruel	7	Mujer	9,0
2010	06	América	315	Cuba	Resto de América	50	Zaragoza	50067	Calatayud	6	Hombre	1,0
2010	06	América	315	Cuba	Resto de América	50	Zaragoza	50067	Calatayud	6	Mujer	1,0
2010	06	América	315	Cuba	Resto de América	50	Zaragoza	50251	Tarazona	6	Mujer	4,0
2010	06	América	315	Cuba	Resto de América	50	Zaragoza	50297	Zaragoza	7	Hombre	16,0
2010	06	América	315	Cuba	Resto de América	50	Zaragoza	50297	Zaragoza	7	Mujer	31,0
2010	06	América	317	El Salvador	Resto de América	22	Huesca	22125	Huesca	7	Hombre	1,0
2010	06	América	317	El Salvador	Resto de América	50	Zaragoza	50297	Zaragoza	7	Hombre	2,0
2010	06	América	317	El Salvador	Resto de América	50	Zaragoza	50297	Zaragoza	7	Mujer	1,0
2010	06	América	319	Guatemala	Resto de América	22	Huesca	22125	Huesca	7	Mujer	1,0
2010	06	América	319	Guatemala	Resto de América	22	Huesca	22158	Monzón	6	Hombre	4,0
2010	06	América	319	Guatemala	Resto de América	22	Huesca	22158	Monzón	6	Mujer	3,0
2010	06	América	319	Guatemala	Resto de América	44	Teruel	44013	Alcañiz	6	Hombre	1,0
2010	06	América	319	Guatemala	Resto de América	44	Teruel	44216	Teruel	7	Hombre	2,0
2010	06	América	319	Guatemala	Resto de América	50	Zaragoza	50067	Calatayud	6	Hombre	1,0
2010	06	América	319	Guatemala	Resto de América	50	Zaragoza	50297	Zaragoza	7	Hombre	26,0
2010	06	América	319	Guatemala	Resto de América	50	Zaragoza	50297	Zaragoza	7	Mujer	20,0
2010	06	América	320	Haití	Resto de América	44	Teruel	44216	Teruel	7	Mujer	1,0
2010	06	América	321	Honduras	Resto de América	22	Huesca	22048	Barbastro	6	Hombre	5,0
2010	06	América	321	Honduras	Resto de América	22	Huesca	22048	Barbastro	6	Mujer	3,0
2010	06	América	321	Honduras	Resto de América	22	Huesca	22125	Huesca	7	Hombre	2,0
2010	06	América	321	Honduras	Resto de América	22	Huesca	22125	Huesca	7	Mujer	2,0
2010	06	América	321	Honduras	Resto de América	44	Teruel	44216	Teruel	7	Hombre	1,0
2010	06	América	321	Honduras	Resto de América	50	Zaragoza	50067	Calatayud	6	Mujer	1,0
2010	06	América	321	Honduras	Resto de América	50	Zaragoza	50251	Tarazona	6	Hombre	1,0
2010	06	América	321	Honduras	Resto de América	50	Zaragoza	50297	Zaragoza	7	Hombre	15,0
2010	06	América	321	Honduras	Resto de América	50	Zaragoza	50297	Zaragoza	7	Mujer	20,0
2010	06	América	322	Jamaica	Resto de América	50	Zaragoza	50251	Tarazona	6	Mujer	1,0
2010	06	América	323	Nicaragua	Resto de América	22	Huesca	22125	Huesca	7	Hombre	4,0
2010	06	América	323	Nicaragua	Resto de América	22	Huesca	22125	Huesca	7	Mujer	1,0
2010	06	América	323	Nicaragua	Resto de América	50	Zaragoza	50297	Zaragoza	7	Hombre	12,0
2010	06	América	323	Nicaragua	Resto de América	50	Zaragoza	50297	Zaragoza	7	Mujer	5,0
2010	06	América	324	Panamá	Resto de América	22	Huesca	22112	Fraga	6	Mujer	2,0
2010	06	América	324	Panamá	Resto de América	22	Huesca	22125	Huesca	7	Hombre	2,0
2010	06	América	324	Panamá	Resto de América	22	Huesca	22125	Huesca	7	Mujer	2,0
2010	06	América	324	Panamá	Resto de América	22	Huesca	22158	Monzón	6	Hombre	1,0
2010	06	América	324	Panamá	Resto de América	22	Huesca	22158	Monzón	6	Mujer	1,0
2010	06	América	324	Panamá	Resto de América	44	Teruel	44216	Teruel	7	Hombre	8,0
2010	06	América	324	Panamá	Resto de América	44	Teruel	44216	Teruel	7	Mujer	12,0
2010	06	América	324	Panamá	Resto de América	50	Zaragoza	50067	Calatayud	6	Hombre	2,0
2010	06	América	324	Panamá	Resto de América	50	Zaragoza	50067	Calatayud	6	Mujer	1,0
2010	06	América	324	Panamá	Resto de América	50	Zaragoza	50297	Zaragoza	7	Hombre	26,0
2010	06	América	324	Panamá	Resto de América	50	Zaragoza	50297	Zaragoza	7	Mujer	43,0
2010	06	América	326	República Dominicana	Resto de América	22	Huesca	22048	Barbastro	6	Hombre	1,0
2010	06	América	326	República Dominicana	Resto de América	22	Huesca	22125	Huesca	7	Hombre	9,0
2010	06	América	326	República Dominicana	Resto de América	22	Huesca	22125	Huesca	7	Mujer	3,0
2010	06	América	326	República Dominicana	Resto de América	22	Huesca	22130	Jaca	6	Hombre	1,0
2010	06	América	326	República Dominicana	Resto de América	44	Teruel	44013	Alcañiz	6	Mujer	1,0
2010	06	América	326	República Dominicana	Resto de América	50	Zaragoza	50067	Calatayud	6	Hombre	1,0
2010	06	América	326	República Dominicana	Resto de América	50	Zaragoza	50067	Calatayud	6	Mujer	1,0
2010	06	América	326	República Dominicana	Resto de América	50	Zaragoza	50297	Zaragoza	7	Hombre	42,0
2010	06	América	326	República Dominicana	Resto de América	50	Zaragoza	50297	Zaragoza	7	Mujer	38,0
2010	06	América	327	Trinidad y Tobago	Resto de América	22	Huesca	22125	Huesca	7	Mujer	1,0
2010	06	América	328	Santa Lucia	Resto de América	50	Zaragoza	50251	Tarazona	6	Hombre	1,0
2010	06	América	328	Santa Lucia	Resto de América	50	Zaragoza	50251	Tarazona	6	Mujer	1,0
2010	06	América	340	Argentina	Resto de América	22	Huesca	22048	Barbastro	6	Hombre	12,0
2010	06	América	340	Argentina	Resto de América	22	Huesca	22048	Barbastro	6	Mujer	6,0
2010	06	América	340	Argentina	Resto de América	22	Huesca	22112	Fraga	6	Hombre	2,0
2010	06	América	340	Argentina	Resto de América	22	Huesca	22112	Fraga	6	Mujer	8,0
2010	06	América	340	Argentina	Resto de América	22	Huesca	22125	Huesca	7	Hombre	45,0
2010	06	América	340	Argentina	Resto de América	22	Huesca	22125	Huesca	7	Mujer	41,0
2010	06	América	340	Argentina	Resto de América	22	Huesca	22130	Jaca	6	Hombre	24,0
2010	06	América	340	Argentina	Resto de América	22	Huesca	22130	Jaca	6	Mujer	22,0
2010	06	América	340	Argentina	Resto de América	22	Huesca	22158	Monzón	6	Hombre	14,0
2010	06	América	340	Argentina	Resto de América	22	Huesca	22158	Monzón	6	Mujer	16,0
2010	06	América	340	Argentina	Resto de América	44	Teruel	44013	Alcañiz	6	Hombre	14,0
2010	06	América	340	Argentina	Resto de América	44	Teruel	44013	Alcañiz	6	Mujer	27,0
2010	06	América	340	Argentina	Resto de América	44	Teruel	44216	Teruel	7	Hombre	44,0
2010	06	América	340	Argentina	Resto de América	44	Teruel	44216	Teruel	7	Mujer	47,0
2010	06	América	340	Argentina	Resto de América	50	Zaragoza	50067	Calatayud	6	Hombre	15,0
2010	06	América	340	Argentina	Resto de América	50	Zaragoza	50067	Calatayud	6	Mujer	17,0
2010	06	América	340	Argentina	Resto de América	50	Zaragoza	50089	Cuarte de Huerva	6	Hombre	2,0
2010	06	América	340	Argentina	Resto de América	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	3,0
2010	06	América	340	Argentina	Resto de América	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	13,0
2010	06	América	340	Argentina	Resto de América	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	18,0
2010	06	América	340	Argentina	Resto de América	50	Zaragoza	50251	Tarazona	6	Hombre	19,0
2010	06	América	340	Argentina	Resto de América	50	Zaragoza	50251	Tarazona	6	Mujer	27,0
2010	06	América	340	Argentina	Resto de América	50	Zaragoza	50272	Utebo	6	Hombre	1,0
2010	06	América	340	Argentina	Resto de América	50	Zaragoza	50272	Utebo	6	Mujer	5,0
2010	06	América	340	Argentina	Resto de América	50	Zaragoza	50297	Zaragoza	7	Hombre	476,0
2010	06	América	340	Argentina	Resto de América	50	Zaragoza	50297	Zaragoza	7	Mujer	562,0
2010	06	América	341	Bolivia	Resto de América	22	Huesca	22112	Fraga	6	Mujer	1,0
2010	06	América	341	Bolivia	Resto de América	22	Huesca	22125	Huesca	7	Hombre	3,0
2010	06	América	341	Bolivia	Resto de América	22	Huesca	22125	Huesca	7	Mujer	4,0
2010	06	América	341	Bolivia	Resto de América	44	Teruel	44216	Teruel	7	Mujer	1,0
2010	06	América	341	Bolivia	Resto de América	50	Zaragoza	50251	Tarazona	6	Hombre	6,0
2010	06	América	341	Bolivia	Resto de América	50	Zaragoza	50251	Tarazona	6	Mujer	4,0
2010	06	América	341	Bolivia	Resto de América	50	Zaragoza	50297	Zaragoza	7	Hombre	38,0
2010	06	América	341	Bolivia	Resto de América	50	Zaragoza	50297	Zaragoza	7	Mujer	32,0
2010	06	América	342	Brasil	Resto de América	22	Huesca	22048	Barbastro	6	Hombre	4,0
2010	06	América	342	Brasil	Resto de América	22	Huesca	22048	Barbastro	6	Mujer	5,0
2010	06	América	342	Brasil	Resto de América	22	Huesca	22112	Fraga	6	Hombre	2,0
2010	06	América	342	Brasil	Resto de América	22	Huesca	22112	Fraga	6	Mujer	1,0
2010	06	América	342	Brasil	Resto de América	22	Huesca	22125	Huesca	7	Hombre	17,0
2010	06	América	342	Brasil	Resto de América	22	Huesca	22125	Huesca	7	Mujer	14,0
2010	06	América	342	Brasil	Resto de América	22	Huesca	22130	Jaca	6	Hombre	3,0
2010	06	América	342	Brasil	Resto de América	22	Huesca	22130	Jaca	6	Mujer	4,0
2010	06	América	342	Brasil	Resto de América	22	Huesca	22158	Monzón	6	Hombre	1,0
2010	06	América	342	Brasil	Resto de América	44	Teruel	44013	Alcañiz	6	Hombre	4,0
2010	06	América	342	Brasil	Resto de América	44	Teruel	44013	Alcañiz	6	Mujer	2,0
2010	06	América	342	Brasil	Resto de América	44	Teruel	44216	Teruel	7	Hombre	29,0
2010	06	América	342	Brasil	Resto de América	44	Teruel	44216	Teruel	7	Mujer	19,0
2010	06	América	342	Brasil	Resto de América	50	Zaragoza	50067	Calatayud	6	Hombre	6,0
2010	06	América	342	Brasil	Resto de América	50	Zaragoza	50067	Calatayud	6	Mujer	4,0
2010	06	América	342	Brasil	Resto de América	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	1,0
2010	06	América	342	Brasil	Resto de América	50	Zaragoza	50251	Tarazona	6	Hombre	8,0
2010	06	América	342	Brasil	Resto de América	50	Zaragoza	50251	Tarazona	6	Mujer	3,0
2010	06	América	342	Brasil	Resto de América	50	Zaragoza	50297	Zaragoza	7	Hombre	400,0
2010	06	América	342	Brasil	Resto de América	50	Zaragoza	50297	Zaragoza	7	Mujer	416,0
2010	06	América	343	Colombia	Resto de América	22	Huesca	22048	Barbastro	6	Hombre	3,0
2010	06	América	343	Colombia	Resto de América	22	Huesca	22048	Barbastro	6	Mujer	5,0
2010	06	América	343	Colombia	Resto de América	22	Huesca	22112	Fraga	6	Hombre	1,0
2010	06	América	343	Colombia	Resto de América	22	Huesca	22125	Huesca	7	Hombre	5,0
2010	06	América	343	Colombia	Resto de América	22	Huesca	22125	Huesca	7	Mujer	6,0
2010	06	América	343	Colombia	Resto de América	22	Huesca	22130	Jaca	6	Hombre	1,0
2010	06	América	343	Colombia	Resto de América	22	Huesca	22130	Jaca	6	Mujer	4,0
2010	06	América	343	Colombia	Resto de América	44	Teruel	44216	Teruel	7	Hombre	6,0
2010	06	América	343	Colombia	Resto de América	44	Teruel	44216	Teruel	7	Mujer	1,0
2010	06	América	343	Colombia	Resto de América	50	Zaragoza	50067	Calatayud	6	Hombre	1,0
2010	06	América	343	Colombia	Resto de América	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	2,0
2010	06	América	343	Colombia	Resto de América	50	Zaragoza	50272	Utebo	6	Mujer	1,0
2010	06	América	343	Colombia	Resto de América	50	Zaragoza	50297	Zaragoza	7	Hombre	61,0
2010	06	América	343	Colombia	Resto de América	50	Zaragoza	50297	Zaragoza	7	Mujer	87,0
2010	06	América	344	Chile	Resto de América	22	Huesca	22048	Barbastro	6	Hombre	4,0
2010	06	América	344	Chile	Resto de América	22	Huesca	22048	Barbastro	6	Mujer	6,0
2010	06	América	344	Chile	Resto de América	22	Huesca	22125	Huesca	7	Hombre	39,0
2010	06	América	344	Chile	Resto de América	22	Huesca	22125	Huesca	7	Mujer	43,0
2010	06	América	344	Chile	Resto de América	22	Huesca	22130	Jaca	6	Hombre	4,0
2010	06	América	344	Chile	Resto de América	22	Huesca	22158	Monzón	6	Hombre	1,0
2010	06	América	344	Chile	Resto de América	22	Huesca	22158	Monzón	6	Mujer	1,0
2010	06	América	344	Chile	Resto de América	44	Teruel	44013	Alcañiz	6	Hombre	1,0
2010	06	América	344	Chile	Resto de América	44	Teruel	44216	Teruel	7	Hombre	20,0
2010	06	América	344	Chile	Resto de América	44	Teruel	44216	Teruel	7	Mujer	16,0
2010	06	América	344	Chile	Resto de América	50	Zaragoza	50067	Calatayud	6	Hombre	1,0
2010	06	América	344	Chile	Resto de América	50	Zaragoza	50067	Calatayud	6	Mujer	1,0
2010	06	América	344	Chile	Resto de América	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	9,0
2010	06	América	344	Chile	Resto de América	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	3,0
2010	06	América	344	Chile	Resto de América	50	Zaragoza	50251	Tarazona	6	Hombre	3,0
2010	06	América	344	Chile	Resto de América	50	Zaragoza	50251	Tarazona	6	Mujer	1,0
2010	06	América	344	Chile	Resto de América	50	Zaragoza	50272	Utebo	6	Hombre	1,0
2010	06	América	344	Chile	Resto de América	50	Zaragoza	50297	Zaragoza	7	Hombre	172,0
2010	06	América	344	Chile	Resto de América	50	Zaragoza	50297	Zaragoza	7	Mujer	169,0
2010	06	América	345	Ecuador	Resto de América	22	Huesca	22048	Barbastro	6	Hombre	1,0
2010	06	América	345	Ecuador	Resto de América	22	Huesca	22048	Barbastro	6	Mujer	1,0
2010	06	América	345	Ecuador	Resto de América	22	Huesca	22125	Huesca	7	Hombre	9,0
2010	06	América	345	Ecuador	Resto de América	22	Huesca	22125	Huesca	7	Mujer	8,0
2010	06	América	345	Ecuador	Resto de América	22	Huesca	22130	Jaca	6	Hombre	4,0
2010	06	América	345	Ecuador	Resto de América	22	Huesca	22130	Jaca	6	Mujer	10,0
2010	06	América	345	Ecuador	Resto de América	44	Teruel	44216	Teruel	7	Hombre	11,0
2010	06	América	345	Ecuador	Resto de América	44	Teruel	44216	Teruel	7	Mujer	4,0
2010	06	América	345	Ecuador	Resto de América	50	Zaragoza	50067	Calatayud	6	Hombre	1,0
2010	06	América	345	Ecuador	Resto de América	50	Zaragoza	50297	Zaragoza	7	Hombre	67,0
2010	06	América	345	Ecuador	Resto de América	50	Zaragoza	50297	Zaragoza	7	Mujer	54,0
2010	06	América	347	Paraguay	Resto de América	22	Huesca	22048	Barbastro	6	Hombre	1,0
2010	06	América	347	Paraguay	Resto de América	22	Huesca	22125	Huesca	7	Hombre	2,0
2010	06	América	347	Paraguay	Resto de América	22	Huesca	22125	Huesca	7	Mujer	3,0
2010	06	América	347	Paraguay	Resto de América	44	Teruel	44216	Teruel	7	Hombre	1,0
2010	06	América	347	Paraguay	Resto de América	50	Zaragoza	50297	Zaragoza	7	Hombre	10,0
2010	06	América	347	Paraguay	Resto de América	50	Zaragoza	50297	Zaragoza	7	Mujer	8,0
2010	06	América	348	Perú	Resto de América	22	Huesca	22112	Fraga	6	Hombre	1,0
2010	06	América	348	Perú	Resto de América	22	Huesca	22125	Huesca	7	Hombre	6,0
2010	06	América	348	Perú	Resto de América	22	Huesca	22125	Huesca	7	Mujer	8,0
2010	06	América	348	Perú	Resto de América	44	Teruel	44013	Alcañiz	6	Mujer	1,0
2010	06	América	348	Perú	Resto de América	44	Teruel	44216	Teruel	7	Hombre	4,0
2010	06	América	348	Perú	Resto de América	44	Teruel	44216	Teruel	7	Mujer	3,0
2010	06	América	348	Perú	Resto de América	50	Zaragoza	50067	Calatayud	6	Hombre	4,0
2010	06	América	348	Perú	Resto de América	50	Zaragoza	50067	Calatayud	6	Mujer	2,0
2010	06	América	348	Perú	Resto de América	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	1,0
2010	06	América	348	Perú	Resto de América	50	Zaragoza	50251	Tarazona	6	Hombre	1,0
2010	06	América	348	Perú	Resto de América	50	Zaragoza	50251	Tarazona	6	Mujer	1,0
2010	06	América	348	Perú	Resto de América	50	Zaragoza	50272	Utebo	6	Hombre	2,0
2010	06	América	348	Perú	Resto de América	50	Zaragoza	50297	Zaragoza	7	Hombre	92,0
2010	06	América	348	Perú	Resto de América	50	Zaragoza	50297	Zaragoza	7	Mujer	108,0
2010	06	América	350	Uruguay	Resto de América	22	Huesca	22048	Barbastro	6	Hombre	1,0
2010	06	América	350	Uruguay	Resto de América	22	Huesca	22112	Fraga	6	Mujer	1,0
2010	06	América	350	Uruguay	Resto de América	22	Huesca	22125	Huesca	7	Mujer	3,0
2010	06	América	350	Uruguay	Resto de América	22	Huesca	22130	Jaca	6	Hombre	4,0
2010	06	América	350	Uruguay	Resto de América	22	Huesca	22130	Jaca	6	Mujer	3,0
2010	06	América	350	Uruguay	Resto de América	44	Teruel	44216	Teruel	7	Hombre	1,0
2010	06	América	350	Uruguay	Resto de América	44	Teruel	44216	Teruel	7	Mujer	2,0
2010	06	América	350	Uruguay	Resto de América	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	6,0
2010	06	América	350	Uruguay	Resto de América	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	9,0
2010	06	América	350	Uruguay	Resto de América	50	Zaragoza	50297	Zaragoza	7	Hombre	75,0
2010	06	América	350	Uruguay	Resto de América	50	Zaragoza	50297	Zaragoza	7	Mujer	99,0
2010	06	América	351	Venezuela	Resto de América	22	Huesca	22048	Barbastro	6	Hombre	13,0
2010	06	América	351	Venezuela	Resto de América	22	Huesca	22048	Barbastro	6	Mujer	13,0
2010	06	América	351	Venezuela	Resto de América	22	Huesca	22112	Fraga	6	Hombre	4,0
2010	06	América	351	Venezuela	Resto de América	22	Huesca	22112	Fraga	6	Mujer	4,0
2010	06	América	351	Venezuela	Resto de América	22	Huesca	22125	Huesca	7	Hombre	34,0
2010	06	América	351	Venezuela	Resto de América	22	Huesca	22125	Huesca	7	Mujer	44,0
2010	06	América	351	Venezuela	Resto de América	22	Huesca	22130	Jaca	6	Hombre	11,0
2010	06	América	351	Venezuela	Resto de América	22	Huesca	22130	Jaca	6	Mujer	9,0
2010	06	América	351	Venezuela	Resto de América	22	Huesca	22158	Monzón	6	Hombre	7,0
2010	06	América	351	Venezuela	Resto de América	22	Huesca	22158	Monzón	6	Mujer	7,0
2010	06	América	351	Venezuela	Resto de América	44	Teruel	44013	Alcañiz	6	Hombre	8,0
2010	06	América	351	Venezuela	Resto de América	44	Teruel	44013	Alcañiz	6	Mujer	8,0
2010	06	América	351	Venezuela	Resto de América	44	Teruel	44216	Teruel	7	Hombre	42,0
2010	06	América	351	Venezuela	Resto de América	44	Teruel	44216	Teruel	7	Mujer	37,0
2010	06	América	351	Venezuela	Resto de América	50	Zaragoza	50067	Calatayud	6	Hombre	11,0
2010	06	América	351	Venezuela	Resto de América	50	Zaragoza	50067	Calatayud	6	Mujer	18,0
2010	06	América	351	Venezuela	Resto de América	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	1,0
2010	06	América	351	Venezuela	Resto de América	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	8,0
2010	06	América	351	Venezuela	Resto de América	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	8,0
2010	06	América	351	Venezuela	Resto de América	50	Zaragoza	50251	Tarazona	6	Hombre	5,0
2010	06	América	351	Venezuela	Resto de América	50	Zaragoza	50251	Tarazona	6	Mujer	2,0
2010	06	América	351	Venezuela	Resto de América	50	Zaragoza	50297	Zaragoza	7	Hombre	587,0
2010	06	América	351	Venezuela	Resto de América	50	Zaragoza	50297	Zaragoza	7	Mujer	539,0
2010	07	Asia	402	Arabia Saudí	Asia	50	Zaragoza	50297	Zaragoza	7	Hombre	11,0
2010	07	Asia	402	Arabia Saudí	Asia	50	Zaragoza	50297	Zaragoza	7	Mujer	11,0
2010	07	Asia	407	China	Asia	22	Huesca	22125	Huesca	7	Hombre	1,0
2010	07	Asia	407	China	Asia	22	Huesca	22125	Huesca	7	Mujer	2,0
2010	07	Asia	407	China	Asia	44	Teruel	44216	Teruel	7	Hombre	1,0
2010	07	Asia	407	China	Asia	50	Zaragoza	50297	Zaragoza	7	Hombre	32,0
2010	07	Asia	407	China	Asia	50	Zaragoza	50297	Zaragoza	7	Mujer	11,0
2010	07	Asia	408	Emiratos Arabes Unidos	Asia	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	2,0
2010	07	Asia	408	Emiratos Arabes Unidos	Asia	50	Zaragoza	50297	Zaragoza	7	Hombre	7,0
2010	07	Asia	408	Emiratos Arabes Unidos	Asia	50	Zaragoza	50297	Zaragoza	7	Mujer	3,0
2010	07	Asia	409	Filipinas	Asia	50	Zaragoza	50067	Calatayud	6	Hombre	5,0
2010	07	Asia	409	Filipinas	Asia	50	Zaragoza	50297	Zaragoza	7	Hombre	19,0
2010	07	Asia	409	Filipinas	Asia	50	Zaragoza	50297	Zaragoza	7	Mujer	24,0
2010	07	Asia	410	India	Asia	50	Zaragoza	50251	Tarazona	6	Mujer	1,0
2010	07	Asia	410	India	Asia	50	Zaragoza	50297	Zaragoza	7	Hombre	3,0
2010	07	Asia	410	India	Asia	50	Zaragoza	50297	Zaragoza	7	Mujer	6,0
2010	07	Asia	411	Indonesia	Asia	50	Zaragoza	50297	Zaragoza	7	Hombre	3,0
2010	07	Asia	411	Indonesia	Asia	50	Zaragoza	50297	Zaragoza	7	Mujer	1,0
2010	07	Asia	413	Irán	Asia	50	Zaragoza	50297	Zaragoza	7	Mujer	1,0
2010	07	Asia	414	Israel	Asia	22	Huesca	22125	Huesca	7	Hombre	1,0
2010	07	Asia	414	Israel	Asia	44	Teruel	44216	Teruel	7	Mujer	1,0
2010	07	Asia	414	Israel	Asia	50	Zaragoza	50297	Zaragoza	7	Hombre	9,0
