Mes y año	Comarca código	Comarca nombre	UE25-UE27-UE28	UE25	UE27	UE28	Sexo	Nº parados
Febrero 2005	12	Tarazona y el Moncayo	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	430
Febrero 2005	12	Tarazona y el Moncayo	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1
Febrero 2005	12	Tarazona y el Moncayo	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1
Febrero 2005	12	Tarazona y el Moncayo	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	27
Febrero 2005	13	Campo de Borja	Españoles	ESPAÑA	Españoles	Españoles	Hombres	133
Febrero 2005	13	Campo de Borja	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4
Febrero 2005	13	Campo de Borja	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
Febrero 2005	13	Campo de Borja	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4
Febrero 2005	13	Campo de Borja	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	16
Febrero 2005	13	Campo de Borja	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	219
Febrero 2005	13	Campo de Borja	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	4
Febrero 2005	13	Campo de Borja	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	4
Febrero 2005	13	Campo de Borja	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	9
Febrero 2005	14	Aranda	Españoles	ESPAÑA	Españoles	Españoles	Hombres	100
Febrero 2005	14	Aranda	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1
Febrero 2005	14	Aranda	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1
Febrero 2005	14	Aranda	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	3
Febrero 2005	14	Aranda	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	155
Febrero 2005	14	Aranda	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2
Febrero 2005	14	Aranda	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	3
Febrero 2005	15	Ribera Alta del Ebro	Españoles	ESPAÑA	Españoles	Españoles	Hombres	247
Febrero 2005	15	Ribera Alta del Ebro	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	2
Febrero 2005	15	Ribera Alta del Ebro	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5
Febrero 2005	15	Ribera Alta del Ebro	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	10
Febrero 2005	15	Ribera Alta del Ebro	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	361
Febrero 2005	15	Ribera Alta del Ebro	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	4
Febrero 2005	15	Ribera Alta del Ebro	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	6
Febrero 2005	15	Ribera Alta del Ebro	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	13
Febrero 2005	16	Valdejalón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	208
Febrero 2005	16	Valdejalón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3
Febrero 2005	16	Valdejalón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	21
Febrero 2005	16	Valdejalón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	42
Febrero 2005	16	Valdejalón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	333
Febrero 2005	16	Valdejalón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1
Febrero 2005	16	Valdejalón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	17
Febrero 2005	16	Valdejalón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	16
Febrero 2005	17	Central	Españoles	ESPAÑA	Españoles	Españoles	Hombres	8310
Febrero 2005	17	Central	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	89
Febrero 2005	17	Central	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	8
Febrero 2005	17	Central	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	66
Febrero 2005	17	Central	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1054
Febrero 2005	17	Central	No consta	No consta		No consta	Hombres	2
Febrero 2005	17	Central	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	14061
Febrero 2005	17	Central	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	93
Febrero 2005	17	Central	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	10
Febrero 2005	17	Central	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	81
Febrero 2005	17	Central	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	928
Febrero 2005	18	Ribera Baja del Ebro	Españoles	ESPAÑA	Españoles	Españoles	Hombres	81
Febrero 2005	18	Ribera Baja del Ebro	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1
Febrero 2005	18	Ribera Baja del Ebro	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1
Febrero 2005	18	Ribera Baja del Ebro	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	10
Febrero 2005	18	Ribera Baja del Ebro	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	120
Febrero 2005	18	Ribera Baja del Ebro	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	3
Febrero 2005	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Españoles	ESPAÑA	Españoles	Españoles	Hombres	159
Febrero 2005	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3
Febrero 2005	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1
Febrero 2005	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	24
Febrero 2005	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	251
Febrero 2005	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1
Febrero 2005	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3
Febrero 2005	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	14
Febrero 2005	20	Comunidad de Calatayud	Españoles	ESPAÑA	Españoles	Españoles	Hombres	382
Febrero 2005	20	Comunidad de Calatayud	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	35
Febrero 2005	20	Comunidad de Calatayud	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	33
Febrero 2005	20	Comunidad de Calatayud	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	584
Febrero 2005	20	Comunidad de Calatayud	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3
Febrero 2005	20	Comunidad de Calatayud	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
Febrero 2005	20	Comunidad de Calatayud	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	36
Febrero 2005	20	Comunidad de Calatayud	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	19
Febrero 2005	21	Campo de Cariñena	Españoles	ESPAÑA	Españoles	Españoles	Hombres	76
Febrero 2005	21	Campo de Cariñena	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	8
Febrero 2005	21	Campo de Cariñena	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	8
Febrero 2005	21	Campo de Cariñena	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	102
Febrero 2005	21	Campo de Cariñena	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1
Febrero 2005	21	Campo de Cariñena	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	6
Febrero 2005	21	Campo de Cariñena	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	2
Febrero 2005	22	Campo de Belchite	Españoles	ESPAÑA	Españoles	Españoles	Hombres	44
Febrero 2005	22	Campo de Belchite	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	2
Febrero 2005	22	Campo de Belchite	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	69
Febrero 2005	22	Campo de Belchite	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1
Febrero 2005	22	Campo de Belchite	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
Febrero 2005	22	Campo de Belchite	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1
Febrero 2005	23	Bajo Martín	Españoles	ESPAÑA	Españoles	Españoles	Hombres	62
Febrero 2005	23	Bajo Martín	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	3
Febrero 2005	23	Bajo Martín	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	77
Febrero 2005	23	Bajo Martín	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	2
Febrero 2005	24	Campo de Daroca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	33
Febrero 2005	24	Campo de Daroca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1
Febrero 2005	24	Campo de Daroca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	37
Febrero 2005	24	Campo de Daroca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1
Febrero 2005	24	Campo de Daroca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1
Febrero 2005	25	Jiloca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	69
Febrero 2005	25	Jiloca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	2
Febrero 2005	25	Jiloca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3
Febrero 2005	25	Jiloca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	23
Febrero 2005	25	Jiloca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	155
Febrero 2005	25	Jiloca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3
Febrero 2005	25	Jiloca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2
Febrero 2005	25	Jiloca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	15
Febrero 2005	26	Cuencas Mineras	Españoles	ESPAÑA	Españoles	Españoles	Hombres	132
Febrero 2005	26	Cuencas Mineras	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	6
Febrero 2005	26	Cuencas Mineras	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1
Febrero 2005	26	Cuencas Mineras	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	25
Febrero 2005	26	Cuencas Mineras	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	220
Febrero 2005	26	Cuencas Mineras	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1
Febrero 2005	26	Cuencas Mineras	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	6
Febrero 2005	27	Andorra-Sierra de Arcos	Españoles	ESPAÑA	Españoles	Españoles	Hombres	198
Febrero 2005	27	Andorra-Sierra de Arcos	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	6
Febrero 2005	27	Andorra-Sierra de Arcos	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	201
Febrero 2005	27	Andorra-Sierra de Arcos	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1
Febrero 2005	27	Andorra-Sierra de Arcos	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	3
Febrero 2005	28	Bajo Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	242
Febrero 2005	28	Bajo Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5
Febrero 2005	28	Bajo Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
Febrero 2005	28	Bajo Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	10
Febrero 2005	28	Bajo Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	61
Febrero 2005	28	Bajo Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	425
Febrero 2005	28	Bajo Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1
Febrero 2005	28	Bajo Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	6
Febrero 2005	28	Bajo Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	36
Febrero 2005	29	Comunidad de Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	420
Febrero 2005	29	Comunidad de Teruel	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5
Febrero 2005	29	Comunidad de Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	6
Febrero 2005	29	Comunidad de Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	60
Febrero 2005	29	Comunidad de Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	977
Febrero 2005	29	Comunidad de Teruel	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	7
Febrero 2005	29	Comunidad de Teruel	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
Febrero 2005	29	Comunidad de Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	21
Febrero 2005	29	Comunidad de Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	56
Febrero 2005	30	Maestrazgo	Españoles	ESPAÑA	Españoles	Españoles	Hombres	27
Febrero 2005	30	Maestrazgo	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3
Febrero 2005	30	Maestrazgo	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	2
Febrero 2005	30	Maestrazgo	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	36
Febrero 2005	30	Maestrazgo	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2
Febrero 2005	30	Maestrazgo	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1
Febrero 2005	31	Sierra de Albarracín	Españoles	ESPAÑA	Españoles	Españoles	Hombres	41
Febrero 2005	31	Sierra de Albarracín	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1
Febrero 2005	31	Sierra de Albarracín	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1
Febrero 2005	31	Sierra de Albarracín	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	84
Febrero 2005	31	Sierra de Albarracín	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1
Febrero 2005	31	Sierra de Albarracín	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1
Febrero 2005	32	Gúdar-Javalambre	Españoles	ESPAÑA	Españoles	Españoles	Hombres	61
Febrero 2005	32	Gúdar-Javalambre	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	2
Febrero 2005	32	Gúdar-Javalambre	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1
Febrero 2005	32	Gúdar-Javalambre	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	18
Febrero 2005	32	Gúdar-Javalambre	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	129
Febrero 2005	32	Gúdar-Javalambre	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2
Febrero 2005	32	Gúdar-Javalambre	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	4
Febrero 2005	32	Gúdar-Javalambre	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5
Febrero 2005	33	Matarraña / Matarranya	Españoles	ESPAÑA	Españoles	Españoles	Hombres	70
Febrero 2005	33	Matarraña / Matarranya	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3
Febrero 2005	33	Matarraña / Matarranya	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	2
Febrero 2005	33	Matarraña / Matarranya	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	3
Febrero 2005	33	Matarraña / Matarranya	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	78
Febrero 2005	33	Matarraña / Matarranya	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3
Febrero 2005	33	Matarraña / Matarranya	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3
Febrero 2005	33	Matarraña / Matarranya	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	3
