Año	Residencia provincia código	Residencia municipio código	Residencia municipio nombre	Edad (grandes grupos)	Sexo	Personas
2008	22	22174	Peralta de Alcofea	16 a 64	Hombres	222
2008	22	22174	Peralta de Alcofea	65 y más	Hombres	83
2008	22	22175	Peralta de Calasanz	0 a 15	Hombres	5
2008	22	22175	Peralta de Calasanz	16 a 64	Hombres	77
2008	22	22175	Peralta de Calasanz	65 y más	Hombres	63
2008	22	22176	Peraltilla	0 a 15	Hombres	12
2008	22	22176	Peraltilla	16 a 64	Hombres	77
2008	22	22176	Peraltilla	65 y más	Hombres	15
2008	22	22177	Perarrúa	0 a 15	Hombres	2
2008	22	22177	Perarrúa	16 a 64	Hombres	25
2008	22	22177	Perarrúa	65 y más	Hombres	21
2008	22	22178	Pertusa	0 a 15	Hombres	8
2008	22	22178	Pertusa	16 a 64	Hombres	50
2008	22	22178	Pertusa	65 y más	Hombres	12
2008	22	22181	Piracés	0 a 15	Hombres	1
2008	22	22181	Piracés	16 a 64	Hombres	42
2008	22	22181	Piracés	65 y más	Hombres	19
2008	22	22182	Plan	0 a 15	Hombres	16
2008	22	22182	Plan	16 a 64	Hombres	113
2008	22	22182	Plan	65 y más	Hombres	44
2008	22	22184	Poleñino	0 a 15	Hombres	7
2008	22	22184	Poleñino	16 a 64	Hombres	83
2008	22	22184	Poleñino	65 y más	Hombres	32
2008	22	22186	Pozán de Vero	0 a 15	Hombres	4
2008	22	22186	Pozán de Vero	16 a 64	Hombres	71
2008	22	22186	Pozán de Vero	65 y más	Hombres	43
2008	22	22187	Puebla de Castro (La)	0 a 15	Hombres	30
2008	22	22187	Puebla de Castro (La)	16 a 64	Hombres	136
2008	22	22187	Puebla de Castro (La)	65 y más	Hombres	45
2008	22	22188	Puente de Montañana	0 a 15	Hombres	3
2008	22	22188	Puente de Montañana	16 a 64	Hombres	42
2008	22	22188	Puente de Montañana	65 y más	Hombres	26
2008	22	22189	Puértolas	0 a 15	Hombres	8
2008	22	22189	Puértolas	16 a 64	Hombres	97
2008	22	22189	Puértolas	65 y más	Hombres	32
2008	22	22190	Pueyo de Araguás (El)	0 a 15	Hombres	10
2008	22	22190	Pueyo de Araguás (El)	16 a 64	Hombres	59
2008	22	22190	Pueyo de Araguás (El)	65 y más	Hombres	23
2008	22	22193	Pueyo de Santa Cruz	0 a 15	Hombres	17
2008	22	22193	Pueyo de Santa Cruz	16 a 64	Hombres	109
2008	22	22193	Pueyo de Santa Cruz	65 y más	Hombres	57
2008	22	22195	Quicena	0 a 15	Hombres	21
2008	22	22195	Quicena	16 a 64	Hombres	118
2008	22	22195	Quicena	65 y más	Hombres	19
2008	22	22197	Robres	0 a 15	Hombres	32
2008	22	22197	Robres	16 a 64	Hombres	222
2008	22	22197	Robres	65 y más	Hombres	79
2008	22	22199	Sabiñánigo	0 a 15	Hombres	705
2008	22	22199	Sabiñánigo	16 a 64	Hombres	3538
2008	22	22199	Sabiñánigo	65 y más	Hombres	910
2008	22	22200	Sahún	0 a 15	Hombres	24
2008	22	22200	Sahún	16 a 64	Hombres	133
2008	22	22200	Sahún	65 y más	Hombres	37
2008	22	22201	Salas Altas	0 a 15	Hombres	12
2008	22	22201	Salas Altas	16 a 64	Hombres	85
2008	22	22201	Salas Altas	65 y más	Hombres	69
2008	22	22202	Salas Bajas	0 a 15	Hombres	3
2008	22	22202	Salas Bajas	16 a 64	Hombres	40
2008	22	22202	Salas Bajas	65 y más	Hombres	20
2008	22	22203	Salillas	0 a 15	Hombres	3
2008	22	22203	Salillas	16 a 64	Hombres	38
2008	22	22203	Salillas	65 y más	Hombres	23
2008	22	22204	Sallent de Gállego	0 a 15	Hombres	79
2008	22	22204	Sallent de Gállego	16 a 64	Hombres	527
2008	22	22204	Sallent de Gállego	65 y más	Hombres	81
2008	22	22205	San Esteban de Litera	0 a 15	Hombres	19
2008	22	22205	San Esteban de Litera	16 a 64	Hombres	176
2008	22	22205	San Esteban de Litera	65 y más	Hombres	91
2008	22	22206	Sangarrén	0 a 15	Hombres	8
2008	22	22206	Sangarrén	16 a 64	Hombres	90
2008	22	22206	Sangarrén	65 y más	Hombres	38
2008	22	22207	San Juan de Plan	0 a 15	Hombres	10
2008	22	22207	San Juan de Plan	16 a 64	Hombres	52
2008	22	22207	San Juan de Plan	65 y más	Hombres	22
2008	22	22208	Santa Cilia	0 a 15	Hombres	15
2008	22	22208	Santa Cilia	16 a 64	Hombres	74
2008	22	22208	Santa Cilia	65 y más	Hombres	25
2008	22	22209	Santa Cruz de la Serós	0 a 15	Hombres	13
2008	22	22209	Santa Cruz de la Serós	16 a 64	Hombres	55
2008	22	22209	Santa Cruz de la Serós	65 y más	Hombres	19
2008	22	22212	Santaliestra y San Quílez	0 a 15	Hombres	6
2008	22	22212	Santaliestra y San Quílez	16 a 64	Hombres	32
2008	22	22212	Santaliestra y San Quílez	65 y más	Hombres	14
2008	22	22213	Sariñena	0 a 15	Hombres	324
2008	22	22213	Sariñena	16 a 64	Hombres	1512
2008	22	22213	Sariñena	65 y más	Hombres	397
2008	22	22214	Secastilla	0 a 15	Hombres	5
2008	22	22214	Secastilla	16 a 64	Hombres	41
2008	22	22214	Secastilla	65 y más	Hombres	16
2008	22	22215	Seira	0 a 15	Hombres	7
2008	22	22215	Seira	16 a 64	Hombres	63
2008	22	22215	Seira	65 y más	Hombres	19
2008	22	22217	Sena	0 a 15	Hombres	39
2008	22	22217	Sena	16 a 64	Hombres	203
2008	22	22217	Sena	65 y más	Hombres	67
2008	22	22218	Senés de Alcubierre	0 a 15	Hombres	9
2008	22	22218	Senés de Alcubierre	16 a 64	Hombres	16
2008	22	22218	Senés de Alcubierre	65 y más	Hombres	8
2008	22	22220	Sesa	0 a 15	Hombres	13
2008	22	22220	Sesa	16 a 64	Hombres	69
2008	22	22220	Sesa	65 y más	Hombres	51
2008	22	22221	Sesué	0 a 15	Hombres	7
2008	22	22221	Sesué	16 a 64	Hombres	53
2008	22	22221	Sesué	65 y más	Hombres	11
2008	22	22222	Siétamo	0 a 15	Hombres	55
2008	22	22222	Siétamo	16 a 64	Hombres	229
2008	22	22222	Siétamo	65 y más	Hombres	51
2008	22	22223	Sopeira	0 a 15	Hombres	7
2008	22	22223	Sopeira	16 a 64	Hombres	32
2008	22	22223	Sopeira	65 y más	Hombres	17
2008	22	22225	Tamarite de Litera	0 a 15	Hombres	250
2008	22	22225	Tamarite de Litera	16 a 64	Hombres	1200
2008	22	22225	Tamarite de Litera	65 y más	Hombres	449
2008	22	22226	Tardienta	0 a 15	Hombres	54
2008	22	22226	Tardienta	16 a 64	Hombres	331
2008	22	22226	Tardienta	65 y más	Hombres	151
2008	22	22227	Tella-Sin	0 a 15	Hombres	5
2008	22	22227	Tella-Sin	16 a 64	Hombres	106
2008	22	22227	Tella-Sin	65 y más	Hombres	58
2008	22	22228	Tierz	0 a 15	Hombres	64
2008	22	22228	Tierz	16 a 64	Hombres	223
2008	22	22228	Tierz	65 y más	Hombres	32
2008	22	22229	Tolva	0 a 15	Hombres	11
2008	22	22229	Tolva	16 a 64	Hombres	68
2008	22	22229	Tolva	65 y más	Hombres	27
2008	22	22230	Torla-Ordesa	0 a 15	Hombres	10
2008	22	22230	Torla-Ordesa	16 a 64	Hombres	115
2008	22	22230	Torla-Ordesa	65 y más	Hombres	42
2008	22	22232	Torralba de Aragón	0 a 15	Hombres	3
2008	22	22232	Torralba de Aragón	16 a 64	Hombres	38
2008	22	22232	Torralba de Aragón	65 y más	Hombres	20
2008	22	22233	Torre la Ribera	0 a 15	Hombres	4
2008	22	22233	Torre la Ribera	16 a 64	Hombres	47
2008	22	22233	Torre la Ribera	65 y más	Hombres	18
2008	22	22234	Torrente de Cinca	0 a 15	Hombres	42
2008	22	22234	Torrente de Cinca	16 a 64	Hombres	357
2008	22	22234	Torrente de Cinca	65 y más	Hombres	113
2008	22	22235	Torres de Alcanadre	0 a 15	Hombres	2
2008	22	22235	Torres de Alcanadre	16 a 64	Hombres	32
2008	22	22235	Torres de Alcanadre	65 y más	Hombres	26
2008	22	22236	Torres de Barbués	0 a 15	Hombres	10
2008	22	22236	Torres de Barbués	16 a 64	Hombres	108
2008	22	22236	Torres de Barbués	65 y más	Hombres	41
2008	22	22239	Tramaced	0 a 15	Hombres	3
2008	22	22239	Tramaced	16 a 64	Hombres	35
2008	22	22239	Tramaced	65 y más	Hombres	24
2008	22	22242	Valfarta	0 a 15	Hombres	3
2008	22	22242	Valfarta	16 a 64	Hombres	29
2008	22	22242	Valfarta	65 y más	Hombres	19
2008	22	22243	Valle de Bardají	0 a 15	Hombres	2
2008	22	22243	Valle de Bardají	16 a 64	Hombres	15
2008	22	22243	Valle de Bardají	65 y más	Hombres	12
2008	22	22244	Valle de Lierp	16 a 64	Hombres	11
2008	22	22244	Valle de Lierp	65 y más	Hombres	12
2008	22	22245	Velilla de Cinca	0 a 15	Hombres	36
2008	22	22245	Velilla de Cinca	16 a 64	Hombres	155
2008	22	22245	Velilla de Cinca	65 y más	Hombres	58
2008	22	22246	Beranuy	0 a 15	Hombres	6
2008	22	22246	Beranuy	16 a 64	Hombres	34
2008	22	22246	Beranuy	65 y más	Hombres	20
2008	22	22247	Viacamp y Litera	16 a 64	Hombres	12
2008	22	22247	Viacamp y Litera	65 y más	Hombres	5
2008	22	22248	Vicién	0 a 15	Hombres	6
2008	22	22248	Vicién	16 a 64	Hombres	47
2008	22	22248	Vicién	65 y más	Hombres	14
2008	22	22249	Villanova	0 a 15	Hombres	11
2008	22	22249	Villanova	16 a 64	Hombres	54
2008	22	22249	Villanova	65 y más	Hombres	12
2008	22	22250	Villanúa	0 a 15	Hombres	30
2008	22	22250	Villanúa	16 a 64	Hombres	220
2008	22	22250	Villanúa	65 y más	Hombres	29
2008	22	22251	Villanueva de Sigena	0 a 15	Hombres	28
2008	22	22251	Villanueva de Sigena	16 a 64	Hombres	172
2008	22	22251	Villanueva de Sigena	65 y más	Hombres	58
2008	22	22252	Yebra de Basa	0 a 15	Hombres	10
2008	22	22252	Yebra de Basa	16 a 64	Hombres	56
2008	22	22252	Yebra de Basa	65 y más	Hombres	24
2008	22	22253	Yésero	16 a 64	Hombres	32
2008	22	22253	Yésero	65 y más	Hombres	15
2008	22	22254	Zaidín	0 a 15	Hombres	116
2008	22	22254	Zaidín	16 a 64	Hombres	592
2008	22	22254	Zaidín	65 y más	Hombres	203
2008	22	22901	Valle de Hecho	0 a 15	Hombres	53
2008	22	22901	Valle de Hecho	16 a 64	Hombres	318
2008	22	22901	Valle de Hecho	65 y más	Hombres	127
2008	22	22902	Puente la Reina de Jaca	0 a 15	Hombres	5
2008	22	22902	Puente la Reina de Jaca	16 a 64	Hombres	74
2008	22	22902	Puente la Reina de Jaca	65 y más	Hombres	42
2008	22	22903	San Miguel del Cinca	0 a 15	Hombres	55
2008	22	22903	San Miguel del Cinca	16 a 64	Hombres	272
2008	22	22903	San Miguel del Cinca	65 y más	Hombres	114
2008	22	22904	Sotonera (La)	0 a 15	Hombres	42
2008	22	22904	Sotonera (La)	16 a 64	Hombres	338
2008	22	22904	Sotonera (La)	65 y más	Hombres	187
2008	22	22905	Lupiñén-Ortilla	0 a 15	Hombres	16
2008	22	22905	Lupiñén-Ortilla	16 a 64	Hombres	135
2008	22	22905	Lupiñén-Ortilla	65 y más	Hombres	42
2008	22	22906	Santa María de Dulcis	0 a 15	Hombres	9
2008	22	22906	Santa María de Dulcis	16 a 64	Hombres	80
2008	22	22906	Santa María de Dulcis	65 y más	Hombres	28
2008	22	22907	Aínsa-Sobrarbe	0 a 15	Hombres	145
2008	22	22907	Aínsa-Sobrarbe	16 a 64	Hombres	748
2008	22	22907	Aínsa-Sobrarbe	65 y más	Hombres	198
2008	22	22908	Hoz y Costeán	0 a 15	Hombres	7
2008	22	22908	Hoz y Costeán	16 a 64	Hombres	70
2008	22	22908	Hoz y Costeán	65 y más	Hombres	44
2008	22	22909	Vencillón	0 a 15	Hombres	34
2008	22	22909	Vencillón	16 a 64	Hombres	165
2008	22	22909	Vencillón	65 y más	Hombres	43
2008	44	44001	Ababuj	16 a 64	Hombres	31
2008	44	44001	Ababuj	65 y más	Hombres	21
2008	44	44002	Abejuela	16 a 64	Hombres	28
2008	44	44002	Abejuela	65 y más	Hombres	13
2008	44	44003	Aguatón	16 a 64	Hombres	4
2008	44	44003	Aguatón	65 y más	Hombres	5
2008	44	44004	Aguaviva	0 a 15	Hombres	57
2008	44	44004	Aguaviva	16 a 64	Hombres	225
2008	44	44004	Aguaviva	65 y más	Hombres	85
2008	44	44005	Aguilar del Alfambra	0 a 15	Hombres	4
2008	44	44005	Aguilar del Alfambra	16 a 64	Hombres	19
2008	44	44005	Aguilar del Alfambra	65 y más	Hombres	16
2008	44	44006	Alacón	0 a 15	Hombres	22
2008	44	44006	Alacón	16 a 64	Hombres	116
2008	44	44006	Alacón	65 y más	Hombres	81
2008	44	44007	Alba	0 a 15	Hombres	9
2008	44	44007	Alba	16 a 64	Hombres	71
2008	44	44007	Alba	65 y más	Hombres	42
2008	44	44008	Albalate del Arzobispo	0 a 15	Hombres	147
2008	44	44008	Albalate del Arzobispo	16 a 64	Hombres	742
2008	44	44008	Albalate del Arzobispo	65 y más	Hombres	261
2008	44	44009	Albarracín	0 a 15	Hombres	68
2008	44	44009	Albarracín	16 a 64	Hombres	348
2008	44	44009	Albarracín	65 y más	Hombres	151
2008	44	44010	Albentosa	0 a 15	Hombres	32
2008	44	44010	Albentosa	16 a 64	Hombres	111
2008	44	44010	Albentosa	65 y más	Hombres	25
2008	44	44011	Alcaine	16 a 64	Hombres	24
2008	44	44011	Alcaine	65 y más	Hombres	13
2008	44	44012	Alcalá de la Selva	0 a 15	Hombres	33
2008	44	44012	Alcalá de la Selva	16 a 64	Hombres	205
2008	44	44012	Alcalá de la Selva	65 y más	Hombres	53
2008	44	44013	Alcañiz	0 a 15	Hombres	1418
2008	44	44013	Alcañiz	16 a 64	Hombres	5607
2008	44	44013	Alcañiz	65 y más	Hombres	1175
2008	44	44014	Alcorisa	0 a 15	Hombres	307
2008	44	44014	Alcorisa	16 a 64	Hombres	1287
2008	44	44014	Alcorisa	65 y más	Hombres	301
2008	44	44016	Alfambra	0 a 15	Hombres	31
2008	44	44016	Alfambra	16 a 64	Hombres	233
2008	44	44016	Alfambra	65 y más	Hombres	133
2008	44	44017	Aliaga	0 a 15	Hombres	19
2008	44	44017	Aliaga	16 a 64	Hombres	154
2008	44	44017	Aliaga	65 y más	Hombres	59
2008	44	44018	Almohaja	16 a 64	Hombres	15
2008	44	44018	Almohaja	65 y más	Hombres	5
2008	44	44019	Alobras	0 a 15	Hombres	1
2008	44	44019	Alobras	16 a 64	Hombres	28
2008	44	44019	Alobras	65 y más	Hombres	15
2008	44	44020	Alpeñés	0 a 15	Hombres	2
2008	44	44020	Alpeñés	16 a 64	Hombres	10
2008	44	44020	Alpeñés	65 y más	Hombres	5
2008	44	44021	Allepuz	0 a 15	Hombres	4
2008	44	44021	Allepuz	16 a 64	Hombres	43
2008	44	44021	Allepuz	65 y más	Hombres	22
2008	44	44022	Alloza	0 a 15	Hombres	42
2008	44	44022	Alloza	16 a 64	Hombres	216
2008	44	44022	Alloza	65 y más	Hombres	106
2008	44	44023	Allueva	16 a 64	Hombres	7
2008	44	44023	Allueva	65 y más	Hombres	3
2008	44	44024	Anadón	16 a 64	Hombres	11
2008	44	44024	Anadón	65 y más	Hombres	3
2008	44	44025	Andorra	0 a 15	Hombres	614
2008	44	44025	Andorra	16 a 64	Hombres	3070
2008	44	44025	Andorra	65 y más	Hombres	624
2008	44	44026	Arcos de las Salinas	0 a 15	Hombres	4
2008	44	44026	Arcos de las Salinas	16 a 64	Hombres	41
2008	44	44026	Arcos de las Salinas	65 y más	Hombres	13
2008	44	44027	Arens de Lledó	0 a 15	Hombres	8
2008	44	44027	Arens de Lledó	16 a 64	Hombres	54
2008	44	44027	Arens de Lledó	65 y más	Hombres	37
2008	44	44028	Argente	0 a 15	Hombres	9
2008	44	44028	Argente	16 a 64	Hombres	61
2008	44	44028	Argente	65 y más	Hombres	47
2008	44	44029	Ariño	0 a 15	Hombres	71
2008	44	44029	Ariño	16 a 64	Hombres	339
2008	44	44029	Ariño	65 y más	Hombres	90
2008	44	44031	Azaila	0 a 15	Hombres	5
2008	44	44031	Azaila	16 a 64	Hombres	53
2008	44	44031	Azaila	65 y más	Hombres	30
2008	44	44032	Bádenas	16 a 64	Hombres	5
2008	44	44032	Bádenas	65 y más	Hombres	11
2008	44	44033	Báguena	0 a 15	Hombres	16
2008	44	44033	Báguena	16 a 64	Hombres	140
2008	44	44033	Báguena	65 y más	Hombres	86
2008	44	44034	Bañón	0 a 15	Hombres	10
2008	44	44034	Bañón	16 a 64	Hombres	49
2008	44	44034	Bañón	65 y más	Hombres	31
2008	44	44035	Barrachina	0 a 15	Hombres	11
2008	44	44035	Barrachina	16 a 64	Hombres	49
2008	44	44035	Barrachina	65 y más	Hombres	26
2008	44	44036	Bea	16 a 64	Hombres	19
2008	44	44036	Bea	65 y más	Hombres	6
2008	44	44037	Beceite	0 a 15	Hombres	46
2008	44	44037	Beceite	16 a 64	Hombres	204
2008	44	44037	Beceite	65 y más	Hombres	77
2008	44	44038	Belmonte de San José	0 a 15	Hombres	4
2008	44	44038	Belmonte de San José	16 a 64	Hombres	44
2008	44	44038	Belmonte de San José	65 y más	Hombres	22
2008	44	44039	Bello	0 a 15	Hombres	2
2008	44	44039	Bello	16 a 64	Hombres	72
2008	44	44039	Bello	65 y más	Hombres	62
2008	44	44040	Berge	0 a 15	Hombres	16
2008	44	44040	Berge	16 a 64	Hombres	77
2008	44	44040	Berge	65 y más	Hombres	39
2008	44	44041	Bezas	0 a 15	Hombres	4
2008	44	44041	Bezas	16 a 64	Hombres	28
2008	44	44041	Bezas	65 y más	Hombres	11
2008	44	44042	Blancas	0 a 15	Hombres	7
2008	44	44042	Blancas	16 a 64	Hombres	58
2008	44	44042	Blancas	65 y más	Hombres	31
2008	44	44043	Blesa	0 a 15	Hombres	1
2008	44	44043	Blesa	16 a 64	Hombres	47
2008	44	44043	Blesa	65 y más	Hombres	30
2008	44	44044	Bordón	0 a 15	Hombres	9
2008	44	44044	Bordón	16 a 64	Hombres	46
2008	44	44044	Bordón	65 y más	Hombres	19
2008	44	44045	Bronchales	0 a 15	Hombres	14
2008	44	44045	Bronchales	16 a 64	Hombres	215
2008	44	44045	Bronchales	65 y más	Hombres	55
2008	44	44046	Bueña	16 a 64	Hombres	15
2008	44	44046	Bueña	65 y más	Hombres	24
2008	44	44047	Burbáguena	0 a 15	Hombres	3
2008	44	44047	Burbáguena	16 a 64	Hombres	66
2008	44	44047	Burbáguena	65 y más	Hombres	70
2008	44	44048	Cabra de Mora	0 a 15	Hombres	3
2008	44	44048	Cabra de Mora	16 a 64	Hombres	39
2008	44	44048	Cabra de Mora	65 y más	Hombres	18
2008	44	44049	Calaceite	0 a 15	Hombres	60
2008	44	44049	Calaceite	16 a 64	Hombres	383
2008	44	44049	Calaceite	65 y más	Hombres	153
2008	44	44050	Calamocha	0 a 15	Hombres	364
2008	44	44050	Calamocha	16 a 64	Hombres	1656
2008	44	44050	Calamocha	65 y más	Hombres	447
2008	44	44051	Calanda	0 a 15	Hombres	229
2008	44	44051	Calanda	16 a 64	Hombres	1363
2008	44	44051	Calanda	65 y más	Hombres	358
2008	44	44052	Calomarde	16 a 64	Hombres	37
2008	44	44052	Calomarde	65 y más	Hombres	20
2008	44	44053	Camañas	0 a 15	Hombres	4
2008	44	44053	Camañas	16 a 64	Hombres	39
2008	44	44053	Camañas	65 y más	Hombres	25
2008	44	44054	Camarena de la Sierra	0 a 15	Hombres	3
2008	44	44054	Camarena de la Sierra	16 a 64	Hombres	64
2008	44	44054	Camarena de la Sierra	65 y más	Hombres	25
2008	44	44055	Camarillas	0 a 15	Hombres	3
2008	44	44055	Camarillas	16 a 64	Hombres	57
2008	44	44055	Camarillas	65 y más	Hombres	18
2008	44	44056	Caminreal	0 a 15	Hombres	35
2008	44	44056	Caminreal	16 a 64	Hombres	267
2008	44	44056	Caminreal	65 y más	Hombres	108
2008	44	44059	Cantavieja	0 a 15	Hombres	51
2008	44	44059	Cantavieja	16 a 64	Hombres	268
2008	44	44059	Cantavieja	65 y más	Hombres	76
2008	44	44060	Cañada de Benatanduz	0 a 15	Hombres	3
2008	44	44060	Cañada de Benatanduz	16 a 64	Hombres	18
2008	44	44060	Cañada de Benatanduz	65 y más	Hombres	11
2008	44	44061	Cañada de Verich (La)	0 a 15	Hombres	7
2008	44	44061	Cañada de Verich (La)	16 a 64	Hombres	29
2008	44	44061	Cañada de Verich (La)	65 y más	Hombres	22
2008	44	44062	Cañada Vellida	16 a 64	Hombres	21
2008	44	44062	Cañada Vellida	65 y más	Hombres	10
2008	44	44063	Cañizar del Olivar	0 a 15	Hombres	7
2008	44	44063	Cañizar del Olivar	16 a 64	Hombres	47
2008	44	44063	Cañizar del Olivar	65 y más	Hombres	9
2008	44	44064	Cascante del Río	0 a 15	Hombres	2
2008	44	44064	Cascante del Río	16 a 64	Hombres	31
2008	44	44064	Cascante del Río	65 y más	Hombres	21
2008	44	44065	Castejón de Tornos	0 a 15	Hombres	3
2008	44	44065	Castejón de Tornos	16 a 64	Hombres	21
2008	44	44065	Castejón de Tornos	65 y más	Hombres	16
2008	44	44066	Castel de Cabra	0 a 15	Hombres	5
2008	44	44066	Castel de Cabra	16 a 64	Hombres	41
2008	44	44066	Castel de Cabra	65 y más	Hombres	31
2008	44	44067	Castelnou	0 a 15	Hombres	1
2008	44	44067	Castelnou	16 a 64	Hombres	38
2008	44	44067	Castelnou	65 y más	Hombres	21
2008	44	44068	Castelserás	0 a 15	Hombres	61
2008	44	44068	Castelserás	16 a 64	Hombres	269
2008	44	44068	Castelserás	65 y más	Hombres	109
2008	44	44070	Castellar (El)	0 a 15	Hombres	4
2008	44	44070	Castellar (El)	16 a 64	Hombres	26
2008	44	44070	Castellar (El)	65 y más	Hombres	17
2008	44	44071	Castellote	0 a 15	Hombres	42
2008	44	44071	Castellote	16 a 64	Hombres	276
2008	44	44071	Castellote	65 y más	Hombres	118
2008	44	44074	Cedrillas	0 a 15	Hombres	43
2008	44	44074	Cedrillas	16 a 64	Hombres	215
2008	44	44074	Cedrillas	65 y más	Hombres	59
2008	44	44075	Celadas	0 a 15	Hombres	29
2008	44	44075	Celadas	16 a 64	Hombres	159
2008	44	44075	Celadas	65 y más	Hombres	64
2008	44	44076	Cella	0 a 15	Hombres	202
2008	44	44076	Cella	16 a 64	Hombres	1164
2008	44	44076	Cella	65 y más	Hombres	338
2008	44	44077	Cerollera (La)	0 a 15	Hombres	8
2008	44	44077	Cerollera (La)	16 a 64	Hombres	43
2008	44	44077	Cerollera (La)	65 y más	Hombres	18
2008	44	44080	Codoñera (La)	0 a 15	Hombres	17
2008	44	44080	Codoñera (La)	16 a 64	Hombres	121
2008	44	44080	Codoñera (La)	65 y más	Hombres	64
2008	44	44082	Corbalán	0 a 15	Hombres	3
2008	44	44082	Corbalán	16 a 64	Hombres	35
2008	44	44082	Corbalán	65 y más	Hombres	15
2008	44	44084	Cortes de Aragón	0 a 15	Hombres	4
2008	44	44084	Cortes de Aragón	16 a 64	Hombres	25
2008	44	44084	Cortes de Aragón	65 y más	Hombres	15
2008	44	44085	Cosa	0 a 15	Hombres	2
2008	44	44085	Cosa	16 a 64	Hombres	20
2008	44	44085	Cosa	65 y más	Hombres	20
2008	44	44086	Cretas	0 a 15	Hombres	37
2008	44	44086	Cretas	16 a 64	Hombres	199
2008	44	44086	Cretas	65 y más	Hombres	88
2008	44	44087	Crivillén	0 a 15	Hombres	3
2008	44	44087	Crivillén	16 a 64	Hombres	25
2008	44	44087	Crivillén	65 y más	Hombres	22
2008	44	44088	Cuba (La)	0 a 15	Hombres	4
2008	44	44088	Cuba (La)	16 a 64	Hombres	23
2008	44	44088	Cuba (La)	65 y más	Hombres	10
2008	44	44089	Cubla	16 a 64	Hombres	18
2008	44	44089	Cubla	65 y más	Hombres	15
2008	44	44090	Cucalón	0 a 15	Hombres	3
2008	44	44090	Cucalón	16 a 64	Hombres	38
2008	44	44090	Cucalón	65 y más	Hombres	19
2008	44	44092	Cuervo (El)	0 a 15	Hombres	3
2008	44	44092	Cuervo (El)	16 a 64	Hombres	28
2008	44	44092	Cuervo (El)	65 y más	Hombres	29
2008	44	44093	Cuevas de Almudén	0 a 15	Hombres	10
2008	44	44093	Cuevas de Almudén	16 a 64	Hombres	50
2008	44	44093	Cuevas de Almudén	65 y más	Hombres	12
2008	44	44094	Cuevas Labradas	0 a 15	Hombres	4
2008	44	44094	Cuevas Labradas	16 a 64	Hombres	42
2008	44	44094	Cuevas Labradas	65 y más	Hombres	29
2008	44	44096	Ejulve	0 a 15	Hombres	9
2008	44	44096	Ejulve	16 a 64	Hombres	62
2008	44	44096	Ejulve	65 y más	Hombres	37
2008	44	44097	Escorihuela	0 a 15	Hombres	6
2008	44	44097	Escorihuela	16 a 64	Hombres	50
2008	44	44097	Escorihuela	65 y más	Hombres	45
2008	44	44099	Escucha	0 a 15	Hombres	90
2008	44	44099	Escucha	16 a 64	Hombres	408
2008	44	44099	Escucha	65 y más	Hombres	80
2008	44	44100	Estercuel	0 a 15	Hombres	10
2008	44	44100	Estercuel	16 a 64	Hombres	101
2008	44	44100	Estercuel	65 y más	Hombres	30
2008	44	44101	Ferreruela de Huerva	0 a 15	Hombres	1
2008	44	44101	Ferreruela de Huerva	16 a 64	Hombres	21
2008	44	44101	Ferreruela de Huerva	65 y más	Hombres	19
2008	44	44102	Fonfría	16 a 64	Hombres	8
2008	44	44102	Fonfría	65 y más	Hombres	10
2008	44	44103	Formiche Alto	0 a 15	Hombres	12
2008	44	44103	Formiche Alto	16 a 64	Hombres	58
2008	44	44103	Formiche Alto	65 y más	Hombres	35
2008	44	44105	Fórnoles	0 a 15	Hombres	4
2008	44	44105	Fórnoles	16 a 64	Hombres	32
2008	44	44105	Fórnoles	65 y más	Hombres	20
2008	44	44106	Fortanete	0 a 15	Hombres	22
2008	44	44106	Fortanete	16 a 64	Hombres	83
2008	44	44106	Fortanete	65 y más	Hombres	35
2008	44	44107	Foz-Calanda	0 a 15	Hombres	21
2008	44	44107	Foz-Calanda	16 a 64	Hombres	103
2008	44	44107	Foz-Calanda	65 y más	Hombres	47
2008	44	44108	Fresneda (La)	0 a 15	Hombres	32
2008	44	44108	Fresneda (La)	16 a 64	Hombres	172
2008	44	44108	Fresneda (La)	65 y más	Hombres	73
2008	44	44109	Frías de Albarracín	0 a 15	Hombres	7
2008	44	44109	Frías de Albarracín	16 a 64	Hombres	60
2008	44	44109	Frías de Albarracín	65 y más	Hombres	29
2008	44	44110	Fuenferrada	16 a 64	Hombres	11
2008	44	44110	Fuenferrada	65 y más	Hombres	10
2008	44	44111	Fuentes Calientes	0 a 15	Hombres	7
2008	44	44111	Fuentes Calientes	16 a 64	Hombres	36
2008	44	44111	Fuentes Calientes	65 y más	Hombres	22
2008	44	44112	Fuentes Claras	0 a 15	Hombres	38
2008	44	44112	Fuentes Claras	16 a 64	Hombres	267
2008	44	44112	Fuentes Claras	65 y más	Hombres	100
2008	44	44113	Fuentes de Rubielos	0 a 15	Hombres	11
2008	44	44113	Fuentes de Rubielos	16 a 64	Hombres	49
2008	44	44113	Fuentes de Rubielos	65 y más	Hombres	10
2008	44	44114	Fuentespalda	0 a 15	Hombres	16
2008	44	44114	Fuentespalda	16 a 64	Hombres	101
2008	44	44114	Fuentespalda	65 y más	Hombres	55
2008	44	44115	Galve	0 a 15	Hombres	7
2008	44	44115	Galve	16 a 64	Hombres	41
2008	44	44115	Galve	65 y más	Hombres	26
2008	44	44116	Gargallo	0 a 15	Hombres	9
