Año	Inscripción provincia código	Inscripción provincia nombre	Edad (grandes grupos)	Sexo	Personas	Nivel de estudios Código	Nivel de estudios Nombre
2013	22	Huesca	0-15	Hombre	62,0	2	Inferior a graduado escolar o ESO
2013	22	Huesca	0-15	Hombre	10,0	3	Graduado escolar o ESO
2013	22	Huesca	0-15	Hombre	4,0	4	BUP, Bachiller, LOGSE ó superior
2013	22	Huesca	0-15	Mujer	350,0	0	Sin clasificar
2013	22	Huesca	0-15	Mujer	4,0	1	No sabe leer ni escribir
2013	22	Huesca	0-15	Mujer	53,0	2	Inferior a graduado escolar o ESO
2013	22	Huesca	0-15	Mujer	8,0	3	Graduado escolar o ESO
2013	22	Huesca	0-15	Mujer	2,0	4	BUP, Bachiller, LOGSE ó superior
2013	22	Huesca	16-64	Hombre	497,0	0	Sin clasificar
2013	22	Huesca	16-64	Hombre	1,0	1	No sabe leer ni escribir
2013	22	Huesca	16-64	Hombre	71,0	2	Inferior a graduado escolar o ESO
2013	22	Huesca	16-64	Hombre	342,0	3	Graduado escolar o ESO
2013	22	Huesca	16-64	Hombre	937,0	4	BUP, Bachiller, LOGSE ó superior
2013	22	Huesca	16-64	Mujer	523,0	0	Sin clasificar
2013	22	Huesca	16-64	Mujer	56,0	2	Inferior a graduado escolar o ESO
2013	22	Huesca	16-64	Mujer	297,0	3	Graduado escolar o ESO
2013	22	Huesca	16-64	Mujer	1084,0	4	BUP, Bachiller, LOGSE ó superior
2013	22	Huesca	65 y más	Hombre	433,0	0	Sin clasificar
2013	22	Huesca	65 y más	Hombre	1,0	1	No sabe leer ni escribir
2013	22	Huesca	65 y más	Hombre	130,0	2	Inferior a graduado escolar o ESO
2013	22	Huesca	65 y más	Hombre	261,0	3	Graduado escolar o ESO
2013	22	Huesca	65 y más	Hombre	220,0	4	BUP, Bachiller, LOGSE ó superior
2013	22	Huesca	65 y más	Mujer	386,0	0	Sin clasificar
2013	22	Huesca	65 y más	Mujer	1,0	1	No sabe leer ni escribir
2013	22	Huesca	65 y más	Mujer	170,0	2	Inferior a graduado escolar o ESO
2013	22	Huesca	65 y más	Mujer	351,0	3	Graduado escolar o ESO
2013	22	Huesca	65 y más	Mujer	229,0	4	BUP, Bachiller, LOGSE ó superior
2013	44	Teruel	0-15	Hombre	136,0	0	Sin clasificar
2013	44	Teruel	0-15	Hombre	2,0	1	No sabe leer ni escribir
2013	44	Teruel	0-15	Hombre	31,0	2	Inferior a graduado escolar o ESO
2013	44	Teruel	0-15	Hombre	5,0	3	Graduado escolar o ESO
2013	44	Teruel	0-15	Hombre	2,0	4	BUP, Bachiller, LOGSE ó superior
2013	44	Teruel	0-15	Mujer	155,0	0	Sin clasificar
2013	44	Teruel	0-15	Mujer	2,0	1	No sabe leer ni escribir
2013	44	Teruel	0-15	Mujer	28,0	2	Inferior a graduado escolar o ESO
2013	44	Teruel	0-15	Mujer	13,0	3	Graduado escolar o ESO
2013	44	Teruel	0-15	Mujer	1,0	4	BUP, Bachiller, LOGSE ó superior
2013	44	Teruel	16-64	Hombre	388,0	0	Sin clasificar
2013	44	Teruel	16-64	Hombre	1,0	1	No sabe leer ni escribir
2013	44	Teruel	16-64	Hombre	60,0	2	Inferior a graduado escolar o ESO
2013	44	Teruel	16-64	Hombre	262,0	3	Graduado escolar o ESO
2013	44	Teruel	16-64	Hombre	549,0	4	BUP, Bachiller, LOGSE ó superior
2013	44	Teruel	16-64	Mujer	341,0	0	Sin clasificar
2013	44	Teruel	16-64	Mujer	2,0	1	No sabe leer ni escribir
2013	44	Teruel	16-64	Mujer	61,0	2	Inferior a graduado escolar o ESO
2013	44	Teruel	16-64	Mujer	240,0	3	Graduado escolar o ESO
2013	44	Teruel	16-64	Mujer	595,0	4	BUP, Bachiller, LOGSE ó superior
2013	44	Teruel	65 y más	Hombre	304,0	0	Sin clasificar
2013	44	Teruel	65 y más	Hombre	3,0	1	No sabe leer ni escribir
2013	44	Teruel	65 y más	Hombre	116,0	2	Inferior a graduado escolar o ESO
2013	44	Teruel	65 y más	Hombre	226,0	3	Graduado escolar o ESO
2013	44	Teruel	65 y más	Hombre	156,0	4	BUP, Bachiller, LOGSE ó superior
2013	44	Teruel	65 y más	Mujer	338,0	0	Sin clasificar
2013	44	Teruel	65 y más	Mujer	1,0	1	No sabe leer ni escribir
2013	44	Teruel	65 y más	Mujer	138,0	2	Inferior a graduado escolar o ESO
2013	44	Teruel	65 y más	Mujer	251,0	3	Graduado escolar o ESO
2013	44	Teruel	65 y más	Mujer	142,0	4	BUP, Bachiller, LOGSE ó superior
2013	50	Zaragoza	0-15	Hombre	1635,0	0	Sin clasificar
2013	50	Zaragoza	0-15	Hombre	24,0	1	No sabe leer ni escribir
2013	50	Zaragoza	0-15	Hombre	226,0	2	Inferior a graduado escolar o ESO
2013	50	Zaragoza	0-15	Hombre	37,0	3	Graduado escolar o ESO
2013	50	Zaragoza	0-15	Hombre	8,0	4	BUP, Bachiller, LOGSE ó superior
2013	50	Zaragoza	0-15	Mujer	1570,0	0	Sin clasificar
2013	50	Zaragoza	0-15	Mujer	17,0	1	No sabe leer ni escribir
2013	50	Zaragoza	0-15	Mujer	211,0	2	Inferior a graduado escolar o ESO
2013	50	Zaragoza	0-15	Mujer	49,0	3	Graduado escolar o ESO
2013	50	Zaragoza	0-15	Mujer	12,0	4	BUP, Bachiller, LOGSE ó superior
2013	50	Zaragoza	16-64	Hombre	1628,0	0	Sin clasificar
2013	50	Zaragoza	16-64	Hombre	4,0	1	No sabe leer ni escribir
2013	50	Zaragoza	16-64	Hombre	269,0	2	Inferior a graduado escolar o ESO
2013	50	Zaragoza	16-64	Hombre	1211,0	3	Graduado escolar o ESO
2013	50	Zaragoza	16-64	Hombre	3322,0	4	BUP, Bachiller, LOGSE ó superior
2013	50	Zaragoza	16-64	Mujer	1814,0	0	Sin clasificar
2013	50	Zaragoza	16-64	Mujer	3,0	1	No sabe leer ni escribir
2013	50	Zaragoza	16-64	Mujer	223,0	2	Inferior a graduado escolar o ESO
2013	50	Zaragoza	16-64	Mujer	1279,0	3	Graduado escolar o ESO
2013	50	Zaragoza	16-64	Mujer	3803,0	4	BUP, Bachiller, LOGSE ó superior
2013	50	Zaragoza	65 y más	Hombre	751,0	0	Sin clasificar
2013	50	Zaragoza	65 y más	Hombre	1,0	1	No sabe leer ni escribir
2013	50	Zaragoza	65 y más	Hombre	181,0	2	Inferior a graduado escolar o ESO
2013	50	Zaragoza	65 y más	Hombre	595,0	3	Graduado escolar o ESO
2013	50	Zaragoza	65 y más	Hombre	507,0	4	BUP, Bachiller, LOGSE ó superior
2013	50	Zaragoza	65 y más	Mujer	923,0	0	Sin clasificar
2013	50	Zaragoza	65 y más	Mujer	5,0	1	No sabe leer ni escribir
2013	50	Zaragoza	65 y más	Mujer	275,0	2	Inferior a graduado escolar o ESO
2013	50	Zaragoza	65 y más	Mujer	819,0	3	Graduado escolar o ESO
2013	50	Zaragoza	65 y más	Mujer	490,0	4	BUP, Bachiller, LOGSE ó superior
2014	22	Huesca	0-15	Hombre	397,0	0	Sin clasificar
2014	22	Huesca	0-15	Hombre	7,0	1	No sabe leer ni escribir
2014	22	Huesca	0-15	Hombre	61,0	2	Inferior a graduado escolar o ESO
2014	22	Huesca	0-15	Hombre	12,0	3	Graduado escolar o ESO
2014	22	Huesca	0-15	Hombre	4,0	4	BUP, Bachiller, LOGSE ó superior
2014	22	Huesca	0-15	Mujer	389,0	0	Sin clasificar
2014	22	Huesca	0-15	Mujer	5,0	1	No sabe leer ni escribir
2014	22	Huesca	0-15	Mujer	55,0	2	Inferior a graduado escolar o ESO
2014	22	Huesca	0-15	Mujer	8,0	3	Graduado escolar o ESO
2014	22	Huesca	0-15	Mujer	3,0	4	BUP, Bachiller, LOGSE ó superior
2014	22	Huesca	16-64	Hombre	526,0	0	Sin clasificar
2014	22	Huesca	16-64	Hombre	2,0	1	No sabe leer ni escribir
2014	22	Huesca	16-64	Hombre	88,0	2	Inferior a graduado escolar o ESO
2014	22	Huesca	16-64	Hombre	363,0	3	Graduado escolar o ESO
2014	22	Huesca	16-64	Hombre	1032,0	4	BUP, Bachiller, LOGSE ó superior
2014	22	Huesca	16-64	Mujer	551,0	0	Sin clasificar
2014	22	Huesca	16-64	Mujer	59,0	2	Inferior a graduado escolar o ESO
2014	22	Huesca	16-64	Mujer	309,0	3	Graduado escolar o ESO
2014	22	Huesca	16-64	Mujer	1164,0	4	BUP, Bachiller, LOGSE ó superior
2014	22	Huesca	65 y más	Hombre	426,0	0	Sin clasificar
2014	22	Huesca	65 y más	Hombre	127,0	2	Inferior a graduado escolar o ESO
2014	22	Huesca	65 y más	Hombre	264,0	3	Graduado escolar o ESO
2014	22	Huesca	65 y más	Hombre	233,0	4	BUP, Bachiller, LOGSE ó superior
2014	22	Huesca	65 y más	Mujer	389,0	0	Sin clasificar
2014	22	Huesca	65 y más	Mujer	1,0	1	No sabe leer ni escribir
2014	22	Huesca	65 y más	Mujer	171,0	2	Inferior a graduado escolar o ESO
2014	22	Huesca	65 y más	Mujer	348,0	3	Graduado escolar o ESO
2014	22	Huesca	65 y más	Mujer	263,0	4	BUP, Bachiller, LOGSE ó superior
2014	44	Teruel	0-15	Hombre	166,0	0	Sin clasificar
2014	44	Teruel	0-15	Hombre	2,0	1	No sabe leer ni escribir
2014	44	Teruel	0-15	Hombre	32,0	2	Inferior a graduado escolar o ESO
2014	44	Teruel	0-15	Hombre	8,0	3	Graduado escolar o ESO
2014	44	Teruel	0-15	Hombre	2,0	4	BUP, Bachiller, LOGSE ó superior
2014	44	Teruel	0-15	Mujer	178,0	0	Sin clasificar
2014	44	Teruel	0-15	Mujer	2,0	1	No sabe leer ni escribir
2014	44	Teruel	0-15	Mujer	25,0	2	Inferior a graduado escolar o ESO
2014	44	Teruel	0-15	Mujer	16,0	3	Graduado escolar o ESO
2014	44	Teruel	0-15	Mujer	1,0	4	BUP, Bachiller, LOGSE ó superior
2014	44	Teruel	16-64	Hombre	393,0	0	Sin clasificar
2014	44	Teruel	16-64	Hombre	2,0	1	No sabe leer ni escribir
2014	44	Teruel	16-64	Hombre	65,0	2	Inferior a graduado escolar o ESO
2014	44	Teruel	16-64	Hombre	269,0	3	Graduado escolar o ESO
2014	44	Teruel	16-64	Hombre	596,0	4	BUP, Bachiller, LOGSE ó superior
2014	44	Teruel	16-64	Mujer	350,0	0	Sin clasificar
2014	44	Teruel	16-64	Mujer	2,0	1	No sabe leer ni escribir
2014	44	Teruel	16-64	Mujer	59,0	2	Inferior a graduado escolar o ESO
2014	44	Teruel	16-64	Mujer	240,0	3	Graduado escolar o ESO
2014	44	Teruel	16-64	Mujer	636,0	4	BUP, Bachiller, LOGSE ó superior
2014	44	Teruel	65 y más	Hombre	300,0	0	Sin clasificar
2014	44	Teruel	65 y más	Hombre	3,0	1	No sabe leer ni escribir
2014	44	Teruel	65 y más	Hombre	117,0	2	Inferior a graduado escolar o ESO
2014	44	Teruel	65 y más	Hombre	230,0	3	Graduado escolar o ESO
2014	44	Teruel	65 y más	Hombre	175,0	4	BUP, Bachiller, LOGSE ó superior
2014	44	Teruel	65 y más	Mujer	332,0	0	Sin clasificar
2014	44	Teruel	65 y más	Mujer	1,0	1	No sabe leer ni escribir
2014	44	Teruel	65 y más	Mujer	147,0	2	Inferior a graduado escolar o ESO
2014	44	Teruel	65 y más	Mujer	262,0	3	Graduado escolar o ESO
2014	44	Teruel	65 y más	Mujer	151,0	4	BUP, Bachiller, LOGSE ó superior
2014	50	Zaragoza	0-15	Hombre	1800,0	0	Sin clasificar
2014	50	Zaragoza	0-15	Hombre	22,0	1	No sabe leer ni escribir
2014	50	Zaragoza	0-15	Hombre	236,0	2	Inferior a graduado escolar o ESO
2014	50	Zaragoza	0-15	Hombre	51,0	3	Graduado escolar o ESO
2014	50	Zaragoza	0-15	Hombre	7,0	4	BUP, Bachiller, LOGSE ó superior
2014	50	Zaragoza	0-15	Mujer	1753,0	0	Sin clasificar
2014	50	Zaragoza	0-15	Mujer	18,0	1	No sabe leer ni escribir
2014	50	Zaragoza	0-15	Mujer	207,0	2	Inferior a graduado escolar o ESO
2014	50	Zaragoza	0-15	Mujer	51,0	3	Graduado escolar o ESO
2014	50	Zaragoza	0-15	Mujer	11,0	4	BUP, Bachiller, LOGSE ó superior
2014	50	Zaragoza	16-64	Hombre	1684,0	0	Sin clasificar
2014	50	Zaragoza	16-64	Hombre	5,0	1	No sabe leer ni escribir
2014	50	Zaragoza	16-64	Hombre	288,0	2	Inferior a graduado escolar o ESO
2014	50	Zaragoza	16-64	Hombre	1291,0	3	Graduado escolar o ESO
2014	50	Zaragoza	16-64	Hombre	3668,0	4	BUP, Bachiller, LOGSE ó superior
2014	50	Zaragoza	16-64	Mujer	1863,0	0	Sin clasificar
2014	50	Zaragoza	16-64	Mujer	3,0	1	No sabe leer ni escribir
2014	50	Zaragoza	16-64	Mujer	257,0	2	Inferior a graduado escolar o ESO
2014	50	Zaragoza	16-64	Mujer	1360,0	3	Graduado escolar o ESO
2014	50	Zaragoza	16-64	Mujer	4154,0	4	BUP, Bachiller, LOGSE ó superior
2014	50	Zaragoza	65 y más	Hombre	742,0	0	Sin clasificar
2014	50	Zaragoza	65 y más	Hombre	183,0	2	Inferior a graduado escolar o ESO
2014	50	Zaragoza	65 y más	Hombre	607,0	3	Graduado escolar o ESO
2014	50	Zaragoza	65 y más	Hombre	564,0	4	BUP, Bachiller, LOGSE ó superior
2014	50	Zaragoza	65 y más	Mujer	927,0	0	Sin clasificar
2014	50	Zaragoza	65 y más	Mujer	4,0	1	No sabe leer ni escribir
2014	50	Zaragoza	65 y más	Mujer	279,0	2	Inferior a graduado escolar o ESO
2014	50	Zaragoza	65 y más	Mujer	841,0	3	Graduado escolar o ESO
2014	50	Zaragoza	65 y más	Mujer	532,0	4	BUP, Bachiller, LOGSE ó superior
2016	22	Huesca	0-15	Hombre	546,0	0	Sin clasificar
2016	22	Huesca	0-15	Hombre	7,0	1	No sabe leer ni escribir
2016	22	Huesca	0-15	Hombre	74,0	2	Inferior a graduado escolar o ESO
2016	22	Huesca	0-15	Hombre	17,0	3	Graduado escolar o ESO
2016	22	Huesca	0-15	Hombre	6,0	4	BUP, Bachiller, LOGSE ó superior
2016	22	Huesca	0-15	Mujer	480,0	0	Sin clasificar
2016	22	Huesca	0-15	Mujer	7,0	1	No sabe leer ni escribir
2016	22	Huesca	0-15	Mujer	64,0	2	Inferior a graduado escolar o ESO
2016	22	Huesca	0-15	Mujer	11,0	3	Graduado escolar o ESO
2016	22	Huesca	0-15	Mujer	5,0	4	BUP, Bachiller, LOGSE ó superior
2016	22	Huesca	16-64	Hombre	580,0	0	Sin clasificar
2016	22	Huesca	16-64	Hombre	3,0	1	No sabe leer ni escribir
2016	22	Huesca	16-64	Hombre	117,0	2	Inferior a graduado escolar o ESO
2016	22	Huesca	16-64	Hombre	415,0	3	Graduado escolar o ESO
2016	22	Huesca	16-64	Hombre	1217,0	4	BUP, Bachiller, LOGSE ó superior
2016	22	Huesca	16-64	Mujer	607,0	0	Sin clasificar
2016	22	Huesca	16-64	Mujer	95,0	2	Inferior a graduado escolar o ESO
2016	22	Huesca	16-64	Mujer	341,0	3	Graduado escolar o ESO
2016	22	Huesca	16-64	Mujer	1327,0	4	BUP, Bachiller, LOGSE ó superior
2016	22	Huesca	65 y más	Hombre	409,0	0	Sin clasificar
2016	22	Huesca	65 y más	Hombre	120,0	2	Inferior a graduado escolar o ESO
2016	22	Huesca	65 y más	Hombre	264,0	3	Graduado escolar o ESO
2016	22	Huesca	65 y más	Hombre	270,0	4	BUP, Bachiller, LOGSE ó superior
2016	22	Huesca	65 y más	Mujer	381,0	0	Sin clasificar
2016	22	Huesca	65 y más	Mujer	165,0	2	Inferior a graduado escolar o ESO
2016	22	Huesca	65 y más	Mujer	365,0	3	Graduado escolar o ESO
2016	22	Huesca	65 y más	Mujer	291,0	4	BUP, Bachiller, LOGSE ó superior
2016	44	Teruel	0-15	Hombre	197,0	0	Sin clasificar
2016	44	Teruel	0-15	Hombre	2,0	1	No sabe leer ni escribir
2016	44	Teruel	0-15	Hombre	36,0	2	Inferior a graduado escolar o ESO
2016	44	Teruel	0-15	Hombre	8,0	3	Graduado escolar o ESO
2016	44	Teruel	0-15	Hombre	1,0	4	BUP, Bachiller, LOGSE ó superior
2016	44	Teruel	0-15	Mujer	207,0	0	Sin clasificar
2016	44	Teruel	0-15	Mujer	4,0	1	No sabe leer ni escribir
2016	44	Teruel	0-15	Mujer	29,0	2	Inferior a graduado escolar o ESO
2016	44	Teruel	0-15	Mujer	13,0	3	Graduado escolar o ESO
2016	44	Teruel	0-15	Mujer	2,0	4	BUP, Bachiller, LOGSE ó superior
2016	44	Teruel	16-64	Hombre	430,0	0	Sin clasificar
2016	44	Teruel	16-64	Hombre	1,0	1	No sabe leer ni escribir
2016	44	Teruel	16-64	Hombre	73,0	2	Inferior a graduado escolar o ESO
2016	44	Teruel	16-64	Hombre	291,0	3	Graduado escolar o ESO
2016	44	Teruel	16-64	Hombre	688,0	4	BUP, Bachiller, LOGSE ó superior
2016	44	Teruel	16-64	Mujer	374,0	0	Sin clasificar
2016	44	Teruel	16-64	Mujer	1,0	1	No sabe leer ni escribir
2016	44	Teruel	16-64	Mujer	61,0	2	Inferior a graduado escolar o ESO
2016	44	Teruel	16-64	Mujer	252,0	3	Graduado escolar o ESO
2016	44	Teruel	16-64	Mujer	710,0	4	BUP, Bachiller, LOGSE ó superior
2016	44	Teruel	65 y más	Hombre	292,0	0	Sin clasificar
2016	44	Teruel	65 y más	Hombre	2,0	1	No sabe leer ni escribir
2016	44	Teruel	65 y más	Hombre	110,0	2	Inferior a graduado escolar o ESO
2016	44	Teruel	65 y más	Hombre	240,0	3	Graduado escolar o ESO
2016	44	Teruel	65 y más	Hombre	195,0	4	BUP, Bachiller, LOGSE ó superior
2016	44	Teruel	65 y más	Mujer	323,0	0	Sin clasificar
2016	44	Teruel	65 y más	Mujer	1,0	1	No sabe leer ni escribir
2016	44	Teruel	65 y más	Mujer	142,0	2	Inferior a graduado escolar o ESO
2016	44	Teruel	65 y más	Mujer	273,0	3	Graduado escolar o ESO
2016	44	Teruel	65 y más	Mujer	183,0	4	BUP, Bachiller, LOGSE ó superior
2016	50	Zaragoza	0-15	Hombre	2154,0	0	Sin clasificar
2016	50	Zaragoza	0-15	Hombre	27,0	1	No sabe leer ni escribir
2016	50	Zaragoza	0-15	Hombre	264,0	2	Inferior a graduado escolar o ESO
2016	50	Zaragoza	0-15	Hombre	49,0	3	Graduado escolar o ESO
2016	50	Zaragoza	0-15	Hombre	14,0	4	BUP, Bachiller, LOGSE ó superior
2016	50	Zaragoza	0-15	Mujer	2046,0	0	Sin clasificar
2016	50	Zaragoza	0-15	Mujer	27,0	1	No sabe leer ni escribir
2016	50	Zaragoza	0-15	Mujer	244,0	2	Inferior a graduado escolar o ESO
2016	50	Zaragoza	0-15	Mujer	73,0	3	Graduado escolar o ESO
2016	50	Zaragoza	0-15	Mujer	25,0	4	BUP, Bachiller, LOGSE ó superior
2016	50	Zaragoza	16-64	Hombre	1839,0	0	Sin clasificar
2016	50	Zaragoza	16-64	Hombre	7,0	1	No sabe leer ni escribir
2016	50	Zaragoza	16-64	Hombre	363,0	2	Inferior a graduado escolar o ESO
2016	50	Zaragoza	16-64	Hombre	1423,0	3	Graduado escolar o ESO
2016	50	Zaragoza	16-64	Hombre	4401,0	4	BUP, Bachiller, LOGSE ó superior
2016	50	Zaragoza	16-64	Mujer	1991,0	0	Sin clasificar
2016	50	Zaragoza	16-64	Mujer	5,0	1	No sabe leer ni escribir
2016	50	Zaragoza	16-64	Mujer	301,0	2	Inferior a graduado escolar o ESO
2016	50	Zaragoza	16-64	Mujer	1434,0	3	Graduado escolar o ESO
2016	50	Zaragoza	16-64	Mujer	4825,0	4	BUP, Bachiller, LOGSE ó superior
2016	50	Zaragoza	65 y más	Hombre	720,0	0	Sin clasificar
2016	50	Zaragoza	65 y más	Hombre	180,0	2	Inferior a graduado escolar o ESO
2016	50	Zaragoza	65 y más	Hombre	649,0	3	Graduado escolar o ESO
2016	50	Zaragoza	65 y más	Hombre	656,0	4	BUP, Bachiller, LOGSE ó superior
2016	50	Zaragoza	65 y más	Mujer	909,0	0	Sin clasificar
2016	50	Zaragoza	65 y más	Mujer	4,0	1	No sabe leer ni escribir
2016	50	Zaragoza	65 y más	Mujer	267,0	2	Inferior a graduado escolar o ESO
2016	50	Zaragoza	65 y más	Mujer	895,0	3	Graduado escolar o ESO
2016	50	Zaragoza	65 y más	Mujer	651,0	4	BUP, Bachiller, LOGSE ó superior
2017	22	Huesca	0-15	Hombre	606,0	0	Sin clasificar
2017	22	Huesca	0-15	Hombre	8,0	1	No sabe leer ni escribir
2017	22	Huesca	0-15	Hombre	71,0	2	Inferior a graduado escolar o ESO
2017	22	Huesca	0-15	Hombre	16,0	3	Graduado escolar o ESO
2017	22	Huesca	0-15	Hombre	6,0	4	BUP, Bachiller, LOGSE ó superior
2017	22	Huesca	0-15	Mujer	535,0	0	Sin clasificar
2017	22	Huesca	0-15	Mujer	10,0	1	No sabe leer ni escribir
2017	22	Huesca	0-15	Mujer	58,0	2	Inferior a graduado escolar o ESO
2017	22	Huesca	0-15	Mujer	16,0	3	Graduado escolar o ESO
2017	22	Huesca	0-15	Mujer	5,0	4	BUP, Bachiller, LOGSE ó superior
2017	22	Huesca	16-64	Hombre	623,0	0	Sin clasificar
2017	22	Huesca	16-64	Hombre	3,0	1	No sabe leer ni escribir
2017	22	Huesca	16-64	Hombre	136,0	2	Inferior a graduado escolar o ESO
2017	22	Huesca	16-64	Hombre	431,0	3	Graduado escolar o ESO
2017	22	Huesca	16-64	Hombre	1295,0	4	BUP, Bachiller, LOGSE ó superior
2017	22	Huesca	16-64	Mujer	625,0	0	Sin clasificar
2017	22	Huesca	16-64	Mujer	96,0	2	Inferior a graduado escolar o ESO
2017	22	Huesca	16-64	Mujer	358,0	3	Graduado escolar o ESO
2017	22	Huesca	16-64	Mujer	1400,0	4	BUP, Bachiller, LOGSE ó superior
2017	22	Huesca	65 y más	Hombre	404,0	0	Sin clasificar
2017	22	Huesca	65 y más	Hombre	117,0	2	Inferior a graduado escolar o ESO
2017	22	Huesca	65 y más	Hombre	267,0	3	Graduado escolar o ESO
2017	22	Huesca	65 y más	Hombre	291,0	4	BUP, Bachiller, LOGSE ó superior
2017	22	Huesca	65 y más	Mujer	387,0	0	Sin clasificar
2017	22	Huesca	65 y más	Mujer	163,0	2	Inferior a graduado escolar o ESO
2017	22	Huesca	65 y más	Mujer	370,0	3	Graduado escolar o ESO
2017	22	Huesca	65 y más	Mujer	312,0	4	BUP, Bachiller, LOGSE ó superior
2017	44	Teruel	0-15	Hombre	224,0	0	Sin clasificar
2017	44	Teruel	0-15	Hombre	2,0	1	No sabe leer ni escribir
2017	44	Teruel	0-15	Hombre	34,0	2	Inferior a graduado escolar o ESO
2017	44	Teruel	0-15	Hombre	7,0	3	Graduado escolar o ESO
2017	44	Teruel	0-15	Hombre	1,0	4	BUP, Bachiller, LOGSE ó superior
2017	44	Teruel	0-15	Mujer	240,0	0	Sin clasificar
2017	44	Teruel	0-15	Mujer	5,0	1	No sabe leer ni escribir
2017	44	Teruel	0-15	Mujer	25,0	2	Inferior a graduado escolar o ESO
2017	44	Teruel	0-15	Mujer	14,0	3	Graduado escolar o ESO
2017	44	Teruel	0-15	Mujer	2,0	4	BUP, Bachiller, LOGSE ó superior
2017	44	Teruel	16-64	Hombre	444,0	0	Sin clasificar
2017	44	Teruel	16-64	Hombre	1,0	1	No sabe leer ni escribir
2017	44	Teruel	16-64	Hombre	72,0	2	Inferior a graduado escolar o ESO
2017	44	Teruel	16-64	Hombre	301,0	3	Graduado escolar o ESO
2017	44	Teruel	16-64	Hombre	719,0	4	BUP, Bachiller, LOGSE ó superior
2017	44	Teruel	16-64	Mujer	380,0	0	Sin clasificar
2017	44	Teruel	16-64	Mujer	1,0	1	No sabe leer ni escribir
2017	44	Teruel	16-64	Mujer	61,0	2	Inferior a graduado escolar o ESO
2017	44	Teruel	16-64	Mujer	252,0	3	Graduado escolar o ESO
2017	44	Teruel	16-64	Mujer	744,0	4	BUP, Bachiller, LOGSE ó superior
2017	44	Teruel	65 y más	Hombre	286,0	0	Sin clasificar
2017	44	Teruel	65 y más	Hombre	1,0	1	No sabe leer ni escribir
2017	44	Teruel	65 y más	Hombre	104,0	2	Inferior a graduado escolar o ESO
2017	44	Teruel	65 y más	Hombre	235,0	3	Graduado escolar o ESO
2017	44	Teruel	65 y más	Hombre	203,0	4	BUP, Bachiller, LOGSE ó superior
2017	44	Teruel	65 y más	Mujer	321,0	0	Sin clasificar
2017	44	Teruel	65 y más	Mujer	1,0	1	No sabe leer ni escribir
2017	44	Teruel	65 y más	Mujer	138,0	2	Inferior a graduado escolar o ESO
2017	44	Teruel	65 y más	Mujer	280,0	3	Graduado escolar o ESO
2017	44	Teruel	65 y más	Mujer	194,0	4	BUP, Bachiller, LOGSE ó superior
2017	50	Zaragoza	0-15	Hombre	2370,0	0	Sin clasificar
2017	50	Zaragoza	0-15	Hombre	30,0	1	No sabe leer ni escribir
2017	50	Zaragoza	0-15	Hombre	272,0	2	Inferior a graduado escolar o ESO
2017	50	Zaragoza	0-15	Hombre	62,0	3	Graduado escolar o ESO
2017	50	Zaragoza	0-15	Hombre	10,0	4	BUP, Bachiller, LOGSE ó superior
2017	50	Zaragoza	0-15	Mujer	2215,0	0	Sin clasificar
2017	50	Zaragoza	0-15	Mujer	30,0	1	No sabe leer ni escribir
2017	50	Zaragoza	0-15	Mujer	240,0	2	Inferior a graduado escolar o ESO
2017	50	Zaragoza	0-15	Mujer	77,0	3	Graduado escolar o ESO
2017	50	Zaragoza	0-15	Mujer	24,0	4	BUP, Bachiller, LOGSE ó superior
2017	50	Zaragoza	16-64	Hombre	1965,0	0	Sin clasificar
2017	50	Zaragoza	16-64	Hombre	8,0	1	No sabe leer ni escribir
2017	50	Zaragoza	16-64	Hombre	392,0	2	Inferior a graduado escolar o ESO
2017	50	Zaragoza	16-64	Hombre	1509,0	3	Graduado escolar o ESO
2017	50	Zaragoza	16-64	Hombre	4709,0	4	BUP, Bachiller, LOGSE ó superior
2017	50	Zaragoza	16-64	Mujer	2065,0	0	Sin clasificar
2017	50	Zaragoza	16-64	Mujer	6,0	1	No sabe leer ni escribir
2017	50	Zaragoza	16-64	Mujer	333,0	2	Inferior a graduado escolar o ESO
2017	50	Zaragoza	16-64	Mujer	1494,0	3	Graduado escolar o ESO
2017	50	Zaragoza	16-64	Mujer	5149,0	4	BUP, Bachiller, LOGSE ó superior
2017	50	Zaragoza	65 y más	Hombre	736,0	0	Sin clasificar
2017	50	Zaragoza	65 y más	Hombre	178,0	2	Inferior a graduado escolar o ESO
2017	50	Zaragoza	65 y más	Hombre	651,0	3	Graduado escolar o ESO
2017	50	Zaragoza	65 y más	Hombre	709,0	4	BUP, Bachiller, LOGSE ó superior
2017	50	Zaragoza	65 y más	Mujer	907,0	0	Sin clasificar
2017	50	Zaragoza	65 y más	Mujer	4,0	1	No sabe leer ni escribir
2017	50	Zaragoza	65 y más	Mujer	258,0	2	Inferior a graduado escolar o ESO
2017	50	Zaragoza	65 y más	Mujer	911,0	3	Graduado escolar o ESO
2017	50	Zaragoza	65 y más	Mujer	710,0	4	BUP, Bachiller, LOGSE ó superior
