Año	Residencia área código	Residencia continente nombre	Residencia área nombre	Inscripción comarca código	Inscripción comarca nombre	Sexo	Personas
2011	01	Europa	UE-27	10	Los Monegros	Hombre	3,0
2011	01	Europa	UE-27	10	Los Monegros	Mujer	10,0
2011	01	Europa	UE-27	11	Bajo Cinca / Baix Cinca	Hombre	2,0
2011	01	Europa	UE-27	11	Bajo Cinca / Baix Cinca	Mujer	5,0
2011	01	Europa	UE-27	12	Tarazona y el Moncayo	Hombre	3,0
2011	01	Europa	UE-27	12	Tarazona y el Moncayo	Mujer	2,0
2011	01	Europa	UE-27	13	Campo de Borja	Hombre	1,0
2011	01	Europa	UE-27	13	Campo de Borja	Mujer	5,0
2011	01	Europa	UE-27	14	Aranda	Mujer	3,0
2011	01	Europa	UE-27	15	Ribera Alta del Ebro	Hombre	5,0
2011	01	Europa	UE-27	15	Ribera Alta del Ebro	Mujer	7,0
2011	01	Europa	UE-27	16	Valdejalón	Hombre	4,0
2011	01	Europa	UE-27	16	Valdejalón	Mujer	7,0
2011	01	Europa	UE-27	17	D.C. Zaragoza	Hombre	376,0
2011	01	Europa	UE-27	17	D.C. Zaragoza	Mujer	431,0
2011	01	Europa	UE-27	18	Ribera Baja del Ebro	Hombre	1,0
2011	01	Europa	UE-27	18	Ribera Baja del Ebro	Mujer	1,0
2011	01	Europa	UE-27	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	4,0
2011	01	Europa	UE-27	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujer	2,0
2011	01	Europa	UE-27	20	Comunidad de Calatayud	Hombre	9,0
2011	01	Europa	UE-27	20	Comunidad de Calatayud	Mujer	20,0
2011	01	Europa	UE-27	21	Campo de Cariñena	Hombre	1,0
2011	01	Europa	UE-27	21	Campo de Cariñena	Mujer	2,0
2011	01	Europa	UE-27	22	Campo de Belchite	Hombre	2,0
2011	01	Europa	UE-27	22	Campo de Belchite	Mujer	6,0
2011	01	Europa	UE-27	23	Bajo Martín	Hombre	1,0
2011	01	Europa	UE-27	24	Campo de Daroca	Hombre	2,0
2011	01	Europa	UE-27	24	Campo de Daroca	Mujer	3,0
2011	01	Europa	UE-27	25	Jiloca	Hombre	3,0
2011	01	Europa	UE-27	25	Jiloca	Mujer	2,0
2011	01	Europa	UE-27	26	Cuencas Mineras	Hombre	9,0
2011	01	Europa	UE-27	26	Cuencas Mineras	Mujer	11,0
2011	01	Europa	UE-27	27	Andorra-Sierra de Arcos	Hombre	1,0
2011	01	Europa	UE-27	28	Bajo Aragón	Hombre	7,0
2011	01	Europa	UE-27	28	Bajo Aragón	Mujer	9,0
2011	01	Europa	UE-27	29	Comunidad de Teruel	Hombre	33,0
2011	01	Europa	UE-27	29	Comunidad de Teruel	Mujer	23,0
2011	01	Europa	UE-27	30	Maestrazgo	Hombre	1,0
2011	01	Europa	UE-27	30	Maestrazgo	Mujer	1,0
2011	01	Europa	UE-27	31	Sierra de Albarracín	Hombre	2,0
2011	01	Europa	UE-27	32	Gúdar-Javalambre	Hombre	4,0
2011	01	Europa	UE-27	32	Gúdar-Javalambre	Mujer	1,0
2011	01	Europa	UE-27	33	Matarraña / Matarranya	Hombre	2,0
2011	01	Europa	UE-27	33	Matarraña / Matarranya	Mujer	6,0
2011	01	Europa	UE-27_2007	01	La Jacetania	Hombre	177,0
2011	01	Europa	UE-27_2007	01	La Jacetania	Mujer	196,0
2011	01	Europa	UE-27_2007	02	Alto Gállego	Hombre	85,0
2011	01	Europa	UE-27_2007	02	Alto Gállego	Mujer	68,0
2011	01	Europa	UE-27_2007	03	Sobrarbe	Hombre	117,0
2011	01	Europa	UE-27_2007	03	Sobrarbe	Mujer	153,0
2011	01	Europa	UE-27_2007	04	La Ribagorza	Hombre	106,0
2011	01	Europa	UE-27_2007	04	La Ribagorza	Mujer	94,0
2011	01	Europa	UE-27_2007	05	Cinco Villas	Hombre	199,0
2011	01	Europa	UE-27_2007	05	Cinco Villas	Mujer	226,0
2011	01	Europa	UE-27_2007	06	Hoya de Huesca / Plana de Uesca	Hombre	304,0
2011	01	Europa	UE-27_2007	06	Hoya de Huesca / Plana de Uesca	Mujer	289,0
2011	01	Europa	UE-27_2007	07	Somontano de Barbastro	Hombre	147,0
2011	01	Europa	UE-27_2007	07	Somontano de Barbastro	Mujer	127,0
2011	01	Europa	UE-27_2007	08	Cinca Medio	Hombre	88,0
2011	01	Europa	UE-27_2007	08	Cinca Medio	Mujer	81,0
2011	01	Europa	UE-27_2007	09	La Litera / La Llitera	Hombre	83,0
2011	01	Europa	UE-27_2007	09	La Litera / La Llitera	Mujer	52,0
2011	01	Europa	UE-27_2007	10	Los Monegros	Hombre	83,0
2011	01	Europa	UE-27_2007	10	Los Monegros	Mujer	129,0
2011	01	Europa	UE-27_2007	11	Bajo Cinca / Baix Cinca	Hombre	103,0
2011	01	Europa	UE-27_2007	11	Bajo Cinca / Baix Cinca	Mujer	93,0
2011	01	Europa	UE-27_2007	12	Tarazona y el Moncayo	Hombre	28,0
2011	01	Europa	UE-27_2007	12	Tarazona y el Moncayo	Mujer	33,0
2011	01	Europa	UE-27_2007	13	Campo de Borja	Hombre	57,0
2011	01	Europa	UE-27_2007	13	Campo de Borja	Mujer	43,0
2011	01	Europa	UE-27_2007	14	Aranda	Hombre	6,0
2011	01	Europa	UE-27_2007	14	Aranda	Mujer	15,0
2011	01	Europa	UE-27_2007	15	Ribera Alta del Ebro	Hombre	79,0
2011	01	Europa	UE-27_2007	15	Ribera Alta del Ebro	Mujer	64,0
2011	01	Europa	UE-27_2007	16	Valdejalón	Hombre	44,0
2011	01	Europa	UE-27_2007	16	Valdejalón	Mujer	41,0
2011	01	Europa	UE-27_2007	17	D.C. Zaragoza	Hombre	2196,0
2011	01	Europa	UE-27_2007	17	D.C. Zaragoza	Mujer	2591,0
2011	01	Europa	UE-27_2007	18	Ribera Baja del Ebro	Hombre	64,0
2011	01	Europa	UE-27_2007	18	Ribera Baja del Ebro	Mujer	59,0
2011	01	Europa	UE-27_2007	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	61,0
2011	01	Europa	UE-27_2007	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujer	55,0
2011	01	Europa	UE-27_2007	20	Comunidad de Calatayud	Hombre	126,0
2011	01	Europa	UE-27_2007	20	Comunidad de Calatayud	Mujer	130,0
2011	01	Europa	UE-27_2007	21	Campo de Cariñena	Hombre	30,0
2011	01	Europa	UE-27_2007	21	Campo de Cariñena	Mujer	28,0
2011	01	Europa	UE-27_2007	22	Campo de Belchite	Hombre	48,0
2011	01	Europa	UE-27_2007	22	Campo de Belchite	Mujer	32,0
2011	01	Europa	UE-27_2007	23	Bajo Martín	Hombre	44,0
2011	01	Europa	UE-27_2007	23	Bajo Martín	Mujer	50,0
2011	01	Europa	UE-27_2007	24	Campo de Daroca	Hombre	37,0
2011	01	Europa	UE-27_2007	24	Campo de Daroca	Mujer	40,0
2011	01	Europa	UE-27_2007	25	Jiloca	Hombre	59,0
2011	01	Europa	UE-27_2007	25	Jiloca	Mujer	48,0
2011	01	Europa	UE-27_2007	26	Cuencas Mineras	Hombre	63,0
2011	01	Europa	UE-27_2007	26	Cuencas Mineras	Mujer	70,0
2011	01	Europa	UE-27_2007	27	Andorra-Sierra de Arcos	Hombre	75,0
2011	01	Europa	UE-27_2007	27	Andorra-Sierra de Arcos	Mujer	73,0
2011	01	Europa	UE-27_2007	28	Bajo Aragón	Hombre	142,0
2011	01	Europa	UE-27_2007	28	Bajo Aragón	Mujer	134,0
2011	01	Europa	UE-27_2007	29	Comunidad de Teruel	Hombre	222,0
2011	01	Europa	UE-27_2007	29	Comunidad de Teruel	Mujer	228,0
2011	01	Europa	UE-27_2007	30	Maestrazgo	Hombre	23,0
2011	01	Europa	UE-27_2007	30	Maestrazgo	Mujer	33,0
2011	01	Europa	UE-27_2007	31	Sierra de Albarracín	Hombre	32,0
2011	01	Europa	UE-27_2007	31	Sierra de Albarracín	Mujer	26,0
2011	01	Europa	UE-27_2007	32	Gúdar-Javalambre	Hombre	40,0
2011	01	Europa	UE-27_2007	32	Gúdar-Javalambre	Mujer	34,0
2011	01	Europa	UE-27_2007	33	Matarraña / Matarranya	Hombre	98,0
2011	01	Europa	UE-27_2007	33	Matarraña / Matarranya	Mujer	85,0
2011	02	Europa	Resto de Europa	01	La Jacetania	Hombre	9,0
2011	02	Europa	Resto de Europa	01	La Jacetania	Mujer	14,0
2011	02	Europa	Resto de Europa	02	Alto Gállego	Hombre	6,0
2011	02	Europa	Resto de Europa	02	Alto Gállego	Mujer	7,0
2011	02	Europa	Resto de Europa	03	Sobrarbe	Hombre	5,0
2011	02	Europa	Resto de Europa	03	Sobrarbe	Mujer	7,0
2011	02	Europa	Resto de Europa	04	La Ribagorza	Hombre	19,0
2011	02	Europa	Resto de Europa	04	La Ribagorza	Mujer	31,0
2011	02	Europa	Resto de Europa	05	Cinco Villas	Hombre	15,0
2011	02	Europa	Resto de Europa	05	Cinco Villas	Mujer	10,0
2011	02	Europa	Resto de Europa	06	Hoya de Huesca / Plana de Uesca	Hombre	35,0
2011	02	Europa	Resto de Europa	06	Hoya de Huesca / Plana de Uesca	Mujer	44,0
2011	02	Europa	Resto de Europa	07	Somontano de Barbastro	Hombre	28,0
2011	02	Europa	Resto de Europa	07	Somontano de Barbastro	Mujer	29,0
2011	02	Europa	Resto de Europa	08	Cinca Medio	Hombre	21,0
2011	02	Europa	Resto de Europa	08	Cinca Medio	Mujer	22,0
2011	02	Europa	Resto de Europa	09	La Litera / La Llitera	Hombre	34,0
2011	02	Europa	Resto de Europa	09	La Litera / La Llitera	Mujer	23,0
2011	02	Europa	Resto de Europa	10	Los Monegros	Hombre	10,0
2011	02	Europa	Resto de Europa	10	Los Monegros	Mujer	9,0
2011	02	Europa	Resto de Europa	11	Bajo Cinca / Baix Cinca	Hombre	26,0
2011	02	Europa	Resto de Europa	11	Bajo Cinca / Baix Cinca	Mujer	32,0
2011	02	Europa	Resto de Europa	12	Tarazona y el Moncayo	Hombre	7,0
2011	02	Europa	Resto de Europa	12	Tarazona y el Moncayo	Mujer	7,0
2011	02	Europa	Resto de Europa	13	Campo de Borja	Hombre	5,0
2011	02	Europa	Resto de Europa	13	Campo de Borja	Mujer	7,0
2011	02	Europa	Resto de Europa	14	Aranda	Hombre	5,0
2011	02	Europa	Resto de Europa	14	Aranda	Mujer	1,0
2011	02	Europa	Resto de Europa	15	Ribera Alta del Ebro	Hombre	10,0
2011	02	Europa	Resto de Europa	15	Ribera Alta del Ebro	Mujer	10,0
2011	02	Europa	Resto de Europa	16	Valdejalón	Hombre	8,0
2011	02	Europa	Resto de Europa	16	Valdejalón	Mujer	10,0
2011	02	Europa	Resto de Europa	17	D.C. Zaragoza	Hombre	378,0
2011	02	Europa	Resto de Europa	17	D.C. Zaragoza	Mujer	442,0
2011	02	Europa	Resto de Europa	18	Ribera Baja del Ebro	Hombre	10,0
2011	02	Europa	Resto de Europa	18	Ribera Baja del Ebro	Mujer	8,0
2011	02	Europa	Resto de Europa	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	14,0
2011	02	Europa	Resto de Europa	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujer	13,0
2011	02	Europa	Resto de Europa	20	Comunidad de Calatayud	Hombre	25,0
2011	02	Europa	Resto de Europa	20	Comunidad de Calatayud	Mujer	34,0
2011	02	Europa	Resto de Europa	21	Campo de Cariñena	Hombre	5,0
2011	02	Europa	Resto de Europa	21	Campo de Cariñena	Mujer	8,0
2011	02	Europa	Resto de Europa	22	Campo de Belchite	Hombre	3,0
2011	02	Europa	Resto de Europa	22	Campo de Belchite	Mujer	2,0
2011	02	Europa	Resto de Europa	23	Bajo Martín	Hombre	1,0
2011	02	Europa	Resto de Europa	23	Bajo Martín	Mujer	1,0
2011	02	Europa	Resto de Europa	24	Campo de Daroca	Hombre	5,0
2011	02	Europa	Resto de Europa	24	Campo de Daroca	Mujer	9,0
2011	02	Europa	Resto de Europa	25	Jiloca	Hombre	12,0
2011	02	Europa	Resto de Europa	25	Jiloca	Mujer	11,0
2011	02	Europa	Resto de Europa	26	Cuencas Mineras	Hombre	6,0
2011	02	Europa	Resto de Europa	26	Cuencas Mineras	Mujer	8,0
2011	02	Europa	Resto de Europa	27	Andorra-Sierra de Arcos	Hombre	3,0
2011	02	Europa	Resto de Europa	27	Andorra-Sierra de Arcos	Mujer	5,0
2011	02	Europa	Resto de Europa	28	Bajo Aragón	Hombre	14,0
2011	02	Europa	Resto de Europa	28	Bajo Aragón	Mujer	22,0
2011	02	Europa	Resto de Europa	29	Comunidad de Teruel	Hombre	27,0
2011	02	Europa	Resto de Europa	29	Comunidad de Teruel	Mujer	31,0
2011	02	Europa	Resto de Europa	30	Maestrazgo	Hombre	3,0
2011	02	Europa	Resto de Europa	30	Maestrazgo	Mujer	8,0
2011	02	Europa	Resto de Europa	31	Sierra de Albarracín	Hombre	3,0
2011	02	Europa	Resto de Europa	31	Sierra de Albarracín	Mujer	4,0
2011	02	Europa	Resto de Europa	32	Gúdar-Javalambre	Mujer	4,0
2011	02	Europa	Resto de Europa	33	Matarraña / Matarranya	Hombre	8,0
2011	02	Europa	Resto de Europa	33	Matarraña / Matarranya	Mujer	13,0
2011	03	África	Magreb	01	La Jacetania	Mujer	2,0
2011	03	África	Magreb	02	Alto Gállego	Hombre	2,0
2011	03	África	Magreb	04	La Ribagorza	Hombre	2,0
2011	03	África	Magreb	04	La Ribagorza	Mujer	1,0
2011	03	África	Magreb	05	Cinco Villas	Hombre	1,0
2011	03	África	Magreb	06	Hoya de Huesca / Plana de Uesca	Hombre	7,0
2011	03	África	Magreb	06	Hoya de Huesca / Plana de Uesca	Mujer	2,0
2011	03	África	Magreb	07	Somontano de Barbastro	Mujer	1,0
2011	03	África	Magreb	08	Cinca Medio	Mujer	1,0
2011	03	África	Magreb	15	Ribera Alta del Ebro	Hombre	3,0
2011	03	África	Magreb	15	Ribera Alta del Ebro	Mujer	2,0
2011	03	África	Magreb	16	Valdejalón	Hombre	2,0
2011	03	África	Magreb	16	Valdejalón	Mujer	1,0
2011	03	África	Magreb	17	D.C. Zaragoza	Hombre	51,0
2011	03	África	Magreb	17	D.C. Zaragoza	Mujer	44,0
2011	03	África	Magreb	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	2,0
2011	03	África	Magreb	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujer	1,0
2011	03	África	Magreb	20	Comunidad de Calatayud	Hombre	1,0
2011	03	África	Magreb	27	Andorra-Sierra de Arcos	Mujer	1,0
2011	03	África	Magreb	28	Bajo Aragón	Mujer	1,0
2011	03	África	Magreb	29	Comunidad de Teruel	Hombre	4,0
2011	03	África	Magreb	29	Comunidad de Teruel	Mujer	3,0
2011	03	África	Magreb	33	Matarraña / Matarranya	Hombre	1,0
2011	04	África	Resto de África	01	La Jacetania	Hombre	2,0
2011	04	África	Resto de África	01	La Jacetania	Mujer	1,0
2011	04	África	Resto de África	02	Alto Gállego	Hombre	4,0
2011	04	África	Resto de África	02	Alto Gállego	Mujer	1,0
2011	04	África	Resto de África	03	Sobrarbe	Mujer	1,0
2011	04	África	Resto de África	04	La Ribagorza	Mujer	1,0
2011	04	África	Resto de África	05	Cinco Villas	Hombre	2,0
2011	04	África	Resto de África	05	Cinco Villas	Mujer	1,0
2011	04	África	Resto de África	06	Hoya de Huesca / Plana de Uesca	Hombre	5,0
2011	04	África	Resto de África	06	Hoya de Huesca / Plana de Uesca	Mujer	5,0
2011	04	África	Resto de África	07	Somontano de Barbastro	Hombre	4,0
2011	04	África	Resto de África	07	Somontano de Barbastro	Mujer	2,0
2011	04	África	Resto de África	08	Cinca Medio	Hombre	1,0
2011	04	África	Resto de África	10	Los Monegros	Hombre	2,0
2011	04	África	Resto de África	10	Los Monegros	Mujer	2,0
2011	04	África	Resto de África	11	Bajo Cinca / Baix Cinca	Hombre	2,0
2011	04	África	Resto de África	12	Tarazona y el Moncayo	Mujer	4,0
2011	04	África	Resto de África	13	Campo de Borja	Mujer	1,0
2011	04	África	Resto de África	15	Ribera Alta del Ebro	Hombre	1,0
2011	04	África	Resto de África	15	Ribera Alta del Ebro	Mujer	2,0
2011	04	África	Resto de África	17	D.C. Zaragoza	Hombre	80,0
2011	04	África	Resto de África	17	D.C. Zaragoza	Mujer	76,0
2011	04	África	Resto de África	18	Ribera Baja del Ebro	Hombre	1,0
2011	04	África	Resto de África	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	2,0
2011	04	África	Resto de África	20	Comunidad de Calatayud	Hombre	1,0
2011	04	África	Resto de África	20	Comunidad de Calatayud	Mujer	1,0
2011	04	África	Resto de África	21	Campo de Cariñena	Hombre	4,0
2011	04	África	Resto de África	26	Cuencas Mineras	Hombre	1,0
2011	04	África	Resto de África	27	Andorra-Sierra de Arcos	Hombre	3,0
2011	04	África	Resto de África	27	Andorra-Sierra de Arcos	Mujer	2,0
2011	04	África	Resto de África	29	Comunidad de Teruel	Hombre	1,0
2011	04	África	Resto de África	29	Comunidad de Teruel	Mujer	3,0
2011	04	África	Resto de África	33	Matarraña / Matarranya	Hombre	1,0
2011	04	África	Resto de África	33	Matarraña / Matarranya	Mujer	1,0
2011	05	América	América del Norte	01	La Jacetania	Hombre	21,0
2011	05	América	América del Norte	01	La Jacetania	Mujer	33,0
2011	05	América	América del Norte	02	Alto Gállego	Hombre	6,0
2011	05	América	América del Norte	02	Alto Gállego	Mujer	5,0
2011	05	América	América del Norte	03	Sobrarbe	Hombre	4,0
2011	05	América	América del Norte	03	Sobrarbe	Mujer	4,0
2011	05	América	América del Norte	04	La Ribagorza	Hombre	5,0
2011	05	América	América del Norte	04	La Ribagorza	Mujer	6,0
2011	05	América	América del Norte	05	Cinco Villas	Hombre	17,0
2011	05	América	América del Norte	05	Cinco Villas	Mujer	17,0
2011	05	América	América del Norte	06	Hoya de Huesca / Plana de Uesca	Hombre	35,0
2011	05	América	América del Norte	06	Hoya de Huesca / Plana de Uesca	Mujer	44,0
2011	05	América	América del Norte	07	Somontano de Barbastro	Hombre	10,0
2011	05	América	América del Norte	07	Somontano de Barbastro	Mujer	11,0
2011	05	América	América del Norte	08	Cinca Medio	Hombre	6,0
2011	05	América	América del Norte	08	Cinca Medio	Mujer	13,0
2011	05	América	América del Norte	09	La Litera / La Llitera	Hombre	9,0
2011	05	América	América del Norte	09	La Litera / La Llitera	Mujer	5,0
2011	05	América	América del Norte	10	Los Monegros	Hombre	11,0
2011	05	América	América del Norte	10	Los Monegros	Mujer	5,0
2011	05	América	América del Norte	11	Bajo Cinca / Baix Cinca	Hombre	1,0
2011	05	América	América del Norte	11	Bajo Cinca / Baix Cinca	Mujer	5,0
2011	05	América	América del Norte	12	Tarazona y el Moncayo	Hombre	3,0
2011	05	América	América del Norte	12	Tarazona y el Moncayo	Mujer	9,0
2011	05	América	América del Norte	13	Campo de Borja	Hombre	5,0
2011	05	América	América del Norte	13	Campo de Borja	Mujer	11,0
2011	05	América	América del Norte	14	Aranda	Hombre	2,0
2011	05	América	América del Norte	14	Aranda	Mujer	2,0
2011	05	América	América del Norte	15	Ribera Alta del Ebro	Hombre	7,0
2011	05	América	América del Norte	15	Ribera Alta del Ebro	Mujer	6,0
2011	05	América	América del Norte	16	Valdejalón	Hombre	5,0
2011	05	América	América del Norte	16	Valdejalón	Mujer	13,0
2011	05	América	América del Norte	17	D.C. Zaragoza	Hombre	608,0
2011	05	América	América del Norte	17	D.C. Zaragoza	Mujer	849,0
2011	05	América	América del Norte	18	Ribera Baja del Ebro	Hombre	1,0
2011	05	América	América del Norte	18	Ribera Baja del Ebro	Mujer	5,0
2011	05	América	América del Norte	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujer	7,0
2011	05	América	América del Norte	20	Comunidad de Calatayud	Hombre	11,0
2011	05	América	América del Norte	20	Comunidad de Calatayud	Mujer	36,0
2011	05	América	América del Norte	21	Campo de Cariñena	Hombre	2,0
2011	05	América	América del Norte	21	Campo de Cariñena	Mujer	9,0
2011	05	América	América del Norte	22	Campo de Belchite	Mujer	3,0
2011	05	América	América del Norte	23	Bajo Martín	Mujer	1,0
2011	05	América	América del Norte	24	Campo de Daroca	Hombre	2,0
2011	05	América	América del Norte	24	Campo de Daroca	Mujer	4,0
2011	05	América	América del Norte	25	Jiloca	Hombre	15,0
2011	05	América	América del Norte	25	Jiloca	Mujer	15,0
2011	05	América	América del Norte	26	Cuencas Mineras	Hombre	6,0
2011	05	América	América del Norte	26	Cuencas Mineras	Mujer	4,0
2011	05	América	América del Norte	27	Andorra-Sierra de Arcos	Hombre	6,0
2011	05	América	América del Norte	27	Andorra-Sierra de Arcos	Mujer	4,0
2011	05	América	América del Norte	28	Bajo Aragón	Hombre	11,0
2011	05	América	América del Norte	28	Bajo Aragón	Mujer	9,0
2011	05	América	América del Norte	29	Comunidad de Teruel	Hombre	71,0
2011	05	América	América del Norte	29	Comunidad de Teruel	Mujer	72,0
2011	05	América	América del Norte	30	Maestrazgo	Hombre	1,0
2011	05	América	América del Norte	30	Maestrazgo	Mujer	1,0
2011	05	América	América del Norte	31	Sierra de Albarracín	Hombre	3,0
2011	05	América	América del Norte	31	Sierra de Albarracín	Mujer	1,0
2011	05	América	América del Norte	32	Gúdar-Javalambre	Hombre	3,0
2011	05	América	América del Norte	32	Gúdar-Javalambre	Mujer	4,0
2011	05	América	América del Norte	33	Matarraña / Matarranya	Hombre	4,0
2011	05	América	América del Norte	33	Matarraña / Matarranya	Mujer	5,0
2011	06	América	Resto de América	01	La Jacetania	Hombre	258,0
2011	06	América	Resto de América	01	La Jacetania	Mujer	288,0
2011	06	América	Resto de América	02	Alto Gállego	Hombre	55,0
2011	06	América	Resto de América	02	Alto Gállego	Mujer	81,0
2011	06	América	Resto de América	03	Sobrarbe	Hombre	148,0
2011	06	América	Resto de América	03	Sobrarbe	Mujer	150,0
2011	06	América	Resto de América	04	La Ribagorza	Hombre	111,0
2011	06	América	Resto de América	04	La Ribagorza	Mujer	130,0
2011	06	América	Resto de América	05	Cinco Villas	Hombre	273,0
2011	06	América	Resto de América	05	Cinco Villas	Mujer	313,0
2011	06	América	Resto de América	06	Hoya de Huesca / Plana de Uesca	Hombre	362,0
2011	06	América	Resto de América	06	Hoya de Huesca / Plana de Uesca	Mujer	341,0
2011	06	América	Resto de América	07	Somontano de Barbastro	Hombre	122,0
2011	06	América	Resto de América	07	Somontano de Barbastro	Mujer	140,0
2011	06	América	Resto de América	08	Cinca Medio	Hombre	70,0
2011	06	América	Resto de América	08	Cinca Medio	Mujer	74,0
2011	06	América	Resto de América	09	La Litera / La Llitera	Hombre	80,0
2011	06	América	Resto de América	09	La Litera / La Llitera	Mujer	80,0
2011	06	América	Resto de América	10	Los Monegros	Hombre	94,0
2011	06	América	Resto de América	10	Los Monegros	Mujer	105,0
2011	06	América	Resto de América	11	Bajo Cinca / Baix Cinca	Hombre	55,0
2011	06	América	Resto de América	11	Bajo Cinca / Baix Cinca	Mujer	69,0
2011	06	América	Resto de América	12	Tarazona y el Moncayo	Hombre	90,0
2011	06	América	Resto de América	12	Tarazona y el Moncayo	Mujer	92,0
2011	06	América	Resto de América	13	Campo de Borja	Hombre	64,0
2011	06	América	Resto de América	13	Campo de Borja	Mujer	76,0
2011	06	América	Resto de América	14	Aranda	Hombre	18,0
2011	06	América	Resto de América	14	Aranda	Mujer	22,0
2011	06	América	Resto de América	15	Ribera Alta del Ebro	Hombre	50,0
2011	06	América	Resto de América	15	Ribera Alta del Ebro	Mujer	41,0
2011	06	América	Resto de América	16	Valdejalón	Hombre	67,0
2011	06	América	Resto de América	16	Valdejalón	Mujer	66,0
2011	06	América	Resto de América	17	D.C. Zaragoza	Hombre	2821,0
2011	06	América	Resto de América	17	D.C. Zaragoza	Mujer	2918,0
2011	06	América	Resto de América	18	Ribera Baja del Ebro	Hombre	55,0
2011	06	América	Resto de América	18	Ribera Baja del Ebro	Mujer	50,0
2011	06	América	Resto de América	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	39,0
2011	06	América	Resto de América	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujer	51,0
2011	06	América	Resto de América	20	Comunidad de Calatayud	Hombre	188,0
2011	06	América	Resto de América	20	Comunidad de Calatayud	Mujer	173,0
2011	06	América	Resto de América	21	Campo de Cariñena	Hombre	40,0
2011	06	América	Resto de América	21	Campo de Cariñena	Mujer	50,0
2011	06	América	Resto de América	22	Campo de Belchite	Hombre	46,0
2011	06	América	Resto de América	22	Campo de Belchite	Mujer	55,0
2011	06	América	Resto de América	23	Bajo Martín	Hombre	28,0
2011	06	América	Resto de América	23	Bajo Martín	Mujer	30,0
2011	06	América	Resto de América	24	Campo de Daroca	Hombre	40,0
2011	06	América	Resto de América	24	Campo de Daroca	Mujer	36,0
2011	06	América	Resto de América	25	Jiloca	Hombre	46,0
2011	06	América	Resto de América	25	Jiloca	Mujer	53,0
2011	06	América	Resto de América	26	Cuencas Mineras	Hombre	98,0
2011	06	América	Resto de América	26	Cuencas Mineras	Mujer	90,0
2011	06	América	Resto de América	27	Andorra-Sierra de Arcos	Hombre	41,0
2011	06	América	Resto de América	27	Andorra-Sierra de Arcos	Mujer	45,0
2011	06	América	Resto de América	28	Bajo Aragón	Hombre	183,0
2011	06	América	Resto de América	28	Bajo Aragón	Mujer	242,0
2011	06	América	Resto de América	29	Comunidad de Teruel	Hombre	298,0
2011	06	América	Resto de América	29	Comunidad de Teruel	Mujer	291,0
2011	06	América	Resto de América	30	Maestrazgo	Hombre	67,0
2011	06	América	Resto de América	30	Maestrazgo	Mujer	81,0
2011	06	América	Resto de América	31	Sierra de Albarracín	Hombre	57,0
2011	06	América	Resto de América	31	Sierra de Albarracín	Mujer	43,0
2011	06	América	Resto de América	32	Gúdar-Javalambre	Hombre	62,0
2011	06	América	Resto de América	32	Gúdar-Javalambre	Mujer	63,0
2011	06	América	Resto de América	33	Matarraña / Matarranya	Hombre	48,0
2011	06	América	Resto de América	33	Matarraña / Matarranya	Mujer	52,0
2011	07	Asia	Asia	01	La Jacetania	Hombre	1,0
2011	07	Asia	Asia	02	Alto Gállego	Hombre	3,0
2011	07	Asia	Asia	02	Alto Gállego	Mujer	2,0
2011	07	Asia	Asia	03	Sobrarbe	Hombre	2,0
2011	07	Asia	Asia	04	La Ribagorza	Hombre	1,0
2011	07	Asia	Asia	05	Cinco Villas	Hombre	1,0
2011	07	Asia	Asia	05	Cinco Villas	Mujer	3,0
2011	07	Asia	Asia	06	Hoya de Huesca / Plana de Uesca	Hombre	8,0
2011	07	Asia	Asia	06	Hoya de Huesca / Plana de Uesca	Mujer	4,0
2011	07	Asia	Asia	07	Somontano de Barbastro	Hombre	2,0
2011	07	Asia	Asia	07	Somontano de Barbastro	Mujer	1,0
2011	07	Asia	Asia	08	Cinca Medio	Hombre	3,0
2011	07	Asia	Asia	08	Cinca Medio	Mujer	2,0
2011	07	Asia	Asia	10	Los Monegros	Hombre	1,0
2011	07	Asia	Asia	10	Los Monegros	Mujer	3,0
2011	07	Asia	Asia	11	Bajo Cinca / Baix Cinca	Hombre	1,0
2011	07	Asia	Asia	12	Tarazona y el Moncayo	Hombre	1,0
2011	07	Asia	Asia	12	Tarazona y el Moncayo	Mujer	1,0
2011	07	Asia	Asia	13	Campo de Borja	Hombre	1,0
2011	07	Asia	Asia	14	Aranda	Hombre	1,0
2011	07	Asia	Asia	15	Ribera Alta del Ebro	Mujer	1,0
2011	07	Asia	Asia	16	Valdejalón	Hombre	1,0
2011	07	Asia	Asia	17	D.C. Zaragoza	Hombre	204,0
2011	07	Asia	Asia	17	D.C. Zaragoza	Mujer	161,0
