Año	Residencia área código	Residencia continente nombre	Residencia área nombre	Inscripción comarca código	Inscripción comarca nombre	Sexo	Personas
2009	01	Europa	UE-27	29	Comunidad de Teruel	Hombre	30,0
2009	01	Europa	UE-27	29	Comunidad de Teruel	Mujer	16,0
2009	01	Europa	UE-27	30	Maestrazgo	Hombre	1,0
2009	01	Europa	UE-27	30	Maestrazgo	Mujer	1,0
2009	01	Europa	UE-27	31	Sierra de Albarracín	Hombre	2,0
2009	01	Europa	UE-27	32	Gúdar-Javalambre	Hombre	4,0
2009	01	Europa	UE-27	32	Gúdar-Javalambre	Mujer	1,0
2009	01	Europa	UE-27	33	Matarraña / Matarranya	Hombre	1,0
2009	01	Europa	UE-27	33	Matarraña / Matarranya	Mujer	5,0
2009	01	Europa	UE-27_2007	01	La Jacetania	Hombre	147,0
2009	01	Europa	UE-27_2007	01	La Jacetania	Mujer	175,0
2009	01	Europa	UE-27_2007	02	Alto Gállego	Hombre	76,0
2009	01	Europa	UE-27_2007	02	Alto Gállego	Mujer	58,0
2009	01	Europa	UE-27_2007	03	Sobrarbe	Hombre	108,0
2009	01	Europa	UE-27_2007	03	Sobrarbe	Mujer	118,0
2009	01	Europa	UE-27_2007	04	La Ribagorza	Hombre	103,0
2009	01	Europa	UE-27_2007	04	La Ribagorza	Mujer	86,0
2009	01	Europa	UE-27_2007	05	Cinco Villas	Hombre	167,0
2009	01	Europa	UE-27_2007	05	Cinco Villas	Mujer	206,0
2009	01	Europa	UE-27_2007	06	Hoya de Huesca / Plana de Uesca	Hombre	277,0
2009	01	Europa	UE-27_2007	06	Hoya de Huesca / Plana de Uesca	Mujer	265,0
2009	01	Europa	UE-27_2007	07	Somontano de Barbastro	Hombre	136,0
2009	01	Europa	UE-27_2007	07	Somontano de Barbastro	Mujer	114,0
2009	01	Europa	UE-27_2007	08	Cinca Medio	Hombre	80,0
2009	01	Europa	UE-27_2007	08	Cinca Medio	Mujer	76,0
2009	01	Europa	UE-27_2007	09	La Litera / La Llitera	Hombre	68,0
2009	01	Europa	UE-27_2007	09	La Litera / La Llitera	Mujer	48,0
2009	01	Europa	UE-27_2007	10	Los Monegros	Hombre	77,0
2009	01	Europa	UE-27_2007	10	Los Monegros	Mujer	117,0
2009	01	Europa	UE-27_2007	11	Bajo Cinca / Baix Cinca	Hombre	89,0
2009	01	Europa	UE-27_2007	11	Bajo Cinca / Baix Cinca	Mujer	81,0
2009	01	Europa	UE-27_2007	12	Tarazona y el Moncayo	Hombre	26,0
2009	01	Europa	UE-27_2007	12	Tarazona y el Moncayo	Mujer	33,0
2009	01	Europa	UE-27_2007	13	Campo de Borja	Hombre	58,0
2009	01	Europa	UE-27_2007	13	Campo de Borja	Mujer	47,0
2009	01	Europa	UE-27_2007	14	Aranda	Hombre	6,0
2009	01	Europa	UE-27_2007	14	Aranda	Mujer	15,0
2009	01	Europa	UE-27_2007	15	Ribera Alta del Ebro	Hombre	70,0
2009	01	Europa	UE-27_2007	15	Ribera Alta del Ebro	Mujer	64,0
2009	01	Europa	UE-27_2007	16	Valdejalón	Hombre	40,0
2009	01	Europa	UE-27_2007	16	Valdejalón	Mujer	40,0
2009	01	Europa	UE-27_2007	17	D.C. Zaragoza	Hombre	1970,0
2009	01	Europa	UE-27_2007	17	D.C. Zaragoza	Mujer	2332,0
2009	01	Europa	UE-27_2007	18	Ribera Baja del Ebro	Hombre	68,0
2009	01	Europa	UE-27_2007	18	Ribera Baja del Ebro	Mujer	56,0
2009	01	Europa	UE-27_2007	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	49,0
2009	01	Europa	UE-27_2007	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujer	47,0
2009	01	Europa	UE-27_2007	20	Comunidad de Calatayud	Hombre	125,0
2009	01	Europa	UE-27_2007	20	Comunidad de Calatayud	Mujer	124,0
2009	01	Europa	UE-27_2007	21	Campo de Cariñena	Hombre	31,0
2009	01	Europa	UE-27_2007	21	Campo de Cariñena	Mujer	30,0
2009	01	Europa	UE-27_2007	22	Campo de Belchite	Hombre	45,0
2009	01	Europa	UE-27_2007	22	Campo de Belchite	Mujer	33,0
2009	01	Europa	UE-27_2007	23	Bajo Martín	Hombre	42,0
2009	01	Europa	UE-27_2007	23	Bajo Martín	Mujer	50,0
2009	01	Europa	UE-27_2007	24	Campo de Daroca	Hombre	39,0
2009	01	Europa	UE-27_2007	24	Campo de Daroca	Mujer	38,0
2009	01	Europa	UE-27_2007	25	Jiloca	Hombre	60,0
2009	01	Europa	UE-27_2007	25	Jiloca	Mujer	46,0
2009	01	Europa	UE-27_2007	26	Cuencas Mineras	Hombre	59,0
2009	01	Europa	UE-27_2007	26	Cuencas Mineras	Mujer	59,0
2009	01	Europa	UE-27_2007	27	Andorra-Sierra de Arcos	Hombre	70,0
2009	01	Europa	UE-27_2007	27	Andorra-Sierra de Arcos	Mujer	77,0
2009	01	Europa	UE-27_2007	28	Bajo Aragón	Hombre	120,0
2009	01	Europa	UE-27_2007	28	Bajo Aragón	Mujer	120,0
2009	01	Europa	UE-27_2007	29	Comunidad de Teruel	Hombre	208,0
2009	01	Europa	UE-27_2007	29	Comunidad de Teruel	Mujer	209,0
2009	01	Europa	UE-27_2007	30	Maestrazgo	Hombre	25,0
2009	01	Europa	UE-27_2007	30	Maestrazgo	Mujer	31,0
2009	01	Europa	UE-27_2007	31	Sierra de Albarracín	Hombre	31,0
2009	01	Europa	UE-27_2007	31	Sierra de Albarracín	Mujer	25,0
2009	01	Europa	UE-27_2007	32	Gúdar-Javalambre	Hombre	37,0
2009	01	Europa	UE-27_2007	32	Gúdar-Javalambre	Mujer	32,0
2009	01	Europa	UE-27_2007	33	Matarraña / Matarranya	Hombre	82,0
2009	01	Europa	UE-27_2007	33	Matarraña / Matarranya	Mujer	76,0
2009	02	Europa	Resto de Europa	01	La Jacetania	Hombre	8,0
2009	02	Europa	Resto de Europa	01	La Jacetania	Mujer	15,0
2009	02	Europa	Resto de Europa	02	Alto Gállego	Hombre	4,0
2009	02	Europa	Resto de Europa	02	Alto Gállego	Mujer	6,0
2009	02	Europa	Resto de Europa	03	Sobrarbe	Hombre	6,0
2009	02	Europa	Resto de Europa	03	Sobrarbe	Mujer	8,0
2009	02	Europa	Resto de Europa	04	La Ribagorza	Hombre	19,0
2009	02	Europa	Resto de Europa	04	La Ribagorza	Mujer	31,0
2009	02	Europa	Resto de Europa	05	Cinco Villas	Hombre	12,0
2009	02	Europa	Resto de Europa	05	Cinco Villas	Mujer	10,0
2009	02	Europa	Resto de Europa	06	Hoya de Huesca / Plana de Uesca	Hombre	28,0
2009	02	Europa	Resto de Europa	06	Hoya de Huesca / Plana de Uesca	Mujer	41,0
2009	02	Europa	Resto de Europa	07	Somontano de Barbastro	Hombre	28,0
2009	02	Europa	Resto de Europa	07	Somontano de Barbastro	Mujer	33,0
2009	02	Europa	Resto de Europa	08	Cinca Medio	Hombre	18,0
2009	02	Europa	Resto de Europa	08	Cinca Medio	Mujer	18,0
2009	02	Europa	Resto de Europa	09	La Litera / La Llitera	Hombre	35,0
2009	02	Europa	Resto de Europa	09	La Litera / La Llitera	Mujer	22,0
2009	02	Europa	Resto de Europa	10	Los Monegros	Hombre	9,0
2009	02	Europa	Resto de Europa	10	Los Monegros	Mujer	9,0
2009	02	Europa	Resto de Europa	11	Bajo Cinca / Baix Cinca	Hombre	29,0
2009	02	Europa	Resto de Europa	11	Bajo Cinca / Baix Cinca	Mujer	29,0
2009	02	Europa	Resto de Europa	12	Tarazona y el Moncayo	Hombre	7,0
2009	02	Europa	Resto de Europa	12	Tarazona y el Moncayo	Mujer	8,0
2009	02	Europa	Resto de Europa	13	Campo de Borja	Hombre	8,0
2009	02	Europa	Resto de Europa	13	Campo de Borja	Mujer	8,0
2009	02	Europa	Resto de Europa	14	Aranda	Hombre	6,0
2009	02	Europa	Resto de Europa	14	Aranda	Mujer	1,0
2009	02	Europa	Resto de Europa	15	Ribera Alta del Ebro	Hombre	11,0
2009	02	Europa	Resto de Europa	15	Ribera Alta del Ebro	Mujer	10,0
2009	02	Europa	Resto de Europa	16	Valdejalón	Hombre	8,0
2009	02	Europa	Resto de Europa	16	Valdejalón	Mujer	10,0
2009	02	Europa	Resto de Europa	17	D.C. Zaragoza	Hombre	364,0
2009	02	Europa	Resto de Europa	17	D.C. Zaragoza	Mujer	422,0
2009	02	Europa	Resto de Europa	18	Ribera Baja del Ebro	Hombre	7,0
2009	02	Europa	Resto de Europa	18	Ribera Baja del Ebro	Mujer	7,0
2009	02	Europa	Resto de Europa	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	15,0
2009	02	Europa	Resto de Europa	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujer	12,0
2009	02	Europa	Resto de Europa	20	Comunidad de Calatayud	Hombre	22,0
2009	02	Europa	Resto de Europa	20	Comunidad de Calatayud	Mujer	33,0
2009	02	Europa	Resto de Europa	21	Campo de Cariñena	Hombre	5,0
2009	02	Europa	Resto de Europa	21	Campo de Cariñena	Mujer	7,0
2009	02	Europa	Resto de Europa	22	Campo de Belchite	Hombre	4,0
2009	02	Europa	Resto de Europa	22	Campo de Belchite	Mujer	3,0
2009	02	Europa	Resto de Europa	23	Bajo Martín	Hombre	3,0
2009	02	Europa	Resto de Europa	23	Bajo Martín	Mujer	1,0
2009	02	Europa	Resto de Europa	24	Campo de Daroca	Hombre	5,0
2009	02	Europa	Resto de Europa	24	Campo de Daroca	Mujer	8,0
2009	02	Europa	Resto de Europa	25	Jiloca	Hombre	12,0
2009	02	Europa	Resto de Europa	25	Jiloca	Mujer	11,0
2009	02	Europa	Resto de Europa	26	Cuencas Mineras	Hombre	6,0
2009	02	Europa	Resto de Europa	26	Cuencas Mineras	Mujer	12,0
2009	02	Europa	Resto de Europa	27	Andorra-Sierra de Arcos	Hombre	3,0
2009	02	Europa	Resto de Europa	27	Andorra-Sierra de Arcos	Mujer	5,0
2009	02	Europa	Resto de Europa	28	Bajo Aragón	Hombre	15,0
2009	02	Europa	Resto de Europa	28	Bajo Aragón	Mujer	19,0
2009	02	Europa	Resto de Europa	29	Comunidad de Teruel	Hombre	27,0
2009	02	Europa	Resto de Europa	29	Comunidad de Teruel	Mujer	30,0
2009	02	Europa	Resto de Europa	30	Maestrazgo	Hombre	3,0
2009	02	Europa	Resto de Europa	30	Maestrazgo	Mujer	7,0
2009	02	Europa	Resto de Europa	31	Sierra de Albarracín	Hombre	3,0
2009	02	Europa	Resto de Europa	31	Sierra de Albarracín	Mujer	4,0
2009	02	Europa	Resto de Europa	32	Gúdar-Javalambre	Mujer	4,0
2009	02	Europa	Resto de Europa	33	Matarraña / Matarranya	Hombre	11,0
2009	02	Europa	Resto de Europa	33	Matarraña / Matarranya	Mujer	16,0
2009	03	África	Magreb	01	La Jacetania	Mujer	2,0
2009	03	África	Magreb	04	La Ribagorza	Hombre	1,0
2009	03	África	Magreb	04	La Ribagorza	Mujer	1,0
2009	03	África	Magreb	05	Cinco Villas	Hombre	1,0
2009	03	África	Magreb	06	Hoya de Huesca / Plana de Uesca	Hombre	7,0
2009	03	África	Magreb	06	Hoya de Huesca / Plana de Uesca	Mujer	3,0
2009	03	África	Magreb	08	Cinca Medio	Hombre	1,0
2009	03	África	Magreb	08	Cinca Medio	Mujer	2,0
2009	03	África	Magreb	09	La Litera / La Llitera	Mujer	2,0
2009	03	África	Magreb	15	Ribera Alta del Ebro	Hombre	5,0
2009	03	África	Magreb	15	Ribera Alta del Ebro	Mujer	3,0
2009	03	África	Magreb	16	Valdejalón	Hombre	1,0
2009	03	África	Magreb	16	Valdejalón	Mujer	1,0
2009	03	África	Magreb	17	D.C. Zaragoza	Hombre	38,0
2009	03	África	Magreb	17	D.C. Zaragoza	Mujer	43,0
2009	03	África	Magreb	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	1,0
2009	03	África	Magreb	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujer	1,0
2009	03	África	Magreb	20	Comunidad de Calatayud	Hombre	1,0
2009	03	África	Magreb	21	Campo de Cariñena	Mujer	1,0
2009	03	África	Magreb	25	Jiloca	Hombre	1,0
2009	03	África	Magreb	27	Andorra-Sierra de Arcos	Mujer	2,0
2009	03	África	Magreb	28	Bajo Aragón	Mujer	1,0
2009	03	África	Magreb	29	Comunidad de Teruel	Hombre	3,0
2009	03	África	Magreb	29	Comunidad de Teruel	Mujer	3,0
2009	03	África	Magreb	33	Matarraña / Matarranya	Hombre	1,0
2009	04	África	Resto de África	01	La Jacetania	Hombre	2,0
2009	04	África	Resto de África	01	La Jacetania	Mujer	2,0
2009	04	África	Resto de África	02	Alto Gállego	Hombre	3,0
2009	04	África	Resto de África	03	Sobrarbe	Mujer	1,0
2009	04	África	Resto de África	04	La Ribagorza	Mujer	1,0
2009	04	África	Resto de África	05	Cinco Villas	Hombre	2,0
2009	04	África	Resto de África	05	Cinco Villas	Mujer	1,0
2009	04	África	Resto de África	06	Hoya de Huesca / Plana de Uesca	Hombre	3,0
2009	04	África	Resto de África	06	Hoya de Huesca / Plana de Uesca	Mujer	5,0
2009	04	África	Resto de África	07	Somontano de Barbastro	Hombre	3,0
2009	04	África	Resto de África	07	Somontano de Barbastro	Mujer	3,0
2009	04	África	Resto de África	08	Cinca Medio	Hombre	3,0
2009	04	África	Resto de África	11	Bajo Cinca / Baix Cinca	Hombre	2,0
2009	04	África	Resto de África	11	Bajo Cinca / Baix Cinca	Mujer	1,0
2009	04	África	Resto de África	12	Tarazona y el Moncayo	Mujer	4,0
2009	04	África	Resto de África	15	Ribera Alta del Ebro	Hombre	2,0
2009	04	África	Resto de África	15	Ribera Alta del Ebro	Mujer	1,0
2009	04	África	Resto de África	17	D.C. Zaragoza	Hombre	67,0
2009	04	África	Resto de África	17	D.C. Zaragoza	Mujer	55,0
2009	04	África	Resto de África	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	1,0
2009	04	África	Resto de África	20	Comunidad de Calatayud	Hombre	2,0
2009	04	África	Resto de África	20	Comunidad de Calatayud	Mujer	1,0
2009	04	África	Resto de África	21	Campo de Cariñena	Hombre	4,0
2009	04	África	Resto de África	26	Cuencas Mineras	Hombre	1,0
2009	04	África	Resto de África	27	Andorra-Sierra de Arcos	Hombre	3,0
2009	04	África	Resto de África	27	Andorra-Sierra de Arcos	Mujer	2,0
2009	04	África	Resto de África	29	Comunidad de Teruel	Hombre	1,0
2009	04	África	Resto de África	29	Comunidad de Teruel	Mujer	3,0
2009	04	África	Resto de África	33	Matarraña / Matarranya	Hombre	1,0
2009	05	América	América del Norte	01	La Jacetania	Hombre	20,0
2009	05	América	América del Norte	01	La Jacetania	Mujer	22,0
2009	05	América	América del Norte	02	Alto Gállego	Hombre	3,0
2009	05	América	América del Norte	02	Alto Gállego	Mujer	3,0
2009	05	América	América del Norte	03	Sobrarbe	Hombre	4,0
2009	05	América	América del Norte	03	Sobrarbe	Mujer	5,0
2009	05	América	América del Norte	04	La Ribagorza	Hombre	3,0
2009	05	América	América del Norte	04	La Ribagorza	Mujer	6,0
2009	05	América	América del Norte	05	Cinco Villas	Hombre	15,0
2009	05	América	América del Norte	05	Cinco Villas	Mujer	15,0
2009	05	América	América del Norte	06	Hoya de Huesca / Plana de Uesca	Hombre	25,0
2009	05	América	América del Norte	06	Hoya de Huesca / Plana de Uesca	Mujer	35,0
2009	05	América	América del Norte	07	Somontano de Barbastro	Hombre	10,0
2009	05	América	América del Norte	07	Somontano de Barbastro	Mujer	9,0
2009	05	América	América del Norte	08	Cinca Medio	Hombre	6,0
2009	05	América	América del Norte	08	Cinca Medio	Mujer	11,0
2009	05	América	América del Norte	09	La Litera / La Llitera	Hombre	6,0
2009	05	América	América del Norte	09	La Litera / La Llitera	Mujer	3,0
2009	05	América	América del Norte	10	Los Monegros	Hombre	13,0
2009	05	América	América del Norte	10	Los Monegros	Mujer	6,0
2009	05	América	América del Norte	11	Bajo Cinca / Baix Cinca	Mujer	5,0
2009	05	América	América del Norte	12	Tarazona y el Moncayo	Hombre	2,0
2009	05	América	América del Norte	12	Tarazona y el Moncayo	Mujer	8,0
2009	05	América	América del Norte	13	Campo de Borja	Hombre	3,0
2009	05	América	América del Norte	13	Campo de Borja	Mujer	10,0
2009	05	América	América del Norte	14	Aranda	Hombre	2,0
2009	05	América	América del Norte	14	Aranda	Mujer	2,0
2009	05	América	América del Norte	15	Ribera Alta del Ebro	Hombre	6,0
2009	05	América	América del Norte	15	Ribera Alta del Ebro	Mujer	5,0
2009	05	América	América del Norte	16	Valdejalón	Hombre	5,0
2009	05	América	América del Norte	16	Valdejalón	Mujer	12,0
2009	05	América	América del Norte	17	D.C. Zaragoza	Hombre	504,0
2009	05	América	América del Norte	17	D.C. Zaragoza	Mujer	744,0
2009	05	América	América del Norte	18	Ribera Baja del Ebro	Hombre	1,0
2009	05	América	América del Norte	18	Ribera Baja del Ebro	Mujer	5,0
2009	05	América	América del Norte	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujer	4,0
2009	05	América	América del Norte	20	Comunidad de Calatayud	Hombre	11,0
2009	05	América	América del Norte	20	Comunidad de Calatayud	Mujer	30,0
2009	05	América	América del Norte	21	Campo de Cariñena	Hombre	2,0
2009	05	América	América del Norte	21	Campo de Cariñena	Mujer	7,0
2009	05	América	América del Norte	22	Campo de Belchite	Mujer	3,0
2009	05	América	América del Norte	23	Bajo Martín	Mujer	1,0
2009	05	América	América del Norte	24	Campo de Daroca	Hombre	2,0
2009	05	América	América del Norte	24	Campo de Daroca	Mujer	4,0
2009	05	América	América del Norte	25	Jiloca	Hombre	14,0
2009	05	América	América del Norte	25	Jiloca	Mujer	16,0
2009	05	América	América del Norte	26	Cuencas Mineras	Hombre	3,0
2009	05	América	América del Norte	26	Cuencas Mineras	Mujer	3,0
2009	05	América	América del Norte	27	Andorra-Sierra de Arcos	Hombre	4,0
2009	05	América	América del Norte	27	Andorra-Sierra de Arcos	Mujer	3,0
2009	05	América	América del Norte	28	Bajo Aragón	Hombre	7,0
2009	05	América	América del Norte	28	Bajo Aragón	Mujer	7,0
2009	05	América	América del Norte	29	Comunidad de Teruel	Hombre	66,0
2009	05	América	América del Norte	29	Comunidad de Teruel	Mujer	64,0
2009	05	América	América del Norte	30	Maestrazgo	Hombre	1,0
2009	05	América	América del Norte	30	Maestrazgo	Mujer	1,0
2009	05	América	América del Norte	31	Sierra de Albarracín	Hombre	2,0
2009	05	América	América del Norte	31	Sierra de Albarracín	Mujer	1,0
2009	05	América	América del Norte	32	Gúdar-Javalambre	Hombre	1,0
2009	05	América	América del Norte	32	Gúdar-Javalambre	Mujer	3,0
2009	05	América	América del Norte	33	Matarraña / Matarranya	Hombre	1,0
2009	05	América	América del Norte	33	Matarraña / Matarranya	Mujer	4,0
2009	06	América	Resto de América	01	La Jacetania	Hombre	176,0
2009	06	América	Resto de América	01	La Jacetania	Mujer	225,0
2009	06	América	Resto de América	02	Alto Gállego	Hombre	38,0
2009	06	América	Resto de América	02	Alto Gállego	Mujer	57,0
2009	06	América	Resto de América	03	Sobrarbe	Hombre	119,0
2009	06	América	Resto de América	03	Sobrarbe	Mujer	118,0
2009	06	América	Resto de América	04	La Ribagorza	Hombre	92,0
2009	06	América	Resto de América	04	La Ribagorza	Mujer	102,0
2009	06	América	Resto de América	05	Cinco Villas	Hombre	196,0
2009	06	América	Resto de América	05	Cinco Villas	Mujer	238,0
2009	06	América	Resto de América	06	Hoya de Huesca / Plana de Uesca	Hombre	275,0
2009	06	América	Resto de América	06	Hoya de Huesca / Plana de Uesca	Mujer	270,0
2009	06	América	Resto de América	07	Somontano de Barbastro	Hombre	104,0
2009	06	América	Resto de América	07	Somontano de Barbastro	Mujer	121,0
2009	06	América	Resto de América	08	Cinca Medio	Hombre	62,0
2009	06	América	Resto de América	08	Cinca Medio	Mujer	65,0
2009	06	América	Resto de América	09	La Litera / La Llitera	Hombre	62,0
2009	06	América	Resto de América	09	La Litera / La Llitera	Mujer	74,0
2009	06	América	Resto de América	10	Los Monegros	Hombre	82,0
2009	06	América	Resto de América	10	Los Monegros	Mujer	93,0
2009	06	América	Resto de América	11	Bajo Cinca / Baix Cinca	Hombre	44,0
2009	06	América	Resto de América	11	Bajo Cinca / Baix Cinca	Mujer	62,0
2009	06	América	Resto de América	12	Tarazona y el Moncayo	Hombre	73,0
2009	06	América	Resto de América	12	Tarazona y el Moncayo	Mujer	68,0
2009	06	América	Resto de América	13	Campo de Borja	Hombre	56,0
2009	06	América	Resto de América	13	Campo de Borja	Mujer	63,0
2009	06	América	Resto de América	14	Aranda	Hombre	14,0
2009	06	América	Resto de América	14	Aranda	Mujer	18,0
2009	06	América	Resto de América	15	Ribera Alta del Ebro	Hombre	42,0
2009	06	América	Resto de América	15	Ribera Alta del Ebro	Mujer	34,0
2009	06	América	Resto de América	16	Valdejalón	Hombre	59,0
2009	06	América	Resto de América	16	Valdejalón	Mujer	59,0
2009	06	América	Resto de América	17	D.C. Zaragoza	Hombre	2376,0
2009	06	América	Resto de América	17	D.C. Zaragoza	Mujer	2446,0
2009	06	América	Resto de América	18	Ribera Baja del Ebro	Hombre	51,0
2009	06	América	Resto de América	18	Ribera Baja del Ebro	Mujer	44,0
2009	06	América	Resto de América	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	38,0
2009	06	América	Resto de América	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujer	50,0
2009	06	América	Resto de América	20	Comunidad de Calatayud	Hombre	157,0
2009	06	América	Resto de América	20	Comunidad de Calatayud	Mujer	158,0
2009	06	América	Resto de América	21	Campo de Cariñena	Hombre	28,0
2009	06	América	Resto de América	21	Campo de Cariñena	Mujer	46,0
2009	06	América	Resto de América	22	Campo de Belchite	Hombre	36,0
2009	06	América	Resto de América	22	Campo de Belchite	Mujer	52,0
2009	06	América	Resto de América	23	Bajo Martín	Hombre	25,0
2009	06	América	Resto de América	23	Bajo Martín	Mujer	23,0
2009	06	América	Resto de América	24	Campo de Daroca	Hombre	29,0
2009	06	América	Resto de América	24	Campo de Daroca	Mujer	27,0
2009	06	América	Resto de América	25	Jiloca	Hombre	41,0
2009	06	América	Resto de América	25	Jiloca	Mujer	46,0
2009	06	América	Resto de América	26	Cuencas Mineras	Hombre	76,0
2009	06	América	Resto de América	26	Cuencas Mineras	Mujer	77,0
2009	06	América	Resto de América	27	Andorra-Sierra de Arcos	Hombre	36,0
2009	06	América	Resto de América	27	Andorra-Sierra de Arcos	Mujer	44,0
2009	06	América	Resto de América	28	Bajo Aragón	Hombre	126,0
2009	06	América	Resto de América	28	Bajo Aragón	Mujer	184,0
2009	06	América	Resto de América	29	Comunidad de Teruel	Hombre	265,0
2009	06	América	Resto de América	29	Comunidad de Teruel	Mujer	240,0
2009	06	América	Resto de América	30	Maestrazgo	Hombre	50,0
2009	06	América	Resto de América	30	Maestrazgo	Mujer	71,0
2009	06	América	Resto de América	31	Sierra de Albarracín	Hombre	47,0
2009	06	América	Resto de América	31	Sierra de Albarracín	Mujer	31,0
2009	06	América	Resto de América	32	Gúdar-Javalambre	Hombre	58,0
2009	06	América	Resto de América	32	Gúdar-Javalambre	Mujer	62,0
2009	06	América	Resto de América	33	Matarraña / Matarranya	Hombre	39,0
2009	06	América	Resto de América	33	Matarraña / Matarranya	Mujer	44,0
2009	07	Asia	Asia	01	La Jacetania	Hombre	1,0
2009	07	Asia	Asia	01	La Jacetania	Mujer	1,0
2009	07	Asia	Asia	02	Alto Gállego	Hombre	2,0
2009	07	Asia	Asia	02	Alto Gállego	Mujer	3,0
2009	07	Asia	Asia	04	La Ribagorza	Hombre	1,0
2009	07	Asia	Asia	06	Hoya de Huesca / Plana de Uesca	Hombre	10,0
2009	07	Asia	Asia	06	Hoya de Huesca / Plana de Uesca	Mujer	2,0
2009	07	Asia	Asia	07	Somontano de Barbastro	Mujer	1,0
2009	07	Asia	Asia	08	Cinca Medio	Hombre	2,0
2009	07	Asia	Asia	10	Los Monegros	Hombre	2,0
2009	07	Asia	Asia	10	Los Monegros	Mujer	3,0
