Año	Mes y año	Mes (código)	Mes nombre	AÑO-CNO	Comarca código	Comarca nombre	 CASE  WHEN Ocupación (1 dígito) código = '0' THEN '99' ELSE Ocupación (1 dígito) código END	Ocupación (1 dígito) descripción	Sexo	Número de contratos
2016	Agosto 2016	201608	Agosto	CNO - 2011	15	Ribera Alta del Ebro	3	Técnicos; profesionales de apoyo	Hombres	24
2016	Agosto 2016	201608	Agosto	CNO - 2011	15	Ribera Alta del Ebro	3	Técnicos; profesionales de apoyo	Mujeres	10
2016	Agosto 2016	201608	Agosto	CNO - 2011	15	Ribera Alta del Ebro	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	24
2016	Agosto 2016	201608	Agosto	CNO - 2011	15	Ribera Alta del Ebro	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	28
2016	Agosto 2016	201608	Agosto	CNO - 2011	15	Ribera Alta del Ebro	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	30
2016	Agosto 2016	201608	Agosto	CNO - 2011	15	Ribera Alta del Ebro	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	113
2016	Agosto 2016	201608	Agosto	CNO - 2011	15	Ribera Alta del Ebro	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	2
2016	Agosto 2016	201608	Agosto	CNO - 2011	15	Ribera Alta del Ebro	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	116
2016	Agosto 2016	201608	Agosto	CNO - 2011	15	Ribera Alta del Ebro	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	6
2016	Agosto 2016	201608	Agosto	CNO - 2011	15	Ribera Alta del Ebro	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	203
2016	Agosto 2016	201608	Agosto	CNO - 2011	15	Ribera Alta del Ebro	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	65
2016	Agosto 2016	201608	Agosto	CNO - 2011	15	Ribera Alta del Ebro	9	Ocupaciones elementales	Hombres	754
2016	Agosto 2016	201608	Agosto	CNO - 2011	15	Ribera Alta del Ebro	9	Ocupaciones elementales	Mujeres	368
2016	Agosto 2016	201608	Agosto	CNO - 2011	16	Valdejalón	2	Técnicos y profesionales científicos e intelectuales	Hombres	6
2016	Agosto 2016	201608	Agosto	CNO - 2011	16	Valdejalón	2	Técnicos y profesionales científicos e intelectuales	Mujeres	4
2016	Agosto 2016	201608	Agosto	CNO - 2011	16	Valdejalón	3	Técnicos; profesionales de apoyo	Hombres	13
2016	Agosto 2016	201608	Agosto	CNO - 2011	16	Valdejalón	3	Técnicos; profesionales de apoyo	Mujeres	20
2016	Agosto 2016	201608	Agosto	CNO - 2011	16	Valdejalón	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	7
2016	Agosto 2016	201608	Agosto	CNO - 2011	16	Valdejalón	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	8
2016	Agosto 2016	201608	Agosto	CNO - 2011	16	Valdejalón	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	25
2016	Agosto 2016	201608	Agosto	CNO - 2011	16	Valdejalón	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	59
2016	Agosto 2016	201608	Agosto	CNO - 2011	16	Valdejalón	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	17
2016	Agosto 2016	201608	Agosto	CNO - 2011	16	Valdejalón	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	3
2016	Agosto 2016	201608	Agosto	CNO - 2011	16	Valdejalón	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	94
2016	Agosto 2016	201608	Agosto	CNO - 2011	16	Valdejalón	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	48
2016	Agosto 2016	201608	Agosto	CNO - 2011	16	Valdejalón	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	65
2016	Agosto 2016	201608	Agosto	CNO - 2011	16	Valdejalón	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	11
2016	Agosto 2016	201608	Agosto	CNO - 2011	16	Valdejalón	9	Ocupaciones elementales	Hombres	2243
2016	Agosto 2016	201608	Agosto	CNO - 2011	16	Valdejalón	9	Ocupaciones elementales	Mujeres	1039
2016	Agosto 2016	201608	Agosto	CNO - 2011	17	Central	1	Directores y gerentes	Hombres	24
2016	Agosto 2016	201608	Agosto	CNO - 2011	17	Central	1	Directores y gerentes	Mujeres	6
2016	Agosto 2016	201608	Agosto	CNO - 2011	17	Central	2	Técnicos y profesionales científicos e intelectuales	Hombres	1210
2016	Agosto 2016	201608	Agosto	CNO - 2011	17	Central	2	Técnicos y profesionales científicos e intelectuales	Mujeres	781
2016	Agosto 2016	201608	Agosto	CNO - 2011	17	Central	3	Técnicos; profesionales de apoyo	Hombres	802
2016	Agosto 2016	201608	Agosto	CNO - 2011	17	Central	3	Técnicos; profesionales de apoyo	Mujeres	498
2016	Agosto 2016	201608	Agosto	CNO - 2011	17	Central	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	447
2016	Agosto 2016	201608	Agosto	CNO - 2011	17	Central	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	992
2016	Agosto 2016	201608	Agosto	CNO - 2011	17	Central	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	2330
2016	Agosto 2016	201608	Agosto	CNO - 2011	17	Central	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	3463
2016	Agosto 2016	201608	Agosto	CNO - 2011	17	Central	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	40
2016	Agosto 2016	201608	Agosto	CNO - 2011	17	Central	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	12
2016	Agosto 2016	201608	Agosto	CNO - 2011	17	Central	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	1539
2016	Agosto 2016	201608	Agosto	CNO - 2011	17	Central	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	219
2016	Agosto 2016	201608	Agosto	CNO - 2011	17	Central	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1117
2016	Agosto 2016	201608	Agosto	CNO - 2011	17	Central	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	459
2016	Agosto 2016	201608	Agosto	CNO - 2011	17	Central	9	Ocupaciones elementales	Hombres	4809
2016	Agosto 2016	201608	Agosto	CNO - 2011	17	Central	9	Ocupaciones elementales	Mujeres	3802
2016	Agosto 2016	201608	Agosto	CNO - 2011	17	Central	99	Ocupaciones militares	Hombres	10
2016	Agosto 2016	201608	Agosto	CNO - 2011	17	Central	99	Ocupaciones militares	Mujeres	1
2016	Agosto 2016	201608	Agosto	CNO - 2011	18	Ribera Baja del Ebro	1	Directores y gerentes	Hombres	2
2016	Agosto 2016	201608	Agosto	CNO - 2011	18	Ribera Baja del Ebro	2	Técnicos y profesionales científicos e intelectuales	Hombres	1
2016	Agosto 2016	201608	Agosto	CNO - 2011	18	Ribera Baja del Ebro	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1
2016	Agosto 2016	201608	Agosto	CNO - 2011	18	Ribera Baja del Ebro	3	Técnicos; profesionales de apoyo	Hombres	9
2016	Agosto 2016	201608	Agosto	CNO - 2011	18	Ribera Baja del Ebro	3	Técnicos; profesionales de apoyo	Mujeres	4
2016	Agosto 2016	201608	Agosto	CNO - 2011	18	Ribera Baja del Ebro	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	3
2016	Agosto 2016	201608	Agosto	CNO - 2011	18	Ribera Baja del Ebro	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	39
2016	Agosto 2016	201608	Agosto	CNO - 2011	18	Ribera Baja del Ebro	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	52
2016	Agosto 2016	201608	Agosto	CNO - 2011	18	Ribera Baja del Ebro	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	1
2016	Agosto 2016	201608	Agosto	CNO - 2011	18	Ribera Baja del Ebro	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	14
2016	Agosto 2016	201608	Agosto	CNO - 2011	18	Ribera Baja del Ebro	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	1
2016	Agosto 2016	201608	Agosto	CNO - 2011	18	Ribera Baja del Ebro	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	5
2016	Agosto 2016	201608	Agosto	CNO - 2011	18	Ribera Baja del Ebro	9	Ocupaciones elementales	Hombres	341
2016	Agosto 2016	201608	Agosto	CNO - 2011	18	Ribera Baja del Ebro	9	Ocupaciones elementales	Mujeres	155
2016	Agosto 2016	201608	Agosto	CNO - 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Técnicos y profesionales científicos e intelectuales	Mujeres	9
2016	Agosto 2016	201608	Agosto	CNO - 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Técnicos; profesionales de apoyo	Hombres	10
2016	Agosto 2016	201608	Agosto	CNO - 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Técnicos; profesionales de apoyo	Mujeres	16
2016	Agosto 2016	201608	Agosto	CNO - 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	2
2016	Agosto 2016	201608	Agosto	CNO - 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	6
2016	Agosto 2016	201608	Agosto	CNO - 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	33
2016	Agosto 2016	201608	Agosto	CNO - 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	61
2016	Agosto 2016	201608	Agosto	CNO - 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	19
2016	Agosto 2016	201608	Agosto	CNO - 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	3
2016	Agosto 2016	201608	Agosto	CNO - 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	7
2016	Agosto 2016	201608	Agosto	CNO - 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	1
2016	Agosto 2016	201608	Agosto	CNO - 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	11
2016	Agosto 2016	201608	Agosto	CNO - 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	9	Ocupaciones elementales	Hombres	581
2016	Agosto 2016	201608	Agosto	CNO - 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	9	Ocupaciones elementales	Mujeres	231
2016	Agosto 2016	201608	Agosto	CNO - 2011	20	Comunidad de Calatayud	1	Directores y gerentes	Hombres	1
2016	Agosto 2016	201608	Agosto	CNO - 2011	20	Comunidad de Calatayud	2	Técnicos y profesionales científicos e intelectuales	Hombres	8
2016	Agosto 2016	201608	Agosto	CNO - 2011	20	Comunidad de Calatayud	2	Técnicos y profesionales científicos e intelectuales	Mujeres	14
2016	Agosto 2016	201608	Agosto	CNO - 2011	20	Comunidad de Calatayud	3	Técnicos; profesionales de apoyo	Hombres	37
2016	Agosto 2016	201608	Agosto	CNO - 2011	20	Comunidad de Calatayud	3	Técnicos; profesionales de apoyo	Mujeres	36
2016	Agosto 2016	201608	Agosto	CNO - 2011	20	Comunidad de Calatayud	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	9
2016	Agosto 2016	201608	Agosto	CNO - 2011	20	Comunidad de Calatayud	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	15
2016	Agosto 2016	201608	Agosto	CNO - 2011	20	Comunidad de Calatayud	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	137
2016	Agosto 2016	201608	Agosto	CNO - 2011	20	Comunidad de Calatayud	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	173
2016	Agosto 2016	201608	Agosto	CNO - 2011	20	Comunidad de Calatayud	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	14
2016	Agosto 2016	201608	Agosto	CNO - 2011	20	Comunidad de Calatayud	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	4
2016	Agosto 2016	201608	Agosto	CNO - 2011	20	Comunidad de Calatayud	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	40
2016	Agosto 2016	201608	Agosto	CNO - 2011	20	Comunidad de Calatayud	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	8
2016	Agosto 2016	201608	Agosto	CNO - 2011	20	Comunidad de Calatayud	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	44
2016	Agosto 2016	201608	Agosto	CNO - 2011	20	Comunidad de Calatayud	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	2
2016	Agosto 2016	201608	Agosto	CNO - 2011	20	Comunidad de Calatayud	9	Ocupaciones elementales	Hombres	605
2016	Agosto 2016	201608	Agosto	CNO - 2011	20	Comunidad de Calatayud	9	Ocupaciones elementales	Mujeres	291
2016	Agosto 2016	201608	Agosto	CNO - 2011	21	Campo de Cariñena	1	Directores y gerentes	Hombres	1
2016	Agosto 2016	201608	Agosto	CNO - 2011	21	Campo de Cariñena	1	Directores y gerentes	Mujeres	1
2016	Agosto 2016	201608	Agosto	CNO - 2011	21	Campo de Cariñena	2	Técnicos y profesionales científicos e intelectuales	Hombres	9
2016	Agosto 2016	201608	Agosto	CNO - 2011	21	Campo de Cariñena	2	Técnicos y profesionales científicos e intelectuales	Mujeres	3
2016	Agosto 2016	201608	Agosto	CNO - 2011	21	Campo de Cariñena	3	Técnicos; profesionales de apoyo	Hombres	5
2016	Agosto 2016	201608	Agosto	CNO - 2011	21	Campo de Cariñena	3	Técnicos; profesionales de apoyo	Mujeres	6
2016	Agosto 2016	201608	Agosto	CNO - 2011	21	Campo de Cariñena	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	4
2016	Agosto 2016	201608	Agosto	CNO - 2011	21	Campo de Cariñena	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	7
2016	Agosto 2016	201608	Agosto	CNO - 2011	21	Campo de Cariñena	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	11
2016	Agosto 2016	201608	Agosto	CNO - 2011	21	Campo de Cariñena	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	51
2016	Agosto 2016	201608	Agosto	CNO - 2011	21	Campo de Cariñena	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	6
2016	Agosto 2016	201608	Agosto	CNO - 2011	21	Campo de Cariñena	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	1
2016	Agosto 2016	201608	Agosto	CNO - 2011	21	Campo de Cariñena	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	19
2016	Agosto 2016	201608	Agosto	CNO - 2011	21	Campo de Cariñena	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	2
2016	Agosto 2016	201608	Agosto	CNO - 2011	21	Campo de Cariñena	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	20
2016	Agosto 2016	201608	Agosto	CNO - 2011	21	Campo de Cariñena	9	Ocupaciones elementales	Hombres	372
2016	Agosto 2016	201608	Agosto	CNO - 2011	21	Campo de Cariñena	9	Ocupaciones elementales	Mujeres	179
2016	Agosto 2016	201608	Agosto	CNO - 2011	22	Campo de Belchite	2	Técnicos y profesionales científicos e intelectuales	Hombres	3
2016	Agosto 2016	201608	Agosto	CNO - 2011	22	Campo de Belchite	2	Técnicos y profesionales científicos e intelectuales	Mujeres	3
2016	Agosto 2016	201608	Agosto	CNO - 2011	22	Campo de Belchite	3	Técnicos; profesionales de apoyo	Hombres	1
2016	Agosto 2016	201608	Agosto	CNO - 2011	22	Campo de Belchite	3	Técnicos; profesionales de apoyo	Mujeres	1
2016	Agosto 2016	201608	Agosto	CNO - 2011	22	Campo de Belchite	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1
2016	Agosto 2016	201608	Agosto	CNO - 2011	22	Campo de Belchite	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	15
2016	Agosto 2016	201608	Agosto	CNO - 2011	22	Campo de Belchite	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	18
2016	Agosto 2016	201608	Agosto	CNO - 2011	22	Campo de Belchite	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	3
2016	Agosto 2016	201608	Agosto	CNO - 2011	22	Campo de Belchite	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	9
2016	Agosto 2016	201608	Agosto	CNO - 2011	22	Campo de Belchite	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	8
2016	Agosto 2016	201608	Agosto	CNO - 2011	22	Campo de Belchite	9	Ocupaciones elementales	Hombres	30
2016	Agosto 2016	201608	Agosto	CNO - 2011	22	Campo de Belchite	9	Ocupaciones elementales	Mujeres	14
2016	Agosto 2016	201608	Agosto	CNO - 2011	23	Bajo Martín	1	Directores y gerentes	Hombres	2
2016	Agosto 2016	201608	Agosto	CNO - 2011	23	Bajo Martín	3	Técnicos; profesionales de apoyo	Hombres	2
2016	Agosto 2016	201608	Agosto	CNO - 2011	23	Bajo Martín	3	Técnicos; profesionales de apoyo	Mujeres	1
2016	Agosto 2016	201608	Agosto	CNO - 2011	23	Bajo Martín	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	7
2016	Agosto 2016	201608	Agosto	CNO - 2011	23	Bajo Martín	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	19
2016	Agosto 2016	201608	Agosto	CNO - 2011	23	Bajo Martín	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	12
2016	Agosto 2016	201608	Agosto	CNO - 2011	23	Bajo Martín	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	16
2016	Agosto 2016	201608	Agosto	CNO - 2011	23	Bajo Martín	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	13
2016	Agosto 2016	201608	Agosto	CNO - 2011	23	Bajo Martín	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	10
2016	Agosto 2016	201608	Agosto	CNO - 2011	23	Bajo Martín	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	6
2016	Agosto 2016	201608	Agosto	CNO - 2011	23	Bajo Martín	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	66
2016	Agosto 2016	201608	Agosto	CNO - 2011	23	Bajo Martín	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	2
2016	Agosto 2016	201608	Agosto	CNO - 2011	23	Bajo Martín	9	Ocupaciones elementales	Hombres	21
2016	Agosto 2016	201608	Agosto	CNO - 2011	23	Bajo Martín	9	Ocupaciones elementales	Mujeres	10
2016	Agosto 2016	201608	Agosto	CNO - 2011	24	Campo de Daroca	2	Técnicos y profesionales científicos e intelectuales	Hombres	11
2016	Agosto 2016	201608	Agosto	CNO - 2011	24	Campo de Daroca	2	Técnicos y profesionales científicos e intelectuales	Mujeres	5
2016	Agosto 2016	201608	Agosto	CNO - 2011	24	Campo de Daroca	3	Técnicos; profesionales de apoyo	Hombres	2
2016	Agosto 2016	201608	Agosto	CNO - 2011	24	Campo de Daroca	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	1
2016	Agosto 2016	201608	Agosto	CNO - 2011	24	Campo de Daroca	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	2
2016	Agosto 2016	201608	Agosto	CNO - 2011	24	Campo de Daroca	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	15
2016	Agosto 2016	201608	Agosto	CNO - 2011	24	Campo de Daroca	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	14
2016	Agosto 2016	201608	Agosto	CNO - 2011	24	Campo de Daroca	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	1
2016	Agosto 2016	201608	Agosto	CNO - 2011	24	Campo de Daroca	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	1
2016	Agosto 2016	201608	Agosto	CNO - 2011	24	Campo de Daroca	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	4
2016	Agosto 2016	201608	Agosto	CNO - 2011	24	Campo de Daroca	9	Ocupaciones elementales	Hombres	14
2016	Agosto 2016	201608	Agosto	CNO - 2011	24	Campo de Daroca	9	Ocupaciones elementales	Mujeres	7
2016	Agosto 2016	201608	Agosto	CNO - 2011	25	Jiloca	2	Técnicos y profesionales científicos e intelectuales	Hombres	11
2016	Agosto 2016	201608	Agosto	CNO - 2011	25	Jiloca	2	Técnicos y profesionales científicos e intelectuales	Mujeres	3
2016	Agosto 2016	201608	Agosto	CNO - 2011	25	Jiloca	3	Técnicos; profesionales de apoyo	Hombres	9
2016	Agosto 2016	201608	Agosto	CNO - 2011	25	Jiloca	3	Técnicos; profesionales de apoyo	Mujeres	6
2016	Agosto 2016	201608	Agosto	CNO - 2011	25	Jiloca	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	3
2016	Agosto 2016	201608	Agosto	CNO - 2011	25	Jiloca	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	26
2016	Agosto 2016	201608	Agosto	CNO - 2011	25	Jiloca	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	43
2016	Agosto 2016	201608	Agosto	CNO - 2011	25	Jiloca	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	8
2016	Agosto 2016	201608	Agosto	CNO - 2011	25	Jiloca	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	10
2016	Agosto 2016	201608	Agosto	CNO - 2011	25	Jiloca	9	Ocupaciones elementales	Hombres	21
2016	Agosto 2016	201608	Agosto	CNO - 2011	25	Jiloca	9	Ocupaciones elementales	Mujeres	29
2016	Agosto 2016	201608	Agosto	CNO - 2011	26	Cuencas Mineras	2	Técnicos y profesionales científicos e intelectuales	Hombres	3
2016	Agosto 2016	201608	Agosto	CNO - 2011	26	Cuencas Mineras	2	Técnicos y profesionales científicos e intelectuales	Mujeres	2
2016	Agosto 2016	201608	Agosto	CNO - 2011	26	Cuencas Mineras	3	Técnicos; profesionales de apoyo	Hombres	3
2016	Agosto 2016	201608	Agosto	CNO - 2011	26	Cuencas Mineras	3	Técnicos; profesionales de apoyo	Mujeres	3
2016	Agosto 2016	201608	Agosto	CNO - 2011	26	Cuencas Mineras	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	3
2016	Agosto 2016	201608	Agosto	CNO - 2011	26	Cuencas Mineras	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	6
2016	Agosto 2016	201608	Agosto	CNO - 2011	26	Cuencas Mineras	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	34
2016	Agosto 2016	201608	Agosto	CNO - 2011	26	Cuencas Mineras	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	1
2016	Agosto 2016	201608	Agosto	CNO - 2011	26	Cuencas Mineras	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	15
2016	Agosto 2016	201608	Agosto	CNO - 2011	26	Cuencas Mineras	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	22
2016	Agosto 2016	201608	Agosto	CNO - 2011	26	Cuencas Mineras	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	5
2016	Agosto 2016	201608	Agosto	CNO - 2011	26	Cuencas Mineras	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	3
2016	Agosto 2016	201608	Agosto	CNO - 2011	26	Cuencas Mineras	9	Ocupaciones elementales	Hombres	29
2016	Agosto 2016	201608	Agosto	CNO - 2011	26	Cuencas Mineras	9	Ocupaciones elementales	Mujeres	15
2016	Agosto 2016	201608	Agosto	CNO - 2011	27	Andorra-Sierra de Arcos	1	Directores y gerentes	Hombres	1
2016	Agosto 2016	201608	Agosto	CNO - 2011	27	Andorra-Sierra de Arcos	2	Técnicos y profesionales científicos e intelectuales	Hombres	5
2016	Agosto 2016	201608	Agosto	CNO - 2011	27	Andorra-Sierra de Arcos	2	Técnicos y profesionales científicos e intelectuales	Mujeres	10
2016	Agosto 2016	201608	Agosto	CNO - 2011	27	Andorra-Sierra de Arcos	3	Técnicos; profesionales de apoyo	Hombres	6
2016	Agosto 2016	201608	Agosto	CNO - 2011	27	Andorra-Sierra de Arcos	3	Técnicos; profesionales de apoyo	Mujeres	1
2016	Agosto 2016	201608	Agosto	CNO - 2011	27	Andorra-Sierra de Arcos	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	2
2016	Agosto 2016	201608	Agosto	CNO - 2011	27	Andorra-Sierra de Arcos	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	7
2016	Agosto 2016	201608	Agosto	CNO - 2011	27	Andorra-Sierra de Arcos	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	36
2016	Agosto 2016	201608	Agosto	CNO - 2011	27	Andorra-Sierra de Arcos	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	55
2016	Agosto 2016	201608	Agosto	CNO - 2011	27	Andorra-Sierra de Arcos	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	11
2016	Agosto 2016	201608	Agosto	CNO - 2011	27	Andorra-Sierra de Arcos	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	1
2016	Agosto 2016	201608	Agosto	CNO - 2011	27	Andorra-Sierra de Arcos	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	28
2016	Agosto 2016	201608	Agosto	CNO - 2011	27	Andorra-Sierra de Arcos	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	2
2016	Agosto 2016	201608	Agosto	CNO - 2011	27	Andorra-Sierra de Arcos	9	Ocupaciones elementales	Hombres	16
2016	Agosto 2016	201608	Agosto	CNO - 2011	27	Andorra-Sierra de Arcos	9	Ocupaciones elementales	Mujeres	20
