Año	Residencia continente código	Residencia continente nombre	Residencia área código	Residencia área nombre	Residencia país código	Residencia país nombre	Inscripción comarca código	Inscripción comarca nombre	Sexo	Personas
2009	3	América	06	Resto de América	344	Chile	03	Sobrarbe	Hombre	15,0
2009	3	América	06	Resto de América	344	Chile	04	La Ribagorza	Hombre	36,0
2009	3	América	06	Resto de América	344	Chile	05	Cinco Villas	Hombre	23,0
2009	3	América	06	Resto de América	344	Chile	06	Hoya de Huesca / Plana de Uesca	Hombre	34,0
2009	3	América	06	Resto de América	344	Chile	07	Somontano de Barbastro	Hombre	10,0
2009	3	América	06	Resto de América	344	Chile	08	Cinca Medio	Hombre	2,0
2009	3	América	06	Resto de América	344	Chile	09	La Litera / La Llitera	Hombre	3,0
2009	3	América	06	Resto de América	344	Chile	10	Los Monegros	Hombre	5,0
2009	3	América	06	Resto de América	344	Chile	11	Bajo Cinca / Baix Cinca	Hombre	6,0
2009	3	América	06	Resto de América	344	Chile	12	Tarazona y el Moncayo	Hombre	3,0
2009	3	América	06	Resto de América	344	Chile	15	Ribera Alta del Ebro	Hombre	9,0
2009	3	América	06	Resto de América	344	Chile	16	Valdejalón	Hombre	10,0
2009	3	América	06	Resto de América	344	Chile	17	D.C. Zaragoza	Hombre	150,0
2009	3	América	06	Resto de América	344	Chile	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	3,0
2009	3	América	06	Resto de América	344	Chile	20	Comunidad de Calatayud	Hombre	10,0
2009	3	América	06	Resto de América	344	Chile	22	Campo de Belchite	Hombre	1,0
2009	3	América	06	Resto de América	344	Chile	23	Bajo Martín	Hombre	1,0
2009	3	América	06	Resto de América	344	Chile	25	Jiloca	Hombre	2,0
2009	3	América	06	Resto de América	344	Chile	26	Cuencas Mineras	Hombre	2,0
2009	3	América	06	Resto de América	344	Chile	28	Bajo Aragón	Hombre	15,0
2009	3	América	06	Resto de América	344	Chile	29	Comunidad de Teruel	Hombre	21,0
2009	3	América	06	Resto de América	344	Chile	30	Maestrazgo	Hombre	3,0
2009	3	América	06	Resto de América	344	Chile	31	Sierra de Albarracín	Hombre	6,0
2009	3	América	06	Resto de América	345	Ecuador	01	La Jacetania	Hombre	2,0
2009	3	América	06	Resto de América	345	Ecuador	02	Alto Gállego	Hombre	2,0
2009	3	América	06	Resto de América	345	Ecuador	05	Cinco Villas	Hombre	2,0
2009	3	América	06	Resto de América	345	Ecuador	06	Hoya de Huesca / Plana de Uesca	Hombre	11,0
2009	3	América	06	Resto de América	345	Ecuador	10	Los Monegros	Hombre	1,0
2009	3	América	06	Resto de América	345	Ecuador	16	Valdejalón	Hombre	1,0
2009	3	América	06	Resto de América	345	Ecuador	17	D.C. Zaragoza	Hombre	51,0
2009	3	América	06	Resto de América	345	Ecuador	18	Ribera Baja del Ebro	Hombre	2,0
2009	3	América	06	Resto de América	345	Ecuador	20	Comunidad de Calatayud	Hombre	2,0
2009	3	América	06	Resto de América	345	Ecuador	22	Campo de Belchite	Hombre	3,0
2009	3	América	06	Resto de América	345	Ecuador	26	Cuencas Mineras	Hombre	1,0
2009	3	América	06	Resto de América	345	Ecuador	28	Bajo Aragón	Hombre	5,0
2009	3	América	06	Resto de América	345	Ecuador	29	Comunidad de Teruel	Hombre	10,0
2009	3	América	06	Resto de América	345	Ecuador	30	Maestrazgo	Hombre	1,0
2009	3	América	06	Resto de América	347	Paraguay	01	La Jacetania	Hombre	17,0
2009	3	América	06	Resto de América	347	Paraguay	06	Hoya de Huesca / Plana de Uesca	Hombre	3,0
2009	3	América	06	Resto de América	347	Paraguay	09	La Litera / La Llitera	Hombre	1,0
2009	3	América	06	Resto de América	347	Paraguay	12	Tarazona y el Moncayo	Hombre	4,0
2009	3	América	06	Resto de América	347	Paraguay	14	Aranda	Hombre	1,0
2009	3	América	06	Resto de América	347	Paraguay	17	D.C. Zaragoza	Hombre	9,0
2009	3	América	06	Resto de América	347	Paraguay	18	Ribera Baja del Ebro	Hombre	10,0
2009	3	América	06	Resto de América	347	Paraguay	20	Comunidad de Calatayud	Hombre	3,0
2009	3	América	06	Resto de América	347	Paraguay	26	Cuencas Mineras	Hombre	1,0
2009	3	América	06	Resto de América	347	Paraguay	29	Comunidad de Teruel	Hombre	3,0
2009	3	América	06	Resto de América	348	Perú	01	La Jacetania	Hombre	1,0
2009	3	América	06	Resto de América	348	Perú	03	Sobrarbe	Hombre	1,0
2009	3	América	06	Resto de América	348	Perú	05	Cinco Villas	Hombre	1,0
2009	3	América	06	Resto de América	348	Perú	06	Hoya de Huesca / Plana de Uesca	Hombre	7,0
2009	3	América	06	Resto de América	348	Perú	09	La Litera / La Llitera	Hombre	1,0
2009	3	América	06	Resto de América	348	Perú	12	Tarazona y el Moncayo	Hombre	1,0
2009	3	América	06	Resto de América	348	Perú	13	Campo de Borja	Hombre	5,0
2009	3	América	06	Resto de América	348	Perú	14	Aranda	Hombre	1,0
2009	3	América	06	Resto de América	348	Perú	16	Valdejalón	Hombre	1,0
2009	3	América	06	Resto de América	348	Perú	17	D.C. Zaragoza	Hombre	74,0
2009	3	América	06	Resto de América	348	Perú	18	Ribera Baja del Ebro	Hombre	1,0
2009	3	América	06	Resto de América	348	Perú	20	Comunidad de Calatayud	Hombre	4,0
2009	3	América	06	Resto de América	348	Perú	23	Bajo Martín	Hombre	1,0
2009	3	América	06	Resto de América	348	Perú	25	Jiloca	Hombre	2,0
2009	3	América	06	Resto de América	348	Perú	26	Cuencas Mineras	Hombre	1,0
2009	3	América	06	Resto de América	348	Perú	27	Andorra-Sierra de Arcos	Hombre	1,0
2009	3	América	06	Resto de América	348	Perú	28	Bajo Aragón	Hombre	1,0
2009	3	América	06	Resto de América	348	Perú	29	Comunidad de Teruel	Hombre	4,0
2009	3	América	06	Resto de América	350	Uruguay	01	La Jacetania	Hombre	3,0
2009	3	América	06	Resto de América	350	Uruguay	03	Sobrarbe	Hombre	7,0
2009	3	América	06	Resto de América	350	Uruguay	04	La Ribagorza	Hombre	1,0
2009	3	América	06	Resto de América	350	Uruguay	05	Cinco Villas	Hombre	13,0
2009	3	América	06	Resto de América	350	Uruguay	06	Hoya de Huesca / Plana de Uesca	Hombre	3,0
2009	3	América	06	Resto de América	350	Uruguay	07	Somontano de Barbastro	Hombre	6,0
2009	3	América	06	Resto de América	350	Uruguay	10	Los Monegros	Hombre	4,0
2009	3	América	06	Resto de América	350	Uruguay	11	Bajo Cinca / Baix Cinca	Hombre	3,0
2009	3	América	06	Resto de América	350	Uruguay	16	Valdejalón	Hombre	2,0
2009	3	América	06	Resto de América	350	Uruguay	17	D.C. Zaragoza	Hombre	79,0
2009	3	América	06	Resto de América	350	Uruguay	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	5,0
2009	3	América	06	Resto de América	350	Uruguay	20	Comunidad de Calatayud	Hombre	4,0
2009	3	América	06	Resto de América	350	Uruguay	24	Campo de Daroca	Hombre	2,0
2009	3	América	06	Resto de América	350	Uruguay	25	Jiloca	Hombre	1,0
2009	3	América	06	Resto de América	350	Uruguay	27	Andorra-Sierra de Arcos	Hombre	1,0
2009	3	América	06	Resto de América	350	Uruguay	28	Bajo Aragón	Hombre	1,0
2009	3	América	06	Resto de América	350	Uruguay	29	Comunidad de Teruel	Hombre	2,0
2009	3	América	06	Resto de América	350	Uruguay	31	Sierra de Albarracín	Hombre	2,0
2009	3	América	06	Resto de América	350	Uruguay	32	Gúdar-Javalambre	Hombre	3,0
2009	3	América	06	Resto de América	351	Venezuela	01	La Jacetania	Hombre	13,0
2009	3	América	06	Resto de América	351	Venezuela	02	Alto Gállego	Hombre	5,0
2009	3	América	06	Resto de América	351	Venezuela	03	Sobrarbe	Hombre	2,0
2009	3	América	06	Resto de América	351	Venezuela	04	La Ribagorza	Hombre	9,0
2009	3	América	06	Resto de América	351	Venezuela	05	Cinco Villas	Hombre	16,0
2009	3	América	06	Resto de América	351	Venezuela	06	Hoya de Huesca / Plana de Uesca	Hombre	40,0
2009	3	América	06	Resto de América	351	Venezuela	07	Somontano de Barbastro	Hombre	18,0
2009	3	América	06	Resto de América	351	Venezuela	08	Cinca Medio	Hombre	10,0
2009	3	América	06	Resto de América	351	Venezuela	09	La Litera / La Llitera	Hombre	11,0
2009	3	América	06	Resto de América	351	Venezuela	10	Los Monegros	Hombre	12,0
2009	3	América	06	Resto de América	351	Venezuela	11	Bajo Cinca / Baix Cinca	Hombre	5,0
2009	3	América	06	Resto de América	351	Venezuela	12	Tarazona y el Moncayo	Hombre	9,0
2009	3	América	06	Resto de América	351	Venezuela	13	Campo de Borja	Hombre	5,0
2009	3	América	06	Resto de América	351	Venezuela	14	Aranda	Hombre	4,0
2009	3	América	06	Resto de América	351	Venezuela	15	Ribera Alta del Ebro	Hombre	3,0
2009	3	América	06	Resto de América	351	Venezuela	16	Valdejalón	Hombre	12,0
2009	3	América	06	Resto de América	351	Venezuela	17	D.C. Zaragoza	Hombre	559,0
2009	3	América	06	Resto de América	351	Venezuela	18	Ribera Baja del Ebro	Hombre	4,0
2009	3	América	06	Resto de América	351	Venezuela	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	17,0
2009	3	América	06	Resto de América	351	Venezuela	20	Comunidad de Calatayud	Hombre	36,0
2009	3	América	06	Resto de América	351	Venezuela	22	Campo de Belchite	Hombre	5,0
2009	3	América	06	Resto de América	351	Venezuela	23	Bajo Martín	Hombre	3,0
2009	3	América	06	Resto de América	351	Venezuela	24	Campo de Daroca	Hombre	8,0
2009	3	América	06	Resto de América	351	Venezuela	25	Jiloca	Hombre	12,0
2009	3	América	06	Resto de América	351	Venezuela	26	Cuencas Mineras	Hombre	7,0
2009	3	América	06	Resto de América	351	Venezuela	27	Andorra-Sierra de Arcos	Hombre	7,0
2009	3	América	06	Resto de América	351	Venezuela	28	Bajo Aragón	Hombre	16,0
2009	3	América	06	Resto de América	351	Venezuela	29	Comunidad de Teruel	Hombre	58,0
2009	3	América	06	Resto de América	351	Venezuela	30	Maestrazgo	Hombre	1,0
2009	3	América	06	Resto de América	351	Venezuela	31	Sierra de Albarracín	Hombre	3,0
2009	3	América	06	Resto de América	351	Venezuela	32	Gúdar-Javalambre	Hombre	16,0
2009	3	América	06	Resto de América	351	Venezuela	33	Matarraña / Matarranya	Hombre	9,0
2009	4	Asia	07	Asia	402	Arabia Saudí	17	D.C. Zaragoza	Hombre	12,0
2009	4	Asia	07	Asia	407	China	06	Hoya de Huesca / Plana de Uesca	Hombre	2,0
2009	4	Asia	07	Asia	407	China	17	D.C. Zaragoza	Hombre	29,0
2009	4	Asia	07	Asia	407	China	29	Comunidad de Teruel	Hombre	1,0
2009	4	Asia	07	Asia	407	China	32	Gúdar-Javalambre	Hombre	1,0
2009	4	Asia	07	Asia	408	Emiratos Arabes Unidos	01	La Jacetania	Hombre	1,0
2009	4	Asia	07	Asia	408	Emiratos Arabes Unidos	10	Los Monegros	Hombre	1,0
2009	4	Asia	07	Asia	408	Emiratos Arabes Unidos	17	D.C. Zaragoza	Hombre	4,0
2009	4	Asia	07	Asia	409	Filipinas	04	La Ribagorza	Hombre	1,0
2009	4	Asia	07	Asia	409	Filipinas	17	D.C. Zaragoza	Hombre	17,0
2009	4	Asia	07	Asia	409	Filipinas	20	Comunidad de Calatayud	Hombre	7,0
2009	4	Asia	07	Asia	410	India	08	Cinca Medio	Hombre	1,0
2009	4	Asia	07	Asia	410	India	11	Bajo Cinca / Baix Cinca	Hombre	1,0
2009	4	Asia	07	Asia	410	India	12	Tarazona y el Moncayo	Hombre	1,0
2009	4	Asia	07	Asia	410	India	17	D.C. Zaragoza	Hombre	2,0
2009	4	Asia	07	Asia	410	India	29	Comunidad de Teruel	Hombre	1,0
2009	4	Asia	07	Asia	411	Indonesia	06	Hoya de Huesca / Plana de Uesca	Hombre	3,0
2009	4	Asia	07	Asia	411	Indonesia	17	D.C. Zaragoza	Hombre	2,0
2009	4	Asia	07	Asia	414	Israel	06	Hoya de Huesca / Plana de Uesca	Hombre	1,0
2009	4	Asia	07	Asia	414	Israel	10	Los Monegros	Hombre	1,0
2009	4	Asia	07	Asia	414	Israel	17	D.C. Zaragoza	Hombre	8,0
2009	4	Asia	07	Asia	415	Japón	12	Tarazona y el Moncayo	Hombre	1,0
2009	4	Asia	07	Asia	415	Japón	16	Valdejalón	Hombre	1,0
2009	4	Asia	07	Asia	415	Japón	17	D.C. Zaragoza	Hombre	19,0
2009	4	Asia	07	Asia	415	Japón	25	Jiloca	Hombre	1,0
2009	4	Asia	07	Asia	415	Japón	29	Comunidad de Teruel	Hombre	1,0
2009	4	Asia	07	Asia	416	Jordania	17	D.C. Zaragoza	Hombre	20,0
2009	4	Asia	07	Asia	416	Jordania	20	Comunidad de Calatayud	Hombre	1,0
2009	4	Asia	07	Asia	420	Líbano	13	Campo de Borja	Hombre	1,0
2009	4	Asia	07	Asia	420	Líbano	17	D.C. Zaragoza	Hombre	8,0
2009	4	Asia	07	Asia	420	Líbano	26	Cuencas Mineras	Hombre	1,0
2009	4	Asia	07	Asia	421	Malasia	17	D.C. Zaragoza	Hombre	1,0
2009	4	Asia	07	Asia	426	Pakistán	26	Cuencas Mineras	Hombre	2,0
2009	4	Asia	07	Asia	427	Qatar	17	D.C. Zaragoza	Hombre	1,0
2009	4	Asia	07	Asia	427	Qatar	27	Andorra-Sierra de Arcos	Hombre	1,0
2009	4	Asia	07	Asia	430	República de Corea	17	D.C. Zaragoza	Hombre	1,0
2009	4	Asia	07	Asia	432	Singapur	02	Alto Gállego	Hombre	1,0
2009	4	Asia	07	Asia	432	Singapur	17	D.C. Zaragoza	Hombre	3,0
2009	4	Asia	07	Asia	433	Siria	06	Hoya de Huesca / Plana de Uesca	Hombre	1,0
2009	4	Asia	07	Asia	433	Siria	17	D.C. Zaragoza	Hombre	21,0
2009	4	Asia	07	Asia	433	Siria	21	Campo de Cariñena	Hombre	1,0
2009	4	Asia	07	Asia	435	Tailandia	02	Alto Gállego	Hombre	1,0
2009	4	Asia	07	Asia	435	Tailandia	06	Hoya de Huesca / Plana de Uesca	Hombre	3,0
2009	4	Asia	07	Asia	435	Tailandia	17	D.C. Zaragoza	Hombre	1,0
2009	4	Asia	07	Asia	437	Vietnam	17	D.C. Zaragoza	Hombre	3,0
2009	4	Asia	07	Asia	438	Taiwan	17	D.C. Zaragoza	Hombre	4,0
2009	4	Asia	07	Asia	438	Taiwan	20	Comunidad de Calatayud	Hombre	1,0
2009	4	Asia	07	Asia	443	Kazajstan	08	Cinca Medio	Hombre	1,0
2009	4	Asia	07	Asia	443	Kazajstan	17	D.C. Zaragoza	Hombre	1,0
2009	5	Oceanía	08	Oceanía	501	Australia	01	La Jacetania	Hombre	2,0
2009	5	Oceanía	08	Oceanía	501	Australia	06	Hoya de Huesca / Plana de Uesca	Hombre	6,0
2009	5	Oceanía	08	Oceanía	501	Australia	07	Somontano de Barbastro	Hombre	1,0
2009	5	Oceanía	08	Oceanía	501	Australia	09	La Litera / La Llitera	Hombre	1,0
2009	5	Oceanía	08	Oceanía	501	Australia	10	Los Monegros	Hombre	1,0
2009	5	Oceanía	08	Oceanía	501	Australia	15	Ribera Alta del Ebro	Hombre	1,0
2009	5	Oceanía	08	Oceanía	501	Australia	16	Valdejalón	Hombre	1,0
2009	5	Oceanía	08	Oceanía	501	Australia	17	D.C. Zaragoza	Hombre	47,0
2009	5	Oceanía	08	Oceanía	501	Australia	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	1,0
2009	5	Oceanía	08	Oceanía	501	Australia	22	Campo de Belchite	Hombre	1,0
2009	5	Oceanía	08	Oceanía	501	Australia	23	Bajo Martín	Hombre	1,0
2009	5	Oceanía	08	Oceanía	501	Australia	24	Campo de Daroca	Hombre	1,0
2009	5	Oceanía	08	Oceanía	501	Australia	26	Cuencas Mineras	Hombre	4,0
2009	5	Oceanía	08	Oceanía	501	Australia	27	Andorra-Sierra de Arcos	Hombre	3,0
2009	5	Oceanía	08	Oceanía	501	Australia	28	Bajo Aragón	Hombre	3,0
2009	5	Oceanía	08	Oceanía	501	Australia	29	Comunidad de Teruel	Hombre	7,0
2009	5	Oceanía	08	Oceanía	501	Australia	30	Maestrazgo	Hombre	1,0
2009	5	Oceanía	08	Oceanía	501	Australia	32	Gúdar-Javalambre	Hombre	1,0
2009	5	Oceanía	08	Oceanía	501	Australia	33	Matarraña / Matarranya	Hombre	1,0
2009	5	Oceanía	08	Oceanía	504	Nueva Zelanda	01	La Jacetania	Hombre	1,0
2009	5	Oceanía	08	Oceanía	504	Nueva Zelanda	17	D.C. Zaragoza	Hombre	4,0
2009	5	Oceanía	08	Oceanía	505	Papua Nueva Guinea	28	Bajo Aragón	Hombre	1,0
2010	1	Europa	01	UE-27	125	Reino Unido	01	La Jacetania	Hombre	8,0
2010	1	Europa	01	UE-27	125	Reino Unido	02	Alto Gállego	Hombre	4,0
2010	1	Europa	01	UE-27	125	Reino Unido	03	Sobrarbe	Hombre	3,0
2010	1	Europa	01	UE-27	125	Reino Unido	04	La Ribagorza	Hombre	2,0
2010	1	Europa	01	UE-27	125	Reino Unido	05	Cinco Villas	Hombre	7,0
2010	1	Europa	01	UE-27	125	Reino Unido	06	Hoya de Huesca / Plana de Uesca	Hombre	34,0
2010	1	Europa	01	UE-27	125	Reino Unido	07	Somontano de Barbastro	Hombre	5,0
2010	1	Europa	01	UE-27	125	Reino Unido	08	Cinca Medio	Hombre	4,0
2010	1	Europa	01	UE-27	125	Reino Unido	09	La Litera / La Llitera	Hombre	3,0
2010	1	Europa	01	UE-27	125	Reino Unido	10	Los Monegros	Hombre	4,0
2010	1	Europa	01	UE-27	125	Reino Unido	11	Bajo Cinca / Baix Cinca	Hombre	2,0
2010	1	Europa	01	UE-27	125	Reino Unido	12	Tarazona y el Moncayo	Hombre	2,0
2010	1	Europa	01	UE-27	125	Reino Unido	13	Campo de Borja	Hombre	1,0
2010	1	Europa	01	UE-27	125	Reino Unido	15	Ribera Alta del Ebro	Hombre	4,0
2010	1	Europa	01	UE-27	125	Reino Unido	16	Valdejalón	Hombre	2,0
2010	1	Europa	01	UE-27	125	Reino Unido	17	D.C. Zaragoza	Hombre	344,0
2010	1	Europa	01	UE-27	125	Reino Unido	18	Ribera Baja del Ebro	Hombre	1,0
2010	1	Europa	01	UE-27	125	Reino Unido	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	4,0
2010	1	Europa	01	UE-27	125	Reino Unido	20	Comunidad de Calatayud	Hombre	8,0
2010	1	Europa	01	UE-27	125	Reino Unido	22	Campo de Belchite	Hombre	3,0
2010	1	Europa	01	UE-27	125	Reino Unido	23	Bajo Martín	Hombre	1,0
2010	1	Europa	01	UE-27	125	Reino Unido	24	Campo de Daroca	Hombre	2,0
2010	1	Europa	01	UE-27	125	Reino Unido	25	Jiloca	Hombre	2,0
2010	1	Europa	01	UE-27	125	Reino Unido	26	Cuencas Mineras	Hombre	9,0
2010	1	Europa	01	UE-27	125	Reino Unido	27	Andorra-Sierra de Arcos	Hombre	1,0
2010	1	Europa	01	UE-27	125	Reino Unido	28	Bajo Aragón	Hombre	5,0
2010	1	Europa	01	UE-27	125	Reino Unido	29	Comunidad de Teruel	Hombre	32,0
2010	1	Europa	01	UE-27	125	Reino Unido	30	Maestrazgo	Hombre	1,0
2010	1	Europa	01	UE-27	125	Reino Unido	31	Sierra de Albarracín	Hombre	2,0
2010	1	Europa	01	UE-27	125	Reino Unido	32	Gúdar-Javalambre	Hombre	4,0
2010	1	Europa	01	UE-27	125	Reino Unido	33	Matarraña / Matarranya	Hombre	2,0
2010	1	Europa	01	UE-27_2007	102	Austria	10	Los Monegros	Hombre	1,0
2010	1	Europa	01	UE-27_2007	102	Austria	17	D.C. Zaragoza	Hombre	28,0
2010	1	Europa	01	UE-27_2007	102	Austria	27	Andorra-Sierra de Arcos	Hombre	2,0
2010	1	Europa	01	UE-27_2007	102	Austria	29	Comunidad de Teruel	Hombre	1,0
2010	1	Europa	01	UE-27_2007	103	Bélgica	01	La Jacetania	Hombre	11,0
2010	1	Europa	01	UE-27_2007	103	Bélgica	03	Sobrarbe	Hombre	2,0
2010	1	Europa	01	UE-27_2007	103	Bélgica	04	La Ribagorza	Hombre	3,0
2010	1	Europa	01	UE-27_2007	103	Bélgica	05	Cinco Villas	Hombre	2,0
2010	1	Europa	01	UE-27_2007	103	Bélgica	06	Hoya de Huesca / Plana de Uesca	Hombre	16,0
2010	1	Europa	01	UE-27_2007	103	Bélgica	07	Somontano de Barbastro	Hombre	5,0
2010	1	Europa	01	UE-27_2007	103	Bélgica	08	Cinca Medio	Hombre	6,0
2010	1	Europa	01	UE-27_2007	103	Bélgica	09	La Litera / La Llitera	Hombre	2,0
2010	1	Europa	01	UE-27_2007	103	Bélgica	10	Los Monegros	Hombre	4,0
2010	1	Europa	01	UE-27_2007	103	Bélgica	11	Bajo Cinca / Baix Cinca	Hombre	19,0
2010	1	Europa	01	UE-27_2007	103	Bélgica	13	Campo de Borja	Hombre	6,0
2010	1	Europa	01	UE-27_2007	103	Bélgica	15	Ribera Alta del Ebro	Hombre	5,0
2010	1	Europa	01	UE-27_2007	103	Bélgica	16	Valdejalón	Hombre	5,0
2010	1	Europa	01	UE-27_2007	103	Bélgica	17	D.C. Zaragoza	Hombre	148,0
2010	1	Europa	01	UE-27_2007	103	Bélgica	20	Comunidad de Calatayud	Hombre	12,0
2010	1	Europa	01	UE-27_2007	103	Bélgica	24	Campo de Daroca	Hombre	4,0
2010	1	Europa	01	UE-27_2007	103	Bélgica	26	Cuencas Mineras	Hombre	13,0
2010	1	Europa	01	UE-27_2007	103	Bélgica	27	Andorra-Sierra de Arcos	Hombre	23,0
2010	1	Europa	01	UE-27_2007	103	Bélgica	29	Comunidad de Teruel	Hombre	7,0
2010	1	Europa	01	UE-27_2007	103	Bélgica	33	Matarraña / Matarranya	Hombre	10,0
2010	1	Europa	01	UE-27_2007	104	Bulgaria	06	Hoya de Huesca / Plana de Uesca	Hombre	2,0
2010	1	Europa	01	UE-27_2007	104	Bulgaria	17	D.C. Zaragoza	Hombre	1,0
2010	1	Europa	01	UE-27_2007	104	Bulgaria	28	Bajo Aragón	Hombre	1,0
2010	1	Europa	01	UE-27_2007	104	Bulgaria	29	Comunidad de Teruel	Hombre	1,0
2010	1	Europa	01	UE-27_2007	106	Chipre	17	D.C. Zaragoza	Hombre	2,0
2010	1	Europa	01	UE-27_2007	107	Dinamarca	02	Alto Gállego	Hombre	1,0
2010	1	Europa	01	UE-27_2007	107	Dinamarca	07	Somontano de Barbastro	Hombre	1,0
2010	1	Europa	01	UE-27_2007	107	Dinamarca	09	La Litera / La Llitera	Hombre	1,0
2010	1	Europa	01	UE-27_2007	107	Dinamarca	12	Tarazona y el Moncayo	Hombre	1,0
2010	1	Europa	01	UE-27_2007	107	Dinamarca	17	D.C. Zaragoza	Hombre	17,0
2010	1	Europa	01	UE-27_2007	107	Dinamarca	32	Gúdar-Javalambre	Hombre	1,0
2010	1	Europa	01	UE-27_2007	109	Finlandia	06	Hoya de Huesca / Plana de Uesca	Hombre	1,0
2010	1	Europa	01	UE-27_2007	109	Finlandia	17	D.C. Zaragoza	Hombre	19,0
2010	1	Europa	01	UE-27_2007	109	Finlandia	26	Cuencas Mineras	Hombre	1,0
2010	1	Europa	01	UE-27_2007	109	Finlandia	29	Comunidad de Teruel	Hombre	4,0
2010	1	Europa	01	UE-27_2007	110	Francia	01	La Jacetania	Hombre	134,0
2010	1	Europa	01	UE-27_2007	110	Francia	02	Alto Gállego	Hombre	65,0
2010	1	Europa	01	UE-27_2007	110	Francia	03	Sobrarbe	Hombre	102,0
2010	1	Europa	01	UE-27_2007	110	Francia	04	La Ribagorza	Hombre	90,0
2010	1	Europa	01	UE-27_2007	110	Francia	05	Cinco Villas	Hombre	145,0
2010	1	Europa	01	UE-27_2007	110	Francia	06	Hoya de Huesca / Plana de Uesca	Hombre	217,0
2010	1	Europa	01	UE-27_2007	110	Francia	07	Somontano de Barbastro	Hombre	115,0
2010	1	Europa	01	UE-27_2007	110	Francia	08	Cinca Medio	Hombre	64,0
2010	1	Europa	01	UE-27_2007	110	Francia	09	La Litera / La Llitera	Hombre	64,0
2010	1	Europa	01	UE-27_2007	110	Francia	10	Los Monegros	Hombre	59,0
2010	1	Europa	01	UE-27_2007	110	Francia	11	Bajo Cinca / Baix Cinca	Hombre	54,0
2010	1	Europa	01	UE-27_2007	110	Francia	12	Tarazona y el Moncayo	Hombre	11,0
2010	1	Europa	01	UE-27_2007	110	Francia	13	Campo de Borja	Hombre	38,0
2010	1	Europa	01	UE-27_2007	110	Francia	14	Aranda	Hombre	1,0
2010	1	Europa	01	UE-27_2007	110	Francia	15	Ribera Alta del Ebro	Hombre	48,0
2010	1	Europa	01	UE-27_2007	110	Francia	16	Valdejalón	Hombre	28,0
2010	1	Europa	01	UE-27_2007	110	Francia	17	D.C. Zaragoza	Hombre	931,0
2010	1	Europa	01	UE-27_2007	110	Francia	18	Ribera Baja del Ebro	Hombre	51,0
2010	1	Europa	01	UE-27_2007	110	Francia	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	48,0
2010	1	Europa	01	UE-27_2007	110	Francia	20	Comunidad de Calatayud	Hombre	76,0
2010	1	Europa	01	UE-27_2007	110	Francia	21	Campo de Cariñena	Hombre	24,0
2010	1	Europa	01	UE-27_2007	110	Francia	22	Campo de Belchite	Hombre	44,0
2010	1	Europa	01	UE-27_2007	110	Francia	23	Bajo Martín	Hombre	36,0
2010	1	Europa	01	UE-27_2007	110	Francia	24	Campo de Daroca	Hombre	18,0
2010	1	Europa	01	UE-27_2007	110	Francia	25	Jiloca	Hombre	50,0
2010	1	Europa	01	UE-27_2007	110	Francia	26	Cuencas Mineras	Hombre	38,0
2010	1	Europa	01	UE-27_2007	110	Francia	27	Andorra-Sierra de Arcos	Hombre	35,0
2010	1	Europa	01	UE-27_2007	110	Francia	28	Bajo Aragón	Hombre	120,0
2010	1	Europa	01	UE-27_2007	110	Francia	29	Comunidad de Teruel	Hombre	163,0
2010	1	Europa	01	UE-27_2007	110	Francia	30	Maestrazgo	Hombre	22,0
2010	1	Europa	01	UE-27_2007	110	Francia	31	Sierra de Albarracín	Hombre	28,0
2010	1	Europa	01	UE-27_2007	110	Francia	32	Gúdar-Javalambre	Hombre	31,0
2010	1	Europa	01	UE-27_2007	110	Francia	33	Matarraña / Matarranya	Hombre	73,0
2010	1	Europa	01	UE-27_2007	111	Grecia	05	Cinco Villas	Hombre	1,0
2010	1	Europa	01	UE-27_2007	111	Grecia	06	Hoya de Huesca / Plana de Uesca	Hombre	2,0
2010	1	Europa	01	UE-27_2007	111	Grecia	09	La Litera / La Llitera	Hombre	1,0
2010	1	Europa	01	UE-27_2007	111	Grecia	17	D.C. Zaragoza	Hombre	14,0
2010	1	Europa	01	UE-27_2007	111	Grecia	26	Cuencas Mineras	Hombre	1,0
2010	1	Europa	01	UE-27_2007	111	Grecia	29	Comunidad de Teruel	Hombre	1,0
2010	1	Europa	01	UE-27_2007	112	Hungría	17	D.C. Zaragoza	Hombre	7,0
2010	1	Europa	01	UE-27_2007	112	Hungría	23	Bajo Martín	Hombre	1,0
2010	1	Europa	01	UE-27_2007	113	Irlanda	01	La Jacetania	Hombre	5,0
2010	1	Europa	01	UE-27_2007	113	Irlanda	02	Alto Gállego	Hombre	1,0
2010	1	Europa	01	UE-27_2007	113	Irlanda	05	Cinco Villas	Hombre	2,0
2010	1	Europa	01	UE-27_2007	113	Irlanda	06	Hoya de Huesca / Plana de Uesca	Hombre	2,0
2010	1	Europa	01	UE-27_2007	113	Irlanda	07	Somontano de Barbastro	Hombre	2,0
