Año	Nº Accidentes	Tamaño Centro	Grupo Grado Código	Grupo Grado Código	Código	Municipio
2014,0	40	De 10 a 19 trabajadores	Leves	1	44216	Teruel
2014,0	17	De 10 a 19 trabajadores	Leves	1	50067	Calatayud
2014,0	5	De 10 a 19 trabajadores	Leves	1	50074	Caspe
2014,0	28	De 10 a 19 trabajadores	Leves	1	50089	Cuarte de Huerva
2014,0	22	De 10 a 19 trabajadores	Leves	1	50095	Ejea de los Caballeros
2014,0	4	De 10 a 19 trabajadores	Leves	1	50251	Tarazona
2014,0	18	De 10 a 19 trabajadores	Leves	1	50272	Utebo
2014,0	471	De 10 a 19 trabajadores	Leves	1	50297	Zaragoza
2013,0	26	De 10 a 19 trabajadores	Leves	1	22048	Barbastro
2013,0	25	De 10 a 19 trabajadores	Leves	1	22112	Fraga
2013,0	82	De 10 a 19 trabajadores	Leves	1	22125	Huesca
2013,0	11	De 10 a 19 trabajadores	Leves	1	22130	Jaca
2013,0	29	De 10 a 19 trabajadores	Leves	1	22158	Monzón
2013,0	15	De 10 a 19 trabajadores	Leves	1	44013	Alcañiz
2013,0	44	De 10 a 19 trabajadores	Leves	1	44216	Teruel
2013,0	25	De 10 a 19 trabajadores	Leves	1	50067	Calatayud
2013,0	9	De 10 a 19 trabajadores	Leves	1	50074	Caspe
2013,0	31	De 10 a 19 trabajadores	Leves	1	50089	Cuarte de Huerva
2013,0	23	De 10 a 19 trabajadores	Leves	1	50095	Ejea de los Caballeros
2013,0	6	De 10 a 19 trabajadores	Leves	1	50251	Tarazona
2013,0	21	De 10 a 19 trabajadores	Leves	1	50272	Utebo
2013,0	458	De 10 a 19 trabajadores	Leves	1	50297	Zaragoza
2012,0	24	De 10 a 19 trabajadores	Leves	1	22048	Barbastro
2012,0	38	De 10 a 19 trabajadores	Leves	1	22112	Fraga
2012,0	75	De 10 a 19 trabajadores	Leves	1	22125	Huesca
2012,0	14	De 10 a 19 trabajadores	Leves	1	22130	Jaca
2012,0	31	De 10 a 19 trabajadores	Leves	1	22158	Monzón
2012,0	22	De 10 a 19 trabajadores	Leves	1	44013	Alcañiz
2012,0	40	De 10 a 19 trabajadores	Leves	1	44216	Teruel
2012,0	17	De 10 a 19 trabajadores	Leves	1	50067	Calatayud
2012,0	6	De 10 a 19 trabajadores	Leves	1	50074	Caspe
2012,0	35	De 10 a 19 trabajadores	Leves	1	50089	Cuarte de Huerva
2012,0	25	De 10 a 19 trabajadores	Leves	1	50095	Ejea de los Caballeros
2012,0	9	De 10 a 19 trabajadores	Leves	1	50251	Tarazona
2012,0	13	De 10 a 19 trabajadores	Leves	1	50272	Utebo
2012,0	542	De 10 a 19 trabajadores	Leves	1	50297	Zaragoza
2011,0	27	De 10 a 19 trabajadores	Leves	1	22048	Barbastro
2011,0	33	De 10 a 19 trabajadores	Leves	1	22112	Fraga
2011,0	88	De 10 a 19 trabajadores	Leves	1	22125	Huesca
2011,0	14	De 10 a 19 trabajadores	Leves	1	22130	Jaca
2011,0	40	De 10 a 19 trabajadores	Leves	1	22158	Monzón
2011,0	26	De 10 a 19 trabajadores	Leves	1	44013	Alcañiz
2011,0	51	De 10 a 19 trabajadores	Leves	1	44216	Teruel
2011,0	29	De 10 a 19 trabajadores	Leves	1	50067	Calatayud
2011,0	10	De 10 a 19 trabajadores	Leves	1	50074	Caspe
2011,0	46	De 10 a 19 trabajadores	Leves	1	50089	Cuarte de Huerva
2011,0	17	De 10 a 19 trabajadores	Leves	1	50095	Ejea de los Caballeros
2011,0	19	De 10 a 19 trabajadores	Leves	1	50251	Tarazona
2011,0	18	De 10 a 19 trabajadores	Leves	1	50272	Utebo
2011,0	609	De 10 a 19 trabajadores	Leves	1	50297	Zaragoza
2010,0	35	De 10 a 19 trabajadores	Leves	1	22048	Barbastro
2010,0	25	De 10 a 19 trabajadores	Leves	1	22112	Fraga
2010,0	102	De 10 a 19 trabajadores	Leves	1	22125	Huesca
2010,0	12	De 10 a 19 trabajadores	Leves	1	22130	Jaca
2010,0	35	De 10 a 19 trabajadores	Leves	1	22158	Monzón
2010,0	29	De 10 a 19 trabajadores	Leves	1	44013	Alcañiz
2010,0	68	De 10 a 19 trabajadores	Leves	1	44216	Teruel
2010,0	36	De 10 a 19 trabajadores	Leves	1	50067	Calatayud
2010,0	10	De 10 a 19 trabajadores	Leves	1	50074	Caspe
2010,0	64	De 10 a 19 trabajadores	Leves	1	50089	Cuarte de Huerva
2010,0	26	De 10 a 19 trabajadores	Leves	1	50095	Ejea de los Caballeros
2010,0	24	De 10 a 19 trabajadores	Leves	1	50251	Tarazona
2010,0	24	De 10 a 19 trabajadores	Leves	1	50272	Utebo
2010,0	755	De 10 a 19 trabajadores	Leves	1	50297	Zaragoza
2009,0	51	De 10 a 19 trabajadores	Leves	1	22048	Barbastro
2009,0	29	De 10 a 19 trabajadores	Leves	1	22112	Fraga
2009,0	109	De 10 a 19 trabajadores	Leves	1	22125	Huesca
2009,0	22	De 10 a 19 trabajadores	Leves	1	22130	Jaca
2009,0	35	De 10 a 19 trabajadores	Leves	1	22158	Monzón
2009,0	45	De 10 a 19 trabajadores	Leves	1	44013	Alcañiz
2009,0	59	De 10 a 19 trabajadores	Leves	1	44216	Teruel
2009,0	29	De 10 a 19 trabajadores	Leves	1	50067	Calatayud
2009,0	21	De 10 a 19 trabajadores	Leves	1	50074	Caspe
2009,0	71	De 10 a 19 trabajadores	Leves	1	50089	Cuarte de Huerva
2009,0	37	De 10 a 19 trabajadores	Leves	1	50095	Ejea de los Caballeros
2009,0	27	De 10 a 19 trabajadores	Leves	1	50251	Tarazona
2009,0	27	De 10 a 19 trabajadores	Leves	1	50272	Utebo
2009,0	852	De 10 a 19 trabajadores	Leves	1	50297	Zaragoza
2008,0	68	De 10 a 19 trabajadores	Leves	1	22048	Barbastro
2008,0	54	De 10 a 19 trabajadores	Leves	1	22112	Fraga
2008,0	137	De 10 a 19 trabajadores	Leves	1	22125	Huesca
2008,0	33	De 10 a 19 trabajadores	Leves	1	22130	Jaca
2008,0	61	De 10 a 19 trabajadores	Leves	1	22158	Monzón
2008,0	63	De 10 a 19 trabajadores	Leves	1	44013	Alcañiz
2008,0	85	De 10 a 19 trabajadores	Leves	1	44216	Teruel
2008,0	59	De 10 a 19 trabajadores	Leves	1	50067	Calatayud
2008,0	20	De 10 a 19 trabajadores	Leves	1	50074	Caspe
2008,0	83	De 10 a 19 trabajadores	Leves	1	50089	Cuarte de Huerva
2008,0	58	De 10 a 19 trabajadores	Leves	1	50095	Ejea de los Caballeros
2008,0	41	De 10 a 19 trabajadores	Leves	1	50251	Tarazona
2008,0	37	De 10 a 19 trabajadores	Leves	1	50272	Utebo
2008,0	1216	De 10 a 19 trabajadores	Leves	1	50297	Zaragoza
2007,0	63	De 10 a 19 trabajadores	Leves	1	22048	Barbastro
2007,0	86	De 10 a 19 trabajadores	Leves	1	22112	Fraga
2007,0	214	De 10 a 19 trabajadores	Leves	1	22125	Huesca
2007,0	34	De 10 a 19 trabajadores	Leves	1	22130	Jaca
2007,0	54	De 10 a 19 trabajadores	Leves	1	22158	Monzón
2007,0	66	De 10 a 19 trabajadores	Leves	1	44013	Alcañiz
2007,0	99	De 10 a 19 trabajadores	Leves	1	44216	Teruel
2007,0	60	De 10 a 19 trabajadores	Leves	1	50067	Calatayud
2007,0	17	De 10 a 19 trabajadores	Leves	1	50074	Caspe
2007,0	94	De 10 a 19 trabajadores	Leves	1	50089	Cuarte de Huerva
2007,0	78	De 10 a 19 trabajadores	Leves	1	50095	Ejea de los Caballeros
2007,0	45	De 10 a 19 trabajadores	Leves	1	50251	Tarazona
2007,0	49	De 10 a 19 trabajadores	Leves	1	50272	Utebo
2007,0	1320	De 10 a 19 trabajadores	Leves	1	50297	Zaragoza
2006,0	61	De 10 a 19 trabajadores	Leves	1	22048	Barbastro
2006,0	63	De 10 a 19 trabajadores	Leves	1	22112	Fraga
2006,0	169	De 10 a 19 trabajadores	Leves	1	22125	Huesca
2006,0	46	De 10 a 19 trabajadores	Leves	1	22130	Jaca
2006,0	47	De 10 a 19 trabajadores	Leves	1	22158	Monzón
2006,0	42	De 10 a 19 trabajadores	Leves	1	44013	Alcañiz
2006,0	81	De 10 a 19 trabajadores	Leves	1	44216	Teruel
2006,0	51	De 10 a 19 trabajadores	Leves	1	50067	Calatayud
2006,0	17	De 10 a 19 trabajadores	Leves	1	50074	Caspe
2006,0	104	De 10 a 19 trabajadores	Leves	1	50089	Cuarte de Huerva
2006,0	61	De 10 a 19 trabajadores	Leves	1	50095	Ejea de los Caballeros
2006,0	15	De 10 a 19 trabajadores	Leves	1	50251	Tarazona
2006,0	66	De 10 a 19 trabajadores	Leves	1	50272	Utebo
2006,0	1283	De 10 a 19 trabajadores	Leves	1	50297	Zaragoza
2005,0	65	De 10 a 19 trabajadores	Leves	1	22048	Barbastro
2005,0	50	De 10 a 19 trabajadores	Leves	1	22112	Fraga
2005,0	159	De 10 a 19 trabajadores	Leves	1	22125	Huesca
2005,0	51	De 10 a 19 trabajadores	Leves	1	22130	Jaca
2005,0	50	De 10 a 19 trabajadores	Leves	1	22158	Monzón
2005,0	42	De 10 a 19 trabajadores	Leves	1	44013	Alcañiz
2005,0	66	De 10 a 19 trabajadores	Leves	1	44216	Teruel
2005,0	43	De 10 a 19 trabajadores	Leves	1	50067	Calatayud
2005,0	15	De 10 a 19 trabajadores	Leves	1	50074	Caspe
2005,0	89	De 10 a 19 trabajadores	Leves	1	50089	Cuarte de Huerva
2005,0	79	De 10 a 19 trabajadores	Leves	1	50095	Ejea de los Caballeros
2005,0	15	De 10 a 19 trabajadores	Leves	1	50251	Tarazona
2005,0	50	De 10 a 19 trabajadores	Leves	1	50272	Utebo
2005,0	1220	De 10 a 19 trabajadores	Leves	1	50297	Zaragoza
2004,0	69	De 10 a 19 trabajadores	Leves	1	22048	Barbastro
2004,0	50	De 10 a 19 trabajadores	Leves	1	22112	Fraga
2004,0	153	De 10 a 19 trabajadores	Leves	1	22125	Huesca
2004,0	34	De 10 a 19 trabajadores	Leves	1	22130	Jaca
2004,0	47	De 10 a 19 trabajadores	Leves	1	22158	Monzón
2004,0	43	De 10 a 19 trabajadores	Leves	1	44013	Alcañiz
2004,0	76	De 10 a 19 trabajadores	Leves	1	44216	Teruel
2004,0	52	De 10 a 19 trabajadores	Leves	1	50067	Calatayud
2004,0	31	De 10 a 19 trabajadores	Leves	1	50074	Caspe
2004,0	99	De 10 a 19 trabajadores	Leves	1	50089	Cuarte de Huerva
2004,0	44	De 10 a 19 trabajadores	Leves	1	50095	Ejea de los Caballeros
2004,0	28	De 10 a 19 trabajadores	Leves	1	50251	Tarazona
2004,0	47	De 10 a 19 trabajadores	Leves	1	50272	Utebo
2004,0	1173	De 10 a 19 trabajadores	Leves	1	50297	Zaragoza
2003,0	45	De 10 a 19 trabajadores	Leves	1	22048	Barbastro
2003,0	51	De 10 a 19 trabajadores	Leves	1	22112	Fraga
2003,0	150	De 10 a 19 trabajadores	Leves	1	22125	Huesca
2003,0	28	De 10 a 19 trabajadores	Leves	1	22130	Jaca
2003,0	59	De 10 a 19 trabajadores	Leves	1	22158	Monzón
2003,0	42	De 10 a 19 trabajadores	Leves	1	44013	Alcañiz
2003,0	76	De 10 a 19 trabajadores	Leves	1	44216	Teruel
2003,0	59	De 10 a 19 trabajadores	Leves	1	50067	Calatayud
2003,0	18	De 10 a 19 trabajadores	Leves	1	50074	Caspe
2003,0	76	De 10 a 19 trabajadores	Leves	1	50089	Cuarte de Huerva
2003,0	46	De 10 a 19 trabajadores	Leves	1	50095	Ejea de los Caballeros
2003,0	31	De 10 a 19 trabajadores	Leves	1	50251	Tarazona
2003,0	41	De 10 a 19 trabajadores	Leves	1	50272	Utebo
2003,0	1194	De 10 a 19 trabajadores	Leves	1	50297	Zaragoza
2019,0	3	De 10 a 19 trabajadores	Graves o muy graves	2	22125	Huesca
2019,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	22158	Monzón
2019,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	44216	Teruel
2019,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	50272	Utebo
2019,0	5	De 10 a 19 trabajadores	Graves o muy graves	2	50297	Zaragoza
2015,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	22048	Barbastro
2015,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	44216	Teruel
2015,0	3	De 10 a 19 trabajadores	Graves o muy graves	2	50297	Zaragoza
2014,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	22130	Jaca
2014,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	44216	Teruel
2014,0	2	De 10 a 19 trabajadores	Graves o muy graves	2	50297	Zaragoza
2013,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	22130	Jaca
2013,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	44013	Alcañiz
2013,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	50297	Zaragoza
2012,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	22112	Fraga
2012,0	2	De 10 a 19 trabajadores	Graves o muy graves	2	22125	Huesca
2012,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	22130	Jaca
2012,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	22158	Monzón
2012,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	44216	Teruel
2012,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	50089	Cuarte de Huerva
2012,0	6	De 10 a 19 trabajadores	Graves o muy graves	2	50297	Zaragoza
2011,0	2	De 10 a 19 trabajadores	Graves o muy graves	2	22048	Barbastro
2011,0	4	De 10 a 19 trabajadores	Graves o muy graves	2	50297	Zaragoza
2010,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	22048	Barbastro
2010,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	50074	Caspe
2010,0	2	De 10 a 19 trabajadores	Graves o muy graves	2	50297	Zaragoza
2009,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	22112	Fraga
2009,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	22130	Jaca
2009,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	44013	Alcañiz
2009,0	3	De 10 a 19 trabajadores	Graves o muy graves	2	44216	Teruel
2009,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	50074	Caspe
2009,0	2	De 10 a 19 trabajadores	Graves o muy graves	2	50095	Ejea de los Caballeros
2009,0	2	De 10 a 19 trabajadores	Graves o muy graves	2	50272	Utebo
2009,0	8	De 10 a 19 trabajadores	Graves o muy graves	2	50297	Zaragoza
2008,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	22125	Huesca
2008,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	50089	Cuarte de Huerva
2008,0	6	De 10 a 19 trabajadores	Graves o muy graves	2	50297	Zaragoza
2007,0	2	De 10 a 19 trabajadores	Graves o muy graves	2	22048	Barbastro
2007,0	2	De 10 a 19 trabajadores	Graves o muy graves	2	22112	Fraga
2007,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	22125	Huesca
2007,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	22158	Monzón
2007,0	2	De 10 a 19 trabajadores	Graves o muy graves	2	44013	Alcañiz
2007,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	44216	Teruel
2007,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	50067	Calatayud
2007,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	50074	Caspe
2007,0	15	De 10 a 19 trabajadores	Graves o muy graves	2	50297	Zaragoza
2006,0	2	De 10 a 19 trabajadores	Graves o muy graves	2	22125	Huesca
2006,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	50074	Caspe
2006,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	50089	Cuarte de Huerva
2006,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	50095	Ejea de los Caballeros
2006,0	3	De 10 a 19 trabajadores	Graves o muy graves	2	50272	Utebo
2006,0	12	De 10 a 19 trabajadores	Graves o muy graves	2	50297	Zaragoza
2005,0	2	De 10 a 19 trabajadores	Graves o muy graves	2	22112	Fraga
2005,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	22125	Huesca
2005,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	44013	Alcañiz
2005,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	44216	Teruel
2005,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	50251	Tarazona
2005,0	2	De 10 a 19 trabajadores	Graves o muy graves	2	50297	Zaragoza
2004,0	3	De 10 a 19 trabajadores	Graves o muy graves	2	22125	Huesca
2004,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	22158	Monzón
2004,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	44216	Teruel
2004,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	50089	Cuarte de Huerva
2004,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	50095	Ejea de los Caballeros
2004,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	50272	Utebo
2004,0	8	De 10 a 19 trabajadores	Graves o muy graves	2	50297	Zaragoza
2003,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	22048	Barbastro
2003,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	22112	Fraga
2003,0	3	De 10 a 19 trabajadores	Graves o muy graves	2	22125	Huesca
2003,0	2	De 10 a 19 trabajadores	Graves o muy graves	2	22130	Jaca
2003,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	44013	Alcañiz
2003,0	1	De 10 a 19 trabajadores	Graves o muy graves	2	44216	Teruel
2003,0	2	De 10 a 19 trabajadores	Graves o muy graves	2	50095	Ejea de los Caballeros
2003,0	11	De 10 a 19 trabajadores	Graves o muy graves	2	50297	Zaragoza
2019,0	1	De 10 a 19 trabajadores	Mortales	3	22048	Barbastro
2019,0	1	De 10 a 19 trabajadores	Mortales	3	22112	Fraga
2019,0	1	De 10 a 19 trabajadores	Mortales	3	22125	Huesca
2019,0	1	De 10 a 19 trabajadores	Mortales	3	22158	Monzón
2015,0	1	De 10 a 19 trabajadores	Mortales	3	50297	Zaragoza
2014,0	1	De 10 a 19 trabajadores	Mortales	3	50095	Ejea de los Caballeros
2014,0	1	De 10 a 19 trabajadores	Mortales	3	50297	Zaragoza
2012,0	1	De 10 a 19 trabajadores	Mortales	3	44216	Teruel
2011,0	1	De 10 a 19 trabajadores	Mortales	3	50251	Tarazona
2011,0	1	De 10 a 19 trabajadores	Mortales	3	50297	Zaragoza
2010,0	1	De 10 a 19 trabajadores	Mortales	3	22158	Monzón
2010,0	1	De 10 a 19 trabajadores	Mortales	3	50095	Ejea de los Caballeros
2010,0	1	De 10 a 19 trabajadores	Mortales	3	50297	Zaragoza
2009,0	3	De 10 a 19 trabajadores	Mortales	3	50297	Zaragoza
2008,0	1	De 10 a 19 trabajadores	Mortales	3	44013	Alcañiz
2007,0	1	De 10 a 19 trabajadores	Mortales	3	44216	Teruel
2007,0	1	De 10 a 19 trabajadores	Mortales	3	50067	Calatayud
2007,0	3	De 10 a 19 trabajadores	Mortales	3	50297	Zaragoza
2006,0	1	De 10 a 19 trabajadores	Mortales	3	44013	Alcañiz
2006,0	1	De 10 a 19 trabajadores	Mortales	3	50297	Zaragoza
2005,0	1	De 10 a 19 trabajadores	Mortales	3	50089	Cuarte de Huerva
2005,0	3	De 10 a 19 trabajadores	Mortales	3	50297	Zaragoza
2004,0	1	De 10 a 19 trabajadores	Mortales	3	22048	Barbastro
2004,0	1	De 10 a 19 trabajadores	Mortales	3	44013	Alcañiz
2004,0	1	De 10 a 19 trabajadores	Mortales	3	50089	Cuarte de Huerva
2004,0	5	De 10 a 19 trabajadores	Mortales	3	50297	Zaragoza
2003,0	1	De 10 a 19 trabajadores	Mortales	3	44216	Teruel
2019,0	32	De 20 a 49 trabajadores	Leves	1	22048	Barbastro
2019,0	75	De 20 a 49 trabajadores	Leves	1	22112	Fraga
2019,0	169	De 20 a 49 trabajadores	Leves	1	22125	Huesca
2019,0	25	De 20 a 49 trabajadores	Leves	1	22130	Jaca
2019,0	88	De 20 a 49 trabajadores	Leves	1	22158	Monzón
2019,0	28	De 20 a 49 trabajadores	Leves	1	44013	Alcañiz
2019,0	90	De 20 a 49 trabajadores	Leves	1	44216	Teruel
2019,0	30	De 20 a 49 trabajadores	Leves	1	50067	Calatayud
2019,0	20	De 20 a 49 trabajadores	Leves	1	50074	Caspe
2019,0	70	De 20 a 49 trabajadores	Leves	1	50089	Cuarte de Huerva
2019,0	83	De 20 a 49 trabajadores	Leves	1	50095	Ejea de los Caballeros
2019,0	19	De 20 a 49 trabajadores	Leves	1	50251	Tarazona
2019,0	43	De 20 a 49 trabajadores	Leves	1	50272	Utebo
2019,0	1019	De 20 a 49 trabajadores	Leves	1	50297	Zaragoza
2015,0	29	De 20 a 49 trabajadores	Leves	1	22048	Barbastro
2015,0	50	De 20 a 49 trabajadores	Leves	1	22112	Fraga
2015,0	118	De 20 a 49 trabajadores	Leves	1	22125	Huesca
2015,0	17	De 20 a 49 trabajadores	Leves	1	22130	Jaca
2015,0	50	De 20 a 49 trabajadores	Leves	1	22158	Monzón
2015,0	26	De 20 a 49 trabajadores	Leves	1	44013	Alcañiz
2015,0	61	De 20 a 49 trabajadores	Leves	1	44216	Teruel
2015,0	26	De 20 a 49 trabajadores	Leves	1	50067	Calatayud
2015,0	4	De 20 a 49 trabajadores	Leves	1	50074	Caspe
2015,0	51	De 20 a 49 trabajadores	Leves	1	50089	Cuarte de Huerva
2015,0	58	De 20 a 49 trabajadores	Leves	1	50095	Ejea de los Caballeros
2015,0	19	De 20 a 49 trabajadores	Leves	1	50251	Tarazona
2015,0	22	De 20 a 49 trabajadores	Leves	1	50272	Utebo
2015,0	894	De 20 a 49 trabajadores	Leves	1	50297	Zaragoza
2014,0	20	De 20 a 49 trabajadores	Leves	1	22048	Barbastro
2014,0	50	De 20 a 49 trabajadores	Leves	1	22112	Fraga
2014,0	115	De 20 a 49 trabajadores	Leves	1	22125	Huesca
2014,0	26	De 20 a 49 trabajadores	Leves	1	22130	Jaca
2014,0	45	De 20 a 49 trabajadores	Leves	1	22158	Monzón
2014,0	38	De 20 a 49 trabajadores	Leves	1	44013	Alcañiz
2014,0	59	De 20 a 49 trabajadores	Leves	1	44216	Teruel
2014,0	25	De 20 a 49 trabajadores	Leves	1	50067	Calatayud
2014,0	4	De 20 a 49 trabajadores	Leves	1	50074	Caspe
2014,0	53	De 20 a 49 trabajadores	Leves	1	50089	Cuarte de Huerva
2014,0	31	De 20 a 49 trabajadores	Leves	1	50095	Ejea de los Caballeros
2014,0	7	De 20 a 49 trabajadores	Leves	1	50251	Tarazona
2014,0	16	De 20 a 49 trabajadores	Leves	1	50272	Utebo
2014,0	837	De 20 a 49 trabajadores	Leves	1	50297	Zaragoza
2013,0	18	De 20 a 49 trabajadores	Leves	1	22048	Barbastro
2013,0	53	De 20 a 49 trabajadores	Leves	1	22112	Fraga
2013,0	101	De 20 a 49 trabajadores	Leves	1	22125	Huesca
2013,0	21	De 20 a 49 trabajadores	Leves	1	22130	Jaca
2013,0	44	De 20 a 49 trabajadores	Leves	1	22158	Monzón
2013,0	36	De 20 a 49 trabajadores	Leves	1	44013	Alcañiz
2013,0	72	De 20 a 49 trabajadores	Leves	1	44216	Teruel
2013,0	15	De 20 a 49 trabajadores	Leves	1	50067	Calatayud
2013,0	8	De 20 a 49 trabajadores	Leves	1	50074	Caspe
2013,0	28	De 20 a 49 trabajadores	Leves	1	50089	Cuarte de Huerva
2013,0	38	De 20 a 49 trabajadores	Leves	1	50095	Ejea de los Caballeros
2013,0	15	De 20 a 49 trabajadores	Leves	1	50251	Tarazona
2013,0	21	De 20 a 49 trabajadores	Leves	1	50272	Utebo
2013,0	775	De 20 a 49 trabajadores	Leves	1	50297	Zaragoza
2012,0	20	De 20 a 49 trabajadores	Leves	1	22048	Barbastro
2012,0	45	De 20 a 49 trabajadores	Leves	1	22112	Fraga
2012,0	102	De 20 a 49 trabajadores	Leves	1	22125	Huesca
2012,0	18	De 20 a 49 trabajadores	Leves	1	22130	Jaca
2012,0	67	De 20 a 49 trabajadores	Leves	1	22158	Monzón
2012,0	40	De 20 a 49 trabajadores	Leves	1	44013	Alcañiz
2012,0	70	De 20 a 49 trabajadores	Leves	1	44216	Teruel
2012,0	19	De 20 a 49 trabajadores	Leves	1	50067	Calatayud
2012,0	12	De 20 a 49 trabajadores	Leves	1	50074	Caspe
2012,0	30	De 20 a 49 trabajadores	Leves	1	50089	Cuarte de Huerva
2012,0	38	De 20 a 49 trabajadores	Leves	1	50095	Ejea de los Caballeros
2012,0	16	De 20 a 49 trabajadores	Leves	1	50251	Tarazona
2012,0	17	De 20 a 49 trabajadores	Leves	1	50272	Utebo
2012,0	892	De 20 a 49 trabajadores	Leves	1	50297	Zaragoza
2011,0	26	De 20 a 49 trabajadores	Leves	1	22048	Barbastro
2011,0	41	De 20 a 49 trabajadores	Leves	1	22112	Fraga
2011,0	99	De 20 a 49 trabajadores	Leves	1	22125	Huesca
2011,0	24	De 20 a 49 trabajadores	Leves	1	22130	Jaca
2011,0	52	De 20 a 49 trabajadores	Leves	1	22158	Monzón
2011,0	41	De 20 a 49 trabajadores	Leves	1	44013	Alcañiz
2011,0	82	De 20 a 49 trabajadores	Leves	1	44216	Teruel
2011,0	26	De 20 a 49 trabajadores	Leves	1	50067	Calatayud
2011,0	11	De 20 a 49 trabajadores	Leves	1	50074	Caspe
2011,0	49	De 20 a 49 trabajadores	Leves	1	50089	Cuarte de Huerva
2011,0	61	De 20 a 49 trabajadores	Leves	1	50095	Ejea de los Caballeros
2011,0	27	De 20 a 49 trabajadores	Leves	1	50251	Tarazona
2011,0	28	De 20 a 49 trabajadores	Leves	1	50272	Utebo
2011,0	1069	De 20 a 49 trabajadores	Leves	1	50297	Zaragoza
2010,0	31	De 20 a 49 trabajadores	Leves	1	22048	Barbastro
2010,0	41	De 20 a 49 trabajadores	Leves	1	22112	Fraga
2010,0	126	De 20 a 49 trabajadores	Leves	1	22125	Huesca
2010,0	30	De 20 a 49 trabajadores	Leves	1	22130	Jaca
2010,0	84	De 20 a 49 trabajadores	Leves	1	22158	Monzón
2010,0	62	De 20 a 49 trabajadores	Leves	1	44013	Alcañiz
2010,0	99	De 20 a 49 trabajadores	Leves	1	44216	Teruel
2010,0	23	De 20 a 49 trabajadores	Leves	1	50067	Calatayud
2010,0	13	De 20 a 49 trabajadores	Leves	1	50074	Caspe
2010,0	43	De 20 a 49 trabajadores	Leves	1	50089	Cuarte de Huerva
2010,0	72	De 20 a 49 trabajadores	Leves	1	50095	Ejea de los Caballeros
2010,0	23	De 20 a 49 trabajadores	Leves	1	50251	Tarazona
2010,0	39	De 20 a 49 trabajadores	Leves	1	50272	Utebo
2010,0	1208	De 20 a 49 trabajadores	Leves	1	50297	Zaragoza
2009,0	53	De 20 a 49 trabajadores	Leves	1	22048	Barbastro
2009,0	42	De 20 a 49 trabajadores	Leves	1	22112	Fraga
2009,0	101	De 20 a 49 trabajadores	Leves	1	22125	Huesca
2009,0	36	De 20 a 49 trabajadores	Leves	1	22130	Jaca
2009,0	62	De 20 a 49 trabajadores	Leves	1	22158	Monzón
2009,0	52	De 20 a 49 trabajadores	Leves	1	44013	Alcañiz
2009,0	107	De 20 a 49 trabajadores	Leves	1	44216	Teruel
2009,0	31	De 20 a 49 trabajadores	Leves	1	50067	Calatayud
2009,0	16	De 20 a 49 trabajadores	Leves	1	50074	Caspe
2009,0	63	De 20 a 49 trabajadores	Leves	1	50089	Cuarte de Huerva
2009,0	69	De 20 a 49 trabajadores	Leves	1	50095	Ejea de los Caballeros
