Año	Sexo	Edad	Residencia CCAA código	Residencia CCAA nombre	Personas	Porcentaje
2007	Mujeres	69	02	Aragón	6076	0,0253855323272178404975530912128999281509
2008	Hombres	69	02	Aragón	-4638	-0,0193775673031001224864468790397350011132
2008	Mujeres	69	02	Aragón	5073	0,0211949976128992930948135009419093705579
2009	Hombres	69	02	Aragón	-4183	-0,0174765769790573118501093779696445687056
2009	Mujeres	69	02	Aragón	4764	0,01990399539283505466266341779760619778
2010	Hombres	69	02	Aragón	-5972	-0,0249510202531509123521045195397364007435
2010	Mujeres	69	02	Aragón	6547	0,0273533706626555631562672956173232109289
2011	Hombres	69	02	Aragón	-5197	-0,0217130697012098612682329517829889609283
2011	Mujeres	69	02	Aragón	5718	0,0238898080722566839968743541072024011137
2012	Hombres	69	02	Aragón	-11052	-0,0461752638710354794567078281904163933384
2012	Mujeres	69	02	Aragón	11866	0,0495761564507516285951226103246001559313
2013	Hombres	69	02	Aragón	-6055	-0,0252977943122620184681836680865880620398
2013	Mujeres	69	02	Aragón	6794	0,0283853368385645175017076533410865885216
2014	Hombres	69	02	Aragón	-6246	-0,0260957924482887807353055641401864633362
2014	Mujeres	69	02	Aragón	6791	0,0283728028364279714975120214658991790772
2015	Hombres	69	02	Aragón	-6438	-0,0268979685850277250038260041521806677807
2015	Mujeres	69	02	Aragón	7098	0,0296554490550678459268650166934107455588
1998	Hombres	68	02	Aragón	-6662	-0,027833840744556493317099850832840572966
1998	Mujeres	68	02	Aragón	7488	0,0312848693328188264722971604677739733368
1999	Hombres	68	02	Aragón	-6885	-0,0287655349033730796289751535551046750031
1999	Mujeres	68	02	Aragón	7718	0,0322458094966206867939622708988086974109
2000	Hombres	68	02	Aragón	-6933	-0,0289660789375578156961052635581032261143
2000	Mujeres	68	02	Aragón	7417	0,0309882312822539043730005394216719498182
2001	Hombres	68	02	Aragón	-6899	-0,0288240269133436276485547689726459190772
2001	Mujeres	68	02	Aragón	7784	0,0325215575436246988862661721529317051887
2002	Hombres	68	02	Aragón	-6982	-0,0291708009724547337646339175194975803736
2002	Mujeres	68	02	Aragón	7710	0,0322123854909232307827739192316422722257
2003	Hombres	68	02	Aragón	-6646	-0,0277669927331615812947231474985077225956
2003	Mujeres	68	02	Aragón	7303	0,0305119392010651562135665281645503909293
2004	Hombres	68	02	Aragón	-6376	-0,0266389325408724409171162787316408725955
2004	Mujeres	68	02	Aragón	7087	0,0296094910472338439114810331510569109292
2005	Hombres	68	02	Aragón	-6444	-0,0269230365893008170122172679025554866696
2005	Mujeres	68	02	Aragón	7356	0,0307333732388108022876893579595279577811
2006	Hombres	68	02	Aragón	-5484	-0,0229121559056060956696150678425844644469
2006	Mujeres	68	02	Aragón	6113	0,0255401183535685745492992176735446446324
2007	Hombres	68	02	Aragón	-4740	-0,0198037233757426866290983627961069222244
2007	Mujeres	68	02	Aragón	5107	0,0213370496371134811423639955273666775949
2008	Hombres	68	02	Aragón	-4288	-0,0179152670538364219969564936012038992612
2008	Mujeres	68	02	Aragón	4794	0,0200293354142005147046197365494802922244
2009	Hombres	68	02	Aragón	-6089	-0,0254398463364762065157341626720453690769
2009	Mujeres	68	02	Aragón	6602	0,0275831607018255732331872133290923840771
2010	Hombres	68	02	Aragón	-5307	-0,0221726497795498814220727872065273072246
2010	Mujeres	68	02	Aragón	5768	0,0240987081078657840668015520269925585212
2011	Hombres	68	02	Aragón	-5725	-0,0239190540772419580066641618159730231508
2011	Mujeres	68	02	Aragón	6138	0,0256445683713731245842628166334397233361
2012	Hombres	68	02	Aragón	-12038	-0,0502947725732469328356721711686782974129
2012	Mujeres	68	02	Aragón	13330	0,0556927494933860786425909654160559648209
2013	Hombres	68	02	Aragón	-6377	-0,0266431105415846229185148226900366757437
2013	Mujeres	68	02	Aragón	6845	0,0285984148748857995730333952192725490772
2014	Hombres	68	02	Aragón	-6519	-0,0272363866427144671171080647822407227808
2014	Mujeres	68	02	Aragón	7147	0,0298601710899647639953936706548050998181
2015	Hombres	68	02	Aragón	-6398	-0,0267308485565404449478842458163485418548
2015	Mujeres	68	02	Aragón	6992	0,029212580979576553778619357103455611855
1998	Hombres	67	02	Aragón	-6897	-0,0288156709119192636457576810558543127809
1998	Mujeres	67	02	Aragón	7666	0,0320285534595872227212379850622269337072
1999	Hombres	67	02	Aragón	-7000	-0,0292460049852740097898077087706220370402
1999	Mujeres	67	02	Aragón	7412	0,0309673412786929943660078196296929340775
2000	Hombres	67	02	Aragón	-7020	-0,0293295649995176498177785879385381000032
2000	Mujeres	67	02	Aragón	7802	0,0325967615564439749114399634040561618554
2001	Hombres	67	02	Aragón	-7093	-0,0296345590515069359198722969014317298181
2001	Mujeres	67	02	Aragón	7745	0,0323586155158496008317229577754953824109
2002	Hombres	67	02	Aragón	-6769	-0,0282808868207599674667440543811915098179
2002	Mujeres	67	02	Aragón	7323	0,0305954992153087962415374073324664538922
2003	Hombres	67	02	Aragón	-6472	-0,0270400206092419130513764987376379748178
2003	Mujeres	67	02	Aragón	7106	0,029688873060765301938053368360577170744
2004	Hombres	67	02	Aragón	-6538	-0,0273157686562459251436803999917609825956
2004	Mujeres	67	02	Aragón	7395	0,0308963152665859003422325723369642805589
2005	Hombres	67	02	Aragón	-5562	-0,0232380399611562917787014965974571100025
2005	Mujeres	67	02	Aragón	6135	0,0256320343692365785800671847582523138917
2006	Hombres	67	02	Aragón	-4804	-0,0200711154213223347186051761334383237059
2006	Mujeres	67	02	Aragón	5131	0,0214373216542058491759290505288659531505
2007	Hombres	67	02	Aragón	-4350	-0,0181743030979917060836662190217436944464
2007	Mujeres	67	02	Aragón	4817	0,0201254294305807007367862475925837646318
2008	Hombres	67	02	Aragón	-6189	-0,0258576464076944066555885585116256838917
2008	Mujeres	67	02	Aragón	6632	0,0277085007231910332751435320809664785215
2009	Hombres	67	02	Aragón	-5401	-0,0225653818464949895535359192957328031506
2009	Mujeres	67	02	Aragón	5794	0,024207336126382516103163694945283440373
2010	Hombres	67	02	Aragón	-5803	-0,0242449381327921541157505905708456687064
2010	Mujeres	67	02	Aragón	6174	0,0257949763970116766346103991356886366695
2011	Hombres	67	02	Aragón	-6284	-0,0262545564753516967884502345592269829658
2011	Mujeres	67	02	Aragón	6911	0,028874162921889811665337296473395556855
2012	Hombres	67	02	Aragón	-12626	-0,0527514369920099496580160187054105485243
2012	Mujeres	67	02	Aragón	13356	0,0558013775119028106789531083343468466728
2013	Hombres	67	02	Aragón	-6641	-0,0277461027296006712877304277065287068549
2013	Mujeres	67	02	Aragón	7212	0,0301317411362565940862990279505323044477
2014	Hombres	67	02	Aragón	-6489	-0,0271110466213490070751517460303666283363
2014	Mujeres	67	02	Aragón	7044	0,0294298370166100178513436429400373755588
2015	Hombres	67	02	Aragón	-6609	-0,0276124067068108472429770210378630061141
2015	Mujeres	67	02	Aragón	7033	0,0293838790087760158359596593976835409291
1998	Hombres	66	02	Aragón	-7020	-0,0293295649995176498177785879385381000032
1998	Mujeres	66	02	Aragón	7368	0,0307835092473569863044718854602775955589
1999	Hombres	66	02	Aragón	-7056	-0,0294799730251562018681261704407870133366
1999	Mujeres	66	02	Aragón	7795	0,0325675155514587009016501556952855398184
2000	Hombres	66	02	Aragón	-7192	-0,0300481811220129540583281487826162414848
2000	Mujeres	66	02	Aragón	7781	0,0325090235414881528820705402777442957443
2001	Hombres	66	02	Aragón	-6864	-0,028677796888417257599605730428792808892
2001	Mujeres	66	02	Aragón	7376	0,0308169332530544423156602371274440207441
2002	Hombres	66	02	Aragón	-6540	-0,0273241246576702891464774879085525888919
2002	Mujeres	66	02	Aragón	7122	0,0297557210721602139604300716949100211144
2003	Hombres	66	02	Aragón	-6612	-0,0276249407089473932471726529130504155586
2003	Mujeres	66	02	Aragón	7422	0,0310091212858148143799932592136509655589
2004	Hombres	66	02	Aragón	-5642	-0,0235722800181308518905850132691213618544
2004	Mujeres	66	02	Aragón	6166	0,0257615523913142206234220474685222114843
2005	Hombres	66	02	Aragón	-4864	-0,0203217954640532548025178136371865125948
2005	Mujeres	66	02	Aragón	5159	0,0215543056741469452150882813639484412987
2006	Hombres	66	02	Aragón	-4400	-0,0183832031336008061535934169415338518539
2006	Mujeres	66	02	Aragón	4824	0,0201546754355659747465760553013543866689
2007	Hombres	66	02	Aragón	-6257	-0,0261417504561227827506895476825402979658
2007	Mujeres	66	02	Aragón	6669	0,027863086749541767326889658541611195003
2008	Hombres	66	02	Aragón	-5482	-0,0229037999041817316668179799257928581507
2008	Mujeres	66	02	Aragón	5813	0,0242867181399139741297360301548037001878
2009	Hombres	66	02	Aragón	-5913	-0,0247045182111321742695904259943840150027
2009	Mujeres	66	02	Aragón	6226	0,0260122324340451407073346849722704003732
2010	Hombres	66	02	Aragón	-6387	-0,0266848905487064429325002622739947072251
2010	Mujeres	66	02	Aragón	6939	0,0289911469418309077044965273084780450032
2011	Hombres	66	02	Aragón	-6607	-0,0276040507053864832401799331210713998178
2011	Mujeres	66	02	Aragón	6927	0,0289410109332847236877139998077284072254
2012	Hombres	66	02	Aragón	-13120	-0,0548153693438278583488967341529373037097
2012	Mujeres	66	02	Aragón	14072	0,0587928260218251236803105825457419007472
2013	Hombres	66	02	Aragón	-6624	-0,0276750767174935772639551804138000533364
2013	Mujeres	66	02	Aragón	7109	0,0297014070629018479422490002357645801884
2014	Hombres	66	02	Aragón	-6697	-0,0279800707694828633660488893766936831512
2014	Mujeres	66	02	Aragón	7085	0,0296011350458094799086839452342653046329
2015	Hombres	66	02	Aragón	-7126	-0,029772433075008941966024247528493233707
2015	Mujeres	66	02	Aragón	7640	0,0319199254410704906848758421439360518553
1998	Hombres	65	02	Aragón	-7079	-0,029576067041536387900292681483890485744
1998	Mujeres	65	02	Aragón	7740	0,0323377255122886908247302379835163666702
1999	Hombres	65	02	Aragón	-7225	-0,0301860551455149601044800994096777453737
1999	Mujeres	65	02	Aragón	7771	0,0324672435343663328680851006937862642628
2000	Hombres	65	02	Aragón	-6971	-0,0291248429646207317492499339771437457439
2000	Mujeres	65	02	Aragón	7388	0,0308670692616006263324427646281936585219
2001	Hombres	65	02	Aragón	-6597	-0,0275622706982646632261944935371133683363
2001	Mujeres	65	02	Aragón	7161	0,0299186630999353120149732860723463438922
2002	Hombres	65	02	Aragón	-6653	-0,0277962387381468553045129552072783446327
2002	Mujeres	65	02	Aragón	7448	0,0311177493043315464163554021319418474108
2003	Hombres	65	02	Aragón	-5672	-0,0236976200394963119325413320209954562989
2003	Mujeres	65	02	Aragón	6188	0,0258534684069822246541900145532298807436
2004	Hombres	65	02	Aragón	-4905	-0,0204930934932527168598581159314144416689
2004	Mujeres	65	02	Aragón	5163	0,0215710176769956732206824571975316538912
2005	Hombres	65	02	Aragón	-4425	-0,0184876531514053561885570159014289305576
2005	Mujeres	65	02	Aragón	4849	0,0202591254533705247815396542612494653726
2006	Hombres	65	02	Aragón	-6336	-0,0264718125123851608611745203958087466696
2006	Mujeres	65	02	Aragón	6677	0,0278965107552392233380780102087776201882
2007	Hombres	65	02	Aragón	-5571	-0,0232756419675659297912883922230193383359
2007	Mujeres	65	02	Aragón	5838	0,0243911681577185241646996291146987788916
2008	Hombres	65	02	Aragón	-6000	-0,0250680042730920083912637503748188888916
2008	Mujeres	65	02	Aragón	6245	0,026091614447576598733907020181790660188
2009	Hombres	65	02	Aragón	-6491	-0,0271194026227733710779488339471582346326
2009	Mujeres	65	02	Aragón	6950	0,0290371049496649097198805108508318796328
2010	Hombres	65	02	Aragón	-6667	-0,0278547307481174033240925706248195887067
2010	Mujeres	65	02	Aragón	6952	0,0290454609510892737226775987676234859291
2011	Hombres	65	02	Aragón	-6845	-0,0285984148748857995730333952192725490772
2011	Mujeres	65	02	Aragón	7286	0,0304409131889580621897912808718217374107
2012	Hombres	65	02	Aragón	-12980	-0,0542304492441223781531005799775248629689
2012	Mujeres	65	02	Aragón	13760	0,0574892897996243392439648675262513185248
2013	Hombres	65	02	Aragón	-6807	-0,0284396508478228835198887248002320294476
2013	Mujeres	65	02	Aragón	7133	0,029801679079994215975814055237263855744
2014	Hombres	65	02	Aragón	-7238	-0,0302403691547733261226611708688231862996
2014	Mujeres	65	02	Aragón	7681	0,0320912234702699527422161444381639809294
2015	Hombres	65	02	Aragón	-6897	-0,0288156709119192636457576810558543127809
2015	Mujeres	65	02	Aragón	7425	0,0310216552879513603841888910888383750034
1998	Hombres	64	02	Aragón	-7205	-0,0301024951312713200765092202417616824107
1998	Mujeres	64	02	Aragón	7708	0,0322040294894988667799768313148506659294
1999	Hombres	64	02	Aragón	-6984	-0,0291791569738790977674310054362891866699
1999	Mujeres	64	02	Aragón	7361	0,0307542632423717122946820777515069735219
2000	Hombres	64	02	Aragón	-6642	-0,027750280730312853289128971664924510003
2000	Mujeres	64	02	Aragón	7166	0,0299395531034962220219660058643253596329
2001	Hombres	64	02	Aragón	-6744	-0,0281764368029554174317804554212964311142
2001	Mujeres	64	02	Aragón	7473	0,0312221993221360964513190010918369261145
2002	Hombres	64	02	Aragón	-5738	-0,0239733680865003240248452332751184640767
2002	Mujeres	64	02	Aragón	6191	0,025866002409118770658385646428417290188
2003	Hombres	64	02	Aragón	-4931	-0,0206017215117694488962202588497053235208
2003	Mujeres	64	02	Aragón	5174	0,0216169756848296752360664407398854885209
2004	Hombres	64	02	Aragón	-4459	-0,0186297051756195442361075104868862375946
2004	Mujeres	64	02	Aragón	4865	0,020325973464765436803916357595582315743
2005	Hombres	64	02	Aragón	-6412	-0,0267893405665109929674638612338897859289
2005	Mujeres	64	02	Aragón	6720	0,0280761647858630493982154004197971555586
2006	Hombres	64	02	Aragón	-5647	-0,0235931700216917618975777330611003775952
2006	Mujeres	64	02	Aragón	5869	0,0245206861797961662080544918249686764842
2007	Hombres	64	02	Aragón	-6076	-0,0253855323272178404975530912128999281509
2007	Mujeres	64	02	Aragón	6270	0,0261960644653811487688706191416857388918
2008	Hombres	64	02	Aragón	-6530	-0,0272823446505484691324920483245945574104
2008	Mujeres	64	02	Aragón	6944	0,0290120369453918177114892471004570607439
2009	Hombres	64	02	Aragón	-6751	-0,0282056828079406914415702631300670531512
2009	Mujeres	64	02	Aragón	6980	0,0291624449710303697618368296027059740773
2010	Hombres	64	02	Aragón	-6920	-0,0289117649282994496779241920989577851883
2010	Mujeres	64	02	Aragón	7346	0,0306915932316889822737039183755699262996
2011	Hombres	64	02	Aragón	-6776	-0,0283101328257452414765338620899621318549
2011	Mujeres	64	02	Aragón	7167	0,029943731104208404023364549822721162781
2012	Hombres	64	02	Aragón	-13302	-0,0555757654734449826034317345809734766727
2012	Mujeres	64	02	Aragón	13720	0,0573221697711370591880231091904191925989
2013	Hombres	64	02	Aragón	-7357	-0,0307375512395229842890879019179237609293
2013	Mujeres	64	02	Aragón	7762	0,0324296415279566948554982050682240359295
2014	Hombres	64	02	Aragón	-6977	-0,0291499109688938237576411977275185646328
2014	Mujeres	64	02	Aragón	7446	0,0311093933029071824135583142151502411145
2015	Hombres	64	02	Aragón	-6808	-0,0284438288485350655212872687586278325957
2015	Mujeres	64	02	Aragón	7051	0,0294590830215952918611334506488079975958
1998	Hombres	63	02	Aragón	-6974	-0,0291373769667572777534455658523311551884
1998	Mujeres	63	02	Aragón	7301	0,030503583199640792210769440247758784633
1999	Hombres	63	02	Aragón	-6693	-0,0279633587666341353604547135431104705586
1999	Mujeres	63	02	Aragón	7135	0,0298100350814185799786111431540554620403
2000	Hombres	63	02	Aragón	-6818	-0,0284856088556568855352727083425858640772
2000	Mujeres	63	02	Aragón	7486	0,0312765133313944624695000725509823670405
2001	Hombres	63	02	Aragón	-5813	-0,0242867181399139741297360301548037001878
2001	Mujeres	63	02	Aragón	6201	0,0259077824162405906723710860123753216695
2002	Hombres	63	02	Aragón	-4975	-0,0207855535431054569577561930191206620393
2002	Mujeres	63	02	Aragón	5164	0,0215751956777078552220810011559274570394
2003	Hombres	63	02	Aragón	-4490	-0,0187592231976971862794623731971561351872
2003	Mujeres	63	02	Aragón	4863	0,0203176174633410728011192696787907094467
2004	Hombres	63	02	Aragón	-6478	-0,0270650886135150050597677624880127937067
2004	Mujeres	63	02	Aragón	6731	0,0281221227936970514135993839621509901883
2005	Hombres	63	02	Aragón	-5717	-0,0238856300715445019954758101488065979656
2005	Mujeres	63	02	Aragón	5887	0,0245958901926154422332282830760931331508
2006	Hombres	63	02	Aragón	-6132	-0,0256195003671000325758715528830649044472
2006	Mujeres	63	02	Aragón	6270	0,0261960644653811487688706191416857388918
2007	Hombres	63	02	Aragón	-6581	-0,027495422686869751203817790202780517966
2007	Mujeres	63	02	Aragón	6950	0,0290371049496649097198805108508318796328
2008	Hombres	63	02	Aragón	-6868	-0,0286945088912659856051999062623760214846
2008	Mujeres	63	02	Aragón	6988	0,0291958689767278257730251812698723992624
2009	Hombres	63	02	Aragón	-6970	-0,0291206649639085497478513900187479425958
2009	Mujeres	63	02	Aragón	7390	0,0308754252630249903352398525449852648182
2010	Hombres	63	02	Aragón	-6872	-0,0287112208941147136107940820959592340772
2010	Mujeres	63	02	Aragón	7187	0,030027291118452044051335428990637225744
2011	Hombres	63	02	Aragón	-6984	-0,0291791569738790977674310054362891866699
2011	Mujeres	63	02	Aragón	7196	0,0300648931248616820639223246161994540774
2012	Hombres	63	02	Aragón	-14384	-0,0600963622440259081166562975652324829695
2012	Mujeres	63	02	Aragón	15032	0,0628037067055198450229127826057129229698
2013	Hombres	63	02	Aragón	-7116	-0,0297306530678871219520388079445352022255
2013	Mujeres	63	02	Aragón	7531	0,0314645233634426525324345506787935087071
2014	Hombres	63	02	Aragón	-6906	-0,0288532729183289016583445766814165411143
2014	Mujeres	63	02	Aragón	7074	0,0295551770379754778932999616919114700032
2015	Hombres	63	02	Aragón	-6871	-0,0287070428934025316093955381375634309291
2015	Mujeres	63	02	Aragón	7196	0,0300648931248616820639223246161994540774
1998	Hombres	62	02	Aragón	-6705	-0,0280134947751803193772372410438601083364
1998	Mujeres	62	02	Aragón	7078	0,0295718890408242058988941375254946825958
1999	Hombres	62	02	Aragón	-6822	-0,0285023208585056135408668841761690766698
1999	Mujeres	62	02	Aragón	7467	0,0311971313178630044429277373414621072256
2000	Hombres	62	02	Aragón	-5847	-0,0244287701641281621772865247402610072249
2000	Mujeres	62	02	Aragón	6234	0,0260456564397425967185230366394368255584
2001	Hombres	62	02	Aragón	-5013	-0,020944317570168373010900863438161181669
2001	Mujeres	62	02	Aragón	5183	0,0216545776912393132486533363654477168542
2002	Hombres	62	02	Aragón	-4552	-0,0190182592418524703661720986176959303724
2002	Mujeres	62	02	Aragón	4873	0,0203593974704628928151047092627487409282
2003	Hombres	62	02	Aragón	-6483	-0,0270859786170759150667604822799918094474
2003	Mujeres	62	02	Aragón	6711	0,0280385627794534113856285047942349272253
2004	Hombres	62	02	Aragón	-5757	-0,0240527501000317820514175684846387238915
2004	Mujeres	62	02	Aragón	5882	0,0245750001890545322262355632841141174101
2005	Hombres	62	02	Aragón	-6169	-0,0257740863934507666276176793437096209287
2005	Mujeres	62	02	Aragón	6296	0,0263046924838978808052327620599766207436
2006	Hombres	62	02	Aragón	-6633	-0,0277126787239032152765420760393622816697
2006	Mujeres	62	02	Aragón	6969	0,0291164869631963677464528460603521394476
2007	Hombres	62	02	Aragón	-6920	-0,0289117649282994496779241920989577851883
2007	Mujeres	62	02	Aragón	7015	0,0293086749959567398107858681465590842625
2008	Hombres	62	02	Aragón	-7048	-0,0294465490194587458569378187736205881514
2008	Mujeres	62	02	Aragón	7413	0,0309715192794051763674063635880887372256
2009	Hombres	62	02	Aragón	-6954	-0,0290538169525136377254746866844150922254
2009	Mujeres	62	02	Aragón	7212	0,0301317411362565940862990279505323044477
2010	Hombres	62	02	Aragón	-7030	-0,0293713450066394698317640275224961314847
2010	Mujeres	62	02	Aragón	7222	0,0301735211433784141002844675344903359292
2011	Hombres	62	02	Aragón	-7510	-0,031376785348486830503065127552481642596
2011	Mujeres	62	02	Aragón	7842	0,0327638815849312549673817217398882877814
2012	Hombres	62	02	Aragón	-13754	-0,0574642217953512472355736037758764996359
2012	Mujeres	62	02	Aragón	14412	0,0602133462639670041558155284003149711177
2013	Hombres	62	02	Aragón	-7039	-0,029408947013049107844350923148058359818
2013	Mujeres	62	02	Aragón	7147	0,0298601710899647639953936706548050998181
2014	Hombres	62	02	Aragón	-6974	-0,0291373769667572777534455658523311551884
2014	Mujeres	62	02	Aragón	7242	0,0302570811576220541282553467024063988922
2015	Hombres	62	02	Aragón	-7528	-0,0314519893613061065282389188036060992627
2015	Mujeres	62	02	Aragón	7775	0,0324839555372150608736792765273694768554
1998	Hombres	61	02	Aragón	-6767	-0,0282725308193356034639469664643999035216
1998	Mujeres	61	02	Aragón	7378	0,0308252892544788063184573250442356270404
1999	Hombres	61	02	Aragón	-5870	-0,0245248641805083482094530357833644796323
1999	Mujeres	61	02	Aragón	6195	0,0258827144119674986639798222620005027806
2000	Hombres	61	02	Aragón	-5056	-0,0211239716007921990710382536491807170393
2000	Mujeres	61	02	Aragón	5187	0,0216712896940880412542475121990309294468
2001	Hombres	61	02	Aragón	-4595	-0,0191979132724762964263094888287154657428
2001	Mujeres	61	02	Aragón	4879	0,020384465474735984823495973013123559817
2002	Hombres	61	02	Aragón	-6548	-0,0273575486633677451576658395757190140771
2002	Mujeres	61	02	Aragón	6709	0,028030206778029047382831416877443320929
2003	Hombres	61	02	Aragón	-5767	-0,024094530107153602065403008068596755373
2003	Mujeres	61	02	Aragón	5855	0,0244621941698256181884748764074274324101
2004	Hombres	61	02	Aragón	-6229	-0,0260247664361816867115303168474578098177
2004	Mujeres	61	02	Aragón	6298	0,0263130484853222448080298499767682270399
2005	Hombres	61	02	Aragón	-6680	-0,0279090447573757693422736420839650296327
2005	Mujeres	61	02	Aragón	6998	0,0292376489838496457870106208538304307439
2006	Hombres	61	02	Aragón	-6974	-0,0291373769667572777534455658523311551884
2006	Mujeres	61	02	Aragón	7026	0,0293546330037907418261698516889129188921
2007	Hombres	61	02	Aragón	-7099	-0,0296596270557800279282635606518065487069
2007	Mujeres	61	02	Aragón	7426	0,0310258332886635423855874350472341781515
2008	Hombres	61	02	Aragón	-6995	-0,0292251149817130997828149889786430212995
2008	Mujeres	61	02	Aragón	7224	0,0301818771448027781030815554512819422255
2009	Hombres	61	02	Aragón	-7100	-0,0296638050564922099296621046102023518551
2009	Mujeres	61	02	Aragón	7244	0,0302654371590464181310524346191980051885
2010	Hombres	61	02	Aragón	-7586	-0,0316943134026126626093544683905626818553
2010	Mujeres	61	02	Aragón	7879	0,0329184676112819890191278482005330042629
2011	Hombres	61	02	Aragón	-7290	-0,0304576251918067901953854567054049500033
2011	Mujeres	61	02	Aragón	7586	0,0316943134026126626093544683905626818553
2012	Hombres	61	02	Aragón	-13484	-0,0563361616030621068579667350090096496358
2012	Mujeres	61	02	Aragón	13512	0,0564531456230032028971259658440921377839
2013	Hombres	61	02	Aragón	-7111	-0,0297097630643262119450460881525561864847
2013	Mujeres	61	02	Aragón	7333	0,0306372792224306162555228469164244853737
2014	Hombres	61	02	Aragón	-7614	-0,0318112974225537586485136992256451700035
2014	Mujeres	61	02	Aragón	7839	0,0327513475827947089631860898647008783369
2015	Hombres	61	02	Aragón	-7463	-0,031180419315014276437333561507878894633
2015	Mujeres	61	02	Aragón	7701	0,0321747834845135927701870236060800438924
1998	Hombres	60	02	Aragón	-5850	-0,0244413041662647081814821566154484166693
1998	Mujeres	60	02	Aragón	6142	0,0256612803742218525898569924670229359287
1999	Hombres	60	02	Aragón	-5062	-0,0211490396050652910794295173995555359282
1999	Mujeres	60	02	Aragón	5140	0,0214749236606154871885159461544281814838
2000	Hombres	60	02	Aragón	-4622	-0,0193107192917052104640701757054021507429
2000	Mujeres	60	02	Aragón	4897	0,0204596694875552608486697642642480164837
2001	Hombres	60	02	Aragón	-6595	-0,02755391469684029922339740562032176204I5
2001	Mujeres	60	02	Aragón	6710	0,0280343847787412293842299608358391240771
2002	Hombres	60	02	Aragón	-5783	-0,0241613781185485140877797114029296057434
2002	Mujeres	60	02	Aragón	5848	0,024432948164840344178685068698656810373
2003	Hombres	60	02	Aragón	-6244	-0,0260874364468644167325084762233948570399
2003	Mujeres	60	02	Aragón	6300	0,0263214044867466088108269378935598333362
2004	Hombres	60	02	Aragón	-6741	-0,0281639028008188714275848235461090216697
2004	Mujeres	60	02	Aragón	6991	0,0292084029788643717772208131450598087069
2005	Hombres	60	02	Aragón	-7022	-0,0293379210009420138205756758553297062995
2005	Mujeres	60	02	Aragón	7039	0,029408947013049107844350923148058359818
2006	Hombres	60	02	Aragón	-7107	-0,0296930510614774839394519123189729738921
2006	Mujeres	60	02	Aragón	7397	0,0309046712680102643450296602537558868552
2007	Hombres	60	02	Aragón	-7043	-0,0294256590158978358499450989816415724106
2007	Mujeres	60	02	Aragón	7217	0,0301526311398175040932917477425113201885
2008	Hombres	60	02	Aragón	-7141	-0,0298351030856916719870024069044302809292
2008	Mujeres	60	02	Aragón	7234	0,030223657151924598117066995035239973707
2009	Hombres	60	02	Aragón	-7641	-0,0319241034417826726862743861023318550035
2009	Mujeres	60	02	Aragón	7896	0,0329894936233890830429030954932616577814
2010	Hombres	60	02	Aragón	-7367	-0,0307793312466448043030733415018817924108
2010	Mujeres	60	02	Aragón	7646	0,0319449934453435826932671058943108707442
2011	Hombres	60	02	Aragón	-7229	-0,0302027671483636881100742752432609579663
2011	Mujeres	60	02	Aragón	7204	0,0300983171305591380751106762833658792625
2012	Hombres	60	02	Aragón	-13528	-0,0565199936343981149195026691784249881543
2012	Mujeres	60	02	Aragón	13750	0,0574475097925025192299794279422932870433
2013	Hombres	60	02	Aragón	-7794	-0,0325633375507465189002516117368897366702
2013	Mujeres	60	02	Aragón	7934	0,033148257650451999096047765912302177411
2014	Hombres	60	02	Aragón	-7585	-0,0316901354019004806079559244321668787072
2014	Mujeres	60	02	Aragón	7740	0,0323377255122886908247302379835163666702
2015	Hombres	60	02	Aragón	-7477	-0,0312389113249848244569131769254201387071
2015	Mujeres	60	02	Aragón	7635	0,0318990354375095806778831223519570361146
1998	Hombres	59	02	Aragón	-5074	-0,021199175613611475096212044900305173706
1998	Mujeres	59	02	Aragón	5099	0,0213036256314160251311756438602002524097
1999	Hombres	59	02	Aragón	-4602	-0,0192271592774615704360992965374860877799
1999	Mujeres	59	02	Aragón	4854	0,0202800154569314347885323740532284811133
2000	Hombres	59	02	Aragón	-6614	-0,0276332967103717572499697408298420218549
2000	Mujeres	59	02	Aragón	6719	0,0280719867851508673968168564614013524105
2001	Hombres	59	02	Aragón	-5835	-0,0243786341555819781605039972395113694471
2001	Mujeres	59	02	Aragón	5847	0,0244287701641281621772865247402610072249
2002	Hombres	59	02	Aragón	-6298	-0,0263130484853222448080298499767682270399
2002	Mujeres	59	02	Aragón	6302	0,0263297604881709728136240258103514396325
2003	Hombres	59	02	Aragón	-6760	-0,0282432848143503294541571587556292814846
2003	Mujeres	59	02	Aragón	6954	0,0290538169525136377254746866844150922254
2004	Hombres	59	02	Aragón	-7052	-0,029463261022307473862531994607203800744
2004	Mujeres	59	02	Aragón	7051	0,0294590830215952918611334506488079975958
2005	Hombres	59	02	Aragón	-7164	-0,0299311971020718580191689179475337533366
2005	Mujeres	59	02	Aragón	7431	0,0310467232922244523925801548392131938923
2006	Hombres	59	02	Aragón	-7062	-0,0295050410294292938765174341911618322254
2006	Mujeres	59	02	Aragón	7218	0,0301568091405296860946902917009071233366
2007	Hombres	59	02	Aragón	-7177	-0,0299855111113302240373499894066791942625
2007	Mujeres	59	02	Aragón	7220	0,0301651651419540500974873796176987296329
2008	Hombres	59	02	Aragón	-7712	-0,032220741492347594785571007148433878522
2008	Mujeres	59	02	Aragón	7908	0,0330396296319352670596856229940112955592
