Año	Sexo	Edad	Residencia CCAA código	Residencia CCAA nombre	Personas	Porcentaje
2002	Mujeres	51	02	Aragón	7082	0,0295886010436729339044883133590778951884
2003	Hombres	51	02	Aragón	-7332	-0,0306331012217184342541243029580286822256
2003	Mujeres	51	02	Aragón	7226	0,0301902331462271421058786433680735485218
2004	Hombres	51	02	Aragón	-8053	-0,0336454397352016572624744969614027520407
2004	Mujeres	51	02	Aragón	7845	0,0327764155870678009715773536150756972258
2005	Hombres	51	02	Aragón	-8002	-0,0334323616988803751911487550832167914851
2005	Mujeres	51	02	Aragón	7808	0,0326218295607170669198312271544309807443
2006	Hombres	51	02	Aragón	-7870	-0,0328808656048723510065409525749707759295
2006	Mujeres	51	02	Aragón	7726	0,0322792335023181428051506225659751225961
2007	Hombres	51	02	Aragón	-8588	-0,0358806701162190280106955147031574363002
2007	Mujeres	51	02	Aragón	8278	0,0345854898954426075771468876004584603741
2008	Hombres	51	02	Aragón	-8946	-0,0373763943711801845113742518088549633374
2008	Mujeres	51	02	Aragón	8556	0,0357469740934292039659421080344917355595
2009	Hombres	51	02	Aragón	-9444	-0,0394570387258468212078491430899649311154
2009	Mujeres	51	02	Aragón	9117	0,0380908324929633067505252686945373016708
2010	Hombres	51	02	Aragón	-9715	-0,0405892769188481435868545558152275842637
2010	Mujeres	51	02	Aragón	9173	0,0383248005328454988288437303647022779672
2011	Hombres	51	02	Aragón	-9877	-0,0412661130342216278134186770753476942638
2011	Mujeres	51	02	Aragón	9417	0,0393442327066179071700884562132782461154
2012	Hombres	51	02	Aragón	-17330	-0,0724047523421140842367667989992685574153
2012	Mujeres	51	02	Aragón	17378	0,0726052963762988203038969090022671085265
2013	Hombres	51	02	Aragón	-9875	-0,0412577570327972638106215891585560879675
2013	Mujeres	51	02	Aragón	9614	0,0401672988469177614456016160172514663007
2014	Hombres	51	02	Aragón	-10109	-0,0422354091994478521378808754231740246342
2014	Mujeres	51	02	Aragón	9526	0,0397996347842457453225297476784207892636
2015	Hombres	51	02	Aragón	-10187	-0,0425612932549980482469673041780466701898
2015	Mujeres	51	02	Aragón	9727	0,0406394129273943276036370833159772220415
1998	Hombres	50	02	Aragón	-7198	-0,0300732491262860460667194125329910603737
1998	Mujeres	50	02	Aragón	6983	0,0291749789731669157660324614778933835217
1999	Hombres	50	02	Aragón	-7744	-0,0323544375151374188303244138170995792628
1999	Mujeres	50	02	Aragón	7694	0,0321455374795283187603972158973094218554
2000	Hombres	50	02	Aragón	-7497	-0,0313224713392284644848840560933362016701
2000	Mujeres	50	02	Aragón	7447	0,0311135713036193644149568581735460442627
2001	Hombres	50	02	Aragón	-7325	-0,0306038552167331602443344952492580601885
2001	Mujeres	50	02	Aragón	7042	0,0294214810151856538485465550232457692625
2002	Hombres	50	02	Aragón	-7340	-0,0306665252274158902653126546251951074108
2002	Mujeres	50	02	Aragón	7217	0,0301526311398175040932917477425113201885
2003	Hombres	50	02	Aragón	-8025	-0,0335284557152605612233152661263202638926
2003	Mujeres	50	02	Aragón	7775	0,0324839555372150608736792765273694768554
2004	Hombres	50	02	Aragón	-7955	-0,0332359956654078211254171890386140435221
2004	Mujeres	50	02	Aragón	7771	0,0324672435343663328680851006937862642628
2005	Hombres	50	02	Aragón	-7896	-0,0329894936233890830429030954932616577814
2005	Mujeres	50	02	Aragón	7699	0,0321664274830892287673899356892884375961
2006	Hombres	50	02	Aragón	-8549	-0,0357177280884439299561523003257211135224
2006	Mujeres	50	02	Aragón	8201	0,0342637838406045934694590028039816179667
2007	Hombres	50	02	Aragón	-8869	-0,03705468831634217040368636701237812093I5
2007	Mujeres	50	02	Aragón	8475	0,0354085560357424618526600474044316805594
2008	Hombres	50	02	Aragón	-9422	-0,0393651227101788171770811760052572618562
2008	Mujeres	50	02	Aragón	9061	0,0378568644530811146722068070243723253745
2009	Hombres	50	02	Aragón	-9800	-0,0409444069793836137057307922788708518563
2009	Mujeres	50	02	Aragón	9167	0,0382997325285724068204524666143274590783
2010	Hombres	50	02	Aragón	-9936	-0,0415126150762403658959327706207000800045
2010	Mujeres	50	02	Aragón	9410	0,0393149867016326331602986485045076240784
2011	Hombres	50	02	Aragón	-9989	-0,0417340491139860119700556004156776468564
2011	Mujeres	50	02	Aragón	9773	0,0408316009601546996679701054021841668563
2012	Hombres	50	02	Aragón	-17200	-0,071861612249530424054956084407814148156
2012	Mujeres	50	02	Aragón	17046	0,0712182001398543958395803148148604633411
2013	Hombres	50	02	Aragón	-10303	-0,0430459413376111604091984033519598353751
2013	Mujeres	50	02	Aragón	9645	0,0402968168689954034889564787275213638933
2014	Hombres	50	02	Aragón	-10305	-0,0430542973390355244119954912687514416714
2014	Mujeres	50	02	Aragón	9783	0,0408733809672765196819555449861421983378
2015	Hombres	50	02	Aragón	-10572	-0,044169823529188118785406728160430882227
2015	Mujeres	50	02	Aragón	10025	0,0418844571396245640204031829179265601898
1998	Hombres	49	02	Aragón	-7682	-0,0320954014709821347436146883965597840776
1998	Mujeres	49	02	Aragón	7649	0,0319575274474801286974627377694982801887
1999	Hombres	49	02	Aragón	-7434	-0,0310592572943609983967757867144006033367
1999	Mujeres	49	02	Aragón	7385	0,0308545352594640803282471327530062490774
2000	Hombres	49	02	Aragón	-7272	-0,0303824211789875141702116654542804933367
2000	Mujeres	49	02	Aragón	7024	0,0293462770023663778233727637721213125958
2001	Hombres	49	02	Aragón	-7303	-0,0305119392010651562135665281645503909293
2001	Mujeres	49	02	Aragón	7160	0,029914485099223130013574742113950540744
2002	Hombres	49	02	Aragón	-8003	-0,0334365396995925571925472990416125946333
2002	Mujeres	49	02	Aragón	7770	0,0324630655336541508666865567353904611147
2003	Hombres	49	02	Aragón	-7898	-0,0329978496248134470457001834100532640777
2003	Mujeres	49	02	Aragón	7707	0,0321998514887866847785782873564548627813
2004	Hombres	49	02	Aragón	-7882	-0,0329310016134185350233234800757204137073
2004	Mujeres	49	02	Aragón	7641	0,0319241034417826726862743861023318550035
2005	Hombres	49	02	Aragón	-8556	-0,0357469740934292039659421080344917355595
2005	Mujeres	49	02	Aragón	8184	0,0341927578284974994456837555112529644482
2006	Hombres	49	02	Aragón	-8809	-0,0368040082736112503197737295086299320411
2006	Mujeres	49	02	Aragón	8431	0,0352247240044064537911241132350163420409
2007	Hombres	49	02	Aragón	-9343	-0,0390350606539164390665962032919888131524
2007	Mujeres	49	02	Aragón	8991	0,0375644044032283745743087299366661050041
2008	Hombres	49	02	Aragón	-9773	-0,0408316009601546996679701054021841668563
2008	Mujeres	49	02	Aragón	9127	0,0381326125000851267645107082784953331523
2009	Hombres	49	02	Aragón	-9980	-0,0416964471075763739574687047901154185231
2009	Mujeres	49	02	Aragón	9424	0,0393734787116031811798782639220488681525
2010	Hombres	49	02	Aragón	-10057	-0,0420181531624143880651565895865922609305
2010	Mujeres	49	02	Aragón	9813	0,0409987209886419797239118637380162927823
2011	Hombres	49	02	Aragón	-9982	-0,0417048031090007379602657927069070248194
2011	Mujeres	49	02	Aragón	9640	0,0402759268654344934819637589355423481525
2012	Hombres	49	02	Aragón	-17796	-0,0743517006739908968884882836117128244526
2012	Mujeres	49	02	Aragón	16882	0,0705330080230565476102191056379487470447
2013	Hombres	49	02	Aragón	-10536	-0,0440194155035495667350591456581819688937
2013	Mujeres	49	02	Aragón	9914	0,0414206990605723618651648035359924107453
2014	Hombres	49	02	Aragón	-10676	-0,0446043356032550469308552998335944096345
2014	Mujeres	49	02	Aragón	10075	0,0420933571752336640903303808377167175972
2015	Hombres	49	02	Aragón	-10309	-0,043071009341884252417589667102334654264
2015	Mujeres	49	02	Aragón	9843	0,0411240610100074397658681824898903872267
1998	Hombres	48	02	Aragón	-7410	-0,0309589852772686303632107317129013277812
1998	Mujeres	48	02	Aragón	7311	0,0305453632067626122247548798317168161144
1999	Hombres	48	02	Aragón	-7202	-0,0300899611291347740723135883665742729663
1999	Mujeres	48	02	Aragón	6968	0,0291123089624841857450543021019563362995
2000	Hombres	48	02	Aragón	-7290	-0,0304576251918067901953854567054049500033
2000	Mujeres	48	02	Aragón	7132	0,0297975010792820339744155112788680525958
2001	Hombres	48	02	Aragón	-7943	-0,0331858596568616371086346615378644057444
2001	Mujeres	48	02	Aragón	7721	0,0322583434987572327981579027739961068554
2002	Hombres	48	02	Aragón	-7866	-0,0328641536020236230009467767413875633369
2002	Mujeres	48	02	Aragón	7656	0,0319867734524654027072525454782689022257
2003	Hombres	48	02	Aragón	-7853	-0,032809839592765256982765705282242122411
2003	Mujeres	48	02	Aragón	7558	0,0315773293826715665701952375554801937072
2004	Hombres	48	02	Aragón	-8491	-0,0354754040471373738750367507387645309298
2004	Mujeres	48	02	Aragón	8095	0,033820915765113301321213343214026484263
2005	Hombres	48	02	Aragón	-8824	-0,0368666782842939803407518888845669792633
2005	Mujeres	48	02	Aragón	8387	0,0350408919730704457295881790656010035223
2006	Hombres	48	02	Aragón	-9263	-0,0387008205969418789547126866203245613005
2006	Mujeres	48	02	Aragón	8897	0,0371716723362832664428455978474606090781
2007	Hombres	48	02	Aragón	-9631	-0,0402383248590248554693768633099801198192
2007	Mujeres	48	02	Aragón	9032	0,0377357024324278366316490322308940340782
2008	Hombres	48	02	Aragón	-9908	-0,0413956310562992698567735397856175918564
2008	Mujeres	48	02	Aragón	9347	0,039051772656765167072190379125572025745
2009	Hombres	48	02	Aragón	-10106	-0,0422228751973113061336852435479866151898
2009	Mujeres	48	02	Aragón	9808	0,0409778309850810697169191439460372770415
2010	Hombres	48	02	Aragón	-10040	-0,041947127150307294041381342293863607412
2010	Mujeres	48	02	Aragón	9606	0,0401338748412203054344132643500850411155
2011	Hombres	48	02	Aragón	-10445	-0,0436392174387410046077916454441638824122
2011	Mujeres	48	02	Aragón	9651	0,0403218848732684954973477424778961827822
2012	Hombres	48	02	Aragón	-17984	-0,0751371648078811131514145477901238163045
2012	Mujeres	48	02	Aragón	17050	0,0712349121427031238451744906484436759337
2013	Hombres	48	02	Aragón	-10933	-0,0456780817862858212902810971413158187087
2013	Mujeres	48	02	Aragón	10198	0,0426072512628320502623512877204005048195
2014	Hombres	48	02	Aragón	-10420	-0,0435347674209364545728280464842688037085
2014	Mujeres	48	02	Aragón	9868	0,0412285110278119898008317814497854659304
2015	Hombres	48	02	Aragón	-10448	-0,0436517514408775506119872773193512918566
2015	Mujeres	48	02	Aragón	9868	0,0412285110278119898008317814497854659304
1998	Hombres	47	02	Aragón	-7159	-0,0299103070985109480121761981555547375959
1998	Mujeres	47	02	Aragón	6878	0,0287362888983878056191853458463340529661
1999	Hombres	47	02	Aragón	-7208	-0,0301150291334078660807048521169490918551
1999	Mujeres	47	02	Aragón	7078	0,0295718890408242058988941375254946825958
2000	Hombres	47	02	Aragón	-7894	-0,0329811376219647190401060075764700514851
2000	Mujeres	47	02	Aragón	7689	0,0321246474759674087534044961053304061146
2001	Hombres	47	02	Aragón	-7809	-0,0326260075614292489212297711128267838925
2001	Mujeres	47	02	Aragón	7604	0,031769517415431938634528259641687138522
2002	Hombres	47	02	Aragón	-7795	-0,0325675155514587009016501556952855398184
2002	Mujeres	47	02	Aragón	7544	0,0315188373727010185506156221379389496331
2003	Hombres	47	02	Aragón	-8390	-0,0350534259752069917337838109407884129668
2003	Mujeres	47	02	Aragón	8019	0,0335033877109874692149240023759454450037
2004	Hombres	47	02	Aragón	-8735	-0,0364948362209097822162814765873404990781
2004	Mujeres	47	02	Aragón	8341	0,0348487039403100736652551569793940587075
2005	Hombres	47	02	Aragón	-9260	-0,0386882865948053329505170547451371518561
2005	Mujeres	47	02	Aragón	8860	0,0370170863099325323910994713868158925966
2006	Hombres	47	02	Aragón	-9556	-0,0399249748056112053644860664302948837081
2006	Mujeres	47	02	Aragón	8953	0,0374056403761654585211640595176255853745
2007	Hombres	47	02	Aragón	-9770	-0,0408190669580181536637744735269967574119
2007	Mujeres	47	02	Aragón	9230	0,0385629465734398729085607359932630574116
2008	Hombres	47	02	Aragón	-10093	-0,0421685611880529401155041720888411742639
2008	Mujeres	47	02	Aragón	9713	0,0405809209174237795840574678984359779674
2009	Hombres	47	02	Aragón	-10111	-0,0422437652008722161406779633399656309305
2009	Mujeres	47	02	Aragón	9592	0,0400753828312497574148336489325437970414
2010	Hombres	47	02	Aragón	-10526	-0,0439776354964277467210737060742239374122
2010	Mujeres	47	02	Aragón	9642	0,0402842828668588574847608468523339544488
2011	Hombres	47	02	Aragón	-10601	-0,0442909855498413968259645029539091735234
2011	Mujeres	47	02	Aragón	9883	0,0412911810384947198218099408257225131527
2012	Hombres	47	02	Aragón	-18500	-0,0772930131753670258730632303223582407492
2012	Mujeres	47	02	Aragón	17636	0,0736832205600417766647212502683843207488
2013	Hombres	47	02	Aragón	-10657	-0,0445249535897235889042829646240741498197
2013	Mujeres	47	02	Aragón	9977	0,0416839131054398279532730729149280090786
2014	Hombres	47	02	Aragón	-10565	-0,04414057752420284477561692045166026019I5
2014	Mujeres	47	02	Aragón	9922	0,0414541230662698178763531552031588359305
2015	Hombres	47	02	Aragón	-10473	-0,0437562014586821006469508762792463705603
2015	Mujeres	47	02	Aragón	10302	0,0430417633368989784077998593935640322269
1998	Hombres	46	02	Aragón	-7170	-0,0299562651063449500275601816979085722255
1998	Mujeres	46	02	Aragón	7008	0,0292794289909714658009960604377884622254
1999	Hombres	46	02	Aragón	-7775	-0,0324839555372150608736792765273694768554
1999	Mujeres	46	02	Aragón	7601	0,0317569834132953926303326277664997290775
2000	Hombres	46	02	Aragón	-7738	-0,0323293695108643268219331500667247603739
2000	Mujeres	46	02	Aragón	7580	0,0316692453983395706009632046401878629664
2001	Hombres	46	02	Aragón	-7705	-0,032191495487362320775781199439663256485
2001	Mujeres	46	02	Aragón	7501	0,0313391833420771924904782319269194142627
2002	Hombres	46	02	Aragón	-8364	-0,0349447979566902596974216680224975311149
2002	Mujeres	46	02	Aragón	7971	0,0333028436768027331477938923729468938925
2003	Hombres	46	02	Aragón	-8640	-0,0360979261532524920834198005397392000039
2003	Mujeres	46	02	Aragón	8259	0,0345061078819111495505745523909382005593
2004	Hombres	46	02	Aragón	-9196	-0,0384208945492256848610102414078057503746
2004	Mujeres	46	02	Aragón	8797	0,0367538722650650663029912020078802942633
2005	Hombres	46	02	Aragón	-9574	-0,0400001788184304813896598576814193403747
2005	Mujeres	46	02	Aragón	8930	0,037309546359785272488997548474522112967
2006	Hombres	46	02	Aragón	-9720	-0,0406101669224090535938472756072066000044
2006	Mujeres	46	02	Aragón	9124	0,0381200784979485807603150764033079237079
2007	Hombres	46	02	Aragón	-9962	-0,0416212430947570979322949135389909618564
2007	Mujeres	46	02	Aragón	9624	0,0402090788540395814595870556012094977822
2008	Hombres	46	02	Aragón	-10012	-0,0418301431303661980022221114587811192638
2008	Mujeres	46	02	Aragón	9528	0,0398079907856701093253268355952123955599
2009	Hombres	46	02	Aragón	-10551	-0,0440820855142322967560373050341190161159
2009	Mujeres	46	02	Aragón	9666	0,0403845548839512255183259018538332300044
2010	Hombres	46	02	Aragón	-10684	-0,0446377596089525029420436515007608348197
2010	Mujeres	46	02	Aragón	9888	0,0413120710420556298288026606177015288934
2011	Hombres	46	02	Aragón	-11056	-0,046191975873884207462302004023999605931
2011	Mujeres	46	02	Aragón	10182	0,0425404032514371382399745843860676544491
2012	Hombres	46	02	Aragón	-17636	-0,0736832205600417766647212502683843207488
2012	Mujeres	46	02	Aragón	17062	0,0712850481512493078619570181491933137115
2013	Hombres	46	02	Aragón	-10815	-0,0451850777022483451252529100506110472272
2013	Mujeres	46	02	Aragón	10034	0,0419220591460342020329900785434887885231
2014	Hombres	46	02	Aragón	-10606	-0,0443118755534023068329572227458881892641
2014	Mujeres	46	02	Aragón	10369	0,0433216893846151725015023046060828431529
2015	Hombres	46	02	Aragón	-10541	-0,0440403055071104767420518654501609846344
2015	Mujeres	46	02	Aragón	10151	0,0424108852293594961966197216757977568565
1998	Hombres	45	02	Aragón	-7752	-0,032387861520834874841512765484266004448
1998	Mujeres	45	02	Aragón	7563	0,0315982193862324765771879573474592094479
1999	Hombres	45	02	Aragón	-7637	-0,0319073914389339446806802102687486424109
1999	Mujeres	45	02	Aragón	7498	0,0313266493399406464862826000517320048182
2000	Hombres	45	02	Aragón	-7652	-0,0319700614496166747016583696446856896331
2000	Mujeres	45	02	Aragón	7441	0,0310885032993462724065655944231712253738
2001	Hombres	45	02	Aragón	-8263	-0,0345228198847598775561687282245214131519
2001	Mujeres	45	02	Aragón	7917	0,0330772316383449050722725186195735238925
2002	Hombres	45	02	Aragón	-8586	-0,0358723141147946640078984267863658300039
2002	Mujeres	45	02	Aragón	8214	0,0343180978498629594876400742631270588926
2003	Hombres	45	02	Aragón	-9060	-0,0378526864523689326708082630659765222264
2003	Mujeres	45	02	Aragón	8703	0,0363611401981199581715280699186747983373
2004	Hombres	45	02	Aragón	-9478	-0,0395990907500610092553996376754222381525
2004	Mujeres	45	02	Aragón	8874	0,0370755783199030804106790868043571366707
2005	Hombres	45	02	Aragón	-9700	-0,0405266069081654135658763964392905370415
2005	Mujeres	45	02	Aragón	9088	0,0379696704723100287099674939010590103745
2006	Hombres	45	02	Aragón	-9845	-0,041132417011431803768665270406681993523
2006	Mujeres	45	02	Aragón	9492	0,0396575827600315572749792530929634822266
2007	Hombres	45	02	Aragón	-9857	-0,0411825530199779877854477979074316313008
2007	Mujeres	45	02	Aragón	9440	0,0394403267229980932022549672563817185228
2008	Hombres	45	02	Aragón	-10509	-0,0439066094843206526972984587814952838937
2008	Mujeres	45	02	Aragón	9601	0,0401129848376593954274205445581060253748
2009	Hombres	45	02	Aragón	-10737	-0,0448591936466981490161664812957384016716
2009	Mujeres	45	02	Aragón	9881	0,0412828250370703558190128529089309068564
2010	Hombres	45	02	Aragón	-11147	-0,0465721739386927695895695042380176924125
2010	Mujeres	45	02	Aragón	10182	0,0425404032514371382399745843860676544491
2011	Hombres	45	02	Aragón	-10712	-0,0447547436288935989812028823358433229679
2011	Mujeres	45	02	Aragón	9998	0,0417716511203956499826424960412398751897
2012	Hombres	45	02	Aragón	-17790	-0,0743266326697178048800970198613380055637
2012	Mujeres	45	02	Aragón	17094	0,0714187441740391319067104248178590144522
2013	Hombres	45	02	Aragón	-10921	-0,0456279457777396372734985696405661809309
2013	Mujeres	45	02	Aragón	10529	0,0439901694985642927252693379494113468567
2014	Hombres	45	02	Aragón	-10665	-0,0445583775954210449154713162912405750049
2014	Mujeres	45	02	Aragón	10207	0,0426448532692416882749381833459627331528
2015	Hombres	45	02	Aragón	-10700	-0,0447046076203474149644203548350936851901
2015	Mujeres	45	02	Aragón	9930	0,0414875470719672738875415068703252611156
1998	Hombres	44	02	Aragón	-7572	-0,0316358213926421145897748529730214377812
1998	Mujeres	44	02	Aragón	7475	0,0312305553235604604541160890086285324108
1999	Hombres	44	02	Aragón	-7528	-0,0314519893613061065282389188036060992627
1999	Mujeres	44	02	Aragón	7339	0,0306623472267037082639141106667993042626
2000	Hombres	44	02	Aragón	-8179	-0,0341718678249365894386910357192739487074
2000	Mujeres	44	02	Aragón	7876	0,0329059336091454430149322163253455948184
2001	Hombres	44	02	Aragón	-8424	-0,0351954779994211797813343055262457200038
2001	Mujeres	44	02	Aragón	8127	0,0339546117879031253659667498826921850037
2002	Hombres	44	02	Aragón	-9017	-0,037673032421745106610670872854956986856
2002	Mujeres	44	02	Aragón	8598	0,0359224501233408480246809542871154677817
2003	Hombres	44	02	Aragón	-9318	-0,0389306106361118890316326043320937344487
2003	Mujeres	44	02	Aragón	8780	0,0366828462529579722792159547151516407447
2004	Hombres	44	02	Aragón	-9576	-0,040008534819854845392456945598210946671
2004	Mujeres	44	02	Aragón	9023	0,0376981004260181986190621366053318057449
2005	Hombres	44	02	Aragón	-9869	-0,0412326890285241718022303254081812690786
2005	Mujeres	44	02	Aragón	9482	0,0396158027529097372609938135090054507451
2006	Hombres	44	02	Aragón	-9705	-0,0405474969117263235728691162312695527822
2006	Mujeres	44	02	Aragón	9329	0,0389765686439458910470165878744475690783
2007	Hombres	44	02	Aragón	-10317	-0,0431044333475817084287780187695010794492
2007	Mujeres	44	02	Aragón	9471	0,0395698447450757352456098299666516161154
2008	Hombres	44	02	Aragón	-10687	-0,0446502936110890489462392833759482442641
2008	Mujeres	44	02	Aragón	9787	0,0408900929701252476875497208197254109304
2009	Hombres	44	02	Aragón	-11188	-0,0467434719678922316469098065322456214866
2009	Mujeres	44	02	Aragón	10187	0,0425612932549980482469673041780466701898
2010	Hombres	44	02	Aragón	-10752	-0,0449218636573808790371446406716754488938
2010	Mujeres	44	02	Aragón	9967	0,0416421330983180079392876333309699775971
2011	Hombres	44	02	Aragón	-10848	-0,0453229517257503511714048606776725511161
2011	Mujeres	44	02	Aragón	10020	0,041863567136063654013410463125947544449
2012	Hombres	44	02	Aragón	-17370	-0,0725718723706013642927085573351006833413
2012	Mujeres	44	02	Aragón	17110	0,0714855921854340439290871281521918648226
2013	Hombres	44	02	Aragón	-11034	-0,0461000598582162034315340369392919366717
2013	Mujeres	44	02	Aragón	10357	0,0432715533760689884847197771053332053751
2014	Hombres	44	02	Aragón	-10839	-0,0452853497193407131588179650521103227827
2014	Mujeres	44	02	Aragón	9964	0,0416295990961814619350920014557825681527
2015	Hombres	44	02	Aragón	-11032	-0,0460917038567918394287369490225003303754
2015	Mujeres	44	02	Aragón	10126	0,0423064352115549461616561227159026781528
1998	Hombres	43	02	Aragón	-7436	-0,031067613295785362399572874631192209633
1998	Mujeres	43	02	Aragón	7246	0,0302737931604707821338495225359896114848
1999	Hombres	43	02	Aragón	-8020	-0,0335075657116996512163225463343412481518
1999	Mujeres	43	02	Aragón	7777	0,0324923115386394248764763644441610831517
2000	Hombres	43	02	Aragón	-8311	-0,0347233639189446136232988382275199642631
2000	Mujeres	43	02	Aragón	8071	0,0337206437480209332876482882125272087074
2001	Hombres	43	02	Aragón	-8905	-0,0372050963419807224540339495146270342633
2001	Mujeres	43	02	Aragón	8513	0,0355673200628053779058047178234722001891
2002	Hombres	43	02	Aragón	-9229	-0,0385587685727276909071621920348672542635
2002	Mujeres	43	02	Aragón	8694	0,036323538191710320158941174293112570004
2003	Hombres	43	02	Aragón	-9429	-0,0393943687151640911868709837140278838932
2003	Mujeres	43	02	Aragón	8902	0,0371925623398441764498383176394396248189
2004	Hombres	43	02	Aragón	-9710	-0,040568386915287233579861836023248568523
2004	Mujeres	43	02	Aragón	9391	0,0392356046881011751337263132949873642635
2005	Hombres	43	02	Aragón	-9699	-0,0405224289074532315644778524808947338933
2005	Mujeres	43	02	Aragón	9274	0,0387467786047758809700966701626783959302
2006	Hombres	43	02	Aragón	-10216	-0,0426824552756513262875250789715249614861
2006	Mujeres	43	02	Aragón	9375	0,0391687566767062631113496099606545138932
2007	Hombres	43	02	Aragón	-10486	-0,0438105154679404666651319477383918114863
2007	Mujeres	43	02	Aragón	9631	0,0402383248590248554693768633099801198192
2008	Hombres	43	02	Aragón	-11171	-0,0466724459557851376231345592395169679681
2008	Mujeres	43	02	Aragón	10122	0,0422897232087062181560619468823194655602
2009	Hombres	43	02	Aragón	-10820	-0,0452059677058092551322456298425900629679
2009	Mujeres	43	02	Aragón	9990	0,0417382271146981939714541443740734500046
2010	Hombres	43	02	Aragón	-10944	-0,0457240397941198233056650806836696533383
2010	Mujeres	43	02	Aragón	10003	0,0417925411239565599896352158332188909305
2011	Hombres	43	02	Aragón	-10997	-0,0459454738318654693797879104786472201902
2011	Mujeres	43	02	Aragón	10458	0,0436935314479993706259727169033093233381
2012	Hombres	43	02	Aragón	-17048	-0,0712265561412787598423774027316520696374
2012	Mujeres	43	02	Aragón	16788	0,0701402759561114394787559735487432511188
2013	Hombres	43	02	Aragón	-11151	-0,0465888859415414975951636800716009050051
2013	Mujeres	43	02	Aragón	10173	0,0425028012450275002273876887605054261158
2014	Hombres	43	02	Aragón	-11195	-0,0467727179728775056566996142410162435236
2014	Mujeres	43	02	Aragón	10207	0,0426448532692416882749381833459627331528
2015	Hombres	43	02	Aragón	-10800	-0,0451224076915656151042747506746740000049
2015	Mujeres	43	02	Aragón	10266	0,0428913553112604263574522768913151188936
1998	Hombres	42	02	Aragón	-7963	-0,0332694196711052771366055407057804687073
1998	Mujeres	42	02	Aragón	7701	0,0321747834845135927701870236060800438924
1999	Hombres	42	02	Aragón	-8134	-0,0339838577928883993757565575914628070408
1999	Mujeres	42	02	Aragón	7967	0,0332861316739540051421997165393636812999
2000	Hombres	42	02	Aragón	-8786	-0,0367079142572310642876072184655264596336
2000	Mujeres	42	02	Aragón	8433	0,0352330800058308177939212011518079483372
2001	Hombres	42	02	Aragón	-9076	-0,0379195344637638446931849664003093725967
2001	Mujeres	42	02	Aragón	8606	0,0359558741290383040358693059542818929669
2002	Hombres	42	02	Aragón	-9351	-0,0390684846596138950777845549591552383376
2002	Mujeres	42	02	Aragón	8817	0,0368374322793087063309620811757963572262
2003	Hombres	42	02	Aragón	-9555	-0,0399207968048990233630875224718990805599
2003	Mujeres	42	02	Aragón	9241	0,0386089045812738749239447195356168920413
2004	Hombres	42	02	Aragón	-9555	-0,0399207968048990233630875224718990805599
2004	Mujeres	42	02	Aragón	9164	0,0382871985264358608162568347391400496338
2005	Hombres	42	02	Aragón	-10128	-0,0423147912129793101644532106326942844491
2005	Mujeres	42	02	Aragón	9347	0,039051772656765167072190379125572025745
2006	Hombres	42	02	Aragón	-10368	-0,0433175113839029905001037606476870400047
2006	Mujeres	42	02	Aragón	9509	0,0397286087721386512987545003856921357451
2007	Hombres	42	02	Aragón	-11007	-0,0459872538389872893937733500626052516717
2007	Mujeres	42	02	Aragón	9970	0,0416546671004545539434832652061573870416
2008	Hombres	42	02	Aragón	-10724	-0,0448048796374397829979854098365929607456
2008	Mujeres	42	02	Aragón	9903	0,0413747410527383598497808199936385761156
2009	Hombres	42	02	Aragón	-11069	-0,0462462898831425734804830754831450468569
2009	Mujeres	42	02	Aragón	9963	0,0416254210954692799336934574973867650045
2010	Hombres	42	02	Aragón	-11071	-0,0462546458845669374832801633999366531532
2010	Mujeres	42	02	Aragón	10462	0,0437102434508480986315668927368925359307
2011	Hombres	42	02	Aragón	-11150	-0,0465847079408293155937651361132051018569
2011	Mujeres	42	02	Aragón	10377	0,0433551133903126285126906562732492683381
2012	Hombres	42	02	Aragón	-17206	-0,0718866802538035160633473481581889670449
2012	Mujeres	42	02	Aragón	16378	0,0684272956641168189053529506064639603778
2013	Hombres	42	02	Aragón	-11482	-0,0479718041772737400580817303006117470423
2013	Mujeres	42	02	Aragón	10369	0,0433216893846151725015023046060828431529
2014	Hombres	42	02	Aragón	-10926	-0,0456488357813005472804912894325451966717
2014	Mujeres	42	02	Aragón	10287	0,0429790933262162483868217000176269850047
2015	Hombres	42	02	Aragón	-11250	-0,0470025080120475157336195319527854166718
2015	Mujeres	42	02	Aragón	10361	0,0432882653789177164903139529389164179677
1998	Hombres	41	02	Aragón	-8070	-0,0337164657473087512862497442541314055592
1998	Mujeres	41	02	Aragón	7893	0,0329769596212525370387074636180742483369
1999	Hombres	41	02	Aragón	-8626	-0,0360394341432819440638401851221979559299
1999	Mujeres	41	02	Aragón	8332	0,0348111019339004356526682613538318303742
2000	Hombres	41	02	Aragón	-8954	-0,0374098183768776405225626034760213885226
2000	Mujeres	41	02	Aragón	8534	0,0356550580777611999351741409497840663002
2001	Hombres	41	02	Aragón	-9187	-0,0383832925428160468484233457822435220412
2001	Mujeres	41	02	Aragón	8714	0,0364070982059539601869120534610286329669
2002	Hombres	41	02	Aragón	-9475	-0,039586556747924463251204005800234828708
2002	Mujeres	41	02	Aragón	9159	0,0382663085228749508092641149471610338931
2003	Hombres	41	02	Aragón	-9378	-0,0391812906788428091155452418358419233376
2003	Mujeres	41	02	Aragón	9041	0,0377733044388374746442359278564562624115
