Año	Municipio código	Municipio nombre	Sector código	Sector	Rama código	Rama de actividad	Número de actividades
2009	22001	Abiego	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	15
2009	22001	Abiego	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)	1
2009	22001	Abiego	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)	1
2009	22001	Abiego	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)	2
2009	22001	Abiego	3	Construcción	14	Construcción (cnae 41, 42, 43)	10
2009	22001	Abiego	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	13
2009	22001	Abiego	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)	3
2009	22001	Abiego	4	Servicios	17	Hostelería (cnae 55, 56)	14
2009	22001	Abiego	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)	1
2009	22001	Abiego	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)	1
2009	22001	Abiego	4	Servicios	20	Actividades inmobiliarias (cnae 68)	2
2009	22001	Abiego	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)	6
2009	22001	Abiego	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)	1
2009	22001	Abiego	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)	1
2009	22001	Abiego	4	Servicios	26	Otros servicios (cnae 94, 95, 96)	1
2009	22002	Abizanda	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	9
2009	22002	Abizanda	3	Construcción	14	Construcción (cnae 41, 42, 43)	6
2009	22002	Abizanda	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	1
2009	22002	Abizanda	4	Servicios	17	Hostelería (cnae 55, 56)	13
2009	22002	Abizanda	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)	2
2009	22002	Abizanda	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)	4
2009	22003	Adahuesca	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	7
2009	22003	Adahuesca	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)	3
2009	22003	Adahuesca	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)	1
2009	22003	Adahuesca	3	Construcción	14	Construcción (cnae 41, 42, 43)	4
2009	22003	Adahuesca	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	11
2009	22003	Adahuesca	4	Servicios	17	Hostelería (cnae 55, 56)	5
2009	22003	Adahuesca	4	Servicios	20	Actividades inmobiliarias (cnae 68)	1
2009	22003	Adahuesca	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)	1
2009	22003	Adahuesca	4	Servicios	23	Educación (cnae 85)	1
2009	22003	Adahuesca	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)	2
2009	22003	Adahuesca	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)	3
2009	22004	Agüero	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)	1
2009	22004	Agüero	3	Construcción	14	Construcción (cnae 41, 42, 43)	2
2009	22004	Agüero	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	4
2009	22004	Agüero	4	Servicios	17	Hostelería (cnae 55, 56)	6
2009	22004	Agüero	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)	1
2009	22004	Agüero	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)	2
2009	22006	Aísa	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)	1
2009	22006	Aísa	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)	1
2009	22006	Aísa	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)	1
2009	22006	Aísa	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)	1
2009	22006	Aísa	3	Construcción	14	Construcción (cnae 41, 42, 43)	15
2009	22006	Aísa	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	20
2009	22006	Aísa	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)	5
2009	22006	Aísa	4	Servicios	17	Hostelería (cnae 55, 56)	46
2009	22006	Aísa	4	Servicios	20	Actividades inmobiliarias (cnae 68)	7
2009	22006	Aísa	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)	2
2009	22006	Aísa	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)	9
2009	22006	Aísa	4	Servicios	23	Educación (cnae 85)	5
2009	22006	Aísa	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)	1
2009	22006	Aísa	4	Servicios	26	Otros servicios (cnae 94, 95, 96)	1
2009	22007	Albalate de Cinca	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	38
2009	22007	Albalate de Cinca	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)	3
2009	22007	Albalate de Cinca	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)	5
2009	22007	Albalate de Cinca	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)	1
2009	22007	Albalate de Cinca	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)	3
2009	22007	Albalate de Cinca	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)	3
2009	22007	Albalate de Cinca	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)	1
2009	22007	Albalate de Cinca	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)	2
2009	22007	Albalate de Cinca	3	Construcción	14	Construcción (cnae 41, 42, 43)	30
2009	22007	Albalate de Cinca	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	45
2009	22007	Albalate de Cinca	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)	17
2009	22007	Albalate de Cinca	4	Servicios	17	Hostelería (cnae 55, 56)	8
2009	22007	Albalate de Cinca	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)	8
2009	22007	Albalate de Cinca	4	Servicios	20	Actividades inmobiliarias (cnae 68)	13
2009	22007	Albalate de Cinca	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)	5
2009	22007	Albalate de Cinca	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)	2
2009	22007	Albalate de Cinca	4	Servicios	23	Educación (cnae 85)	1
2009	22007	Albalate de Cinca	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)	1
2009	22007	Albalate de Cinca	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)	5
2009	22007	Albalate de Cinca	4	Servicios	26	Otros servicios (cnae 94, 95, 96)	9
2009	22008	Albalatillo	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	15
2009	22008	Albalatillo	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)	1
2009	22008	Albalatillo	3	Construcción	14	Construcción (cnae 41, 42, 43)	1
2009	22008	Albalatillo	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	2
2009	22008	Albalatillo	4	Servicios	17	Hostelería (cnae 55, 56)	1
2009	22008	Albalatillo	4	Servicios	20	Actividades inmobiliarias (cnae 68)	1
2009	22008	Albalatillo	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)	1
2009	22008	Albalatillo	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)	1
2009	22009	Albelda	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	79
2009	22009	Albelda	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)	6
2009	22009	Albelda	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)	1
2009	22009	Albelda	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)	2
2009	22009	Albelda	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)	2
2009	22009	Albelda	3	Construcción	14	Construcción (cnae 41, 42, 43)	14
2009	22009	Albelda	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	38
2009	22009	Albelda	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)	6
2009	22009	Albelda	4	Servicios	17	Hostelería (cnae 55, 56)	4
2009	22009	Albelda	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)	1
2009	22009	Albelda	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)	7
2009	22009	Albelda	4	Servicios	20	Actividades inmobiliarias (cnae 68)	8
2009	22009	Albelda	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)	5
2009	22009	Albelda	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)	5
2009	22009	Albelda	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)	2
2009	22009	Albelda	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)	1
2009	22009	Albelda	4	Servicios	26	Otros servicios (cnae 94, 95, 96)	6
2009	22011	Albero Alto	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	7
2009	22011	Albero Alto	3	Construcción	14	Construcción (cnae 41, 42, 43)	5
2009	22011	Albero Alto	4	Servicios	20	Actividades inmobiliarias (cnae 68)	1
2009	22012	Albero Bajo	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	9
2009	22012	Albero Bajo	3	Construcción	14	Construcción (cnae 41, 42, 43)	4
2009	22012	Albero Bajo	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)	1
2009	22012	Albero Bajo	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)	1
2009	22013	Alberuela de Tubo	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	18
2009	22013	Alberuela de Tubo	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)	2
2009	22013	Alberuela de Tubo	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)	1
2009	22013	Alberuela de Tubo	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)	3
2009	22013	Alberuela de Tubo	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)	3
2009	22013	Alberuela de Tubo	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)	1
2009	22013	Alberuela de Tubo	3	Construcción	14	Construcción (cnae 41, 42, 43)	5
2009	22013	Alberuela de Tubo	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	4
2009	22013	Alberuela de Tubo	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)	2
2009	22013	Alberuela de Tubo	4	Servicios	17	Hostelería (cnae 55, 56)	2
2009	22013	Alberuela de Tubo	4	Servicios	20	Actividades inmobiliarias (cnae 68)	2
2009	22013	Alberuela de Tubo	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)	2
2009	22013	Alberuela de Tubo	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)	1
2009	22013	Alberuela de Tubo	4	Servicios	23	Educación (cnae 85)	2
2009	22013	Alberuela de Tubo	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)	2
2009	22013	Alberuela de Tubo	4	Servicios	26	Otros servicios (cnae 94, 95, 96)	3
2009	22014	Alcalá de Gurrea	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	5
2009	22014	Alcalá de Gurrea	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)	2
2009	22014	Alcalá de Gurrea	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)	1
2009	22014	Alcalá de Gurrea	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)	6
2009	22014	Alcalá de Gurrea	3	Construcción	14	Construcción (cnae 41, 42, 43)	7
2009	22014	Alcalá de Gurrea	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	6
2009	22014	Alcalá de Gurrea	4	Servicios	17	Hostelería (cnae 55, 56)	11
2009	22014	Alcalá de Gurrea	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)	2
2009	22014	Alcalá de Gurrea	4	Servicios	20	Actividades inmobiliarias (cnae 68)	3
2009	22014	Alcalá de Gurrea	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)	1
2009	22014	Alcalá de Gurrea	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)	2
2009	22014	Alcalá de Gurrea	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)	2
2009	22015	Alcalá del Obispo	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	20
2009	22015	Alcalá del Obispo	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)	1
2009	22015	Alcalá del Obispo	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)	2
2009	22015	Alcalá del Obispo	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)	1
2009	22015	Alcalá del Obispo	3	Construcción	14	Construcción (cnae 41, 42, 43)	2
2009	22015	Alcalá del Obispo	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	9
2009	22015	Alcalá del Obispo	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)	5
2009	22015	Alcalá del Obispo	4	Servicios	17	Hostelería (cnae 55, 56)	2
2009	22015	Alcalá del Obispo	4	Servicios	20	Actividades inmobiliarias (cnae 68)	5
2009	22015	Alcalá del Obispo	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)	3
2009	22015	Alcalá del Obispo	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)	3
2009	22015	Alcalá del Obispo	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)	1
2009	22016	Alcampell	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	84
2009	22016	Alcampell	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)	4
2009	22016	Alcampell	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)	2
2009	22016	Alcampell	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)	1
2009	22016	Alcampell	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)	1
2009	22016	Alcampell	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)	1
2009	22016	Alcampell	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)	1
2009	22016	Alcampell	3	Construcción	14	Construcción (cnae 41, 42, 43)	22
2009	22016	Alcampell	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	31
2009	22016	Alcampell	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)	2
2009	22016	Alcampell	4	Servicios	17	Hostelería (cnae 55, 56)	8
2009	22016	Alcampell	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)	4
2009	22016	Alcampell	4	Servicios	20	Actividades inmobiliarias (cnae 68)	6
2009	22016	Alcampell	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)	5
2009	22016	Alcampell	4	Servicios	26	Otros servicios (cnae 94, 95, 96)	3
2009	22017	Alcolea de Cinca	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	46
2009	22017	Alcolea de Cinca	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)	1
2009	22017	Alcolea de Cinca	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)	4
2009	22017	Alcolea de Cinca	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)	1
2009	22017	Alcolea de Cinca	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)	4
2009	22017	Alcolea de Cinca	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)	1
2009	22017	Alcolea de Cinca	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)	3
2009	22017	Alcolea de Cinca	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)	4
2009	22017	Alcolea de Cinca	3	Construcción	14	Construcción (cnae 41, 42, 43)	33
2009	22017	Alcolea de Cinca	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	45
2009	22017	Alcolea de Cinca	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)	8
2009	22017	Alcolea de Cinca	4	Servicios	17	Hostelería (cnae 55, 56)	14
2009	22017	Alcolea de Cinca	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)	8
2009	22017	Alcolea de Cinca	4	Servicios	20	Actividades inmobiliarias (cnae 68)	6
2009	22017	Alcolea de Cinca	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)	8
2009	22017	Alcolea de Cinca	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)	2
2009	22017	Alcolea de Cinca	4	Servicios	23	Educación (cnae 85)	1
2009	22017	Alcolea de Cinca	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)	1
2009	22017	Alcolea de Cinca	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)	2
2009	22017	Alcolea de Cinca	4	Servicios	26	Otros servicios (cnae 94, 95, 96)	5
2009	22018	Alcubierre	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	11
2009	22018	Alcubierre	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)	1
2009	22018	Alcubierre	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)	1
2009	22018	Alcubierre	3	Construcción	14	Construcción (cnae 41, 42, 43)	5
2009	22018	Alcubierre	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	15
2009	22018	Alcubierre	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)	2
2009	22018	Alcubierre	4	Servicios	17	Hostelería (cnae 55, 56)	5
2009	22018	Alcubierre	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)	3
2009	22018	Alcubierre	4	Servicios	20	Actividades inmobiliarias (cnae 68)	2
2009	22018	Alcubierre	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)	2
2009	22018	Alcubierre	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)	2
2009	22018	Alcubierre	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)	1
2009	22018	Alcubierre	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)	2
2009	22018	Alcubierre	4	Servicios	26	Otros servicios (cnae 94, 95, 96)	3
2009	22019	Alerre	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	3
2009	22019	Alerre	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)	1
2009	22019	Alerre	3	Construcción	14	Construcción (cnae 41, 42, 43)	4
2009	22019	Alerre	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	2
2009	22019	Alerre	4	Servicios	17	Hostelería (cnae 55, 56)	3
2009	22019	Alerre	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)	1
2009	22019	Alerre	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)	1
2009	22020	Alfántega	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	6
2009	22020	Alfántega	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)	2
2009	22020	Alfántega	3	Construcción	14	Construcción (cnae 41, 42, 43)	2
2009	22020	Alfántega	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)	1
2009	22021	Almudévar	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	54
2009	22021	Almudévar	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)	8
2009	22021	Almudévar	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)	1
2009	22021	Almudévar	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)	4
2009	22021	Almudévar	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)	1
2009	22021	Almudévar	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)	10
2009	22021	Almudévar	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)	5
2009	22021	Almudévar	2	Industria y energía	10	Fabricación de material de transporte (cnae 29, 30)	1
2009	22021	Almudévar	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)	3
2009	22021	Almudévar	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)	5
2009	22021	Almudévar	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)	4
2009	22021	Almudévar	3	Construcción	14	Construcción (cnae 41, 42, 43)	65
2009	22021	Almudévar	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	61
2009	22021	Almudévar	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)	15
2009	22021	Almudévar	4	Servicios	17	Hostelería (cnae 55, 56)	21
2009	22021	Almudévar	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)	2
2009	22021	Almudévar	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)	7
2009	22021	Almudévar	4	Servicios	20	Actividades inmobiliarias (cnae 68)	37
2009	22021	Almudévar	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)	19
2009	22021	Almudévar	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)	11
2009	22021	Almudévar	4	Servicios	23	Educación (cnae 85)	5
2009	22021	Almudévar	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)	4
2009	22021	Almudévar	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)	5
2009	22021	Almudévar	4	Servicios	26	Otros servicios (cnae 94, 95, 96)	9
2009	22022	Almunia de San Juan	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)	19
2009	22022	Almunia de San Juan	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)	1
2009	22022	Almunia de San Juan	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)	1
2009	22022	Almunia de San Juan	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)	4
2009	22022	Almunia de San Juan	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)	3
2009	22022	Almunia de San Juan	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)	1
2009	22022	Almunia de San Juan	2	Industria y energía	10	Fabricación de material de transporte (cnae 29, 30)	1
2009	22022	Almunia de San Juan	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)	1
2009	22022	Almunia de San Juan	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)	2
2009	22022	Almunia de San Juan	3	Construcción	14	Construcción (cnae 41, 42, 43)	18
2009	22022	Almunia de San Juan	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)	13
