Mes y año	Provincia código	Provincia nombre	UE25-UE27-UE28	UE25	UE27	UE28	Sexo	Nº parados
Diciembre 2012	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	34552
Diciembre 2012	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2591
Diciembre 2012	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	427
Diciembre 2012	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4394
Diciembre 2012	50	Zaragoza	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	8
Diciembre 2012	50	Zaragoza		No consta		No consta	Mujeres	2
Noviembre 2012	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	6268
Noviembre 2012	22	Huesca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	736
Noviembre 2012	22	Huesca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	200
Noviembre 2012	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1228
Noviembre 2012	22	Huesca	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	5
Noviembre 2012	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	6288
Noviembre 2012	22	Huesca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	732
Noviembre 2012	22	Huesca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	177
Noviembre 2012	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	724
Noviembre 2012	22	Huesca	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	3
Noviembre 2012	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	4124
Noviembre 2012	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	589
Noviembre 2012	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	81
Noviembre 2012	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1057
Noviembre 2012	44	Teruel	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	3
Noviembre 2012	44	Teruel		No consta		No consta	Hombres	1
Noviembre 2012	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	4182
Noviembre 2012	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	445
Noviembre 2012	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	71
Noviembre 2012	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	560
Noviembre 2012	44	Teruel	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	3
Noviembre 2012	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	30581
Noviembre 2012	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3878
Noviembre 2012	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	527
Noviembre 2012	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	6471
Noviembre 2012	50	Zaragoza	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	11
Noviembre 2012	50	Zaragoza		No consta		No consta	Hombres	4
Noviembre 2012	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	35028
Noviembre 2012	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2549
Noviembre 2012	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	436
Noviembre 2012	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4464
Noviembre 2012	50	Zaragoza	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	8
Noviembre 2012	50	Zaragoza		No consta		No consta	Mujeres	2
Octubre 2012	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	6303
Octubre 2012	22	Huesca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	765
Octubre 2012	22	Huesca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	199
Octubre 2012	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1236
Octubre 2012	22	Huesca	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	5
Octubre 2012	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	6226
Octubre 2012	22	Huesca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	705
Octubre 2012	22	Huesca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	171
Octubre 2012	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	701
Octubre 2012	22	Huesca	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	4
Octubre 2012	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	4064
Octubre 2012	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	557
Octubre 2012	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	76
Octubre 2012	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1033
Octubre 2012	44	Teruel	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	4
Octubre 2012	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	4065
Octubre 2012	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	361
Octubre 2012	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	67
Octubre 2012	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	542
Octubre 2012	44	Teruel	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	3
Octubre 2012	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	30569
Octubre 2012	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3724
Octubre 2012	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	522
Octubre 2012	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	6465
Octubre 2012	50	Zaragoza	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	10
Octubre 2012	50	Zaragoza		No consta		No consta	Hombres	3
Octubre 2012	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	35106
Octubre 2012	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2485
Octubre 2012	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	418
Octubre 2012	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4362
Octubre 2012	50	Zaragoza	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	9
Octubre 2012	50	Zaragoza		No consta		No consta	Mujeres	1
Septiembre 2012	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	6085
Septiembre 2012	22	Huesca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	721
Septiembre 2012	22	Huesca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	193
Septiembre 2012	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1144
Septiembre 2012	22	Huesca	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	7
Septiembre 2012	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	6009
Septiembre 2012	22	Huesca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	629
Septiembre 2012	22	Huesca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	171
Septiembre 2012	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	664
Septiembre 2012	22	Huesca	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	3
Septiembre 2012	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	3838
Septiembre 2012	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	542
Septiembre 2012	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	69
Septiembre 2012	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1035
Septiembre 2012	44	Teruel	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	5
Septiembre 2012	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	3816
Septiembre 2012	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	317
Septiembre 2012	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	63
Septiembre 2012	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	513
Septiembre 2012	44	Teruel	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	2
Septiembre 2012	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	29740
Septiembre 2012	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3399
Septiembre 2012	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	512
Septiembre 2012	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	6015
Septiembre 2012	50	Zaragoza	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	15
Septiembre 2012	50	Zaragoza		No consta		No consta	Hombres	4
Septiembre 2012	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	34398
Septiembre 2012	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2259
Septiembre 2012	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	387
Septiembre 2012	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4266
Septiembre 2012	50	Zaragoza	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	7
Septiembre 2012	50	Zaragoza		No consta		No consta	Mujeres	2
Agosto 2012	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	5703
Agosto 2012	22	Huesca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	619
Agosto 2012	22	Huesca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	177
Agosto 2012	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1013
Agosto 2012	22	Huesca	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	6
Agosto 2012	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	5654
Agosto 2012	22	Huesca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	497
Agosto 2012	22	Huesca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	133
Agosto 2012	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	622
Agosto 2012	22	Huesca	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	4
Agosto 2012	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	3774
Agosto 2012	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	537
Agosto 2012	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	68
Agosto 2012	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1058
Agosto 2012	44	Teruel	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	3
Agosto 2012	44	Teruel		No consta		No consta	Hombres	1
Agosto 2012	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	3512
Agosto 2012	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	320
Agosto 2012	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	61
Agosto 2012	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	477
Agosto 2012	44	Teruel	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	2
Agosto 2012	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	29233
Agosto 2012	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3396
Agosto 2012	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	516
Agosto 2012	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	5972
Agosto 2012	50	Zaragoza	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	19
Agosto 2012	50	Zaragoza		No consta		No consta	Hombres	4
Agosto 2012	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	34150
Agosto 2012	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2262
Agosto 2012	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	401
Agosto 2012	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4154
Agosto 2012	50	Zaragoza	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	19
Agosto 2012	50	Zaragoza		No consta		No consta	Mujeres	2
Julio 2012	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	5689
Julio 2012	22	Huesca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	590
Julio 2012	22	Huesca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	179
Julio 2012	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1057
Julio 2012	22	Huesca	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	6
Julio 2012	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	5566
Julio 2012	22	Huesca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	436
Julio 2012	22	Huesca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	123
Julio 2012	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	645
Julio 2012	22	Huesca	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	5
Julio 2012	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	3715
Julio 2012	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	534
Julio 2012	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	69
Julio 2012	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1035
Julio 2012	44	Teruel	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	3
Julio 2012	44	Teruel		No consta		No consta	Hombres	1
Julio 2012	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	3521
Julio 2012	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	321
Julio 2012	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	65
Julio 2012	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	486
Julio 2012	44	Teruel	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	2
Julio 2012	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	28881
Julio 2012	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3527
Julio 2012	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	508
Julio 2012	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	6221
Julio 2012	50	Zaragoza	Extranjeros no comunitarios	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	17
Julio 2012	50	Zaragoza		No consta		No consta	Hombres	4
Julio 2012	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	33563
Julio 2012	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2339
Julio 2012	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	417
Julio 2012	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4239
