Año	Municipio código	Municipio nombre	Urbana   Número de recibos	Urbana   Base imponible (miles de euros)	Urbana   Base liquidable (miles de euros)	Cuota (euros)
2001	22248	Vicién	142,0	1228,56	1228,56	6140,0
2001	22249	Villanova	211,0	3638,07	3638,07	14560,0
2001	22250	Villanúa	1632,0	40157,67	40157,67	180710,0
2001	22251	Villanueva de Sigena	395,0	5978,51	3674,34	23833,0
2001	22252	Yebra de Basa	152,0	1087,69	1087,69	5440,0
2001	22253	Yésero	150,0	994,12	994,12	990,0
2001	22254	Zaidín	1257,0	14562,97	14562,97	58250,0
2001	22901	Valle de Hecho	1117,0	12289,1	12289,1	36870,0
2001	22902	Puente la Reina de Jaca	374,0	4059,73	4059,73	20700,0
2001	22903	San Miguel del Cinca	642,0	6429,9	6429,9	29580,0
2001	22904	Sotonera (La)	1323,0	12479,66	12479,66	54910,0
2001	22905	Lupiñén-Ortilla	606,0	10275,37	10275,37	52400,0
2001	22906	Santa María de Dulcis	159,0	1322,62	1322,62	10580,0
2001	22907	Aínsa-Sobrarbe	1634,0	48893,01	48893,01	293360,0
2001	22908	Hoz y Costeán	267,0	1605,16	1605,16	4810,0
2001	22909	Vencillón	193,0	2900,58	2900,58	14500,0
2001	44001	Ababuj	142,0	912,5	912,5	3670,0
2001	44002	Abejuela	180,0	654,64	654,64	5690,0
2001	44003	Aguatón	52,0	210,15	210,15	1120,0
2001	44004	Aguaviva	823,0	8321,52	8321,52	41680,0
2001	44005	Aguilar del Alfambra	148,0	960,94	960,94	3910,0
2001	44006	Alacón	547,0	4491,11	4491,11	18020,0
2001	44007	Alba	346,0	2657,01	2657,01	16030,0
2001	44008	Albalate del Arzobispo	2449,0	28553,2	20953,19	119560,0
2001	44009	Albarracín	1137,0	21926,89	12921,32	71120,0
2001	44010	Albentosa	510,0	5770,63	5770,63	31820,0
2001	44011	Alcaine	253,0	876,02	876,02	3560,0
2001	44012	Alcalá de la Selva	1728,0	26616,94	26616,94	106520,0
2001	44013	Alcañiz	10168,0	168139,8	168139,8	1008910,0
2001	44014	Alcorisa	3022,0	46725,38	41331,75	289300,0
2001	44016	Alfambra	600,0	6704,33	6704,33	30910,0
2001	44017	Aliaga	733,0	6232,36	6232,36	31230,0
2001	44018	Almohaja	74,0	345,67	345,67	1440,0
2001	44019	Alobras	159,0	1073,11	1073,11	6530,0
2001	44020	Alpeñés	64,0	345,68	345,68	1620,0
2001	44021	Allepuz	237,0	1312,37	1312,37	6630,0
2001	44022	Alloza	1024,0	8564,88	8564,88	35180,0
2001	44023	Allueva	61,0	198,4	198,4	1390,0
2001	44024	Anadón	90,0	472,7	472,7	4150,0
2001	44025	Andorra	5303,0	132112,6	132112,6	792760,0
2001	44026	Arcos de las Salinas	413,0	3513,24	3513,24	28230,0
2001	44027	Arens de Lledó	238,0	1993,31	1993,31	8030,0
2001	44028	Argente	285,0	2012,26	2012,26	10140,0
2001	44029	Ariño	912,0	8644,03	8644,03	60610,0
2001	44031	Azaila	280,0	1776,78	1776,78	11650,0
2001	44032	Bádenas	71,0	284,98	284,98	1200,0
2001	44033	Báguena	693,0	5036,23	5036,23	25260,0
2001	44034	Bañón	235,0	1470,72	1470,72	5940,0
2001	44035	Barrachina	251,0	1592,42	1592,42	6430,0
2001	44036	Bea	64,0	297,31	297,31	1560,0
2001	44037	Beceite	686,0	6372,08	6372,08	25540,0
2001	44038	Belmonte de San José	269,0	2173,43	2173,43	12040,0
2001	44039	Bello	550,0	4021,97	4021,97	16150,0
2001	44040	Berge	277,0	1704,82	1704,82	6880,0
2001	44041	Bezas	140,0	865,21	865,21	3520,0
2001	44042	Blancas	323,0	2053,43	2053,43	8280,0
2001	44043	Blesa	339,0	1875,36	1875,36	7560,0
2001	44044	Bordón	197,0	1366,52	1366,52	12570,0
2001	44045	Bronchales	978,0	18663,8	10946,68	54770,0
2001	44046	Bueña	147,0	564,21	564,21	4060,0
2001	44047	Burbáguena	445,0	4432,52	4432,52	17790,0
2001	44048	Cabra de Mora	165,0	1280,24	1280,24	6480,0
2001	44049	Calaceite	1099,0	11535,66	11535,66	78550,0
2001	44050	Calamocha	4636,0	81454,96	81454,96	407350,0
2001	44051	Calanda	2810,0	39128,03	39128,03	246600,0
2001	44052	Calomarde	165,0	1209,38	1209,38	4900,0
2001	44053	Camañas	177,0	994,64	994,64	5050,0
2001	44054	Camarena de la Sierra	353,0	2716,27	2716,27	13650,0
2001	44055	Camarillas	245,0	1710,17	1710,17	8620,0
2001	44056	Caminreal	784,0	9489,99	9489,99	47520,0
2001	44059	Cantavieja	697,0	8746,21	8746,21	52570,0
2001	44060	Cañada de Benatanduz	157,0	692,37	692,37	2830,0
2001	44061	Cañada de Verich (La)	130,0	729,27	729,27	4470,0
2001	44062	Cañada Vellida	65,0	553,59	553,59	3410,0
2001	44063	Cañizar del Olivar	218,0	1413,67	1413,67	12150,0
2001	44064	Cascante del Río	213,0	1498,19	1498,19	9080,0
2001	44065	Castejón de Tornos	177,0	854,49	854,49	3480,0
2001	44066	Castel de Cabra	308,0	2413,65	2413,65	9720,0
2001	44067	Castelnou	236,0	2116,02	2116,02	10660,0
2001	44068	Castelserás	863,0	8691,12	8691,12	34830,0
2001	44070	Castellar (El)	160,0	1204,61	1204,61	6710,0
2001	44071	Castellote	1275,0	10934,39	10934,39	43790,0
2001	44074	Cedrillas	445,0	4362,79	4362,79	17510,0
2001	44075	Celadas	291,0	3298,2	3298,2	13250,0
2001	44076	Cella	2288,0	35063,14	35063,14	175390,0
2001	44077	Cerollera (La)	127,0	632,76	632,76	3890,0
2001	44080	Codoñera (La)	458,0	4016,52	4016,52	18140,0
2001	44082	Corbalán	141,0	819,15	819,15	3340,0
2001	44084	Cortes de Aragón	202,0	972,66	972,66	5930,0
2001	44085	Cosa	149,0	1113,2	1113,2	4510,0
2001	44086	Cretas	622,0	6300,65	6300,65	28420,0
2001	44087	Crivillén	257,0	1426,1	1426,1	7210,0
2001	44088	Cuba (La)	139,0	620,62	620,62	4450,0
2001	44089	Cubla	138,0	1174,69	1174,69	4760,0
2001	44090	Cucalón	212,0	1324,97	1324,97	5360,0
2001	44092	Cuervo (El)	232,0	1698,74	1698,74	10280,0
2001	44093	Cuevas de Almudén	113,0	988,25	988,25	4010,0
2001	44094	Cuevas Labradas	149,0	1224,92	1224,92	5580,0
2001	44096	Ejulve	405,0	2730,7	2730,7	10990,0
2001	44097	Escorihuela	249,0	1444,84	1444,84	8760,0
2001	44099	Escucha	899,0	11481,54	11481,54	97570,0
2001	44100	Estercuel	507,0	4097,09	4097,09	20560,0
2001	44101	Ferreruela de Huerva	140,0	891,51	891,51	4530,0
2001	44102	Fonfría	70,0	346,17	346,17	1440,0
2001	44103	Formiche Alto	308,0	2522,36	2522,36	15220,0
2001	44105	Fórnoles	287,0	1721,3	1721,3	6950,0
2001	44106	Fortanete	453,0	2664,83	2664,83	18760,0
2001	44107	Foz-Calanda	315,0	2867,4	2867,4	12970,0
2001	44108	Fresneda (La)	690,0	7100,66	7100,66	42690,0
2001	44109	Frías de Albarracín	255,0	1772,31	1772,31	7150,0
2001	44110	Fuenferrada	115,0	625,61	625,61	2560,0
2001	44111	Fuentes Calientes	145,0	1342,69	1342,69	5430,0
2001	44112	Fuentes Claras	537,0	5979,79	5979,79	23980,0
2001	44113	Fuentes de Rubielos	239,0	1410,86	1410,86	8560,0
2001	44114	Fuentespalda	341,0	3536,16	3536,16	21300,0
2001	44115	Galve	140,0	1095,25	1095,25	8330,0
2001	44116	Gargallo	228,0	1671,38	1671,38	6740,0
2001	44117	Gea de Albarracín	571,0	4728,16	4728,16	28460,0
2001	44118	Ginebrosa (La)	415,0	3618,04	3618,04	18170,0
2001	44119	Griegos	214,0	2025,26	2025,26	10200,0
2001	44120	Guadalaviar	367,0	3327,43	3327,43	13370,0
2001	44121	Gúdar	137,0	916,06	916,06	3730,0
2001	44122	Híjar	1593,0	21459,34	21459,34	122400,0
2001	44123	Hinojosa de Jarque	182,0	1375,25	1375,25	5560,0
2001	44124	Hoz de la Vieja (La)	317,0	1235,8	1235,8	7510,0
2001	44125	Huesa del Común	352,0	1384,74	1384,74	5600,0
2001	44126	Iglesuela del Cid (La)	572,0	4820,23	4820,23	19340,0
2001	44127	Jabaloyas	217,0	1381,0	1381,0	5580,0
2001	44128	Jarque de la Val	127,0	1214,07	1214,07	4920,0
2001	44129	Jatiel	114,0	825,34	825,34	4790,0
2001	44130	Jorcas	119,0	592,19	592,19	3030,0
2001	44131	Josa	167,0	591,84	591,84	3640,0
2001	44132	Lagueruela	139,0	758,29	758,29	3860,0
2001	44133	Lanzuela	81,0	400,7	400,7	1870,0
2001	44135	Libros	264,0	1657,5	1657,5	6690,0
2001	44136	Lidón	143,0	1018,85	1018,85	5170,0
2001	44137	Linares de Mora	364,0	2744,0	2744,0	11030,0
2001	44138	Loscos	481,0	1891,53	1891,53	7630,0
2001	44141	Lledó	188,0	1572,47	1572,47	6350,0
2001	44142	Maicas	93,0	365,27	365,27	1900,0
2001	44143	Manzanera	1283,0	10971,44	10971,44	54910,0
2001	44144	Martín del Río	489,0	4472,82	4472,82	27370,0
2001	44145	Mas de las Matas	1446,0	25400,0	18942,0	81500,0
2001	44146	Mata de los Olmos (La)	238,0	2506,4	2506,4	10080,0
2001	44147	Mazaleón	649,0	6044,65	6044,65	36360,0
2001	44148	Mezquita de Jarque	135,0	1130,4	1130,4	4580,0
2001	44149	Mirambel	236,0	2558,43	2558,43	11580,0
2001	44150	Miravete de la Sierra	105,0	577,69	577,69	3560,0
2001	44151	Molinos	456,0	3507,81	3507,81	14090,0
2001	44152	Monforte de Moyuela	209,0	977,49	977,49	3970,0
2001	44153	Monreal del Campo	1988,0	33568,64	33568,64	141050,0
2001	44154	Monroyo	325,0	3378,71	3378,71	20360,0
2001	44155	Montalbán	1647,0	14937,41	14937,41	80750,0
2001	44156	Monteagudo del Castillo	148,0	919,34	919,34	3740,0
2001	44157	Monterde de Albarracín	209,0	1202,48	1202,48	4870,0
2001	44158	Mora de Rubielos	1715,0	16308,14	16308,14	114250,0
2001	44159	Moscardón	155,0	942,04	942,04	3830,0
2001	44160	Mosqueruela	625,0	8129,66	8129,66	32580,0
2001	44161	Muniesa	915,0	10647,58	10647,58	42650,0
2001	44163	Noguera de Albarracín	250,0	1669,01	1669,01	6740,0
2001	44164	Nogueras	147,0	480,72	480,72	1980,0
2001	44165	Nogueruelas	320,0	2527,12	2527,12	12710,0
2001	44167	Obón	313,0	1137,33	1137,33	9800,0
2001	44168	Odón	303,0	2496,31	2496,31	11300,0
2001	44169	Ojos Negros	860,0	7837,02	7837,02	47110,0
2001	44171	Olba	610,0	3526,45	3526,45	19480,0
2001	44172	Oliete	777,0	6411,42	6411,42	25700,0
2001	44173	Olmos (Los)	211,0	1555,54	1555,54	6280,0
2001	44174	Orihuela del Tremedal	754,0	6712,87	6712,87	43720,0
2001	44175	Orrios	197,0	1718,15	1718,15	6940,0
2001	44176	Palomar de Arroyos	258,0	1617,22	1617,22	6530,0
2001	44177	Pancrudo	332,0	1968,61	1968,61	8920,0
2001	44178	Parras de Castellote (Las)	271,0	1386,33	1386,33	7010,0
2001	44179	Peñarroya de Tastavins	486,0	3738,08	3738,08	15010,0
2001	44180	Peracense	161,0	809,82	809,82	3710,0
2001	44181	Peralejos	121,0	887,06	887,06	3610,0
2001	44182	Perales del Alfambra	332,0	3550,35	3550,35	21750,0
2001	44183	Pitarque	228,0	866,91	866,91	5290,0
2001	44184	Plou	138,0	595,64	595,64	2440,0
2001	44185	Pobo (El)	180,0	1647,54	1647,54	6650,0
2001	44187	Portellada (La)	321,0	2959,09	2959,09	17840,0
2001	44189	Pozondón	204,0	1424,93	1424,93	5760,0
2001	44190	Pozuel del Campo	223,0	1134,85	1134,85	5170,0
2001	44191	Puebla de Híjar (La)	1115,0	13889,86	13889,86	72310,0
2001	44192	Puebla de Valverde (La)	519,0	5644,19	5644,19	33950,0
2001	44193	Puertomingalvo	272,0	1720,31	1720,31	6940,0
2001	44194	Ráfales	296,0	2048,52	2048,52	12380,0
2001	44195	Rillo	174,0	1096,81	1096,81	4450,0
2001	44196	Riodeva	354,0	1623,94	1623,94	13110,0
2001	44197	Ródenas	176,0	1110,85	1110,85	4500,0
2001	44198	Royuela	340,0	2818,19	2818,19	11330,0
2001	44199	Rubiales	88,0	465,79	465,79	2880,0
2001	44200	Rubielos de la Cérida	118,0	393,26	393,26	2040,0
2001	44201	Rubielos de Mora	1081,0	12676,39	12676,39	85030,0
2001	44203	Salcedillo	47,0	148,48	148,48	1060,0
2001	44204	Saldón	166,0	780,39	780,39	4770,0
2001	44205	Samper de Calanda	956,0	10893,02	10893,02	59990,0
2001	44206	San Agustín	333,0	2352,63	2352,63	11840,0
2001	44207	San Martín del Río	524,0	2984,12	2984,12	12000,0
2001	44208	Santa Cruz de Nogueras	92,0	334,39	334,39	1400,0
2001	44209	Santa Eulalia	1129,0	18600,69	18600,69	83770,0
2001	44210	Sarrión	1587,0	16445,91	16445,91	115230,0
2001	44211	Segura de los Baños	201,0	968,16	968,16	3930,0
2001	44212	Seno	116,0	866,65	866,65	3530,0
2001	44213	Singra	187,0	1175,74	1175,74	4770,0
2001	44215	Terriente	254,0	1958,27	1958,27	7880,0
2001	44216	Teruel	24876,0	734332,12	734332,12	3378000,0
2001	44217	Toril y Masegoso	86,0	421,84	421,84	1750,0
2001	44218	Tormón	94,0	520,89	520,89	3220,0
2001	44219	Tornos	440,0	2990,98	2990,98	12030,0
2001	44220	Torralba de los Sisones	261,0	2492,09	2492,09	12540,0
2001	44221	Torrecilla de Alcañiz	459,0	3807,08	3807,08	16050,0
2001	44222	Torrecilla del Rebollar	273,0	1717,24	1717,24	6930,0
2001	44223	Torre de Arcas	135,0	859,05	859,05	4370,0
2001	44224	Torre de las Arcas	124,0	536,16	536,16	2210,0
2001	44225	Torre del Compte	321,0	3238,85	3238,85	18220,0
2001	44226	Torrelacárcel	448,0	4051,75	4051,75	16270,0
2001	44227	Torre los Negros	183,0	1139,78	1139,78	4620,0
2001	44228	Torremocha de Jiloca	213,0	1581,58	1581,58	7980,0
2001	44229	Torres de Albarracín	274,0	2336,17	2336,17	9410,0
2001	44230	Torrevelilla	247,0	1879,74	1879,74	13260,0
2001	44231	Torrijas	304,0	1969,1	1969,1	15870,0
2001	44232	Torrijo del Campo	532,0	5060,95	5060,95	20310,0
2001	44234	Tramacastiel	285,0	1301,32	1301,32	6580,0
2001	44235	Tramacastilla	237,0	1674,28	1674,28	6750,0
2001	44236	Tronchón	217,0	1114,95	1114,95	5080,0
2001	44237	Urrea de Gaén	587,0	5844,99	5844,99	23440,0
2001	44238	Utrillas	2344,0	15724,96	15724,96	118050,0
2001	44239	Valacloche	77,0	493,68	493,68	2040,0
2001	44240	Valbona	368,0	2614,86	2614,86	17090,0
2001	44241	Valdealgorfa	769,0	7764,14	7764,14	46680,0
2001	44243	Valdecuenca	121,0	597,01	597,01	4900,0
2001	44244	Valdelinares	190,0	1018,59	1018,59	4130,0
2001	44245	Valdeltormo	431,0	5290,7	5290,7	26000,0
2001	44246	Valderrobres	1741,0	38326,0	30723,0	184390,0
2001	44247	Valjunquera	461,0	4870,88	4870,88	29310,0
2001	44249	Vallecillo (El)	117,0	574,25	574,25	2360,0
2001	44250	Veguillas de la Sierra	67,0	401,63	401,63	2500,0
2001	44251	Villafranca del Campo	422,0	3306,92	3306,92	14950,0
2001	44252	Villahermosa del Campo	113,0	774,7	774,7	3550,0
2001	44256	Villanueva del Rebollar de la Sierra	118,0	632,36	632,36	2910,0
2001	44257	Villar del Cobo	276,0	1710,11	1710,11	6900,0
2001	44258	Villar del Salz	156,0	919,07	919,07	3740,0
2001	44260	Villarluengo	320,0	2139,95	2139,95	8620,0
2001	44261	Villarquemado	789,0	12281,62	12281,62	73780,0
2001	44262	Villarroya de los Pinares	260,0	1851,66	1851,66	9330,0
2001	44263	Villastar	374,0	2909,67	2909,67	20470,0
2001	44264	Villel	476,0	3678,18	3678,18	22160,0
2001	44265	Vinaceite	284,0	2190,88	2190,88	13230,0
2001	44266	Visiedo	226,0	1782,0	1782,0	8980,0
2001	44267	Vivel del Río Martín	283,0	1755,64	1755,64	10630,0
2001	44268	Zoma (La)	64,0	220,58	220,58	940,0
2001	50001	Abanto	253,0	1165,61	1165,61	4660,0
2001	50002	Acered	292,0	1474,12	1474,12	10320,0
2001	50003	Agón	171,0	1855,63	1855,63	11140,0
2001	50004	Aguarón	830,0	8596,81	8596,81	65340,0
2001	50005	Aguilón	404,0	2183,29	2183,29	10920,0
2001	50006	Ainzón	950,0	10031,78	10031,78	65200,0
2001	50007	Aladrén	158,0	460,91	460,91	2760,0
2001	50008	Alagón	3362,0	119868,77	78551,72	471310,0
2001	50009	Alarba	182,0	1078,0	1078,0	4310,0
2001	50010	Alberite de San Juan	92,0	481,08	481,08	2400,0
2001	50011	Albeta	162,0	1315,35	1315,35	6570,0
2001	50012	Alborge	174,0	1669,75	1176,63	8240,0
2001	50013	Alcalá de Ebro	243,0	2510,96	2510,96	10040,0
2001	50014	Alcalá de Moncayo	256,0	1240,1	1240,1	4960,0
2001	50015	Alconchel de Ariza	376,0	2040,26	2040,26	8160,0
2001	50016	Aldehuela de Liestos	128,0	620,93	620,93	2480,0
2001	50017	Alfajarín	1352,0	59417,15	39339,03	188830,0
2001	50018	Alfamén	910,0	13126,91	13126,91	84010,0
2001	50019	Alforque	171,0	1650,59	1251,12	5010,0
2001	50020	Alhama de Aragón	1104,0	17803,73	17803,73	115730,0
2001	50021	Almochuel	94,0	395,08	395,08	1980,0
2001	50022	Almolda (La)	526,0	30862,83	30862,83	154310,0
2001	50023	Almonacid de la Cuba	329,0	1638,72	1638,72	11470,0
2001	50024	Almonacid de la Sierra	1053,0	8156,12	8156,12	45670,0
2001	50025	Almunia de Doña Godina (La)	3688,0	77277,02	77277,02	378660,0
2001	50026	Alpartir	563,0	4562,18	4562,18	22810,0
2001	50027	Ambel	445,0	2387,1	2387,1	20290,0
2001	50028	Anento	139,0	481,93	481,93	4100,0
2001	50029	Aniñón	824,0	7276,73	7276,73	29100,0
2001	50030	Añón de Moncayo	651,0	5258,55	5258,55	26290,0
2001	50031	Aranda de Moncayo	565,0	3251,48	3251,48	19510,0
2001	50032	Arándiga	606,0	4105,57	4105,57	20530,0
2001	50033	Ardisa	131,0	1698,26	1698,26	13590,0
2001	50034	Ariza	1396,0	16552,4	16552,4	84420,0
2001	50035	Artieda	117,0	707,64	707,64	4250,0
2001	50036	Asín	157,0	689,18	689,18	4830,0
2001	50037	Atea	425,0	2675,19	2675,19	10700,0
2001	50038	Ateca	1645,0	20705,12	20705,12	124230,0
2001	50039	Azuara	1085,0	8243,07	8243,07	41210,0
2001	50040	Badules	148,0	1114,06	1114,06	4460,0
2001	50041	Bagüés	44,0	237,25	237,25	1470,0
2001	50042	Balconchán	75,0	217,33	217,33	870,0
2001	50043	Bárboles	379,0	3575,63	3575,63	14660,0
2001	50044	Bardallur	326,0	2546,2	2546,2	10190,0
2001	50045	Belchite	1140,0	15830,31	15830,31	102900,0
2001	50046	Belmonte de Gracián	311,0	2263,25	2263,25	9050,0
2001	50047	Berdejo	125,0	436,38	436,38	1740,0
2001	50048	Berrueco	74,0	320,3	320,3	1790,0
2001	50050	Bijuesca	297,0	995,41	995,41	3980,0
2001	50051	Biota	906,0	10138,03	10138,03	64890,0
2001	50052	Bisimbre	108,0	3124,79	3124,79	18750,0
2001	50053	Boquiñeni	690,0	11173,78	11173,78	48270,0
2001	50054	Bordalba	220,0	867,22	867,22	3470,0
2001	50055	Borja	3759,0	45811,95	45811,95	365120,0
2001	50056	Botorrita	391,0	5582,09	5582,09	33490,0
2001	50057	Brea de Aragón	1470,0	19807,67	19807,67	99040,0
2001	50058	Bubierca	243,0	941,9	941,9	3770,0
2001	50059	Bujaraloz	695,0	20566,1	20566,1	82270,0
2001	50060	Bulbuente	338,0	2262,22	2262,22	19230,0
2001	50061	Bureta	267,0	2343,27	2343,27	11720,0
2001	50062	Burgo de Ebro (El)	1291,0	32769,56	32769,56	131080,0
2001	50063	Buste (El)	185,0	1246,47	1246,47	4990,0
2001	50064	Cabañas de Ebro	445,0	6494,33	6494,33	42210,0
2001	50065	Cabolafuente	239,0	1246,59	1246,59	4990,0
2001	50066	Cadrete	2013,0	52040,47	52040,47	228980,0
2001	50067	Calatayud	13928,0	329565,58	329565,58	1647830,0
2001	50068	Calatorao	1796,0	32138,47	32138,47	136590,0
2001	50069	Calcena	132,0	394,47	394,47	2370,0
2001	50070	Calmarza	200,0	1271,63	1271,63	8900,0
2001	50071	Campillo de Aragón	275,0	1904,28	1904,28	11420,0
2001	50072	Carenas	545,0	7919,54	7919,54	31680,0
2001	50073	Cariñena	1965,0	35164,93	35164,93	179340,0
2001	50074	Caspe	6520,0	133010,35	133010,35	658400,0
2001	50075	Castejón de Alarba	171,0	780,75	780,75	3130,0
2001	50076	Castejón de las Armas	194,0	849,19	849,19	3400,0
2001	50077	Castejón de Valdejasa	404,0	2037,33	2037,33	12220,0
2001	50078	Castiliscar	395,0	3561,27	3561,27	26710,0
2001	50079	Cervera de la Cañada	398,0	2757,08	2757,08	11030,0
2001	50080	Cerveruela	114,0	223,92	223,92	900,0
2001	50081	Cetina	868,0	10389,62	10389,62	41560,0
2001	50082	Cimballa	280,0	1504,12	1504,12	9030,0
2001	50083	Cinco Olivas	192,0	2046,03	1527,07	6110,0
2001	50084	Clarés de Ribota	229,0	710,57	710,57	2840,0
2001	50085	Codo	354,0	2610,82	2610,82	10440,0
2001	50086	Codos	490,0	2570,98	2570,98	10280,0
2001	50087	Contamina	103,0	389,93	389,93	2730,0
2001	50088	Cosuenda	575,0	4470,3	4470,3	32630,0
2001	50089	Cuarte de Huerva	2325,0	109450,34	109450,34	656700,0
2001	50090	Cubel	318,0	2236,42	2236,42	8950,0
2001	50091	Cuerlas (Las)	194,0	945,19	945,19	5290,0
2001	50092	Chiprana	584,0	7994,44	7994,44	31980,0
2001	50093	Chodes	191,0	1432,93	1432,93	5730,0
2001	50094	Daroca	2211,0	46285,44	46285,44	208290,0
2001	50095	Ejea de los Caballeros	10755,0	229833,37	229833,37	1379000,0
2001	50096	Embid de Ariza	201,0	788,51	788,51	3160,0
2001	50098	Encinacorba	383,0	2521,55	2521,55	17650,0
2001	50099	Épila	2999,0	56393,28	56393,28	366560,0
2001	50100	Erla	426,0	4743,08	4743,08	26560,0
2001	50101	Escatrón	1428,0	31150,53	26538,88	148620,0
2001	50102	Fabara	1055,0	15610,26	15610,26	107710,0
2001	50104	Farlete	352,0	4332,69	4332,69	17330,0
2001	50105	Fayón	304,0	7274,39	7274,39	61830,0
2001	50106	Fayos (Los)	189,0	1300,06	1300,06	6500,0
2001	50107	Figueruelas	759,0	107055,75	107055,75	535280,0
2001	50108	Fombuena	74,0	193,28	193,28	780,0
2001	50109	Frago (El)	183,0	729,26	729,26	4380,0
2001	50110	Frasno (El)	833,0	6873,37	6873,37	34370,0
2001	50111	Fréscano	213,0	1752,4	1752,4	10950,0
2001	50113	Fuendejalón	757,0	7661,5	7661,5	30640,0
2001	50114	Fuendetodos	223,0	1973,68	1973,68	7900,0
2001	50115	Fuentes de Ebro	2359,0	39191,02	39191,02	235140,0
2001	50116	Fuentes de Jiloca	416,0	2919,31	2919,31	17520,0
2001	50117	Gallocanta	258,0	1861,95	1861,95	10610,0
2001	50118	Gallur	2040,0	41767,83	41767,83	334140,0
2001	50119	Gelsa	870,0	13401,92	13401,92	64330,0
2001	50120	Godojos	176,0	1065,06	1065,06	4260,0
2001	50121	Gotor	327,0	2046,02	2046,02	10230,0
2001	50122	Grisel	146,0	846,15	846,15	3380,0
2001	50123	Grisén	434,0	6425,61	6425,61	32130,0
2001	50124	Herrera de los Navarros	947,0	6455,38	6455,38	25820,0
2001	50125	Ibdes	767,0	6699,93	6699,93	40200,0
2001	50126	Illueca	2680,0	31314,95	31314,95	156570,0
2001	50128	Isuerre	90,0	570,59	570,59	4570,0
2001	50129	Jaraba	435,0	4954,44	4954,44	34680,0
2001	50130	Jarque	917,0	5857,13	5857,13	29280,0
2001	50131	Jaulín	307,0	2741,02	2741,02	12330,0
2001	50132	Joyosa (La)	281,0	11917,19	11917,19	49340,0
2001	50133	Lagata	207,0	1076,21	1076,21	4300,0
2001	50134	Langa del Castillo	339,0	2001,98	2001,98	8010,0
2001	50135	Layana	145,0	1294,63	1294,63	7770,0
2001	50136	Lécera	862,0	8180,33	8180,33	40900,0
2001	50137	Leciñena	831,0	24030,87	16114,01	64450,0
2001	50138	Lechón	60,0	427,4	427,4	1710,0
2001	50139	Letux	491,0	3808,91	3808,91	15230,0
2001	50140	Litago	325,0	1401,15	1401,15	8410,0
2001	50141	Lituénigo	286,0	1024,93	1024,93	5130,0
2001	50142	Lobera de Onsella	166,0	708,41	708,41	4390,0
2001	50143	Longares	722,0	7969,4	7969,4	44630,0
2001	50144	Longás	86,0	340,52	340,52	2110,0
2001	50146	Lucena de Jalón	289,0	3156,83	3156,83	18940,0
2001	50147	Luceni	815,0	15447,62	15447,62	72600,0
2001	50148	Luesia	458,0	2961,2	2961,2	16580,0
2001	50149	Luesma	105,0	451,26	451,26	1800,0
2001	50150	Lumpiaque	833,0	9674,92	9674,92	48380,0
2001	50151	Luna	930,0	10424,52	10424,52	52120,0
2001	50152	Maella	1450,0	23735,45	23735,45	109180,0
2001	50153	Magallón	903,0	16072,67	16072,67	64290,0
2001	50154	Mainar	180,0	1322,54	1322,54	5290,0
2001	50155	Malanquilla	265,0	1005,09	1005,09	4020,0
2001	50156	Maleján	261,0	1864,88	1864,88	15850,0
2001	50157	Malón	411,0	4379,47	4379,47	26270,0
2001	50159	Maluenda	716,0	8868,55	8868,55	44340,0
2001	50160	Mallén	1764,0	44601,61	44601,61	200710,0
2001	50161	Manchones	228,0	1171,38	1171,38	7030,0
2001	50162	Mara	305,0	2591,14	2591,14	10370,0
2001	50163	María de Huerva	1104,0	33786,84	33786,84	168940,0
2001	50164	Mediana de Aragón	315,0	2239,73	2239,73	8960,0
2001	50165	Mequinenza	1614,0	37589,81	37589,81	187950,0
2001	50166	Mesones de Isuela	447,0	2984,16	2984,16	11940,0
2001	50167	Mezalocha	244,0	1300,43	1300,43	7800,0
2001	50168	Mianos	49,0	353,52	353,52	2120,0
2001	50169	Miedes de Aragón	484,0	3585,79	3585,79	14340,0
2001	50170	Monegrillo	354,0	4401,62	4401,62	24210,0
2001	50171	Moneva	249,0	1160,11	1160,11	5750,0
2001	50172	Monreal de Ariza	348,0	2304,6	2304,6	11520,0
2001	50173	Monterde	434,0	2387,53	2387,53	17910,0
2001	50174	Montón	189,0	898,82	898,82	3590,0
2001	50175	Morata de Jalón	1449,0	19291,86	19291,86	77170,0
2001	50176	Morata de Jiloca	464,0	3285,74	3285,74	23000,0
2001	50177	Morés	697,0	6153,41	6153,41	30770,0
2001	50178	Moros	608,0	2323,23	2323,23	13940,0
2001	50179	Moyuela	512,0	3906,79	3906,79	15630,0
2001	50180	Mozota	182,0	1264,53	1264,53	7590,0
2001	50181	Muel	1202,0	25245,29	25245,29	146420,0
2001	50182	Muela (La)	1552,0	31632,63	31632,63	158160,0
2001	50183	Munébrega	461,0	2941,24	2941,24	16470,0
2001	50184	Murero	217,0	1058,1	1058,1	6350,0
2001	50185	Murillo de Gállego	361,0	2615,48	2615,48	11770,0
2001	50186	Navardún	142,0	797,82	797,82	4950,0
2001	50187	Nigüella	173,0	851,08	851,08	3400,0
2001	50188	Nombrevilla	89,0	328,4	328,4	1320,0
2001	50189	Nonaspe	1119,0	12006,63	12006,63	66030,0
2001	50190	Novallas	636,0	6207,9	6207,9	52760,0
