Año	Municipio código	Municipio nombre	Urbana   Número de recibos	Urbana   Base imponible (miles de euros)	Urbana   Base liquidable (miles de euros)	Cuota (euros)
2001	50191	Novillas	455,0	8263,7	5743,24	34460,0
2001	50192	Nuévalos	609,0	7861,46	7861,46	47170,0
2001	50193	Nuez de Ebro	606,0	13951,06	13951,06	97660,0
2001	50194	Olvés	224,0	817,07	817,07	6950,0
2001	50195	Orcajo	153,0	624,64	624,64	2500,0
2001	50196	Orera	159,0	1627,12	1627,12	6510,0
2001	50197	Orés	238,0	932,62	932,62	6150,0
2001	50198	Oseja	85,0	200,72	200,72	810,0
2001	50199	Osera de Ebro	434,0	7850,49	7850,49	54950,0
2001	50200	Paniza	633,0	6082,41	6082,41	40750,0
2001	50201	Paracuellos de Jiloca	435,0	4863,74	4863,74	29180,0
2001	50202	Paracuellos de la Ribera	324,0	1349,87	1349,87	8770,0
2001	50203	Pastriz	872,0	22237,05	15760,85	94570,0
2001	50204	Pedrola	1785,0	50163,91	50163,91	275900,0
2001	50205	Pedrosas (Las)	130,0	879,16	879,16	5720,0
2001	50206	Perdiguera	409,0	5394,47	5394,47	32370,0
2001	50207	Piedratajada	149,0	1259,95	1259,95	6300,0
2001	50208	Pina de Ebro	1349,0	50772,67	50772,67	253860,0
2001	50209	Pinseque	1347,0	27549,63	27549,63	151520,0
2001	50210	Pintanos (Los)	147,0	571,56	571,56	3430,0
2001	50211	Plasencia de Jalón	362,0	3684,31	3684,31	14740,0
2001	50212	Pleitas	61,0	348,97	348,97	1570,0
2001	50213	Plenas	361,0	1761,84	1761,84	7050,0
2001	50214	Pomer	172,0	411,31	411,31	1650,0
2001	50215	Pozuel de Ariza	193,0	818,58	818,58	3280,0
2001	50216	Pozuelo de Aragón	357,0	3135,63	3135,63	14110,0
2001	50217	Pradilla de Ebro	529,0	8679,62	5903,19	45990,0
2001	50218	Puebla de Albortón	175,0	1132,74	1132,74	4530,0
2001	50219	Puebla de Alfindén (La)	2174,0	135113,62	75281,46	331240,0
2001	50220	Puendeluna	112,0	650,69	650,69	5200,0
2001	50221	Purujosa	55,0	128,52	128,52	520,0
2001	50222	Quinto	1429,0	20958,28	20958,28	100600,0
2001	50223	Remolinos	756,0	8333,97	8333,97	50010,0
2001	50224	Retascón	115,0	666,54	666,54	2670,0
2001	50225	Ricla	1462,0	18485,27	18485,27	110910,0
2001	50227	Romanos	152,0	1357,52	1357,52	5430,0
2001	50228	Rueda de Jalón	306,0	3019,19	3019,19	19630,0
2001	50229	Ruesca	81,0	519,49	519,49	2080,0
2001	50230	Sádaba	1363,0	21268,69	21268,69	110590,0
2001	50231	Salillas de Jalón	400,0	3506,36	3506,36	21040,0
2001	50232	Salvatierra de Esca	344,0	2180,47	2180,47	13080,0
2001	50233	Samper del Salz	145,0	661,51	661,51	2640,0
2001	50234	San Martín de la Virgen de Moncayo	614,0	4827,0	4827,0	31380,0
2001	50235	San Mateo de Gállego	1958,0	38849,53	38849,53	256410,0
2001	50236	Santa Cruz de Grío	361,0	1921,21	1921,21	12490,0
2001	50237	Santa Cruz de Moncayo	155,0	642,93	642,93	2890,0
2001	50238	Santa Eulalia de Gállego	226,0	1403,73	1403,73	6320,0
2001	50239	Santed	122,0	562,27	562,27	3150,0
2001	50240	Sástago	1107,0	23543,8	19661,69	82580,0
2001	50241	Saviñán	627,0	7598,15	7598,15	64590,0
2001	50242	Sediles	141,0	665,34	665,34	4660,0
2001	50243	Sestrica	626,0	4031,28	4031,28	20160,0
2001	50244	Sierra de Luna	353,0	4317,07	2388,79	19110,0
2001	50245	Sigüés	238,0	1814,11	1814,11	10880,0
2001	50246	Sisamón	268,0	1454,19	1454,19	5820,0
2001	50247	Sobradiel	344,0	10228,07	10228,07	40910,0
2001	50248	Sos del Rey Católico	749,0	7363,59	7363,59	45660,0
2001	50249	Tabuenca	682,0	3750,7	3750,7	18760,0
2001	50250	Talamantes	174,0	798,08	798,08	3190,0
2001	50251	Tarazona	8852,0	117770,94	117770,94	810260,0
2001	50252	Tauste	4742,0	84954,25	84954,25	594680,0
2001	50253	Terrer	629,0	7975,19	7975,19	55820,0
2001	50254	Tierga	344,0	1983,68	1983,68	7930,0
2001	50255	Tobed	412,0	2681,79	2681,79	17430,0
2001	50256	Torralba de los Frailes	301,0	1691,45	1691,45	6770,0
2001	50257	Torralba de Ribota	300,0	1688,73	1688,73	6750,0
2001	50258	Torralbilla	184,0	950,13	950,13	3800,0
2001	50259	Torrehermosa	189,0	1365,03	1365,03	5460,0
2001	50260	Torrelapaja	115,0	624,56	624,56	2500,0
2001	50261	Torrellas	419,0	3011,92	3011,92	18070,0
2001	50262	Torres de Berrellén	878,0	14445,85	14445,85	57780,0
2001	50263	Torrijo de la Cañada	575,0	2432,27	2432,27	14590,0
2001	50264	Tosos	349,0	1895,83	1895,83	10810,0
2001	50265	Trasmoz	165,0	926,8	926,8	3710,0
2001	50266	Trasobares	462,0	1616,09	1616,09	6470,0
2001	50267	Uncastillo	885,0	6940,46	6940,46	52060,0
2001	50268	Undués de Lerda	129,0	586,3	586,3	3640,0
2001	50269	Urrea de Jalón	379,0	3763,76	3763,76	24470,0
2001	50270	Urriés	125,0	596,3	596,3	2390,0
2001	50271	Used	553,0	5050,4	5050,4	20200,0
2001	50272	Utebo	7426,0	381929,79	182942,55	1152540,0
2001	50273	Valdehorna	94,0	412,13	412,13	1650,0
2001	50274	Val de San Martín	120,0	381,88	381,88	1530,0
2001	50275	Valmadrid	90,0	758,03	758,03	3030,0
2001	50276	Valpalmas	199,0	1436,46	1436,46	11490,0
2001	50277	Valtorres	208,0	1601,88	1601,88	6410,0
2001	50278	Velilla de Ebro	328,0	2322,08	2322,08	16260,0
2001	50279	Velilla de Jiloca	225,0	1366,14	1366,14	8200,0
2001	50280	Vera de Moncayo	524,0	3503,23	3503,23	19620,0
2001	50281	Vierlas	112,0	989,7	989,7	5940,0
2001	50282	Vilueña (La)	170,0	1348,73	1348,73	6070,0
2001	50283	Villadoz	149,0	875,25	875,25	3500,0
2001	50284	Villafeliche	368,0	2639,5	2639,5	13200,0
2001	50285	Villafranca de Ebro	489,0	20750,34	20750,34	139030,0
2001	50286	Villalba de Perejil	84,0	483,13	483,13	1940,0
2001	50287	Villalengua	469,0	2236,38	2236,38	13420,0
2001	50288	Villanueva de Gállego	2089,0	138838,64	72229,57	361150,0
2001	50289	Villanueva de Jiloca	196,0	940,87	940,87	3760,0
2001	50290	Villanueva de Huerva	562,0	5241,04	5241,04	31450,0
2001	50291	Villar de los Navarros	375,0	1904,46	1904,46	11420,0
2001	50292	Villarreal de Huerva	226,0	3337,4	3337,4	13350,0
2001	50293	Villarroya de la Sierra	816,0	4078,52	4078,52	24470,0
2001	50294	Villarroya del Campo	132,0	913,04	913,04	3650,0
2001	50295	Vistabella	208,0	893,45	893,45	5810,0
2001	50296	Zaida (La)	479,0	15507,48	10961,56	43850,0
2001	50297	Zaragoza	401501,0	15193057,0	15193057,0	60772228,0
2001	50298	Zuera	3825,0	94279,06	94279,06	565670,0
2001	50901	Biel	468,0	2976,09	2976,09	16370,0
2001	50902	Marracos	103,0	1166,14	1166,14	7580,0
2002	22001	Abiego	352,0	2816,0	2816,0	16895,0
2002	22002	Abizanda	89,0	10903,0	10903,0	92672,0
2002	22003	Adahuesca	156,0	1603,0	1603,0	9619,0
2002	22004	Agüero	334,0	1642,0	1642,0	12313,0
2002	22006	Aísa	2834,0	50601,0	50601,0	430109,0
2002	22007	Albalate de Cinca	711,0	10102,0	10102,0	50508,0
2002	22008	Albalatillo	255,0	2598,0	2598,0	10391,0
2002	22009	Albelda	743,0	7419,0	7419,0	37095,0
2002	22011	Albero Alto	78,0	824,0	824,0	3297,0
2002	22012	Albero Bajo	100,0	1072,0	1072,0	9109,0
2002	22013	Alberuela de Tubo	170,0	2091,0	2091,0	10455,0
2002	22014	Alcalá de Gurrea	319,0	28306,0	28306,0	240604,0
2002	22015	Alcalá del Obispo	382,0	3958,0	3958,0	15833,0
2002	22016	Alcampell	873,0	9093,0	9093,0	54557,0
2002	22017	Alcolea de Cinca	1045,0	16236,0	15201,0	79053,0
2002	22018	Alcubierre	394,0	3498,0	3498,0	19940,0
2002	22019	Alerre	165,0	3366,0	3366,0	16831,0
2002	22020	Alfántega	121,0	853,0	853,0	5548,0
2002	22021	Almudévar	1781,0	22219,0	22219,0	146423,0
2002	22022	Almunia de San Juan	585,0	6366,0	6366,0	33101,0
2002	22023	Almuniente	328,0	3361,0	3361,0	23190,0
2002	22024	Alquézar	327,0	3042,0	3042,0	19775,0
2002	22025	Altorricón	949,0	14884,0	14884,0	86326,0
2002	22027	Angüés	479,0	4466,0	4466,0	17862,0
2002	22028	Ansó	619,0	5353,0	5353,0	32116,0
2002	22029	Antillón	105,0	667,0	667,0	4338,0
2002	22032	Aragüés del Puerto	191,0	2044,0	2044,0	12262,0
2002	22035	Arén	465,0	3941,0	3941,0	19703,0
2002	22036	Argavieso	113,0	805,0	805,0	3220,0
2002	22037	Arguis	254,0	3498,0	3498,0	17488,0
2002	22039	Ayerbe	1113,0	11846,0	11846,0	82924,0
2002	22040	Azanuy-Alins	364,0	2129,0	2129,0	17035,0
2002	22041	Azara	145,0	1321,0	1321,0	6607,0
2002	22042	Azlor	161,0	1225,0	1225,0	8577,0
2002	22043	Baells	183,0	1396,0	1396,0	4189,0
2002	22044	Bailo	336,0	2259,0	2259,0	14681,0
2002	22045	Baldellou	219,0	3598,0	3598,0	14391,0
2002	22046	Ballobar	872,0	13411,0	9402,0	58317,0
2002	22047	Banastás	141,0	3229,0	3229,0	12917,0
2002	22048	Barbastro	11338,0	334959,0	232395,0	1501935,0
2002	22049	Barbués	76,0	782,0	782,0	3128,0
2002	22050	Barbuñales	118,0	1089,0	1089,0	6534,0
2002	22051	Bárcabo	184,0	1366,0	1366,0	5465,0
2002	22052	Belver de Cinca	836,0	10235,0	10235,0	35821,0
2002	22053	Benabarre	1166,0	11877,0	11877,0	89079,0
2002	22054	Benasque	3614,0	85362,0	85362,0	478025,0
2002	22055	Berbegal	308,0	2552,0	2552,0	11485,0
2002	22057	Bielsa	594,0	13240,0	13240,0	79439,0
2002	22058	Bierge	319,0	2533,0	2533,0	15201,0
2002	22059	Biescas	3804,0	54748,0	54748,0	465357,0
2002	22060	Binaced	1058,0	15331,0	15331,0	67455,0
2002	22061	Binéfar	5395,0	144448,0	115440,0	861397,0
2002	22062	Bisaurri	178,0	1308,0	1308,0	5884,0
2002	22063	Biscarrués	272,0	2391,0	2391,0	20320,0
2002	22064	Blecua y Torres	191,0	1575,0	1575,0	7088,0
2002	22066	Boltaña	951,0	15026,0	15026,0	112694,0
2002	22067	Bonansa	76,0	1936,0	1936,0	15485,0
2002	22068	Borau	89,0	925,0	925,0	5547,0
2002	22069	Broto	750,0	9823,0	9823,0	49113,0
2002	22072	Caldearenas	306,0	4010,0	4010,0	26063,0
2002	22074	Campo	460,0	7824,0	7824,0	46945,0
2002	22075	Camporrells	283,0	1857,0	1857,0	10216,0
2002	22076	Canal de Berdún	556,0	4434,0	4434,0	26606,0
2002	22077	Candasnos	358,0	24197,0	24197,0	108884,0
2002	22078	Canfranc	1615,0	26013,0	26013,0	169087,0
2002	22079	Capdesaso	162,0	1625,0	1625,0	6502,0
2002	22080	Capella	363,0	2788,0	2788,0	11151,0
2002	22081	Casbas de Huesca	452,0	3179,0	3179,0	15895,0
2002	22082	Castejón del Puente	342,0	4322,0	4322,0	21611,0
2002	22083	Castejón de Monegros	539,0	6505,0	6505,0	29271,0
2002	22084	Castejón de Sos	647,0	10102,0	10102,0	70711,0
2002	22085	Castelflorite	103,0	1280,0	1280,0	5758,0
2002	22086	Castiello de Jaca	677,0	12482,0	12482,0	68649,0
2002	22087	Castigaleu	50,0	296,0	296,0	1183,0
2002	22088	Castillazuelo	212,0	1339,0	1339,0	8703,0
2002	22089	Castillonroy	386,0	4987,0	4987,0	24933,0
2002	22090	Colungo	146,0	797,0	797,0	3189,0
2002	22094	Chalamera	123,0	914,0	914,0	4294,0
2002	22095	Chía	100,0	1271,0	1271,0	5085,0
2002	22096	Chimillas	132,0	2988,0	2988,0	11954,0
2002	22099	Esplús	616,0	5485,0	5485,0	27423,0
2002	22102	Estada	174,0	3419,0	3419,0	13676,0
2002	22103	Estadilla	779,0	13651,0	13651,0	54603,0
2002	22105	Estopiñán del Castillo	226,0	5933,0	5933,0	47466,0
2002	22106	Fago	109,0	487,0	487,0	2436,0
2002	22107	Fanlo	129,0	578,0	578,0	4912,0
2002	22109	Fiscal	418,0	5362,0	5362,0	37531,0
2002	22110	Fonz	933,0	8293,0	8293,0	51087,0
2002	22111	Foradada del Toscar	178,0	1713,0	1713,0	6852,0
2002	22112	Fraga	8124,0	207996,0	182589,0	1479174,0
2002	22113	Fueva (La)	461,0	21694,0	21694,0	141012,0
2002	22114	Gistaín	113,0	752,0	752,0	3758,0
2002	22115	Grado (El)	770,0	19599,0	19599,0	109752,0
2002	22116	Grañén	1306,0	18228,0	18228,0	120303,0
2002	22117	Graus	3172,0	48155,0	48155,0	346717,0
2002	22119	Gurrea de Gállego	1183,0	14234,0	14234,0	92522,0
2002	22122	Hoz de Jaca	181,0	4394,0	4394,0	17575,0
2002	22124	Huerto	269,0	3040,0	3040,0	12162,0
2002	22125	Huesca	40382,0	1273376,0	791383,0	6889222,0
2002	22126	Ibieca	129,0	853,0	853,0	4264,0
2002	22127	Igriés	214,0	3769,0	3769,0	22614,0
2002	22128	Ilche	237,0	1602,0	1602,0	6407,0
2002	22129	Isábena	291,0	3642,0	3642,0	14570,0
2002	22130	Jaca	22379,0	489472,0	489472,0	3426305,0
2002	22131	Jasa	175,0	1244,0	1244,0	7461,0
2002	22133	Labuerda	192,0	2845,0	2845,0	14226,0
2002	22135	Laluenga	232,0	2464,0	2464,0	12319,0
2002	22136	Lalueza	729,0	9383,0	9383,0	77877,0
2002	22137	Lanaja	1149,0	12405,0	12405,0	85591,0
2002	22139	Laperdiguera	101,0	610,0	610,0	2440,0
2002	22141	Lascellas-Ponzano	235,0	1755,0	1755,0	10531,0
2002	22142	Lascuarre	163,0	1168,0	1168,0	9345,0
2002	22143	Laspaúles	288,0	2322,0	2322,0	11608,0
2002	22144	Laspuña	169,0	2019,0	2019,0	12111,0
2002	22149	Loarre	522,0	4024,0	4024,0	16094,0
2002	22150	Loporzano	671,0	6545,0	6545,0	39272,0
2002	22151	Loscorrales	158,0	971,0	971,0	3883,0
2002	22155	Monesma y Cajigar	51,0	289,0	289,0	2023,0
2002	22156	Monflorite-Lascasas	259,0	2983,0	2983,0	14913,0
2002	22157	Montanuy	311,0	65007,0	65007,0	552560,0
2002	22158	Monzón	10816,0	206338,0	186240,0	1694966,0
2002	22160	Naval	233,0	8886,0	8886,0	75528,0
2002	22162	Novales	129,0	1362,0	1362,0	5448,0
2002	22163	Nueno	511,0	9390,0	9390,0	61034,0
2002	22164	Olvena	76,0	443,0	443,0	1772,0
2002	22165	Ontiñena	532,0	4581,0	4581,0	16032,0
2002	22167	Osso de Cinca	398,0	4771,0	4771,0	23854,0
2002	22168	Palo	46,0	969,0	969,0	5814,0
2002	22170	Panticosa	2116,0	41358,0	41358,0	175774,0
2002	22172	Peñalba	450,0	19780,0	19780,0	89008,0
2002	22173	Peñas de Riglos (Las)	687,0	5736,0	5736,0	37281,0
2002	22174	Peralta de Alcofea	652,0	5690,0	5690,0	42675,0
2002	22175	Peralta de Calasanz	524,0	3963,0	3963,0	15851,0
2002	22176	Peraltilla	145,0	1268,0	1268,0	6972,0
2002	22177	Perarrúa	182,0	1754,0	1754,0	7018,0
2002	22178	Pertusa	180,0	1708,0	1708,0	13324,0
2002	22181	Piracés	74,0	481,0	481,0	2646,0
2002	22182	Plan	327,0	4850,0	4850,0	29103,0
2002	22184	Poleñino	188,0	2191,0	2191,0	15773,0
2002	22186	Pozán de Vero	200,0	1275,0	1275,0	8927,0
2002	22187	Puebla de Castro (La)	688,0	11641,0	11641,0	48893,0
2002	22188	Puente de Montañana	219,0	1271,0	1271,0	7119,0
2002	22189	Puértolas	175,0	1538,0	1538,0	6152,0
2002	22190	Pueyo de Araguás (El)	95,0	767,0	767,0	3837,0
2002	22193	Pueyo de Santa Cruz	227,0	2288,0	2288,0	17161,0
2002	22195	Quicena	132,0	1708,0	1708,0	6832,0
2002	22197	Robres	461,0	7329,0	7329,0	43976,0
2002	22199	Sabiñánigo	7690,0	142179,0	121178,0	1115028,0
2002	22200	Sahún	704,0	15421,0	15421,0	92525,0
2002	22201	Salas Altas	278,0	2132,0	2132,0	12793,0
2002	22202	Salas Bajas	144,0	1332,0	1332,0	3997,0
2002	22203	Salillas	127,0	971,0	971,0	3882,0
2002	22204	Sallent de Gállego	3604,0	75559,0	75559,0	340017,0
2002	22205	San Esteban de Litera	749,0	10518,0	6251,0	43788,0
2002	22206	Sangarrén	204,0	2566,0	2566,0	21815,0
2002	22207	San Juan de Plan	104,0	866,0	866,0	4332,0
2002	22208	Santa Cilia	191,0	1485,0	1485,0	8911,0
2002	22209	Santa Cruz de la Serós	175,0	1845,0	1845,0	9224,0
2002	22212	Santaliestra y San Quílez	99,0	810,0	810,0	4535,0
2002	22213	Sariñena	3049,0	51676,0	51676,0	263545,0
2002	22214	Secastilla	206,0	17606,0	17606,0	105635,0
2002	22215	Seira	195,0	3803,0	3803,0	24717,0
2002	22217	Sena	599,0	8321,0	5192,0	31170,0
2002	22218	Senés de Alcubierre	78,0	750,0	750,0	4351,0
2002	22220	Sesa	222,0	2408,0	2408,0	9632,0
2002	22221	Sesué	173,0	2304,0	2304,0	13822,0
2002	22222	Siétamo	523,0	6391,0	6391,0	31954,0
2002	22223	Sopeira	186,0	8420,0	8420,0	71572,0
2002	22225	Tamarite de Litera	2744,0	41082,0	41082,0	295789,0
2002	22226	Tardienta	894,0	10286,0	10286,0	74063,0
2002	22227	Tella-Sin	253,0	3037,0	3037,0	18220,0
2002	22228	Tierz	126,0	1379,0	1379,0	4137,0
2002	22229	Tolva	221,0	1390,0	1390,0	8341,0
2002	22230	Torla-Ordesa	461,0	8399,0	8399,0	33595,0
2002	22232	Torralba de Aragón	128,0	1268,0	1268,0	7606,0
2002	22233	Torre la Ribera	87,0	842,0	842,0	3368,0
2002	22234	Torrente de Cinca	663,0	22175,0	22175,0	99786,0
2002	22235	Torres de Alcanadre	129,0	1048,0	1048,0	5766,0
2002	22236	Torres de Barbués	170,0	2343,0	2343,0	13123,0
2002	22239	Tramaced	89,0	1151,0	1151,0	4603,0
2002	22242	Valfarta	97,0	803,0	803,0	3452,0
2002	22243	Valle de Bardají	33,0	280,0	280,0	1683,0
2002	22244	Valle de Lierp	48,0	426,0	426,0	2557,0
2002	22245	Velilla de Cinca	418,0	5674,0	3614,0	18080,0
2002	22246	Beranuy	132,0	972,0	972,0	3890,0
2002	22247	Viacamp y Litera	39,0	19029,0	19029,0	161748,0
2002	22248	Vicién	130,0	1137,0	1137,0	5686,0
2002	22249	Villanova	207,0	3650,0	3650,0	14601,0
2002	22250	Villanúa	1599,0	39201,0	39201,0	176404,0
2002	22251	Villanueva de Sigena	402,0	6030,0	3948,0	25674,0
2002	22252	Yebra de Basa	144,0	1057,0	1057,0	5285,0
2002	22253	Yésero	139,0	938,0	938,0	938,0
2002	22254	Zaidín	1229,0	14085,0	14085,0	56340,0
2002	22901	Valle de Hecho	1089,0	11637,0	11637,0	34910,0
2002	22902	Puente la Reina de Jaca	350,0	3767,0	3767,0	19212,0
2002	22903	San Miguel del Cinca	612,0	6274,0	6274,0	30116,0
2002	22904	Sotonera (La)	1288,0	12014,0	12014,0	52863,0
2002	22905	Lupiñén-Ortilla	438,0	8964,0	8964,0	45714,0
2002	22906	Santa María de Dulcis	149,0	1202,0	1202,0	9616,0
2002	22907	Aínsa-Sobrarbe	1557,0	47885,0	47885,0	287310,0
2002	22908	Hoz y Costeán	255,0	1415,0	1415,0	4246,0
2002	22909	Vencillón	180,0	2831,0	2831,0	14156,0
2002	44001	Ababuj	137,0	935,0	935,0	3740,0
2002	44002	Abejuela	231,0	921,0	921,0	7829,0
2002	44003	Aguatón	48,0	230,0	230,0	1150,0
2002	44004	Aguaviva	819,0	8673,0	8673,0	43365,0
2002	44005	Aguilar del Alfambra	142,0	996,0	996,0	4482,0
2002	44006	Alacón	526,0	4592,0	4592,0	18368,0
2002	44007	Alba	328,0	2728,0	2728,0	16368,0
2002	44008	Albalate del Arzobispo	2406,0	28328,0	21631,0	123297,0
2002	44009	Albarracín	1113,0	22020,0	13905,0	76478,0
2002	44010	Albentosa	509,0	5952,0	5952,0	32736,0
2002	44011	Alcaine	249,0	910,0	910,0	3640,0
2002	44012	Alcalá de la Selva	1759,0	28213,0	28213,0	112852,0
2002	44013	Alcañiz	10490,0	182048,0	182048,0	1092288,0
2002	44014	Alcorisa	3012,0	43851,0	40403,0	282821,0
2002	44016	Alfambra	590,0	6879,0	6879,0	31643,0
2002	44017	Aliaga	716,0	6365,0	6365,0	31825,0
2002	44018	Almohaja	70,0	368,0	368,0	1472,0
2002	44019	Alobras	155,0	1110,0	1110,0	6660,0
2002	44020	Alpeñés	61,0	368,0	368,0	1656,0
2002	44021	Allepuz	232,0	1354,0	1354,0	6770,0
2002	44022	Alloza	1005,0	8835,0	8835,0	36224,0
2002	44023	Allueva	56,0	218,0	218,0	1417,0
2002	44024	Anadón	84,0	497,0	497,0	4225,0
2002	44025	Andorra	5265,0	134887,0	134887,0	809322,0
2002	44026	Arcos de las Salinas	405,0	3599,0	3599,0	28792,0
2002	44027	Arens de Lledó	234,0	2079,0	2079,0	12474,0
2002	44028	Argente	278,0	2068,0	2068,0	10340,0
2002	44029	Ariño	894,0	8771,0	8771,0	61397,0
2002	44031	Azaila	273,0	1823,0	1823,0	11850,0
2002	44032	Bádenas	66,0	306,0	306,0	1224,0
2002	44033	Báguena	689,0	5153,0	5153,0	25765,0
2002	44034	Bañón	231,0	1516,0	1516,0	6064,0
2002	44035	Barrachina	245,0	1637,0	1637,0	8185,0
2002	44036	Bea	58,0	319,0	319,0	1595,0
2002	44037	Beceite	672,0	6574,0	6574,0	26296,0
2002	44038	Belmonte de San José	253,0	2226,0	2226,0	12243,0
2002	44039	Bello	543,0	4119,0	4119,0	16476,0
2002	44040	Berge	269,0	1751,0	1751,0	7004,0
2002	44041	Bezas	134,0	901,0	901,0	3604,0
2002	44042	Blancas	309,0	2108,0	2108,0	8432,0
2002	44043	Blesa	330,0	1924,0	1924,0	7696,0
2002	44044	Bordón	189,0	1411,0	1411,0	10583,0
2002	44045	Bronchales	988,0	18867,0	11833,0	59165,0
2002	44046	Bueña	142,0	591,0	591,0	4137,0
2002	44047	Burbáguena	436,0	4537,0	4537,0	18148,0
2002	44048	Cabra de Mora	163,0	1359,0	1359,0	6795,0
2002	44049	Calaceite	1085,0	11963,0	11963,0	81348,0
2002	44050	Calamocha	4545,0	83762,0	83762,0	435562,0
2002	44051	Calanda	2793,0	40498,0	40498,0	255137,0
2002	44052	Calomarde	164,0	1286,0	1286,0	5144,0
2002	44053	Camañas	170,0	1028,0	1028,0	5140,0
2002	44054	Camarena de la Sierra	345,0	2823,0	2823,0	14115,0
2002	44055	Camarillas	234,0	1933,0	1933,0	9665,0
2002	44056	Caminreal	776,0	9715,0	9715,0	48575,0
2002	44059	Cantavieja	681,0	9027,0	9027,0	54162,0
2002	44060	Cañada de Benatanduz	148,0	722,0	722,0	2888,0
2002	44061	Cañada de Verich (La)	127,0	759,0	759,0	4554,0
2002	44062	Cañada Vellida	61,0	580,0	580,0	3480,0
2002	44063	Cañizar del Olivar	215,0	1457,0	1457,0	12385,0
2002	44064	Cascante del Río	212,0	1541,0	1541,0	9246,0
2002	44065	Castejón de Tornos	175,0	884,0	884,0	3536,0
2002	44066	Castel de Cabra	300,0	2496,0	2496,0	9984,0
2002	44067	Castelnou	231,0	2174,0	2174,0	10870,0
2002	44068	Castelserás	868,0	9179,0	9179,0	36716,0
2002	44070	Castellar (El)	157,0	1244,0	1244,0	6842,0
2002	44071	Castellote	1256,0	11165,0	11165,0	44660,0
2002	44074	Cedrillas	444,0	4476,0	4476,0	17904,0
2002	44075	Celadas	284,0	3407,0	3407,0	13628,0
2002	44076	Cella	2216,0	35855,0	35855,0	179275,0
2002	44077	Cerollera (La)	125,0	661,0	661,0	3966,0
2002	44080	Codoñera (La)	451,0	4105,0	4105,0	18473,0
2002	44082	Corbalán	142,0	864,0	864,0	3456,0
2002	44084	Cortes de Aragón	197,0	1007,0	1007,0	6042,0
2002	44085	Cosa	145,0	1147,0	1147,0	4588,0
2002	44086	Cretas	616,0	6605,0	6605,0	29723,0
2002	44087	Crivillén	252,0	1471,0	1471,0	7355,0
2002	44088	Cuba (La)	133,0	655,0	655,0	4585,0
2002	44089	Cubla	132,0	1214,0	1214,0	4856,0
2002	44090	Cucalón	207,0	1367,0	1367,0	5468,0
2002	44092	Cuervo (El)	228,0	1748,0	1748,0	10488,0
2002	44093	Cuevas de Almudén	106,0	1023,0	1023,0	4092,0
2002	44094	Cuevas Labradas	147,0	1265,0	1265,0	5693,0
2002	44096	Ejulve	392,0	2921,0	2921,0	11684,0
2002	44097	Escorihuela	244,0	1489,0	1489,0	8934,0
2002	44099	Escucha	857,0	10678,0	10678,0	90763,0
2002	44100	Estercuel	499,0	4168,0	4168,0	20840,0
2002	44101	Ferreruela de Huerva	134,0	925,0	925,0	4625,0
2002	44102	Fonfría	66,0	368,0	368,0	1472,0
2002	44103	Formiche Alto	308,0	2593,0	2593,0	15558,0
2002	44105	Fórnoles	278,0	1771,0	1771,0	7084,0
2002	44106	Fortanete	445,0	2703,0	2703,0	18921,0
2002	44107	Foz-Calanda	305,0	3019,0	3019,0	13586,0
2002	44108	Fresneda (La)	681,0	7300,0	7300,0	43800,0
2002	44109	Frías de Albarracín	249,0	1878,0	1878,0	7512,0
2002	44110	Fuenferrada	107,0	654,0	654,0	2616,0
2002	44111	Fuentes Calientes	139,0	1385,0	1385,0	5540,0
2002	44112	Fuentes Claras	531,0	6174,0	6174,0	24696,0
2002	44113	Fuentes de Rubielos	241,0	1467,0	1467,0	8802,0
2002	44114	Fuentespalda	328,0	3667,0	3667,0	22002,0
2002	44115	Galve	133,0	1133,0	1133,0	8498,0
2002	44116	Gargallo	221,0	1764,0	1764,0	7056,0
2002	44117	Gea de Albarracín	567,0	4935,0	4935,0	34545,0
2002	44118	Ginebrosa (La)	410,0	3705,0	3705,0	18525,0
2002	44119	Griegos	212,0	2119,0	2119,0	10595,0
2002	44120	Guadalaviar	364,0	3450,0	3450,0	13800,0
2002	44121	Gúdar	138,0	982,0	982,0	3928,0
2002	44122	Híjar	1578,0	22034,0	22034,0	125594,0
2002	44123	Hinojosa de Jarque	171,0	1421,0	1421,0	5684,0
2002	44124	Hoz de la Vieja (La)	317,0	1276,0	1276,0	7656,0
2002	44125	Huesa del Común	342,0	1428,0	1428,0	5712,0
2002	44126	Iglesuela del Cid (La)	563,0	4932,0	4932,0	24660,0
2002	44127	Jabaloyas	215,0	1440,0	1440,0	5760,0
2002	44128	Jarque de la Val	118,0	1265,0	1265,0	5060,0
2002	44129	Jatiel	107,0	857,0	857,0	4885,0
2002	44130	Jorcas	114,0	619,0	619,0	3095,0
2002	44131	Josa	165,0	620,0	620,0	3720,0
2002	44132	Lagueruela	132,0	789,0	789,0	3945,0
2002	44133	Lanzuela	79,0	424,0	424,0	1908,0
2002	44135	Libros	259,0	1706,0	1706,0	6824,0
2002	44136	Lidón	135,0	1055,0	1055,0	5275,0
2002	44137	Linares de Mora	359,0	2815,0	2815,0	11260,0
2002	44138	Loscos	475,0	1945,0	1945,0	7780,0
2002	44141	Lledó	185,0	1656,0	1656,0	6624,0
