Año	Provincia nombre	Municipio código	Municipio nombre	Tasa bruta de saldo vegetativo	Tasa bruta de natalidad	Tasa bruta de mortalidad	Tasa global de fecundidad	Tasa bruta de nupcialidad
2015	Huesca	22903	San Miguel del Cinca	-16,6369578134284	0,0	16,6369578134284	0,0	4,7534165181224
2015	Huesca	22904	Sotonera (La)	-17,4807197943445	0,0	17,4807197943445	0,0	1,02827763496144
2015	Huesca	22905	Lupiñén-Ortilla	-2,84090909090909	0,0	2,84090909090909	0,0	2,84090909090909
2015	Huesca	22906	Santa María de Dulcis	-13,4228187919463	0,0	13,4228187919463	0,0	0,0
2015	Huesca	22907	Aínsa-Sobrarbe	-11,8370134304575	0,0	11,8370134304575	0,0	3,18688823127703
2015	Huesca	22908	Hoz y Costeán	-17,8970917225951	0,0	17,8970917225951	0,0	0,0
2015	Huesca	22909	Vencillón	-7,27272727272727	0,0	7,27272727272727	0,0	0,0
2015	Teruel	44001	Ababuj	0,0	0,0	0,0	0,0	0,0
2015	Teruel	44002	Abejuela	0,0	0,0	0,0	0,0	0,0
2015	Teruel	44003	Aguatón	0,0	0,0	0,0	0,0	0,0
2015	Teruel	44004	Aguaviva	-12,3239436619718	0,0	12,3239436619718	0,0	0,0
2015	Teruel	44005	Aguilar del Alfambra	-46,1538461538462	0,0	46,1538461538462	0,0	0,0
2015	Teruel	44006	Alacón	-20,979020979021	0,0	20,979020979021	0,0	0,0
2015	Teruel	44007	Alba	-34,4827586206897	0,0	34,4827586206897	0,0	0,0
2015	Teruel	44008	Albalate del Arzobispo	-13,986013986014	0,0	13,986013986014	0,0	0,0
2015	Teruel	44009	Albarracín	-16,1673799334284	0,0	16,1673799334284	0,0	3,80408939610081
2015	Teruel	44010	Albentosa	-11,1731843575419	0,0	11,1731843575419	0,0	0,0
2015	Teruel	44011	Alcaine	-41,6666666666667	0,0	41,6666666666667	0,0	0,0
2015	Teruel	44012	Alcalá de la Selva	0,0	0,0	0,0	0,0	5,01882057716437
2015	Teruel	44013	Alcañiz	-9,17175347813962	0,0	9,17175347813962	0,0	3,71827843708363
2015	Teruel	44014	Alcorisa	-11,044776119403	0,0	11,044776119403	0,0	3,28358208955224
2015	Teruel	44016	Alfambra	-8,77963125548727	0,0	8,77963125548727	0,0	0,0
2015	Teruel	44017	Aliaga	-5,61009817671809	0,0	5,61009817671809	0,0	2,80504908835905
2015	Teruel	44018	Almohaja	-51,2820512820513	0,0	51,2820512820513	0,0	0,0
2015	Teruel	44019	Alobras	-60,1503759398496	0,0	60,1503759398496	0,0	0,0
2015	Teruel	44020	Alpeñés	0,0	0,0	0,0	0,0	0,0
2015	Teruel	44021	Allepuz	0,0	0,0	0,0	0,0	8,13008130081301
2015	Teruel	44022	Alloza	-13,2669983416252	0,0	13,2669983416252	0,0	4,97512437810945
2015	Teruel	44023	Allueva	0,0	0,0	0,0	0,0	0,0
2015	Teruel	44024	Anadón	0,0	0,0	0,0	0,0	0,0
2015	Teruel	44025	Andorra	-9,66122961104141	0,0	9,66122961104141	0,0	2,38393977415307
2015	Teruel	44026	Arcos de las Salinas	-18,957345971564	0,0	18,957345971564	0,0	0,0
2015	Teruel	44027	Arens de Lledó	-19,1387559808612	0,0	19,1387559808612	0,0	0,0
2015	Teruel	44028	Argente	-19,0023752969121	0,0	19,0023752969121	0,0	0,0
2015	Teruel	44029	Ariño	-19,9866755496336	0,0	19,9866755496336	0,0	3,99733510992672
2015	Teruel	44031	Azaila	-18,018018018018	0,0	18,018018018018	0,0	0,0
2015	Teruel	44032	Bádenas	-52,6315789473684	0,0	52,6315789473684	0,0	0,0
2015	Teruel	44033	Báguena	-27,9937791601866	0,0	27,9937791601866	0,0	0,0
2015	Teruel	44034	Bañón	0,0	0,0	0,0	0,0	0,0
2015	Teruel	44035	Barrachina	-7,63358778625954	0,0	7,63358778625954	0,0	0,0
2015	Teruel	44036	Bea	0,0	0,0	0,0	0,0	0,0
2015	Teruel	44037	Beceite	-7,09849157054126	0,0	7,09849157054126	0,0	0,0
2015	Teruel	44038	Belmonte de San José	-42,3728813559322	0,0	42,3728813559322	0,0	0,0
2015	Teruel	44039	Bello	-4,1407867494824	0,0	4,1407867494824	0,0	0,0
2015	Teruel	44040	Berge	0,0	0,0	0,0	0,0	0,0
2015	Teruel	44041	Bezas	-45,4545454545455	0,0	45,4545454545455	0,0	0,0
2015	Teruel	44042	Blancas	-6,75675675675676	0,0	6,75675675675676	0,0	0,0
2015	Teruel	44043	Blesa	-19,047619047619	0,0	19,047619047619	0,0	0,0
2015	Teruel	44044	Bordón	-8,65800865800866	0,0	8,65800865800866	0,0	0,0
2015	Teruel	44045	Bronchales	-9,52380952380952	0,0	9,52380952380952	0,0	4,76190476190476
2015	Teruel	44046	Bueña	-18,5185185185185	0,0	18,5185185185185	0,0	0,0
2015	Teruel	44047	Burbáguena	-47,244094488189	0,0	47,244094488189	0,0	0,0
2015	Teruel	44048	Cabra de Mora	-42,5531914893617	0,0	42,5531914893617	0,0	14,1843971631206
2015	Teruel	44049	Calaceite	-9,56480153036825	0,0	9,56480153036825	0,0	1,91296030607365
2015	Teruel	44050	Calamocha	-15,70859419465	0,0	15,70859419465	0,0	1,59362549800797
2015	Teruel	44051	Calanda	-11,6294094844295	0,0	11,6294094844295	0,0	2,58431321876211
2015	Teruel	44052	Calomarde	-11,9760479041916	0,0	11,9760479041916	0,0	0,0
2015	Teruel	44053	Camañas	-23,5294117647059	0,0	23,5294117647059	0,0	0,0
2015	Teruel	44054	Camarena de la Sierra	-24,0	0,0	24,0	0,0	0,0
