Municipio código	Municipio nombre	Año	Población	Censo electoral	Participación	Abstención	Votos nulos	Votos blancos	Votos a candidaturas	% Participación
50131	Jaulín	2007	316,0	268,0	226,0	42,0	0,0	5,0	221,0	84,3283582089552
50131	Jaulín	2011	323,0	252,0	195,0	57,0	1,0	4,0	190,0	77,3809523809524
50131	Jaulín	2015	268,0	236,0	164,0	72,0	16,0	6,0	142,0	69,4915254237288
50132	Joyosa (La)	2007	733,0	609,0	478,0	131,0	8,0	25,0	445,0	78,4893267651888
50132	Joyosa (La)	2011	936,0	705,0	548,0	157,0	3,0	19,0	526,0	77,7304964539007
50132	Joyosa (La)	2015	1007,0	770,0	546,0	224,0	24,0	31,0	491,0	70,9090909090909
50133	Lagata	2007	155,0	140,0	112,0	28,0	0,0	2,0	110,0	80,0
50133	Lagata	2011	134,0	133,0	109,0	24,0	0,0	2,0	107,0	81,9548872180451
50133	Lagata	2015	133,0	122,0	101,0	21,0	1,0	4,0	96,0	82,7868852459016
50134	Langa del Castillo	2007	159,0	152,0	123,0	29,0	1,0	4,0	118,0	80,921052631579
50134	Langa del Castillo	2011	151,0	137,0	118,0	19,0	2,0	4,0	112,0	86,1313868613139
50134	Langa del Castillo	2015	136,0	128,0	102,0	26,0	2,0	12,0	88,0	79,6875
50135	Layana	2007	122,0	102,0	87,0	15,0	5,0	2,0	80,0	85,2941176470588
50135	Layana	2011	124,0	100,0	78,0	22,0	2,0	2,0	74,0	78,0
50135	Layana	2015	119,0	97,0	71,0	26,0	2,0	8,0	61,0	73,1958762886598
50136	Lécera	2007	758,0	661,0	547,0	114,0	4,0	14,0	529,0	82,7534039334342
50136	Lécera	2011	765,0	633,0	541,0	92,0	12,0	18,0	511,0	85,4660347551343
50136	Lécera	2015	730,0	595,0	475,0	120,0	15,0	6,0	454,0	79,8319327731092
50137	Leciñena	2007	1288,0	1150,0	956,0	194,0	18,0	11,0	927,0	83,1304347826087
50137	Leciñena	2011	1305,0	1137,0	950,0	187,0	13,0	20,0	917,0	83,5532102022867
50137	Leciñena	2015	1234,0	1036,0	833,0	203,0	30,0	41,0	762,0	80,4054054054054
50138	Lechón	2007	59,0	53,0	46,0	7,0	1,0	4,0	41,0	86,7924528301887
50138	Lechón	2011	57,0	48,0	45,0	3,0	0,0	0,0	45,0	93,75
50138	Lechón	2015	53,0	50,0	41,0	9,0	0,0	3,0	38,0	82,0
50139	Letux	2007	397,0	426,0	386,0	40,0	0,0	0,0	386,0	90,6103286384977
50139	Letux	2011	425,0	387,0	346,0	41,0	4,0	0,0	342,0	89,405684754522
50139	Letux	2015	379,0	331,0	289,0	42,0	3,0	3,0	283,0	87,3111782477341
50140	Litago	2007	187,0	164,0	145,0	19,0	1,0	3,0	141,0	88,4146341463415
50140	Litago	2011	183,0	177,0	153,0	24,0	10,0	2,0	141,0	86,4406779661017
50140	Litago	2015	174,0	168,0	144,0	24,0	2,0	5,0	137,0	85,7142857142857
50141	Lituénigo	2007	128,0	123,0	107,0	16,0	3,0	4,0	100,0	86,9918699186992
50141	Lituénigo	2011	125,0	120,0	103,0	17,0	0,0	1,0	102,0	85,8333333333333
50141	Lituénigo	2015	126,0	116,0	97,0	19,0	4,0	1,0	92,0	83,6206896551724
50142	Lobera de Onsella	2007	54,0	76,0	47,0	29,0	4,0	2,0	41,0	61,8421052631579
50142	Lobera de Onsella	2011	50,0	45,0	36,0	9,0	1,0	1,0	34,0	80,0
50142	Lobera de Onsella	2015	42,0	36,0	29,0	7,0	0,0	0,0	29,0	80,5555555555555
50143	Longares	2007	879,0	651,0	517,0	134,0	1,0	4,0	512,0	79,4162826420891
50143	Longares	2011	896,0	631,0	475,0	156,0	5,0	7,0	463,0	75,2773375594295
50143	Longares	2015	898,0	581,0	408,0	173,0	5,0	11,0	392,0	70,223752151463
50144	Longás	2007	44,0	52,0	43,0	9,0	0,0	0,0	43,0	82,6923076923077
50144	Longás	2011	36,0	32,0	30,0	2,0	0,0	0,0	30,0	93,75
50144	Longás	2015	35,0	36,0	33,0	3,0	0,0	2,0	31,0	91,6666666666667
50146	Lucena de Jalón	2007	274,0	233,0	180,0	53,0	4,0	8,0	168,0	77,2532188841202
50146	Lucena de Jalón	2011	309,0	222,0	163,0	59,0	6,0	7,0	150,0	73,4234234234234
50146	Lucena de Jalón	2015	252,0	202,0	137,0	65,0	7,0	8,0	122,0	67,8217821782178
50147	Luceni	2007	1052,0	872,0	653,0	219,0	6,0	13,0	634,0	74,8853211009174
50147	Luceni	2011	1098,0	852,0	635,0	217,0	18,0	27,0	590,0	74,5305164319249
50147	Luceni	2015	1014,0	804,0	565,0	239,0	23,0	31,0	511,0	70,273631840796
50148	Luesia	2007	407,0	408,0	304,0	104,0	6,0	5,0	293,0	74,5098039215686
50148	Luesia	2011	361,0	374,0	320,0	54,0	3,0	6,0	311,0	85,5614973262032
50148	Luesia	2015	307,0	334,0	275,0	59,0	3,0	1,0	271,0	82,3353293413174
50149	Luesma	2007	36,0	38,0	23,0	15,0	0,0	1,0	22,0	60,5263157894737
50149	Luesma	2011	38,0	50,0	36,0	14,0	0,0	1,0	35,0	72,0
50149	Luesma	2015	47,0	41,0	27,0	14,0	2,0	1,0	24,0	65,8536585365854
50150	Lumpiaque	2007	970,0	801,0	574,0	227,0	1,0	7,0	566,0	71,6604244694132
50150	Lumpiaque	2011	937,0	738,0	529,0	209,0	6,0	4,0	519,0	71,680216802168
50150	Lumpiaque	2015	916,0	690,0	485,0	205,0	1,0	17,0	467,0	70,2898550724638
50151	Luna	2007	853,0	738,0	567,0	171,0	16,0	29,0	522,0	76,8292682926829
50151	Luna	2011	846,0	712,0	568,0	144,0	15,0	16,0	537,0	79,7752808988764
50151	Luna	2015	776,0	668,0	525,0	143,0	16,0	13,0	496,0	78,5928143712575
50152	Maella	2007	2089,0	1726,0	1401,0	325,0	10,0	23,0	1368,0	81,17033603708
50152	Maella	2011	2028,0	1593,0	1318,0	275,0	18,0	34,0	1266,0	82,736974262398
50152	Maella	2015	1958,0	1483,0	1096,0	387,0	43,0	54,0	999,0	73,9042481456507
50153	Magallón	2007	1148,0	1059,0	895,0	164,0	5,0	8,0	882,0	84,5136921624174
50153	Magallón	2011	1205,0	1024,0	867,0	157,0	17,0	21,0	829,0	84,66796875
50153	Magallón	2015	1183,0	963,0	778,0	185,0	16,0	22,0	740,0	80,7892004153686
50154	Mainar	2007	157,0	153,0	131,0	22,0	7,0	1,0	123,0	85,6209150326797
50154	Mainar	2011	167,0	132,0	115,0	17,0	2,0	0,0	113,0	87,1212121212121
50154	Mainar	2015	162,0	122,0	101,0	21,0	1,0	0,0	100,0	82,7868852459016
50155	Malanquilla	2007	130,0	138,0	100,0	38,0	7,0	1,0	92,0	72,463768115942
50155	Malanquilla	2011	127,0	123,0	106,0	17,0	7,0	0,0	99,0	86,1788617886179
50155	Malanquilla	2015	112,0	111,0	91,0	20,0	0,0	1,0	90,0	81,981981981982
50156	Maleján	2007	297,0	252,0	224,0	28,0	3,0	4,0	217,0	88,8888888888889
50156	Maleján	2011	344,0	239,0	218,0	21,0	1,0	3,0	214,0	91,2133891213389
50156	Maleján	2015	300,0	223,0	183,0	40,0	4,0	7,0	172,0	82,0627802690583
50157	Malón	2007	403,0	336,0	287,0	49,0	4,0	2,0	281,0	85,4166666666667
50157	Malón	2011	379,0	320,0	280,0	40,0	8,0	4,0	268,0	87,5
50157	Malón	2015	364,0	300,0	264,0	36,0	12,0	7,0	245,0	88,0
50159	Maluenda	2007	1055,0	792,0	668,0	124,0	19,0	12,0	637,0	84,3434343434343
50159	Maluenda	2011	1094,0	806,0	679,0	127,0	6,0	3,0	670,0	84,24317617866
50159	Maluenda	2015	1080,0	733,0	615,0	118,0	10,0	10,0	595,0	83,9017735334243
50160	Mallén	2007	3327,0	2484,0	2050,0	434,0	15,0	19,0	2016,0	82,5281803542673
50160	Mallén	2011	3704,0	2558,0	2114,0	444,0	32,0	28,0	2054,0	82,642689601251
50160	Mallén	2015	3399,0	2432,0	1774,0	658,0	32,0	33,0	1709,0	72,9440789473684
50161	Manchones	2007	146,0	132,0	111,0	21,0	0,0	0,0	111,0	84,0909090909091
50161	Manchones	2011	123,0	126,0	116,0	10,0	2,0	0,0	114,0	92,0634920634921
50161	Manchones	2015	116,0	128,0	114,0	14,0	2,0	3,0	109,0	89,0625
50162	Mara	2007	199,0	182,0	154,0	28,0	6,0	1,0	147,0	84,6153846153846
50162	Mara	2011	206,0	163,0	137,0	26,0	5,0	0,0	132,0	84,0490797546012
50162	Mara	2015	178,0	147,0	126,0	21,0	1,0	2,0	123,0	85,7142857142857
50163	María de Huerva	2007	2917,0	2566,0	1635,0	931,0	10,0	54,0	1571,0	63,717848791894
50163	María de Huerva	2011	4729,0	3422,0	2237,0	1185,0	44,0	106,0	2087,0	65,3711279953244
50163	María de Huerva	2015	5359,0	3691,0	2371,0	1320,0	74,0	107,0	2190,0	64,2373340558114
50164	Mediana de Aragón	2007	500,0	464,0	393,0	71,0	1,0	3,0	389,0	84,698275862069
50164	Mediana de Aragón	2011	481,0	410,0	324,0	86,0	6,0	22,0	296,0	79,0243902439024
50164	Mediana de Aragón	2015	473,0	404,0	274,0	130,0	20,0	15,0	239,0	67,8217821782178
50165	Mequinenza	2007	2533,0	2097,0	1576,0	521,0	16,0	19,0	1541,0	75,1549833094897
50165	Mequinenza	2011	2495,0	1912,0	1461,0	451,0	54,0	50,0	1357,0	76,4121338912134
50165	Mequinenza	2015	2393,0	1827,0	1296,0	531,0	58,0	51,0	1187,0	70,935960591133
50166	Mesones de Isuela	2007	321,0	300,0	248,0	52,0	0,0	1,0	247,0	82,6666666666667
50166	Mesones de Isuela	2011	315,0	280,0	236,0	44,0	8,0	2,0	226,0	84,2857142857143
50166	Mesones de Isuela	2015	295,0	264,0	220,0	44,0	5,0	4,0	211,0	83,3333333333333
50167	Mezalocha	2007	260,0	264,0	229,0	35,0	0,0	3,0	226,0	86,7424242424242
50167	Mezalocha	2011	226,0	237,0	189,0	48,0	1,0	1,0	187,0	79,746835443038
50167	Mezalocha	2015	241,0	233,0	194,0	39,0	5,0	7,0	182,0	83,2618025751073
50168	Mianos	2007	45,0	63,0	48,0	15,0	0,0	3,0	45,0	76,1904761904762
50168	Mianos	2011	41,0	38,0	32,0	6,0	1,0	1,0	30,0	84,2105263157895
50168	Mianos	2015	30,0	35,0	34,0	1,0	0,0	0,0	34,0	97,1428571428571
50169	Miedes de Aragón	2007	469,0	400,0	299,0	101,0	2,0	6,0	291,0	74,75
50169	Miedes de Aragón	2011	475,0	378,0	305,0	73,0	4,0	2,0	299,0	80,6878306878307
50169	Miedes de Aragón	2015	464,0	372,0	297,0	75,0	2,0	9,0	286,0	79,8387096774194
50170	Monegrillo	2007	495,0	449,0	398,0	51,0	13,0	4,0	381,0	88,641425389755
50170	Monegrillo	2011	479,0	415,0	359,0	56,0	9,0	4,0	346,0	86,5060240963855
50170	Monegrillo	2015	440,0	387,0	279,0	108,0	22,0	11,0	246,0	72,093023255814
50171	Moneva	2007	99,0	130,0	88,0	42,0	6,0	4,0	78,0	67,6923076923077
50171	Moneva	2011	122,0	132,0	93,0	39,0	9,0	2,0	82,0	70,4545454545454
50171	Moneva	2015	111,0	111,0	90,0	21,0	0,0	0,0	90,0	81,0810810810811
50172	Monreal de Ariza	2007	239,0	234,0	162,0	72,0	10,0	6,0	146,0	69,2307692307692
50172	Monreal de Ariza	2011	189,0	192,0	136,0	56,0	4,0	7,0	125,0	70,8333333333333
50172	Monreal de Ariza	2015	233,0	200,0	138,0	62,0	11,0	11,0	116,0	69,0
50173	Monterde	2007	217,0	209,0	173,0	36,0	0,0	2,0	171,0	82,7751196172249
50173	Monterde	2011	194,0	191,0	170,0	21,0	1,0	2,0	167,0	89,0052356020943
50173	Monterde	2015	168,0	241,0	216,0	25,0	1,0	3,0	212,0	89,6265560165975
50174	Montón	2007	134,0	122,0	105,0	17,0	1,0	3,0	101,0	86,0655737704918
50174	Montón	2011	132,0	116,0	108,0	8,0	1,0	1,0	106,0	93,1034482758621
50174	Montón	2015	114,0	99,0	83,0	16,0	1,0	4,0	78,0	83,8383838383838
50175	Morata de Jalón	2007	1385,0	1198,0	878,0	320,0	8,0	11,0	859,0	73,2888146911519
50175	Morata de Jalón	2011	1352,0	1113,0	781,0	332,0	16,0	30,0	735,0	70,1707097933513
50175	Morata de Jalón	2015	1209,0	1041,0	771,0	270,0	5,0	20,0	746,0	74,0634005763689
50176	Morata de Jiloca	2007	267,0	272,0	243,0	29,0	0,0	5,0	238,0	89,3382352941176
50176	Morata de Jiloca	2011	301,0	265,0	238,0	27,0	2,0	0,0	236,0	89,811320754717
50176	Morata de Jiloca	2015	236,0	264,0	230,0	34,0	1,0	1,0	228,0	87,1212121212121
50177	Morés	2007	460,0	406,0	344,0	62,0	3,0	1,0	340,0	84,7290640394089
50177	Morés	2011	437,0	361,0	308,0	53,0	1,0	3,0	304,0	85,3185595567867
50177	Morés	2015	379,0	322,0	285,0	37,0	8,0	3,0	274,0	88,5093167701863
50178	Moros	2007	478,0	382,0	277,0	105,0	3,0	3,0	271,0	72,5130890052356
50178	Moros	2011	469,0	333,0	266,0	67,0	0,0	9,0	257,0	79,8798798798799
50178	Moros	2015	406,0	311,0	199,0	112,0	6,0	12,0	181,0	63,9871382636656
50179	Moyuela	2007	297,0	299,0	269,0	30,0	2,0	7,0	260,0	89,9665551839465
50179	Moyuela	2011	260,0	252,0	252,0	0,0	0,0	1,0	251,0	100,0
50179	Moyuela	2015	265,0	267,0	226,0	41,0	2,0	3,0	221,0	84,6441947565543
50180	Mozota	2007	126,0	128,0	110,0	18,0	6,0	8,0	96,0	85,9375
50180	Mozota	2011	114,0	113,0	99,0	14,0	5,0	6,0	88,0	87,6106194690266
50180	Mozota	2015	121,0	119,0	82,0	37,0	5,0	1,0	76,0	68,9075630252101
50181	Muel	2007	1200,0	1019,0	778,0	241,0	28,0	6,0	744,0	76,3493621197252
50181	Muel	2011	1385,0	1089,0	821,0	268,0	27,0	28,0	766,0	75,3902662993572
50181	Muel	2015	1375,0	1022,0	786,0	236,0	23,0	16,0	747,0	76,9080234833659
50182	Muela (La)	2007	3567,0	3176,0	2326,0	850,0	33,0	51,0	2242,0	73,2367758186398
50182	Muela (La)	2011	5166,0	3641,0	2562,0	1079,0	35,0	90,0	2437,0	70,3652842625652
50182	Muela (La)	2015	4948,0	3522,0	2189,0	1333,0	44,0	75,0	2070,0	62,1521862578081
50183	Munébrega	2007	437,0	396,0	338,0	58,0	1,0	13,0	324,0	85,3535353535354
50183	Munébrega	2011	488,0	378,0	324,0	54,0	4,0	11,0	309,0	85,7142857142857
50183	Munébrega	2015	420,0	343,0	293,0	50,0	1,0	6,0	286,0	85,4227405247813
50184	Murero	2007	146,0	157,0	142,0	15,0	3,0	1,0	138,0	90,4458598726115
50184	Murero	2011	146,0	136,0	115,0	21,0	4,0	0,0	111,0	84,5588235294118
50184	Murero	2015	133,0	124,0	97,0	27,0	4,0	6,0	87,0	78,2258064516129
50185	Murillo de Gállego	2007	177,0	187,0	145,0	42,0	3,0	2,0	140,0	77,5401069518717
50185	Murillo de Gállego	2011	189,0	154,0	136,0	18,0	3,0	3,0	130,0	88,3116883116883
50185	Murillo de Gállego	2015	183,0	133,0	109,0	24,0	1,0	2,0	106,0	81,9548872180451
50186	Navardún	2007	50,0	53,0	33,0	20,0	0,0	1,0	32,0	62,2641509433962
50186	Navardún	2011	50,0	48,0	36,0	12,0	1,0	0,0	35,0	75,0
50186	Navardún	2015	43,0	41,0	35,0	6,0	2,0	1,0	32,0	85,3658536585366
50187	Nigüella	2007	89,0	93,0	64,0	29,0	2,0	8,0	54,0	68,8172043010753
50187	Nigüella	2011	81,0	74,0	57,0	17,0	0,0	8,0	49,0	77,027027027027
50187	Nigüella	2015	80,0	69,0	51,0	18,0	1,0	10,0	40,0	73,9130434782609
50188	Nombrevilla	2007	46,0	41,0	33,0	8,0	0,0	2,0	31,0	80,4878048780488
50188	Nombrevilla	2011	35,0	38,0	33,0	5,0	0,0	3,0	30,0	86,8421052631579
50188	Nombrevilla	2015	37,0	32,0	25,0	7,0	0,0	1,0	24,0	78,125
50189	Nonaspe	2007	1055,0	875,0	748,0	127,0	9,0	7,0	732,0	85,4857142857143
50189	Nonaspe	2011	1061,0	796,0	647,0	149,0	13,0	64,0	570,0	81,2814070351759
50189	Nonaspe	2015	1016,0	736,0	557,0	179,0	25,0	31,0	501,0	75,6793478260869
50190	Novallas	2007	818,0	759,0	685,0	74,0	3,0	3,0	679,0	90,2503293807642
50190	Novallas	2011	919,0	789,0	668,0	121,0	8,0	6,0	654,0	84,6641318124208
50190	Novallas	2015	931,0	738,0	599,0	139,0	24,0	13,0	562,0	81,1653116531165
50191	Novillas	2007	645,0	547,0	448,0	99,0	0,0	5,0	443,0	81,9012797074954
50191	Novillas	2011	626,0	509,0	420,0	89,0	7,0	16,0	397,0	82,5147347740668
50191	Novillas	2015	586,0	481,0	302,0	179,0	21,0	13,0	268,0	62,7858627858628
50192	Nuévalos	2007	338,0	277,0	238,0	39,0	2,0	0,0	236,0	85,9205776173285
50192	Nuévalos	2011	356,0	253,0	222,0	31,0	3,0	3,0	216,0	87,7470355731225
50192	Nuévalos	2015	332,0	247,0	218,0	29,0	2,0	13,0	203,0	88,2591093117409
50193	Nuez de Ebro	2007	699,0	599,0	487,0	112,0	1,0	8,0	478,0	81,3021702838063
50193	Nuez de Ebro	2011	801,0	636,0	508,0	128,0	16,0	16,0	476,0	79,874213836478
50193	Nuez de Ebro	2015	843,0	650,0	487,0	163,0	20,0	23,0	444,0	74,9230769230769
50194	Olvés	2007	115,0	116,0	100,0	16,0	2,0	0,0	98,0	86,2068965517241
50194	Olvés	2011	115,0	108,0	96,0	12,0	0,0	2,0	94,0	88,8888888888889
50194	Olvés	2015	106,0	94,0	73,0	21,0	4,0	4,0	65,0	77,6595744680851
50195	Orcajo	2007	37,0	44,0	29,0	15,0	0,0	3,0	26,0	65,9090909090909
50195	Orcajo	2011	33,0	47,0	37,0	10,0	0,0	2,0	35,0	78,7234042553191
50195	Orcajo	2015	57,0	56,0	47,0	9,0	1,0	7,0	39,0	83,9285714285714
50196	Orera	2007	133,0	110,0	100,0	10,0	4,0	1,0	95,0	90,9090909090909
50196	Orera	2011	129,0	113,0	101,0	12,0	3,0	0,0	98,0	89,3805309734513
50196	Orera	2015	131,0	113,0	101,0	12,0	2,0	1,0	98,0	89,3805309734513
50197	Orés	2007	104,0	102,0	89,0	13,0	0,0	0,0	89,0	87,2549019607843
50197	Orés	2011	101,0	94,0	79,0	15,0	1,0	0,0	78,0	84,0425531914894
50197	Orés	2015	110,0	97,0	81,0	16,0	1,0	2,0	78,0	83,5051546391753
50198	Oseja	2007	47,0	49,0	40,0	9,0	1,0	0,0	39,0	81,6326530612245
50198	Oseja	2011	55,0	53,0	49,0	4,0	0,0	2,0	47,0	92,4528301886792
50198	Oseja	2015	48,0	55,0	45,0	10,0	2,0	2,0	41,0	81,8181818181818
50199	Osera de Ebro	2007	395,0	364,0	292,0	72,0	3,0	4,0	285,0	80,2197802197802
50199	Osera de Ebro	2011	473,0	380,0	267,0	113,0	11,0	6,0	250,0	70,2631578947368
50199	Osera de Ebro	2015	424,0	344,0	245,0	99,0	9,0	6,0	230,0	71,2209302325581
50200	Paniza	2007	742,0	611,0	541,0	70,0	4,0	8,0	529,0	88,5433715220949
50200	Paniza	2011	759,0	580,0	505,0	75,0	8,0	12,0	485,0	87,0689655172414
50200	Paniza	2015	729,0	552,0	470,0	82,0	8,0	7,0	455,0	85,1449275362319
50201	Paracuellos de Jiloca	2007	507,0	441,0	383,0	58,0	1,0	4,0	378,0	86,8480725623583
50201	Paracuellos de Jiloca	2011	576,0	471,0	395,0	76,0	1,0	15,0	379,0	83,864118895966
50201	Paracuellos de Jiloca	2015	568,0	461,0	372,0	89,0	5,0	11,0	356,0	80,6941431670282
50202	Paracuellos de la Ribera	2007	211,0	212,0	185,0	27,0	2,0	1,0	182,0	87,2641509433962
50202	Paracuellos de la Ribera	2011	194,0	184,0	148,0	36,0	2,0	1,0	145,0	80,4347826086956
50202	Paracuellos de la Ribera	2015	175,0	160,0	128,0	32,0	0,0	2,0	126,0	80,0
50203	Pastriz	2007	1326,0	1093,0	872,0	221,0	7,0	15,0	850,0	79,7804208600183
50203	Pastriz	2011	1384,0	1075,0	910,0	165,0	13,0	32,0	865,0	84,6511627906977
50203	Pastriz	2015	1310,0	1043,0	826,0	217,0	27,0	25,0	774,0	79,1946308724832
50204	Pedrola	2007	3168,0	2433,0	1788,0	645,0	21,0	21,0	1746,0	73,4895191122072
50204	Pedrola	2011	3721,0	2518,0	1836,0	682,0	35,0	50,0	1751,0	72,9150119142176
50204	Pedrola	2015	3622,0	2490,0	1757,0	733,0	59,0	43,0	1655,0	70,5622489959839
50205	Pedrosas (Las)	2007	100,0	112,0	83,0	29,0	3,0	4,0	76,0	74,1071428571429
50205	Pedrosas (Las)	2011	121,0	100,0	79,0	21,0	3,0	1,0	75,0	79,0
50205	Pedrosas (Las)	2015	110,0	94,0	68,0	26,0	3,0	2,0	63,0	72,3404255319149
50206	Perdiguera	2007	621,0	529,0	423,0	106,0	3,0	9,0	411,0	79,9621928166352
50206	Perdiguera	2011	664,0	512,0	422,0	90,0	3,0	6,0	413,0	82,421875
50206	Perdiguera	2015	613,0	466,0	342,0	124,0	24,0	56,0	262,0	73,3905579399142
50207	Piedratajada	2007	165,0	155,0	112,0	43,0	5,0	4,0	103,0	72,258064516129
50207	Piedratajada	2011	150,0	132,0	107,0	25,0	8,0	4,0	95,0	81,0606060606061
50207	Piedratajada	2015	113,0	110,0	78,0	32,0	0,0	3,0	75,0	70,9090909090909
50208	Pina de Ebro	2007	2399,0	1920,0	1364,0	556,0	14,0	26,0	1324,0	71,0416666666667
50208	Pina de Ebro	2011	2655,0	1848,0	1384,0	464,0	21,0	29,0	1334,0	74,8917748917749
50208	Pina de Ebro	2015	2567,0	1840,0	1308,0	532,0	43,0	34,0	1231,0	71,0869565217391
50209	Pinseque	2007	2724,0	2242,0	1524,0	718,0	8,0	30,0	1486,0	67,9750223015165
50209	Pinseque	2011	3481,0	2560,0	1588,0	972,0	20,0	65,0	1503,0	62,03125
50209	Pinseque	2015	3625,0	2561,0	1662,0	899,0	21,0	34,0	1607,0	64,896524795002
50210	Pintanos (Los)	2007	52,0	54,0	42,0	12,0	0,0	1,0	41,0	77,7777777777778
50210	Pintanos (Los)	2011	38,0	41,0	40,0	1,0	0,0	0,0	40,0	97,5609756097561
50210	Pintanos (Los)	2015	44,0	43,0	43,0	0,0	0,0	0,0	43,0	100,0
50211	Plasencia de Jalón	2007	350,0	305,0	281,0	24,0	3,0	1,0	277,0	92,1311475409836
50211	Plasencia de Jalón	2011	404,0	305,0	255,0	50,0	2,0	1,0	252,0	83,6065573770492
50211	Plasencia de Jalón	2015	370,0	282,0	224,0	58,0	4,0	2,0	218,0	79,4326241134752
50212	Pleitas	2007	57,0	56,0	49,0	7,0	0,0	1,0	48,0	87,5
50212	Pleitas	2011	48,0	49,0	45,0	4,0	0,0	4,0	41,0	91,8367346938776
50212	Pleitas	2015	43,0	43,0	40,0	3,0	1,0	1,0	38,0	93,0232558139535
50213	Plenas	2007	112,0	145,0	109,0	36,0	4,0	2,0	103,0	75,1724137931034
50213	Plenas	2011	132,0	126,0	105,0	21,0	3,0	0,0	102,0	83,3333333333333
50213	Plenas	2015	120,0	104,0	92,0	12,0	1,0	2,0	89,0	88,4615384615385
50214	Pomer	2007	38,0	32,0	28,0	4,0	0,0	0,0	28,0	87,5
50214	Pomer	2011	37,0	30,0	24,0	6,0	2,0	0,0	22,0	80,0
50214	Pomer	2015	34,0	27,0	16,0	11,0	2,0	0,0	14,0	59,2592592592593
50215	Pozuel de Ariza	2007	23,0	26,0	20,0	6,0	0,0	1,0	19,0	76,9230769230769
50215	Pozuel de Ariza	2011	20,0	21,0	19,0	2,0	0,0	1,0	18,0	90,4761904761905
50215	Pozuel de Ariza	2015	23,0	24,0	18,0	6,0	2,0	2,0	14,0	75,0
50216	Pozuelo de Aragón	2007	331,0	291,0	269,0	22,0	9,0	6,0	254,0	92,4398625429553
50216	Pozuelo de Aragón	2011	342,0	273,0	209,0	64,0	33,0	35,0	141,0	76,5567765567766
50216	Pozuelo de Aragón	2015	299,0	243,0	203,0	40,0	18,0	6,0	179,0	83,5390946502058
50217	Pradilla de Ebro	2007	644,0	550,0	440,0	110,0	0,0	6,0	434,0	80,0
50217	Pradilla de Ebro	2011	618,0	505,0	406,0	99,0	6,0	5,0	395,0	80,3960396039604
50217	Pradilla de Ebro	2015	584,0	457,0	340,0	117,0	12,0	17,0	311,0	74,398249452954
50218	Puebla de Albortón	2007	144,0	128,0	106,0	22,0	11,0	0,0	95,0	82,8125
50218	Puebla de Albortón	2011	125,0	112,0	94,0	18,0	1,0	0,0	93,0	83,9285714285714
50218	Puebla de Albortón	2015	127,0	117,0	91,0	26,0	1,0	1,0	89,0	77,7777777777778
50219	Puebla de Alfindén (La)	2007	4029,0	3381,0	2171,0	1210,0	23,0	78,0	2070,0	64,2117716651878
50219	Puebla de Alfindén (La)	2011	5250,0	3785,0	2581,0	1204,0	38,0	75,0	2468,0	68,1902245706737
50219	Puebla de Alfindén (La)	2015	5864,0	4107,0	2637,0	1470,0	71,0	68,0	2498,0	64,2074506939372
50220	Puendeluna	2007	64,0	60,0	48,0	12,0	1,0	4,0	43,0	80,0
50220	Puendeluna	2011	65,0	60,0	40,0	20,0	2,0	7,0	31,0	66,6666666666667
50220	Puendeluna	2015	51,0	52,0	42,0	10,0	0,0	0,0	42,0	80,7692307692308
50221	Purujosa	2007	54,0	51,0	37,0	14,0	0,0	0,0	37,0	72,5490196078431
50221	Purujosa	2011	44,0	38,0	33,0	5,0	1,0	0,0	32,0	86,8421052631579
50221	Purujosa	2015	39,0	34,0	24,0	10,0	1,0	0,0	23,0	70,5882352941176
50222	Quinto	2007	2062,0	1713,0	1245,0	468,0	9,0	27,0	1209,0	72,6795096322242
50222	Quinto	2011	2111,0	1702,0	1246,0	456,0	30,0	22,0	1194,0	73,2079905992949
50222	Quinto	2015	2055,0	1662,0	1261,0	401,0	18,0	18,0	1225,0	75,8724428399519
50223	Remolinos	2007	1202,0	1007,0	801,0	206,0	9,0	28,0	764,0	79,5431976166832
50223	Remolinos	2011	1199,0	969,0	768,0	201,0	6,0	21,0	741,0	79,2569659442724
50223	Remolinos	2015	1149,0	934,0	726,0	208,0	14,0	19,0	693,0	77,7301927194861
50224	Retascón	2007	94,0	88,0	67,0	21,0	1,0	9,0	57,0	76,1363636363636
50224	Retascón	2011	79,0	72,0	56,0	16,0	0,0	6,0	50,0	77,7777777777778
50224	Retascón	2015	75,0	75,0	59,0	16,0	0,0	7,0	52,0	78,6666666666667
50225	Ricla	2007	2652,0	2024,0	1455,0	569,0	20,0	2,0	1433,0	71,8873517786561
50225	Ricla	2011	3568,0	1859,0	1203,0	656,0	22,0	17,0	1164,0	64,712210866057
50225	Ricla	2015	3203,0	1781,0	1088,0	693,0	23,0	25,0	1040,0	61,0892756878158
50227	Romanos	2007	120,0	111,0	95,0	16,0	0,0	1,0	94,0	85,5855855855856
50227	Romanos	2011	113,0	107,0	89,0	18,0	1,0	3,0	85,0	83,1775700934579
50227	Romanos	2015	107,0	95,0	68,0	27,0	1,0	4,0	63,0	71,5789473684211
50228	Rueda de Jalón	2007	372,0	312,0	259,0	53,0	6,0	11,0	242,0	83,0128205128205
50228	Rueda de Jalón	2011	353,0	303,0	255,0	48,0	4,0	3,0	248,0	84,1584158415841
50228	Rueda de Jalón	2015	344,0	281,0	225,0	56,0	10,0	14,0	201,0	80,0711743772242
