Año	Inscripción comarca código	Inscripción comarca nombre	Edad (grandes grupos)	Sexo	Personas	Nivel de estudios Código	Nivel de estudios Nombre
2010	16	Valdejalón	0-15	Hombre	16,0	0	Sin clasificar
2010	16	Valdejalón	0-15	Hombre	2,0	2	Inferior a graduado escolar o ESO
2010	16	Valdejalón	0-15	Hombre	1,0	3	Graduado escolar o ESO
2010	16	Valdejalón	0-15	Mujer	11,0	0	Sin clasificar
2010	16	Valdejalón	0-15	Mujer	1,0	2	Inferior a graduado escolar o ESO
2010	16	Valdejalón	0-15	Mujer	1,0	3	Graduado escolar o ESO
2010	16	Valdejalón	16-64	Hombre	17,0	0	Sin clasificar
2010	16	Valdejalón	16-64	Hombre	5,0	2	Inferior a graduado escolar o ESO
2010	16	Valdejalón	16-64	Hombre	10,0	3	Graduado escolar o ESO
2010	16	Valdejalón	16-64	Hombre	28,0	4	BUP, Bachiller, LOGSE ó superior
2010	16	Valdejalón	16-64	Mujer	22,0	0	Sin clasificar
2010	16	Valdejalón	16-64	Mujer	10,0	3	Graduado escolar o ESO
2010	16	Valdejalón	16-64	Mujer	34,0	4	BUP, Bachiller, LOGSE ó superior
2010	16	Valdejalón	65 y más	Hombre	18,0	0	Sin clasificar
2010	16	Valdejalón	65 y más	Hombre	5,0	2	Inferior a graduado escolar o ESO
2010	16	Valdejalón	65 y más	Hombre	11,0	3	Graduado escolar o ESO
2010	16	Valdejalón	65 y más	Hombre	9,0	4	BUP, Bachiller, LOGSE ó superior
2010	16	Valdejalón	65 y más	Mujer	21,0	0	Sin clasificar
2010	16	Valdejalón	65 y más	Mujer	1,0	1	No sabe leer ni escribir
2010	16	Valdejalón	65 y más	Mujer	5,0	2	Inferior a graduado escolar o ESO
2010	16	Valdejalón	65 y más	Mujer	23,0	3	Graduado escolar o ESO
2010	16	Valdejalón	65 y más	Mujer	6,0	4	BUP, Bachiller, LOGSE ó superior
2010	17	D.C. Zaragoza	0-15	Hombre	1096,0	0	Sin clasificar
2010	17	D.C. Zaragoza	0-15	Hombre	13,0	1	No sabe leer ni escribir
2010	17	D.C. Zaragoza	0-15	Hombre	160,0	2	Inferior a graduado escolar o ESO
2010	17	D.C. Zaragoza	0-15	Hombre	29,0	3	Graduado escolar o ESO
2010	17	D.C. Zaragoza	0-15	Hombre	6,0	4	BUP, Bachiller, LOGSE ó superior
2010	17	D.C. Zaragoza	0-15	Mujer	983,0	0	Sin clasificar
2010	17	D.C. Zaragoza	0-15	Mujer	15,0	1	No sabe leer ni escribir
2010	17	D.C. Zaragoza	0-15	Mujer	141,0	2	Inferior a graduado escolar o ESO
2010	17	D.C. Zaragoza	0-15	Mujer	27,0	3	Graduado escolar o ESO
2010	17	D.C. Zaragoza	0-15	Mujer	11,0	4	BUP, Bachiller, LOGSE ó superior
2010	17	D.C. Zaragoza	16-64	Hombre	1045,0	0	Sin clasificar
2010	17	D.C. Zaragoza	16-64	Hombre	1,0	1	No sabe leer ni escribir
2010	17	D.C. Zaragoza	16-64	Hombre	144,0	2	Inferior a graduado escolar o ESO
2010	17	D.C. Zaragoza	16-64	Hombre	830,0	3	Graduado escolar o ESO
2010	17	D.C. Zaragoza	16-64	Hombre	1890,0	4	BUP, Bachiller, LOGSE ó superior
2010	17	D.C. Zaragoza	16-64	Mujer	1216,0	0	Sin clasificar
2010	17	D.C. Zaragoza	16-64	Mujer	1,0	1	No sabe leer ni escribir
2010	17	D.C. Zaragoza	16-64	Mujer	118,0	2	Inferior a graduado escolar o ESO
2010	17	D.C. Zaragoza	16-64	Mujer	922,0	3	Graduado escolar o ESO
2010	17	D.C. Zaragoza	16-64	Mujer	2263,0	4	BUP, Bachiller, LOGSE ó superior
2010	17	D.C. Zaragoza	65 y más	Hombre	435,0	0	Sin clasificar
2010	17	D.C. Zaragoza	65 y más	Hombre	95,0	2	Inferior a graduado escolar o ESO
2010	17	D.C. Zaragoza	65 y más	Hombre	309,0	3	Graduado escolar o ESO
2010	17	D.C. Zaragoza	65 y más	Hombre	220,0	4	BUP, Bachiller, LOGSE ó superior
2010	17	D.C. Zaragoza	65 y más	Mujer	567,0	0	Sin clasificar
2010	17	D.C. Zaragoza	65 y más	Mujer	1,0	1	No sabe leer ni escribir
2010	17	D.C. Zaragoza	65 y más	Mujer	136,0	2	Inferior a graduado escolar o ESO
2010	17	D.C. Zaragoza	65 y más	Mujer	428,0	3	Graduado escolar o ESO
2010	17	D.C. Zaragoza	65 y más	Mujer	236,0	4	BUP, Bachiller, LOGSE ó superior
2010	18	Ribera Baja del Ebro	0-15	Hombre	9,0	0	Sin clasificar
2010	18	Ribera Baja del Ebro	0-15	Hombre	2,0	2	Inferior a graduado escolar o ESO
2010	18	Ribera Baja del Ebro	0-15	Mujer	6,0	0	Sin clasificar
2010	18	Ribera Baja del Ebro	16-64	Hombre	26,0	0	Sin clasificar
2010	18	Ribera Baja del Ebro	16-64	Hombre	9,0	3	Graduado escolar o ESO
2010	18	Ribera Baja del Ebro	16-64	Hombre	28,0	4	BUP, Bachiller, LOGSE ó superior
2010	18	Ribera Baja del Ebro	16-64	Mujer	24,0	0	Sin clasificar
2010	18	Ribera Baja del Ebro	16-64	Mujer	1,0	2	Inferior a graduado escolar o ESO
2010	18	Ribera Baja del Ebro	16-64	Mujer	12,0	3	Graduado escolar o ESO
2010	18	Ribera Baja del Ebro	16-64	Mujer	16,0	4	BUP, Bachiller, LOGSE ó superior
2010	18	Ribera Baja del Ebro	65 y más	Hombre	28,0	0	Sin clasificar
2010	18	Ribera Baja del Ebro	65 y más	Hombre	6,0	2	Inferior a graduado escolar o ESO
2010	18	Ribera Baja del Ebro	65 y más	Hombre	13,0	3	Graduado escolar o ESO
2010	18	Ribera Baja del Ebro	65 y más	Hombre	8,0	4	BUP, Bachiller, LOGSE ó superior
2010	18	Ribera Baja del Ebro	65 y más	Mujer	29,0	0	Sin clasificar
2010	18	Ribera Baja del Ebro	65 y más	Mujer	10,0	2	Inferior a graduado escolar o ESO
2010	18	Ribera Baja del Ebro	65 y más	Mujer	13,0	3	Graduado escolar o ESO
2010	18	Ribera Baja del Ebro	65 y más	Mujer	7,0	4	BUP, Bachiller, LOGSE ó superior
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Hombre	4,0	0	Sin clasificar
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Hombre	1,0	2	Inferior a graduado escolar o ESO
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Hombre	1,0	3	Graduado escolar o ESO
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Mujer	7,0	0	Sin clasificar
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Mujer	1,0	1	No sabe leer ni escribir
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Mujer	1,0	2	Inferior a graduado escolar o ESO
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Mujer	1,0	3	Graduado escolar o ESO
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Hombre	21,0	0	Sin clasificar
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Hombre	8,0	2	Inferior a graduado escolar o ESO
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Hombre	11,0	3	Graduado escolar o ESO
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Hombre	20,0	4	BUP, Bachiller, LOGSE ó superior
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Mujer	14,0	0	Sin clasificar
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Mujer	4,0	2	Inferior a graduado escolar o ESO
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Mujer	16,0	3	Graduado escolar o ESO
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Mujer	23,0	4	BUP, Bachiller, LOGSE ó superior
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombre	27,0	0	Sin clasificar
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombre	10,0	2	Inferior a graduado escolar o ESO
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombre	4,0	3	Graduado escolar o ESO
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombre	4,0	4	BUP, Bachiller, LOGSE ó superior
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujer	29,0	0	Sin clasificar
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujer	1,0	1	No sabe leer ni escribir
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujer	6,0	2	Inferior a graduado escolar o ESO
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujer	13,0	3	Graduado escolar o ESO
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujer	6,0	4	BUP, Bachiller, LOGSE ó superior
2010	20	Comunidad de Calatayud	0-15	Hombre	41,0	0	Sin clasificar
2010	20	Comunidad de Calatayud	0-15	Hombre	2,0	1	No sabe leer ni escribir
2010	20	Comunidad de Calatayud	0-15	Hombre	4,0	2	Inferior a graduado escolar o ESO
2010	20	Comunidad de Calatayud	0-15	Mujer	44,0	0	Sin clasificar
2010	20	Comunidad de Calatayud	0-15	Mujer	1,0	1	No sabe leer ni escribir
2010	20	Comunidad de Calatayud	0-15	Mujer	4,0	2	Inferior a graduado escolar o ESO
2010	20	Comunidad de Calatayud	0-15	Mujer	1,0	3	Graduado escolar o ESO
2010	20	Comunidad de Calatayud	16-64	Hombre	71,0	0	Sin clasificar
2010	20	Comunidad de Calatayud	16-64	Hombre	11,0	2	Inferior a graduado escolar o ESO
2010	20	Comunidad de Calatayud	16-64	Hombre	45,0	3	Graduado escolar o ESO
2010	20	Comunidad de Calatayud	16-64	Hombre	76,0	4	BUP, Bachiller, LOGSE ó superior
2010	20	Comunidad de Calatayud	16-64	Mujer	64,0	0	Sin clasificar
2010	20	Comunidad de Calatayud	16-64	Mujer	8,0	2	Inferior a graduado escolar o ESO
2010	20	Comunidad de Calatayud	16-64	Mujer	41,0	3	Graduado escolar o ESO
2010	20	Comunidad de Calatayud	16-64	Mujer	76,0	4	BUP, Bachiller, LOGSE ó superior
2010	20	Comunidad de Calatayud	65 y más	Hombre	35,0	0	Sin clasificar
2010	20	Comunidad de Calatayud	65 y más	Hombre	13,0	2	Inferior a graduado escolar o ESO
2010	20	Comunidad de Calatayud	65 y más	Hombre	38,0	3	Graduado escolar o ESO
2010	20	Comunidad de Calatayud	65 y más	Hombre	21,0	4	BUP, Bachiller, LOGSE ó superior
2010	20	Comunidad de Calatayud	65 y más	Mujer	68,0	0	Sin clasificar
2010	20	Comunidad de Calatayud	65 y más	Mujer	25,0	2	Inferior a graduado escolar o ESO
2010	20	Comunidad de Calatayud	65 y más	Mujer	43,0	3	Graduado escolar o ESO
2010	20	Comunidad de Calatayud	65 y más	Mujer	19,0	4	BUP, Bachiller, LOGSE ó superior
2010	21	Campo de Cariñena	0-15	Hombre	1,0	0	Sin clasificar
2010	21	Campo de Cariñena	0-15	Hombre	1,0	1	No sabe leer ni escribir
2010	21	Campo de Cariñena	0-15	Mujer	5,0	0	Sin clasificar
2010	21	Campo de Cariñena	0-15	Mujer	2,0	2	Inferior a graduado escolar o ESO
2010	21	Campo de Cariñena	0-15	Mujer	1,0	3	Graduado escolar o ESO
2010	21	Campo de Cariñena	16-64	Hombre	10,0	0	Sin clasificar
2010	21	Campo de Cariñena	16-64	Hombre	4,0	2	Inferior a graduado escolar o ESO
2010	21	Campo de Cariñena	16-64	Hombre	9,0	3	Graduado escolar o ESO
2010	21	Campo de Cariñena	16-64	Hombre	18,0	4	BUP, Bachiller, LOGSE ó superior
2010	21	Campo de Cariñena	16-64	Mujer	11,0	0	Sin clasificar
2010	21	Campo de Cariñena	16-64	Mujer	7,0	2	Inferior a graduado escolar o ESO
2010	21	Campo de Cariñena	16-64	Mujer	10,0	3	Graduado escolar o ESO
2010	21	Campo de Cariñena	16-64	Mujer	20,0	4	BUP, Bachiller, LOGSE ó superior
2010	21	Campo de Cariñena	65 y más	Hombre	19,0	0	Sin clasificar
2010	21	Campo de Cariñena	65 y más	Hombre	3,0	2	Inferior a graduado escolar o ESO
2010	21	Campo de Cariñena	65 y más	Hombre	6,0	3	Graduado escolar o ESO
2010	21	Campo de Cariñena	65 y más	Hombre	6,0	4	BUP, Bachiller, LOGSE ó superior
2010	21	Campo de Cariñena	65 y más	Mujer	18,0	0	Sin clasificar
2010	21	Campo de Cariñena	65 y más	Mujer	6,0	2	Inferior a graduado escolar o ESO
2010	21	Campo de Cariñena	65 y más	Mujer	12,0	3	Graduado escolar o ESO
2010	21	Campo de Cariñena	65 y más	Mujer	4,0	4	BUP, Bachiller, LOGSE ó superior
2010	22	Campo de Belchite	0-15	Hombre	5,0	0	Sin clasificar
2010	22	Campo de Belchite	0-15	Hombre	1,0	2	Inferior a graduado escolar o ESO
2010	22	Campo de Belchite	0-15	Mujer	2,0	0	Sin clasificar
2010	22	Campo de Belchite	0-15	Mujer	2,0	2	Inferior a graduado escolar o ESO
2010	22	Campo de Belchite	16-64	Hombre	9,0	0	Sin clasificar
2010	22	Campo de Belchite	16-64	Hombre	2,0	2	Inferior a graduado escolar o ESO
2010	22	Campo de Belchite	16-64	Hombre	10,0	3	Graduado escolar o ESO
2010	22	Campo de Belchite	16-64	Hombre	16,0	4	BUP, Bachiller, LOGSE ó superior
2010	22	Campo de Belchite	16-64	Mujer	15,0	0	Sin clasificar
2010	22	Campo de Belchite	16-64	Mujer	2,0	2	Inferior a graduado escolar o ESO
2010	22	Campo de Belchite	16-64	Mujer	15,0	3	Graduado escolar o ESO
2010	22	Campo de Belchite	16-64	Mujer	24,0	4	BUP, Bachiller, LOGSE ó superior
2010	22	Campo de Belchite	65 y más	Hombre	22,0	0	Sin clasificar
2010	22	Campo de Belchite	65 y más	Hombre	11,0	2	Inferior a graduado escolar o ESO
2010	22	Campo de Belchite	65 y más	Hombre	14,0	3	Graduado escolar o ESO
2010	22	Campo de Belchite	65 y más	Hombre	6,0	4	BUP, Bachiller, LOGSE ó superior
2010	22	Campo de Belchite	65 y más	Mujer	19,0	0	Sin clasificar
2010	22	Campo de Belchite	65 y más	Mujer	3,0	2	Inferior a graduado escolar o ESO
2010	22	Campo de Belchite	65 y más	Mujer	13,0	3	Graduado escolar o ESO
2010	22	Campo de Belchite	65 y más	Mujer	3,0	4	BUP, Bachiller, LOGSE ó superior
2010	23	Bajo Martín	0-15	Hombre	2,0	0	Sin clasificar
2010	23	Bajo Martín	0-15	Hombre	1,0	2	Inferior a graduado escolar o ESO
2010	23	Bajo Martín	0-15	Mujer	5,0	0	Sin clasificar
2010	23	Bajo Martín	0-15	Mujer	1,0	2	Inferior a graduado escolar o ESO
2010	23	Bajo Martín	0-15	Mujer	1,0	3	Graduado escolar o ESO
2010	23	Bajo Martín	16-64	Hombre	10,0	0	Sin clasificar
2010	23	Bajo Martín	16-64	Hombre	1,0	2	Inferior a graduado escolar o ESO
2010	23	Bajo Martín	16-64	Hombre	8,0	3	Graduado escolar o ESO
2010	23	Bajo Martín	16-64	Hombre	7,0	4	BUP, Bachiller, LOGSE ó superior
2010	23	Bajo Martín	16-64	Mujer	8,0	0	Sin clasificar
2010	23	Bajo Martín	16-64	Mujer	2,0	2	Inferior a graduado escolar o ESO
2010	23	Bajo Martín	16-64	Mujer	8,0	3	Graduado escolar o ESO
2010	23	Bajo Martín	16-64	Mujer	11,0	4	BUP, Bachiller, LOGSE ó superior
2010	23	Bajo Martín	65 y más	Hombre	23,0	0	Sin clasificar
2010	23	Bajo Martín	65 y más	Hombre	7,0	2	Inferior a graduado escolar o ESO
2010	23	Bajo Martín	65 y más	Hombre	13,0	3	Graduado escolar o ESO
2010	23	Bajo Martín	65 y más	Hombre	5,0	4	BUP, Bachiller, LOGSE ó superior
2010	23	Bajo Martín	65 y más	Mujer	18,0	0	Sin clasificar
2010	23	Bajo Martín	65 y más	Mujer	11,0	2	Inferior a graduado escolar o ESO
2010	23	Bajo Martín	65 y más	Mujer	9,0	3	Graduado escolar o ESO
2010	23	Bajo Martín	65 y más	Mujer	5,0	4	BUP, Bachiller, LOGSE ó superior
2010	24	Campo de Daroca	0-15	Hombre	11,0	0	Sin clasificar
2010	24	Campo de Daroca	0-15	Hombre	1,0	2	Inferior a graduado escolar o ESO
2010	24	Campo de Daroca	0-15	Mujer	4,0	0	Sin clasificar
2010	24	Campo de Daroca	0-15	Mujer	1,0	2	Inferior a graduado escolar o ESO
2010	24	Campo de Daroca	0-15	Mujer	1,0	3	Graduado escolar o ESO
2010	24	Campo de Daroca	16-64	Hombre	16,0	0	Sin clasificar
2010	24	Campo de Daroca	16-64	Hombre	2,0	2	Inferior a graduado escolar o ESO
2010	24	Campo de Daroca	16-64	Hombre	12,0	3	Graduado escolar o ESO
2010	24	Campo de Daroca	16-64	Hombre	12,0	4	BUP, Bachiller, LOGSE ó superior
2010	24	Campo de Daroca	16-64	Mujer	23,0	0	Sin clasificar
2010	24	Campo de Daroca	16-64	Mujer	2,0	2	Inferior a graduado escolar o ESO
2010	24	Campo de Daroca	16-64	Mujer	11,0	3	Graduado escolar o ESO
2010	24	Campo de Daroca	16-64	Mujer	16,0	4	BUP, Bachiller, LOGSE ó superior
2010	24	Campo de Daroca	65 y más	Hombre	17,0	0	Sin clasificar
2010	24	Campo de Daroca	65 y más	Hombre	3,0	2	Inferior a graduado escolar o ESO
2010	24	Campo de Daroca	65 y más	Hombre	10,0	3	Graduado escolar o ESO
2010	24	Campo de Daroca	65 y más	Hombre	3,0	4	BUP, Bachiller, LOGSE ó superior
2010	24	Campo de Daroca	65 y más	Mujer	20,0	0	Sin clasificar
2010	24	Campo de Daroca	65 y más	Mujer	3,0	2	Inferior a graduado escolar o ESO
2010	24	Campo de Daroca	65 y más	Mujer	8,0	3	Graduado escolar o ESO
2010	24	Campo de Daroca	65 y más	Mujer	1,0	4	BUP, Bachiller, LOGSE ó superior
2010	25	Jiloca	0-15	Hombre	5,0	0	Sin clasificar
2010	25	Jiloca	0-15	Hombre	1,0	1	No sabe leer ni escribir
2010	25	Jiloca	0-15	Hombre	2,0	2	Inferior a graduado escolar o ESO
2010	25	Jiloca	0-15	Mujer	8,0	0	Sin clasificar
2010	25	Jiloca	0-15	Mujer	3,0	2	Inferior a graduado escolar o ESO
2010	25	Jiloca	16-64	Hombre	25,0	0	Sin clasificar
2010	25	Jiloca	16-64	Hombre	4,0	2	Inferior a graduado escolar o ESO
2010	25	Jiloca	16-64	Hombre	12,0	3	Graduado escolar o ESO
2010	25	Jiloca	16-64	Hombre	20,0	4	BUP, Bachiller, LOGSE ó superior
2010	25	Jiloca	16-64	Mujer	23,0	0	Sin clasificar
2010	25	Jiloca	16-64	Mujer	2,0	2	Inferior a graduado escolar o ESO
2010	25	Jiloca	16-64	Mujer	12,0	3	Graduado escolar o ESO
2010	25	Jiloca	16-64	Mujer	30,0	4	BUP, Bachiller, LOGSE ó superior
2010	25	Jiloca	65 y más	Hombre	28,0	0	Sin clasificar
2010	25	Jiloca	65 y más	Hombre	1,0	1	No sabe leer ni escribir
2010	25	Jiloca	65 y más	Hombre	12,0	2	Inferior a graduado escolar o ESO
2010	25	Jiloca	65 y más	Hombre	11,0	3	Graduado escolar o ESO
2010	25	Jiloca	65 y más	Hombre	10,0	4	BUP, Bachiller, LOGSE ó superior
2010	25	Jiloca	65 y más	Mujer	21,0	0	Sin clasificar
2010	25	Jiloca	65 y más	Mujer	1,0	1	No sabe leer ni escribir
2010	25	Jiloca	65 y más	Mujer	9,0	2	Inferior a graduado escolar o ESO
2010	25	Jiloca	65 y más	Mujer	8,0	3	Graduado escolar o ESO
2010	25	Jiloca	65 y más	Mujer	8,0	4	BUP, Bachiller, LOGSE ó superior
2010	26	Cuencas Mineras	0-15	Hombre	8,0	0	Sin clasificar
2010	26	Cuencas Mineras	0-15	Hombre	1,0	2	Inferior a graduado escolar o ESO
2010	26	Cuencas Mineras	0-15	Mujer	9,0	0	Sin clasificar
2010	26	Cuencas Mineras	0-15	Mujer	2,0	2	Inferior a graduado escolar o ESO
2010	26	Cuencas Mineras	16-64	Hombre	27,0	0	Sin clasificar
2010	26	Cuencas Mineras	16-64	Hombre	4,0	2	Inferior a graduado escolar o ESO
2010	26	Cuencas Mineras	16-64	Hombre	26,0	3	Graduado escolar o ESO
2010	26	Cuencas Mineras	16-64	Hombre	35,0	4	BUP, Bachiller, LOGSE ó superior
2010	26	Cuencas Mineras	16-64	Mujer	30,0	0	Sin clasificar
2010	26	Cuencas Mineras	16-64	Mujer	1,0	1	No sabe leer ni escribir
2010	26	Cuencas Mineras	16-64	Mujer	6,0	2	Inferior a graduado escolar o ESO
2010	26	Cuencas Mineras	16-64	Mujer	18,0	3	Graduado escolar o ESO
2010	26	Cuencas Mineras	16-64	Mujer	25,0	4	BUP, Bachiller, LOGSE ó superior
2010	26	Cuencas Mineras	65 y más	Hombre	25,0	0	Sin clasificar
2010	26	Cuencas Mineras	65 y más	Hombre	9,0	2	Inferior a graduado escolar o ESO
2010	26	Cuencas Mineras	65 y más	Hombre	25,0	3	Graduado escolar o ESO
2010	26	Cuencas Mineras	65 y más	Hombre	10,0	4	BUP, Bachiller, LOGSE ó superior
2010	26	Cuencas Mineras	65 y más	Mujer	29,0	0	Sin clasificar
2010	26	Cuencas Mineras	65 y más	Mujer	9,0	2	Inferior a graduado escolar o ESO
2010	26	Cuencas Mineras	65 y más	Mujer	30,0	3	Graduado escolar o ESO
2010	26	Cuencas Mineras	65 y más	Mujer	11,0	4	BUP, Bachiller, LOGSE ó superior
2010	27	Andorra-Sierra de Arcos	0-15	Hombre	9,0	0	Sin clasificar
2010	27	Andorra-Sierra de Arcos	0-15	Hombre	2,0	2	Inferior a graduado escolar o ESO
2010	27	Andorra-Sierra de Arcos	0-15	Mujer	10,0	0	Sin clasificar
2010	27	Andorra-Sierra de Arcos	0-15	Mujer	1,0	2	Inferior a graduado escolar o ESO
2010	27	Andorra-Sierra de Arcos	16-64	Hombre	15,0	0	Sin clasificar
2010	27	Andorra-Sierra de Arcos	16-64	Hombre	8,0	2	Inferior a graduado escolar o ESO
2010	27	Andorra-Sierra de Arcos	16-64	Hombre	21,0	3	Graduado escolar o ESO
2010	27	Andorra-Sierra de Arcos	16-64	Hombre	32,0	4	BUP, Bachiller, LOGSE ó superior
2010	27	Andorra-Sierra de Arcos	16-64	Mujer	23,0	0	Sin clasificar
2010	27	Andorra-Sierra de Arcos	16-64	Mujer	4,0	2	Inferior a graduado escolar o ESO
2010	27	Andorra-Sierra de Arcos	16-64	Mujer	20,0	3	Graduado escolar o ESO
2010	27	Andorra-Sierra de Arcos	16-64	Mujer	26,0	4	BUP, Bachiller, LOGSE ó superior
2010	27	Andorra-Sierra de Arcos	65 y más	Hombre	8,0	0	Sin clasificar
2010	27	Andorra-Sierra de Arcos	65 y más	Hombre	10,0	2	Inferior a graduado escolar o ESO
2010	27	Andorra-Sierra de Arcos	65 y más	Hombre	19,0	3	Graduado escolar o ESO
2010	27	Andorra-Sierra de Arcos	65 y más	Hombre	2,0	4	BUP, Bachiller, LOGSE ó superior
2010	27	Andorra-Sierra de Arcos	65 y más	Mujer	20,0	0	Sin clasificar
2010	27	Andorra-Sierra de Arcos	65 y más	Mujer	8,0	2	Inferior a graduado escolar o ESO
2010	27	Andorra-Sierra de Arcos	65 y más	Mujer	17,0	3	Graduado escolar o ESO
2010	27	Andorra-Sierra de Arcos	65 y más	Mujer	1,0	4	BUP, Bachiller, LOGSE ó superior
2010	28	Bajo Aragón	0-15	Hombre	17,0	0	Sin clasificar
2010	28	Bajo Aragón	0-15	Hombre	2,0	2	Inferior a graduado escolar o ESO
2010	28	Bajo Aragón	0-15	Hombre	1,0	3	Graduado escolar o ESO
2010	28	Bajo Aragón	0-15	Mujer	19,0	0	Sin clasificar
2010	28	Bajo Aragón	0-15	Mujer	3,0	2	Inferior a graduado escolar o ESO
2010	28	Bajo Aragón	16-64	Hombre	52,0	0	Sin clasificar
2010	28	Bajo Aragón	16-64	Hombre	4,0	2	Inferior a graduado escolar o ESO
2010	28	Bajo Aragón	16-64	Hombre	27,0	3	Graduado escolar o ESO
2010	28	Bajo Aragón	16-64	Hombre	76,0	4	BUP, Bachiller, LOGSE ó superior
2010	28	Bajo Aragón	16-64	Mujer	48,0	0	Sin clasificar
2010	28	Bajo Aragón	16-64	Mujer	5,0	2	Inferior a graduado escolar o ESO
2010	28	Bajo Aragón	16-64	Mujer	41,0	3	Graduado escolar o ESO
2010	28	Bajo Aragón	16-64	Mujer	80,0	4	BUP, Bachiller, LOGSE ó superior
2010	28	Bajo Aragón	65 y más	Hombre	65,0	0	Sin clasificar
2010	28	Bajo Aragón	65 y más	Hombre	21,0	2	Inferior a graduado escolar o ESO
2010	28	Bajo Aragón	65 y más	Hombre	38,0	3	Graduado escolar o ESO
2010	28	Bajo Aragón	65 y más	Hombre	18,0	4	BUP, Bachiller, LOGSE ó superior
2010	28	Bajo Aragón	65 y más	Mujer	75,0	0	Sin clasificar
2010	28	Bajo Aragón	65 y más	Mujer	34,0	2	Inferior a graduado escolar o ESO
2010	28	Bajo Aragón	65 y más	Mujer	36,0	3	Graduado escolar o ESO
2010	28	Bajo Aragón	65 y más	Mujer	22,0	4	BUP, Bachiller, LOGSE ó superior
2010	29	Comunidad de Teruel	0-15	Hombre	64,0	0	Sin clasificar
2010	29	Comunidad de Teruel	0-15	Hombre	14,0	2	Inferior a graduado escolar o ESO
2010	29	Comunidad de Teruel	0-15	Hombre	4,0	3	Graduado escolar o ESO
2010	29	Comunidad de Teruel	0-15	Mujer	64,0	0	Sin clasificar
2010	29	Comunidad de Teruel	0-15	Mujer	6,0	2	Inferior a graduado escolar o ESO
2010	29	Comunidad de Teruel	16-64	Hombre	129,0	0	Sin clasificar
2010	29	Comunidad de Teruel	16-64	Hombre	17,0	2	Inferior a graduado escolar o ESO
2010	29	Comunidad de Teruel	16-64	Hombre	73,0	3	Graduado escolar o ESO
2010	29	Comunidad de Teruel	16-64	Hombre	131,0	4	BUP, Bachiller, LOGSE ó superior
2010	29	Comunidad de Teruel	16-64	Mujer	105,0	0	Sin clasificar
2010	29	Comunidad de Teruel	16-64	Mujer	1,0	1	No sabe leer ni escribir
2010	29	Comunidad de Teruel	16-64	Mujer	18,0	2	Inferior a graduado escolar o ESO
2010	29	Comunidad de Teruel	16-64	Mujer	80,0	3	Graduado escolar o ESO
2010	29	Comunidad de Teruel	16-64	Mujer	144,0	4	BUP, Bachiller, LOGSE ó superior
2010	29	Comunidad de Teruel	65 y más	Hombre	78,0	0	Sin clasificar
2010	29	Comunidad de Teruel	65 y más	Hombre	1,0	1	No sabe leer ni escribir
2010	29	Comunidad de Teruel	65 y más	Hombre	21,0	2	Inferior a graduado escolar o ESO
2010	29	Comunidad de Teruel	65 y más	Hombre	48,0	3	Graduado escolar o ESO
2010	29	Comunidad de Teruel	65 y más	Hombre	48,0	4	BUP, Bachiller, LOGSE ó superior
2010	29	Comunidad de Teruel	65 y más	Mujer	83,0	0	Sin clasificar
2010	29	Comunidad de Teruel	65 y más	Mujer	19,0	2	Inferior a graduado escolar o ESO
2010	29	Comunidad de Teruel	65 y más	Mujer	55,0	3	Graduado escolar o ESO
2010	29	Comunidad de Teruel	65 y más	Mujer	30,0	4	BUP, Bachiller, LOGSE ó superior
2010	30	Maestrazgo	0-15	Hombre	1,0	0	Sin clasificar
2010	30	Maestrazgo	0-15	Hombre	3,0	2	Inferior a graduado escolar o ESO
