Año	Inscripción comarca código	Inscripción comarca nombre	Edad (grandes grupos)	Sexo	Personas	Nivel de estudios Código	Nivel de estudios Nombre
2014	23	Bajo Martín	16-64	Mujer	10,0	3	Graduado escolar o ESO
2014	23	Bajo Martín	16-64	Mujer	21,0	4	BUP, Bachiller, LOGSE ó superior
2014	23	Bajo Martín	65 y más	Hombre	15,0	0	Sin clasificar
2014	23	Bajo Martín	65 y más	Hombre	6,0	2	Inferior a graduado escolar o ESO
2014	23	Bajo Martín	65 y más	Hombre	12,0	3	Graduado escolar o ESO
2014	23	Bajo Martín	65 y más	Hombre	7,0	4	BUP, Bachiller, LOGSE ó superior
2014	23	Bajo Martín	65 y más	Mujer	14,0	0	Sin clasificar
2014	23	Bajo Martín	65 y más	Mujer	13,0	2	Inferior a graduado escolar o ESO
2014	23	Bajo Martín	65 y más	Mujer	11,0	3	Graduado escolar o ESO
2014	23	Bajo Martín	65 y más	Mujer	7,0	4	BUP, Bachiller, LOGSE ó superior
2014	24	Campo de Daroca	0-15	Hombre	12,0	0	Sin clasificar
2014	24	Campo de Daroca	0-15	Hombre	3,0	2	Inferior a graduado escolar o ESO
2014	24	Campo de Daroca	0-15	Hombre	1,0	3	Graduado escolar o ESO
2014	24	Campo de Daroca	0-15	Mujer	5,0	0	Sin clasificar
2014	24	Campo de Daroca	0-15	Mujer	1,0	2	Inferior a graduado escolar o ESO
2014	24	Campo de Daroca	0-15	Mujer	1,0	3	Graduado escolar o ESO
2014	24	Campo de Daroca	16-64	Hombre	16,0	0	Sin clasificar
2014	24	Campo de Daroca	16-64	Hombre	2,0	2	Inferior a graduado escolar o ESO
2014	24	Campo de Daroca	16-64	Hombre	12,0	3	Graduado escolar o ESO
2014	24	Campo de Daroca	16-64	Hombre	22,0	4	BUP, Bachiller, LOGSE ó superior
2014	24	Campo de Daroca	16-64	Mujer	24,0	0	Sin clasificar
2014	24	Campo de Daroca	16-64	Mujer	2,0	2	Inferior a graduado escolar o ESO
2014	24	Campo de Daroca	16-64	Mujer	12,0	3	Graduado escolar o ESO
2014	24	Campo de Daroca	16-64	Mujer	28,0	4	BUP, Bachiller, LOGSE ó superior
2014	24	Campo de Daroca	65 y más	Hombre	18,0	0	Sin clasificar
2014	24	Campo de Daroca	65 y más	Hombre	2,0	2	Inferior a graduado escolar o ESO
2014	24	Campo de Daroca	65 y más	Hombre	11,0	3	Graduado escolar o ESO
2014	24	Campo de Daroca	65 y más	Hombre	3,0	4	BUP, Bachiller, LOGSE ó superior
2014	24	Campo de Daroca	65 y más	Mujer	14,0	0	Sin clasificar
2014	24	Campo de Daroca	65 y más	Mujer	1,0	2	Inferior a graduado escolar o ESO
2014	24	Campo de Daroca	65 y más	Mujer	8,0	3	Graduado escolar o ESO
2014	24	Campo de Daroca	65 y más	Mujer	1,0	4	BUP, Bachiller, LOGSE ó superior
2014	25	Jiloca	0-15	Hombre	8,0	0	Sin clasificar
2014	25	Jiloca	0-15	Hombre	1,0	2	Inferior a graduado escolar o ESO
2014	25	Jiloca	0-15	Hombre	2,0	3	Graduado escolar o ESO
2014	25	Jiloca	0-15	Mujer	10,0	0	Sin clasificar
2014	25	Jiloca	0-15	Mujer	1,0	2	Inferior a graduado escolar o ESO
2014	25	Jiloca	0-15	Mujer	1,0	4	BUP, Bachiller, LOGSE ó superior
2014	25	Jiloca	16-64	Hombre	23,0	0	Sin clasificar
2014	25	Jiloca	16-64	Hombre	1,0	1	No sabe leer ni escribir
2014	25	Jiloca	16-64	Hombre	3,0	2	Inferior a graduado escolar o ESO
2014	25	Jiloca	16-64	Hombre	15,0	3	Graduado escolar o ESO
2014	25	Jiloca	16-64	Hombre	32,0	4	BUP, Bachiller, LOGSE ó superior
2014	25	Jiloca	16-64	Mujer	24,0	0	Sin clasificar
2014	25	Jiloca	16-64	Mujer	2,0	2	Inferior a graduado escolar o ESO
2014	25	Jiloca	16-64	Mujer	16,0	3	Graduado escolar o ESO
2014	25	Jiloca	16-64	Mujer	41,0	4	BUP, Bachiller, LOGSE ó superior
2014	25	Jiloca	65 y más	Hombre	29,0	0	Sin clasificar
2014	25	Jiloca	65 y más	Hombre	1,0	1	No sabe leer ni escribir
2014	25	Jiloca	65 y más	Hombre	12,0	2	Inferior a graduado escolar o ESO
2014	25	Jiloca	65 y más	Hombre	13,0	3	Graduado escolar o ESO
2014	25	Jiloca	65 y más	Hombre	11,0	4	BUP, Bachiller, LOGSE ó superior
2014	25	Jiloca	65 y más	Mujer	23,0	0	Sin clasificar
2014	25	Jiloca	65 y más	Mujer	1,0	1	No sabe leer ni escribir
2014	25	Jiloca	65 y más	Mujer	8,0	2	Inferior a graduado escolar o ESO
2014	25	Jiloca	65 y más	Mujer	11,0	3	Graduado escolar o ESO
2014	25	Jiloca	65 y más	Mujer	12,0	4	BUP, Bachiller, LOGSE ó superior
2014	26	Cuencas Mineras	0-15	Hombre	12,0	0	Sin clasificar
2014	26	Cuencas Mineras	0-15	Hombre	2,0	2	Inferior a graduado escolar o ESO
2014	26	Cuencas Mineras	0-15	Hombre	2,0	3	Graduado escolar o ESO
2014	26	Cuencas Mineras	0-15	Mujer	12,0	0	Sin clasificar
2014	26	Cuencas Mineras	0-15	Mujer	1,0	2	Inferior a graduado escolar o ESO
2014	26	Cuencas Mineras	0-15	Mujer	1,0	3	Graduado escolar o ESO
2014	26	Cuencas Mineras	16-64	Hombre	36,0	0	Sin clasificar
2014	26	Cuencas Mineras	16-64	Hombre	5,0	2	Inferior a graduado escolar o ESO
2014	26	Cuencas Mineras	16-64	Hombre	29,0	3	Graduado escolar o ESO
2014	26	Cuencas Mineras	16-64	Hombre	50,0	4	BUP, Bachiller, LOGSE ó superior
2014	26	Cuencas Mineras	16-64	Mujer	42,0	0	Sin clasificar
2014	26	Cuencas Mineras	16-64	Mujer	1,0	1	No sabe leer ni escribir
2014	26	Cuencas Mineras	16-64	Mujer	4,0	2	Inferior a graduado escolar o ESO
2014	26	Cuencas Mineras	16-64	Mujer	18,0	3	Graduado escolar o ESO
2014	26	Cuencas Mineras	16-64	Mujer	45,0	4	BUP, Bachiller, LOGSE ó superior
2014	26	Cuencas Mineras	65 y más	Hombre	18,0	0	Sin clasificar
2014	26	Cuencas Mineras	65 y más	Hombre	11,0	2	Inferior a graduado escolar o ESO
2014	26	Cuencas Mineras	65 y más	Hombre	26,0	3	Graduado escolar o ESO
2014	26	Cuencas Mineras	65 y más	Hombre	19,0	4	BUP, Bachiller, LOGSE ó superior
2014	26	Cuencas Mineras	65 y más	Mujer	27,0	0	Sin clasificar
2014	26	Cuencas Mineras	65 y más	Mujer	10,0	2	Inferior a graduado escolar o ESO
2014	26	Cuencas Mineras	65 y más	Mujer	36,0	3	Graduado escolar o ESO
2014	26	Cuencas Mineras	65 y más	Mujer	14,0	4	BUP, Bachiller, LOGSE ó superior
2014	27	Andorra-Sierra de Arcos	0-15	Hombre	8,0	0	Sin clasificar
2014	27	Andorra-Sierra de Arcos	0-15	Hombre	2,0	2	Inferior a graduado escolar o ESO
2014	27	Andorra-Sierra de Arcos	0-15	Mujer	13,0	0	Sin clasificar
2014	27	Andorra-Sierra de Arcos	16-64	Hombre	17,0	0	Sin clasificar
2014	27	Andorra-Sierra de Arcos	16-64	Hombre	4,0	2	Inferior a graduado escolar o ESO
2014	27	Andorra-Sierra de Arcos	16-64	Hombre	28,0	3	Graduado escolar o ESO
2014	27	Andorra-Sierra de Arcos	16-64	Hombre	37,0	4	BUP, Bachiller, LOGSE ó superior
2014	27	Andorra-Sierra de Arcos	16-64	Mujer	22,0	0	Sin clasificar
2014	27	Andorra-Sierra de Arcos	16-64	Mujer	6,0	2	Inferior a graduado escolar o ESO
2014	27	Andorra-Sierra de Arcos	16-64	Mujer	20,0	3	Graduado escolar o ESO
2014	27	Andorra-Sierra de Arcos	16-64	Mujer	36,0	4	BUP, Bachiller, LOGSE ó superior
2014	27	Andorra-Sierra de Arcos	65 y más	Hombre	10,0	0	Sin clasificar
2014	27	Andorra-Sierra de Arcos	65 y más	Hombre	11,0	2	Inferior a graduado escolar o ESO
2014	27	Andorra-Sierra de Arcos	65 y más	Hombre	21,0	3	Graduado escolar o ESO
2014	27	Andorra-Sierra de Arcos	65 y más	Hombre	7,0	4	BUP, Bachiller, LOGSE ó superior
2014	27	Andorra-Sierra de Arcos	65 y más	Mujer	21,0	0	Sin clasificar
2014	27	Andorra-Sierra de Arcos	65 y más	Mujer	9,0	2	Inferior a graduado escolar o ESO
2014	27	Andorra-Sierra de Arcos	65 y más	Mujer	16,0	3	Graduado escolar o ESO
2014	27	Andorra-Sierra de Arcos	65 y más	Mujer	3,0	4	BUP, Bachiller, LOGSE ó superior
2014	28	Bajo Aragón	0-15	Hombre	30,0	0	Sin clasificar
2014	28	Bajo Aragón	0-15	Hombre	3,0	2	Inferior a graduado escolar o ESO
2014	28	Bajo Aragón	0-15	Hombre	2,0	3	Graduado escolar o ESO
2014	28	Bajo Aragón	0-15	Mujer	35,0	0	Sin clasificar
2014	28	Bajo Aragón	0-15	Mujer	5,0	2	Inferior a graduado escolar o ESO
2014	28	Bajo Aragón	0-15	Mujer	5,0	3	Graduado escolar o ESO
2014	28	Bajo Aragón	16-64	Hombre	87,0	0	Sin clasificar
2014	28	Bajo Aragón	16-64	Hombre	1,0	1	No sabe leer ni escribir
2014	28	Bajo Aragón	16-64	Hombre	10,0	2	Inferior a graduado escolar o ESO
2014	28	Bajo Aragón	16-64	Hombre	47,0	3	Graduado escolar o ESO
2014	28	Bajo Aragón	16-64	Hombre	122,0	4	BUP, Bachiller, LOGSE ó superior
2014	28	Bajo Aragón	16-64	Mujer	77,0	0	Sin clasificar
2014	28	Bajo Aragón	16-64	Mujer	7,0	2	Inferior a graduado escolar o ESO
2014	28	Bajo Aragón	16-64	Mujer	49,0	3	Graduado escolar o ESO
2014	28	Bajo Aragón	16-64	Mujer	140,0	4	BUP, Bachiller, LOGSE ó superior
2014	28	Bajo Aragón	65 y más	Hombre	64,0	0	Sin clasificar
2014	28	Bajo Aragón	65 y más	Hombre	18,0	2	Inferior a graduado escolar o ESO
2014	28	Bajo Aragón	65 y más	Hombre	45,0	3	Graduado escolar o ESO
2014	28	Bajo Aragón	65 y más	Hombre	31,0	4	BUP, Bachiller, LOGSE ó superior
2014	28	Bajo Aragón	65 y más	Mujer	71,0	0	Sin clasificar
2014	28	Bajo Aragón	65 y más	Mujer	36,0	2	Inferior a graduado escolar o ESO
2014	28	Bajo Aragón	65 y más	Mujer	43,0	3	Graduado escolar o ESO
2014	28	Bajo Aragón	65 y más	Mujer	39,0	4	BUP, Bachiller, LOGSE ó superior
2014	29	Comunidad de Teruel	0-15	Hombre	79,0	0	Sin clasificar
2014	29	Comunidad de Teruel	0-15	Hombre	17,0	2	Inferior a graduado escolar o ESO
2014	29	Comunidad de Teruel	0-15	Hombre	2,0	3	Graduado escolar o ESO
2014	29	Comunidad de Teruel	0-15	Hombre	2,0	4	BUP, Bachiller, LOGSE ó superior
2014	29	Comunidad de Teruel	0-15	Mujer	70,0	0	Sin clasificar
2014	29	Comunidad de Teruel	0-15	Mujer	1,0	1	No sabe leer ni escribir
2014	29	Comunidad de Teruel	0-15	Mujer	12,0	2	Inferior a graduado escolar o ESO
2014	29	Comunidad de Teruel	0-15	Mujer	3,0	3	Graduado escolar o ESO
2014	29	Comunidad de Teruel	16-64	Hombre	158,0	0	Sin clasificar
2014	29	Comunidad de Teruel	16-64	Hombre	26,0	2	Inferior a graduado escolar o ESO
2014	29	Comunidad de Teruel	16-64	Hombre	92,0	3	Graduado escolar o ESO
2014	29	Comunidad de Teruel	16-64	Hombre	202,0	4	BUP, Bachiller, LOGSE ó superior
2014	29	Comunidad de Teruel	16-64	Mujer	122,0	0	Sin clasificar
2014	29	Comunidad de Teruel	16-64	Mujer	21,0	2	Inferior a graduado escolar o ESO
2014	29	Comunidad de Teruel	16-64	Mujer	91,0	3	Graduado escolar o ESO
2014	29	Comunidad de Teruel	16-64	Mujer	222,0	4	BUP, Bachiller, LOGSE ó superior
2014	29	Comunidad de Teruel	65 y más	Hombre	71,0	0	Sin clasificar
2014	29	Comunidad de Teruel	65 y más	Hombre	1,0	1	No sabe leer ni escribir
2014	29	Comunidad de Teruel	65 y más	Hombre	19,0	2	Inferior a graduado escolar o ESO
2014	29	Comunidad de Teruel	65 y más	Hombre	53,0	3	Graduado escolar o ESO
2014	29	Comunidad de Teruel	65 y más	Hombre	61,0	4	BUP, Bachiller, LOGSE ó superior
2014	29	Comunidad de Teruel	65 y más	Mujer	78,0	0	Sin clasificar
2014	29	Comunidad de Teruel	65 y más	Mujer	19,0	2	Inferior a graduado escolar o ESO
2014	29	Comunidad de Teruel	65 y más	Mujer	75,0	3	Graduado escolar o ESO
2014	29	Comunidad de Teruel	65 y más	Mujer	47,0	4	BUP, Bachiller, LOGSE ó superior
2014	30	Maestrazgo	0-15	Hombre	6,0	0	Sin clasificar
2014	30	Maestrazgo	0-15	Mujer	12,0	0	Sin clasificar
2014	30	Maestrazgo	0-15	Mujer	1,0	2	Inferior a graduado escolar o ESO
2014	30	Maestrazgo	0-15	Mujer	3,0	3	Graduado escolar o ESO
2014	30	Maestrazgo	16-64	Hombre	11,0	0	Sin clasificar
2014	30	Maestrazgo	16-64	Hombre	5,0	2	Inferior a graduado escolar o ESO
2014	30	Maestrazgo	16-64	Hombre	6,0	3	Graduado escolar o ESO
2014	30	Maestrazgo	16-64	Hombre	30,0	4	BUP, Bachiller, LOGSE ó superior
2014	30	Maestrazgo	16-64	Mujer	13,0	0	Sin clasificar
2014	30	Maestrazgo	16-64	Mujer	6,0	2	Inferior a graduado escolar o ESO
2014	30	Maestrazgo	16-64	Mujer	9,0	3	Graduado escolar o ESO
2014	30	Maestrazgo	16-64	Mujer	37,0	4	BUP, Bachiller, LOGSE ó superior
2014	30	Maestrazgo	65 y más	Hombre	19,0	0	Sin clasificar
2014	30	Maestrazgo	65 y más	Hombre	1,0	1	No sabe leer ni escribir
2014	30	Maestrazgo	65 y más	Hombre	8,0	2	Inferior a graduado escolar o ESO
2014	30	Maestrazgo	65 y más	Hombre	10,0	3	Graduado escolar o ESO
2014	30	Maestrazgo	65 y más	Hombre	14,0	4	BUP, Bachiller, LOGSE ó superior
2014	30	Maestrazgo	65 y más	Mujer	23,0	0	Sin clasificar
2014	30	Maestrazgo	65 y más	Mujer	10,0	2	Inferior a graduado escolar o ESO
2014	30	Maestrazgo	65 y más	Mujer	22,0	3	Graduado escolar o ESO
2014	30	Maestrazgo	65 y más	Mujer	9,0	4	BUP, Bachiller, LOGSE ó superior
2014	31	Sierra de Albarracín	0-15	Hombre	7,0	0	Sin clasificar
2014	31	Sierra de Albarracín	0-15	Hombre	2,0	1	No sabe leer ni escribir
2014	31	Sierra de Albarracín	0-15	Hombre	1,0	2	Inferior a graduado escolar o ESO
2014	31	Sierra de Albarracín	0-15	Mujer	10,0	0	Sin clasificar
2014	31	Sierra de Albarracín	0-15	Mujer	1,0	2	Inferior a graduado escolar o ESO
2014	31	Sierra de Albarracín	0-15	Mujer	1,0	3	Graduado escolar o ESO
2014	31	Sierra de Albarracín	16-64	Hombre	13,0	0	Sin clasificar
2014	31	Sierra de Albarracín	16-64	Hombre	4,0	2	Inferior a graduado escolar o ESO
2014	31	Sierra de Albarracín	16-64	Hombre	14,0	3	Graduado escolar o ESO
2014	31	Sierra de Albarracín	16-64	Hombre	20,0	4	BUP, Bachiller, LOGSE ó superior
2014	31	Sierra de Albarracín	16-64	Mujer	10,0	0	Sin clasificar
2014	31	Sierra de Albarracín	16-64	Mujer	1,0	1	No sabe leer ni escribir
2014	31	Sierra de Albarracín	16-64	Mujer	2,0	2	Inferior a graduado escolar o ESO
2014	31	Sierra de Albarracín	16-64	Mujer	4,0	3	Graduado escolar o ESO
2014	31	Sierra de Albarracín	16-64	Mujer	20,0	4	BUP, Bachiller, LOGSE ó superior
2014	31	Sierra de Albarracín	65 y más	Hombre	17,0	0	Sin clasificar
2014	31	Sierra de Albarracín	65 y más	Hombre	10,0	2	Inferior a graduado escolar o ESO
2014	31	Sierra de Albarracín	65 y más	Hombre	14,0	3	Graduado escolar o ESO
2014	31	Sierra de Albarracín	65 y más	Hombre	8,0	4	BUP, Bachiller, LOGSE ó superior
2014	31	Sierra de Albarracín	65 y más	Mujer	11,0	0	Sin clasificar
2014	31	Sierra de Albarracín	65 y más	Mujer	12,0	2	Inferior a graduado escolar o ESO
2014	31	Sierra de Albarracín	65 y más	Mujer	15,0	3	Graduado escolar o ESO
2014	31	Sierra de Albarracín	65 y más	Mujer	4,0	4	BUP, Bachiller, LOGSE ó superior
2014	32	Gúdar-Javalambre	0-15	Hombre	3,0	0	Sin clasificar
2014	32	Gúdar-Javalambre	0-15	Hombre	2,0	2	Inferior a graduado escolar o ESO
2014	32	Gúdar-Javalambre	0-15	Mujer	9,0	0	Sin clasificar
2014	32	Gúdar-Javalambre	16-64	Hombre	18,0	0	Sin clasificar
2014	32	Gúdar-Javalambre	16-64	Hombre	3,0	2	Inferior a graduado escolar o ESO
2014	32	Gúdar-Javalambre	16-64	Hombre	12,0	3	Graduado escolar o ESO
2014	32	Gúdar-Javalambre	16-64	Hombre	30,0	4	BUP, Bachiller, LOGSE ó superior
2014	32	Gúdar-Javalambre	16-64	Mujer	5,0	0	Sin clasificar
2014	32	Gúdar-Javalambre	16-64	Mujer	2,0	2	Inferior a graduado escolar o ESO
2014	32	Gúdar-Javalambre	16-64	Mujer	13,0	3	Graduado escolar o ESO
2014	32	Gúdar-Javalambre	16-64	Mujer	32,0	4	BUP, Bachiller, LOGSE ó superior
2014	32	Gúdar-Javalambre	65 y más	Hombre	25,0	0	Sin clasificar
2014	32	Gúdar-Javalambre	65 y más	Hombre	6,0	2	Inferior a graduado escolar o ESO
2014	32	Gúdar-Javalambre	65 y más	Hombre	13,0	3	Graduado escolar o ESO
2014	32	Gúdar-Javalambre	65 y más	Hombre	8,0	4	BUP, Bachiller, LOGSE ó superior
2014	32	Gúdar-Javalambre	65 y más	Mujer	26,0	0	Sin clasificar
2014	32	Gúdar-Javalambre	65 y más	Mujer	11,0	2	Inferior a graduado escolar o ESO
2014	32	Gúdar-Javalambre	65 y más	Mujer	13,0	3	Graduado escolar o ESO
2014	32	Gúdar-Javalambre	65 y más	Mujer	8,0	4	BUP, Bachiller, LOGSE ó superior
2014	33	Matarraña / Matarranya	0-15	Hombre	10,0	0	Sin clasificar
2014	33	Matarraña / Matarranya	0-15	Hombre	3,0	2	Inferior a graduado escolar o ESO
2014	33	Matarraña / Matarranya	0-15	Mujer	3,0	0	Sin clasificar
2014	33	Matarraña / Matarranya	0-15	Mujer	2,0	2	Inferior a graduado escolar o ESO
2014	33	Matarraña / Matarranya	0-15	Mujer	3,0	3	Graduado escolar o ESO
2014	33	Matarraña / Matarranya	16-64	Hombre	20,0	0	Sin clasificar
2014	33	Matarraña / Matarranya	16-64	Hombre	3,0	2	Inferior a graduado escolar o ESO
2014	33	Matarraña / Matarranya	16-64	Hombre	16,0	3	Graduado escolar o ESO
2014	33	Matarraña / Matarranya	16-64	Hombre	57,0	4	BUP, Bachiller, LOGSE ó superior
2014	33	Matarraña / Matarranya	16-64	Mujer	24,0	0	Sin clasificar
2014	33	Matarraña / Matarranya	16-64	Mujer	6,0	2	Inferior a graduado escolar o ESO
2014	33	Matarraña / Matarranya	16-64	Mujer	10,0	3	Graduado escolar o ESO
2014	33	Matarraña / Matarranya	16-64	Mujer	42,0	4	BUP, Bachiller, LOGSE ó superior
2014	33	Matarraña / Matarranya	65 y más	Hombre	32,0	0	Sin clasificar
2014	33	Matarraña / Matarranya	65 y más	Hombre	16,0	2	Inferior a graduado escolar o ESO
2014	33	Matarraña / Matarranya	65 y más	Hombre	23,0	3	Graduado escolar o ESO
2014	33	Matarraña / Matarranya	65 y más	Hombre	9,0	4	BUP, Bachiller, LOGSE ó superior
2014	33	Matarraña / Matarranya	65 y más	Mujer	38,0	0	Sin clasificar
2014	33	Matarraña / Matarranya	65 y más	Mujer	19,0	2	Inferior a graduado escolar o ESO
2014	33	Matarraña / Matarranya	65 y más	Mujer	20,0	3	Graduado escolar o ESO
2014	33	Matarraña / Matarranya	65 y más	Mujer	8,0	4	BUP, Bachiller, LOGSE ó superior
2016	01	La Jacetania	0-15	Hombre	75,0	0	Sin clasificar
2016	01	La Jacetania	0-15	Hombre	12,0	2	Inferior a graduado escolar o ESO
2016	01	La Jacetania	0-15	Hombre	1,0	4	BUP, Bachiller, LOGSE ó superior
2016	01	La Jacetania	0-15	Mujer	84,0	0	Sin clasificar
2016	01	La Jacetania	0-15	Mujer	1,0	1	No sabe leer ni escribir
2016	01	La Jacetania	0-15	Mujer	12,0	2	Inferior a graduado escolar o ESO
2016	01	La Jacetania	0-15	Mujer	3,0	3	Graduado escolar o ESO
2016	01	La Jacetania	16-64	Hombre	94,0	0	Sin clasificar
2016	01	La Jacetania	16-64	Hombre	23,0	2	Inferior a graduado escolar o ESO
2016	01	La Jacetania	16-64	Hombre	70,0	3	Graduado escolar o ESO
2016	01	La Jacetania	16-64	Hombre	251,0	4	BUP, Bachiller, LOGSE ó superior
2016	01	La Jacetania	16-64	Mujer	111,0	0	Sin clasificar
2016	01	La Jacetania	16-64	Mujer	15,0	2	Inferior a graduado escolar o ESO
2016	01	La Jacetania	16-64	Mujer	47,0	3	Graduado escolar o ESO
2016	01	La Jacetania	16-64	Mujer	239,0	4	BUP, Bachiller, LOGSE ó superior
2016	01	La Jacetania	65 y más	Hombre	42,0	0	Sin clasificar
2016	01	La Jacetania	65 y más	Hombre	11,0	2	Inferior a graduado escolar o ESO
2016	01	La Jacetania	65 y más	Hombre	49,0	3	Graduado escolar o ESO
2016	01	La Jacetania	65 y más	Hombre	66,0	4	BUP, Bachiller, LOGSE ó superior
2016	01	La Jacetania	65 y más	Mujer	50,0	0	Sin clasificar
2016	01	La Jacetania	65 y más	Mujer	1,0	1	No sabe leer ni escribir
2016	01	La Jacetania	65 y más	Mujer	21,0	2	Inferior a graduado escolar o ESO
2016	01	La Jacetania	65 y más	Mujer	61,0	3	Graduado escolar o ESO
2016	01	La Jacetania	65 y más	Mujer	79,0	4	BUP, Bachiller, LOGSE ó superior
2016	02	Alto Gállego	0-15	Hombre	27,0	0	Sin clasificar
2016	02	Alto Gállego	0-15	Hombre	2,0	2	Inferior a graduado escolar o ESO
2016	02	Alto Gállego	0-15	Mujer	28,0	0	Sin clasificar
2016	02	Alto Gállego	0-15	Mujer	4,0	2	Inferior a graduado escolar o ESO
2016	02	Alto Gállego	0-15	Mujer	2,0	3	Graduado escolar o ESO
2016	02	Alto Gállego	0-15	Mujer	1,0	4	BUP, Bachiller, LOGSE ó superior
2016	02	Alto Gállego	16-64	Hombre	33,0	0	Sin clasificar
2016	02	Alto Gállego	16-64	Hombre	11,0	2	Inferior a graduado escolar o ESO
2016	02	Alto Gállego	16-64	Hombre	20,0	3	Graduado escolar o ESO
2016	02	Alto Gállego	16-64	Hombre	71,0	4	BUP, Bachiller, LOGSE ó superior
2016	02	Alto Gállego	16-64	Mujer	37,0	0	Sin clasificar
2016	02	Alto Gállego	16-64	Mujer	8,0	2	Inferior a graduado escolar o ESO
2016	02	Alto Gállego	16-64	Mujer	17,0	3	Graduado escolar o ESO
2016	02	Alto Gállego	16-64	Mujer	94,0	4	BUP, Bachiller, LOGSE ó superior
2016	02	Alto Gállego	65 y más	Hombre	15,0	0	Sin clasificar
2016	02	Alto Gállego	65 y más	Hombre	7,0	2	Inferior a graduado escolar o ESO
2016	02	Alto Gállego	65 y más	Hombre	18,0	3	Graduado escolar o ESO
2016	02	Alto Gállego	65 y más	Hombre	16,0	4	BUP, Bachiller, LOGSE ó superior
2016	02	Alto Gállego	65 y más	Mujer	20,0	0	Sin clasificar
2016	02	Alto Gállego	65 y más	Mujer	3,0	2	Inferior a graduado escolar o ESO
2016	02	Alto Gállego	65 y más	Mujer	20,0	3	Graduado escolar o ESO
2016	02	Alto Gállego	65 y más	Mujer	18,0	4	BUP, Bachiller, LOGSE ó superior
2016	03	Sobrarbe	0-15	Hombre	30,0	0	Sin clasificar
2016	03	Sobrarbe	0-15	Hombre	1,0	1	No sabe leer ni escribir
2016	03	Sobrarbe	0-15	Hombre	7,0	2	Inferior a graduado escolar o ESO
2016	03	Sobrarbe	0-15	Hombre	2,0	3	Graduado escolar o ESO
2016	03	Sobrarbe	0-15	Mujer	29,0	0	Sin clasificar
2016	03	Sobrarbe	0-15	Mujer	1,0	1	No sabe leer ni escribir
2016	03	Sobrarbe	0-15	Mujer	2,0	2	Inferior a graduado escolar o ESO
2016	03	Sobrarbe	16-64	Hombre	37,0	0	Sin clasificar
2016	03	Sobrarbe	16-64	Hombre	3,0	2	Inferior a graduado escolar o ESO
2016	03	Sobrarbe	16-64	Hombre	34,0	3	Graduado escolar o ESO
2016	03	Sobrarbe	16-64	Hombre	137,0	4	BUP, Bachiller, LOGSE ó superior
2016	03	Sobrarbe	16-64	Mujer	55,0	0	Sin clasificar
2016	03	Sobrarbe	16-64	Mujer	8,0	2	Inferior a graduado escolar o ESO
2016	03	Sobrarbe	16-64	Mujer	30,0	3	Graduado escolar o ESO
2016	03	Sobrarbe	16-64	Mujer	145,0	4	BUP, Bachiller, LOGSE ó superior
2016	03	Sobrarbe	65 y más	Hombre	44,0	0	Sin clasificar
2016	03	Sobrarbe	65 y más	Hombre	11,0	2	Inferior a graduado escolar o ESO
2016	03	Sobrarbe	65 y más	Hombre	27,0	3	Graduado escolar o ESO
2016	03	Sobrarbe	65 y más	Hombre	34,0	4	BUP, Bachiller, LOGSE ó superior
2016	03	Sobrarbe	65 y más	Mujer	54,0	0	Sin clasificar
2016	03	Sobrarbe	65 y más	Mujer	18,0	2	Inferior a graduado escolar o ESO
2016	03	Sobrarbe	65 y más	Mujer	46,0	3	Graduado escolar o ESO
2016	03	Sobrarbe	65 y más	Mujer	40,0	4	BUP, Bachiller, LOGSE ó superior
2016	04	La Ribagorza	0-15	Hombre	28,0	0	Sin clasificar
