Año	Población	Municipio código	Municipio nombre
2000	104,0	44085	Cosa
2000	603,0	44086	Cretas
2000	128,0	44087	Crivillén
2000	60,0	44088	Cuba (La)
2000	50,0	44089	Cubla
2000	76,0	44090	Cucalón
2000	123,0	44092	Cuervo (El)
2000	103,0	44093	Cuevas de Almudén
2000	162,0	44094	Cuevas Labradas
2000	229,0	44096	Ejulve
2000	234,0	44097	Escorihuela
2000	1103,0	44099	Escucha
2000	348,0	44100	Estercuel
2000	87,0	44101	Ferreruela de Huerva
2000	32,0	44102	Fonfría
2000	199,0	44103	Formiche Alto
2000	104,0	44105	Fórnoles
2000	194,0	44106	Fortanete
2000	241,0	44107	Foz-Calanda
2000	416,0	44108	Fresneda (La)
2000	157,0	44109	Frías de Albarracín
2000	47,0	44110	Fuenferrada
2000	129,0	44111	Fuentes Calientes
2000	650,0	44112	Fuentes Claras
2000	88,0	44113	Fuentes de Rubielos
2000	357,0	44114	Fuentespalda
2000	145,0	44115	Galve
2000	121,0	44116	Gargallo
2000	453,0	44117	Gea de Albarracín
2000	249,0	44118	Ginebrosa (La)
2000	138,0	44119	Griegos
2000	287,0	44120	Guadalaviar
2000	74,0	44121	Gúdar
2000	1901,0	44122	Híjar
2000	177,0	44123	Hinojosa de Jarque
2000	123,0	44124	Hoz de la Vieja (La)
2000	135,0	44125	Huesa del Común
2000	499,0	44126	Iglesuela del Cid (La)
2000	89,0	44127	Jabaloyas
2000	95,0	44128	Jarque de la Val
2000	67,0	44129	Jatiel
2000	48,0	44130	Jorcas
2000	39,0	44131	Josa
2000	69,0	44132	Lagueruela
2000	30,0	44133	Lanzuela
2000	161,0	44135	Libros
2000	79,0	44136	Lidón
2000	294,0	44137	Linares de Mora
2000	217,0	44138	Loscos
2000	201,0	44141	Lledó
2000	35,0	44142	Maicas
2000	467,0	44143	Manzanera
2000	495,0	44144	Martín del Río
2000	1488,0	44145	Mas de las Matas
2000	267,0	44146	Mata de los Olmos (La)
2000	601,0	44147	Mazaleón
2000	133,0	44148	Mezquita de Jarque
2000	146,0	44149	Mirambel
2000	49,0	44150	Miravete de la Sierra
2000	329,0	44151	Molinos
2000	61,0	44152	Monforte de Moyuela
2000	2311,0	44153	Monreal del Campo
2000	362,0	44154	Monroyo
2000	1588,0	44155	Montalbán
2000	68,0	44156	Monteagudo del Castillo
2000	67,0	44157	Monterde de Albarracín
2000	1371,0	44158	Mora de Rubielos
2000	55,0	44159	Moscardón
2000	693,0	44160	Mosqueruela
2000	737,0	44161	Muniesa
2000	176,0	44163	Noguera de Albarracín
2000	20,0	44164	Nogueras
2000	223,0	44165	Nogueruelas
2000	52,0	44167	Obón
2000	271,0	44168	Odón
2000	563,0	44169	Ojos Negros
2000	195,0	44171	Olba
2000	476,0	44172	Oliete
2000	142,0	44173	Olmos (Los)
2000	628,0	44174	Orihuela del Tremedal
2000	191,0	44175	Orrios
2000	255,0	44176	Palomar de Arroyos
2000	167,0	44177	Pancrudo
2000	76,0	44178	Parras de Castellote (Las)
2000	521,0	44179	Peñarroya de Tastavins
2000	108,0	44180	Peracense
2000	93,0	44181	Peralejos
2000	295,0	44182	Perales del Alfambra
2000	109,0	44183	Pitarque
2000	47,0	44184	Plou
2000	146,0	44185	Pobo (El)
2000	312,0	44187	Portellada (La)
2000	83,0	44189	Pozondón
2000	115,0	44190	Pozuel del Campo
2000	1089,0	44191	Puebla de Híjar (La)
2000	489,0	44192	Puebla de Valverde (La)
2000	140,0	44193	Puertomingalvo
2000	201,0	44194	Ráfales
2000	139,0	44195	Rillo
2000	218,0	44196	Riodeva
2000	98,0	44197	Ródenas
2000	238,0	44198	Royuela
2000	58,0	44199	Rubiales
2000	62,0	44200	Rubielos de la Cérida
2000	616,0	44201	Rubielos de Mora
2000	7,0	44203	Salcedillo
2000	42,0	44204	Saldón
2000	988,0	44205	Samper de Calanda
2000	138,0	44206	San Agustín
2000	288,0	44207	San Martín del Río
2000	26,0	44208	Santa Cruz de Nogueras
2000	1230,0	44209	Santa Eulalia
2000	1015,0	44210	Sarrión
2000	50,0	44211	Segura de los Baños
2000	49,0	44212	Seno
2000	93,0	44213	Singra
2000	184,0	44215	Terriente
2000	30491,0	44216	Teruel
2000	32,0	44217	Toril y Masegoso
2000	39,0	44218	Tormón
2000	249,0	44219	Tornos
2000	224,0	44220	Torralba de los Sisones
2000	427,0	44221	Torrecilla de Alcañiz
2000	186,0	44222	Torrecilla del Rebollar
2000	107,0	44223	Torre de Arcas
2000	34,0	44224	Torre de las Arcas
2000	175,0	44225	Torre del Compte
2000	290,0	44226	Torrelacárcel
2000	100,0	44227	Torre los Negros
2000	170,0	44228	Torremocha de Jiloca
2000	161,0	44229	Torres de Albarracín
2000	203,0	44230	Torrevelilla
2000	74,0	44231	Torrijas
2000	556,0	44232	Torrijo del Campo
2000	118,0	44234	Tramacastiel
2000	124,0	44235	Tramacastilla
2000	95,0	44236	Tronchón
2000	610,0	44237	Urrea de Gaén
2000	3279,0	44238	Utrillas
2000	20,0	44239	Valacloche
2000	187,0	44240	Valbona
2000	736,0	44241	Valdealgorfa
2000	39,0	44243	Valdecuenca
2000	119,0	44244	Valdelinares
2000	369,0	44245	Valdeltormo
2000	1845,0	44246	Valderrobres
2000	440,0	44247	Valjunquera
2000	69,0	44249	Vallecillo (El)
2000	28,0	44250	Veguillas de la Sierra
2000	382,0	44251	Villafranca del Campo
2000	70,0	44252	Villahermosa del Campo
2000	52,0	44256	Villanueva del Rebollar de la Sierra
2000	223,0	44257	Villar del Cobo
2000	101,0	44258	Villar del Salz
2000	201,0	44260	Villarluengo
2000	966,0	44261	Villarquemado
2000	201,0	44262	Villarroya de los Pinares
2000	341,0	44263	Villastar
2000	331,0	44264	Villel
2000	287,0	44265	Vinaceite
2000	203,0	44266	Visiedo
2000	92,0	44267	Vivel del Río Martín
2000	31,0	44268	Zoma (La)
2000	184,0	50001	Abanto
2000	271,0	50002	Acered
2000	182,0	50003	Agón
2000	751,0	50004	Aguarón
2000	276,0	50005	Aguilón
2000	1228,0	50006	Ainzón
2000	77,0	50007	Aladrén
2000	5621,0	50008	Alagón
2000	158,0	50009	Alarba
2000	97,0	50010	Alberite de San Juan
2000	119,0	50011	Albeta
2000	141,0	50012	Alborge
2000	296,0	50013	Alcalá de Ebro
2000	147,0	50014	Alcalá de Moncayo
2000	162,0	50015	Alconchel de Ariza
2000	58,0	50016	Aldehuela de Liestos
2000	1495,0	50017	Alfajarín
2000	1315,0	50018	Alfamén
2000	88,0	50019	Alforque
2000	1178,0	50020	Alhama de Aragón
2000	50,0	50021	Almochuel
2000	691,0	50022	Almolda (La)
2000	339,0	50023	Almonacid de la Cuba
2000	859,0	50024	Almonacid de la Sierra
2000	5591,0	50025	Almunia de Doña Godina (La)
2000	603,0	50026	Alpartir
2000	357,0	50027	Ambel
2000	107,0	50028	Anento
2000	907,0	50029	Aniñón
2000	304,0	50030	Añón de Moncayo
2000	247,0	50031	Aranda de Moncayo
2000	503,0	50032	Arándiga
2000	79,0	50033	Ardisa
2000	1334,0	50034	Ariza
2000	100,0	50035	Artieda
2000	101,0	50036	Asín
2000	239,0	50037	Atea
2000	1986,0	50038	Ateca
2000	716,0	50039	Azuara
2000	121,0	50040	Badules
2000	46,0	50041	Bagüés
2000	26,0	50042	Balconchán
2000	326,0	50043	Bárboles
2000	297,0	50044	Bardallur
2000	1643,0	50045	Belchite
2000	282,0	50046	Belmonte de Gracián
2000	49,0	50047	Berdejo
2000	39,0	50048	Berrueco
2000	129,0	50050	Bijuesca
2000	1222,0	50051	Biota
2000	128,0	50052	Bisimbre
2000	992,0	50053	Boquiñeni
2000	100,0	50054	Bordalba
2000	4256,0	50055	Borja
2000	489,0	50056	Botorrita
2000	2009,0	50057	Brea de Aragón
2000	108,0	50058	Bubierca
2000	986,0	50059	Bujaraloz
2000	263,0	50060	Bulbuente
2000	320,0	50061	Bureta
2000	1550,0	50062	Burgo de Ebro (El)
2000	111,0	50063	Buste (El)
2000	550,0	50064	Cabañas de Ebro
2000	87,0	50065	Cabolafuente
2000	1679,0	50066	Cadrete
2000	17876,0	50067	Calatayud
2000	2725,0	50068	Calatorao
2000	90,0	50069	Calcena
2000	98,0	50070	Calmarza
2000	183,0	50071	Campillo de Aragón
2000	220,0	50072	Carenas
2000	2875,0	50073	Cariñena
2000	7727,0	50074	Caspe
2000	116,0	50075	Castejón de Alarba
2000	135,0	50076	Castejón de las Armas
2000	336,0	50077	Castejón de Valdejasa
2000	408,0	50078	Castiliscar
2000	341,0	50079	Cervera de la Cañada
2000	14,0	50080	Cerveruela
2000	730,0	50081	Cetina
2000	165,0	50082	Cimballa
2000	137,0	50083	Cinco Olivas
2000	107,0	50084	Clarés de Ribota
2000	278,0	50085	Codo
2000	283,0	50086	Codos
2000	59,0	50087	Contamina
2000	415,0	50088	Cosuenda
2000	1847,0	50089	Cuarte de Huerva
2000	237,0	50090	Cubel
2000	97,0	50091	Cuerlas (Las)
2000	377,0	50092	Chiprana
2000	121,0	50093	Chodes
2000	2286,0	50094	Daroca
2000	15532,0	50095	Ejea de los Caballeros
2000	70,0	50096	Embid de Ariza
2000	304,0	50098	Encinacorba
2000	3971,0	50099	Épila
2000	466,0	50100	Erla
2000	1282,0	50101	Escatrón
2000	1218,0	50102	Fabara
2000	461,0	50104	Farlete
2000	385,0	50105	Fayón
2000	191,0	50106	Fayos (Los)
2000	1011,0	50107	Figueruelas
2000	19,0	50108	Fombuena
2000	122,0	50109	Frago (El)
2000	561,0	50110	Frasno (El)
2000	252,0	50111	Fréscano
2000	872,0	50113	Fuendejalón
2000	199,0	50114	Fuendetodos
2000	3848,0	50115	Fuentes de Ebro
2000	353,0	50116	Fuentes de Jiloca
2000	167,0	50117	Gallocanta
2000	2921,0	50118	Gallur
2000	1253,0	50119	Gelsa
2000	68,0	50120	Godojos
2000	380,0	50121	Gotor
2000	70,0	50122	Grisel
2000	479,0	50123	Grisén
2000	616,0	50124	Herrera de los Navarros
2000	558,0	50125	Ibdes
2000	3295,0	50126	Illueca
2000	62,0	50128	Isuerre
2000	321,0	50129	Jaraba
2000	583,0	50130	Jarque
2000	300,0	50131	Jaulín
2000	382,0	50132	Joyosa (La)
2000	140,0	50133	Lagata
2000	197,0	50134	Langa del Castillo
2000	139,0	50135	Layana
2000	837,0	50136	Lécera
2000	1367,0	50137	Leciñena
2000	53,0	50138	Lechón
2000	478,0	50139	Letux
2000	182,0	50140	Litago
2000	118,0	50141	Lituénigo
2000	54,0	50142	Lobera de Onsella
2000	915,0	50143	Longares
2000	52,0	50144	Longás
2000	251,0	50146	Lucena de Jalón
2000	1056,0	50147	Luceni
2000	443,0	50148	Luesia
2000	23,0	50149	Luesma
2000	917,0	50150	Lumpiaque
2000	928,0	50151	Luna
2000	1996,0	50152	Maella
2000	1201,0	50153	Magallón
2000	183,0	50154	Mainar
2000	126,0	50155	Malanquilla
2000	296,0	50156	Maleján
2000	455,0	50157	Malón
2000	973,0	50159	Maluenda
2000	2983,0	50160	Mallén
2000	153,0	50161	Manchones
2000	205,0	50162	Mara
2000	1121,0	50163	María de Huerva
2000	514,0	50164	Mediana de Aragón
2000	2478,0	50165	Mequinenza
2000	374,0	50166	Mesones de Isuela
2000	319,0	50167	Mezalocha
2000	45,0	50168	Mianos
2000	512,0	50169	Miedes de Aragón
2000	534,0	50170	Monegrillo
2000	145,0	50171	Moneva
2000	299,0	50172	Monreal de Ariza
2000	264,0	50173	Monterde
2000	140,0	50174	Montón
2000	1540,0	50175	Morata de Jalón
2000	330,0	50176	Morata de Jiloca
2000	487,0	50177	Morés
2000	510,0	50178	Moros
2000	353,0	50179	Moyuela
2000	114,0	50180	Mozota
2000	1123,0	50181	Muel
2000	1351,0	50182	Muela (La)
2000	463,0	50183	Munébrega
2000	149,0	50184	Murero
2000	133,0	50185	Murillo de Gállego
2000	62,0	50186	Navardún
2000	122,0	50187	Nigüella
2000	66,0	50188	Nombrevilla
2000	1080,0	50189	Nonaspe
2000	731,0	50190	Novallas
2000	670,0	50191	Novillas
2000	344,0	50192	Nuévalos
2000	592,0	50193	Nuez de Ebro
2000	169,0	50194	Olvés
2000	47,0	50195	Orcajo
2000	126,0	50196	Orera
2000	101,0	50197	Orés
2000	50,0	50198	Oseja
2000	354,0	50199	Osera de Ebro
2000	697,0	50200	Paniza
2000	500,0	50201	Paracuellos de Jiloca
2000	291,0	50202	Paracuellos de la Ribera
2000	1043,0	50203	Pastriz
2000	2637,0	50204	Pedrola
2000	96,0	50205	Pedrosas (Las)
2000	508,0	50206	Perdiguera
2000	133,0	50207	Piedratajada
2000	2239,0	50208	Pina de Ebro
2000	1606,0	50209	Pinseque
2000	89,0	50210	Pintanos (Los)
2000	366,0	50211	Plasencia de Jalón
2000	61,0	50212	Pleitas
2000	137,0	50213	Plenas
2000	27,0	50214	Pomer
2000	24,0	50215	Pozuel de Ariza
2000	339,0	50216	Pozuelo de Aragón
2000	647,0	50217	Pradilla de Ebro
2000	148,0	50218	Puebla de Albortón
2000	1907,0	50219	Puebla de Alfindén (La)
2000	60,0	50220	Puendeluna
2000	40,0	50221	Purujosa
2000	2110,0	50222	Quinto
2000	1244,0	50223	Remolinos
2000	78,0	50224	Retascón
2000	2083,0	50225	Ricla
2000	143,0	50227	Romanos
2000	353,0	50228	Rueda de Jalón
2000	89,0	50229	Ruesca
2000	1666,0	50230	Sádaba
2000	352,0	50231	Salillas de Jalón
2000	278,0	50232	Salvatierra de Esca
2000	142,0	50233	Samper del Salz
2000	305,0	50234	San Martín de la Virgen de Moncayo
2000	2137,0	50235	San Mateo de Gállego
2000	232,0	50236	Santa Cruz de Grío
2000	121,0	50237	Santa Cruz de Moncayo
2000	127,0	50238	Santa Eulalia de Gállego
2000	80,0	50239	Santed
2000	1444,0	50240	Sástago
2000	931,0	50241	Saviñán
2000	102,0	50242	Sediles
2000	478,0	50243	Sestrica
2000	250,0	50244	Sierra de Luna
2000	187,0	50245	Sigüés
2000	82,0	50246	Sisamón
2000	641,0	50247	Sobradiel
2000	774,0	50248	Sos del Rey Católico
2000	480,0	50249	Tabuenca
2000	70,0	50250	Talamantes
2000	10416,0	50251	Tarazona
2000	6932,0	50252	Tauste
2000	625,0	50253	Terrer
2000	253,0	50254	Tierga
2000	281,0	50255	Tobed
2000	105,0	50256	Torralba de los Frailes
2000	220,0	50257	Torralba de Ribota
2000	76,0	50258	Torralbilla
2000	114,0	50259	Torrehermosa
2000	45,0	50260	Torrelapaja
2000	305,0	50261	Torrellas
2000	1400,0	50262	Torres de Berrellén
2000	386,0	50263	Torrijo de la Cañada
2000	200,0	50264	Tosos
2000	60,0	50265	Trasmoz
2000	226,0	50266	Trasobares
2000	889,0	50267	Uncastillo
2000	48,0	50268	Undués de Lerda
2000	334,0	50269	Urrea de Jalón
2000	77,0	50270	Urriés
2000	383,0	50271	Used
2000	10719,0	50272	Utebo
2000	59,0	50273	Valdehorna
2000	84,0	50274	Val de San Martín
2000	67,0	50275	Valmadrid
2000	200,0	50276	Valpalmas
2000	90,0	50277	Valtorres
2000	276,0	50278	Velilla de Ebro
2000	116,0	50279	Velilla de Jiloca
2000	482,0	50280	Vera de Moncayo
2000	108,0	50281	Vierlas
2000	101,0	50282	Vilueña (La)
2000	83,0	50283	Villadoz
2000	245,0	50284	Villafeliche
2000	680,0	50285	Villafranca de Ebro
2000	114,0	50286	Villalba de Perejil
2000	428,0	50287	Villalengua
2000	3134,0	50288	Villanueva de Gállego
2000	115,0	50289	Villanueva de Jiloca
2000	598,0	50290	Villanueva de Huerva
2000	175,0	50291	Villar de los Navarros
2000	182,0	50292	Villarreal de Huerva
2000	683,0	50293	Villarroya de la Sierra
2000	86,0	50294	Villarroya del Campo
2000	34,0	50295	Vistabella
2000	596,0	50296	Zaida (La)
2000	604631,0	50297	Zaragoza
2000	5448,0	50298	Zuera
2000	240,0	50901	Biel
2000	130,0	50902	Marracos
2001	298,0	22001	Abiego
2001	135,0	22002	Abizanda
2001	164,0	22003	Adahuesca
2001	176,0	22004	Agüero
2001	403,0	22006	Aísa
2001	1246,0	22007	Albalate de Cinca
2001	254,0	22008	Albalatillo
2001	928,0	22009	Albelda
2001	104,0	22011	Albero Alto
2001	109,0	22012	Albero Bajo
2001	381,0	22013	Alberuela de Tubo
2001	312,0	22014	Alcalá de Gurrea
2001	351,0	22015	Alcalá del Obispo
2001	901,0	22016	Alcampell
2001	1223,0	22017	Alcolea de Cinca
2001	462,0	22018	Alcubierre
2001	210,0	22019	Alerre
2001	121,0	22020	Alfántega
2001	2327,0	22021	Almudévar
2001	685,0	22022	Almunia de San Juan
2001	617,0	22023	Almuniente
2001	310,0	22024	Alquézar
2001	1464,0	22025	Altorricón
2001	441,0	22027	Angüés
2001	533,0	22028	Ansó
2001	161,0	22029	Antillón
2001	132,0	22032	Aragüés del Puerto
2001	385,0	22035	Arén
2001	126,0	22036	Argavieso
2001	69,0	22037	Arguis
2001	1114,0	22039	Ayerbe
2001	180,0	22040	Azanuy-Alins
2001	216,0	22041	Azara
2001	159,0	22042	Azlor
2001	147,0	22043	Baells
2001	298,0	22044	Bailo
2001	143,0	22045	Baldellou
2001	1028,0	22046	Ballobar
2001	195,0	22047	Banastás
2001	14382,0	22048	Barbastro
2001	121,0	22049	Barbués
2001	115,0	22050	Barbuñales
2001	113,0	22051	Bárcabo
2001	1367,0	22052	Belver de Cinca
2001	1116,0	22053	Benabarre
2001	1591,0	22054	Benasque
2001	464,0	22055	Berbegal
2001	462,0	22057	Bielsa
2001	227,0	22058	Bierge
2001	1279,0	22059	Biescas
2001	1624,0	22060	Binaced
2001	8332,0	22061	Binéfar
2001	225,0	22062	Bisaurri
2001	228,0	22063	Biscarrués
2001	184,0	22064	Blecua y Torres
2001	846,0	22066	Boltaña
2001	80,0	22067	Bonansa
2001	75,0	22068	Borau
2001	521,0	22069	Broto
2001	252,0	22072	Caldearenas
2001	328,0	22074	Campo
2001	247,0	22075	Camporrells
2001	428,0	22076	Canal de Berdún
2001	530,0	22077	Candasnos
2001	538,0	22078	Canfranc
2001	165,0	22079	Capdesaso
2001	394,0	22080	Capella
2001	298,0	22081	Casbas de Huesca
2001	420,0	22082	Castejón del Puente
2001	700,0	22083	Castejón de Monegros
2001	605,0	22084	Castejón de Sos
2001	144,0	22085	Castelflorite
2001	182,0	22086	Castiello de Jaca
2001	104,0	22087	Castigaleu
2001	227,0	22088	Castillazuelo
2001	411,0	22089	Castillonroy
2001	128,0	22090	Colungo
2001	153,0	22094	Chalamera
2001	114,0	22095	Chía
2001	197,0	22096	Chimillas
2001	751,0	22099	Esplús
2001	197,0	22102	Estada
2001	898,0	22103	Estadilla
2001	204,0	22105	Estopiñán del Castillo
2001	33,0	22106	Fago
2001	191,0	22107	Fanlo
2001	236,0	22109	Fiscal
2001	1113,0	22110	Fonz
2001	235,0	22111	Foradada del Toscar
2001	12158,0	22112	Fraga
2001	618,0	22113	Fueva (La)
2001	175,0	22114	Gistaín
2001	559,0	22115	Grado (El)
2001	1968,0	22116	Grañén
2001	3194,0	22117	Graus
2001	1815,0	22119	Gurrea de Gállego
2001	75,0	22122	Hoz de Jaca
2001	253,0	22124	Huerto
2001	45874,0	22125	Huesca
2001	111,0	22126	Ibieca
2001	243,0	22127	Igriés
2001	282,0	22128	Ilche
2001	254,0	22129	Isábena
2001	11591,0	22130	Jaca
2001	123,0	22131	Jasa
2001	167,0	22133	Labuerda
2001	268,0	22135	Laluenga
2001	1178,0	22136	Lalueza
2001	1552,0	22137	Lanaja
2001	105,0	22139	Laperdiguera
2001	167,0	22141	Lascellas-Ponzano
2001	165,0	22142	Lascuarre
2001	283,0	22143	Laspaúles
2001	278,0	22144	Laspuña
2001	394,0	22149	Loarre
2001	513,0	22150	Loporzano
2001	117,0	22151	Loscorrales
2001	104,0	22155	Monesma y Cajigar
2001	200,0	22156	Monflorite-Lascasas
2001	305,0	22157	Montanuy
2001	14844,0	22158	Monzón
2001	289,0	22160	Naval
2001	186,0	22162	Novales
2001	290,0	22163	Nueno
2001	55,0	22164	Olvena
2001	646,0	22165	Ontiñena
2001	763,0	22167	Osso de Cinca
2001	36,0	22168	Palo
2001	728,0	22170	Panticosa
2001	789,0	22172	Peñalba
2001	270,0	22173	Peñas de Riglos (Las)
2001	697,0	22174	Peralta de Alcofea
2001	270,0	22175	Peralta de Calasanz
2001	169,0	22176	Peraltilla
2001	124,0	22177	Perarrúa
2001	153,0	22178	Pertusa
2001	111,0	22181	Piracés
2001	315,0	22182	Plan
2001	255,0	22184	Poleñino
2001	254,0	22186	Pozán de Vero
2001	331,0	22187	Puebla de Castro (La)
2001	123,0	22188	Puente de Montañana
2001	212,0	22189	Puértolas
2001	154,0	22190	Pueyo de Araguás (El)
2001	350,0	22193	Pueyo de Santa Cruz
2001	148,0	22195	Quicena
2001	662,0	22197	Robres
2001	8295,0	22199	Sabiñánigo
2001	278,0	22200	Sahún
2001	381,0	22201	Salas Altas
2001	151,0	22202	Salas Bajas
2001	115,0	22203	Salillas
2001	1081,0	22204	Sallent de Gállego
2001	602,0	22205	San Esteban de Litera
2001	274,0	22206	Sangarrén
2001	151,0	22207	San Juan de Plan
2001	177,0	22208	Santa Cilia
2001	145,0	22209	Santa Cruz de la Serós
2001	95,0	22212	Santaliestra y San Quílez
2001	3984,0	22213	Sariñena
2001	161,0	22214	Secastilla
2001	211,0	22215	Seira
2001	567,0	22217	Sena
2001	62,0	22218	Senés de Alcubierre
2001	256,0	22220	Sesa
2001	128,0	22221	Sesué
2001	389,0	22222	Siétamo
2001	109,0	22223	Sopeira
2001	3742,0	22225	Tamarite de Litera
2001	1074,0	22226	Tardienta
2001	271,0	22227	Tella-Sin
2001	181,0	22228	Tierz
2001	194,0	22229	Tolva
2001	328,0	22230	Torla-Ordesa
2001	122,0	22232	Torralba de Aragón
2001	115,0	22233	Torre la Ribera
2001	1058,0	22234	Torrente de Cinca
2001	134,0	22235	Torres de Alcanadre
2001	358,0	22236	Torres de Barbués
2001	103,0	22239	Tramaced
2001	101,0	22242	Valfarta
2001	55,0	22243	Valle de Bardají
2001	55,0	22244	Valle de Lierp
2001	476,0	22245	Velilla de Cinca
2001	112,0	22246	Beranuy
2001	30,0	22247	Viacamp y Litera
2001	122,0	22248	Vicién
2001	137,0	22249	Villanova
2001	349,0	22250	Villanúa
2001	514,0	22251	Villanueva de Sigena
2001	162,0	22252	Yebra de Basa
2001	83,0	22253	Yésero
2001	1691,0	22254	Zaidín
2001	994,0	22901	Valle de Hecho
2001	258,0	22902	Puente la Reina de Jaca
2001	919,0	22903	San Miguel del Cinca
2001	1114,0	22904	Sotonera (La)
2001	355,0	22905	Lupiñén-Ortilla
2001	219,0	22906	Santa María de Dulcis
2001	1624,0	22907	Aínsa-Sobrarbe
2001	229,0	22908	Hoz y Costeán
2001	468,0	22909	Vencillón
2001	84,0	44001	Ababuj
2001	51,0	44002	Abejuela
2001	25,0	44003	Aguatón
2001	651,0	44004	Aguaviva
2001	92,0	44005	Aguilar del Alfambra
2001	444,0	44006	Alacón
2001	273,0	44007	Alba
2001	2252,0	44008	Albalate del Arzobispo
2001	1037,0	44009	Albarracín
2001	256,0	44010	Albentosa
2001	71,0	44011	Alcaine
2001	494,0	44012	Alcalá de la Selva
2001	13386,0	44013	Alcañiz
2001	3267,0	44014	Alcorisa
2001	630,0	44016	Alfambra
2001	374,0	44017	Aliaga
2001	29,0	44018	Almohaja
2001	93,0	44019	Alobras
2001	28,0	44020	Alpeñés
2001	142,0	44021	Allepuz
2001	743,0	44022	Alloza
2001	16,0	44023	Allueva
2001	19,0	44024	Anadón
2001	7887,0	44025	Andorra
2001	142,0	44026	Arcos de las Salinas
2001	239,0	44027	Arens de Lledó
2001	258,0	44028	Argente
2001	817,0	44029	Ariño
2001	175,0	44031	Azaila
2001	21,0	44032	Bádenas
2001	485,0	44033	Báguena
2001	177,0	44034	Bañón
2001	162,0	44035	Barrachina
2001	43,0	44036	Bea
2001	630,0	44037	Beceite
2001	142,0	44038	Belmonte de San José
2001	388,0	44039	Bello
2001	230,0	44040	Berge
2001	66,0	44041	Bezas
2001	178,0	44042	Blancas
2001	149,0	44043	Blesa
2001	145,0	44044	Bordón
2001	460,0	44045	Bronchales
2001	99,0	44046	Bueña
2001	329,0	44047	Burbáguena
2001	110,0	44048	Cabra de Mora
2001	1176,0	44049	Calaceite
2001	4074,0	44050	Calamocha
2001	3467,0	44051	Calanda
2001	76,0	44052	Calomarde
2001	135,0	44053	Camañas
2001	187,0	44054	Camarena de la Sierra
2001	116,0	44055	Camarillas
2001	799,0	44056	Caminreal
2001	687,0	44059	Cantavieja
2001	64,0	44060	Cañada de Benatanduz
2001	100,0	44061	Cañada de Verich (La)
2001	58,0	44062	Cañada Vellida
2001	119,0	44063	Cañizar del Olivar
2001	114,0	44064	Cascante del Río
2001	97,0	44065	Castejón de Tornos
2001	159,0	44066	Castel de Cabra
2001	106,0	44067	Castelnou
2001	851,0	44068	Castelserás
2001	94,0	44070	Castellar (El)
2001	741,0	44071	Castellote
2001	523,0	44074	Cedrillas
2001	412,0	44075	Celadas
2001	2890,0	44076	Cella
2001	120,0	44077	Cerollera (La)
2001	340,0	44080	Codoñera (La)
2001	75,0	44082	Corbalán
2001	121,0	44084	Cortes de Aragón
2001	96,0	44085	Cosa
2001	591,0	44086	Cretas
2001	125,0	44087	Crivillén
2001	60,0	44088	Cuba (La)
2001	48,0	44089	Cubla
2001	73,0	44090	Cucalón
2001	119,0	44092	Cuervo (El)
2001	103,0	44093	Cuevas de Almudén
2001	155,0	44094	Cuevas Labradas
2001	224,0	44096	Ejulve
2001	227,0	44097	Escorihuela
2001	1102,0	44099	Escucha
2001	332,0	44100	Estercuel
2001	85,0	44101	Ferreruela de Huerva
2001	32,0	44102	Fonfría
2001	199,0	44103	Formiche Alto
2001	103,0	44105	Fórnoles
2001	189,0	44106	Fortanete
2001	246,0	44107	Foz-Calanda
2001	404,0	44108	Fresneda (La)
2001	156,0	44109	Frías de Albarracín
2001	49,0	44110	Fuenferrada
2001	127,0	44111	Fuentes Calientes
2001	636,0	44112	Fuentes Claras
2001	100,0	44113	Fuentes de Rubielos
2001	344,0	44114	Fuentespalda
2001	140,0	44115	Galve
2001	124,0	44116	Gargallo
2001	440,0	44117	Gea de Albarracín
2001	249,0	44118	Ginebrosa (La)
2001	131,0	44119	Griegos
2001	284,0	44120	Guadalaviar
2001	78,0	44121	Gúdar
2001	1887,0	44122	Híjar
2001	174,0	44123	Hinojosa de Jarque
2001	120,0	44124	Hoz de la Vieja (La)
2001	131,0	44125	Huesa del Común
2001	489,0	44126	Iglesuela del Cid (La)
2001	85,0	44127	Jabaloyas
2001	99,0	44128	Jarque de la Val
2001	60,0	44129	Jatiel
2001	46,0	44130	Jorcas
2001	39,0	44131	Josa
2001	65,0	44132	Lagueruela
2001	36,0	44133	Lanzuela
2001	156,0	44135	Libros
2001	77,0	44136	Lidón
2001	289,0	44137	Linares de Mora
2001	200,0	44138	Loscos
2001	199,0	44141	Lledó
2001	41,0	44142	Maicas
2001	475,0	44143	Manzanera
2001	495,0	44144	Martín del Río
2001	1469,0	44145	Mas de las Matas
2001	255,0	44146	Mata de los Olmos (La)
2001	601,0	44147	Mazaleón
2001	135,0	44148	Mezquita de Jarque
2001	147,0	44149	Mirambel
2001	48,0	44150	Miravete de la Sierra
2001	315,0	44151	Molinos
2001	58,0	44152	Monforte de Moyuela
2001	2350,0	44153	Monreal del Campo
2001	354,0	44154	Monroyo
2001	1567,0	44155	Montalbán
2001	63,0	44156	Monteagudo del Castillo
2001	63,0	44157	Monterde de Albarracín
2001	1363,0	44158	Mora de Rubielos
2001	53,0	44159	Moscardón
2001	711,0	44160	Mosqueruela
2001	729,0	44161	Muniesa
