CCAA nombre	CCAA código	Año	Censo electoral	Participación	Abstención	Votos nulos	Votos blancos	Votos a candidaturas	% Participación
Aragón	02	2015	1000406,0	680669,0	319737,0	11429,0	15671,0	653569,0	68,0392760539221
Aragón	02	2011	1002585,0	695159,0	307426,0	11095,0	21480,0	662584,0	69,3366647216944
Aragón	02	2007	1024514,0	679067,0	345447,0	5880,0	16447,0	656740,0	66,2818663288154
