Año	Comarca código	Comarca nombre	Estado de la información	Licencias, total	Edificios nueva planta, total	Superficie nueva planta, total	Viviendas nueva planta
2007	18	Ribera Baja del Ebro	ESTIMACIÓN	60,0	41,0	21002,0	100,0
2007	19	Bajo Aragón-Caspe / Baix Aragó-Casp	ESTIMACIÓN	57,0	59,0	26045,0	77,0
2007	20	Comunidad de Calatayud	ESTIMACIÓN	74,0	79,0	50286,0	260,0
2007	21	Campo de Cariñena	ESTIMACIÓN	47,0	66,0	47696,0	265,0
2007	22	Campo de Belchite	ESTIMACIÓN	6,0	5,0	1445,0	4,0
2007	23	Bajo Martín	ESTIMACIÓN	38,0	26,0	9633,0	32,0
2007	24	Campo de Daroca	ESTIMACIÓN	2,0	1,0	585,0	1,0
2007	25	Jiloca	ESTIMACIÓN	94,0	105,0	79952,0	291,0
2007	26	Cuencas Mineras	ESTIMACIÓN	17,0	12,0	4513,0	19,0
2007	27	Andorra-Sierra de Arcos	ESTIMACIÓN	60,0	44,0	18240,0	58,0
2007	28	Bajo Aragón	ESTIMACIÓN	153,0	132,0	85964,0	326,0
2007	29	Comunidad de Teruel	ESTIMACIÓN	84,0	98,0	51659,0	234,0
2007	30	Maestrazgo	ESTIMACIÓN	35,0	25,0	8789,0	32,0
2007	31	Sierra de Albarracín	ESTIMACIÓN	32,0	36,0	10308,0	63,0
2007	32	Gúdar-Javalambre	ESTIMACIÓN	118,0	130,0	76274,0	486,0
2007	33	Matarraña / Matarranya	ESTIMACIÓN	85,0	56,0	41589,0	241,0
2006	01	La Jacetania	ESTIMACIÓN	102,0	119,0	81057,0	594,0
2006	02	Alto Gállego	ESTIMACIÓN	89,0	143,0	96341,0	711,0
2006	03	Sobrarbe	ESTIMACIÓN	78,0	90,0	44085,0	347,0
2006	04	La Ribagorza	ESTIMACIÓN	155,0	112,0	53084,0	250,0
2006	05	Cinco Villas	ESTIMACIÓN	145,0	107,0	57576,0	240,0
2006	06	Hoya de Huesca / Plana de Uesca	ESTIMACIÓN	196,0	243,0	154423,0	686,0
2006	07	Somontano de Barbastro	ESTIMACIÓN	105,0	113,0	115391,0	509,0
2006	08	Cinca Medio	ESTIMACIÓN	67,0	100,0	53333,0	201,0
2006	09	La Litera / La Llitera	ESTIMACIÓN	121,0	96,0	63416,0	255,0
2006	10	Los Monegros	ESTIMACIÓN	154,0	179,0	96351,0	139,0
2006	11	Bajo Cinca / Baix Cinca	ESTIMACIÓN	105,0	117,0	89546,0	365,0
2006	12	Tarazona y el Moncayo	ESTIMACIÓN	48,0	42,0	21269,0	102,0
2006	13	Campo de Borja	ESTIMACIÓN	75,0	127,0	78963,0	422,0
2006	14	Aranda	ESTIMACIÓN	7,0	4,0	3092,0	9,0
2006	15	Ribera Alta del Ebro	ESTIMACIÓN	166,0	452,0	149387,0	790,0
2006	16	Valdejalón	ESTIMACIÓN	179,0	565,0	376302,0	1033,0
2006	17	D.C. Zaragoza	ESTIMACIÓN	2238,0	2562,0	2751269,0	11840,0
2006	18	Ribera Baja del Ebro	ESTIMACIÓN	64,0	50,0	24492,0	44,0
2006	19	Bajo Aragón-Caspe / Baix Aragó-Casp	ESTIMACIÓN	46,0	48,0	27508,0	114,0
2006	20	Comunidad de Calatayud	ESTIMACIÓN	71,0	73,0	37404,0	143,0
2006	21	Campo de Cariñena	ESTIMACIÓN	47,0	103,0	33612,0	189,0
2006	22	Campo de Belchite	ESTIMACIÓN	5,0	5,0	2240,0	3,0
2006	23	Bajo Martín	ESTIMACIÓN	41,0	22,0	7410,0	33,0
2006	24	Campo de Daroca	ESTIMACIÓN	7,0	22,0	7333,0	30,0
2006	25	Jiloca	ESTIMACIÓN	69,0	73,0	30186,0	117,0
2006	26	Cuencas Mineras	ESTIMACIÓN	26,0	22,0	5733,0	25,0
2006	27	Andorra-Sierra de Arcos	ESTIMACIÓN	40,0	27,0	8896,0	18,0
2006	28	Bajo Aragón	ESTIMACIÓN	149,0	153,0	102623,0	457,0
2006	29	Comunidad de Teruel	ESTIMACIÓN	86,0	153,0	87512,0	371,0
2006	30	Maestrazgo	ESTIMACIÓN	24,0	16,0	7001,0	19,0
2006	31	Sierra de Albarracín	ESTIMACIÓN	24,0	12,0	3439,0	11,0
2006	32	Gúdar-Javalambre	ESTIMACIÓN	116,0	136,0	49979,0	282,0
2006	33	Matarraña / Matarranya	ESTIMACIÓN	76,0	55,0	32790,0	94,0
2005	01	La Jacetania	ESTIMACIÓN	111,0	150,0	52668,0	347,0
2005	02	Alto Gállego	ESTIMACIÓN	107,0	164,0	131115,0	1184,0
2005	03	Sobrarbe	ESTIMACIÓN	94,0	90,0	44698,0	324,0
2005	04	La Ribagorza	ESTIMACIÓN	154,0	111,0	54289,0	300,0
2005	05	Cinco Villas	ESTIMACIÓN	131,0	133,0	75785,0	243,0
2005	06	Hoya de Huesca / Plana de Uesca	ESTIMACIÓN	208,0	232,0	142375,0	458,0
2005	07	Somontano de Barbastro	ESTIMACIÓN	100,0	127,0	101579,0	255,0
2005	08	Cinca Medio	ESTIMACIÓN	77,0	77,0	71332,0	238,0
2005	09	La Litera / La Llitera	ESTIMACIÓN	102,0	93,0	62322,0	268,0
2005	10	Los Monegros	ESTIMACIÓN	124,0	170,0	92592,0	109,0
2005	11	Bajo Cinca / Baix Cinca	ESTIMACIÓN	93,0	72,0	47831,0	224,0
2005	12	Tarazona y el Moncayo	ESTIMACIÓN	37,0	49,0	25369,0	142,0
2005	13	Campo de Borja	ESTIMACIÓN	64,0	80,0	39271,0	172,0
2005	14	Aranda	ESTIMACIÓN	9,0	7,0	2883,0	5,0
2005	15	Ribera Alta del Ebro	ESTIMACIÓN	135,0	269,0	89336,0	410,0
2005	16	Valdejalón	ESTIMACIÓN	132,0	276,0	173221,0	622,0
2005	17	D.C. Zaragoza	ESTIMACIÓN	2067,0	1945,0	2189834,0	7323,0
2005	18	Ribera Baja del Ebro	ESTIMACIÓN	36,0	39,0	12172,0	51,0
2005	19	Bajo Aragón-Caspe / Baix Aragó-Casp	ESTIMACIÓN	55,0	47,0	30308,0	80,0
2005	20	Comunidad de Calatayud	ESTIMACIÓN	55,0	63,0	43710,0	194,0
2005	21	Campo de Cariñena	ESTIMACIÓN	44,0	87,0	31401,0	128,0
2005	22	Campo de Belchite	ESTIMACIÓN	8,0	6,0	1498,0	4,0
2005	23	Bajo Martín	ESTIMACIÓN	36,0	20,0	6132,0	17,0
2005	24	Campo de Daroca	ESTIMACIÓN	11,0	9,0	3890,0	6,0
2005	25	Jiloca	ESTIMACIÓN	83,0	102,0	41420,0	148,0
2005	26	Cuencas Mineras	ESTIMACIÓN	22,0	24,0	7905,0	25,0
2005	27	Andorra-Sierra de Arcos	ESTIMACIÓN	61,0	91,0	27201,0	90,0
2005	28	Bajo Aragón	ESTIMACIÓN	175,0	154,0	100590,0	347,0
2005	29	Comunidad de Teruel	ESTIMACIÓN	90,0	105,0	70205,0	276,0
2005	30	Maestrazgo	ESTIMACIÓN	28,0	31,0	9475,0	33,0
2005	31	Sierra de Albarracín	ESTIMACIÓN	30,0	51,0	14586,0	103,0
2005	32	Gúdar-Javalambre	ESTIMACIÓN	136,0	125,0	49765,0	269,0
2005	33	Matarraña / Matarranya	ESTIMACIÓN	65,0	43,0	19881,0	49,0
2004	01	La Jacetania	ESTIMACIÓN	90,0	151,0	88419,0	500,0
2004	02	Alto Gállego	ESTIMACIÓN	70,0	51,0	62716,0	473,0
2004	03	Sobrarbe	ESTIMACIÓN	77,0	44,0	33689,0	224,0
2004	04	La Ribagorza	ESTIMACIÓN	132,0	147,0	96947,0	411,0
2004	05	Cinco Villas	ESTIMACIÓN	131,0	138,0	77380,0	127,0
2004	06	Hoya de Huesca / Plana de Uesca	ESTIMACIÓN	180,0	269,0	226152,0	896,0
2004	07	Somontano de Barbastro	ESTIMACIÓN	101,0	91,0	93218,0	365,0
2004	08	Cinca Medio	ESTIMACIÓN	58,0	80,0	46652,0	107,0
2004	09	La Litera / La Llitera	ESTIMACIÓN	98,0	80,0	48803,0	152,0
2004	10	Los Monegros	ESTIMACIÓN	158,0	218,0	86934,0	136,0
2004	11	Bajo Cinca / Baix Cinca	ESTIMACIÓN	80,0	56,0	33494,0	96,0
2004	12	Tarazona y el Moncayo	ESTIMACIÓN	46,0	71,0	16863,0	87,0
2004	13	Campo de Borja	ESTIMACIÓN	55,0	77,0	33765,0	136,0
2004	14	Aranda	ESTIMACIÓN	9,0	8,0	2366,0	8,0
2004	15	Ribera Alta del Ebro	ESTIMACIÓN	126,0	281,0	79883,0	286,0
2004	16	Valdejalón	ESTIMACIÓN	125,0	291,0	139951,0	356,0
2004	17	D.C. Zaragoza	ESTIMACIÓN	1978,0	2130,0	1654719,0	7395,0
2004	18	Ribera Baja del Ebro	ESTIMACIÓN	50,0	58,0	14119,0	62,0
2004	19	Bajo Aragón-Caspe / Baix Aragó-Casp	ESTIMACIÓN	53,0	52,0	34606,0	94,0
2004	20	Comunidad de Calatayud	ESTIMACIÓN	68,0	67,0	46932,0	241,0
2004	21	Campo de Cariñena	ESTIMACIÓN	33,0	56,0	25036,0	104,0
2004	22	Campo de Belchite	ESTIMACIÓN	13,0	9,0	2373,0	5,0
2004	23	Bajo Martín	ESTIMACIÓN	47,0	28,0	7468,0	19,0
2004	24	Campo de Daroca	ESTIMACIÓN	9,0	9,0	4568,0	8,0
2004	25	Jiloca	ESTIMACIÓN	83,0	74,0	34313,0	61,0
2004	26	Cuencas Mineras	ESTIMACIÓN	29,0	21,0	11894,0	43,0
2004	27	Andorra-Sierra de Arcos	ESTIMACIÓN	43,0	42,0	12584,0	32,0
2004	28	Bajo Aragón	ESTIMACIÓN	202,0	177,0	97687,0	381,0
2004	29	Comunidad de Teruel	ESTIMACIÓN	68,0	57,0	29753,0	80,0
2004	30	Maestrazgo	ESTIMACIÓN	18,0	9,0	2455,0	7,0
2004	31	Sierra de Albarracín	ESTIMACIÓN	32,0	21,0	9266,0	50,0
2004	32	Gúdar-Javalambre	ESTIMACIÓN	139,0	111,0	35541,0	218,0
2004	33	Matarraña / Matarranya	ESTIMACIÓN	43,0	23,0	7542,0	24,0
2003	01	La Jacetania	ESTIMACIÓN	112,0	221,0	184310,0	872,0
2003	02	Alto Gállego	ESTIMACIÓN	82,0	64,0	72054,0	496,0
2003	03	Sobrarbe	ESTIMACIÓN	42,0	40,0	26068,0	105,0
2003	04	La Ribagorza	ESTIMACIÓN	109,0	90,0	52556,0	233,0
2003	05	Cinco Villas	ESTIMACIÓN	154,0	204,0	121536,0	288,0
2003	06	Hoya de Huesca / Plana de Uesca	ESTIMACIÓN	161,0	223,0	116968,0	315,0
2003	07	Somontano de Barbastro	ESTIMACIÓN	86,0	112,0	84261,0	287,0
2003	08	Cinca Medio	ESTIMACIÓN	70,0	75,0	74199,0	187,0
2003	09	La Litera / La Llitera	ESTIMACIÓN	107,0	141,0	77784,0	228,0
2003	10	Los Monegros	ESTIMACIÓN	132,0	162,0	97955,0	80,0
2003	11	Bajo Cinca / Baix Cinca	ESTIMACIÓN	95,0	81,0	56102,0	165,0
2003	12	Tarazona y el Moncayo	ESTIMACIÓN	27,0	18,0	8556,0	38,0
2003	13	Campo de Borja	ESTIMACIÓN	62,0	147,0	49369,0	158,0
2003	14	Aranda	ESTIMACIÓN	7,0	5,0	1726,0	7,0
2003	15	Ribera Alta del Ebro	ESTIMACIÓN	100,0	263,0	104244,0	408,0
2003	16	Valdejalón	ESTIMACIÓN	140,0	224,0	123381,0	276,0
2003	17	D.C. Zaragoza	ESTIMACIÓN	1750,0	1401,0	1346735,0	5963,0
2003	18	Ribera Baja del Ebro	ESTIMACIÓN	30,0	32,0	8329,0	29,0
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	ESTIMACIÓN	44,0	116,0	35198,0	123,0
2003	20	Comunidad de Calatayud	ESTIMACIÓN	53,0	68,0	32872,0	115,0
2003	21	Campo de Cariñena	ESTIMACIÓN	32,0	88,0	28343,0	89,0
2003	22	Campo de Belchite	ESTIMACIÓN	9,0	11,0	4196,0	8,0
2003	23	Bajo Martín	ESTIMACIÓN	68,0	53,0	22624,0	44,0
2003	24	Campo de Daroca	ESTIMACIÓN	11,0	15,0	5080,0	15,0
2003	25	Jiloca	ESTIMACIÓN	79,0	64,0	49767,0	167,0
2003	26	Cuencas Mineras	ESTIMACIÓN	24,0	22,0	13411,0	61,0
2003	27	Andorra-Sierra de Arcos	ESTIMACIÓN	38,0	29,0	8473,0	26,0
2003	28	Bajo Aragón	ESTIMACIÓN	185,0	178,0	80875,0	205,0
2003	29	Comunidad de Teruel	ESTIMACIÓN	80,0	76,0	43065,0	76,0
2003	30	Maestrazgo	ESTIMACIÓN	27,0	27,0	10561,0	14,0
2003	31	Sierra de Albarracín	ESTIMACIÓN	33,0	25,0	8929,0	44,0
2003	32	Gúdar-Javalambre	ESTIMACIÓN	76,0	58,0	29989,0	170,0
2003	33	Matarraña / Matarranya	ESTIMACIÓN	34,0	30,0	12045,0	22,0
2002	01	La Jacetania	ESTIMACIÓN	88,0	179,0	104183,0	648,0
2002	02	Alto Gállego	ESTIMACIÓN	76,0	128,0	73005,0	460,0
2002	03	Sobrarbe	ESTIMACIÓN	40,0	23,0	10009,0	32,0
2002	04	La Ribagorza	ESTIMACIÓN	83,0	67,0	46969,0	218,0
2002	05	Cinco Villas	ESTIMACIÓN	153,0	183,0	94801,0	209,0
2002	06	Hoya de Huesca / Plana de Uesca	ESTIMACIÓN	141,0	248,0	128826,0	559,0
2002	07	Somontano de Barbastro	ESTIMACIÓN	76,0	93,0	65656,0	195,0
2002	08	Cinca Medio	ESTIMACIÓN	83,0	95,0	88189,0	286,0
2002	09	La Litera / La Llitera	ESTIMACIÓN	91,0	66,0	32728,0	80,0
2002	10	Los Monegros	ESTIMACIÓN	101,0	112,0	58506,0	90,0
2002	11	Bajo Cinca / Baix Cinca	ESTIMACIÓN	63,0	53,0	36486,0	113,0
2002	12	Tarazona y el Moncayo	ESTIMACIÓN	29,0	91,0	25665,0	117,0
2002	13	Campo de Borja	ESTIMACIÓN	37,0	41,0	23931,0	129,0
2002	14	Aranda	ESTIMACIÓN	20,0	32,0	11933,0	36,0
2002	15	Ribera Alta del Ebro	ESTIMACIÓN	97,0	261,0	79495,0	313,0
2002	16	Valdejalón	ESTIMACIÓN	83,0	216,0	106341,0	212,0
2002	17	D.C. Zaragoza	ESTIMACIÓN	1820,0	1623,0	1653965,0	7665,0
2002	18	Ribera Baja del Ebro	ESTIMACIÓN	31,0	31,0	14595,0	38,0
2002	19	Bajo Aragón-Caspe / Baix Aragó-Casp	ESTIMACIÓN	36,0	37,0	24164,0	72,0
2002	20	Comunidad de Calatayud	ESTIMACIÓN	104,0	170,0	82924,0	355,0
2002	21	Campo de Cariñena	ESTIMACIÓN	45,0	60,0	21123,0	101,0
2002	22	Campo de Belchite	ESTIMACIÓN	16,0	21,0	10012,0	30,0
2002	23	Bajo Martín	ESTIMACIÓN	40,0	26,0	8362,0	18,0
2002	24	Campo de Daroca	ESTIMACIÓN	13,0	17,0	6743,0	23,0
2002	25	Jiloca	ESTIMACIÓN	67,0	56,0	26138,0	72,0
2002	26	Cuencas Mineras	ESTIMACIÓN	28,0	27,0	10321,0	38,0
2002	27	Andorra-Sierra de Arcos	ESTIMACIÓN	42,0	26,0	7884,0	27,0
2002	28	Bajo Aragón	ESTIMACIÓN	129,0	110,0	122813,0	313,0
2002	29	Comunidad de Teruel	ESTIMACIÓN	80,0	62,0	66912,0	191,0
2002	30	Maestrazgo	ESTIMACIÓN	33,0	17,0	6592,0	18,0
2002	31	Sierra de Albarracín	ESTIMACIÓN	47,0	24,0	10201,0	18,0
2002	32	Gúdar-Javalambre	ESTIMACIÓN	87,0	82,0	23514,0	130,0
2002	33	Matarraña / Matarranya	ESTIMACIÓN	42,0	28,0	11131,0	23,0
2001	01	La Jacetania	ESTIMACIÓN	75,0	109,0	85836,0	631,0
2001	02	Alto Gállego	ESTIMACIÓN	75,0	145,0	96008,0	645,0
2001	03	Sobrarbe	ESTIMACIÓN	54,0	38,0	25974,0	142,0
2001	04	La Ribagorza	ESTIMACIÓN	91,0	81,0	47411,0	236,0
2001	05	Cinco Villas	ESTIMACIÓN	129,0	123,0	99085,0	278,0
2001	06	Hoya de Huesca / Plana de Uesca	ESTIMACIÓN	119,0	125,0	75401,0	278,0
2001	07	Somontano de Barbastro	ESTIMACIÓN	67,0	95,0	66836,0	161,0
2001	08	Cinca Medio	ESTIMACIÓN	76,0	100,0	42932,0	146,0
2001	09	La Litera / La Llitera	ESTIMACIÓN	105,0	93,0	67347,0	251,0
2001	10	Los Monegros	ESTIMACIÓN	85,0	123,0	51166,0	151,0
2001	11	Bajo Cinca / Baix Cinca	ESTIMACIÓN	81,0	74,0	77119,0	163,0
2001	12	Tarazona y el Moncayo	ESTIMACIÓN	39,0	50,0	32613,0	94,0
2001	13	Campo de Borja	ESTIMACIÓN	56,0	89,0	36399,0	112,0
2001	14	Aranda	ESTIMACIÓN	21,0	40,0	12016,0	39,0
2001	15	Ribera Alta del Ebro	ESTIMACIÓN	121,0	250,0	89283,0	304,0
2001	16	Valdejalón	ESTIMACIÓN	140,0	209,0	163054,0	167,0
2001	17	D.C. Zaragoza	ESTIMACIÓN	1885,0	1531,0	1287678,0	6274,0
2001	18	Ribera Baja del Ebro	ESTIMACIÓN	31,0	44,0	18332,0	52,0
2001	19	Bajo Aragón-Caspe / Baix Aragó-Casp	ESTIMACIÓN	50,0	44,0	22499,0	69,0
2001	20	Comunidad de Calatayud	ESTIMACIÓN	107,0	132,0	93945,0	313,0
2001	21	Campo de Cariñena	ESTIMACIÓN	39,0	48,0	17143,0	52,0
2001	22	Campo de Belchite	ESTIMACIÓN	18,0	21,0	9756,0	25,0
2001	23	Bajo Martín	ESTIMACIÓN	34,0	16,0	5359,0	15,0
2001	24	Campo de Daroca	ESTIMACIÓN	22,0	27,0	14083,0	48,0
2001	25	Jiloca	ESTIMACIÓN	69,0	52,0	39600,0	80,0
2001	26	Cuencas Mineras	ESTIMACIÓN	21,0	24,0	14818,0	62,0
2001	27	Andorra-Sierra de Arcos	ESTIMACIÓN	30,0	17,0	11483,0	12,0
2001	28	Bajo Aragón	ESTIMACIÓN	154,0	120,0	68170,0	222,0
2001	29	Comunidad de Teruel	ESTIMACIÓN	74,0	50,0	42997,0	192,0
2001	30	Maestrazgo	ESTIMACIÓN	26,0	10,0	5372,0	18,0
2001	31	Sierra de Albarracín	ESTIMACIÓN	34,0	18,0	6076,0	19,0
2001	32	Gúdar-Javalambre	ESTIMACIÓN	118,0	79,0	24924,0	109,0
2001	33	Matarraña / Matarranya	ESTIMACIÓN	51,0	40,0	19778,0	32,0
2000	01	La Jacetania	ESTIMACIÓN	68,0	65,0	71558,0	498,0
2000	02	Alto Gállego	ESTIMACIÓN	80,0	112,0	66664,0	482,0
2000	03	Sobrarbe	ESTIMACIÓN	62,0	108,0	29947,0	201,0
2000	04	La Ribagorza	ESTIMACIÓN	101,0	97,0	50807,0	236,0
2000	05	Cinco Villas	ESTIMACIÓN	144,0	123,0	50580,0	101,0
2000	06	Hoya de Huesca / Plana de Uesca	ESTIMACIÓN	104,0	85,0	31060,0	127,0
2000	07	Somontano de Barbastro	ESTIMACIÓN	81,0	83,0	53455,0	221,0
2000	08	Cinca Medio	ESTIMACIÓN	104,0	108,0	54285,0	174,0
2000	09	La Litera / La Llitera	ESTIMACIÓN	106,0	83,0	37428,0	84,0
2000	10	Los Monegros	ESTIMACIÓN	91,0	93,0	40767,0	50,0
2000	11	Bajo Cinca / Baix Cinca	ESTIMACIÓN	129,0	129,0	88930,0	261,0
2000	12	Tarazona y el Moncayo	ESTIMACIÓN	35,0	62,0	30333,0	129,0
2000	13	Campo de Borja	ESTIMACIÓN	61,0	83,0	28145,0	102,0
2000	14	Aranda	ESTIMACIÓN	30,0	37,0	42089,0	89,0
2000	15	Ribera Alta del Ebro	ESTIMACIÓN	134,0	193,0	72037,0	239,0
2000	16	Valdejalón	ESTIMACIÓN	133,0	184,0	113768,0	213,0
2000	17	D.C. Zaragoza	ESTIMACIÓN	1750,0	1547,0	1423394,0	6338,0
2000	18	Ribera Baja del Ebro	ESTIMACIÓN	31,0	27,0	11050,0	25,0
2000	19	Bajo Aragón-Caspe / Baix Aragó-Casp	ESTIMACIÓN	45,0	60,0	21464,0	49,0
2000	20	Comunidad de Calatayud	ESTIMACIÓN	75,0	93,0	68811,0	296,0
2000	21	Campo de Cariñena	ESTIMACIÓN	38,0	48,0	11772,0	50,0
2000	22	Campo de Belchite	ESTIMACIÓN	13,0	12,0	3476,0	9,0
2000	23	Bajo Martín	ESTIMACIÓN	39,0	19,0	8696,0	22,0
2000	24	Campo de Daroca	ESTIMACIÓN	22,0	39,0	15707,0	73,0
2000	25	Jiloca	ESTIMACIÓN	82,0	61,0	37838,0	109,0
2000	26	Cuencas Mineras	ESTIMACIÓN	31,0	37,0	9612,0	37,0
2000	27	Andorra-Sierra de Arcos	ESTIMACIÓN	59,0	35,0	13400,0	29,0
2000	28	Bajo Aragón	ESTIMACIÓN	120,0	111,0	73778,0	208,0
2000	29	Comunidad de Teruel	ESTIMACIÓN	64,0	48,0	23436,0	88,0
2000	30	Maestrazgo	ESTIMACIÓN	20,0	9,0	3923,0	15,0
2000	31	Sierra de Albarracín	ESTIMACIÓN	31,0	14,0	7317,0	12,0
2000	32	Gúdar-Javalambre	ESTIMACIÓN	143,0	93,0	32001,0	149,0
2000	33	Matarraña / Matarranya	ESTIMACIÓN	45,0	40,0	17975,0	25,0
