Año	Comarca código	Comarca nombre	Urbana   Número de recibos	Urbana   Base imponible (miles de euros)	Urbana   Base liquidable (miles de euros)	Urbana   Cuota íntegra (euros)	Urbana   Cuota líquida (euros)
2012	25	Jiloca	21535,0	324632,0	314472,0	2106815,0	2010963,0
2012	26	Cuencas Mineras	14063,0	191244,0	151289,0	1026812,0	970954,0
2012	27	Andorra-Sierra de Arcos	11530,0	365883,0	269288,0	1630770,0	1499271,0
2012	28	Bajo Aragón	30735,0	656755,0	617982,0	4800100,0	4544466,0
2012	29	Comunidad de Teruel	51801,0	1476313,0	1412455,0	9386761,0	8450843,0
2012	30	Maestrazgo	7105,0	97509,0	78413,0	426189,0	407073,0
2012	31	Sierra de Albarracín	10549,0	173058,0	146803,0	899367,0	859735,0
2012	32	Gúdar-Javalambre	22051,0	359836,0	305293,0	2048305,0	1917427,0
2012	33	Matarraña / Matarranya	10952,0	232832,0	204761,0	1447435,0	1345340,0
2013	01	La Jacetania	43754,0	2305462,0	1662703,0	9799233,0	9760129,0
2013	02	Alto Gállego	31421,0	1114168,0	847945,0	6509681,0	6454100,0
2013	03	Sobrarbe	10625,0	390717,0	244040,0	1929112,0	1928018,0
2013	04	La Ribagorza	21350,0	793322,0	586770,0	4194345,0	4183201,0
2013	05	Cinco Villas	31319,0	1161778,0	985299,0	6227495,0	6183174,0
2013	06	Hoya de Huesca / Plana de Uesca	69805,0	1952160,0	1917585,0	17805047,0	17641205,0
2013	07	Somontano de Barbastro	22836,0	615488,0	597569,0	5305168,0	5295771,0
2013	08	Cinca Medio	20060,0	438718,0	433436,0	4651336,0	4644856,0
2013	09	La Litera / La Llitera	15907,0	542094,0	387672,0	3479871,0	3469675,0
2013	10	Los Monegros	17014,0	393988,0	379181,0	2717970,0	2714982,0
2013	11	Bajo Cinca / Baix Cinca	17566,0	652743,0	423633,0	3468207,0	3467368,0
2013	12	Tarazona y el Moncayo	16968,0	256641,0	249233,0	2283793,0	2273583,0
2013	13	Campo de Borja	14076,0	238164,0	223030,0	1813502,0	1806755,0
2013	14	Aranda	9937,0	179886,0	151258,0	824704,0	761502,0
2013	15	Ribera Alta del Ebro	21460,0	1054250,0	974950,0	6279913,0	6236476,0
2013	16	Valdejalón	25989,0	1039768,0	851498,0	6176385,0	6127951,0
2013	17	D.C. Zaragoza	549600,0	42383239,0	27197585,0	180257012,0	177226868,0
2013	18	Ribera Baja del Ebro	8057,0	263105,0	223843,0	1183342,0	1176188,0
2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	13080,0	326565,0	293471,0	2315567,0	2162941,0
2013	20	Comunidad de Calatayud	51677,0	1072372,0	976807,0	6255387,0	6208727,0
2013	21	Campo de Cariñena	11132,0	240929,0	218135,0	1684823,0	1674448,0
2013	22	Campo de Belchite	6830,0	103499,0	79596,0	452734,0	452457,0
2013	23	Bajo Martín	8447,0	134721,0	134721,0	876521,0	838514,0
2013	24	Campo de Daroca	11236,0	178431,0	153191,0	885809,0	863786,0
2013	25	Jiloca	21698,0	321576,0	321576,0	2201596,0	2084196,0
2013	26	Cuencas Mineras	14093,0	179756,0	158743,0	1103785,0	1026237,0
2013	27	Andorra-Sierra de Arcos	11737,0	291341,0	291341,0	1788543,0	1639718,0
2013	28	Bajo Aragón	30885,0	638539,0	638539,0	4957551,0	4643267,0
2013	29	Comunidad de Teruel	52525,0	1481261,0	1454165,0	9684117,0	8728581,0
2013	30	Maestrazgo	7172,0	85430,0	82938,0	459771,0	426883,0
2013	31	Sierra de Albarracín	10646,0	167388,0	154392,0	968803,0	911548,0
2013	32	Gúdar-Javalambre	22310,0	346025,0	325975,0	2209637,0	2037645,0
2013	33	Matarraña / Matarranya	11111,0	215051,0	215051,0	1515214,0	1441606,0
2014	01	La Jacetania	43836,0	2331620,0	1812101,0	9622958,0	9575501,0
2014	02	Alto Gállego	31904,0	1138799,0	916399,0	6774489,0	6748527,0
2014	03	Sobrarbe	10795,0	405725,0	278237,0	2112042,0	2111569,0
2014	04	La Ribagorza	21307,0	763062,0	617361,0	4250651,0	4243964,0
2014	05	Cinco Villas	30845,0	1138130,0	1037527,0	6394335,0	6346829,0
2014	06	Hoya de Huesca / Plana de Uesca	71073,0	1994133,0	1964039,0	17523283,0	17348672,0
2014	07	Somontano de Barbastro	23005,0	679389,0	665886,0	5445045,0	5437486,0
2014	08	Cinca Medio	20246,0	471063,0	467519,0	4594757,0	4564751,0
2014	09	La Litera / La Llitera	16063,0	546021,0	413794,0	3651804,0	3647626,0
2014	10	Los Monegros	17324,0	433114,0	425973,0	2885467,0	2882957,0
2014	11	Bajo Cinca / Baix Cinca	17837,0	656440,0	454720,0	3635095,0	3635070,0
2014	12	Tarazona y el Moncayo	17041,0	279003,0	273372,0	2302654,0	2276380,0
2014	13	Campo de Borja	14511,0	277169,0	263950,0	2165126,0	2153349,0
2014	14	Aranda	10008,0	182865,0	162909,0	825574,0	735106,0
2014	15	Ribera Alta del Ebro	21953,0	1111561,0	1058114,0	6530661,0	6505576,0
2014	16	Valdejalón	27259,0	1094016,0	959523,0	6623544,0	6538225,0
2014	17	D.C. Zaragoza	554451,0	42193722,0	29159919,0	197896665,0	171635333,0
2014	18	Ribera Baja del Ebro	8151,0	225888,0	223563,0	1134118,0	1126722,0
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	13263,0	324554,0	319738,0	2359468,0	2344303,0
2014	20	Comunidad de Calatayud	52053,0	1139965,0	1063516,0	6413705,0	6373606,0
2014	21	Campo de Cariñena	11580,0	287689,0	272836,0	1963213,0	1949360,0
2014	22	Campo de Belchite	6884,0	105811,0	85531,0	468998,0	466459,0
2014	23	Bajo Martín	8461,0	149823,0	149823,0	949095,0	868594,0
2014	24	Campo de Daroca	11342,0	180172,0	160589,0	886414,0	863783,0
2014	25	Jiloca	21841,0	342862,0	338311,0	2261522,0	2075330,0
2014	26	Cuencas Mineras	14115,0	170796,0	153299,0	1143846,0	967819,0
2014	27	Andorra-Sierra de Arcos	11735,0	310336,0	255294,0	1895533,0	1587849,0
2014	28	Bajo Aragón	31398,0	713480,0	703461,0	5113228,0	4744682,0
2014	29	Comunidad de Teruel	53265,0	1619048,0	1588776,0	9889374,0	8881183,0
2014	30	Maestrazgo	7256,0	92028,0	82307,0	480526,0	416306,0
2014	31	Sierra de Albarracín	10762,0	170158,0	158949,0	977137,0	850987,0
2014	32	Gúdar-Javalambre	22377,0	355808,0	332445,0	2252398,0	2041460,0
2014	33	Matarraña / Matarranya	11393,0	238300,0	226678,0	1630821,0	1492357,0
2015	01	La Jacetania	43923,0	2058896,0	1836767,0	9867123,0	9815925,0
2015	02	Alto Gállego	32133,0	1224076,0	966148,0	7111938,0	7085588,0
2015	03	Sobrarbe	11038,0	453497,0	314047,0	2362085,0	2361314,0
2015	04	La Ribagorza	21605,0	857905,0	668868,0	4470397,0	4465473,0
2015	05	Cinco Villas	31466,0	1146191,0	1065963,0	6486866,0	6432440,0
2015	06	Hoya de Huesca / Plana de Uesca	71746,0	2285758,0	2024930,0	17366616,0	17182917,0
2015	07	Somontano de Barbastro	23558,0	845185,0	759315,0	5730838,0	5724750,0
2015	08	Cinca Medio	20448,0	571683,0	522137,0	4680291,0	4655887,0
2015	09	La Litera / La Llitera	16179,0	605428,0	444629,0	3919009,0	3915590,0
2015	10	Los Monegros	17557,0	527188,0	468621,0	3097160,0	3090741,0
2015	11	Bajo Cinca / Baix Cinca	17917,0	714285,0	489072,0	3691153,0	3691127,0
2015	12	Tarazona y el Moncayo	17257,0	318557,0	313970,0	2630399,0	2594846,0
2015	13	Campo de Borja	14696,0	309301,0	297913,0	2322874,0	2298842,0
2015	14	Aranda	10178,0	199970,0	181212,0	937255,0	828904,0
2015	15	Ribera Alta del Ebro	22298,0	1291666,0	1248095,0	7324555,0	7257744,0
2015	16	Valdejalón	27542,0	1137344,0	1037055,0	7163162,0	7064193,0
2015	17	D.C. Zaragoza	560715,0	42412626,0	30951022,0	209587867,0	172537815,0
2015	18	Ribera Baja del Ebro	8225,0	227402,0	227100,0	1174551,0	1167778,0
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	13785,0	353404,0	349501,0	2339752,0	2327897,0
2015	20	Comunidad de Calatayud	52513,0	1234845,0	1177236,0	6748884,0	6712163,0
2015	21	Campo de Cariñena	11731,0	299912,0	288261,0	2205587,0	2191510,0
2015	22	Campo de Belchite	6950,0	112668,0	96392,0	520719,0	517607,0
2015	23	Bajo Martín	8494,0	186661,0	186661,0	1289210,0	1005453,0
2015	24	Campo de Daroca	11447,0	191922,0	177448,0	1009625,0	984224,0
2015	25	Jiloca	22182,0	407716,0	407716,0	2850372,0	2369591,0
2015	26	Cuencas Mineras	14199,0	204489,0	204489,0	1438494,0	1176970,0
2015	27	Andorra-Sierra de Arcos	11813,0	339236,0	339236,0	2103061,0	1723479,0
2015	28	Bajo Aragón	31519,0	824515,0	824515,0	6389183,0	5095423,0
2015	29	Comunidad de Teruel	53701,0	1796578,0	1796578,0	11966836,0	9002028,0
2015	30	Maestrazgo	7294,0	108286,0	108286,0	608068,0	490713,0
2015	31	Sierra de Albarracín	10823,0	190069,0	190069,0	1197942,0	947351,0
2015	32	Gúdar-Javalambre	22551,0	389717,0	389717,0	2654031,0	2268306,0
2015	33	Matarraña / Matarranya	11488,0	252657,0	251916,0	1820557,0	1582549,0
2016	01	La Jacetania	43953,0	1583455,27	1544777,21	10046716,0	9963315,0
2016	02	Alto Gállego	32161,0	1083968,25	1013895,28	7023120,0	6997077,0
2016	03	Sobrarbe	11225,0	438356,04	349397,6	2523600,0	2522297,0
2016	04	La Ribagorza	21689,0	764031,82	681493,51	4433695,0	4427474,0
2016	05	Cinco Villas	31656,0	1162379,1	1102951,55	6421920,0	6372124,0
2016	06	Hoya de Huesca / Plana de Uesca	72230,0	2251973,59	2232482,45	17400330,0	17199064,0
2016	07	Somontano de Barbastro	23639,0	782660,85	776427,39	5800581,0	5791374,0
2016	08	Cinca Medio	20543,0	569447,74	569447,74	4692182,0	4668277,0
2016	09	La Litera / La Llitera	16259,0	550308,46	457979,65	3801179,0	3797007,0
2016	10	Los Monegros	17590,0	493036,06	491801,58	3199723,0	3192515,0
2016	11	Bajo Cinca / Baix Cinca	17977,0	684208,29	533862,56	3742887,0	3742860,0
2016	12	Tarazona y el Moncayo	17315,0	345333,11	341851,86	2629318,0	2581439,0
2016	13	Campo de Borja	14842,0	345084,11	335489,96	2445514,0	2421429,0
2016	14	Aranda	9702,0	164566,19	151923,41	894190,0	833751,0
2016	15	Ribera Alta del Ebro	22301,0	1230471,58	1210997,83	7010654,0	6948454,0
2016	16	Valdejalón	27510,0	1098651,62	1079641,07	7857879,0	7754683,0
2016	17	D.C. Zaragoza	561543,0	42476468,07	32651586,58	212681791,0	174754732,0
2016	18	Ribera Baja del Ebro	8096,0	230656,42	230408,57	1142294,0	1134648,0
2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	13726,0	358744,78	355835,88	2259305,0	2246570,0
2016	20	Comunidad de Calatayud	52781,0	1313869,34	1272713,27	6789123,0	6706373,0
2016	21	Campo de Cariñena	11829,0	320278,19	310421,78	2202346,0	2173551,0
2016	22	Campo de Belchite	6906,0	110115,26	101488,43	524133,0	503265,0
2016	23	Bajo Martín	8532,0	208940,45	208940,45	1191405,0	1076462,0
2016	24	Campo de Daroca	11526,0	208069,8	197142,12	1063182,0	1037630,0
2016	25	Jiloca	22213,0	446478,55	444100,27	2588410,0	2367253,0
2016	26	Cuencas Mineras	14290,0	233947,44	221904,98	1411640,0	1197445,0
2016	27	Andorra-Sierra de Arcos	11838,0	354137,46	342631,47	2000234,0	1670552,0
2016	28	Bajo Aragón	31649,0	920941,76	918823,51	5740619,0	5390895,0
2016	29	Comunidad de Teruel	54224,0	2023546,04	1995567,04	10196066,0	9046679,0
2016	30	Maestrazgo	7311,0	124392,51	117535,21	586706,0	515250,0
2016	31	Sierra de Albarracín	10891,0	211497,51	201576,26	1107851,0	970768,0
2016	32	Gúdar-Javalambre	22201,0	436827,29	416885,27	2538600,0	2323017,0
2016	33	Matarraña / Matarranya	11548,0	277986,73	271994,75	1817590,0	1667606,0
2017	01	La Jacetania	43995,0	1587074,0	1564193,0	10092585,0	10038063,0
2017	02	Alto Gállego	32206,0	1095262,0	1036806,0	7091164,0	6995945,0
2017	03	Sobrarbe	11285,0	438728,0	379972,0	2617928,0	2617502,0
2017	04	La Ribagorza	21953,0	786473,0	731608,0	4675707,0	4670529,0
2017	05	Cinco Villas	31544,0	1078317,0	1060868,0	6326241,0	6312607,0
2017	06	Hoya de Huesca / Plana de Uesca	72631,0	2326804,0	2312967,0	17948504,0	17737278,0
2017	07	Somontano de Barbastro	23542,0	801074,0	798247,0	5938310,0	5926828,0
2017	08	Cinca Medio	20694,0	608484,0	608484,0	5015681,0	4988011,0
2017	09	La Litera / La Llitera	16391,0	569218,0	493067,0	3935268,0	3930994,0
2017	10	Los Monegros	17705,0	510881,0	510881,0	3277765,0	3274138,0
2017	11	Bajo Cinca / Baix Cinca	18198,0	705486,0	579680,0	3860902,0	3860836,0
2017	12	Tarazona y el Moncayo	17370,0	383849,0	382436,0	2727033,0	2722109,0
2017	13	Campo de Borja	14954,0	367388,0	359654,0	2535531,0	2534776,0
2017	14	Aranda	9774,0	162281,0	150196,0	894383,0	850896,0
2017	15	Ribera Alta del Ebro	22081,0	1199714,0	1180502,0	6948485,0	6945385,0
2017	16	Valdejalón	27546,0	1162400,0	1151477,0	8194135,0	8185267,0
2017	17	D.C. Zaragoza	569427,0	42969686,0	34620037,0	183472549,0	178304776,0
2017	18	Ribera Baja del Ebro	8055,0	243626,0	243626,0	1215686,0	1215686,0
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	13951,0	395737,0	395022,0	2521104,0	2520299,0
2017	20	Comunidad de Calatayud	52867,0	1347377,0	1322775,0	6820200,0	6809148,0
2017	21	Campo de Cariñena	11806,0	330854,0	322790,0	2234977,0	2223394,0
2017	22	Campo de Belchite	6893,0	113098,0	107597,0	540704,0	540697,0
2017	23	Bajo Martín	8587,0	222073,0	222073,0	1267229,0	1143084,0
2017	24	Campo de Daroca	11546,0	205545,0	200261,0	1123436,0	1123435,0
2017	25	Jiloca	22298,0	474799,0	474799,0	2674943,0	2423428,0
2017	26	Cuencas Mineras	14317,0	231879,0	231879,0	1446561,0	1203542,0
2017	27	Andorra-Sierra de Arcos	11879,0	351160,0	351160,0	2041996,0	1685968,0
2017	28	Bajo Aragón	31784,0	970056,0	970056,0	6017003,0	5548282,0
2017	29	Comunidad de Teruel	54374,0	2116923,0	2116923,0	10790594,0	9146038,0
2017	30	Maestrazgo	7326,0	127189,0	127189,0	637291,0	558801,0
2017	31	Sierra de Albarracín	10938,0	211361,0	211361,0	1137353,0	967524,0
2017	32	Gúdar-Javalambre	22272,0	441824,0	441824,0	2643388,0	2384238,0
2017	33	Matarraña / Matarranya	11491,0	280273,0	280273,0	1865574,0	1701610,0
2018	01	La Jacetania	46412,0	1636302,0	1622196,0	10447758,0	10404069,0
2018	02	Alto Gállego	33800,0	1102709,0	1072682,0	7185104,0	7087056,0
2018	03	Sobrarbe	12560,0	441877,0	397299,0	2714449,0	2713527,0
2018	04	La Ribagorza	23982,0	807733,0	779300,0	4903786,0	4898972,0
2018	05	Cinco Villas	31363,0	1087870,0	1079814,0	6416741,0	6365586,0
2018	06	Hoya de Huesca / Plana de Uesca	76562,0	2426934,0	2417437,0	18700372,0	18558874,0
2018	07	Somontano de Barbastro	25502,0	804792,0	802448,0	5942119,0	5928225,0
2018	08	Cinca Medio	21803,0	634846,0	634846,0	5219345,0	5191036,0
2018	09	La Litera / La Llitera	17423,0	578651,0	518288,0	4022979,0	4019383,0
2018	10	Los Monegros	19163,0	526095,0	526095,0	3363927,0	3355277,0
2018	11	Bajo Cinca / Baix Cinca	18981,0	712087,0	610309,0	3893343,0	3893272,0
2018	12	Tarazona y el Moncayo	17327,0	389769,0	389066,0	2777212,0	2768501,0
2018	13	Campo de Borja	15002,0	380768,0	374661,0	2524263,0	2486235,0
2018	14	Aranda	9712,0	166547,0	154477,0	915792,0	878737,0
2018	15	Ribera Alta del Ebro	21939,0	1230006,0	1216363,0	7140627,0	7077633,0
2018	16	Valdejalón	27530,0	1200426,0	1198817,0	8418866,0	8333805,0
2018	17	D.C. Zaragoza	573238,0	43371448,0	36635870,0	189074978,0	184636922,0
2018	18	Ribera Baja del Ebro	8060,0	253733,0	253733,0	1271636,0	1261444,0
2018	19	Bajo Aragón-Caspe / Baix Aragó-Casp	13476,0	363168,0	363043,0	2310542,0	2305001,0
2018	20	Comunidad de Calatayud	53017,0	1384266,0	1367201,0	7127774,0	7064924,0
2018	21	Campo de Cariñena	11783,0	349902,0	342627,0	2310670,0	2278715,0
2018	22	Campo de Belchite	6912,0	120480,0	116963,0	591080,0	586003,0
2018	23	Bajo Martín	8607,0	236878,0	236878,0	1358861,0	1217943,0
2018	24	Campo de Daroca	11413,0	212763,0	212049,0	1193780,0	1157305,0
2018	25	Jiloca	22592,0	527590,0	527590,0	2850222,0	2580720,0
2018	26	Cuencas Mineras	14413,0	245415,0	245415,0	1518940,0	1248916,0
2018	27	Andorra-Sierra de Arcos	11957,0	365195,0	365195,0	2114017,0	1760656,0
2018	28	Bajo Aragón	32255,0	1042631,0	1042631,0	6410154,0	5860192,0
2018	29	Comunidad de Teruel	54981,0	2339791,0	2339791,0	10971237,0	9759584,0
2018	30	Maestrazgo	7415,0	148808,0	148808,0	736077,0	652834,0
2018	31	Sierra de Albarracín	11031,0	231964,0	231964,0	1228308,0	1058766,0
2018	32	Gúdar-Javalambre	22161,0	473235,0	473235,0	2768450,0	2506641,0
2018	33	Matarraña / Matarranya	11508,0	285490,0	285490,0	1821511,0	1687412,0
2019	01	La Jacetania	46740,0	1651044,0	1643739,0	10581683,0	10560847,0
2019	02	Alto Gállego	33839,0	1121914,0	1108536,0	7368426,0	7254897,0
2019	03	Sobrarbe	12979,0	453291,0	420123,0	2846394,0	2844843,0
2019	04	La Ribagorza	24256,0	816295,0	812531,0	5054501,0	5054501,0
2019	05	Cinco Villas	31710,0	1086915,0	1086431,0	6526345,0	6520796,0
2019	06	Hoya de Huesca / Plana de Uesca	76942,0	2482322,0	2476389,0	19159595,0	19058290,0
2019	07	Somontano de Barbastro	25652,0	809463,0	808061,0	5926709,0	5910132,0
2019	08	Cinca Medio	21911,0	642281,0	642281,0	5269113,0	5240825,0
2019	09	La Litera / La Llitera	17566,0	606685,0	557235,0	4205131,0	4201604,0
2019	10	Los Monegros	19274,0	529919,0	529919,0	3378994,0	3374775,0
2019	11	Bajo Cinca / Baix Cinca	19115,0	752648,0	668653,0	4043441,0	4043321,0
2019	12	Tarazona y el Moncayo	17514,0	391308,0	391043,0	2790123,0	2780497,0
2019	13	Campo de Borja	15166,0	381780,0	376960,0	2515129,0	2512535,0
2019	14	Aranda	10954,0	163714,0	153861,0	916209,0	878812,0
2019	15	Ribera Alta del Ebro	22214,0	1222280,0	1213407,0	7053228,0	6943159,0
2019	16	Valdejalón	27876,0	1186104,0	1185304,0	8337319,0	8326804,0
2019	17	D.C. Zaragoza	577549,0	40662603,0	37566776,0	182277231,0	178129441,0
2019	18	Ribera Baja del Ebro	8119,0	251046,0	251046,0	1260515,0	1260515,0
2019	19	Bajo Aragón-Caspe / Baix Aragó-Casp	18647,0	398366,0	363279,0	2200039,0	2199234,0
2019	20	Comunidad de Calatayud	53702,0	1383445,0	1374814,0	7168584,0	7141246,0
2019	21	Campo de Cariñena	12027,0	349554,0	345741,0	2329799,0	2318180,0
2019	22	Campo de Belchite	6975,0	125572,0	123821,0	628302,0	628302,0
2019	23	Bajo Martín	8637,0	233879,0	233879,0	1304926,0	1180514,0
2019	24	Campo de Daroca	11648,0	207654,0	207372,0	1215273,0	1215273,0
2019	25	Jiloca	22554,0	531729,0	531729,0	2931845,0	2589297,0
2019	26	Cuencas Mineras	14436,0	252994,0	250030,0	1527097,0	1256054,0
2019	27	Andorra-Sierra de Arcos	11916,0	368407,0	368407,0	2132865,0	1778114,0
2019	28	Bajo Aragón	29090,0	1074467,0	1074467,0	6553753,0	5976864,0
2019	29	Comunidad de Teruel	55188,0	2424015,0	2421978,0	11114116,0	9882441,0
2019	30	Maestrazgo	7442,0	152109,0	152109,0	773459,0	650510,0
2019	31	Sierra de Albarracín	11173,0	235939,0	234278,0	1256703,0	1085287,0
2019	32	Gúdar-Javalambre	22344,0	512770,0	508478,0	3043027,0	2705350,0
2019	33	Matarraña / Matarranya	11753,0	313119,0	313119,0	2083576,0	1859621,0
