Año	Sexo	Comarca Código	Comarca Nombre	Nº Accidentes	Grupo Grado Código	Grupo Grado Código
2014,0	Hombres	05	Cinco Villas	6	Leves	1
2014,0	Hombres	06	Hoya de Huesca / Plana de Uesca	13	Leves	1
2014,0	Hombres	07	Somontano de Barbastro	6	Leves	1
2014,0	Hombres	08	Cinca Medio	9	Leves	1
2014,0	Hombres	09	La Litera / La Llitera	5	Leves	1
2014,0	Hombres	10	Los Monegros	2	Leves	1
2014,0	Hombres	11	Bajo Cinca / Baix Cinca	11	Leves	1
2014,0	Hombres	12	Tarazona y el Moncayo	1	Leves	1
2014,0	Hombres	13	Campo de Borja	3	Leves	1
2014,0	Hombres	15	Ribera Alta del Ebro	14	Leves	1
2014,0	Hombres	16	Valdejalón	17	Leves	1
2014,0	Hombres	17	D.C. Zaragoza	419	Leves	1
2014,0	Hombres	18	Ribera Baja del Ebro	4	Leves	1
2014,0	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Leves	1
2014,0	Hombres	20	Comunidad de Calatayud	8	Leves	1
2014,0	Hombres	21	Campo de Cariñena	8	Leves	1
2014,0	Hombres	24	Campo de Daroca	1	Leves	1
2014,0	Hombres	25	Jiloca	2	Leves	1
2014,0	Hombres	26	Cuencas Mineras	2	Leves	1
2014,0	Hombres	27	Andorra-Sierra de Arcos	2	Leves	1
2014,0	Hombres	28	Bajo Aragón	3	Leves	1
2014,0	Hombres	29	Comunidad de Teruel	21	Leves	1
2014,0	Hombres	32	Gúdar-Javalambre	1	Leves	1
2014,0	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	11	Leves	1
2014,0	Mujeres	01	La Jacetania	9	Leves	1
2014,0	Mujeres	02	Alto Gállego	2	Leves	1
2014,0	Mujeres	03	Sobrarbe	1	Leves	1
2014,0	Mujeres	04	La Ribagorza	7	Leves	1
2014,0	Mujeres	05	Cinco Villas	10	Leves	1
2014,0	Mujeres	06	Hoya de Huesca / Plana de Uesca	37	Leves	1
2014,0	Mujeres	07	Somontano de Barbastro	9	Leves	1
2014,0	Mujeres	08	Cinca Medio	6	Leves	1
2014,0	Mujeres	09	La Litera / La Llitera	6	Leves	1
2014,0	Mujeres	11	Bajo Cinca / Baix Cinca	9	Leves	1
2014,0	Mujeres	12	Tarazona y el Moncayo	6	Leves	1
2014,0	Mujeres	13	Campo de Borja	4	Leves	1
2014,0	Mujeres	15	Ribera Alta del Ebro	9	Leves	1
2014,0	Mujeres	16	Valdejalón	12	Leves	1
2014,0	Mujeres	17	D.C. Zaragoza	754	Leves	1
2014,0	Mujeres	18	Ribera Baja del Ebro	2	Leves	1
2014,0	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Leves	1
2014,0	Mujeres	20	Comunidad de Calatayud	24	Leves	1
2014,0	Mujeres	21	Campo de Cariñena	1	Leves	1
2014,0	Mujeres	25	Jiloca	4	Leves	1
2014,0	Mujeres	28	Bajo Aragón	8	Leves	1
2014,0	Mujeres	29	Comunidad de Teruel	26	Leves	1
2014,0	Mujeres	31	Sierra de Albarracín	1	Leves	1
2014,0	Mujeres	32	Gúdar-Javalambre	1	Leves	1
2014,0	Mujeres	33	Matarraña / Matarranya	1	Leves	1
2014,0	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	3	Leves	1
2013,0	Hombres	01	La Jacetania	8	Leves	1
2013,0	Hombres	02	Alto Gállego	4	Leves	1
2013,0	Hombres	03	Sobrarbe	1	Leves	1
2013,0	Hombres	04	La Ribagorza	2	Leves	1
2013,0	Hombres	05	Cinco Villas	5	Leves	1
2013,0	Hombres	06	Hoya de Huesca / Plana de Uesca	17	Leves	1
2013,0	Hombres	07	Somontano de Barbastro	3	Leves	1
2013,0	Hombres	08	Cinca Medio	13	Leves	1
2013,0	Hombres	09	La Litera / La Llitera	3	Leves	1
2013,0	Hombres	10	Los Monegros	6	Leves	1
2013,0	Hombres	11	Bajo Cinca / Baix Cinca	9	Leves	1
2013,0	Hombres	12	Tarazona y el Moncayo	2	Leves	1
2013,0	Hombres	13	Campo de Borja	1	Leves	1
2013,0	Hombres	15	Ribera Alta del Ebro	18	Leves	1
2013,0	Hombres	16	Valdejalón	11	Leves	1
2013,0	Hombres	17	D.C. Zaragoza	461	Leves	1
2013,0	Hombres	18	Ribera Baja del Ebro	2	Leves	1
2013,0	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	6	Leves	1
2013,0	Hombres	20	Comunidad de Calatayud	15	Leves	1
2013,0	Hombres	21	Campo de Cariñena	1	Leves	1
2013,0	Hombres	23	Bajo Martín	1	Leves	1
2013,0	Hombres	24	Campo de Daroca	2	Leves	1
2013,0	Hombres	25	Jiloca	1	Leves	1
2013,0	Hombres	27	Andorra-Sierra de Arcos	1	Leves	1
2013,0	Hombres	28	Bajo Aragón	5	Leves	1
2013,0	Hombres	29	Comunidad de Teruel	15	Leves	1
2013,0	Hombres	31	Sierra de Albarracín	1	Leves	1
2013,0	Hombres	32	Gúdar-Javalambre	3	Leves	1
2013,0	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	7	Leves	1
2013,0	Mujeres	01	La Jacetania	9	Leves	1
2013,0	Mujeres	02	Alto Gállego	9	Leves	1
2013,0	Mujeres	03	Sobrarbe	4	Leves	1
2013,0	Mujeres	04	La Ribagorza	5	Leves	1
2013,0	Mujeres	05	Cinco Villas	9	Leves	1
2013,0	Mujeres	06	Hoya de Huesca / Plana de Uesca	29	Leves	1
2013,0	Mujeres	07	Somontano de Barbastro	12	Leves	1
2013,0	Mujeres	08	Cinca Medio	10	Leves	1
2013,0	Mujeres	09	La Litera / La Llitera	4	Leves	1
2013,0	Mujeres	10	Los Monegros	7	Leves	1
2013,0	Mujeres	11	Bajo Cinca / Baix Cinca	11	Leves	1
2013,0	Mujeres	12	Tarazona y el Moncayo	7	Leves	1
2013,0	Mujeres	14	Aranda	1	Leves	1
2013,0	Mujeres	15	Ribera Alta del Ebro	13	Leves	1
2013,0	Mujeres	16	Valdejalón	7	Leves	1
2013,0	Mujeres	17	D.C. Zaragoza	743	Leves	1
2013,0	Mujeres	18	Ribera Baja del Ebro	6	Leves	1
2013,0	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Leves	1
2013,0	Mujeres	20	Comunidad de Calatayud	13	Leves	1
2013,0	Mujeres	21	Campo de Cariñena	1	Leves	1
2013,0	Mujeres	22	Campo de Belchite	2	Leves	1
2013,0	Mujeres	24	Campo de Daroca	2	Leves	1
2013,0	Mujeres	25	Jiloca	3	Leves	1
2013,0	Mujeres	26	Cuencas Mineras	4	Leves	1
2013,0	Mujeres	27	Andorra-Sierra de Arcos	2	Leves	1
2013,0	Mujeres	28	Bajo Aragón	7	Leves	1
2013,0	Mujeres	29	Comunidad de Teruel	43	Leves	1
2013,0	Mujeres	31	Sierra de Albarracín	1	Leves	1
2013,0	Mujeres	32	Gúdar-Javalambre	1	Leves	1
2013,0	Mujeres	33	Matarraña / Matarranya	2	Leves	1
2013,0	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	4	Leves	1
2012,0	Hombres	01	La Jacetania	4	Leves	1
2012,0	Hombres	02	Alto Gállego	2	Leves	1
2012,0	Hombres	05	Cinco Villas	3	Leves	1
2012,0	Hombres	06	Hoya de Huesca / Plana de Uesca	18	Leves	1
2012,0	Hombres	07	Somontano de Barbastro	4	Leves	1
2012,0	Hombres	08	Cinca Medio	13	Leves	1
2012,0	Hombres	09	La Litera / La Llitera	7	Leves	1
2012,0	Hombres	10	Los Monegros	5	Leves	1
2012,0	Hombres	11	Bajo Cinca / Baix Cinca	5	Leves	1
2012,0	Hombres	12	Tarazona y el Moncayo	2	Leves	1
2012,0	Hombres	13	Campo de Borja	3	Leves	1
2012,0	Hombres	14	Aranda	2	Leves	1
2012,0	Hombres	15	Ribera Alta del Ebro	16	Leves	1
2012,0	Hombres	16	Valdejalón	7	Leves	1
2012,0	Hombres	17	D.C. Zaragoza	385	Leves	1
2012,0	Hombres	18	Ribera Baja del Ebro	2	Leves	1
2012,0	Hombres	20	Comunidad de Calatayud	7	Leves	1
2012,0	Hombres	21	Campo de Cariñena	3	Leves	1
2012,0	Hombres	25	Jiloca	1	Leves	1
2012,0	Hombres	26	Cuencas Mineras	2	Leves	1
2012,0	Hombres	27	Andorra-Sierra de Arcos	3	Leves	1
2012,0	Hombres	28	Bajo Aragón	4	Leves	1
2012,0	Hombres	29	Comunidad de Teruel	10	Leves	1
2012,0	Hombres	31	Sierra de Albarracín	1	Leves	1
2012,0	Hombres	32	Gúdar-Javalambre	1	Leves	1
2012,0	Hombres	33	Matarraña / Matarranya	1	Leves	1
2012,0	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	5	Leves	1
2012,0	Mujeres	01	La Jacetania	7	Leves	1
2012,0	Mujeres	02	Alto Gállego	5	Leves	1
2012,0	Mujeres	03	Sobrarbe	3	Leves	1
2012,0	Mujeres	04	La Ribagorza	1	Leves	1
2012,0	Mujeres	05	Cinco Villas	7	Leves	1
2012,0	Mujeres	06	Hoya de Huesca / Plana de Uesca	36	Leves	1
2012,0	Mujeres	07	Somontano de Barbastro	8	Leves	1
2012,0	Mujeres	08	Cinca Medio	7	Leves	1
2012,0	Mujeres	09	La Litera / La Llitera	3	Leves	1
2012,0	Mujeres	10	Los Monegros	3	Leves	1
2012,0	Mujeres	11	Bajo Cinca / Baix Cinca	11	Leves	1
2012,0	Mujeres	12	Tarazona y el Moncayo	3	Leves	1
2012,0	Mujeres	13	Campo de Borja	3	Leves	1
2012,0	Mujeres	14	Aranda	2	Leves	1
2012,0	Mujeres	15	Ribera Alta del Ebro	10	Leves	1
2012,0	Mujeres	16	Valdejalón	13	Leves	1
2012,0	Mujeres	17	D.C. Zaragoza	657	Leves	1
2012,0	Mujeres	18	Ribera Baja del Ebro	5	Leves	1
2012,0	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	6	Leves	1
2012,0	Mujeres	20	Comunidad de Calatayud	9	Leves	1
2012,0	Mujeres	23	Bajo Martín	1	Leves	1
2012,0	Mujeres	25	Jiloca	2	Leves	1
2012,0	Mujeres	26	Cuencas Mineras	4	Leves	1
2012,0	Mujeres	27	Andorra-Sierra de Arcos	1	Leves	1
2012,0	Mujeres	28	Bajo Aragón	7	Leves	1
2012,0	Mujeres	29	Comunidad de Teruel	24	Leves	1
2012,0	Mujeres	32	Gúdar-Javalambre	2	Leves	1
2012,0	Mujeres	33	Matarraña / Matarranya	2	Leves	1
2012,0	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	4	Leves	1
2011,0	Hombres	01	La Jacetania	5	Leves	1
2011,0	Hombres	02	Alto Gállego	1	Leves	1
2011,0	Hombres	03	Sobrarbe	1	Leves	1
2011,0	Hombres	04	La Ribagorza	3	Leves	1
2011,0	Hombres	05	Cinco Villas	9	Leves	1
2011,0	Hombres	06	Hoya de Huesca / Plana de Uesca	22	Leves	1
2011,0	Hombres	07	Somontano de Barbastro	5	Leves	1
2011,0	Hombres	08	Cinca Medio	8	Leves	1
2011,0	Hombres	09	La Litera / La Llitera	7	Leves	1
2011,0	Hombres	10	Los Monegros	6	Leves	1
2011,0	Hombres	11	Bajo Cinca / Baix Cinca	13	Leves	1
2011,0	Hombres	12	Tarazona y el Moncayo	1	Leves	1
2011,0	Hombres	13	Campo de Borja	1	Leves	1
2011,0	Hombres	15	Ribera Alta del Ebro	29	Leves	1
2011,0	Hombres	16	Valdejalón	14	Leves	1
2011,0	Hombres	17	D.C. Zaragoza	498	Leves	1
2011,0	Hombres	18	Ribera Baja del Ebro	6	Leves	1
2011,0	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	5	Leves	1
2011,0	Hombres	20	Comunidad de Calatayud	5	Leves	1
2011,0	Hombres	21	Campo de Cariñena	8	Leves	1
2011,0	Hombres	22	Campo de Belchite	1	Leves	1
2011,0	Hombres	23	Bajo Martín	1	Leves	1
2011,0	Hombres	24	Campo de Daroca	1	Leves	1
2011,0	Hombres	26	Cuencas Mineras	2	Leves	1
2011,0	Hombres	28	Bajo Aragón	6	Leves	1
2011,0	Hombres	29	Comunidad de Teruel	14	Leves	1
2011,0	Hombres	31	Sierra de Albarracín	1	Leves	1
2011,0	Hombres	32	Gúdar-Javalambre	2	Leves	1
2011,0	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	6	Leves	1
2011,0	Mujeres	01	La Jacetania	3	Leves	1
2011,0	Mujeres	02	Alto Gállego	6	Leves	1
2011,0	Mujeres	03	Sobrarbe	4	Leves	1
2011,0	Mujeres	04	La Ribagorza	4	Leves	1
2011,0	Mujeres	05	Cinco Villas	7	Leves	1
2011,0	Mujeres	06	Hoya de Huesca / Plana de Uesca	31	Leves	1
2011,0	Mujeres	07	Somontano de Barbastro	8	Leves	1
2011,0	Mujeres	08	Cinca Medio	7	Leves	1
2011,0	Mujeres	09	La Litera / La Llitera	4	Leves	1
2011,0	Mujeres	10	Los Monegros	3	Leves	1
2011,0	Mujeres	11	Bajo Cinca / Baix Cinca	6	Leves	1
2011,0	Mujeres	12	Tarazona y el Moncayo	8	Leves	1
2011,0	Mujeres	13	Campo de Borja	4	Leves	1
2011,0	Mujeres	15	Ribera Alta del Ebro	16	Leves	1
2011,0	Mujeres	16	Valdejalón	18	Leves	1
2011,0	Mujeres	17	D.C. Zaragoza	725	Leves	1
2011,0	Mujeres	18	Ribera Baja del Ebro	10	Leves	1
2011,0	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Leves	1
2011,0	Mujeres	20	Comunidad de Calatayud	14	Leves	1
2011,0	Mujeres	21	Campo de Cariñena	1	Leves	1
2011,0	Mujeres	24	Campo de Daroca	2	Leves	1
2011,0	Mujeres	25	Jiloca	1	Leves	1
2011,0	Mujeres	26	Cuencas Mineras	1	Leves	1
2011,0	Mujeres	28	Bajo Aragón	8	Leves	1
2011,0	Mujeres	29	Comunidad de Teruel	23	Leves	1
2011,0	Mujeres	31	Sierra de Albarracín	2	Leves	1
2011,0	Mujeres	32	Gúdar-Javalambre	5	Leves	1
2011,0	Mujeres	33	Matarraña / Matarranya	1	Leves	1
2011,0	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	7	Leves	1
2010,0	Hombres	01	La Jacetania	5	Leves	1
2010,0	Hombres	02	Alto Gállego	8	Leves	1
2010,0	Hombres	03	Sobrarbe	3	Leves	1
2010,0	Hombres	04	La Ribagorza	2	Leves	1
2010,0	Hombres	05	Cinco Villas	6	Leves	1
2010,0	Hombres	06	Hoya de Huesca / Plana de Uesca	29	Leves	1
2010,0	Hombres	07	Somontano de Barbastro	6	Leves	1
2010,0	Hombres	08	Cinca Medio	12	Leves	1
2010,0	Hombres	09	La Litera / La Llitera	7	Leves	1
2010,0	Hombres	10	Los Monegros	7	Leves	1
2010,0	Hombres	11	Bajo Cinca / Baix Cinca	10	Leves	1
2010,0	Hombres	12	Tarazona y el Moncayo	6	Leves	1
2010,0	Hombres	13	Campo de Borja	7	Leves	1
2010,0	Hombres	14	Aranda	3	Leves	1
2010,0	Hombres	15	Ribera Alta del Ebro	72	Leves	1
2010,0	Hombres	16	Valdejalón	22	Leves	1
2010,0	Hombres	17	D.C. Zaragoza	544	Leves	1
2010,0	Hombres	18	Ribera Baja del Ebro	6	Leves	1
2010,0	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	6	Leves	1
2010,0	Hombres	20	Comunidad de Calatayud	5	Leves	1
2010,0	Hombres	21	Campo de Cariñena	4	Leves	1
2010,0	Hombres	23	Bajo Martín	4	Leves	1
2010,0	Hombres	24	Campo de Daroca	2	Leves	1
2010,0	Hombres	25	Jiloca	5	Leves	1
2010,0	Hombres	26	Cuencas Mineras	2	Leves	1
2010,0	Hombres	27	Andorra-Sierra de Arcos	3	Leves	1
2010,0	Hombres	28	Bajo Aragón	11	Leves	1
2010,0	Hombres	29	Comunidad de Teruel	24	Leves	1
2010,0	Hombres	32	Gúdar-Javalambre	5	Leves	1
2010,0	Hombres	33	Matarraña / Matarranya	2	Leves	1
2010,0	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	6	Leves	1
2010,0	Mujeres	01	La Jacetania	13	Leves	1
2010,0	Mujeres	02	Alto Gállego	11	Leves	1
2010,0	Mujeres	03	Sobrarbe	4	Leves	1
2010,0	Mujeres	04	La Ribagorza	5	Leves	1
2010,0	Mujeres	05	Cinco Villas	7	Leves	1
2010,0	Mujeres	06	Hoya de Huesca / Plana de Uesca	40	Leves	1
2010,0	Mujeres	07	Somontano de Barbastro	15	Leves	1
2010,0	Mujeres	08	Cinca Medio	3	Leves	1
2010,0	Mujeres	09	La Litera / La Llitera	6	Leves	1
2010,0	Mujeres	10	Los Monegros	5	Leves	1
2010,0	Mujeres	11	Bajo Cinca / Baix Cinca	8	Leves	1
2010,0	Mujeres	12	Tarazona y el Moncayo	7	Leves	1
2010,0	Mujeres	13	Campo de Borja	12	Leves	1
2010,0	Mujeres	14	Aranda	1	Leves	1
2010,0	Mujeres	15	Ribera Alta del Ebro	18	Leves	1
2010,0	Mujeres	16	Valdejalón	14	Leves	1
2010,0	Mujeres	17	D.C. Zaragoza	784	Leves	1
2010,0	Mujeres	18	Ribera Baja del Ebro	2	Leves	1
2010,0	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	5	Leves	1
2010,0	Mujeres	20	Comunidad de Calatayud	20	Leves	1
2010,0	Mujeres	21	Campo de Cariñena	3	Leves	1
2010,0	Mujeres	23	Bajo Martín	1	Leves	1
2010,0	Mujeres	24	Campo de Daroca	1	Leves	1
2010,0	Mujeres	25	Jiloca	3	Leves	1
2010,0	Mujeres	26	Cuencas Mineras	1	Leves	1
2010,0	Mujeres	27	Andorra-Sierra de Arcos	2	Leves	1
2010,0	Mujeres	28	Bajo Aragón	9	Leves	1
2010,0	Mujeres	29	Comunidad de Teruel	41	Leves	1
2010,0	Mujeres	30	Maestrazgo	1	Leves	1
2010,0	Mujeres	31	Sierra de Albarracín	2	Leves	1
2010,0	Mujeres	32	Gúdar-Javalambre	6	Leves	1
2010,0	Mujeres	33	Matarraña / Matarranya	1	Leves	1
2010,0	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	5	Leves	1
2009,0	Hombres	01	La Jacetania	8	Leves	1
2009,0	Hombres	02	Alto Gállego	10	Leves	1
2009,0	Hombres	03	Sobrarbe	1	Leves	1
2009,0	Hombres	04	La Ribagorza	7	Leves	1
2009,0	Hombres	05	Cinco Villas	14	Leves	1
2009,0	Hombres	06	Hoya de Huesca / Plana de Uesca	36	Leves	1
2009,0	Hombres	07	Somontano de Barbastro	6	Leves	1
2009,0	Hombres	08	Cinca Medio	11	Leves	1
2009,0	Hombres	09	La Litera / La Llitera	8	Leves	1
2009,0	Hombres	10	Los Monegros	8	Leves	1
2009,0	Hombres	11	Bajo Cinca / Baix Cinca	11	Leves	1
2009,0	Hombres	12	Tarazona y el Moncayo	4	Leves	1
2009,0	Hombres	13	Campo de Borja	1	Leves	1
2009,0	Hombres	14	Aranda	1	Leves	1
2009,0	Hombres	15	Ribera Alta del Ebro	31	Leves	1
2009,0	Hombres	16	Valdejalón	16	Leves	1
2009,0	Hombres	17	D.C. Zaragoza	537	Leves	1
2009,0	Hombres	18	Ribera Baja del Ebro	7	Leves	1
2009,0	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Leves	1
2009,0	Hombres	20	Comunidad de Calatayud	7	Leves	1
2009,0	Hombres	21	Campo de Cariñena	10	Leves	1
2009,0	Hombres	22	Campo de Belchite	1	Leves	1
2009,0	Hombres	23	Bajo Martín	2	Leves	1
2009,0	Hombres	25	Jiloca	2	Leves	1
