Año	Municipio código	Municipio nombre	Rústica   Número de recibos	Rústica   Base imponible (miles de euros)	Rústica   Base liquidable (miles de euros)	Rústica   Cuota íntegra (euros)	Rústica   Cuota líquida (euros)
2006	50016	Aldehuela de Liestos	299,0	583,0		1748,0	1748,0
2006	50017	Alfajarín	1700,0	6455,0		35504,0	35504,0
2006	50018	Alfamén	679,0	14066,0		111118,0	111118,0
2006	50019	Alforque	92,0	633,0		3164,0	3164,0
2006	50020	Alhama de Aragón	622,0	985,0		6401,0	6401,0
2006	50021	Almochuel	191,0	786,0		5505,0	5505,0
2006	50022	Almolda (La)	635,0	3195,0		20767,0	20767,0
2006	50023	Almonacid de la Cuba	653,0	2057,0		12344,0	12344,0
2006	50024	Almonacid de la Sierra	546,0	8302,0		49812,0	49812,0
2006	50025	Almunia de Doña Godina (La)	1408,0	18835,0		163867,0	163867,0
2006	50026	Alpartir	281,0	799,0		5191,0	5163,0
2006	50027	Ambel	736,0	1268,0		8244,0	8111,0
2006	50028	Anento	422,0	843,0		5481,0	5474,0
2006	50029	Aniñón	375,0	1419,0		5677,0	5677,0
2006	50030	Añón de Moncayo	657,0	771,0		3854,0	3849,0
2006	50031	Aranda de Moncayo	861,0	1400,0		5322,0	5250,0
2006	50032	Arándiga	903,0	1788,0		8940,0	8940,0
2006	50033	Ardisa	86,0	645,0		4066,0	4066,0
2006	50034	Ariza	402,0	2368,0		12788,0	12788,0
2006	50035	Artieda	62,0	345,0		2070,0	2067,0
2006	50036	Asín	158,0	610,0		3963,0	3963,0
2006	50037	Atea	583,0	937,0		2811,0	2811,0
2006	50038	Ateca	1456,0	3051,0		19832,0	19660,0
2006	50039	Azuara	592,0	5093,0		40744,0	40744,0
2006	50040	Badules	153,0	558,0		1675,0	1675,0
2006	50041	Bagüés	42,0	152,0		669,0	669,0
2006	50042	Balconchán	203,0	184,0		553,0	383,0
2006	50043	Bárboles	189,0	4339,0		22999,0	22864,0
2006	50044	Bardallur	508,0	2207,0		6621,0	6621,0
2006	50045	Belchite	1466,0	9205,0		59832,0	59832,0
2006	50046	Belmonte de Gracián	321,0	1248,0		8737,0	8737,0
2006	50047	Berdejo	256,0	152,0		456,0	456,0
2006	50048	Berrueco	104,0	274,0		1646,0	1515,0
2006	50050	Bijuesca	767,0	1040,0		6243,0	6243,0
2006	50051	Biota	1060,0	10156,0		72110,0	72106,0
2006	50052	Bisimbre	215,0	905,0		5884,0	5884,0
2006	50053	Boquiñeni	631,0	3637,0		18912,0	18912,0
2006	50054	Bordalba	163,0	751,0		4880,0	4880,0
2006	50055	Borja	961,0	5810,0		50024,0	50024,0
2006	50056	Botorrita	260,0	1321,0		7925,0	7925,0
2006	50057	Brea de Aragón	85,0	235,0		1032,0	1032,0
2006	50058	Bubierca	321,0	849,0		2548,0	2548,0
2006	50059	Bujaraloz	415,0	6802,0		20407,0	20407,0
2006	50060	Bulbuente	715,0	1067,0		6935,0	6935,0
2006	50061	Bureta	456,0	664,0		4645,0	4645,0
2006	50062	Burgo de Ebro (El)	805,0	5036,0		22661,0	22661,0
2006	50063	Buste (El)	185,0	140,0		839,0	839,0
2006	50064	Cabañas de Ebro	302,0	2754,0		19278,0	19278,0
2006	50065	Cabolafuente	483,0	883,0		4413,0	4399,0
2006	50066	Cadrete	252,0	848,0		4831,0	4831,0
2006	50067	Calatayud	1267,0	8170,0		44935,0	41018,0
2006	50068	Calatorao	1370,0	11498,0		35758,0	35731,0
2006	50069	Calcena	484,0	123,0		552,0	552,0
2006	50070	Calmarza	362,0	484,0		3868,0	3868,0
2006	50071	Campillo de Aragón	214,0	449,0		2246,0	2246,0
2006	50072	Carenas	444,0	509,0		3053,0	3053,0
2006	50073	Cariñena	1592,0	9100,0		50050,0	50050,0
2006	50074	Caspe	4425,0	32806,0		272293,0	268515,0
2006	50075	Castejón de Alarba	196,0	440,0		1319,0	1319,0
2006	50076	Castejón de las Armas	382,0	526,0		3157,0	3096,0
2006	50077	Castejón de Valdejasa	180,0	2704,0		17579,0	17579,0
2006	50078	Castiliscar	404,0	4019,0		28134,0	28134,0
2006	50079	Cervera de la Cañada	230,0	1194,0		7167,0	7167,0
2006	50080	Cerveruela	9,0	73,0		219,0	219,0
2006	50081	Cetina	1259,0	2656,0		10357,0	10357,0
2006	50082	Cimballa	265,0	723,0		2892,0	2892,0
2006	50083	Cinco Olivas	129,0	390,0		1171,0	1171,0
2006	50084	Clarés de Ribota	309,0	439,0		1316,0	1316,0
2006	50085	Codo	199,0	723,0		2893,0	2885,0
2006	50086	Codos	777,0	1082,0		5408,0	5408,0
2006	50087	Contamina	268,0	650,0		4877,0	4877,0
2006	50088	Cosuenda	292,0	1098,0		7687,0	7687,0
2006	50089	Cuarte de Huerva	114,0	394,0		2366,0	2366,0
2006	50090	Cubel	316,0	938,0		2813,0	2813,0
2006	50091	Cuerlas (Las)	198,0	861,0		5164,0	5157,0
2006	50092	Chiprana	126,0	5173,0		16035,0	15907,0
2006	50093	Chodes	237,0	1015,0		3046,0	3046,0
2006	50094	Daroca	703,0	3445,0		20673,0	20643,0
2006	50095	Ejea de los Caballeros	2328,0	77614,0		447835,0	447835,0
2006	50096	Embid de Ariza	321,0	874,0		2622,0	2622,0
2006	50098	Encinacorba	176,0	575,0		2589,0	2589,0
2006	50099	Épila	974,0	19103,0		150724,0	150724,0
2006	50100	Erla	338,0	2483,0		16137,0	16137,0
2006	50101	Escatrón	1035,0	2625,0		23363,0	23362,0
2006	50102	Fabara	1064,0	4510,0		22101,0	22084,0
2006	50104	Farlete	253,0	1619,0		12954,0	12954,0
2006	50105	Fayón	245,0	639,0		5301,0	5301,0
2006	50106	Fayos (Los)	209,0	192,0		960,0	960,0
2006	50107	Figueruelas	227,0	4017,0		12051,0	10126,0
2006	50108	Fombuena	170,0	148,0		443,0	442,0
2006	50109	Frago (El)	147,0	338,0		2030,0	2023,0
2006	50110	Frasno (El)	1108,0	1158,0		6368,0	6309,0
2006	50111	Fréscano	220,0	2042,0		9698,0	9698,0
2006	50113	Fuendejalón	1164,0	3221,0		20934,0	20934,0
2006	50114	Fuendetodos	184,0	909,0		7272,0	7272,0
2006	50115	Fuentes de Ebro	1828,0	9850,0		64028,0	63534,0
2006	50116	Fuentes de Jiloca	407,0	1433,0		8598,0	8594,0
2006	50117	Gallocanta	201,0	561,0		3367,0	3358,0
2006	50118	Gallur	647,0	8311,0		66487,0	66487,0
2006	50119	Gelsa	787,0	5517,0		59583,0	59583,0
2006	50120	Godojos	228,0	323,0		970,0	970,0
2006	50121	Gotor	716,0	648,0		3240,0	3232,0
2006	50122	Grisel	630,0	723,0		3616,0	3608,0
2006	50123	Grisén	186,0	1831,0		11901,0	11901,0
2006	50124	Herrera de los Navarros	770,0	2921,0		23372,0	23372,0
2006	50125	Ibdes	744,0	2225,0		16690,0	16690,0
2006	50126	Illueca	132,0	689,0		2756,0	1460,0
2006	50128	Isuerre	65,0	389,0		1168,0	1168,0
2006	50129	Jaraba	198,0	825,0		6597,0	6574,0
2006	50130	Jarque	810,0	1277,0		7660,0	7658,0
2006	50131	Jaulín	179,0	958,0		5268,0	5221,0
2006	50132	Joyosa (La)	138,0	1778,0		9083,0	8952,0
2006	50133	Lagata	318,0	910,0		5915,0	5915,0
2006	50134	Langa del Castillo	422,0	1042,0		3126,0	3126,0
2006	50135	Layana	103,0	561,0		3928,0	3928,0
2006	50136	Lécera	400,0	2294,0		18353,0	18353,0
2006	50137	Leciñena	537,0	3338,0		20029,0	20029,0
2006	50138	Lechón	56,0	788,0		2759,0	2759,0
2006	50139	Letux	650,0	1505,0		9784,0	9784,0
2006	50140	Litago	494,0	734,0		3669,0	3669,0
2006	50141	Lituénigo	324,0	291,0		1164,0	1164,0
2006	50142	Lobera de Onsella	135,0	298,0		1311,0	1311,0
2006	50143	Longares	462,0	2915,0		16325,0	16325,0
2006	50144	Longás	88,0	227,0		999,0	999,0
2006	50146	Lucena de Jalón	205,0	3711,0		18557,0	18557,0
2006	50147	Luceni	564,0	5209,0		33336,0	33336,0
2006	50148	Luesia	551,0	2332,0		18658,0	18656,0
2006	50149	Luesma	180,0	252,0		756,0	756,0
2006	50150	Lumpiaque	389,0	1581,0		10275,0	10275,0
2006	50151	Luna	763,0	18125,0		157692,0	157689,0
2006	50152	Maella	896,0	6858,0		32917,0	32916,0
2006	50153	Magallón	905,0	3468,0		26010,0	26010,0
2006	50154	Mainar	309,0	1052,0		3155,0	3155,0
2006	50155	Malanquilla	251,0	473,0		1418,0	1418,0
2006	50156	Maleján	17,0	5,0		32,0	32,0
2006	50157	Malón	573,0	1105,0		6632,0	6632,0
2006	50159	Maluenda	500,0	2232,0		13391,0	13390,0
2006	50160	Mallén	1314,0	7525,0		72996,0	72759,0
2006	50161	Manchones	251,0	771,0		4627,0	4627,0
2006	50162	Mara	413,0	1222,0		5499,0	5499,0
2006	50163	María de Huerva	983,0	2409,0		16866,0	16866,0
2006	50164	Mediana de Aragón	567,0	1885,0		16965,0	16944,0
2006	50165	Mequinenza	1344,0	6405,0		25621,0	25620,0
2006	50166	Mesones de Isuela	359,0	982,0		4908,0	4905,0
2006	50167	Mezalocha	356,0	1967,0		15732,0	15732,0
2006	50168	Mianos	70,0	363,0		2359,0	2076,0
2006	50169	Miedes de Aragón	233,0	1187,0		4748,0	4748,0
2006	50170	Monegrillo	302,0	4944,0		22249,0	22249,0
2006	50171	Moneva	285,0	916,0		6547,0	6547,0
2006	50172	Monreal de Ariza	605,0	2927,0		11708,0	11708,0
2006	50173	Monterde	350,0	1334,0		8002,0	8002,0
2006	50174	Montón	158,0	867,0		4333,0	4333,0
2006	50175	Morata de Jalón	1170,0	1436,0		4309,0	4309,0
2006	50176	Morata de Jiloca	415,0	1352,0		6083,0	6083,0
2006	50177	Morés	156,0	685,0		3081,0	3081,0
2006	50178	Moros	1059,0	3772,0		22630,0	22597,0
2006	50179	Moyuela	742,0	1360,0		8840,0	8840,0
2006	50180	Mozota	182,0	488,0		2685,0	2671,0
2006	50181	Muel	699,0	3088,0		13897,0	13897,0
2006	50182	Muela (La)	249,0	3137,0		9411,0	9410,0
2006	50183	Munébrega	931,0	1428,0		11423,0	11423,0
2006	50184	Murero	192,0	566,0		3395,0	3395,0
2006	50185	Murillo de Gállego	303,0	625,0		3753,0	3750,0
2006	50186	Navardún	72,0	798,0		3509,0	3509,0
2006	50187	Nigüella	258,0	473,0		2131,0	2131,0
2006	50188	Nombrevilla	32,0	212,0		743,0	743,0
2006	50189	Nonaspe	502,0	2360,0		20057,0	20057,0
2006	50190	Novallas	740,0	2692,0		18841,0	18841,0
2006	50191	Novillas	1044,0	8821,0		59191,0	59191,0
2006	50192	Nuévalos	124,0	626,0		4692,0	4692,0
2006	50193	Nuez de Ebro	614,0	2255,0		12402,0	11529,0
2006	50194	Olvés	361,0	458,0		2290,0	2290,0
2006	50195	Orcajo	321,0	295,0		885,0	885,0
2006	50196	Orera	88,0	317,0		950,0	950,0
2006	50197	Orés	216,0	827,0		5373,0	5373,0
2006	50198	Oseja	136,0	72,0		254,0	254,0
2006	50199	Osera de Ebro	365,0	4669,0		28012,0	28012,0
2006	50200	Paniza	444,0	1436,0		9048,0	9048,0
2006	50201	Paracuellos de Jiloca	305,0	1716,0		11155,0	11155,0
2006	50202	Paracuellos de la Ribera	513,0	940,0		5638,0	5629,0
2006	50203	Pastriz	365,0	4850,0		38803,0	38803,0
2006	50204	Pedrola	969,0	8135,0		40673,0	40673,0
2006	50205	Pedrosas (Las)	112,0	927,0		7412,0	7412,0
2006	50206	Perdiguera	305,0	2364,0		16546,0	16546,0
2006	50207	Piedratajada	86,0	1262,0		5047,0	5042,0
2006	50208	Pina de Ebro	1322,0	19171,0		124611,0	123790,0
2006	50209	Pinseque	523,0	4089,0		22491,0	22491,0
2006	50210	Pintanos (Los)	159,0	695,0		2086,0	2086,0
2006	50211	Plasencia de Jalón	458,0	2735,0		13676,0	13675,0
2006	50212	Pleitas	150,0	925,0		6420,0	6420,0
2006	50213	Plenas	676,0	978,0		6357,0	6351,0
2006	50214	Pomer	266,0	169,0		507,0	507,0
2006	50215	Pozuel de Ariza	202,0	454,0		2951,0	2951,0
2006	50216	Pozuelo de Aragón	148,0	970,0		4848,0	4848,0
2006	50217	Pradilla de Ebro	427,0	2189,0		18826,0	18826,0
2006	50218	Puebla de Albortón	245,0	1112,0		3336,0	3324,0
2006	50219	Puebla de Alfindén (La)	387,0	2913,0		14855,0	14299,0
2006	50220	Puendeluna	53,0	383,0		2411,0	2411,0
2006	50221	Purujosa	153,0	49,0		147,0	136,0
2006	50222	Quinto	749,0	10365,0		41460,0	41460,0
2006	50223	Remolinos	351,0	1598,0		14380,0	14380,0
2006	50224	Retascón	113,0	973,0		3407,0	3407,0
2006	50225	Ricla	603,0	8238,0		41189,0	41189,0
2006	50227	Romanos	61,0	586,0		1758,0	1758,0
2006	50228	Rueda de Jalón	836,0	7108,0		35541,0	35541,0
2006	50229	Ruesca	81,0	307,0		920,0	920,0
2006	50230	Sádaba	1044,0	19597,0		135613,0	135584,0
2006	50231	Salillas de Jalón	118,0	956,0		5738,0	5738,0
2006	50232	Salvatierra de Esca	195,0	523,0		3402,0	3402,0
2006	50233	Samper del Salz	298,0	504,0		3276,0	3276,0
2006	50234	San Martín de la Virgen de Moncayo	247,0	244,0		1584,0	1581,0
2006	50235	San Mateo de Gállego	480,0	3782,0		31012,0	31012,0
2006	50236	Santa Cruz de Grío	76,0	202,0		1314,0	1313,0
2006	50237	Santa Cruz de Moncayo	438,0	396,0		1780,0	1780,0
2006	50238	Santa Eulalia de Gállego	182,0	281,0		1686,0	1686,0
2006	50239	Santed	123,0	403,0		2420,0	2396,0
2006	50240	Sástago	1040,0	13602,0		62568,0	62568,0
2006	50241	Saviñán	651,0	1938,0		14340,0	14340,0
2006	50242	Sediles	114,0	126,0		945,0	945,0
2006	50243	Sestrica	698,0	633,0		2850,0	2850,0
2006	50244	Sierra de Luna	233,0	2376,0		19008,0	19008,0
2006	50245	Sigüés	110,0	844,0		5489,0	5489,0
2006	50246	Sisamón	336,0	781,0		2344,0	2344,0
2006	50247	Sobradiel	303,0	3053,0		12211,0	12211,0
2006	50248	Sos del Rey Católico	874,0	12778,0		56225,0	56225,0
2006	50249	Tabuenca	243,0	810,0		4052,0	4052,0
2006	50250	Talamantes	281,0	304,0		912,0	912,0
2006	50251	Tarazona	2796,0	15327,0		112626,0	111548,0
2006	50252	Tauste	2231,0	58942,0		412595,0	412594,0
2006	50253	Terrer	836,0	3397,0		19021,0	18997,0
2006	50254	Tierga	446,0	749,0		3369,0	3369,0
2006	50255	Tobed	597,0	442,0		3008,0	3008,0
2006	50256	Torralba de los Frailes	435,0	1001,0		3002,0	2996,0
2006	50257	Torralba de Ribota	193,0	741,0		4448,0	4448,0
2006	50258	Torralbilla	253,0	803,0		2408,0	2405,0
2006	50259	Torrehermosa	166,0	373,0		1865,0	1865,0
2006	50260	Torrelapaja	129,0	148,0		444,0	444,0
2006	50261	Torrellas	263,0	511,0		3580,0	3554,0
2006	50262	Torres de Berrellén	582,0	7567,0		36324,0	36324,0
2006	50263	Torrijo de la Cañada	994,0	1801,0		9005,0	9005,0
2006	50264	Tosos	390,0	1598,0		14384,0	14384,0
2006	50265	Trasmoz	527,0	1122,0		3367,0	3367,0
2006	50266	Trasobares	664,0	462,0		3000,0	3000,0
2006	50267	Uncastillo	802,0	5592,0		44733,0	44733,0
2006	50268	Undués de Lerda	67,0	482,0		2120,0	2120,0
2006	50269	Urrea de Jalón	474,0	2423,0		13329,0	13329,0
2006	50270	Urriés	135,0	679,0		2036,0	2035,0
2006	50271	Used	715,0	2814,0		8441,0	8441,0
2006	50272	Utebo	819,0	4585,0		16964,0	16662,0
2006	50273	Valdehorna	385,0	180,0		540,0	537,0
2006	50274	Val de San Martín	49,0	170,0		595,0	595,0
2006	50275	Valmadrid	139,0	428,0		1285,0	1285,0
2006	50276	Valpalmas	102,0	1520,0		9883,0	9883,0
2006	50277	Valtorres	172,0	61,0		367,0	367,0
2006	50278	Velilla de Ebro	413,0	1795,0		16152,0	16152,0
2006	50279	Velilla de Jiloca	313,0	1061,0		4246,0	4233,0
2006	50280	Vera de Moncayo	605,0	2087,0		7305,0	7305,0
2006	50281	Vierlas	311,0	820,0		4512,0	4512,0
2006	50282	Vilueña (La)	304,0	425,0		2551,0	2549,0
2006	50283	Villadoz	198,0	726,0		2178,0	2176,0
2006	50284	Villafeliche	188,0	780,0		3510,0	3510,0
2006	50285	Villafranca de Ebro	1443,0	3079,0		13550,0	13550,0
2006	50286	Villalba de Perejil	437,0	694,0		2082,0	2082,0
2006	50287	Villalengua	630,0	1828,0		12799,0	10971,0
2006	50288	Villanueva de Gállego	612,0	4848,0		26666,0	26666,0
2006	50289	Villanueva de Jiloca	429,0	458,0		1374,0	1373,0
2006	50290	Villanueva de Huerva	434,0	1771,0		11866,0	11866,0
2006	50291	Villar de los Navarros	487,0	1512,0		12100,0	12098,0
2006	50292	Villarreal de Huerva	321,0	864,0		2592,0	2588,0
2006	50293	Villarroya de la Sierra	1570,0	2576,0		15455,0	15455,0
2006	50294	Villarroya del Campo	200,0	786,0		2358,0	2358,0
2006	50295	Vistabella	71,0	129,0		734,0	734,0
2006	50296	Zaida (La)	192,0	921,0		5985,0	5977,0
2006	50297	Zaragoza	5492,0	76875,0		538122,0	500594,0
2006	50298	Zuera	1332,0	14102,0		60641,0	60641,0
2006	50901	Biel	286,0	803,0		4820,0	4820,0
2006	50902	Marracos	98,0	1777,0		7998,0	7998,0
2007	22001	Abiego	246,0	1763,0	1763,0	14108,0	14095,0
2007	22002	Abizanda	46,0	621,0	621,0	3848,0	3303,0
2007	22003	Adahuesca	128,0	839,0	839,0	7550,0	7549,0
2007	22004	Agüero	325,0	629,0	629,0	4087,0	3890,0
2007	22006	Aísa	65,0	289,0	289,0	868,0	727,0
2007	22007	Albalate de Cinca	575,0	9223,0	9223,0	59951,0	59951,0
2007	22008	Albalatillo	120,0	1362,0	1362,0	8854,0	8854,0
2007	22009	Albelda	731,0	10402,0	10402,0	83217,0	83217,0
2007	22011	Albero Alto	37,0	2560,0	1943,0	9522,0	9522,0
2007	22012	Albero Bajo	112,0	2046,0	2046,0	17599,0	17578,0
2007	22013	Alberuela de Tubo	127,0	3201,0	3201,0	24006,0	24001,0
2007	22014	Alcalá de Gurrea	179,0	5340,0	5340,0	34712,0	34545,0
2007	22015	Alcalá del Obispo	245,0	3686,0	3686,0	11058,0	11057,0
2007	22016	Alcampell	685,0	4913,0	4913,0	39306,0	38982,0
2007	22017	Alcolea de Cinca	534,0	11301,0	11301,0	67807,0	67804,0
2007	22018	Alcubierre	277,0	4403,0	4403,0	29190,0	29188,0
2007	22019	Alerre	35,0	659,0	659,0	4281,0	4281,0
2007	22020	Alfántega	132,0	1272,0	1272,0	9542,0	9542,0
2007	22021	Almudévar	1125,0	18357,0	18357,0	128500,0	128440,0
2007	22022	Almunia de San Juan	289,0	2794,0	2794,0	26547,0	26547,0
2007	22023	Almuniente	276,0	8271,0	8271,0	58727,0	58700,0
2007	22024	Alquézar	179,0	687,0	687,0	5496,0	5495,0
2007	22025	Altorricón	510,0	6920,0	6920,0	58616,0	58616,0
2007	22027	Angüés	269,0	2134,0	2134,0	10669,0	10669,0
2007	22028	Ansó	75,0	3238,0	3238,0	19428,0	7405,0
2007	22029	Antillón	83,0	1016,0	1016,0	9140,0	9135,0
2007	22032	Aragüés del Puerto	50,0	1438,0	1438,0	8626,0	1905,0
2007	22035	Arén	262,0	1856,0	1856,0	11134,0	10103,0
2007	22036	Argavieso	62,0	841,0	841,0	4628,0	4628,0
2007	22037	Arguis	55,0	378,0	378,0	2644,0	2480,0
2007	22039	Ayerbe	310,0	3189,0	3189,0	19770,0	19600,0
2007	22040	Azanuy-Alins	258,0	1136,0	1136,0	9092,0	9092,0
2007	22041	Azara	106,0	601,0	601,0	3306,0	3306,0
2007	22042	Azlor	94,0	555,0	555,0	2218,0	2218,0
2007	22043	Baells	127,0	2778,0	1914,0	5743,0	5571,0
2007	22044	Bailo	172,0	2983,0	2983,0	19390,0	15667,0
2007	22045	Baldellou	64,0	480,0	480,0	1439,0	1227,0
2007	22046	Ballobar	916,0	6364,0	6364,0	36913,0	36912,0
2007	22047	Banastás	19,0	325,0	325,0	1950,0	1950,0
2007	22048	Barbastro	1455,0	12718,0	12718,0	97927,0	97818,0
2007	22049	Barbués	94,0	3059,0	3059,0	13155,0	13155,0
2007	22050	Barbuñales	70,0	629,0	629,0	4406,0	4406,0
2007	22051	Bárcabo	93,0	1267,0	1267,0	7348,0	7017,0
2007	22052	Belver de Cinca	711,0	16612,0	16612,0	78079,0	78065,0
2007	22053	Benabarre	467,0	3961,0	3961,0	34858,0	34436,0
2007	22054	Benasque	82,0	486,0	486,0	2187,0	2187,0
2007	22055	Berbegal	360,0	3568,0	3568,0	24977,0	24977,0
2007	22057	Bielsa	157,0	367,0	367,0	3300,0	2611,0
2007	22058	Bierge	278,0	3821,0	2827,0	18373,0	17720,0
2007	22059	Biescas	212,0	2021,0	2021,0	9094,0	6935,0
2007	22060	Binaced	702,0	18272,0	18272,0	132288,0	132283,0
2007	22061	Binéfar	572,0	4527,0	4527,0	24446,0	24446,0
2007	22062	Bisaurri	53,0	380,0	380,0	1519,0	1029,0
2007	22063	Biscarrués	139,0	1610,0	1610,0	9662,0	9560,0
2007	22064	Blecua y Torres	202,0	1884,0	1884,0	17895,0	17891,0
2007	22066	Boltaña	188,0	1941,0	1941,0	12616,0	9302,0
2007	22067	Bonansa	54,0	422,0	422,0	2532,0	1734,0
2007	22068	Borau	33,0	174,0	174,0	521,0	329,0
2007	22069	Broto	197,0	1431,0	1431,0	8872,0	5916,0
2007	22072	Caldearenas	116,0	1879,0	1879,0	13809,0	10978,0
2007	22074	Campo	56,0	400,0	400,0	1201,0	748,0
2007	22075	Camporrells	150,0	595,0	595,0	2973,0	2748,0
2007	22076	Canal de Berdún	322,0	6217,0	4485,0	29152,0	28892,0
2007	22077	Candasnos	280,0	3120,0	3120,0	9360,0	9360,0
2007	22078	Canfranc	13,0	81,0	81,0	403,0	393,0
2007	22079	Capdesaso	107,0	1326,0	1326,0	8621,0	8621,0
2007	22080	Capella	204,0	1092,0	1092,0	8735,0	7962,0
2007	22081	Casbas de Huesca	321,0	2863,0	2863,0	18608,0	17773,0
2007	22082	Castejón del Puente	139,0	2897,0	2897,0	17324,0	17249,0
2007	22083	Castejón de Monegros	409,0	6279,0	6279,0	41439,0	41435,0
2007	22084	Castejón de Sos	87,0	564,0	564,0	4516,0	4500,0
2007	22085	Castelflorite	130,0	4333,0	4333,0	23832,0	23832,0
2007	22086	Castiello de Jaca	57,0	206,0	206,0	1237,0	1154,0
2007	22087	Castigaleu	47,0	590,0	590,0	4718,0	4714,0
2007	22088	Castillazuelo	143,0	564,0	564,0	3103,0	3103,0
2007	22089	Castillonroy	147,0	1255,0	1255,0	3766,0	3766,0
2007	22090	Colungo	88,0	397,0	397,0	2380,0	2278,0
2007	22094	Chalamera	331,0	1877,0	1877,0	11449,0	11449,0
2007	22095	Chía	36,0	143,0	143,0	784,0	769,0
2007	22096	Chimillas	47,0	851,0	851,0	5104,0	5104,0
2007	22099	Esplús	312,0	16570,0	16570,0	165697,0	165660,0
2007	22102	Estada	91,0	529,0	529,0	3440,0	3440,0
2007	22103	Estadilla	497,0	3395,0	3395,0	22408,0	22003,0
2007	22105	Estopiñán del Castillo	213,0	1606,0	1606,0	12848,0	11822,0
2007	22106	Fago	0,0	0,0	0,0	0,0	0,0
2007	22107	Fanlo	85,0	1030,0	1030,0	6696,0	4746,0
2007	22109	Fiscal	111,0	2543,0	2543,0	15766,0	11563,0
2007	22110	Fonz	666,0	11362,0	8176,0	53959,0	53883,0
2007	22111	Foradada del Toscar	120,0	1271,0	1271,0	7624,0	6334,0
2007	22112	Fraga	2423,0	62549,0	62549,0	500388,0	500360,0
2007	22113	Fueva (La)	274,0	3059,0	3059,0	24475,0	22459,0
2007	22114	Gistaín	73,0	255,0	255,0	1660,0	1611,0
2007	22115	Grado (El)	214,0	1794,0	1794,0	10764,0	10764,0
2007	22116	Grañén	599,0	19373,0	19373,0	151113,0	151051,0
2007	22117	Graus	881,0	6165,0	6165,0	48084,0	43558,0
2007	22119	Gurrea de Gállego	506,0	18744,0	18744,0	121837,0	121125,0
2007	22122	Hoz de Jaca	22,0	77,0	77,0	347,0	346,0
2007	22124	Huerto	289,0	8843,0	8843,0	66323,0	66297,0
2007	22125	Huesca	945,0	17084,0	17084,0	111044,0	111036,0
2007	22126	Ibieca	70,0	525,0	525,0	2624,0	2624,0
2007	22127	Igriés	84,0	837,0	837,0	2931,0	2931,0
2007	22128	Ilche	310,0	8826,0	8826,0	52958,0	52956,0
2007	22129	Isábena	143,0	1139,0	1139,0	3416,0	3204,0
2007	22130	Jaca	544,0	11245,0	11245,0	50601,0	42777,0
2007	22131	Jasa	15,0	148,0	148,0	890,0	807,0
2007	22133	Labuerda	50,0	243,0	243,0	1456,0	1354,0
2007	22135	Laluenga	258,0	3141,0	3141,0	25126,0	25126,0
2007	22136	Lalueza	548,0	11797,0	11797,0	101453,0	101445,0
2007	22137	Lanaja	696,0	23334,0	19912,0	155310,0	155278,0
2007	22139	Laperdiguera	138,0	804,0	804,0	5229,0	5229,0
2007	22141	Lascellas-Ponzano	164,0	1173,0	1173,0	5864,0	5863,0
2007	22142	Lascuarre	101,0	556,0	556,0	4448,0	4012,0
2007	22143	Laspaúles	141,0	745,0	745,0	4469,0	3859,0
2007	22144	Laspuña	72,0	362,0	362,0	2896,0	2474,0
2007	22149	Loarre	264,0	2019,0	2019,0	13126,0	12998,0
2007	22150	Loporzano	414,0	4312,0	4312,0	17248,0	17248,0
2007	22151	Loscorrales	111,0	2637,0	2637,0	18461,0	18455,0
2007	22155	Monesma y Cajigar	85,0	853,0	853,0	5972,0	5113,0
2007	22156	Monflorite-Lascasas	148,0	4203,0	4203,0	21016,0	21015,0
2007	22157	Montanuy	170,0	2143,0	2143,0	12858,0	10244,0
2007	22158	Monzón	2161,0	31584,0	31584,0	217926,0	217895,0
2007	22160	Naval	109,0	501,0	501,0	3104,0	2707,0
2007	22162	Novales	90,0	1531,0	1531,0	7500,0	7474,0
2007	22163	Nueno	97,0	1824,0	1824,0	5835,0	5702,0
2007	22164	Olvena	65,0	857,0	578,0	3756,0	3756,0
2007	22165	Ontiñena	576,0	5125,0	5125,0	25625,0	25553,0
2007	22167	Osso de Cinca	341,0	10819,0	10819,0	64913,0	64913,0
2007	22168	Palo	38,0	203,0	203,0	1319,0	1175,0
2007	22170	Panticosa	55,0	106,0	106,0	478,0	466,0
2007	22172	Peñalba	503,0	4866,0	4866,0	29195,0	29150,0
2007	22173	Peñas de Riglos (Las)	202,0	2256,0	2256,0	14666,0	11202,0
2007	22174	Peralta de Alcofea	449,0	7635,0	7635,0	51915,0	51915,0
2007	22175	Peralta de Calasanz	408,0	3692,0	2925,0	19016,0	18883,0
2007	22176	Peraltilla	91,0	714,0	714,0	2355,0	2355,0
2007	22177	Perarrúa	134,0	664,0	664,0	5313,0	5040,0
2007	22178	Pertusa	191,0	2718,0	2718,0	19842,0	19841,0
2007	22181	Piracés	91,0	1734,0	1734,0	11097,0	11097,0
2007	22182	Plan	126,0	622,0	622,0	4043,0	2558,0
2007	22184	Poleñino	182,0	5164,0	5164,0	44409,0	44409,0
2007	22186	Pozán de Vero	150,0	560,0	560,0	3808,0	3808,0
2007	22187	Puebla de Castro (La)	176,0	562,0	562,0	3370,0	3334,0
2007	22188	Puente de Montañana	97,0	844,0	844,0	5483,0	3639,0
2007	22189	Puértolas	86,0	530,0	530,0	4239,0	3048,0
