Año	Municipio código	Municipio nombre	Rústica   Número de recibos	Rústica   Base imponible (miles de euros)	Rústica   Base liquidable (miles de euros)	Rústica   Cuota íntegra (euros)	Rústica   Cuota líquida (euros)
2010	44263	Villastar	777,0	1590,0	1099,0	7140,0	6945,0
2010	44264	Villel	2495,0	2403,0	1771,0	11510,0	11509,0
2010	44265	Vinaceite	437,0	2744,0	2744,0	21950,0	21733,0
2010	44266	Visiedo	332,0	1406,0	1406,0	11248,0	7029,0
2010	44267	Vivel del Río Martín	475,0	1009,0	1009,0	5047,0	3864,0
2010	44268	Zoma (La)	127,0	215,0	215,0	860,0	396,0
2010	50001	Abanto	390,0	1055,0	1055,0	3165,0	3165,0
2010	50002	Acered	428,0	1295,0	951,0	6657,0	6655,0
2010	50003	Agón	550,0	1580,0	1580,0	11061,0	10970,0
2010	50004	Aguarón	523,0	1936,0	1936,0	12972,0	12972,0
2010	50005	Aguilón	220,0	1500,0	1500,0	7498,0	7498,0
2010	50006	Ainzón	1255,0	2985,0	2985,0	16416,0	16416,0
2010	50007	Aladrén	112,0	749,0	521,0	3125,0	3125,0
2010	50008	Alagón	738,0	9017,0	9017,0	69434,0	64601,0
2010	50009	Alarba	343,0	686,0	686,0	2057,0	1979,0
2010	50010	Alberite de San Juan	474,0	568,0	568,0	3977,0	3664,0
2010	50011	Albeta	110,0	2149,0	1259,0	9440,0	9259,0
2010	50012	Alborge	84,0	612,0	612,0	3797,0	3559,0
2010	50013	Alcalá de Ebro	417,0	3194,0	3194,0	19162,0	19162,0
2010	50014	Alcalá de Moncayo	330,0	731,0	731,0	5847,0	5847,0
2010	50015	Alconchel de Ariza	356,0	903,0	903,0	4515,0	4515,0
2010	50016	Aldehuela de Liestos	337,0	624,0	624,0	1871,0	1864,0
2010	50017	Alfajarín	1687,0	6577,0	6577,0	36171,0	36171,0
2010	50018	Alfamén	755,0	14965,0	14965,0	127199,0	125667,0
2010	50019	Alforque	100,0	744,0	744,0	4760,0	4394,0
2010	50020	Alhama de Aragón	686,0	1136,0	1136,0	7386,0	7059,0
2010	50021	Almochuel	200,0	979,0	979,0	6850,0	5900,0
2010	50022	Almolda (La)	650,0	5936,0	5936,0	38585,0	32564,0
2010	50023	Almonacid de la Cuba	684,0	2261,0	2261,0	13564,0	13280,0
2010	50024	Almonacid de la Sierra	566,0	14404,0	12481,0	87368,0	87363,0
2010	50025	Almunia de Doña Godina (La)	1493,0	43191,0	32434,0	285418,0	284350,0
2010	50026	Alpartir	314,0	928,0	928,0	7143,0	6604,0
2010	50027	Ambel	785,0	1402,0	1402,0	9114,0	9114,0
2010	50028	Anento	374,0	800,0	800,0	5199,0	5173,0
2010	50029	Aniñón	482,0	3669,0	2484,0	14905,0	14903,0
2010	50030	Añón de Moncayo	749,0	947,0	947,0	4737,0	4131,0
2010	50031	Aranda de Moncayo	907,0	1614,0	1614,0	6135,0	6135,0
2010	50032	Arándiga	949,0	1939,0	1939,0	9697,0	9697,0
2010	50033	Ardisa	89,0	889,0	789,0	4970,0	4860,0
2010	50034	Ariza	465,0	3031,0	3031,0	17580,0	14852,0
2010	50035	Artieda	64,0	557,0	557,0	3344,0	2218,0
2010	50036	Asín	173,0	683,0	683,0	4438,0	4247,0
2010	50037	Atea	602,0	1025,0	1025,0	3074,0	2968,0
2010	50038	Ateca	1494,0	3497,0	3497,0	23432,0	20813,0
2010	50039	Azuara	611,0	6027,0	6027,0	48216,0	48216,0
2010	50040	Badules	173,0	778,0	778,0	2334,0	2334,0
2010	50041	Bagüés	47,0	396,0	276,0	1215,0	1094,0
2010	50042	Balconchán	211,0	306,0	306,0	919,0	578,0
2010	50043	Bárboles	178,0	4676,0	4676,0	26184,0	26184,0
2010	50044	Bardallur	550,0	2450,0	2450,0	12248,0	11753,0
2010	50045	Belchite	1572,0	10709,0	10709,0	69607,0	64998,0
2010	50046	Belmonte de Gracián	339,0	1484,0	1484,0	11130,0	10145,0
2010	50047	Berdejo	268,0	237,0	237,0	712,0	489,0
2010	50048	Berrueco	105,0	305,0	305,0	1830,0	1830,0
2010	50050	Bijuesca	814,0	1171,0	1171,0	7029,0	7029,0
2010	50051	Biota	936,0	11137,0	11137,0	89094,0	86789,0
2010	50052	Bisimbre	245,0	1004,0	1004,0	6528,0	6528,0
2010	50053	Boquiñeni	629,0	3896,0	3896,0	31166,0	30529,0
2010	50054	Bordalba	178,0	1224,0	1069,0	6948,0	6230,0
2010	50055	Borja	1448,0	7162,0	7162,0	58015,0	53249,0
2010	50056	Botorrita	166,0	1562,0	1562,0	10935,0	10935,0
2010	50057	Brea de Aragón	90,0	359,0	359,0	1581,0	1581,0
2010	50058	Bubierca	336,0	947,0	947,0	2842,0	2842,0
2010	50059	Bujaraloz	488,0	7607,0	7607,0	34233,0	34233,0
2010	50060	Bulbuente	756,0	1151,0	1151,0	7484,0	6965,0
2010	50061	Bureta	501,0	721,0	721,0	5046,0	5046,0
2010	50062	Burgo de Ebro (El)	812,0	5404,0	5404,0	24316,0	23296,0
2010	50063	Buste (El)	194,0	159,0	159,0	1113,0	1113,0
2010	50064	Cabañas de Ebro	311,0	2977,0	2977,0	22324,0	22324,0
2010	50065	Cabolafuente	408,0	977,0	977,0	4885,0	4885,0
2010	50066	Cadrete	422,0	6436,0	4439,0	28851,0	28850,0
2010	50067	Calatayud	1580,0	8113,0	8113,0	46000,0	45883,0
2010	50068	Calatorao	1449,0	19423,0	15240,0	50598,0	50598,0
2010	50069	Calcena	498,0	226,0	226,0	1015,0	593,0
2010	50070	Calmarza	425,0	557,0	557,0	4455,0	3890,0
2010	50071	Campillo de Aragón	232,0	856,0	856,0	4282,0	2407,0
2010	50072	Carenas	457,0	592,0	592,0	3551,0	3551,0
2010	50073	Cariñena	1648,0	9889,0	9889,0	74164,0	74087,0
2010	50074	Caspe	2912,0	39859,0	39859,0	358728,0	358728,0
2010	50075	Castejón de Alarba	241,0	734,0	618,0	1855,0	1839,0
2010	50076	Castejón de las Armas	392,0	615,0	615,0	4306,0	4306,0
2010	50077	Castejón de Valdejasa	181,0	3191,0	3191,0	20739,0	20739,0
2010	50078	Castiliscar	441,0	4484,0	4484,0	31388,0	31388,0
2010	50079	Cervera de la Cañada	241,0	1544,0	1544,0	9264,0	7584,0
2010	50080	Cerveruela	10,0	269,0	269,0	808,0	805,0
2010	50081	Cetina	1378,0	2877,0	2877,0	11220,0	11220,0
2010	50082	Cimballa	307,0	812,0	812,0	3247,0	3004,0
2010	50083	Cinco Olivas	132,0	459,0	459,0	1377,0	1377,0
2010	50084	Clarés de Ribota	331,0	481,0	481,0	1444,0	1408,0
2010	50085	Codo	267,0	849,0	849,0	5519,0	5191,0
2010	50086	Codos	890,0	1252,0	1252,0	6262,0	6262,0
2010	50087	Contamina	291,0	725,0	725,0	5439,0	5239,0
2010	50088	Cosuenda	332,0	2728,0	2088,0	15454,0	15453,0
2010	50089	Cuarte de Huerva	133,0	970,0	764,0	4586,0	4585,0
2010	50090	Cubel	352,0	1421,0	1421,0	4263,0	3029,0
2010	50091	Cuerlas (Las)	192,0	1032,0	1032,0	6190,0	5518,0
2010	50092	Chiprana	146,0	6281,0	6281,0	22611,0	20710,0
2010	50093	Chodes	339,0	1242,0	1242,0	6212,0	6212,0
2010	50094	Daroca	819,0	18627,0	12051,0	72306,0	72306,0
2010	50095	Ejea de los Caballeros	2586,0	101275,0	101275,0	584358,0	507932,0
2010	50096	Embid de Ariza	346,0	952,0	952,0	2856,0	2856,0
2010	50098	Encinacorba	190,0	859,0	859,0	3867,0	3867,0
2010	50099	Épila	1029,0	22771,0	22771,0	196084,0	181623,0
2010	50100	Erla	349,0	2748,0	2748,0	20607,0	20150,0
2010	50101	Escatrón	1050,0	3101,0	3101,0	27597,0	26652,0
2010	50102	Fabara	1097,0	5372,0	5372,0	26322,0	25953,0
2010	50104	Farlete	278,0	2828,0	2828,0	22623,0	22623,0
2010	50105	Fayón	253,0	2485,0	1782,0	14787,0	12018,0
2010	50106	Fayos (Los)	220,0	213,0	213,0	1494,0	1494,0
2010	50107	Figueruelas	239,0	4253,0	4253,0	12758,0	10867,0
2010	50108	Fombuena	183,0	196,0	196,0	588,0	476,0
2010	50109	Frago (El)	158,0	435,0	435,0	2609,0	2609,0
2010	50110	Frasno (El)	1166,0	1294,0	1294,0	12293,0	11989,0
2010	50111	Fréscano	234,0	2332,0	2332,0	11078,0	11078,0
2010	50113	Fuendejalón	1238,0	3764,0	3764,0	24468,0	23027,0
2010	50114	Fuendetodos	220,0	2136,0	1488,0	11907,0	11906,0
2010	50115	Fuentes de Ebro	2003,0	10497,0	10497,0	68229,0	64722,0
2010	50116	Fuentes de Jiloca	424,0	1612,0	1612,0	9671,0	9225,0
2010	50117	Gallocanta	202,0	656,0	656,0	3935,0	3597,0
2010	50118	Gallur	662,0	9582,0	9582,0	76655,0	71602,0
2010	50119	Gelsa	873,0	10872,0	8073,0	85578,0	85578,0
2010	50120	Godojos	241,0	356,0	356,0	1424,0	1424,0
2010	50121	Gotor	784,0	719,0	719,0	3597,0	3597,0
2010	50122	Grisel	644,0	871,0	871,0	4355,0	3409,0
2010	50123	Grisén	209,0	2058,0	2058,0	13375,0	13375,0
2010	50124	Herrera de los Navarros	876,0	3179,0	3179,0	25435,0	25435,0
2010	50125	Ibdes	792,0	2437,0	2437,0	19498,0	19132,0
2010	50126	Illueca	239,0	3174,0	2294,0	9177,0	8273,0
2010	50128	Isuerre	74,0	447,0	447,0	1342,0	1342,0
2010	50129	Jaraba	297,0	983,0	983,0	7863,0	7390,0
2010	50130	Jarque	844,0	1484,0	1484,0	8906,0	8906,0
2010	50131	Jaulín	190,0	1414,0	1414,0	8484,0	8484,0
2010	50132	Joyosa (La)	146,0	1907,0	1907,0	10243,0	10094,0
2010	50133	Lagata	335,0	2086,0	1318,0	8569,0	8569,0
2010	50134	Langa del Castillo	442,0	1602,0	1602,0	4805,0	3348,0
2010	50135	Layana	110,0	603,0	603,0	4222,0	4209,0
2010	50136	Lécera	473,0	6342,0	4836,0	38689,0	31809,0
2010	50137	Leciñena	572,0	5564,0	5564,0	33384,0	21218,0
2010	50138	Lechón	62,0	901,0	901,0	3152,0	2945,0
2010	50139	Letux	714,0	2982,0	2418,0	15714,0	14510,0
2010	50140	Litago	528,0	1324,0	1091,0	5455,0	5455,0
2010	50141	Lituénigo	357,0	743,0	504,0	2018,0	2014,0
2010	50142	Lobera de Onsella	147,0	340,0	340,0	1496,0	1496,0
2010	50143	Longares	520,0	3140,0	3140,0	19780,0	19780,0
2010	50144	Longás	92,0	436,0	436,0	1919,0	1074,0
2010	50146	Lucena de Jalón	223,0	4277,0	4277,0	21385,0	21177,0
2010	50147	Luceni	614,0	5764,0	5764,0	42651,0	42651,0
2010	50148	Luesia	589,0	2588,0	2588,0	20703,0	20015,0
2010	50149	Luesma	185,0	332,0	332,0	995,0	995,0
2010	50150	Lumpiaque	422,0	3064,0	2271,0	14761,0	14760,0
2010	50151	Luna	819,0	21318,0	21318,0	187277,0	187277,0
2010	50152	Maella	1013,0	13145,0	9642,0	49175,0	49138,0
2010	50153	Magallón	982,0	4308,0	4308,0	33601,0	29095,0
2010	50154	Mainar	335,0	1351,0	1351,0	4053,0	3690,0
2010	50155	Malanquilla	265,0	650,0	650,0	1951,0	1951,0
2010	50156	Maleján	21,0	6,0	6,0	38,0	35,0
2010	50157	Malón	398,0	1202,0	1202,0	7452,0	7170,0
2010	50159	Maluenda	534,0	2710,0	2710,0	16262,0	14343,0
2010	50160	Mallén	1112,0	8073,0	8073,0	81533,0	78942,0
2010	50161	Manchones	259,0	930,0	930,0	5582,0	5582,0
2010	50162	Mara	441,0	1565,0	1424,0	6407,0	6406,0
2010	50163	María de Huerva	1058,0	2615,0	2615,0	18307,0	18307,0
2010	50164	Mediana de Aragón	602,0	2206,0	2206,0	19850,0	19850,0
2010	50165	Mequinenza	1360,0	8840,0	8840,0	35361,0	34438,0
2010	50166	Mesones de Isuela	390,0	1291,0	1291,0	6454,0	6454,0
2010	50167	Mezalocha	385,0	4445,0	3571,0	28570,0	28567,0
2010	50168	Mianos	84,0	672,0	508,0	3302,0	3285,0
2010	50169	Miedes de Aragón	278,0	2037,0	2037,0	10185,0	6409,0
2010	50170	Monegrillo	338,0	7107,0	7107,0	31981,0	23847,0
2010	50171	Moneva	301,0	1060,0	1060,0	7579,0	7054,0
2010	50172	Monreal de Ariza	689,0	3225,0	3225,0	12902,0	12902,0
2010	50173	Monterde	397,0	1912,0	1912,0	13386,0	9821,0
2010	50174	Montón	169,0	1149,0	1149,0	5746,0	5746,0
2010	50175	Morata de Jalón	353,0	1795,0	1795,0	5385,0	4629,0
2010	50176	Morata de Jiloca	439,0	1557,0	1557,0	7005,0	6527,0
2010	50177	Morés	193,0	922,0	922,0	4611,0	4611,0
2010	50178	Moros	1104,0	4124,0	4124,0	24746,0	24401,0
2010	50179	Moyuela	781,0	1473,0	1473,0	10313,0	10200,0
2010	50180	Mozota	187,0	542,0	542,0	2979,0	2866,0
2010	50181	Muel	757,0	3363,0	3363,0	15135,0	14843,0
2010	50182	Muela (La)	301,0	3936,0	3936,0	15744,0	15744,0
2010	50183	Munébrega	993,0	2479,0	2033,0	16264,0	16244,0
2010	50184	Murero	202,0	650,0	650,0	3898,0	3628,0
2010	50185	Murillo de Gállego	320,0	777,0	777,0	4665,0	4665,0
2010	50186	Navardún	77,0	1392,0	1006,0	4425,0	4424,0
2010	50187	Nigüella	270,0	733,0	733,0	3300,0	3300,0
2010	50188	Nombrevilla	41,0	677,0	570,0	1994,0	1068,0
2010	50189	Nonaspe	534,0	3619,0	3619,0	30762,0	23468,0
2010	50190	Novallas	807,0	2926,0	2926,0	26336,0	26336,0
2010	50191	Novillas	1074,0	9781,0	9781,0	68762,0	66397,0
2010	50192	Nuévalos	169,0	2744,0	1793,0	13444,0	13125,0
2010	50193	Nuez de Ebro	231,0	2636,0	2270,0	12486,0	12337,0
2010	50194	Olvés	117,0	784,0	554,0	2768,0	2767,0
2010	50195	Orcajo	293,0	357,0	357,0	1071,0	876,0
2010	50196	Orera	99,0	464,0	464,0	1391,0	1043,0
2010	50197	Orés	231,0	1009,0	1009,0	6555,0	6555,0
2010	50198	Oseja	143,0	111,0	111,0	389,0	272,0
2010	50199	Osera de Ebro	398,0	5743,0	5743,0	38477,0	38477,0
2010	50200	Paniza	466,0	1668,0	1668,0	10505,0	9861,0
2010	50201	Paracuellos de Jiloca	328,0	2148,0	2148,0	13961,0	13961,0
2010	50202	Paracuellos de la Ribera	553,0	1025,0	1025,0	6151,0	6151,0
2010	50203	Pastriz	370,0	5443,0	5443,0	43542,0	43542,0
2010	50204	Pedrola	1075,0	8790,0	8790,0	45706,0	45706,0
2010	50205	Pedrosas (Las)	118,0	1170,0	1088,0	10883,0	10882,0
2010	50206	Perdiguera	336,0	3447,0	3447,0	25854,0	25854,0
2010	50207	Piedratajada	92,0	1783,0	1565,0	6260,0	6260,0
2010	50208	Pina de Ebro	1391,0	24260,0	24260,0	157690,0	134332,0
2010	50209	Pinseque	561,0	4611,0	4611,0	25362,0	25362,0
2010	50210	Pintanos (Los)	147,0	913,0	913,0	2738,0	2233,0
2010	50211	Plasencia de Jalón	504,0	2970,0	2970,0	17822,0	17822,0
2010	50212	Pleitas	160,0	983,0	983,0	6821,0	6803,0
2010	50213	Plenas	693,0	1069,0	1069,0	6952,0	6824,0
2010	50214	Pomer	278,0	242,0	242,0	727,0	727,0
2010	50215	Pozuel de Ariza	209,0	547,0	547,0	3552,0	3163,0
2010	50216	Pozuelo de Aragón	204,0	1309,0	1309,0	7851,0	7851,0
2010	50217	Pradilla de Ebro	461,0	2788,0	2788,0	23980,0	20716,0
2010	50218	Puebla de Albortón	162,0	1403,0	1403,0	4208,0	3481,0
2010	50219	Puebla de Alfindén (La)	336,0	6962,0	5099,0	27277,0	26787,0
2010	50220	Puendeluna	55,0	473,0	424,0	2670,0	2669,0
2010	50221	Purujosa	153,0	167,0	167,0	502,0	499,0
2010	50222	Quinto	854,0	29284,0	21103,0	84410,0	84388,0
2010	50223	Remolinos	374,0	1848,0	1848,0	16632,0	15358,0
2010	50224	Retascón	123,0	1093,0	1093,0	3826,0	3648,0
2010	50225	Ricla	713,0	32490,0	29495,0	147473,0	136172,0
2010	50227	Romanos	59,0	1029,0	1029,0	3088,0	2025,0
2010	50228	Rueda de Jalón	749,0	7818,0	7818,0	50820,0	50820,0
2010	50229	Ruesca	81,0	372,0	372,0	1115,0	979,0
2010	50230	Sádaba	974,0	27376,0	24228,0	179289,0	179208,0
2010	50231	Salillas de Jalón	121,0	1117,0	1117,0	7148,0	6478,0
2010	50232	Salvatierra de Esca	216,0	1505,0	1252,0	8136,0	8136,0
2010	50233	Samper del Salz	314,0	551,0	551,0	3579,0	3518,0
2010	50234	San Martín de la Virgen de Moncayo	280,0	274,0	274,0	1784,0	1697,0
2010	50235	San Mateo de Gállego	514,0	4995,0	4995,0	40963,0	33256,0
2010	50236	Santa Cruz de Grío	78,0	424,0	424,0	2756,0	2756,0
2010	50237	Santa Cruz de Moncayo	453,0	1932,0	1380,0	6208,0	6207,0
2010	50238	Santa Eulalia de Gállego	197,0	1225,0	789,0	4734,0	4622,0
2010	50239	Santed	118,0	492,0	492,0	2951,0	2951,0
2010	50240	Sástago	1104,0	16045,0	16045,0	89852,0	82360,0
2010	50241	Saviñán	680,0	2069,0	2069,0	15310,0	15310,0
2010	50242	Sediles	121,0	155,0	155,0	1164,0	1164,0
2010	50243	Sestrica	709,0	748,0	748,0	5237,0	4681,0
2010	50244	Sierra de Luna	242,0	2601,0	2601,0	26008,0	26008,0
2010	50245	Sigüés	105,0	1154,0	1154,0	7501,0	7501,0
2010	50246	Sisamón	400,0	889,0	889,0	2667,0	2504,0
2010	50247	Sobradiel	288,0	4381,0	3785,0	15141,0	15141,0
2010	50248	Sos del Rey Católico	933,0	14077,0	14077,0	61938,0	60258,0
2010	50249	Tabuenca	257,0	1387,0	1387,0	6934,0	4274,0
2010	50250	Talamantes	346,0	388,0	388,0	1163,0	1163,0
2010	50251	Tarazona	2974,0	16338,0	16338,0	124171,0	122560,0
2010	50252	Tauste	2225,0	92032,0	79315,0	563928,0	563928,0
2010	50253	Terrer	672,0	3729,0	3729,0	22372,0	21636,0
2010	50254	Tierga	304,0	1412,0	1412,0	6354,0	3424,0
2010	50255	Tobed	612,0	1057,0	813,0	5526,0	4960,0
2010	50256	Torralba de los Frailes	468,0	1256,0	1256,0	3768,0	3183,0
2010	50257	Torralba de Ribota	206,0	1057,0	1057,0	6342,0	6342,0
2010	50258	Torralbilla	290,0	1412,0	1412,0	4237,0	2581,0
2010	50259	Torrehermosa	184,0	987,0	659,0	3296,0	3296,0
2010	50260	Torrelapaja	147,0	385,0	277,0	831,0	830,0
2010	50261	Torrellas	292,0	2554,0	1629,0	11401,0	11401,0
2010	50262	Torres de Berrellén	574,0	10762,0	9455,0	58430,0	58430,0
2010	50263	Torrijo de la Cañada	1106,0	2513,0	2216,0	11081,0	10568,0
2010	50264	Tosos	403,0	1811,0	1811,0	16302,0	16302,0
2010	50265	Trasmoz	541,0	1207,0	1207,0	3622,0	3622,0
2010	50266	Trasobares	760,0	784,0	784,0	5095,0	5095,0
2010	50267	Uncastillo	834,0	9678,0	8398,0	67180,0	66185,0
2010	50268	Undués de Lerda	75,0	666,0	666,0	2931,0	2931,0
2010	50269	Urrea de Jalón	502,0	2591,0	2591,0	16844,0	16844,0
2010	50270	Urriés	128,0	828,0	828,0	2485,0	2485,0
2010	50271	Used	745,0	3270,0	3270,0	16352,0	16352,0
2010	50272	Utebo	695,0	4651,0	4651,0	18140,0	17805,0
2010	50273	Valdehorna	352,0	215,0	215,0	646,0	614,0
2010	50274	Val de San Martín	61,0	664,0	575,0	2013,0	1285,0
2010	50275	Valmadrid	146,0	567,0	567,0	1702,0	1375,0
2010	50276	Valpalmas	114,0	2164,0	1876,0	12195,0	12152,0
2010	50277	Valtorres	183,0	67,0	67,0	402,0	402,0
2010	50278	Velilla de Ebro	443,0	4744,0	3418,0	30760,0	30752,0
2010	50279	Velilla de Jiloca	316,0	1205,0	1205,0	4819,0	4819,0
2010	50280	Vera de Moncayo	651,0	2315,0	2315,0	10417,0	9827,0
2010	50281	Vierlas	295,0	879,0	879,0	4832,0	4832,0
2010	50282	Vilueña (La)	313,0	512,0	512,0	3072,0	3072,0
2010	50283	Villadoz	207,0	867,0	867,0	2602,0	2259,0
2010	50284	Villafeliche	187,0	1678,0	1398,0	6292,0	6292,0
2010	50285	Villafranca de Ebro	332,0	3540,0	3540,0	15574,0	15574,0
2010	50286	Villalba de Perejil	451,0	749,0	749,0	2247,0	2234,0
2010	50287	Villalengua	688,0	2513,0	2265,0	15854,0	15778,0
2010	50288	Villanueva de Gállego	635,0	6052,0	6052,0	33286,0	33286,0
2010	50289	Villanueva de Jiloca	407,0	464,0	464,0	1392,0	1374,0
2010	50290	Villanueva de Huerva	461,0	2279,0	2279,0	15956,0	13212,0
2010	50291	Villar de los Navarros	489,0	1616,0	1616,0	12928,0	12928,0
2010	50292	Villarreal de Huerva	284,0	962,0	962,0	2885,0	2663,0
2010	50293	Villarroya de la Sierra	1615,0	2816,0	2816,0	16898,0	16564,0
2010	50294	Villarroya del Campo	218,0	1050,0	953,0	2859,0	2859,0
2010	50295	Vistabella	74,0	239,0	239,0	1386,0	1386,0
2010	50296	Zaida (La)	194,0	1262,0	1262,0	8203,0	6414,0
2010	50297	Zaragoza	10972,0	66714,0	66714,0	467001,0	467001,0
2010	50298	Zuera	1405,0	19828,0	19828,0	91208,0	67854,0
2010	50901	Biel	304,0	947,0	947,0	5685,0	5173,0
2010	50902	Marracos	108,0	1907,0	1907,0	8581,0	8581,0
2010	50903	Villamayor de Gállego	1045,0	7857,0	7857,0	59710,0	59710,0
2011	22001	Abiego	242,0	1945,0	1945,0	11670,0	11132,0
2011	22002	Abizanda	46,0	658,0	658,0	4082,0	3458,0
2011	22003	Adahuesca	126,0	1145,0	1145,0	10301,0	7993,0
2011	22004	Agüero	327,0	911,0	911,0	6107,0	4186,0
2011	22006	Aísa	162,0	1581,0	1581,0	4744,0	765,0
2011	22007	Albalate de Cinca	582,0	9462,0	9462,0	64341,0	63811,0
2011	22008	Albalatillo	114,0	1404,0	1404,0	9125,0	9035,0
2011	22009	Albelda	720,0	10884,0	10884,0	87069,0	86545,0
2011	22011	Albero Alto	38,0	2507,0	2507,0	12283,0	11354,0
2011	22012	Albero Bajo	115,0	2244,0	2244,0	19300,0	18511,0
2011	22013	Alberuela de Tubo	117,0	3449,0	3449,0	25868,0	25136,0
2011	22014	Alcalá de Gurrea	213,0	8008,0	8008,0	52053,0	47565,0
2011	22015	Alcalá del Obispo	461,0	3943,0	3943,0	11830,0	11830,0
2011	22016	Alcampell	692,0	5431,0	5431,0	45075,0	42606,0
2011	22017	Alcolea de Cinca	543,0	12680,0	12680,0	88762,0	85910,0
2011	22018	Alcubierre	287,0	5252,0	5252,0	37397,0	32983,0
2011	22019	Alerre	37,0	695,0	695,0	4518,0	4499,0
2011	22020	Alfántega	134,0	1325,0	1325,0	11265,0	10923,0
2011	22021	Almudévar	1147,0	19471,0	19471,0	138241,0	136840,0
2011	22022	Almunia de San Juan	306,0	2949,0	2949,0	29464,0	29123,0
2011	22023	Almuniente	276,0	8743,0	8743,0	63820,0	63434,0
2011	22024	Alquézar	354,0	790,0	790,0	6318,0	5763,0
2011	22025	Altorricón	506,0	18615,0	18615,0	157671,0	154204,0
2011	22027	Angüés	276,0	2307,0	2307,0	12690,0	12312,0
2011	22028	Ansó	284,0	4703,0	4703,0	28216,0	14706,0
2011	22029	Antillón	85,0	1131,0	1131,0	10179,0	9615,0
2011	22032	Aragüés del Puerto	139,0	2233,0	2233,0	13396,0	4904,0
2011	22035	Arén	302,0	2112,0	2112,0	14785,0	12572,0
2011	22036	Argavieso	62,0	954,0	954,0	6203,0	5746,0
2011	22037	Arguis	102,0	711,0	711,0	4978,0	2588,0
2011	22039	Ayerbe	697,0	5074,0	5074,0	31460,0	29540,0
2011	22040	Azanuy-Alins	272,0	1245,0	1245,0	10580,0	10580,0
2011	22041	Azara	107,0	647,0	647,0	3557,0	3425,0
2011	22042	Azlor	96,0	601,0	601,0	2403,0	2317,0
2011	22043	Baells	288,0	2557,0	2557,0	7670,0	6959,0
2011	22044	Bailo	190,0	5131,0	5131,0	33348,0	24774,0
2011	22045	Baldellou	199,0	679,0	679,0	2036,0	1304,0
2011	22046	Ballobar	969,0	7959,0	7959,0	46162,0	42273,0
2011	22047	Banastás	18,0	354,0	354,0	2125,0	2049,0
2011	22048	Barbastro	1527,0	13451,0	13451,0	112588,0	111473,0
2011	22049	Barbués	98,0	3266,0	3266,0	14045,0	13822,0
2011	22050	Barbuñales	71,0	665,0	665,0	4654,0	4622,0
2011	22051	Bárcabo	161,0	1348,0	1348,0	7821,0	7365,0
2011	22052	Belver de Cinca	738,0	17564,0	17564,0	82550,0	80903,0
2011	22053	Benabarre	472,0	4244,0	4244,0	37346,0	36052,0
2011	22054	Benasque	316,0	10852,0	7081,0	31862,0	31847,0
2011	22055	Berbegal	375,0	3899,0	3899,0	33535,0	32728,0
2011	22057	Bielsa	298,0	4160,0	4160,0	37440,0	29616,0
2011	22058	Bierge	287,0	3745,0	3745,0	24341,0	22028,0
2011	22059	Biescas	670,0	4238,0	4238,0	19072,0	14526,0
2011	22060	Binaced	718,0	18926,0	18926,0	143081,0	141280,0
2011	22061	Binéfar	580,0	4697,0	4697,0	27101,0	26255,0
2011	22062	Bisaurri	233,0	472,0	472,0	1888,0	1079,0
2011	22063	Biscarrués	139,0	1722,0	1722,0	10333,0	10053,0
2011	22064	Blecua y Torres	216,0	4025,0	4025,0	40253,0	38164,0
2011	22066	Boltaña	191,0	2331,0	2331,0	15851,0	9885,0
2011	22067	Bonansa	58,0	454,0	454,0	2722,0	1816,0
2011	22068	Borau	100,0	1021,0	1021,0	3064,0	351,0
2011	22069	Broto	202,0	2545,0	2545,0	15780,0	6212,0
2011	22072	Caldearenas	236,0	2553,0	2553,0	20425,0	12600,0
2011	22074	Campo	175,0	742,0	742,0	2227,0	777,0
2011	22075	Camporrells	377,0	850,0	850,0	4251,0	2892,0
2011	22076	Canal de Berdún	333,0	6917,0	6917,0	44964,0	35802,0
2011	22077	Candasnos	274,0	17854,0	17854,0	53561,0	49443,0
2011	22078	Canfranc	100,0	4881,0	3631,0	18155,0	17670,0
2011	22079	Capdesaso	110,0	2192,0	2192,0	14251,0	14251,0
2011	22080	Capella	230,0	5033,0	5033,0	40261,0	37685,0
2011	22081	Casbas de Huesca	319,0	3069,0	3069,0	21787,0	20379,0
2011	22082	Castejón del Puente	261,0	3018,0	3018,0	19011,0	18857,0
2011	22083	Castejón de Monegros	448,0	11970,0	11970,0	79005,0	69575,0
2011	22084	Castejón de Sos	214,0	1972,0	1972,0	15772,0	10257,0
2011	22085	Castelflorite	139,0	4661,0	4661,0	25634,0	25477,0
2011	22086	Castiello de Jaca	157,0	2057,0	1456,0	8733,0	8145,0
2011	22087	Castigaleu	48,0	619,0	619,0	4954,0	4916,0
2011	22088	Castillazuelo	305,0	2696,0	1867,0	10643,0	10643,0
2011	22089	Castillonroy	326,0	1655,0	1655,0	4964,0	4582,0
2011	22090	Colungo	199,0	531,0	531,0	4250,0	3287,0
2011	22094	Chalamera	327,0	2011,0	2011,0	12269,0	12124,0
2011	22095	Chía	101,0	256,0	256,0	1407,0	799,0
2011	22096	Chimillas	52,0	925,0	925,0	6475,0	6277,0
2011	22099	Esplús	309,0	17131,0	17131,0	179877,0	179691,0
2011	22102	Estada	169,0	571,0	571,0	3711,0	3619,0
2011	22103	Estadilla	535,0	7960,0	7960,0	57310,0	55819,0
