Comarca código	Comarca nombre	Año	Sistema de cultivo	Total (A+B+C1+C2+D)	(A) FRUTALES. Total	Manzano	Peral	Membrillero	Albaricoquero	Cerezo y Guindo	Melocotonero	Ciruelo	Higuera	Palmera datilera	Azufaifo y otros	Almendro	Nogal	Avellano	Nectarina	Otros frutales	(B) VIÑEDO. Total	Viñedo de uva de mesa	Viñedo de uva de vino	Viñedo de uva para pasas	(C1) OLIVAR. Total	Olivar de aceituna de mesa y para aceite	(C2) OTROS CULTIVOS LEÑOSOS. Total	(D) VIVEROS. Total
21	Campo de Cariñena	2016	Regadío	5258,0	1067,0	176,0	118,0	0,0	51,0	219,0	299,0	24,0	0,0	0,0	0,0	104,0	1,0	0,0	73,0	2,0	3992,0	13,0	3979,0	0,0	184,0	184,0	0,0	15,0
21	Campo de Cariñena	2016	Secano	10700,0	1360,0	7,0	0,0	0,0	4,0	67,0	14,0	0,0	0,0	0,0	0,0	1265,0	0,0	0,0	0,0	3,0	9010,0	21,0	8989,0	0,0	328,0	328,0	0,0	2,0
22	Campo de Belchite	2016	Regadío	2068,0	641,0	9,0	42,0	0,0	1,0	0,0	0,0	5,0	0,0	0,0	0,0	578,0	6,0	0,0	0,0	0,0	207,0	0,0	207,0	0,0	1220,0	1220,0	0,0	0,0
22	Campo de Belchite	2016	Secano	1862,0	1520,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	1517,0	1,0	0,0	0,0	1,0	261,0	0,0	261,0	0,0	81,0	81,0	0,0	0,0
23	Bajo Martín	2016	Regadío	839,0	266,0	0,0	3,0	0,0	10,0	7,0	103,0	3,0	2,0	0,0	0,0	138,0	0,0	0,0	0,0	0,0	19,0	0,0	19,0	0,0	554,0	554,0	0,0	0,0
23	Bajo Martín	2016	Secano	3287,0	1547,0	0,0	0,0	0,0	6,0	10,0	3,0	0,0	0,0	0,0	0,0	1528,0	0,0	0,0	0,0	0,0	175,0	0,0	175,0	0,0	1565,0	1565,0	0,0	0,0
24	Campo de Daroca	2016	Regadío	62,0	57,0	0,0	0,0	0,0	0,0	5,0	0,0	1,0	0,0	0,0	0,0	40,0	11,0	0,0	0,0	0,0	5,0	0,0	5,0	0,0	0,0	0,0	0,0	0,0
24	Campo de Daroca	2016	Secano	2801,0	1969,0	0,0	1,0	0,0	1,0	166,0	0,0	4,0	0,0	0,0	0,0	1788,0	1,0	0,0	0,0	8,0	823,0	0,0	823,0	0,0	9,0	9,0	0,0	0,0
25	Jiloca	2016	Regadío	17,0	15,0	2,0	0,0	0,0	0,0	5,0	0,0	1,0	0,0	0,0	0,0	0,0	7,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	1,0
25	Jiloca	2016	Secano	1103,0	683,0	0,0	0,0	0,0	0,0	29,0	0,0	0,0	0,0	0,0	0,0	621,0	33,0	0,0	0,0	0,0	420,0	0,0	420,0	0,0	0,0	0,0	0,0	0,0
26	Cuencas Mineras	2016	Regadío	12,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	5,0	0,0	0,0	0,0	4,0	0,0	4,0	0,0	2,0	2,0	0,0	0,0
26	Cuencas Mineras	2016	Secano	926,0	633,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	629,0	4,0	0,0	0,0	0,0	229,0	1,0	228,0	0,0	64,0	64,0	0,0	0,0
27	Andorra-Sierra de Arcos	2016	Regadío	85,0	19,0	0,0	0,0	0,0	0,0	13,0	0,0	0,0	0,0	0,0	0,0	3,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	66,0	66,0	0,0	0,0
27	Andorra-Sierra de Arcos	2016	Secano	2655,0	561,0	0,0	0,0	0,0	0,0	14,0	0,0	0,0	0,0	0,0	0,0	545,0	2,0	0,0	0,0	0,0	183,0	0,0	183,0	0,0	1911,0	1911,0	0,0	0,0
28	Bajo Aragón	2016	Regadío	3602,0	2393,0	8,0	18,0	0,0	165,0	9,0	1487,0	43,0	1,0	0,0	0,0	629,0	24,0	0,0	9,0	0,0	6,0	0,0	6,0	0,0	1203,0	1203,0	0,0	0,0
28	Bajo Aragón	2016	Secano	16965,0	7839,0	0,0	0,0	0,0	6,0	0,0	32,0	4,0	0,0	0,0	0,0	7794,0	3,0	0,0	0,0	0,0	228,0	0,0	228,0	0,0	8898,0	8898,0	0,0	0,0
29	Comunidad de Teruel	2016	Regadío	51,0	50,0	36,0	0,0	0,0	0,0	2,0	0,0	1,0	0,0	0,0	0,0	5,0	6,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
29	Comunidad de Teruel	2016	Secano	514,0	499,0	12,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	481,0	6,0	0,0	0,0	0,0	15,0	0,0	15,0	0,0	0,0	0,0	0,0	0,0
30	Maestrazgo	2016	Regadío	114,0	23,0	0,0	0,0	0,0	0,0	0,0	8,0	0,0	0,0	0,0	0,0	12,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	91,0	91,0	0,0	0,0
30	Maestrazgo	2016	Secano	770,0	335,0	0,0	0,0	0,0	0,0	0,0	7,0	0,0	0,0	0,0	0,0	327,0	1,0	0,0	0,0	0,0	53,0	0,0	53,0	0,0	382,0	382,0	0,0	0,0
31	Sierra de Albarracín	2016	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
31	Sierra de Albarracín	2016	Secano	3,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
32	Gúdar-Javalambre	2016	Regadío	17,0	16,0	0,0	0,0	0,0	0,0	6,0	0,0	0,0	0,0	0,0	0,0	10,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
32	Gúdar-Javalambre	2016	Secano	350,0	347,0	0,0	0,0	0,0	0,0	35,0	0,0	0,0	0,0	0,0	0,0	310,0	2,0	0,0	0,0	0,0	3,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0
33	Matarraña / Matarranya	2016	Regadío	495,0	228,0	1,0	0,0	0,0	1,0	14,0	131,0	2,0	0,0	0,0	0,0	64,0	2,0	13,0	0,0	0,0	6,0	0,0	6,0	0,0	261,0	261,0	0,0	0,0
33	Matarraña / Matarranya	2016	Secano	18610,0	8586,0	0,0	0,0	0,0	0,0	23,0	16,0	1,0	0,0	0,0	0,0	8516,0	11,0	19,0	0,0	0,0	696,0	0,0	696,0	0,0	9328,0	9328,0	0,0	0,0
01	La Jacetania	2015	Regadío	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
01	La Jacetania	2015	Secano	75,0	63,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	62,0	0,0	0,0	0,0	0,0	12,0	0,0	12,0	0,0	0,0	0,0	0,0	0,0
02	Alto Gállego	2015	Regadío	27,0	27,0	21,0	0,0	0,0	0,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
02	Alto Gállego	2015	Secano	4,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	2,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0
03	Sobrarbe	2015	Regadío	2,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
03	Sobrarbe	2015	Secano	338,0	147,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	143,0	3,0	0,0	0,0	0,0	29,0	0,0	29,0	0,0	162,0	162,0	0,0	0,0
04	La Ribagorza	2015	Regadío	7,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	3,0	0,0	3,0	0,0	3,0	3,0	0,0	0,0
04	La Ribagorza	2015	Secano	998,0	441,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	425,0	7,0	4,0	0,0	4,0	169,0	0,0	169,0	0,0	388,0	388,0	0,0	0,0
05	Cinco Villas	2015	Regadío	1278,0	862,0	26,0	14,0	0,0	1,0	3,0	4,0	0,0	0,0	0,0	0,0	796,0	16,0	0,0	0,0	2,0	66,0	0,0	66,0	0,0	348,0	348,0	0,0	2,0
05	Cinco Villas	2015	Secano	1307,0	945,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	942,0	0,0	0,0	0,0	3,0	205,0	0,0	205,0	0,0	152,0	152,0	0,0	5,0
06	Hoya de Huesca / Plana de Uesca	2015	Regadío	1092,0	546,0	62,0	14,0	0,0	0,0	46,0	10,0	0,0	0,0	0,0	0,0	396,0	2,0	0,0	9,0	7,0	46,0	0,0	46,0	0,0	498,0	498,0	0,0	2,0
06	Hoya de Huesca / Plana de Uesca	2015	Secano	5676,0	4538,0	0,0	0,0	0,0	0,0	22,0	0,0	0,0	0,0	0,0	0,0	4487,0	2,0	0,0	0,0	27,0	431,0	1,0	430,0	0,0	704,0	704,0	0,0	3,0
07	Somontano de Barbastro	2015	Regadío	1514,0	185,0	2,0	37,0	0,0	1,0	22,0	2,0	7,0	0,0	0,0	0,0	92,0	9,0	0,0	12,0	1,0	1140,0	0,0	1140,0	0,0	189,0	189,0	0,0	0,0
07	Somontano de Barbastro	2015	Secano	7576,0	2510,0	0,0	0,0	0,0	0,0	0,0	3,0	2,0	0,0	0,0	0,0	2498,0	2,0	0,0	0,0	5,0	2692,0	4,0	2688,0	0,0	2371,0	2371,0	0,0	3,0
08	Cinca Medio	2015	Regadío	2706,0	2298,0	115,0	294,0	0,0	29,0	101,0	889,0	11,0	20,0	0,0	0,0	255,0	7,0	0,0	555,0	22,0	59,0	1,0	58,0	0,0	349,0	349,0	0,0	0,0
08	Cinca Medio	2015	Secano	355,0	116,0	0,0	0,0	0,0	0,0	0,0	5,0	0,0	0,0	0,0	0,0	106,0	0,0	0,0	4,0	1,0	16,0	0,0	16,0	0,0	223,0	223,0	0,0	0,0
09	La Litera / La Llitera	2015	Regadío	1729,0	1474,0	236,0	265,0	1,0	14,0	7,0	433,0	31,0	5,0	0,0	0,0	200,0	74,0	0,0	195,0	13,0	91,0	0,0	91,0	0,0	164,0	164,0	0,0	0,0
09	La Litera / La Llitera	2015	Secano	1582,0	609,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	606,0	1,0	0,0	1,0	0,0	15,0	0,0	15,0	0,0	958,0	958,0	0,0	0,0
10	Los Monegros	2015	Regadío	906,0	696,0	113,0	43,0	1,0	23,0	0,0	157,0	1,0	0,0	0,0	0,0	273,0	2,0	0,0	64,0	19,0	13,0	0,0	13,0	0,0	197,0	197,0	0,0	0,0
10	Los Monegros	2015	Secano	1279,0	665,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	658,0	0,0	0,0	0,0	4,0	188,0	0,0	188,0	0,0	426,0	426,0	0,0	0,0
11	Bajo Cinca / Baix Cinca	2015	Regadío	14094,0	12826,0	168,0	569,0	17,0	537,0	713,0	5222,0	41,0	6,0	0,0	0,0	1055,0	101,0	1,0	4325,0	71,0	359,0	28,0	331,0	0,0	900,0	900,0	5,0	4,0
11	Bajo Cinca / Baix Cinca	2015	Secano	2802,0	2256,0	0,0	2,0	0,0	46,0	53,0	139,0	32,0	0,0	0,0	0,0	1859,0	0,0	0,0	112,0	13,0	18,0	4,0	14,0	0,0	528,0	528,0	0,0	0,0
12	Tarazona y el Moncayo	2015	Regadío	794,0	299,0	3,0	4,0	0,0	3,0	17,0	0,0	0,0	0,0	0,0	0,0	262,0	8,0	0,0	0,0	2,0	110,0	0,0	110,0	0,0	385,0	385,0	0,0	0,0
12	Tarazona y el Moncayo	2015	Secano	764,0	541,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	537,0	0,0	0,0	0,0	4,0	115,0	0,0	115,0	0,0	108,0	108,0	0,0	0,0
13	Campo de Borja	2015	Regadío	4279,0	908,0	1,0	3,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	885,0	13,0	0,0	0,0	3,0	2330,0	0,0	2330,0	0,0	1038,0	1038,0	0,0	3,0
13	Campo de Borja	2015	Secano	8332,0	3974,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3970,0	0,0	0,0	0,0	4,0	4007,0	0,0	4007,0	0,0	351,0	351,0	0,0	0,0
14	Aranda	2015	Regadío	222,0	159,0	8,0	3,0	0,0	2,0	85,0	6,0	13,0	0,0	0,0	0,0	39,0	3,0	0,0	0,0	0,0	3,0	0,0	3,0	0,0	58,0	58,0	0,0	2,0
14	Aranda	2015	Secano	2618,0	2119,0	2,0	0,0	0,0	3,0	237,0	0,0	3,0	0,0	0,0	0,0	1874,0	0,0	0,0	0,0	0,0	229,0	0,0	229,0	0,0	270,0	270,0	0,0	0,0
15	Ribera Alta del Ebro	2015	Regadío	668,0	439,0	130,0	117,0	0,0	26,0	10,0	43,0	7,0	0,0	0,0	0,0	40,0	20,0	0,0	45,0	1,0	5,0	0,0	5,0	0,0	224,0	224,0	0,0	0,0
15	Ribera Alta del Ebro	2015	Secano	58,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	6,0	0,0	0,0	0,0	0,0	8,0	0,0	8,0	0,0	42,0	42,0	0,0	2,0
16	Valdejalón	2015	Regadío	8789,0	7599,0	1565,0	717,0	0,0	459,0	1581,0	1860,0	143,0	2,0	0,0	0,0	479,0	4,0	0,0	773,0	16,0	536,0	5,0	531,0	0,0	647,0	647,0	0,0	7,0
16	Valdejalón	2015	Secano	5562,0	2816,0	6,0	1,0	0,0	35,0	240,0	65,0	2,0	0,0	0,0	0,0	2439,0	1,0	0,0	24,0	3,0	1239,0	0,0	1239,0	0,0	1506,0	1506,0	0,0	1,0
17	D.C. Zaragoza	2015	Regadío	1667,0	1092,0	1,0	90,0	0,0	162,0	9,0	41,0	38,0	2,0	0,0	0,0	653,0	10,0	0,0	83,0	3,0	47,0	9,0	38,0	0,0	526,0	526,0	0,0	2,0
17	D.C. Zaragoza	2015	Secano	458,0	212,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	207,0	0,0	0,0	0,0	4,0	114,0	0,0	114,0	0,0	132,0	132,0	0,0	0,0
18	Ribera Baja del Ebro	2015	Regadío	2049,0	917,0	10,0	101,0	0,0	78,0	62,0	213,0	55,0	1,0	0,0	0,0	254,0	4,0	0,0	135,0	4,0	15,0	15,0	0,0	0,0	1117,0	1117,0	0,0	0,0
18	Ribera Baja del Ebro	2015	Secano	127,0	38,0	4,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	30,0	0,0	0,0	3,0	0,0	5,0	0,0	5,0	0,0	84,0	84,0	0,0	0,0
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2015	Regadío	6854,0	5452,0	16,0	89,0	0,0	353,0	665,0	1498,0	180,0	8,0	0,0	0,0	1707,0	2,0	0,0	923,0	11,0	135,0	31,0	104,0	0,0	1247,0	1247,0	0,0	20,0
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2015	Secano	8782,0	5087,0	0,0	1,0	0,0	8,0	50,0	88,0	4,0	0,0	0,0	0,0	4872,0	0,0	0,0	56,0	8,0	468,0	1,0	467,0	0,0	3223,0	3223,0	0,0	4,0
20	Comunidad de Calatayud	2015	Regadío	3989,0	3178,0	556,0	823,0	0,0	56,0	910,0	372,0	304,0	0,0	0,0	0,0	150,0	3,0	0,0	3,0	1,0	538,0	4,0	534,0	0,0	212,0	212,0	0,0	61,0
20	Comunidad de Calatayud	2015	Secano	14370,0	9791,0	48,0	30,0	0,0	18,0	2170,0	87,0	116,0	0,0	0,0	0,0	7307,0	4,0	0,0	1,0	10,0	4069,0	4,0	4065,0	0,0	506,0	506,0	0,0	4,0
21	Campo de Cariñena	2015	Regadío	5364,0	1125,0	172,0	152,0	0,0	41,0	235,0	306,0	30,0	0,0	0,0	0,0	97,0	1,0	0,0	88,0	3,0	4017,0	7,0	4010,0	0,0	203,0	203,0	0,0	19,0
21	Campo de Cariñena	2015	Secano	10816,0	1286,0	6,0	0,0	0,0	3,0	45,0	10,0	0,0	0,0	0,0	0,0	1220,0	0,0	0,0	0,0	2,0	9204,0	10,0	9194,0	0,0	324,0	324,0	0,0	2,0
22	Campo de Belchite	2015	Regadío	1982,0	555,0	10,0	46,0	0,0	0,0	0,0	0,0	5,0	0,0	0,0	0,0	489,0	5,0	0,0	0,0	0,0	207,0	0,0	207,0	0,0	1220,0	1220,0	0,0	0,0
22	Campo de Belchite	2015	Secano	1857,0	1430,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	1427,0	1,0	0,0	0,0	1,0	351,0	0,0	351,0	0,0	76,0	76,0	0,0	0,0
23	Bajo Martín	2015	Regadío	855,0	274,0	1,0	3,0	0,0	10,0	7,0	113,0	3,0	2,0	0,0	2,0	133,0	0,0	0,0	0,0	0,0	19,0	0,0	19,0	0,0	562,0	562,0	0,0	0,0
23	Bajo Martín	2015	Secano	3278,0	1536,0	0,0	0,0	0,0	6,0	12,0	1,0	0,0	0,0	0,0	0,0	1517,0	0,0	0,0	0,0	0,0	175,0	0,0	175,0	0,0	1567,0	1567,0	0,0	0,0
24	Campo de Daroca	2015	Regadío	65,0	60,0	0,0	1,0	0,0	0,0	8,0	0,0	1,0	0,0	0,0	0,0	39,0	11,0	0,0	0,0	0,0	5,0	0,0	5,0	0,0	0,0	0,0	0,0	0,0
24	Campo de Daroca	2015	Secano	2819,0	1928,0	0,0	1,0	0,0	1,0	164,0	0,0	5,0	0,0	0,0	0,0	1749,0	1,0	0,0	0,0	7,0	877,0	0,0	877,0	0,0	14,0	14,0	0,0	0,0
25	Jiloca	2015	Regadío	24,0	22,0	2,0	0,0	0,0	0,0	5,0	0,0	2,0	0,0	0,0	2,0	3,0	8,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	1,0
25	Jiloca	2015	Secano	1078,0	650,0	0,0	0,0	0,0	0,0	30,0	0,0	0,0	0,0	0,0	1,0	608,0	11,0	0,0	0,0	0,0	428,0	0,0	428,0	0,0	0,0	0,0	0,0	0,0
26	Cuencas Mineras	2015	Regadío	11,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	5,0	0,0	0,0	0,0	4,0	0,0	4,0	0,0	1,0	1,0	0,0	0,0
26	Cuencas Mineras	2015	Secano	872,0	583,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,0	575,0	4,0	0,0	0,0	0,0	231,0	1,0	230,0	0,0	58,0	58,0	0,0	0,0
27	Andorra-Sierra de Arcos	2015	Regadío	86,0	15,0	0,0	0,0	0,0	0,0	13,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	71,0	71,0	0,0	0,0
27	Andorra-Sierra de Arcos	2015	Secano	2651,0	562,0	0,0	0,0	0,0	0,0	15,0	0,0	0,0	0,0	0,0	0,0	546,0	1,0	0,0	0,0	0,0	185,0	0,0	185,0	0,0	1904,0	1904,0	0,0	0,0
28	Bajo Aragón	2015	Regadío	3599,0	2425,0	17,0	13,0	0,0	160,0	8,0	1566,0	41,0	1,0	0,0	12,0	577,0	21,0	0,0	9,0	0,0	6,0	0,0	6,0	0,0	1168,0	1168,0	0,0	0,0
28	Bajo Aragón	2015	Secano	16887,0	7751,0	0,0	0,0	0,0	3,0	0,0	20,0	4,0	0,0	0,0	33,0	7689,0	2,0	0,0	0,0	0,0	227,0	0,0	227,0	0,0	8909,0	8909,0	0,0	0,0
29	Comunidad de Teruel	2015	Regadío	38,0	37,0	24,0	0,0	0,0	0,0	2,0	0,0	1,0	0,0	0,0	0,0	2,0	8,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
29	Comunidad de Teruel	2015	Secano	486,0	471,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	454,0	15,0	0,0	0,0	0,0	15,0	0,0	15,0	0,0	0,0	0,0	0,0	0,0
30	Maestrazgo	2015	Regadío	114,0	22,0	0,0	0,0	0,0	0,0	0,0	8,0	0,0	0,0	0,0	0,0	11,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	92,0	92,0	0,0	0,0
30	Maestrazgo	2015	Secano	786,0	341,0	0,0	0,0	0,0	0,0	0,0	11,0	0,0	0,0	0,0	0,0	329,0	1,0	0,0	0,0	0,0	53,0	0,0	53,0	0,0	392,0	392,0	0,0	0,0
31	Sierra de Albarracín	2015	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
31	Sierra de Albarracín	2015	Secano	2,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
32	Gúdar-Javalambre	2015	Regadío	14,0	13,0	0,0	0,0	0,0	0,0	6,0	0,0	0,0	0,0	0,0	0,0	7,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
32	Gúdar-Javalambre	2015	Secano	341,0	338,0	0,0	0,0	0,0	0,0	40,0	0,0	0,0	0,0	0,0	8,0	286,0	4,0	0,0	0,0	0,0	3,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0
33	Matarraña / Matarranya	2015	Regadío	506,0	245,0	1,0	0,0	0,0	1,0	18,0	140,0	2,0	0,0	0,0	2,0	66,0	1,0	14,0	0,0	0,0	6,0	0,0	6,0	0,0	255,0	255,0	0,0	0,0
33	Matarraña / Matarranya	2015	Secano	18720,0	8740,0	0,0	0,0	0,0	0,0	25,0	22,0	1,0	0,0	0,0	68,0	8595,0	12,0	17,0	0,0	0,0	710,0	0,0	710,0	0,0	9270,0	9270,0	0,0	0,0
