Año	Municipio código	Municipio nombre	Urbana   Número de recibos	Urbana   Base imponible (miles de euros)	Urbana   Base liquidable (miles de euros)	Urbana   Cuota íntegra (euros)	Urbana   Cuota líquida (euros)
2007	44145	Mas de las Matas	1491,0	25766,0	24085,0	132466,0	121190,0
2007	44146	Mata de los Olmos (La)	271,0	2949,0	2949,0	11797,0	11003,0
2007	44147	Mazaleón	683,0	7281,0	7281,0	43685,0	41571,0
2007	44148	Mezquita de Jarque	144,0	1316,0	1316,0	5265,0	5198,0
2007	44149	Mirambel	273,0	2898,0	2898,0	13041,0	13041,0
2007	44150	Miravete de la Sierra	131,0	781,0	781,0	4684,0	4531,0
2007	44151	Molinos	504,0	3975,0	3975,0	15901,0	14858,0
2007	44152	Monforte de Moyuela	250,0	1111,0	1111,0	4444,0	4261,0
2007	44153	Monreal del Campo	2194,0	41174,0	41174,0	247045,0	239579,0
2007	44154	Monroyo	341,0	3824,0	3824,0	22942,0	21274,0
2007	44155	Montalbán	2051,0	16918,0	16918,0	109965,0	105725,0
2007	44156	Monteagudo del Castillo	180,0	1051,0	1051,0	4204,0	4011,0
2007	44157	Monterde de Albarracín	287,0	1371,0	1371,0	5485,0	5278,0
2007	44158	Mora de Rubielos	2469,0	32936,0	32936,0	247019,0	243033,0
2007	44159	Moscardón	178,0	1095,0	1095,0	4381,0	4082,0
2007	44160	Mosqueruela	687,0	9687,0	9687,0	38748,0	35528,0
2007	44161	Muniesa	930,0	12037,0	12037,0	60183,0	57527,0
2007	44163	Noguera de Albarracín	277,0	2085,0	2085,0	8342,0	7767,0
2007	44164	Nogueras	189,0	558,0	558,0	2233,0	2118,0
2007	44165	Nogueruelas	397,0	3348,0	3348,0	16741,0	16741,0
2007	44167	Obón	342,0	1297,0	1297,0	11028,0	10800,0
2007	44168	Odón	364,0	2850,0	2850,0	12824,0	12335,0
2007	44169	Ojos Negros	906,0	14482,0	12644,0	75862,0	70369,0
2007	44171	Olba	923,0	4338,0	4338,0	27330,0	26696,0
2007	44172	Oliete	861,0	7356,0	7356,0	36778,0	35425,0
2007	44173	Olmos (Los)	266,0	1810,0	1810,0	7239,0	6917,0
2007	44174	Orihuela del Tremedal	880,0	10014,0	10014,0	65093,0	59450,0
2007	44175	Orrios	213,0	1950,0	1950,0	7801,0	7801,0
2007	44176	Palomar de Arroyos	295,0	1839,0	1839,0	7357,0	7006,0
2007	44177	Pancrudo	387,0	2240,0	2240,0	10080,0	9573,0
2007	44178	Parras de Castellote (Las)	368,0	1578,0	1578,0	7890,0	7516,0
2007	44179	Peñarroya de Tastavins	520,0	8997,0	7235,0	28941,0	27036,0
2007	44180	Peracense	193,0	975,0	975,0	4389,0	4109,0
2007	44181	Peralejos	126,0	1024,0	1024,0	4815,0	4723,0
2007	44182	Perales del Alfambra	351,0	4056,0	4056,0	24739,0	24014,0
2007	44183	Pitarque	263,0	994,0	994,0	5963,0	5706,0
2007	44184	Plou	180,0	2817,0	979,0	4404,0	4138,0
2007	44185	Pobo (El)	195,0	1904,0	1904,0	7616,0	7239,0
2007	44187	Portellada (La)	354,0	8417,0	6899,0	41391,0	39314,0
2007	44189	Pozondón	216,0	1677,0	1677,0	6706,0	6187,0
2007	44190	Pozuel del Campo	319,0	1334,0	1334,0	6538,0	6271,0
2007	44191	Puebla de Híjar (La)	1206,0	16214,0	16214,0	97284,0	94171,0
2007	44192	Puebla de Valverde (La)	722,0	9631,0	9631,0	63565,0	60966,0
2007	44193	Puertomingalvo	335,0	7245,0	4577,0	18307,0	17594,0
2007	44194	Ráfales	337,0	7124,0	3721,0	22327,0	20437,0
2007	44195	Rillo	195,0	1252,0	1252,0	5134,0	4927,0
2007	44196	Riodeva	651,0	1843,0	1843,0	14742,0	14228,0
2007	44197	Ródenas	236,0	1340,0	1340,0	5362,0	5098,0
2007	44198	Royuela	466,0	3346,0	3346,0	13383,0	13088,0
2007	44199	Rubiales	120,0	541,0	541,0	3732,0	3435,0
2007	44200	Rubielos de la Cérida	174,0	450,0	450,0	2250,0	2095,0
2007	44201	Rubielos de Mora	1278,0	14727,0	14727,0	100147,0	95330,0
2007	44203	Salcedillo	65,0	184,0	184,0	1197,0	1120,0
2007	44204	Saldón	207,0	896,0	896,0	5376,0	5099,0
2007	44205	Samper de Calanda	1003,0	27842,0	19085,0	108784,0	102838,0
2007	44206	San Agustín	428,0	2812,0	2812,0	14058,0	14058,0
2007	44207	San Martín del Río	634,0	3395,0	3395,0	13581,0	13112,0
2007	44208	Santa Cruz de Nogueras	138,0	390,0	390,0	1561,0	1460,0
2007	44209	Santa Eulalia	1175,0	21099,0	21099,0	105496,0	99150,0
2007	44210	Sarrión	1906,0	36274,0	29904,0	197365,0	186952,0
2007	44211	Segura de los Baños	230,0	1107,0	1107,0	4429,0	4429,0
2007	44212	Seno	152,0	993,0	993,0	3972,0	3972,0
2007	44213	Singra	205,0	1335,0	1335,0	5338,0	5082,0
2007	44215	Terriente	274,0	2233,0	2233,0	8931,0	8930,0
2007	44216	Teruel	27722,0	903636,0	903636,0	4608544,0	4292318,0
2007	44217	Toril y Masegoso	99,0	513,0	513,0	2054,0	1918,0
2007	44218	Tormón	117,0	606,0	606,0	2423,0	2268,0
2007	44219	Tornos	524,0	3396,0	3396,0	15280,0	14868,0
2007	44220	Torralba de los Sisones	281,0	7283,0	3506,0	17528,0	16971,0
2007	44221	Torrecilla de Alcañiz	482,0	15042,0	6017,0	27676,0	25512,0
2007	44222	Torrecilla del Rebollar	313,0	1970,0	1970,0	7880,0	7576,0
2007	44223	Torre de Arcas	160,0	984,0	984,0	4922,0	4726,0
2007	44224	Torre de las Arcas	160,0	623,0	623,0	2492,0	2340,0
2007	44225	Torre del Compte	363,0	3782,0	3782,0	21182,0	20604,0
2007	44226	Torrelacárcel	510,0	4616,0	4616,0	18466,0	17778,0
2007	44227	Torre los Negros	213,0	1301,0	1301,0	5204,0	5031,0
2007	44228	Torremocha de Jiloca	244,0	1815,0	1815,0	9075,0	8685,0
2007	44229	Torres de Albarracín	337,0	2683,0	2683,0	10730,0	10368,0
2007	44230	Torrevelilla	292,0	7591,0	3140,0	21352,0	19373,0
2007	44231	Torrijas	373,0	2305,0	2305,0	18439,0	17566,0
2007	44232	Torrijo del Campo	553,0	5782,0	5782,0	23128,0	22604,0
2007	44234	Tramacastiel	360,0	1484,0	1484,0	9645,0	9265,0
2007	44235	Tramacastilla	365,0	6193,0	3158,0	12632,0	12144,0
2007	44236	Tronchón	261,0	1287,0	1287,0	5793,0	5403,0
2007	44237	Urrea de Gaén	666,0	6638,0	6638,0	26554,0	25568,0
2007	44238	Utrillas	2762,0	19326,0	19326,0	144947,0	137584,0
2007	44239	Valacloche	82,0	580,0	580,0	2320,0	2161,0
2007	44240	Valbona	618,0	8801,0	4760,0	35698,0	33578,0
2007	44241	Valdealgorfa	823,0	10308,0	10308,0	66999,0	61979,0
2007	44243	Valdecuenca	185,0	695,0	695,0	5561,0	5224,0
2007	44244	Valdelinares	214,0	1257,0	1257,0	5028,0	4734,0
2007	44245	Valdeltormo	494,0	6018,0	6018,0	36106,0	35317,0
2007	44246	Valderrobres	1839,0	41385,0	39151,0	234907,0	223665,0
2007	44247	Valjunquera	478,0	5602,0	5602,0	33612,0	32876,0
2007	44249	Vallecillo (El)	151,0	691,0	691,0	2764,0	2600,0
2007	44250	Veguillas de la Sierra	91,0	469,0	469,0	2815,0	2691,0
2007	44251	Villafranca del Campo	487,0	3826,0	3826,0	21044,0	21044,0
2007	44252	Villahermosa del Campo	129,0	890,0	890,0	4003,0	3852,0
2007	44256	Villanueva del Rebollar de la Sierra	132,0	729,0	729,0	3281,0	3109,0
2007	44257	Villar del Cobo	376,0	6361,0	4317,0	17268,0	12837,0
2007	44258	Villar del Salz	179,0	1054,0	1054,0	4216,0	4074,0
2007	44260	Villarluengo	420,0	2469,0	2469,0	9877,0	9118,0
2007	44261	Villarquemado	827,0	14041,0	14041,0	91268,0	91268,0
2007	44262	Villarroya de los Pinares	316,0	2177,0	2177,0	14149,0	13326,0
2007	44263	Villastar	422,0	3546,0	3546,0	25530,0	25490,0
2007	44264	Villel	596,0	4175,0	4175,0	29223,0	28235,0
2007	44265	Vinaceite	298,0	2792,0	2792,0	16752,0	16752,0
2007	44266	Visiedo	255,0	2052,0	2052,0	10873,0	10873,0
2007	44267	Vivel del Río Martín	336,0	1994,0	1994,0	11964,0	11559,0
2007	44268	Zoma (La)	89,0	265,0	265,0	1061,0	977,0
2007	50001	Abanto	296,0	1315,0	1315,0	5259,0	5259,0
2007	50002	Acered	368,0	1686,0	1686,0	11801,0	11799,0
2007	50003	Agón	169,0	2088,0	2088,0	12530,0	12530,0
2007	50004	Aguarón	864,0	9416,0	9416,0	79097,0	78306,0
2007	50005	Aguilón	511,0	2407,0	2407,0	12034,0	12034,0
2007	50006	Ainzón	1012,0	11988,0	11988,0	77920,0	77919,0
2007	50007	Aladrén	175,0	528,0	528,0	3697,0	3623,0
2007	50008	Alagón	3764,0	121505,0	110517,0	773622,0	769740,0
2007	50009	Alarba	219,0	2735,0	1923,0	7690,0	7690,0
2007	50010	Alberite de San Juan	96,0	688,0	688,0	3439,0	3439,0
2007	50011	Albeta	174,0	1849,0	1849,0	9708,0	9708,0
2007	50012	Alborge	164,0	1504,0	1441,0	10809,0	10809,0
2007	50013	Alcalá de Ebro	247,0	2835,0	2835,0	11338,0	11338,0
2007	50014	Alcalá de Moncayo	302,0	1425,0	1425,0	5698,0	5698,0
2007	50015	Alconchel de Ariza	483,0	2283,0	2283,0	9131,0	9131,0
2007	50016	Aldehuela de Liestos	151,0	1972,0	1263,0	5051,0	5050,0
2007	50017	Alfajarín	1503,0	64940,0	64921,0	305130,0	288291,0
2007	50018	Alfamén	951,0	15196,0	15196,0	100291,0	100036,0
2007	50019	Alforque	162,0	1497,0	1445,0	8238,0	8238,0
2007	50020	Alhama de Aragón	1281,0	54061,0	26689,0	173476,0	173476,0
2007	50021	Almochuel	96,0	436,0	436,0	2178,0	2178,0
2007	50022	Almolda (La)	525,0	9966,0	9966,0	49831,0	47522,0
2007	50023	Almonacid de la Cuba	435,0	1847,0	1847,0	12928,0	12927,0
2007	50024	Almonacid de la Sierra	1135,0	9345,0	9345,0	52333,0	52071,0
2007	50025	Almunia de Doña Godina (La)	4301,0	104336,0	104336,0	636449,0	635496,0
2007	50026	Alpartir	592,0	5238,0	5238,0	28809,0	28678,0
2007	50027	Ambel	550,0	2674,0	2674,0	22725,0	22725,0
2007	50028	Anento	188,0	1960,0	1215,0	10330,0	10330,0
2007	50029	Aniñón	888,0	8651,0	8651,0	43257,0	43256,0
2007	50030	Añón de Moncayo	762,0	6034,0	6034,0	30168,0	30168,0
2007	50031	Aranda de Moncayo	655,0	3685,0	3685,0	22112,0	22112,0
2007	50032	Arándiga	673,0	4670,0	4670,0	23349,0	23349,0
2007	50033	Ardisa	141,0	2476,0	1016,0	8130,0	7867,0
2007	50034	Ariza	1471,0	17325,0	17325,0	107418,0	107416,0
2007	50035	Artieda	136,0	912,0	912,0	5470,0	5470,0
2007	50036	Asín	176,0	2207,0	1083,0	7578,0	7576,0
2007	50037	Atea	561,0	2999,0	2999,0	11998,0	11998,0
2007	50038	Ateca	1775,0	23665,0	23665,0	146723,0	146722,0
2007	50039	Azuara	1095,0	9177,0	9177,0	45887,0	45885,0
2007	50040	Badules	167,0	1263,0	1263,0	5053,0	5053,0
2007	50041	Bagüés	73,0	610,0	610,0	3784,0	3783,0
2007	50042	Balconchán	81,0	255,0	255,0	1019,0	1019,0
2007	50043	Bárboles	366,0	3998,0	3998,0	17990,0	17989,0
2007	50044	Bardallur	358,0	2928,0	2928,0	11714,0	11714,0
2007	50045	Belchite	1143,0	16918,0	16918,0	109968,0	109965,0
2007	50046	Belmonte de Gracián	309,0	2463,0	2463,0	13546,0	13410,0
2007	50047	Berdejo	147,0	1231,0	802,0	3208,0	3208,0
2007	50048	Berrueco	82,0	1479,0	892,0	4996,0	4946,0
2007	50050	Bijuesca	369,0	2922,0	1939,0	7754,0	7754,0
2007	50051	Biota	985,0	12232,0	12232,0	80730,0	80729,0
2007	50052	Bisimbre	117,0	2578,0	2578,0	15470,0	15432,0
2007	50053	Boquiñeni	723,0	9946,0	9946,0	48737,0	48737,0
2007	50054	Bordalba	214,0	955,0	955,0	3819,0	3818,0
2007	50055	Borja	4104,0	62755,0	62755,0	558520,0	558342,0
2007	50056	Botorrita	389,0	6282,0	6282,0	37693,0	37693,0
2007	50057	Brea de Aragón	1573,0	26641,0	26641,0	133205,0	133205,0
2007	50058	Bubierca	292,0	1001,0	1001,0	4003,0	4003,0
2007	50059	Bujaraloz	702,0	18905,0	18905,0	75620,0	74107,0
2007	50060	Bulbuente	400,0	2962,0	2962,0	25176,0	25174,0
2007	50061	Bureta	285,0	2633,0	2633,0	13163,0	13163,0
2007	50062	Burgo de Ebro (El)	1590,0	120583,0	84657,0	338629,0	338629,0
2007	50063	Buste (El)	192,0	1355,0	1355,0	8809,0	8809,0
2007	50064	Cabañas de Ebro	449,0	7439,0	7439,0	52076,0	52076,0
2007	50065	Cabolafuente	282,0	1411,0	1411,0	5646,0	5646,0
2007	50066	Cadrete	2440,0	335154,0	108951,0	544756,0	544756,0
2007	50067	Calatayud	16296,0	417184,0	417184,0	2211076,0	2184835,0
2007	50068	Calatorao	1926,0	37995,0	37995,0	190357,0	189615,0
2007	50069	Calcena	192,0	2041,0	1083,0	6497,0	6497,0
2007	50070	Calmarza	240,0	1398,0	1398,0	9785,0	9785,0
2007	50071	Campillo de Aragón	312,0	4160,0	2973,0	17836,0	17836,0
2007	50072	Carenas	609,0	4622,0	4622,0	23109,0	22891,0
2007	50073	Cariñena	2245,0	46402,0	46402,0	255212,0	255020,0
2007	50074	Caspe	7052,0	134593,0	134593,0	1049823,0	1011424,0
2007	50075	Castejón de Alarba	203,0	882,0	882,0	3529,0	3528,0
2007	50076	Castejón de las Armas	237,0	998,0	998,0	3993,0	3992,0
2007	50077	Castejón de Valdejasa	417,0	5533,0	3669,0	22017,0	22017,0
2007	50078	Castiliscar	417,0	8082,0	5799,0	43495,0	43495,0
2007	50079	Cervera de la Cañada	414,0	3170,0	3170,0	12679,0	12679,0
2007	50080	Cerveruela	105,0	240,0	240,0	958,0	958,0
2007	50081	Cetina	916,0	12037,0	12037,0	62593,0	62593,0
2007	50082	Cimballa	341,0	3833,0	2250,0	13498,0	13497,0
2007	50083	Cinco Olivas	190,0	1809,0	1745,0	6980,0	6980,0
2007	50084	Clarés de Ribota	337,0	1791,0	1248,0	4993,0	4993,0
2007	50085	Codo	357,0	2960,0	2960,0	11841,0	11841,0
2007	50086	Codos	568,0	3065,0	3065,0	12262,0	12262,0
2007	50087	Contamina	82,0	387,0	387,0	2900,0	2900,0
2007	50088	Cosuenda	633,0	5077,0	5077,0	44167,0	44166,0
2007	50089	Cuarte de Huerva	4150,0	704287,0	248652,0	1740561,0	1739108,0
2007	50090	Cubel	378,0	2508,0	2508,0	10033,0	10033,0
2007	50091	Cuerlas (Las)	229,0	2998,0	1928,0	10796,0	10794,0
2007	50092	Chiprana	576,0	6281,0	6281,0	25751,0	25575,0
2007	50093	Chodes	190,0	1609,0	1609,0	6437,0	6436,0
2007	50094	Daroca	2330,0	48386,0	48386,0	266124,0	264793,0
2007	50095	Ejea de los Caballeros	12555,0	528134,0	357768,0	2211007,0	2181544,0
2007	50096	Embid de Ariza	224,0	876,0	876,0	3506,0	3506,0
2007	50098	Encinacorba	400,0	2912,0	2912,0	20382,0	20382,0
2007	50099	Épila	3143,0	78418,0	78418,0	602251,0	601970,0
2007	50100	Erla	437,0	5320,0	5320,0	29792,0	29792,0
2007	50101	Escatrón	1463,0	28004,0	28286,0	172547,0	172547,0
2007	50102	Fabara	1094,0	17848,0	17848,0	123152,0	123152,0
2007	50104	Farlete	336,0	4523,0	4523,0	18092,0	18091,0
2007	50105	Fayón	337,0	4533,0	4533,0	39894,0	38808,0
2007	50106	Fayos (Los)	249,0	1526,0	1526,0	9158,0	9158,0
2007	50107	Figueruelas	898,0	131498,0	131498,0	657489,0	657489,0
2007	50108	Fombuena	127,0	216,0	216,0	866,0	866,0
2007	50109	Frago (El)	191,0	1967,0	1305,0	7827,0	7827,0
2007	50110	Frasno (El)	929,0	7741,0	7741,0	50317,0	50317,0
2007	50111	Fréscano	223,0	2238,0	2238,0	14547,0	14546,0
2007	50113	Fuendejalón	791,0	8934,0	8934,0	52710,0	52710,0
2007	50114	Fuendetodos	226,0	2237,0	2237,0	8947,0	8947,0
2007	50115	Fuentes de Ebro	2609,0	48157,0	48157,0	288944,0	288942,0
2007	50116	Fuentes de Jiloca	467,0	6726,0	4703,0	28218,0	28218,0
2007	50117	Gallocanta	263,0	2089,0	2089,0	11910,0	11791,0
2007	50118	Gallur	2140,0	36714,0	36714,0	293710,0	293710,0
2007	50119	Gelsa	889,0	38072,0	15948,0	81333,0	81333,0
2007	50120	Godojos	211,0	1181,0	1181,0	4725,0	4725,0
2007	50121	Gotor	395,0	2280,0	2280,0	11399,0	11398,0
2007	50122	Grisel	185,0	1790,0	1790,0	7160,0	7160,0
2007	50123	Grisén	395,0	6759,0	6759,0	43931,0	43930,0
2007	50124	Herrera de los Navarros	1147,0	7305,0	7305,0	47482,0	47482,0
2007	50125	Ibdes	677,0	6989,0	6989,0	45426,0	45426,0
2007	50126	Illueca	3019,0	43057,0	43057,0	215287,0	198294,0
2007	50128	Isuerre	95,0	1297,0	916,0	5679,0	5677,0
2007	50129	Jaraba	513,0	20831,0	13433,0	94029,0	94026,0
2007	50130	Jarque	1008,0	6531,0	6531,0	39184,0	39183,0
2007	50131	Jaulín	305,0	3051,0	3051,0	13732,0	13731,0
2007	50132	Joyosa (La)	596,0	85112,0	32835,0	197009,0	191420,0
2007	50133	Lagata	249,0	1489,0	1489,0	5958,0	5957,0
2007	50134	Langa del Castillo	394,0	2161,0	2161,0	8643,0	8643,0
2007	50135	Layana	149,0	3521,0	2335,0	17513,0	17513,0
2007	50136	Lécera	863,0	9100,0	9100,0	45501,0	45501,0
2007	50137	Leciñena	849,0	25019,0	22138,0	99620,0	99620,0
2007	50138	Lechón	66,0	1271,0	834,0	3335,0	3334,0
2007	50139	Letux	556,0	4934,0	4934,0	19735,0	19734,0
2007	50140	Litago	389,0	1643,0	1643,0	9860,0	9860,0
2007	50141	Lituénigo	360,0	1248,0	1248,0	6242,0	6242,0
2007	50142	Lobera de Onsella	182,0	834,0	834,0	5173,0	5173,0
2007	50143	Longares	752,0	9013,0	9013,0	61289,0	60659,0
2007	50144	Longás	122,0	546,0	546,0	3387,0	3386,0
2007	50146	Lucena de Jalón	303,0	3839,0	3839,0	23037,0	23036,0
2007	50147	Luceni	808,0	13714,0	13714,0	64454,0	64454,0
2007	50148	Luesia	507,0	3239,0	3239,0	18136,0	18135,0
2007	50149	Luesma	177,0	517,0	517,0	2069,0	2069,0
2007	50150	Lumpiaque	853,0	10953,0	10953,0	65720,0	65720,0
2007	50151	Luna	939,0	11768,0	11768,0	62371,0	62371,0
2007	50152	Maella	1496,0	27459,0	27459,0	145531,0	145531,0
2007	50153	Magallón	999,0	18251,0	18251,0	94907,0	94421,0
2007	50154	Mainar	184,0	1557,0	1557,0	6229,0	6229,0
2007	50155	Malanquilla	297,0	3196,0	2034,0	8137,0	8137,0
2007	50156	Maleján	268,0	4030,0	2500,0	21249,0	21248,0
2007	50157	Malón	432,0	5061,0	5061,0	40489,0	40489,0
2007	50159	Maluenda	783,0	10957,0	10957,0	65740,0	65740,0
2007	50160	Mallén	1959,0	39738,0	39738,0	194714,0	194714,0
2007	50161	Manchones	236,0	1293,0	1293,0	7890,0	7890,0
2007	50162	Mara	335,0	6835,0	3263,0	13053,0	13053,0
2007	50163	María de Huerva	2068,0	64527,0	64527,0	419426,0	419423,0
2007	50164	Mediana de Aragón	331,0	2614,0	2614,0	13069,0	13069,0
2007	50165	Mequinenza	1730,0	28489,0	28489,0	156692,0	152354,0
2007	50166	Mesones de Isuela	512,0	3303,0	3303,0	13213,0	13213,0
2007	50167	Mezalocha	313,0	5386,0	1928,0	11571,0	11571,0
2007	50168	Mianos	51,0	1344,0	512,0	3073,0	3073,0
2007	50169	Miedes de Aragón	559,0	7132,0	4787,0	21542,0	21540,0
2007	50170	Monegrillo	351,0	4758,0	4758,0	26169,0	26168,0
2007	50171	Moneva	285,0	1310,0	1310,0	6485,0	6485,0
2007	50172	Monreal de Ariza	388,0	3297,0	3297,0	16485,0	16485,0
2007	50173	Monterde	353,0	2593,0	2593,0	15558,0	15558,0
2007	50174	Montón	192,0	976,0	976,0	3903,0	3903,0
2007	50175	Morata de Jalón	1441,0	21649,0	21649,0	86594,0	86594,0
2007	50176	Morata de Jiloca	490,0	3881,0	3881,0	27166,0	27166,0
2007	50177	Morés	712,0	6816,0	6816,0	37487,0	37487,0
2007	50178	Moros	720,0	6098,0	4348,0	26086,0	26086,0
2007	50179	Moyuela	556,0	4592,0	4592,0	18367,0	18367,0
2007	50180	Mozota	222,0	4681,0	2332,0	13990,0	13990,0
2007	50181	Muel	1270,0	32471,0	32471,0	188330,0	188014,0
2007	50182	Muela (La)	2672,0	198160,0	198160,0	1188959,0	1188959,0
2007	50183	Munébrega	565,0	10132,0	4278,0	23955,0	23954,0
2007	50184	Murero	261,0	2860,0	1929,0	12154,0	12154,0
2007	50185	Murillo de Gállego	415,0	2990,0	2990,0	13455,0	13454,0
2007	50186	Navardún	146,0	2936,0	1084,0	6720,0	6720,0
2007	50187	Nigüella	212,0	961,0	961,0	3846,0	3845,0
2007	50188	Nombrevilla	105,0	1176,0	529,0	2114,0	2113,0
2007	50189	Nonaspe	1116,0	13558,0	13558,0	88130,0	88129,0
2007	50190	Novallas	680,0	7453,0	7453,0	70808,0	70808,0
2007	50191	Novillas	437,0	7530,0	7204,0	46321,0	46321,0
2007	50192	Nuévalos	503,0	6482,0	6482,0	45374,0	43856,0
2007	50193	Nuez de Ebro	681,0	15047,0	15047,0	105330,0	103789,0
2007	50194	Olvés	253,0	3345,0	1116,0	7809,0	7809,0
2007	50195	Orcajo	209,0	710,0	710,0	2839,0	2839,0
2007	50196	Orera	158,0	3216,0	2421,0	9685,0	9585,0
2007	50197	Orés	257,0	1022,0	1022,0	6746,0	6746,0
2007	50198	Oseja	104,0	256,0	256,0	1025,0	1024,0
2007	50199	Osera de Ebro	446,0	9052,0	9052,0	67889,0	67889,0
2007	50200	Paniza	756,0	17798,0	10381,0	73706,0	73701,0
2007	50201	Paracuellos de Jiloca	522,0	7801,0	7801,0	46805,0	46805,0
2007	50202	Paracuellos de la Ribera	386,0	1541,0	1541,0	10017,0	10017,0
2007	50203	Pastriz	950,0	25684,0	24662,0	147970,0	147969,0
2007	50204	Pedrola	2179,0	179442,0	120405,0	662226,0	660353,0
2007	50205	Pedrosas (Las)	165,0	3625,0	1465,0	11718,0	11718,0
2007	50206	Perdiguera	483,0	22021,0	10823,0	64936,0	64935,0
2007	50207	Piedratajada	149,0	1433,0	1433,0	7165,0	7164,0
2007	50208	Pina de Ebro	1423,0	36177,0	36177,0	180883,0	178336,0
2007	50209	Pinseque	2336,0	127512,0	86795,0	477371,0	473042,0
2007	50210	Pintanos (Los)	194,0	1936,0	1204,0	7223,0	7223,0
2007	50211	Plasencia de Jalón	367,0	7222,0	7222,0	36110,0	36110,0
2007	50212	Pleitas	61,0	384,0	384,0	1795,0	1795,0
2007	50213	Plenas	447,0	2264,0	2264,0	9056,0	9055,0
2007	50214	Pomer	202,0	1412,0	1070,0	4281,0	4279,0
2007	50215	Pozuel de Ariza	243,0	926,0	926,0	3704,0	3704,0
2007	50216	Pozuelo de Aragón	356,0	3541,0	3541,0	15936,0	15935,0
2007	50217	Pradilla de Ebro	531,0	8507,0	8099,0	63077,0	63068,0
2007	50218	Puebla de Albortón	177,0	1268,0	1268,0	5072,0	5072,0
2007	50219	Puebla de Alfindén (La)	4103,0	210856,0	180515,0	812319,0	797012,0
2007	50220	Puendeluna	121,0	2119,0	904,0	7234,0	7234,0
2007	50221	Purujosa	206,0	189,0	189,0	757,0	757,0
2007	50222	Quinto	1444,0	23777,0	23777,0	114129,0	114126,0
2007	50223	Remolinos	790,0	10206,0	10206,0	66340,0	66340,0
2007	50224	Retascón	118,0	760,0	760,0	3039,0	3009,0
2007	50225	Ricla	1671,0	22777,0	22777,0	148050,0	148049,0
2007	50227	Romanos	148,0	1495,0	1495,0	5980,0	5919,0
2007	50228	Rueda de Jalón	361,0	4220,0	4220,0	25319,0	25319,0
2007	50229	Ruesca	87,0	1417,0	959,0	3835,0	3835,0
2007	50230	Sádaba	1416,0	23334,0	23334,0	151674,0	151674,0
2007	50231	Salillas de Jalón	392,0	3907,0	3907,0	24225,0	23983,0
2007	50232	Salvatierra de Esca	383,0	2479,0	2479,0	14875,0	14875,0
2007	50233	Samper del Salz	184,0	1074,0	1074,0	4296,0	4296,0
2007	50234	San Martín de la Virgen de Moncayo	671,0	5022,0	5022,0	32643,0	32642,0
2007	50235	San Mateo de Gállego	2324,0	179377,0	82646,0	454554,0	454551,0
2007	50236	Santa Cruz de Grío	371,0	2166,0	2166,0	14079,0	14078,0
2007	50237	Santa Cruz de Moncayo	192,0	2870,0	1151,0	6331,0	6331,0
2007	50238	Santa Eulalia de Gállego	256,0	1513,0	1513,0	6806,0	6806,0
2007	50239	Santed	138,0	2155,0	1313,0	7356,0	7354,0
2007	50240	Sástago	1088,0	20740,0	22748,0	95542,0	95542,0
2007	50241	Saviñán	666,0	8947,0	8947,0	76053,0	75388,0
2007	50242	Sediles	123,0	717,0	717,0	5375,0	5375,0
2007	50243	Sestrica	728,0	4583,0	4583,0	22915,0	22915,0
2007	50244	Sierra de Luna	366,0	4608,0	3937,0	31494,0	31493,0
2007	50245	Sigüés	257,0	1951,0	1951,0	11706,0	11705,0
2007	50246	Sisamón	363,0	1691,0	1691,0	6765,0	6765,0
2007	50247	Sobradiel	595,0	92763,0	25845,0	103380,0	103380,0
2007	50248	Sos del Rey Católico	797,0	8753,0	8753,0	54267,0	54246,0
2007	50249	Tabuenca	696,0	4386,0	4386,0	21930,0	21930,0
2007	50250	Talamantes	214,0	887,0	887,0	3549,0	3549,0
2007	50251	Tarazona	9416,0	153029,0	153029,0	1285444,0	1278897,0
2007	50252	Tauste	5030,0	106017,0	106017,0	752723,0	752723,0
2007	50253	Terrer	652,0	9014,0	9014,0	63096,0	63096,0
2007	50254	Tierga	401,0	2263,0	2263,0	9053,0	9052,0
2007	50255	Tobed	459,0	3012,0	3012,0	19575,0	19575,0
2007	50256	Torralba de los Frailes	334,0	4265,0	2920,0	11680,0	11679,0
2007	50257	Torralba de Ribota	304,0	1927,0	1927,0	7708,0	7707,0
2007	50258	Torralbilla	218,0	1043,0	1043,0	4172,0	4171,0
2007	50259	Torrehermosa	209,0	1493,0	1493,0	5970,0	5970,0
2007	50260	Torrelapaja	123,0	1634,0	726,0	2906,0	2906,0
2007	50261	Torrellas	494,0	3372,0	3372,0	26973,0	26973,0
2007	50262	Torres de Berrellén	971,0	18178,0	18178,0	82894,0	82894,0
2007	50263	Torrijo de la Cañada	722,0	8830,0	3752,0	22511,0	22510,0
2007	50264	Tosos	383,0	3843,0	2866,0	18626,0	18625,0
2007	50265	Trasmoz	183,0	1016,0	1016,0	4065,0	4065,0
2007	50266	Trasobares	598,0	1862,0	1862,0	7448,0	7447,0
2007	50267	Uncastillo	952,0	9692,0	9692,0	72689,0	72689,0
2007	50268	Undués de Lerda	139,0	617,0	617,0	3828,0	3828,0
2007	50269	Urrea de Jalón	410,0	4401,0	4401,0	28607,0	28607,0
2007	50270	Urriés	139,0	656,0	656,0	2625,0	2624,0
2007	50271	Used	601,0	5530,0	5530,0	22121,0	22120,0
