Municipio código	Municipio nombre	Año	Sistema de cultivo	Total (A+B+C1+C2+D)	(A) FRUTALES. Total	Manzano	Peral	Membrillero	Albaricoquero	Cerezo y Guindo	Melocotonero	Ciruelo	Higuera	Palmera datilera	Azufaifo y otros	Almendro	Nogal	Avellano	Nectarina	Otros frutales	(B) VIÑEDO. Total	Viñedo de uva de mesa	Viñedo de uva de vino	Viñedo de uva para pasas	(C1) OLIVAR. Total	Olivar de aceituna de mesa y para aceite	(C2) OTROS CULTIVOS LEÑOSOS. Total	(D) VIVEROS. Total
44074	Cedrillas	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44074	Cedrillas	2017	Secano	9,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	9,0	0,0
44075	Celadas	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44075	Celadas	2017	Secano	117,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	117,0	0,0
44076	Cella	2017	Regadío	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44076	Cella	2017	Secano	63,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	62,0	0,0
44077	Cerollera (La)	2017	Regadío	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0
44077	Cerollera (La)	2017	Secano	59,0	23,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	23,0	0,0	0,0	0,0	0,0	18,0	0,0	18,0	0,0	6,0	6,0	12,0	0,0
44080	Codoñera (La)	2017	Regadío	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	3,0	0,0	0,0
44080	Codoñera (La)	2017	Secano	690,0	227,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	227,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	463,0	463,0	0,0	0,0
44082	Corbalán	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44082	Corbalán	2017	Secano	17,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	17,0	0,0
44084	Cortes de Aragón	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44084	Cortes de Aragón	2017	Secano	47,0	17,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	17,0	0,0	0,0	0,0	0,0	26,0	0,0	26,0	0,0	4,0	4,0	0,0	0,0
44085	Cosa	2017	Regadío											0,0														
44085	Cosa	2017	Secano											0,0														
44086	Cretas	2017	Regadío	48,0	8,0	0,0	0,0	0,0	0,0	3,0	3,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	40,0	40,0	0,0	0,0
44086	Cretas	2017	Secano	2019,0	712,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	696,0	0,0	11,0	0,0	2,0	87,0	0,0	87,0	0,0	1220,0	1220,0	0,0	0,0
44087	Crivillén	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44087	Crivillén	2017	Secano	59,0	18,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	18,0	0,0	0,0	0,0	0,0	2,0	0,0	2,0	0,0	39,0	39,0	0,0	0,0
44088	Cuba (La)	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44088	Cuba (La)	2017	Secano	8,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	7,0	0,0	7,0	0,0	0,0	0,0	1,0	0,0
44089	Cubla	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44089	Cubla	2017	Secano	17,0	13,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	13,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,0	0,0
44090	Cucalón	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44090	Cucalón	2017	Secano	22,0	13,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	10,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	9,0	0,0
44092	Cuervo (El)	2017	Regadío	2,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44092	Cuervo (El)	2017	Secano	11,0	11,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	11,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44093	Cuevas de Almudén	2017	Regadío	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,0	0,0
44093	Cuevas de Almudén	2017	Secano	39,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	39,0	0,0
44094	Cuevas Labradas	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44094	Cuevas Labradas	2017	Secano	26,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	26,0	0,0
44096	Ejulve	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44096	Ejulve	2017	Secano	44,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	39,0	0,0
44097	Escorihuela	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44097	Escorihuela	2017	Secano	35,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	34,0	0,0
44099	Escucha	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44099	Escucha	2017	Secano	2,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44100	Estercuel	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44100	Estercuel	2017	Secano	58,0	20,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	19,0	0,0	0,0	0,0	0,0	4,0	0,0	4,0	0,0	34,0	34,0	0,0	0,0
44101	Ferreruela de Huerva	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44101	Ferreruela de Huerva	2017	Secano	46,0	33,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	13,0	20,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	13,0	0,0
44102	Fonfría	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44102	Fonfría	2017	Secano	13,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	13,0	0,0
44103	Formiche Alto	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44103	Formiche Alto	2017	Secano	112,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	112,0	0,0
44105	Fórnoles	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44105	Fórnoles	2017	Secano	425,0	188,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	186,0	0,0	1,0	0,0	1,0	11,0	0,0	11,0	0,0	211,0	211,0	15,0	0,0
44106	Fortanete	2017	Regadío											0,0														
44106	Fortanete	2017	Secano											0,0														
44107	Foz-Calanda	2017	Regadío	42,0	27,0	0,0	0,0	0,0	0,0	0,0	18,0	0,0	0,0	0,0	0,0	8,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	15,0	15,0	0,0	0,0
44107	Foz-Calanda	2017	Secano	423,0	161,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	161,0	0,0	0,0	0,0	0,0	10,0	0,0	10,0	0,0	252,0	252,0	0,0	0,0
44108	Fresneda (La)	2017	Regadío	27,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	1,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	22,0	22,0	0,0	0,0
44108	Fresneda (La)	2017	Secano	1024,0	285,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	280,0	2,0	0,0	0,0	1,0	13,0	0,0	13,0	0,0	726,0	726,0	0,0	0,0
44109	Frías de Albarracín	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44109	Frías de Albarracín	2017	Secano	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0
44110	Fuenferrada	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44110	Fuenferrada	2017	Secano	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44111	Fuentes Calientes	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44111	Fuentes Calientes	2017	Secano	10,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	10,0	0,0
44112	Fuentes Claras	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44112	Fuentes Claras	2017	Secano	20,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	4,0	0,0	0,0	0,0	0,0	5,0	0,0	5,0	0,0	0,0	0,0	10,0	0,0
44113	Fuentes de Rubielos	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44113	Fuentes de Rubielos	2017	Secano	8,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	8,0	0,0
44114	Fuentespalda	2017	Regadío	9,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	8,0	8,0	0,0	0,0
44114	Fuentespalda	2017	Secano	491,0	349,0	1,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	344,0	2,0	0,0	0,0	1,0	30,0	0,0	30,0	0,0	106,0	106,0	6,0	0,0
44115	Galve	2017	Regadío											0,0														
44115	Galve	2017	Secano											0,0														
44116	Gargallo	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44116	Gargallo	2017	Secano	32,0	24,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	23,0	0,0	0,0	0,0	0,0	2,0	0,0	2,0	0,0	6,0	6,0	0,0	0,0
44117	Gea de Albarracín	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44117	Gea de Albarracín	2017	Secano	6,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	4,0	0,0
44118	Ginebrosa (La)	2017	Regadío	27,0	18,0	0,0	0,0	0,0	0,0	0,0	8,0	0,0	0,0	0,0	0,0	8,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	3,0	6,0	0,0
44118	Ginebrosa (La)	2017	Secano	530,0	324,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	8,0	315,0	1,0	0,0	0,0	0,0	24,0	1,0	23,0	0,0	160,0	160,0	22,0	0,0
44119	Griegos	2017	Regadío											0,0														
44119	Griegos	2017	Secano											0,0														
44120	Guadalaviar	2017	Regadío											0,0														
44120	Guadalaviar	2017	Secano											0,0														
44121	Gúdar	2017	Regadío											0,0														
44121	Gúdar	2017	Secano											0,0														
44122	Híjar	2017	Regadío	174,0	87,0	0,0	0,0	0,0	0,0	0,0	22,0	0,0	0,0	0,0	0,0	65,0	0,0	0,0	0,0	0,0	7,0	0,0	7,0	0,0	80,0	80,0	0,0	0,0
44122	Híjar	2017	Secano	509,0	296,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	293,0	0,0	0,0	0,0	0,0	63,0	0,0	63,0	0,0	147,0	147,0	3,0	0,0
44123	Hinojosa de Jarque	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44123	Hinojosa de Jarque	2017	Secano	6,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	6,0	0,0
44124	Hoz de la Vieja (La)	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44124	Hoz de la Vieja (La)	2017	Secano	21,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	17,0	0,0	17,0	0,0	0,0	0,0	4,0	0,0
44125	Huesa del Común	2017	Regadío	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
44125	Huesa del Común	2017	Secano	42,0	30,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	30,0	0,0	0,0	0,0	0,0	8,0	0,0	8,0	0,0	0,0	0,0	4,0	0,0
44126	Iglesuela del Cid (La)	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44126	Iglesuela del Cid (La)	2017	Secano	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0
44127	Jabaloyas	2017	Regadío											0,0														
44127	Jabaloyas	2017	Secano											0,0														
44128	Jarque de la Val	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44128	Jarque de la Val	2017	Secano	7,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	7,0	0,0
44129	Jatiel	2017	Regadío	14,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	14,0	14,0	0,0	0,0
44129	Jatiel	2017	Secano	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0
44130	Jorcas	2017	Regadío											0,0														
44130	Jorcas	2017	Secano											0,0														
44131	Josa	2017	Regadío	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44131	Josa	2017	Secano	9,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	8,0	0,0	8,0	0,0	0,0	0,0	0,0	0,0
44132	Lagueruela	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44132	Lagueruela	2017	Secano	21,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	21,0	0,0
44133	Lanzuela	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44133	Lanzuela	2017	Secano	3,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44135	Libros	2017	Regadío	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44135	Libros	2017	Secano	200,0	198,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	198,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0
44136	Lidón	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44136	Lidón	2017	Secano	14,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	14,0	0,0
44137	Linares de Mora	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44137	Linares de Mora	2017	Secano	9,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	9,0	0,0
44138	Loscos	2017	Regadío	8,0	8,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	8,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44138	Loscos	2017	Secano	182,0	120,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	115,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	62,0	0,0
44141	Lledó	2017	Regadío	16,0	13,0	0,0	0,0	0,0	0,0	0,0	6,0	0,0	0,0	0,0	0,0	1,0	0,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	3,0	0,0	0,0
44141	Lledó	2017	Secano	506,0	153,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	139,0	0,0	13,0	0,0	0,0	44,0	0,0	44,0	0,0	309,0	309,0	0,0	0,0
44142	Maicas	2017	Regadío											0,0														
44142	Maicas	2017	Secano											0,0														
44143	Manzanera	2017	Regadío	7,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	6,0	0,0
44143	Manzanera	2017	Secano	360,0	10,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	8,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	350,0	0,0
44144	Martín del Río	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44144	Martín del Río	2017	Secano	11,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	5,0	0,0
44145	Mas de las Matas	2017	Regadío	15,0	15,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	9,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44145	Mas de las Matas	2017	Secano	158,0	66,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	65,0	0,0	0,0	0,0	0,0	20,0	0,0	20,0	0,0	71,0	71,0	1,0	0,0
44146	Mata de los Olmos (La)	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44146	Mata de los Olmos (La)	2017	Secano	54,0	52,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	52,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0
44147	Mazaleón	2017	Regadío	219,0	150,0	0,0	0,0	0,0	0,0	0,0	112,0	1,0	0,0	0,0	0,0	36,0	0,0	0,0	0,0	1,0	1,0	0,0	1,0	0,0	68,0	68,0	0,0	0,0
44147	Mazaleón	2017	Secano	3149,0	1640,0	0,0	0,0	0,0	0,0	1,0	11,0	1,0	0,0	0,0	0,0	1625,0	0,0	0,0	0,0	2,0	71,0	0,0	71,0	0,0	1438,0	1438,0	0,0	0,0
44148	Mezquita de Jarque	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44148	Mezquita de Jarque	2017	Secano	14,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	14,0	0,0
44149	Mirambel	2017	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44149	Mirambel	2017	Secano	6,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	5,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
