Municipio código	Municipio nombre	Año	Sistema de cultivo	Total (A+B+C1+C2+D)	(A) FRUTALES. Total	Manzano	Peral	Membrillero	Albaricoquero	Cerezo y Guindo	Melocotonero	Ciruelo	Higuera	Palmera datilera	Azufaifo y otros	Almendro	Nogal	Avellano	Nectarina	Otros frutales	(B) VIÑEDO. Total	Viñedo de uva de mesa	Viñedo de uva de vino	Viñedo de uva para pasas	(C1) OLIVAR. Total	Olivar de aceituna de mesa y para aceite	(C2) OTROS CULTIVOS LEÑOSOS. Total	(D) VIVEROS. Total
44195	Rillo	2015	Regadío											0,0														
44195	Rillo	2015	Secano											0,0														
44196	Riodeva	2015	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44196	Riodeva	2015	Secano	46,0	42,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	42,0	0,0	0,0	0,0	0,0	4,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0
44197	Ródenas	2015	Regadío											0,0														
44197	Ródenas	2015	Secano											0,0														
44198	Royuela	2015	Regadío											0,0														
44198	Royuela	2015	Secano											0,0														
44199	Rubiales	2015	Regadío											0,0														
44199	Rubiales	2015	Secano											0,0														
44200	Rubielos de la Cérida	2015	Regadío											0,0														
44200	Rubielos de la Cérida	2015	Secano											0,0														
44201	Rubielos de Mora	2015	Regadío	4,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
44201	Rubielos de Mora	2015	Secano	15,0	15,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	12,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44203	Salcedillo	2015	Regadío											0,0														
44203	Salcedillo	2015	Secano											0,0														
44204	Saldón	2015	Regadío											0,0														
44204	Saldón	2015	Secano											0,0														
44205	Samper de Calanda	2015	Regadío	98,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	8,0	0,0	8,0	0,0	89,0	89,0	0,0	0,0
44205	Samper de Calanda	2015	Secano	321,0	103,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	103,0	0,0	0,0	0,0	0,0	61,0	0,0	61,0	0,0	157,0	157,0	0,0	0,0
44206	San Agustín	2015	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44206	San Agustín	2015	Secano	47,0	46,0	0,0	0,0	0,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0	41,0	1,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
44207	San Martín del Río	2015	Regadío	3,0	3,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44207	San Martín del Río	2015	Secano	164,0	49,0	0,0	0,0	0,0	0,0	12,0	0,0	0,0	0,0	0,0	0,0	37,0	0,0	0,0	0,0	0,0	115,0	0,0	115,0	0,0	0,0	0,0	0,0	0,0
44208	Santa Cruz de Nogueras	2015	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44208	Santa Cruz de Nogueras	2015	Secano	27,0	27,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	27,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44209	Santa Eulalia	2015	Regadío											0,0														
44209	Santa Eulalia	2015	Secano											0,0														
44210	Sarrión	2015	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44210	Sarrión	2015	Secano	128,0	126,0	0,0	0,0	0,0	0,0	4,0	0,0	0,0	0,0	0,0	4,0	118,0	0,0	0,0	0,0	0,0	2,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0
44211	Segura de los Baños	2015	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44211	Segura de los Baños	2015	Secano	2,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44212	Seno	2015	Regadío	7,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	7,0	7,0	0,0	0,0
44212	Seno	2015	Secano	35,0	24,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	24,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	10,0	10,0	0,0	0,0
44213	Singra	2015	Regadío											0,0														
44213	Singra	2015	Secano											0,0														
44215	Terriente	2015	Regadío											0,0														
44215	Terriente	2015	Secano											0,0														
44216	Teruel	2015	Regadío	2,0	2,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44216	Teruel	2015	Secano	38,0	38,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	31,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44217	Toril y Masegoso	2015	Regadío											0,0														
44217	Toril y Masegoso	2015	Secano											0,0														
44218	Tormón	2015	Regadío											0,0														
44218	Tormón	2015	Secano											0,0														
44219	Tornos	2015	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44219	Tornos	2015	Secano	2,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44220	Torralba de los Sisones	2015	Regadío											0,0														
44220	Torralba de los Sisones	2015	Secano											0,0														
44221	Torrecilla de Alcañiz	2015	Regadío	30,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	30,0	30,0	0,0	0,0
44221	Torrecilla de Alcañiz	2015	Secano	939,0	402,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	402,0	0,0	0,0	0,0	0,0	12,0	0,0	12,0	0,0	525,0	525,0	0,0	0,0
44222	Torrecilla del Rebollar	2015	Regadío											0,0														
44222	Torrecilla del Rebollar	2015	Secano											0,0														
44223	Torre de Arcas	2015	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44223	Torre de Arcas	2015	Secano	56,0	50,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	8,0	42,0	0,0	0,0	0,0	0,0	6,0	0,0	6,0	0,0	0,0	0,0	0,0	0,0
44224	Torre de las Arcas	2015	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44224	Torre de las Arcas	2015	Secano	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0
44225	Torre del Compte	2015	Regadío	64,0	11,0	0,0	0,0	0,0	0,0	5,0	3,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	53,0	53,0	0,0	0,0
44225	Torre del Compte	2015	Secano	655,0	346,0	0,0	0,0	0,0	0,0	1,0	2,0	0,0	0,0	0,0	2,0	341,0	0,0	0,0	0,0	0,0	7,0	0,0	7,0	0,0	302,0	302,0	0,0	0,0
44226	Torrelacárcel	2015	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44226	Torrelacárcel	2015	Secano	5,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44227	Torre los Negros	2015	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44227	Torre los Negros	2015	Secano	4,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44228	Torremocha de Jiloca	2015	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44228	Torremocha de Jiloca	2015	Secano	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44229	Torres de Albarracín	2015	Regadío											0,0														
44229	Torres de Albarracín	2015	Secano											0,0														
44230	Torrevelilla	2015	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44230	Torrevelilla	2015	Secano	803,0	355,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	353,0	0,0	0,0	0,0	0,0	5,0	0,0	5,0	0,0	443,0	443,0	0,0	0,0
44231	Torrijas	2015	Regadío											0,0														
44231	Torrijas	2015	Secano											0,0														
44232	Torrijo del Campo	2015	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44232	Torrijo del Campo	2015	Secano	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44234	Tramacastiel	2015	Regadío	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44234	Tramacastiel	2015	Secano	46,0	46,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	46,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44235	Tramacastilla	2015	Regadío											0,0														
44235	Tramacastilla	2015	Secano											0,0														
44236	Tronchón	2015	Regadío											0,0														
44236	Tronchón	2015	Secano											0,0														
44237	Urrea de Gaén	2015	Regadío	55,0	43,0	0,0	2,0	0,0	0,0	0,0	37,0	2,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	12,0	12,0	0,0	0,0
44237	Urrea de Gaén	2015	Secano	177,0	72,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	72,0	0,0	0,0	0,0	0,0	2,0	0,0	2,0	0,0	103,0	103,0	0,0	0,0
44238	Utrillas	2015	Regadío											0,0														
44238	Utrillas	2015	Secano											0,0														
44239	Valacloche	2015	Regadío	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44239	Valacloche	2015	Secano	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44240	Valbona	2015	Regadío	4,0	4,0	0,0	0,0	0,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44240	Valbona	2015	Secano	12,0	12,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	9,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44241	Valdealgorfa	2015	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44241	Valdealgorfa	2015	Secano	2425,0	1302,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	8,0	1293,0	1,0	0,0	0,0	0,0	8,0	0,0	8,0	0,0	1115,0	1115,0	0,0	0,0
44243	Valdecuenca	2015	Regadío											0,0														
44243	Valdecuenca	2015	Secano											0,0														
44244	Valdelinares	2015	Regadío											0,0														
44244	Valdelinares	2015	Secano											0,0														
44245	Valdeltormo	2015	Regadío	29,0	20,0	0,0	0,0	0,0	0,0	2,0	5,0	0,0	0,0	0,0	0,0	13,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	9,0	9,0	0,0	0,0
44245	Valdeltormo	2015	Secano	548,0	273,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	4,0	268,0	0,0	0,0	0,0	0,0	2,0	0,0	2,0	0,0	273,0	273,0	0,0	0,0
44246	Valderrobres	2015	Regadío	42,0	15,0	0,0	0,0	0,0	1,0	1,0	5,0	0,0	0,0	0,0	0,0	7,0	0,0	1,0	0,0	0,0	1,0	0,0	1,0	0,0	26,0	26,0	0,0	0,0
44246	Valderrobres	2015	Secano	2095,0	1164,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0	0,0	6,0	1152,0	2,0	0,0	0,0	0,0	114,0	0,0	114,0	0,0	817,0	817,0	0,0	0,0
44247	Valjunquera	2015	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44247	Valjunquera	2015	Secano	1928,0	947,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	945,0	0,0	0,0	0,0	0,0	6,0	0,0	6,0	0,0	975,0	975,0	0,0	0,0
44249	Vallecillo (El)	2015	Regadío											0,0														
44249	Vallecillo (El)	2015	Secano											0,0														
44250	Veguillas de la Sierra	2015	Regadío											0,0														
44250	Veguillas de la Sierra	2015	Secano											0,0														
44251	Villafranca del Campo	2015	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44251	Villafranca del Campo	2015	Secano	10,0	9,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	9,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
44252	Villahermosa del Campo	2015	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44252	Villahermosa del Campo	2015	Secano	10,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44256	Villanueva del Rebollar de la Sierra	2015	Regadío											0,0														
44256	Villanueva del Rebollar de la Sierra	2015	Secano											0,0														
44257	Villar del Cobo	2015	Regadío											0,0														
44257	Villar del Cobo	2015	Secano											0,0														
44258	Villar del Salz	2015	Regadío											0,0														
44258	Villar del Salz	2015	Secano											0,0														
44260	Villarluengo	2015	Regadío											0,0														
44260	Villarluengo	2015	Secano											0,0														
44261	Villarquemado	2015	Regadío	22,0	22,0	22,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44261	Villarquemado	2015	Secano	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44262	Villarroya de los Pinares	2015	Regadío											0,0														
44262	Villarroya de los Pinares	2015	Secano											0,0														
44263	Villastar	2015	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44263	Villastar	2015	Secano	13,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,0	0,0	0,0	0,0	0,0	9,0	0,0	9,0	0,0	0,0	0,0	0,0	0,0
44264	Villel	2015	Regadío	5,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	3,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
44264	Villel	2015	Secano	106,0	104,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	100,0	4,0	0,0	0,0	0,0	2,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0
44265	Vinaceite	2015	Regadío	23,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	23,0	23,0	0,0	0,0
44265	Vinaceite	2015	Secano	21,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	5,0	0,0	0,0	0,0	0,0	4,0	0,0	4,0	0,0	12,0	12,0	0,0	0,0
44266	Visiedo	2015	Regadío											0,0														
44266	Visiedo	2015	Secano											0,0														
44267	Vivel del Río Martín	2015	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44267	Vivel del Río Martín	2015	Secano	8,0	8,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	8,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
44268	Zoma (La)	2015	Regadío											0,0														
44268	Zoma (La)	2015	Secano											0,0														
50001	Abanto	2015	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
50001	Abanto	2015	Secano	29,0	6,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	4,0	0,0	0,0	0,0	0,0	23,0	0,0	23,0	0,0	0,0	0,0	0,0	0,0
50002	Acered	2015	Regadío	2,0	1,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
50002	Acered	2015	Secano	809,0	590,0	0,0	0,0	0,0	1,0	110,0	0,0	5,0	0,0	0,0	0,0	474,0	0,0	0,0	0,0	0,0	218,0	0,0	218,0	0,0	1,0	1,0	0,0	0,0
50003	Agón	2015	Regadío	174,0	36,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	36,0	0,0	0,0	0,0	0,0	114,0	0,0	114,0	0,0	24,0	24,0	0,0	0,0
50003	Agón	2015	Secano	186,0	35,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	35,0	0,0	0,0	0,0	0,0	116,0	0,0	116,0	0,0	35,0	35,0	0,0	0,0
50004	Aguarón	2015	Regadío	203,0	3,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	198,0	0,0	198,0	0,0	2,0	2,0	0,0	0,0
50004	Aguarón	2015	Secano	1071,0	54,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	51,0	0,0	0,0	0,0	0,0	996,0	0,0	996,0	0,0	21,0	21,0	0,0	0,0
50005	Aguilón	2015	Regadío	11,0	11,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	11,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
50005	Aguilón	2015	Secano	167,0	148,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	148,0	0,0	0,0	0,0	0,0	15,0	0,0	15,0	0,0	4,0	4,0	0,0	0,0
50006	Ainzón	2015	Regadío	411,0	160,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	159,0	0,0	0,0	0,0	1,0	220,0	0,0	220,0	0,0	31,0	31,0	0,0	0,0
50006	Ainzón	2015	Secano	1380,0	715,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	715,0	0,0	0,0	0,0	0,0	643,0	0,0	643,0	0,0	22,0	22,0	0,0	0,0
50007	Aladrén	2015	Regadío	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0
50007	Aladrén	2015	Secano	132,0	47,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	45,0	0,0	0,0	0,0	0,0	84,0	0,0	84,0	0,0	1,0	1,0	0,0	0,0
50008	Alagón	2015	Regadío	28,0	27,0	10,0	12,0	0,0	2,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0
50008	Alagón	2015	Secano	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
50009	Alarba	2015	Regadío	61,0	61,0	0,0	0,0	0,0	4,0	48,0	0,0	2,0	0,0	0,0	0,0	7,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
50009	Alarba	2015	Secano	672,0	541,0	0,0	0,0	0,0	0,0	138,0	0,0	4,0	0,0	0,0	0,0	399,0	0,0	0,0	0,0	0,0	131,0	0,0	131,0	0,0	0,0	0,0	0,0	0,0
50010	Alberite de San Juan	2015	Regadío	123,0	12,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	12,0	0,0	0,0	0,0	0,0	83,0	0,0	83,0	0,0	28,0	28,0	0,0	0,0
50010	Alberite de San Juan	2015	Secano	144,0	115,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	114,0	0,0	0,0	0,0	1,0	26,0	0,0	26,0	0,0	3,0	3,0	0,0	0,0
50011	Albeta	2015	Regadío	39,0	11,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	11,0	0,0	0,0	0,0	0,0	15,0	0,0	15,0	0,0	13,0	13,0	0,0	0,0
50011	Albeta	2015	Secano	27,0	26,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	26,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
50012	Alborge	2015	Regadío	47,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	44,0	44,0	0,0	0,0
50012	Alborge	2015	Secano	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0
50013	Alcalá de Ebro	2015	Regadío	2,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
50013	Alcalá de Ebro	2015	Secano	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
50014	Alcalá de Moncayo	2015	Regadío	29,0	11,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	11,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	18,0	18,0	0,0	0,0
50014	Alcalá de Moncayo	2015	Secano	93,0	87,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	87,0	0,0	0,0	0,0	0,0	4,0	0,0	4,0	0,0	2,0	2,0	0,0	0,0
50015	Alconchel de Ariza	2015	Regadío											0,0														
50015	Alconchel de Ariza	2015	Secano											0,0														
50016	Aldehuela de Liestos	2015	Regadío											0,0														
50016	Aldehuela de Liestos	2015	Secano											0,0														
50017	Alfajarín	2015	Regadío	5,0	5,0	0,0	2,0	0,0	0,0	0,0	1,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
50017	Alfajarín	2015	Secano	42,0	40,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	40,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0
50018	Alfamén	2015	Regadío	1987,0	857,0	82,0	108,0	0,0	29,0	210,0	268,0	4,0	0,0	0,0	0,0	76,0	1,0	0,0	76,0	3,0	974,0	5,0	969,0	0,0	137,0	137,0	0,0	19,0
50018	Alfamén	2015	Secano	690,0	96,0	2,0	0,0	0,0	3,0	17,0	8,0	0,0	0,0	0,0	0,0	66,0	0,0	0,0	0,0	0,0	578,0	1,0	577,0	0,0	16,0	16,0	0,0	0,0
50019	Alforque	2015	Regadío	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
