Mes y año	Comarca código	Comarca nombre	Edad (grupos quinquenales)	Sexo	Nº parados
Abril 2013	25	Jiloca	40-44	Hombres	65
Abril 2013	25	Jiloca	40-44	Mujeres	51
Abril 2013	25	Jiloca	45-49	Hombres	59
Abril 2013	25	Jiloca	45-49	Mujeres	44
Abril 2013	25	Jiloca	50-54	Hombres	51
Abril 2013	25	Jiloca	50-54	Mujeres	44
Abril 2013	25	Jiloca	55-59	Hombres	52
Abril 2013	25	Jiloca	55-59	Mujeres	25
Abril 2013	25	Jiloca	60-64	Hombres	26
Abril 2013	25	Jiloca	60-64	Mujeres	18
Abril 2013	26	Cuencas Mineras	16-19	Hombres	19
Abril 2013	26	Cuencas Mineras	16-19	Mujeres	14
Abril 2013	26	Cuencas Mineras	20-24	Hombres	54
Abril 2013	26	Cuencas Mineras	20-24	Mujeres	62
Abril 2013	26	Cuencas Mineras	25-29	Hombres	55
Abril 2013	26	Cuencas Mineras	25-29	Mujeres	44
Abril 2013	26	Cuencas Mineras	30-34	Hombres	58
Abril 2013	26	Cuencas Mineras	30-34	Mujeres	52
Abril 2013	26	Cuencas Mineras	35-39	Hombres	70
Abril 2013	26	Cuencas Mineras	35-39	Mujeres	54
Abril 2013	26	Cuencas Mineras	40-44	Hombres	54
Abril 2013	26	Cuencas Mineras	40-44	Mujeres	50
Abril 2013	26	Cuencas Mineras	45-49	Hombres	55
Abril 2013	26	Cuencas Mineras	45-49	Mujeres	60
Abril 2013	26	Cuencas Mineras	50-54	Hombres	38
Abril 2013	26	Cuencas Mineras	50-54	Mujeres	36
Abril 2013	26	Cuencas Mineras	55-59	Hombres	29
Abril 2013	26	Cuencas Mineras	55-59	Mujeres	37
Abril 2013	26	Cuencas Mineras	60-64	Hombres	14
Abril 2013	26	Cuencas Mineras	60-64	Mujeres	12
Abril 2013	27	Andorra-Sierra de Arcos	16-19	Hombres	18
Abril 2013	27	Andorra-Sierra de Arcos	16-19	Mujeres	10
Abril 2013	27	Andorra-Sierra de Arcos	20-24	Hombres	64
Abril 2013	27	Andorra-Sierra de Arcos	20-24	Mujeres	49
Abril 2013	27	Andorra-Sierra de Arcos	25-29	Hombres	87
Abril 2013	27	Andorra-Sierra de Arcos	25-29	Mujeres	55
Abril 2013	27	Andorra-Sierra de Arcos	30-34	Hombres	97
Abril 2013	27	Andorra-Sierra de Arcos	30-34	Mujeres	51
Abril 2013	27	Andorra-Sierra de Arcos	35-39	Hombres	81
Abril 2013	27	Andorra-Sierra de Arcos	35-39	Mujeres	59
Abril 2013	27	Andorra-Sierra de Arcos	40-44	Hombres	71
Abril 2013	27	Andorra-Sierra de Arcos	40-44	Mujeres	52
Abril 2013	27	Andorra-Sierra de Arcos	45-49	Hombres	91
Abril 2013	27	Andorra-Sierra de Arcos	45-49	Mujeres	58
Abril 2013	27	Andorra-Sierra de Arcos	50-54	Hombres	67
Abril 2013	27	Andorra-Sierra de Arcos	50-54	Mujeres	32
Abril 2013	27	Andorra-Sierra de Arcos	55-59	Hombres	31
Abril 2013	27	Andorra-Sierra de Arcos	55-59	Mujeres	28
Abril 2013	27	Andorra-Sierra de Arcos	60-64	Hombres	16
Abril 2013	27	Andorra-Sierra de Arcos	60-64	Mujeres	6
Abril 2013	28	Bajo Aragón	16-19	Hombres	26
Abril 2013	28	Bajo Aragón	16-19	Mujeres	17
Abril 2013	28	Bajo Aragón	20-24	Hombres	117
Abril 2013	28	Bajo Aragón	20-24	Mujeres	118
Abril 2013	28	Bajo Aragón	25-29	Hombres	189
Abril 2013	28	Bajo Aragón	25-29	Mujeres	162
Abril 2013	28	Bajo Aragón	30-34	Hombres	207
Abril 2013	28	Bajo Aragón	30-34	Mujeres	167
Abril 2013	28	Bajo Aragón	35-39	Hombres	222
Abril 2013	28	Bajo Aragón	35-39	Mujeres	205
Abril 2013	28	Bajo Aragón	40-44	Hombres	192
Abril 2013	28	Bajo Aragón	40-44	Mujeres	215
Abril 2013	28	Bajo Aragón	45-49	Hombres	179
Abril 2013	28	Bajo Aragón	45-49	Mujeres	148
Abril 2013	28	Bajo Aragón	50-54	Hombres	166
Abril 2013	28	Bajo Aragón	50-54	Mujeres	108
Abril 2013	28	Bajo Aragón	55-59	Hombres	129
Abril 2013	28	Bajo Aragón	55-59	Mujeres	91
Abril 2013	28	Bajo Aragón	60-64	Hombres	71
Abril 2013	28	Bajo Aragón	60-64	Mujeres	55
Abril 2013	29	Comunidad de Teruel	16-19	Hombres	54
Abril 2013	29	Comunidad de Teruel	16-19	Mujeres	38
Abril 2013	29	Comunidad de Teruel	20-24	Hombres	217
Abril 2013	29	Comunidad de Teruel	20-24	Mujeres	203
Abril 2013	29	Comunidad de Teruel	25-29	Hombres	224
Abril 2013	29	Comunidad de Teruel	25-29	Mujeres	279
Abril 2013	29	Comunidad de Teruel	30-34	Hombres	261
Abril 2013	29	Comunidad de Teruel	30-34	Mujeres	281
Abril 2013	29	Comunidad de Teruel	35-39	Hombres	244
Abril 2013	29	Comunidad de Teruel	35-39	Mujeres	258
Abril 2013	29	Comunidad de Teruel	40-44	Hombres	219
Abril 2013	29	Comunidad de Teruel	40-44	Mujeres	243
Abril 2013	29	Comunidad de Teruel	45-49	Hombres	221
Abril 2013	29	Comunidad de Teruel	45-49	Mujeres	207
Abril 2013	29	Comunidad de Teruel	50-54	Hombres	174
Abril 2013	29	Comunidad de Teruel	50-54	Mujeres	166
Abril 2013	29	Comunidad de Teruel	55-59	Hombres	150
Abril 2013	29	Comunidad de Teruel	55-59	Mujeres	143
Abril 2013	29	Comunidad de Teruel	60-64	Hombres	92
Abril 2013	29	Comunidad de Teruel	60-64	Mujeres	78
Abril 2013	30	Maestrazgo	16-19	Hombres	5
Abril 2013	30	Maestrazgo	16-19	Mujeres	4
Abril 2013	30	Maestrazgo	20-24	Hombres	14
Abril 2013	30	Maestrazgo	20-24	Mujeres	10
Abril 2013	30	Maestrazgo	25-29	Hombres	22
Abril 2013	30	Maestrazgo	25-29	Mujeres	8
Abril 2013	30	Maestrazgo	30-34	Hombres	9
Abril 2013	30	Maestrazgo	30-34	Mujeres	11
Abril 2013	30	Maestrazgo	35-39	Hombres	18
Abril 2013	30	Maestrazgo	35-39	Mujeres	10
Abril 2013	30	Maestrazgo	40-44	Hombres	16
Abril 2013	30	Maestrazgo	40-44	Mujeres	8
Abril 2013	30	Maestrazgo	45-49	Hombres	11
Abril 2013	30	Maestrazgo	45-49	Mujeres	16
Abril 2013	30	Maestrazgo	50-54	Hombres	8
Abril 2013	30	Maestrazgo	50-54	Mujeres	8
Abril 2013	30	Maestrazgo	55-59	Hombres	9
Abril 2013	30	Maestrazgo	55-59	Mujeres	4
Abril 2013	30	Maestrazgo	60-64	Hombres	5
Abril 2013	30	Maestrazgo	60-64	Mujeres	5
Abril 2013	31	Sierra de Albarracín	16-19	Hombres	12
Abril 2013	31	Sierra de Albarracín	16-19	Mujeres	3
Abril 2013	31	Sierra de Albarracín	20-24	Hombres	20
Abril 2013	31	Sierra de Albarracín	20-24	Mujeres	18
Abril 2013	31	Sierra de Albarracín	25-29	Hombres	17
Abril 2013	31	Sierra de Albarracín	25-29	Mujeres	22
Abril 2013	31	Sierra de Albarracín	30-34	Hombres	18
Abril 2013	31	Sierra de Albarracín	30-34	Mujeres	13
Abril 2013	31	Sierra de Albarracín	35-39	Hombres	15
Abril 2013	31	Sierra de Albarracín	35-39	Mujeres	16
Abril 2013	31	Sierra de Albarracín	40-44	Hombres	17
Abril 2013	31	Sierra de Albarracín	40-44	Mujeres	16
Abril 2013	31	Sierra de Albarracín	45-49	Hombres	18
Abril 2013	31	Sierra de Albarracín	45-49	Mujeres	20
Abril 2013	31	Sierra de Albarracín	50-54	Hombres	18
Abril 2013	31	Sierra de Albarracín	50-54	Mujeres	24
Abril 2013	31	Sierra de Albarracín	55-59	Hombres	17
Abril 2013	31	Sierra de Albarracín	55-59	Mujeres	5
Abril 2013	31	Sierra de Albarracín	60-64	Hombres	12
Abril 2013	31	Sierra de Albarracín	60-64	Mujeres	7
Abril 2013	32	Gúdar-Javalambre	16-19	Hombres	6
Abril 2013	32	Gúdar-Javalambre	16-19	Mujeres	5
Abril 2013	32	Gúdar-Javalambre	20-24	Hombres	26
Abril 2013	32	Gúdar-Javalambre	20-24	Mujeres	29
Abril 2013	32	Gúdar-Javalambre	25-29	Hombres	33
Abril 2013	32	Gúdar-Javalambre	25-29	Mujeres	40
Abril 2013	32	Gúdar-Javalambre	30-34	Hombres	37
Abril 2013	32	Gúdar-Javalambre	30-34	Mujeres	39
Abril 2013	32	Gúdar-Javalambre	35-39	Hombres	53
Abril 2013	32	Gúdar-Javalambre	35-39	Mujeres	49
Abril 2013	32	Gúdar-Javalambre	40-44	Hombres	32
Abril 2013	32	Gúdar-Javalambre	40-44	Mujeres	43
Abril 2013	32	Gúdar-Javalambre	45-49	Hombres	44
Abril 2013	32	Gúdar-Javalambre	45-49	Mujeres	52
Abril 2013	32	Gúdar-Javalambre	50-54	Hombres	47
Abril 2013	32	Gúdar-Javalambre	50-54	Mujeres	30
Abril 2013	32	Gúdar-Javalambre	55-59	Hombres	38
Abril 2013	32	Gúdar-Javalambre	55-59	Mujeres	26
Abril 2013	32	Gúdar-Javalambre	60-64	Hombres	18
Abril 2013	32	Gúdar-Javalambre	60-64	Mujeres	21
Abril 2013	33	Matarraña / Matarranya	16-19	Hombres	4
Abril 2013	33	Matarraña / Matarranya	16-19	Mujeres	3
Abril 2013	33	Matarraña / Matarranya	20-24	Hombres	22
Abril 2013	33	Matarraña / Matarranya	20-24	Mujeres	16
Abril 2013	33	Matarraña / Matarranya	25-29	Hombres	41
Abril 2013	33	Matarraña / Matarranya	25-29	Mujeres	24
Abril 2013	33	Matarraña / Matarranya	30-34	Hombres	46
Abril 2013	33	Matarraña / Matarranya	30-34	Mujeres	33
Abril 2013	33	Matarraña / Matarranya	35-39	Hombres	35
Abril 2013	33	Matarraña / Matarranya	35-39	Mujeres	34
Abril 2013	33	Matarraña / Matarranya	40-44	Hombres	42
Abril 2013	33	Matarraña / Matarranya	40-44	Mujeres	28
Abril 2013	33	Matarraña / Matarranya	45-49	Hombres	34
Abril 2013	33	Matarraña / Matarranya	45-49	Mujeres	29
Abril 2013	33	Matarraña / Matarranya	50-54	Hombres	32
Abril 2013	33	Matarraña / Matarranya	50-54	Mujeres	26
Abril 2013	33	Matarraña / Matarranya	55-59	Hombres	27
Abril 2013	33	Matarraña / Matarranya	55-59	Mujeres	15
Abril 2013	33	Matarraña / Matarranya	60-64	Hombres	18
Abril 2013	33	Matarraña / Matarranya	60-64	Mujeres	11
Marzo 2013	01	La Jacetania	16-19	Hombres	13
Marzo 2013	01	La Jacetania	16-19	Mujeres	13
Marzo 2013	01	La Jacetania	20-24	Hombres	47
Marzo 2013	01	La Jacetania	20-24	Mujeres	37
Marzo 2013	01	La Jacetania	25-29	Hombres	85
Marzo 2013	01	La Jacetania	25-29	Mujeres	77
Marzo 2013	01	La Jacetania	30-34	Hombres	80
Marzo 2013	01	La Jacetania	30-34	Mujeres	85
Marzo 2013	01	La Jacetania	35-39	Hombres	87
Marzo 2013	01	La Jacetania	35-39	Mujeres	97
Marzo 2013	01	La Jacetania	40-44	Hombres	75
Marzo 2013	01	La Jacetania	40-44	Mujeres	80
Marzo 2013	01	La Jacetania	45-49	Hombres	84
Marzo 2013	01	La Jacetania	45-49	Mujeres	60
Marzo 2013	01	La Jacetania	50-54	Hombres	54
Marzo 2013	01	La Jacetania	50-54	Mujeres	52
Marzo 2013	01	La Jacetania	55-59	Hombres	60
Marzo 2013	01	La Jacetania	55-59	Mujeres	40
Marzo 2013	01	La Jacetania	60-64	Hombres	22
Marzo 2013	01	La Jacetania	60-64	Mujeres	25
Marzo 2013	02	Alto Gállego	16-19	Hombres	6
Marzo 2013	02	Alto Gállego	16-19	Mujeres	9
Marzo 2013	02	Alto Gállego	20-24	Hombres	30
Marzo 2013	02	Alto Gállego	20-24	Mujeres	26
Marzo 2013	02	Alto Gállego	25-29	Hombres	53
Marzo 2013	02	Alto Gállego	25-29	Mujeres	38
Marzo 2013	02	Alto Gállego	30-34	Hombres	96
Marzo 2013	02	Alto Gállego	30-34	Mujeres	74
Marzo 2013	02	Alto Gállego	35-39	Hombres	85
Marzo 2013	02	Alto Gállego	35-39	Mujeres	73
Marzo 2013	02	Alto Gállego	40-44	Hombres	77
Marzo 2013	02	Alto Gállego	40-44	Mujeres	63
Marzo 2013	02	Alto Gállego	45-49	Hombres	75
Marzo 2013	02	Alto Gállego	45-49	Mujeres	61
Marzo 2013	02	Alto Gállego	50-54	Hombres	75
Marzo 2013	02	Alto Gállego	50-54	Mujeres	37
Marzo 2013	02	Alto Gállego	55-59	Hombres	69
Marzo 2013	02	Alto Gállego	55-59	Mujeres	44
Marzo 2013	02	Alto Gállego	60-64	Hombres	44
Marzo 2013	02	Alto Gállego	60-64	Mujeres	29
Marzo 2013	03	Sobrarbe	16-19	Hombres	2
Marzo 2013	03	Sobrarbe	16-19	Mujeres	1
Marzo 2013	03	Sobrarbe	20-24	Hombres	9
Marzo 2013	03	Sobrarbe	20-24	Mujeres	12
Marzo 2013	03	Sobrarbe	25-29	Hombres	17
Marzo 2013	03	Sobrarbe	25-29	Mujeres	24
Marzo 2013	03	Sobrarbe	30-34	Hombres	24
Marzo 2013	03	Sobrarbe	30-34	Mujeres	23
Marzo 2013	03	Sobrarbe	35-39	Hombres	34
Marzo 2013	03	Sobrarbe	35-39	Mujeres	43
Marzo 2013	03	Sobrarbe	40-44	Hombres	22
Marzo 2013	03	Sobrarbe	40-44	Mujeres	34
Marzo 2013	03	Sobrarbe	45-49	Hombres	43
Marzo 2013	03	Sobrarbe	45-49	Mujeres	22
Marzo 2013	03	Sobrarbe	50-54	Hombres	31
Marzo 2013	03	Sobrarbe	50-54	Mujeres	18
Marzo 2013	03	Sobrarbe	55-59	Hombres	29
Marzo 2013	03	Sobrarbe	55-59	Mujeres	19
Marzo 2013	03	Sobrarbe	60-64	Hombres	17
Marzo 2013	03	Sobrarbe	60-64	Mujeres	12
Marzo 2013	04	La Ribagorza	16-19	Hombres	3
Marzo 2013	04	La Ribagorza	20-24	Hombres	16
Marzo 2013	04	La Ribagorza	20-24	Mujeres	7
Marzo 2013	04	La Ribagorza	25-29	Hombres	37
Marzo 2013	04	La Ribagorza	25-29	Mujeres	35
Marzo 2013	04	La Ribagorza	30-34	Hombres	48
Marzo 2013	04	La Ribagorza	30-34	Mujeres	40
Marzo 2013	04	La Ribagorza	35-39	Hombres	70
Marzo 2013	04	La Ribagorza	35-39	Mujeres	44
Marzo 2013	04	La Ribagorza	40-44	Hombres	47
Marzo 2013	04	La Ribagorza	40-44	Mujeres	35
Marzo 2013	04	La Ribagorza	45-49	Hombres	71
Marzo 2013	04	La Ribagorza	45-49	Mujeres	30
Marzo 2013	04	La Ribagorza	50-54	Hombres	39
Marzo 2013	04	La Ribagorza	50-54	Mujeres	30
Marzo 2013	04	La Ribagorza	55-59	Hombres	42
Marzo 2013	04	La Ribagorza	55-59	Mujeres	27
Marzo 2013	04	La Ribagorza	60-64	Hombres	30
Marzo 2013	04	La Ribagorza	60-64	Mujeres	20
Marzo 2013	05	Cinco Villas	16-19	Hombres	29
Marzo 2013	05	Cinco Villas	16-19	Mujeres	32
Marzo 2013	05	Cinco Villas	20-24	Hombres	125
Marzo 2013	05	Cinco Villas	20-24	Mujeres	129
Marzo 2013	05	Cinco Villas	25-29	Hombres	150
Marzo 2013	05	Cinco Villas	25-29	Mujeres	172
Marzo 2013	05	Cinco Villas	30-34	Hombres	169
Marzo 2013	05	Cinco Villas	30-34	Mujeres	210
Marzo 2013	05	Cinco Villas	35-39	Hombres	211
Marzo 2013	05	Cinco Villas	35-39	Mujeres	195
Marzo 2013	05	Cinco Villas	40-44	Hombres	179
Marzo 2013	05	Cinco Villas	40-44	Mujeres	208
Marzo 2013	05	Cinco Villas	45-49	Hombres	185
Marzo 2013	05	Cinco Villas	45-49	Mujeres	207
Marzo 2013	05	Cinco Villas	50-54	Hombres	174
Marzo 2013	05	Cinco Villas	50-54	Mujeres	163
Marzo 2013	05	Cinco Villas	55-59	Hombres	121
Marzo 2013	05	Cinco Villas	55-59	Mujeres	108
Marzo 2013	05	Cinco Villas	60-64	Hombres	72
Marzo 2013	05	Cinco Villas	60-64	Mujeres	64
Marzo 2013	06	Hoya de Huesca / Plana de Uesca	16-19	Hombres	62
Marzo 2013	06	Hoya de Huesca / Plana de Uesca	16-19	Mujeres	42
Marzo 2013	06	Hoya de Huesca / Plana de Uesca	20-24	Hombres	239
Marzo 2013	06	Hoya de Huesca / Plana de Uesca	20-24	Mujeres	193
Marzo 2013	06	Hoya de Huesca / Plana de Uesca	25-29	Hombres	351
Marzo 2013	06	Hoya de Huesca / Plana de Uesca	25-29	Mujeres	326
Marzo 2013	06	Hoya de Huesca / Plana de Uesca	30-34	Hombres	361
Marzo 2013	06	Hoya de Huesca / Plana de Uesca	30-34	Mujeres	399
Marzo 2013	06	Hoya de Huesca / Plana de Uesca	35-39	Hombres	409
Marzo 2013	06	Hoya de Huesca / Plana de Uesca	35-39	Mujeres	450
Marzo 2013	06	Hoya de Huesca / Plana de Uesca	40-44	Hombres	324
Marzo 2013	06	Hoya de Huesca / Plana de Uesca	40-44	Mujeres	325
Marzo 2013	06	Hoya de Huesca / Plana de Uesca	45-49	Hombres	320
Marzo 2013	06	Hoya de Huesca / Plana de Uesca	45-49	Mujeres	271
Marzo 2013	06	Hoya de Huesca / Plana de Uesca	50-54	Hombres	309
Marzo 2013	06	Hoya de Huesca / Plana de Uesca	50-54	Mujeres	227
Marzo 2013	06	Hoya de Huesca / Plana de Uesca	55-59	Hombres	259
Marzo 2013	06	Hoya de Huesca / Plana de Uesca	55-59	Mujeres	202
Marzo 2013	06	Hoya de Huesca / Plana de Uesca	60-64	Hombres	120
Marzo 2013	06	Hoya de Huesca / Plana de Uesca	60-64	Mujeres	111
Marzo 2013	07	Somontano de Barbastro	16-19	Hombres	26
Marzo 2013	07	Somontano de Barbastro	16-19	Mujeres	17
Marzo 2013	07	Somontano de Barbastro	20-24	Hombres	92
Marzo 2013	07	Somontano de Barbastro	20-24	Mujeres	70
Marzo 2013	07	Somontano de Barbastro	25-29	Hombres	117
Marzo 2013	07	Somontano de Barbastro	25-29	Mujeres	106
Marzo 2013	07	Somontano de Barbastro	30-34	Hombres	124
Marzo 2013	07	Somontano de Barbastro	30-34	Mujeres	132
Marzo 2013	07	Somontano de Barbastro	35-39	Hombres	106
Marzo 2013	07	Somontano de Barbastro	35-39	Mujeres	138
Marzo 2013	07	Somontano de Barbastro	40-44	Hombres	106
Marzo 2013	07	Somontano de Barbastro	40-44	Mujeres	112
Marzo 2013	07	Somontano de Barbastro	45-49	Hombres	116
Marzo 2013	07	Somontano de Barbastro	45-49	Mujeres	124
Marzo 2013	07	Somontano de Barbastro	50-54	Hombres	110
Marzo 2013	07	Somontano de Barbastro	50-54	Mujeres	99
Marzo 2013	07	Somontano de Barbastro	55-59	Hombres	89
Marzo 2013	07	Somontano de Barbastro	55-59	Mujeres	80
Marzo 2013	07	Somontano de Barbastro	60-64	Hombres	51
Marzo 2013	07	Somontano de Barbastro	60-64	Mujeres	51
Marzo 2013	08	Cinca Medio	16-19	Hombres	21
Marzo 2013	08	Cinca Medio	16-19	Mujeres	17
Marzo 2013	08	Cinca Medio	20-24	Hombres	109
Marzo 2013	08	Cinca Medio	20-24	Mujeres	73
Marzo 2013	08	Cinca Medio	25-29	Hombres	110
Marzo 2013	08	Cinca Medio	25-29	Mujeres	107
Marzo 2013	08	Cinca Medio	30-34	Hombres	120
Marzo 2013	08	Cinca Medio	30-34	Mujeres	155
Marzo 2013	08	Cinca Medio	35-39	Hombres	144
Marzo 2013	08	Cinca Medio	35-39	Mujeres	171
Marzo 2013	08	Cinca Medio	40-44	Hombres	111
Marzo 2013	08	Cinca Medio	40-44	Mujeres	140
Marzo 2013	08	Cinca Medio	45-49	Hombres	134
Marzo 2013	08	Cinca Medio	45-49	Mujeres	114
Marzo 2013	08	Cinca Medio	50-54	Hombres	116
Marzo 2013	08	Cinca Medio	50-54	Mujeres	95
Marzo 2013	08	Cinca Medio	55-59	Hombres	110
Marzo 2013	08	Cinca Medio	55-59	Mujeres	79
Marzo 2013	08	Cinca Medio	60-64	Hombres	46
Marzo 2013	08	Cinca Medio	60-64	Mujeres	56
Marzo 2013	09	La Litera / La Llitera	16-19	Hombres	9
Marzo 2013	09	La Litera / La Llitera	16-19	Mujeres	8
Marzo 2013	09	La Litera / La Llitera	20-24	Hombres	43
Marzo 2013	09	La Litera / La Llitera	20-24	Mujeres	30
Marzo 2013	09	La Litera / La Llitera	25-29	Hombres	46
Marzo 2013	09	La Litera / La Llitera	25-29	Mujeres	65
Marzo 2013	09	La Litera / La Llitera	30-34	Hombres	89
Marzo 2013	09	La Litera / La Llitera	30-34	Mujeres	80
Marzo 2013	09	La Litera / La Llitera	35-39	Hombres	78
Marzo 2013	09	La Litera / La Llitera	35-39	Mujeres	99
Marzo 2013	09	La Litera / La Llitera	40-44	Hombres	67
Marzo 2013	09	La Litera / La Llitera	40-44	Mujeres	81
Marzo 2013	09	La Litera / La Llitera	45-49	Hombres	77
Marzo 2013	09	La Litera / La Llitera	45-49	Mujeres	61
Marzo 2013	09	La Litera / La Llitera	50-54	Hombres	55
Marzo 2013	09	La Litera / La Llitera	50-54	Mujeres	41
Marzo 2013	09	La Litera / La Llitera	55-59	Hombres	72
Marzo 2013	09	La Litera / La Llitera	55-59	Mujeres	54
Marzo 2013	09	La Litera / La Llitera	60-64	Hombres	35
Marzo 2013	09	La Litera / La Llitera	60-64	Mujeres	39
Marzo 2013	10	Los Monegros	16-19	Hombres	15
Marzo 2013	10	Los Monegros	16-19	Mujeres	6
Marzo 2013	10	Los Monegros	20-24	Hombres	56
Marzo 2013	10	Los Monegros	20-24	Mujeres	32
Marzo 2013	10	Los Monegros	25-29	Hombres	70
Marzo 2013	10	Los Monegros	25-29	Mujeres	64
Marzo 2013	10	Los Monegros	30-34	Hombres	63
Marzo 2013	10	Los Monegros	30-34	Mujeres	47
Marzo 2013	10	Los Monegros	35-39	Hombres	58
Marzo 2013	10	Los Monegros	35-39	Mujeres	65
Marzo 2013	10	Los Monegros	40-44	Hombres	64
Marzo 2013	10	Los Monegros	40-44	Mujeres	68
Marzo 2013	10	Los Monegros	45-49	Hombres	74
Marzo 2013	10	Los Monegros	45-49	Mujeres	49
Marzo 2013	10	Los Monegros	50-54	Hombres	58
Marzo 2013	10	Los Monegros	50-54	Mujeres	41
Marzo 2013	10	Los Monegros	55-59	Hombres	45
Marzo 2013	10	Los Monegros	55-59	Mujeres	47
Marzo 2013	10	Los Monegros	60-64	Hombres	43
Marzo 2013	10	Los Monegros	60-64	Mujeres	21
Marzo 2013	11	Bajo Cinca / Baix Cinca	16-19	Hombres	36
Marzo 2013	11	Bajo Cinca / Baix Cinca	16-19	Mujeres	17
Marzo 2013	11	Bajo Cinca / Baix Cinca	20-24	Hombres	105
Marzo 2013	11	Bajo Cinca / Baix Cinca	20-24	Mujeres	103
Marzo 2013	11	Bajo Cinca / Baix Cinca	25-29	Hombres	125
Marzo 2013	11	Bajo Cinca / Baix Cinca	25-29	Mujeres	130
Marzo 2013	11	Bajo Cinca / Baix Cinca	30-34	Hombres	126
Marzo 2013	11	Bajo Cinca / Baix Cinca	30-34	Mujeres	130
Marzo 2013	11	Bajo Cinca / Baix Cinca	35-39	Hombres	111
Marzo 2013	11	Bajo Cinca / Baix Cinca	35-39	Mujeres	151
Marzo 2013	11	Bajo Cinca / Baix Cinca	40-44	Hombres	97
Marzo 2013	11	Bajo Cinca / Baix Cinca	40-44	Mujeres	116
Marzo 2013	11	Bajo Cinca / Baix Cinca	45-49	Hombres	106
Marzo 2013	11	Bajo Cinca / Baix Cinca	45-49	Mujeres	120
Marzo 2013	11	Bajo Cinca / Baix Cinca	50-54	Hombres	85
Marzo 2013	11	Bajo Cinca / Baix Cinca	50-54	Mujeres	95
Marzo 2013	11	Bajo Cinca / Baix Cinca	55-59	Hombres	85
Marzo 2013	11	Bajo Cinca / Baix Cinca	55-59	Mujeres	74
Marzo 2013	11	Bajo Cinca / Baix Cinca	60-64	Hombres	49
Marzo 2013	11	Bajo Cinca / Baix Cinca	60-64	Mujeres	52
Marzo 2013	12	Tarazona y el Moncayo	16-19	Hombres	16
Marzo 2013	12	Tarazona y el Moncayo	16-19	Mujeres	15
Marzo 2013	12	Tarazona y el Moncayo	20-24	Hombres	51
Marzo 2013	12	Tarazona y el Moncayo	20-24	Mujeres	52
Marzo 2013	12	Tarazona y el Moncayo	25-29	Hombres	68
Marzo 2013	12	Tarazona y el Moncayo	25-29	Mujeres	66
Marzo 2013	12	Tarazona y el Moncayo	30-34	Hombres	80
Marzo 2013	12	Tarazona y el Moncayo	30-34	Mujeres	73
Marzo 2013	12	Tarazona y el Moncayo	35-39	Hombres	78
Marzo 2013	12	Tarazona y el Moncayo	35-39	Mujeres	134
Marzo 2013	12	Tarazona y el Moncayo	40-44	Hombres	97
Marzo 2013	12	Tarazona y el Moncayo	40-44	Mujeres	119
Marzo 2013	12	Tarazona y el Moncayo	45-49	Hombres	91
Marzo 2013	12	Tarazona y el Moncayo	45-49	Mujeres	104
Marzo 2013	12	Tarazona y el Moncayo	50-54	Hombres	75
Marzo 2013	12	Tarazona y el Moncayo	50-54	Mujeres	114
Marzo 2013	12	Tarazona y el Moncayo	55-59	Hombres	62
Marzo 2013	12	Tarazona y el Moncayo	55-59	Mujeres	135
Marzo 2013	12	Tarazona y el Moncayo	60-64	Hombres	43
Marzo 2013	12	Tarazona y el Moncayo	60-64	Mujeres	49
Marzo 2013	13	Campo de Borja	16-19	Hombres	21
Marzo 2013	13	Campo de Borja	16-19	Mujeres	16
Marzo 2013	13	Campo de Borja	20-24	Hombres	61
Marzo 2013	13	Campo de Borja	20-24	Mujeres	40
Marzo 2013	13	Campo de Borja	25-29	Hombres	60
Marzo 2013	13	Campo de Borja	25-29	Mujeres	67
Marzo 2013	13	Campo de Borja	30-34	Hombres	82
Marzo 2013	13	Campo de Borja	30-34	Mujeres	66
Marzo 2013	13	Campo de Borja	35-39	Hombres	66
Marzo 2013	13	Campo de Borja	35-39	Mujeres	78
Marzo 2013	13	Campo de Borja	40-44	Hombres	74
Marzo 2013	13	Campo de Borja	40-44	Mujeres	75
Marzo 2013	13	Campo de Borja	45-49	Hombres	87
Marzo 2013	13	Campo de Borja	45-49	Mujeres	78
Marzo 2013	13	Campo de Borja	50-54	Hombres	64
Marzo 2013	13	Campo de Borja	50-54	Mujeres	78
Marzo 2013	13	Campo de Borja	55-59	Hombres	66
Marzo 2013	13	Campo de Borja	55-59	Mujeres	42
Marzo 2013	13	Campo de Borja	60-64	Hombres	27
Marzo 2013	13	Campo de Borja	60-64	Mujeres	26
Marzo 2013	14	Aranda	16-19	Hombres	11
Marzo 2013	14	Aranda	16-19	Mujeres	5
Marzo 2013	14	Aranda	20-24	Hombres	24
Marzo 2013	14	Aranda	20-24	Mujeres	20
Marzo 2013	14	Aranda	25-29	Hombres	28
Marzo 2013	14	Aranda	25-29	Mujeres	25
Marzo 2013	14	Aranda	30-34	Hombres	26
Marzo 2013	14	Aranda	30-34	Mujeres	22
Marzo 2013	14	Aranda	35-39	Hombres	37
Marzo 2013	14	Aranda	35-39	Mujeres	40
Marzo 2013	14	Aranda	40-44	Hombres	29
Marzo 2013	14	Aranda	40-44	Mujeres	32
Marzo 2013	14	Aranda	45-49	Hombres	36
Marzo 2013	14	Aranda	45-49	Mujeres	45
Marzo 2013	14	Aranda	50-54	Hombres	41
Marzo 2013	14	Aranda	50-54	Mujeres	42
