Mes y año	Comarca código	Comarca nombre	Edad (grupos quinquenales)	Sexo	Nº parados
Junio 2020	12	Tarazona y el Moncayo	20-24	Mujeres	3
Junio 2020	12	Tarazona y el Moncayo	25-29	Hombres	2
Junio 2020	12	Tarazona y el Moncayo	25-29	Mujeres	6
Junio 2020	12	Tarazona y el Moncayo	30-34	Hombres	2
Junio 2020	12	Tarazona y el Moncayo	30-34	Mujeres	15
Junio 2020	12	Tarazona y el Moncayo	35-39	Hombres	2
Junio 2020	12	Tarazona y el Moncayo	35-39	Mujeres	10
Junio 2020	12	Tarazona y el Moncayo	40-44	Hombres	2
Junio 2020	12	Tarazona y el Moncayo	40-44	Mujeres	15
Junio 2020	12	Tarazona y el Moncayo	45-49	Hombres	8
Junio 2020	12	Tarazona y el Moncayo	45-49	Mujeres	17
Junio 2020	12	Tarazona y el Moncayo	50-54	Hombres	11
Junio 2020	12	Tarazona y el Moncayo	50-54	Mujeres	20
Junio 2020	12	Tarazona y el Moncayo	55-59	Hombres	21
Junio 2020	12	Tarazona y el Moncayo	55-59	Mujeres	36
Junio 2020	12	Tarazona y el Moncayo	60-64	Hombres	21
Junio 2020	12	Tarazona y el Moncayo	60-64	Mujeres	89
Junio 2020	13	Campo de Borja	16-19	Mujeres	1
Junio 2020	13	Campo de Borja	20-24	Hombres	2
Junio 2020	13	Campo de Borja	20-24	Mujeres	4
Junio 2020	13	Campo de Borja	25-29	Hombres	1
Junio 2020	13	Campo de Borja	25-29	Mujeres	7
Junio 2020	13	Campo de Borja	30-34	Hombres	3
Junio 2020	13	Campo de Borja	30-34	Mujeres	5
Junio 2020	13	Campo de Borja	35-39	Hombres	3
Junio 2020	13	Campo de Borja	35-39	Mujeres	16
Junio 2020	13	Campo de Borja	40-44	Hombres	3
Junio 2020	13	Campo de Borja	40-44	Mujeres	19
Junio 2020	13	Campo de Borja	45-49	Hombres	9
Junio 2020	13	Campo de Borja	45-49	Mujeres	12
Junio 2020	13	Campo de Borja	50-54	Hombres	13
Junio 2020	13	Campo de Borja	50-54	Mujeres	15
Junio 2020	13	Campo de Borja	55-59	Hombres	16
Junio 2020	13	Campo de Borja	55-59	Mujeres	35
Junio 2020	13	Campo de Borja	60-64	Hombres	32
Junio 2020	13	Campo de Borja	60-64	Mujeres	33
Junio 2020	14	Aranda	16-19	Mujeres	1
Junio 2020	14	Aranda	20-24	Hombres	1
Junio 2020	14	Aranda	20-24	Mujeres	3
Junio 2020	14	Aranda	25-29	Mujeres	5
Junio 2020	14	Aranda	30-34	Mujeres	6
Junio 2020	14	Aranda	35-39	Hombres	5
Junio 2020	14	Aranda	35-39	Mujeres	5
Junio 2020	14	Aranda	40-44	Hombres	1
Junio 2020	14	Aranda	40-44	Mujeres	6
Junio 2020	14	Aranda	45-49	Hombres	3
Junio 2020	14	Aranda	45-49	Mujeres	12
Junio 2020	14	Aranda	50-54	Hombres	4
Junio 2020	14	Aranda	50-54	Mujeres	14
Junio 2020	14	Aranda	55-59	Hombres	8
Junio 2020	14	Aranda	55-59	Mujeres	40
Junio 2020	14	Aranda	60-64	Hombres	13
Junio 2020	14	Aranda	60-64	Mujeres	39
Junio 2020	15	Ribera Alta del Ebro	16-19	Hombres	4
Junio 2020	15	Ribera Alta del Ebro	16-19	Mujeres	1
Junio 2020	15	Ribera Alta del Ebro	20-24	Hombres	3
Junio 2020	15	Ribera Alta del Ebro	20-24	Mujeres	7
Junio 2020	15	Ribera Alta del Ebro	25-29	Hombres	6
Junio 2020	15	Ribera Alta del Ebro	25-29	Mujeres	15
Junio 2020	15	Ribera Alta del Ebro	30-34	Hombres	8
Junio 2020	15	Ribera Alta del Ebro	30-34	Mujeres	19
Junio 2020	15	Ribera Alta del Ebro	35-39	Hombres	8
Junio 2020	15	Ribera Alta del Ebro	35-39	Mujeres	32
Junio 2020	15	Ribera Alta del Ebro	40-44	Hombres	14
Junio 2020	15	Ribera Alta del Ebro	40-44	Mujeres	44
Junio 2020	15	Ribera Alta del Ebro	45-49	Hombres	23
Junio 2020	15	Ribera Alta del Ebro	45-49	Mujeres	34
Junio 2020	15	Ribera Alta del Ebro	50-54	Hombres	30
Junio 2020	15	Ribera Alta del Ebro	50-54	Mujeres	36
Junio 2020	15	Ribera Alta del Ebro	55-59	Hombres	25
Junio 2020	15	Ribera Alta del Ebro	55-59	Mujeres	73
Junio 2020	15	Ribera Alta del Ebro	60-64	Hombres	38
Junio 2020	15	Ribera Alta del Ebro	60-64	Mujeres	99
Junio 2020	16	Valdejalón	16-19	Hombres	2
Junio 2020	16	Valdejalón	16-19	Mujeres	2
Junio 2020	16	Valdejalón	20-24	Hombres	3
Junio 2020	16	Valdejalón	20-24	Mujeres	12
Junio 2020	16	Valdejalón	25-29	Hombres	8
Junio 2020	16	Valdejalón	25-29	Mujeres	21
Junio 2020	16	Valdejalón	30-34	Hombres	9
Junio 2020	16	Valdejalón	30-34	Mujeres	26
Junio 2020	16	Valdejalón	35-39	Hombres	13
Junio 2020	16	Valdejalón	35-39	Mujeres	30
Junio 2020	16	Valdejalón	40-44	Hombres	13
Junio 2020	16	Valdejalón	40-44	Mujeres	25
Junio 2020	16	Valdejalón	45-49	Hombres	13
Junio 2020	16	Valdejalón	45-49	Mujeres	41
Junio 2020	16	Valdejalón	50-54	Hombres	16
Junio 2020	16	Valdejalón	50-54	Mujeres	50
Junio 2020	16	Valdejalón	55-59	Hombres	37
Junio 2020	16	Valdejalón	55-59	Mujeres	66
Junio 2020	16	Valdejalón	60-64	Hombres	47
Junio 2020	16	Valdejalón	60-64	Mujeres	85
Junio 2020	17	Central	16-19	Hombres	55
Junio 2020	17	Central	16-19	Mujeres	57
Junio 2020	17	Central	20-24	Hombres	129
Junio 2020	17	Central	20-24	Mujeres	189
Junio 2020	17	Central	25-29	Hombres	188
Junio 2020	17	Central	25-29	Mujeres	416
Junio 2020	17	Central	30-34	Hombres	268
Junio 2020	17	Central	30-34	Mujeres	682
Junio 2020	17	Central	35-39	Hombres	330
Junio 2020	17	Central	35-39	Mujeres	966
Junio 2020	17	Central	40-44	Hombres	460
Junio 2020	17	Central	40-44	Mujeres	1189
Junio 2020	17	Central	45-49	Hombres	646
Junio 2020	17	Central	45-49	Mujeres	1309
Junio 2020	17	Central	50-54	Hombres	896
Junio 2020	17	Central	50-54	Mujeres	1517
Junio 2020	17	Central	55-59	Hombres	1218
Junio 2020	17	Central	55-59	Mujeres	2039
Junio 2020	17	Central	60-64	Hombres	1348
Junio 2020	17	Central	60-64	Mujeres	2622
Junio 2020	18	Ribera Baja del Ebro	16-19	Mujeres	3
Junio 2020	18	Ribera Baja del Ebro	20-24	Mujeres	2
Junio 2020	18	Ribera Baja del Ebro	25-29	Hombres	3
Junio 2020	18	Ribera Baja del Ebro	25-29	Mujeres	5
Junio 2020	18	Ribera Baja del Ebro	30-34	Hombres	3
Junio 2020	18	Ribera Baja del Ebro	30-34	Mujeres	4
Junio 2020	18	Ribera Baja del Ebro	35-39	Hombres	3
Junio 2020	18	Ribera Baja del Ebro	35-39	Mujeres	7
Junio 2020	18	Ribera Baja del Ebro	40-44	Hombres	4
Junio 2020	18	Ribera Baja del Ebro	40-44	Mujeres	8
Junio 2020	18	Ribera Baja del Ebro	45-49	Hombres	3
Junio 2020	18	Ribera Baja del Ebro	45-49	Mujeres	5
Junio 2020	18	Ribera Baja del Ebro	50-54	Hombres	5
Junio 2020	18	Ribera Baja del Ebro	50-54	Mujeres	12
Junio 2020	18	Ribera Baja del Ebro	55-59	Hombres	8
Junio 2020	18	Ribera Baja del Ebro	55-59	Mujeres	22
Junio 2020	18	Ribera Baja del Ebro	60-64	Hombres	13
Junio 2020	18	Ribera Baja del Ebro	60-64	Mujeres	34
Junio 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-19	Mujeres	1
Junio 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	20-24	Mujeres	1
Junio 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	25-29	Hombres	1
Junio 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	25-29	Mujeres	6
Junio 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	30-34	Hombres	5
Junio 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	30-34	Mujeres	9
Junio 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	35-39	Hombres	2
Junio 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	35-39	Mujeres	13
Junio 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	40-44	Hombres	5
Junio 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	40-44	Mujeres	16
Junio 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	45-49	Hombres	7
Junio 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	45-49	Mujeres	16
Junio 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	50-54	Hombres	10
Junio 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	50-54	Mujeres	12
Junio 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	55-59	Hombres	6
Junio 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	55-59	Mujeres	27
Junio 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	60-64	Hombres	13
Junio 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	60-64	Mujeres	54
Junio 2020	20	Comunidad de Calatayud	16-19	Hombres	1
Junio 2020	20	Comunidad de Calatayud	16-19	Mujeres	1
Junio 2020	20	Comunidad de Calatayud	20-24	Hombres	4
Junio 2020	20	Comunidad de Calatayud	20-24	Mujeres	6
Junio 2020	20	Comunidad de Calatayud	25-29	Hombres	6
Junio 2020	20	Comunidad de Calatayud	25-29	Mujeres	9
Junio 2020	20	Comunidad de Calatayud	30-34	Hombres	7
Junio 2020	20	Comunidad de Calatayud	30-34	Mujeres	23
Junio 2020	20	Comunidad de Calatayud	35-39	Hombres	12
Junio 2020	20	Comunidad de Calatayud	35-39	Mujeres	35
Junio 2020	20	Comunidad de Calatayud	40-44	Hombres	18
Junio 2020	20	Comunidad de Calatayud	40-44	Mujeres	31
Junio 2020	20	Comunidad de Calatayud	45-49	Hombres	24
Junio 2020	20	Comunidad de Calatayud	45-49	Mujeres	46
Junio 2020	20	Comunidad de Calatayud	50-54	Hombres	35
Junio 2020	20	Comunidad de Calatayud	50-54	Mujeres	64
Junio 2020	20	Comunidad de Calatayud	55-59	Hombres	56
Junio 2020	20	Comunidad de Calatayud	55-59	Mujeres	87
Junio 2020	20	Comunidad de Calatayud	60-64	Hombres	77
Junio 2020	20	Comunidad de Calatayud	60-64	Mujeres	90
Junio 2020	21	Campo de Cariñena	16-19	Mujeres	1
Junio 2020	21	Campo de Cariñena	20-24	Mujeres	1
Junio 2020	21	Campo de Cariñena	25-29	Mujeres	3
Junio 2020	21	Campo de Cariñena	30-34	Hombres	1
Junio 2020	21	Campo de Cariñena	30-34	Mujeres	4
Junio 2020	21	Campo de Cariñena	35-39	Hombres	1
Junio 2020	21	Campo de Cariñena	35-39	Mujeres	13
Junio 2020	21	Campo de Cariñena	40-44	Hombres	3
Junio 2020	21	Campo de Cariñena	40-44	Mujeres	2
Junio 2020	21	Campo de Cariñena	45-49	Hombres	2
Junio 2020	21	Campo de Cariñena	45-49	Mujeres	7
Junio 2020	21	Campo de Cariñena	50-54	Hombres	4
Junio 2020	21	Campo de Cariñena	50-54	Mujeres	10
Junio 2020	21	Campo de Cariñena	55-59	Hombres	9
Junio 2020	21	Campo de Cariñena	55-59	Mujeres	13
Junio 2020	21	Campo de Cariñena	60-64	Hombres	14
Junio 2020	21	Campo de Cariñena	60-64	Mujeres	21
Junio 2020	22	Campo de Belchite	16-19	Mujeres	1
Junio 2020	22	Campo de Belchite	20-24	Mujeres	3
Junio 2020	22	Campo de Belchite	25-29	Hombres	1
Junio 2020	22	Campo de Belchite	35-39	Hombres	2
Junio 2020	22	Campo de Belchite	35-39	Mujeres	2
Junio 2020	22	Campo de Belchite	40-44	Hombres	4
Junio 2020	22	Campo de Belchite	40-44	Mujeres	4
Junio 2020	22	Campo de Belchite	45-49	Hombres	2
Junio 2020	22	Campo de Belchite	45-49	Mujeres	2
Junio 2020	22	Campo de Belchite	50-54	Hombres	3
Junio 2020	22	Campo de Belchite	50-54	Mujeres	10
Junio 2020	22	Campo de Belchite	55-59	Hombres	11
Junio 2020	22	Campo de Belchite	55-59	Mujeres	11
Junio 2020	22	Campo de Belchite	60-64	Hombres	8
Junio 2020	22	Campo de Belchite	60-64	Mujeres	10
Junio 2020	23	Bajo Martín	20-24	Mujeres	2
Junio 2020	23	Bajo Martín	25-29	Hombres	1
Junio 2020	23	Bajo Martín	30-34	Mujeres	7
Junio 2020	23	Bajo Martín	35-39	Mujeres	4
Junio 2020	23	Bajo Martín	40-44	Hombres	1
Junio 2020	23	Bajo Martín	40-44	Mujeres	3
Junio 2020	23	Bajo Martín	45-49	Hombres	2
Junio 2020	23	Bajo Martín	45-49	Mujeres	3
Junio 2020	23	Bajo Martín	50-54	Hombres	7
Junio 2020	23	Bajo Martín	50-54	Mujeres	10
Junio 2020	23	Bajo Martín	55-59	Hombres	5
Junio 2020	23	Bajo Martín	55-59	Mujeres	12
Junio 2020	23	Bajo Martín	60-64	Hombres	13
Junio 2020	23	Bajo Martín	60-64	Mujeres	21
Junio 2020	24	Campo de Daroca	30-34	Mujeres	3
Junio 2020	24	Campo de Daroca	35-39	Hombres	2
Junio 2020	24	Campo de Daroca	35-39	Mujeres	2
Junio 2020	24	Campo de Daroca	40-44	Hombres	1
Junio 2020	24	Campo de Daroca	40-44	Mujeres	2
Junio 2020	24	Campo de Daroca	45-49	Hombres	2
Junio 2020	24	Campo de Daroca	45-49	Mujeres	4
Junio 2020	24	Campo de Daroca	50-54	Hombres	4
Junio 2020	24	Campo de Daroca	50-54	Mujeres	4
Junio 2020	24	Campo de Daroca	55-59	Hombres	2
Junio 2020	24	Campo de Daroca	55-59	Mujeres	7
Junio 2020	24	Campo de Daroca	60-64	Hombres	9
Junio 2020	24	Campo de Daroca	60-64	Mujeres	8
Junio 2020	25	Jiloca	25-29	Hombres	1
Junio 2020	25	Jiloca	25-29	Mujeres	3
Junio 2020	25	Jiloca	30-34	Hombres	4
Junio 2020	25	Jiloca	30-34	Mujeres	5
Junio 2020	25	Jiloca	35-39	Hombres	1
Junio 2020	25	Jiloca	35-39	Mujeres	5
Junio 2020	25	Jiloca	40-44	Hombres	2
Junio 2020	25	Jiloca	40-44	Mujeres	6
Junio 2020	25	Jiloca	45-49	Hombres	3
Junio 2020	25	Jiloca	45-49	Mujeres	4
Junio 2020	25	Jiloca	50-54	Hombres	9
Junio 2020	25	Jiloca	50-54	Mujeres	5
Junio 2020	25	Jiloca	55-59	Hombres	12
Junio 2020	25	Jiloca	55-59	Mujeres	13
Junio 2020	25	Jiloca	60-64	Hombres	11
Junio 2020	25	Jiloca	60-64	Mujeres	16
Junio 2020	26	Cuencas Mineras	20-24	Hombres	1
Junio 2020	26	Cuencas Mineras	20-24	Mujeres	3
Junio 2020	26	Cuencas Mineras	25-29	Mujeres	3
Junio 2020	26	Cuencas Mineras	30-34	Hombres	3
Junio 2020	26	Cuencas Mineras	30-34	Mujeres	5
Junio 2020	26	Cuencas Mineras	35-39	Hombres	5
Junio 2020	26	Cuencas Mineras	35-39	Mujeres	3
Junio 2020	26	Cuencas Mineras	40-44	Hombres	2
Junio 2020	26	Cuencas Mineras	40-44	Mujeres	4
Junio 2020	26	Cuencas Mineras	45-49	Hombres	7
Junio 2020	26	Cuencas Mineras	45-49	Mujeres	10
Junio 2020	26	Cuencas Mineras	50-54	Hombres	11
Junio 2020	26	Cuencas Mineras	50-54	Mujeres	14
Junio 2020	26	Cuencas Mineras	55-59	Hombres	12
Junio 2020	26	Cuencas Mineras	55-59	Mujeres	18
Junio 2020	26	Cuencas Mineras	60-64	Hombres	7
Junio 2020	26	Cuencas Mineras	60-64	Mujeres	18
Junio 2020	27	Andorra-Sierra de Arcos	16-19	Hombres	1
Junio 2020	27	Andorra-Sierra de Arcos	16-19	Mujeres	1
Junio 2020	27	Andorra-Sierra de Arcos	20-24	Hombres	1
Junio 2020	27	Andorra-Sierra de Arcos	20-24	Mujeres	2
Junio 2020	27	Andorra-Sierra de Arcos	25-29	Hombres	2
Junio 2020	27	Andorra-Sierra de Arcos	25-29	Mujeres	6
Junio 2020	27	Andorra-Sierra de Arcos	30-34	Hombres	1
Junio 2020	27	Andorra-Sierra de Arcos	30-34	Mujeres	3
Junio 2020	27	Andorra-Sierra de Arcos	35-39	Hombres	4
Junio 2020	27	Andorra-Sierra de Arcos	35-39	Mujeres	16
Junio 2020	27	Andorra-Sierra de Arcos	40-44	Hombres	8
Junio 2020	27	Andorra-Sierra de Arcos	40-44	Mujeres	9
Junio 2020	27	Andorra-Sierra de Arcos	45-49	Hombres	17
Junio 2020	27	Andorra-Sierra de Arcos	45-49	Mujeres	8
Junio 2020	27	Andorra-Sierra de Arcos	50-54	Hombres	15
Junio 2020	27	Andorra-Sierra de Arcos	50-54	Mujeres	16
Junio 2020	27	Andorra-Sierra de Arcos	55-59	Hombres	11
Junio 2020	27	Andorra-Sierra de Arcos	55-59	Mujeres	15
Junio 2020	27	Andorra-Sierra de Arcos	60-64	Hombres	9
Junio 2020	27	Andorra-Sierra de Arcos	60-64	Mujeres	9
Junio 2020	28	Bajo Aragón	16-19	Mujeres	1
Junio 2020	28	Bajo Aragón	20-24	Mujeres	7
Junio 2020	28	Bajo Aragón	25-29	Hombres	4
Junio 2020	28	Bajo Aragón	25-29	Mujeres	11
Junio 2020	28	Bajo Aragón	30-34	Hombres	2
Junio 2020	28	Bajo Aragón	30-34	Mujeres	30
Junio 2020	28	Bajo Aragón	35-39	Hombres	5
Junio 2020	28	Bajo Aragón	35-39	Mujeres	31
Junio 2020	28	Bajo Aragón	40-44	Hombres	8
Junio 2020	28	Bajo Aragón	40-44	Mujeres	33
Junio 2020	28	Bajo Aragón	45-49	Hombres	20
Junio 2020	28	Bajo Aragón	45-49	Mujeres	34
Junio 2020	28	Bajo Aragón	50-54	Hombres	19
Junio 2020	28	Bajo Aragón	50-54	Mujeres	37
Junio 2020	28	Bajo Aragón	55-59	Hombres	30
Junio 2020	28	Bajo Aragón	55-59	Mujeres	49
Junio 2020	28	Bajo Aragón	60-64	Hombres	37
Junio 2020	28	Bajo Aragón	60-64	Mujeres	58
Junio 2020	29	Comunidad de Teruel	16-19	Hombres	7
Junio 2020	29	Comunidad de Teruel	16-19	Mujeres	1
Junio 2020	29	Comunidad de Teruel	20-24	Hombres	4
Junio 2020	29	Comunidad de Teruel	20-24	Mujeres	12
Junio 2020	29	Comunidad de Teruel	25-29	Hombres	13
Junio 2020	29	Comunidad de Teruel	25-29	Mujeres	12
Junio 2020	29	Comunidad de Teruel	30-34	Hombres	12
Junio 2020	29	Comunidad de Teruel	30-34	Mujeres	28
Junio 2020	29	Comunidad de Teruel	35-39	Hombres	10
Junio 2020	29	Comunidad de Teruel	35-39	Mujeres	19
Junio 2020	29	Comunidad de Teruel	40-44	Hombres	13
Junio 2020	29	Comunidad de Teruel	40-44	Mujeres	34
Junio 2020	29	Comunidad de Teruel	45-49	Hombres	20
Junio 2020	29	Comunidad de Teruel	45-49	Mujeres	45
Junio 2020	29	Comunidad de Teruel	50-54	Hombres	25
Junio 2020	29	Comunidad de Teruel	50-54	Mujeres	43
Junio 2020	29	Comunidad de Teruel	55-59	Hombres	44
Junio 2020	29	Comunidad de Teruel	55-59	Mujeres	66
Junio 2020	29	Comunidad de Teruel	60-64	Hombres	65
Junio 2020	29	Comunidad de Teruel	60-64	Mujeres	111
Junio 2020	30	Maestrazgo	25-29	Mujeres	2
Junio 2020	30	Maestrazgo	30-34	Mujeres	2
Junio 2020	30	Maestrazgo	35-39	Mujeres	1
Junio 2020	30	Maestrazgo	40-44	Hombres	1
Junio 2020	30	Maestrazgo	45-49	Hombres	3
Junio 2020	30	Maestrazgo	45-49	Mujeres	1
Junio 2020	30	Maestrazgo	50-54	Hombres	3
Junio 2020	30	Maestrazgo	55-59	Hombres	5
Junio 2020	30	Maestrazgo	55-59	Mujeres	3
Junio 2020	30	Maestrazgo	60-64	Hombres	4
Junio 2020	30	Maestrazgo	60-64	Mujeres	8
Junio 2020	31	Sierra de Albarracín	25-29	Mujeres	1
Junio 2020	31	Sierra de Albarracín	35-39	Mujeres	1
Junio 2020	31	Sierra de Albarracín	45-49	Hombres	1
Junio 2020	31	Sierra de Albarracín	45-49	Mujeres	2
Junio 2020	31	Sierra de Albarracín	50-54	Hombres	2
Junio 2020	31	Sierra de Albarracín	50-54	Mujeres	2
Junio 2020	31	Sierra de Albarracín	55-59	Hombres	1
Junio 2020	31	Sierra de Albarracín	55-59	Mujeres	5
Junio 2020	31	Sierra de Albarracín	60-64	Hombres	5
Junio 2020	31	Sierra de Albarracín	60-64	Mujeres	2
Junio 2020	32	Gúdar-Javalambre	20-24	Hombres	1
Junio 2020	32	Gúdar-Javalambre	25-29	Hombres	1
Junio 2020	32	Gúdar-Javalambre	25-29	Mujeres	5
Junio 2020	32	Gúdar-Javalambre	30-34	Hombres	1
Junio 2020	32	Gúdar-Javalambre	30-34	Mujeres	7
Junio 2020	32	Gúdar-Javalambre	35-39	Hombres	2
Junio 2020	32	Gúdar-Javalambre	35-39	Mujeres	6
Junio 2020	32	Gúdar-Javalambre	40-44	Hombres	3
Junio 2020	32	Gúdar-Javalambre	40-44	Mujeres	3
Junio 2020	32	Gúdar-Javalambre	45-49	Hombres	5
Junio 2020	32	Gúdar-Javalambre	45-49	Mujeres	5
Junio 2020	32	Gúdar-Javalambre	50-54	Hombres	6
Junio 2020	32	Gúdar-Javalambre	50-54	Mujeres	9
Junio 2020	32	Gúdar-Javalambre	55-59	Hombres	9
Junio 2020	32	Gúdar-Javalambre	55-59	Mujeres	13
Junio 2020	32	Gúdar-Javalambre	60-64	Hombres	12
Junio 2020	32	Gúdar-Javalambre	60-64	Mujeres	23
Junio 2020	33	Matarraña / Matarranya	20-24	Mujeres	1
Junio 2020	33	Matarraña / Matarranya	25-29	Mujeres	1
Junio 2020	33	Matarraña / Matarranya	30-34	Hombres	1
Junio 2020	33	Matarraña / Matarranya	30-34	Mujeres	6
Junio 2020	33	Matarraña / Matarranya	35-39	Hombres	2
Junio 2020	33	Matarraña / Matarranya	35-39	Mujeres	4
Junio 2020	33	Matarraña / Matarranya	40-44	Hombres	1
Junio 2020	33	Matarraña / Matarranya	40-44	Mujeres	5
Junio 2020	33	Matarraña / Matarranya	45-49	Hombres	2
Junio 2020	33	Matarraña / Matarranya	45-49	Mujeres	3
Junio 2020	33	Matarraña / Matarranya	50-54	Hombres	3
Junio 2020	33	Matarraña / Matarranya	50-54	Mujeres	9
Junio 2020	33	Matarraña / Matarranya	55-59	Hombres	6
Junio 2020	33	Matarraña / Matarranya	55-59	Mujeres	14
Junio 2020	33	Matarraña / Matarranya	60-64	Hombres	16
Junio 2020	33	Matarraña / Matarranya	60-64	Mujeres	13
Mayo 2020	01	La Jacetania	16-19	Hombres	1
Mayo 2020	01	La Jacetania	16-19	Mujeres	1
Mayo 2020	01	La Jacetania	20-24	Hombres	4
Mayo 2020	01	La Jacetania	20-24	Mujeres	2
Mayo 2020	01	La Jacetania	25-29	Hombres	1
Mayo 2020	01	La Jacetania	25-29	Mujeres	6
Mayo 2020	01	La Jacetania	30-34	Hombres	4
Mayo 2020	01	La Jacetania	30-34	Mujeres	7
Mayo 2020	01	La Jacetania	35-39	Hombres	1
Mayo 2020	01	La Jacetania	35-39	Mujeres	12
Mayo 2020	01	La Jacetania	40-44	Hombres	3
Mayo 2020	01	La Jacetania	40-44	Mujeres	8
Mayo 2020	01	La Jacetania	45-49	Hombres	3
Mayo 2020	01	La Jacetania	45-49	Mujeres	12
Mayo 2020	01	La Jacetania	50-54	Hombres	10
Mayo 2020	01	La Jacetania	50-54	Mujeres	7
Mayo 2020	01	La Jacetania	55-59	Hombres	10
Mayo 2020	01	La Jacetania	55-59	Mujeres	20
Mayo 2020	01	La Jacetania	60-64	Hombres	24
Mayo 2020	01	La Jacetania	60-64	Mujeres	24
Mayo 2020	02	Alto Gállego	16-19	Mujeres	1
Mayo 2020	02	Alto Gállego	20-24	Mujeres	1
Mayo 2020	02	Alto Gállego	25-29	Mujeres	5
Mayo 2020	02	Alto Gállego	30-34	Hombres	3
Mayo 2020	02	Alto Gállego	30-34	Mujeres	9
Mayo 2020	02	Alto Gállego	35-39	Hombres	5
Mayo 2020	02	Alto Gállego	35-39	Mujeres	6
Mayo 2020	02	Alto Gállego	40-44	Hombres	3
Mayo 2020	02	Alto Gállego	40-44	Mujeres	9
Mayo 2020	02	Alto Gállego	45-49	Hombres	5
Mayo 2020	02	Alto Gállego	45-49	Mujeres	11
Mayo 2020	02	Alto Gállego	50-54	Hombres	14
Mayo 2020	02	Alto Gállego	50-54	Mujeres	7
Mayo 2020	02	Alto Gállego	55-59	Hombres	14
Mayo 2020	02	Alto Gállego	55-59	Mujeres	20
Mayo 2020	02	Alto Gállego	60-64	Hombres	15
Mayo 2020	02	Alto Gállego	60-64	Mujeres	21
Mayo 2020	03	Sobrarbe	20-24	Mujeres	1
Mayo 2020	03	Sobrarbe	25-29	Mujeres	2
Mayo 2020	03	Sobrarbe	35-39	Hombres	1
Mayo 2020	03	Sobrarbe	35-39	Mujeres	1
Mayo 2020	03	Sobrarbe	40-44	Mujeres	1
Mayo 2020	03	Sobrarbe	45-49	Hombres	1
Mayo 2020	03	Sobrarbe	45-49	Mujeres	2
Mayo 2020	03	Sobrarbe	50-54	Hombres	8
Mayo 2020	03	Sobrarbe	50-54	Mujeres	4
Mayo 2020	03	Sobrarbe	55-59	Hombres	9
Mayo 2020	03	Sobrarbe	55-59	Mujeres	1
Mayo 2020	03	Sobrarbe	60-64	Hombres	6
Mayo 2020	03	Sobrarbe	60-64	Mujeres	7
Mayo 2020	04	La Ribagorza	30-34	Hombres	1
Mayo 2020	04	La Ribagorza	30-34	Mujeres	4
Mayo 2020	04	La Ribagorza	35-39	Hombres	1
Mayo 2020	04	La Ribagorza	35-39	Mujeres	4
Mayo 2020	04	La Ribagorza	40-44	Hombres	1
Mayo 2020	04	La Ribagorza	40-44	Mujeres	6
Mayo 2020	04	La Ribagorza	45-49	Hombres	1
Mayo 2020	04	La Ribagorza	45-49	Mujeres	4
Mayo 2020	04	La Ribagorza	50-54	Hombres	5
Mayo 2020	04	La Ribagorza	50-54	Mujeres	15
Mayo 2020	04	La Ribagorza	55-59	Hombres	11
Mayo 2020	04	La Ribagorza	55-59	Mujeres	21
Mayo 2020	04	La Ribagorza	60-64	Hombres	10
Mayo 2020	04	La Ribagorza	60-64	Mujeres	21
Mayo 2020	05	Cinco Villas	16-19	Hombres	2
Mayo 2020	05	Cinco Villas	16-19	Mujeres	1
Mayo 2020	05	Cinco Villas	20-24	Hombres	2
Mayo 2020	05	Cinco Villas	20-24	Mujeres	5
Mayo 2020	05	Cinco Villas	25-29	Hombres	6
Mayo 2020	05	Cinco Villas	25-29	Mujeres	12
Mayo 2020	05	Cinco Villas	30-34	Hombres	8
Mayo 2020	05	Cinco Villas	30-34	Mujeres	18
Mayo 2020	05	Cinco Villas	35-39	Hombres	7
Mayo 2020	05	Cinco Villas	35-39	Mujeres	33
Mayo 2020	05	Cinco Villas	40-44	Hombres	10
Mayo 2020	05	Cinco Villas	40-44	Mujeres	36
Mayo 2020	05	Cinco Villas	45-49	Hombres	18
Mayo 2020	05	Cinco Villas	45-49	Mujeres	40
Mayo 2020	05	Cinco Villas	50-54	Hombres	20
Mayo 2020	05	Cinco Villas	50-54	Mujeres	48
