Mes y año	Comarca código	Comarca nombre	Edad (grupos quinquenales)	Sexo	Nº parados
Septiembre 2021	01	La Jacetania	16-19	Mujeres	3
Septiembre 2021	01	La Jacetania	20-24	Hombres	3
Septiembre 2021	01	La Jacetania	20-24	Mujeres	9
Septiembre 2021	01	La Jacetania	25-29	Hombres	7
Septiembre 2021	01	La Jacetania	25-29	Mujeres	13
Septiembre 2021	01	La Jacetania	30-34	Hombres	4
Septiembre 2021	01	La Jacetania	30-34	Mujeres	12
Septiembre 2021	01	La Jacetania	35-39	Hombres	5
Septiembre 2021	01	La Jacetania	35-39	Mujeres	17
Septiembre 2021	01	La Jacetania	40-44	Hombres	6
Septiembre 2021	01	La Jacetania	40-44	Mujeres	18
Septiembre 2021	01	La Jacetania	45-49	Hombres	10
Septiembre 2021	01	La Jacetania	45-49	Mujeres	15
Septiembre 2021	01	La Jacetania	50-54	Hombres	14
Septiembre 2021	01	La Jacetania	50-54	Mujeres	18
Septiembre 2021	01	La Jacetania	55-59	Hombres	20
Septiembre 2021	01	La Jacetania	55-59	Mujeres	37
Septiembre 2021	01	La Jacetania	60-64	Hombres	18
Septiembre 2021	01	La Jacetania	60-64	Mujeres	34
Septiembre 2021	02	Alto Gállego	20-24	Hombres	3
Septiembre 2021	02	Alto Gállego	20-24	Mujeres	2
Septiembre 2021	02	Alto Gállego	25-29	Hombres	6
Septiembre 2021	02	Alto Gállego	25-29	Mujeres	5
Septiembre 2021	02	Alto Gállego	30-34	Hombres	7
Septiembre 2021	02	Alto Gállego	30-34	Mujeres	11
Septiembre 2021	02	Alto Gállego	35-39	Hombres	11
Septiembre 2021	02	Alto Gállego	35-39	Mujeres	13
Septiembre 2021	02	Alto Gállego	40-44	Hombres	8
Septiembre 2021	02	Alto Gállego	40-44	Mujeres	16
Septiembre 2021	02	Alto Gállego	45-49	Hombres	6
Septiembre 2021	02	Alto Gállego	45-49	Mujeres	16
Septiembre 2021	02	Alto Gállego	50-54	Hombres	11
Septiembre 2021	02	Alto Gállego	50-54	Mujeres	12
Septiembre 2021	02	Alto Gállego	55-59	Hombres	22
Septiembre 2021	02	Alto Gállego	55-59	Mujeres	26
Septiembre 2021	02	Alto Gállego	60-64	Hombres	18
Septiembre 2021	02	Alto Gállego	60-64	Mujeres	40
Septiembre 2021	03	Sobrarbe	20-24	Hombres	1
Septiembre 2021	03	Sobrarbe	20-24	Mujeres	1
Septiembre 2021	03	Sobrarbe	30-34	Hombres	2
Septiembre 2021	03	Sobrarbe	30-34	Mujeres	4
Septiembre 2021	03	Sobrarbe	35-39	Hombres	4
Septiembre 2021	03	Sobrarbe	35-39	Mujeres	5
Septiembre 2021	03	Sobrarbe	40-44	Hombres	1
Septiembre 2021	03	Sobrarbe	40-44	Mujeres	4
Septiembre 2021	03	Sobrarbe	45-49	Hombres	4
Septiembre 2021	03	Sobrarbe	45-49	Mujeres	1
Septiembre 2021	03	Sobrarbe	50-54	Hombres	4
Septiembre 2021	03	Sobrarbe	50-54	Mujeres	6
Septiembre 2021	03	Sobrarbe	55-59	Hombres	10
Septiembre 2021	03	Sobrarbe	55-59	Mujeres	5
Septiembre 2021	03	Sobrarbe	60-64	Hombres	8
Septiembre 2021	03	Sobrarbe	60-64	Mujeres	7
Septiembre 2021	04	La Ribagorza	25-29	Hombres	3
Septiembre 2021	04	La Ribagorza	25-29	Mujeres	2
Septiembre 2021	04	La Ribagorza	30-34	Hombres	2
Septiembre 2021	04	La Ribagorza	30-34	Mujeres	6
Septiembre 2021	04	La Ribagorza	35-39	Hombres	4
Septiembre 2021	04	La Ribagorza	35-39	Mujeres	11
Septiembre 2021	04	La Ribagorza	40-44	Hombres	4
Septiembre 2021	04	La Ribagorza	40-44	Mujeres	8
Septiembre 2021	04	La Ribagorza	45-49	Hombres	4
Septiembre 2021	04	La Ribagorza	45-49	Mujeres	7
Septiembre 2021	04	La Ribagorza	50-54	Hombres	7
Septiembre 2021	04	La Ribagorza	50-54	Mujeres	12
Septiembre 2021	04	La Ribagorza	55-59	Hombres	7
Septiembre 2021	04	La Ribagorza	55-59	Mujeres	21
Septiembre 2021	04	La Ribagorza	60-64	Hombres	15
Septiembre 2021	04	La Ribagorza	60-64	Mujeres	35
Septiembre 2021	05	Cinco Villas	16-19	Hombres	1
Septiembre 2021	05	Cinco Villas	16-19	Mujeres	1
Septiembre 2021	05	Cinco Villas	20-24	Hombres	5
Septiembre 2021	05	Cinco Villas	20-24	Mujeres	6
Septiembre 2021	05	Cinco Villas	25-29	Hombres	10
Septiembre 2021	05	Cinco Villas	25-29	Mujeres	17
Septiembre 2021	05	Cinco Villas	30-34	Hombres	10
Septiembre 2021	05	Cinco Villas	30-34	Mujeres	20
Septiembre 2021	05	Cinco Villas	35-39	Hombres	8
Septiembre 2021	05	Cinco Villas	35-39	Mujeres	36
Septiembre 2021	05	Cinco Villas	40-44	Hombres	12
Septiembre 2021	05	Cinco Villas	40-44	Mujeres	39
Septiembre 2021	05	Cinco Villas	45-49	Hombres	22
Septiembre 2021	05	Cinco Villas	45-49	Mujeres	48
Septiembre 2021	05	Cinco Villas	50-54	Hombres	29
Septiembre 2021	05	Cinco Villas	50-54	Mujeres	51
Septiembre 2021	05	Cinco Villas	55-59	Hombres	35
Septiembre 2021	05	Cinco Villas	55-59	Mujeres	78
Septiembre 2021	05	Cinco Villas	60-64	Hombres	43
Septiembre 2021	05	Cinco Villas	60-64	Mujeres	101
Septiembre 2021	06	Hoya de Huesca / Plana de Uesca	16-19	Hombres	8
Septiembre 2021	06	Hoya de Huesca / Plana de Uesca	16-19	Mujeres	6
Septiembre 2021	06	Hoya de Huesca / Plana de Uesca	20-24	Hombres	16
Septiembre 2021	06	Hoya de Huesca / Plana de Uesca	20-24	Mujeres	24
Septiembre 2021	06	Hoya de Huesca / Plana de Uesca	25-29	Hombres	26
Septiembre 2021	06	Hoya de Huesca / Plana de Uesca	25-29	Mujeres	41
Septiembre 2021	06	Hoya de Huesca / Plana de Uesca	30-34	Hombres	16
Septiembre 2021	06	Hoya de Huesca / Plana de Uesca	30-34	Mujeres	49
Septiembre 2021	06	Hoya de Huesca / Plana de Uesca	35-39	Hombres	32
Septiembre 2021	06	Hoya de Huesca / Plana de Uesca	35-39	Mujeres	76
Septiembre 2021	06	Hoya de Huesca / Plana de Uesca	40-44	Hombres	44
Septiembre 2021	06	Hoya de Huesca / Plana de Uesca	40-44	Mujeres	90
Septiembre 2021	06	Hoya de Huesca / Plana de Uesca	45-49	Hombres	59
Septiembre 2021	06	Hoya de Huesca / Plana de Uesca	45-49	Mujeres	114
Septiembre 2021	06	Hoya de Huesca / Plana de Uesca	50-54	Hombres	59
Septiembre 2021	06	Hoya de Huesca / Plana de Uesca	50-54	Mujeres	78
Septiembre 2021	06	Hoya de Huesca / Plana de Uesca	55-59	Hombres	89
Septiembre 2021	06	Hoya de Huesca / Plana de Uesca	55-59	Mujeres	107
Septiembre 2021	06	Hoya de Huesca / Plana de Uesca	60-64	Hombres	91
Septiembre 2021	06	Hoya de Huesca / Plana de Uesca	60-64	Mujeres	161
Septiembre 2021	07	Somontano de Barbastro	16-19	Hombres	2
Septiembre 2021	07	Somontano de Barbastro	20-24	Hombres	6
Septiembre 2021	07	Somontano de Barbastro	20-24	Mujeres	11
Septiembre 2021	07	Somontano de Barbastro	25-29	Hombres	6
Septiembre 2021	07	Somontano de Barbastro	25-29	Mujeres	16
Septiembre 2021	07	Somontano de Barbastro	30-34	Hombres	12
Septiembre 2021	07	Somontano de Barbastro	30-34	Mujeres	24
Septiembre 2021	07	Somontano de Barbastro	35-39	Hombres	7
Septiembre 2021	07	Somontano de Barbastro	35-39	Mujeres	32
Septiembre 2021	07	Somontano de Barbastro	40-44	Hombres	15
Septiembre 2021	07	Somontano de Barbastro	40-44	Mujeres	45
Septiembre 2021	07	Somontano de Barbastro	45-49	Hombres	14
Septiembre 2021	07	Somontano de Barbastro	45-49	Mujeres	24
Septiembre 2021	07	Somontano de Barbastro	50-54	Hombres	15
Septiembre 2021	07	Somontano de Barbastro	50-54	Mujeres	36
Septiembre 2021	07	Somontano de Barbastro	55-59	Hombres	38
Septiembre 2021	07	Somontano de Barbastro	55-59	Mujeres	50
Septiembre 2021	07	Somontano de Barbastro	60-64	Hombres	35
Septiembre 2021	07	Somontano de Barbastro	60-64	Mujeres	79
Septiembre 2021	08	Cinca Medio	16-19	Hombres	3
Septiembre 2021	08	Cinca Medio	16-19	Mujeres	1
Septiembre 2021	08	Cinca Medio	20-24	Hombres	6
Septiembre 2021	08	Cinca Medio	20-24	Mujeres	11
Septiembre 2021	08	Cinca Medio	25-29	Hombres	11
Septiembre 2021	08	Cinca Medio	25-29	Mujeres	10
Septiembre 2021	08	Cinca Medio	30-34	Hombres	5
Septiembre 2021	08	Cinca Medio	30-34	Mujeres	22
Septiembre 2021	08	Cinca Medio	35-39	Hombres	6
Septiembre 2021	08	Cinca Medio	35-39	Mujeres	24
Septiembre 2021	08	Cinca Medio	40-44	Hombres	12
Septiembre 2021	08	Cinca Medio	40-44	Mujeres	34
Septiembre 2021	08	Cinca Medio	45-49	Hombres	10
Septiembre 2021	08	Cinca Medio	45-49	Mujeres	25
Septiembre 2021	08	Cinca Medio	50-54	Hombres	22
Septiembre 2021	08	Cinca Medio	50-54	Mujeres	41
Septiembre 2021	08	Cinca Medio	55-59	Hombres	27
Septiembre 2021	08	Cinca Medio	55-59	Mujeres	55
Septiembre 2021	08	Cinca Medio	60-64	Hombres	28
Septiembre 2021	08	Cinca Medio	60-64	Mujeres	59
Septiembre 2021	09	La Litera / La Llitera	20-24	Hombres	5
Septiembre 2021	09	La Litera / La Llitera	20-24	Mujeres	3
Septiembre 2021	09	La Litera / La Llitera	25-29	Hombres	2
Septiembre 2021	09	La Litera / La Llitera	25-29	Mujeres	9
Septiembre 2021	09	La Litera / La Llitera	30-34	Hombres	1
Septiembre 2021	09	La Litera / La Llitera	30-34	Mujeres	9
Septiembre 2021	09	La Litera / La Llitera	35-39	Hombres	3
Septiembre 2021	09	La Litera / La Llitera	35-39	Mujeres	16
Septiembre 2021	09	La Litera / La Llitera	40-44	Hombres	8
Septiembre 2021	09	La Litera / La Llitera	40-44	Mujeres	22
Septiembre 2021	09	La Litera / La Llitera	45-49	Hombres	7
Septiembre 2021	09	La Litera / La Llitera	45-49	Mujeres	15
Septiembre 2021	09	La Litera / La Llitera	50-54	Hombres	16
Septiembre 2021	09	La Litera / La Llitera	50-54	Mujeres	14
Septiembre 2021	09	La Litera / La Llitera	55-59	Hombres	16
Septiembre 2021	09	La Litera / La Llitera	55-59	Mujeres	32
Septiembre 2021	09	La Litera / La Llitera	60-64	Hombres	18
Septiembre 2021	09	La Litera / La Llitera	60-64	Mujeres	25
Septiembre 2021	10	Los Monegros	16-19	Hombres	1
Septiembre 2021	10	Los Monegros	16-19	Mujeres	1
Septiembre 2021	10	Los Monegros	20-24	Hombres	1
Septiembre 2021	10	Los Monegros	20-24	Mujeres	4
Septiembre 2021	10	Los Monegros	25-29	Hombres	4
Septiembre 2021	10	Los Monegros	25-29	Mujeres	5
Septiembre 2021	10	Los Monegros	30-34	Hombres	2
Septiembre 2021	10	Los Monegros	30-34	Mujeres	16
Septiembre 2021	10	Los Monegros	35-39	Hombres	3
Septiembre 2021	10	Los Monegros	35-39	Mujeres	16
Septiembre 2021	10	Los Monegros	40-44	Hombres	7
Septiembre 2021	10	Los Monegros	40-44	Mujeres	12
Septiembre 2021	10	Los Monegros	45-49	Hombres	7
Septiembre 2021	10	Los Monegros	45-49	Mujeres	19
Septiembre 2021	10	Los Monegros	50-54	Hombres	12
Septiembre 2021	10	Los Monegros	50-54	Mujeres	15
Septiembre 2021	10	Los Monegros	55-59	Hombres	17
Septiembre 2021	10	Los Monegros	55-59	Mujeres	30
Septiembre 2021	10	Los Monegros	60-64	Hombres	17
Septiembre 2021	10	Los Monegros	60-64	Mujeres	25
Septiembre 2021	11	Bajo Cinca / Baix Cinca	20-24	Hombres	1
Septiembre 2021	11	Bajo Cinca / Baix Cinca	20-24	Mujeres	2
Septiembre 2021	11	Bajo Cinca / Baix Cinca	25-29	Hombres	1
Septiembre 2021	11	Bajo Cinca / Baix Cinca	25-29	Mujeres	8
Septiembre 2021	11	Bajo Cinca / Baix Cinca	30-34	Hombres	7
Septiembre 2021	11	Bajo Cinca / Baix Cinca	30-34	Mujeres	14
Septiembre 2021	11	Bajo Cinca / Baix Cinca	35-39	Hombres	2
Septiembre 2021	11	Bajo Cinca / Baix Cinca	35-39	Mujeres	13
Septiembre 2021	11	Bajo Cinca / Baix Cinca	40-44	Hombres	7
Septiembre 2021	11	Bajo Cinca / Baix Cinca	40-44	Mujeres	21
Septiembre 2021	11	Bajo Cinca / Baix Cinca	45-49	Hombres	7
Septiembre 2021	11	Bajo Cinca / Baix Cinca	45-49	Mujeres	19
Septiembre 2021	11	Bajo Cinca / Baix Cinca	50-54	Hombres	7
Septiembre 2021	11	Bajo Cinca / Baix Cinca	50-54	Mujeres	19
Septiembre 2021	11	Bajo Cinca / Baix Cinca	55-59	Hombres	20
Septiembre 2021	11	Bajo Cinca / Baix Cinca	55-59	Mujeres	39
Septiembre 2021	11	Bajo Cinca / Baix Cinca	60-64	Hombres	21
Septiembre 2021	11	Bajo Cinca / Baix Cinca	60-64	Mujeres	47
Septiembre 2021	12	Tarazona y el Moncayo	20-24	Hombres	4
Septiembre 2021	12	Tarazona y el Moncayo	20-24	Mujeres	6
Septiembre 2021	12	Tarazona y el Moncayo	25-29	Hombres	4
Septiembre 2021	12	Tarazona y el Moncayo	25-29	Mujeres	10
Septiembre 2021	12	Tarazona y el Moncayo	30-34	Hombres	5
Septiembre 2021	12	Tarazona y el Moncayo	30-34	Mujeres	16
Septiembre 2021	12	Tarazona y el Moncayo	35-39	Hombres	7
Septiembre 2021	12	Tarazona y el Moncayo	35-39	Mujeres	15
Septiembre 2021	12	Tarazona y el Moncayo	40-44	Hombres	6
Septiembre 2021	12	Tarazona y el Moncayo	40-44	Mujeres	13
Septiembre 2021	12	Tarazona y el Moncayo	45-49	Hombres	10
Septiembre 2021	12	Tarazona y el Moncayo	45-49	Mujeres	27
Septiembre 2021	12	Tarazona y el Moncayo	50-54	Hombres	15
Septiembre 2021	12	Tarazona y el Moncayo	50-54	Mujeres	27
Septiembre 2021	12	Tarazona y el Moncayo	55-59	Hombres	18
Septiembre 2021	12	Tarazona y el Moncayo	55-59	Mujeres	42
Septiembre 2021	12	Tarazona y el Moncayo	60-64	Hombres	25
Septiembre 2021	12	Tarazona y el Moncayo	60-64	Mujeres	82
Septiembre 2021	13	Campo de Borja	20-24	Hombres	4
Septiembre 2021	13	Campo de Borja	20-24	Mujeres	1
Septiembre 2021	13	Campo de Borja	25-29	Hombres	4
Septiembre 2021	13	Campo de Borja	25-29	Mujeres	10
Septiembre 2021	13	Campo de Borja	30-34	Hombres	3
Septiembre 2021	13	Campo de Borja	30-34	Mujeres	12
Septiembre 2021	13	Campo de Borja	35-39	Hombres	7
Septiembre 2021	13	Campo de Borja	35-39	Mujeres	14
Septiembre 2021	13	Campo de Borja	40-44	Hombres	3
Septiembre 2021	13	Campo de Borja	40-44	Mujeres	21
Septiembre 2021	13	Campo de Borja	45-49	Hombres	9
Septiembre 2021	13	Campo de Borja	45-49	Mujeres	18
Septiembre 2021	13	Campo de Borja	50-54	Hombres	15
Septiembre 2021	13	Campo de Borja	50-54	Mujeres	18
Septiembre 2021	13	Campo de Borja	55-59	Hombres	28
Septiembre 2021	13	Campo de Borja	55-59	Mujeres	39
Septiembre 2021	13	Campo de Borja	60-64	Hombres	25
Septiembre 2021	13	Campo de Borja	60-64	Mujeres	52
Septiembre 2021	14	Aranda	20-24	Hombres	2
Septiembre 2021	14	Aranda	20-24	Mujeres	2
Septiembre 2021	14	Aranda	25-29	Hombres	3
Septiembre 2021	14	Aranda	25-29	Mujeres	4
Septiembre 2021	14	Aranda	30-34	Hombres	2
Septiembre 2021	14	Aranda	30-34	Mujeres	7
Septiembre 2021	14	Aranda	35-39	Hombres	3
Septiembre 2021	14	Aranda	35-39	Mujeres	7
Septiembre 2021	14	Aranda	40-44	Hombres	1
Septiembre 2021	14	Aranda	40-44	Mujeres	6
Septiembre 2021	14	Aranda	45-49	Hombres	3
Septiembre 2021	14	Aranda	45-49	Mujeres	15
Septiembre 2021	14	Aranda	50-54	Hombres	5
Septiembre 2021	14	Aranda	50-54	Mujeres	25
Septiembre 2021	14	Aranda	55-59	Hombres	9
Septiembre 2021	14	Aranda	55-59	Mujeres	41
Septiembre 2021	14	Aranda	60-64	Hombres	16
Septiembre 2021	14	Aranda	60-64	Mujeres	44
Septiembre 2021	15	Ribera Alta del Ebro	16-19	Hombres	4
Septiembre 2021	15	Ribera Alta del Ebro	16-19	Mujeres	2
Septiembre 2021	15	Ribera Alta del Ebro	20-24	Hombres	7
Septiembre 2021	15	Ribera Alta del Ebro	20-24	Mujeres	16
Septiembre 2021	15	Ribera Alta del Ebro	25-29	Hombres	9
Septiembre 2021	15	Ribera Alta del Ebro	25-29	Mujeres	18
Septiembre 2021	15	Ribera Alta del Ebro	30-34	Hombres	12
Septiembre 2021	15	Ribera Alta del Ebro	30-34	Mujeres	25
Septiembre 2021	15	Ribera Alta del Ebro	35-39	Hombres	14
Septiembre 2021	15	Ribera Alta del Ebro	35-39	Mujeres	47
Septiembre 2021	15	Ribera Alta del Ebro	40-44	Hombres	20
Septiembre 2021	15	Ribera Alta del Ebro	40-44	Mujeres	52
Septiembre 2021	15	Ribera Alta del Ebro	45-49	Hombres	29
Septiembre 2021	15	Ribera Alta del Ebro	45-49	Mujeres	53
Septiembre 2021	15	Ribera Alta del Ebro	50-54	Hombres	38
Septiembre 2021	15	Ribera Alta del Ebro	50-54	Mujeres	61
Septiembre 2021	15	Ribera Alta del Ebro	55-59	Hombres	31
Septiembre 2021	15	Ribera Alta del Ebro	55-59	Mujeres	81
Septiembre 2021	15	Ribera Alta del Ebro	60-64	Hombres	71
Septiembre 2021	15	Ribera Alta del Ebro	60-64	Mujeres	133
Septiembre 2021	16	Valdejalón	16-19	Hombres	2
Septiembre 2021	16	Valdejalón	20-24	Hombres	9
Septiembre 2021	16	Valdejalón	20-24	Mujeres	25
Septiembre 2021	16	Valdejalón	25-29	Hombres	14
Septiembre 2021	16	Valdejalón	25-29	Mujeres	40
Septiembre 2021	16	Valdejalón	30-34	Hombres	22
Septiembre 2021	16	Valdejalón	30-34	Mujeres	45
Septiembre 2021	16	Valdejalón	35-39	Hombres	18
Septiembre 2021	16	Valdejalón	35-39	Mujeres	50
Septiembre 2021	16	Valdejalón	40-44	Hombres	20
Septiembre 2021	16	Valdejalón	40-44	Mujeres	51
Septiembre 2021	16	Valdejalón	45-49	Hombres	29
Septiembre 2021	16	Valdejalón	45-49	Mujeres	55
Septiembre 2021	16	Valdejalón	50-54	Hombres	26
Septiembre 2021	16	Valdejalón	50-54	Mujeres	60
Septiembre 2021	16	Valdejalón	55-59	Hombres	42
Septiembre 2021	16	Valdejalón	55-59	Mujeres	95
Septiembre 2021	16	Valdejalón	60-64	Hombres	49
Septiembre 2021	16	Valdejalón	60-64	Mujeres	103
Septiembre 2021	17	Central	16-19	Hombres	88
Septiembre 2021	17	Central	16-19	Mujeres	73
Septiembre 2021	17	Central	20-24	Hombres	229
Septiembre 2021	17	Central	20-24	Mujeres	305
Septiembre 2021	17	Central	25-29	Hombres	310
Septiembre 2021	17	Central	25-29	Mujeres	543
Septiembre 2021	17	Central	30-34	Hombres	369
Septiembre 2021	17	Central	30-34	Mujeres	900
Septiembre 2021	17	Central	35-39	Hombres	433
Septiembre 2021	17	Central	35-39	Mujeres	1196
Septiembre 2021	17	Central	40-44	Hombres	609
Septiembre 2021	17	Central	40-44	Mujeres	1553
Septiembre 2021	17	Central	45-49	Hombres	776
Septiembre 2021	17	Central	45-49	Mujeres	1648
Septiembre 2021	17	Central	50-54	Hombres	1091
Septiembre 2021	17	Central	50-54	Mujeres	1910
Septiembre 2021	17	Central	55-59	Hombres	1455
Septiembre 2021	17	Central	55-59	Mujeres	2394
Septiembre 2021	17	Central	60-64	Hombres	1605
Septiembre 2021	17	Central	60-64	Mujeres	2935
Septiembre 2021	18	Ribera Baja del Ebro	20-24	Mujeres	4
Septiembre 2021	18	Ribera Baja del Ebro	25-29	Mujeres	7
Septiembre 2021	18	Ribera Baja del Ebro	30-34	Hombres	5
Septiembre 2021	18	Ribera Baja del Ebro	30-34	Mujeres	7
Septiembre 2021	18	Ribera Baja del Ebro	35-39	Hombres	2
Septiembre 2021	18	Ribera Baja del Ebro	35-39	Mujeres	8
Septiembre 2021	18	Ribera Baja del Ebro	40-44	Hombres	7
Septiembre 2021	18	Ribera Baja del Ebro	40-44	Mujeres	13
Septiembre 2021	18	Ribera Baja del Ebro	45-49	Hombres	6
Septiembre 2021	18	Ribera Baja del Ebro	45-49	Mujeres	11
Septiembre 2021	18	Ribera Baja del Ebro	50-54	Hombres	6
Septiembre 2021	18	Ribera Baja del Ebro	50-54	Mujeres	13
Septiembre 2021	18	Ribera Baja del Ebro	55-59	Hombres	5
Septiembre 2021	18	Ribera Baja del Ebro	55-59	Mujeres	29
Septiembre 2021	18	Ribera Baja del Ebro	60-64	Hombres	12
Septiembre 2021	18	Ribera Baja del Ebro	60-64	Mujeres	29
Septiembre 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-19	Hombres	1
Septiembre 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-19	Mujeres	2
Septiembre 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	20-24	Hombres	2
Septiembre 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	20-24	Mujeres	1
Septiembre 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	25-29	Hombres	3
Septiembre 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	25-29	Mujeres	9
Septiembre 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	30-34	Hombres	5
Septiembre 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	30-34	Mujeres	11
Septiembre 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	35-39	Hombres	7
Septiembre 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	35-39	Mujeres	14
Septiembre 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	40-44	Hombres	6
Septiembre 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	40-44	Mujeres	13
Septiembre 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	45-49	Hombres	7
Septiembre 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	45-49	Mujeres	25
Septiembre 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	50-54	Hombres	13
Septiembre 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	50-54	Mujeres	17
Septiembre 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	55-59	Hombres	10
Septiembre 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	55-59	Mujeres	38
Septiembre 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	60-64	Hombres	19
Septiembre 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	60-64	Mujeres	62
Septiembre 2021	20	Comunidad de Calatayud	16-19	Mujeres	2
Septiembre 2021	20	Comunidad de Calatayud	20-24	Hombres	8
Septiembre 2021	20	Comunidad de Calatayud	20-24	Mujeres	4
Septiembre 2021	20	Comunidad de Calatayud	25-29	Hombres	9
Septiembre 2021	20	Comunidad de Calatayud	25-29	Mujeres	24
Septiembre 2021	20	Comunidad de Calatayud	30-34	Hombres	13
Septiembre 2021	20	Comunidad de Calatayud	30-34	Mujeres	23
Septiembre 2021	20	Comunidad de Calatayud	35-39	Hombres	13
Septiembre 2021	20	Comunidad de Calatayud	35-39	Mujeres	60
Septiembre 2021	20	Comunidad de Calatayud	40-44	Hombres	16
Septiembre 2021	20	Comunidad de Calatayud	40-44	Mujeres	55
Septiembre 2021	20	Comunidad de Calatayud	45-49	Hombres	33
Septiembre 2021	20	Comunidad de Calatayud	45-49	Mujeres	57
Septiembre 2021	20	Comunidad de Calatayud	50-54	Hombres	36
Septiembre 2021	20	Comunidad de Calatayud	50-54	Mujeres	71
Septiembre 2021	20	Comunidad de Calatayud	55-59	Hombres	71
Septiembre 2021	20	Comunidad de Calatayud	55-59	Mujeres	105
Septiembre 2021	20	Comunidad de Calatayud	60-64	Hombres	91
Septiembre 2021	20	Comunidad de Calatayud	60-64	Mujeres	114
Septiembre 2021	21	Campo de Cariñena	16-19	Mujeres	1
Septiembre 2021	21	Campo de Cariñena	20-24	Mujeres	1
Septiembre 2021	21	Campo de Cariñena	25-29	Hombres	2
Septiembre 2021	21	Campo de Cariñena	25-29	Mujeres	2
Septiembre 2021	21	Campo de Cariñena	30-34	Hombres	2
Septiembre 2021	21	Campo de Cariñena	30-34	Mujeres	4
Septiembre 2021	21	Campo de Cariñena	35-39	Hombres	4
Septiembre 2021	21	Campo de Cariñena	35-39	Mujeres	9
Septiembre 2021	21	Campo de Cariñena	40-44	Hombres	2
Septiembre 2021	21	Campo de Cariñena	40-44	Mujeres	12
Septiembre 2021	21	Campo de Cariñena	45-49	Hombres	3
Septiembre 2021	21	Campo de Cariñena	45-49	Mujeres	7
Septiembre 2021	21	Campo de Cariñena	50-54	Hombres	6
Septiembre 2021	21	Campo de Cariñena	50-54	Mujeres	14
Septiembre 2021	21	Campo de Cariñena	55-59	Hombres	8
Septiembre 2021	21	Campo de Cariñena	55-59	Mujeres	20
Septiembre 2021	21	Campo de Cariñena	60-64	Hombres	10
Septiembre 2021	21	Campo de Cariñena	60-64	Mujeres	32
Septiembre 2021	22	Campo de Belchite	20-24	Mujeres	2
Septiembre 2021	22	Campo de Belchite	25-29	Mujeres	1
Septiembre 2021	22	Campo de Belchite	30-34	Mujeres	1
Septiembre 2021	22	Campo de Belchite	35-39	Hombres	1
Septiembre 2021	22	Campo de Belchite	35-39	Mujeres	6
Septiembre 2021	22	Campo de Belchite	40-44	Hombres	1
Septiembre 2021	22	Campo de Belchite	40-44	Mujeres	2
Septiembre 2021	22	Campo de Belchite	45-49	Hombres	5
Septiembre 2021	22	Campo de Belchite	45-49	Mujeres	4
Septiembre 2021	22	Campo de Belchite	50-54	Hombres	3
Septiembre 2021	22	Campo de Belchite	50-54	Mujeres	11
Septiembre 2021	22	Campo de Belchite	55-59	Hombres	7
Septiembre 2021	22	Campo de Belchite	55-59	Mujeres	12
Septiembre 2021	22	Campo de Belchite	60-64	Hombres	8
Septiembre 2021	22	Campo de Belchite	60-64	Mujeres	13
Septiembre 2021	23	Bajo Martín	20-24	Hombres	1
Septiembre 2021	23	Bajo Martín	20-24	Mujeres	1
Septiembre 2021	23	Bajo Martín	25-29	Hombres	2
Septiembre 2021	23	Bajo Martín	25-29	Mujeres	4
Septiembre 2021	23	Bajo Martín	30-34	Mujeres	4
Septiembre 2021	23	Bajo Martín	35-39	Hombres	1
Septiembre 2021	23	Bajo Martín	35-39	Mujeres	6
Septiembre 2021	23	Bajo Martín	40-44	Hombres	2
Septiembre 2021	23	Bajo Martín	40-44	Mujeres	3
Septiembre 2021	23	Bajo Martín	45-49	Hombres	6
Septiembre 2021	23	Bajo Martín	45-49	Mujeres	6
Septiembre 2021	23	Bajo Martín	50-54	Hombres	5
Septiembre 2021	23	Bajo Martín	50-54	Mujeres	8
Septiembre 2021	23	Bajo Martín	55-59	Hombres	9
Septiembre 2021	23	Bajo Martín	55-59	Mujeres	16
Septiembre 2021	23	Bajo Martín	60-64	Hombres	19
Septiembre 2021	23	Bajo Martín	60-64	Mujeres	23
Septiembre 2021	24	Campo de Daroca	20-24	Mujeres	1
