Año	Nº Accidentes	Grupo	Descripción Ocupación	Sexo	Comarca Código	Comarca Nombre
2009,0	2	NC	No consta	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2009,0	8	NC	No consta	Hombres	20	Comunidad de Calatayud
2009,0	3	NC	No consta	Mujeres	20	Comunidad de Calatayud
2009,0	1	NC	No consta	Mujeres	24	Campo de Daroca
2009,0	1	NC	No consta	Hombres	28	Bajo Aragón
2009,0	3	NC	No consta	Hombres	29	Comunidad de Teruel
2009,0	1	NC	No consta	Mujeres	29	Comunidad de Teruel
2009,0	1	NC	No consta	Hombres	31	Sierra de Albarracín
2008,0	3	0	Fuerzas armadas	Hombres	01	La Jacetania
2008,0	1	0	Fuerzas armadas	Hombres	05	Cinco Villas
2008,0	1	0	Fuerzas armadas	Hombres	06	Hoya de Huesca / Plana de Uesca
2008,0	1	0	Fuerzas armadas	Hombres	08	Cinca Medio
2008,0	1	0	Fuerzas armadas	Hombres	12	Tarazona y el Moncayo
2008,0	4	0	Fuerzas armadas	Mujeres	13	Campo de Borja
2008,0	2	0	Fuerzas armadas	Hombres	15	Ribera Alta del Ebro
2008,0	2	0	Fuerzas armadas	Mujeres	15	Ribera Alta del Ebro
2008,0	33	0	Fuerzas armadas	Hombres	17	D.C. Zaragoza
2008,0	12	0	Fuerzas armadas	Mujeres	17	D.C. Zaragoza
2008,0	1	0	Fuerzas armadas	Mujeres	20	Comunidad de Calatayud
2008,0	1	0	Fuerzas armadas	Hombres	29	Comunidad de Teruel
2008,0	1	1	Dirección de las empresas y de las administraciones públicas	Hombres	05	Cinco Villas
2008,0	1	1	Dirección de las empresas y de las administraciones públicas	Hombres	06	Hoya de Huesca / Plana de Uesca
2008,0	1	1	Dirección de las empresas y de las administraciones públicas	Hombres	08	Cinca Medio
2008,0	1	1	Dirección de las empresas y de las administraciones públicas	Mujeres	12	Tarazona y el Moncayo
2008,0	1	1	Dirección de las empresas y de las administraciones públicas	Hombres	14	Aranda
2008,0	1	1	Dirección de las empresas y de las administraciones públicas	Hombres	16	Valdejalón
2008,0	2	1	Dirección de las empresas y de las administraciones públicas	Mujeres	16	Valdejalón
2008,0	25	1	Dirección de las empresas y de las administraciones públicas	Hombres	17	D.C. Zaragoza
2008,0	10	1	Dirección de las empresas y de las administraciones públicas	Mujeres	17	D.C. Zaragoza
2008,0	1	1	Dirección de las empresas y de las administraciones públicas	Mujeres	20	Comunidad de Calatayud
2008,0	1	1	Dirección de las empresas y de las administraciones públicas	Hombres	21	Campo de Cariñena
2008,0	1	1	Dirección de las empresas y de las administraciones públicas	Mujeres	32	Gúdar-Javalambre
2008,0	2	1	Dirección de las empresas y de las administraciones públicas	Hombres	NC	Municipio del centro de trabajo fuera de Aragón
2008,0	4	2	Técnicos y profesionales científicos e intelectuales	Hombres	01	La Jacetania
2008,0	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	01	La Jacetania
2008,0	7	2	Técnicos y profesionales científicos e intelectuales	Hombres	02	Alto Gállego
2008,0	3	2	Técnicos y profesionales científicos e intelectuales	Mujeres	02	Alto Gállego
2008,0	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	03	Sobrarbe
2008,0	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	04	La Ribagorza
2008,0	5	2	Técnicos y profesionales científicos e intelectuales	Hombres	05	Cinco Villas
2008,0	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	05	Cinco Villas
2008,0	9	2	Técnicos y profesionales científicos e intelectuales	Hombres	06	Hoya de Huesca / Plana de Uesca
2008,0	9	2	Técnicos y profesionales científicos e intelectuales	Mujeres	06	Hoya de Huesca / Plana de Uesca
2008,0	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	07	Somontano de Barbastro
2008,0	3	2	Técnicos y profesionales científicos e intelectuales	Mujeres	07	Somontano de Barbastro
2008,0	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	09	La Litera / La Llitera
2008,0	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	10	Los Monegros
2008,0	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	11	Bajo Cinca / Baix Cinca
2008,0	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	12	Tarazona y el Moncayo
2008,0	2	2	Técnicos y profesionales científicos e intelectuales	Hombres	13	Campo de Borja
2008,0	2	2	Técnicos y profesionales científicos e intelectuales	Hombres	15	Ribera Alta del Ebro
2008,0	2	2	Técnicos y profesionales científicos e intelectuales	Hombres	16	Valdejalón
2008,0	3	2	Técnicos y profesionales científicos e intelectuales	Mujeres	16	Valdejalón
2008,0	76	2	Técnicos y profesionales científicos e intelectuales	Hombres	17	D.C. Zaragoza
2008,0	124	2	Técnicos y profesionales científicos e intelectuales	Mujeres	17	D.C. Zaragoza
2008,0	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2008,0	2	2	Técnicos y profesionales científicos e intelectuales	Hombres	20	Comunidad de Calatayud
2008,0	2	2	Técnicos y profesionales científicos e intelectuales	Mujeres	20	Comunidad de Calatayud
2008,0	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	24	Campo de Daroca
2008,0	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	25	Jiloca
2008,0	2	2	Técnicos y profesionales científicos e intelectuales	Hombres	27	Andorra-Sierra de Arcos
2008,0	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	28	Bajo Aragón
2008,0	14	2	Técnicos y profesionales científicos e intelectuales	Hombres	29	Comunidad de Teruel
2008,0	12	2	Técnicos y profesionales científicos e intelectuales	Mujeres	29	Comunidad de Teruel
2008,0	2	2	Técnicos y profesionales científicos e intelectuales	Hombres	NC	Municipio del centro de trabajo fuera de Aragón
2008,0	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón
2008,0	10	3	Técnicos y profesionales de apoyo	Hombres	01	La Jacetania
2008,0	1	3	Técnicos y profesionales de apoyo	Mujeres	01	La Jacetania
2008,0	2	3	Técnicos y profesionales de apoyo	Hombres	02	Alto Gállego
2008,0	2	3	Técnicos y profesionales de apoyo	Mujeres	02	Alto Gállego
2008,0	2	3	Técnicos y profesionales de apoyo	Hombres	03	Sobrarbe
2008,0	8	3	Técnicos y profesionales de apoyo	Hombres	04	La Ribagorza
2008,0	7	3	Técnicos y profesionales de apoyo	Mujeres	04	La Ribagorza
2008,0	5	3	Técnicos y profesionales de apoyo	Hombres	05	Cinco Villas
2008,0	2	3	Técnicos y profesionales de apoyo	Mujeres	05	Cinco Villas
2008,0	17	3	Técnicos y profesionales de apoyo	Hombres	06	Hoya de Huesca / Plana de Uesca
2008,0	14	3	Técnicos y profesionales de apoyo	Mujeres	06	Hoya de Huesca / Plana de Uesca
2008,0	5	3	Técnicos y profesionales de apoyo	Hombres	07	Somontano de Barbastro
2008,0	10	3	Técnicos y profesionales de apoyo	Mujeres	07	Somontano de Barbastro
2008,0	3	3	Técnicos y profesionales de apoyo	Hombres	08	Cinca Medio
2008,0	2	3	Técnicos y profesionales de apoyo	Mujeres	08	Cinca Medio
2008,0	1	3	Técnicos y profesionales de apoyo	Hombres	09	La Litera / La Llitera
2008,0	2	3	Técnicos y profesionales de apoyo	Mujeres	09	La Litera / La Llitera
2008,0	3	3	Técnicos y profesionales de apoyo	Hombres	11	Bajo Cinca / Baix Cinca
2008,0	3	3	Técnicos y profesionales de apoyo	Mujeres	11	Bajo Cinca / Baix Cinca
2008,0	1	3	Técnicos y profesionales de apoyo	Hombres	12	Tarazona y el Moncayo
2008,0	2	3	Técnicos y profesionales de apoyo	Mujeres	12	Tarazona y el Moncayo
2008,0	2	3	Técnicos y profesionales de apoyo	Hombres	13	Campo de Borja
2008,0	6	3	Técnicos y profesionales de apoyo	Hombres	15	Ribera Alta del Ebro
2008,0	5	3	Técnicos y profesionales de apoyo	Mujeres	15	Ribera Alta del Ebro
2008,0	2	3	Técnicos y profesionales de apoyo	Hombres	16	Valdejalón
2008,0	4	3	Técnicos y profesionales de apoyo	Mujeres	16	Valdejalón
2008,0	232	3	Técnicos y profesionales de apoyo	Hombres	17	D.C. Zaragoza
2008,0	140	3	Técnicos y profesionales de apoyo	Mujeres	17	D.C. Zaragoza
2008,0	2	3	Técnicos y profesionales de apoyo	Hombres	18	Ribera Baja del Ebro
2008,0	1	3	Técnicos y profesionales de apoyo	Mujeres	18	Ribera Baja del Ebro
2008,0	5	3	Técnicos y profesionales de apoyo	Hombres	20	Comunidad de Calatayud
2008,0	11	3	Técnicos y profesionales de apoyo	Mujeres	20	Comunidad de Calatayud
2008,0	1	3	Técnicos y profesionales de apoyo	Hombres	21	Campo de Cariñena
2008,0	2	3	Técnicos y profesionales de apoyo	Mujeres	21	Campo de Cariñena
2008,0	1	3	Técnicos y profesionales de apoyo	Mujeres	22	Campo de Belchite
2008,0	2	3	Técnicos y profesionales de apoyo	Hombres	23	Bajo Martín
2008,0	1	3	Técnicos y profesionales de apoyo	Hombres	24	Campo de Daroca
2008,0	1	3	Técnicos y profesionales de apoyo	Mujeres	24	Campo de Daroca
2008,0	1	3	Técnicos y profesionales de apoyo	Mujeres	25	Jiloca
2008,0	1	3	Técnicos y profesionales de apoyo	Mujeres	26	Cuencas Mineras
2008,0	1	3	Técnicos y profesionales de apoyo	Mujeres	27	Andorra-Sierra de Arcos
2008,0	6	3	Técnicos y profesionales de apoyo	Hombres	28	Bajo Aragón
2008,0	4	3	Técnicos y profesionales de apoyo	Mujeres	28	Bajo Aragón
2008,0	6	3	Técnicos y profesionales de apoyo	Hombres	29	Comunidad de Teruel
2008,0	8	3	Técnicos y profesionales de apoyo	Mujeres	29	Comunidad de Teruel
2008,0	1	3	Técnicos y profesionales de apoyo	Mujeres	30	Maestrazgo
2008,0	1	3	Técnicos y profesionales de apoyo	Mujeres	31	Sierra de Albarracín
2008,0	1	3	Técnicos y profesionales de apoyo	Mujeres	32	Gúdar-Javalambre
2008,0	1	3	Técnicos y profesionales de apoyo	Mujeres	33	Matarraña / Matarranya
2008,0	8	3	Técnicos y profesionales de apoyo	Hombres	NC	Municipio del centro de trabajo fuera de Aragón
2008,0	2	3	Técnicos y profesionales de apoyo	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón
2008,0	2	4	Empleados de tipo administrativo	Hombres	01	La Jacetania
2008,0	6	4	Empleados de tipo administrativo	Mujeres	01	La Jacetania
2008,0	2	4	Empleados de tipo administrativo	Hombres	02	Alto Gállego
2008,0	3	4	Empleados de tipo administrativo	Mujeres	02	Alto Gállego
2008,0	2	4	Empleados de tipo administrativo	Mujeres	03	Sobrarbe
2008,0	2	4	Empleados de tipo administrativo	Mujeres	04	La Ribagorza
2008,0	4	4	Empleados de tipo administrativo	Hombres	05	Cinco Villas
2008,0	5	4	Empleados de tipo administrativo	Mujeres	05	Cinco Villas
2008,0	5	4	Empleados de tipo administrativo	Hombres	06	Hoya de Huesca / Plana de Uesca
2008,0	17	4	Empleados de tipo administrativo	Mujeres	06	Hoya de Huesca / Plana de Uesca
2008,0	3	4	Empleados de tipo administrativo	Mujeres	07	Somontano de Barbastro
2008,0	2	4	Empleados de tipo administrativo	Hombres	08	Cinca Medio
2008,0	3	4	Empleados de tipo administrativo	Mujeres	08	Cinca Medio
2008,0	1	4	Empleados de tipo administrativo	Hombres	09	La Litera / La Llitera
2008,0	3	4	Empleados de tipo administrativo	Mujeres	09	La Litera / La Llitera
2008,0	2	4	Empleados de tipo administrativo	Hombres	10	Los Monegros
2008,0	1	4	Empleados de tipo administrativo	Mujeres	10	Los Monegros
2008,0	2	4	Empleados de tipo administrativo	Hombres	11	Bajo Cinca / Baix Cinca
2008,0	5	4	Empleados de tipo administrativo	Mujeres	11	Bajo Cinca / Baix Cinca
2008,0	2	4	Empleados de tipo administrativo	Hombres	13	Campo de Borja
2008,0	10	4	Empleados de tipo administrativo	Mujeres	13	Campo de Borja
2008,0	1	4	Empleados de tipo administrativo	Mujeres	14	Aranda
2008,0	3	4	Empleados de tipo administrativo	Hombres	15	Ribera Alta del Ebro
2008,0	6	4	Empleados de tipo administrativo	Mujeres	15	Ribera Alta del Ebro
2008,0	2	4	Empleados de tipo administrativo	Hombres	16	Valdejalón
2008,0	4	4	Empleados de tipo administrativo	Mujeres	16	Valdejalón
2008,0	116	4	Empleados de tipo administrativo	Hombres	17	D.C. Zaragoza
2008,0	235	4	Empleados de tipo administrativo	Mujeres	17	D.C. Zaragoza
2008,0	1	4	Empleados de tipo administrativo	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2008,0	1	4	Empleados de tipo administrativo	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2008,0	4	4	Empleados de tipo administrativo	Hombres	20	Comunidad de Calatayud
2008,0	3	4	Empleados de tipo administrativo	Mujeres	20	Comunidad de Calatayud
2008,0	1	4	Empleados de tipo administrativo	Hombres	21	Campo de Cariñena
2008,0	4	4	Empleados de tipo administrativo	Mujeres	21	Campo de Cariñena
2008,0	1	4	Empleados de tipo administrativo	Mujeres	22	Campo de Belchite
2008,0	1	4	Empleados de tipo administrativo	Mujeres	23	Bajo Martín
2008,0	1	4	Empleados de tipo administrativo	Mujeres	24	Campo de Daroca
2008,0	1	4	Empleados de tipo administrativo	Mujeres	25	Jiloca
2008,0	1	4	Empleados de tipo administrativo	Mujeres	26	Cuencas Mineras
2008,0	1	4	Empleados de tipo administrativo	Mujeres	27	Andorra-Sierra de Arcos
2008,0	2	4	Empleados de tipo administrativo	Hombres	28	Bajo Aragón
2008,0	4	4	Empleados de tipo administrativo	Mujeres	28	Bajo Aragón
2008,0	6	4	Empleados de tipo administrativo	Hombres	29	Comunidad de Teruel
2008,0	18	4	Empleados de tipo administrativo	Mujeres	29	Comunidad de Teruel
2008,0	1	4	Empleados de tipo administrativo	Hombres	32	Gúdar-Javalambre
2008,0	2	4	Empleados de tipo administrativo	Hombres	NC	Municipio del centro de trabajo fuera de Aragón
2008,0	2	4	Empleados de tipo administrativo	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón
2008,0	13	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	01	La Jacetania
2008,0	39	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	01	La Jacetania
2008,0	27	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	02	Alto Gállego
2008,0	22	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	02	Alto Gállego
2008,0	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	03	Sobrarbe
2008,0	9	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	03	Sobrarbe
2008,0	17	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	04	La Ribagorza
2008,0	25	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	04	La Ribagorza
2008,0	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	05	Cinco Villas
2008,0	20	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	05	Cinco Villas
2008,0	29	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	06	Hoya de Huesca / Plana de Uesca
2008,0	112	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	06	Hoya de Huesca / Plana de Uesca
2008,0	7	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	07	Somontano de Barbastro
2008,0	36	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	07	Somontano de Barbastro
2008,0	7	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	08	Cinca Medio
2008,0	34	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	08	Cinca Medio
2008,0	11	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	09	La Litera / La Llitera
2008,0	19	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	09	La Litera / La Llitera
2008,0	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	10	Los Monegros
2008,0	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	10	Los Monegros
2008,0	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	11	Bajo Cinca / Baix Cinca
2008,0	22	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	11	Bajo Cinca / Baix Cinca
2008,0	9	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	12	Tarazona y el Moncayo
2008,0	14	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	12	Tarazona y el Moncayo
2008,0	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	13	Campo de Borja
2008,0	26	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	13	Campo de Borja
2008,0	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	14	Aranda
2008,0	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	15	Ribera Alta del Ebro
2008,0	23	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	15	Ribera Alta del Ebro
2008,0	5	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	16	Valdejalón
2008,0	30	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	16	Valdejalón
2008,0	526	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	17	D.C. Zaragoza
2008,0	1298	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	17	D.C. Zaragoza
2008,0	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	18	Ribera Baja del Ebro
2008,0	6	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	18	Ribera Baja del Ebro
2008,0	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2008,0	6	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2008,0	14	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	20	Comunidad de Calatayud
2008,0	42	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	20	Comunidad de Calatayud
2008,0	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	21	Campo de Cariñena
2008,0	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	21	Campo de Cariñena
2008,0	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	22	Campo de Belchite
2008,0	6	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	23	Bajo Martín
2008,0	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	24	Campo de Daroca
2008,0	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	24	Campo de Daroca
2008,0	8	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	25	Jiloca
2008,0	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	26	Cuencas Mineras
2008,0	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	26	Cuencas Mineras
2008,0	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	27	Andorra-Sierra de Arcos
2008,0	25	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	27	Andorra-Sierra de Arcos
2008,0	6	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	28	Bajo Aragón
2008,0	19	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	28	Bajo Aragón
2008,0	21	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	29	Comunidad de Teruel
2008,0	66	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	29	Comunidad de Teruel
2008,0	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	30	Maestrazgo
2008,0	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	31	Sierra de Albarracín
2008,0	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	31	Sierra de Albarracín
2008,0	8	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	32	Gúdar-Javalambre
2008,0	7	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	32	Gúdar-Javalambre
2008,0	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	33	Matarraña / Matarranya
2008,0	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	33	Matarraña / Matarranya
2008,0	6	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	NC	Municipio del centro de trabajo fuera de Aragón
2008,0	6	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón
2008,0	13	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	01	La Jacetania
2008,0	1	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	02	Alto Gállego
2008,0	1	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	03	Sobrarbe
2008,0	1	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	04	La Ribagorza
2008,0	37	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	05	Cinco Villas
2008,0	1	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	05	Cinco Villas
2008,0	30	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	06	Hoya de Huesca / Plana de Uesca
2008,0	3	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	06	Hoya de Huesca / Plana de Uesca
2008,0	14	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	07	Somontano de Barbastro
2008,0	2	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	08	Cinca Medio
2008,0	1	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	08	Cinca Medio
2008,0	15	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	09	La Litera / La Llitera
2008,0	3	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	09	La Litera / La Llitera
2008,0	11	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	10	Los Monegros
2008,0	16	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	11	Bajo Cinca / Baix Cinca
2008,0	1	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	11	Bajo Cinca / Baix Cinca
2008,0	18	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	12	Tarazona y el Moncayo
2008,0	1	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	12	Tarazona y el Moncayo
2008,0	11	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	13	Campo de Borja
2008,0	1	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	13	Campo de Borja
2008,0	14	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	15	Ribera Alta del Ebro
2008,0	17	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	16	Valdejalón
2008,0	1	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	16	Valdejalón
2008,0	64	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	17	D.C. Zaragoza
2008,0	8	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	17	D.C. Zaragoza
2008,0	6	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	18	Ribera Baja del Ebro
2008,0	8	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2008,0	13	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	20	Comunidad de Calatayud
2008,0	1	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	20	Comunidad de Calatayud
2008,0	14	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	21	Campo de Cariñena
2008,0	2	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	21	Campo de Cariñena
2008,0	4	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	22	Campo de Belchite
2008,0	3	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	23	Bajo Martín
2008,0	3	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	24	Campo de Daroca
2008,0	2	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	24	Campo de Daroca
2008,0	10	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	25	Jiloca
2008,0	1	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	26	Cuencas Mineras
2008,0	1	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	27	Andorra-Sierra de Arcos
2008,0	9	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	28	Bajo Aragón
2008,0	2	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	28	Bajo Aragón
2008,0	10	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	29	Comunidad de Teruel
2008,0	1	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	29	Comunidad de Teruel
2008,0	3	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	30	Maestrazgo
2008,0	1	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	30	Maestrazgo
2008,0	1	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	31	Sierra de Albarracín
2008,0	6	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	32	Gúdar-Javalambre
2008,0	9	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	33	Matarraña / Matarranya
2008,0	5	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	33	Matarraña / Matarranya
2008,0	5	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	NC	Municipio del centro de trabajo fuera de Aragón
2008,0	1	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón
2008,0	85	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	01	La Jacetania
2008,0	5	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	01	La Jacetania
2008,0	82	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	02	Alto Gállego
2008,0	41	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	03	Sobrarbe
2008,0	57	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	04	La Ribagorza
2008,0	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	04	La Ribagorza
2008,0	220	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	05	Cinco Villas
