Comarca código	Comarca nombre	Año	Orden	Votos	Siglas
04	La Ribagorza	2008	5	590,0	IU
04	La Ribagorza	2008	6	212,0	UPyD
04	La Ribagorza	2008	7	174,0	LV
04	La Ribagorza	2008	8	16,0	C's
04	La Ribagorza	2008	9	0,0	PACMA
04	La Ribagorza	2008	10	27,0	PUM+J
04	La Ribagorza	2008	11	13,0	pCUA
04	La Ribagorza	2008	12	14,0	PSD-FIA
04	La Ribagorza	2008	13	8,0	TA
04	La Ribagorza	2008	14	18,0	FE de las JONS
04	La Ribagorza	2008	15	25,0	PFyV
04	La Ribagorza	2008	16	11,0	DN
04	La Ribagorza	2008	17	6,0	POSI
04	La Ribagorza	2008	18	0,0	AuN
04	La Ribagorza	2008	19	0,0	FRENTE
04	La Ribagorza	2008	20	2,0	AES
04	La Ribagorza	2008	21	0,0	FA
04	La Ribagorza	2008	22	14,0	PH
04	La Ribagorza	2008	23	0,0	MCE
04	La Ribagorza	2008	24	3,0	CTC
04	La Ribagorza	2008	25	0,0	PCPE
05	Cinco Villas	2008	1	29017,0	PSOE
05	Cinco Villas	2008	2	17754,0	PP
05	Cinco Villas	2008	3	3910,0	PAR
05	Cinco Villas	2008	4	1809,0	CHA
05	Cinco Villas	2008	5	1630,0	IU
05	Cinco Villas	2008	6	271,0	UPyD
05	Cinco Villas	2008	7	97,0	LV
05	Cinco Villas	2008	8	80,0	C's
05	Cinco Villas	2008	9	0,0	PACMA
05	Cinco Villas	2008	10	29,0	PUM+J
05	Cinco Villas	2008	11	12,0	pCUA
05	Cinco Villas	2008	12	43,0	PSD-FIA
05	Cinco Villas	2008	13	12,0	TA
05	Cinco Villas	2008	14	15,0	FE de las JONS
05	Cinco Villas	2008	15	9,0	PFyV
05	Cinco Villas	2008	16	8,0	DN
05	Cinco Villas	2008	17	7,0	POSI
05	Cinco Villas	2008	18	4,0	AuN
05	Cinco Villas	2008	19	10,0	FRENTE
05	Cinco Villas	2008	20	10,0	AES
05	Cinco Villas	2008	21	12,0	FA
05	Cinco Villas	2008	22	5,0	PH
05	Cinco Villas	2008	23	4,0	MCE
05	Cinco Villas	2008	24	6,0	CTC
05	Cinco Villas	2008	25	0,0	PCPE
06	Hoya de Huesca / Plana de Uesca	2008	1	48306,0	PSOE
06	Hoya de Huesca / Plana de Uesca	2008	2	41231,0	PP
06	Hoya de Huesca / Plana de Uesca	2008	3	6074,0	PAR
06	Hoya de Huesca / Plana de Uesca	2008	4	4509,0	CHA
06	Hoya de Huesca / Plana de Uesca	2008	5	3820,0	IU
06	Hoya de Huesca / Plana de Uesca	2008	6	2497,0	UPyD
06	Hoya de Huesca / Plana de Uesca	2008	7	1366,0	LV
06	Hoya de Huesca / Plana de Uesca	2008	8	108,0	C's
06	Hoya de Huesca / Plana de Uesca	2008	9	0,0	PACMA
06	Hoya de Huesca / Plana de Uesca	2008	10	112,0	PUM+J
06	Hoya de Huesca / Plana de Uesca	2008	11	74,0	pCUA
06	Hoya de Huesca / Plana de Uesca	2008	12	76,0	PSD-FIA
06	Hoya de Huesca / Plana de Uesca	2008	13	41,0	TA
06	Hoya de Huesca / Plana de Uesca	2008	14	65,0	FE de las JONS
06	Hoya de Huesca / Plana de Uesca	2008	15	78,0	PFyV
06	Hoya de Huesca / Plana de Uesca	2008	16	60,0	DN
06	Hoya de Huesca / Plana de Uesca	2008	17	33,0	POSI
06	Hoya de Huesca / Plana de Uesca	2008	18	0,0	AuN
06	Hoya de Huesca / Plana de Uesca	2008	19	0,0	FRENTE
06	Hoya de Huesca / Plana de Uesca	2008	20	21,0	AES
06	Hoya de Huesca / Plana de Uesca	2008	21	0,0	FA
06	Hoya de Huesca / Plana de Uesca	2008	22	17,0	PH
06	Hoya de Huesca / Plana de Uesca	2008	23	1,0	MCE
06	Hoya de Huesca / Plana de Uesca	2008	24	15,0	CTC
06	Hoya de Huesca / Plana de Uesca	2008	25	0,0	PCPE
07	Somontano de Barbastro	2008	1	19609,0	PSOE
07	Somontano de Barbastro	2008	2	16275,0	PP
07	Somontano de Barbastro	2008	3	2008,0	PAR
07	Somontano de Barbastro	2008	4	1697,0	CHA
07	Somontano de Barbastro	2008	5	736,0	IU
07	Somontano de Barbastro	2008	6	475,0	UPyD
07	Somontano de Barbastro	2008	7	240,0	LV
07	Somontano de Barbastro	2008	8	31,0	C's
07	Somontano de Barbastro	2008	9	0,0	PACMA
07	Somontano de Barbastro	2008	10	34,0	PUM+J
07	Somontano de Barbastro	2008	11	17,0	pCUA
07	Somontano de Barbastro	2008	12	18,0	PSD-FIA
07	Somontano de Barbastro	2008	13	16,0	TA
07	Somontano de Barbastro	2008	14	43,0	FE de las JONS
07	Somontano de Barbastro	2008	15	34,0	PFyV
07	Somontano de Barbastro	2008	16	33,0	DN
07	Somontano de Barbastro	2008	17	7,0	POSI
07	Somontano de Barbastro	2008	18	0,0	AuN
07	Somontano de Barbastro	2008	19	0,0	FRENTE
07	Somontano de Barbastro	2008	20	8,0	AES
07	Somontano de Barbastro	2008	21	0,0	FA
07	Somontano de Barbastro	2008	22	7,0	PH
07	Somontano de Barbastro	2008	23	0,0	MCE
07	Somontano de Barbastro	2008	24	5,0	CTC
07	Somontano de Barbastro	2008	25	0,0	PCPE
08	Cinca Medio	2008	1	18410,0	PSOE
08	Cinca Medio	2008	2	13716,0	PP
08	Cinca Medio	2008	3	2130,0	PAR
08	Cinca Medio	2008	4	1290,0	CHA
08	Cinca Medio	2008	5	1121,0	IU
08	Cinca Medio	2008	6	346,0	UPyD
08	Cinca Medio	2008	7	187,0	LV
08	Cinca Medio	2008	8	24,0	C's
08	Cinca Medio	2008	9	0,0	PACMA
08	Cinca Medio	2008	10	21,0	PUM+J
08	Cinca Medio	2008	11	30,0	pCUA
08	Cinca Medio	2008	12	27,0	PSD-FIA
08	Cinca Medio	2008	13	19,0	TA
08	Cinca Medio	2008	14	30,0	FE de las JONS
08	Cinca Medio	2008	15	33,0	PFyV
08	Cinca Medio	2008	16	50,0	DN
08	Cinca Medio	2008	17	8,0	POSI
08	Cinca Medio	2008	18	0,0	AuN
08	Cinca Medio	2008	19	0,0	FRENTE
08	Cinca Medio	2008	20	2,0	AES
08	Cinca Medio	2008	21	0,0	FA
08	Cinca Medio	2008	22	7,0	PH
08	Cinca Medio	2008	23	0,0	MCE
08	Cinca Medio	2008	24	4,0	CTC
08	Cinca Medio	2008	25	0,0	PCPE
09	La Litera / La Llitera	2008	1	15015,0	PSOE
09	La Litera / La Llitera	2008	2	11659,0	PP
09	La Litera / La Llitera	2008	3	1912,0	PAR
09	La Litera / La Llitera	2008	4	1012,0	CHA
09	La Litera / La Llitera	2008	5	453,0	IU
09	La Litera / La Llitera	2008	6	186,0	UPyD
09	La Litera / La Llitera	2008	7	190,0	LV
09	La Litera / La Llitera	2008	8	17,0	C's
09	La Litera / La Llitera	2008	9	0,0	PACMA
09	La Litera / La Llitera	2008	10	13,0	PUM+J
09	La Litera / La Llitera	2008	11	9,0	pCUA
09	La Litera / La Llitera	2008	12	20,0	PSD-FIA
09	La Litera / La Llitera	2008	13	9,0	TA
09	La Litera / La Llitera	2008	14	15,0	FE de las JONS
09	La Litera / La Llitera	2008	15	32,0	PFyV
09	La Litera / La Llitera	2008	16	5,0	DN
09	La Litera / La Llitera	2008	17	5,0	POSI
09	La Litera / La Llitera	2008	18	0,0	AuN
09	La Litera / La Llitera	2008	19	0,0	FRENTE
09	La Litera / La Llitera	2008	20	6,0	AES
09	La Litera / La Llitera	2008	21	0,0	FA
09	La Litera / La Llitera	2008	22	8,0	PH
09	La Litera / La Llitera	2008	23	0,0	MCE
09	La Litera / La Llitera	2008	24	5,0	CTC
09	La Litera / La Llitera	2008	25	0,0	PCPE
10	Los Monegros	2008	1	19092,0	PSOE
10	Los Monegros	2008	2	14004,0	PP
10	Los Monegros	2008	3	4529,0	PAR
10	Los Monegros	2008	4	997,0	CHA
10	Los Monegros	2008	5	636,0	IU
10	Los Monegros	2008	6	206,0	UPyD
10	Los Monegros	2008	7	89,0	LV
10	Los Monegros	2008	8	17,0	C's
10	Los Monegros	2008	9	0,0	PACMA
10	Los Monegros	2008	10	26,0	PUM+J
10	Los Monegros	2008	11	14,0	pCUA
10	Los Monegros	2008	12	64,0	PSD-FIA
10	Los Monegros	2008	13	7,0	TA
10	Los Monegros	2008	14	19,0	FE de las JONS
10	Los Monegros	2008	15	20,0	PFyV
10	Los Monegros	2008	16	8,0	DN
10	Los Monegros	2008	17	4,0	POSI
10	Los Monegros	2008	18	0,0	AuN
10	Los Monegros	2008	19	1,0	FRENTE
10	Los Monegros	2008	20	2,0	AES
10	Los Monegros	2008	21	1,0	FA
10	Los Monegros	2008	22	3,0	PH
10	Los Monegros	2008	23	0,0	MCE
10	Los Monegros	2008	24	1,0	CTC
10	Los Monegros	2008	25	0,0	PCPE
11	Bajo Cinca / Baix Cinca	2008	1	18326,0	PSOE
11	Bajo Cinca / Baix Cinca	2008	2	15517,0	PP
11	Bajo Cinca / Baix Cinca	2008	3	2029,0	PAR
11	Bajo Cinca / Baix Cinca	2008	4	478,0	CHA
11	Bajo Cinca / Baix Cinca	2008	5	706,0	IU
11	Bajo Cinca / Baix Cinca	2008	6	103,0	UPyD
11	Bajo Cinca / Baix Cinca	2008	7	166,0	LV
11	Bajo Cinca / Baix Cinca	2008	8	29,0	C's
11	Bajo Cinca / Baix Cinca	2008	9	0,0	PACMA
11	Bajo Cinca / Baix Cinca	2008	10	12,0	PUM+J
11	Bajo Cinca / Baix Cinca	2008	11	12,0	pCUA
11	Bajo Cinca / Baix Cinca	2008	12	5,0	PSD-FIA
11	Bajo Cinca / Baix Cinca	2008	13	1,0	TA
11	Bajo Cinca / Baix Cinca	2008	14	21,0	FE de las JONS
11	Bajo Cinca / Baix Cinca	2008	15	32,0	PFyV
11	Bajo Cinca / Baix Cinca	2008	16	6,0	DN
11	Bajo Cinca / Baix Cinca	2008	17	192,0	POSI
11	Bajo Cinca / Baix Cinca	2008	18	0,0	AuN
11	Bajo Cinca / Baix Cinca	2008	19	1,0	FRENTE
11	Bajo Cinca / Baix Cinca	2008	20	22,0	AES
11	Bajo Cinca / Baix Cinca	2008	21	2,0	FA
11	Bajo Cinca / Baix Cinca	2008	22	6,0	PH
11	Bajo Cinca / Baix Cinca	2008	23	2,0	MCE
11	Bajo Cinca / Baix Cinca	2008	24	1,0	CTC
11	Bajo Cinca / Baix Cinca	2008	25	0,0	PCPE
12	Tarazona y el Moncayo	2008	1	11392,0	PSOE
12	Tarazona y el Moncayo	2008	2	9688,0	PP
12	Tarazona y el Moncayo	2008	3	1408,0	PAR
12	Tarazona y el Moncayo	2008	4	1526,0	CHA
12	Tarazona y el Moncayo	2008	5	596,0	IU
12	Tarazona y el Moncayo	2008	6	126,0	UPyD
12	Tarazona y el Moncayo	2008	7	97,0	LV
12	Tarazona y el Moncayo	2008	8	24,0	C's
12	Tarazona y el Moncayo	2008	9	0,0	PACMA
12	Tarazona y el Moncayo	2008	10	26,0	PUM+J
12	Tarazona y el Moncayo	2008	11	11,0	pCUA
12	Tarazona y el Moncayo	2008	12	15,0	PSD-FIA
12	Tarazona y el Moncayo	2008	13	9,0	TA
12	Tarazona y el Moncayo	2008	14	6,0	FE de las JONS
12	Tarazona y el Moncayo	2008	15	6,0	PFyV
12	Tarazona y el Moncayo	2008	16	3,0	DN
12	Tarazona y el Moncayo	2008	17	6,0	POSI
12	Tarazona y el Moncayo	2008	18	1,0	AuN
12	Tarazona y el Moncayo	2008	19	5,0	FRENTE
12	Tarazona y el Moncayo	2008	20	6,0	AES
12	Tarazona y el Moncayo	2008	21	5,0	FA
12	Tarazona y el Moncayo	2008	22	6,0	PH
12	Tarazona y el Moncayo	2008	23	3,0	MCE
12	Tarazona y el Moncayo	2008	24	4,0	CTC
12	Tarazona y el Moncayo	2008	25	0,0	PCPE
13	Campo de Borja	2008	1	13605,0	PSOE
13	Campo de Borja	2008	2	8411,0	PP
13	Campo de Borja	2008	3	2094,0	PAR
13	Campo de Borja	2008	4	1054,0	CHA
13	Campo de Borja	2008	5	296,0	IU
13	Campo de Borja	2008	6	95,0	UPyD
13	Campo de Borja	2008	7	72,0	LV
13	Campo de Borja	2008	8	10,0	C's
13	Campo de Borja	2008	9	0,0	PACMA
13	Campo de Borja	2008	10	15,0	PUM+J
13	Campo de Borja	2008	11	6,0	pCUA
13	Campo de Borja	2008	12	25,0	PSD-FIA
13	Campo de Borja	2008	13	3,0	TA
13	Campo de Borja	2008	14	13,0	FE de las JONS
13	Campo de Borja	2008	15	7,0	PFyV
13	Campo de Borja	2008	16	6,0	DN
13	Campo de Borja	2008	17	1,0	POSI
13	Campo de Borja	2008	18	2,0	AuN
13	Campo de Borja	2008	19	4,0	FRENTE
13	Campo de Borja	2008	20	4,0	AES
13	Campo de Borja	2008	21	3,0	FA
13	Campo de Borja	2008	22	2,0	PH
13	Campo de Borja	2008	23	1,0	MCE
13	Campo de Borja	2008	24	4,0	CTC
13	Campo de Borja	2008	25	0,0	PCPE
14	Aranda	2008	1	5922,0	PSOE
14	Aranda	2008	2	5193,0	PP
14	Aranda	2008	3	1381,0	PAR
14	Aranda	2008	4	616,0	CHA
14	Aranda	2008	5	150,0	IU
14	Aranda	2008	6	46,0	UPyD
14	Aranda	2008	7	28,0	LV
14	Aranda	2008	8	6,0	C's
14	Aranda	2008	9	0,0	PACMA
14	Aranda	2008	10	8,0	PUM+J
14	Aranda	2008	11	1,0	pCUA
14	Aranda	2008	12	7,0	PSD-FIA
14	Aranda	2008	13	2,0	TA
14	Aranda	2008	14	1,0	FE de las JONS
14	Aranda	2008	15	2,0	PFyV
14	Aranda	2008	16	3,0	DN
14	Aranda	2008	17	2,0	POSI
14	Aranda	2008	18	0,0	AuN
14	Aranda	2008	19	1,0	FRENTE
14	Aranda	2008	20	0,0	AES
14	Aranda	2008	21	1,0	FA
14	Aranda	2008	22	0,0	PH
14	Aranda	2008	23	1,0	MCE
14	Aranda	2008	24	0,0	CTC
14	Aranda	2008	25	0,0	PCPE
15	Ribera Alta del Ebro	2008	1	22573,0	PSOE
15	Ribera Alta del Ebro	2008	2	12487,0	PP
15	Ribera Alta del Ebro	2008	3	3355,0	PAR
15	Ribera Alta del Ebro	2008	4	3047,0	CHA
15	Ribera Alta del Ebro	2008	5	1133,0	IU
15	Ribera Alta del Ebro	2008	6	165,0	UPyD
15	Ribera Alta del Ebro	2008	7	82,0	LV
15	Ribera Alta del Ebro	2008	8	29,0	C's
15	Ribera Alta del Ebro	2008	9	0,0	PACMA
15	Ribera Alta del Ebro	2008	10	17,0	PUM+J
15	Ribera Alta del Ebro	2008	11	8,0	pCUA
15	Ribera Alta del Ebro	2008	12	16,0	PSD-FIA
15	Ribera Alta del Ebro	2008	13	1,0	TA
15	Ribera Alta del Ebro	2008	14	12,0	FE de las JONS
15	Ribera Alta del Ebro	2008	15	7,0	PFyV
15	Ribera Alta del Ebro	2008	16	9,0	DN
15	Ribera Alta del Ebro	2008	17	3,0	POSI
15	Ribera Alta del Ebro	2008	18	3,0	AuN
15	Ribera Alta del Ebro	2008	19	9,0	FRENTE
15	Ribera Alta del Ebro	2008	20	1,0	AES
15	Ribera Alta del Ebro	2008	21	14,0	FA
15	Ribera Alta del Ebro	2008	22	8,0	PH
15	Ribera Alta del Ebro	2008	23	2,0	MCE
15	Ribera Alta del Ebro	2008	24	2,0	CTC
15	Ribera Alta del Ebro	2008	25	0,0	PCPE
16	Valdejalón	2008	1	18994,0	PSOE
16	Valdejalón	2008	2	17050,0	PP
16	Valdejalón	2008	3	3298,0	PAR
16	Valdejalón	2008	4	2345,0	CHA
16	Valdejalón	2008	5	678,0	IU
16	Valdejalón	2008	6	199,0	UPyD
16	Valdejalón	2008	7	146,0	LV
16	Valdejalón	2008	8	42,0	C's
16	Valdejalón	2008	9	0,0	PACMA
16	Valdejalón	2008	10	16,0	PUM+J
16	Valdejalón	2008	11	15,0	pCUA
16	Valdejalón	2008	12	56,0	PSD-FIA
16	Valdejalón	2008	13	16,0	TA
16	Valdejalón	2008	14	11,0	FE de las JONS
16	Valdejalón	2008	15	7,0	PFyV
16	Valdejalón	2008	16	4,0	DN
16	Valdejalón	2008	17	6,0	POSI
16	Valdejalón	2008	18	28,0	AuN
16	Valdejalón	2008	19	10,0	FRENTE
16	Valdejalón	2008	20	8,0	AES
16	Valdejalón	2008	21	12,0	FA
16	Valdejalón	2008	22	3,0	PH
16	Valdejalón	2008	23	1,0	MCE
16	Valdejalón	2008	24	8,0	CTC
16	Valdejalón	2008	25	0,0	PCPE
17	D.C. Zaragoza	2008	1	528447,0	PSOE
17	D.C. Zaragoza	2008	2	425634,0	PP
17	D.C. Zaragoza	2008	3	54479,0	PAR
17	D.C. Zaragoza	2008	4	67817,0	CHA
17	D.C. Zaragoza	2008	5	36964,0	IU
17	D.C. Zaragoza	2008	6	16577,0	UPyD
17	D.C. Zaragoza	2008	7	6212,0	LV
17	D.C. Zaragoza	2008	8	2432,0	C's
17	D.C. Zaragoza	2008	9	0,0	PACMA
17	D.C. Zaragoza	2008	10	975,0	PUM+J
17	D.C. Zaragoza	2008	11	1150,0	pCUA
17	D.C. Zaragoza	2008	12	600,0	PSD-FIA
17	D.C. Zaragoza	2008	13	683,0	TA
17	D.C. Zaragoza	2008	14	377,0	FE de las JONS
17	D.C. Zaragoza	2008	15	364,0	PFyV
17	D.C. Zaragoza	2008	16	364,0	DN
17	D.C. Zaragoza	2008	17	229,0	POSI
17	D.C. Zaragoza	2008	18	155,0	AuN
17	D.C. Zaragoza	2008	19	453,0	FRENTE
17	D.C. Zaragoza	2008	20	227,0	AES
17	D.C. Zaragoza	2008	21	264,0	FA
17	D.C. Zaragoza	2008	22	201,0	PH
17	D.C. Zaragoza	2008	23	195,0	MCE
17	D.C. Zaragoza	2008	24	89,0	CTC
17	D.C. Zaragoza	2008	25	0,0	PCPE
18	Ribera Baja del Ebro	2008	1	8981,0	PSOE
18	Ribera Baja del Ebro	2008	2	4509,0	PP
18	Ribera Baja del Ebro	2008	3	1416,0	PAR
18	Ribera Baja del Ebro	2008	4	862,0	CHA
18	Ribera Baja del Ebro	2008	5	131,0	IU
18	Ribera Baja del Ebro	2008	6	85,0	UPyD
18	Ribera Baja del Ebro	2008	7	40,0	LV
18	Ribera Baja del Ebro	2008	8	5,0	C's
18	Ribera Baja del Ebro	2008	9	0,0	PACMA
18	Ribera Baja del Ebro	2008	10	6,0	PUM+J
18	Ribera Baja del Ebro	2008	11	6,0	pCUA
18	Ribera Baja del Ebro	2008	12	11,0	PSD-FIA
18	Ribera Baja del Ebro	2008	13	3,0	TA
18	Ribera Baja del Ebro	2008	14	6,0	FE de las JONS
18	Ribera Baja del Ebro	2008	15	2,0	PFyV
18	Ribera Baja del Ebro	2008	16	1,0	DN
18	Ribera Baja del Ebro	2008	17	2,0	POSI
18	Ribera Baja del Ebro	2008	18	0,0	AuN
18	Ribera Baja del Ebro	2008	19	2,0	FRENTE
18	Ribera Baja del Ebro	2008	20	9,0	AES
18	Ribera Baja del Ebro	2008	21	0,0	FA
18	Ribera Baja del Ebro	2008	22	4,0	PH
18	Ribera Baja del Ebro	2008	23	2,0	MCE
18	Ribera Baja del Ebro	2008	24	1,0	CTC
18	Ribera Baja del Ebro	2008	25	0,0	PCPE
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	1	11438,0	PSOE
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	2	7656,0	PP
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	3	2227,0	PAR
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	4	919,0	CHA
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	5	315,0	IU
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	6	111,0	UPyD
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	7	81,0	LV
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	8	7,0	C's
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	9	0,0	PACMA
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	10	8,0	PUM+J
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	11	5,0	pCUA
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	12	7,0	PSD-FIA
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	13	5,0	TA
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	14	13,0	FE de las JONS
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	15	7,0	PFyV
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	16	2,0	DN
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	17	1,0	POSI
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	18	7,0	AuN
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	19	7,0	FRENTE
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	20	3,0	AES
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	21	4,0	FA
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	22	3,0	PH
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	23	2,0	MCE
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	24	3,0	CTC
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	25	0,0	PCPE
20	Comunidad de Calatayud	2008	1	31156,0	PSOE
20	Comunidad de Calatayud	2008	2	25911,0	PP
20	Comunidad de Calatayud	2008	3	6773,0	PAR
20	Comunidad de Calatayud	2008	4	2702,0	CHA
20	Comunidad de Calatayud	2008	5	807,0	IU
20	Comunidad de Calatayud	2008	6	256,0	UPyD
20	Comunidad de Calatayud	2008	7	174,0	LV
20	Comunidad de Calatayud	2008	8	25,0	C's
20	Comunidad de Calatayud	2008	9	0,0	PACMA
20	Comunidad de Calatayud	2008	10	53,0	PUM+J
20	Comunidad de Calatayud	2008	11	36,0	pCUA
20	Comunidad de Calatayud	2008	12	29,0	PSD-FIA
20	Comunidad de Calatayud	2008	13	24,0	TA
20	Comunidad de Calatayud	2008	14	18,0	FE de las JONS
20	Comunidad de Calatayud	2008	15	21,0	PFyV
20	Comunidad de Calatayud	2008	16	15,0	DN
20	Comunidad de Calatayud	2008	17	10,0	POSI
20	Comunidad de Calatayud	2008	18	10,0	AuN
20	Comunidad de Calatayud	2008	19	8,0	FRENTE
20	Comunidad de Calatayud	2008	20	21,0	AES
20	Comunidad de Calatayud	2008	21	10,0	FA
20	Comunidad de Calatayud	2008	22	2,0	PH
20	Comunidad de Calatayud	2008	23	9,0	MCE
20	Comunidad de Calatayud	2008	24	12,0	CTC
20	Comunidad de Calatayud	2008	25	0,0	PCPE
21	Campo de Cariñena	2008	1	8459,0	PSOE
21	Campo de Cariñena	2008	2	6569,0	PP
21	Campo de Cariñena	2008	3	1201,0	PAR
21	Campo de Cariñena	2008	4	1256,0	CHA
21	Campo de Cariñena	2008	5	220,0	IU
21	Campo de Cariñena	2008	6	62,0	UPyD
21	Campo de Cariñena	2008	7	33,0	LV
21	Campo de Cariñena	2008	8	9,0	C's
21	Campo de Cariñena	2008	9	0,0	PACMA
21	Campo de Cariñena	2008	10	4,0	PUM+J
21	Campo de Cariñena	2008	11	2,0	pCUA
21	Campo de Cariñena	2008	12	10,0	PSD-FIA
21	Campo de Cariñena	2008	13	2,0	TA
21	Campo de Cariñena	2008	14	7,0	FE de las JONS
21	Campo de Cariñena	2008	15	0,0	PFyV
21	Campo de Cariñena	2008	16	3,0	DN
21	Campo de Cariñena	2008	17	2,0	POSI
21	Campo de Cariñena	2008	18	0,0	AuN
21	Campo de Cariñena	2008	19	12,0	FRENTE
21	Campo de Cariñena	2008	20	1,0	AES
21	Campo de Cariñena	2008	21	6,0	FA
21	Campo de Cariñena	2008	22	0,0	PH
21	Campo de Cariñena	2008	23	2,0	MCE
21	Campo de Cariñena	2008	24	1,0	CTC
21	Campo de Cariñena	2008	25	0,0	PCPE
22	Campo de Belchite	2008	1	4507,0	PSOE
