Año	Municipio código	Municipio nombre	División (2 dígitos) código	División (2 dígitos) descripción	Número de actividades
2018	44216	Teruel	14	Confección de prendas de vestir	6
2018	44216	Teruel	15	Industria del cuero y del calzado	1
2018	44216	Teruel	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	19
2018	44216	Teruel	18	Artes gráficas y reproducción de soportes grabados	33
2018	44216	Teruel	20	Industria química	7
2018	44216	Teruel	22	Fabricación de productos de caucho y plásticos	3
2018	44216	Teruel	23	Fabricación de otros productos minerales no metálicos	26
2018	44216	Teruel	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2
2018	44216	Teruel	25	Fabricación de productos metálicos, excepto maquinaria y equipo	54
2018	44216	Teruel	27	Fabricación de material y equipo eléctrico	2
2018	44216	Teruel	28	Fabricación de maquinaria y equipo n.c.o.p.	7
2018	44216	Teruel	29	Fabricación de vehículos de motor, remolques y semirremolques	3
2018	44216	Teruel	30	Fabricación de otro material de transporte	4
2018	44216	Teruel	31	Fabricación de muebles	24
2018	44216	Teruel	32	Otras industrias manufactureras	9
2018	44216	Teruel	33	Reparación e instalación de maquinaria y equipo	11
2018	44216	Teruel	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	50
2018	44216	Teruel	36	Captación, depuración y distribución de agua	2
2018	44216	Teruel	37	Recogida y tratamiento de aguas residuales	7
2018	44216	Teruel	38	Recogida, tratamiento y eliminación de residuos; valorización	16
2018	44216	Teruel	39	Actividades de descontaminación y otros servicios de gestión de residuos	7
2018	44216	Teruel	41	Construcción de edificios	312
2018	44216	Teruel	42	Ingeniería civil	55
2018	44216	Teruel	43	Actividades de construcción especializada	402
2018	44216	Teruel	45	Venta y reparación de vehículos de motor y motocicletas	195
2018	44216	Teruel	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	257
2018	44216	Teruel	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	1089
2018	44216	Teruel	49	Transporte terrestre y por tubería	275
2018	44216	Teruel	52	Almacenamiento y actividades anexas al transporte	32
2018	44216	Teruel	53	Actividades postales y de correos	18
2018	44216	Teruel	55	Servicios de alojamiento	58
2018	44216	Teruel	56	Servicios de comidas y bebidas	386
2018	44216	Teruel	58	Edición	13
2018	44216	Teruel	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	12
2018	44216	Teruel	60	Actividades de programación y emisión de radio y televisión	10
2018	44216	Teruel	61	Telecomunicaciones	7
2018	44216	Teruel	62	Programación, consultoría y otras actividades relacionadas con la informática	48
2018	44216	Teruel	63	Servicios de información	9
2018	44216	Teruel	64	Servicios financieros, excepto seguros y fondos de pensiones	21
2018	44216	Teruel	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	13
2018	44216	Teruel	66	Actividades auxiliares a los servicios financieros y a los seguros	140
2018	44216	Teruel	68	Actividades inmobiliarias	561
2018	44216	Teruel	69	Actividades jurídicas y de contabilidad	217
2018	44216	Teruel	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	245
2018	44216	Teruel	72	Investigación y desarrollo	48
2018	44216	Teruel	73	Publicidad y estudios de mercado	47
2018	44216	Teruel	74	Otras actividades profesionales, científicas y técnicas	76
2018	44216	Teruel	75	Actividades veterinarias	36
2018	44216	Teruel	77	Actividades de alquiler	56
2018	44216	Teruel	78	Actividades relacionadas con el empleo	19
2018	44216	Teruel	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	14
2018	44216	Teruel	80	Actividades de seguridad e investigación	17
2018	44216	Teruel	81	Servicios a edificios y actividades de jardinería	50
2018	44216	Teruel	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	127
2018	44216	Teruel	85	Educación	377
2018	44216	Teruel	86	Actividades sanitarias	234
2018	44216	Teruel	87	Asistencia en establecimientos residenciales	10
2018	44216	Teruel	88	Actividades de servicios sociales sin alojamiento	19
2018	44216	Teruel	90	Actividades de creación, artísticas y espectáculos	90
2018	44216	Teruel	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	16
2018	44216	Teruel	92	Actividades de juegos de azar y apuestas	17
2018	44216	Teruel	93	Actividades deportivas, recreativas y de entretenimiento	63
2018	44216	Teruel	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	58
2018	44216	Teruel	96	Otros servicios personales	202
2018	50067	Calatayud	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	39
2018	50067	Calatayud	02	Silvicultura y explotación forestal	1
2018	50067	Calatayud	08	Otras industrias extractivas	4
2018	50067	Calatayud	10	Industria de la alimentación	27
2018	50067	Calatayud	11	Fabricación de bebidas	8
2018	50067	Calatayud	13	Industria textil	9
2018	50067	Calatayud	14	Confección de prendas de vestir	6
2018	50067	Calatayud	15	Industria del cuero y del calzado	4
2018	50067	Calatayud	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	11
2018	50067	Calatayud	17	Industria del papel	5
2018	50067	Calatayud	18	Artes gráficas y reproducción de soportes grabados	10
2018	50067	Calatayud	20	Industria química	5
2018	50067	Calatayud	21	Fabricación de productos farmacéuticos	1
2018	50067	Calatayud	22	Fabricación de productos de caucho y plásticos	5
2018	50067	Calatayud	23	Fabricación de otros productos minerales no metálicos	6
2018	50067	Calatayud	25	Fabricación de productos metálicos, excepto maquinaria y equipo	26
2018	50067	Calatayud	27	Fabricación de material y equipo eléctrico	2
2018	50067	Calatayud	28	Fabricación de maquinaria y equipo n.c.o.p.	6
2018	50067	Calatayud	29	Fabricación de vehículos de motor, remolques y semirremolques	5
2018	50067	Calatayud	30	Fabricación de otro material de transporte	3
2018	50067	Calatayud	31	Fabricación de muebles	3
2018	50067	Calatayud	32	Otras industrias manufactureras	6
2018	50067	Calatayud	33	Reparación e instalación de maquinaria y equipo	7
2018	50067	Calatayud	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	21
2018	50067	Calatayud	37	Recogida y tratamiento de aguas residuales	2
2018	50067	Calatayud	38	Recogida, tratamiento y eliminación de residuos; valorización	7
2018	50067	Calatayud	39	Actividades de descontaminación y otros servicios de gestión de residuos	2
2018	50067	Calatayud	41	Construcción de edificios	166
2018	50067	Calatayud	42	Ingeniería civil	19
2018	50067	Calatayud	43	Actividades de construcción especializada	215
2018	50067	Calatayud	45	Venta y reparación de vehículos de motor y motocicletas	109
2018	50067	Calatayud	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	183
2018	50067	Calatayud	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	560
2018	50067	Calatayud	49	Transporte terrestre y por tubería	96
2018	50067	Calatayud	52	Almacenamiento y actividades anexas al transporte	26
2018	50067	Calatayud	53	Actividades postales y de correos	2
2018	50067	Calatayud	55	Servicios de alojamiento	18
2018	50067	Calatayud	56	Servicios de comidas y bebidas	219
2018	50067	Calatayud	58	Edición	2
2018	50067	Calatayud	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	2
2018	50067	Calatayud	60	Actividades de programación y emisión de radio y televisión	7
2018	50067	Calatayud	62	Programación, consultoría y otras actividades relacionadas con la informática	7
2018	50067	Calatayud	64	Servicios financieros, excepto seguros y fondos de pensiones	9
2018	50067	Calatayud	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	2
2018	50067	Calatayud	66	Actividades auxiliares a los servicios financieros y a los seguros	68
2018	50067	Calatayud	68	Actividades inmobiliarias	411
2018	50067	Calatayud	69	Actividades jurídicas y de contabilidad	95
2018	50067	Calatayud	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	49
2018	50067	Calatayud	72	Investigación y desarrollo	10
2018	50067	Calatayud	73	Publicidad y estudios de mercado	25
2018	50067	Calatayud	74	Otras actividades profesionales, científicas y técnicas	30
2018	50067	Calatayud	75	Actividades veterinarias	7
2018	50067	Calatayud	77	Actividades de alquiler	33
2018	50067	Calatayud	78	Actividades relacionadas con el empleo	6
2018	50067	Calatayud	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	9
2018	50067	Calatayud	80	Actividades de seguridad e investigación	1
2018	50067	Calatayud	81	Servicios a edificios y actividades de jardinería	18
2018	50067	Calatayud	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	46
2018	50067	Calatayud	85	Educación	112
2018	50067	Calatayud	86	Actividades sanitarias	76
2018	50067	Calatayud	87	Asistencia en establecimientos residenciales	8
2018	50067	Calatayud	88	Actividades de servicios sociales sin alojamiento	11
2018	50067	Calatayud	90	Actividades de creación, artísticas y espectáculos	38
2018	50067	Calatayud	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	2
2018	50067	Calatayud	92	Actividades de juegos de azar y apuestas	7
2018	50067	Calatayud	93	Actividades deportivas, recreativas y de entretenimiento	31
2018	50067	Calatayud	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	31
2018	50067	Calatayud	96	Otros servicios personales	101
2018	50074	Caspe	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	107
2018	50074	Caspe	02	Silvicultura y explotación forestal	2
2018	50074	Caspe	10	Industria de la alimentación	14
2018	50074	Caspe	11	Fabricación de bebidas	2
2018	50074	Caspe	13	Industria textil	2
2018	50074	Caspe	14	Confección de prendas de vestir	4
2018	50074	Caspe	15	Industria del cuero y del calzado	1
2018	50074	Caspe	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	3
2018	50074	Caspe	17	Industria del papel	4
2018	50074	Caspe	18	Artes gráficas y reproducción de soportes grabados	4
2018	50074	Caspe	20	Industria química	2
2018	50074	Caspe	23	Fabricación de otros productos minerales no metálicos	4
2018	50074	Caspe	25	Fabricación de productos metálicos, excepto maquinaria y equipo	17
2018	50074	Caspe	27	Fabricación de material y equipo eléctrico	2
2018	50074	Caspe	28	Fabricación de maquinaria y equipo n.c.o.p.	5
2018	50074	Caspe	29	Fabricación de vehículos de motor, remolques y semirremolques	1
2018	50074	Caspe	30	Fabricación de otro material de transporte	1
2018	50074	Caspe	32	Otras industrias manufactureras	3
2018	50074	Caspe	33	Reparación e instalación de maquinaria y equipo	2
2018	50074	Caspe	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	6
2018	50074	Caspe	36	Captación, depuración y distribución de agua	2
2018	50074	Caspe	37	Recogida y tratamiento de aguas residuales	1
2018	50074	Caspe	38	Recogida, tratamiento y eliminación de residuos; valorización	2
2018	50074	Caspe	39	Actividades de descontaminación y otros servicios de gestión de residuos	3
2018	50074	Caspe	41	Construcción de edificios	58
2018	50074	Caspe	42	Ingeniería civil	10
2018	50074	Caspe	43	Actividades de construcción especializada	101
2018	50074	Caspe	45	Venta y reparación de vehículos de motor y motocicletas	33
2018	50074	Caspe	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	83
2018	50074	Caspe	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	294
2018	50074	Caspe	49	Transporte terrestre y por tubería	20
2018	50074	Caspe	50	Transporte marítimo y por vías navegables interiores	2
2018	50074	Caspe	52	Almacenamiento y actividades anexas al transporte	3
2018	50074	Caspe	53	Actividades postales y de correos	1
2018	50074	Caspe	55	Servicios de alojamiento	27
2018	50074	Caspe	56	Servicios de comidas y bebidas	78
2018	50074	Caspe	58	Edición	2
2018	50074	Caspe	60	Actividades de programación y emisión de radio y televisión	2
2018	50074	Caspe	62	Programación, consultoría y otras actividades relacionadas con la informática	6
2018	50074	Caspe	64	Servicios financieros, excepto seguros y fondos de pensiones	6
2018	50074	Caspe	66	Actividades auxiliares a los servicios financieros y a los seguros	22
2018	50074	Caspe	68	Actividades inmobiliarias	158
2018	50074	Caspe	69	Actividades jurídicas y de contabilidad	26
2018	50074	Caspe	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	28
2018	50074	Caspe	72	Investigación y desarrollo	6
2018	50074	Caspe	73	Publicidad y estudios de mercado	5
2018	50074	Caspe	74	Otras actividades profesionales, científicas y técnicas	10
2018	50074	Caspe	75	Actividades veterinarias	6
2018	50074	Caspe	77	Actividades de alquiler	38
2018	50074	Caspe	78	Actividades relacionadas con el empleo	4
2018	50074	Caspe	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	2
2018	50074	Caspe	80	Actividades de seguridad e investigación	1
2018	50074	Caspe	81	Servicios a edificios y actividades de jardinería	12
2018	50074	Caspe	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	33
2018	50074	Caspe	85	Educación	61
2018	50074	Caspe	86	Actividades sanitarias	24
2018	50074	Caspe	87	Asistencia en establecimientos residenciales	5
2018	50074	Caspe	88	Actividades de servicios sociales sin alojamiento	3
2018	50074	Caspe	90	Actividades de creación, artísticas y espectáculos	17
2018	50074	Caspe	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	1
2018	50074	Caspe	92	Actividades de juegos de azar y apuestas	6
2018	50074	Caspe	93	Actividades deportivas, recreativas y de entretenimiento	14
2018	50074	Caspe	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	15
2018	50074	Caspe	96	Otros servicios personales	51
2018	50089	Cuarte de Huerva	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	11
2018	50089	Cuarte de Huerva	08	Otras industrias extractivas	1
2018	50089	Cuarte de Huerva	10	Industria de la alimentación	24
2018	50089	Cuarte de Huerva	11	Fabricación de bebidas	2
2018	50089	Cuarte de Huerva	13	Industria textil	12
2018	50089	Cuarte de Huerva	14	Confección de prendas de vestir	4
2018	50089	Cuarte de Huerva	15	Industria del cuero y del calzado	2
2018	50089	Cuarte de Huerva	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	6
2018	50089	Cuarte de Huerva	17	Industria del papel	6
2018	50089	Cuarte de Huerva	18	Artes gráficas y reproducción de soportes grabados	32
2018	50089	Cuarte de Huerva	20	Industria química	11
2018	50089	Cuarte de Huerva	22	Fabricación de productos de caucho y plásticos	25
2018	50089	Cuarte de Huerva	23	Fabricación de otros productos minerales no metálicos	17
2018	50089	Cuarte de Huerva	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	4
2018	50089	Cuarte de Huerva	25	Fabricación de productos metálicos, excepto maquinaria y equipo	130
2018	50089	Cuarte de Huerva	26	Fabricación de productos informáticos, electrónicos y ópticos	3
2018	50089	Cuarte de Huerva	27	Fabricación de material y equipo eléctrico	15
2018	50089	Cuarte de Huerva	28	Fabricación de maquinaria y equipo n.c.o.p.	28
2018	50089	Cuarte de Huerva	29	Fabricación de vehículos de motor, remolques y semirremolques	17
2018	50089	Cuarte de Huerva	30	Fabricación de otro material de transporte	1
2018	50089	Cuarte de Huerva	31	Fabricación de muebles	65
2018	50089	Cuarte de Huerva	32	Otras industrias manufactureras	11
2018	50089	Cuarte de Huerva	33	Reparación e instalación de maquinaria y equipo	18
2018	50089	Cuarte de Huerva	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	7
2018	50089	Cuarte de Huerva	36	Captación, depuración y distribución de agua	1
2018	50089	Cuarte de Huerva	37	Recogida y tratamiento de aguas residuales	1
2018	50089	Cuarte de Huerva	38	Recogida, tratamiento y eliminación de residuos; valorización	4
2018	50089	Cuarte de Huerva	39	Actividades de descontaminación y otros servicios de gestión de residuos	2
2018	50089	Cuarte de Huerva	41	Construcción de edificios	111
2018	50089	Cuarte de Huerva	42	Ingeniería civil	13
2018	50089	Cuarte de Huerva	43	Actividades de construcción especializada	160
2018	50089	Cuarte de Huerva	45	Venta y reparación de vehículos de motor y motocicletas	129
2018	50089	Cuarte de Huerva	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	369
2018	50089	Cuarte de Huerva	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	249
2018	50089	Cuarte de Huerva	49	Transporte terrestre y por tubería	69
2018	50089	Cuarte de Huerva	52	Almacenamiento y actividades anexas al transporte	11
2018	50089	Cuarte de Huerva	53	Actividades postales y de correos	12
2018	50089	Cuarte de Huerva	55	Servicios de alojamiento	2
2018	50089	Cuarte de Huerva	56	Servicios de comidas y bebidas	75
2018	50089	Cuarte de Huerva	58	Edición	4
2018	50089	Cuarte de Huerva	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	8
2018	50089	Cuarte de Huerva	60	Actividades de programación y emisión de radio y televisión	1
2018	50089	Cuarte de Huerva	61	Telecomunicaciones	1
2018	50089	Cuarte de Huerva	62	Programación, consultoría y otras actividades relacionadas con la informática	9
2018	50089	Cuarte de Huerva	63	Servicios de información	3
2018	50089	Cuarte de Huerva	64	Servicios financieros, excepto seguros y fondos de pensiones	8
2018	50089	Cuarte de Huerva	66	Actividades auxiliares a los servicios financieros y a los seguros	24
2018	50089	Cuarte de Huerva	68	Actividades inmobiliarias	187
2018	50089	Cuarte de Huerva	69	Actividades jurídicas y de contabilidad	21
2018	50089	Cuarte de Huerva	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	64
2018	50089	Cuarte de Huerva	72	Investigación y desarrollo	8
2018	50089	Cuarte de Huerva	73	Publicidad y estudios de mercado	25
2018	50089	Cuarte de Huerva	74	Otras actividades profesionales, científicas y técnicas	32
2018	50089	Cuarte de Huerva	75	Actividades veterinarias	3
2018	50089	Cuarte de Huerva	77	Actividades de alquiler	27
2018	50089	Cuarte de Huerva	78	Actividades relacionadas con el empleo	3
2018	50089	Cuarte de Huerva	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	2
2018	50089	Cuarte de Huerva	80	Actividades de seguridad e investigación	2
2018	50089	Cuarte de Huerva	81	Servicios a edificios y actividades de jardinería	17
2018	50089	Cuarte de Huerva	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	50
2018	50089	Cuarte de Huerva	85	Educación	40
2018	50089	Cuarte de Huerva	86	Actividades sanitarias	36
2018	50089	Cuarte de Huerva	87	Asistencia en establecimientos residenciales	3
2018	50089	Cuarte de Huerva	90	Actividades de creación, artísticas y espectáculos	27
2018	50089	Cuarte de Huerva	92	Actividades de juegos de azar y apuestas	4
2018	50089	Cuarte de Huerva	93	Actividades deportivas, recreativas y de entretenimiento	27
2018	50089	Cuarte de Huerva	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	28
2018	50089	Cuarte de Huerva	96	Otros servicios personales	26
2018	50095	Ejea de los Caballeros	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	286
2018	50095	Ejea de los Caballeros	02	Silvicultura y explotación forestal	7
2018	50095	Ejea de los Caballeros	08	Otras industrias extractivas	6
2018	50095	Ejea de los Caballeros	10	Industria de la alimentación	33
2018	50095	Ejea de los Caballeros	11	Fabricación de bebidas	1
2018	50095	Ejea de los Caballeros	13	Industria textil	2
2018	50095	Ejea de los Caballeros	14	Confección de prendas de vestir	7
2018	50095	Ejea de los Caballeros	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	7
2018	50095	Ejea de los Caballeros	17	Industria del papel	1
2018	50095	Ejea de los Caballeros	18	Artes gráficas y reproducción de soportes grabados	10
2018	50095	Ejea de los Caballeros	20	Industria química	2
2018	50095	Ejea de los Caballeros	21	Fabricación de productos farmacéuticos	3
2018	50095	Ejea de los Caballeros	22	Fabricación de productos de caucho y plásticos	4
2018	50095	Ejea de los Caballeros	23	Fabricación de otros productos minerales no metálicos	7
2018	50095	Ejea de los Caballeros	25	Fabricación de productos metálicos, excepto maquinaria y equipo	45
2018	50095	Ejea de los Caballeros	26	Fabricación de productos informáticos, electrónicos y ópticos	2
2018	50095	Ejea de los Caballeros	27	Fabricación de material y equipo eléctrico	10
2018	50095	Ejea de los Caballeros	28	Fabricación de maquinaria y equipo n.c.o.p.	21
2018	50095	Ejea de los Caballeros	29	Fabricación de vehículos de motor, remolques y semirremolques	7
2018	50095	Ejea de los Caballeros	31	Fabricación de muebles	9
2018	50095	Ejea de los Caballeros	32	Otras industrias manufactureras	4
2018	50095	Ejea de los Caballeros	33	Reparación e instalación de maquinaria y equipo	4
2018	50095	Ejea de los Caballeros	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	95
2018	50095	Ejea de los Caballeros	37	Recogida y tratamiento de aguas residuales	3
2018	50095	Ejea de los Caballeros	38	Recogida, tratamiento y eliminación de residuos; valorización	4
2018	50095	Ejea de los Caballeros	39	Actividades de descontaminación y otros servicios de gestión de residuos	1
2018	50095	Ejea de los Caballeros	41	Construcción de edificios	125
2018	50095	Ejea de los Caballeros	42	Ingeniería civil	34
2018	50095	Ejea de los Caballeros	43	Actividades de construcción especializada	230
2018	50095	Ejea de los Caballeros	45	Venta y reparación de vehículos de motor y motocicletas	93
2018	50095	Ejea de los Caballeros	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	124
2018	50095	Ejea de los Caballeros	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	459
2018	50095	Ejea de los Caballeros	49	Transporte terrestre y por tubería	94
2018	50095	Ejea de los Caballeros	52	Almacenamiento y actividades anexas al transporte	14
2018	50095	Ejea de los Caballeros	53	Actividades postales y de correos	9
2018	50095	Ejea de los Caballeros	55	Servicios de alojamiento	15
2018	50095	Ejea de los Caballeros	56	Servicios de comidas y bebidas	171
2018	50095	Ejea de los Caballeros	58	Edición	2
2018	50095	Ejea de los Caballeros	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	3
2018	50095	Ejea de los Caballeros	60	Actividades de programación y emisión de radio y televisión	1
2018	50095	Ejea de los Caballeros	62	Programación, consultoría y otras actividades relacionadas con la informática	15
2018	50095	Ejea de los Caballeros	63	Servicios de información	2
2018	50095	Ejea de los Caballeros	64	Servicios financieros, excepto seguros y fondos de pensiones	11
2018	50095	Ejea de los Caballeros	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	3
2018	50095	Ejea de los Caballeros	66	Actividades auxiliares a los servicios financieros y a los seguros	53
2018	50095	Ejea de los Caballeros	68	Actividades inmobiliarias	265
2018	50095	Ejea de los Caballeros	69	Actividades jurídicas y de contabilidad	72
2018	50095	Ejea de los Caballeros	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	61
2018	50095	Ejea de los Caballeros	72	Investigación y desarrollo	12
2018	50095	Ejea de los Caballeros	73	Publicidad y estudios de mercado	16
2018	50095	Ejea de los Caballeros	74	Otras actividades profesionales, científicas y técnicas	18
2018	50095	Ejea de los Caballeros	75	Actividades veterinarias	15
2018	50095	Ejea de los Caballeros	77	Actividades de alquiler	30
2018	50095	Ejea de los Caballeros	78	Actividades relacionadas con el empleo	2
2018	50095	Ejea de los Caballeros	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	7
2018	50095	Ejea de los Caballeros	80	Actividades de seguridad e investigación	1
2018	50095	Ejea de los Caballeros	81	Servicios a edificios y actividades de jardinería	12
2018	50095	Ejea de los Caballeros	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	60
2018	50095	Ejea de los Caballeros	85	Educación	74
2018	50095	Ejea de los Caballeros	86	Actividades sanitarias	37
2018	50095	Ejea de los Caballeros	87	Asistencia en establecimientos residenciales	4
2018	50095	Ejea de los Caballeros	88	Actividades de servicios sociales sin alojamiento	7
2018	50095	Ejea de los Caballeros	90	Actividades de creación, artísticas y espectáculos	17
2018	50095	Ejea de los Caballeros	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	3
2018	50095	Ejea de los Caballeros	92	Actividades de juegos de azar y apuestas	14
2018	50095	Ejea de los Caballeros	93	Actividades deportivas, recreativas y de entretenimiento	23
2018	50095	Ejea de los Caballeros	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	24
2018	50095	Ejea de los Caballeros	96	Otros servicios personales	77
2018	50251	Tarazona	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	35
2018	50251	Tarazona	02	Silvicultura y explotación forestal	4
2018	50251	Tarazona	08	Otras industrias extractivas	1
2018	50251	Tarazona	10	Industria de la alimentación	14
2018	50251	Tarazona	13	Industria textil	4
2018	50251	Tarazona	14	Confección de prendas de vestir	8
2018	50251	Tarazona	15	Industria del cuero y del calzado	3
2018	50251	Tarazona	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	4
2018	50251	Tarazona	18	Artes gráficas y reproducción de soportes grabados	4
2018	50251	Tarazona	20	Industria química	1
2018	50251	Tarazona	22	Fabricación de productos de caucho y plásticos	2
2018	50251	Tarazona	23	Fabricación de otros productos minerales no metálicos	2
2018	50251	Tarazona	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	1
2018	50251	Tarazona	25	Fabricación de productos metálicos, excepto maquinaria y equipo	25
2018	50251	Tarazona	26	Fabricación de productos informáticos, electrónicos y ópticos	1
2018	50251	Tarazona	27	Fabricación de material y equipo eléctrico	1
2018	50251	Tarazona	28	Fabricación de maquinaria y equipo n.c.o.p.	5
2018	50251	Tarazona	29	Fabricación de vehículos de motor, remolques y semirremolques	7
2018	50251	Tarazona	30	Fabricación de otro material de transporte	4
2018	50251	Tarazona	31	Fabricación de muebles	4
2018	50251	Tarazona	32	Otras industrias manufactureras	1
2018	50251	Tarazona	33	Reparación e instalación de maquinaria y equipo	9
2018	50251	Tarazona	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	11
2018	50251	Tarazona	37	Recogida y tratamiento de aguas residuales	1
2018	50251	Tarazona	41	Construcción de edificios	76
2018	50251	Tarazona	42	Ingeniería civil	13
2018	50251	Tarazona	43	Actividades de construcción especializada	110
2018	50251	Tarazona	45	Venta y reparación de vehículos de motor y motocicletas	49
2018	50251	Tarazona	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	78
2018	50251	Tarazona	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	293
2018	50251	Tarazona	49	Transporte terrestre y por tubería	51
2018	50251	Tarazona	52	Almacenamiento y actividades anexas al transporte	6
2018	50251	Tarazona	53	Actividades postales y de correos	4
2018	50251	Tarazona	55	Servicios de alojamiento	12
2018	50251	Tarazona	56	Servicios de comidas y bebidas	86
2018	50251	Tarazona	58	Edición	1
2018	50251	Tarazona	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	1
2018	50251	Tarazona	60	Actividades de programación y emisión de radio y televisión	4
2018	50251	Tarazona	62	Programación, consultoría y otras actividades relacionadas con la informática	5
2018	50251	Tarazona	64	Servicios financieros, excepto seguros y fondos de pensiones	8
2018	50251	Tarazona	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	2
2018	50251	Tarazona	66	Actividades auxiliares a los servicios financieros y a los seguros	38
2018	50251	Tarazona	68	Actividades inmobiliarias	184
2018	50251	Tarazona	69	Actividades jurídicas y de contabilidad	39
2018	50251	Tarazona	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	41
2018	50251	Tarazona	72	Investigación y desarrollo	3
2018	50251	Tarazona	73	Publicidad y estudios de mercado	5
2018	50251	Tarazona	74	Otras actividades profesionales, científicas y técnicas	24
2018	50251	Tarazona	75	Actividades veterinarias	6
2018	50251	Tarazona	77	Actividades de alquiler	13
2018	50251	Tarazona	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	4
2018	50251	Tarazona	80	Actividades de seguridad e investigación	1
2018	50251	Tarazona	81	Servicios a edificios y actividades de jardinería	12
2018	50251	Tarazona	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	14
2018	50251	Tarazona	85	Educación	27
2018	50251	Tarazona	86	Actividades sanitarias	22
2018	50251	Tarazona	87	Asistencia en establecimientos residenciales	2
2018	50251	Tarazona	88	Actividades de servicios sociales sin alojamiento	4
