Mes (código)	Mes y año	Municipio nombre	Municipio código	Sexo	Nacionalidad	Afiliaciones en alta
201603	Marzo 2016	Novales	22162	Hombres	Extranjeros no comunitarios	2
201603	Marzo 2016	Novallas	50190	Hombres	Españoles	75
201603	Marzo 2016	Novallas	50190	Mujeres	Españoles	42
201603	Marzo 2016	Novallas	50190	Hombres	Extranjeros comunitarios (UE-28)	5
201603	Marzo 2016	Novallas	50190	Mujeres	Extranjeros comunitarios (UE-28)	2
201603	Marzo 2016	Novallas	50190	Mujeres	Extranjeros no comunitarios	2
201603	Marzo 2016	Novillas	50191	Hombres	Españoles	69
201603	Marzo 2016	Novillas	50191	Mujeres	Españoles	33
201603	Marzo 2016	Novillas	50191	Hombres	Extranjeros comunitarios (UE-28)	5
201603	Marzo 2016	Novillas	50191	Mujeres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Novillas	50191	Hombres	Extranjeros no comunitarios	2
201603	Marzo 2016	Novillas	50191	Mujeres	Extranjeros no comunitarios	5
201603	Marzo 2016	Nueno	22163	Hombres	Españoles	51
201603	Marzo 2016	Nueno	22163	Mujeres	Españoles	42
201603	Marzo 2016	Nueno	22163	Hombres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Nueno	22163	Mujeres	Extranjeros comunitarios (UE-28)	2
201603	Marzo 2016	Nueno	22163	Hombres	Extranjeros no comunitarios	1
201603	Marzo 2016	Nueno	22163	Mujeres	Extranjeros no comunitarios	7
201603	Marzo 2016	Nueno	22163	Hombres	Extranjeros comunitarios (UE-28)	2
201603	Marzo 2016	Nueno	22163	Mujeres	Extranjeros comunitarios (UE-28)	5
201603	Marzo 2016	Nuez de Ebro	50193	Hombres	Españoles	87
201603	Marzo 2016	Nuez de Ebro	50193	Mujeres	Españoles	42
201603	Marzo 2016	Nuez de Ebro	50193	Hombres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Nuez de Ebro	50193	Mujeres	Extranjeros comunitarios (UE-28)	5
201603	Marzo 2016	Nuez de Ebro	50193	Hombres	Extranjeros no comunitarios	3
201603	Marzo 2016	Nuez de Ebro	50193	Mujeres	Extranjeros no comunitarios	4
201603	Marzo 2016	Nuévalos	50192	Hombres	Españoles	72
201603	Marzo 2016	Nuévalos	50192	Mujeres	Españoles	58
201603	Marzo 2016	Nuévalos	50192	Hombres	Extranjeros comunitarios (UE-28)	13
201603	Marzo 2016	Nuévalos	50192	Mujeres	Extranjeros comunitarios (UE-28)	13
201603	Marzo 2016	Nuévalos	50192	Hombres	Extranjeros no comunitarios	3
201603	Marzo 2016	Nuévalos	50192	Mujeres	Extranjeros no comunitarios	2
201603	Marzo 2016	Obón	44167	Hombres	Españoles	6
201603	Marzo 2016	Obón	44167	Mujeres	Españoles	1
201603	Marzo 2016	Odón	44168	Hombres	Españoles	34
201603	Marzo 2016	Odón	44168	Mujeres	Españoles	15
201603	Marzo 2016	Odón	44168	Hombres	Extranjeros comunitarios (UE-28)	2
201603	Marzo 2016	Odón	44168	Mujeres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Odón	44168	Hombres	Extranjeros no comunitarios	3
201603	Marzo 2016	Ojos Negros	44169	Hombres	Españoles	43
201603	Marzo 2016	Ojos Negros	44169	Mujeres	Españoles	27
201603	Marzo 2016	Ojos Negros	44169	Hombres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Ojos Negros	44169	Mujeres	Extranjeros no comunitarios	1
201603	Marzo 2016	Olba	44171	Hombres	Españoles	18
201603	Marzo 2016	Olba	44171	Mujeres	Españoles	14
201603	Marzo 2016	Olba	44171	Mujeres	Extranjeros no comunitarios	2
201603	Marzo 2016	Oliete	44172	Hombres	Españoles	39
201603	Marzo 2016	Oliete	44172	Mujeres	Españoles	14
201603	Marzo 2016	Oliete	44172	Mujeres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Oliete	44172	Hombres	Extranjeros no comunitarios	8
201603	Marzo 2016	Oliete	44172	Mujeres	Extranjeros no comunitarios	5
201603	Marzo 2016	Oliete	44172	Mujeres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Olmos (Los)	44173	Hombres	Españoles	6
201603	Marzo 2016	Olmos (Los)	44173	Mujeres	Españoles	4
201603	Marzo 2016	Olvena	22164	Hombres	Españoles	2
201603	Marzo 2016	Olvena	22164	Mujeres	Españoles	4
201603	Marzo 2016	Olvés	50194	Hombres	Españoles	9
201603	Marzo 2016	Olvés	50194	Mujeres	Españoles	5
201603	Marzo 2016	Olvés	50194	Hombres	Extranjeros comunitarios (UE-28)	4
201603	Marzo 2016	Olvés	50194	Hombres	Extranjeros no comunitarios	1
201603	Marzo 2016	Ontiñena	22165	Hombres	Españoles	81
201603	Marzo 2016	Ontiñena	22165	Mujeres	Españoles	32
201603	Marzo 2016	Ontiñena	22165	Mujeres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Ontiñena	22165	Hombres	Extranjeros no comunitarios	1
201603	Marzo 2016	Ontiñena	22165	Mujeres	Extranjeros no comunitarios	2
201603	Marzo 2016	Ontiñena	22165	Hombres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Orera	50196	Hombres	Españoles	5
201603	Marzo 2016	Orera	50196	Mujeres	Españoles	3
201603	Marzo 2016	Orera	50196	Hombres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Orera	50196	Mujeres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Orihuela del Tremedal	44174	Hombres	Españoles	63
201603	Marzo 2016	Orihuela del Tremedal	44174	Mujeres	Españoles	23
201603	Marzo 2016	Orihuela del Tremedal	44174	Hombres	Extranjeros no comunitarios	9
201603	Marzo 2016	Orihuela del Tremedal	44174	Hombres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Orrios	44175	Hombres	Españoles	20
201603	Marzo 2016	Orrios	44175	Mujeres	Españoles	5
201603	Marzo 2016	Orrios	44175	Mujeres	Extranjeros comunitarios (UE-28)	2
201603	Marzo 2016	Orrios	44175	Mujeres	Extranjeros no comunitarios	1
201603	Marzo 2016	Orés	50197	Hombres	Españoles	8
201603	Marzo 2016	Orés	50197	Mujeres	Españoles	8
201603	Marzo 2016	Orés	50197	Hombres	Extranjeros no comunitarios	2
201603	Marzo 2016	Orés	50197	Hombres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Orés	50197	Mujeres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Oseja	50198	Hombres	Españoles	2
201603	Marzo 2016	Osera de Ebro	50199	Hombres	Españoles	68
201603	Marzo 2016	Osera de Ebro	50199	Mujeres	Españoles	29
201603	Marzo 2016	Osera de Ebro	50199	Hombres	Extranjeros comunitarios (UE-28)	2
201603	Marzo 2016	Osera de Ebro	50199	Hombres	Extranjeros no comunitarios	6
201603	Marzo 2016	Osera de Ebro	50199	Mujeres	Extranjeros no comunitarios	1
201603	Marzo 2016	Osso de Cinca	22167	Hombres	Españoles	141
201603	Marzo 2016	Osso de Cinca	22167	Mujeres	Españoles	54
201603	Marzo 2016	Osso de Cinca	22167	Hombres	Extranjeros comunitarios (UE-28)	14
201603	Marzo 2016	Osso de Cinca	22167	Mujeres	Extranjeros comunitarios (UE-28)	7
201603	Marzo 2016	Osso de Cinca	22167	Hombres	Extranjeros no comunitarios	57
201603	Marzo 2016	Osso de Cinca	22167	Mujeres	Extranjeros no comunitarios	8
201603	Marzo 2016	Osso de Cinca	22167	Hombres	Extranjeros comunitarios (UE-28)	3
201603	Marzo 2016	Osso de Cinca	22167	Mujeres	Extranjeros comunitarios (UE-28)	5
201603	Marzo 2016	Palo	22168	Hombres	Españoles	1
201603	Marzo 2016	Palomar de Arroyos	44176	Hombres	Españoles	8
201603	Marzo 2016	Palomar de Arroyos	44176	Mujeres	Españoles	4
201603	Marzo 2016	Palomar de Arroyos	44176	Hombres	Extranjeros no comunitarios	1
201603	Marzo 2016	Palomar de Arroyos	44176	Mujeres	Extranjeros no comunitarios	1
201603	Marzo 2016	Pancrudo	44177	Hombres	Españoles	13
201603	Marzo 2016	Pancrudo	44177	Mujeres	Españoles	6
201603	Marzo 2016	Pancrudo	44177	Mujeres	Extranjeros comunitarios (UE-28)	5
201603	Marzo 2016	Pancrudo	44177	Hombres	Extranjeros no comunitarios	1
201603	Marzo 2016	Paniza	50200	Hombres	Españoles	114
201603	Marzo 2016	Paniza	50200	Mujeres	Españoles	55
201603	Marzo 2016	Paniza	50200	Hombres	Extranjeros comunitarios (UE-28)	22
201603	Marzo 2016	Paniza	50200	Mujeres	Extranjeros comunitarios (UE-28)	10
201603	Marzo 2016	Paniza	50200	Hombres	Extranjeros no comunitarios	3
201603	Marzo 2016	Paniza	50200	Mujeres	Extranjeros no comunitarios	7
201603	Marzo 2016	Panticosa	22170	Hombres	Españoles	220
201603	Marzo 2016	Panticosa	22170	Mujeres	Españoles	162
201603	Marzo 2016	Panticosa	22170	Hombres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Panticosa	22170	Mujeres	Extranjeros comunitarios (UE-28)	6
201603	Marzo 2016	Panticosa	22170	Hombres	Extranjeros no comunitarios	7
201603	Marzo 2016	Panticosa	22170	Mujeres	Extranjeros no comunitarios	7
201603	Marzo 2016	Panticosa	22170	Hombres	Extranjeros comunitarios (UE-28)	6
201603	Marzo 2016	Panticosa	22170	Mujeres	Extranjeros comunitarios (UE-28)	9
201603	Marzo 2016	Paracuellos de Jiloca	50201	Hombres	Españoles	58
201603	Marzo 2016	Paracuellos de Jiloca	50201	Mujeres	Españoles	48
201603	Marzo 2016	Paracuellos de Jiloca	50201	Hombres	Extranjeros comunitarios (UE-28)	28
201603	Marzo 2016	Paracuellos de Jiloca	50201	Mujeres	Extranjeros comunitarios (UE-28)	27
201603	Marzo 2016	Paracuellos de Jiloca	50201	Hombres	Extranjeros no comunitarios	4
201603	Marzo 2016	Paracuellos de Jiloca	50201	Mujeres	Extranjeros no comunitarios	1
201603	Marzo 2016	Paracuellos de Jiloca	50201	Hombres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Paracuellos de Jiloca	50201	Mujeres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Paracuellos de la Ribera	50202	Hombres	Españoles	13
201603	Marzo 2016	Paracuellos de la Ribera	50202	Mujeres	Españoles	10
201603	Marzo 2016	Paracuellos de la Ribera	50202	Hombres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Paracuellos de la Ribera	50202	Mujeres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Paracuellos de la Ribera	50202	Hombres	Extranjeros no comunitarios	1
201603	Marzo 2016	Parras de Castellote (Las)	44178	Hombres	Españoles	8
201603	Marzo 2016	Parras de Castellote (Las)	44178	Mujeres	Españoles	2
201603	Marzo 2016	Parras de Castellote (Las)	44178	Mujeres	Extranjeros no comunitarios	1
201603	Marzo 2016	Pastriz	50203	Hombres	Españoles	83
201603	Marzo 2016	Pastriz	50203	Mujeres	Españoles	56
201603	Marzo 2016	Pastriz	50203	Hombres	Extranjeros comunitarios (UE-28)	5
201603	Marzo 2016	Pastriz	50203	Mujeres	Extranjeros comunitarios (UE-28)	7
201603	Marzo 2016	Pastriz	50203	Hombres	Extranjeros no comunitarios	6
201603	Marzo 2016	Pastriz	50203	Mujeres	Extranjeros no comunitarios	6
201603	Marzo 2016	Pastriz	50203	Mujeres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Pastriz	50203	Hombres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Pastriz	50203	Mujeres	Extranjeros comunitarios (UE-28)	2
201603	Marzo 2016	Pedrola	50204	Hombres	Españoles	2031
201603	Marzo 2016	Pedrola	50204	Mujeres	Españoles	546
201603	Marzo 2016	Pedrola	50204	Hombres	Extranjeros comunitarios (UE-28)	371
201603	Marzo 2016	Pedrola	50204	Mujeres	Extranjeros comunitarios (UE-28)	51
201603	Marzo 2016	Pedrola	50204	Hombres	Extranjeros no comunitarios	117
201603	Marzo 2016	Pedrola	50204	Mujeres	Extranjeros no comunitarios	27
201603	Marzo 2016	Pedrola	50204	Hombres	Extranjeros comunitarios (UE-28)	131
201603	Marzo 2016	Pedrola	50204	Mujeres	Extranjeros comunitarios (UE-28)	24
201603	Marzo 2016	Pedrosas (Las)	50205	Hombres	Españoles	2
201603	Marzo 2016	Pedrosas (Las)	50205	Mujeres	Españoles	6
201603	Marzo 2016	Peracense	44180	Hombres	Españoles	4
201603	Marzo 2016	Peracense	44180	Mujeres	Españoles	4
201603	Marzo 2016	Peracense	44180	Mujeres	Extranjeros no comunitarios	1
201603	Marzo 2016	Peralejos	44181	Hombres	Españoles	12
201603	Marzo 2016	Peralejos	44181	Mujeres	Españoles	4
201603	Marzo 2016	Peralejos	44181	Hombres	Extranjeros comunitarios (UE-28)	3
201603	Marzo 2016	Peralejos	44181	Mujeres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Peralejos	44181	Mujeres	Extranjeros no comunitarios	1
201603	Marzo 2016	Perales del Alfambra	44182	Hombres	Españoles	40
201603	Marzo 2016	Perales del Alfambra	44182	Mujeres	Españoles	17
201603	Marzo 2016	Perales del Alfambra	44182	Mujeres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Perales del Alfambra	44182	Hombres	Extranjeros no comunitarios	9
201603	Marzo 2016	Perales del Alfambra	44182	Mujeres	Extranjeros no comunitarios	1
201603	Marzo 2016	Peralta de Alcofea	22174	Hombres	Españoles	99
201603	Marzo 2016	Peralta de Alcofea	22174	Mujeres	Españoles	51
201603	Marzo 2016	Peralta de Alcofea	22174	Hombres	Extranjeros comunitarios (UE-28)	18
201603	Marzo 2016	Peralta de Alcofea	22174	Mujeres	Extranjeros comunitarios (UE-28)	8
201603	Marzo 2016	Peralta de Alcofea	22174	Hombres	Extranjeros no comunitarios	6
201603	Marzo 2016	Peralta de Alcofea	22174	Mujeres	Extranjeros no comunitarios	2
201603	Marzo 2016	Peralta de Alcofea	22174	Hombres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Peralta de Alcofea	22174	Mujeres	Extranjeros comunitarios (UE-28)	2
201603	Marzo 2016	Peralta de Calasanz	22175	Hombres	Españoles	26
201603	Marzo 2016	Peralta de Calasanz	22175	Mujeres	Españoles	10
201603	Marzo 2016	Peralta de Calasanz	22175	Hombres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Peralta de Calasanz	22175	Hombres	Extranjeros no comunitarios	9
201603	Marzo 2016	Peralta de Calasanz	22175	Mujeres	Extranjeros no comunitarios	3
201603	Marzo 2016	Peraltilla	22176	Hombres	Españoles	18
201603	Marzo 2016	Peraltilla	22176	Mujeres	Españoles	7
201603	Marzo 2016	Peraltilla	22176	Mujeres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Peraltilla	22176	Hombres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Perarrúa	22177	Hombres	Españoles	10
201603	Marzo 2016	Perarrúa	22177	Mujeres	Españoles	2
201603	Marzo 2016	Perarrúa	22177	Hombres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Perarrúa	22177	Hombres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Perarrúa	22177	Mujeres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Perdiguera	50206	Hombres	Españoles	54
201603	Marzo 2016	Perdiguera	50206	Mujeres	Españoles	24
201603	Marzo 2016	Perdiguera	50206	Hombres	Extranjeros comunitarios (UE-28)	2
201603	Marzo 2016	Perdiguera	50206	Hombres	Extranjeros no comunitarios	9
201603	Marzo 2016	Perdiguera	50206	Mujeres	Extranjeros no comunitarios	1
201603	Marzo 2016	Pertusa	22178	Hombres	Españoles	30
201603	Marzo 2016	Pertusa	22178	Mujeres	Españoles	10
201603	Marzo 2016	Peñalba	22172	Hombres	Españoles	176
201603	Marzo 2016	Peñalba	22172	Mujeres	Españoles	82
201603	Marzo 2016	Peñalba	22172	Hombres	Extranjeros comunitarios (UE-28)	39
201603	Marzo 2016	Peñalba	22172	Mujeres	Extranjeros comunitarios (UE-28)	10
201603	Marzo 2016	Peñalba	22172	Hombres	Extranjeros no comunitarios	4
201603	Marzo 2016	Peñalba	22172	Mujeres	Extranjeros no comunitarios	6
201603	Marzo 2016	Peñalba	22172	Hombres	Extranjeros comunitarios (UE-28)	6
201603	Marzo 2016	Peñalba	22172	Mujeres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Peñarroya de Tastavins	44179	Hombres	Españoles	82
201603	Marzo 2016	Peñarroya de Tastavins	44179	Mujeres	Españoles	61
201603	Marzo 2016	Peñarroya de Tastavins	44179	Hombres	Extranjeros comunitarios (UE-28)	2
201603	Marzo 2016	Peñarroya de Tastavins	44179	Mujeres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Peñarroya de Tastavins	44179	Hombres	Extranjeros no comunitarios	41
201603	Marzo 2016	Peñas de Riglos (Las)	22173	Hombres	Españoles	41
201603	Marzo 2016	Peñas de Riglos (Las)	22173	Mujeres	Españoles	13
201603	Marzo 2016	Peñas de Riglos (Las)	22173	Hombres	Extranjeros comunitarios (UE-28)	5
201603	Marzo 2016	Peñas de Riglos (Las)	22173	Mujeres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Peñas de Riglos (Las)	22173	Hombres	Extranjeros no comunitarios	5
201603	Marzo 2016	Peñas de Riglos (Las)	22173	Mujeres	Extranjeros no comunitarios	1
201603	Marzo 2016	Piedratajada	50207	Hombres	Españoles	19
201603	Marzo 2016	Piedratajada	50207	Mujeres	Españoles	3
201603	Marzo 2016	Pina de Ebro	50208	Hombres	Españoles	634
201603	Marzo 2016	Pina de Ebro	50208	Mujeres	Españoles	388
201603	Marzo 2016	Pina de Ebro	50208	Hombres	Extranjeros comunitarios (UE-28)	27
201603	Marzo 2016	Pina de Ebro	50208	Mujeres	Extranjeros comunitarios (UE-28)	16
201603	Marzo 2016	Pina de Ebro	50208	Hombres	Extranjeros no comunitarios	34
201603	Marzo 2016	Pina de Ebro	50208	Mujeres	Extranjeros no comunitarios	29
201603	Marzo 2016	Pina de Ebro	50208	Hombres	Extranjeros comunitarios (UE-28)	10
201603	Marzo 2016	Pina de Ebro	50208	Mujeres	Extranjeros comunitarios (UE-28)	2
201603	Marzo 2016	Pinseque	50209	Hombres	Españoles	758
201603	Marzo 2016	Pinseque	50209	Mujeres	Españoles	487
201603	Marzo 2016	Pinseque	50209	Hombres	Extranjeros comunitarios (UE-28)	94
201603	Marzo 2016	Pinseque	50209	Mujeres	Extranjeros comunitarios (UE-28)	29
201603	Marzo 2016	Pinseque	50209	Hombres	Extranjeros no comunitarios	58
201603	Marzo 2016	Pinseque	50209	Mujeres	Extranjeros no comunitarios	39
201603	Marzo 2016	Pinseque	50209	Hombres	Extranjeros comunitarios (UE-28)	11
201603	Marzo 2016	Pinseque	50209	Mujeres	Extranjeros comunitarios (UE-28)	3
201603	Marzo 2016	Pintanos (Los)	50210	Hombres	Españoles	6
201603	Marzo 2016	Pintanos (Los)	50210	Hombres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Piracés	22181	Hombres	Españoles	13
201603	Marzo 2016	Piracés	22181	Mujeres	Españoles	3
201603	Marzo 2016	Piracés	22181	Hombres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Piracés	22181	Mujeres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Pitarque	44183	Hombres	Españoles	13
201603	Marzo 2016	Pitarque	44183	Mujeres	Españoles	7
201603	Marzo 2016	Plan	22182	Hombres	Españoles	36
201603	Marzo 2016	Plan	22182	Mujeres	Españoles	32
201603	Marzo 2016	Plasencia de Jalón	50211	Hombres	Españoles	51
201603	Marzo 2016	Plasencia de Jalón	50211	Mujeres	Españoles	14
201603	Marzo 2016	Plasencia de Jalón	50211	Hombres	Extranjeros comunitarios (UE-28)	11
201603	Marzo 2016	Plasencia de Jalón	50211	Mujeres	Extranjeros comunitarios (UE-28)	3
201603	Marzo 2016	Plasencia de Jalón	50211	Hombres	Extranjeros no comunitarios	5
201603	Marzo 2016	Plasencia de Jalón	50211	Hombres	Extranjeros comunitarios (UE-28)	2
201603	Marzo 2016	Pleitas	50212	Hombres	Españoles	3
201603	Marzo 2016	Plenas	50213	Hombres	Españoles	8
201603	Marzo 2016	Plenas	50213	Mujeres	Españoles	6
201603	Marzo 2016	Plenas	50213	Hombres	Extranjeros comunitarios (UE-28)	3
201603	Marzo 2016	Plenas	50213	Mujeres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Plou	44184	Hombres	Españoles	1
201603	Marzo 2016	Plou	44184	Hombres	Extranjeros no comunitarios	2
201603	Marzo 2016	Pobo (El)	44185	Hombres	Españoles	23
201603	Marzo 2016	Pobo (El)	44185	Mujeres	Españoles	7
201603	Marzo 2016	Pobo (El)	44185	Hombres	Extranjeros no comunitarios	1
201603	Marzo 2016	Poleñino	22184	Hombres	Españoles	68
201603	Marzo 2016	Poleñino	22184	Mujeres	Españoles	21
201603	Marzo 2016	Poleñino	22184	Hombres	Extranjeros comunitarios (UE-28)	5
201603	Marzo 2016	Poleñino	22184	Mujeres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Poleñino	22184	Hombres	Extranjeros no comunitarios	3
201603	Marzo 2016	Pomer	50214	Hombres	Españoles	4
201603	Marzo 2016	Pomer	50214	Mujeres	Españoles	1
201603	Marzo 2016	Pomer	50214	Hombres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Pomer	50214	Mujeres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Portellada (La)	44187	Hombres	Españoles	42
201603	Marzo 2016	Portellada (La)	44187	Mujeres	Españoles	23
201603	Marzo 2016	Portellada (La)	44187	Hombres	Extranjeros comunitarios (UE-28)	6
201603	Marzo 2016	Portellada (La)	44187	Mujeres	Extranjeros comunitarios (UE-28)	2
201603	Marzo 2016	Portellada (La)	44187	Mujeres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Pozondón	44189	Hombres	Españoles	3
201603	Marzo 2016	Pozondón	44189	Mujeres	Españoles	5
201603	Marzo 2016	Pozondón	44189	Mujeres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Pozuel de Ariza	50215	Hombres	Españoles	3
201603	Marzo 2016	Pozuel del Campo	44190	Hombres	Españoles	4
201603	Marzo 2016	Pozuel del Campo	44190	Mujeres	Españoles	3
201603	Marzo 2016	Pozuel del Campo	44190	Hombres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Pozuel del Campo	44190	Mujeres	Extranjeros no comunitarios	1
201603	Marzo 2016	Pozuelo de Aragón	50216	Hombres	Españoles	53
201603	Marzo 2016	Pozuelo de Aragón	50216	Mujeres	Españoles	22
201603	Marzo 2016	Pozuelo de Aragón	50216	Hombres	Extranjeros comunitarios (UE-28)	16
201603	Marzo 2016	Pozuelo de Aragón	50216	Mujeres	Extranjeros comunitarios (UE-28)	10
201603	Marzo 2016	Pozuelo de Aragón	50216	Hombres	Extranjeros no comunitarios	2
201603	Marzo 2016	Pozuelo de Aragón	50216	Mujeres	Extranjeros no comunitarios	1
201603	Marzo 2016	Pozuelo de Aragón	50216	Hombres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Pozán de Vero	22186	Hombres	Españoles	16
201603	Marzo 2016	Pozán de Vero	22186	Mujeres	Españoles	10
201603	Marzo 2016	Pozán de Vero	22186	Hombres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Pradilla de Ebro	50217	Hombres	Españoles	81
201603	Marzo 2016	Pradilla de Ebro	50217	Mujeres	Españoles	37
201603	Marzo 2016	Pradilla de Ebro	50217	Hombres	Extranjeros comunitarios (UE-28)	10
201603	Marzo 2016	Pradilla de Ebro	50217	Mujeres	Extranjeros comunitarios (UE-28)	12
201603	Marzo 2016	Pradilla de Ebro	50217	Hombres	Extranjeros no comunitarios	22
201603	Marzo 2016	Pradilla de Ebro	50217	Mujeres	Extranjeros no comunitarios	1
201603	Marzo 2016	Pradilla de Ebro	50217	Hombres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Puebla de Albortón	50218	Hombres	Españoles	44
201603	Marzo 2016	Puebla de Albortón	50218	Mujeres	Españoles	23
201603	Marzo 2016	Puebla de Alfindén (La)	50219	Hombres	Españoles	2909
201603	Marzo 2016	Puebla de Alfindén (La)	50219	Mujeres	Españoles	1162
201603	Marzo 2016	Puebla de Alfindén (La)	50219	Hombres	Extranjeros comunitarios (UE-28)	97
201603	Marzo 2016	Puebla de Alfindén (La)	50219	Mujeres	Extranjeros comunitarios (UE-28)	53
201603	Marzo 2016	Puebla de Alfindén (La)	50219	Hombres	Extranjeros no comunitarios	135
201603	Marzo 2016	Puebla de Alfindén (La)	50219	Mujeres	Extranjeros no comunitarios	46
201603	Marzo 2016	Puebla de Alfindén (La)	50219	Hombres	Extranjeros comunitarios (UE-28)	27
201603	Marzo 2016	Puebla de Alfindén (La)	50219	Mujeres	Extranjeros comunitarios (UE-28)	16
201603	Marzo 2016	Puebla de Alfindén (La)	50219	Hombres	Extranjeros comunitarios (UE-28)	2
201603	Marzo 2016	Puebla de Castro (La)	22187	Hombres	Españoles	71
201603	Marzo 2016	Puebla de Castro (La)	22187	Mujeres	Españoles	35
201603	Marzo 2016	Puebla de Castro (La)	22187	Hombres	Extranjeros comunitarios (UE-28)	4
201603	Marzo 2016	Puebla de Castro (La)	22187	Mujeres	Extranjeros comunitarios (UE-28)	8
201603	Marzo 2016	Puebla de Castro (La)	22187	Hombres	Extranjeros no comunitarios	2
201603	Marzo 2016	Puebla de Castro (La)	22187	Mujeres	Extranjeros no comunitarios	1
201603	Marzo 2016	Puebla de Híjar (La)	44191	Hombres	Españoles	441
201603	Marzo 2016	Puebla de Híjar (La)	44191	Mujeres	Españoles	147
201603	Marzo 2016	Puebla de Híjar (La)	44191	Hombres	Extranjeros comunitarios (UE-28)	23
201603	Marzo 2016	Puebla de Híjar (La)	44191	Mujeres	Extranjeros comunitarios (UE-28)	4
201603	Marzo 2016	Puebla de Híjar (La)	44191	Hombres	Extranjeros no comunitarios	57
201603	Marzo 2016	Puebla de Híjar (La)	44191	Mujeres	Extranjeros no comunitarios	3
201603	Marzo 2016	Puebla de Híjar (La)	44191	Hombres	Extranjeros comunitarios (UE-28)	5
201603	Marzo 2016	Puebla de Híjar (La)	44191	Mujeres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Puebla de Valverde (La)	44192	Hombres	Españoles	113
201603	Marzo 2016	Puebla de Valverde (La)	44192	Mujeres	Españoles	71
201603	Marzo 2016	Puebla de Valverde (La)	44192	Hombres	Extranjeros comunitarios (UE-28)	24
201603	Marzo 2016	Puebla de Valverde (La)	44192	Mujeres	Extranjeros comunitarios (UE-28)	6
201603	Marzo 2016	Puebla de Valverde (La)	44192	Hombres	Extranjeros no comunitarios	12
201603	Marzo 2016	Puebla de Valverde (La)	44192	Hombres	Extranjeros comunitarios (UE-28)	1
201603	Marzo 2016	Puendeluna	50220	Hombres	Españoles	4
201603	Marzo 2016	Puendeluna	50220	Mujeres	Españoles	4
201603	Marzo 2016	Puente de Montañana	22188	Hombres	Españoles	16
201603	Marzo 2016	Puente de Montañana	22188	Mujeres	Españoles	11
201603	Marzo 2016	Puente de Montañana	22188	Hombres	Extranjeros comunitarios (UE-28)	8
201603	Marzo 2016	Puente de Montañana	22188	Mujeres	Extranjeros comunitarios (UE-28)	11
201603	Marzo 2016	Puente de Montañana	22188	Hombres	Extranjeros no comunitarios	1
201603	Marzo 2016	Puente la Reina de Jaca	22902	Hombres	Españoles	50
