Comarca código	Comarca nombre	Año	Sistema de cultivo	Total (A+B+C+D+E+F+G)	(A) CEREALES. Total	Trigo	Cebada	Avena	Centeno	Trigo escaña o Escaña	Tranquillón o Morcajo	Arroz	Maíz	Sorgo	Mijo y Panizo	Alpiste	Otros cereales	Triticale	Trigo espelta o Espelta	Mezcla de cereales	(B) LEGUMINOSAS. Total	Judías secas	Habas secas	Lentejas	Garbanzos	Guisantes secos	Veza	Almortas	Altramuz	Alhova	Yeros	Otras leguminosas	(C) TUBÉRCULOS. Total	Patata temprana	Patata media estación	Patata tardía	Chufa	(D) CULTIVOS INDUSTRIALES. Total	Cáñamo textil	Remolacha	Lino textil	Lino oleaginoso	Cominos	Girasol	Soja	Pimiento para pimentón	Cártamo	Azafrán	Otros cultivos industriales	Colza	Lavanda y lavandín	(E) FLORES Y ORNAMENTALES. Total	(F) FORRAJES. Total	Maíz forrajero	Sorgo forrajero	Vallico	Otras gramíneas forrajeras	Alfalfa	Trébol	Esparceta	Veza forrajera	Zulla	Habas forrajeras	Nabo forrajero	Remolacha forrajera	Praderas polifitas	Calabaza forrajera	Cardo y Otras	(G) HORTALIZAS. Total	Col y Repollo	Berza	Espárragos	Apio	Lechuga	Escarola	Espinacas	Acelga	Cardo	Achicoria verde	Sandía	Melón	Calabazas y Calabacín	Pepino	Pepinillo	Berenjena	Tomates	Pimiento	Fresa y Fresón	Alcachofa	Coliflor	Ajo	Cebolla	Cebolleta	Puerros	Remolacha de mesa	Zanahoria	Rábano	Nabo y Otras	Judías verdes	Guisantes verdes	Habas verdes	Setas	Otras hortalizas	Mezcla de hortalizas	Endivias	Borraja
30	Maestrazgo	2017	Regadío	285,0	223,0	29,0	163,0	18,0	4,0	0,0	0,0	0,0	0,0	6,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	61,0	0,0	6,0	1,0	2,0	15,0	0,0	4,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	32,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
30	Maestrazgo	2017	Secano	5208,0	3527,0	831,0	1298,0	674,0	502,0	1,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	218,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	25,0	0,0	0,0	25,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1652,0	0,0	23,0	2,0	100,0	232,0	0,0	465,0	76,0	0,0	0,0	0,0	0,0	0,0	0,0	754,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0
31	Sierra de Albarracín	2017	Regadío	285,0	195,0	90,0	55,0	3,0	0,0	0,0	0,0	0,0	28,0	0,0	0,0	0,0	0,0	19,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	31,0	0,0	0,0	31,0	0,0	17,0	1,0	0,0	0,0	0,0	0,0	16,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	40,0	0,0	0,0	2,0	0,0	28,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	6,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0
31	Sierra de Albarracín	2017	Secano	8473,0	7754,0	3462,0	2058,0	262,0	237,0	37,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1698,0	0,0	0,0	9,0	0,0	0,0	0,0	0,0	0,0	5,0	0,0	0,0	0,0	4,0	0,0	18,0	0,0	0,0	18,0	0,0	101,0	0,0	0,0	0,0	0,0	0,0	52,0	0,0	0,0	43,0	0,0	0,0	6,0	0,0	0,0	590,0	0,0	0,0	0,0	1,0	387,0	0,0	147,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	55,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0
32	Gúdar-Javalambre	2017	Regadío	536,0	321,0	43,0	132,0	84,0	1,0	0,0	0,0	0,0	30,0	0,0	0,0	0,0	0,0	31,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	214,0	0,0	4,0	1,0	27,0	47,0	2,0	74,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	54,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
32	Gúdar-Javalambre	2017	Secano	8779,0	5634,0	1324,0	2084,0	1172,0	266,0	0,0	0,0	0,0	91,0	0,0	0,0	0,0	0,0	697,0	0,0	0,0	56,0	0,0	0,0	0,0	0,0	0,0	54,0	0,0	0,0	0,0	2,0	0,0	10,0	0,0	0,0	10,0	0,0	48,0	0,0	0,0	0,0	0,0	0,0	18,0	0,0	0,0	0,0	0,0	23,0	0,0	7,0	0,0	3031,0	0,0	34,0	10,0	402,0	235,0	0,0	989,0	61,0	0,0	0,0	0,0	0,0	0,0	0,0	1300,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
33	Matarraña / Matarranya	2017	Regadío	120,0	80,0	9,0	46,0	13,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	9,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	35,0	0,0	0,0	8,0	4,0	7,0	0,0	0,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0	6,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0
33	Matarraña / Matarranya	2017	Secano	3534,0	2930,0	325,0	2105,0	374,0	2,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	122,0	0,0	0,0	91,0	0,0	0,0	0,0	0,0	11,0	80,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	508,0	0,0	0,0	36,0	28,0	51,0	0,0	25,0	70,0	0,0	0,0	0,0	0,0	0,0	0,0	298,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,0	0,0	0,0	0,0
01	La Jacetania	2016	Regadío	1302,0	651,0	294,0	342,0	11,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	15,0	0,0	0,0	0,0	0,0	4,0	11,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	632,0	0,0	0,0	16,0	14,0	92,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	239,0	0,0	271,0	3,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0
01	La Jacetania	2016	Secano	19262,0	11885,0	4587,0	6323,0	571,0	66,0	0,0	0,0	0,0	0,0	33,0	0,0	0,0	0,0	305,0	0,0	0,0	768,0	0,0	21,0	0,0	0,0	313,0	434,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	398,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	14,0	383,0	1,0	0,0	6210,0	0,0	0,0	381,0	22,0	1849,0	0,0	456,0	0,0	0,0	0,0	0,0	0,0	1565,0	0,0	1937,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0
02	Alto Gállego	2016	Regadío	870,0	143,0	68,0	67,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	1,0	0,0	0,0	5,0	0,0	0,0	7,0	0,0	0,0	0,0	0,0	2,0	5,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	14,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	13,0	0,0	0,0	705,0	0,0	0,0	32,0	0,0	55,0	0,0	26,0	0,0	0,0	0,0	0,0	0,0	288,0	0,0	304,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
02	Alto Gállego	2016	Secano	6026,0	2814,0	1191,0	1407,0	17,0	53,0	6,0	0,0	0,0	0,0	19,0	0,0	0,0	0,0	121,0	0,0	0,0	295,0	0,0	0,0	0,0	0,0	10,0	285,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	221,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	221,0	0,0	0,0	2695,0	0,0	0,0	51,0	14,0	583,0	0,0	287,0	0,0	0,0	0,0	0,0	0,0	855,0	0,0	905,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
03	Sobrarbe	2016	Regadío	1564,0	294,0	64,0	135,0	54,0	0,0	0,0	0,0	0,0	40,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	37,0	0,0	0,0	0,0	0,0	0,0	37,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1233,0	0,0	0,0	41,0	16,0	164,0	0,0	8,0	0,0	0,0	0,0	0,0	0,0	490,0	0,0	514,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
03	Sobrarbe	2016	Secano	11060,0	3032,0	1355,0	1421,0	137,0	2,0	0,0	0,0	0,0	2,0	36,0	0,0	0,0	0,0	79,0	0,0	0,0	449,0	0,0	0,0	0,0	0,0	1,0	448,0	0,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0	0,0	27,0	0,0	0,0	0,0	0,0	0,0	11,0	0,0	0,0	0,0	0,0	0,0	16,0	0,0	0,0	7550,0	0,0	0,0	382,0	236,0	1769,0	1,0	450,0	0,0	0,0	0,0	0,0	0,0	2243,0	0,0	2469,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
04	La Ribagorza	2016	Regadío	1067,0	399,0	93,0	271,0	3,0	0,0	0,0	0,0	0,0	28,0	1,0	0,0	0,0	0,0	3,0	0,0	0,0	25,0	0,0	0,0	0,0	0,0	0,0	25,0	0,0	0,0	0,0	0,0	0,0	4,0	4,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	629,0	0,0	0,0	20,0	22,0	69,0	0,0	20,0	0,0	0,0	0,0	0,0	0,0	234,0	0,0	264,0	7,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0
04	La Ribagorza	2016	Secano	26287,0	13846,0	3567,0	9202,0	147,0	189,0	10,0	0,0	0,0	46,0	6,0	5,0	0,0	0,0	674,0	0,0	0,0	694,0	0,0	0,0	0,0	0,0	20,0	654,0	0,0	0,0	0,0	20,0	0,0	7,0	7,0	0,0	0,0	0,0	362,0	0,0	0,0	0,0	0,0	0,0	175,0	0,0	0,0	72,0	0,0	0,0	115,0	0,0	0,0	11375,0	0,0	0,0	475,0	274,0	1891,0	1,0	1131,0	0,0	0,0	0,0	0,0	0,0	3556,0	0,0	4047,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
05	Cinco Villas	2016	Regadío	68685,0	41410,0	18276,0	13459,0	78,0	0,0	103,0	0,0	2202,0	6780,0	192,0	0,0	0,0	5,0	315,0	0,0	0,0	950,0	0,0	12,0	0,0	0,0	657,0	281,0	0,0	0,0	0,0	0,0	0,0	6,0	0,0	5,0	1,0	0,0	1461,0	1,0	0,0	0,0	0,0	0,0	1145,0	0,0	0,0	0,0	0,0	10,0	305,0	0,0	0,0	22916,0	0,0	0,0	753,0	7717,0	14087,0	6,0	9,0	0,0	0,0	0,0	0,0	0,0	253,0	0,0	91,0	1942,0	27,0	0,0	21,0	0,0	1,0	0,0	38,0	15,0	0,0	0,0	0,0	0,0	29,0	0,0	0,0	13,0	165,0	91,0	0,0	0,0	37,0	0,0	821,0	0,0	170,0	0,0	0,0	0,0	0,0	0,0	399,0	72,0	42,0	0,0	0,0	0,0	1,0
05	Cinco Villas	2016	Secano	54859,0	50485,0	22235,0	27603,0	154,0	43,0	200,0	0,0	14,0	10,0	0,0	0,0	0,0	0,0	226,0	0,0	0,0	1971,0	0,0	3,0	0,0	0,0	1392,0	568,0	0,0	0,0	0,0	8,0	0,0	0,0	0,0	0,0	0,0	0,0	327,0	0,0	0,0	0,0	0,0	0,0	4,0	0,0	0,0	0,0	0,0	3,0	320,0	0,0	0,0	2067,0	0,0	0,0	236,0	234,0	1057,0	0,0	272,0	0,0	0,0	0,0	0,0	0,0	168,0	0,0	100,0	9,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	4,0
06	Hoya de Huesca / Plana de Uesca	2016	Regadío	21986,0	15082,0	4417,0	6495,0	33,0	0,0	0,0	0,0	27,0	3827,0	45,0	0,0	0,0	0,0	238,0	0,0	0,0	504,0	2,0	43,0	0,0	1,0	228,0	230,0	0,0	0,0	0,0	0,0	0,0	7,0	7,0	0,0	0,0	0,0	935,0	0,0	0,0	0,0	0,0	0,0	839,0	0,0	0,0	0,0	0,0	0,0	96,0	0,0	0,0	4623,0	0,0	0,0	153,0	350,0	3921,0	0,0	11,0	0,0	0,0	0,0	0,0	0,0	73,0	0,0	115,0	835,0	0,0	0,0	0,0	0,0	0,0	0,0	15,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	6,0	0,0	0,0	0,0	0,0	0,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	792,0	0,0	17,0	0,0	0,0	0,0	0,0
06	Hoya de Huesca / Plana de Uesca	2016	Secano	84957,0	72961,0	23680,0	47579,0	469,0	58,0	5,0	0,0	0,0	3,0	1,0	0,0	0,0	0,0	1166,0	0,0	0,0	7851,0	0,0	42,0	0,0	5,0	6037,0	1748,0	0,0	0,0	0,0	19,0	0,0	0,0	0,0	0,0	0,0	0,0	1230,0	0,0	0,0	0,0	0,0	0,0	65,0	0,0	0,0	0,0	0,0	77,0	1088,0	0,0	16,0	2887,0	0,0	0,0	180,0	24,0	1035,0	0,0	319,0	0,0	0,0	0,0	0,0	0,0	543,0	0,0	786,0	12,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	5,0	0,0	0,0	0,0	5,0	0,0	0,0	0,0	0,0
07	Somontano de Barbastro	2016	Regadío	13455,0	9800,0	1092,0	3710,0	7,0	0,0	17,0	0,0	34,0	4850,0	56,0	5,0	0,0	3,0	26,0	0,0	0,0	273,0	0,0	0,0	0,0	0,0	126,0	147,0	0,0	0,0	0,0	0,0	0,0	3,0	3,0	0,0	0,0	0,0	103,0	0,0	0,0	0,0	0,0	0,0	57,0	0,0	0,0	0,0	0,0	0,0	46,0	0,0	0,0	2925,0	0,0	0,0	204,0	128,0	2543,0	0,0	5,0	0,0	0,0	0,0	0,0	0,0	7,0	0,0	38,0	351,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	14,0	0,0	0,0	0,0	0,0	0,0	52,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	276,0	0,0	8,0	0,0	0,0	0,0	0,0
07	Somontano de Barbastro	2016	Secano	23524,0	19441,0	4056,0	14837,0	236,0	0,0	0,0	0,0	0,0	47,0	40,0	0,0	3,0	0,0	222,0	0,0	0,0	2637,0	0,0	0,0	0,0	1,0	1716,0	920,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	176,0	0,0	0,0	0,0	0,0	0,0	35,0	0,0	0,0	0,0	0,0	0,0	141,0	0,0	0,0	1267,0	0,0	0,0	174,0	20,0	453,0	32,0	167,0	0,0	0,0	0,0	0,0	0,0	157,0	0,0	264,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0
08	Cinca Medio	2016	Regadío	29403,0	18477,0	1913,0	7720,0	162,0	26,0	72,0	0,0	1921,0	6191,0	270,0	66,0	0,0	10,0	126,0	0,0	0,0	576,0	2,0	0,0	0,0	0,0	405,0	169,0	0,0	0,0	0,0	0,0	0,0	2,0	2,0	0,0	0,0	0,0	482,0	0,0	0,0	0,0	1,0	0,0	332,0	1,0	0,0	0,0	0,0	0,0	148,0	0,0	0,0	8456,0	0,0	0,0	947,0	930,0	6246,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0	141,0	0,0	188,0	1410,0	0,0	0,0	0,0	0,0	1,0	1,0	2,0	0,0	0,0	0,0	0,0	2,0	8,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	1,0	0,0	33,0	0,0	2,0	0,0	0,0	0,0	47,0	2,0	1250,0	0,0	60,0	0,0	0,0	0,0	0,0
08	Cinca Medio	2016	Secano	3190,0	2890,0	169,0	2515,0	32,0	7,0	0,0	0,0	1,0	46,0	4,0	0,0	0,0	0,0	116,0	0,0	0,0	135,0	0,0	0,0	0,0	0,0	84,0	51,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	12,0	0,0	0,0	0,0	0,0	0,0	7,0	0,0	0,0	0,0	0,0	0,0	5,0	0,0	0,0	152,0	0,0	0,0	51,0	24,0	39,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0	16,0	0,0	18,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
09	La Litera / La Llitera	2016	Regadío	22676,0	14868,0	2698,0	4831,0	20,0	1,0	0,0	0,0	0,0	7228,0	26,0	6,0	0,0	0,0	58,0	0,0	0,0	510,0	0,0	13,0	0,0	0,0	232,0	265,0	0,0	0,0	0,0	0,0	0,0	9,0	9,0	0,0	0,0	0,0	818,0	0,0	0,0	0,0	0,0	0,0	745,0	0,0	0,0	0,0	0,0	0,0	73,0	0,0	0,0	6219,0	0,0	0,0	587,0	216,0	5175,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	97,0	0,0	144,0	252,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	37,0	0,0	162,0	0,0	50,0	0,0	0,0	0,0	0,0
09	La Litera / La Llitera	2016	Secano	12172,0	11471,0	1442,0	9630,0	32,0	41,0	0,0	0,0	0,0	55,0	1,0	0,0	0,0	0,0	270,0	0,0	0,0	314,0	0,0	2,0	0,0	0,0	28,0	284,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	82,0	0,0	0,0	0,0	0,0	0,0	5,0	0,0	0,0	1,0	0,0	0,0	76,0	0,0	0,0	305,0	0,0	0,0	9,0	0,0	139,0	0,0	19,0	0,0	0,0	0,0	0,0	0,0	64,0	0,0	74,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
10	Los Monegros	2016	Regadío	71406,0	46177,0	5159,0	18983,0	94,0	0,0	56,0	0,0	1152,0	19638,0	519,0	0,0	0,0	8,0	568,0	0,0	0,0	1714,0	0,0	19,0	0,0	0,0	1360,0	330,0	0,0	0,0	0,0	5,0	0,0	12,0	12,0	0,0	0,0	0,0	1394,0	0,0	0,0	0,0	0,0	0,0	1278,0	8,0	0,0	0,0	0,0	0,0	108,0	0,0	0,0	19843,0	0,0	0,0	1369,0	3246,0	14630,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0	224,0	0,0	370,0	2266,0	0,0	0,0	0,0	0,0	0,0	1,0	34,0	2,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	5,0	16,0	7,0	1,0	1,0	1,0	238,0	0,0	1,0	0,0	0,0	0,0	14,0	1,0	1917,0	0,0	25,0	0,0	0,0	0,0	0,0
10	Los Monegros	2016	Secano	62929,0	59673,0	15666,0	41002,0	316,0	140,0	157,0	0,0	1,0	138,0	32,0	0,0	0,0	0,0	2221,0	0,0	0,0	2175,0	0,0	0,0	8,0	9,0	1935,0	223,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	56,0	0,0	0,0	0,0	0,0	0,0	40,0	0,0	0,0	0,0	0,0	0,0	16,0	0,0	0,0	1021,0	0,0	0,0	70,0	26,0	581,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0	141,0	0,0	199,0	4,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
11	Bajo Cinca / Baix Cinca	2016	Regadío	16068,0	11477,0	1537,0	3890,0	33,0	0,0	0,0	0,0	69,0	5603,0	233,0	0,0	0,0	0,0	112,0	0,0	0,0	329,0	0,0	0,0	0,0	0,0	291,0	38,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	254,0	0,0	0,0	0,0	0,0	0,0	254,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3420,0	0,0	0,0	195,0	180,0	2991,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	20,0	0,0	34,0	588,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	7,0	0,0	567,0	0,0	11,0	0,0	0,0	0,0	0,0
11	Bajo Cinca / Baix Cinca	2016	Secano	16741,0	16439,0	2529,0	12587,0	276,0	0,0	8,0	0,0	5,0	98,0	119,0	0,0	0,0	0,0	817,0	0,0	0,0	198,0	0,0	0,0	0,0	0,0	86,0	90,0	0,0	0,0	0,0	22,0	0,0	0,0	0,0	0,0	0,0	0,0	59,0	0,0	0,0	0,0	0,0	0,0	41,0	0,0	0,0	0,0	0,0	0,0	18,0	0,0	0,0	45,0	0,0	0,0	11,0	0,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	11,0	0,0	13,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
