Año	Municipio código	Municipio nombre	Renta disponible bruta
2009	22048	Barbastro	303524156,0
2009	22052	Belver de Cinca	13488999,0
2009	22053	Benabarre	15590180,0
2009	22054	Benasque	42096155,0
2009	22059	Biescas	31157778,0
2009	22060	Binaced	23709015,0
2009	22061	Binéfar	152664831,0
2009	22066	Boltaña	17033966,0
2009	22110	Fonz	10663354,0
2009	22112	Fraga	220001556,0
2009	22116	Grañén	24676515,0
2009	22117	Graus	56068201,0
2009	22119	Gurrea de Gállego	18992837,0
2009	22125	Huesca	1053265735,0
2009	22130	Jaca	305749148,0
2009	22136	Lalueza	11146294,0
2009	22137	Lanaja	13233592,0
2009	22158	Monzón	270811798,0
2009	22199	Sabiñánigo	187506064,0
2009	22204	Sallent de Gállego	28762148,0
2009	22213	Sariñena	59967649,0
2009	22225	Tamarite de Litera	48881895,0
2009	22226	Tardienta	17717931,0
2009	22234	Torrente de Cinca	11212981,0
2009	22254	Zaidín	16982247,0
2009	22904	Sotonera (La)	12013557,0
2009	22907	Aínsa-Sobrarbe	38617019,0
2009	44008	Albalate del Arzobispo	25958654,0
2009	44009	Albarracín	15363552,0
2009	44013	Alcañiz	265588862,0
2009	44014	Alcorisa	49533612,0
2009	44025	Andorra	134926955,0
2009	44049	Calaceite	10915119,0
2009	44050	Calamocha	71142085,0
2009	44051	Calanda	42962585,0
2009	44076	Cella	32310883,0
2009	44099	Escucha	14276964,0
2009	44122	Híjar	21252445,0
2009	44145	Mas de las Matas	14377810,0
2009	44153	Monreal del Campo	30132624,0
2009	44155	Montalbán	19693207,0
2009	44158	Mora de Rubielos	22889990,0
2009	44191	Puebla de Híjar (La)	9989921,0
2009	44209	Santa Eulalia	13211578,0
2009	44210	Sarrión	11988072,0
2009	44216	Teruel	642985787,0
2009	44238	Utrillas	49765131,0
2009	44246	Valderrobres	26553252,0
2009	50006	Ainzón	12387857,0
2009	50008	Alagón	96469979,0
2009	50017	Alfajarín	29422818,0
2009	50018	Alfamén	13798468,0
2009	50020	Alhama de Aragón	14992998,0
2009	50025	Almunia de Doña Godina (La)	105440386,0
2009	50034	Ariza	13593363,0
2009	50038	Ateca	22778230,0
2009	50045	Belchite	18250399,0
2009	50051	Biota	10439172,0
2009	50053	Boquiñeni	8721033,0
2009	50055	Borja	72991453,0
2009	50057	Brea de Aragón	20793796,0
2009	50059	Bujaraloz	13147132,0
2009	50062	Burgo de Ebro (El)	32052675,0
2009	50066	Cadrete	45739929,0
2009	50067	Calatayud	343172373,0
2009	50068	Calatorao	33834743,0
2009	50073	Cariñena	45794772,0
2009	50074	Caspe	125180645,0
2009	50089	Cuarte de Huerva	147488638,0
2009	50094	Daroca	38008833,0
2009	50095	Ejea de los Caballeros	247706728,0
2009	50099	Épila	52896326,0
2009	50101	Escatrón	13873307,0
2009	50102	Fabara	9039158,0
2009	50107	Figueruelas	20807611,0
2009	50115	Fuentes de Ebro	55647529,0
2009	50118	Gallur	40965234,0
2009	50119	Gelsa	12472105,0
2009	50126	Illueca	45063689,0
2009	50137	Leciñena	11537413,0
2009	50147	Luceni	10341146,0
2009	50150	Lumpiaque	8452064,0
2009	50152	Maella	18382746,0
2009	50153	Magallón	11387061,0
2009	50159	Maluenda	9687746,0
2009	50160	Mallén	38045321,0
2009	50163	María de Huerva	64082939,0
2009	50165	Mequinenza	31001931,0
2009	50175	Morata de Jalón	12954704,0
2009	50181	Muel	17310777,0
2009	50182	Muela (La)	64904185,0
2009	50189	Nonaspe	9064164,0
2009	50203	Pastriz	18771443,0
2009	50204	Pedrola	46902588,0
2009	50208	Pina de Ebro	36505307,0
2009	50209	Pinseque	42621635,0
2009	50219	Puebla de Alfindén (La)	75750429,0
2009	50222	Quinto	23966411,0
2009	50223	Remolinos	12275511,0
2009	50225	Ricla	28435392,0
2009	50230	Sádaba	17963083,0
2009	50235	San Mateo de Gállego	39530289,0
2009	50240	Sástago	16140265,0
2009	50251	Tarazona	151297365,0
2009	50252	Tauste	99056174,0
2009	50262	Torres de Berrellén	17763552,0
2009	50272	Utebo	281923347,0
2009	50288	Villanueva de Gállego	72189560,0
2009	50297	Zaragoza	11685871946,0
2009	50298	Zuera	111188677,0
2009	50903	Villamayor de Gállego	33299461,0
2008	22007	Albalate de Cinca	13147179,0
2008	22017	Alcolea de Cinca	16062370,0
2008	22021	Almudévar	33048989,0
2008	22025	Altorricón	17092503,0
2008	22039	Ayerbe	13958425,0
2008	22048	Barbastro	303877760,0
2008	22052	Belver de Cinca	14161196,0
2008	22053	Benabarre	16003622,0
2008	22054	Benasque	43369133,0
2008	22059	Biescas	30609987,0
2008	22060	Binaced	19192030,0
2008	22061	Binéfar	149630897,0
2008	22066	Boltaña	16555154,0
2008	22110	Fonz	10936195,0
2008	22112	Fraga	221495710,0
2008	22116	Grañén	25072462,0
2008	22117	Graus	56874080,0
2008	22119	Gurrea de Gállego	19665853,0
2008	22125	Huesca	1058614960,0
2008	22130	Jaca	305462322,0
2008	22136	Lalueza	11212573,0
2008	22137	Lanaja	13741245,0
2008	22158	Monzón	270882376,0
2008	22199	Sabiñánigo	185796544,0
2008	22204	Sallent de Gállego	28273953,0
2008	22213	Sariñena	57930121,0
2008	22225	Tamarite de Litera	49396475,0
2008	22226	Tardienta	17764182,0
2008	22234	Torrente de Cinca	11050888,0
2008	22254	Zaidín	18495607,0
2008	22904	Sotonera (La)	12202967,0
2008	22907	Aínsa-Sobrarbe	37725548,0
2008	44008	Albalate del Arzobispo	26525792,0
2008	44009	Albarracín	14836283,0
2008	44013	Alcañiz	267441210,0
2008	44014	Alcorisa	50021572,0
2008	44025	Andorra	136073054,0
2008	44049	Calaceite	11054313,0
2008	44050	Calamocha	71705207,0
2008	44051	Calanda	43838068,0
2008	44076	Cella	32294199,0
2008	44099	Escucha	14977797,0
2008	44122	Híjar	20855938,0
2008	44145	Mas de las Matas	14121107,0
2008	44153	Monreal del Campo	30881519,0
2008	44155	Montalbán	20234833,0
2008	44158	Mora de Rubielos	21300113,0
2008	44191	Puebla de Híjar (La)	10113781,0
2008	44209	Santa Eulalia	13209073,0
2008	44210	Sarrión	12180662,0
2008	44216	Teruel	632236429,0
2008	44238	Utrillas	51482060,0
2008	44246	Valderrobres	26068982,0
2008	50006	Ainzón	12908284,0
2008	50008	Alagón	97468851,0
2008	50017	Alfajarín	29288198,0
2008	50018	Alfamén	14375313,0
2008	50020	Alhama de Aragón	14963884,0
2008	50025	Almunia de Doña Godina (La)	107791541,0
2008	50034	Ariza	14228321,0
2008	50038	Ateca	22829496,0
2008	50045	Belchite	18659138,0
2008	50051	Biota	11516187,0
2008	50053	Boquiñeni	8872912,0
2008	50055	Borja	72427809,0
2008	50057	Brea de Aragón	21076055,0
2008	50059	Bujaraloz	12550803,0
2008	50062	Burgo de Ebro (El)	31451308,0
2008	50066	Cadrete	43807799,0
2008	50067	Calatayud	348085609,0
2008	50068	Calatorao	34902948,0
2008	50073	Cariñena	44998996,0
2008	50074	Caspe	120959148,0
2008	50089	Cuarte de Huerva	135061440,0
2008	50094	Daroca	38346670,0
2008	50095	Ejea de los Caballeros	248671238,0
2008	50099	Épila	54237694,0
2008	50101	Escatrón	14499276,0
2008	50102	Fabara	9323422,0
2008	50107	Figueruelas	22142294,0
2008	50113	Fuendejalón	9339789,0
2008	50115	Fuentes de Ebro	55497097,0
2008	50118	Gallur	42486073,0
2008	50119	Gelsa	12724701,0
2008	50126	Illueca	46119312,0
2008	50137	Leciñena	10808975,0
2008	50147	Luceni	10724652,0
2008	50150	Lumpiaque	8438877,0
2008	50152	Maella	18510968,0
2008	50153	Magallón	12048320,0
2008	50159	Maluenda	10461348,0
2008	50160	Mallén	37544236,0
2008	50163	María de Huerva	58292283,0
2008	50165	Mequinenza	30024595,0
2008	50175	Morata de Jalón	13198159,0
2008	50181	Muel	17696249,0
2008	50182	Muela (La)	59602643,0
2008	50189	Nonaspe	9390763,0
2008	50203	Pastriz	19035201,0
2008	50204	Pedrola	47643947,0
2008	50208	Pina de Ebro	35986436,0
2008	50209	Pinseque	42071328,0
2008	50219	Puebla de Alfindén (La)	74037682,0
2008	50222	Quinto	24259841,0
2008	50223	Remolinos	12630686,0
2008	50225	Ricla	28802542,0
2008	50230	Sádaba	17731573,0
2008	50235	San Mateo de Gállego	41168305,0
2008	50240	Sástago	16181891,0
2008	50251	Tarazona	154367543,0
2008	50252	Tauste	103182666,0
2008	50262	Torres de Berrellén	17830199,0
2008	50272	Utebo	282819085,0
2008	50288	Villanueva de Gállego	71386479,0
2008	50297	Zaragoza	11873115241,0
2008	50298	Zuera	111981114,0
2008	50903	Villamayor de Gállego	33597288,0
2007	22007	Albalate de Cinca	12272387,0
2007	22017	Alcolea de Cinca	15191541,0
2007	22021	Almudévar	32339767,0
2007	22025	Altorricón	16455991,0
2007	22039	Ayerbe	13445629,0
2007	22048	Barbastro	288348216,0
2007	22052	Belver de Cinca	14282906,0
2007	22053	Benabarre	14304914,0
2007	22054	Benasque	40645273,0
2007	22059	Biescas	32173693,0
2007	22060	Binaced	17730976,0
2007	22061	Binéfar	163254478,0
2007	22110	Fonz	10320639,0
2007	22112	Fraga	209176481,0
2007	22116	Grañén	24960452,0
2007	22117	Graus	50420340,0
2007	22119	Gurrea de Gállego	19876357,0
2007	22125	Huesca	1011526294,0
2007	22130	Jaca	294677598,0
2007	22136	Lalueza	11300340,0
2007	22137	Lanaja	13485985,0
2007	22158	Monzón	255859271,0
2007	22199	Sabiñánigo	182194973,0
2007	22204	Sallent de Gállego	26415792,0
2007	22213	Sariñena	54996327,0
2007	22225	Tamarite de Litera	47171975,0
2007	22226	Tardienta	16485171,0
2007	22234	Torrente de Cinca	9923702,0
2007	22254	Zaidín	17463370,0
2007	22904	Sotonera (La)	11577496,0
2007	22907	Aínsa-Sobrarbe	34372042,0
2007	44008	Albalate del Arzobispo	24675167,0
2007	44009	Albarracín	14177377,0
2007	44013	Alcañiz	247151006,0
2007	44014	Alcorisa	46860837,0
2007	44025	Andorra	128482836,0
2007	44049	Calaceite	11479766,0
2007	44050	Calamocha	68058308,0
2007	44051	Calanda	41556917,0
2007	44076	Cella	30276676,0
2007	44099	Escucha	14133632,0
2007	44122	Híjar	20704355,0
2007	44145	Mas de las Matas	14707163,0
2007	44153	Monreal del Campo	28139479,0
2007	44155	Montalbán	19163564,0
2007	44158	Mora de Rubielos	20925015,0
2007	44191	Puebla de Híjar (La)	9510686,0
2007	44205	Samper de Calanda	9267234,0
2007	44209	Santa Eulalia	12332348,0
2007	44210	Sarrión	11211871,0
2007	44216	Teruel	585871164,0
2007	44238	Utrillas	49016535,0
2007	44246	Valderrobres	24674830,0
2007	50006	Ainzón	11934865,0
2007	50008	Alagón	90003863,0
2007	50017	Alfajarín	27368920,0
2007	50018	Alfamén	14027854,0
2007	50020	Alhama de Aragón	14228181,0
2007	50025	Almunia de Doña Godina (La)	103707717,0
2007	50034	Ariza	13008000,0
2007	50038	Ateca	23110416,0
2007	50045	Belchite	17804880,0
2007	50051	Biota	11231431,0
2007	50053	Boquiñeni	8785113,0
2007	50055	Borja	66258161,0
2007	50057	Brea de Aragón	19775387,0
2007	50059	Bujaraloz	11915219,0
2007	50062	Burgo de Ebro (El)	27803606,0
2007	50066	Cadrete	40081378,0
2007	50067	Calatayud	326664996,0
2007	50068	Calatorao	34317315,0
2007	50073	Cariñena	42133349,0
2007	50074	Caspe	114948200,0
2007	50089	Cuarte de Huerva	105898840,0
2007	50094	Daroca	36196617,0
2007	50095	Ejea de los Caballeros	236408997,0
2007	50099	Épila	50111330,0
2007	50101	Escatrón	14113431,0
2007	50102	Fabara	9028182,0
2007	50107	Figueruelas	21251254,0
2007	50115	Fuentes de Ebro	53367477,0
2007	50118	Gallur	40894445,0
2007	50119	Gelsa	11971432,0
2007	50126	Illueca	43506375,0
2007	50137	Leciñena	10701686,0
2007	50147	Luceni	10452421,0
2007	50152	Maella	17478367,0
2007	50153	Magallón	11093837,0
2007	50159	Maluenda	8858813,0
2007	50160	Mallén	35205032,0
2007	50163	María de Huerva	50034184,0
2007	50165	Mequinenza	29546378,0
2007	50175	Morata de Jalón	12669692,0
2007	50181	Muel	15838063,0
2007	50182	Muela (La)	50661080,0
2007	50189	Nonaspe	8891571,0
2007	50203	Pastriz	18767303,0
2007	50204	Pedrola	45206486,0
2007	50208	Pina de Ebro	34134941,0
2007	50209	Pinseque	38328222,0
2007	50219	Puebla de Alfindén (La)	68412791,0
2007	50222	Quinto	20829051,0
2007	50223	Remolinos	12253520,0
2007	50225	Ricla	26864404,0
2007	50230	Sádaba	16585854,0
2007	50235	San Mateo de Gállego	34757698,0
2007	50240	Sástago	15756260,0
2007	50251	Tarazona	150496894,0
2007	50252	Tauste	96359523,0
2007	50262	Torres de Berrellén	16641878,0
2007	50272	Utebo	260971005,0
2007	50288	Villanueva de Gállego	70723750,0
2007	50297	Zaragoza	11296237058,0
2007	50298	Zuera	104223962,0
2007	50903	Villamayor de Gállego	31882311,0
2006	22007	Albalate de Cinca	11541111,0
2006	22017	Alcolea de Cinca	14668366,0
2006	22021	Almudévar	29374353,0
2006	22025	Altorricón	15419386,0
2006	22039	Ayerbe	12714022,0
2006	22048	Barbastro	275801301,0
2006	22052	Belver de Cinca	13278017,0
2006	22053	Benabarre	13315852,0
2006	22054	Benasque	37749422,0
2006	22059	Biescas	30848637,0
2006	22060	Binaced	17471781,0
2006	22061	Binéfar	136015696,0
2006	22110	Fonz	10397729,0
2006	22112	Fraga	199924351,0
2006	22116	Grañén	24358824,0
2006	22117	Graus	47520131,0
2006	22119	Gurrea de Gállego	19066175,0
2006	22125	Huesca	964233685,0
2006	22130	Jaca	282822931,0
2006	22136	Lalueza	11254179,0
2006	22137	Lanaja	12427650,0
2006	22158	Monzón	243879416,0
2006	22199	Sabiñánigo	171568670,0
2006	22204	Sallent de Gállego	24712442,0
2006	22213	Sariñena	51946791,0
2006	22225	Tamarite de Litera	41393732,0
2006	22226	Tardienta	16188896,0
2006	22234	Torrente de Cinca	10183065,0
2006	22254	Zaidín	16576300,0
2006	22904	Sotonera (La)	11599190,0
2006	22907	Aínsa-Sobrarbe	34507932,0
2006	44008	Albalate del Arzobispo	24023937,0
2006	44009	Albarracín	13404837,0
2006	44013	Alcañiz	231616506,0
2006	44014	Alcorisa	43370344,0
2006	44025	Andorra	121278981,0
2006	44049	Calaceite	10669568,0
2006	44050	Calamocha	62206842,0
2006	44051	Calanda	40105692,0
2006	44076	Cella	28500960,0
2006	44099	Escucha	12806935,0
2006	44122	Híjar	19241652,0
2006	44145	Mas de las Matas	13742810,0
2006	44153	Monreal del Campo	27051725,0
2006	44155	Montalbán	18331933,0
2006	44158	Mora de Rubielos	21701674,0
2006	44191	Puebla de Híjar (La)	9206205,0
2006	44205	Samper de Calanda	8826303,0
2006	44209	Santa Eulalia	11600460,0
2006	44210	Sarrión	10730629,0
2006	44216	Teruel	555590891,0
2006	44238	Utrillas	47044008,0
2006	44246	Valderrobres	24098480,0
2006	50006	Ainzón	11514928,0
2006	50008	Alagón	85861989,0
2006	50017	Alfajarín	24684726,0
2006	50018	Alfamén	13458146,0
2006	50020	Alhama de Aragón	13185278,0
2006	50025	Almunia de Doña Godina (La)	96871718,0
2006	50034	Ariza	12634424,0
2006	50038	Ateca	20739863,0
2006	50045	Belchite	16797924,0
2006	50051	Biota	10396457,0
2006	50053	Boquiñeni	8417916,0
2006	50055	Borja	62908117,0
2006	50057	Brea de Aragón	19568778,0
2006	50062	Burgo de Ebro (El)	26073309,0
2006	50066	Cadrete	37262712,0
2006	50067	Calatayud	302888184,0
2006	50068	Calatorao	31487460,0
2006	50073	Cariñena	41200338,0
2006	50074	Caspe	107782685,0
2006	50089	Cuarte de Huerva	83140941,0
2006	50094	Daroca	35131280,0
2006	50095	Ejea de los Caballeros	224580791,0
2006	50099	Épila	48390943,0
2006	50101	Escatrón	13204871,0
2006	50102	Fabara	9174774,0
2006	50107	Figueruelas	19393494,0
2006	50115	Fuentes de Ebro	47384601,0
2006	50118	Gallur	38220425,0
2006	50119	Gelsa	11113797,0
2006	50126	Illueca	43014300,0
2006	50137	Leciñena	10190089,0
2006	50147	Luceni	10008606,0
2006	50152	Maella	17209911,0
2006	50153	Magallón	10553316,0
2006	50159	Maluenda	8189819,0
2006	50160	Mallén	34465688,0
2006	50163	María de Huerva	42538820,0
2006	50165	Mequinenza	29102689,0
2006	50175	Morata de Jalón	12456571,0
2006	50181	Muel	14943783,0
2006	50182	Muela (La)	45409152,0
2006	50189	Nonaspe	8898804,0
2006	50203	Pastriz	18767794,0
2006	50204	Pedrola	42404485,0
2006	50208	Pina de Ebro	33745252,0
2006	50209	Pinseque	34120863,0
2006	50219	Puebla de Alfindén (La)	63563875,0
2006	50222	Quinto	20236775,0
2006	50223	Remolinos	11741688,0
2006	50225	Ricla	23831361,0
2006	50230	Sádaba	16068991,0
2006	50235	San Mateo de Gállego	34189904,0
2006	50240	Sástago	15452165,0
2006	50251	Tarazona	136776164,0
2006	50252	Tauste	92862590,0
2006	50262	Torres de Berrellén	16233919,0
2006	50272	Utebo	240230901,0
2006	50288	Villanueva de Gállego	63049351,0
2006	50297	Zaragoza	10818321338,0
2006	50298	Zuera	92049792,0
2005	22007	Albalate de Cinca	11090493,0
2005	22017	Alcolea de Cinca	13575211,0
2005	22021	Almudévar	27449819,0
2005	22025	Altorricón	14364840,0
2005	22039	Ayerbe	11659593,0
2005	22046	Ballobar	8831169,0
2005	22048	Barbastro	260129655,0
2005	22052	Belver de Cinca	11950063,0
2005	22053	Benabarre	12117608,0
2005	22054	Benasque	35507793,0
2005	22059	Biescas	29243805,0
2005	22060	Binaced	15308422,0
2005	22061	Binéfar	127648598,0
2005	22110	Fonz	9760692,0
2005	22112	Fraga	184102304,0
2005	22116	Grañén	21784856,0
2005	22117	Graus	44808039,0
2005	22119	Gurrea de Gállego	17833095,0
2005	22125	Huesca	904291194,0
2005	22130	Jaca	263128439,0
2005	22136	Lalueza	9780408,0
2005	22137	Lanaja	11286977,0
2005	22158	Monzón	228698296,0
2005	22199	Sabiñánigo	159772551,0
2005	22204	Sallent de Gállego	23595301,0
2005	22213	Sariñena	47815609,0
2005	22225	Tamarite de Litera	39544317,0
2005	22226	Tardienta	15047557,0
2005	22234	Torrente de Cinca	8753343,0
2005	22254	Zaidín	15155997,0
2005	22904	Sotonera (La)	10910974,0
2005	22907	Aínsa-Sobrarbe	29677171,0
2005	44008	Albalate del Arzobispo	22431369,0
2005	44009	Albarracín	12679565,0
2005	44013	Alcañiz	214878061,0
2005	44014	Alcorisa	41000619,0
2005	44025	Andorra	119266803,0
2005	44049	Calaceite	9772384,0
2005	44050	Calamocha	58003005,0
2005	44051	Calanda	37471342,0
2005	44076	Cella	26529251,0
2005	44099	Escucha	12011572,0
2005	44122	Híjar	17795700,0
2005	44145	Mas de las Matas	12732516,0
2005	44153	Monreal del Campo	24733634,0
2005	44155	Montalbán	17716520,0
2005	44158	Mora de Rubielos	18606913,0
2005	44191	Puebla de Híjar (La)	8634380,0
2005	44209	Santa Eulalia	10831362,0
2005	44210	Sarrión	10252482,0
2005	44216	Teruel	526080782,0
2005	44238	Utrillas	44315186,0
2005	44246	Valderrobres	22029865,0
2005	50006	Ainzón	10892428,0
2005	50008	Alagón	80262720,0
2005	50017	Alfajarín	23190932,0
2005	50018	Alfamén	12140394,0
2005	50020	Alhama de Aragón	13058636,0
2005	50025	Almunia de Doña Godina (La)	90013071,0
2005	50034	Ariza	12078465,0
2005	50038	Ateca	19629421,0
2005	50045	Belchite	16000724,0
2005	50051	Biota	8247573,0
2005	50053	Boquiñeni	7785881,0
2005	50055	Borja	58655965,0
2005	50057	Brea de Aragón	18834862,0
2005	50059	Bujaraloz	10487965,0
2005	50062	Burgo de Ebro (El)	23264957,0
2005	50066	Cadrete	33217360,0
2005	50067	Calatayud	282410499,0
2005	50068	Calatorao	28857531,0
2005	50073	Cariñena	39207477,0
2005	50074	Caspe	109027087,0
2005	50089	Cuarte de Huerva	67442119,0
2005	50094	Daroca	32057978,0
2005	50095	Ejea de los Caballeros	181883571,0
2005	50099	Épila	44549266,0
2005	50101	Escatrón	12899319,0
2005	50102	Fabara	8366256,0
2005	50107	Figueruelas	22446949,0
2005	50115	Fuentes de Ebro	45690433,0
2005	50118	Gallur	35482929,0
2005	50119	Gelsa	10209666,0
2005	50126	Illueca	40763488,0
2005	50137	Leciñena	9436233,0
2005	50147	Luceni	9696649,0
2005	50152	Maella	16533238,0
2005	50153	Magallón	9944232,0
2005	50159	Maluenda	7631155,0
2005	50160	Mallén	31866389,0
2005	50163	María de Huerva	35940569,0
2005	50165	Mequinenza	27423585,0
2005	50175	Morata de Jalón	12385615,0
2005	50181	Muel	13276117,0
2005	50182	Muela (La)	38566595,0
2005	50189	Nonaspe	8345623,0
2005	50203	Pastriz	15561706,0
2005	50204	Pedrola	38547207,0
2005	50208	Pina de Ebro	31219278,0
2005	50209	Pinseque	30050158,0
2005	50219	Puebla de Alfindén (La)	52914647,0
2005	50222	Quinto	19094282,0
2005	50223	Remolinos	9921270,0
2005	50225	Ricla	21637306,0
2005	50230	Sádaba	12969208,0
2005	50235	San Mateo de Gállego	28842347,0
2005	50240	Sástago	14787937,0
2005	50251	Tarazona	126942179,0
2005	50252	Tauste	74614109,0
2005	50262	Torres de Berrellén	14889569,0
2005	50272	Utebo	216524605,0
2005	50288	Villanueva de Gállego	59803203,0
2005	50297	Zaragoza	10268730980,0
2005	50298	Zuera	85004827,0
2004	22007	Albalate de Cinca	11209583,0
2004	22017	Alcolea de Cinca	14331817,0
2004	22021	Almudévar	26642335,0
2004	22025	Altorricón	13722486,0
2004	22039	Ayerbe	10979276,0
2004	22046	Ballobar	8534357,0
2004	22048	Barbastro	242834930,0
2004	22052	Belver de Cinca	11742271,0
2004	22053	Benabarre	11368775,0
2004	22054	Benasque	32178752,0
2004	22059	Biescas	26617404,0
2004	22060	Binaced	15522050,0
2004	22061	Binéfar	119487686,0
2004	22110	Fonz	8978709,0
2004	22112	Fraga	173126622,0
2004	22116	Grañén	21423638,0
2004	22117	Graus	41707257,0
2004	22119	Gurrea de Gállego	17646508,0
2004	22125	Huesca	846504919,0
2004	22130	Jaca	245253675,0
2004	22136	Lalueza	10545792,0
2004	22137	Lanaja	11680573,0
2004	22158	Monzón	212689207,0
2004	22199	Sabiñánigo	149957891,0
2004	22204	Sallent de Gállego	21098003,0
2004	22213	Sariñena	46781326,0
2004	22225	Tamarite de Litera	38475392,0
2004	22226	Tardienta	14560793,0
2004	22234	Torrente de Cinca	8702980,0
2004	22254	Zaidín	14089108,0
2004	22904	Sotonera (La)	10173417,0
2004	22907	Aínsa-Sobrarbe	27309182,0
2004	44008	Albalate del Arzobispo	21832160,0
2004	44009	Albarracín	12365000,0
2004	44013	Alcañiz	199075390,0
2004	44014	Alcorisa	38166853,0
2004	44025	Andorra	114286587,0
2004	44049	Calaceite	9335575,0
2004	44050	Calamocha	54630268,0
2004	44051	Calanda	35201572,0
2004	44076	Cella	25133624,0
2004	44099	Escucha	11366506,0
2004	44122	Híjar	17051608,0
2004	44145	Mas de las Matas	12396936,0
2004	44153	Monreal del Campo	22619360,0
2004	44155	Montalbán	16393164,0
2004	44158	Mora de Rubielos	15821255,0
2004	44191	Puebla de Híjar (La)	8599023,0
2004	44209	Santa Eulalia	10290075,0
2004	44210	Sarrión	9230283,0
2004	44216	Teruel	487835105,0
2004	44238	Utrillas	42571625,0
2004	44246	Valderrobres	20421363,0
2004	50006	Ainzón	9843406,0
2004	50008	Alagón	74556800,0
2004	50017	Alfajarín	20773628,0
2004	50018	Alfamén	11723381,0
2004	50020	Alhama de Aragón	12584357,0
2004	50025	Almunia de Doña Godina (La)	81962757,0
2004	50034	Ariza	11750979,0
2004	50038	Ateca	18987901,0
2004	50045	Belchite	14454853,0
2004	50051	Biota	8859082,0
2004	50053	Boquiñeni	7229553,0
2004	50055	Borja	54356119,0
2004	50057	Brea de Aragón	18735748,0
2004	50059	Bujaraloz	11054465,0
2004	50062	Burgo de Ebro (El)	21725632,0
2004	50066	Cadrete	29576628,0
2004	50067	Calatayud	260852784,0
2004	50068	Calatorao	27538868,0
2004	50073	Cariñena	34336931,0
2004	50074	Caspe	92421635,0
2004	50089	Cuarte de Huerva	53140987,0
2004	50094	Daroca	29435642,0
2004	50095	Ejea de los Caballeros	200509857,0
2004	50099	Épila	42160772,0
2004	50101	Escatrón	12034335,0
2004	50102	Fabara	7473109,0
2004	50107	Figueruelas	23402489,0
2004	50115	Fuentes de Ebro	42353858,0
2004	50118	Gallur	33676760,0
2004	50119	Gelsa	9798730,0
2004	50126	Illueca	38678911,0
2004	50137	Leciñena	9592726,0
2004	50147	Luceni	8555891,0
2004	50152	Maella	14804742,0
2004	50153	Magallón	9237114,0
2004	50159	Maluenda	7372149,0
2004	50160	Mallén	29146930,0
2004	50163	María de Huerva	28382959,0
2004	50165	Mequinenza	24860800,0
2004	50175	Morata de Jalón	11901820,0
2004	50181	Muel	11709931,0
2004	50182	Muela (La)	33523207,0
2004	50189	Nonaspe	7454135,0
2004	50203	Pastriz	14291368,0
2004	50204	Pedrola	35477304,0
2004	50208	Pina de Ebro	28605991,0
2004	50209	Pinseque	26115026,0
2004	50219	Puebla de Alfindén (La)	43162059,0
2004	50222	Quinto	18211711,0
2004	50223	Remolinos	10247687,0
2004	50225	Ricla	19531730,0
2004	50230	Sádaba	15084016,0
2004	50235	San Mateo de Gállego	25699843,0
2004	50240	Sástago	14412056,0
2004	50251	Tarazona	117565620,0
2004	50252	Tauste	80843423,0
2004	50262	Torres de Berrellén	14251039,0
2004	50272	Utebo	193976051,0
2004	50288	Villanueva de Gállego	51610466,0
2004	50297	Zaragoza	9641786759,0
2004	50298	Zuera	75675622,0
2003	22007	Albalate de Cinca	10718645,0
2003	22017	Alcolea de Cinca	12937670,0
2003	22021	Almudévar	25195700,0
2003	22025	Altorricón	13180990,0
2003	22039	Ayerbe	10495894,0
2003	22048	Barbastro	233869344,0
2003	22052	Belver de Cinca	11459414,0
2003	22053	Benabarre	11041157,0
2003	22054	Benasque	29200580,0
2003	22059	Biescas	24331337,0
2003	22060	Binaced	14920882,0
2003	22061	Binéfar	114390345,0
2003	22110	Fonz	8743813,0
2003	22112	Fraga	169168865,0
2003	22116	Grañén	20366939,0
2003	22117	Graus	38451062,0
2003	22119	Gurrea de Gállego	16525535,0
2003	22125	Huesca	814331007,0
2003	22130	Jaca	234456297,0
2003	22136	Lalueza	10418507,0
2003	22137	Lanaja	11293603,0
2003	22158	Monzón	202306785,0
2003	22199	Sabiñánigo	145270101,0
2003	22204	Sallent de Gállego	19844253,0
2003	22213	Sariñena	43617572,0
2003	22225	Tamarite de Litera	37277974,0
2003	22226	Tardienta	14093311,0
2003	22234	Torrente de Cinca	8889966,0
2003	22254	Zaidín	13987557,0
2003	22904	Sotonera (La)	9924458,0
2003	22907	Aínsa-Sobrarbe	25528610,0
2003	44008	Albalate del Arzobispo	22296890,0
2003	44009	Albarracín	11572683,0
2003	44013	Alcañiz	184506476,0
2003	44014	Alcorisa	35417951,0
2003	44025	Andorra	108637023,0
2003	44049	Calaceite	8740533,0
2003	44050	Calamocha	53498014,0
2003	44051	Calanda	33934876,0
2003	44076	Cella	23198065,0
2003	44099	Escucha	10717597,0
2003	44122	Híjar	15966417,0
2003	44145	Mas de las Matas	12135131,0
2003	44153	Monreal del Campo	21127103,0
2003	44155	Montalbán	15934286,0
2003	44158	Mora de Rubielos	14537871,0
2003	44191	Puebla de Híjar (La)	8020979,0
2003	44209	Santa Eulalia	10299339,0
2003	44210	Sarrión	8226836,0
2003	44216	Teruel	461902395,0
2003	44238	Utrillas	40244991,0
2003	44246	Valderrobres	18782579,0
