Municipio código	Municipio nombre	Año	Orden	Siglas	Votos
44178	Parras de Castellote (Las)	2011	3	PAR	36,0
44178	Parras de Castellote (Las)	2015	5	PAR	36,0
44178	Parras de Castellote (Las)	2015	6	PSOE	2,0
44178	Parras de Castellote (Las)	2015	8	PP	8,0
44179	Peñarroya de Tastavins	2007	1	PSOE	89,0
44179	Peñarroya de Tastavins	2007	2	PP	49,0
44179	Peñarroya de Tastavins	2007	3	PAR	141,0
44179	Peñarroya de Tastavins	2011	1	PP	72,0
44179	Peñarroya de Tastavins	2011	2	PSOE	50,0
44179	Peñarroya de Tastavins	2011	3	PAR	132,0
44179	Peñarroya de Tastavins	2015	5	PAR	128,0
44179	Peñarroya de Tastavins	2015	6	PSOE	74,0
44179	Peñarroya de Tastavins	2015	8	PP	39,0
44180	Peracense	2007	1	PSOE	44,0
44180	Peracense	2007	2	PP	60,0
44180	Peracense	2007	3	PAR	1,0
44180	Peracense	2007	4	CHA	22,0
44180	Peracense	2011	1	PP	23,0
44180	Peracense	2011	3	PAR	44,0
44180	Peracense	2015	4	C's	9,0
44180	Peracense	2015	5	PAR	33,0
44180	Peracense	2015	6	PSOE	32,0
44181	Peralejos	2007	1	PSOE	10,0
44181	Peralejos	2007	2	PP	15,0
44181	Peralejos	2007	3	PAR	40,0
44181	Peralejos	2011	1	PP	33,0
44181	Peralejos	2011	2	PSOE	12,0
44181	Peralejos	2011	3	PAR	36,0
44181	Peralejos	2015	5	PAR	17,0
44181	Peralejos	2015	6	PSOE	12,0
44181	Peralejos	2015	8	PP	20,0
44182	Perales del Alfambra	2007	1	PSOE	98,0
44182	Perales del Alfambra	2007	2	PP	42,0
44182	Perales del Alfambra	2007	3	PAR	28,0
44182	Perales del Alfambra	2011	1	PP	51,0
44182	Perales del Alfambra	2011	2	PSOE	63,0
44182	Perales del Alfambra	2011	3	PAR	56,0
44182	Perales del Alfambra	2015	5	PAR	34,0
44182	Perales del Alfambra	2015	6	PSOE	68,0
44182	Perales del Alfambra	2015	8	PP	36,0
44183	Pitarque	2007	1	PSOE	32,0
44183	Pitarque	2007	2	PP	10,0
44183	Pitarque	2007	3	PAR	41,0
44183	Pitarque	2007	4	CHA	10,0
44183	Pitarque	2011	1	PP	16,0
44183	Pitarque	2011	2	PSOE	26,0
44183	Pitarque	2011	3	PAR	28,0
44183	Pitarque	2015	5	PAR	23,0
44183	Pitarque	2015	6	PSOE	21,0
44183	Pitarque	2015	8	PP	27,0
44184	Plou	2007	1	PSOE	3,0
44184	Plou	2007	2	PP	0,0
44184	Plou	2007	3	PAR	26,0
44184	Plou	2011	3	PAR	10,0
44184	Plou	2011	7	COMPROMISO CON ARAGON	21,0
44184	Plou	2015	5	PAR	19,0
44184	Plou	2015	6	PSOE	0,0
44184	Plou	2015	12	COMPROMISO CON ARAGON	21,0
44185	Pobo (El)	2007	1	PSOE	31,0
44185	Pobo (El)	2007	2	PP	67,0
44185	Pobo (El)	2007	3	PAR	0,0
44185	Pobo (El)	2011	1	PP	79,0
44185	Pobo (El)	2011	2	PSOE	25,0
44185	Pobo (El)	2011	3	PAR	3,0
44185	Pobo (El)	2011	4	CHA	6,0
44185	Pobo (El)	2015	5	PAR	1,0
44185	Pobo (El)	2015	6	PSOE	4,0
44185	Pobo (El)	2015	7	CHA	33,0
44185	Pobo (El)	2015	8	PP	67,0
44187	Portellada (La)	2007	1	PSOE	46,0
44187	Portellada (La)	2007	2	PP	93,0
44187	Portellada (La)	2007	3	PAR	81,0
44187	Portellada (La)	2011	2	PSOE	24,0
44187	Portellada (La)	2011	3	PAR	101,0
44187	Portellada (La)	2015	5	PAR	96,0
44187	Portellada (La)	2015	6	PSOE	33,0
44187	Portellada (La)	2015	8	PP	62,0
44187	Portellada (La)	2015	26	CHA	5,0
44189	Pozondón	2007	1	PSOE	1,0
44189	Pozondón	2007	2	PP	48,0
44189	Pozondón	2007	3	PAR	9,0
44189	Pozondón	2007	4	CHA	13,0
44189	Pozondón	2011	1	PP	35,0
44189	Pozondón	2011	2	PSOE	7,0
44189	Pozondón	2011	3	PAR	3,0
44189	Pozondón	2011	4	CHA	7,0
44189	Pozondón	2015	5	PAR	1,0
44189	Pozondón	2015	7	CHA	3,0
44189	Pozondón	2015	8	PP	34,0
44190	Pozuel del Campo	2007	1	PSOE	4,0
44190	Pozuel del Campo	2007	2	PP	9,0
44190	Pozuel del Campo	2007	3	PAR	51,0
44190	Pozuel del Campo	2007	4	CHA	5,0
44190	Pozuel del Campo	2011	1	PP	4,0
44190	Pozuel del Campo	2011	2	PSOE	4,0
44190	Pozuel del Campo	2011	3	PAR	39,0
44190	Pozuel del Campo	2011	7	COMPROMISO CON ARAGON	33,0
44190	Pozuel del Campo	2015	5	PAR	26,0
44190	Pozuel del Campo	2015	6	PSOE	16,0
44190	Pozuel del Campo	2015	8	PP	13,0
44191	Puebla de Híjar (La)	2007	1	PSOE	285,0
44191	Puebla de Híjar (La)	2007	2	PP	197,0
44191	Puebla de Híjar (La)	2007	3	PAR	47,0
44191	Puebla de Híjar (La)	2007	5	IU	124,0
44191	Puebla de Híjar (La)	2011	1	PP	113,0
44191	Puebla de Híjar (La)	2011	2	PSOE	171,0
44191	Puebla de Híjar (La)	2011	3	PAR	66,0
44191	Puebla de Híjar (La)	2011	5	IU	319,0
44191	Puebla de Híjar (La)	2015	5	PAR	21,0
44191	Puebla de Híjar (La)	2015	6	PSOE	123,0
44191	Puebla de Híjar (La)	2015	8	PP	85,0
44191	Puebla de Híjar (La)	2015	39	G:IU-LV	417,0
44192	Puebla de Valverde (La)	2007	1	PSOE	143,0
44192	Puebla de Valverde (La)	2007	2	PP	205,0
44192	Puebla de Valverde (La)	2007	3	PAR	39,0
44192	Puebla de Valverde (La)	2011	1	PP	234,0
44192	Puebla de Valverde (La)	2011	2	PSOE	77,0
44192	Puebla de Valverde (La)	2011	3	PAR	50,0
44192	Puebla de Valverde (La)	2015	5	PAR	64,0
44192	Puebla de Valverde (La)	2015	6	PSOE	87,0
44192	Puebla de Valverde (La)	2015	8	PP	170,0
44193	Puertomingalvo	2007	1	PSOE	74,0
44193	Puertomingalvo	2007	2	PP	38,0
44193	Puertomingalvo	2007	3	PAR	5,0
44193	Puertomingalvo	2007	4	CHA	33,0
44193	Puertomingalvo	2007	5	IU	1,0
44193	Puertomingalvo	2011	1	PP	16,0
44193	Puertomingalvo	2011	2	PSOE	47,0
44193	Puertomingalvo	2011	3	PAR	18,0
44193	Puertomingalvo	2011	4	CHA	2,0
44193	Puertomingalvo	2015	5	PAR	7,0
44193	Puertomingalvo	2015	6	PSOE	50,0
44193	Puertomingalvo	2015	8	PP	18,0
44194	Ráfales	2007	1	PSOE	14,0
44194	Ráfales	2007	3	PAR	76,0
44194	Ráfales	2011	1	PP	15,0
44194	Ráfales	2011	3	PAR	71,0
44194	Ráfales	2015	5	PAR	50,0
44194	Ráfales	2015	8	PP	10,0
44194	Ráfales	2015	26	CHA	14,0
44195	Rillo	2007	1	PSOE	7,0
44195	Rillo	2007	2	PP	44,0
44195	Rillo	2007	3	PAR	22,0
44195	Rillo	2007	4	CHA	5,0
44195	Rillo	2011	1	PP	39,0
44195	Rillo	2011	2	PSOE	7,0
44195	Rillo	2011	3	PAR	24,0
44195	Rillo	2015	5	PAR	38,0
44195	Rillo	2015	6	PSOE	23,0
44195	Rillo	2015	8	PP	30,0
44196	Riodeva	2007	1	PSOE	40,0
44196	Riodeva	2007	2	PP	30,0
44196	Riodeva	2007	3	PAR	65,0
44196	Riodeva	2007	4	CHA	0,0
44196	Riodeva	2011	1	PP	11,0
44196	Riodeva	2011	2	PSOE	12,0
44196	Riodeva	2011	3	PAR	103,0
44196	Riodeva	2011	4	CHA	3,0
44196	Riodeva	2015	5	PAR	73,0
44196	Riodeva	2015	6	PSOE	5,0
44196	Riodeva	2015	8	PP	17,0
44197	Ródenas	2007	1	PSOE	26,0
44197	Ródenas	2007	2	PP	30,0
44197	Ródenas	2011	1	PP	25,0
44197	Ródenas	2011	2	PSOE	25,0
44197	Ródenas	2011	3	PAR	3,0
44197	Ródenas	2015	5	PAR	0,0
44197	Ródenas	2015	6	PSOE	34,0
44197	Ródenas	2015	8	PP	12,0
44198	Royuela	2007	1	PSOE	21,0
44198	Royuela	2007	2	PP	89,0
44198	Royuela	2007	3	PAR	45,0
44198	Royuela	2007	4	CHA	26,0
44198	Royuela	2007	5	IU	2,0
44198	Royuela	2011	1	PP	56,0
44198	Royuela	2011	2	PSOE	13,0
44198	Royuela	2011	3	PAR	55,0
44198	Royuela	2011	7	COMPROMISO CON ARAGON	55,0
44198	Royuela	2015	5	PAR	59,0
44198	Royuela	2015	6	PSOE	14,0
44198	Royuela	2015	7	CHA	39,0
44198	Royuela	2015	8	PP	39,0
44198	Royuela	2015	12	COMPROMISO CON ARAGON	48,0
44199	Rubiales	2007	1	PSOE	0,0
44199	Rubiales	2007	2	PP	27,0
44199	Rubiales	2007	3	PAR	20,0
44199	Rubiales	2011	1	PP	25,0
44199	Rubiales	2011	2	PSOE	1,0
44199	Rubiales	2011	3	PAR	20,0
44199	Rubiales	2015	4	C's	2,0
44199	Rubiales	2015	5	PAR	13,0
44199	Rubiales	2015	8	PP	25,0
44200	Rubielos de la Cérida	2007	1	PSOE	0,0
44200	Rubielos de la Cérida	2007	2	PP	2,0
44200	Rubielos de la Cérida	2007	3	PAR	30,0
44200	Rubielos de la Cérida	2011	1	PP	9,0
44200	Rubielos de la Cérida	2011	2	PSOE	11,0
44200	Rubielos de la Cérida	2011	3	PAR	20,0
44200	Rubielos de la Cérida	2015	5	PAR	14,0
44201	Rubielos de Mora	2007	1	PSOE	279,0
44201	Rubielos de Mora	2007	3	PAR	138,0
44201	Rubielos de Mora	2011	1	PP	45,0
44201	Rubielos de Mora	2011	2	PSOE	236,0
44201	Rubielos de Mora	2011	3	PAR	152,0
44201	Rubielos de Mora	2015	5	PAR	122,0
44201	Rubielos de Mora	2015	6	PSOE	258,0
44201	Rubielos de Mora	2015	8	PP	30,0
44203	Salcedillo	2007	1	PSOE	0,0
44203	Salcedillo	2007	2	PP	6,0
44203	Salcedillo	2011	1	PP	3,0
44203	Salcedillo	2011	3	PAR	3,0
44203	Salcedillo	2015	8	PP	9,0
44204	Saldón	2007	1	PSOE	16,0
44204	Saldón	2007	2	PP	6,0
44204	Saldón	2011	1	PP	8,0
44204	Saldón	2011	2	PSOE	15,0
44204	Saldón	2015	5	PAR	4,0
44204	Saldón	2015	6	PSOE	17,0
44204	Saldón	2015	8	PP	3,0
44205	Samper de Calanda	2007	1	PSOE	435,0
44205	Samper de Calanda	2007	2	PP	134,0
44205	Samper de Calanda	2007	3	PAR	77,0
44205	Samper de Calanda	2011	1	PP	121,0
44205	Samper de Calanda	2011	2	PSOE	342,0
44205	Samper de Calanda	2011	3	PAR	112,0
44205	Samper de Calanda	2015	5	PAR	85,0
44205	Samper de Calanda	2015	6	PSOE	296,0
44205	Samper de Calanda	2015	8	PP	132,0
44206	San Agustín	2007	1	PSOE	48,0
44206	San Agustín	2007	2	PP	13,0
44206	San Agustín	2007	3	PAR	43,0
44206	San Agustín	2007	4	CHA	1,0
44206	San Agustín	2007	5	IU	3,0
44206	San Agustín	2011	1	PP	15,0
44206	San Agustín	2011	2	PSOE	88,0
44206	San Agustín	2011	3	PAR	42,0
44206	San Agustín	2011	5	IU	19,0
44206	San Agustín	2015	5	PAR	47,0
44206	San Agustín	2015	6	PSOE	23,0
44206	San Agustín	2015	8	PP	13,0
44206	San Agustín	2015	57	G:IU-LV	16,0
44207	San Martín del Río	2007	1	PSOE	114,0
44207	San Martín del Río	2007	2	PP	20,0
44207	San Martín del Río	2007	3	PAR	32,0
44207	San Martín del Río	2007	4	CHA	4,0
44207	San Martín del Río	2011	1	PP	12,0
44207	San Martín del Río	2011	2	PSOE	101,0
44207	San Martín del Río	2011	3	PAR	29,0
44207	San Martín del Río	2015	5	PAR	19,0
44207	San Martín del Río	2015	6	PSOE	96,0
44207	San Martín del Río	2015	7	CHA	20,0
44207	San Martín del Río	2015	8	PP	5,0
44208	Santa Cruz de Nogueras	2007	1	PSOE	0,0
44208	Santa Cruz de Nogueras	2007	2	PP	1,0
44208	Santa Cruz de Nogueras	2007	3	PAR	29,0
44208	Santa Cruz de Nogueras	2011	1	PP	10,0
44208	Santa Cruz de Nogueras	2011	3	PAR	16,0
44208	Santa Cruz de Nogueras	2015	5	PAR	20,0
44209	Santa Eulalia	2007	1	PSOE	338,0
44209	Santa Eulalia	2007	2	PP	231,0
44209	Santa Eulalia	2007	3	PAR	111,0
44209	Santa Eulalia	2007	4	CHA	26,0
44209	Santa Eulalia	2011	1	PP	237,0
44209	Santa Eulalia	2011	2	PSOE	306,0
44209	Santa Eulalia	2011	3	PAR	64,0
44209	Santa Eulalia	2011	5	IU	69,0
44209	Santa Eulalia	2011	7	COMPROMISO CON ARAGON	12,0
44209	Santa Eulalia	2015	5	PAR	67,0
44209	Santa Eulalia	2015	6	PSOE	277,0
44209	Santa Eulalia	2015	8	PP	240,0
44209	Santa Eulalia	2015	57	G:IU-LV	46,0
44210	Sarrión	2007	1	PSOE	122,0
44210	Sarrión	2007	2	PP	176,0
44210	Sarrión	2007	3	PAR	248,0
44210	Sarrión	2007	4	CHA	60,0
44210	Sarrión	2011	1	PP	141,0
44210	Sarrión	2011	2	PSOE	206,0
44210	Sarrión	2011	3	PAR	160,0
44210	Sarrión	2011	4	CHA	90,0
44210	Sarrión	2015	5	PAR	134,0
44210	Sarrión	2015	6	PSOE	216,0
44210	Sarrión	2015	7	CHA	153,0
44210	Sarrión	2015	8	PP	90,0
44211	Segura de los Baños	2007	1	PSOE	1,0
44211	Segura de los Baños	2007	2	PP	2,0
44211	Segura de los Baños	2007	3	PAR	28,0
44211	Segura de los Baños	2011	7	COMPROMISO CON ARAGON	28,0
44211	Segura de los Baños	2015	6	PSOE	1,0
44211	Segura de los Baños	2015	12	COMPROMISO CON ARAGON	24,0
44212	Seno	2007	1	PSOE	2,0
44212	Seno	2007	2	PP	2,0
44212	Seno	2007	3	PAR	23,0
44212	Seno	2011	1	PP	2,0
44212	Seno	2011	3	PAR	26,0
44212	Seno	2015	5	PAR	27,0
44212	Seno	2015	6	PSOE	0,0
44212	Seno	2015	8	PP	2,0
44213	Singra	2007	1	PSOE	39,0
44213	Singra	2007	2	PP	5,0
44213	Singra	2007	3	PAR	0,0
44213	Singra	2007	4	CHA	8,0
44213	Singra	2011	1	PP	28,0
44213	Singra	2011	2	PSOE	24,0
44213	Singra	2011	3	PAR	6,0
44213	Singra	2011	4	CHA	5,0
44213	Singra	2015	5	PAR	9,0
44213	Singra	2015	6	PSOE	26,0
44213	Singra	2015	8	PP	23,0
44215	Terriente	2007	1	PSOE	39,0
44215	Terriente	2007	2	PP	23,0
44215	Terriente	2007	3	PAR	65,0
44215	Terriente	2007	4	CHA	1,0
44215	Terriente	2007	5	IU	0,0
44215	Terriente	2011	1	PP	9,0
44215	Terriente	2011	2	PSOE	55,0
44215	Terriente	2011	3	PAR	65,0
44215	Terriente	2011	4	CHA	16,0
44215	Terriente	2015	5	PAR	68,0
44215	Terriente	2015	6	PSOE	10,0
44215	Terriente	2015	7	CHA	7,0
44215	Terriente	2015	8	PP	47,0
44216	Teruel	2007	1	PSOE	5170,0
44216	Teruel	2007	2	PP	5909,0
44216	Teruel	2007	3	PAR	2741,0
44216	Teruel	2007	4	CHA	1423,0
44216	Teruel	2007	5	IU	806,0
44216	Teruel	2007	8	PCUA	115,0
44216	Teruel	2007	38	FAMILIA Y V	30,0
44216	Teruel	2011	1	PP	7932,0
44216	Teruel	2011	2	PSOE	3461,0
44216	Teruel	2011	3	PAR	1170,0
44216	Teruel	2011	4	CHA	1388,0
44216	Teruel	2011	5	IU	1174,0
44216	Teruel	2011	6	UPyD	354,0
44216	Teruel	2011	7	COMPROMISO CON ARAGON	445,0
44216	Teruel	2015	4	C's	1581,0
44216	Teruel	2015	5	PAR	1685,0
44216	Teruel	2015	6	PSOE	3290,0
44216	Teruel	2015	7	CHA	1252,0
44216	Teruel	2015	8	PP	5355,0
44216	Teruel	2015	10	EB	133,0
44216	Teruel	2015	12	COMPROMISO CON ARAGON	339,0
44216	Teruel	2015	16	G:IU-LV	2491,0
44216	Teruel	2015	28	FIA	60,0
44217	Toril y Masegoso	2007	1	PSOE	27,0
44217	Toril y Masegoso	2007	2	PP	8,0
44217	Toril y Masegoso	2011	1	PP	6,0
44217	Toril y Masegoso	2011	2	PSOE	15,0
44217	Toril y Masegoso	2011	3	PAR	4,0
44217	Toril y Masegoso	2011	4	CHA	5,0
44217	Toril y Masegoso	2015	6	PSOE	15,0
44217	Toril y Masegoso	2015	7	CHA	4,0
44217	Toril y Masegoso	2015	8	PP	1,0
44218	Tormón	2007	1	PSOE	2,0
44218	Tormón	2007	2	PP	1,0
44218	Tormón	2007	3	PAR	19,0
44218	Tormón	2011	1	PP	17,0
44218	Tormón	2011	2	PSOE	7,0
44218	Tormón	2011	3	PAR	14,0
44218	Tormón	2015	5	PAR	8,0
44218	Tormón	2015	8	PP	20,0
44219	Tornos	2007	1	PSOE	105,0
44219	Tornos	2007	2	PP	60,0
44219	Tornos	2007	3	PAR	19,0
44219	Tornos	2007	4	CHA	14,0
44219	Tornos	2011	1	PP	69,0
44219	Tornos	2011	2	PSOE	76,0
44219	Tornos	2011	3	PAR	38,0
44219	Tornos	2011	4	CHA	8,0
44219	Tornos	2015	5	PAR	8,0
44219	Tornos	2015	6	PSOE	83,0
44219	Tornos	2015	7	CHA	32,0
44220	Torralba de los Sisones	2007	1	PSOE	32,0
44220	Torralba de los Sisones	2007	2	PP	41,0
44220	Torralba de los Sisones	2007	3	PAR	53,0
44220	Torralba de los Sisones	2007	4	CHA	0,0
44220	Torralba de los Sisones	2011	1	PP	44,0
44220	Torralba de los Sisones	2011	2	PSOE	27,0
44220	Torralba de los Sisones	2011	3	PAR	46,0
44220	Torralba de los Sisones	2015	5	PAR	55,0
44220	Torralba de los Sisones	2015	6	PSOE	3,0
44221	Torrecilla de Alcañiz	2007	1	PSOE	164,0
44221	Torrecilla de Alcañiz	2007	2	PP	140,0
44221	Torrecilla de Alcañiz	2007	3	PAR	18,0
44221	Torrecilla de Alcañiz	2011	1	PP	135,0
44221	Torrecilla de Alcañiz	2011	2	PSOE	165,0
44221	Torrecilla de Alcañiz	2015	6	PSOE	160,0
44221	Torrecilla de Alcañiz	2015	8	PP	136,0
44222	Torrecilla del Rebollar	2007	1	PSOE	49,0
44222	Torrecilla del Rebollar	2007	2	PP	68,0
44222	Torrecilla del Rebollar	2007	3	PAR	0,0
44222	Torrecilla del Rebollar	2007	4	CHA	3,0
44222	Torrecilla del Rebollar	2011	1	PP	66,0
44222	Torrecilla del Rebollar	2011	2	PSOE	36,0
44222	Torrecilla del Rebollar	2011	3	PAR	29,0
44222	Torrecilla del Rebollar	2011	4	CHA	2,0
44222	Torrecilla del Rebollar	2015	5	PAR	29,0
44222	Torrecilla del Rebollar	2015	6	PSOE	42,0
44222	Torrecilla del Rebollar	2015	7	CHA	1,0
44222	Torrecilla del Rebollar	2015	8	PP	53,0
44223	Torre de Arcas	2007	1	PSOE	3,0
44223	Torre de Arcas	2007	2	PP	1,0
44223	Torre de Arcas	2007	3	PAR	62,0
44223	Torre de Arcas	2011	2	PSOE	2,0
44223	Torre de Arcas	2011	3	PAR	42,0
44223	Torre de Arcas	2015	5	PAR	37,0
44223	Torre de Arcas	2015	6	PSOE	15,0
44223	Torre de Arcas	2015	8	PP	1,0
44224	Torre de las Arcas	2007	1	PSOE	19,0
44224	Torre de las Arcas	2007	2	PP	0,0
44224	Torre de las Arcas	2011	2	PSOE	19,0
44224	Torre de las Arcas	2015	6	PSOE	14,0
44225	Torre del Compte	2007	1	PSOE	6,0
44225	Torre del Compte	2007	2	PP	71,0
44225	Torre del Compte	2007	3	PAR	58,0
44225	Torre del Compte	2007	4	CHA	1,0
44225	Torre del Compte	2011	1	PP	68,0
44225	Torre del Compte	2011	2	PSOE	17,0
44225	Torre del Compte	2011	4	CHA	29,0
44225	Torre del Compte	2015	6	PSOE	9,0
44225	Torre del Compte	2015	8	PP	59,0
44225	Torre del Compte	2015	26	CHA	11,0
44226	Torrelacárcel	2007	1	PSOE	77,0
44226	Torrelacárcel	2007	2	PP	11,0
44226	Torrelacárcel	2007	3	PAR	41,0
44226	Torrelacárcel	2007	4	CHA	4,0
44226	Torrelacárcel	2011	1	PP	21,0
44226	Torrelacárcel	2011	2	PSOE	59,0
44226	Torrelacárcel	2011	3	PAR	7,0
44226	Torrelacárcel	2011	4	CHA	14,0
44226	Torrelacárcel	2011	5	IU	23,0
44226	Torrelacárcel	2015	5	PAR	6,0
44226	Torrelacárcel	2015	6	PSOE	60,0
44226	Torrelacárcel	2015	7	CHA	10,0
44226	Torrelacárcel	2015	8	PP	18,0
44226	Torrelacárcel	2015	39	G:IU-LV	18,0
44227	Torre los Negros	2007	1	PSOE	39,0
44227	Torre los Negros	2007	2	PP	39,0
44227	Torre los Negros	2007	3	PAR	0,0
44227	Torre los Negros	2007	4	CHA	0,0
44227	Torre los Negros	2011	1	PP	49,0
44227	Torre los Negros	2011	2	PSOE	31,0
44227	Torre los Negros	2011	3	PAR	2,0
44227	Torre los Negros	2015	5	PAR	32,0
44227	Torre los Negros	2015	8	PP	10,0
44228	Torremocha de Jiloca	2007	2	PP	63,0
44228	Torremocha de Jiloca	2007	3	PAR	15,0
44228	Torremocha de Jiloca	2007	4	CHA	7,0
44228	Torremocha de Jiloca	2011	1	PP	58,0
44228	Torremocha de Jiloca	2011	2	PSOE	25,0
44228	Torremocha de Jiloca	2011	3	PAR	32,0
44228	Torremocha de Jiloca	2011	4	CHA	1,0
44228	Torremocha de Jiloca	2015	5	PAR	29,0
44228	Torremocha de Jiloca	2015	6	PSOE	26,0
44228	Torremocha de Jiloca	2015	7	CHA	16,0
44228	Torremocha de Jiloca	2015	8	PP	47,0
44229	Torres de Albarracín	2007	1	PSOE	51,0
44229	Torres de Albarracín	2007	2	PP	4,0
44229	Torres de Albarracín	2007	3	PAR	58,0
44229	Torres de Albarracín	2007	4	CHA	1,0
44229	Torres de Albarracín	2007	5	IU	1,0
44229	Torres de Albarracín	2011	1	PP	46,0
44229	Torres de Albarracín	2011	2	PSOE	39,0
44229	Torres de Albarracín	2011	3	PAR	66,0
44229	Torres de Albarracín	2011	4	CHA	1,0
44229	Torres de Albarracín	2011	5	IU	21,0
44229	Torres de Albarracín	2015	4	C's	46,0
44229	Torres de Albarracín	2015	5	PAR	52,0
44229	Torres de Albarracín	2015	6	PSOE	2,0
44229	Torres de Albarracín	2015	7	CHA	0,0
44229	Torres de Albarracín	2015	8	PP	25,0
44229	Torres de Albarracín	2015	57	G:IU-LV	12,0
44230	Torrevelilla	2007	1	PSOE	61,0
44230	Torrevelilla	2007	2	PP	45,0
44230	Torrevelilla	2007	3	PAR	35,0
44230	Torrevelilla	2007	4	CHA	0,0
44230	Torrevelilla	2011	1	PP	56,0
44230	Torrevelilla	2011	2	PSOE	68,0
44230	Torrevelilla	2011	3	PAR	37,0
44230	Torrevelilla	2015	5	PAR	38,0
44230	Torrevelilla	2015	6	PSOE	70,0
44230	Torrevelilla	2015	8	PP	23,0
44230	Torrevelilla	2015	26	CHA	1,0
44231	Torrijas	2007	1	PSOE	5,0
44231	Torrijas	2007	2	PP	7,0
44231	Torrijas	2007	3	PAR	42,0
44231	Torrijas	2011	1	PP	14,0
44231	Torrijas	2011	2	PSOE	3,0
44231	Torrijas	2011	3	PAR	17,0
44231	Torrijas	2011	5	IU	14,0
44231	Torrijas	2015	5	PAR	13,0
44231	Torrijas	2015	8	PP	15,0
44231	Torrijas	2015	57	G:IU-LV	7,0
44232	Torrijo del Campo	2007	1	PSOE	137,0
44232	Torrijo del Campo	2007	3	PAR	171,0
44232	Torrijo del Campo	2007	4	CHA	17,0
44232	Torrijo del Campo	2011	2	PSOE	110,0
44232	Torrijo del Campo	2011	3	PAR	187,0
44232	Torrijo del Campo	2015	5	PAR	149,0
44232	Torrijo del Campo	2015	6	PSOE	127,0
44234	Tramacastiel	2007	1	PSOE	30,0
44234	Tramacastiel	2007	2	PP	12,0
44234	Tramacastiel	2007	3	PAR	38,0
44234	Tramacastiel	2007	5	IU	26,0
44234	Tramacastiel	2011	1	PP	4,0
44234	Tramacastiel	2011	2	PSOE	24,0
44234	Tramacastiel	2011	3	PAR	36,0
44234	Tramacastiel	2015	5	PAR	33,0
44234	Tramacastiel	2015	6	PSOE	21,0
44234	Tramacastiel	2015	8	PP	3,0
44235	Tramacastilla	2007	1	PSOE	33,0
44235	Tramacastilla	2007	2	PP	40,0
44235	Tramacastilla	2007	3	PAR	36,0
44235	Tramacastilla	2007	4	CHA	16,0
44235	Tramacastilla	2007	5	IU	2,0
44235	Tramacastilla	2011	1	PP	40,0
44235	Tramacastilla	2011	2	PSOE	19,0
44235	Tramacastilla	2011	3	PAR	24,0
44235	Tramacastilla	2011	4	CHA	18,0
44235	Tramacastilla	2015	4	C's	16,0
44235	Tramacastilla	2015	5	PAR	14,0
44235	Tramacastilla	2015	6	PSOE	8,0
44235	Tramacastilla	2015	7	CHA	6,0
44235	Tramacastilla	2015	8	PP	47,0
44235	Tramacastilla	2015	12	COMPROMISO CON ARAGON	7,0
44236	Tronchón	2007	1	PSOE	47,0
44236	Tronchón	2007	2	PP	14,0
44236	Tronchón	2007	3	PAR	1,0
44236	Tronchón	2011	1	PP	22,0
44236	Tronchón	2011	2	PSOE	39,0
44236	Tronchón	2011	3	PAR	4,0
44236	Tronchón	2015	5	PAR	34,0
44236	Tronchón	2015	6	PSOE	17,0
44236	Tronchón	2015	8	PP	22,0
44237	Urrea de Gaén	2007	1	PSOE	236,0
44237	Urrea de Gaén	2007	2	PP	157,0
44237	Urrea de Gaén	2007	3	PAR	27,0
44237	Urrea de Gaén	2011	1	PP	134,0
44237	Urrea de Gaén	2011	2	PSOE	216,0
44237	Urrea de Gaén	2011	3	PAR	25,0
44237	Urrea de Gaén	2015	8	PP	206,0
44238	Utrillas	2007	1	PSOE	766,0
44238	Utrillas	2007	2	PP	106,0
44238	Utrillas	2007	3	PAR	813,0
44238	Utrillas	2007	4	CHA	0,0
44238	Utrillas	2007	5	IU	154,0
44238	Utrillas	2011	1	PP	155,0
44238	Utrillas	2011	2	PSOE	767,0
44238	Utrillas	2011	3	PAR	116,0
44238	Utrillas	2011	4	CHA	33,0
44238	Utrillas	2011	5	IU	84,0
44238	Utrillas	2011	7	COMPROMISO CON ARAGON	699,0
44238	Utrillas	2015	5	PAR	111,0
44238	Utrillas	2015	6	PSOE	689,0
44238	Utrillas	2015	7	CHA	58,0
44238	Utrillas	2015	8	PP	69,0
44238	Utrillas	2015	12	COMPROMISO CON ARAGON	719,0
44238	Utrillas	2015	74	G:IU-LV	90,0
44239	Valacloche	2007	1	PSOE	0,0
44239	Valacloche	2007	2	PP	18,0
44239	Valacloche	2007	3	PAR	19,0
44239	Valacloche	2011	1	PP	10,0
44239	Valacloche	2011	3	PAR	20,0
44239	Valacloche	2015	5	PAR	21,0
44239	Valacloche	2015	8	PP	2,0
44240	Valbona	2007	1	PSOE	36,0
44240	Valbona	2007	2	PP	92,0
44240	Valbona	2007	3	PAR	8,0
44240	Valbona	2007	4	CHA	3,0
44240	Valbona	2007	5	IU	1,0
44240	Valbona	2011	1	PP	88,0
44240	Valbona	2011	2	PSOE	66,0
44240	Valbona	2011	3	PAR	21,0
44240	Valbona	2015	5	PAR	31,0
44240	Valbona	2015	6	PSOE	34,0
44240	Valbona	2015	8	PP	81,0
44241	Valdealgorfa	2007	1	PSOE	304,0
44241	Valdealgorfa	2007	2	PP	76,0
