Municipio código	Municipio nombre	Año	Orden	Siglas	Votos
22197	Robres	2015	6	PSOE	189,0
22197	Robres	2015	8	PP	135,0
22199	Sabiñánigo	2007	1	PSOE	1778,0
22199	Sabiñánigo	2007	2	PP	662,0
22199	Sabiñánigo	2007	3	PAR	1111,0
22199	Sabiñánigo	2007	4	CHA	437,0
22199	Sabiñánigo	2007	5	IU	696,0
22199	Sabiñánigo	2011	1	PP	921,0
22199	Sabiñánigo	2011	2	PSOE	1683,0
22199	Sabiñánigo	2011	3	PAR	1355,0
22199	Sabiñánigo	2011	4	CHA	343,0
22199	Sabiñánigo	2011	5	IU	329,0
22199	Sabiñánigo	2015	4	C's	89,0
22199	Sabiñánigo	2015	5	PAR	1281,0
22199	Sabiñánigo	2015	6	PSOE	1641,0
22199	Sabiñánigo	2015	8	PP	520,0
22199	Sabiñánigo	2015	24	CHA	227,0
22199	Sabiñánigo	2015	34	CAMBIAR	748,0
22200	Sahún	2007	1	PSOE	128,0
22200	Sahún	2007	2	PP	72,0
22200	Sahún	2011	1	PP	34,0
22200	Sahún	2011	2	PSOE	54,0
22200	Sahún	2011	3	PAR	134,0
22200	Sahún	2015	5	PAR	118,0
22200	Sahún	2015	6	PSOE	47,0
22200	Sahún	2015	8	PP	45,0
22201	Salas Altas	2007	1	PSOE	156,0
22201	Salas Altas	2007	2	PP	66,0
22201	Salas Altas	2011	1	PP	72,0
22201	Salas Altas	2011	2	PSOE	126,0
22201	Salas Altas	2015	6	PSOE	95,0
22201	Salas Altas	2015	8	PP	35,0
22201	Salas Altas	2015	13	ARAGONSIPUEDE	30,0
22202	Salas Bajas	2007	1	PSOE	60,0
22202	Salas Bajas	2007	2	PP	35,0
22202	Salas Bajas	2007	3	PAR	44,0
22202	Salas Bajas	2007	4	CHA	1,0
22202	Salas Bajas	2011	1	PP	65,0
22202	Salas Bajas	2011	2	PSOE	66,0
22202	Salas Bajas	2011	3	PAR	63,0
22202	Salas Bajas	2015	5	PAR	59,0
22202	Salas Bajas	2015	6	PSOE	59,0
22202	Salas Bajas	2015	8	PP	55,0
22202	Salas Bajas	2015	13	ARAGONSIPUEDE	13,0
22203	Salillas	2007	1	PSOE	38,0
22203	Salillas	2007	2	PP	46,0
22203	Salillas	2007	3	PAR	15,0
22203	Salillas	2007	4	CHA	8,0
22203	Salillas	2011	1	PP	48,0
22203	Salillas	2011	2	PSOE	10,0
22203	Salillas	2011	3	PAR	9,0
22203	Salillas	2015	5	PAR	1,0
22203	Salillas	2015	6	PSOE	7,0
22203	Salillas	2015	8	PP	43,0
22204	Sallent de Gállego	2007	1	PSOE	280,0
22204	Sallent de Gállego	2007	2	PP	284,0
22204	Sallent de Gállego	2007	3	PAR	102,0
22204	Sallent de Gállego	2007	4	CHA	105,0
22204	Sallent de Gállego	2011	1	PP	240,0
22204	Sallent de Gállego	2011	2	PSOE	204,0
22204	Sallent de Gállego	2011	3	PAR	191,0
22204	Sallent de Gállego	2011	4	CHA	124,0
22204	Sallent de Gállego	2015	5	PAR	199,0
22204	Sallent de Gállego	2015	6	PSOE	117,0
22204	Sallent de Gállego	2015	8	PP	314,0
22204	Sallent de Gállego	2015	24	CHA	114,0
22205	San Esteban de Litera	2007	1	PSOE	288,0
22205	San Esteban de Litera	2007	2	PP	49,0
22205	San Esteban de Litera	2007	3	PAR	32,0
22205	San Esteban de Litera	2007	4	CHA	48,0
22205	San Esteban de Litera	2011	1	PP	50,0
22205	San Esteban de Litera	2011	2	PSOE	323,0
22205	San Esteban de Litera	2015	6	PSOE	302,0
22206	Sangarrén	2007	1	PSOE	89,0
22206	Sangarrén	2007	2	PP	125,0
22206	Sangarrén	2011	1	PP	112,0
22206	Sangarrén	2011	2	PSOE	59,0
22206	Sangarrén	2011	3	PAR	117,0
22206	Sangarrén	2015	5	PAR	81,0
22206	Sangarrén	2015	6	PSOE	66,0
22206	Sangarrén	2015	8	PP	90,0
22207	San Juan de Plan	2007	1	PSOE	56,0
22207	San Juan de Plan	2007	2	PP	18,0
22207	San Juan de Plan	2007	3	PAR	23,0
22207	San Juan de Plan	2007	4	CHA	17,0
22207	San Juan de Plan	2011	1	PP	27,0
22207	San Juan de Plan	2011	2	PSOE	27,0
22207	San Juan de Plan	2011	3	PAR	40,0
22207	San Juan de Plan	2015	6	PSOE	26,0
22207	San Juan de Plan	2015	7	CHA	1,0
22207	San Juan de Plan	2015	8	PP	6,0
22207	San Juan de Plan	2015	80	AGRUPACION DE ELECTORES SAN JUAN DE PLAN	53,0
22208	Santa Cilia	2007	1	PSOE	11,0
22208	Santa Cilia	2007	2	PP	0,0
22208	Santa Cilia	2007	3	PAR	67,0
22208	Santa Cilia	2007	4	CHA	71,0
22208	Santa Cilia	2011	1	PP	4,0
22208	Santa Cilia	2011	2	PSOE	8,0
22208	Santa Cilia	2011	3	PAR	62,0
22208	Santa Cilia	2011	4	CHA	76,0
22208	Santa Cilia	2011	12	CDL	2,0
22208	Santa Cilia	2015	5	PAR	51,0
22208	Santa Cilia	2015	6	PSOE	64,0
22208	Santa Cilia	2015	7	CHA	71,0
22208	Santa Cilia	2015	8	PP	19,0
22209	Santa Cruz de la Serós	2007	1	PSOE	63,0
22209	Santa Cruz de la Serós	2007	2	PP	0,0
22209	Santa Cruz de la Serós	2007	3	PAR	26,0
22209	Santa Cruz de la Serós	2007	4	CHA	6,0
22209	Santa Cruz de la Serós	2007	34	AESCSB	48,0
22209	Santa Cruz de la Serós	2011	1	PP	22,0
22209	Santa Cruz de la Serós	2011	2	PSOE	87,0
22209	Santa Cruz de la Serós	2011	3	PAR	39,0
22209	Santa Cruz de la Serós	2015	5	PAR	41,0
22209	Santa Cruz de la Serós	2015	6	PSOE	74,0
22209	Santa Cruz de la Serós	2015	8	PP	10,0
22212	Santaliestra y San Quílez	2007	1	PSOE	21,0
22212	Santaliestra y San Quílez	2007	2	PP	2,0
22212	Santaliestra y San Quílez	2007	4	CHA	69,0
22212	Santaliestra y San Quílez	2011	1	PP	3,0
22212	Santaliestra y San Quílez	2011	2	PSOE	34,0
22212	Santaliestra y San Quílez	2011	3	PAR	36,0
22212	Santaliestra y San Quílez	2011	4	CHA	51,0
22212	Santaliestra y San Quílez	2015	5	PAR	24,0
22212	Santaliestra y San Quílez	2015	6	PSOE	36,0
22212	Santaliestra y San Quílez	2015	7	CHA	31,0
22212	Santaliestra y San Quílez	2015	8	PP	24,0
22213	Sariñena	2007	1	PSOE	683,0
22213	Sariñena	2007	2	PP	749,0
22213	Sariñena	2007	3	PAR	428,0
22213	Sariñena	2007	4	CHA	132,0
22213	Sariñena	2007	5	IU	96,0
22213	Sariñena	2007	18	P.S.	236,0
22213	Sariñena	2007	27	I.E.I.	79,0
22213	Sariñena	2011	1	PP	604,0
22213	Sariñena	2011	2	PSOE	806,0
22213	Sariñena	2011	3	PAR	623,0
22213	Sariñena	2011	4	CHA	156,0
22213	Sariñena	2011	5	IU	140,0
22213	Sariñena	2011	7	COMPROMISO CON ARAGON	40,0
22213	Sariñena	2015	5	PAR	756,0
22213	Sariñena	2015	6	PSOE	718,0
22213	Sariñena	2015	7	CHA	149,0
22213	Sariñena	2015	8	PP	340,0
22213	Sariñena	2015	13	ARAGONSIPUEDE	77,0
22213	Sariñena	2015	69	CAMBIAR	115,0
22214	Secastilla	2007	1	PSOE	26,0
22214	Secastilla	2007	2	PP	73,0
22214	Secastilla	2007	3	PAR	18,0
22214	Secastilla	2007	4	CHA	1,0
22214	Secastilla	2011	1	PP	69,0
22214	Secastilla	2011	2	PSOE	21,0
22214	Secastilla	2011	3	PAR	10,0
22214	Secastilla	2015	5	PAR	7,0
22214	Secastilla	2015	6	PSOE	51,0
22214	Secastilla	2015	8	PP	53,0
22215	Seira	2007	1	PSOE	55,0
22215	Seira	2007	2	PP	29,0
22215	Seira	2007	4	CHA	40,0
22215	Seira	2007	32	AE	51,0
22215	Seira	2011	1	PP	32,0
22215	Seira	2011	2	PSOE	38,0
22215	Seira	2011	3	PAR	3,0
22215	Seira	2011	4	CHA	31,0
22215	Seira	2015	5	PAR	21,0
22215	Seira	2015	6	PSOE	33,0
22215	Seira	2015	8	PP	44,0
22217	Sena	2007	1	PSOE	151,0
22217	Sena	2007	2	PP	86,0
22217	Sena	2007	3	PAR	114,0
22217	Sena	2007	4	CHA	29,0
22217	Sena	2011	1	PP	170,0
22217	Sena	2011	2	PSOE	192,0
22217	Sena	2015	6	PSOE	182,0
22217	Sena	2015	8	PP	162,0
22218	Senés de Alcubierre	2007	1	PSOE	27,0
22218	Senés de Alcubierre	2007	2	PP	0,0
22218	Senés de Alcubierre	2007	3	PAR	0,0
22218	Senés de Alcubierre	2007	4	CHA	0,0
22218	Senés de Alcubierre	2011	1	PP	4,0
22218	Senés de Alcubierre	2011	2	PSOE	5,0
22218	Senés de Alcubierre	2011	3	PAR	27,0
22218	Senés de Alcubierre	2015	5	PAR	29,0
22218	Senés de Alcubierre	2015	6	PSOE	5,0
22218	Senés de Alcubierre	2015	8	PP	0,0
22220	Sesa	2007	1	PSOE	95,0
22220	Sesa	2007	2	PP	67,0
22220	Sesa	2007	3	PAR	6,0
22220	Sesa	2007	4	CHA	8,0
22220	Sesa	2011	1	PP	62,0
22220	Sesa	2011	2	PSOE	67,0
22220	Sesa	2011	3	PAR	21,0
22220	Sesa	2015	5	PAR	3,0
22220	Sesa	2015	6	PSOE	77,0
22220	Sesa	2015	8	PP	31,0
22221	Sesué	2007	1	PSOE	39,0
22221	Sesué	2007	2	PP	11,0
22221	Sesué	2007	4	CHA	9,0
22221	Sesué	2011	1	PP	18,0
22221	Sesué	2011	2	PSOE	34,0
22221	Sesué	2011	3	PAR	5,0
22221	Sesué	2015	5	PAR	3,0
22221	Sesué	2015	6	PSOE	33,0
22221	Sesué	2015	8	PP	8,0
22222	Siétamo	2007	1	PSOE	78,0
22222	Siétamo	2007	2	PP	129,0
22222	Siétamo	2007	3	PAR	76,0
22222	Siétamo	2007	4	CHA	12,0
22222	Siétamo	2007	25	A.E.S.	100,0
22222	Siétamo	2011	1	PP	225,0
22222	Siétamo	2011	2	PSOE	68,0
22222	Siétamo	2011	3	PAR	107,0
22222	Siétamo	2011	4	CHA	20,0
22222	Siétamo	2015	5	PAR	95,0
22222	Siétamo	2015	6	PSOE	40,0
22222	Siétamo	2015	8	PP	109,0
22222	Siétamo	2015	63	A.E.G.	148,0
22223	Sopeira	2007	1	PSOE	45,0
22223	Sopeira	2007	2	PP	9,0
22223	Sopeira	2007	4	CHA	5,0
22223	Sopeira	2011	1	PP	10,0
22223	Sopeira	2011	2	PSOE	55,0
22223	Sopeira	2011	3	PAR	1,0
22223	Sopeira	2011	20	CDF	12,0
22223	Sopeira	2015	5	PAR	1,0
22223	Sopeira	2015	6	PSOE	50,0
22223	Sopeira	2015	8	PP	1,0
22225	Tamarite de Litera	2007	1	PSOE	964,0
22225	Tamarite de Litera	2007	2	PP	546,0
22225	Tamarite de Litera	2007	3	PAR	148,0
22225	Tamarite de Litera	2007	4	CHA	186,0
22225	Tamarite de Litera	2011	1	PP	737,0
22225	Tamarite de Litera	2011	2	PSOE	781,0
22225	Tamarite de Litera	2011	3	PAR	74,0
22225	Tamarite de Litera	2011	4	CHA	160,0
22225	Tamarite de Litera	2015	4	C's	113,0
22225	Tamarite de Litera	2015	5	PAR	96,0
22225	Tamarite de Litera	2015	6	PSOE	816,0
22225	Tamarite de Litera	2015	7	CHA	100,0
22225	Tamarite de Litera	2015	8	PP	519,0
22226	Tardienta	2007	1	PSOE	386,0
22226	Tardienta	2007	2	PP	182,0
22226	Tardienta	2007	4	CHA	157,0
22226	Tardienta	2011	1	PP	76,0
22226	Tardienta	2011	2	PSOE	287,0
22226	Tardienta	2011	3	PAR	158,0
22226	Tardienta	2011	4	CHA	127,0
22226	Tardienta	2015	5	PAR	187,0
22226	Tardienta	2015	6	PSOE	156,0
22226	Tardienta	2015	7	CHA	118,0
22226	Tardienta	2015	8	PP	64,0
22227	Tella-Sin	2007	1	PSOE	96,0
22227	Tella-Sin	2007	3	PAR	94,0
22227	Tella-Sin	2007	4	CHA	22,0
22227	Tella-Sin	2011	2	PSOE	80,0
22227	Tella-Sin	2011	3	PAR	113,0
22227	Tella-Sin	2011	4	CHA	11,0
22227	Tella-Sin	2015	5	PAR	139,0
22227	Tella-Sin	2015	6	PSOE	39,0
22227	Tella-Sin	2015	8	PP	6,0
22228	Tierz	2007	1	PSOE	277,0
22228	Tierz	2007	2	PP	49,0
22228	Tierz	2007	4	CHA	2,0
22228	Tierz	2007	5	IU	44,0
22228	Tierz	2011	1	PP	48,0
22228	Tierz	2011	2	PSOE	302,0
22228	Tierz	2011	3	PAR	10,0
22228	Tierz	2011	5	IU	30,0
22228	Tierz	2015	6	PSOE	289,0
22228	Tierz	2015	8	PP	76,0
22229	Tolva	2007	1	PSOE	75,0
22229	Tolva	2007	2	PP	10,0
22229	Tolva	2007	4	CHA	14,0
22229	Tolva	2011	1	PP	10,0
22229	Tolva	2011	2	PSOE	52,0
22229	Tolva	2011	3	PAR	27,0
22229	Tolva	2015	5	PAR	25,0
22229	Tolva	2015	6	PSOE	44,0
22229	Tolva	2015	8	PP	3,0
22230	Torla-Ordesa	2007	1	PSOE	52,0
22230	Torla-Ordesa	2007	2	PP	143,0
22230	Torla-Ordesa	2007	3	PAR	27,0
22230	Torla-Ordesa	2007	4	CHA	33,0
22230	Torla-Ordesa	2011	1	PP	140,0
22230	Torla-Ordesa	2011	2	PSOE	67,0
22230	Torla-Ordesa	2011	4	CHA	41,0
22230	Torla-Ordesa	2015	6	PSOE	90,0
22230	Torla-Ordesa	2015	7	CHA	25,0
22230	Torla-Ordesa	2015	8	PP	132,0
22232	Torralba de Aragón	2007	1	PSOE	43,0
22232	Torralba de Aragón	2007	2	PP	29,0
22232	Torralba de Aragón	2007	3	PAR	55,0
22232	Torralba de Aragón	2007	4	CHA	43,0
22232	Torralba de Aragón	2011	1	PP	42,0
22232	Torralba de Aragón	2011	2	PSOE	26,0
22232	Torralba de Aragón	2011	3	PAR	30,0
22232	Torralba de Aragón	2011	4	CHA	35,0
22232	Torralba de Aragón	2011	5	IU	29,0
22232	Torralba de Aragón	2015	5	PAR	32,0
22232	Torralba de Aragón	2015	6	PSOE	43,0
22232	Torralba de Aragón	2015	7	CHA	26,0
22232	Torralba de Aragón	2015	8	PP	35,0
22233	Torre la Ribera	2007	1	PSOE	56,0
22233	Torre la Ribera	2007	2	PP	19,0
22233	Torre la Ribera	2007	3	PAR	10,0
22233	Torre la Ribera	2007	4	CHA	10,0
22233	Torre la Ribera	2011	1	PP	15,0
22233	Torre la Ribera	2011	2	PSOE	43,0
22233	Torre la Ribera	2011	3	PAR	33,0
22233	Torre la Ribera	2011	4	CHA	4,0
22233	Torre la Ribera	2015	5	PAR	30,0
22233	Torre la Ribera	2015	6	PSOE	39,0
22233	Torre la Ribera	2015	7	CHA	1,0
22233	Torre la Ribera	2015	8	PP	8,0
22234	Torrente de Cinca	2007	1	PSOE	376,0
22234	Torrente de Cinca	2007	3	PAR	285,0
22234	Torrente de Cinca	2011	2	PSOE	352,0
22234	Torrente de Cinca	2011	3	PAR	335,0
22234	Torrente de Cinca	2015	6	PSOE	362,0
22235	Torres de Alcanadre	2007	1	PSOE	59,0
22235	Torres de Alcanadre	2007	2	PP	33,0
22235	Torres de Alcanadre	2007	4	CHA	7,0
22235	Torres de Alcanadre	2011	1	PP	44,0
22235	Torres de Alcanadre	2011	2	PSOE	43,0
22235	Torres de Alcanadre	2011	3	PAR	1,0
22235	Torres de Alcanadre	2015	5	PAR	46,0
22235	Torres de Alcanadre	2015	6	PSOE	52,0
22235	Torres de Alcanadre	2015	8	PP	32,0
22236	Torres de Barbués	2007	1	PSOE	87,0
22236	Torres de Barbués	2007	2	PP	150,0
22236	Torres de Barbués	2007	3	PAR	26,0
22236	Torres de Barbués	2011	1	PP	152,0
22236	Torres de Barbués	2011	2	PSOE	89,0
22236	Torres de Barbués	2015	6	PSOE	142,0
22236	Torres de Barbués	2015	8	PP	81,0
22239	Tramaced	2007	1	PSOE	34,0
22239	Tramaced	2007	2	PP	43,0
22239	Tramaced	2007	3	PAR	0,0
22239	Tramaced	2007	4	CHA	15,0
22239	Tramaced	2011	1	PP	40,0
22239	Tramaced	2011	2	PSOE	30,0
22239	Tramaced	2011	3	PAR	3,0
22239	Tramaced	2015	5	PAR	0,0
22239	Tramaced	2015	6	PSOE	40,0
22239	Tramaced	2015	8	PP	40,0
22242	Valfarta	2007	1	PSOE	10,0
22242	Valfarta	2007	2	PP	5,0
22242	Valfarta	2007	3	PAR	50,0
22242	Valfarta	2007	4	CHA	3,0
22242	Valfarta	2011	1	PP	6,0
22242	Valfarta	2011	2	PSOE	4,0
22242	Valfarta	2011	3	PAR	43,0
22242	Valfarta	2011	4	CHA	1,0
22242	Valfarta	2015	5	PAR	40,0
22242	Valfarta	2015	6	PSOE	1,0
22242	Valfarta	2015	8	PP	0,0
22243	Valle de Bardají	2007	1	PSOE	30,0
22243	Valle de Bardají	2007	2	PP	3,0
22243	Valle de Bardají	2007	4	CHA	0,0
22243	Valle de Bardají	2011	2	PSOE	26,0
22243	Valle de Bardají	2015	6	PSOE	27,0
22243	Valle de Bardají	2015	8	PP	0,0
22244	Valle de Lierp	2007	1	PSOE	38,0
22244	Valle de Lierp	2007	2	PP	0,0
22244	Valle de Lierp	2007	3	PAR	18,0
22244	Valle de Lierp	2007	4	CHA	0,0
22244	Valle de Lierp	2011	1	PP	13,0
22244	Valle de Lierp	2011	2	PSOE	34,0
22244	Valle de Lierp	2011	3	PAR	19,0
22244	Valle de Lierp	2015	5	PAR	14,0
22244	Valle de Lierp	2015	6	PSOE	23,0
22244	Valle de Lierp	2015	8	PP	4,0
22245	Velilla de Cinca	2007	2	PP	89,0
22245	Velilla de Cinca	2007	3	PAR	168,0
22245	Velilla de Cinca	2011	1	PP	96,0
22245	Velilla de Cinca	2011	2	PSOE	72,0
22245	Velilla de Cinca	2011	3	PAR	119,0
22245	Velilla de Cinca	2015	5	PAR	137,0
22245	Velilla de Cinca	2015	6	PSOE	34,0
22245	Velilla de Cinca	2015	8	PP	86,0
22246	Beranuy	2007	1	PSOE	56,0
22246	Beranuy	2007	2	PP	16,0
22246	Beranuy	2007	4	CHA	5,0
22246	Beranuy	2011	1	PP	22,0
22246	Beranuy	2011	2	PSOE	53,0
22246	Beranuy	2011	3	PAR	2,0
22246	Beranuy	2015	5	PAR	17,0
22246	Beranuy	2015	6	PSOE	17,0
22246	Beranuy	2015	8	PP	29,0
22247	Viacamp y Litera	2007	1	PSOE	24,0
22247	Viacamp y Litera	2007	2	PP	0,0
22247	Viacamp y Litera	2007	4	CHA	12,0
22247	Viacamp y Litera	2011	1	PP	1,0
22247	Viacamp y Litera	2011	2	PSOE	27,0
22247	Viacamp y Litera	2011	3	PAR	3,0
22247	Viacamp y Litera	2015	5	PAR	0,0
22247	Viacamp y Litera	2015	6	PSOE	22,0
22247	Viacamp y Litera	2015	8	PP	0,0
22248	Vicién	2007	1	PSOE	63,0
22248	Vicién	2007	2	PP	16,0
22248	Vicién	2007	3	PAR	5,0
22248	Vicién	2007	4	CHA	4,0
22248	Vicién	2011	1	PP	24,0
22248	Vicién	2011	2	PSOE	57,0
22248	Vicién	2011	3	PAR	4,0
22248	Vicién	2015	5	PAR	2,0
22248	Vicién	2015	6	PSOE	42,0
22248	Vicién	2015	8	PP	24,0
22249	Villanova	2007	1	PSOE	68,0
22249	Villanova	2007	2	PP	27,0
22249	Villanova	2007	4	CHA	6,0
22249	Villanova	2011	1	PP	16,0
22249	Villanova	2011	2	PSOE	56,0
22249	Villanova	2011	3	PAR	11,0
22249	Villanova	2015	5	PAR	13,0
22249	Villanova	2015	6	PSOE	48,0
22249	Villanova	2015	7	CHA	5,0
22249	Villanova	2015	8	PP	16,0
22250	Villanúa	2007	1	PSOE	141,0
22250	Villanúa	2007	2	PP	79,0
22250	Villanúa	2011	1	PP	62,0
22250	Villanúa	2011	2	PSOE	203,0
22250	Villanúa	2011	3	PAR	2,0
22250	Villanúa	2011	12	CDL	6,0
22250	Villanúa	2015	6	PSOE	175,0
22250	Villanúa	2015	8	PP	58,0
22251	Villanueva de Sigena	2007	1	PSOE	57,0
22251	Villanueva de Sigena	2007	2	PP	44,0
22251	Villanueva de Sigena	2007	3	PAR	232,0
22251	Villanueva de Sigena	2011	2	PSOE	68,0
22251	Villanueva de Sigena	2011	3	PAR	204,0
22251	Villanueva de Sigena	2015	5	PAR	131,0
22251	Villanueva de Sigena	2015	6	PSOE	41,0
22251	Villanueva de Sigena	2015	67	A.I.E.V.I.	129,0
22252	Yebra de Basa	2007	1	PSOE	45,0
22252	Yebra de Basa	2007	2	PP	11,0
22252	Yebra de Basa	2007	3	PAR	48,0
22252	Yebra de Basa	2011	1	PP	13,0
22252	Yebra de Basa	2011	2	PSOE	42,0
22252	Yebra de Basa	2011	3	PAR	39,0
22252	Yebra de Basa	2015	5	PAR	17,0
22252	Yebra de Basa	2015	6	PSOE	62,0
22252	Yebra de Basa	2015	8	PP	17,0
22253	Yésero	2007	1	PSOE	49,0
22253	Yésero	2007	2	PP	5,0
22253	Yésero	2007	3	PAR	11,0
22253	Yésero	2007	4	CHA	8,0
22253	Yésero	2011	1	PP	6,0
22253	Yésero	2011	2	PSOE	39,0
22253	Yésero	2011	3	PAR	17,0
22253	Yésero	2011	4	CHA	14,0
22253	Yésero	2015	5	PAR	10,0
22253	Yésero	2015	6	PSOE	30,0
22253	Yésero	2015	8	PP	6,0
22254	Zaidín	2007	1	PSOE	478,0
22254	Zaidín	2007	2	PP	134,0
22254	Zaidín	2007	3	PAR	409,0
22254	Zaidín	2011	1	PP	309,0
22254	Zaidín	2011	2	PSOE	554,0
22254	Zaidín	2011	3	PAR	58,0
22254	Zaidín	2015	5	PAR	130,0
22254	Zaidín	2015	6	PSOE	481,0
22254	Zaidín	2015	8	PP	224,0
22901	Valle de Hecho	2007	1	PSOE	369,0
22901	Valle de Hecho	2007	2	PP	88,0
22901	Valle de Hecho	2007	3	PAR	88,0
22901	Valle de Hecho	2011	1	PP	98,0
22901	Valle de Hecho	2011	2	PSOE	275,0
22901	Valle de Hecho	2011	3	PAR	112,0
22901	Valle de Hecho	2015	5	PAR	99,0
22901	Valle de Hecho	2015	6	PSOE	215,0
22901	Valle de Hecho	2015	8	PP	70,0
22901	Valle de Hecho	2015	24	CHA	75,0
22902	Puente la Reina de Jaca	2007	1	PSOE	66,0
22902	Puente la Reina de Jaca	2007	2	PP	48,0
22902	Puente la Reina de Jaca	2007	3	PAR	62,0
22902	Puente la Reina de Jaca	2007	4	CHA	60,0
22902	Puente la Reina de Jaca	2011	1	PP	84,0
22902	Puente la Reina de Jaca	2011	2	PSOE	33,0
22902	Puente la Reina de Jaca	2011	3	PAR	60,0
22902	Puente la Reina de Jaca	2015	6	PSOE	23,0
22902	Puente la Reina de Jaca	2015	8	PP	123,0
22903	San Miguel del Cinca	2007	1	PSOE	375,0
22903	San Miguel del Cinca	2007	2	PP	189,0
22903	San Miguel del Cinca	2007	3	PAR	64,0
22903	San Miguel del Cinca	2011	1	PP	235,0
22903	San Miguel del Cinca	2011	2	PSOE	357,0
22903	San Miguel del Cinca	2015	5	PAR	0,0
22903	San Miguel del Cinca	2015	6	PSOE	334,0
22903	San Miguel del Cinca	2015	8	PP	183,0
22904	Sotonera (La)	2007	1	PSOE	140,0
22904	Sotonera (La)	2007	2	PP	118,0
22904	Sotonera (La)	2007	3	PAR	385,0
22904	Sotonera (La)	2007	4	CHA	24,0
22904	Sotonera (La)	2007	5	IU	42,0
22904	Sotonera (La)	2011	1	PP	167,0
22904	Sotonera (La)	2011	2	PSOE	160,0
22904	Sotonera (La)	2011	3	PAR	221,0
22904	Sotonera (La)	2011	4	CHA	37,0
22904	Sotonera (La)	2011	5	IU	65,0
22904	Sotonera (La)	2015	5	PAR	159,0
22904	Sotonera (La)	2015	6	PSOE	158,0
22904	Sotonera (La)	2015	8	PP	182,0
22904	Sotonera (La)	2015	71	CAMBIAR	104,0
22905	Lupiñén-Ortilla	2007	1	PSOE	44,0
22905	Lupiñén-Ortilla	2007	3	PAR	198,0
22905	Lupiñén-Ortilla	2011	2	PSOE	39,0
22905	Lupiñén-Ortilla	2011	3	PAR	204,0
22905	Lupiñén-Ortilla	2011	4	CHA	17,0
22905	Lupiñén-Ortilla	2015	6	PSOE	99,0
22905	Lupiñén-Ortilla	2015	8	PP	116,0
22906	Santa María de Dulcis	2007	1	PSOE	48,0
22906	Santa María de Dulcis	2007	2	PP	13,0
22906	Santa María de Dulcis	2007	4	CHA	111,0
22906	Santa María de Dulcis	2011	1	PP	22,0
22906	Santa María de Dulcis	2011	2	PSOE	41,0
22906	Santa María de Dulcis	2011	3	PAR	7,0
22906	Santa María de Dulcis	2011	4	CHA	83,0
22906	Santa María de Dulcis	2015	5	PAR	11,0
22906	Santa María de Dulcis	2015	6	PSOE	102,0
22906	Santa María de Dulcis	2015	8	PP	20,0
22907	Aínsa-Sobrarbe	2007	1	PSOE	487,0
22907	Aínsa-Sobrarbe	2007	2	PP	489,0
22907	Aínsa-Sobrarbe	2007	3	PAR	93,0
22907	Aínsa-Sobrarbe	2007	4	CHA	164,0
22907	Aínsa-Sobrarbe	2011	1	PP	394,0
22907	Aínsa-Sobrarbe	2011	2	PSOE	432,0
22907	Aínsa-Sobrarbe	2011	3	PAR	171,0
22907	Aínsa-Sobrarbe	2011	4	CHA	108,0
22907	Aínsa-Sobrarbe	2011	5	IU	89,0
22907	Aínsa-Sobrarbe	2015	5	PAR	228,0
22907	Aínsa-Sobrarbe	2015	6	PSOE	363,0
22907	Aínsa-Sobrarbe	2015	7	CHA	74,0
22907	Aínsa-Sobrarbe	2015	8	PP	264,0
22907	Aínsa-Sobrarbe	2015	60	CAMBIAR	173,0
22908	Hoz y Costeán	2007	1	PSOE	99,0
22908	Hoz y Costeán	2007	2	PP	23,0
22908	Hoz y Costeán	2007	3	PAR	23,0
22908	Hoz y Costeán	2007	4	CHA	86,0
22908	Hoz y Costeán	2011	1	PP	31,0
22908	Hoz y Costeán	2011	2	PSOE	92,0
22908	Hoz y Costeán	2011	3	PAR	13,0
22908	Hoz y Costeán	2011	4	CHA	43,0
22908	Hoz y Costeán	2015	5	PAR	14,0
22908	Hoz y Costeán	2015	6	PSOE	89,0
22908	Hoz y Costeán	2015	7	CHA	34,0
22908	Hoz y Costeán	2015	8	PP	31,0
22909	Vencillón	2007	1	PSOE	193,0
22909	Vencillón	2007	2	PP	81,0
22909	Vencillón	2011	1	PP	98,0
22909	Vencillón	2011	2	PSOE	167,0
22909	Vencillón	2015	6	PSOE	159,0
22909	Vencillón	2015	8	PP	67,0
44001	Ababuj	2007	1	PSOE	23,0
44001	Ababuj	2007	2	PP	35,0
44001	Ababuj	2007	3	PAR	1,0
44001	Ababuj	2011	1	PP	28,0
44001	Ababuj	2011	2	PSOE	25,0
44001	Ababuj	2011	3	PAR	9,0
44001	Ababuj	2015	5	PAR	22,0
44001	Ababuj	2015	6	PSOE	23,0
44001	Ababuj	2015	8	PP	19,0
44002	Abejuela	2007	1	PSOE	31,0
44002	Abejuela	2007	2	PP	4,0
44002	Abejuela	2007	3	PAR	26,0
44002	Abejuela	2011	1	PP	40,0
44002	Abejuela	2011	2	PSOE	25,0
44002	Abejuela	2011	3	PAR	38,0
44002	Abejuela	2015	5	PAR	29,0
44002	Abejuela	2015	6	PSOE	18,0
44002	Abejuela	2015	8	PP	0,0
44003	Aguatón	2007	1	PSOE	16,0
44003	Aguatón	2007	2	PP	0,0
44003	Aguatón	2011	1	PP	1,0
44003	Aguatón	2011	2	PSOE	17,0
44003	Aguatón	2015	6	PSOE	14,0
