Año	Municipio código	Municipio nombre	Contenedores de envases	Kg recogidos envases	Provincia codigo
2014	50221	Purujosa	2	354	50
2014	50222	Quinto	22	20852	50
2014	50223	Remolinos	14	13396	50
2014	50224	Retascón	1	602	50
2014	50225	Ricla	21	32334	50
2014	50227	Romanos	2	980	50
2014	50228	Rueda de Jalón	4	3439	50
2014	50229	Ruesca	1	664	50
2014	50230	Sádaba	28	15939	50
2014	50231	Salillas de Jalón	6	3379	50
2014	50232	Salvatierra de Esca	8	4381	50
2014	50233	Samper del Salz	0	0	50
2014	50234	San Martín de la Virgen de Moncayo	6	4021	50
2014	50235	San Mateo de Gállego	59	35948	50
2014	50236	Santa Cruz de Grío	2	1364	50
2014	50237	Santa Cruz de Moncayo	3	1969	50
2014	50238	Santa Eulalia de Gállego	2	2554	50
2014	50239	Santed	1	567	50
2014	50240	Sástago	16	12491	50
2014	50241	Saviñán	8	6728	50
2014	50242	Sediles	2	944	50
2014	50243	Sestrica	5	3628	50
2014	50244	Sierra de Luna	5	2773	50
2014	50245	Sigüés	4	2346	50
2014	50246	Sisamón	1	341	50
2014	50247	Sobradiel	16	12342	50
2014	50248	Sos del Rey Católico	11	6721	50
2014	50249	Tabuenca	5	6481	50
2014	50250	Talamantes	2	1054	50
2014	50251	Tarazona	80	149579	50
2014	50252	Tauste	68	76096	50
2014	50253	Terrer	6	5120	50
2014	50254	Tierga	3	1769	50
2014	50255	Tobed	3	2062	50
2014	50256	Torralba de los Frailes	1	756	50
2014	50257	Torralba de Ribota	2	1774	50
2014	50258	Torralbilla	1	490	50
2014	50259	Torrehermosa	1	612	50
2014	50260	Torrelapaja	1	323	50
2014	50261	Torrellas	8	3952	50
2014	50262	Torres de Berrellén	18	17576	50
2014	50263	Torrijo de la Cañada	4	2420	50
2014	50264	Tosos	3	2240	50
2014	50265	Trasmoz	2	1019	50
2014	50266	Trasobares	2	1270	50
2014	50267	Uncastillo	12	7536	50
2014	50268	Undués de Lerda	1	635	50
2014	50269	Urrea de Jalón	3	4071	50
2014	50270	Urriés	1	434	50
2014	50271	Used	4	2605	50
2014	50272	Utebo	92	187360	50
2014	50273	Valdehorna	1	249	50
2014	50274	Val de San Martín	1	653	50
2014	50275	Valmadrid	0	0	50
2014	50276	Valpalmas	4	1598	50
2014	50277	Valtorres	2	804	50
2014	50278	Velilla de Ebro	9	2430	50
2014	50279	Velilla de Jiloca	2	1013	50
2014	50280	Vera de Moncayo	10	5590	50
2014	50281	Vierlas	2	1253	50
2014	50282	Vilueña (La)	2	952	50
2014	50283	Villadoz	1	799	50
2014	50284	Villafeliche	3	1800	50
2014	50285	Villafranca de Ebro	16	8296	50
2014	50286	Villalba de Perejil	2	944	50
2014	50287	Villalengua	4	3285	50
2014	50288	Villanueva de Gállego	44	51904	50
2014	50289	Villanueva de Jiloca	1	490	50
2014	50290	Villanueva de Huerva	6	5695	50
2014	50291	Villar de los Navarros	2	971	50
2014	50292	Villarreal de Huerva	2	1883	50
2014	50293	Villarroya de la Sierra	7	4674	50
2014	50294	Villarroya del Campo	1	670	50
2014	50295	Vistabella	1	523	50
2014	50296	Zaida (La)	10	4861	50
2014	50297	Zaragoza	2136	8427080	50
2014	50298	Zuera	88	88088	50
2014	50901	Biel	6	1767	50
2014	50902	Marracos	2	1069	50
2014	50903	Villamayor de Gállego	55	38000	50
2013	22001	Abiego	6	4012	22
2013	22002	Abizanda	5	1552	22
2013	22003	Adahuesca	5	2636	22
2013	22004	Agüero	3	3325	22
2013	22006	Aísa	23	7674	22
2013	22007	Albalate de Cinca	19	20137	22
2013	22008	Albalatillo	6	2505	22
2013	22009	Albelda	7	13752	22
2013	22011	Albero Alto	1	2802	22
2013	22012	Albero Bajo	3	1275	22
2013	22013	Alberuela de Tubo	7	3892	22
2013	22014	Alcalá de Gurrea	3	5959	22
2013	22015	Alcalá del Obispo	3	7695	22
2013	22016	Alcampell	7	12665	22
2013	22017	Alcolea de Cinca	16	18367	22
2013	22018	Alcubierre	9	4742	22
2013	22019	Alerre	3	4412	22
2013	22020	Alfántega	3	2173	22
2013	22021	Almudévar	19	52673	22
2013	22022	Almunia de San Juan	9	10688	22
2013	22023	Almuniente	15	6307	22
2013	22024	Alquézar	7	4360	22
2013	22025	Altorricón	12	25364	22
2013	22027	Angüés	5	8761	22
2013	22028	Ansó	7	9765	22
2013	22029	Antillón	1	3095	22
2013	22032	Aragüés del Puerto	2	2677	22
2013	22035	Arén	12	5157	22
2013	22036	Argavieso	1	2300	22
2013	22037	Arguis	2	2614	22
2013	22039	Ayerbe	12	23357	22
2013	22040	Azanuy-Alins	1	2954	22
2013	22041	Azara	4	2897	22
2013	22042	Azlor	3	1926	22
2013	22043	Baells	1	2088	22
2013	22044	Bailo	7	6503	22
2013	22045	Baldellou	1	1918	22
2013	22046	Ballobar	10	12576	22
2013	22047	Banastás	2	5980	22
2013	22048	Barbastro	166	250631	22
2013	22049	Barbués	3	1096	22
2013	22050	Barbuñales	3	1521	22
2013	22051	Bárcabo	0	0	22
2013	22052	Belver de Cinca	13	18395	22
2013	22053	Benabarre	22	17307	22
2013	22054	Benasque	52	31580	22
2013	22055	Berbegal	8	6083	22
2013	22057	Bielsa	13	5738	22
2013	22058	Bierge	5	3635	22
2013	22059	Biescas	49	33227	22
2013	22060	Binaced	21	24113	22
2013	22061	Binéfar	60	160537	22
2013	22062	Bisaurri	6	2877	22
2013	22063	Biscarrués	2	4726	22
2013	22064	Blecua y Torres	2	4579	22
2013	22066	Boltaña	48	12458	22
2013	22067	Bonansa	2	1367	22
2013	22068	Borau	1	1756	22
2013	22069	Broto	20	6183	22
2013	22072	Caldearenas	11	4663	22
2013	22074	Campo	8	4701	22
2013	22075	Camporrells	2	2835	22
2013	22076	Canal de Berdún	9	7632	22
2013	22077	Candasnos	6	5097	22
2013	22078	Canfranc	10	12525	22
2013	22079	Capdesaso	3	2058	22
2013	22080	Capella	10	5128	22
2013	22081	Casbas de Huesca	4	6357	22
2013	22082	Castejón del Puente	4	5214	22
2013	22083	Castejón de Monegros	10	6967	22
2013	22084	Castejón de Sos	18	10926	22
2013	22085	Castelflorite	2	1465	22
2013	22086	Castiello de Jaca	9	5207	22
2013	22087	Castigaleu	1	1481	22
2013	22088	Castillazuelo	4	2737	22
2013	22089	Castillonroy	3	6112	22
2013	22090	Colungo	2	1897	22
2013	22094	Chalamera	1	1539	22
2013	22095	Chía	2	1382	22
2013	22096	Chimillas	5	7737	22
2013	22099	Esplús	6	11256	22
2013	22102	Estada	3	3331	22
2013	22103	Estadilla	22	12384	22
2013	22105	Estopiñán del Castillo	6	2293	22
2013	22106	Fago	1	606	22
2013	22107	Fanlo	0	0	22
2013	22109	Fiscal	16	3947	22
2013	22110	Fonz	17	15807	22
2013	22111	Foradada del Toscar	5	2963	22
2013	22112	Fraga	123	196061	22
2013	22113	Fueva (La)	1	7313	22
2013	22114	Gistaín	3	1677	22
2013	22115	Grado (El)	18	6822	22
2013	22116	Grañén	39	22254	22
2013	22117	Graus	77	51209	22
2013	22119	Gurrea de Gállego	16	34377	22
2013	22122	Hoz de Jaca	4	1506	22
2013	22124	Huerto	6	2975	22
2013	22125	Huesca	468	1093527	22
2013	22126	Ibieca	1	2363	22
2013	22127	Igriés	5	13759	22
2013	22128	Ilche	4	3273	22
2013	22129	Isábena	10	4373	22
2013	22130	Jaca	70	169620	22
2013	22131	Jasa	4	2342	22
2013	22133	Labuerda	5	1780	22
2013	22135	Laluenga	5	3201	22
2013	22136	Lalueza	19	11921	22
2013	22137	Lanaja	28	15187	22
2013	22139	Laperdiguera	2	1463	22
2013	22141	Lascellas-Ponzano	4	2071	22
2013	22142	Lascuarre	2	2165	22
2013	22143	Laspaúles	8	4587	22
2013	22144	Laspuña	6	3377	22
2013	22149	Loarre	6	7549	22
2013	22150	Loporzano	5	11480	22
2013	22151	Loscorrales	1	2237	22
2013	22155	Monesma y Cajigar	1	1353	22
2013	22156	Monflorite-Lascasas	3	6294	22
2013	22157	Montanuy	31	3775	22
2013	22158	Monzón	180	262295	22
2013	22160	Naval	5	3621	22
2013	22162	Novales	2	3701	22
2013	22163	Nueno	7	11856	22
2013	22164	Olvena	2	768	22
2013	22165	Ontiñena	6	7813	22
2013	22167	Osso de Cinca	6	10783	22
2013	22168	Palo	0	0	22
2013	22170	Panticosa	36	16519	22
2013	22172	Peñalba	15	8488	22
2013	22173	Peñas de Riglos (Las)	1	5604	22
2013	22174	Peralta de Alcofea	16	8632	22
2013	22175	Peralta de Calasanz	2	4108	22
2013	22176	Peraltilla	3	2926	22
2013	22177	Perarrúa	3	1553	22
2013	22178	Pertusa	2	2530	22
2013	22181	Piracés	1	2091	22
2013	22182	Plan	10	3582	22
2013	22184	Poleñino	5	2427	22
2013	22186	Pozán de Vero	4	3520	22
2013	22187	Puebla de Castro (La)	6	6125	22
2013	22188	Puente de Montañana	5	1895	22
2013	22189	Puértolas	10	2567	22
2013	22190	Pueyo de Araguás (El)	0	0	22
2013	22193	Pueyo de Santa Cruz	5	5827	22
2013	22195	Quicena	4	6085	22
2013	22197	Robres	13	6766	22
2013	22199	Sabiñánigo	170	214143	22
2013	22200	Sahún	8	4843	22
2013	22201	Salas Altas	4	4505	22
2013	22202	Salas Bajas	3	1999	22
2013	22203	Salillas	2	2216	22
2013	22204	Sallent de Gállego	63	31616	22
2013	22205	San Esteban de Litera	5	8523	22
2013	22206	Sangarrén	6	2539	22
2013	22207	San Juan de Plan	5	1848	22
2013	22208	Santa Cilia	7	4203	22
2013	22209	Santa Cruz de la Serós	4	4057	22
2013	22212	Santaliestra y San Quílez	2	1339	22
2013	22213	Sariñena	80	49228	22
2013	22214	Secastilla	5	2179	22
2013	22215	Seira	7	2122	22
2013	22217	Sena	10	6061	22
2013	22218	Senés de Alcubierre	2	593	22
2013	22220	Sesa	3	4349	22
2013	22221	Sesué	5	1809	22
2013	22222	Siétamo	8	13592	22
2013	22223	Sopeira	5	1624	22
2013	22225	Tamarite de Litera	32	62069	22
2013	22226	Tardienta	22	11015	22
2013	22227	Tella-Sin	7	3000	22
2013	22228	Tierz	3	14930	22
2013	22229	Tolva	5	2165	22
2013	22230	Torla-Ordesa	24	3651	22
2013	22232	Torralba de Aragón	4	1230	22
2013	22233	Torre la Ribera	10	1667	22
2013	22234	Torrente de Cinca	11	17673	22
2013	22235	Torres de Alcanadre	2	1521	22
2013	22236	Torres de Barbués	10	3321	22
2013	22239	Tramaced	1	1966	22
2013	22242	Valfarta	2	828	22
2013	22243	Valle de Bardají	4	698	22
2013	22244	Valle de Lierp	4	912	22
2013	22245	Velilla de Cinca	5	6047	22
2013	22246	Beranuy	4	1382	22
2013	22247	Viacamp y Litera	3	726	22
2013	22248	Vicién	1	2405	22
2013	22249	Villanova	5	2108	22
2013	22250	Villanúa	17	10434	22
2013	22251	Villanueva de Sigena	10	5189	22
2013	22252	Yebra de Basa	5	3074	22
2013	22253	Yésero	2	1401	22
2013	22254	Zaidín	17	23412	22
2013	22901	Valle de Hecho	13	19593	22
2013	22902	Puente la Reina de Jaca	7	5980	22
2013	22903	San Miguel del Cinca	15	13666	22
2013	22904	Sotonera (La)	11	21789	22
2013	22905	Lupiñén-Ortilla	6	7904	22
2013	22906	Santa María de Dulcis	5	3273	22
2013	22907	Aínsa-Sobrarbe	66	25577	22
2013	22908	Hoz y Costeán	3	2955	22
2013	22909	Vencillón	4	7725	22
2013	44001	Ababuj	1	533	44
2013	44002	Abejuela	2	402	44
2013	44003	Aguatón	1	146	44
2013	44004	Aguaviva	7	5942	44
2013	44005	Aguilar del Alfambra	1	533	44
2013	44006	Alacón	10	3713	44
2013	44007	Alba	1	1688	44
2013	44008	Albalate del Arzobispo	25	20533	44
2013	44009	Albarracín	4	8051	44
2013	44010	Albentosa	3	2119	44
2013	44011	Alcaine	1	504	44
2013	44012	Alcalá de la Selva	5	3624	44
2013	44013	Alcañiz	147	234940	44
2013	44014	Alcorisa	34	32013	44
2013	44016	Alfambra	4	4544	44
2013	44017	Aliaga	2	2674	44
2013	44018	Almohaja	1	205	44
2013	44019	Alobras	1	577	44
2013	44020	Alpeñés	1	183	44
2013	44021	Allepuz	1	884	44
2013	44022	Alloza	10	7550	44
2013	44023	Allueva	1	203	44
2013	44024	Anadón	1	197	44
2013	44025	Andorra	90	92734	44
2013	44026	Arcos de las Salinas	2	767	44
2013	44027	Arens de Lledó	2	2745	44
2013	44028	Argente	1	1637	44
2013	44029	Ariño	10	10018	44
2013	44031	Azaila	6	1309	44
2013	44032	Bádenas	1	203	44
2013	44033	Báguena	5	3583	44
2013	44034	Bañón	2	1569	44
2013	44035	Barrachina	2	1385	44
2013	44036	Bea	1	291	44
2013	44037	Beceite	6	8128	44
2013	44038	Belmonte de San José	3	1134	44
2013	44039	Bello	4	2731	44
2013	44040	Berge	3	2287	44
2013	44041	Bezas	1	570	44
2013	44042	Blancas	2	1530	44
2013	44043	Blesa	1	913	44
2013	44044	Bordón	1	957	44
2013	44045	Bronchales	3	3448	44
2013	44046	Bueña	1	610	44
2013	44047	Burbáguena	3	2828	44
2013	44048	Cabra de Mora	2	577	44
2013	44049	Calaceite	11	14797	44
2013	44050	Calamocha	82	44344	44
2013	44051	Calanda	45	35614	44
2013	44052	Calomarde	1	658	44
2013	44053	Camañas	1	986	44
2013	44054	Camarena de la Sierra	0	0	44
2013	44055	Camarillas	1	855	44
2013	44056	Caminreal	9	7118	44
2013	44059	Cantavieja	3	5443	44
2013	44060	Cañada de Benatanduz	1	285	44
2013	44061	Cañada de Verich (La)	2	954	44
2013	44062	Cañada Vellida	1	278	44
2013	44063	Cañizar del Olivar	1	804	44
2013	44064	Cascante del Río	1	665	44
2013	44065	Castejón de Tornos	1	620	44
2013	44066	Castel de Cabra	1	1008	44
2013	44067	Castelnou	4	1741	44
2013	44068	Castelserás	13	7508	44
2013	44070	Castellar (El)	2	468	44
2013	44071	Castellote	12	5801	44
2013	44074	Cedrillas	5	4610	44
2013	44075	Celadas	2	2966	44
2013	44076	Cella	12	21026	44
2013	44077	Cerollera (La)	2	1044	44
2013	44080	Codoñera (La)	5	3394	44
2013	44082	Corbalán	1	782	44
2013	44084	Cortes de Aragón	1	526	44
2013	44085	Cosa	1	591	44
2013	44086	Cretas	6	8008	44
2013	44087	Crivillén	10	987	44
2013	44088	Cuba (La)	1	365	44
2013	44089	Cubla	1	453	44
2013	44090	Cucalón	1	1046	44
2013	44092	Cuervo (El)	1	665	44
2013	44093	Cuevas de Almudén	1	1081	44
2013	44094	Cuevas Labradas	1	935	44
2013	44096	Ejulve	10	2333	44
2013	44097	Escorihuela	1	1293	44
2013	44099	Escucha	5	7269	44
2013	44100	Estercuel	10	2906	44
2013	44101	Ferreruela de Huerva	1	678	44
2013	44102	Fonfría	1	291	44
2013	44103	Formiche Alto	2	1279	44
2013	44105	Fórnoles	1	1406	44
2013	44106	Fortanete	1	1622	44
2013	44107	Foz-Calanda	3	2512	44
2013	44108	Fresneda (La)	4	6508	44
2013	44109	Frías de Albarracín	1	1103	44
2013	44110	Fuenferrada	1	453	44
2013	44111	Fuentes Calientes	1	847	44
2013	44112	Fuentes Claras	6	5578	44
2013	44113	Fuentes de Rubielos	2	913	44
2013	44114	Fuentespalda	4	4245	44
2013	44115	Galve	2	1242	44
2013	44116	Gargallo	10	1369	44
2013	44117	Gea de Albarracín	3	2959	44
2013	44118	Ginebrosa (La)	4	1945	44
2013	44119	Griegos	1	1045	44
2013	44120	Guadalaviar	2	1724	44
2013	44121	Gúdar	2	563	44
2013	44122	Híjar	28	17769	44
2013	44123	Hinojosa de Jarque	2	1103	44
2013	44124	Hoz de la Vieja (La)	1	577	44
2013	44125	Huesa del Común	1	628	44
2013	44126	Iglesuela del Cid (La)	2	3624	44
2013	44127	Jabaloyas	2	606	44
2013	44128	Jarque de la Val	1	665	44
2013	44129	Jatiel	3	482	44
2013	44130	Jorcas	1	300	44
2013	44131	Josa	1	278	44
2013	44132	Lagueruela	1	668	44
2013	44133	Lanzuela	1	271	44
2013	44135	Libros	1	1030	44
2013	44136	Lidón	1	402	44
2013	44137	Linares de Mora	3	2163	44
2013	44138	Loscos	2	1695	44
2013	44141	Lledó	2	2263	44
2013	44142	Maicas	1	278	44
2013	44143	Manzanera	10	4047	44
2013	44144	Martín del Río	3	3134	44
2013	44145	Mas de las Matas	16	12244	44
2013	44146	Mata de los Olmos (La)	3	2530	44
2013	44147	Mazaleón	6	7592	44
2013	44148	Mezquita de Jarque	1	862	44
2013	44149	Mirambel	1	942	44
2013	44150	Miravete de la Sierra	1	241	44
2013	44151	Molinos	1	2089	44
2013	44152	Monforte de Moyuela	1	610	44
2013	44153	Monreal del Campo	0	0	44
2013	44154	Monroyo	4	5222	44
2013	44155	Montalbán	7	9863	44
2013	44156	Monteagudo del Castillo	1	489	44
2013	44157	Monterde de Albarracín	1	482	44
2013	44158	Mora de Rubielos	14	12047	44
2013	44159	Moscardón	1	468	44
2013	44160	Mosqueruela	8	4537	44
2013	44161	Muniesa	4	4771	44
2013	44163	Noguera de Albarracín	1	1110	44
2013	44164	Nogueras	1	300	44
2013	44165	Nogueruelas	3	1600	44
2013	44167	Obón	1	285	44
2013	44168	Odón	3	2218	44
2013	44169	Ojos Negros	5	4309	44
2013	44171	Olba	7	1819	44
2013	44172	Oliete	10	5149	44
2013	44173	Olmos (Los)	2	1116	44
2013	44174	Orihuela del Tremedal	4	4179	44
2013	44175	Orrios	1	1110	44
2013	44176	Palomar de Arroyos	1	1381	44
2013	44177	Pancrudo	4	972	44
2013	44178	Parras de Castellote (Las)	3	621	44
2013	44179	Peñarroya de Tastavins	5	6655	44
2013	44180	Peracense	1	746	44
2013	44181	Peralejos	1	606	44
2013	44182	Perales del Alfambra	2	1965	44
2013	44183	Pitarque	1	679	44
2013	44184	Plou	1	351	44
2013	44185	Pobo (El)	1	1037	44
2013	44187	Portellada (La)	2	3401	44
2013	44189	Pozondón	1	519	44
2013	44190	Pozuel del Campo	1	872	44
2013	44191	Puebla de Híjar (La)	23	9662	44
2013	44192	Puebla de Valverde (La)	7	4018	44
2013	44193	Puertomingalvo	3	1052	44
2013	44194	Ráfales	2	2129	44
2013	44195	Rillo	2	811	44
2013	44196	Riodeva	1	1264	44
2013	44197	Ródenas	1	577	44
2013	44198	Royuela	1	1805	44
2013	44199	Rubiales	1	446	44
2013	44200	Rubielos de la Cérida	1	416	44
2013	44201	Rubielos de Mora	8	5516	44
2013	44203	Salcedillo	1	73	44
2013	44204	Saldón	1	205	44
2013	44205	Samper de Calanda	16	8697	44
2013	44206	San Agustín	3	1293	44
2013	44207	San Martín del Río	3	1850	44
2013	44208	Santa Cruz de Nogueras	1	378	44
2013	44209	Santa Eulalia	7	8197	44
2013	44210	Sarrión	11	8248	44
2013	44211	Segura de los Baños	1	292	44
2013	44212	Seno	3	405	44
2013	44213	Singra	1	813	44
2013	44215	Terriente	2	1395	44
2013	44216	Teruel	144	261849	44
2013	44217	Toril y Masegoso	1	256	44
2013	44218	Tormón	1	248	44
2013	44219	Tornos	3	2237	44
2013	44220	Torralba de los Sisones	3	1753	44
2013	44221	Torrecilla de Alcañiz	7	4024	44
2013	44222	Torrecilla del Rebollar	2	1375	44
2013	44223	Torre de Arcas	1	1178	44
2013	44224	Torre de las Arcas	1	219	44
2013	44225	Torre del Compte	2	1982	44
2013	44226	Torrelacárcel	1	1461	44
2013	44227	Torre los Negros	1	949	44
2013	44228	Torremocha de Jiloca	1	935	44
2013	44229	Torres de Albarracín	1	1220	44
2013	44230	Torrevelilla	3	1792	44
2013	44231	Torrijas	2	416	44
2013	44232	Torrijo del Campo	4	4900	44
2013	44234	Tramacastiel	2	621	44
2013	44235	Tramacastilla	1	913	44
2013	44236	Tronchón	1	731	44
2013	44237	Urrea de Gaén	8	5077	44
2013	44238	Utrillas	15	23656	44
2013	44239	Valacloche	1	205	44
2013	44240	Valbona	2	1542	44
2013	44241	Valdealgorfa	7	5861	44
2013	44243	Valdecuenca	1	409	44
2013	44244	Valdelinares	3	774	44
2013	44245	Valdeltormo	4	4245	44
2013	44246	Valderrobres	18	31267	44
2013	44247	Valjunquera	4	5169	44
2013	44249	Vallecillo (El)	1	395	44
2013	44250	Veguillas de la Sierra	1	146	44
2013	44251	Villafranca del Campo	3	3128	44
2013	44252	Villahermosa del Campo	1	959	44
2013	44256	Villanueva del Rebollar de la Sierra	1	343	44
2013	44257	Villar del Cobo	1	1476	44
2013	44258	Villar del Salz	1	765	44
2013	44260	Villarluengo	2	1461	44
2013	44261	Villarquemado	5	6604	44
2013	44262	Villarroya de los Pinares	1	1191	44
2013	44263	Villastar	2	3507	44
2013	44264	Villel	2	2535	44
2013	44265	Vinaceite	8	3030	44
2013	44266	Visiedo	1	1059	44
2013	44267	Vivel del Río Martín	1	628	44
2013	44268	Zoma (La)	1	161	44
2013	50001	Abanto	2	1058	50
2013	50002	Acered	3	2228	50
2013	50003	Agón	3	2835	50
2013	50004	Aguarón	9	9123	50
2013	50005	Aguilón	3	2733	50
2013	50006	Ainzón	14	20607	50
2013	50007	Aladrén	1	646	50
2013	50008	Alagón	72	83324	50
2013	50009	Alarba	2	1341	50
2013	50010	Alberite de San Juan	4	1647	50
2013	50011	Albeta	3	2529	50
2013	50012	Alborge	3	1118	50
2013	50013	Alcalá de Ebro	5	3302	50
2013	50014	Alcalá de Moncayo	2	2574	50
2013	50015	Alconchel de Ariza	2	750	50
2013	50016	Aldehuela de Liestos	1	468	50
2013	50017	Alfajarín	38	22888	50
2013	50018	Alfamén	15	17311	50
2013	50019	Alforque	2	815	50
2013	50020	Alhama de Aragón	12	9365	50
2013	50021	Almochuel	0	0	50
2013	50022	Almolda (La)	12	6833	50
2013	50023	Almonacid de la Cuba	0	0	50
2013	50024	Almonacid de la Sierra	8	7493	50
2013	50025	Almunia de Doña Godina (La)	89	74755	50
2013	50026	Alpartir	6	5468	50
2013	50027	Ambel	5	4770	50
2013	50028	Anento	2	1155	50
2013	50029	Aniñón	9	6674	50
2013	50030	Añón de Moncayo	4	2841	50
2013	50031	Aranda de Moncayo	3	1789	50
2013	50032	Arándiga	5	3208	50
2013	50033	Ardisa	0	0	50
2013	50034	Ariza	13	10223	50
2013	50035	Artieda	2	1882	50
2013	50036	Asín	0	0	50
2013	50037	Atea	2	1394	50
2013	50038	Ateca	21	17488	50
2013	50039	Azuara	0	0	50
2013	50040	Badules	2	917	50
2013	50041	Bagüés	0	0	50
2013	50042	Balconchán	1	128	50
2013	50043	Bárboles	4	3802	50
2013	50044	Bardallur	5	3118	50
2013	50045	Belchite	0	0	50
2013	50046	Belmonte de Gracián	3	1983	50
2013	50047	Berdejo	1	525	50
2013	50048	Berrueco	1	385	50
2013	50050	Bijuesca	2	950	50
2013	50051	Biota	16	11408	50
2013	50052	Bisimbre	3	1681	50
2013	50053	Boquiñeni	7	11115	50
2013	50054	Bordalba	1	592	50
2013	50055	Borja	77	85842	50
2013	50056	Botorrita	0	4945	50
2013	50057	Brea de Aragón	21	16216	50
2013	50058	Bubierca	1	700	50
2013	50059	Bujaraloz	22	11787	50
2013	50060	Bulbuente	4	3989	50
2013	50061	Bureta	4	4549	50
2013	50062	Burgo de Ebro (El)	23	11230	50
2013	50063	Buste (El)	2	1094	50
2013	50064	Cabañas de Ebro	8	6429	50
2013	50065	Cabolafuente	1	367	50
2013	50066	Cadrete	0	30610	50
2013	50067	Calatayud	207	288700	50
2013	50068	Calatorao	34	28925	50
2013	50069	Calcena	2	587	50
2013	50070	Calmarza	1	642	50
2013	50071	Campillo de Aragón	2	1266	50
2013	50072	Carenas	3	1533	50
2013	50073	Cariñena	34	38430	50
2013	50074	Caspe	85	109938	50
2013	50075	Castejón de Alarba	2	791	50
2013	50076	Castejón de las Armas	2	983	50
2013	50077	Castejón de Valdejasa	4	2732	50
2013	50078	Castiliscar	5	3296	50
2013	50079	Cervera de la Cañada	4	2649	50
2013	50080	Cerveruela	1	376	50
2013	50081	Cetina	8	5640	50
2013	50082	Cimballa	2	983	50
2013	50083	Cinco Olivas	3	1128	50
2013	50084	Clarés de Ribota	2	742	50
2013	50085	Codo	0	0	50
2013	50086	Codos	3	2008	50
2013	50087	Contamina	1	325	50
2013	50088	Cosuenda	4	4282	50
2013	50089	Cuarte de Huerva	0	96617	50
2013	50090	Cubel	3	1715	50
2013	50091	Cuerlas (Las)	1	504	50
2013	50092	Chiprana	5	5172	50
2013	50093	Chodes	2	1410	50
2013	50094	Daroca	23	20978	50
2013	50095	Ejea de los Caballeros	195	182660	50
2013	50096	Embid de Ariza	1	433	50
2013	50098	Encinacorba	3	2571	50
2013	50099	Épila	43	45532	50
2013	50100	Erla	6	4253	50
2013	50101	Escatrón	21	10737	50
2013	50102	Fabara	12	13958	50
2013	50104	Farlete	8	4786	50
2013	50105	Fayón	8	4271	50
2013	50106	Fayos (Los)	3	2027	50
2013	50107	Figueruelas	21	15370	50
2013	50108	Fombuena	1	477	50
2013	50109	Frago (El)	0	0	50
2013	50110	Frasno (El)	5	3766	50
2013	50111	Fréscano	5	3531	50
2013	50113	Fuendejalón	10	16517	50
2013	50114	Fuendetodos	0	0	50
2013	50115	Fuentes de Ebro	55	83770	50
2013	50116	Fuentes de Jiloca	3	2333	50
2013	50117	Gallocanta	2	1412	50
2013	50118	Gallur	41	33506	50
2013	50119	Gelsa	14	11116	50
2013	50120	Godojos	1	358	50
2013	50121	Gotor	5	3306	50
2013	50122	Grisel	1	880	50
2013	50123	Grisén	6	7011	50
2013	50124	Herrera de los Navarros	7	5281	50
2013	50125	Ibdes	6	3924	50
2013	50126	Illueca	35	29722	50
2013	50128	Isuerre	0	0	50
2013	50129	Jaraba	4	2958	50
2013	50130	Jarque de Moncayo	6	4797	50
2013	50131	Jaulín	0	2593	50
2013	50132	Joyosa (La)	13	10882	50
2013	50133	Lagata	0	0	50
2013	50134	Langa del Castillo	2	1293	50
2013	50135	Layana	0	0	50
2013	50136	Lécera	0	0	50
2013	50137	Leciñena	24	14605	50
2013	50138	Lechón	1	477	50
2013	50139	Letux	0	0	50
2013	50140	Litago	4	2321	50
2013	50141	Lituénigo	3	1600	50
2013	50142	Lobera de Onsella	0	0	50
2013	50143	Longares	9	9629	50
2013	50144	Longás	0	0	50
2013	50146	Lucena de Jalón	2	2581	50
2013	50147	Luceni	16	12149	50
2013	50148	Luesia	0	0	50
2013	50149	Luesma	1	458	50
2013	50150	Lumpiaque	10	8836	50
2013	50151	Luna	12	8771	50
2013	50152	Maella	21	22088	50
2013	50153	Magallón	16	20506	50
2013	50154	Mainar	2	1439	50
2013	50155	Malanquilla	2	1025	50
2013	50156	Maleján	5	5517	50
2013	50157	Malón	8	5015	50
2013	50159	Maluenda	11	9356	50
2013	50160	Mallén	48	63044	50
2013	50161	Manchones	2	1201	50
2013	50162	Mara	3	1583	50
2013	50163	María de Huerva	0	48940	50
2013	50164	Mediana de Aragón	0	0	50
2013	50165	Mequinenza	32	32764	50
2013	50166	Mesones de Isuela	4	2873	50
2013	50167	Mezalocha	3	2259	50
2013	50168	Mianos	1	836	50
2013	50169	Miedes de Aragón	5	3816	50
2013	50170	Monegrillo	9	5189	50
2013	50171	Moneva	0	0	50
2013	50172	Monreal de Ariza	3	1883	50
2013	50173	Monterde	3	1408	50
2013	50174	Montón	2	1108	50
2013	50175	Morata de Jalón	12	12146	50
2013	50176	Morata de Jiloca	3	2333	50
2013	50177	Morés	5	3349	50
2013	50178	Moros	5	3674	50
2013	50179	Moyuela	0	0	50
2013	50180	Mozota	0	995	50
2013	50181	Muel	13	14836	50
2013	50182	Muela (La)	39	32320	50
2013	50183	Munébrega	5	3916	50
2013	50184	Murero	2	1284	50
2013	50185	Murillo de Gállego	2	4224	50
2013	50186	Navardún	0	0	50
