Comarca código	Comarca nombre	Año	Orden	Siglas	Votos
25	Jiloca	2015	8	PP	1534,0
25	Jiloca	2015	12	COMPROMISO CON ARAGON	269,0
26	Cuencas Mineras	2007	1	PSOE	2239,0
26	Cuencas Mineras	2007	2	PP	840,0
26	Cuencas Mineras	2007	3	PAR	1837,0
26	Cuencas Mineras	2007	4	CHA	516,0
26	Cuencas Mineras	2007	5	IU	359,0
26	Cuencas Mineras	2011	1	PP	959,0
26	Cuencas Mineras	2011	2	PSOE	2127,0
26	Cuencas Mineras	2011	3	PAR	741,0
26	Cuencas Mineras	2011	4	CHA	485,0
26	Cuencas Mineras	2011	5	IU	201,0
26	Cuencas Mineras	2011	7	COMPROMISO CON ARAGON	1163,0
26	Cuencas Mineras	2011	8	FIA	3,0
26	Cuencas Mineras	2015	4	C's	23,0
26	Cuencas Mineras	2015	5	PAR	938,0
26	Cuencas Mineras	2015	6	PSOE	1751,0
26	Cuencas Mineras	2015	7	CHA	401,0
26	Cuencas Mineras	2015	8	PP	587,0
26	Cuencas Mineras	2015	12	COMPROMISO CON ARAGON	1145,0
26	Cuencas Mineras	2015	28	FIA	8,0
26	Cuencas Mineras	2015	57	G:IU-LV	44,0
26	Cuencas Mineras	2015	64	C.S.I.E	148,0
26	Cuencas Mineras	2015	74	G:IU-LV	90,0
26	Cuencas Mineras	2015	75	G:IU-LV	90,0
27	Andorra-Sierra de Arcos	2007	1	PSOE	2097,0
27	Andorra-Sierra de Arcos	2007	2	PP	1942,0
27	Andorra-Sierra de Arcos	2007	3	PAR	626,0
27	Andorra-Sierra de Arcos	2007	4	CHA	227,0
27	Andorra-Sierra de Arcos	2007	5	IU	2008,0
27	Andorra-Sierra de Arcos	2011	1	PP	1868,0
27	Andorra-Sierra de Arcos	2011	2	PSOE	1750,0
27	Andorra-Sierra de Arcos	2011	3	PAR	854,0
27	Andorra-Sierra de Arcos	2011	4	CHA	283,0
27	Andorra-Sierra de Arcos	2011	5	IU	1597,0
27	Andorra-Sierra de Arcos	2011	7	COMPROMISO CON ARAGON	117,0
27	Andorra-Sierra de Arcos	2011	38	DN	11,0
27	Andorra-Sierra de Arcos	2015	5	PAR	1058,0
27	Andorra-Sierra de Arcos	2015	6	PSOE	1616,0
27	Andorra-Sierra de Arcos	2015	7	CHA	440,0
27	Andorra-Sierra de Arcos	2015	8	PP	1117,0
27	Andorra-Sierra de Arcos	2015	12	COMPROMISO CON ARAGON	58,0
27	Andorra-Sierra de Arcos	2015	27	G:IU-LV	1183,0
27	Andorra-Sierra de Arcos	2015	49	Asamblea Abierta	303,0
27	Andorra-Sierra de Arcos	2015	57	G:IU-LV	45,0
28	Bajo Aragón	2007	1	PSOE	5527,0
28	Bajo Aragón	2007	2	PP	4797,0
28	Bajo Aragón	2007	3	PAR	3313,0
28	Bajo Aragón	2007	4	CHA	396,0
28	Bajo Aragón	2007	5	IU	2364,0
28	Bajo Aragón	2007	36	FIA	41,0
28	Bajo Aragón	2011	1	PP	5004,0
28	Bajo Aragón	2011	2	PSOE	4571,0
28	Bajo Aragón	2011	3	PAR	4208,0
28	Bajo Aragón	2011	4	CHA	377,0
28	Bajo Aragón	2011	5	IU	1554,0
28	Bajo Aragón	2011	7	COMPROMISO CON ARAGON	128,0
28	Bajo Aragón	2011	8	FIA	27,0
28	Bajo Aragón	2015	4	C's	387,0
28	Bajo Aragón	2015	5	PAR	2675,0
28	Bajo Aragón	2015	6	PSOE	4432,0
28	Bajo Aragón	2015	8	PP	4919,0
28	Bajo Aragón	2015	20	G:IU-LV	1335,0
28	Bajo Aragón	2015	26	CHA	354,0
28	Bajo Aragón	2015	39	G:IU-LV	40,0
28	Bajo Aragón	2015	45	G:IU-LV	165,0
28	Bajo Aragón	2015	53	G:IU-LV	272,0
28	Bajo Aragón	2015	58	G.B.A.	200,0
29	Comunidad de Teruel	2007	1	PSOE	8061,0
29	Comunidad de Teruel	2007	2	PP	8876,0
29	Comunidad de Teruel	2007	3	PAR	4452,0
29	Comunidad de Teruel	2007	4	CHA	1834,0
29	Comunidad de Teruel	2007	5	IU	876,0
29	Comunidad de Teruel	2007	8	PCUA	115,0
29	Comunidad de Teruel	2007	38	FAMILIA Y V	30,0
29	Comunidad de Teruel	2011	1	PP	11099,0
29	Comunidad de Teruel	2011	2	PSOE	6250,0
29	Comunidad de Teruel	2011	3	PAR	2409,0
29	Comunidad de Teruel	2011	4	CHA	1581,0
29	Comunidad de Teruel	2011	5	IU	1347,0
29	Comunidad de Teruel	2011	6	UPyD	354,0
29	Comunidad de Teruel	2011	7	COMPROMISO CON ARAGON	838,0
29	Comunidad de Teruel	2015	4	C's	1606,0
29	Comunidad de Teruel	2015	5	PAR	2979,0
29	Comunidad de Teruel	2015	6	PSOE	5901,0
29	Comunidad de Teruel	2015	7	CHA	1530,0
29	Comunidad de Teruel	2015	8	PP	7994,0
29	Comunidad de Teruel	2015	10	EB	133,0
29	Comunidad de Teruel	2015	12	COMPROMISO CON ARAGON	418,0
29	Comunidad de Teruel	2015	16	G:IU-LV	2491,0
29	Comunidad de Teruel	2015	28	FIA	60,0
29	Comunidad de Teruel	2015	39	G:IU-LV	37,0
29	Comunidad de Teruel	2015	45	G:IU-LV	199,0
29	Comunidad de Teruel	2015	57	G:IU-LV	46,0
29	Comunidad de Teruel	2015	93	PNP	14,0
30	Maestrazgo	2007	1	PSOE	859,0
30	Maestrazgo	2007	2	PP	885,0
30	Maestrazgo	2007	3	PAR	908,0
30	Maestrazgo	2007	4	CHA	35,0
30	Maestrazgo	2007	5	IU	1,0
30	Maestrazgo	2011	1	PP	780,0
30	Maestrazgo	2011	2	PSOE	759,0
30	Maestrazgo	2011	3	PAR	820,0
30	Maestrazgo	2011	4	CHA	79,0
30	Maestrazgo	2011	5	IU	18,0
30	Maestrazgo	2015	4	C's	77,0
30	Maestrazgo	2015	5	PAR	742,0
30	Maestrazgo	2015	6	PSOE	464,0
30	Maestrazgo	2015	7	CHA	10,0
30	Maestrazgo	2015	8	PP	730,0
30	Maestrazgo	2015	79	UxA	60,0
31	Sierra de Albarracín	2007	1	PSOE	1171,0
31	Sierra de Albarracín	2007	2	PP	1010,0
31	Sierra de Albarracín	2007	3	PAR	1100,0
31	Sierra de Albarracín	2007	4	CHA	206,0
31	Sierra de Albarracín	2007	5	IU	77,0
31	Sierra de Albarracín	2011	1	PP	1073,0
31	Sierra de Albarracín	2011	2	PSOE	1100,0
31	Sierra de Albarracín	2011	3	PAR	1059,0
31	Sierra de Albarracín	2011	4	CHA	197,0
31	Sierra de Albarracín	2011	5	IU	42,0
31	Sierra de Albarracín	2011	7	COMPROMISO CON ARAGON	55,0
31	Sierra de Albarracín	2015	4	C's	176,0
31	Sierra de Albarracín	2015	5	PAR	956,0
31	Sierra de Albarracín	2015	6	PSOE	875,0
31	Sierra de Albarracín	2015	7	CHA	409,0
31	Sierra de Albarracín	2015	8	PP	774,0
31	Sierra de Albarracín	2015	12	COMPROMISO CON ARAGON	79,0
31	Sierra de Albarracín	2015	57	G:IU-LV	12,0
32	Gúdar-Javalambre	2007	1	PSOE	1880,0
32	Gúdar-Javalambre	2007	2	PP	1425,0
32	Gúdar-Javalambre	2007	3	PAR	1459,0
32	Gúdar-Javalambre	2007	4	CHA	141,0
32	Gúdar-Javalambre	2007	5	IU	196,0
32	Gúdar-Javalambre	2007	8	PCUA	258,0
32	Gúdar-Javalambre	2007	30	IPN	64,0
32	Gúdar-Javalambre	2011	1	PP	1658,0
32	Gúdar-Javalambre	2011	2	PSOE	1994,0
32	Gúdar-Javalambre	2011	3	PAR	1382,0
32	Gúdar-Javalambre	2011	4	CHA	92,0
32	Gúdar-Javalambre	2011	5	IU	145,0
32	Gúdar-Javalambre	2011	7	COMPROMISO CON ARAGON	22,0
32	Gúdar-Javalambre	2011	9	ECOLO	26,0
32	Gúdar-Javalambre	2011	39	LVE	3,0
32	Gúdar-Javalambre	2015	5	PAR	1535,0
32	Gúdar-Javalambre	2015	6	PSOE	1598,0
32	Gúdar-Javalambre	2015	7	CHA	153,0
32	Gúdar-Javalambre	2015	8	PP	1331,0
32	Gúdar-Javalambre	2015	39	G:IU-LV	33,0
32	Gúdar-Javalambre	2015	57	G:IU-LV	57,0
33	Matarraña / Matarranya	2007	1	PSOE	1744,0
33	Matarraña / Matarranya	2007	2	PP	1757,0
33	Matarraña / Matarranya	2007	3	PAR	1787,0
33	Matarraña / Matarranya	2007	4	CHA	254,0
33	Matarraña / Matarranya	2007	5	IU	57,0
33	Matarraña / Matarranya	2007	29	L'ENTESA	69,0
33	Matarraña / Matarranya	2011	1	PP	2098,0
33	Matarraña / Matarranya	2011	2	PSOE	1442,0
33	Matarraña / Matarranya	2011	3	PAR	1300,0
33	Matarraña / Matarranya	2011	4	CHA	239,0
33	Matarraña / Matarranya	2011	26	ESQUERRA-AM	66,0
33	Matarraña / Matarranya	2015	5	PAR	1104,0
33	Matarraña / Matarranya	2015	6	PSOE	1453,0
33	Matarraña / Matarranya	2015	7	CHA	254,0
33	Matarraña / Matarranya	2015	8	PP	1981,0
33	Matarraña / Matarranya	2015	26	CHA	98,0
